ID,SpendingCategory,CaribbeanNetherlands,Periods,ConsumerPriceIndexCPI_1,QuarterOnQuarterChangeCPI_2,YearOnYearChangeCPI_3,Weights_4
497,040000,GM9001,2013KW03,114.17,0.1,11.8,13342
498,040000,GM9001,2013KW04,114.21,0.0,0.6,13342
499,040000,GM9001,2013JJ00,114.04,,8.9,13342
500,040000,GM9001,2014KW01,113.39,-0.7,-0.3,17811
501,040000,GM9001,2014KW02,112.75,-0.6,-1.1,17811
502,040000,GM9001,2014KW03,111.88,-0.8,-2.0,17811
503,040000,GM9001,2014KW04,112.79,0.8,-1.2,17811
504,040000,GM9001,2014JJ00,112.7,,-1.2,17811
505,040000,GM9001,2015KW01,109.79,-2.7,-3.2,17811
506,040000,GM9001,2015KW02,109.4,-0.4,-3.0,17811
507,040000,GM9001,2015KW03,109.75,0.3,-1.9,17811
508,040000,GM9001,2015KW04,109.73,0.0,-2.7,17811
509,040000,GM9001,2015JJ00,109.67,,-2.7,17811
510,040000,GM9001,2016KW01,110.55,0.7,0.7,26037
511,040000,GM9001,2016KW02,108.68,-1.7,-0.7,26037
512,040000,GM9001,2016KW03,109.24,0.5,-0.5,26037
513,040000,GM9001,2016KW04,107.53,-1.6,-2.0,26037
514,040000,GM9001,2016JJ00,109.0,,-0.6,26037
515,040000,GM9001,2017KW01,107.37,-0.1,-2.9,26037
516,040000,GM9001,2017KW02,106.71,-0.6,-1.8,26037
517,040000,GM9001,2017KW03,107.96,1.2,-1.2,26037
518,040000,GM9001,2017KW04,108.19,0.2,0.6,26037
519,040000,GM9001,2017JJ00,107.56,,-1.3,26037
520,040000,GM9002,2010KW01,99.05,,,13342
521,040000,GM9002,2010KW02,101.48,2.5,,13342
522,040000,GM9002,2010KW03,98.87,-2.6,,13342
523,040000,GM9002,2010KW04,100.59,1.7,,13342
524,040000,GM9002,2010JJ00,100.0,,,13342
525,040000,GM9002,2011KW01,102.51,1.9,3.5,13342
526,040000,GM9002,2011KW02,117.63,14.7,15.9,13342
527,040000,GM9002,2011KW03,118.04,0.3,19.4,13342
528,040000,GM9002,2011KW04,112.46,-4.7,11.8,13342
529,040000,GM9002,2011JJ00,112.66,,12.7,13342
530,040000,GM9002,2012KW01,119.09,5.9,16.2,13342
531,040000,GM9002,2012KW02,119.35,0.2,1.5,13342
532,040000,GM9002,2012KW03,113.19,-5.2,-4.1,13342
533,040000,GM9002,2012KW04,119.03,5.2,5.8,13342
534,040000,GM9002,2012JJ00,117.66,,4.4,13342
535,040000,GM9002,2013KW01,116.98,-1.7,-1.8,13342
536,040000,GM9002,2013KW02,116.95,0.0,-2.0,13342
537,040000,GM9002,2013KW03,115.34,-1.4,1.9,13342
538,040000,GM9002,2013KW04,116.44,1.0,-2.2,13342
539,040000,GM9002,2013JJ00,116.43,,-1.0,13342
540,040000,GM9002,2014KW01,118.44,1.7,1.2,14528
541,040000,GM9002,2014KW02,117.52,-0.8,0.5,14528
542,040000,GM9002,2014KW03,117.63,0.1,2.0,14528
543,040000,GM9002,2014KW04,115.28,-2.0,-1.0,14528
544,040000,GM9002,2014JJ00,117.22,,0.7,14528
545,040000,GM9002,2015KW01,106.58,-7.5,-10.0,14528
546,040000,GM9002,2015KW02,104.75,-1.7,-10.9,14528
547,040000,GM9002,2015KW03,117.09,11.8,-0.5,14528
548,040000,GM9002,2015KW04,116.96,-0.1,1.5,14528
549,040000,GM9002,2015JJ00,111.35,,-5.0,14528
550,040000,GM9002,2016KW01,115.32,-1.4,8.2,24703
551,040000,GM9002,2016KW02,114.51,-0.7,9.3,24703
552,040000,GM9002,2016KW03,115.32,0.7,-1.5,24703
553,040000,GM9002,2016KW04,116.35,0.9,-0.5,24703
554,040000,GM9002,2016JJ00,115.38,,3.6,24703
555,040000,GM9002,2017KW01,115.84,-0.4,0.5,24703
556,040000,GM9002,2017KW02,116.36,0.4,1.6,24703
557,040000,GM9002,2017KW03,114.13,-1.9,-1.0,24703
558,040000,GM9002,2017KW04,114.48,0.3,-1.6,24703
559,040000,GM9002,2017JJ00,115.2,,-0.2,24703
560,040000,GM9003,2010KW01,99.75,,,13342
561,040000,GM9003,2010KW02,100.81,1.1,,13342
562,040000,GM9003,2010KW03,99.15,-1.6,,13342
563,040000,GM9003,2010KW04,100.29,1.1,,13342
564,040000,GM9003,2010JJ00,100.0,,,13342
565,040000,GM9003,2011KW01,100.93,0.6,1.2,13342
566,040000,GM9003,2011KW02,110.01,9.0,9.1,13342
567,040000,GM9003,2011KW03,108.61,-1.3,9.5,13342
568,040000,GM9003,2011KW04,104.57,-3.7,4.3,13342
569,040000,GM9003,2011JJ00,106.03,,6.0,13342
570,040000,GM9003,2012KW01,108.5,3.8,7.5,13342
571,040000,GM9003,2012KW02,107.47,-0.9,-2.3,13342
572,040000,GM9003,2012KW03,103.19,-4.0,-5.0,13342
573,040000,GM9003,2012KW04,105.05,1.8,0.5,13342
574,040000,GM9003,2012JJ00,106.05,,0.0,13342
575,040000,GM9003,2013KW01,104.01,-1.0,-4.1,13342
576,040000,GM9003,2013KW02,104.37,0.3,-2.9,13342
577,040000,GM9003,2013KW03,103.46,-0.9,0.3,13342
578,040000,GM9003,2013KW04,104.11,0.6,-0.9,13342
579,040000,GM9003,2013JJ00,103.99,,-1.9,13342
580,040000,GM9003,2014KW01,105.0,0.9,1.0,10948
581,040000,GM9003,2014KW02,104.04,-0.9,-0.3,10948
582,040000,GM9003,2014KW03,104.2,0.2,0.7,10948
583,040000,GM9003,2014KW04,105.75,1.5,1.6,10948
584,040000,GM9003,2014JJ00,104.75,,0.7,10948
585,040000,GM9003,2015KW01,111.55,5.5,6.2,10948
586,040000,GM9003,2015KW02,112.73,1.1,8.4,10948
587,040000,GM9003,2015KW03,113.38,0.6,8.8,10948
588,040000,GM9003,2015KW04,113.36,0.0,7.2,10948
589,040000,GM9003,2015JJ00,112.75,,7.6,10948
590,040000,GM9003,2016KW01,113.37,0.0,1.6,21823
591,040000,GM9003,2016KW02,113.44,0.1,0.6,21823
592,040000,GM9003,2016KW03,113.41,0.0,0.0,21823
593,040000,GM9003,2016KW04,113.21,-0.2,-0.1,21823
594,040000,GM9003,2016JJ00,113.36,,0.5,21823
595,040000,GM9003,2017KW01,113.11,-0.1,-0.2,21823
596,040000,GM9003,2017KW02,113.01,-0.1,-0.4,21823
597,040000,GM9003,2017KW03,114.79,1.6,1.2,21823
598,040000,GM9003,2017KW04,121.95,6.2,7.7,21823
599,040000,GM9003,2017JJ00,115.72,,2.1,21823
600,050000,GM9001,2010KW01,100.32,,,8121
601,050000,GM9001,2010KW02,100.36,0.0,,8121
602,050000,GM9001,2010KW03,100.28,-0.1,,8121
603,050000,GM9001,2010KW04,99.04,-1.2,,8121
604,050000,GM9001,2010JJ00,100.0,,,8121
605,050000,GM9001,2011KW01,103.16,4.2,2.8,8121
606,050000,GM9001,2011KW02,105.5,2.3,5.1,8121
607,050000,GM9001,2011KW03,107.61,2.0,7.3,8121
608,050000,GM9001,2011KW04,107.61,0.0,8.7,8121
609,050000,GM9001,2011JJ00,105.97,,6.0,8121
610,050000,GM9001,2012KW01,110.43,2.6,7.0,8121
611,050000,GM9001,2012KW02,109.17,-1.1,3.5,8121
612,050000,GM9001,2012KW03,108.45,-0.7,0.8,8121
613,050000,GM9001,2012KW04,108.81,0.3,1.1,8121
614,050000,GM9001,2012JJ00,109.22,,3.1,8121
615,050000,GM9001,2013KW01,109.59,0.7,-0.8,8121
616,050000,GM9001,2013KW02,109.3,-0.3,0.1,8121
617,050000,GM9001,2013KW03,109.89,0.5,1.3,8121
618,050000,GM9001,2013KW04,109.84,0.0,0.9,8121
619,050000,GM9001,2013JJ00,109.66,,0.4,8121
620,050000,GM9001,2014KW01,110.94,1.0,1.2,5256
621,050000,GM9001,2014KW02,111.95,0.9,2.4,5256
622,050000,GM9001,2014KW03,111.67,-0.3,1.6,5256
623,050000,GM9001,2014KW04,114.66,2.7,4.4,5256
624,050000,GM9001,2014JJ00,112.31,,2.4,5256
625,050000,GM9001,2015KW01,114.69,0.0,3.4,5256
626,050000,GM9001,2015KW02,113.22,-1.3,1.1,5256
627,050000,GM9001,2015KW03,111.49,-1.5,-0.2,5256
628,050000,GM9001,2015KW04,111.28,-0.2,-2.9,5256
629,050000,GM9001,2015JJ00,112.67,,0.3,5256
630,050000,GM9001,2016KW01,112.44,1.0,-2.0,4730
631,050000,GM9001,2016KW02,115.15,2.4,1.7,4730
632,050000,GM9001,2016KW03,113.72,-1.2,2.0,4730
633,050000,GM9001,2016KW04,115.09,1.2,3.4,4730
634,050000,GM9001,2016JJ00,114.1,,1.3,4730
635,050000,GM9001,2017KW01,118.82,3.2,5.7,4730
636,050000,GM9001,2017KW02,121.5,2.3,5.5,4730
637,050000,GM9001,2017KW03,123.93,2.0,9.0,4730
638,050000,GM9001,2017KW04,119.29,-3.7,3.6,4730
639,050000,GM9001,2017JJ00,120.89,,6.0,4730
640,050000,GM9002,2010KW01,98.98,,,8121
641,050000,GM9002,2010KW02,99.53,0.6,,8121
642,050000,GM9002,2010KW03,100.2,0.7,,8121
643,050000,GM9002,2010KW04,101.29,1.1,,8121
644,050000,GM9002,2010JJ00,100.0,,,8121
645,050000,GM9002,2011KW01,102.39,1.1,3.4,8121
646,050000,GM9002,2011KW02,102.39,0.0,2.9,8121
647,050000,GM9002,2011KW03,102.9,0.5,2.7,8121
648,050000,GM9002,2011KW04,103.56,0.6,2.2,8121
649,050000,GM9002,2011JJ00,102.81,,2.8,8121
650,050000,GM9002,2012KW01,103.2,-0.3,0.8,8121
651,050000,GM9002,2012KW02,105.0,1.7,2.5,8121
652,050000,GM9002,2012KW03,105.2,0.2,2.2,8121
653,050000,GM9002,2012KW04,105.6,0.4,2.0,8121
654,050000,GM9002,2012JJ00,104.75,,1.9,8121
655,050000,GM9002,2013KW01,107.17,1.5,3.8,8121
656,050000,GM9002,2013KW02,107.32,0.1,2.2,8121
657,050000,GM9002,2013KW03,104.72,-2.4,-0.5,8121
658,050000,GM9002,2013KW04,104.89,0.2,-0.7,8121
659,050000,GM9002,2013JJ00,106.03,,1.2,8121
660,050000,GM9002,2014KW01,106.02,1.1,-1.1,5802
661,050000,GM9002,2014KW02,106.51,0.5,-0.8,5802
662,050000,GM9002,2014KW03,107.92,1.3,3.1,5802
663,050000,GM9002,2014KW04,106.63,-1.2,1.7,5802
664,050000,GM9002,2014JJ00,106.77,,0.7,5802
665,050000,GM9002,2015KW01,106.62,0.0,0.6,5802
666,050000,GM9002,2015KW02,108.99,2.2,2.3,5802
667,050000,GM9002,2015KW03,108.59,-0.4,0.6,5802
668,050000,GM9002,2015KW04,107.62,-0.9,0.9,5802
669,050000,GM9002,2015JJ00,107.95,,1.1,5802
670,050000,GM9002,2016KW01,107.94,0.3,1.2,5132
671,050000,GM9002,2016KW02,107.2,-0.7,-1.6,5132
672,050000,GM9002,2016KW03,108.44,1.2,-0.1,5132
673,050000,GM9002,2016KW04,106.3,-2.0,-1.2,5132
674,050000,GM9002,2016JJ00,107.47,,-0.4,5132
675,050000,GM9002,2017KW01,105.45,-0.8,-2.3,5132
676,050000,GM9002,2017KW02,107.36,1.8,0.1,5132
677,050000,GM9002,2017KW03,107.14,-0.2,-1.2,5132
678,050000,GM9002,2017KW04,107.85,0.7,1.5,5132
679,050000,GM9002,2017JJ00,106.95,,-0.5,5132
680,050000,GM9003,2010KW01,100.42,,,8121
681,050000,GM9003,2010KW02,99.93,-0.5,,8121
682,050000,GM9003,2010KW03,99.66,-0.3,,8121
683,050000,GM9003,2010KW04,99.99,0.3,,8121
684,050000,GM9003,2010JJ00,100.0,,,8121
685,050000,GM9003,2011KW01,100.74,0.8,0.3,8121
686,050000,GM9003,2011KW02,100.59,-0.1,0.7,8121
687,050000,GM9003,2011KW03,100.66,0.1,1.0,8121
688,050000,GM9003,2011KW04,102.61,1.9,2.6,8121
689,050000,GM9003,2011JJ00,101.15,,1.2,8121
690,050000,GM9003,2012KW01,103.32,0.7,2.6,8121
691,050000,GM9003,2012KW02,105.29,1.9,4.7,8121
692,050000,GM9003,2012KW03,106.34,1.0,5.6,8121
693,050000,GM9003,2012KW04,106.83,0.5,4.1,8121
694,050000,GM9003,2012JJ00,105.44,,4.2,8121
695,050000,GM9003,2013KW01,107.95,1.0,4.5,8121
696,050000,GM9003,2013KW02,108.46,0.5,3.0,8121
697,050000,GM9003,2013KW03,106.37,-1.9,0.0,8121
698,050000,GM9003,2013KW04,106.59,0.2,-0.2,8121
699,050000,GM9003,2013JJ00,107.34,,1.8,8121
700,050000,GM9003,2014KW01,108.23,1.5,0.3,5615
701,050000,GM9003,2014KW02,109.29,1.0,0.8,5615
702,050000,GM9003,2014KW03,110.56,1.2,3.9,5615
703,050000,GM9003,2014KW04,108.02,-2.3,1.3,5615
704,050000,GM9003,2014JJ00,109.03,,1.6,5615
705,050000,GM9003,2015KW01,107.49,-0.5,-0.7,5615
706,050000,GM9003,2015KW02,108.28,0.7,-0.9,5615
707,050000,GM9003,2015KW03,109.88,1.5,-0.6,5615
708,050000,GM9003,2015KW04,109.71,-0.2,1.6,5615
709,050000,GM9003,2015JJ00,108.84,,-0.2,5615
710,050000,GM9003,2016KW01,107.47,-2.0,0.0,4951
711,050000,GM9003,2016KW02,107.66,0.2,-0.6,4951
712,050000,GM9003,2016KW03,104.74,-2.7,-4.7,4951
713,050000,GM9003,2016KW04,105.58,0.8,-3.8,4951
714,050000,GM9003,2016JJ00,106.36,,-2.3,4951
715,050000,GM9003,2017KW01,105.22,-0.3,-2.1,4951
716,050000,GM9003,2017KW02,108.62,3.2,0.9,4951
717,050000,GM9003,2017KW03,107.04,-1.5,2.2,4951
718,050000,GM9003,2017KW04,111.17,3.9,5.3,4951
719,050000,GM9003,2017JJ00,108.01,,1.6,4951
720,060000,GM9001,2010KW01,101.06,,,2752
721,060000,GM9001,2010KW02,96.5,-4.5,,2752
722,060000,GM9001,2010KW03,101.48,5.2,,2752
723,060000,GM9001,2010KW04,100.96,-0.5,,2752
724,060000,GM9001,2010JJ00,100.0,,,2752
725,060000,GM9001,2011KW01,104.17,3.2,3.1,2752
726,060000,GM9001,2011KW02,105.18,1.0,9.0,2752
727,060000,GM9001,2011KW03,101.97,-3.1,0.5,2752
728,060000,GM9001,2011KW04,103.07,1.1,2.1,2752
729,060000,GM9001,2011JJ00,103.6,,3.6,2752
730,060000,GM9001,2012KW01,101.91,-1.1,-2.2,2752
731,060000,GM9001,2012KW02,101.18,-0.7,-3.8,2752
732,060000,GM9001,2012KW03,101.86,0.7,-0.1,2752
733,060000,GM9001,2012KW04,101.8,-0.1,-1.2,2752
734,060000,GM9001,2012JJ00,101.69,,-1.8,2752
735,060000,GM9001,2013KW01,102.6,0.8,0.7,2752
736,060000,GM9001,2013KW02,102.96,0.4,1.8,2752
737,060000,GM9001,2013KW03,102.9,-0.1,1.0,2752
738,060000,GM9001,2013KW04,102.88,0.0,1.1,2752
739,060000,GM9001,2013JJ00,102.84,,1.1,2752
740,060000,GM9001,2014KW01,101.8,-1.0,-0.8,1764
741,060000,GM9001,2014KW02,104.21,2.4,1.2,1764
742,060000,GM9001,2014KW03,107.79,3.4,4.8,1764
743,060000,GM9001,2014KW04,110.71,2.7,7.6,1764
744,060000,GM9001,2014JJ00,106.13,,3.2,1764
745,060000,GM9001,2015KW01,109.15,-1.4,7.2,1764
746,060000,GM9001,2015KW02,109.23,0.1,4.8,1764
747,060000,GM9001,2015KW03,109.35,0.1,1.4,1764
748,060000,GM9001,2015KW04,109.01,-0.3,-1.5,1764
749,060000,GM9001,2015JJ00,109.19,,2.9,1764
750,060000,GM9001,2016KW01,117.01,7.3,7.2,1587
751,060000,GM9001,2016KW02,123.06,5.2,12.7,1587
752,060000,GM9001,2016KW03,127.42,3.5,16.5,1587
753,060000,GM9001,2016KW04,121.86,-4.4,11.8,1587
754,060000,GM9001,2016JJ00,122.34,,12.0,1587
755,060000,GM9001,2017KW01,123.4,1.3,5.5,1587
756,060000,GM9001,2017KW02,124.0,0.5,0.8,1587
757,060000,GM9001,2017KW03,126.02,1.6,-1.1,1587
758,060000,GM9001,2017KW04,124.81,-1.0,2.4,1587
759,060000,GM9001,2017JJ00,124.56,,1.8,1587
760,060000,GM9002,2010KW01,100.73,,,2752
761,060000,GM9002,2010KW02,100.67,-0.1,,2752
762,060000,GM9002,2010KW03,99.43,-1.2,,2752
763,060000,GM9002,2010KW04,99.17,-0.3,,2752
764,060000,GM9002,2010JJ00,100.0,,,2752
765,060000,GM9002,2011KW01,100.41,1.3,-0.3,2752
766,060000,GM9002,2011KW02,99.23,-1.2,-1.4,2752
767,060000,GM9002,2011KW03,100.66,1.4,1.2,2752
768,060000,GM9002,2011KW04,101.28,0.6,2.1,2752
769,060000,GM9002,2011JJ00,100.39,,0.4,2752
770,060000,GM9002,2012KW01,104.06,2.7,3.6,2752
771,060000,GM9002,2012KW02,107.45,3.3,8.3,2752
772,060000,GM9002,2012KW03,110.01,2.4,9.3,2752
773,060000,GM9002,2012KW04,108.51,-1.4,7.1,2752
774,060000,GM9002,2012JJ00,107.51,,7.1,2752
775,060000,GM9002,2013KW01,107.89,-0.6,3.7,2752
776,060000,GM9002,2013KW02,109.19,1.2,1.6,2752
777,060000,GM9002,2013KW03,109.02,-0.2,-0.9,2752
778,060000,GM9002,2013KW04,109.68,0.6,1.1,2752
779,060000,GM9002,2013JJ00,108.95,,1.3,2752
780,060000,GM9002,2014KW01,108.05,-1.5,0.1,1450
781,060000,GM9002,2014KW02,109.8,1.6,0.6,1450
782,060000,GM9002,2014KW03,109.59,-0.2,0.5,1450
783,060000,GM9002,2014KW04,109.86,0.2,0.2,1450
784,060000,GM9002,2014JJ00,109.32,,0.3,1450
785,060000,GM9002,2015KW01,114.61,4.3,6.1,1450
786,060000,GM9002,2015KW02,118.98,3.8,8.4,1450
787,060000,GM9002,2015KW03,117.17,-1.5,6.9,1450
788,060000,GM9002,2015KW04,116.84,-0.3,6.4,1450
789,060000,GM9002,2015JJ00,116.9,,6.9,1450
790,060000,GM9002,2016KW01,116.98,0.1,2.1,1282
791,060000,GM9002,2016KW02,116.93,0.0,-1.7,1282
792,060000,GM9002,2016KW03,117.86,0.8,0.6,1282
793,060000,GM9002,2016KW04,116.79,-0.9,0.0,1282
794,060000,GM9002,2016JJ00,117.14,,0.2,1282
795,060000,GM9002,2017KW01,115.6,-1.0,-1.2,1282
796,060000,GM9002,2017KW02,116.12,0.4,-0.7,1282
797,060000,GM9002,2017KW03,117.71,1.4,-0.1,1282
798,060000,GM9002,2017KW04,116.85,-0.7,0.1,1282
799,060000,GM9002,2017JJ00,116.57,,-0.5,1282
800,060000,GM9003,2010KW01,100.0,,,2752
801,060000,GM9003,2010KW02,100.0,0.0,,2752
802,060000,GM9003,2010KW03,100.0,0.0,,2752
803,060000,GM9003,2010KW04,100.0,0.0,,2752
804,060000,GM9003,2010JJ00,100.0,,,2752
805,060000,GM9003,2011KW01,97.94,-2.1,-2.1,2752
806,060000,GM9003,2011KW02,98.47,0.5,-1.5,2752
807,060000,GM9003,2011KW03,99.48,1.0,-0.5,2752
808,060000,GM9003,2011KW04,99.61,0.1,-0.4,2752
809,060000,GM9003,2011JJ00,98.88,,-1.1,2752
810,060000,GM9003,2012KW01,99.65,0.0,1.7,2752
811,060000,GM9003,2012KW02,100.56,0.9,2.1,2752
812,060000,GM9003,2012KW03,100.55,0.0,1.1,2752
813,060000,GM9003,2012KW04,101.07,0.5,1.5,2752
814,060000,GM9003,2012JJ00,100.46,,1.6,2752
815,060000,GM9003,2013KW01,101.06,0.0,1.4,2752
816,060000,GM9003,2013KW02,100.82,-0.2,0.3,2752
817,060000,GM9003,2013KW03,100.78,0.0,0.2,2752
818,060000,GM9003,2013KW04,101.49,0.7,0.4,2752
819,060000,GM9003,2013JJ00,101.04,,0.6,2752
820,060000,GM9003,2014KW01,101.78,0.3,0.7,1686
821,060000,GM9003,2014KW02,105.13,3.3,4.3,1686
822,060000,GM9003,2014KW03,107.42,2.2,6.6,1686
823,060000,GM9003,2014KW04,102.7,-4.4,1.2,1686
824,060000,GM9003,2014JJ00,104.26,,3.2,1686
825,060000,GM9003,2015KW01,102.99,0.3,1.2,1686
826,060000,GM9003,2015KW02,104.23,1.2,-0.9,1686
827,060000,GM9003,2015KW03,104.25,0.0,-3.0,1686
828,060000,GM9003,2015KW04,104.41,0.2,1.7,1686
829,060000,GM9003,2015JJ00,103.97,,-0.3,1686
830,060000,GM9003,2016KW01,104.46,0.0,1.4,1486
831,060000,GM9003,2016KW02,104.41,0.0,0.2,1486
832,060000,GM9003,2016KW03,104.03,-0.4,-0.2,1486
833,060000,GM9003,2016KW04,101.82,-2.1,-2.5,1486
834,060000,GM9003,2016JJ00,103.68,,-0.3,1486
835,060000,GM9003,2017KW01,99.01,-2.8,-5.2,1486
836,060000,GM9003,2017KW02,98.24,-0.8,-5.9,1486
837,060000,GM9003,2017KW03,96.81,-1.5,-6.9,1486
838,060000,GM9003,2017KW04,93.89,-3.0,-7.8,1486
839,060000,GM9003,2017JJ00,96.99,,-6.5,1486
840,070000,GM9001,2010KW01,99.76,,,17041
841,070000,GM9001,2010KW02,99.81,0.1,,17041
842,070000,GM9001,2010KW03,99.99,0.2,,17041
843,070000,GM9001,2010KW04,100.44,0.5,,17041
844,070000,GM9001,2010JJ00,100.0,,,17041
845,070000,GM9001,2011KW01,106.3,5.8,6.6,17041
846,070000,GM9001,2011KW02,106.71,0.4,6.9,17041
847,070000,GM9001,2011KW03,106.64,-0.1,6.7,17041
848,070000,GM9001,2011KW04,107.7,1.0,7.2,17041
849,070000,GM9001,2011JJ00,106.84,,6.8,17041
850,070000,GM9001,2012KW01,109.04,1.2,2.6,17041
851,070000,GM9001,2012KW02,110.96,1.8,4.0,17041
852,070000,GM9001,2012KW03,112.38,1.3,5.4,17041
853,070000,GM9001,2012KW04,112.91,0.5,4.8,17041
854,070000,GM9001,2012JJ00,111.32,,4.2,17041
855,070000,GM9001,2013KW01,113.8,0.8,4.4,17041
856,070000,GM9001,2013KW02,112.49,-1.2,1.4,17041
857,070000,GM9001,2013KW03,112.98,0.4,0.5,17041
858,070000,GM9001,2013KW04,113.17,0.2,0.2,17041
859,070000,GM9001,2013JJ00,113.11,,1.6,17041
860,070000,GM9001,2014KW01,113.54,0.3,-0.2,19074
861,070000,GM9001,2014KW02,113.49,0.0,0.9,19074
862,070000,GM9001,2014KW03,113.57,0.1,0.5,19074
863,070000,GM9001,2014KW04,112.03,-1.4,-1.0,19074
864,070000,GM9001,2014JJ00,113.16,,0.0,19074
865,070000,GM9001,2015KW01,103.88,-7.3,-8.5,19074
866,070000,GM9001,2015KW02,103.16,-0.7,-9.1,19074
867,070000,GM9001,2015KW03,104.97,1.8,-7.6,19074
868,070000,GM9001,2015KW04,101.59,-3.2,-9.3,19074
869,070000,GM9001,2015JJ00,103.4,,-8.6,19074
870,070000,GM9001,2016KW01,100.42,-1.2,-3.3,17165
871,070000,GM9001,2016KW02,101.14,0.7,-2.0,17165
872,070000,GM9001,2016KW03,103.49,2.3,-1.4,17165
873,070000,GM9001,2016KW04,103.12,-0.4,1.5,17165
874,070000,GM9001,2016JJ00,102.04,,-1.3,17165
875,070000,GM9001,2017KW01,104.6,1.4,4.2,17165
876,070000,GM9001,2017KW02,105.62,1.0,4.4,17165
877,070000,GM9001,2017KW03,105.7,0.1,2.1,17165
878,070000,GM9001,2017KW04,108.65,2.8,5.4,17165
879,070000,GM9001,2017JJ00,106.14,,4.0,17165
880,070000,GM9002,2010KW01,98.97,,,17041
881,070000,GM9002,2010KW02,99.56,0.6,,17041
882,070000,GM9002,2010KW03,99.51,-0.1,,17041
883,070000,GM9002,2010KW04,101.96,2.5,,17041
884,070000,GM9002,2010JJ00,100.0,,,17041
885,070000,GM9002,2011KW01,118.42,16.1,19.7,17041
886,070000,GM9002,2011KW02,126.19,6.6,26.7,17041
887,070000,GM9002,2011KW03,125.56,-0.5,26.2,17041
888,070000,GM9002,2011KW04,126.81,1.0,24.4,17041
889,070000,GM9002,2011JJ00,124.24,,24.2,17041
890,070000,GM9002,2012KW01,129.01,1.7,8.9,17041
891,070000,GM9002,2012KW02,129.77,0.6,2.8,17041
892,070000,GM9002,2012KW03,129.86,0.1,3.4,17041
893,070000,GM9002,2012KW04,131.01,0.9,3.3,17041
894,070000,GM9002,2012JJ00,129.91,,4.6,17041
895,070000,GM9002,2013KW01,135.48,3.4,5.0,17041
896,070000,GM9002,2013KW02,136.25,0.6,5.0,17041
897,070000,GM9002,2013KW03,137.75,1.1,6.1,17041
898,070000,GM9002,2013KW04,145.63,5.7,11.2,17041
899,070000,GM9002,2013JJ00,138.78,,6.8,17041
900,070000,GM9002,2014KW01,146.71,0.7,8.3,14784
901,070000,GM9002,2014KW02,150.1,2.3,10.2,14784
902,070000,GM9002,2014KW03,151.71,1.1,10.1,14784
903,070000,GM9002,2014KW04,145.96,-3.8,0.2,14784
904,070000,GM9002,2014JJ00,148.62,,7.1,14784
905,070000,GM9002,2015KW01,138.03,-5.4,-5.9,14784
906,070000,GM9002,2015KW02,139.18,0.8,-7.3,14784
907,070000,GM9002,2015KW03,137.75,-1.0,-9.2,14784
908,070000,GM9002,2015KW04,135.0,-2.0,-7.5,14784
909,070000,GM9002,2015JJ00,137.49,,-7.5,14784
910,070000,GM9002,2016KW01,134.76,-0.2,-2.4,13076
911,070000,GM9002,2016KW02,135.31,0.4,-2.8,13076
912,070000,GM9002,2016KW03,136.55,0.9,-0.9,13076
913,070000,GM9002,2016KW04,138.74,1.6,2.8,13076
914,070000,GM9002,2016JJ00,136.34,,-0.8,13076
915,070000,GM9002,2017KW01,141.66,2.1,5.1,13076
916,070000,GM9002,2017KW02,144.1,1.7,6.5,13076
917,070000,GM9002,2017KW03,146.98,2.0,7.6,13076
918,070000,GM9002,2017KW04,147.13,0.1,6.0,13076
919,070000,GM9002,2017JJ00,144.97,,6.3,13076
920,070000,GM9003,2010KW01,97.2,,,17041
921,070000,GM9003,2010KW02,97.35,0.2,,17041
922,070000,GM9003,2010KW03,102.72,5.5,,17041
923,070000,GM9003,2010KW04,102.72,0.0,,17041
924,070000,GM9003,2010JJ00,100.0,,,17041
925,070000,GM9003,2011KW01,108.84,6.0,12.0,17041
926,070000,GM9003,2011KW02,111.53,2.5,14.6,17041
927,070000,GM9003,2011KW03,111.5,0.0,8.5,17041
928,070000,GM9003,2011KW04,110.71,-0.7,7.8,17041
929,070000,GM9003,2011JJ00,110.64,,10.6,17041
930,070000,GM9003,2012KW01,111.72,0.9,2.6,17041
931,070000,GM9003,2012KW02,112.05,0.3,0.5,17041
932,070000,GM9003,2012KW03,112.39,0.3,0.8,17041
933,070000,GM9003,2012KW04,112.26,-0.1,1.4,17041
934,070000,GM9003,2012JJ00,112.11,,1.3,17041
935,070000,GM9003,2013KW01,112.26,0.0,0.5,17041
936,070000,GM9003,2013KW02,112.5,0.2,0.4,17041
937,070000,GM9003,2013KW03,113.67,1.0,1.1,17041
938,070000,GM9003,2013KW04,114.42,0.7,1.9,17041
939,070000,GM9003,2013JJ00,113.21,,1.0,17041
940,070000,GM9003,2014KW01,115.54,1.0,2.9,14407
941,070000,GM9003,2014KW02,116.69,1.0,3.7,14407
942,070000,GM9003,2014KW03,116.48,-0.2,2.5,14407
943,070000,GM9003,2014KW04,114.92,-1.3,0.4,14407
944,070000,GM9003,2014JJ00,115.91,,2.4,14407
945,070000,GM9003,2015KW01,113.25,-1.5,-2.0,14407
946,070000,GM9003,2015KW02,113.22,0.0,-3.0,14407
947,070000,GM9003,2015KW03,108.13,-4.5,-7.2,14407
948,070000,GM9003,2015KW04,108.45,0.3,-5.6,14407
949,070000,GM9003,2015JJ00,110.76,,-4.4,14407
