ID,SpendingCategory,CaribbeanNetherlands,Periods,ConsumerPriceIndexCPI_1,QuarterOnQuarterChangeCPI_2,YearOnYearChangeCPI_3,Weights_4
1396,110000,GM9002,2017KW02,139.85,0.5,1.7,7296
1397,110000,GM9002,2017KW03,137.12,-2.0,-0.9,7296
1398,110000,GM9002,2017KW04,142.26,3.7,1.8,7296
1399,110000,GM9002,2017JJ00,139.58,,0.9,7296
1400,110000,GM9003,2010KW01,100.0,,,6173
1401,110000,GM9003,2010KW02,100.0,0.0,,6173
1402,110000,GM9003,2010KW03,100.0,0.0,,6173
1403,110000,GM9003,2010KW04,100.0,0.0,,6173
1404,110000,GM9003,2010JJ00,100.0,,,6173
1405,110000,GM9003,2011KW01,120.81,20.8,20.8,6173
1406,110000,GM9003,2011KW02,120.81,0.0,20.8,6173
1407,110000,GM9003,2011KW03,120.81,0.0,20.8,6173
1408,110000,GM9003,2011KW04,120.81,0.0,20.8,6173
1409,110000,GM9003,2011JJ00,120.81,,20.8,6173
1410,110000,GM9003,2012KW01,121.12,0.3,0.3,6173
1411,110000,GM9003,2012KW02,126.26,4.2,4.5,6173
1412,110000,GM9003,2012KW03,130.15,3.1,7.7,6173
1413,110000,GM9003,2012KW04,130.15,0.0,7.7,6173
1414,110000,GM9003,2012JJ00,126.92,,5.1,6173
1415,110000,GM9003,2013KW01,130.15,0.0,7.5,6173
1416,110000,GM9003,2013KW02,130.56,0.3,3.4,6173
1417,110000,GM9003,2013KW03,130.56,0.0,0.3,6173
1418,110000,GM9003,2013KW04,129.56,-0.8,-0.5,6173
1419,110000,GM9003,2013JJ00,130.21,,2.6,6173
1420,110000,GM9003,2014KW01,129.56,0.0,-0.5,7330
1421,110000,GM9003,2014KW02,135.29,4.4,3.6,7330
1422,110000,GM9003,2014KW03,134.75,-0.4,3.2,7330
1423,110000,GM9003,2014KW04,134.77,0.0,4.0,7330
1424,110000,GM9003,2014JJ00,133.59,,2.6,7330
1425,110000,GM9003,2015KW01,134.77,0.0,4.0,7330
1426,110000,GM9003,2015KW02,134.77,0.0,-0.4,7330
1427,110000,GM9003,2015KW03,134.77,0.0,0.0,7330
1428,110000,GM9003,2015KW04,134.77,0.0,0.0,7330
1429,110000,GM9003,2015JJ00,134.77,,0.9,7330
1430,110000,GM9003,2016KW01,134.77,0.0,0.0,6463
1431,110000,GM9003,2016KW02,134.77,0.0,0.0,6463
1432,110000,GM9003,2016KW03,132.94,-1.4,-1.4,6463
1433,110000,GM9003,2016KW04,128.81,-3.1,-4.4,6463
1434,110000,GM9003,2016JJ00,132.83,,-1.4,6463
1435,110000,GM9003,2017KW01,127.33,-1.1,-5.5,6463
1436,110000,GM9003,2017KW02,127.33,0.0,-5.5,6463
1437,110000,GM9003,2017KW03,127.4,0.1,-4.2,6463
1438,110000,GM9003,2017KW04,136.33,7.0,5.8,6463
1439,110000,GM9003,2017JJ00,129.6,,-2.4,6463
1440,120000,GM9001,2010KW01,99.0,,,11059
1441,120000,GM9001,2010KW02,99.94,0.9,,11059
1442,120000,GM9001,2010KW03,100.29,0.4,,11059
1443,120000,GM9001,2010KW04,100.78,0.5,,11059
1444,120000,GM9001,2010JJ00,100.0,,,11059
1445,120000,GM9001,2011KW01,102.75,2.0,3.8,11059
1446,120000,GM9001,2011KW02,102.74,0.0,2.8,11059
1447,120000,GM9001,2011KW03,102.97,0.2,2.7,11059
1448,120000,GM9001,2011KW04,104.17,1.2,3.4,11059
1449,120000,GM9001,2011JJ00,103.16,,3.2,11059
1450,120000,GM9001,2012KW01,104.63,0.4,1.8,11059
1451,120000,GM9001,2012KW02,105.6,0.9,2.8,11059
1452,120000,GM9001,2012KW03,105.27,-0.3,2.2,11059
1453,120000,GM9001,2012KW04,104.91,-0.3,0.7,11059
1454,120000,GM9001,2012JJ00,105.1,,1.9,11059
1455,120000,GM9001,2013KW01,105.29,0.4,0.6,11059
1456,120000,GM9001,2013KW02,104.41,-0.8,-1.1,11059
1457,120000,GM9001,2013KW03,105.21,0.8,-0.1,11059
1458,120000,GM9001,2013KW04,106.98,1.7,2.0,11059
1459,120000,GM9001,2013JJ00,105.47,,0.4,11059
1460,120000,GM9001,2014KW01,108.18,1.1,2.7,13438
1461,120000,GM9001,2014KW02,108.56,0.4,4.0,13438
1462,120000,GM9001,2014KW03,109.9,1.2,4.5,13438
1463,120000,GM9001,2014KW04,110.34,0.4,3.1,13438
1464,120000,GM9001,2014JJ00,109.24,,3.6,13438
1465,120000,GM9001,2015KW01,111.72,1.3,3.3,13438
1466,120000,GM9001,2015KW02,110.72,-0.9,2.0,13438
1467,120000,GM9001,2015KW03,109.83,-0.8,-0.1,13438
1468,120000,GM9001,2015KW04,110.32,0.4,0.0,13438
1469,120000,GM9001,2015JJ00,110.65,,1.3,13438
1470,120000,GM9001,2016KW01,111.92,1.5,0.2,12093
1471,120000,GM9001,2016KW02,111.28,-0.6,0.5,12093
1472,120000,GM9001,2016KW03,111.1,-0.2,1.2,12093
1473,120000,GM9001,2016KW04,111.65,0.5,1.2,12093
1474,120000,GM9001,2016JJ00,111.49,,0.8,12093
1475,120000,GM9001,2017KW01,111.46,-0.2,-0.4,12093
1476,120000,GM9001,2017KW02,111.64,0.2,0.3,12093
1477,120000,GM9001,2017KW03,112.16,0.5,1.0,12093
1478,120000,GM9001,2017KW04,111.6,-0.5,0.0,12093
1479,120000,GM9001,2017JJ00,111.72,,0.2,12093
1480,120000,GM9002,2010KW01,99.22,,,11059
1481,120000,GM9002,2010KW02,99.88,0.7,,11059
1482,120000,GM9002,2010KW03,100.4,0.5,,11059
1483,120000,GM9002,2010KW04,100.5,0.1,,11059
1484,120000,GM9002,2010JJ00,100.0,,,11059
1485,120000,GM9002,2011KW01,105.25,4.7,6.1,11059
1486,120000,GM9002,2011KW02,106.6,1.3,6.7,11059
1487,120000,GM9002,2011KW03,106.68,0.1,6.3,11059
1488,120000,GM9002,2011KW04,107.75,1.0,7.2,11059
1489,120000,GM9002,2011JJ00,106.57,,6.6,11059
1490,120000,GM9002,2012KW01,108.71,0.9,3.3,11059
1491,120000,GM9002,2012KW02,110.8,1.9,3.9,11059
1492,120000,GM9002,2012KW03,110.64,-0.1,3.7,11059
1493,120000,GM9002,2012KW04,111.28,0.6,3.3,11059
1494,120000,GM9002,2012JJ00,110.36,,3.6,11059
1495,120000,GM9002,2013KW01,112.9,1.5,3.9,11059
1496,120000,GM9002,2013KW02,113.69,0.7,2.6,11059
1497,120000,GM9002,2013KW03,113.45,-0.2,2.5,11059
1498,120000,GM9002,2013KW04,114.08,0.6,2.5,11059
1499,120000,GM9002,2013JJ00,113.53,,2.9,11059
1500,120000,GM9002,2014KW01,114.93,0.7,1.8,9592
1501,120000,GM9002,2014KW02,115.47,0.5,1.6,9592
1502,120000,GM9002,2014KW03,115.55,0.1,1.9,9592
1503,120000,GM9002,2014KW04,116.23,0.6,1.9,9592
1504,120000,GM9002,2014JJ00,115.55,,1.8,9592
1505,120000,GM9002,2015KW01,116.92,0.6,1.7,9592
1506,120000,GM9002,2015KW02,116.6,-0.3,1.0,9592
1507,120000,GM9002,2015KW03,117.22,0.5,1.4,9592
1508,120000,GM9002,2015KW04,115.09,-1.8,-1.0,9592
1509,120000,GM9002,2015JJ00,116.46,,0.8,9592
1510,120000,GM9002,2016KW01,117.42,2.0,0.4,8484
1511,120000,GM9002,2016KW02,117.82,0.3,1.0,8484
1512,120000,GM9002,2016KW03,119.58,1.5,2.0,8484
1513,120000,GM9002,2016KW04,120.22,0.5,4.5,8484
1514,120000,GM9002,2016JJ00,118.76,,2.0,8484
1515,120000,GM9002,2017KW01,120.5,0.2,2.6,8484
1516,120000,GM9002,2017KW02,122.08,1.3,3.6,8484
1517,120000,GM9002,2017KW03,123.41,1.1,3.2,8484
1518,120000,GM9002,2017KW04,120.85,-2.1,0.5,8484
1519,120000,GM9002,2017JJ00,121.71,,2.5,8484
1520,120000,GM9003,2010KW01,97.6,,,11059
1521,120000,GM9003,2010KW02,99.97,2.4,,11059
1522,120000,GM9003,2010KW03,100.23,0.3,,11059
1523,120000,GM9003,2010KW04,102.19,2.0,,11059
1524,120000,GM9003,2010JJ00,100.0,,,11059
1525,120000,GM9003,2011KW01,103.26,1.0,5.8,11059
1526,120000,GM9003,2011KW02,104.25,1.0,4.3,11059
1527,120000,GM9003,2011KW03,103.91,-0.3,3.7,11059
1528,120000,GM9003,2011KW04,106.04,2.0,3.8,11059
1529,120000,GM9003,2011JJ00,104.36,,4.4,11059
1530,120000,GM9003,2012KW01,107.97,1.8,4.6,11059
1531,120000,GM9003,2012KW02,109.17,1.1,4.7,11059
1532,120000,GM9003,2012KW03,109.06,-0.1,5.0,11059
1533,120000,GM9003,2012KW04,109.59,0.5,3.3,11059
1534,120000,GM9003,2012JJ00,108.95,,4.4,11059
1535,120000,GM9003,2013KW01,110.62,0.9,2.5,11059
1536,120000,GM9003,2013KW02,111.89,1.1,2.5,11059
1537,120000,GM9003,2013KW03,112.6,0.6,3.2,11059
1538,120000,GM9003,2013KW04,113.62,0.9,3.7,11059
1539,120000,GM9003,2013JJ00,112.18,,3.0,11059
1540,120000,GM9003,2014KW01,112.34,-1.1,1.6,14439
1541,120000,GM9003,2014KW02,116.16,3.4,3.8,14439
1542,120000,GM9003,2014KW03,116.55,0.3,3.5,14439
1543,120000,GM9003,2014KW04,119.04,2.1,4.8,14439
1544,120000,GM9003,2014JJ00,116.02,,3.4,14439
1545,120000,GM9003,2015KW01,111.71,-6.2,-0.6,14439
1546,120000,GM9003,2015KW02,114.16,2.2,-1.7,14439
1547,120000,GM9003,2015KW03,110.9,-2.9,-4.8,14439
1548,120000,GM9003,2015KW04,113.86,2.7,-4.4,14439
1549,120000,GM9003,2015JJ00,112.66,,-2.9,14439
1550,120000,GM9003,2016KW01,112.93,-0.8,1.1,12731
1551,120000,GM9003,2016KW02,113.77,0.7,-0.3,12731
1552,120000,GM9003,2016KW03,117.45,3.2,5.9,12731
1553,120000,GM9003,2016KW04,115.38,-1.8,1.3,12731
1554,120000,GM9003,2016JJ00,114.88,,2.0,12731
1555,120000,GM9003,2017KW01,117.44,1.8,4.0,12731
1556,120000,GM9003,2017KW02,119.14,1.4,4.7,12731
1557,120000,GM9003,2017KW03,117.26,-1.6,-0.2,12731
1558,120000,GM9003,2017KW04,120.09,2.4,4.1,12731
1559,120000,GM9003,2017JJ00,118.48,,3.1,12731
