ID,WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,IndelingswijzigingWijkenEnBuurten_4,AantalInstallatiesBijWoningen_5,OpgesteldVermogenVanZonnepanelen_6
1766,BU07440002,Baarle-Nassau                           ,Buurt     ,BU07440002,1,10.0,42.0
1767,BU07440009,Baarle-Nassau                           ,Buurt     ,BU07440009,1,12.0,67.0
1768,WK074401  ,Baarle-Nassau                           ,Wijk      ,WK074401  ,1,18.0,71.0
1769,BU07440100,Baarle-Nassau                           ,Buurt     ,BU07440100,1,12.0,44.0
1770,BU07440109,Baarle-Nassau                           ,Buurt     ,BU07440109,1,6.0,26.0
1771,WK074402  ,Baarle-Nassau                           ,Wijk      ,WK074402  ,1,4.0,18.0
1772,BU07440209,Baarle-Nassau                           ,Buurt     ,BU07440209,1,4.0,18.0
1773,GM0308    ,Baarn                                   ,Gemeente  ,GM0308    ,.,755.0,1763.0
1774,WK030800  ,Baarn                                   ,Wijk      ,WK030800  ,3,355.0,818.0
1775,BU03080000,Baarn                                   ,Buurt     ,BU03080000,3,18.0,46.0
1776,BU03080001,Baarn                                   ,Buurt     ,BU03080001,3,20.0,64.0
1777,BU03080002,Baarn                                   ,Buurt     ,BU03080002,3,12.0,31.0
1778,BU03080003,Baarn                                   ,Buurt     ,BU03080003,3,80.0,171.0
1779,BU03080004,Baarn                                   ,Buurt     ,BU03080004,3,52.0,126.0
1780,BU03080005,Baarn                                   ,Buurt     ,BU03080005,3,153.0,297.0
1781,BU03080006,Baarn                                   ,Buurt     ,BU03080006,3,12.0,39.0
1782,BU03080007,Baarn                                   ,Buurt     ,BU03080007,3,8.0,43.0
1783,WK030801  ,Baarn                                   ,Wijk      ,WK030801  ,3,370.0,848.0
1784,BU03080100,Baarn                                   ,Buurt     ,BU03080100,3,34.0,95.0
1785,BU03080101,Baarn                                   ,Buurt     ,BU03080101,3,107.0,188.0
1786,BU03080102,Baarn                                   ,Buurt     ,BU03080102,3,62.0,115.0
1787,BU03080103,Baarn                                   ,Buurt     ,BU03080103,3,31.0,69.0
1788,BU03080104,Baarn                                   ,Buurt     ,BU03080104,3,57.0,146.0
1789,BU03080105,Baarn                                   ,Buurt     ,BU03080105,3,74.0,177.0
1790,BU03080109,Baarn                                   ,Buurt     ,BU03080109,1,5.0,57.0
1791,WK030802  ,Baarn                                   ,Wijk      ,WK030802  ,3,,
1792,BU03080200,Baarn                                   ,Buurt     ,BU03080200,3,18.0,62.0
1793,BU03080201,Baarn                                   ,Buurt     ,BU03080201,3,,
1794,WK030804  ,Baarn                                   ,Wijk      ,WK030804  ,3,,
1795,BU03080400,Baarn                                   ,Buurt     ,BU03080400,3,,
1796,BU03080401,Baarn                                   ,Buurt     ,BU03080401,3,,
1797,WK030805  ,Baarn                                   ,Wijk      ,WK030805  ,3,5.0,10.0
1798,BU03080500,Baarn                                   ,Buurt     ,BU03080500,2,,
1799,BU03080501,Baarn                                   ,Buurt     ,BU03080501,3,,
1800,GM0489    ,Barendrecht                             ,Gemeente  ,GM0489    ,.,872.0,2487.0
1801,WK048901  ,Barendrecht                             ,Wijk      ,WK048901  ,1,23.0,66.0
1802,BU04890101,Barendrecht                             ,Buurt     ,BU04890101,1,4.0,11.0
1803,BU04890102,Barendrecht                             ,Buurt     ,BU04890102,1,10.0,30.0
1804,BU04890103,Barendrecht                             ,Buurt     ,BU04890103,1,9.0,25.0
1805,WK048902  ,Barendrecht                             ,Wijk      ,WK048902  ,1,31.0,84.0
1806,BU04890204,Barendrecht                             ,Buurt     ,BU04890204,1,,
1807,BU04890205,Barendrecht                             ,Buurt     ,BU04890205,1,,
1808,BU04890206,Barendrecht                             ,Buurt     ,BU04890206,1,13.0,38.0
1809,BU04890207,Barendrecht                             ,Buurt     ,BU04890207,1,12.0,30.0
1810,WK048903  ,Barendrecht                             ,Wijk      ,WK048903  ,1,,
1811,BU04890308,Barendrecht                             ,Buurt     ,BU04890308,1,,
1812,WK048904  ,Barendrecht                             ,Wijk      ,WK048904  ,1,64.0,141.0
1813,BU04890409,Barendrecht                             ,Buurt     ,BU04890409,1,50.0,104.0
1814,BU04890410,Barendrecht                             ,Buurt     ,BU04890410,1,14.0,37.0
1815,WK048905  ,Barendrecht                             ,Wijk      ,WK048905  ,1,81.0,210.0
1816,BU04890511,Barendrecht                             ,Buurt     ,BU04890511,1,26.0,76.0
1817,BU04890512,Barendrecht                             ,Buurt     ,BU04890512,1,39.0,96.0
1818,BU04890513,Barendrecht                             ,Buurt     ,BU04890513,1,16.0,38.0
1819,WK048906  ,Barendrecht                             ,Wijk      ,WK048906  ,1,28.0,76.0
1820,BU04890614,Barendrecht                             ,Buurt     ,BU04890614,1,28.0,76.0
1821,WK048907  ,Barendrecht                             ,Wijk      ,WK048907  ,1,30.0,72.0
1822,BU04890715,Barendrecht                             ,Buurt     ,BU04890715,1,30.0,72.0
1823,WK048908  ,Barendrecht                             ,Wijk      ,WK048908  ,1,47.0,122.0
1824,BU04890816,Barendrecht                             ,Buurt     ,BU04890816,1,28.0,70.0
1825,BU04890817,Barendrecht                             ,Buurt     ,BU04890817,1,19.0,52.0
1826,WK048909  ,Barendrecht                             ,Wijk      ,WK048909  ,1,104.0,262.0
1827,BU04890918,Barendrecht                             ,Buurt     ,BU04890918,1,15.0,32.0
1828,BU04890919,Barendrecht                             ,Buurt     ,BU04890919,1,30.0,80.0
1829,BU04890920,Barendrecht                             ,Buurt     ,BU04890920,1,17.0,44.0
1830,BU04890921,Barendrecht                             ,Buurt     ,BU04890921,1,18.0,38.0
1831,BU04890922,Barendrecht                             ,Buurt     ,BU04890922,1,24.0,69.0
1832,WK048910  ,Barendrecht                             ,Wijk      ,WK048910  ,1,21.0,77.0
1833,BU04891023,Barendrecht                             ,Buurt     ,BU04891023,1,21.0,77.0
1834,WK048911  ,Barendrecht                             ,Wijk      ,WK048911  ,1,32.0,96.0
1835,BU04891124,Barendrecht                             ,Buurt     ,BU04891124,1,32.0,96.0
1836,WK048912  ,Barendrecht                             ,Wijk      ,WK048912  ,1,19.0,49.0
1837,BU04891225,Barendrecht                             ,Buurt     ,BU04891225,1,,
1838,BU04891226,Barendrecht                             ,Buurt     ,BU04891226,1,,
1839,BU04891227,Barendrecht                             ,Buurt     ,BU04891227,1,8.0,25.0
1840,WK048913  ,Barendrecht                             ,Wijk      ,WK048913  ,1,20.0,97.0
1841,BU04891328,Barendrecht                             ,Buurt     ,BU04891328,1,20.0,97.0
1842,WK048914  ,Barendrecht                             ,Wijk      ,WK048914  ,1,57.0,153.0
1843,BU04891429,Barendrecht                             ,Buurt     ,BU04891429,1,13.0,31.0
1844,BU04891430,Barendrecht                             ,Buurt     ,BU04891430,1,14.0,39.0
1845,BU04891431,Barendrecht                             ,Buurt     ,BU04891431,1,16.0,42.0
1846,BU04891432,Barendrecht                             ,Buurt     ,BU04891432,1,14.0,41.0
1847,WK048915  ,Barendrecht                             ,Wijk      ,WK048915  ,1,35.0,103.0
1848,BU04891533,Barendrecht                             ,Buurt     ,BU04891533,1,35.0,103.0
1849,WK048916  ,Barendrecht                             ,Wijk      ,WK048916  ,1,42.0,135.0
1850,BU04891634,Barendrecht                             ,Buurt     ,BU04891634,1,42.0,135.0
1851,WK048917  ,Barendrecht                             ,Wijk      ,WK048917  ,1,27.0,114.0
1852,BU04891735,Barendrecht                             ,Buurt     ,BU04891735,1,27.0,114.0
1853,WK048918  ,Barendrecht                             ,Wijk      ,WK048918  ,1,42.0,117.0
1854,BU04891836,Barendrecht                             ,Buurt     ,BU04891836,1,42.0,117.0
1855,WK048919  ,Barendrecht                             ,Wijk      ,WK048919  ,1,24.0,69.0
1856,BU04891937,Barendrecht                             ,Buurt     ,BU04891937,1,24.0,69.0
1857,WK048920  ,Barendrecht                             ,Wijk      ,WK048920  ,1,85.0,240.0
1858,BU04892039,Barendrecht                             ,Buurt     ,BU04892039,1,85.0,240.0
1859,WK048930  ,Barendrecht                             ,Wijk      ,WK048930  ,1,3.0,7.0
1860,BU04893050,Barendrecht                             ,Buurt     ,BU04893050,1,,
1861,BU04893051,Barendrecht                             ,Buurt     ,BU04893051,1,,
1862,BU04893052,Barendrecht                             ,Buurt     ,BU04893052,1,,
1863,BU04893053,Barendrecht                             ,Buurt     ,BU04893053,1,,
1864,BU04893054,Barendrecht                             ,Buurt     ,BU04893054,1,3.0,7.0
1865,WK048931  ,Barendrecht                             ,Wijk      ,WK048931  ,1,34.0,144.0
1866,BU04893160,Barendrecht                             ,Buurt     ,BU04893160,1,,
1867,BU04893161,Barendrecht                             ,Buurt     ,BU04893161,1,,
1868,BU04893162,Barendrecht                             ,Buurt     ,BU04893162,1,,
1869,BU04893163,Barendrecht                             ,Buurt     ,BU04893163,1,8.0,27.0
1870,BU04893164,Barendrecht                             ,Buurt     ,BU04893164,1,,
1871,WK048950  ,Barendrecht                             ,Wijk      ,WK048950  ,1,,
1872,BU04895070,Barendrecht                             ,Buurt     ,BU04895070,1,,
1873,BU04895071,Barendrecht                             ,Buurt     ,BU04895071,1,,
1874,BU04895072,Barendrecht                             ,Buurt     ,BU04895072,1,,
1875,BU04895073,Barendrecht                             ,Buurt     ,BU04895073,1,,
1876,BU04895074,Barendrecht                             ,Buurt     ,BU04895074,1,,
1877,BU04895075,Barendrecht                             ,Buurt     ,BU04895075,1,,
1878,BU04895076,Barendrecht                             ,Buurt     ,BU04895076,1,,
1879,BU04895077,Barendrecht                             ,Buurt     ,BU04895077,1,,
1880,BU04895078,Barendrecht                             ,Buurt     ,BU04895078,1,,
1881,BU04895080,Barendrecht                             ,Buurt     ,BU04895080,1,,
1882,BU04895081,Barendrecht                             ,Buurt     ,BU04895081,1,,
1883,BU04895082,Barendrecht                             ,Buurt     ,BU04895082,1,,
1884,BU04895083,Barendrecht                             ,Buurt     ,BU04895083,1,,
1885,BU04895084,Barendrecht                             ,Buurt     ,BU04895084,1,,
1886,GM0203    ,Barneveld                               ,Gemeente  ,GM0203    ,.,1061.0,4037.0
1887,WK020354  ,Barneveld                               ,Wijk      ,WK020354  ,1,622.0,2020.0
1888,BU02035400,Barneveld                               ,Buurt     ,BU02035400,1,28.0,222.0
1889,BU02035401,Barneveld                               ,Buurt     ,BU02035401,1,8.0,32.0
1890,BU02035402,Barneveld                               ,Buurt     ,BU02035402,1,,
1891,BU02035403,Barneveld                               ,Buurt     ,BU02035403,1,35.0,99.0
1892,BU02035404,Barneveld                               ,Buurt     ,BU02035404,1,16.0,44.0
1893,BU02035405,Barneveld                               ,Buurt     ,BU02035405,1,22.0,91.0
1894,BU02035406,Barneveld                               ,Buurt     ,BU02035406,1,11.0,76.0
1895,BU02035407,Barneveld                               ,Buurt     ,BU02035407,1,43.0,150.0
1896,BU02035408,Barneveld                               ,Buurt     ,BU02035408,1,93.0,269.0
1897,BU02035409,Barneveld                               ,Buurt     ,BU02035409,1,41.0,132.0
1898,BU02035410,Barneveld                               ,Buurt     ,BU02035410,1,56.0,89.0
1899,BU02035411,Barneveld                               ,Buurt     ,BU02035411,1,67.0,201.0
1900,BU02035412,Barneveld                               ,Buurt     ,BU02035412,1,79.0,250.0
1901,BU02035413,Barneveld                               ,Buurt     ,BU02035413,1,,
1902,BU02035414,Barneveld                               ,Buurt     ,BU02035414,1,74.0,207.0
1903,BU02035415,Barneveld                               ,Buurt     ,BU02035415,1,34.0,93.0
1904,BU02035425,Barneveld                               ,Buurt     ,BU02035425,1,,
1905,BU02035426,Barneveld                               ,Buurt     ,BU02035426,1,,
1906,WK020355  ,Barneveld                               ,Wijk      ,WK020355  ,1,191.0,673.0
1907,BU02035530,Barneveld                               ,Buurt     ,BU02035530,1,31.0,173.0
1908,BU02035531,Barneveld                               ,Buurt     ,BU02035531,1,11.0,44.0
1909,BU02035532,Barneveld                               ,Buurt     ,BU02035532,1,,
1910,BU02035533,Barneveld                               ,Buurt     ,BU02035533,1,7.0,32.0
1911,BU02035534,Barneveld                               ,Buurt     ,BU02035534,1,7.0,23.0
1912,BU02035535,Barneveld                               ,Buurt     ,BU02035535,1,28.0,80.0
1913,BU02035536,Barneveld                               ,Buurt     ,BU02035536,1,,
1914,BU02035537,Barneveld                               ,Buurt     ,BU02035537,1,14.0,47.0
1915,BU02035538,Barneveld                               ,Buurt     ,BU02035538,1,20.0,56.0
1916,BU02035539,Barneveld                               ,Buurt     ,BU02035539,1,33.0,101.0
1917,BU02035540,Barneveld                               ,Buurt     ,BU02035540,1,13.0,32.0
1918,BU02035541,Barneveld                               ,Buurt     ,BU02035541,1,12.0,39.0
1919,WK020356  ,Barneveld                               ,Wijk      ,WK020356  ,1,94.0,592.0
1920,BU02035650,Barneveld                               ,Buurt     ,BU02035650,1,53.0,437.0
1921,BU02035651,Barneveld                               ,Buurt     ,BU02035651,1,31.0,126.0
1922,BU02035652,Barneveld                               ,Buurt     ,BU02035652,1,10.0,28.0
1923,WK020357  ,Barneveld                               ,Wijk      ,WK020357  ,1,47.0,195.0
1924,BU02035780,Barneveld                               ,Buurt     ,BU02035780,1,24.0,126.0
1925,BU02035781,Barneveld                               ,Buurt     ,BU02035781,1,23.0,69.0
1926,WK020358  ,Barneveld                               ,Wijk      ,WK020358  ,1,34.0,224.0
1927,BU02035875,Barneveld                               ,Buurt     ,BU02035875,1,,
1928,BU02035876,Barneveld                               ,Buurt     ,BU02035876,1,,
1929,BU02035877,Barneveld                               ,Buurt     ,BU02035877,1,8.0,28.0
1930,WK020359  ,Barneveld                               ,Wijk      ,WK020359  ,1,22.0,90.0
1931,BU02035960,Barneveld                               ,Buurt     ,BU02035960,1,12.0,61.0
1932,BU02035961,Barneveld                               ,Buurt     ,BU02035961,1,10.0,28.0
1933,WK020360  ,Barneveld                               ,Wijk      ,WK020360  ,1,25.0,130.0
1934,BU02036070,Barneveld                               ,Buurt     ,BU02036070,1,10.0,82.0
1935,BU02036071,Barneveld                               ,Buurt     ,BU02036071,1,15.0,48.0
1936,WK020361  ,Barneveld                               ,Wijk      ,WK020361  ,1,17.0,74.0
1937,BU02036190,Barneveld                               ,Buurt     ,BU02036190,1,11.0,48.0
1938,BU02036191,Barneveld                               ,Buurt     ,BU02036191,1,6.0,26.0
1939,WK020362  ,Barneveld                               ,Wijk      ,WK020362  ,1,3.0,9.0
1940,BU02036265,Barneveld                               ,Buurt     ,BU02036265,1,3.0,9.0
1941,BU02036266,Barneveld                               ,Buurt     ,BU02036266,1,,
1942,WK020363  ,Barneveld                               ,Wijk      ,WK020363  ,1,6.0,31.0
1943,BU02036395,Barneveld                               ,Buurt     ,BU02036395,1,6.0,31.0
1944,GM0005    ,Bedum                                   ,Gemeente  ,GM0005    ,.,1048.0,3023.0
1945,WK000500  ,Bedum                                   ,Wijk      ,WK000500  ,1,1048.0,3023.0
1946,BU00050000,Bedum                                   ,Buurt     ,BU00050000,1,769.0,2101.0
1947,BU00050001,Bedum                                   ,Buurt     ,BU00050001,1,99.0,376.0
1948,BU00050002,Bedum                                   ,Buurt     ,BU00050002,1,103.0,290.0
1949,BU00050003,Bedum                                   ,Buurt     ,BU00050003,1,9.0,35.0
1950,BU00050004,Bedum                                   ,Buurt     ,BU00050004,1,37.0,108.0
1951,BU00050005,Bedum                                   ,Buurt     ,BU00050005,1,10.0,40.0
1952,BU00050006,Bedum                                   ,Buurt     ,BU00050006,1,15.0,53.0
1953,BU00050007,Bedum                                   ,Buurt     ,BU00050007,1,6.0,21.0
1954,GM0888    ,Beek                                    ,Gemeente  ,GM0888    ,.,640.0,2335.0
1955,WK088800  ,Beek                                    ,Wijk      ,WK088800  ,1,542.0,1936.0
1956,BU08880000,Beek                                    ,Buurt     ,BU08880000,1,289.0,1024.0
1957,BU08880001,Beek                                    ,Buurt     ,BU08880001,1,125.0,408.0
1958,BU08880002,Beek                                    ,Buurt     ,BU08880002,1,128.0,505.0
1959,WK088801  ,Beek                                    ,Wijk      ,WK088801  ,1,98.0,398.0
1960,BU08880100,Beek                                    ,Buurt     ,BU08880100,1,18.0,64.0
1961,BU08880101,Beek                                    ,Buurt     ,BU08880101,1,67.0,258.0
1962,BU08880102,Beek                                    ,Buurt     ,BU08880102,1,5.0,34.0
1963,BU08880103,Beek                                    ,Buurt     ,BU08880103,1,8.0,42.0
1964,BU08880109,Beek                                    ,Buurt     ,BU08880109,1,,
1965,GM0370    ,Beemster                                ,Gemeente  ,GM0370    ,.,303.0,1181.0
1966,WK037000  ,Beemster                                ,Wijk      ,WK037000  ,1,202.0,830.0
1967,BU03700000,Beemster                                ,Buurt     ,BU03700000,1,110.0,304.0
1968,BU03700001,Beemster                                ,Buurt     ,BU03700001,1,21.0,94.0
1969,BU03700002,Beemster                                ,Buurt     ,BU03700002,1,17.0,76.0
1970,BU03700003,Beemster                                ,Buurt     ,BU03700003,1,3.0,12.0
1971,BU03700006,Beemster                                ,Buurt     ,BU03700006,1,14.0,171.0
1972,BU03700007,Beemster                                ,Buurt     ,BU03700007,1,5.0,17.0
1973,BU03700008,Beemster                                ,Buurt     ,BU03700008,1,11.0,57.0
1974,BU03700009,Beemster                                ,Buurt     ,BU03700009,1,21.0,101.0
1975,WK037001  ,Beemster                                ,Wijk      ,WK037001  ,1,101.0,351.0
1976,BU03700100,Beemster                                ,Buurt     ,BU03700100,1,84.0,281.0
1977,BU03700109,Beemster                                ,Buurt     ,BU03700109,1,17.0,70.0
1978,GM0889    ,Beesel                                  ,Gemeente  ,GM0889    ,.,,
1979,WK088900  ,Beesel                                  ,Wijk      ,WK088900  ,1,466.0,1587.0
1980,BU08890000,Beesel                                  ,Buurt     ,BU08890000,1,238.0,773.0
1981,BU08890001,Beesel                                  ,Buurt     ,BU08890001,1,,
1982,BU08890008,Beesel                                  ,Buurt     ,BU08890008,1,,
1983,BU08890009,Beesel                                  ,Buurt     ,BU08890009,1,,
1984,WK088901  ,Beesel                                  ,Wijk      ,WK088901  ,1,,
1985,BU08890100,Beesel                                  ,Buurt     ,BU08890100,1,95.0,355.0
1986,BU08890101,Beesel                                  ,Buurt     ,BU08890101,1,6.0,27.0
1987,BU08890102,Beesel                                  ,Buurt     ,BU08890102,1,,
1988,BU08890109,Beesel                                  ,Buurt     ,BU08890109,1,4.0,21.0
1989,GM0007    ,Bellingwedde                            ,Gemeente  ,GM0007    ,.,216.0,920.0
1990,WK000700  ,Bellingwedde                            ,Wijk      ,WK000700  ,1,95.0,396.0
1991,BU00070000,Bellingwedde                            ,Buurt     ,BU00070000,1,47.0,201.0
1992,BU00070001,Bellingwedde                            ,Buurt     ,BU00070001,1,12.0,44.0
1993,BU00070002,Bellingwedde                            ,Buurt     ,BU00070002,1,4.0,17.0
1994,BU00070004,Bellingwedde                            ,Buurt     ,BU00070004,1,11.0,38.0
1995,BU00070005,Bellingwedde                            ,Buurt     ,BU00070005,1,,
1996,BU00070006,Bellingwedde                            ,Buurt     ,BU00070006,1,,
1997,BU00070007,Bellingwedde                            ,Buurt     ,BU00070007,1,,
1998,BU00070008,Bellingwedde                            ,Buurt     ,BU00070008,1,6.0,28.0
1999,BU00070009,Bellingwedde                            ,Buurt     ,BU00070009,1,,
2000,WK000701  ,Bellingwedde                            ,Wijk      ,WK000701  ,1,25.0,107.0
2001,BU00070100,Bellingwedde                            ,Buurt     ,BU00070100,1,,
2002,BU00070101,Bellingwedde                            ,Buurt     ,BU00070101,1,,
2003,BU00070108,Bellingwedde                            ,Buurt     ,BU00070108,1,3.0,10.0
2004,BU00070109,Bellingwedde                            ,Buurt     ,BU00070109,1,3.0,4.0
2005,WK000702  ,Bellingwedde                            ,Wijk      ,WK000702  ,1,96.0,417.0
2006,BU00070200,Bellingwedde                            ,Buurt     ,BU00070200,1,38.0,146.0
2007,BU00070201,Bellingwedde                            ,Buurt     ,BU00070201,1,15.0,70.0
2008,BU00070202,Bellingwedde                            ,Buurt     ,BU00070202,1,16.0,55.0
2009,BU00070203,Bellingwedde                            ,Buurt     ,BU00070203,1,5.0,28.0
2010,BU00070204,Bellingwedde                            ,Buurt     ,BU00070204,1,5.0,22.0
2011,BU00070206,Bellingwedde                            ,Buurt     ,BU00070206,1,,
2012,BU00070207,Bellingwedde                            ,Buurt     ,BU00070207,1,3.0,15.0
2013,BU00070208,Bellingwedde                            ,Buurt     ,BU00070208,1,7.0,49.0
2014,BU00070209,Bellingwedde                            ,Buurt     ,BU00070209,1,7.0,31.0
2015,GM1945    ,Berg en Dal                             ,Gemeente  ,GM1945    ,.,785.0,2765.0
2016,WK194500  ,Berg en Dal                             ,Wijk      ,WK194500  ,3,60.0,177.0
2017,BU19450000,Berg en Dal                             ,Buurt     ,BU19450000,3,18.0,57.0
2018,BU19450001,Berg en Dal                             ,Buurt     ,BU19450001,3,28.0,60.0
2019,BU19450002,Berg en Dal                             ,Buurt     ,BU19450002,3,14.0,60.0
2020,BU19450003,Berg en Dal                             ,Buurt     ,BU19450003,3,,
2021,WK194501  ,Berg en Dal                             ,Wijk      ,WK194501  ,3,56.0,199.0
2022,BU19450100,Berg en Dal                             ,Buurt     ,BU19450100,3,36.0,110.0
2023,BU19450101,Berg en Dal                             ,Buurt     ,BU19450101,3,16.0,60.0
2024,BU19450102,Berg en Dal                             ,Buurt     ,BU19450102,3,4.0,29.0
2025,WK194502  ,Berg en Dal                             ,Wijk      ,WK194502  ,3,,
2026,BU19450200,Berg en Dal                             ,Buurt     ,BU19450200,2,24.0,91.0
2027,BU19450201,Berg en Dal                             ,Buurt     ,BU19450201,3,,
2028,WK194503  ,Berg en Dal                             ,Wijk      ,WK194503  ,3,28.0,126.0
2029,BU19450300,Berg en Dal                             ,Buurt     ,BU19450300,2,18.0,72.0
2030,BU19450301,Berg en Dal                             ,Buurt     ,BU19450301,3,10.0,54.0
2031,WK194504  ,Berg en Dal                             ,Wijk      ,WK194504  ,3,9.0,27.0
2032,BU19450400,Berg en Dal                             ,Buurt     ,BU19450400,3,9.0,27.0
2033,WK194505  ,Berg en Dal                             ,Wijk      ,WK194505  ,3,218.0,835.0
2034,BU19450500,Berg en Dal                             ,Buurt     ,BU19450500,3,14.0,56.0
2035,BU19450501,Berg en Dal                             ,Buurt     ,BU19450501,2,42.0,158.0
2036,BU19450502,Berg en Dal                             ,Buurt     ,BU19450502,3,,
2037,BU19450503,Berg en Dal                             ,Buurt     ,BU19450503,3,28.0,86.0
2038,BU19450504,Berg en Dal                             ,Buurt     ,BU19450504,3,19.0,65.0
2039,BU19450505,Berg en Dal                             ,Buurt     ,BU19450505,2,30.0,152.0
2040,BU19450506,Berg en Dal                             ,Buurt     ,BU19450506,3,,
2041,BU19450507,Berg en Dal                             ,Buurt     ,BU19450507,3,,
2042,BU19450508,Berg en Dal                             ,Buurt     ,BU19450508,3,,
2043,BU19450509,Berg en Dal                             ,Buurt     ,BU19450509,2,3.0,48.0
2044,BU19450510,Berg en Dal                             ,Buurt     ,BU19450510,3,18.0,87.0
2045,BU19450511,Berg en Dal                             ,Buurt     ,BU19450511,3,3.0,19.0
2046,WK194506  ,Berg en Dal                             ,Wijk      ,WK194506  ,3,47.0,180.0
2047,BU19450600,Berg en Dal                             ,Buurt     ,BU19450600,2,36.0,152.0
2048,BU19450601,Berg en Dal                             ,Buurt     ,BU19450601,3,11.0,28.0
2049,WK194507  ,Berg en Dal                             ,Wijk      ,WK194507  ,3,15.0,49.0
2050,BU19450700,Berg en Dal                             ,Buurt     ,BU19450700,2,,
2051,BU19450701,Berg en Dal                             ,Buurt     ,BU19450701,3,,
2052,WK194508  ,Berg en Dal                             ,Wijk      ,WK194508  ,3,48.0,143.0
2053,BU19450800,Berg en Dal                             ,Buurt     ,BU19450800,2,45.0,134.0
2054,BU19450801,Berg en Dal                             ,Buurt     ,BU19450801,3,,
2055,BU19450802,Berg en Dal                             ,Buurt     ,BU19450802,3,3.0,9.0
2056,WK194509  ,Berg en Dal                             ,Wijk      ,WK194509  ,2,187.0,582.0
2057,BU19450900,Berg en Dal                             ,Buurt     ,BU19450900,3,68.0,185.0
2058,BU19450901,Berg en Dal                             ,Buurt     ,BU19450901,3,108.0,341.0
2059,BU19450902,Berg en Dal                             ,Buurt     ,BU19450902,3,,
2060,BU19450903,Berg en Dal                             ,Buurt     ,BU19450903,2,,
2061,BU19450904,Berg en Dal                             ,Buurt     ,BU19450904,3,,
2062,WK194510  ,Berg en Dal                             ,Wijk      ,WK194510  ,3,68.0,232.0
2063,BU19451000,Berg en Dal                             ,Buurt     ,BU19451000,3,50.0,170.0
2064,BU19451001,Berg en Dal                             ,Buurt     ,BU19451001,3,,
2065,BU19451002,Berg en Dal                             ,Buurt     ,BU19451002,3,18.0,61.0
2066,WK194511  ,Berg en Dal                             ,Wijk      ,WK194511  ,3,,
2067,BU19451100,Berg en Dal                             ,Buurt     ,BU19451100,3,,
2068,WK194512  ,Berg en Dal                             ,Wijk      ,WK194512  ,3,7.0,18.0
2069,BU19451200,Berg en Dal                             ,Buurt     ,BU19451200,3,7.0,18.0
2070,GM1724    ,Bergeijk                                ,Gemeente  ,GM1724    ,.,426.0,1918.0
2071,WK172400  ,Bergeijk                                ,Wijk      ,WK172400  ,1,223.0,870.0
2072,BU17240000,Bergeijk                                ,Buurt     ,BU17240000,1,190.0,713.0
2073,BU17240001,Bergeijk                                ,Buurt     ,BU17240001,1,24.0,110.0
2074,BU17240002,Bergeijk                                ,Buurt     ,BU17240002,1,,
2075,BU17240008,Bergeijk                                ,Buurt     ,BU17240008,1,4.0,20.0
2076,BU17240009,Bergeijk                                ,Buurt     ,BU17240009,1,,
2077,WK172401  ,Bergeijk                                ,Wijk      ,WK172401  ,1,19.0,175.0
2078,BU17240100,Bergeijk                                ,Buurt     ,BU17240100,1,15.0,57.0
2079,BU17240109,Bergeijk                                ,Buurt     ,BU17240109,1,4.0,118.0
2080,WK172402  ,Bergeijk                                ,Wijk      ,WK172402  ,1,52.0,310.0
2081,BU17240200,Bergeijk                                ,Buurt     ,BU17240200,1,44.0,247.0
2082,BU17240201,Bergeijk                                ,Buurt     ,BU17240201,1,4.0,27.0
2083,BU17240209,Bergeijk                                ,Buurt     ,BU17240209,1,4.0,36.0
2084,WK172403  ,Bergeijk                                ,Wijk      ,WK172403  ,1,65.0,293.0
2085,BU17240300,Bergeijk                                ,Buurt     ,BU17240300,1,31.0,114.0
2086,BU17240301,Bergeijk                                ,Buurt     ,BU17240301,1,24.0,118.0
2087,BU17240309,Bergeijk                                ,Buurt     ,BU17240309,1,10.0,60.0
2088,WK172404  ,Bergeijk                                ,Wijk      ,WK172404  ,1,67.0,270.0
2089,BU17240400,Bergeijk                                ,Buurt     ,BU17240400,1,53.0,202.0
2090,BU17240401,Bergeijk                                ,Buurt     ,BU17240401,1,,
2091,BU17240409,Bergeijk                                ,Buurt     ,BU17240409,1,,
2092,GM0893    ,Bergen (L.)                             ,Gemeente  ,GM0893    ,.,347.0,1543.0
2093,WK089301  ,Bergen (L.)                             ,Wijk      ,WK089301  ,1,7.0,31.0
2094,BU08930110,Bergen (L.)                             ,Buurt     ,BU08930110,1,,
2095,BU08930111,Bergen (L.)                             ,Buurt     ,BU08930111,1,,
2096,WK089302  ,Bergen (L.)                             ,Wijk      ,WK089302  ,1,15.0,58.0
2097,BU08930220,Bergen (L.)                             ,Buurt     ,BU08930220,1,15.0,58.0
2098,BU08930221,Bergen (L.)                             ,Buurt     ,BU08930221,1,,
2099,WK089303  ,Bergen (L.)                             ,Wijk      ,WK089303  ,1,138.0,579.0
2100,BU08930330,Bergen (L.)                             ,Buurt     ,BU08930330,1,126.0,502.0
2101,BU08930331,Bergen (L.)                             ,Buurt     ,BU08930331,1,,
2102,BU08930332,Bergen (L.)                             ,Buurt     ,BU08930332,1,,
2103,WK089304  ,Bergen (L.)                             ,Wijk      ,WK089304  ,1,64.0,235.0
