ID,BedrijfstakkenBranchesSBI2008,Vestigingsgrootte,RegioS,Perioden,ProductieBasisprijzen_1,ToegevoegdeWaardeBrutoBasisprijzen_2,BeloningVanWerknemers_3,ArbeidsvolumeWerkzamePersonen_4,ArbeidsvolumeWerknemers_5
0,300025,100000,NL01  ,2007JJ00,1085523.0,507645.0,280313.0,6729.3,5906.2
1,300025,100000,NL01  ,2008JJ00,1149447.0,528239.0,294716.0,6831.7,6013.9
2,300025,100000,NL01  ,2009JJ00,1092974.0,509151.0,298517.0,6759.2,5939.1
3,300025,100000,LD01  ,2007JJ00,96436.0,49595.0,23594.0,610.4,520.8
4,300025,100000,LD01  ,2008JJ00,105044.0,55099.0,24720.0,616.3,528.6
5,300025,100000,LD01  ,2009JJ00,97958.0,50690.0,24952.0,607.8,520.3
6,300025,100000,LD02  ,2007JJ00,188810.0,90182.0,52707.0,1345.1,1168.9
7,300025,100000,LD02  ,2008JJ00,198417.0,93622.0,55634.0,1365.7,1189.4
8,300025,100000,LD02  ,2009JJ00,191623.0,91582.0,56494.0,1353.8,1177.1
9,300025,100000,LD03  ,2007JJ00,553212.0,255935.0,144756.0,3315.6,2935.7
10,300025,100000,LD03  ,2008JJ00,587303.0,263332.0,151663.0,3365.7,2988.0
11,300025,100000,LD03  ,2009JJ00,562442.0,256181.0,154097.0,3337.5,2958.2
12,300025,100000,LD04  ,2007JJ00,238759.0,105642.0,58829.0,1452.6,1275.2
13,300025,100000,LD04  ,2008JJ00,249536.0,108927.0,62268.0,1478.5,1302.4
14,300025,100000,LD04  ,2009JJ00,234046.0,105491.0,62537.0,1454.6,1278.0
15,300025,100000,LDZZ  ,2007JJ00,8306.0,6291.0,427.0,5.6,5.6
16,300025,100000,LDZZ  ,2008JJ00,9147.0,7259.0,431.0,5.5,5.5
17,300025,100000,LDZZ  ,2009JJ00,6905.0,5207.0,437.0,5.5,5.5
18,300025,100000,PV20  ,2007JJ00,40008.0,21857.0,8537.0,208.9,182.6
19,300025,100000,PV20  ,2008JJ00,46312.0,26499.0,8897.0,210.1,184.9
20,300025,100000,PV20  ,2009JJ00,41640.0,22891.0,9001.0,207.3,182.3
21,300025,100000,PV21  ,2007JJ00,32295.0,15997.0,8654.0,232.4,195.1
22,300025,100000,PV21  ,2008JJ00,33667.0,16496.0,8966.0,232.9,196.1
23,300025,100000,PV21  ,2009JJ00,32617.0,16225.0,9104.0,231.0,194.1
24,300025,100000,PV22  ,2007JJ00,24133.0,11741.0,6403.0,169.1,143.1
25,300025,100000,PV22  ,2008JJ00,25065.0,12104.0,6857.0,173.3,147.6
26,300025,100000,PV22  ,2009JJ00,23701.0,11574.0,6847.0,169.5,143.9
27,300025,100000,PV23  ,2007JJ00,62595.0,29552.0,17207.0,440.4,384.7
28,300025,100000,PV23  ,2008JJ00,66501.0,31113.0,18070.0,444.9,390.3
29,300025,100000,PV23  ,2009JJ00,63062.0,30149.0,18314.0,439.5,385.1
30,300025,100000,PV24  ,2007JJ00,18014.0,8991.0,4652.0,120.7,102.7
31,300025,100000,PV24  ,2008JJ00,18673.0,9021.0,4945.0,123.1,105.2
32,300025,100000,PV24  ,2009JJ00,18119.0,8722.0,5060.0,123.5,105.5
33,300025,100000,PV25  ,2007JJ00,108201.0,51639.0,30848.0,784.0,681.5
34,300025,100000,PV25  ,2008JJ00,113243.0,53488.0,32619.0,797.7,693.9
35,300025,100000,PV25  ,2009JJ00,110442.0,52711.0,33120.0,790.8,686.5
36,300025,100000,PV26  ,2007JJ00,82061.0,43394.0,25196.0,560.6,501.8
37,300025,100000,PV26  ,2008JJ00,85248.0,44588.0,26107.0,566.2,507.0
38,300025,100000,PV26  ,2009JJ00,85019.0,44602.0,26519.0,562.1,502.6
39,300025,100000,PV27  ,2007JJ00,193787.0,91864.0,53447.0,1200.0,1055.0
40,300025,100000,PV27  ,2008JJ00,204464.0,94696.0,55904.0,1214.2,1072.0
41,300025,100000,PV27  ,2009JJ00,201990.0,93491.0,56868.0,1205.1,1062.5
42,300025,100000,PV28  ,2007JJ00,247180.0,109899.0,60961.0,1419.4,1265.7
43,300025,100000,PV28  ,2008JJ00,264937.0,112649.0,64187.0,1448.3,1294.1
44,300025,100000,PV28  ,2009JJ00,245733.0,107239.0,65242.0,1435.5,1280.5
45,300025,100000,PV29  ,2007JJ00,30184.0,10778.0,5152.0,135.6,113.2
46,300025,100000,PV29  ,2008JJ00,32654.0,11399.0,5465.0,137.0,114.9
47,300025,100000,PV29  ,2009JJ00,29700.0,10849.0,5468.0,134.8,112.6
48,300025,100000,PV30  ,2007JJ00,169220.0,74464.0,42153.0,1028.8,903.0
49,300025,100000,PV30  ,2008JJ00,176845.0,77144.0,44596.0,1048.0,922.3
50,300025,100000,PV30  ,2009JJ00,167529.0,75462.0,44876.0,1032.9,906.6
51,300025,100000,PV31  ,2007JJ00,69539.0,31178.0,16676.0,423.8,372.2
52,300025,100000,PV31  ,2008JJ00,72691.0,31783.0,17672.0,430.5,380.1
53,300025,100000,PV31  ,2009JJ00,66517.0,30029.0,17661.0,421.7,371.4
54,300025,100000,CR01  ,2007JJ00,5600.0,2688.0,1604.0,44.3,37.4
55,300025,100000,CR01  ,2008JJ00,5623.0,2720.0,1626.0,43.4,37.0
56,300025,100000,CR01  ,2009JJ00,5335.0,2589.0,1603.0,42.1,35.8
57,300025,100000,CR02  ,2007JJ00,4372.0,1580.0,623.0,15.7,13.5
58,300025,100000,CR02  ,2008JJ00,4535.0,1560.0,658.0,15.7,13.5
59,300025,100000,CR02  ,2009JJ00,4260.0,1541.0,660.0,15.3,13.2
60,300025,100000,CR03  ,2007JJ00,30036.0,17589.0,6310.0,148.9,131.7
61,300025,100000,CR03  ,2008JJ00,36154.0,22219.0,6613.0,151.0,134.4
62,300025,100000,CR03  ,2009JJ00,32045.0,18761.0,6738.0,149.9,133.3
63,300025,100000,CR04  ,2007JJ00,17256.0,8752.0,4685.0,121.4,103.3
64,300025,100000,CR04  ,2008JJ00,18159.0,9129.0,4842.0,120.1,102.4
65,300025,100000,CR04  ,2009JJ00,17853.0,9098.0,4991.0,120.7,102.8
66,300025,100000,CR05  ,2007JJ00,4708.0,2300.0,1205.0,36.1,28.7
67,300025,100000,CR05  ,2008JJ00,4963.0,2381.0,1266.0,36.4,29.1
68,300025,100000,CR05  ,2009JJ00,4667.0,2248.0,1245.0,35.3,28.0
69,300025,100000,CR06  ,2007JJ00,10331.0,4945.0,2764.0,74.9,63.1
70,300025,100000,CR06  ,2008JJ00,10545.0,4986.0,2858.0,76.4,64.6
71,300025,100000,CR06  ,2009JJ00,10097.0,4879.0,2868.0,75.0,63.3
72,300025,100000,CR07  ,2007JJ00,8065.0,4427.0,2554.0,65.8,56.1
73,300025,100000,CR07  ,2008JJ00,8416.0,4564.0,2718.0,67.0,57.5
74,300025,100000,CR07  ,2009JJ00,8203.0,4437.0,2747.0,66.6,57.1
75,300025,100000,CR08  ,2007JJ00,8494.0,4106.0,2060.0,55.5,46.8
76,300025,100000,CR08  ,2008JJ00,8682.0,4195.0,2217.0,56.5,48.0
77,300025,100000,CR08  ,2009JJ00,8079.0,3870.0,2157.0,53.9,45.3
78,300025,100000,CR09  ,2007JJ00,7574.0,3208.0,1789.0,47.8,40.2
79,300025,100000,CR09  ,2008JJ00,7967.0,3345.0,1922.0,49.8,42.1
80,300025,100000,CR09  ,2009JJ00,7419.0,3267.0,1943.0,49.0,41.5
81,300025,100000,CR10  ,2007JJ00,22385.0,10256.0,5837.0,148.2,128.6
82,300025,100000,CR10  ,2008JJ00,23486.0,11082.0,6076.0,149.2,130.0
83,300025,100000,CR10  ,2009JJ00,21844.0,10683.0,6202.0,148.1,129.0
84,300025,100000,CR11  ,2007JJ00,7453.0,3580.0,2138.0,55.1,48.2
85,300025,100000,CR11  ,2008JJ00,8130.0,3746.0,2268.0,55.6,48.7
86,300025,100000,CR11  ,2009JJ00,7704.0,3637.0,2272.0,54.6,47.7
87,300025,100000,CR12  ,2007JJ00,32757.0,15716.0,9232.0,237.1,207.9
88,300025,100000,CR12  ,2008JJ00,34885.0,16285.0,9726.0,240.1,211.6
89,300025,100000,CR12  ,2009JJ00,33514.0,15829.0,9840.0,236.8,208.4
90,300025,100000,CR13  ,2007JJ00,38724.0,17986.0,10727.0,268.1,235.6
91,300025,100000,CR13  ,2008JJ00,40437.0,18529.0,11227.0,270.3,237.7
92,300025,100000,CR13  ,2009JJ00,40007.0,18389.0,11474.0,269.1,236.5
93,300025,100000,CR14  ,2007JJ00,20403.0,9305.0,5560.0,152.9,129.4
94,300025,100000,CR14  ,2008JJ00,21828.0,9792.0,5937.0,155.7,132.1
95,300025,100000,CR14  ,2009JJ00,20727.0,9468.0,5965.0,153.2,129.4
96,300025,100000,CR15  ,2007JJ00,37146.0,18362.0,11358.0,276.0,245.2
97,300025,100000,CR15  ,2008JJ00,37912.0,18789.0,11961.0,279.9,248.7
98,300025,100000,CR15  ,2009JJ00,37076.0,18648.0,12105.0,276.5,245.1
99,300025,100000,CR16  ,2007JJ00,11928.0,5986.0,3203.0,87.0,71.3
100,300025,100000,CR16  ,2008JJ00,13066.0,6378.0,3494.0,91.8,75.4
101,300025,100000,CR16  ,2009JJ00,12632.0,6206.0,3576.0,92.0,75.5
102,300025,100000,CR17  ,2007JJ00,82061.0,43394.0,25196.0,560.6,501.8
103,300025,100000,CR17  ,2008JJ00,85248.0,44588.0,26107.0,566.2,507.0
104,300025,100000,CR17  ,2009JJ00,85019.0,44602.0,26519.0,562.1,502.6
105,300025,100000,CR18  ,2007JJ00,15229.0,8097.0,4743.0,129.0,106.0
106,300025,100000,CR18  ,2008JJ00,16059.0,8312.0,4918.0,130.3,106.5
107,300025,100000,CR18  ,2009JJ00,16234.0,8386.0,5168.0,132.6,108.9
108,300025,100000,CR19  ,2007JJ00,11032.0,5788.0,3340.0,85.1,73.7
109,300025,100000,CR19  ,2008JJ00,11657.0,6097.0,3524.0,85.6,74.7
110,300025,100000,CR19  ,2009JJ00,11630.0,6065.0,3592.0,84.9,73.8
111,300025,100000,CR20  ,2007JJ00,11517.0,5222.0,2863.0,65.0,56.6
112,300025,100000,CR20  ,2008JJ00,12447.0,5229.0,3029.0,67.3,59.0
113,300025,100000,CR20  ,2009JJ00,10823.0,4706.0,2951.0,66.0,57.5
114,300025,100000,CR21  ,2007JJ00,9596.0,4952.0,2903.0,75.7,64.2
115,300025,100000,CR21  ,2008JJ00,9866.0,5054.0,3035.0,75.0,63.6
116,300025,100000,CR21  ,2009JJ00,9572.0,4857.0,2979.0,72.6,61.4
117,300025,100000,CR22  ,2007JJ00,8511.0,3645.0,2020.0,51.4,44.6
118,300025,100000,CR22  ,2008JJ00,9467.0,3849.0,2150.0,52.4,45.5
119,300025,100000,CR22  ,2009JJ00,8873.0,3615.0,2124.0,51.1,44.1
120,300025,100000,CR23  ,2007JJ00,123669.0,57156.0,33678.0,696.4,626.8
121,300025,100000,CR23  ,2008JJ00,130810.0,59165.0,35333.0,709.1,642.0
122,300025,100000,CR23  ,2009JJ00,131386.0,59305.0,36216.0,707.0,639.7
123,300025,100000,CR24  ,2007JJ00,14233.0,7004.0,3900.0,97.4,83.1
124,300025,100000,CR24  ,2008JJ00,14158.0,6990.0,3915.0,94.5,80.7
125,300025,100000,CR24  ,2009JJ00,13472.0,6557.0,3838.0,90.9,77.1
126,300025,100000,CR25  ,2007JJ00,19588.0,10343.0,6061.0,147.6,129.5
127,300025,100000,CR25  ,2008JJ00,20756.0,10785.0,6337.0,150.3,131.8
128,300025,100000,CR25  ,2009JJ00,20193.0,10480.0,6425.0,149.1,130.6
129,300025,100000,CR26  ,2007JJ00,49283.0,26453.0,15380.0,344.6,311.2
130,300025,100000,CR26  ,2008JJ00,50642.0,26670.0,15980.0,347.8,313.2
131,300025,100000,CR26  ,2009JJ00,50347.0,26263.0,16396.0,347.5,312.6
132,300025,100000,CR27  ,2007JJ00,14830.0,7522.0,3935.0,97.1,85.2
133,300025,100000,CR27  ,2008JJ00,15536.0,7695.0,4185.0,99.0,87.6
134,300025,100000,CR27  ,2009JJ00,14900.0,7374.0,4211.0,96.8,85.4
135,300025,100000,CR28  ,2007JJ00,16133.0,8228.0,4627.0,120.6,102.8
136,300025,100000,CR28  ,2008JJ00,16603.0,8385.0,4791.0,122.2,104.2
137,300025,100000,CR28  ,2009JJ00,15961.0,8033.0,4784.0,119.2,101.1
138,300025,100000,CR29  ,2007JJ00,123777.0,46103.0,24505.0,555.3,499.9
139,300025,100000,CR29  ,2008JJ00,136747.0,47529.0,26183.0,573.6,519.0
140,300025,100000,CR29  ,2009JJ00,120652.0,43884.0,26601.0,568.0,513.1
141,300025,100000,CR30  ,2007JJ00,23569.0,11250.0,6453.0,154.2,137.1
142,300025,100000,CR30  ,2008JJ00,24653.0,11585.0,6711.0,155.4,138.3
143,300025,100000,CR30  ,2009JJ00,23680.0,11205.0,6825.0,154.9,137.7
144,300025,100000,CR31  ,2007JJ00,13845.0,3907.0,1635.0,40.3,33.8
145,300025,100000,CR31  ,2008JJ00,14505.0,4131.0,1742.0,39.8,34.1
146,300025,100000,CR31  ,2009JJ00,12396.0,3647.0,1713.0,38.8,33.1
147,300025,100000,CR32  ,2007JJ00,16339.0,6871.0,3517.0,95.3,79.4
148,300025,100000,CR32  ,2008JJ00,18149.0,7268.0,3723.0,97.2,80.8
149,300025,100000,CR32  ,2009JJ00,17304.0,7202.0,3755.0,96.0,79.5
150,300025,100000,CR33  ,2007JJ00,46617.0,20426.0,10345.0,255.7,226.0
151,300025,100000,CR33  ,2008JJ00,48815.0,21097.0,10985.0,260.6,230.8
152,300025,100000,CR33  ,2009JJ00,46865.0,20841.0,11059.0,256.4,226.4
153,300025,100000,CR34  ,2007JJ00,25094.0,12146.0,6973.0,176.9,155.0
154,300025,100000,CR34  ,2008JJ00,25964.0,12543.0,7447.0,181.0,158.8
155,300025,100000,CR34  ,2009JJ00,24703.0,12178.0,7520.0,179.7,157.4
156,300025,100000,CR35  ,2007JJ00,42642.0,19038.0,11105.0,271.4,235.2
157,300025,100000,CR35  ,2008JJ00,45362.0,20019.0,11567.0,275.4,239.5
158,300025,100000,CR35  ,2009JJ00,43770.0,19944.0,11699.0,272.7,236.7
159,300025,100000,CR36  ,2007JJ00,54867.0,22854.0,13730.0,324.8,286.8
160,300025,100000,CR36  ,2008JJ00,56704.0,23485.0,14597.0,331.0,293.2
161,300025,100000,CR36  ,2009JJ00,52191.0,22499.0,14598.0,324.1,286.1
162,300025,100000,CR37  ,2007JJ00,16172.0,7660.0,4368.0,114.8,100.5
163,300025,100000,CR37  ,2008JJ00,16375.0,7777.0,4583.0,115.2,101.8
164,300025,100000,CR37  ,2009JJ00,15325.0,7319.0,4541.0,111.9,98.5
165,300025,100000,CR38  ,2007JJ00,14361.0,6208.0,3297.0,86.7,74.7
166,300025,100000,CR38  ,2008JJ00,15390.0,6458.0,3479.0,89.0,76.4
167,300025,100000,CR38  ,2009JJ00,14358.0,6394.0,3503.0,87.7,75.2
168,300025,100000,CR39  ,2007JJ00,39006.0,17310.0,9011.0,222.3,197.0
169,300025,100000,CR39  ,2008JJ00,40926.0,17548.0,9610.0,226.3,201.9
170,300025,100000,CR39  ,2009JJ00,36834.0,16316.0,9617.0,222.1,197.7
171,300025,100000,CR40  ,2007JJ00,18014.0,8991.0,4652.0,120.7,102.7
172,300025,100000,CR40  ,2008JJ00,18673.0,9021.0,4945.0,123.1,105.2
173,300025,100000,CR40  ,2009JJ00,18119.0,8722.0,5060.0,123.5,105.5
174,300025,100050,NL01  ,2007JJ00,123788.0,58154.0,,823.1,
175,300025,100050,NL01  ,2008JJ00,128907.0,58707.0,,817.8,
176,300025,100050,NL01  ,2009JJ00,125393.0,57513.0,,820.1,
177,300025,100050,LD01  ,2007JJ00,13058.0,6683.0,,89.6,
178,300025,100050,LD01  ,2008JJ00,13886.0,7066.0,,87.7,
179,300025,100050,LD01  ,2009JJ00,13301.0,6659.0,,87.5,
180,300025,100050,LD02  ,2007JJ00,23764.0,11101.0,,176.2,
181,300025,100050,LD02  ,2008JJ00,24657.0,11190.0,,176.3,
182,300025,100050,LD02  ,2009JJ00,24218.0,11019.0,,176.7,
183,300025,100050,LD03  ,2007JJ00,60230.0,28369.0,,379.9,
184,300025,100050,LD03  ,2008JJ00,62692.0,28477.0,,377.7,
185,300025,100050,LD03  ,2009JJ00,60925.0,27982.0,,379.3,
186,300025,100050,LD04  ,2007JJ00,26736.0,12002.0,,177.4,
187,300025,100050,LD04  ,2008JJ00,27672.0,11975.0,,176.1,
188,300025,100050,LD04  ,2009JJ00,26950.0,11853.0,,176.6,
189,300025,100050,LDZZ  ,2007JJ00,,,,,
190,300025,100050,LDZZ  ,2008JJ00,,,,,
191,300025,100050,LDZZ  ,2009JJ00,,,,,
192,300025,100050,PV20  ,2007JJ00,4418.0,2384.0,,26.3,
193,300025,100050,PV20  ,2008JJ00,4977.0,2742.0,,25.2,
194,300025,100050,PV20  ,2009JJ00,4589.0,2438.0,,25.0,
195,300025,100050,PV21  ,2007JJ00,5123.0,2567.0,,37.3,
196,300025,100050,PV21  ,2008JJ00,5352.0,2615.0,,36.8,
197,300025,100050,PV21  ,2009JJ00,5216.0,2552.0,,36.9,
198,300025,100050,PV22  ,2007JJ00,3517.0,1731.0,,26.0,
199,300025,100050,PV22  ,2008JJ00,3557.0,1708.0,,25.7,
200,300025,100050,PV22  ,2009JJ00,3496.0,1668.0,,25.6,
201,300025,100050,PV23  ,2007JJ00,7275.0,3412.0,,55.7,
202,300025,100050,PV23  ,2008JJ00,7516.0,3430.0,,54.6,
203,300025,100050,PV23  ,2009JJ00,7270.0,3343.0,,54.4,
204,300025,100050,PV24  ,2007JJ00,2675.0,1322.0,,18.0,
205,300025,100050,PV24  ,2008JJ00,2735.0,1290.0,,17.9,
206,300025,100050,PV24  ,2009JJ00,2667.0,1248.0,,18.0,
207,300025,100050,PV25  ,2007JJ00,13814.0,6366.0,,102.5,
208,300025,100050,PV25  ,2008JJ00,14406.0,6470.0,,103.8,
209,300025,100050,PV25  ,2009JJ00,14281.0,6428.0,,104.3,
210,300025,100050,PV26  ,2007JJ00,8433.0,4392.0,,58.8,
211,300025,100050,PV26  ,2008JJ00,8788.0,4507.0,,59.2,
212,300025,100050,PV26  ,2009JJ00,8813.0,4545.0,,59.5,
213,300025,100050,PV27  ,2007JJ00,22211.0,10607.0,,145.0,
214,300025,100050,PV27  ,2008JJ00,22823.0,10548.0,,142.2,
215,300025,100050,PV27  ,2009JJ00,22659.0,10471.0,,142.6,
216,300025,100050,PV28  ,2007JJ00,25797.0,11791.0,,153.7,
217,300025,100050,PV28  ,2008JJ00,27070.0,11822.0,,154.2,
218,300025,100050,PV28  ,2009JJ00,25688.0,11405.0,,155.0,
219,300025,100050,PV29  ,2007JJ00,3790.0,1578.0,,22.4,
220,300025,100050,PV29  ,2008JJ00,4011.0,1600.0,,22.1,
221,300025,100050,PV29  ,2009JJ00,3765.0,1562.0,,22.2,
222,300025,100050,PV30  ,2007JJ00,19005.0,8405.0,,125.8,
223,300025,100050,PV30  ,2008JJ00,19867.0,8477.0,,125.7,
224,300025,100050,PV30  ,2009JJ00,19509.0,8481.0,,126.3,
225,300025,100050,PV31  ,2007JJ00,7731.0,3597.0,,51.6,
226,300025,100050,PV31  ,2008JJ00,7804.0,3498.0,,50.4,
227,300025,100050,PV31  ,2009JJ00,7440.0,3371.0,,50.3,
228,300025,100050,CR01  ,2007JJ00,887.0,417.0,,6.9,
229,300025,100050,CR01  ,2008JJ00,874.0,400.0,,6.4,
230,300025,100050,CR01  ,2009JJ00,835.0,383.0,,6.3,
231,300025,100050,CR02  ,2007JJ00,394.0,167.0,,2.2,
232,300025,100050,CR02  ,2008JJ00,454.0,172.0,,2.2,
233,300025,100050,CR02  ,2009JJ00,423.0,161.0,,2.1,
234,300025,100050,CR03  ,2007JJ00,3137.0,1800.0,,17.2,
235,300025,100050,CR03  ,2008JJ00,3649.0,2171.0,,16.6,
236,300025,100050,CR03  ,2009JJ00,3331.0,1894.0,,16.6,
237,300025,100050,CR04  ,2007JJ00,2604.0,1300.0,,18.1,
238,300025,100050,CR04  ,2008JJ00,2751.0,1346.0,,17.7,
239,300025,100050,CR04  ,2009JJ00,2740.0,1347.0,,17.9,
240,300025,100050,CR05  ,2007JJ00,955.0,482.0,,7.4,
241,300025,100050,CR05  ,2008JJ00,992.0,490.0,,7.3,
242,300025,100050,CR05  ,2009JJ00,944.0,462.0,,7.3,
243,300025,100050,CR06  ,2007JJ00,1564.0,785.0,,11.8,
244,300025,100050,CR06  ,2008JJ00,1609.0,780.0,,11.8,
245,300025,100050,CR06  ,2009JJ00,1532.0,743.0,,11.7,
246,300025,100050,CR07  ,2007JJ00,1245.0,652.0,,9.7,
247,300025,100050,CR07  ,2008JJ00,1259.0,642.0,,9.5,
248,300025,100050,CR07  ,2009JJ00,1256.0,629.0,,9.5,
249,300025,100050,CR08  ,2007JJ00,1214.0,602.0,,8.7,
250,300025,100050,CR08  ,2008JJ00,1201.0,585.0,,8.5,
251,300025,100050,CR08  ,2009JJ00,1211.0,580.0,,8.6,
252,300025,100050,CR09  ,2007JJ00,1058.0,477.0,,7.6,
253,300025,100050,CR09  ,2008JJ00,1098.0,482.0,,7.7,
254,300025,100050,CR09  ,2009JJ00,1029.0,460.0,,7.5,
255,300025,100050,CR10  ,2007JJ00,2753.0,1261.0,,19.6,
256,300025,100050,CR10  ,2008JJ00,2840.0,1294.0,,19.2,
257,300025,100050,CR10  ,2009JJ00,2682.0,1242.0,,19.1,
258,300025,100050,CR11  ,2007JJ00,838.0,412.0,,6.9,
259,300025,100050,CR11  ,2008JJ00,919.0,426.0,,6.9,
260,300025,100050,CR11  ,2009JJ00,893.0,418.0,,6.9,
261,300025,100050,CR12  ,2007JJ00,3684.0,1739.0,,29.2,
262,300025,100050,CR12  ,2008JJ00,3757.0,1710.0,,28.5,
263,300025,100050,CR12  ,2009JJ00,3694.0,1683.0,,28.4,
264,300025,100050,CR13  ,2007JJ00,4838.0,2002.0,,32.5,
265,300025,100050,CR13  ,2008JJ00,5063.0,2017.0,,32.6,
266,300025,100050,CR13  ,2009JJ00,5043.0,2020.0,,32.6,
267,300025,100050,CR14  ,2007JJ00,2787.0,1261.0,,23.5,
268,300025,100050,CR14  ,2008JJ00,2937.0,1294.0,,23.6,
269,300025,100050,CR14  ,2009JJ00,2884.0,1277.0,,23.8,
270,300025,100050,CR15  ,2007JJ00,4042.0,2038.0,,30.8,
271,300025,100050,CR15  ,2008JJ00,4148.0,2074.0,,31.2,
272,300025,100050,CR15  ,2009JJ00,4169.0,2087.0,,31.4,
273,300025,100050,CR16  ,2007JJ00,2147.0,1065.0,,15.7,
274,300025,100050,CR16  ,2008JJ00,2258.0,1085.0,,16.4,
275,300025,100050,CR16  ,2009JJ00,2185.0,1044.0,,16.5,
276,300025,100050,CR17  ,2007JJ00,8433.0,4392.0,,58.8,
277,300025,100050,CR17  ,2008JJ00,8788.0,4507.0,,59.2,
278,300025,100050,CR17  ,2009JJ00,8813.0,4545.0,,59.5,
279,300025,100050,CR18  ,2007JJ00,2731.0,1398.0,,23.0,
280,300025,100050,CR18  ,2008JJ00,2952.0,1452.0,,23.8,
281,300025,100050,CR18  ,2009JJ00,2897.0,1410.0,,23.7,
282,300025,100050,CR19  ,2007JJ00,1508.0,771.0,,11.4,
283,300025,100050,CR19  ,2008JJ00,1528.0,775.0,,10.9,
284,300025,100050,CR19  ,2009JJ00,1567.0,788.0,,11.1,
285,300025,100050,CR20  ,2007JJ00,1283.0,632.0,,8.4,
286,300025,100050,CR20  ,2008JJ00,1309.0,612.0,,8.3,
287,300025,100050,CR20  ,2009JJ00,1234.0,585.0,,8.5,
288,300025,100050,CR21  ,2007JJ00,1502.0,764.0,,11.5,
289,300025,100050,CR21  ,2008JJ00,1567.0,781.0,,11.4,
290,300025,100050,CR21  ,2009JJ00,1531.0,761.0,,11.2,
291,300025,100050,CR22  ,2007JJ00,1070.0,473.0,,6.8,
292,300025,100050,CR22  ,2008JJ00,1173.0,497.0,,6.9,
293,300025,100050,CR22  ,2009JJ00,1136.0,483.0,,7.0,
294,300025,100050,CR23  ,2007JJ00,12009.0,5544.0,,69.6,
295,300025,100050,CR23  ,2008JJ00,12196.0,5419.0,,67.1,
296,300025,100050,CR23  ,2009JJ00,12215.0,5454.0,,67.3,
297,300025,100050,CR24  ,2007JJ00,2109.0,1025.0,,14.3,
298,300025,100050,CR24  ,2008JJ00,2097.0,1012.0,,13.8,
299,300025,100050,CR24  ,2009JJ00,2079.0,990.0,,13.8,
300,300025,100050,CR25  ,2007JJ00,2365.0,1251.0,,18.1,
301,300025,100050,CR25  ,2008JJ00,2538.0,1302.0,,18.5,
302,300025,100050,CR25  ,2009JJ00,2504.0,1272.0,,18.5,
303,300025,100050,CR26  ,2007JJ00,5096.0,2660.0,,33.4,
304,300025,100050,CR26  ,2008JJ00,5440.0,2751.0,,34.6,
305,300025,100050,CR26  ,2009JJ00,5405.0,2715.0,,34.9,
306,300025,100050,CR27  ,2007JJ00,1956.0,981.0,,11.9,
307,300025,100050,CR27  ,2008JJ00,1927.0,927.0,,11.4,
308,300025,100050,CR27  ,2009JJ00,1890.0,902.0,,11.4,
309,300025,100050,CR28  ,2007JJ00,2277.0,1168.0,,17.8,
310,300025,100050,CR28  ,2008JJ00,2341.0,1162.0,,18.0,
311,300025,100050,CR28  ,2009JJ00,2321.0,1140.0,,18.1,
312,300025,100050,CR29  ,2007JJ00,11703.0,4521.0,,55.4,
313,300025,100050,CR29  ,2008JJ00,12328.0,4447.0,,54.6,
314,300025,100050,CR29  ,2009JJ00,11145.0,4181.0,,54.9,
315,300025,100050,CR30  ,2007JJ00,2399.0,1209.0,,17.1,
316,300025,100050,CR30  ,2008JJ00,2496.0,1232.0,,17.1,
317,300025,100050,CR30  ,2009JJ00,2422.0,1194.0,,17.2,
318,300025,100050,CR31  ,2007JJ00,1342.0,486.0,,6.5,
319,300025,100050,CR31  ,2008JJ00,1321.0,457.0,,5.7,
320,300025,100050,CR31  ,2009JJ00,1132.0,421.0,,5.7,
321,300025,100050,CR32  ,2007JJ00,2448.0,1093.0,,15.9,
322,300025,100050,CR32  ,2008JJ00,2690.0,1142.0,,16.4,
323,300025,100050,CR32  ,2009JJ00,2633.0,1141.0,,16.5,
324,300025,100050,CR33  ,2007JJ00,4672.0,2173.0,,29.7,
325,300025,100050,CR33  ,2008JJ00,4876.0,2196.0,,29.8,
326,300025,100050,CR33  ,2009JJ00,4867.0,2214.0,,30.0,
327,300025,100050,CR34  ,2007JJ00,3059.0,1434.0,,21.9,
328,300025,100050,CR34  ,2008JJ00,3200.0,1461.0,,22.2,
329,300025,100050,CR34  ,2009JJ00,3102.0,1434.0,,22.3,
330,300025,100050,CR35  ,2007JJ00,5430.0,2334.0,,36.2,
331,300025,100050,CR35  ,2008JJ00,5728.0,2366.0,,35.9,
332,300025,100050,CR35  ,2009JJ00,5655.0,2398.0,,36.0,
333,300025,100050,CR36  ,2007JJ00,5844.0,2464.0,,38.0,
334,300025,100050,CR36  ,2008JJ00,6063.0,2455.0,,37.8,
335,300025,100050,CR36  ,2009JJ00,5885.0,2436.0,,38.0,
336,300025,100050,CR37  ,2007JJ00,1930.0,905.0,,14.3,
337,300025,100050,CR37  ,2008JJ00,1890.0,853.0,,13.4,
338,300025,100050,CR37  ,2009JJ00,1834.0,823.0,,13.4,
339,300025,100050,CR38  ,2007JJ00,1787.0,771.0,,12.0,
340,300025,100050,CR38  ,2008JJ00,1943.0,813.0,,12.6,
341,300025,100050,CR38  ,2009JJ00,1883.0,804.0,,12.5,
342,300025,100050,CR39  ,2007JJ00,4014.0,1922.0,,25.3,
