ID,Geslacht,Leeftijd,Herkomst,Perioden,TotaalUniekeGebruikersToevoegingen_1,Civiel_2,Ambtshalve_3,Straf_4,Erfrecht_5,PersonenEnFamilierecht_6,Verbintenissenrecht_7,Arbeidsrecht_8,Huurrecht_9,Faillissementsrecht_10,Goederenrecht_11,OverigCiviel_12,SocialeVoorzieningen_13,Vreemdelingenrecht_14,SocialeVerzekeringen_15,Bestuursrecht_16,Woonrecht_17,FiscaalRecht_18,Ambtenarenrecht_19,Milieurecht_20,StrafrechtVerdachten_21,StrafrechtOverig_22,Onbekend_23
221,1100,60500,1251,2008JJ00,3460,3140,140,370,10,970,510,440,160,10,0,30,510,230,690,110,30,30,10,0,360,140,0
222,1100,60500,1251,2009JJ00,3500,3150,140,430,0,1050,570,460,180,0,0,20,540,180,560,130,50,30,10,0,410,160,0
223,1100,60500,1251,2010JJ00,3420,3000,200,440,0,1030,600,370,200,0,0,20,510,140,530,140,40,50,10,0,450,180,0
224,1100,60500,1251,2011JJ00,3390,2990,220,390,0,1130,510,330,180,0,0,40,490,110,520,130,30,30,10,0,410,180,0
225,1100,60500,7011,2007JJ00,1190,850,210,320,0,310,230,100,90,10,0,10,120,0,60,30,10,10,0,0,360,150,0
226,1100,60500,7011,2008JJ00,1270,890,230,330,0,360,240,100,100,10,0,10,120,0,50,30,0,10,10,0,390,150,0
227,1100,60500,7011,2009JJ00,1320,920,230,370,0,360,270,160,80,10,0,10,100,0,40,30,10,10,0,0,400,170,0
228,1100,60500,7011,2010JJ00,1250,900,210,300,10,380,250,100,90,0,0,10,100,0,60,40,10,10,0,0,340,150,0
229,1100,60500,7011,2011JJ00,1230,850,250,300,0,380,200,80,80,0,0,20,110,0,50,40,0,0,0,0,380,150,0
230,1100,60500,5007,2007JJ00,3260,2630,350,590,10,1030,630,240,170,10,0,20,380,90,300,80,20,20,30,0,630,300,0
231,1100,60500,5007,2008JJ00,3410,2760,400,600,10,1150,680,300,190,0,0,30,360,70,250,100,20,30,40,0,670,290,0
232,1100,60500,5007,2009JJ00,3440,2800,360,630,10,1240,690,330,220,10,0,30,310,60,220,110,10,30,30,0,660,300,10
233,1100,60500,5007,2010JJ00,3170,2520,400,570,20,1160,630,240,170,10,0,30,270,60,200,100,20,30,20,0,630,330,0
234,1100,60500,5007,2011JJ00,3200,2560,400,570,10,1190,590,230,180,10,0,50,330,40,180,90,10,30,30,0,640,310,0
235,1100,60500,6043,2007JJ00,3220,2860,180,390,0,730,490,240,120,30,0,20,400,280,820,90,30,20,10,0,420,160,0
236,1100,60500,6043,2008JJ00,3270,2860,170,430,0,820,530,250,150,30,0,20,400,230,690,100,20,20,10,0,440,170,0
237,1100,60500,6043,2009JJ00,3340,2950,170,430,0,950,590,280,140,30,0,10,390,270,570,110,20,30,10,0,420,190,0
238,1100,60500,6043,2010JJ00,3340,2920,190,430,10,960,620,250,130,10,0,20,430,230,530,120,20,40,10,0,440,190,0
239,1100,60500,6043,2011JJ00,3360,2910,220,440,0,980,580,240,160,10,0,40,430,240,480,130,10,30,10,0,440,230,0
240,1100,60500,1271,2007JJ00,6290,5710,280,650,10,1710,920,470,290,30,0,30,890,1450,450,230,70,60,10,0,640,290,10
241,1100,60500,1271,2008JJ00,6350,5720,320,710,0,1880,1010,540,300,20,0,40,950,1160,340,250,70,80,10,0,700,330,10
242,1100,60500,1271,2009JJ00,6520,5920,290,720,10,2030,1030,590,280,30,0,60,920,1170,360,250,60,60,10,0,680,340,0
243,1100,60500,1271,2010JJ00,6390,5780,310,670,10,2120,1020,490,280,10,0,50,820,1140,320,290,40,60,10,0,640,360,0
244,1100,60500,1271,2011JJ00,6130,5550,290,620,10,2070,890,440,290,10,0,70,760,1140,350,280,40,50,10,0,590,320,0
245,1100,60500,1272,2007JJ00,5870,5100,390,790,20,2480,810,450,290,30,0,40,490,540,340,130,30,30,20,0,780,390,10
246,1100,60500,1272,2008JJ00,5740,4880,440,820,20,2660,810,440,280,30,0,30,420,310,260,140,30,30,10,0,870,400,10
247,1100,60500,1272,2009JJ00,5910,5100,410,790,30,2780,870,580,290,30,0,40,390,250,260,150,40,30,20,0,810,400,0
248,1100,60500,1272,2010JJ00,5750,4960,440,730,20,2810,890,470,270,20,0,40,420,200,240,140,40,30,10,0,750,430,0
249,1100,60500,1272,2011JJ00,5560,4750,440,730,20,2760,820,390,290,10,0,70,380,200,210,110,20,20,10,0,760,410,0
250,1100,53850,1000,2007JJ00,28930,25030,1820,3720,250,8960,5740,2210,1920,170,70,290,3360,1090,2370,810,260,270,100,0,3600,2010,50
251,1100,53850,1000,2008JJ00,30400,26040,2220,3880,320,9300,6090,2380,2010,180,70,330,3460,920,2660,940,200,280,120,10,3830,2360,50
252,1100,53850,1000,2009JJ00,31280,27030,2030,4070,330,9930,6390,2770,2070,170,80,320,3390,830,2610,1060,210,290,100,10,3890,2240,20
253,1100,53850,1000,2010JJ00,31340,26880,2360,3880,320,10400,6550,2400,1980,120,80,370,3410,850,2430,1060,130,290,100,10,3790,2500,10
254,1100,53850,1000,2011JJ00,30880,26170,2520,3900,330,10420,5910,2210,2040,90,60,520,3410,740,2290,1040,110,220,110,10,3890,2610,10
255,1100,53850,6030,2007JJ00,17340,14750,1260,2350,220,6260,3370,1330,1130,110,60,190,1640,40,1090,430,130,140,60,0,2270,1400,50
256,1100,53850,6030,2008JJ00,17940,15070,1480,2430,260,6390,3570,1330,1130,120,60,220,1570,30,1170,510,90,140,70,10,2400,1590,40
257,1100,53850,6030,2009JJ00,18310,15600,1350,2430,250,6850,3630,1550,1160,110,70,200,1500,20,1100,530,90,140,50,10,2300,1500,20
258,1100,53850,6030,2010JJ00,18160,15310,1530,2330,250,6990,3760,1320,1100,90,60,240,1450,20,1000,530,50,150,70,10,2290,1630,0
259,1100,53850,6030,2011JJ00,17880,14940,1630,2270,260,7180,3300,1180,1130,60,50,300,1440,20,920,510,40,100,60,10,2270,1690,10
260,1100,53850,1100,2007JJ00,11600,10280,560,1370,40,2710,2370,880,790,60,10,100,1730,1050,1280,380,130,130,40,0,1320,610,0
261,1100,53850,1100,2008JJ00,12450,10970,740,1450,70,2910,2520,1050,880,60,10,120,1890,890,1490,430,110,150,50,0,1440,760,10
262,1100,53850,1100,2009JJ00,12960,11430,680,1630,80,3080,2760,1220,910,60,10,120,1890,810,1510,530,120,150,50,0,1590,740,0
263,1100,53850,1100,2010JJ00,13180,11560,830,1550,70,3410,2790,1070,890,30,20,130,1950,830,1430,530,90,140,30,0,1500,870,0
264,1100,53850,1100,2011JJ00,13000,11230,900,1630,70,3230,2610,1030,910,20,10,220,1960,720,1370,530,60,130,50,0,1610,920,0
265,1100,53850,1101,2007JJ00,7520,6720,320,890,10,1480,1560,570,510,30,10,60,1290,760,970,250,90,80,30,0,850,360,0
266,1100,53850,1101,2008JJ00,8280,7390,430,930,30,1660,1640,700,570,30,0,60,1440,700,1170,300,80,110,30,0,920,440,0
267,1100,53850,1101,2009JJ00,8850,7860,410,1120,20,1810,1910,820,590,30,0,80,1460,660,1230,370,100,120,40,0,1110,450,0
268,1100,53850,1101,2010JJ00,9160,8060,560,1090,30,2050,1920,750,590,10,10,80,1520,690,1200,390,70,100,30,0,1070,560,0
269,1100,53850,1101,2011JJ00,9050,7820,590,1180,30,1930,1830,700,610,10,0,150,1540,590,1110,400,50,80,40,0,1160,610,0
270,1100,53850,1251,2007JJ00,1500,1400,30,140,0,290,300,140,110,0,0,10,280,110,280,50,20,20,0,0,120,50,0
271,1100,53850,1251,2008JJ00,1600,1500,20,140,0,340,330,160,110,0,0,10,300,100,310,60,20,20,0,0,120,50,0
272,1100,53850,1251,2009JJ00,1710,1590,30,180,0,340,360,190,130,0,0,10,310,90,320,80,40,30,10,0,150,60,0
273,1100,53850,1251,2010JJ00,1750,1620,40,160,0,380,340,170,110,0,0,20,340,80,360,70,20,30,10,0,130,80,0
274,1100,53850,1251,2011JJ00,1720,1580,40,170,0,350,330,160,120,0,0,30,360,60,340,90,10,20,10,0,140,80,0
275,1100,53850,7011,2007JJ00,620,500,70,120,0,130,170,50,60,0,0,10,90,0,30,20,10,0,0,0,110,60,0
276,1100,53850,7011,2008JJ00,690,570,80,110,0,140,180,70,70,0,0,10,100,0,60,10,0,10,10,0,120,60,0
277,1100,53850,7011,2009JJ00,760,610,90,140,10,150,220,70,80,10,0,10,100,0,50,20,10,10,10,0,160,60,0
278,1100,53850,7011,2010JJ00,770,600,100,150,0,190,170,70,50,0,0,10,100,0,50,30,0,10,0,0,160,70,0
279,1100,53850,7011,2011JJ00,780,580,130,170,10,170,180,60,70,0,0,10,90,0,40,30,0,0,0,0,200,70,0
280,1100,53850,5007,2007JJ00,1770,1480,120,280,0,340,450,130,120,10,0,20,280,50,200,50,20,10,20,0,300,110,0
281,1100,53850,5007,2008JJ00,2020,1690,180,310,20,410,470,180,160,10,0,20,310,40,230,80,20,20,20,0,320,160,0
282,1100,53850,5007,2009JJ00,2080,1710,170,390,10,420,510,190,160,10,0,20,320,30,240,80,20,20,10,0,390,170,0
283,1100,53850,5007,2010JJ00,2070,1710,220,300,20,440,510,160,170,0,0,20,310,30,230,80,10,20,10,0,340,160,0
284,1100,53850,5007,2011JJ00,2040,1610,230,360,10,450,470,150,150,10,0,50,290,20,180,70,10,10,20,0,380,210,0
285,1100,53850,6043,2007JJ00,1090,1000,30,110,0,170,210,60,50,10,0,10,210,100,260,20,10,10,0,0,110,30,0
286,1100,53850,6043,2008JJ00,1150,1030,50,120,0,170,170,70,50,10,0,10,220,80,330,30,10,20,0,0,130,40,0
287,1100,53850,6043,2009JJ00,1220,1110,30,130,0,200,220,80,60,10,0,10,210,80,340,50,10,10,0,0,130,40,0
288,1100,53850,6043,2010JJ00,1340,1220,50,140,0,280,230,90,60,10,0,10,230,100,320,70,10,20,0,0,130,60,0
289,1100,53850,6043,2011JJ00,1420,1290,50,140,0,250,270,80,80,0,0,20,270,80,330,70,0,10,0,0,140,60,0
290,1100,53850,1271,2007JJ00,2540,2340,80,240,0,540,430,190,160,10,0,20,430,500,210,120,30,30,0,0,220,100,0
291,1100,53850,1271,2008JJ00,2820,2600,100,260,10,610,500,220,180,10,0,20,510,490,250,120,30,40,0,0,230,130,0
292,1100,53850,1271,2009JJ00,3090,2840,100,290,10,700,600,280,170,10,0,30,530,460,290,140,30,40,10,0,280,120,0
293,1100,53850,1271,2010JJ00,3220,2910,160,330,10,760,670,270,210,0,0,30,550,480,250,140,30,40,10,0,320,180,0
294,1100,53850,1271,2011JJ00,3090,2770,140,340,10,720,580,260,190,0,0,50,540,440,220,140,20,30,10,0,310,190,0
295,1100,53850,1272,2007JJ00,4070,3560,240,490,30,1230,810,310,280,30,10,40,430,290,310,120,40,50,10,0,470,250,0
296,1100,53850,1272,2008JJ00,4170,3590,320,520,30,1250,880,350,310,30,10,50,460,190,320,130,30,40,20,0,520,320,10
297,1100,53850,1272,2009JJ00,4120,3570,270,510,60,1280,850,410,320,30,10,50,430,140,280,160,30,40,10,0,480,290,0
298,1100,53850,1272,2010JJ00,4020,3500,260,460,40,1360,870,320,300,20,10,50,430,140,230,130,20,30,10,0,440,310,0
299,1100,53850,1272,2011JJ00,3960,3410,310,450,40,1300,780,330,300,10,10,70,420,130,270,130,10,50,10,0,460,310,0
300,1100,80200,1000,2007JJ00,7210,6070,640,730,160,1590,1980,110,640,20,50,90,790,240,460,260,80,70,10,0,600,780,0
301,1100,80200,1000,2008JJ00,7600,6240,870,760,140,1660,2140,110,640,20,60,100,800,180,490,270,60,70,0,10,600,1040,10
302,1100,80200,1000,2009JJ00,7410,6300,590,760,150,1620,2290,140,640,20,70,120,750,160,420,300,60,70,0,10,630,740,0
303,1100,80200,1000,2010JJ00,7400,6200,670,740,170,1680,2160,110,710,20,80,140,700,170,430,300,40,80,10,10,660,780,0
304,1100,80200,1000,2011JJ00,7160,6050,610,740,160,1750,2000,100,680,10,70,160,700,170,470,280,20,70,0,0,640,730,0
305,1100,80200,6030,2007JJ00,4690,3780,530,530,130,1140,1380,80,420,10,40,70,290,0,240,160,60,30,0,0,420,650,0
306,1100,80200,6030,2008JJ00,5060,3980,730,530,100,1180,1500,80,400,20,50,70,320,10,260,180,50,40,0,10,410,850,0
307,1100,80200,6030,2009JJ00,4800,3960,480,520,120,1150,1550,90,400,20,60,90,290,10,210,200,30,40,0,10,440,580,0
308,1100,80200,6030,2010JJ00,4870,3950,540,520,130,1200,1450,80,450,20,70,100,260,10,210,190,30,50,0,10,460,600,0
309,1100,80200,6030,2011JJ00,4610,3780,470,510,130,1280,1330,80,410,10,60,120,280,0,190,170,10,40,0,0,440,550,0
310,1100,80200,1100,2007JJ00,2520,2290,110,200,30,460,600,30,210,10,10,30,510,240,220,100,30,40,0,0,180,140,0
311,1100,80200,1100,2008JJ00,2540,2260,140,230,40,480,640,30,230,10,10,30,480,170,220,90,20,30,0,0,190,180,0
312,1100,80200,1100,2009JJ00,2610,2340,120,230,40,470,740,40,240,0,10,30,460,150,210,110,30,40,0,0,190,160,0
313,1100,80200,1100,2010JJ00,2530,2250,130,230,40,480,710,30,260,0,10,40,440,160,210,110,20,30,0,0,200,170,0
314,1100,80200,1100,2011JJ00,2560,2270,150,230,30,470,670,20,270,0,10,40,420,170,280,100,10,30,0,0,200,190,0
315,1100,80200,1101,2007JJ00,1380,1290,40,110,0,220,320,20,110,0,0,10,310,180,160,60,20,20,0,0,100,40,0
316,1100,80200,1101,2008JJ00,1370,1270,30,120,10,220,340,20,130,0,0,20,300,130,160,60,10,20,0,0,90,60,0
317,1100,80200,1101,2009JJ00,1470,1340,40,130,10,220,400,30,150,0,0,10,290,120,150,70,20,20,0,0,110,60,0
318,1100,80200,1101,2010JJ00,1440,1310,50,120,10,240,390,20,160,0,0,20,260,140,160,70,10,30,0,0,110,70,0
319,1100,80200,1101,2011JJ00,1430,1290,50,140,10,230,340,10,160,0,0,20,260,130,200,70,10,10,0,0,110,70,0
320,1100,80200,1251,2007JJ00,430,410,0,30,0,60,100,10,30,0,0,0,90,40,80,30,10,10,0,0,20,10,0
321,1100,80200,1251,2008JJ00,390,370,0,40,0,70,90,0,50,0,0,0,70,30,70,20,0,10,0,0,30,20,0
322,1100,80200,1251,2009JJ00,440,410,10,40,0,80,110,10,50,0,0,10,80,20,70,30,10,10,0,0,30,10,0
323,1100,80200,1251,2010JJ00,410,380,0,40,0,70,90,10,70,0,0,10,70,10,70,30,0,10,0,0,30,10,0
324,1100,80200,1251,2011JJ00,410,370,0,40,0,80,90,10,60,0,0,0,70,20,70,40,0,0,0,0,20,30,0
325,1100,80200,7011,2007JJ00,80,70,10,10,0,10,20,0,20,0,0,0,20,0,0,0,0,0,0,0,10,10,0
326,1100,80200,7011,2008JJ00,80,80,0,0,0,20,30,0,10,0,0,0,20,0,10,0,0,0,0,0,0,0,0
327,1100,80200,7011,2009JJ00,100,80,10,20,0,20,30,0,10,0,0,0,20,0,10,0,0,0,0,0,10,10,0
328,1100,80200,7011,2010JJ00,90,80,10,10,0,20,30,0,10,0,0,0,20,0,10,0,0,0,0,0,10,10,0
329,1100,80200,7011,2011JJ00,110,90,10,10,0,10,40,0,20,0,0,0,10,0,10,0,0,0,0,0,20,10,0
330,1100,80200,5007,2007JJ00,360,330,10,30,0,70,100,0,40,0,0,0,80,20,30,20,0,10,0,0,30,10,0
331,1100,80200,5007,2008JJ00,380,350,10,30,10,60,120,10,40,0,0,10,80,20,30,10,0,0,0,0,20,20,0
332,1100,80200,5007,2009JJ00,410,380,10,40,10,60,150,10,40,0,0,0,80,10,30,10,0,10,0,0,30,20,0
333,1100,80200,5007,2010JJ00,350,310,20,30,10,70,140,0,30,0,0,10,60,10,20,10,0,10,0,0,30,30,0
334,1100,80200,5007,2011JJ00,330,290,20,30,10,50,110,0,30,0,0,0,60,0,40,10,0,0,0,0,30,20,0
335,1100,80200,6043,2007JJ00,230,200,10,30,0,30,50,0,20,0,0,0,60,30,30,10,0,0,0,0,30,10,0
336,1100,80200,6043,2008JJ00,250,230,0,30,0,30,60,0,30,0,0,0,60,10,40,10,0,10,0,0,30,10,0
337,1100,80200,6043,2009JJ00,250,230,10,30,0,40,50,0,20,0,0,0,60,10,30,10,0,0,0,0,30,10,0
338,1100,80200,6043,2010JJ00,260,240,10,20,0,40,60,0,30,0,0,0,70,10,40,10,0,0,0,0,20,20,0
339,1100,80200,6043,2011JJ00,260,240,10,20,0,30,50,0,30,0,0,0,70,10,50,10,0,0,0,0,20,10,0
340,1100,80200,1271,2007JJ00,290,280,10,20,0,50,40,0,10,0,0,0,60,100,20,10,10,0,0,0,20,10,0
341,1100,80200,1271,2008JJ00,270,260,10,20,0,40,50,0,20,0,0,0,60,80,20,20,0,0,0,0,10,10,0
342,1100,80200,1271,2009JJ00,270,250,10,10,0,30,50,0,20,0,0,0,50,80,20,10,0,0,0,0,10,10,0
343,1100,80200,1271,2010JJ00,330,300,10,20,0,50,70,0,20,0,0,0,50,100,20,10,0,10,0,0,20,10,0
344,1100,80200,1271,2011JJ00,320,300,10,20,0,60,50,0,30,0,0,10,40,100,30,10,0,0,0,0,20,20,0
345,1100,80200,1272,2007JJ00,1140,1000,70,90,20,230,280,10,100,10,10,20,200,60,60,40,10,20,0,0,80,90,0
346,1100,80200,1272,2008JJ00,1170,990,110,110,20,250,300,20,100,0,10,20,190,40,70,30,10,10,0,0,100,120,0
347,1100,80200,1272,2009JJ00,1140,1000,80,100,30,260,340,10,100,0,10,20,170,30,60,40,10,20,0,0,80,100,0
348,1100,80200,1272,2010JJ00,1090,940,80,110,30,240,320,10,100,0,10,20,170,20,60,40,10,10,0,0,100,100,0
349,1100,80200,1272,2011JJ00,1130,970,100,100,30,240,330,10,100,0,10,30,160,40,80,30,10,20,0,0,90,110,0
350,3000,10000,1000,2007JJ00,114620,75900,23320,27840,290,24800,15650,9100,4990,570,130,750,8030,9670,6130,3170,620,540,280,0,38580,12790,260
351,3000,10000,1000,2008JJ00,117910,76110,25460,29540,330,25970,16530,9530,5090,540,160,820,7570,8280,5600,3410,490,610,300,10,41180,14040,330
352,3000,10000,1000,2009JJ00,113060,78140,18170,30500,360,27180,17250,10930,5270,520,140,780,7500,7490,5440,3900,510,610,290,20,34810,13390,100
353,3000,10000,1000,2010JJ00,107870,74820,17910,27270,370,27700,17060,8570,4870,350,160,900,7080,7030,4980,4030,450,630,260,20,31830,13190,20
354,3000,10000,1000,2011JJ00,103020,69520,18250,26960,370,26900,15080,7200,4820,200,150,1150,7130,6030,4690,3750,290,460,250,10,31660,12830,20
355,3000,10000,6030,2007JJ00,55660,34640,12240,14560,230,15140,7990,4510,2620,330,110,440,2500,130,2080,1230,250,200,150,0,20610,6320,220
356,3000,10000,6030,2008JJ00,57100,35050,13010,15180,250,15490,8380,4570,2560,340,130,460,2320,90,1920,1370,210,240,140,10,21360,7010,280
357,3000,10000,6030,2009JJ00,54690,36620,9070,15210,270,16400,8660,5240,2670,310,120,430,2280,60,1840,1540,200,240,150,10,17700,6380,70
358,3000,10000,6030,2010JJ00,52610,35570,8790,13590,270,16910,8640,4230,2430,240,130,530,2080,50,1740,1540,170,250,160,10,16090,6270,10
359,3000,10000,6030,2011JJ00,49840,32840,8860,13330,290,16370,7510,3510,2370,140,120,620,2100,40,1510,1470,100,170,130,10,15740,6200,10
360,3000,10000,1100,2007JJ00,58960,41260,11080,13280,60,9670,7660,4590,2370,230,30,320,5540,9540,4060,1950,380,340,120,0,17970,6470,40
361,3000,10000,1100,2008JJ00,60810,41060,12450,14360,80,10480,8150,4960,2520,210,40,350,5250,8190,3680,2040,290,370,160,0,19830,7030,50
362,3000,10000,1100,2009JJ00,58360,41530,9110,15290,90,10780,8590,5690,2600,210,30,350,5210,7430,3600,2360,320,370,140,0,17110,7020,20
363,3000,10000,1100,2010JJ00,55260,39250,9130,13680,100,10780,8410,4340,2440,110,30,370,5000,6980,3240,2490,280,380,100,0,15740,6920,10
364,3000,10000,1100,2011JJ00,53180,36680,9390,13620,90,10530,7560,3680,2450,60,30,530,5030,5990,3180,2280,190,290,130,0,15920,6630,10
365,3000,10000,1101,2007JJ00,47320,32990,9170,10570,20,7140,5950,3640,1780,160,20,230,4670,8270,3530,1590,300,270,100,0,14520,5280,20
366,3000,10000,1101,2008JJ00,49320,33270,10320,11550,40,7980,6340,3970,1900,160,20,250,4450,7300,3220,1700,240,310,130,0,16120,5770,20
367,3000,10000,1101,2009JJ00,47140,33470,7520,12460,30,8140,6700,4470,1950,150,20,260,4450,6760,3120,1950,260,300,110,0,13980,5730,20
368,3000,10000,1101,2010JJ00,44880,31770,7620,11190,50,8160,6610,3400,1840,80,10,270,4250,6380,2830,2110,220,320,90,0,12930,5700,0
369,3000,10000,1101,2011JJ00,42930,29440,7770,11140,50,7900,5850,2810,1830,40,10,400,4320,5460,2740,1950,160,230,110,0,13070,5430,10
370,3000,10000,1251,2007JJ00,11390,7590,2390,2950,0,1600,1450,1110,440,20,0,50,1290,900,1400,380,100,80,20,0,3820,1550,0
371,3000,10000,1251,2008JJ00,12060,7530,2810,3340,0,1820,1560,1260,480,20,0,60,1160,660,1220,400,70,70,30,0,4510,1630,0
372,3000,10000,1251,2009JJ00,11480,7470,2140,3690,0,1820,1640,1320,490,20,0,70,1170,520,1160,460,100,80,30,0,4070,1700,0
373,3000,10000,1251,2010JJ00,10820,6970,2180,3320,10,1720,1590,990,520,10,0,60,1150,370,1070,520,90,100,20,0,3860,1590,0
374,3000,10000,1251,2011JJ00,10640,6520,2340,3450,10,1670,1350,820,490,10,0,100,1210,300,1030,540,60,70,30,0,4030,1610,0
375,3000,10000,7011,2007JJ00,3450,1540,1250,1270,0,520,430,240,160,10,0,20,200,10,80,70,10,10,0,0,1840,620,0
376,3000,10000,7011,2008JJ00,3730,1690,1400,1280,10,600,460,270,170,10,0,20,200,0,90,80,10,10,10,0,1980,650,0
377,3000,10000,7011,2009JJ00,3450,1740,1040,1400,10,600,480,310,160,20,0,20,190,0,90,80,10,20,10,0,1700,660,0
378,3000,10000,7011,2010JJ00,3250,1640,990,1230,10,610,460,200,140,0,0,20,220,0,90,100,10,10,10,0,1550,590,0
379,3000,10000,7011,2011JJ00,3350,1650,1090,1270,10,640,430,170,160,0,0,30,220,0,90,110,10,10,0,0,1650,590,0
380,3000,10000,5007,2007JJ00,7080,4090,1890,2160,10,1360,1040,510,280,20,0,40,560,200,310,220,30,40,40,0,2950,1070,0
381,3000,10000,5007,2008JJ00,7600,4330,2110,2350,20,1480,1120,560,340,20,0,50,550,170,330,270,20,40,40,0,3240,1160,0
382,3000,10000,5007,2009JJ00,7300,4450,1660,2480,10,1500,1190,650,360,20,0,40,530,150,330,300,20,30,30,0,2880,1150,10
383,3000,10000,5007,2010JJ00,6780,4120,1640,2160,20,1530,1130,450,310,20,0,40,480,140,290,290,20,30,20,0,2550,1190,0
384,3000,10000,5007,2011JJ00,6600,3850,1650,2150,20,1440,1000,370,290,10,0,80,550,70,290,230,20,20,30,0,2610,1100,0
385,3000,10000,6043,2007JJ00,8590,6080,1650,1710,10,1410,1220,710,280,70,10,50,830,990,1010,270,40,30,20,0,2580,840,0
386,3000,10000,6043,2008JJ00,8690,5990,1700,1880,0,1550,1260,700,280,60,10,60,770,780,960,270,30,50,30,0,2740,890,0
387,3000,10000,6043,2009JJ00,8280,6060,1130,2020,0,1620,1230,780,300,50,0,40,720,880,840,340,40,50,20,0,2270,910,0
388,3000,10000,6043,2010JJ00,8100,6010,1130,1830,10,1640,1270,670,280,30,0,50,790,830,790,390,30,70,10,0,2100,890,0
389,3000,10000,6043,2011JJ00,7710,5670,1060,1760,10,1570,1180,510,310,10,10,70,780,790,760,370,20,50,20,0,1980,830,0
390,3000,10000,1271,2007JJ00,16810,13700,2000,2470,10,2260,1820,1070,630,40,0,70,1790,6170,730,650,120,110,20,0,3330,1190,10
391,3000,10000,1271,2008JJ00,17230,13730,2310,2700,10,2530,1950,1190,640,50,0,70,1770,5680,630,680,110,130,20,0,3640,1440,20
392,3000,10000,1271,2009JJ00,16630,13740,1550,2870,10,2600,2160,1400,630,50,10,100,1850,5210,710,760,90,120,20,0,3060,1310,0
393,3000,10000,1271,2010JJ00,15930,13050,1690,2640,10,2670,2160,1090,590,20,0,90,1610,5030,600,810,70,110,20,0,2870,1450,0
394,3000,10000,1271,2011JJ00,14630,11750,1630,2520,10,2570,1900,940,590,10,0,130,1560,4290,570,690,60,80,20,0,2800,1300,0
395,3000,10000,1272,2007JJ00,11640,8270,1910,2720,30,2530,1710,950,590,70,10,90,870,1280,530,360,70,70,30,0,3450,1190,20
396,3000,10000,1272,2008JJ00,11490,7790,2130,2810,40,2500,1810,1000,620,50,20,100,810,890,460,340,50,60,30,0,3710,1260,30
397,3000,10000,1272,2009JJ00,11230,8060,1590,2830,60,2640,1900,1220,660,60,10,90,770,670,480,410,60,70,30,0,3140,1290,10
398,3000,10000,1272,2010JJ00,10380,7480,1500,2490,50,2630,1810,940,600,40,20,100,750,600,410,380,60,60,20,0,2810,1220,0
399,3000,10000,1272,2011JJ00,10250,7240,1620,2490,40,2630,1710,880,620,20,20,130,710,530,440,330,30,60,20,0,2850,1200,0
400,3000,41400,1000,2007JJ00,14090,3150,10070,2280,10,1370,620,250,20,0,0,30,110,700,20,100,10,0,0,0,10770,1900,0
401,3000,41400,1000,2008JJ00,15010,3520,10610,2450,10,1700,670,270,40,0,0,30,100,640,40,110,20,0,0,0,11280,2200,0
402,3000,41400,1000,2009JJ00,8560,3190,4410,2480,20,1430,740,330,40,0,0,20,100,420,50,190,10,0,10,0,5310,1580,0
403,3000,41400,1000,2010JJ00,7960,3300,3880,2210,20,1600,730,270,30,0,0,20,90,470,70,140,10,0,10,0,4620,1440,0
404,3000,41400,1000,2011JJ00,7310,2760,3660,1990,20,1580,640,200,30,0,0,10,90,370,50,130,0,0,10,0,4250,1220,0
405,3000,41400,6030,2007JJ00,7370,1300,5520,1130,10,740,320,160,10,0,0,10,30,10,10,40,0,0,0,0,6000,750,0
406,3000,41400,6030,2008JJ00,7640,1560,5560,1170,10,910,330,190,30,0,0,10,30,0,20,40,10,0,0,0,6020,860,0
407,3000,41400,6030,2009JJ00,4440,1510,2360,1170,10,820,350,230,20,0,0,10,30,0,40,70,0,0,0,0,2920,600,0
408,3000,41400,6030,2010JJ00,4010,1590,1920,1040,10,950,350,200,20,0,0,10,20,0,40,50,10,0,10,0,2410,500,0
409,3000,41400,6030,2011JJ00,3620,1300,1780,910,20,930,280,140,20,0,0,10,30,0,30,50,0,0,10,0,2140,440,0
410,3000,41400,1100,2007JJ00,6720,1840,4560,1150,0,630,300,90,10,0,0,10,80,690,10,70,0,0,0,0,4780,1150,0
411,3000,41400,1100,2008JJ00,7370,1960,5050,1280,0,790,340,70,20,0,0,20,70,640,20,70,0,0,0,0,5260,1340,0
412,3000,41400,1100,2009JJ00,4130,1680,2050,1310,10,610,390,110,20,0,0,10,70,420,20,110,0,0,0,0,2390,980,0
413,3000,41400,1100,2010JJ00,3960,1710,1960,1170,10,650,380,80,10,0,0,10,60,470,30,100,0,0,0,0,2210,930,0
414,3000,41400,1100,2011JJ00,3700,1460,1880,1080,10,650,360,70,10,0,0,0,60,370,30,90,0,0,0,0,2100,790,0
415,3000,41400,1101,2007JJ00,5610,1490,3870,970,0,510,250,80,10,0,0,10,60,560,10,50,0,0,0,0,4030,1010,0
416,3000,41400,1101,2008JJ00,6220,1620,4310,1100,0,650,290,60,10,0,0,10,60,530,10,60,0,0,0,0,4450,1200,0
417,3000,41400,1101,2009JJ00,3480,1410,1750,1150,0,500,320,100,10,0,0,10,50,380,10,100,0,0,0,0,2030,870,0
