ID,Geslacht,Leeftijd,Herkomst,Perioden,TotaalUniekeGebruikersToevoegingen_1,Civiel_2,Ambtshalve_3,Straf_4,Erfrecht_5,PersonenEnFamilierecht_6,Verbintenissenrecht_7,Arbeidsrecht_8,Huurrecht_9,Faillissementsrecht_10,Goederenrecht_11,OverigCiviel_12,SocialeVoorzieningen_13,Vreemdelingenrecht_14,SocialeVerzekeringen_15,Bestuursrecht_16,Woonrecht_17,FiscaalRecht_18,Ambtenarenrecht_19,Milieurecht_20,StrafrechtVerdachten_21,StrafrechtOverig_22,Onbekend_23
418,3000,41400,1101,2010JJ00,3340,1440,1690,1010,10,510,320,60,10,0,0,10,50,420,20,90,0,0,0,0,1870,830,0
419,3000,41400,1101,2011JJ00,3100,1200,1590,930,10,520,310,50,10,0,0,0,50,330,20,80,0,0,0,0,1780,710,0
420,3000,41400,1251,2007JJ00,1410,280,1050,360,0,110,80,30,0,0,0,0,10,40,0,20,0,0,0,0,1100,380,0
421,3000,41400,1251,2008JJ00,1730,330,1280,410,0,150,90,30,0,0,0,0,20,30,0,10,0,0,0,0,1340,430,0
422,3000,41400,1251,2009JJ00,1080,330,620,480,0,120,120,40,0,0,0,10,10,20,10,30,0,0,0,0,740,360,0
423,3000,41400,1251,2010JJ00,990,290,610,400,0,110,110,20,0,0,0,0,20,10,10,30,0,0,0,0,690,330,0
424,3000,41400,1251,2011JJ00,950,240,590,380,0,120,100,20,0,0,0,0,10,10,10,30,0,0,0,0,670,310,0
425,3000,41400,7011,2007JJ00,590,70,480,90,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,500,110,0
426,3000,41400,7011,2008JJ00,640,120,520,90,0,90,30,10,0,0,0,0,0,0,0,0,0,0,0,0,520,130,0
427,3000,41400,7011,2009JJ00,290,100,180,100,0,70,20,10,0,0,0,0,0,0,0,10,0,0,0,0,200,80,0
428,3000,41400,7011,2010JJ00,300,110,190,90,0,70,20,0,0,0,0,0,10,0,0,0,0,0,0,0,200,80,0
429,3000,41400,7011,2011JJ00,280,70,180,90,0,60,20,0,0,0,0,0,0,0,0,10,0,0,0,0,210,70,0
430,3000,41400,5007,2007JJ00,900,200,650,170,0,120,40,10,0,0,0,0,10,10,0,0,0,0,0,0,690,180,0
431,3000,41400,5007,2008JJ00,1000,230,710,190,0,140,50,10,0,0,0,0,10,10,0,10,0,0,0,0,750,180,0
432,3000,41400,5007,2009JJ00,540,210,280,180,0,110,60,10,0,0,0,0,10,10,0,20,0,0,0,0,330,120,0
433,3000,41400,5007,2010JJ00,490,210,250,140,0,130,60,10,0,0,0,0,10,10,0,10,0,0,0,0,270,110,0
434,3000,41400,5007,2011JJ00,460,180,230,130,0,110,50,10,0,0,0,0,10,0,0,10,0,0,0,0,270,100,0
435,3000,41400,6043,2007JJ00,1030,200,790,130,0,70,50,20,0,0,0,0,0,50,0,10,0,0,0,0,810,140,0
436,3000,41400,6043,2008JJ00,1070,220,790,160,0,80,60,10,0,0,0,10,20,40,0,10,0,0,0,0,810,180,0
437,3000,41400,6043,2009JJ00,520,160,290,170,0,40,50,20,0,0,0,0,10,20,0,20,0,0,0,0,330,140,0
438,3000,41400,6043,2010JJ00,470,180,250,150,0,60,60,10,0,0,0,0,10,20,10,20,0,0,0,0,280,120,0
439,3000,41400,6043,2011JJ00,410,140,210,140,0,60,50,10,0,0,0,0,10,20,0,20,0,0,0,0,240,100,0
440,3000,41400,1271,2007JJ00,1670,730,900,210,0,160,60,10,0,0,0,0,40,450,0,20,0,0,0,0,940,210,0
441,3000,41400,1271,2008JJ00,1780,730,1000,250,0,200,60,10,10,0,0,0,20,450,0,20,0,0,0,0,1030,280,0
442,3000,41400,1271,2009JJ00,1060,610,380,240,0,160,80,20,10,0,0,0,20,320,0,30,0,0,0,0,430,180,0
443,3000,41400,1271,2010JJ00,1090,650,390,230,0,150,80,10,0,0,0,10,20,380,10,30,0,0,0,0,420,180,0
444,3000,41400,1271,2011JJ00,1000,580,380,190,0,160,100,10,0,0,0,0,20,300,10,20,0,0,0,0,400,130,0
445,3000,41400,1272,2007JJ00,1110,360,690,180,0,120,50,10,0,0,0,10,20,130,0,20,0,0,0,0,740,140,0
446,3000,41400,1272,2008JJ00,1150,350,750,190,0,140,60,10,10,0,0,0,10,110,0,10,0,0,0,0,810,140,0
447,3000,41400,1272,2009JJ00,650,270,310,160,0,110,70,10,10,0,0,0,20,50,0,20,0,0,0,0,370,110,0
448,3000,41400,1272,2010JJ00,620,280,270,170,0,130,60,20,0,0,0,0,10,50,10,10,0,0,0,0,340,110,0
449,3000,41400,1272,2011JJ00,590,250,280,150,0,140,50,10,0,0,0,0,20,40,10,10,0,0,0,0,330,80,0
450,3000,60300,1000,2007JJ00,26290,14970,4750,10070,30,3190,3150,2720,960,60,20,120,1010,3420,540,770,110,60,50,0,10960,3790,40
451,3000,60300,1000,2008JJ00,27910,15200,5340,11100,50,3380,3400,2910,940,60,20,120,880,3110,540,800,110,70,60,0,12260,4080,60
452,3000,60300,1000,2009JJ00,28630,16040,4940,11750,40,3620,3560,3530,1040,70,10,110,1020,2710,600,1010,100,80,40,0,12230,4140,10
453,3000,60300,1000,2010JJ00,26620,14960,4780,10320,50,3730,3510,2690,910,50,10,130,970,2440,550,1060,90,80,50,0,11060,3920,0
454,3000,60300,1000,2011JJ00,25380,13410,5000,10460,60,3650,2980,2240,890,20,10,120,960,1930,530,960,40,60,50,0,11330,3810,0
455,3000,60300,6030,2007JJ00,11510,5970,1960,4930,20,1830,1560,1460,550,40,10,50,240,20,200,260,60,10,30,0,5340,1570,40
456,3000,60300,6030,2008JJ00,12280,6210,2210,5400,30,1920,1670,1560,500,30,10,60,220,20,210,290,70,20,30,0,5900,1690,50
457,3000,60300,6030,2009JJ00,12800,6880,1970,5530,30,2070,1760,1870,570,40,10,50,250,10,230,380,60,30,30,0,5770,1630,10
458,3000,60300,6030,2010JJ00,12030,6530,1910,4910,30,2210,1690,1520,480,30,10,80,250,10,250,360,50,30,40,0,5270,1550,0
459,3000,60300,6030,2011JJ00,11450,5900,2010,4920,40,2180,1450,1250,450,10,10,60,230,10,210,360,20,20,40,0,5290,1530,0
460,3000,60300,1100,2007JJ00,14790,9000,2780,5130,10,1360,1590,1260,420,20,10,60,760,3390,340,520,50,50,30,0,5630,2220,10
461,3000,60300,1100,2008JJ00,15630,8990,3130,5700,20,1460,1730,1350,440,30,10,60,660,3080,340,500,40,50,30,0,6360,2380,10
462,3000,60300,1100,2009JJ00,15830,9160,2970,6220,10,1550,1800,1650,470,40,10,50,770,2690,370,630,40,50,20,0,6460,2510,0
463,3000,60300,1100,2010JJ00,14590,8440,2870,5410,20,1510,1820,1170,430,10,0,50,730,2430,290,710,40,60,20,0,5790,2370,0
464,3000,60300,1100,2011JJ00,13930,7500,2990,5540,20,1470,1540,990,450,10,0,70,730,1910,320,600,20,40,10,0,6040,2290,0
465,3000,60300,1101,2007JJ00,12530,7670,2410,4290,10,1100,1300,1000,310,20,10,50,700,3100,290,450,30,40,20,0,4710,1920,0
466,3000,60300,1101,2008JJ00,13250,7640,2740,4770,10,1190,1410,1070,330,20,0,40,580,2850,290,440,30,40,30,0,5360,2050,10
467,3000,60300,1101,2009JJ00,13400,7760,2580,5250,10,1290,1460,1300,340,30,10,50,690,2500,320,550,30,40,10,0,5470,2160,0
468,3000,60300,1101,2010JJ00,12390,7130,2520,4600,10,1230,1500,900,320,10,0,40,650,2250,260,620,30,50,10,0,4940,2060,0
469,3000,60300,1101,2011JJ00,11800,6290,2600,4720,10,1200,1240,730,330,10,0,60,660,1790,280,540,20,30,10,0,5170,1970,0
470,3000,60300,1251,2007JJ00,3080,1450,780,1490,0,250,330,300,70,0,0,10,210,210,110,120,0,10,0,0,1570,670,0
471,3000,60300,1251,2008JJ00,3410,1450,910,1720,0,240,370,330,80,0,0,10,170,150,110,140,10,10,10,0,1880,700,0
472,3000,60300,1251,2009JJ00,3450,1450,860,1870,0,260,380,360,80,10,0,10,170,100,120,120,10,10,0,0,1910,760,0
473,3000,60300,1251,2010JJ00,3160,1350,830,1620,0,190,390,250,80,0,0,10,210,80,90,180,20,20,10,0,1730,680,0
474,3000,60300,1251,2011JJ00,3280,1280,940,1760,0,190,330,200,80,0,0,20,220,70,100,190,10,10,0,0,1920,700,0
475,3000,60300,7011,2007JJ00,910,340,300,450,0,100,100,60,30,0,0,0,40,0,10,10,0,0,0,0,520,210,0
476,3000,60300,7011,2008JJ00,1020,400,350,460,0,120,110,90,40,0,0,0,20,0,20,20,0,0,0,0,580,210,0
477,3000,60300,7011,2009JJ00,1020,400,310,520,0,140,100,100,30,10,0,0,20,0,10,20,0,0,0,0,590,220,0
478,3000,60300,7011,2010JJ00,940,360,290,450,0,120,110,60,20,0,0,10,40,0,10,10,0,0,0,0,530,180,0
479,3000,60300,7011,2011JJ00,990,410,300,470,0,160,100,60,30,0,0,10,30,0,20,30,0,0,0,0,530,190,0
480,3000,60300,5007,2007JJ00,1730,800,450,770,0,200,230,150,40,0,0,10,60,70,20,70,0,10,0,0,850,330,0
481,3000,60300,5007,2008JJ00,1850,810,510,840,10,230,240,150,50,0,0,10,50,60,30,60,0,10,10,0,960,360,0
482,3000,60300,5007,2009JJ00,1990,930,520,920,0,270,240,230,40,0,0,10,60,40,30,80,10,10,0,0,1000,400,0
483,3000,60300,5007,2010JJ00,1860,890,480,820,0,290,260,150,50,0,0,10,60,40,30,90,0,10,0,0,890,390,0
484,3000,60300,5007,2011JJ00,1760,760,500,820,10,240,220,120,50,0,0,10,70,20,40,60,0,0,0,0,920,360,0
485,3000,60300,6043,2007JJ00,1900,1190,340,600,0,240,240,230,40,10,0,10,70,300,70,80,0,10,0,0,690,270,0
486,3000,60300,6043,2008JJ00,1930,1120,360,690,0,280,260,210,40,10,0,10,60,220,60,70,0,10,10,0,780,270,0
487,3000,60300,6043,2009JJ00,2020,1210,320,790,0,260,290,230,50,10,0,10,80,240,70,90,0,10,10,0,800,290,0
488,3000,60300,6043,2010JJ00,1880,1130,340,660,0,240,260,200,50,0,0,10,90,210,50,110,0,0,0,0,730,260,0
489,3000,60300,6043,2011JJ00,1740,990,300,660,0,230,220,140,50,0,0,10,80,200,60,100,0,10,0,0,710,240,0
490,3000,60300,1271,2007JJ00,4910,3890,530,990,0,300,400,260,130,10,0,10,320,2520,80,170,20,20,10,0,1070,450,0
491,3000,60300,1271,2008JJ00,5030,3860,610,1060,0,320,440,300,110,10,0,20,290,2410,70,150,20,20,0,0,1160,520,0
492,3000,60300,1271,2009JJ00,4920,3760,560,1150,0,360,450,390,140,10,0,20,360,2110,90,230,10,20,0,0,1170,490,0
493,3000,60300,1271,2010JJ00,4550,3390,580,1060,10,380,480,240,110,0,0,10,260,1920,70,220,10,20,0,0,1070,540,0
494,3000,60300,1271,2011JJ00,4020,2850,570,1020,0,390,370,210,120,0,0,20,270,1500,60,160,0,10,0,0,1090,480,0
495,3000,60300,1272,2007JJ00,2260,1330,380,850,0,260,290,260,110,10,0,10,60,290,50,70,20,0,10,0,920,300,0
496,3000,60300,1272,2008JJ00,2380,1350,400,920,10,270,320,280,110,10,0,20,80,240,40,70,10,10,0,0,1000,340,10
497,3000,60300,1272,2009JJ00,2430,1400,390,970,10,260,340,360,130,10,0,10,80,190,60,80,10,10,0,0,990,350,0
498,3000,60300,1272,2010JJ00,2200,1310,350,810,10,290,320,260,120,10,0,10,70,180,40,90,10,10,0,0,840,310,0
499,3000,60300,1272,2011JJ00,2130,1210,390,820,10,280,290,270,120,0,0,10,70,130,50,70,0,10,0,0,870,320,0
500,3000,60400,1000,2007JJ00,27670,20380,3970,6710,40,7920,3470,2590,1180,170,20,180,2030,2880,1360,790,150,110,60,0,7530,3020,110
501,3000,60400,1000,2008JJ00,27380,19770,4340,6820,40,8150,3520,2600,1150,180,20,190,1720,2430,1060,820,110,120,80,0,7860,3180,140
502,3000,60400,1000,2009JJ00,26850,19590,3990,6830,40,8250,3470,2710,1140,140,20,150,1700,2320,1060,860,120,130,70,0,7520,3150,30
503,3000,60400,1000,2010JJ00,25410,18510,4040,5980,50,8090,3290,2110,1100,90,10,150,1540,2300,950,890,110,130,50,0,6840,3110,10
504,3000,60400,1000,2011JJ00,23700,16850,4070,5740,30,7640,2900,1690,1070,40,20,220,1600,2020,830,800,70,80,50,0,6630,2990,0
505,3000,60400,6030,2007JJ00,12380,8620,2020,3300,30,4660,1600,1120,540,90,20,100,500,30,410,250,50,40,30,0,3790,1470,90
506,3000,60400,6030,2008JJ00,12170,8380,2100,3280,20,4640,1530,1080,480,100,10,110,440,20,340,250,30,40,30,0,3800,1530,120
507,3000,60400,6030,2009JJ00,11800,8350,1840,3140,30,4760,1560,1100,490,80,10,80,420,10,320,250,40,40,30,0,3460,1430,30
508,3000,60400,6030,2010JJ00,11170,7880,1860,2720,40,4670,1480,850,470,50,10,70,380,10,310,280,30,30,20,0,3140,1410,0
509,3000,60400,6030,2011JJ00,10220,7080,1810,2550,20,4370,1240,700,450,30,20,110,340,10,250,240,20,20,20,0,2950,1350,0
510,3000,60400,1100,2007JJ00,15290,11760,1960,3400,10,3260,1880,1480,650,80,0,80,1520,2850,950,540,100,70,30,0,3740,1550,20
511,3000,60400,1100,2008JJ00,15210,11400,2240,3540,10,3510,1990,1520,660,70,0,80,1280,2410,720,570,80,80,50,0,4060,1640,20
512,3000,60400,1100,2009JJ00,15060,11240,2160,3690,10,3490,1920,1600,640,60,10,70,1280,2310,740,610,90,90,40,0,4060,1720,10
513,3000,60400,1100,2010JJ00,14240,10620,2180,3260,10,3420,1810,1260,630,40,0,80,1160,2290,650,610,80,100,30,0,3700,1700,0
514,3000,60400,1100,2011JJ00,13480,9770,2250,3200,10,3270,1660,1000,620,20,10,110,1260,2000,580,560,50,60,30,0,3680,1640,0
515,3000,60400,1101,2007JJ00,12530,9690,1600,2690,10,2500,1530,1200,520,70,0,70,1350,2490,860,450,90,60,30,0,2970,1250,10
516,3000,60400,1101,2008JJ00,12590,9520,1840,2880,10,2820,1620,1250,520,70,0,70,1120,2170,640,490,70,70,40,0,3300,1350,10
517,3000,60400,1101,2009JJ00,12430,9330,1780,3000,10,2760,1540,1310,500,50,0,60,1130,2110,650,530,70,80,30,0,3330,1390,0
518,3000,60400,1101,2010JJ00,11840,8850,1820,2710,10,2700,1480,1010,490,30,0,70,1030,2100,560,550,60,80,30,0,3060,1420,0
519,3000,60400,1101,2011JJ00,11080,8030,1890,2610,10,2560,1320,770,460,10,0,80,1130,1830,490,480,40,50,30,0,3030,1350,0
520,3000,60400,1251,2007JJ00,2990,2310,410,670,0,590,380,380,140,10,0,10,380,320,370,90,30,10,10,0,720,330,0
521,3000,60400,1251,2008JJ00,3020,2240,470,750,0,680,430,420,140,10,0,10,320,240,250,100,20,20,10,0,850,320,0
522,3000,60400,1251,2009JJ00,2960,2110,490,820,0,630,380,400,140,10,0,10,310,180,290,130,30,20,10,0,930,380,0
523,3000,60400,1251,2010JJ00,2770,1940,510,760,0,620,380,300,150,10,0,20,290,130,210,130,20,20,0,0,900,350,0
524,3000,60400,1251,2011JJ00,2630,1700,570,800,0,540,300,230,150,0,0,30,350,110,200,120,20,20,10,0,940,370,0
525,3000,60400,7011,2007JJ00,890,460,230,370,0,170,120,80,40,10,0,10,60,0,30,20,0,0,0,0,420,140,0
526,3000,60400,7011,2008JJ00,940,490,250,370,0,200,120,80,30,10,0,10,50,0,20,20,0,0,0,0,440,160,0
527,3000,60400,7011,2009JJ00,900,480,250,350,0,190,100,90,40,0,0,10,70,0,20,20,0,0,0,0,430,160,0
528,3000,60400,7011,2010JJ00,850,450,230,320,0,190,110,60,30,0,0,0,70,0,20,30,0,0,0,0,380,150,0
529,3000,60400,7011,2011JJ00,840,430,270,330,0,190,100,50,30,0,0,10,60,0,10,30,0,0,0,0,410,160,0
530,3000,60400,5007,2007JJ00,1730,1100,380,520,0,450,240,170,80,10,0,10,140,50,50,60,10,10,10,0,620,260,0
531,3000,60400,5007,2008JJ00,1790,1120,420,590,0,500,230,150,80,10,0,10,120,60,60,70,10,10,10,0,710,290,0
532,3000,60400,5007,2009JJ00,1760,1130,400,580,0,480,250,180,90,10,0,10,120,60,60,70,10,0,10,0,660,290,0
533,3000,60400,5007,2010JJ00,1600,980,400,530,0,460,220,110,70,10,0,0,90,40,60,50,0,0,10,0,600,320,0
534,3000,60400,5007,2011JJ00,1550,940,410,460,0,450,190,90,60,0,0,10,130,30,40,50,0,10,10,0,580,280,0
535,3000,60400,6043,2007JJ00,2580,2020,320,550,0,600,370,240,90,40,0,20,280,340,240,100,10,10,10,0,590,270,0
536,3000,60400,6043,2008JJ00,2540,1970,350,550,0,690,400,230,80,20,0,20,220,290,190,80,10,20,20,0,630,270,0
537,3000,60400,6043,2009JJ00,2530,1920,320,570,0,710,310,250,80,20,0,10,200,330,150,100,10,20,10,0,630,280,0
538,3000,60400,6043,2010JJ00,2480,1910,320,530,0,700,330,220,90,10,0,20,200,320,150,110,20,30,10,0,590,280,0
539,3000,60400,6043,2011JJ00,2280,1770,310,470,0,680,310,150,80,0,0,20,180,320,130,100,10,20,10,0,530,240,0
540,3000,60400,1271,2007JJ00,4340,3810,270,580,0,690,420,320,170,10,0,20,490,1780,180,190,40,30,0,0,610,240,0
541,3000,60400,1271,2008JJ00,4310,3710,360,620,0,760,440,370,180,20,0,20,410,1590,130,210,30,30,10,0,680,310,10
542,3000,60400,1271,2009JJ00,4300,3700,310,680,0,750,500,390,160,10,0,20,430,1550,130,210,30,30,10,0,680,290,0
543,3000,60400,1271,2010JJ00,4130,3570,360,570,0,730,450,320,150,10,0,20,390,1610,120,230,20,30,10,0,600,320,0
544,3000,60400,1271,2011JJ00,3770,3200,330,550,0,700,430,240,140,0,0,20,410,1390,110,190,20,10,10,0,570,300,0
545,3000,60400,1272,2007JJ00,2760,2070,360,720,0,760,350,280,130,10,0,10,170,360,90,90,10,10,0,0,770,300,10
546,3000,60400,1272,2008JJ00,2620,1880,410,660,0,690,370,270,150,10,0,20,160,240,80,80,10,10,10,0,760,290,10
547,3000,60400,1272,2009JJ00,2620,1910,380,690,0,730,380,290,140,10,0,20,150,200,90,80,20,10,10,0,730,330,0
548,3000,60400,1272,2010JJ00,2400,1770,350,550,0,720,330,250,140,10,0,20,120,190,80,70,20,20,10,0,640,280,0
549,3000,60400,1272,2011JJ00,2400,1740,370,590,0,710,340,230,160,10,0,30,140,170,90,80,10,10,0,0,650,290,0
550,3000,60500,1000,2007JJ00,26460,20830,2930,5470,70,7880,3950,2160,1310,190,20,200,2480,1820,2450,770,170,170,90,0,5940,2470,80
551,3000,60500,1000,2008JJ00,26420,20410,3210,5600,80,8100,4100,2300,1370,160,40,210,2430,1390,2050,860,130,180,80,10,6200,2550,90
552,3000,60500,1000,2009JJ00,27160,21310,3090,5760,70,8850,4400,2610,1420,160,30,230,2320,1350,1820,900,140,170,100,0,6130,2680,40
553,3000,60500,1000,2010JJ00,26140,20340,3210,5210,70,9020,4370,2040,1250,100,30,260,2160,1180,1630,970,130,200,70,0,5740,2680,10
554,3000,60500,1000,2011JJ00,25360,19460,3420,5150,70,8850,3860,1770,1240,70,30,350,2160,1130,1540,890,100,140,70,0,5780,2670,10
555,3000,60500,6030,2007JJ00,12910,9620,1640,3060,50,5020,1870,970,640,110,10,120,720,30,690,290,50,50,40,0,3320,1400,70
556,3000,60500,6030,2008JJ00,12920,9490,1810,3090,60,5040,1930,960,660,110,30,100,680,20,570,340,40,70,30,0,3400,1490,80
557,3000,60500,6030,2009JJ00,13350,10060,1740,3120,50,5510,2070,1080,670,90,20,110,650,20,510,340,40,70,50,0,3370,1470,30
558,3000,60500,6030,2010JJ00,13010,9810,1790,2730,50,5670,2080,850,590,60,30,160,580,10,440,360,40,80,40,0,3050,1460,10
559,3000,60500,6030,2011JJ00,12660,9330,1910,2800,60,5540,1840,750,560,40,20,170,620,10,410,340,40,40,30,0,3180,1490,0
560,3000,60500,1100,2007JJ00,13560,11200,1300,2410,10,2860,2080,1190,670,80,10,80,1760,1790,1760,480,120,120,40,0,2610,1080,10
561,3000,60500,1100,2008JJ00,13510,10920,1410,2510,20,3060,2170,1350,720,60,10,100,1750,1370,1480,530,100,110,50,0,2800,1060,10
562,3000,60500,1100,2009JJ00,13810,11250,1350,2640,20,3330,2340,1530,750,70,10,110,1670,1330,1310,560,100,100,50,0,2770,1210,10
563,3000,60500,1100,2010JJ00,13130,10530,1430,2480,20,3350,2290,1190,660,40,0,100,1590,1180,1190,610,90,120,30,0,2690,1220,0
564,3000,60500,1100,2011JJ00,12700,10120,1510,2350,10,3310,2020,1010,680,20,10,170,1540,1130,1140,550,70,100,40,0,2610,1180,0
565,3000,60500,1101,2007JJ00,10780,8970,1000,1850,10,2060,1670,960,530,60,10,60,1510,1480,1580,390,110,100,30,0,2020,830,0
566,3000,60500,1101,2008JJ00,10920,8960,1080,1940,10,2260,1770,1100,580,40,10,80,1540,1180,1340,450,80,100,40,0,2150,800,10
567,3000,60500,1101,2009JJ00,11090,9120,1040,2060,10,2450,1920,1210,590,60,10,90,1470,1200,1170,460,80,90,40,0,2150,920,10
568,3000,60500,1101,2010JJ00,10580,8560,1120,1930,10,2480,1860,950,530,30,0,80,1360,1070,1060,520,80,110,20,0,2090,940,0
569,3000,60500,1101,2011JJ00,10210,8240,1180,1820,10,2420,1610,820,560,20,0,140,1360,1020,1030,480,60,80,40,0,2030,920,0
570,3000,60500,1251,2007JJ00,2390,2130,130,290,0,420,350,280,120,10,0,10,400,220,620,80,40,30,10,0,300,130,0
571,3000,60500,1251,2008JJ00,2380,2110,130,310,0,490,360,350,120,10,0,20,370,150,540,90,20,20,10,0,310,120,0
572,3000,60500,1251,2009JJ00,2370,2070,130,360,0,530,400,360,130,0,0,20,380,140,430,90,30,20,10,0,360,150,0
573,3000,60500,1251,2010JJ00,2290,1910,190,370,0,520,390,290,140,0,0,10,350,100,400,100,30,30,0,0,400,150,0
574,3000,60500,1251,2011JJ00,2220,1880,200,330,0,530,320,250,130,0,0,30,340,70,400,100,20,30,10,0,360,150,0
575,3000,60500,7011,2007JJ00,690,410,190,270,0,130,110,60,50,10,0,10,60,0,30,20,0,10,0,0,310,130,0
576,3000,60500,7011,2008JJ00,700,370,210,270,0,130,90,50,40,0,0,10,70,0,20,30,0,10,0,0,340,110,0
577,3000,60500,7011,2009JJ00,760,410,220,310,0,130,130,80,40,10,0,0,50,0,20,20,0,0,0,0,350,150,0
578,3000,60500,7011,2010JJ00,700,400,190,240,0,140,130,40,40,0,0,10,50,0,30,30,0,0,0,0,300,130,0
579,3000,60500,7011,2011JJ00,710,400,220,240,0,150,90,40,50,0,0,10,60,0,20,30,0,0,0,0,310,120,0
580,3000,60500,5007,2007JJ00,1570,1080,300,450,0,380,250,100,80,10,0,10,170,40,120,50,10,10,10,0,520,220,0
581,3000,60500,5007,2008JJ00,1660,1140,330,450,0,390,290,150,100,0,0,10,160,30,100,60,10,10,20,0,540,200,0
582,3000,60500,5007,2009JJ00,1670,1180,300,460,0,420,310,150,120,0,0,20,150,20,100,80,0,10,20,0,530,210,0
583,3000,60500,5007,2010JJ00,1560,1050,320,430,10,410,270,110,80,10,0,20,130,30,80,70,10,10,10,0,490,240,0
584,3000,60500,5007,2011JJ00,1540,1030,310,440,0,420,250,80,90,0,0,20,170,20,70,60,10,10,10,0,520,210,0
585,3000,60500,6043,2007JJ00,2120,1800,170,340,0,360,350,180,80,20,0,10,270,210,500,70,20,10,10,0,380,140,0
586,3000,60500,6043,2008JJ00,2130,1780,150,360,0,370,370,190,100,20,0,20,270,170,440,80,20,10,10,0,390,130,0
587,3000,60500,6043,2009JJ00,2190,1840,160,370,0,460,390,210,110,20,0,10,260,210,360,90,20,20,10,0,370,170,0
588,3000,60500,6043,2010JJ00,2180,1820,180,370,0,460,420,180,80,10,0,20,290,190,340,100,10,30,0,0,390,160,0
589,3000,60500,6043,2011JJ00,2120,1750,200,360,0,460,360,160,100,10,0,30,290,190,310,100,10,20,10,0,370,190,0
590,3000,60500,1271,2007JJ00,4010,3550,230,510,0,770,610,340,200,20,0,20,610,1010,310,170,40,40,0,0,530,210,0
591,3000,60500,1271,2008JJ00,4060,3560,260,550,0,880,660,370,210,10,0,30,680,840,240,190,40,50,10,0,570,240,0
592,3000,60500,1271,2009JJ00,4100,3630,230,560,0,910,690,410,190,20,0,50,650,830,260,190,40,30,10,0,550,250,0
593,3000,60500,1271,2010JJ00,3860,3390,240,520,0,960,650,340,180,10,0,30,550,760,220,220,20,40,10,0,510,260,0
594,3000,60500,1271,2011JJ00,3630,3190,240,470,0,870,580,300,190,10,0,40,500,740,230,200,20,30,10,0,470,240,0
595,3000,60500,1272,2007JJ00,2780,2240,300,560,10,800,420,230,140,20,0,20,250,310,180,90,20,20,10,0,600,250,0
596,3000,60500,1272,2008JJ00,2590,1960,330,580,10,800,390,250,140,10,0,20,210,190,140,80,10,10,10,0,650,260,10
597,3000,60500,1272,2009JJ00,2720,2130,310,580,10,890,420,320,150,20,0,20,200,130,150,100,10,20,20,0,620,280,0
598,3000,60500,1272,2010JJ00,2550,1970,310,550,10,860,430,230,130,10,0,20,230,110,130,90,20,10,10,0,600,280,0
599,3000,60500,1272,2011JJ00,2480,1880,330,530,10,890,410,190,130,10,0,40,180,110,100,70,10,10,0,0,580,260,0
600,3000,53850,1000,2007JJ00,15980,13150,1290,2780,90,3630,3290,1300,1150,130,40,180,1960,740,1470,560,140,160,70,0,2870,1250,20
601,3000,53850,1000,2008JJ00,16850,13690,1540,2960,110,3790,3570,1380,1210,120,50,210,1970,620,1610,640,100,200,80,0,3080,1500,30
602,3000,53850,1000,2009JJ00,17570,14450,1430,3100,130,4190,3750,1650,1260,130,40,200,1970,610,1640,740,120,170,70,10,3100,1450,10
603,3000,53850,1000,2010JJ00,17480,14220,1660,2970,120,4400,3880,1380,1170,90,40,250,1950,560,1510,740,80,170,80,10,3040,1630,10
604,3000,53850,1000,2011JJ00,17160,13660,1790,3030,140,4310,3480,1220,1220,60,30,340,1970,480,1450,750,70,140,80,10,3140,1740,0
605,3000,53850,6030,2007JJ00,8970,7120,860,1750,80,2350,1880,750,650,90,40,120,870,30,630,290,60,80,50,0,1820,850,20
606,3000,53850,6030,2008JJ00,9340,7290,990,1820,90,2420,2050,730,670,80,40,140,780,20,640,340,40,90,50,0,1900,990,30
607,3000,53850,6030,2009JJ00,9670,7700,920,1850,100,2700,2070,880,690,90,40,120,800,10,630,370,50,80,30,0,1820,940,10
608,3000,53850,6030,2010JJ00,9660,7600,1040,1790,90,2820,2210,760,630,70,40,160,730,20,580,360,30,80,60,10,1840,1030,0
609,3000,53850,6030,2011JJ00,9350,7200,1110,1760,110,2780,1910,620,680,50,30,190,750,10,520,350,30,70,40,0,1820,1100,0
610,3000,53850,1100,2007JJ00,7010,6030,430,1030,10,1280,1410,540,500,50,10,70,1100,710,840,270,80,70,20,0,1060,400,0
611,3000,53850,1100,2008JJ00,7520,6410,550,1140,20,1380,1520,650,540,40,10,70,1200,600,970,300,60,110,30,0,1180,510,10
612,3000,53850,1100,2009JJ00,7900,6750,510,1250,30,1490,1680,760,570,40,10,80,1180,600,1010,370,70,100,30,0,1280,500,0
613,3000,53850,1100,2010JJ00,7830,6630,620,1180,30,1580,1670,620,550,20,10,90,1220,540,940,380,60,80,20,0,1200,600,0
614,3000,53850,1100,2011JJ00,7810,6460,680,1270,30,1520,1570,600,540,10,10,150,1220,480,930,400,40,80,40,0,1320,630,0
615,3000,53850,1101,2007JJ00,4910,4280,260,690,0,820,980,390,340,20,0,40,840,550,670,200,60,50,20,0,700,250,0
616,3000,53850,1101,2008JJ00,5420,4700,350,760,10,900,1020,480,370,30,0,40,960,510,810,220,50,80,20,0,780,330,0
