ID,Ziekenhuizen,Perioden,AantalInstellingen_1,TotaalBedrijfsopbrengsten_2,TotaalNettoOmzet_3,OpbrengstenTerDekkingWettelijkBudget_4,OverigeNettoOmzet_5,TotaalOverigeBedrijfsopbrengsten_6,SubsidiesEnBijdragen_7,NietEerderGenoemdeBedrijfsopbrengsten_8,TotaalBedrijfslasten_9,TotaalPersoneelskosten_10,TotaalArbeidskosten_11,LonenEnSalarissen_12,Pensioenlasten_13,SocialeLasten_14,TotaalAnderePersoneelskosten_15,KostenUitzendkrachtenEnOverigeInleen_16,OverigePersoneelskosten_17,AfschrijvingenOpVasteActiva_18,TotaalOverigeBedrijfslasten_19,VoedingEnHotelmatigeKosten_20,AlgemeneKosten_21,ClientBewonergebondenKosten_22,OnderhoudEnEnergiekosten_23,HuurOperationeleLeasingKapGoederen_24,AndereBedrijfslasten_25,Bedrijfsresultaat_26,FinancieleBaten_27,FinancieleLasten_28,FinancieelResultaat_29,BuitengewoonResultaat_30,ResultaatVoorBelastingen_31,WettelijkBudgetAanvaardbareKosten_32,OpbrengstenTerDekkingWettelijkBudget_33,FinancieringsverschilBoekjaar_34,TotaalExclusiefVrijgevestigdeMedici_35,TotaalWerknemers_36,TotaalOverheadEnFacilitaireFuncties_37,AlgemeneEnAdministratieveFuncties_38,Hotelfuncties_39,TerreinEnGebouwgebondenFuncties_40,PatientEnBewonergebondenFuncties_41,LeerlingverplVerzOpvPersoneel_42,Stagiaires_43,OverigeWerkzamePersonen_44,TotaalInclusiefVrijgevestigdeMedici_45,VrijgevestigdeMedici_46,TotaalExclusiefVrijgevestigdeMedici_47,TotaalWerknemers_48,TotaalOverheadEnFacilitaireFuncties_49,AlgemeneEnAdministratieveFuncties_50,Hotelfuncties_51,TerreinEnGebouwgebondenFuncties_52,PatientEnBewonergebondenFuncties_53,LeerlingverplVerzOpvPersoneel_54,Stagiaires_55,OverigeWerkzamePersonen_56,AantalBedden_57,AantalOpnamen_58,AantalOntslagen_59,AantalOverleden_60,TotaalOntslagenEnOverledenPatienten_61,PatientenPupillenPer31December_62,AantalVerpleegdagen_63,AantalRevalidatiebehandelurenRBU_64,AantalDagbehandelingen_65,AantalRevalidatiebehandelurenRBU_66,AantalEerstePolikliniekbezoeken_67
101,300,2003JJ00,8.0,3994.0,3943.0,2720.0,1223.0,51.0,51.0,0.0,3928.0,2573.0,2206.0,1734.0,293.0,179.0,367.0,131.0,236.0,182.0,1173.0,118.0,266.0,612.0,123.0,23.0,31.0,66.0,1.0,71.0,-71.0,4.0,-1.0,2733.0,2720.0,13.0,59230.0,58590.0,18340.0,12950.0,4660.0,730.0,39060.0,820.0,370.0,640.0,45830.0,0.0,45830.0,45330.0,13640.0,9850.0,3120.0,670.0,30670.0,760.0,260.0,500.0,7723.0,199.0,194.0,5.0,200.0,3.0,1731.0,,127.0,,1019.0
102,300,2004JJ00,8.0,4297.0,4259.0,2953.0,1306.0,38.0,27.0,11.0,4109.0,2712.0,2422.0,1794.0,356.0,272.0,290.0,109.0,180.0,196.0,1201.0,119.0,283.0,653.0,98.0,25.0,22.0,188.0,3.0,70.0,-67.0,-2.0,119.0,2881.0,2953.0,-71.0,59970.0,58680.0,19070.0,13800.0,4630.0,640.0,38360.0,780.0,470.0,1290.0,47390.0,0.0,47390.0,46720.0,14460.0,10690.0,3170.0,600.0,31160.0,680.0,410.0,670.0,7723.0,211.0,205.0,5.0,210.0,3.0,1750.0,,142.0,,1067.0
103,300,2005JJ00,8.0,4159.0,4136.0,2765.0,1371.0,23.0,20.0,3.0,4234.0,2749.0,2484.0,1861.0,380.0,243.0,265.0,87.0,178.0,216.0,1269.0,129.0,275.0,702.0,106.0,26.0,32.0,-75.0,5.0,69.0,-64.0,-12.0,-151.0,2964.0,2765.0,199.0,59040.0,57560.0,18890.0,13640.0,4680.0,570.0,37090.0,750.0,830.0,1480.0,47770.0,0.0,47770.0,46940.0,14760.0,10710.0,3490.0,560.0,30980.0,670.0,540.0,830.0,7723.0,214.0,209.0,5.0,214.0,3.0,1751.0,,157.0,,1070.0
104,300,2006JJ00,8.0,4959.0,4940.0,3520.0,1420.0,19.0,19.0,0.0,4436.0,2846.0,2556.0,1953.0,324.0,279.0,290.0,140.0,150.0,210.0,1380.0,129.0,297.0,779.0,122.0,35.0,18.0,523.0,4.0,67.0,-63.0,7.0,466.0,3100.0,3520.0,-420.0,59670.0,57850.0,18760.0,13850.0,4410.0,500.0,37620.0,670.0,790.0,1820.0,48520.0,0.0,48520.0,47560.0,14750.0,10910.0,3350.0,490.0,31630.0,610.0,580.0,970.0,7723.0,218.0,213.0,5.0,218.0,3.0,1753.0,,173.0,,1070.0
105,400,1972JJ00,53.0,116.0,,,,,,,112.0,84.0,,,,,,,,7.0,21.0,5.0,,7.0,,,,4.0,,,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7050.0,50.0,49.0,1.0,50.0,5.0,2234.0,,,,
106,400,1973JJ00,49.0,140.0,,,,,,,136.0,102.0,,,,,,,,8.0,26.0,5.0,,8.0,,,,4.0,,,-6.0,,,,,,,,,,,,,,,,,,,,2960.0,,,,4320.0,1250.0,,,6714.0,48.0,47.0,1.0,48.0,5.0,2099.0,,,,
107,400,1974JJ00,50.0,173.0,,,,,,,163.0,123.0,,,,,,,,10.0,31.0,6.0,,9.0,,,,8.0,,,-9.0,,,,,,,,,,,,,,,,,,,8500.0,2690.0,,,,4300.0,1210.0,300.0,,6490.0,47.0,46.0,1.0,48.0,5.0,2049.0,,,,
108,400,1975JJ00,51.0,206.0,,,,,,,219.0,162.0,,,,,,,,10.0,47.0,,,,,,,-11.0,,,-9.0,,,,,,,,,,,,,,,,,,,8780.0,2670.0,,,,4630.0,1260.0,210.0,,6477.0,50.0,49.0,1.0,50.0,5.0,1974.0,,,,
109,400,1976JJ00,48.0,219.0,,,,,,,211.0,159.0,,,,,,,,9.0,42.0,6.0,,14.0,,,,7.0,,,-8.0,,,,,,,,,,,,,,,,,,8590.0,8400.0,2660.0,,,,4500.0,1130.0,90.0,200.0,6072.0,49.0,48.0,1.0,49.0,5.0,1857.0,,,,
110,400,1977JJ00,48.0,255.0,,,,,,,246.0,183.0,,,,,,,,11.0,53.0,7.0,,19.0,,,,9.0,,,-10.0,,,,,,,,,,,,,,,,,,9970.0,9750.0,3220.0,,,,5210.0,1230.0,90.0,230.0,6337.0,54.0,53.0,1.0,54.0,5.0,1960.0,,,,
111,400,1978JJ00,49.0,279.0,,,,,,,268.0,204.0,,,,,,,,11.0,53.0,7.0,,21.0,,,,10.0,,,-11.0,,,,,,11460.0,11180.0,3690.0,,,,6320.0,1050.0,120.0,290.0,,,10130.0,9920.0,3190.0,,,,5580.0,1050.0,110.0,210.0,6400.0,56.0,55.0,1.0,57.0,4.0,1944.0,,,,
112,400,1979JJ00,49.0,293.0,,,,,,,289.0,220.0,,,,,,,,11.0,58.0,7.0,,24.0,,,,3.0,,,-11.0,,,,,,11140.0,10890.0,3560.0,,,,6270.0,950.0,110.0,250.0,,,9850.0,9680.0,3070.0,,,,5570.0,950.0,80.0,180.0,6224.0,55.0,54.0,1.0,55.0,4.0,1862.0,,,,
113,400,1980JJ00,47.0,316.0,,,,,,,310.0,229.0,,,,,,,,13.0,68.0,,,,,,,5.0,,,-13.0,,,,,,11220.0,10980.0,3430.0,,,,6600.0,900.0,60.0,240.0,,,9960.0,9780.0,2960.0,,,,5880.0,900.0,50.0,180.0,6091.0,58.0,57.0,1.0,58.0,4.0,1818.0,,,,
114,400,1981JJ00,47.0,349.0,,,,,,,333.0,243.0,,,,,,,,14.0,76.0,8.0,,32.0,,,,15.0,,,-16.0,,,,,,11890.0,11660.0,3890.0,,,,6970.0,720.0,80.0,240.0,,,10210.0,10070.0,3240.0,,,,6060.0,710.0,70.0,140.0,6095.0,61.0,60.0,1.0,61.0,4.0,1800.0,,,,
115,400,1982JJ00,48.0,376.0,,,,,,,366.0,266.0,,,,,,,,15.0,86.0,8.0,,31.0,,,,9.0,,,-16.0,,,,,,12200.0,11890.0,3880.0,,,,7180.0,720.0,120.0,310.0,,,10380.0,10190.0,3130.0,,,,6240.0,720.0,100.0,190.0,5499.0,61.0,60.0,1.0,61.0,4.0,1771.0,,,,
116,400,1983JJ00,48.0,381.0,,,,,,,365.0,265.0,,,,,,,,15.0,85.0,8.0,19.0,32.0,,,,16.0,,,-16.0,,,,,,12200.0,11860.0,3770.0,,,,7320.0,590.0,180.0,340.0,,,10180.0,9960.0,3030.0,,,,6220.0,580.0,130.0,220.0,5515.0,61.0,60.0,1.0,61.0,4.0,1748.0,,,,
117,400,1984JJ00,47.0,372.0,,,,,,,355.0,256.0,,,,,,,,15.0,84.0,8.0,19.0,34.0,,,,17.0,,,-15.0,,,,,,12490.0,12110.0,3790.0,,,,7570.0,510.0,230.0,380.0,,,10310.0,10070.0,3020.0,,,,6360.0,510.0,180.0,250.0,5562.0,60.0,59.0,1.0,60.0,4.0,1684.0,,2.0,,
118,400,1985JJ00,45.0,373.0,,,,,,,361.0,261.0,,,,,,,,16.0,84.0,,,,,,,11.0,,,-14.0,,,,,,12110.0,11560.0,3650.0,,,,7380.0,360.0,170.0,550.0,,,9980.0,9590.0,2880.0,,,,6220.0,360.0,140.0,390.0,5401.0,57.0,56.0,1.0,57.0,3.0,1606.0,,5.0,,
119,400,1986JJ00,43.0,379.0,,,,,,,362.0,266.0,,,,,,,,17.0,80.0,8.0,19.0,35.0,,,,17.0,,,-14.0,,,,,,12210.0,11780.0,3800.0,,,,7540.0,300.0,140.0,430.0,,,9930.0,9640.0,3030.0,,,,6210.0,300.0,110.0,280.0,5274.0,56.0,55.0,1.0,56.0,4.0,1567.0,,5.0,,
120,400,1987JJ00,43.0,387.0,,,,,,,373.0,273.0,,,,,,,,18.0,82.0,8.0,21.0,36.0,,,,13.0,,,-14.0,,,,,,12640.0,12140.0,3810.0,,,,7890.0,310.0,140.0,500.0,,,10170.0,9850.0,3010.0,,,,6430.0,300.0,110.0,320.0,5272.0,56.0,55.0,1.0,56.0,3.0,1532.0,,11.0,,
121,400,1988JJ00,42.0,363.0,,,,,,,348.0,256.0,,,,,,,,18.0,74.0,,,,,,,14.0,,,-14.0,,,,,,11690.0,11260.0,3600.0,,,,7300.0,290.0,80.0,430.0,,,9140.0,8890.0,2770.0,,,,5780.0,280.0,70.0,250.0,5091.0,50.0,49.0,1.0,50.0,3.0,1427.0,,20.0,,
122,400,1989JJ00,41.0,339.0,,,,,,,320.0,233.0,,,,,,,,19.0,68.0,,,,,,,18.0,,,-19.0,,,,,,10880.0,10570.0,3260.0,,,,6970.0,250.0,90.0,310.0,,,8470.0,8260.0,2500.0,,,,5450.0,240.0,70.0,210.0,4819.0,41.0,41.0,1.0,41.0,3.0,1319.0,,14.0,,
123,400,1990JJ00,36.0,353.0,,,,,,,333.0,230.0,,,,,,,,19.0,84.0,,,,,,,20.0,,,-21.0,,,,,,11000.0,10630.0,3140.0,,,,7120.0,240.0,120.0,380.0,,,8470.0,8220.0,2380.0,,,,5520.0,240.0,80.0,260.0,4710.0,38.0,37.0,1.0,38.0,3.0,1255.0,,7.0,,
124,400,1991JJ00,35.0,383.0,,,,,,,355.0,245.0,,,,,,,,22.0,88.0,,,,,,,28.0,,,-29.0,,,,,,10980.0,10730.0,3220.0,,,,7270.0,190.0,40.0,250.0,,,8430.0,8270.0,2410.0,,,,5640.0,180.0,40.0,160.0,4570.0,38.0,38.0,1.0,38.0,3.0,1230.0,,7.0,,
125,400,1992JJ00,34.0,397.0,,,,,,,365.0,251.0,,,,,,,,24.0,90.0,,,,,,,31.0,,,-32.0,,,,,,11150.0,10920.0,3270.0,,,,7420.0,190.0,40.0,240.0,,,8370.0,8220.0,2410.0,,,,5590.0,190.0,40.0,160.0,4401.0,36.0,36.0,1.0,36.0,3.0,1199.0,,6.0,,105.0
126,400,1993JJ00,32.0,411.0,,,,,,,384.0,265.0,,,,,,,,26.0,94.0,,,,,,,27.0,,,-29.0,,,,,,11270.0,11110.0,3520.0,,,,7370.0,200.0,20.0,160.0,,,8120.0,8030.0,2380.0,,,,5430.0,200.0,20.0,90.0,4206.0,37.0,36.0,1.0,37.0,3.0,1184.0,,7.0,,96.0
127,400,1994JJ00,30.0,408.0,,,,,,,381.0,258.0,,,,,,,,28.0,95.0,,,,,,,27.0,,,-26.0,,,,,,11270.0,11150.0,3560.0,,,,7430.0,160.0,0.0,130.0,,,7910.0,7860.0,2380.0,,,,5330.0,150.0,0.0,50.0,3957.0,37.0,37.0,1.0,37.0,3.0,1130.0,,7.0,,105.0
128,400,1995JJ00,29.0,428.0,,,,,,,402.0,271.0,,,,,,,,30.0,101.0,,,,,,,26.0,,,-26.0,,,,,,11670.0,11560.0,3710.0,,,,7700.0,130.0,20.0,110.0,,,8130.0,8070.0,2430.0,,,,5500.0,120.0,20.0,60.0,3862.0,39.0,38.0,1.0,39.0,3.0,1111.0,,8.0,,106.0
129,400,1996JJ00,29.0,400.0,,,,,,,377.0,259.0,,,,,,,,29.0,89.0,,,,,,,23.0,,,-25.0,,,,,,10140.0,10060.0,3280.0,,,,6700.0,60.0,30.0,80.0,,,6980.0,6930.0,2120.0,,,,4740.0,60.0,20.0,40.0,3735.0,33.0,33.0,0.0,33.0,3.0,1086.0,,7.0,,109.0
130,400,1997JJ00,28.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.0,31.0,,,,,1036.0,,10.0,,
131,400,1998JJ00,28.0,396.0,392.0,372.0,20.0,4.0,1.0,3.0,387.0,270.0,221.0,203.0,8.0,11.0,49.0,13.0,36.0,30.0,87.0,20.0,22.0,27.0,13.0,4.0,1.0,9.0,0.0,24.0,-23.0,1.0,-13.0,384.0,372.0,13.0,,12290.0,3840.0,1960.0,1650.0,230.0,8320.0,50.0,80.0,,,,,8780.0,2740.0,1490.0,1040.0,210.0,5920.0,50.0,70.0,,3469.0,27.0,27.0,0.0,27.0,2.0,990.0,,13.0,,116.0
132,400,1999JJ00,27.0,419.0,416.0,394.0,21.0,3.0,0.0,3.0,407.0,287.0,235.0,216.0,8.0,11.0,52.0,14.0,38.0,31.0,89.0,20.0,24.0,28.0,13.0,4.0,1.0,12.0,0.0,23.0,-23.0,0.0,-10.0,402.0,394.0,8.0,,12520.0,4030.0,2170.0,1630.0,230.0,8340.0,70.0,80.0,,,,,8970.0,2830.0,1600.0,1030.0,200.0,6000.0,50.0,90.0,,3438.0,25.0,25.0,0.0,25.0,2.0,955.0,,16.0,,136.0
133,400,2000JJ00,27.0,458.0,453.0,425.0,28.0,5.0,4.0,1.0,440.0,309.0,267.0,234.0,7.0,27.0,42.0,18.0,24.0,34.0,98.0,21.0,27.0,30.0,14.0,4.0,1.0,17.0,0.0,24.0,-23.0,1.0,-5.0,431.0,425.0,6.0,,12390.0,3820.0,2160.0,1460.0,200.0,8400.0,70.0,100.0,,,,,8770.0,2660.0,1570.0,910.0,180.0,5960.0,50.0,100.0,,3439.0,24.0,24.0,0.0,24.0,2.0,946.0,,18.0,,132.0
134,400,2001JJ00,28.0,513.0,508.0,476.0,31.0,5.0,2.0,3.0,496.0,351.0,304.0,270.0,8.0,26.0,47.0,22.0,25.0,34.0,111.0,23.0,29.0,35.0,19.0,3.0,2.0,17.0,0.0,25.0,-25.0,1.0,-7.0,488.0,476.0,12.0,,11570.0,3620.0,2160.0,1260.0,200.0,7750.0,70.0,130.0,,,,,8460.0,2590.0,1630.0,800.0,160.0,5690.0,50.0,130.0,,3210.0,22.0,22.0,0.0,22.0,2.0,866.0,,23.0,,140.0
135,400,2002JJ00,32.0,609.0,603.0,566.0,37.0,7.0,0.0,7.0,567.0,398.0,352.0,288.0,12.0,52.0,46.0,23.0,23.0,39.0,131.0,26.0,36.0,40.0,20.0,6.0,4.0,42.0,0.0,23.0,-23.0,-3.0,17.0,564.0,566.0,-2.0,,11740.0,3720.0,2280.0,1250.0,190.0,7790.0,70.0,160.0,,,,,8800.0,2750.0,1750.0,830.0,170.0,5880.0,50.0,120.0,,3188.0,23.0,,,,,965.0,,,,169.0
136,400,2003JJ00,32.0,650.0,642.0,604.0,38.0,8.0,2.0,6.0,609.0,424.0,375.0,308.0,18.0,50.0,49.0,22.0,27.0,41.0,143.0,26.0,40.0,42.0,24.0,8.0,5.0,41.0,0.0,20.0,-20.0,-2.0,19.0,598.0,604.0,-6.0,13560.0,13080.0,3880.0,2250.0,1440.0,190.0,8680.0,80.0,440.0,480.0,,,9410.0,9130.0,2630.0,1610.0,860.0,160.0,6120.0,60.0,320.0,280.0,3170.0,23.0,,,,,957.0,,,,168.0
137,400,2004JJ00,32.0,677.0,668.0,632.0,35.0,9.0,3.0,6.0,631.0,445.0,406.0,327.0,25.0,52.0,39.0,23.0,16.0,43.0,142.0,27.0,44.0,51.0,18.0,6.0,-3.0,46.0,1.0,23.0,-22.0,-11.0,13.0,625.0,632.0,-8.0,13060.0,12440.0,3760.0,2310.0,1270.0,180.0,8410.0,50.0,220.0,620.0,,,9060.0,8810.0,2620.0,1680.0,770.0,170.0,6000.0,30.0,160.0,250.0,3159.0,24.0,,,,,982.0,,,,172.0
138,400,2005JJ00,32.0,722.0,714.0,603.0,111.0,8.0,4.0,4.0,657.0,458.0,420.0,334.0,29.0,56.0,38.0,24.0,15.0,48.0,150.0,29.0,46.0,49.0,18.0,6.0,0.0,65.0,0.0,19.0,-21.0,,,578.0,603.0,-25.0,13770.0,12940.0,3940.0,2550.0,1200.0,190.0,8790.0,30.0,180.0,830.0,,,9560.0,9140.0,2790.0,1880.0,740.0,170.0,6210.0,30.0,120.0,420.0,3028.0,27.0,,,,,955.0,,,,171.0
139,400,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,500,1972JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,500,1973JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,500,1974JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,500,1975JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,500,1976JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,500,1977JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,500,1978JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,500,1979JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,500,1980JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,500,1981JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,500,1982JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,500,1983JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,500,1984JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,500,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,500,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,500,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,500,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,500,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,500,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,500,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,500,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,500,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,500,1994JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,500,1995JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,500,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,500,1997JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,500,1998JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,1810.0,1040.0,680.0,90.0,4120.0,10.0,60.0,,,,,4300.0,1300.0,790.0,430.0,80.0,2930.0,10.0,60.0,,,,,,,,,,,,
167,500,1999JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6170.0,1950.0,1180.0,680.0,90.0,4130.0,30.0,60.0,,,,,4440.0,1380.0,870.0,430.0,80.0,2970.0,20.0,70.0,,,,,,,,,,,,
168,500,2000JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6610.0,2040.0,1240.0,710.0,90.0,4460.0,40.0,70.0,,,,,4680.0,1420.0,900.0,440.0,80.0,3160.0,30.0,70.0,,,,,,,,,,,,
169,500,2001JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300.0,1940.0,1210.0,630.0,100.0,4240.0,40.0,80.0,,,,,4610.0,1390.0,910.0,400.0,80.0,3110.0,30.0,80.0,,,,,,,,,,,,
170,500,2002JJ00,23.0,324.0,320.0,298.0,22.0,4.0,0.0,4.0,305.0,230.0,208.0,166.0,7.0,35.0,22.0,13.0,9.0,20.0,55.0,12.0,19.0,8.0,9.0,3.0,3.0,19.0,0.0,12.0,-12.0,-3.0,4.0,297.0,298.0,-1.0,,6210.0,1950.0,1250.0,610.0,90.0,4150.0,30.0,80.0,,,,,4760.0,1470.0,970.0,420.0,80.0,3200.0,20.0,70.0,,1549.0,6.0,,,,,456.0,664.0,,1028.0,34.0
171,500,2003JJ00,23.0,342.0,338.0,316.0,22.0,4.0,0.0,4.0,320.0,241.0,217.0,178.0,10.0,29.0,24.0,12.0,12.0,22.0,56.0,12.0,19.0,9.0,9.0,3.0,4.0,22.0,0.0,13.0,-13.0,-5.0,4.0,316.0,316.0,0.0,7410.0,7030.0,2080.0,1370.0,630.0,80.0,4640.0,30.0,280.0,380.0,,,5050.0,4810.0,1390.0,950.0,370.0,70.0,3190.0,20.0,210.0,240.0,1499.0,6.0,,,,,455.0,651.0,,1141.0,35.0
172,500,2004JJ00,23.0,367.0,363.0,341.0,21.0,4.0,0.0,4.0,334.0,255.0,231.0,191.0,15.0,25.0,24.0,13.0,11.0,23.0,56.0,13.0,21.0,9.0,9.0,4.0,0.0,33.0,0.0,13.0,-13.0,-11.0,8.0,337.0,341.0,-5.0,7500.0,7060.0,2160.0,1430.0,650.0,80.0,4790.0,30.0,80.0,440.0,,,5060.0,4890.0,1510.0,1040.0,390.0,80.0,3300.0,20.0,60.0,170.0,1488.0,7.0,,,,,456.0,714.0,,1233.0,38.0
173,500,2005JJ00,23.0,384.0,381.0,359.0,22.0,3.0,2.0,1.0,350.0,265.0,242.0,195.0,17.0,29.0,23.0,14.0,9.0,23.0,61.0,15.0,24.0,10.0,9.0,1.0,0.0,34.0,0.0,9.0,-11.0,,,344.0,359.0,-15.0,7640.0,7190.0,2170.0,1460.0,630.0,80.0,4960.0,10.0,50.0,450.0,,,5170.0,4980.0,1520.0,1070.0,380.0,70.0,3420.0,10.0,40.0,190.0,1368.0,7.0,,,,,459.0,737.0,,1272.0,38.0
174,500,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,600,1972JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,600,1973JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,600,1974JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,600,1975JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,600,1976JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,600,1977JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,600,1978JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,600,1979JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,600,1980JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,600,1981JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,600,1982JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,600,1983JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,600,1984JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,600,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,600,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,600,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
