ID,Ziekenhuizen,Perioden,AantalInstellingen_1,TotaalBedrijfsopbrengsten_2,TotaalNettoOmzet_3,OpbrengstenTerDekkingWettelijkBudget_4,OverigeNettoOmzet_5,TotaalOverigeBedrijfsopbrengsten_6,SubsidiesEnBijdragen_7,NietEerderGenoemdeBedrijfsopbrengsten_8,TotaalBedrijfslasten_9,TotaalPersoneelskosten_10,TotaalArbeidskosten_11,LonenEnSalarissen_12,Pensioenlasten_13,SocialeLasten_14,TotaalAnderePersoneelskosten_15,KostenUitzendkrachtenEnOverigeInleen_16,OverigePersoneelskosten_17,AfschrijvingenOpVasteActiva_18,TotaalOverigeBedrijfslasten_19,VoedingEnHotelmatigeKosten_20,AlgemeneKosten_21,ClientBewonergebondenKosten_22,OnderhoudEnEnergiekosten_23,HuurOperationeleLeasingKapGoederen_24,AndereBedrijfslasten_25,Bedrijfsresultaat_26,FinancieleBaten_27,FinancieleLasten_28,FinancieelResultaat_29,BuitengewoonResultaat_30,ResultaatVoorBelastingen_31,WettelijkBudgetAanvaardbareKosten_32,OpbrengstenTerDekkingWettelijkBudget_33,FinancieringsverschilBoekjaar_34,TotaalExclusiefVrijgevestigdeMedici_35,TotaalWerknemers_36,TotaalOverheadEnFacilitaireFuncties_37,AlgemeneEnAdministratieveFuncties_38,Hotelfuncties_39,TerreinEnGebouwgebondenFuncties_40,PatientEnBewonergebondenFuncties_41,LeerlingverplVerzOpvPersoneel_42,Stagiaires_43,OverigeWerkzamePersonen_44,TotaalInclusiefVrijgevestigdeMedici_45,VrijgevestigdeMedici_46,TotaalExclusiefVrijgevestigdeMedici_47,TotaalWerknemers_48,TotaalOverheadEnFacilitaireFuncties_49,AlgemeneEnAdministratieveFuncties_50,Hotelfuncties_51,TerreinEnGebouwgebondenFuncties_52,PatientEnBewonergebondenFuncties_53,LeerlingverplVerzOpvPersoneel_54,Stagiaires_55,OverigeWerkzamePersonen_56,AantalBedden_57,AantalOpnamen_58,AantalOntslagen_59,AantalOverleden_60,TotaalOntslagenEnOverledenPatienten_61,PatientenPupillenPer31December_62,AantalVerpleegdagen_63,AantalRevalidatiebehandelurenRBU_64,AantalDagbehandelingen_65,AantalRevalidatiebehandelurenRBU_66,AantalEerstePolikliniekbezoeken_67
41,200,1978JJ00,182.0,2743.0,,,,,,,2586.0,1844.0,,,,,,,,164.0,578.0,66.0,,278.0,,,,151.0,,,-192.0,,,,,,109730.0,107370.0,36460.0,,,,49570.0,20120.0,1220.0,2360.0,,,97080.0,95160.0,30470.0,,,,43590.0,20120.0,990.0,1910.0,60857.0,1344.0,1303.0,42.0,1345.0,35.0,18882.0,,,,
42,200,1979JJ00,176.0,3003.0,,,,,,,2840.0,2003.0,,,,,,,,183.0,655.0,69.0,,316.0,,,,156.0,,,-213.0,,,,,,112840.0,110000.0,36980.0,,,,52230.0,19790.0,1010.0,2840.0,,,98830.0,96610.0,30580.0,,,,45400.0,19760.0,860.0,2210.0,60722.0,1362.0,1323.0,41.0,1364.0,33.0,18689.0,,,,
43,200,1980JJ00,176.0,3284.0,,,,,,,3104.0,2138.0,,,,,,,,201.0,765.0,,,,,,,172.0,,,-243.0,,,,,,114250.0,111660.0,37990.0,,,,53790.0,19090.0,800.0,2590.0,,,99970.0,98060.0,31300.0,,,,46960.0,19090.0,700.0,1910.0,60298.0,1384.0,1343.0,42.0,1384.0,32.0,18492.0,,,,
44,200,1981JJ00,176.0,3524.0,,,,,,,3294.0,2210.0,,,,,,,,222.0,861.0,78.0,,430.0,,,,221.0,,,-281.0,,,,,,116600.0,114120.0,38970.0,,,,55590.0,17790.0,760.0,2480.0,,,101240.0,99420.0,31640.0,,,,48330.0,18790.0,670.0,1820.0,59892.0,1395.0,1352.0,42.0,1394.0,33.0,18146.0,,,,
45,200,1982JJ00,172.0,3777.0,,,,,,,3515.0,2319.0,,,,,,,,241.0,955.0,82.0,,413.0,,,,253.0,,,-294.0,,,,,,118190.0,116090.0,40230.0,,,,57180.0,15980.0,900.0,2090.0,,,101190.0,99610.0,31900.0,,,,49180.0,17780.0,760.0,1580.0,57347.0,1408.0,1366.0,43.0,1409.0,32.0,17863.0,,,,
46,200,1983JJ00,171.0,3850.0,,,,,,,3568.0,2340.0,,,,,,,,253.0,975.0,80.0,157.0,427.0,,,,274.0,,,-297.0,,,,,,117470.0,115080.0,39910.0,,,,58520.0,14620.0,680.0,2390.0,,,99550.0,98050.0,31370.0,,,,50140.0,15950.0,590.0,1510.0,57140.0,1402.0,1362.0,42.0,1404.0,30.0,17334.0,,107.0,,
47,200,1984JJ00,163.0,3841.0,,,,,,,3550.0,2265.0,,,,,,,,265.0,1019.0,80.0,158.0,435.0,,,,283.0,,,-300.0,,,,,,118350.0,115820.0,40140.0,,,,60290.0,13290.0,780.0,2530.0,,,98770.0,97180.0,31050.0,,,,50990.0,14610.0,530.0,1590.0,56709.0,1367.0,1326.0,42.0,1368.0,29.0,16591.0,,151.0,,
48,200,1985JJ00,155.0,3940.0,,,,,,,3641.0,2310.0,,,,,,,,277.0,1053.0,,,,,,,291.0,,,-303.0,,,,,,120320.0,117450.0,40930.0,,,,61860.0,13850.0,800.0,2860.0,,,99750.0,98040.0,31400.0,,,,52180.0,13850.0,610.0,1710.0,56623.0,1359.0,1315.0,45.0,1360.0,28.0,16197.0,,193.0,,
49,200,1986JJ00,147.0,3943.0,,,,,,,3642.0,2335.0,,,,,,,,289.0,1019.0,78.0,171.0,472.0,,,,293.0,,,-306.0,,,,,,119110.0,115910.0,40430.0,,,,61630.0,13290.0,560.0,3200.0,,,98100.0,95790.0,30620.0,,,,51440.0,13280.0,450.0,2310.0,55326.0,1321.0,1279.0,43.0,1322.0,26.0,15457.0,,240.0,,
50,200,1987JJ00,147.0,3975.0,,,,,,,3670.0,2332.0,,,,,,,,300.0,1039.0,74.0,186.0,484.0,,,,297.0,,,-309.0,,,,,,121690.0,118760.0,41680.0,,,,62780.0,13710.0,580.0,2930.0,,,98160.0,96070.0,30600.0,,,,51650.0,13370.0,450.0,2090.0,54924.0,1293.0,1252.0,42.0,1294.0,26.0,14816.0,,276.0,,
51,200,1988JJ00,133.0,4056.0,,,,,,,3758.0,2365.0,,,,,,,,312.0,1082.0,,,,,,,290.0,,,-312.0,,,,,,124570.0,121470.0,41490.0,,,,66710.0,12870.0,410.0,3090.0,,,98310.0,96180.0,30020.0,,,,53240.0,12590.0,340.0,2130.0,54412.0,1292.0,1250.0,42.0,1291.0,26.0,14554.0,,299.0,,
52,200,1989JJ00,129.0,4211.0,,,,,,,3896.0,2421.0,,,,,,,,328.0,1147.0,,,,,,,306.0,,,-332.0,,,,,,126720.0,123270.0,42280.0,,,,68890.0,11680.0,420.0,3450.0,,,99130.0,96580.0,30440.0,,,,54420.0,11360.0,370.0,2540.0,53261.0,1312.0,1269.0,43.0,1312.0,27.0,14360.0,,334.0,,
53,200,1990JJ00,124.0,4464.0,,,,,,,4118.0,2501.0,,,,,,,,333.0,1284.0,,,,,,,344.0,,,-364.0,,,,,,129750.0,126040.0,42970.0,,,,71090.0,11550.0,430.0,3720.0,,,100020.0,97310.0,30330.0,,,,55440.0,11190.0,350.0,2720.0,52292.0,1306.0,1264.0,44.0,1307.0,25.0,13872.0,,366.0,,
54,200,1991JJ00,119.0,4831.0,,,,,,,4409.0,2663.0,,,,,,,,350.0,1396.0,,,,,,,422.0,,,-424.0,,,,,,134470.0,131450.0,44750.0,,,,75210.0,10850.0,640.0,3020.0,,,101180.0,98970.0,30860.0,,,,57270.0,10470.0,390.0,2200.0,51656.0,1319.0,1277.0,42.0,1318.0,25.0,13630.0,,414.0,,
55,200,1992JJ00,114.0,5116.0,,,,,,,4669.0,2808.0,,,,,,,,369.0,1493.0,,,,,,,446.0,,,-455.0,,,,,,138510.0,135830.0,46480.0,,,,78190.0,10640.0,520.0,2680.0,,,102640.0,100700.0,31350.0,,,,58550.0,10380.0,420.0,1940.0,51352.0,1331.0,1291.0,41.0,1332.0,24.0,13334.0,,468.0,,4809.0
56,200,1993JJ00,113.0,5260.0,,,,,,,4829.0,2919.0,,,,,,,,389.0,1521.0,,,,,,,431.0,,,-433.0,,,,,,139140.0,137370.0,46830.0,,,,80420.0,9870.0,260.0,1770.0,,,101660.0,100380.0,31080.0,,,,59260.0,9850.0,190.0,1290.0,50564.0,1338.0,1294.0,43.0,1338.0,25.0,13104.0,,491.0,,4927.0
57,200,1994JJ00,113.0,5340.0,,,,,,,4906.0,2916.0,,,,,,,,408.0,1582.0,,,,,,,437.0,,,-398.0,,,,,,138950.0,137350.0,46350.0,,,,82250.0,8400.0,340.0,1610.0,,,99190.0,98140.0,29970.0,,,,59510.0,8380.0,290.0,1050.0,48324.0,1365.0,1324.0,41.0,1365.0,24.0,12933.0,,538.0,,5282.0
58,200,1995JJ00,110.0,5493.0,,,,,,,5070.0,2986.0,,,,,,,,414.0,1670.0,,,,,,,426.0,,,-376.0,,,,,,141180.0,139960.0,47510.0,,,,84640.0,7360.0,450.0,1220.0,,,99610.0,98820.0,30340.0,,,,60810.0,7290.0,370.0,790.0,47471.0,1353.0,1310.0,42.0,1352.0,25.0,12617.0,,569.0,,5473.0
59,200,1996JJ00,108.0,5676.0,,,,,,,5303.0,3141.0,,,,,,,,440.0,1721.0,,,,,,,374.0,,,-367.0,,,,,,144940.0,143520.0,48790.0,,,,87770.0,6310.0,650.0,1420.0,,,100780.0,99960.0,30910.0,,,,62280.0,6290.0,470.0,820.0,46640.0,1352.0,1311.0,42.0,1353.0,24.0,12373.0,,600.0,,5838.0
60,200,1997JJ00,107.0,5878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148620.0,145670.0,49770.0,23410.0,24380.0,1980.0,89650.0,5800.0,450.0,2950.0,109700.0,5880.0,103820.0,102100.0,31890.0,16190.0,13790.0,1910.0,64110.0,5760.0,340.0,1720.0,46788.0,1343.0,,,,,12102.0,,642.0,,
61,200,1998JJ00,107.0,6046.0,5995.0,5743.0,252.0,51.0,36.0,15.0,5829.0,3485.0,3054.0,2650.0,71.0,332.0,431.0,120.0,311.0,478.0,1866.0,283.0,335.0,984.0,153.0,73.0,38.0,216.0,4.0,350.0,-346.0,0.0,-130.0,5869.0,5743.0,126.0,152130.0,149640.0,50900.0,24590.0,24340.0,1970.0,92930.0,5230.0,580.0,2490.0,112710.0,5880.0,106830.0,105060.0,32960.0,16980.0,14080.0,1900.0,66670.0,5050.0,380.0,1950.0,46635.0,1323.0,1281.0,43.0,1324.0,23.0,11768.0,,669.0,,6279.0
62,200,1999JJ00,101.0,6298.0,6247.0,5980.0,267.0,50.0,37.0,13.0,6106.0,3700.0,3234.0,2804.0,76.0,354.0,466.0,135.0,331.0,491.0,1915.0,289.0,343.0,1019.0,155.0,77.0,32.0,191.0,3.0,334.0,-331.0,-4.0,-143.0,6126.0,5980.0,147.0,152020.0,149910.0,50840.0,25170.0,23740.0,1930.0,92910.0,5330.0,830.0,2110.0,113840.0,5830.0,108010.0,106490.0,33460.0,17600.0,13990.0,1870.0,67620.0,4820.0,590.0,2180.0,46071.0,1297.0,1258.0,42.0,1300.0,20.0,11071.0,,700.0,,7224.0
63,200,2000JJ00,96.0,6669.0,6609.0,6314.0,295.0,60.0,47.0,13.0,6384.0,3890.0,3393.0,2929.0,93.0,371.0,497.0,154.0,343.0,505.0,1989.0,296.0,359.0,1064.0,167.0,78.0,24.0,285.0,5.0,350.0,-345.0,2.0,-57.0,6392.0,6314.0,79.0,153810.0,150990.0,51720.0,26290.0,23520.0,1910.0,93240.0,5240.0,790.0,2820.0,114920.0,5940.0,108980.0,107100.0,34190.0,18300.0,14040.0,1850.0,67440.0,4800.0,670.0,2690.0,44295.0,1263.0,1221.0,42.0,1263.0,20.0,10544.0,,745.0,,7384.0
64,200,2001JJ00,93.0,7671.0,7566.0,7202.0,364.0,105.0,84.0,20.0,7148.0,4396.0,3831.0,3331.0,102.0,398.0,565.0,219.0,347.0,532.0,2220.0,328.0,397.0,1190.0,189.0,81.0,35.0,523.0,6.0,355.0,-349.0,-11.0,163.0,7070.0,7202.0,-132.0,156730.0,153490.0,52840.0,27280.0,23700.0,1860.0,94480.0,4990.0,1180.0,3240.0,116780.0,6270.0,110510.0,108030.0,34640.0,19090.0,13770.0,1780.0,68020.0,4580.0,790.0,3220.0,42104.0,1265.0,1224.0,40.0,1265.0,20.0,10107.0,,821.0,,7651.0
65,200,2002JJ00,90.0,8470.0,8413.0,7991.0,422.0,57.0,48.0,9.0,7917.0,4882.0,4237.0,3569.0,146.0,522.0,645.0,216.0,429.0,560.0,2476.0,357.0,468.0,1346.0,190.0,69.0,46.0,553.0,8.0,344.0,-336.0,-5.0,212.0,7789.0,7991.0,-202.0,169630.0,166860.0,56490.0,29700.0,24790.0,2000.0,102150.0,5800.0,2420.0,2770.0,122640.0,6450.0,116190.0,114000.0,36490.0,20260.0,14370.0,1860.0,71090.0,5080.0,1340.0,3210.0,41952.0,1328.0,,,1308.0,,10266.0,,889.0,,7925.0
66,200,2003JJ00,89.0,8841.0,8780.0,8288.0,492.0,61.0,40.0,20.0,8458.0,5207.0,4531.0,3708.0,216.0,606.0,676.0,236.0,440.0,583.0,2668.0,362.0,505.0,1483.0,196.0,75.0,47.0,383.0,6.0,313.0,-307.0,-6.0,70.0,8256.0,8288.0,-33.0,170010.0,167730.0,57050.0,30930.0,24150.0,1970.0,103050.0,5420.0,2210.0,2280.0,124710.0,6800.0,117910.0,116310.0,37310.0,21230.0,14210.0,1870.0,72820.0,4920.0,1260.0,2590.0,41399.0,1380.0,,,1374.0,,9963.0,,950.0,,8146.0
67,200,2004JJ00,89.0,9281.0,9244.0,8704.0,540.0,37.0,26.0,11.0,8826.0,5368.0,4990.0,4022.0,290.0,678.0,378.0,236.0,141.0,604.0,2854.0,358.0,549.0,1597.0,199.0,82.0,69.0,454.0,6.0,294.0,-289.0,-12.0,153.0,8670.0,8704.0,-34.0,172570.0,169390.0,56400.0,30950.0,23460.0,1990.0,105350.0,5180.0,2470.0,3180.0,126540.0,6790.0,119740.0,117500.0,36790.0,21350.0,13570.0,1870.0,74690.0,4730.0,1300.0,2240.0,41283.0,1446.0,,,1446.0,,9825.0,,1101.0,,8444.0
68,200,2005JJ00,88.0,10426.0,10388.0,9260.0,1129.0,38.0,19.0,19.0,9180.0,5509.0,5108.0,4113.0,348.0,647.0,401.0,238.0,163.0,654.0,3017.0,361.0,558.0,1741.0,215.0,88.0,54.0,1247.0,9.0,296.0,-286.0,-13.0,947.0,8460.0,9260.0,-800.0,175010.0,170160.0,56690.0,31520.0,23150.0,2020.0,105800.0,5090.0,2580.0,4850.0,128220.0,6840.0,121380.0,118900.0,37210.0,21690.0,13630.0,1890.0,75870.0,4440.0,1380.0,2480.0,40545.0,1470.0,,,1467.0,,9690.0,,1183.0,,8651.0
69,200,2006JJ00,88.0,11114.0,11057.0,9610.0,1447.0,57.0,27.0,30.0,9745.0,5760.0,5346.0,4331.0,350.0,664.0,414.0,250.0,164.0,699.0,3286.0,373.0,594.0,1902.0,269.0,90.0,59.0,1369.0,19.0,296.0,-277.0,-13.0,1079.0,8592.0,9610.0,-1018.0,172860.0,167780.0,55970.0,31130.0,22840.0,2000.0,104580.0,4660.0,2570.0,5080.0,128560.0,6950.0,121610.0,119370.0,37310.0,21840.0,13610.0,1860.0,76480.0,4210.0,1380.0,2240.0,39987.0,1518.0,,,1507.0,,9641.0,,1281.0,,8775.0
70,300,1972JJ00,9.0,270.0,,,,,,,268.0,205.0,,,,,,,,1.0,62.0,6.0,,31.0,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7134.0,119.0,115.0,4.0,119.0,4.0,2092.0,,,,
71,300,1973JJ00,9.0,299.0,,,,,,,298.0,229.0,,,,,,,,1.0,68.0,6.0,,34.0,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,7460.0,,,,9000.0,2560.0,,,7041.0,124.0,120.0,4.0,124.0,3.0,2042.0,,,,
72,300,1974JJ00,9.0,380.0,,,,,,,391.0,303.0,,,,,,,,1.0,87.0,6.0,,45.0,,,,-11.0,,,-2.0,,,,,,,,,,,,,,,,,,,19330.0,7680.0,,,,8670.0,2660.0,320.0,,7110.0,129.0,125.0,4.0,129.0,4.0,2062.0,,,,
73,300,1975JJ00,9.0,464.0,,,,,,,447.0,342.0,,,,,,,,1.0,104.0,,,,,,,18.0,,,-2.0,,,,,,,,,,,,,,,,,,,19800.0,7920.0,,,,8940.0,2640.0,300.0,,7040.0,131.0,127.0,4.0,131.0,3.0,2049.0,,,,
74,300,1976JJ00,9.0,531.0,,,,,,,530.0,403.0,,,,,,,,2.0,125.0,9.0,,61.0,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,21720.0,21130.0,8420.0,,,,9780.0,2690.0,250.0,590.0,6988.0,137.0,133.0,4.0,137.0,4.0,2046.0,,,,
75,300,1977JJ00,8.0,590.0,,,,,,,590.0,447.0,,,,,,,,1.0,142.0,10.0,,71.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,21040.0,20480.0,8170.0,,,,9640.0,2420.0,250.0,560.0,6843.0,138.0,134.0,4.0,138.0,4.0,2027.0,,,,
76,300,1978JJ00,8.0,635.0,,,,,,,632.0,484.0,,,,,,,,1.0,148.0,10.0,,73.0,,,,3.0,,,0.0,,,,,,24010.0,23120.0,9080.0,,,,11190.0,2320.0,530.0,890.0,,,21490.0,20730.0,8170.0,,,,9980.0,2320.0,260.0,760.0,6786.0,141.0,137.0,4.0,141.0,4.0,2027.0,,,,
77,300,1979JJ00,8.0,688.0,,,,,,,687.0,524.0,,,,,,,,1.0,162.0,10.0,,79.0,,,,1.0,,,0.0,,,,,,23730.0,22710.0,8990.0,,,,11120.0,2040.0,560.0,1030.0,,,21030.0,20280.0,8040.0,,,,9910.0,2020.0,300.0,760.0,6763.0,144.0,140.0,4.0,144.0,3.0,1997.0,,,,
78,300,1980JJ00,7.0,743.0,,,,,,,743.0,555.0,,,,,,,,1.0,186.0,,,,,,,0.0,,,0.0,,,,,,24140.0,23220.0,9420.0,,,,11500.0,1970.0,330.0,920.0,,,21770.0,20930.0,8410.0,,,,10290.0,1950.0,280.0,840.0,6760.0,147.0,142.0,4.0,146.0,3.0,1985.0,,,,
79,300,1981JJ00,8.0,799.0,,,,,,,799.0,572.0,,,,,,,,1.0,226.0,13.0,,108.0,,,,0.0,,,0.0,,,,,,24010.0,23550.0,9610.0,,,,11830.0,1780.0,330.0,460.0,,,21580.0,21130.0,8490.0,,,,10580.0,1780.0,280.0,440.0,6746.0,150.0,145.0,4.0,150.0,3.0,1973.0,,,,
80,300,1982JJ00,7.0,837.0,,,,,,,837.0,601.0,,,,,,,,1.0,235.0,14.0,,100.0,,,,0.0,,,0.0,,,,,,24920.0,24330.0,9870.0,,,,12540.0,1680.0,250.0,590.0,,,22370.0,21820.0,8730.0,,,,11200.0,1670.0,220.0,550.0,6947.0,153.0,149.0,4.0,153.0,4.0,1990.0,,,,
81,300,1983JJ00,7.0,857.0,,,,,,,857.0,604.0,,,,,,,,2.0,251.0,14.0,34.0,61.0,,,,0.0,,,0.0,,,,,,25330.0,25120.0,10010.0,,,,13440.0,1500.0,180.0,200.0,,,22300.0,22150.0,8650.0,,,,11830.0,1500.0,170.0,160.0,6947.0,157.0,153.0,4.0,157.0,4.0,1989.0,,,,
82,300,1984JJ00,7.0,834.0,,,,,,,834.0,587.0,,,,,,,,2.0,244.0,14.0,32.0,53.0,,,,0.0,,,0.0,,,,,,25360.0,25100.0,9670.0,,,,13800.0,1360.0,270.0,260.0,,,22390.0,22150.0,8350.0,,,,12200.0,1360.0,240.0,240.0,6719.0,157.0,153.0,4.0,157.0,3.0,1951.0,,4.0,,
83,300,1985JJ00,7.0,855.0,,,,,,,855.0,593.0,,,,,,,,3.0,259.0,,,,,,,0.0,,,0.0,,,,,,25480.0,25090.0,9670.0,,,,14060.0,1200.0,160.0,390.0,,,22450.0,22060.0,8300.0,,,,12400.0,1200.0,160.0,390.0,6437.0,160.0,155.0,4.0,160.0,3.0,1952.0,,6.0,,
84,300,1986JJ00,8.0,984.0,,,,,,,991.0,688.0,,,,,,,,6.0,297.0,16.0,40.0,76.0,,,,-7.0,,,-2.0,,,,,,29260.0,28830.0,10980.0,,,,16270.0,1440.0,150.0,430.0,,,25310.0,24960.0,9270.0,,,,14170.0,1440.0,80.0,350.0,7370.0,179.0,174.0,5.0,179.0,4.0,2144.0,,20.0,,
85,300,1987JJ00,8.0,996.0,,,,,,,1000.0,702.0,,,,,,,,10.0,288.0,16.0,41.0,67.0,,,,-3.0,,,-4.0,,,,,,30400.0,29700.0,11330.0,,,,16830.0,1390.0,150.0,700.0,,,25750.0,25130.0,9160.0,,,,14490.0,1380.0,100.0,620.0,7215.0,178.0,173.0,5.0,178.0,4.0,2108.0,,32.0,,
86,300,1988JJ00,8.0,1070.0,,,,,,,1146.0,782.0,,,,,,,,14.0,350.0,,,,,,,-69.0,,,-6.0,,,,,,31600.0,30650.0,11250.0,,,,18010.0,1220.0,170.0,950.0,,,26590.0,25820.0,9210.0,,,,15270.0,1200.0,130.0,770.0,7458.0,187.0,182.0,5.0,187.0,4.0,2155.0,,36.0,,
87,300,1989JJ00,9.0,1141.0,,,,,,,1129.0,766.0,,,,,,,,17.0,347.0,,,,,,,11.0,,,-10.0,,,,,,33500.0,32050.0,11500.0,,,,19300.0,1080.0,180.0,1440.0,,,28050.0,26870.0,9500.0,,,,16170.0,1060.0,140.0,1180.0,7729.0,193.0,188.0,5.0,193.0,4.0,2174.0,,39.0,,
88,300,1990JJ00,9.0,1235.0,,,,,,,1214.0,801.0,,,,,,,,26.0,387.0,,,,,,,20.0,,,-24.0,,,,,,34120.0,32670.0,11010.0,,,,20300.0,1230.0,140.0,1450.0,,,28780.0,27640.0,8930.0,,,,17380.0,1210.0,120.0,1140.0,7579.0,195.0,189.0,6.0,195.0,4.0,2157.0,,37.0,,
89,300,1991JJ00,9.0,1451.0,,,,,,,1393.0,934.0,,,,,,,,37.0,422.0,,,,,,,58.0,,,-49.0,,,,,,35640.0,34230.0,11200.0,,,,21630.0,1260.0,140.0,1410.0,,,29640.0,28430.0,8980.0,,,,18210.0,1210.0,40.0,1210.0,7494.0,193.0,187.0,6.0,192.0,4.0,2109.0,,43.0,,
90,300,1992JJ00,9.0,1580.0,,,,,,,1521.0,1013.0,,,,,,,,47.0,461.0,,,,,,,58.0,,,-57.0,,,,,,36690.0,35160.0,11340.0,,,,22420.0,1330.0,60.0,1530.0,,,30140.0,29010.0,9010.0,,,,18610.0,1330.0,60.0,1130.0,7631.0,198.0,192.0,6.0,197.0,4.0,2134.0,,49.0,,601.0
91,300,1993JJ00,9.0,1679.0,,,,,,,1625.0,1077.0,,,,,,,,55.0,493.0,,,,,,,54.0,,,-56.0,,,,,,37500.0,36050.0,11580.0,,,,22760.0,1240.0,470.0,1450.0,,,30080.0,29120.0,9090.0,,,,18760.0,1240.0,30.0,970.0,7613.0,200.0,194.0,6.0,200.0,4.0,2105.0,,46.0,,607.0
92,300,1994JJ00,9.0,1780.0,,,,,,,1721.0,1120.0,,,,,,,,65.0,537.0,,,,,,,58.0,,,-58.0,,,,,,37130.0,36110.0,11520.0,,,,23500.0,1000.0,80.0,1020.0,,,29750.0,29050.0,8970.0,,,,18990.0,1000.0,80.0,710.0,7630.0,202.0,196.0,6.0,201.0,4.0,2063.0,,47.0,,641.0
93,300,1995JJ00,9.0,1901.0,,,,,,,1811.0,1174.0,,,,,,,,79.0,558.0,,,,,,,90.0,,,-79.0,,,,,,38300.0,37540.0,11970.0,,,,24480.0,970.0,120.0,760.0,,,30360.0,29890.0,9100.0,,,,19740.0,960.0,100.0,470.0,7605.0,202.0,196.0,5.0,202.0,4.0,2050.0,,67.0,,647.0
94,300,1996JJ00,9.0,2070.0,,,,,,,1988.0,1255.0,,,,,,,,118.0,615.0,,,,,,,82.0,,,-89.0,,,,,,39630.0,38960.0,12230.0,,,,25710.0,870.0,150.0,670.0,,,31380.0,30980.0,9360.0,,,,20740.0,870.0,10.0,410.0,7759.0,204.0,199.0,5.0,204.0,4.0,2072.0,,62.0,,609.0
95,300,1997JJ00,8.0,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40370.0,39890.0,13430.0,8860.0,3970.0,600.0,25460.0,880.0,120.0,480.0,,,32120.0,31680.0,10240.0,6810.0,2850.0,580.0,20590.0,850.0,0.0,440.0,7724.0,206.0,,,,,2021.0,,66.0,,
96,300,1998JJ00,8.0,2214.0,2207.0,1568.0,640.0,7.0,2.0,5.0,2237.0,1408.0,1104.0,907.0,119.0,78.0,304.0,159.0,145.0,121.0,708.0,85.0,114.0,346.0,119.0,7.0,36.0,-23.0,4.0,94.0,-90.0,15.0,-98.0,1680.0,1568.0,112.0,44830.0,43790.0,14640.0,9720.0,4270.0,650.0,28220.0,870.0,60.0,1040.0,,,33400.0,32670.0,10550.0,7080.0,2880.0,590.0,21430.0,670.0,20.0,730.0,7721.0,200.0,195.0,5.0,200.0,4.0,2032.0,,70.0,,648.0
97,300,1999JJ00,8.0,2467.0,2457.0,1763.0,694.0,10.0,4.0,6.0,2467.0,1589.0,1238.0,1016.0,134.0,88.0,351.0,188.0,163.0,131.0,748.0,89.0,126.0,383.0,111.0,9.0,31.0,0.0,4.0,98.0,-93.0,12.0,-81.0,1846.0,1763.0,83.0,48260.0,46840.0,15200.0,10150.0,4420.0,630.0,30440.0,1060.0,140.0,1420.0,,,35990.0,35080.0,11170.0,7510.0,3070.0,590.0,23120.0,740.0,50.0,910.0,7715.0,200.0,195.0,6.0,201.0,3.0,1914.0,,74.0,,923.0
98,300,2000JJ00,8.0,2681.0,2667.0,1938.0,729.0,14.0,9.0,5.0,2695.0,1757.0,1444.0,1163.0,184.0,97.0,313.0,125.0,188.0,132.0,806.0,94.0,158.0,417.0,107.0,11.0,18.0,-15.0,3.0,88.0,-85.0,-14.0,-114.0,2027.0,1938.0,89.0,52350.0,50720.0,17290.0,11950.0,4670.0,670.0,32240.0,1030.0,160.0,1630.0,37760.0,0.0,37760.0,36750.0,11690.0,8120.0,2970.0,600.0,24260.0,730.0,70.0,1010.0,7704.0,197.0,191.0,6.0,197.0,3.0,1842.0,,76.0,,802.0
99,300,2001JJ00,8.0,3107.0,3093.0,2159.0,934.0,14.0,11.0,3.0,3092.0,1989.0,1700.0,1379.0,196.0,126.0,289.0,106.0,183.0,151.0,952.0,102.0,215.0,464.0,133.0,14.0,24.0,15.0,3.0,85.0,-83.0,-4.0,-72.0,2250.0,2159.0,92.0,55900.0,54920.0,18550.0,13030.0,4740.0,780.0,35030.0,990.0,350.0,980.0,41020.0,0.0,41020.0,40420.0,12780.0,8920.0,3160.0,700.0,26730.0,730.0,180.0,600.0,7933.0,192.0,187.0,6.0,193.0,3.0,1805.0,,94.0,,892.0
100,300,2002JJ00,8.0,3744.0,3690.0,2625.0,1065.0,53.0,57.0,-4.0,3563.0,2331.0,1987.0,1576.0,253.0,157.0,344.0,112.0,232.0,170.0,1062.0,114.0,233.0,566.0,116.0,19.0,13.0,181.0,2.0,84.0,-82.0,8.0,107.0,2537.0,2625.0,-88.0,55800.0,54830.0,17460.0,12190.0,4540.0,730.0,36250.0,900.0,220.0,970.0,42120.0,0.0,42120.0,41550.0,12920.0,9210.0,3020.0,690.0,27710.0,740.0,180.0,570.0,7721.0,193.0,187.0,6.0,193.0,3.0,1715.0,,112.0,,1010.0
