ID,RegioS,Perioden,TotaalBedrijvenOrganisaties_1,Theaterzalen_2,StadionsEnEvenementenhallen_3,Theaterzalen_4,StadionsEnEvenementenhallen_5,TotaalVoorstellingen_6,Theatervoorstellingen_7,Muziekvoorstellingen_8,DansEnBewegingsvoorstellingen_9,Muziektheatervoorstellingen_10,CabaretEnKleinkunstvoorstellingen_11,OverigeVoorstellingen_12,TotaalBezoekenAanVoorstellingen_13,Theatervoorstellingen_14,Muziekvoorstellingen_15,DansEnBewegingsvoorstellingen_16,Muziektheatervoorstellingen_17,CabaretEnKleinkunstvoorstellingen_18,BezoekenAanOverigeVoorstellingen_19
285,PV25   ,2024JJ00,45.0,68.0,10.0,26565.0,,5000.0,705.0,2139.0,216.0,594.0,925.0,421.0,2031.0,122.0,1319.0,58.0,202.0,265.0,64.0
286,PV26   ,1999JJ00,23.0,26.0,17.0,11869.0,14300.0,3183.0,818.0,1387.0,195.0,363.0,252.0,168.0,1184.0,143.0,625.0,46.0,224.0,105.0,41.0
287,PV26   ,2000JJ00,23.0,26.0,17.0,11869.0,14300.0,3140.0,795.0,1095.0,94.0,514.0,214.0,428.0,1280.0,136.0,487.0,38.0,401.0,79.0,140.0
288,PV26   ,2001JJ00,25.0,29.0,17.0,12386.0,14300.0,3483.0,835.0,1534.0,124.0,538.0,250.0,201.0,1364.0,136.0,591.0,34.0,465.0,83.0,55.0
289,PV26   ,2002JJ00,26.0,30.0,17.0,12539.0,14300.0,4146.0,1277.0,1642.0,181.0,556.0,294.0,195.0,1552.0,212.0,627.0,49.0,498.0,121.0,45.0
290,PV26   ,2003JJ00,23.0,28.0,,12528.0,,4218.0,1077.0,1580.0,228.0,498.0,380.0,455.0,1396.0,157.0,598.0,45.0,400.0,126.0,70.0
291,PV26   ,2004JJ00,24.0,29.0,,14014.0,,4268.0,1214.0,1558.0,188.0,443.0,395.0,470.0,1490.0,135.0,594.0,45.0,492.0,139.0,84.0
292,PV26   ,2005JJ00,27.0,37.0,2.0,18169.0,200.0,4461.0,1160.0,1619.0,213.0,624.0,500.0,346.0,1708.0,193.0,563.0,43.0,620.0,167.0,124.0
293,PV26   ,2006JJ00,27.0,35.0,0.0,17658.0,0.0,4480.0,1172.0,1460.0,242.0,631.0,604.0,371.0,1544.0,201.0,419.0,59.0,522.0,224.0,119.0
294,PV26   ,2007JJ00,27.0,37.0,1.0,17937.0,200.0,4451.0,1216.0,1359.0,257.0,685.0,592.0,341.0,1482.0,182.0,341.0,48.0,620.0,192.0,98.0
295,PV26   ,2008JJ00,27.0,36.0,1.0,16557.0,200.0,4547.0,1196.0,1735.0,201.0,648.0,515.0,252.0,1601.0,188.0,541.0,43.0,546.0,180.0,101.0
296,PV26   ,2009JJ00,27.0,36.0,21.0,16524.0,400.0,4746.0,1218.0,1756.0,215.0,746.0,498.0,312.0,1552.0,194.0,493.0,40.0,593.0,160.0,73.0
297,PV26   ,2010JJ00,28.0,37.0,1.0,17100.0,200.0,4297.0,1180.0,1427.0,184.0,655.0,441.0,410.0,1503.0,194.0,483.0,48.0,500.0,156.0,121.0
298,PV26   ,2011JJ00,28.0,37.0,1.0,15358.0,200.0,4695.0,1539.0,1378.0,212.0,694.0,465.0,406.0,1647.0,261.0,419.0,42.0,680.0,126.0,120.0
299,PV26   ,2012JJ00,28.0,39.0,1.0,16829.0,120.0,4421.0,1413.0,1353.0,186.0,530.0,496.0,443.0,1381.0,201.0,479.0,38.0,412.0,147.0,104.0
300,PV26   ,2013JJ00,27.0,38.0,7.0,16928.0,1820.0,4619.0,1289.0,1624.0,220.0,609.0,533.0,344.0,1452.0,189.0,528.0,48.0,424.0,161.0,101.0
301,PV26   ,2014JJ00,28.0,42.0,8.0,19711.0,2820.0,4065.0,1151.0,1317.0,236.0,591.0,509.0,262.0,1397.0,160.0,526.0,58.0,416.0,155.0,82.0
302,PV26   ,2015JJ00,26.0,40.0,12.0,16311.0,7988.0,3885.0,885.0,1482.0,280.0,566.0,366.0,306.0,1578.0,133.0,709.0,189.0,385.0,101.0,60.0
303,PV26   ,2016JJ00,26.0,41.0,13.0,19277.0,8487.0,4713.0,1115.0,1953.0,251.0,566.0,530.0,299.0,1649.0,173.0,812.0,78.0,,138.0,55.0
304,PV26   ,2017JJ00,25.0,38.0,12.0,18400.0,8462.0,4807.0,1124.0,2082.0,204.0,609.0,474.0,313.0,1551.0,149.0,694.0,42.0,,132.0,67.0
305,PV26   ,2018JJ00,25.0,38.0,13.0,18609.0,8762.0,4833.0,1008.0,2104.0,277.0,704.0,522.0,219.0,1571.0,150.0,772.0,48.0,420.0,137.0,43.0
306,PV26   ,2019JJ00,25.0,38.0,13.0,18659.0,8762.0,4893.0,1029.0,2153.0,240.0,679.0,536.0,256.0,1626.0,146.0,756.0,49.0,,166.0,50.0
307,PV26   ,2020JJ00,24.0,37.0,8.0,18125.0,2930.0,2077.0,526.0,681.0,140.0,251.0,354.0,124.0,435.0,63.0,205.0,17.0,52.0,78.0,19.0
308,PV26   ,2021JJ00,27.0,41.0,9.0,21361.0,7772.0,2208.0,469.0,769.0,107.0,336.0,252.0,275.0,490.0,43.0,206.0,,,43.0,42.0
309,PV26   ,2022JJ00,27.0,40.0,8.0,19513.0,,4640.0,722.0,2117.0,171.0,842.0,498.0,291.0,1696.0,103.0,840.0,35.0,486.0,153.0,78.0
310,PV26   ,2023JJ00,26.0,44.0,8.0,20172.0,,5176.0,,2379.0,,,,384.0,1837.0,,931.0,,,,98.0
311,PV26   ,2024JJ00,26.0,45.0,,19741.0,,5532.0,,2568.0,,,,,2035.0,,1113.0,,,,
312,PV27   ,1999JJ00,82.0,89.0,18.0,35363.0,17650.0,9556.0,3683.0,2419.0,906.0,905.0,1192.0,451.0,3394.0,492.0,1425.0,333.0,523.0,406.0,214.0
313,PV27   ,2000JJ00,81.0,89.0,18.0,35363.0,17650.0,11285.0,4471.0,3189.0,912.0,810.0,1172.0,731.0,3811.0,600.0,1652.0,364.0,574.0,338.0,282.0
314,PV27   ,2001JJ00,77.0,92.0,18.0,35779.0,17650.0,12120.0,4162.0,3867.0,615.0,793.0,1350.0,1334.0,3856.0,658.0,1709.0,256.0,457.0,524.0,252.0
315,PV27   ,2002JJ00,75.0,93.0,18.0,36079.0,17650.0,11997.0,4330.0,4042.0,779.0,808.0,1299.0,738.0,4018.0,627.0,1831.0,286.0,550.0,536.0,188.0
316,PV27   ,2003JJ00,75.0,105.0,,40560.0,,14313.0,5177.0,3786.0,1024.0,1192.0,1637.0,1497.0,4301.0,702.0,1740.0,286.0,742.0,560.0,271.0
317,PV27   ,2004JJ00,73.0,103.0,,41870.0,,14765.0,4756.0,4511.0,1020.0,976.0,2049.0,1453.0,4377.0,589.0,2066.0,242.0,599.0,680.0,201.0
318,PV27   ,2005JJ00,81.0,122.0,39.0,56644.0,148057.0,16008.0,4834.0,4620.0,1177.0,1309.0,2364.0,1703.0,4584.0,661.0,1869.0,252.0,712.0,781.0,309.0
319,PV27   ,2006JJ00,83.0,124.0,40.0,57283.0,116607.0,15831.0,4476.0,5743.0,945.0,1412.0,2043.0,1212.0,5648.0,544.0,3117.0,370.0,856.0,549.0,212.0
320,PV27   ,2007JJ00,84.0,133.0,48.0,58704.0,117935.0,16791.0,4564.0,5901.0,1185.0,1205.0,2095.0,1841.0,5053.0,512.0,2691.0,275.0,698.0,573.0,305.0
321,PV27   ,2008JJ00,82.0,125.0,50.0,62136.0,102035.0,16764.0,4763.0,6550.0,702.0,1737.0,2062.0,950.0,5492.0,569.0,3003.0,233.0,769.0,600.0,317.0
322,PV27   ,2009JJ00,82.0,130.0,40.0,55931.0,63978.0,16960.0,4786.0,7063.0,1417.0,970.0,1631.0,1092.0,5735.0,810.0,3420.0,198.0,462.0,540.0,303.0
323,PV27   ,2010JJ00,83.0,131.0,39.0,60702.0,64095.0,15682.0,5111.0,5933.0,705.0,1196.0,1661.0,1075.0,5344.0,739.0,2938.0,226.0,606.0,506.0,330.0
324,PV27   ,2011JJ00,87.0,138.0,39.0,55854.0,63043.0,16825.0,6060.0,5968.0,640.0,1187.0,1926.0,1044.0,5309.0,756.0,2851.0,150.0,638.0,572.0,343.0
325,PV27   ,2012JJ00,87.0,140.0,39.0,65772.0,57940.0,16735.0,5509.0,6358.0,552.0,1044.0,1885.0,1387.0,5199.0,707.0,3018.0,123.0,486.0,544.0,320.0
326,PV27   ,2013JJ00,84.0,135.0,40.0,64655.0,58190.0,15367.0,4280.0,6571.0,540.0,848.0,1857.0,1271.0,6187.0,684.0,3927.0,210.0,398.0,582.0,385.0
327,PV27   ,2014JJ00,81.0,136.0,35.0,66271.0,58227.0,15972.0,4326.0,6219.0,550.0,860.0,2029.0,1989.0,6361.0,866.0,3827.0,243.0,374.0,526.0,525.0
328,PV27   ,2015JJ00,81.0,131.0,32.0,66857.0,59200.0,16129.0,4998.0,5830.0,654.0,868.0,1979.0,1800.0,6777.0,943.0,3922.0,270.0,461.0,593.0,588.0
329,PV27   ,2016JJ00,78.0,126.0,32.0,66379.0,89750.0,15275.0,4289.0,5869.0,668.0,832.0,1840.0,1777.0,6458.0,767.0,3853.0,279.0,450.0,623.0,485.0
330,PV27   ,2017JJ00,77.0,127.0,33.0,68347.0,98750.0,15201.0,3876.0,6098.0,714.0,881.0,2059.0,1572.0,6608.0,710.0,4384.0,222.0,370.0,565.0,357.0
331,PV27   ,2018JJ00,76.0,131.0,34.0,69573.0,92275.0,15503.0,3655.0,5812.0,619.0,1113.0,2377.0,1927.0,6760.0,550.0,4285.0,226.0,633.0,725.0,340.0
332,PV27   ,2019JJ00,75.0,148.0,35.0,66422.0,94200.0,15351.0,3448.0,5638.0,755.0,1142.0,2202.0,2166.0,6814.0,539.0,4106.0,270.0,780.0,750.0,370.0
333,PV27   ,2020JJ00,73.0,128.0,26.0,66031.0,87350.0,7811.0,2310.0,2224.0,434.0,883.0,1053.0,907.0,1669.0,258.0,827.0,79.0,154.0,239.0,111.0
334,PV27   ,2021JJ00,73.0,133.0,25.0,69214.0,,7104.0,1375.0,1735.0,582.0,564.0,959.0,1889.0,1378.0,194.0,614.0,80.0,155.0,197.0,138.0
335,PV27   ,2022JJ00,76.0,132.0,40.0,68166.0,99550.0,12759.0,2553.0,5287.0,818.0,1146.0,1403.0,1553.0,6592.0,398.0,4517.0,268.0,611.0,493.0,304.0
336,PV27   ,2023JJ00,75.0,135.0,41.0,66838.0,106190.0,14437.0,3112.0,5805.0,743.0,1364.0,1888.0,1526.0,8147.0,517.0,5260.0,371.0,762.0,601.0,637.0
337,PV27   ,2024JJ00,76.0,154.0,41.0,69487.0,99283.0,15902.0,3343.0,6794.0,858.0,1441.0,2272.0,1193.0,8387.0,530.0,5471.0,360.0,835.0,828.0,363.0
338,PV28   ,1999JJ00,63.0,90.0,59.0,30250.0,42750.0,8698.0,3059.0,1967.0,743.0,961.0,1330.0,639.0,3778.0,488.0,1469.0,370.0,824.0,491.0,135.0
339,PV28   ,2000JJ00,63.0,89.0,59.0,30250.0,42750.0,7897.0,2718.0,1679.0,632.0,889.0,1371.0,609.0,3594.0,420.0,1598.0,218.0,784.0,447.0,127.0
340,PV28   ,2001JJ00,62.0,91.0,59.0,31700.0,42750.0,8516.0,2905.0,1841.0,500.0,1112.0,1272.0,886.0,4307.0,498.0,1635.0,155.0,995.0,526.0,498.0
341,PV28   ,2002JJ00,62.0,95.0,59.0,35636.0,42750.0,8777.0,3012.0,1730.0,630.0,940.0,1511.0,954.0,4159.0,508.0,1564.0,205.0,972.0,470.0,440.0
342,PV28   ,2003JJ00,62.0,93.0,,36107.0,,9690.0,3178.0,2084.0,622.0,1293.0,1552.0,961.0,4602.0,523.0,1791.0,185.0,1366.0,506.0,231.0
343,PV28   ,2004JJ00,61.0,92.0,,37879.0,,9640.0,3063.0,2501.0,539.0,1080.0,1523.0,934.0,4378.0,520.0,1908.0,155.0,1016.0,511.0,267.0
344,PV28   ,2005JJ00,66.0,103.0,38.0,52801.0,52870.0,10358.0,2732.0,3338.0,668.0,1242.0,1703.0,675.0,4572.0,608.0,1929.0,157.0,1107.0,525.0,246.0
345,PV28   ,2006JJ00,66.0,100.0,38.0,51723.0,35370.0,10875.0,3319.0,2969.0,716.0,1426.0,1831.0,615.0,4641.0,541.0,1523.0,221.0,1443.0,636.0,277.0
346,PV28   ,2007JJ00,66.0,106.0,43.0,60417.0,28940.0,11875.0,3862.0,2806.0,786.0,1497.0,2202.0,722.0,5124.0,600.0,1995.0,172.0,1198.0,622.0,536.0
347,PV28   ,2008JJ00,65.0,98.0,11.0,62552.0,71000.0,11654.0,3644.0,2665.0,518.0,1863.0,1990.0,974.0,5081.0,581.0,1431.0,179.0,1803.0,695.0,392.0
348,PV28   ,2009JJ00,61.0,98.0,8.0,50570.0,8000.0,11170.0,3336.0,3247.0,569.0,1507.0,1608.0,903.0,4466.0,522.0,1366.0,160.0,1464.0,597.0,358.0
349,PV28   ,2010JJ00,63.0,103.0,9.0,50972.0,8250.0,10425.0,3511.0,2810.0,417.0,1239.0,1552.0,896.0,4275.0,598.0,1303.0,155.0,1179.0,597.0,443.0
350,PV28   ,2011JJ00,65.0,103.0,10.0,50539.0,1350.0,11507.0,3555.0,3030.0,656.0,1374.0,1885.0,1007.0,4331.0,539.0,1406.0,199.0,1004.0,618.0,565.0
351,PV28   ,2012JJ00,63.0,93.0,15.0,58639.0,8000.0,10561.0,3219.0,2708.0,465.0,1498.0,1620.0,1049.0,3946.0,563.0,1363.0,125.0,1177.0,409.0,309.0
352,PV28   ,2013JJ00,59.0,93.0,15.0,51074.0,14500.0,9086.0,2732.0,2418.0,501.0,1113.0,1646.0,675.0,3620.0,742.0,1203.0,162.0,814.0,415.0,284.0
353,PV28   ,2014JJ00,61.0,98.0,15.0,56750.0,26500.0,10403.0,2444.0,2695.0,507.0,1514.0,1556.0,1687.0,3526.0,392.0,1256.0,151.0,1073.0,369.0,286.0
354,PV28   ,2015JJ00,61.0,101.0,14.0,51883.0,15800.0,10065.0,2514.0,3100.0,527.0,1321.0,1569.0,1034.0,3507.0,366.0,1203.0,137.0,1063.0,399.0,339.0
355,PV28   ,2016JJ00,63.0,105.0,12.0,57536.0,26320.0,10871.0,2272.0,3561.0,639.0,1505.0,1614.0,1281.0,3855.0,345.0,1188.0,181.0,1279.0,442.0,420.0
356,PV28   ,2017JJ00,63.0,107.0,12.0,58197.0,26350.0,10677.0,2185.0,3265.0,699.0,1656.0,1643.0,1228.0,3919.0,324.0,949.0,201.0,1398.0,519.0,528.0
357,PV28   ,2018JJ00,63.0,112.0,11.0,58418.0,26500.0,10678.0,2255.0,3356.0,571.0,1695.0,1777.0,1025.0,3768.0,353.0,1189.0,154.0,1259.0,488.0,325.0
358,PV28   ,2019JJ00,67.0,117.0,12.0,59563.0,26500.0,11182.0,2346.0,3445.0,596.0,1927.0,1918.0,950.0,4368.0,332.0,1490.0,144.0,1424.0,590.0,388.0
359,PV28   ,2020JJ00,64.0,110.0,13.0,58630.0,27400.0,5126.0,1089.0,1484.0,316.0,615.0,1052.0,571.0,1102.0,116.0,495.0,63.0,196.0,191.0,41.0
360,PV28   ,2021JJ00,67.0,111.0,13.0,62064.0,27400.0,5486.0,1085.0,1216.0,494.0,617.0,849.0,1226.0,853.0,82.0,261.0,42.0,247.0,105.0,116.0
361,PV28   ,2022JJ00,68.0,114.0,14.0,59102.0,28066.0,11636.0,2025.0,3050.0,686.0,1817.0,1953.0,2104.0,3470.0,196.0,1334.0,107.0,900.0,478.0,454.0
362,PV28   ,2023JJ00,67.0,111.0,14.0,55742.0,,13200.0,3024.0,3444.0,602.0,1980.0,2207.0,1944.0,4195.0,345.0,1780.0,215.0,960.0,516.0,379.0
363,PV28   ,2024JJ00,67.0,108.0,15.0,56389.0,29555.0,13887.0,2789.0,3413.0,582.0,2016.0,2999.0,2089.0,4776.0,368.0,2275.0,201.0,1001.0,610.0,320.0
364,PV29   ,1999JJ00,9.0,6.0,2.0,1966.0,3500.0,540.0,145.0,166.0,40.0,48.0,101.0,40.0,155.0,21.0,48.0,35.0,18.0,29.0,4.0
365,PV29   ,2000JJ00,9.0,6.0,2.0,1966.0,3500.0,508.0,131.0,164.0,17.0,49.0,93.0,54.0,122.0,17.0,49.0,4.0,18.0,27.0,7.0
366,PV29   ,2001JJ00,7.0,7.0,2.0,2326.0,3500.0,595.0,126.0,277.0,16.0,46.0,84.0,47.0,127.0,15.0,56.0,4.0,17.0,28.0,6.0
367,PV29   ,2002JJ00,7.0,7.0,2.0,2326.0,3500.0,471.0,114.0,156.0,36.0,37.0,73.0,55.0,167.0,14.0,55.0,32.0,15.0,27.0,23.0
368,PV29   ,2003JJ00,8.0,8.0,,3594.0,,623.0,165.0,247.0,28.0,49.0,95.0,39.0,165.0,22.0,67.0,10.0,23.0,34.0,9.0
369,PV29   ,2004JJ00,8.0,8.0,,3596.0,,655.0,172.0,273.0,25.0,47.0,100.0,37.0,160.0,22.0,63.0,10.0,20.0,35.0,9.0
370,PV29   ,2005JJ00,7.0,9.0,0.0,3917.0,0.0,952.0,217.0,400.0,66.0,62.0,149.0,58.0,189.0,36.0,60.0,15.0,21.0,49.0,9.0
371,PV29   ,2006JJ00,7.0,9.0,0.0,4337.0,0.0,780.0,206.0,252.0,49.0,76.0,148.0,49.0,204.0,34.0,52.0,12.0,31.0,48.0,27.0
372,PV29   ,2007JJ00,7.0,9.0,0.0,3267.0,0.0,1149.0,235.0,516.0,59.0,85.0,159.0,95.0,191.0,36.0,60.0,10.0,30.0,44.0,11.0
373,PV29   ,2008JJ00,8.0,9.0,0.0,2802.0,0.0,935.0,194.0,477.0,35.0,36.0,126.0,66.0,130.0,24.0,51.0,6.0,10.0,30.0,8.0
374,PV29   ,2009JJ00,8.0,10.0,0.0,3739.0,0.0,719.0,226.0,257.0,46.0,50.0,108.0,33.0,248.0,33.0,135.0,11.0,24.0,37.0,8.0
375,PV29   ,2010JJ00,9.0,11.0,0.0,3961.0,0.0,1034.0,370.0,295.0,40.0,87.0,176.0,66.0,217.0,50.0,55.0,9.0,37.0,52.0,15.0
376,PV29   ,2011JJ00,9.0,11.0,0.0,3961.0,0.0,1452.0,427.0,524.0,73.0,90.0,196.0,143.0,256.0,54.0,71.0,12.0,33.0,58.0,27.0
377,PV29   ,2012JJ00,8.0,9.0,0.0,3565.0,0.0,931.0,286.0,258.0,55.0,69.0,157.0,106.0,189.0,37.0,59.0,8.0,27.0,41.0,17.0
378,PV29   ,2013JJ00,9.0,12.0,1.0,3702.0,200.0,944.0,302.0,268.0,67.0,57.0,180.0,70.0,148.0,37.0,47.0,11.0,13.0,33.0,8.0
379,PV29   ,2014JJ00,9.0,12.0,1.0,3522.0,200.0,844.0,217.0,254.0,58.0,45.0,158.0,110.0,117.0,22.0,38.0,7.0,6.0,35.0,9.0
380,PV29   ,2015JJ00,9.0,12.0,1.0,3702.0,200.0,803.0,226.0,251.0,37.0,22.0,162.0,106.0,134.0,26.0,42.0,7.0,4.0,39.0,17.0
381,PV29   ,2016JJ00,9.0,10.0,1.0,3894.0,,415.0,27.0,168.0,,11.0,44.0,162.0,103.0,8.0,26.0,,,19.0,46.0
382,PV29   ,2017JJ00,12.0,16.0,1.0,5677.0,,770.0,79.0,398.0,29.0,48.0,142.0,74.0,214.0,16.0,95.0,9.0,18.0,54.0,21.0
383,PV29   ,2018JJ00,12.0,13.0,4.0,4762.0,1460.0,710.0,55.0,430.0,23.0,26.0,87.0,88.0,141.0,10.0,69.0,6.0,7.0,30.0,18.0
384,PV29   ,2019JJ00,12.0,14.0,4.0,5206.0,890.0,670.0,69.0,406.0,22.0,51.0,87.0,35.0,147.0,11.0,70.0,5.0,20.0,32.0,9.0
385,PV29   ,2020JJ00,10.0,11.0,2.0,4878.0,680.0,199.0,23.0,109.0,6.0,12.0,35.0,14.0,28.0,3.0,13.0,1.0,3.0,6.0,3.0
386,PV29   ,2021JJ00,11.0,12.0,1.0,5247.0,,342.0,61.0,118.0,27.0,32.0,64.0,39.0,47.0,6.0,14.0,3.0,9.0,10.0,4.0
387,PV29   ,2022JJ00,11.0,13.0,3.0,4306.0,,650.0,66.0,322.0,17.0,62.0,126.0,55.0,128.0,8.0,61.0,2.0,17.0,34.0,6.0
388,PV29   ,2023JJ00,8.0,9.0,3.0,2452.0,750.0,394.0,,271.0,,,,35.0,52.0,,44.0,,,,4.0
389,PV29   ,2024JJ00,6.0,7.0,,1605.0,,311.0,,200.0,,,,,33.0,,27.0,,,,
390,PV30   ,1999JJ00,49.0,56.0,24.0,27713.0,24790.0,5192.0,1491.0,1462.0,366.0,591.0,851.0,431.0,2354.0,274.0,590.0,104.0,302.0,314.0,770.0
391,PV30   ,2000JJ00,48.0,58.0,24.0,29514.0,24790.0,5127.0,1401.0,1502.0,308.0,634.0,873.0,409.0,2355.0,313.0,609.0,94.0,351.0,476.0,512.0
392,PV30   ,2001JJ00,46.0,58.0,24.0,29514.0,24790.0,5426.0,1504.0,1606.0,302.0,625.0,892.0,498.0,2458.0,411.0,749.0,87.0,274.0,332.0,605.0
393,PV30   ,2002JJ00,46.0,59.0,24.0,30314.0,24790.0,5729.0,1275.0,1898.0,425.0,730.0,900.0,501.0,2444.0,283.0,752.0,97.0,387.0,325.0,601.0
394,PV30   ,2003JJ00,44.0,58.0,,29902.0,,5945.0,1344.0,2072.0,487.0,726.0,952.0,364.0,2005.0,256.0,743.0,146.0,399.0,346.0,116.0
395,PV30   ,2004JJ00,45.0,59.0,,30781.0,,5881.0,1398.0,2275.0,362.0,592.0,1002.0,252.0,2000.0,216.0,913.0,89.0,299.0,383.0,99.0
396,PV30   ,2005JJ00,44.0,64.0,18.0,33255.0,17165.0,5858.0,1155.0,2360.0,285.0,647.0,1089.0,322.0,2286.0,193.0,1079.0,62.0,532.0,345.0,75.0
397,PV30   ,2006JJ00,45.0,65.0,18.0,34571.0,47085.0,6690.0,1360.0,2595.0,329.0,830.0,1172.0,404.0,2622.0,220.0,1164.0,96.0,692.0,365.0,85.0
398,PV30   ,2007JJ00,46.0,69.0,20.0,35370.0,57890.0,7265.0,1549.0,2353.0,356.0,1027.0,1443.0,537.0,2805.0,250.0,1364.0,88.0,502.0,475.0,125.0
399,PV30   ,2008JJ00,47.0,69.0,19.0,35212.0,51135.0,7239.0,1917.0,2340.0,394.0,877.0,1183.0,528.0,2730.0,247.0,980.0,90.0,460.0,390.0,563.0
400,PV30   ,2009JJ00,49.0,71.0,26.0,35325.0,52960.0,8203.0,1970.0,3082.0,331.0,838.0,1400.0,581.0,2790.0,284.0,1115.0,67.0,427.0,411.0,486.0
401,PV30   ,2010JJ00,47.0,67.0,21.0,33978.0,50885.0,7533.0,1818.0,2406.0,361.0,813.0,1208.0,926.0,3007.0,304.0,1136.0,106.0,452.0,385.0,626.0
402,PV30   ,2011JJ00,49.0,70.0,23.0,32242.0,52558.0,7292.0,1768.0,2545.0,351.0,724.0,1346.0,557.0,2687.0,271.0,1078.0,75.0,347.0,360.0,557.0
403,PV30   ,2012JJ00,46.0,69.0,17.0,31435.0,44070.0,6279.0,1674.0,2162.0,300.0,636.0,1138.0,369.0,2412.0,280.0,1016.0,74.0,266.0,337.0,440.0
404,PV30   ,2013JJ00,43.0,63.0,19.0,30253.0,53595.0,6084.0,1293.0,2313.0,318.0,585.0,1100.0,475.0,2143.0,209.0,836.0,85.0,234.0,349.0,429.0
405,PV30   ,2014JJ00,42.0,65.0,15.0,31181.0,43695.0,6107.0,1414.0,2150.0,331.0,506.0,1074.0,632.0,2176.0,274.0,838.0,85.0,208.0,325.0,448.0
406,PV30   ,2015JJ00,42.0,65.0,15.0,32945.0,43695.0,5894.0,1194.0,2119.0,260.0,595.0,1004.0,722.0,2159.0,217.0,828.0,70.0,259.0,327.0,459.0
407,PV30   ,2016JJ00,44.0,73.0,14.0,34376.0,46545.0,5944.0,1028.0,2610.0,253.0,535.0,1077.0,440.0,1966.0,184.0,976.0,63.0,242.0,295.0,207.0
408,PV30   ,2017JJ00,42.0,70.0,16.0,32212.0,46020.0,6089.0,1058.0,2419.0,263.0,689.0,1064.0,596.0,2080.0,187.0,1029.0,67.0,291.0,334.0,173.0
409,PV30   ,2018JJ00,46.0,78.0,10.0,33385.0,46466.0,6601.0,1024.0,2703.0,291.0,733.0,1036.0,813.0,2211.0,191.0,1087.0,67.0,319.0,344.0,202.0
410,PV30   ,2019JJ00,47.0,75.0,10.0,33514.0,46396.0,6578.0,1143.0,2582.0,262.0,762.0,1146.0,684.0,2093.0,187.0,948.0,69.0,345.0,374.0,170.0
411,PV30   ,2020JJ00,43.0,72.0,9.0,33742.0,,3262.0,711.0,1127.0,188.0,368.0,651.0,217.0,590.0,74.0,225.0,31.0,98.0,140.0,22.0
412,PV30   ,2021JJ00,42.0,76.0,10.0,34033.0,4303.0,3043.0,527.0,1112.0,122.0,204.0,503.0,575.0,414.0,47.0,188.0,10.0,42.0,94.0,33.0
413,PV30   ,2022JJ00,40.0,68.0,,30946.0,,4872.0,645.0,2558.0,168.0,422.0,809.0,270.0,1586.0,101.0,988.0,36.0,136.0,279.0,45.0
414,PV30   ,2023JJ00,39.0,70.0,,30379.0,,6344.0,789.0,2767.0,214.0,680.0,1166.0,727.0,2184.0,139.0,1162.0,57.0,304.0,403.0,118.0
415,PV30   ,2024JJ00,41.0,76.0,,32308.0,,7074.0,863.0,3128.0,257.0,907.0,1143.0,777.0,2842.0,186.0,1551.0,72.0,417.0,445.0,172.0
416,PV31   ,1999JJ00,22.0,25.0,8.0,10101.0,23675.0,2199.0,616.0,584.0,176.0,240.0,266.0,317.0,647.0,86.0,216.0,66.0,112.0,106.0,60.0
417,PV31   ,2000JJ00,22.0,25.0,8.0,10101.0,23675.0,2466.0,833.0,568.0,127.0,229.0,345.0,364.0,693.0,96.0,228.0,47.0,107.0,116.0,99.0
418,PV31   ,2001JJ00,21.0,25.0,8.0,10101.0,23675.0,2158.0,724.0,535.0,142.0,253.0,291.0,213.0,696.0,96.0,229.0,76.0,126.0,105.0,64.0
419,PV31   ,2002JJ00,21.0,25.0,8.0,10101.0,23675.0,2449.0,1015.0,488.0,158.0,274.0,276.0,237.0,724.0,116.0,215.0,67.0,139.0,96.0,92.0
420,PV31   ,2003JJ00,19.0,25.0,,10887.0,,1918.0,615.0,384.0,135.0,262.0,275.0,247.0,649.0,120.0,155.0,46.0,145.0,109.0,75.0
421,PV31   ,2004JJ00,18.0,24.0,,9767.0,,1896.0,625.0,391.0,100.0,254.0,289.0,236.0,543.0,79.0,144.0,30.0,128.0,101.0,60.0
422,PV31   ,2005JJ00,17.0,24.0,6.0,12458.0,24155.0,2393.0,716.0,772.0,111.0,294.0,338.0,162.0,1430.0,145.0,555.0,59.0,447.0,165.0,59.0
423,PV31   ,2006JJ00,17.0,24.0,5.0,12610.0,23390.0,2571.0,615.0,778.0,157.0,294.0,363.0,365.0,653.0,92.0,224.0,45.0,136.0,100.0,56.0
424,PV31   ,2007JJ00,17.0,29.0,6.0,14556.0,20800.0,2372.0,632.0,816.0,139.0,284.0,288.0,213.0,664.0,101.0,232.0,36.0,147.0,95.0,53.0
425,PV31   ,2008JJ00,18.0,28.0,6.0,15674.0,23389.0,2515.0,733.0,913.0,133.0,352.0,268.0,116.0,754.0,95.0,278.0,49.0,198.0,101.0,32.0
426,PV31   ,2009JJ00,18.0,30.0,6.0,15684.0,24080.0,2746.0,812.0,954.0,133.0,350.0,300.0,198.0,768.0,112.0,263.0,39.0,187.0,107.0,60.0
427,PV31   ,2010JJ00,18.0,28.0,6.0,15521.0,24080.0,2588.0,871.0,814.0,117.0,306.0,256.0,224.0,650.0,104.0,197.0,33.0,153.0,84.0,78.0
