ID,BelastingschijfAardgas,SBI2008,Perioden,AantalDoorDeSchijfGehaaldeEenheden_1,LeveringVoorEigenGebruik_2,InzetVoorElektriciteitsproductie_3,NietEnergetischGebruik_4,BelastVerbruik_5
744,A050896,312200 ,2019JJ00,5,38800.0,27700.0,,11100.0
745,A050896,312200 ,2020JJ00,5,31200.0,24000.0,,7200.0
746,A050896,312200 ,2022JJ00,5,31000.0,22100.0,,8800.0
747,A050896,312500 ,2019JJ00,0,0.0,,,0.0
748,A050896,312500 ,2020JJ00,0,31800.0,,,31800.0
749,A050896,312500 ,2022JJ00,0,500.0,,,500.0
750,A050896,312505 ,2019JJ00,0,0.0,,,0.0
751,A050896,312505 ,2020JJ00,0,31800.0,,,31800.0
752,A050896,312505 ,2022JJ00,0,500.0,,,500.0
753,A050896,314000 ,2019JJ00,0,0.0,,,0.0
754,A050896,314000 ,2020JJ00,0,0.0,,,0.0
755,A050896,314000 ,2022JJ00,0,0.0,,,0.0
756,A050896,315200 ,2019JJ00,0,0.0,,,0.0
757,A050896,315200 ,2020JJ00,0,0.0,,,0.0
758,A050896,315200 ,2022JJ00,0,0.0,,,0.0
759,A050896,315800 ,2019JJ00,0,0.0,0.0,,0.0
760,A050896,315800 ,2020JJ00,0,0.0,0.0,,0.0
761,A050896,315800 ,2022JJ00,0,0.0,0.0,,0.0
762,A050896,317105 ,2019JJ00,10,339600.0,252000.0,,87600.0
763,A050896,317105 ,2020JJ00,10,306500.0,215200.0,,91300.0
764,A050896,317105 ,2022JJ00,10,299700.0,204100.0,,95600.0
765,A050896,317100 ,2019JJ00,10,337900.0,252000.0,,85900.0
766,A050896,317100 ,2020JJ00,10,306500.0,215200.0,,91300.0
767,A050896,317100 ,2022JJ00,10,299700.0,204100.0,,95600.0
768,A050896,318600 ,2019JJ00,0,1700.0,,,1700.0
769,A050896,318600 ,2020JJ00,0,0.0,,,0.0
770,A050896,318600 ,2022JJ00,0,0.0,,,0.0
771,A050896,320000 ,2019JJ00,5,1568300.0,425600.0,,1142700.0
772,A050896,320000 ,2020JJ00,5,1567200.0,498900.0,,1068300.0
773,A050896,320000 ,2022JJ00,5,598900.0,283400.0,,315500.0
774,A050896,320705 ,2019JJ00,40,6096600.0,1031600.0,3483900.0,1581100.0
775,A050896,320705 ,2020JJ00,40,6545400.0,1785300.0,3282600.0,1477500.0
776,A050896,320705 ,2022JJ00,35,4681000.0,1496900.0,2143300.0,1040800.0
777,A050896,B000645,2019JJ00,30,5622400.0,710100.0,3483900.0,1428400.0
778,A050896,B000645,2020JJ00,30,6099700.0,1487100.0,3282600.0,1329900.0
779,A050896,B000645,2022JJ00,25,4236500.0,1181400.0,2143300.0,911700.0
780,A050896,321100 ,2019JJ00,5,421400.0,311000.0,,110400.0
781,A050896,321100 ,2020JJ00,10,399600.0,292300.0,,107300.0
782,A050896,321100 ,2022JJ00,5,401400.0,310300.0,,91200.0
783,A050896,800046 ,2019JJ00,5,52800.0,10500.0,,42300.0
784,A050896,800046 ,2020JJ00,5,46200.0,5900.0,,40300.0
785,A050896,800046 ,2022JJ00,5,43100.0,5200.0,,37900.0
786,A050896,323700 ,2019JJ00,0,3400.0,,,3400.0
787,A050896,323700 ,2020JJ00,0,1300.0,,,1300.0
788,A050896,323700 ,2022JJ00,0,500.0,0.0,,500.0
789,A050896,324600 ,2019JJ00,15,252000.0,6100.0,,245900.0
790,A050896,324600 ,2020JJ00,15,236500.0,6200.0,,230200.0
791,A050896,324600 ,2022JJ00,15,292900.0,6100.0,,286900.0
792,A050896,B000646,2019JJ00,10,226400.0,800.0,,225600.0
793,A050896,B000646,2020JJ00,10,215500.0,900.0,,214600.0
794,A050896,B000646,2022JJ00,15,272200.0,700.0,,271500.0
795,A050896,B000647,2019JJ00,5,25600.0,5300.0,0.0,20300.0
796,A050896,B000647,2020JJ00,5,20900.0,5300.0,0.0,15600.0
797,A050896,B000647,2022JJ00,5,20700.0,5400.0,,15300.0
798,A050896,328100 ,2019JJ00,5,320400.0,32200.0,,288200.0
799,A050896,328100 ,2020JJ00,0,306300.0,35300.0,,271000.0
800,A050896,328100 ,2022JJ00,0,252500.0,29500.0,,223000.0
801,A050896,800047 ,2019JJ00,5,320200.0,32200.0,,288000.0
802,A050896,800047 ,2020JJ00,0,306300.0,35300.0,,271000.0
803,A050896,800047 ,2022JJ00,0,252500.0,29500.0,,223000.0
804,A050896,800048 ,2019JJ00,0,200.0,,,200.0
805,A050896,800048 ,2020JJ00,0,0.0,,,0.0
806,A050896,800048 ,2022JJ00,0,0.0,,,0.0
807,A050896,330300 ,2019JJ00,0,0.0,,,0.0
808,A050896,330300 ,2020JJ00,0,0.0,,,0.0
809,A050896,330300 ,2022JJ00,0,0.0,,,0.0
810,A050896,332905 ,2019JJ00,0,41600.0,,,41600.0
811,A050896,332905 ,2020JJ00,0,32700.0,,,32700.0
812,A050896,332905 ,2022JJ00,0,7000.0,,,7000.0
813,A050896,339200 ,2019JJ00,0,5000.0,,,5000.0
814,A050896,339200 ,2020JJ00,0,2400.0,,,2400.0
815,A050896,339200 ,2022JJ00,0,500.0,,,500.0
816,A050896,339205 ,2019JJ00,0,5000.0,,,5000.0
817,A050896,339205 ,2020JJ00,0,2400.0,,,2400.0
818,A050896,339205 ,2022JJ00,0,500.0,,,500.0
819,A050896,340200 ,2019JJ00,0,0.0,,,0.0
820,A050896,340200 ,2020JJ00,0,0.0,,,0.0
821,A050896,340200 ,2022JJ00,0,0.0,,,0.0
822,A050896,300023 ,2019JJ00,0,0.0,,,0.0
823,A050896,300023 ,2020JJ00,0,0.0,,,0.0
824,A050896,300023 ,2022JJ00,0,0.0,,,0.0
825,A050896,341600 ,2019JJ00,0,0.0,,,0.0
826,A050896,341600 ,2020JJ00,0,0.0,,,0.0
827,A050896,341600 ,2022JJ00,0,0.0,,,0.0
828,A050896,342400 ,2019JJ00,0,0.0,,,0.0
829,A050896,342400 ,2020JJ00,0,0.0,,,0.0
830,A050896,342400 ,2022JJ00,0,0.0,,,0.0
831,A050896,344400 ,2019JJ00,0,0.0,,,0.0
832,A050896,344400 ,2020JJ00,0,0.0,,,0.0
833,A050896,344400 ,2022JJ00,0,0.0,,,0.0
834,A050896,346600 ,2019JJ00,25,11907800.0,11715300.0,,192500.0
835,A050896,346600 ,2020JJ00,20,11547400.0,11330800.0,,216700.0
836,A050896,346600 ,2022JJ00,20,7315200.0,7173300.0,,141900.0
837,A050896,348000 ,2019JJ00,5,5700.0,5600.0,,0.0
838,A050896,348000 ,2020JJ00,5,10900.0,9500.0,,1300.0
839,A050896,348000 ,2022JJ00,5,,,,
840,A050896,350000 ,2019JJ00,0,0.0,,,0.0
841,A050896,350000 ,2020JJ00,0,0.0,,,0.0
842,A050896,350000 ,2022JJ00,0,0.0,,,0.0
843,A050896,354200 ,2019JJ00,0,0.0,0.0,,0.0
844,A050896,354200 ,2020JJ00,0,,0.0,,
845,A050896,354200 ,2022JJ00,0,,,,
846,A050896,383100 ,2019JJ00,5,55000.0,0.0,,55000.0
847,A050896,383100 ,2020JJ00,5,49700.0,0.0,,49700.0
848,A050896,383100 ,2022JJ00,0,,,,
849,A050896,389100 ,2019JJ00,0,0.0,0.0,,0.0
850,A050896,389100 ,2020JJ00,0,0.0,0.0,,0.0
851,A050896,389100 ,2022JJ00,0,0.0,,,0.0
852,A050896,391600 ,2019JJ00,0,0.0,0.0,,0.0
853,A050896,391600 ,2020JJ00,0,0.0,0.0,,0.0
854,A050896,391600 ,2022JJ00,0,0.0,,,0.0
855,A050896,396300 ,2019JJ00,0,0.0,0.0,,0.0
856,A050896,396300 ,2020JJ00,0,0.0,0.0,,0.0
857,A050896,396300 ,2022JJ00,0,0.0,,,0.0
858,A050896,402000 ,2019JJ00,0,0.0,0.0,,0.0
859,A050896,402000 ,2020JJ00,0,0.0,0.0,,0.0
860,A050896,402000 ,2022JJ00,0,0.0,,,0.0
861,A050896,403300 ,2019JJ00,0,0.0,0.0,,0.0
862,A050896,403300 ,2020JJ00,0,0.0,0.0,,0.0
863,A050896,403300 ,2022JJ00,0,0.0,,,0.0
864,A050896,410200 ,2019JJ00,0,0.0,0.0,,0.0
865,A050896,410200 ,2020JJ00,0,0.0,0.0,,0.0
866,A050896,410200 ,2022JJ00,0,0.0,,,0.0
867,A050896,417400 ,2019JJ00,0,0.0,0.0,,0.0
868,A050896,417400 ,2020JJ00,0,0.0,0.0,,0.0
869,A050896,417400 ,2022JJ00,0,0.0,,,0.0
870,A050896,419000 ,2019JJ00,0,,0.0,,
871,A050896,419000 ,2020JJ00,0,,0.0,,
872,A050896,419000 ,2022JJ00,0,,,,
873,A050896,422400 ,2019JJ00,5,,0.0,,
874,A050896,422400 ,2020JJ00,5,16900.0,0.0,,16900.0
875,A050896,422400 ,2022JJ00,5,13400.0,,,13400.0
876,A050896,428100 ,2019JJ00,0,0.0,0.0,,0.0
877,A050896,428100 ,2020JJ00,0,0.0,0.0,,0.0
878,A050896,428100 ,2022JJ00,0,0.0,,,0.0
879,A050896,435500 ,2019JJ00,0,0.0,0.0,,0.0
880,A050896,435500 ,2020JJ00,0,0.0,0.0,,0.0
881,A050896,435500 ,2022JJ00,0,0.0,,,0.0
882,A050896,440900 ,2019JJ00,0,0.0,0.0,,0.0
883,A050896,440900 ,2020JJ00,0,0.0,0.0,,0.0
884,A050896,440900 ,2022JJ00,0,0.0,,,0.0
