ID,LandbouwgoederenEnDiensten,Perioden,OutputTegenAfProducentwaarde_1,OutputBasisprijzen_2,OutputTegenAfProducentwaarde_3,OutputBasisprijzen_4,OutputTegenAfProducentwaarde_5,OutputBasisprijzen_6,OutputTegenAfProducentwaarde_7,OutputBasisprijzen_8
289,A045429,2005JJ00,1.0,1.0,3.0,3.0,7.5,7.5,46.4,46.4
290,A045429,2006JJ00,1.0,1.0,2.0,2.0,-4.0,-4.0,57.7,57.7
291,A045429,2007JJ00,2.0,2.0,2.0,2.0,-18.7,-18.7,86.2,86.2
292,A045429,2008JJ00,2.0,2.0,2.0,2.0,-0.6,-0.6,86.6,86.6
293,A045429,2009JJ00,2.0,2.0,3.0,3.0,26.1,26.1,72.3,72.3
294,A045429,2010JJ00,2.0,2.0,2.0,2.0,-23.0,-23.0,90.1,90.1
295,A045429,2011JJ00,2.0,2.0,2.0,2.0,5.6,5.6,112.6,112.6
296,A045429,2012JJ00,4.0,4.0,2.0,2.0,19.2,19.2,166.3,166.3
297,A045429,2013JJ00,3.0,3.0,3.0,3.0,8.2,8.2,102.0,102.0
298,A045429,2014JJ00,2.0,2.0,2.0,2.0,-7.8,-7.8,80.5,80.5
299,A045429,2015JJ00,2.0,2.0,3.0,3.0,3.0,3.0,80.5,80.5
300,A045429,2016JJ00,2.0,2.0,3.0,3.0,7.4,7.4,80.5,80.5
301,A045429,2017JJ00,2.0,2.0,3.0,3.0,-0.8,-0.8,80.0,80.0
302,A045429,2018JJ00,2.0,2.0,3.0,3.0,7.4,7.4,80.0,80.0
303,A045429,2019JJ00,2.0,2.0,3.0,3.0,-1.3,-1.3,80.0,80.0
304,A045429,2020JJ00,2.0,2.0,3.0,3.0,-8.8,-8.8,80.0,80.0
305,A045429,2021JJ00,2.0,2.0,2.0,2.0,-4.6,-4.6,100.0,100.0
306,A045429,2022JJ00,4.0,4.0,3.0,3.0,9.8,9.8,130.3,130.3
307,A045429,2023JJ00,2.0,2.0,2.0,2.0,-27.4,-27.4,86.1,86.1
308,A045429,2024JJ00,2.0,2.0,2.0,2.0,-2.6,-2.6,78.0,78.0
309,A045429,2025JJ00,2.0,2.0,2.0,2.0,21.5,21.5,66.9,66.9
310,A045430,1995JJ00,11.0,13.0,8.0,9.0,,,147.9,142.1
311,A045430,1996JJ00,17.0,18.0,12.0,13.0,52.8,45.3,141.8,136.9
312,A045430,1997JJ00,15.0,17.0,12.0,14.0,2.8,2.6,126.8,123.7
313,A045430,1998JJ00,16.0,18.0,13.0,15.0,5.1,5.1,126.1,123.5
314,A045430,1999JJ00,18.0,19.0,14.0,16.0,9.5,8.0,126.7,123.4
315,A045430,2000JJ00,55.0,57.0,49.0,52.0,252.6,230.8,112.1,109.7
316,A045430,2001JJ00,80.0,83.0,70.0,74.0,43.3,43.0,114.1,111.9
317,A045430,2002JJ00,69.0,74.0,64.0,67.0,-8.9,-9.1,107.6,109.4
318,A045430,2003JJ00,74.0,78.0,62.0,65.0,-2.6,-3.0,119.2,119.2
319,A045430,2004JJ00,65.0,65.0,59.0,59.0,-5.6,-10.3,110.2,110.2
320,A045430,2005JJ00,66.0,66.0,60.0,60.0,1.5,1.5,111.6,111.6
321,A045430,2006JJ00,45.0,45.0,45.0,45.0,-24.5,-24.5,100.6,100.6
322,A045430,2007JJ00,60.0,60.0,60.0,60.0,33.1,33.1,100.2,100.2
323,A045430,2008JJ00,66.0,66.0,65.0,65.0,9.3,9.3,100.6,100.6
324,A045430,2009JJ00,69.0,69.0,68.0,68.0,3.9,3.9,100.8,100.8
325,A045430,2010JJ00,51.0,51.0,51.0,51.0,-24.9,-24.9,100.5,100.5
326,A045430,2011JJ00,50.0,50.0,51.0,51.0,0.8,0.8,97.3,97.3
327,A045430,2012JJ00,51.0,51.0,49.0,49.0,-4.5,-4.5,104.2,104.2
328,A045430,2013JJ00,54.0,54.0,49.0,49.0,-1.1,-1.1,111.4,111.4
329,A045430,2014JJ00,41.0,41.0,47.0,47.0,-4.3,-4.3,88.4,88.4
330,A045430,2015JJ00,27.0,27.0,33.0,33.0,-28.9,-28.9,82.8,82.8
331,A045430,2016JJ00,17.0,17.0,18.0,18.0,-45.5,-45.5,93.2,93.2
332,A045430,2017JJ00,25.0,25.0,25.0,25.0,36.1,36.1,101.0,101.0
333,A045430,2018JJ00,18.0,18.0,17.0,17.0,-29.3,-29.3,101.0,101.0
334,A045430,2019JJ00,26.0,26.0,28.0,28.0,58.7,58.7,93.8,93.8
335,A045430,2020JJ00,34.0,34.0,32.0,32.0,17.7,17.7,106.3,106.3
336,A045430,2021JJ00,33.0,33.0,33.0,33.0,1.9,1.9,100.0,100.0
337,A045430,2022JJ00,39.0,39.0,38.0,38.0,15.2,15.2,102.6,102.6
338,A045430,2023JJ00,21.0,21.0,30.0,30.0,-20.5,-20.5,69.5,69.5
339,A045430,2024JJ00,16.0,16.0,25.0,25.0,-15.9,-15.9,63.0,63.0
340,A045430,2025JJ00,17.0,17.0,25.0,25.0,0.4,0.4,66.2,66.2
341,A045431,1995JJ00,4.0,4.0,7.0,7.0,,,55.1,55.1
342,A045431,1996JJ00,7.0,7.0,12.0,12.0,84.7,84.7,57.1,57.1
343,A045431,1997JJ00,7.0,7.0,14.0,14.0,10.2,10.2,52.5,52.5
344,A045431,1998JJ00,9.0,9.0,19.0,19.0,39.2,39.2,47.2,47.2
345,A045431,1999JJ00,7.0,7.0,15.0,15.0,-21.2,-21.2,47.3,47.3
346,A045431,2000JJ00,27.0,27.0,57.0,57.0,283.8,283.8,47.3,47.3
347,A045431,2001JJ00,18.0,18.0,24.0,24.0,-58.5,-58.5,76.8,76.8
348,A045431,2002JJ00,21.0,21.0,29.0,29.0,21.2,21.2,73.1,73.1
349,A045431,2003JJ00,22.0,22.0,27.0,27.0,-6.3,-6.3,80.0,80.0
350,A045431,2004JJ00,21.0,21.0,34.0,34.0,26.3,26.3,61.7,61.7
351,A045431,2005JJ00,22.0,22.0,43.0,43.0,27.8,27.8,50.0,50.0
352,A045431,2006JJ00,29.0,29.0,47.0,47.0,8.8,8.8,62.3,62.3
353,A045431,2007JJ00,40.0,40.0,43.0,43.0,-8.6,-8.6,93.0,93.0
354,A045431,2008JJ00,44.0,44.0,47.0,47.0,8.6,8.6,93.4,93.4
355,A045431,2009JJ00,32.0,32.0,41.0,41.0,-13.5,-13.5,77.9,77.9
356,A045431,2010JJ00,29.0,29.0,30.0,30.0,-27.2,-27.2,97.2,97.2
357,A045431,2011JJ00,25.0,25.0,21.0,21.0,-30.5,-30.5,121.4,121.4
358,A045431,2012JJ00,45.0,45.0,24.0,24.0,16.6,16.6,189.2,189.2
359,A045431,2013JJ00,25.0,25.0,23.0,23.0,-4.9,-4.9,109.3,109.3
360,A045431,2014JJ00,20.0,20.0,26.0,26.0,13.1,13.1,78.9,78.9
361,A045431,2015JJ00,19.0,19.0,25.0,25.0,-4.9,-4.9,78.9,78.9
362,A045431,2016JJ00,17.0,17.0,21.0,21.0,-12.6,-12.6,78.9,78.9
363,A045431,2017JJ00,22.0,22.0,27.0,27.0,28.2,28.2,80.0,80.0
364,A045431,2018JJ00,20.0,20.0,25.0,25.0,-9.3,-9.3,80.0,80.0
365,A045431,2019JJ00,22.0,22.0,27.0,27.0,10.2,10.2,80.0,80.0
366,A045431,2020JJ00,18.0,18.0,22.0,22.0,-20.3,-20.3,80.0,80.0
367,A045431,2021JJ00,23.0,23.0,23.0,23.0,6.2,6.2,100.0,100.0
368,A045431,2022JJ00,36.0,36.0,28.0,28.0,19.9,19.9,130.3,130.3
369,A045431,2023JJ00,23.0,23.0,27.0,27.0,-3.8,-3.8,84.5,84.5
370,A045431,2024JJ00,10.0,10.0,12.0,12.0,-53.5,-53.5,76.6,76.6
371,A045431,2025JJ00,19.0,19.0,29.0,29.0,132.6,132.6,65.6,65.6
372,A045432,1995JJ00,411.0,411.0,204.0,204.0,,,201.7,201.7
373,A045432,1996JJ00,418.0,418.0,216.0,216.0,6.0,6.0,193.6,193.6
374,A045432,1997JJ00,437.0,437.0,222.0,222.0,2.7,2.6,197.2,197.2
375,A045432,1998JJ00,385.0,385.0,186.0,186.0,-16.1,-16.1,206.9,206.9
376,A045432,1999JJ00,408.0,409.0,250.0,250.0,34.5,34.4,163.4,163.4
377,A045432,2000JJ00,416.0,416.0,240.0,240.0,-3.9,-3.9,173.0,173.0
378,A045432,2001JJ00,457.0,457.0,225.0,225.0,-6.2,-6.2,202.9,202.9
379,A045432,2002JJ00,426.0,426.0,241.0,241.0,6.8,6.8,176.8,176.8
380,A045432,2003JJ00,457.0,457.0,266.0,266.0,10.6,10.6,171.8,171.8
381,A045432,2004JJ00,470.0,470.0,266.0,266.0,0.1,0.1,176.5,176.5
382,A045432,2005JJ00,407.0,407.0,260.0,260.0,-2.5,-2.5,156.8,156.8
383,A045432,2006JJ00,362.0,362.0,233.0,233.0,-10.4,-10.4,155.7,155.7
384,A045432,2007JJ00,323.0,323.0,231.0,231.0,-0.4,-0.4,139.3,139.3
385,A045432,2008JJ00,306.0,306.0,225.0,225.0,-2.7,-2.7,135.8,135.8
386,A045432,2009JJ00,420.0,420.0,262.0,262.0,16.3,16.3,160.6,160.6
387,A045432,2010JJ00,372.0,372.0,230.0,230.0,-12.0,-12.0,161.3,161.3
388,A045432,2011JJ00,466.0,466.0,242.0,242.0,5.2,5.2,192.2,192.2
389,A045432,2012JJ00,496.0,496.0,251.0,251.0,3.7,3.7,197.3,197.3
390,A045432,2013JJ00,503.0,503.0,253.0,253.0,0.8,0.8,198.5,198.5
391,A045432,2014JJ00,471.0,471.0,298.0,298.0,17.6,17.6,158.3,158.3
392,A045432,2015JJ00,287.0,287.0,224.0,224.0,-24.7,-24.7,128.0,128.0
393,A045432,2016JJ00,307.0,307.0,253.0,253.0,12.6,12.6,121.7,121.7
394,A045432,2017JJ00,416.0,416.0,358.0,358.0,41.9,41.9,116.1,116.1
395,A045432,2018JJ00,288.0,288.0,311.0,311.0,-13.1,-13.1,92.5,92.5
396,A045432,2019JJ00,310.0,310.0,319.0,319.0,2.6,2.6,97.2,97.2
397,A045432,2020JJ00,296.0,296.0,320.0,320.0,0.3,0.3,92.4,92.4
398,A045432,2021JJ00,341.0,341.0,341.0,341.0,6.4,6.4,100.0,100.0
399,A045432,2022JJ00,589.0,589.0,357.0,357.0,4.7,4.7,164.9,164.9
400,A045432,2023JJ00,638.0,638.0,342.0,342.0,-4.2,-4.2,186.7,186.7
401,A045432,2024JJ00,565.0,565.0,327.0,327.0,-4.5,-4.5,173.1,173.1
402,A045432,2025JJ00,519.0,519.0,368.0,368.0,12.7,12.7,141.0,141.0
403,A045433,1995JJ00,10.0,10.0,7.0,7.0,,,142.4,142.4
404,A045433,1996JJ00,7.0,7.0,6.0,6.0,-19.9,-19.9,124.8,124.8
405,A045433,1997JJ00,6.0,6.0,5.0,5.0,-14.0,-14.0,125.0,125.0
406,A045433,1998JJ00,7.0,7.0,6.0,6.0,17.7,17.7,124.8,124.8
407,A045433,1999JJ00,8.0,8.0,8.0,8.0,44.2,44.2,99.9,99.9
408,A045433,2000JJ00,8.0,8.0,6.0,6.0,-24.9,-24.9,133.3,133.3
409,A045433,2001JJ00,6.0,6.0,6.0,6.0,-0.4,-0.4,100.0,100.0
410,A045433,2002JJ00,4.0,4.0,4.0,4.0,-33.8,-33.8,100.0,100.0
411,A045433,2003JJ00,4.0,4.0,4.0,4.0,2.3,2.3,100.0,100.0
412,A045433,2004JJ00,4.0,4.0,4.0,4.0,5.8,5.8,100.0,100.0
413,A045433,2005JJ00,6.0,6.0,6.0,6.0,30.3,30.3,100.0,100.0
414,A045433,2006JJ00,9.0,9.0,9.0,9.0,49.3,49.3,100.0,100.0
415,A045433,2007JJ00,9.0,9.0,9.0,9.0,4.3,4.3,100.0,100.0
416,A045433,2008JJ00,10.0,10.0,10.0,10.0,11.0,11.0,100.0,100.0
417,A045433,2009JJ00,10.0,10.0,10.0,10.0,1.6,1.6,100.0,100.0
418,A045433,2010JJ00,10.0,10.0,10.0,10.0,-0.1,-0.1,100.0,100.0
419,A045433,2011JJ00,7.0,7.0,7.0,7.0,-28.1,-28.1,100.0,100.0
420,A045433,2012JJ00,9.0,9.0,9.0,9.0,17.7,17.7,100.0,100.0
421,A045433,2013JJ00,11.0,11.0,11.0,11.0,30.8,30.8,100.0,100.0
422,A045433,2014JJ00,9.0,9.0,9.0,9.0,-17.5,-17.5,100.0,100.0
423,A045433,2015JJ00,7.0,7.0,10.0,10.0,8.4,8.4,75.0,75.0
424,A045433,2016JJ00,5.0,5.0,7.0,7.0,-34.3,-34.3,75.0,75.0
425,A045433,2017JJ00,5.0,5.0,7.0,7.0,9.5,9.5,75.0,75.0
426,A045433,2018JJ00,4.0,4.0,7.0,7.0,-4.6,-4.6,56.3,56.3
427,A045433,2019JJ00,5.0,5.0,7.0,7.0,-1.6,-1.6,75.0,75.0
428,A045433,2020JJ00,5.0,5.0,7.0,7.0,0.6,0.6,75.0,75.0
429,A045433,2021JJ00,5.0,5.0,5.0,5.0,-26.2,-26.2,100.0,100.0
430,A045433,2022JJ00,10.0,10.0,6.0,6.0,20.0,20.0,166.7,166.7
431,A045433,2023JJ00,9.0,9.0,6.0,6.0,0.0,0.0,150.0,150.0
432,A045433,2024JJ00,5.0,5.0,3.0,3.0,-44.4,-44.4,150.0,150.0
433,A045433,2025JJ00,7.0,7.0,5.0,5.0,38.0,38.0,141.5,141.5
434,A045434,1995JJ00,1.0,1.0,1.0,1.0,,,85.9,85.9
435,A045434,1996JJ00,0.0,0.0,0.0,0.0,-26.3,-26.3,107.4,107.4
436,A045434,1997JJ00,1.0,1.0,0.0,0.0,3.2,3.2,125.3,125.3
437,A045434,1998JJ00,1.0,1.0,1.0,1.0,61.5,61.5,118.7,118.7
438,A045434,1999JJ00,1.0,1.0,1.0,1.0,84.6,84.6,96.2,96.2
439,A045434,2000JJ00,1.0,1.0,1.0,1.0,-29.1,-29.1,132.3,132.3
440,A045434,2001JJ00,1.0,1.0,1.0,1.0,-22.7,-22.7,100.0,100.0
441,A045434,2002JJ00,0.0,0.0,0.0,0.0,-54.0,-54.0,100.0,100.0
442,A045434,2003JJ00,1.0,1.0,1.0,1.0,94.3,94.3,100.0,100.0
443,A045434,2004JJ00,1.0,1.0,1.0,1.0,115.6,115.6,100.0,100.0
444,A045434,2005JJ00,3.0,3.0,3.0,3.0,67.7,67.7,100.0,100.0
445,A045434,2006JJ00,5.0,5.0,5.0,5.0,97.3,97.3,100.0,100.0
446,A045434,2007JJ00,6.0,6.0,6.0,6.0,16.5,16.5,100.0,100.0
447,A045434,2008JJ00,5.0,5.0,5.0,5.0,-6.5,-6.5,100.0,100.0
448,A045434,2009JJ00,6.0,6.0,6.0,6.0,4.1,4.1,100.0,100.0
449,A045434,2010JJ00,6.0,6.0,6.0,6.0,2.6,2.6,100.0,100.0
450,A045434,2011JJ00,4.0,4.0,4.0,4.0,-37.5,-37.5,100.0,100.0
451,A045434,2012JJ00,4.0,4.0,4.0,4.0,19.4,19.4,100.0,100.0
452,A045434,2013JJ00,6.0,6.0,6.0,6.0,35.8,35.8,100.0,100.0
453,A045434,2014JJ00,6.0,6.0,6.0,6.0,-1.3,-1.3,100.0,100.0
454,A045434,2015JJ00,4.0,4.0,5.0,5.0,-12.5,-12.5,75.0,75.0
455,A045434,2016JJ00,2.0,2.0,3.0,3.0,-40.0,-40.0,75.0,75.0
456,A045434,2017JJ00,3.0,3.0,4.0,4.0,47.0,47.0,75.0,75.0
457,A045434,2018JJ00,2.0,2.0,4.0,4.0,-20.1,-20.1,56.3,56.3
458,A045434,2019JJ00,2.0,2.0,3.0,3.0,-8.9,-8.9,75.0,75.0
459,A045434,2020JJ00,2.0,2.0,3.0,3.0,-1.1,-1.1,75.0,75.0
460,A045434,2021JJ00,2.0,2.0,2.0,2.0,-31.5,-31.5,100.0,100.0
461,A045434,2022JJ00,5.0,5.0,3.0,3.0,48.7,48.7,166.7,166.7
462,A045434,2023JJ00,6.0,6.0,4.0,4.0,15.2,15.2,150.0,150.0
463,A045434,2024JJ00,3.0,3.0,2.0,2.0,-48.0,-48.0,150.0,150.0
464,A045434,2025JJ00,,,,,,,,
465,A045435,1995JJ00,9.0,9.0,6.0,6.0,,,148.1,148.1
466,A045435,1996JJ00,7.0,7.0,5.0,5.0,-19.5,-19.5,126.9,126.9
467,A045435,1997JJ00,5.0,5.0,4.0,4.0,-15.3,-15.3,125.1,125.1
468,A045435,1998JJ00,6.0,6.0,5.0,5.0,13.0,13.0,126.0,126.0
469,A045435,1999JJ00,7.0,7.0,7.0,7.0,38.3,38.3,100.6,100.6
470,A045435,2000JJ00,7.0,7.0,5.0,5.0,-24.1,-24.1,133.4,133.4
471,A045435,2001JJ00,5.0,5.0,5.0,5.0,3.9,3.9,100.0,100.0
472,A045435,2002JJ00,4.0,4.0,4.0,4.0,-30.9,-30.9,100.0,100.0
473,A045435,2003JJ00,3.0,3.0,3.0,3.0,-6.6,-6.6,100.0,100.0
474,A045435,2004JJ00,3.0,3.0,3.0,3.0,-16.2,-16.2,100.0,100.0
475,A045435,2005JJ00,3.0,3.0,3.0,3.0,11.0,11.0,100.0,100.0
476,A045435,2006JJ00,4.0,4.0,4.0,4.0,12.0,12.0,100.0,100.0
477,A045435,2007JJ00,3.0,3.0,3.0,3.0,-12.5,-12.5,100.0,100.0
478,A045435,2008JJ00,5.0,5.0,5.0,5.0,42.8,42.8,100.0,100.0
479,A045435,2009JJ00,4.0,4.0,4.0,4.0,-1.3,-1.3,100.0,100.0
480,A045435,2010JJ00,4.0,4.0,4.0,4.0,-3.6,-3.6,100.0,100.0
481,A045435,2011JJ00,4.0,4.0,4.0,4.0,-15.5,-15.5,100.0,100.0
482,A045435,2012JJ00,4.0,4.0,4.0,4.0,16.0,16.0,100.0,100.0
483,A045435,2013JJ00,5.0,5.0,5.0,5.0,25.6,25.6,100.0,100.0
484,A045435,2014JJ00,3.0,3.0,3.0,3.0,-35.3,-35.3,100.0,100.0
485,A045435,2015JJ00,4.0,4.0,5.0,5.0,43.6,43.6,75.0,75.0
486,A045435,2016JJ00,3.0,3.0,4.0,4.0,-28.5,-28.5,75.0,75.0
487,A045435,2017JJ00,2.0,2.0,3.0,3.0,-22.8,-22.8,75.0,75.0
488,A045435,2018JJ00,2.0,2.0,3.0,3.0,20.8,20.8,56.2,56.2
489,A045435,2019JJ00,3.0,3.0,3.0,3.0,6.3,6.3,75.0,75.0
490,A045435,2020JJ00,3.0,3.0,4.0,4.0,2.3,2.3,75.0,75.0
491,A045435,2021JJ00,3.0,3.0,3.0,3.0,-21.3,-21.3,100.0,100.0
492,A045435,2022JJ00,5.0,5.0,3.0,3.0,-2.5,-2.5,166.7,166.7
493,A045435,2023JJ00,3.0,3.0,2.0,2.0,-18.2,-18.2,150.0,150.0
494,A045435,2024JJ00,2.0,2.0,1.0,1.0,-38.5,-38.5,150.0,150.0
495,A045435,2025JJ00,,,,,,,,
496,A045436,1995JJ00,47.0,47.0,14.0,14.0,,,326.0,326.0
497,A045436,1996JJ00,30.0,30.0,19.0,19.0,32.4,32.4,157.6,157.6
498,A045436,1997JJ00,36.0,36.0,26.0,26.0,33.5,33.5,141.1,141.1
499,A045436,1998JJ00,31.0,31.0,24.0,24.0,-5.9,-5.9,130.4,130.4
500,A045436,1999JJ00,32.0,32.0,26.0,26.0,9.8,9.8,121.5,121.5
501,A045436,2000JJ00,30.0,30.0,23.0,23.0,-14.2,-14.2,130.7,130.7
502,A045436,2001JJ00,40.0,40.0,28.0,28.0,23.5,23.5,141.4,141.4
503,A045436,2002JJ00,40.0,40.0,30.0,30.0,7.2,7.2,134.2,134.2
504,A045436,2003JJ00,59.0,59.0,42.0,42.0,39.8,39.8,140.1,140.1
505,A045436,2004JJ00,60.0,60.0,47.0,47.0,10.9,10.9,128.1,128.1
506,A045436,2005JJ00,41.0,41.0,31.0,31.0,-33.8,-33.8,133.2,133.2
507,A045436,2006JJ00,23.0,23.0,18.0,18.0,-43.0,-43.0,132.1,132.1
508,A045436,2007JJ00,15.0,15.0,11.0,11.0,-37.9,-37.9,134.4,134.4
509,A045436,2008JJ00,16.0,16.0,11.0,11.0,-2.9,-2.9,147.2,147.2
510,A045436,2009JJ00,20.0,20.0,12.0,12.0,17.8,17.8,162.8,162.8
511,A045436,2010JJ00,19.0,19.0,11.0,11.0,-7.7,-7.7,164.6,164.6
512,A045436,2011JJ00,14.0,14.0,8.0,8.0,-33.5,-33.5,178.3,178.3
513,A045436,2012JJ00,18.0,18.0,9.0,9.0,15.4,15.4,202.0,202.0
514,A045436,2013JJ00,18.0,18.0,9.0,9.0,0.4,0.4,201.8,201.8
515,A045436,2014JJ00,15.0,15.0,8.0,8.0,-5.3,-5.3,176.8,176.8
516,A045436,2015JJ00,12.0,12.0,8.0,8.0,0.0,0.0,138.9,138.9
517,A045436,2016JJ00,9.0,9.0,8.0,8.0,-9.6,-9.6,125.0,125.0
518,A045436,2017JJ00,12.0,12.0,10.0,10.0,33.9,33.9,114.6,114.6
519,A045436,2018JJ00,8.0,8.0,9.0,9.0,-8.7,-8.7,91.7,91.7
520,A045436,2019JJ00,10.0,10.0,11.0,11.0,13.8,13.8,91.7,91.7
521,A045436,2020JJ00,11.0,11.0,12.0,12.0,11.7,11.7,91.7,91.7
522,A045436,2021JJ00,13.0,13.0,13.0,13.0,10.3,10.3,100.0,100.0
523,A045436,2022JJ00,17.0,17.0,12.0,12.0,-7.7,-7.7,141.7,141.7
524,A045436,2023JJ00,29.0,29.0,20.0,20.0,70.6,70.6,141.7,141.7
525,A045436,2024JJ00,16.0,16.0,16.0,16.0,-23.6,-23.6,99.4,99.4
526,A045436,2025JJ00,13.0,13.0,16.0,16.0,-0.2,-0.2,80.5,80.5
527,A045437,1995JJ00,342.0,342.0,172.0,172.0,,,199.2,199.2
528,A045437,1996JJ00,371.0,371.0,178.0,178.0,3.5,3.5,208.4,208.4
529,A045437,1997JJ00,373.0,373.0,178.0,178.0,0.2,0.2,209.5,209.5
530,A045437,1998JJ00,328.0,328.0,146.0,146.0,-17.8,-17.8,224.3,224.3
531,A045437,1999JJ00,345.0,345.0,201.0,201.0,37.3,37.3,171.4,171.4
532,A045437,2000JJ00,351.0,351.0,193.0,193.0,-3.8,-3.8,181.2,181.2
533,A045437,2001JJ00,386.0,386.0,177.0,177.0,-8.3,-8.3,217.4,217.4
534,A045437,2002JJ00,351.0,351.0,190.0,190.0,6.9,6.9,185.0,185.0
535,A045437,2003JJ00,361.0,361.0,204.0,204.0,7.5,7.5,177.3,177.3
536,A045437,2004JJ00,371.0,371.0,199.0,199.0,-2.2,-2.2,185.9,185.9
537,A045437,2005JJ00,327.0,327.0,203.0,203.0,1.7,1.7,161.3,161.3
538,A045437,2006JJ00,305.0,305.0,191.0,191.0,-6.0,-6.0,160.0,160.0
539,A045437,2007JJ00,282.0,282.0,200.0,200.0,4.9,4.9,141.1,141.1
540,A045437,2008JJ00,262.0,262.0,193.0,193.0,-3.3,-3.3,135.7,135.7
541,A045437,2009JJ00,368.0,368.0,226.0,226.0,17.1,17.1,162.5,162.5
542,A045437,2010JJ00,327.0,327.0,200.0,200.0,-11.7,-11.7,163.4,163.4
543,A045437,2011JJ00,431.0,431.0,220.0,220.0,10.0,10.0,196.0,196.0
544,A045437,2012JJ00,446.0,446.0,222.0,222.0,1.1,1.1,200.6,200.6
545,A045437,2013JJ00,454.0,454.0,225.0,225.0,1.1,1.1,202.0,202.0
546,A045437,2014JJ00,432.0,432.0,271.0,271.0,20.4,20.4,159.4,159.4
547,A045437,2015JJ00,251.0,251.0,194.0,194.0,-28.3,-28.3,129.3,129.3
548,A045437,2016JJ00,277.0,277.0,225.0,225.0,16.0,16.0,123.0,123.0
549,A045437,2017JJ00,387.0,387.0,330.0,330.0,46.4,46.4,117.3,117.3
550,A045437,2018JJ00,267.0,267.0,286.0,286.0,-13.4,-13.4,93.5,93.5
551,A045437,2019JJ00,283.0,283.0,288.0,288.0,1.0,1.0,98.0,98.0
552,A045437,2020JJ00,272.0,272.0,293.0,293.0,1.6,1.6,92.9,92.9
553,A045437,2021JJ00,310.0,310.0,310.0,310.0,5.8,5.8,100.0,100.0
554,A045437,2022JJ00,546.0,546.0,327.0,327.0,5.5,5.5,167.0,167.0
555,A045437,2023JJ00,584.0,584.0,305.0,305.0,-6.8,-6.8,191.6,191.6
556,A045437,2024JJ00,523.0,523.0,290.0,290.0,-5.0,-5.0,180.5,180.5
557,A045437,2025JJ00,480.0,480.0,328.0,328.0,13.3,13.3,146.2,146.2
558,A045438,1995JJ00,11.0,11.0,19.0,19.0,,,58.9,59.0
559,A045438,1996JJ00,10.0,10.0,18.0,19.0,-4.1,-3.3,56.0,56.0
560,A045438,1997JJ00,22.0,22.0,20.0,20.0,10.8,9.9,105.9,106.0
561,A045438,1998JJ00,18.0,18.0,18.0,18.0,-13.2,-12.6,100.1,100.3
562,A045438,1999JJ00,24.0,24.0,22.0,22.0,21.9,21.7,108.7,108.8
563,A045438,2000JJ00,27.0,27.0,25.0,25.0,15.0,15.0,108.9,109.0
564,A045438,2001JJ00,26.0,26.0,22.0,22.0,-12.5,-12.6,118.8,118.8
565,A045438,2002JJ00,31.0,31.0,25.0,25.0,14.3,13.9,122.7,122.7
566,A045438,2003JJ00,33.0,33.0,27.0,27.0,7.9,7.9,122.1,122.1
567,A045438,2004JJ00,35.0,35.0,28.0,28.0,4.6,4.6,125.4,125.4
568,A045438,2005JJ00,33.0,33.0,29.0,29.0,1.9,1.9,115.7,115.7
569,A045438,2006JJ00,25.0,25.0,22.0,22.0,-23.9,-23.9,115.8,115.8
570,A045438,2007JJ00,17.0,17.0,15.0,15.0,-32.2,-32.2,113.1,113.1
571,A045438,2008JJ00,18.0,18.0,15.0,15.0,0.4,0.4,121.2,121.2
572,A045438,2009JJ00,22.0,22.0,17.0,17.0,11.4,11.4,134.2,134.2
573,A045438,2010JJ00,16.0,16.0,12.0,12.0,-27.1,-27.1,132.9,132.9
574,A045438,2011JJ00,14.0,14.0,9.0,9.0,-26.7,-26.7,155.1,155.1
575,A045438,2012JJ00,23.0,23.0,15.0,15.0,65.1,65.1,158.6,158.6
576,A045438,2013JJ00,20.0,20.0,12.0,12.0,-16.1,-16.1,160.1,160.1
577,A045438,2014JJ00,16.0,16.0,11.0,11.0,-7.0,-7.0,137.8,137.8
578,A045438,2015JJ00,17.0,17.0,15.0,15.0,31.9,31.9,112.8,112.8
579,A045438,2016JJ00,16.0,16.0,15.0,15.0,-1.6,-1.6,106.4,106.4
580,A045438,2017JJ00,12.0,12.0,11.0,11.0,-23.8,-23.8,107.2,107.2
581,A045438,2018JJ00,9.0,9.0,10.0,10.0,-10.8,-10.8,86.3,86.3
582,A045438,2019JJ00,13.0,13.0,14.0,14.0,42.1,42.1,90.2,90.2
583,A045438,2020JJ00,8.0,8.0,9.0,9.0,-35.2,-35.2,88.0,88.0
584,A045438,2021JJ00,13.0,13.0,13.0,13.0,39.5,39.5,100.0,100.0
585,A045438,2022JJ00,16.0,16.0,12.0,12.0,-7.3,-7.3,130.7,130.7
586,A045438,2023JJ00,16.0,16.0,12.0,12.0,0.9,0.9,133.9,133.9
587,A045438,2024JJ00,22.0,22.0,20.0,20.0,68.9,68.9,105.9,105.9
588,A045438,2025JJ00,20.0,20.0,20.0,20.0,0.0,0.0,96.9,96.9
589,A045439,1995JJ00,3.0,3.0,6.0,6.0,,,40.5,39.8
590,A045439,1996JJ00,1.0,1.0,5.0,5.0,-22.8,-19.2,28.2,28.2
591,A045439,1997JJ00,12.0,12.0,8.0,8.0,62.9,52.7,157.8,158.0
592,A045439,1998JJ00,8.0,8.0,6.0,6.0,-24.8,-23.7,138.3,138.8
