ID,ZorginstellingenSBI2008,Perioden,Ondernemingen_1,TotaalBedrijfsopbrengsten_2,TotaalNettoOmzet_3,WettelijkBudget_4,OpbrengstenDBCSDBCZorgproducten_5,TotaalOverigeNettoOmzet_6,ZorgprestatiesTussenInstellingen_7,PersoonsgebondenEnVolgendeBudgetten_8,OverigeZorgprestaties_9,OverigeDienstverlening_10,TotaalOverigeBedrijfsopbrengsten_11,WmoSubsidiesHuishoudelijkeHulp_12,OverigeSubsidiesEnBijdragen_13,NietEerderGenoemdeBedrijfsopbrengsten_14,TotaalBedrijfslasten_15,TotaalArbeidskosten_16,LonenEnSalarissen_17,PensioenlastenEnSocialeLasten_18,AfschrijvingenOpVasteActiva_19,BijzondereWaardeverminderingen_20,TotaalOverigeBedrijfslasten_21,TotaalAnderePersoneelskosten_22,KostenUitzendkrachtenEnOverigeInleen_23,OverigePersoneelskosten_24,TotaalNietEerderGenoemdeBedrLasten_25,VoedingEnHotelmatigeKosten_26,AlgemeneKosten_27,ClientEnBewonersgebondenKosten_28,OnderhoudsEnEnergiekosten_29,HuurOperationeleLeasingKapGoederen_30,AndereBedrijfslasten_31,Bedrijfsresultaat_32,FinancieleBaten_33,FinancieleLasten_34,FinancieelResultaat_35,BuitengewoneBaten_36,BuitengewoneLasten_37,BuitengewoonResultaat_38,ResultaatVoorBelastingen_39,TotaalActiva_40,ImmaterieleVasteActiva_41,MaterieleVasteActiva_42,TotaalFinancieleVasteActiva_43,Deelnemingen_44,OverigeLanglopendeVorderingen_45,TotaalVoorraden_46,Voorraden_47,OnderhandenWerkDBCS_48,TotaalKortlopendeVorderingen_49,VorderingenOpDebiteuren_50,VorderingenUHVBekostiging_51,OverigeKortlopendeVorderingen_52,Effecten_53,LiquideMiddelen_54,TotaalPassiva_55,TotaalEigenVermogen_56,Kapitaal_57,CollectiefGefinGebVermogen_58,NietCollectiefGefinVrijVermogen_59,Voorzieningen_60,LanglopendeSchulden_61,TotaalKortlopendeSchulden_62,SchuldenAanKredietinstellingen_63,Crediteuren_64,AflossingsverplichtingLanglopLening_65,SchuldenUHVBekostiging_66,OverigeKortlopendeSchulden_67,BoekwaardePer1Januari_68,Investeringen_69,Herwaarderingen_70,Desinvesteringen_71,Afschrijvingen_72,BijzondereWaardeverminderingen_73,TerugnameAfgeschrevenActiva_74,BoekwaardePer31December_75,WettelijkBudgetVerslagjaar_76,OpbrengstenTerDekkingWettelijkBudget_77,FinancieringsverschilBudgetOpbrengsten_78,BanenWerknemers_79,ArbeidsjarenWerknemers_80,BeddenKlinischeDagDeeltijdbehand_81,KlinischeVerpleegdagen_82,DagEnDeeltijdbehandelingen_83,EerstePolikliniekbezoeken_84,KlinischeOpnamen_85,BeddenKlinischeBehandeling_86,PoliklinischeBehandelplaatsen_87,KlinischeVerpleegdagen_88,Revalidatiebehandeluren_89,EersteConsulten_90,BeddenKlinischeEnDeeltijdbehandGGZ_91,KlinischeVerpleegdagenGGZ_92,Deeltijdbehandelingen_93,PoliklinischeFaceToFaceContacten_94,EersteKlinischeOpnamen_95,TotaalGGZZZPExclKindEnJeugd_96,VoortgezetVerblijfInclBHInclDB_97,VoortgezetVerblijfInclBHExclDB_98,BeschutBeschermdWonenExclBHInclDB_99,BeschutBeschermdWonenExclBHExclDB_100,BeddenGGZKJ_101,PlaatsenKleinschaligWonenGGZKJ_102,VerpleegdagenGGZKJ_103,VerzorgDagKleinschaligWonenGGZKJ_104,IntramurPlaatsenMetBehandelingGHZ_105,IntramurPlaatsZonderBehandelingGHZ_106,TotaalGHZZZP_107,TotaalGHZZZPVG_108,MetEnigeBegeleidingInclDB_109,MetEnigeBegeleidingExclDB_110,OverigeZZPInclBHInclDB_111,OverigeZZPInclBHExclDB_112,OverigeZZPExclBHInclDB_113,OverigeZZPExclBHExclDB_114,LichtVerstandelijkGehandicaptenLVG_115,SterkGedragsgestLichtVerstGeh_116,TotaalGHZZZPLG_117,MetEnigeBegelEnEnigeVerz_118,OverigeZZPInclBHInclDB_119,OverigeZZPInclBHExclDB_120,OverigeZZPExclBHInclDB_121,OverigeZZPExclBHExclDB_122,TotaalGHZZZPZG_123,ZintuiglijkGehandicaptenAuditief_124,ZintuiglijkGehandicaptenVisueel_125,IntramurPlaatsenMetBehandelingVPH_126,IntramurPlaatsenZonderBehandelingVZH_127,TotaalVVZZP_128,TotaalVVZZPBeschutWonen_129,BegeleidingEnEnigeVerzorging_130,BegeleidingEnVerzorgingInclBH_131,BegeleidingEnVerzorgingExclBH_132,TotaalVVZZPBeschermdWonen_133,IntensieveDementieZorgInclBH_134,IntensieveDementieZorgExclBH_135,MetNadrukOpLichVerzorgingInclBH_136,MetNadrukOpLichVerzorgingExclBH_137,HerstelgerichteBehandeling_138,IntensiefPalliatiefTerminaleZorg_139,UrenExtramuraleHuishoudelijkeVerz_140,UrenExtramuralePersoonlijkeVerz_141,UrenExtramuraleVerpleging_142,UrenExtramBegeleidingExclDagact_143,UrenExtramuraleBehandeling_144,UrenDagactiviteitGGZ_145,DagdelenDagactiviteitGHZ_146,DagdelenDagactiviteitVV_147,TotaalVPT_148,DagenVPTGGZ_149,DagenVPTGHZ_150,DagenVPTVV_151
44,800028  ,2008JJ00,491.0,14360.0,12679.0,11617.0,38.0,1024.0,121.0,45.0,465.0,393.0,1681.0,947.0,172.0,562.0,14131.0,9044.0,7395.0,1649.0,683.0,,4405.0,1175.0,792.0,383.0,3230.0,947.0,769.0,356.0,503.0,619.0,35.0,228.0,49.0,261.0,-212.0,7.0,10.0,-3.0,14.0,10669.0,13.0,8101.0,153.0,13.0,141.0,42.0,20.0,22.0,1179.0,380.0,376.0,423.0,15.0,1166.0,10669.0,2398.0,33.0,1902.0,463.0,442.0,4219.0,3611.0,812.0,503.0,313.0,65.0,1919.0,7762.0,1439.0,,397.0,663.0,,41.0,8101.0,11622.0,11354.0,268.0,390940.0,210910.0,700.0,155.0,35.0,151.0,28.0,,,,,,,,0.0,73.0,0.0,,,,,,,,,,1150.0,700.0,,,,,,,,,,,,,,,,,,,,65490.0,94240.0,,,,,,,,,,,,,51107.0,32667.0,8302.0,8810.0,84.0,,,,,,,
45,800028  ,2009JJ00,473.0,14880.0,13129.0,12092.0,59.0,978.0,113.0,59.0,421.0,385.0,1751.0,993.0,201.0,558.0,14394.0,9142.0,7529.0,1614.0,778.0,41.0,4433.0,1075.0,695.0,380.0,3358.0,961.0,848.0,333.0,532.0,653.0,31.0,487.0,29.0,232.0,-203.0,3.0,2.0,1.0,285.0,11250.0,15.0,8300.0,183.0,16.0,168.0,58.0,19.0,40.0,1239.0,350.0,513.0,376.0,9.0,1445.0,11250.0,2684.0,33.0,2135.0,517.0,475.0,4325.0,3765.0,848.0,482.0,328.0,82.0,2024.0,8115.0,1336.0,17.0,338.0,771.0,30.0,29.0,8300.0,12057.0,11727.0,330.0,399720.0,212530.0,700.0,156.0,42.0,151.0,29.0,20.0,0.0,15.0,10.0,0.0,,,0.0,130.0,0.0,,,,,,,,,,1170.0,680.0,,,,,,,,,,,,,,,,,,,,66460.0,91400.0,,,,,,,,,,,,,52819.0,35227.0,7165.0,7604.0,136.0,,,,,,,
46,800028  ,2010JJ00,465.0,15281.0,13577.0,12522.0,64.0,990.0,68.0,65.0,461.0,397.0,1704.0,1082.0,292.0,330.0,14793.0,9575.0,7861.0,1714.0,842.0,6.0,4370.0,978.0,578.0,400.0,3392.0,952.0,863.0,325.0,513.0,688.0,51.0,488.0,29.0,238.0,-210.0,5.0,3.0,2.0,279.0,12432.0,14.0,9122.0,173.0,20.0,153.0,42.0,19.0,23.0,1196.0,317.0,454.0,425.0,6.0,1879.0,12432.0,3005.0,36.0,2364.0,604.0,499.0,5262.0,3666.0,595.0,502.0,332.0,70.0,2168.0,8578.0,1739.0,192.0,511.0,787.0,29.0,60.0,9122.0,12496.0,12164.0,331.0,421520.0,220090.0,700.0,142.0,35.0,158.0,38.0,20.0,10.0,18.0,28.0,1.0,390.0,138.0,33.0,512.0,2.0,884.0,177.0,16.0,468.0,224.0,0.0,0.0,0.0,0.0,1270.0,670.0,2061.0,714.0,50.0,61.0,373.0,60.0,123.0,48.0,0.0,0.0,1215.0,128.0,611.0,124.0,257.0,94.0,132.0,39.0,93.0,72140.0,88690.0,54656.0,26003.0,12485.0,1341.0,12177.0,28653.0,15719.0,2403.0,5139.0,2186.0,3003.0,203.0,49601.0,36826.0,6655.0,6836.0,160.0,317.0,343.0,7790.0,250.0,2.0,7.0,241.0
47,800028  ,2011JJ00,453.0,15714.0,13931.0,12912.0,66.0,952.0,59.0,69.0,468.0,357.0,1783.0,1183.0,278.0,322.0,15189.0,9909.0,8133.0,1776.0,781.0,47.0,4452.0,1062.0,654.0,408.0,3390.0,958.0,849.0,338.0,499.0,698.0,47.0,525.0,36.0,259.0,-223.0,14.0,6.0,8.0,310.0,13141.0,13.0,9603.0,264.0,16.0,249.0,64.0,21.0,42.0,1149.0,313.0,451.0,385.0,3.0,2045.0,13141.0,3340.0,50.0,2633.0,657.0,520.0,5857.0,3424.0,395.0,489.0,360.0,61.0,2118.0,9178.0,1601.0,107.0,392.0,809.0,0.0,82.0,9603.0,12934.0,12624.0,309.0,429760.0,224810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,800028  ,2012JJ00,463.0,16993.0,15194.0,14232.0,148.0,815.0,63.0,76.0,440.0,236.0,1799.0,1155.0,280.0,365.0,16298.0,10482.0,8570.0,1912.0,830.0,128.0,4858.0,1161.0,706.0,455.0,3696.0,997.0,1003.0,365.0,559.0,702.0,71.0,695.0,43.0,269.0,-225.0,19.0,5.0,14.0,484.0,14015.0,16.0,9834.0,241.0,14.0,227.0,32.0,18.0,14.0,1121.0,317.0,419.0,385.0,14.0,2758.0,14015.0,3813.0,49.0,3111.0,654.0,593.0,5907.0,3702.0,371.0,565.0,385.0,100.0,2282.0,9565.0,1541.0,59.0,366.0,831.0,103.0,32.0,9834.0,14275.0,13961.0,314.0,449050.0,233660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,426500  ,2006JJ00,48.0,465.0,199.0,166.0,,33.0,1.0,0.0,27.0,4.0,265.0,0.0,250.0,16.0,463.0,281.0,232.0,49.0,13.0,,170.0,44.0,25.0,19.0,126.0,21.0,40.0,10.0,28.0,24.0,3.0,2.0,2.0,4.0,-2.0,0.0,0.0,0.0,-1.0,252.0,0.0,131.0,0.0,,,0.0,,,54.0,,3.0,,2.0,64.0,252.0,43.0,0.0,24.0,20.0,33.0,81.0,94.0,0.0,14.0,4.0,8.0,69.0,,,,,,,,131.0,165.0,161.0,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,8.0,0.0,,,,,,,,,,50.0,0.0,,,,,,,,,,,,,,,,,,,,120.0,160.0,,,,,,,,,,,,,284.0,48.0,42.0,1287.0,5.0,,,,,,,
50,426500  ,2007JJ00,48.0,510.0,217.0,186.0,0.0,31.0,1.0,0.0,26.0,4.0,293.0,1.0,277.0,16.0,511.0,317.0,262.0,55.0,15.0,,180.0,49.0,26.0,23.0,130.0,16.0,48.0,13.0,25.0,29.0,0.0,-1.0,2.0,4.0,-2.0,0.0,1.0,-1.0,-4.0,267.0,0.0,141.0,1.0,0.0,1.0,0.0,0.0,0.0,47.0,9.0,3.0,36.0,1.0,76.0,267.0,47.0,0.0,28.0,18.0,33.0,85.0,101.0,0.0,18.0,6.0,7.0,71.0,,,,,,,,141.0,184.0,186.0,-2.0,9930.0,7480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,17.0,0.0,,,,,,,,,,60.0,0.0,,,,,,,,,,,,,,,,,,,,120.0,160.0,,,,,,,,,,,,,30.0,52.0,33.0,1374.0,8.0,,,,,,,
51,426500  ,2008JJ00,45.0,571.0,251.0,219.0,0.0,32.0,1.0,0.0,26.0,5.0,320.0,1.0,304.0,16.0,570.0,354.0,289.0,64.0,16.0,,200.0,52.0,31.0,21.0,148.0,17.0,55.0,14.0,26.0,32.0,5.0,1.0,2.0,4.0,-2.0,1.0,1.0,0.0,-1.0,290.0,0.0,157.0,1.0,0.0,1.0,0.0,0.0,0.0,58.0,9.0,16.0,33.0,1.0,74.0,290.0,58.0,0.0,38.0,19.0,36.0,93.0,104.0,1.0,18.0,6.0,2.0,77.0,,,,,,,,157.0,218.0,205.0,13.0,11090.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,26.0,0.0,,,,,,,,,,60.0,0.0,,,,,,,,,,,,,,,,,,,,160.0,120.0,,,,,,,,,,,,,61.0,78.0,25.0,1321.0,6.0,,,,,,,
52,426500  ,2009JJ00,41.0,632.0,258.0,228.0,0.0,30.0,0.0,0.0,25.0,4.0,375.0,1.0,355.0,20.0,622.0,383.0,314.0,69.0,17.0,0.0,222.0,53.0,29.0,24.0,168.0,20.0,62.0,15.0,31.0,37.0,3.0,10.0,2.0,4.0,-2.0,1.0,0.0,1.0,9.0,320.0,0.0,159.0,1.0,0.0,1.0,0.0,0.0,0.0,62.0,13.0,16.0,33.0,0.0,98.0,320.0,72.0,0.0,48.0,23.0,41.0,88.0,119.0,0.0,17.0,5.0,6.0,91.0,,,,,,,,159.0,227.0,217.0,10.0,11770.0,8340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,42.0,0.0,,,,,,,,,,60.0,0.0,,,,,,,,,,,,,,,,,,,,240.0,170.0,,,,,,,,,,,,,72.0,105.0,27.0,995.0,6.0,,,,,,,
53,426500  ,2010JJ00,42.0,684.0,299.0,264.0,0.0,34.0,4.0,1.0,23.0,6.0,385.0,2.0,364.0,19.0,676.0,430.0,353.0,77.0,19.0,1.0,226.0,49.0,27.0,23.0,177.0,22.0,63.0,15.0,31.0,42.0,3.0,8.0,2.0,5.0,-3.0,1.0,0.0,1.0,6.0,326.0,0.0,142.0,1.0,0.0,1.0,7.0,0.0,7.0,61.0,8.0,8.0,45.0,0.0,115.0,326.0,86.0,0.0,55.0,30.0,26.0,76.0,138.0,0.0,20.0,12.0,6.0,100.0,,,,,,,,142.0,263.0,255.0,7.0,12120.0,8720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,31.0,1.0,43.0,0.0,934.0,0.0,0.0,570.0,364.0,0.0,32.0,0.0,11.0,60.0,0.0,37.0,15.0,3.0,3.0,0.0,0.0,4.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,180.0,156.0,59.0,26.0,10.0,22.0,98.0,57.0,3.0,20.0,7.0,11.0,0.0,81.0,85.0,22.0,970.0,6.0,404.0,9.0,17.0,11.0,9.0,0.0,2.0
54,426500  ,2011JJ00,38.0,712.0,334.0,301.0,0.0,33.0,5.0,1.0,21.0,6.0,378.0,2.0,355.0,20.0,704.0,445.0,362.0,83.0,21.0,0.0,239.0,49.0,26.0,23.0,190.0,24.0,68.0,19.0,33.0,44.0,3.0,7.0,2.0,4.0,-2.0,1.0,0.0,1.0,6.0,330.0,1.0,148.0,2.0,0.0,2.0,8.0,0.0,8.0,58.0,11.0,18.0,29.0,0.0,113.0,330.0,94.0,0.0,59.0,35.0,25.0,81.0,130.0,0.0,22.0,4.0,2.0,102.0,,,,,,,,148.0,299.0,283.0,17.0,12390.0,8890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,426500  ,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,426400  ,2006JJ00,39.0,846.0,,12.0,0.0,,,,,,789.0,,789.0,,823.0,552.0,448.0,104.0,21.0,0.0,250.0,45.0,18.0,28.0,205.0,,,,,,,22.0,,,,,,,,556.0,0.0,371.0,6.0,,,0.0,0.0,0.0,63.0,,,,0.0,116.0,556.0,128.0,,,,51.0,211.0,166.0,,,,,,,,,,,,,,16.0,,,16370.0,11790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,150.0,20.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,72.0,2.0,,,,,,,
57,426400  ,2007JJ00,41.0,910.0,37.0,17.0,0.0,20.0,,,,,873.0,,861.0,12.0,905.0,590.0,486.0,104.0,25.0,0.0,290.0,53.0,18.0,35.0,237.0,,,,,,,5.0,,,-3.0,,,4.0,6.0,624.0,0.0,435.0,6.0,,,0.0,0.0,0.0,53.0,,,,0.0,130.0,624.0,150.0,,,,49.0,238.0,187.0,,,,,,,,,,,,,,16.0,16.0,0.0,17060.0,12510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,31.0,28.0,0.0,,,,,,,,,,230.0,40.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,12.0,128.0,8.0,,,,,,,
58,426400  ,2008JJ00,40.0,926.0,55.0,32.0,0.0,23.0,,,,,871.0,,854.0,17.0,917.0,609.0,494.0,116.0,25.0,0.0,282.0,56.0,22.0,34.0,227.0,,,,,,,9.0,,,-3.0,0.0,0.0,1.0,6.0,615.0,0.0,446.0,4.0,,,0.0,0.0,0.0,73.0,,,,0.0,92.0,615.0,134.0,,,,41.0,249.0,192.0,,,,,,,,,,,,,,29.0,29.0,0.0,16370.0,12210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,52.0,69.0,0.0,,,,,,,,,,230.0,40.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,107.0,7.0,,,,,,,
59,426400  ,2009JJ00,45.0,1239.0,64.0,32.0,0.0,32.0,,,,,1175.0,,1143.0,32.0,1216.0,802.0,654.0,149.0,32.0,0.0,382.0,80.0,25.0,55.0,302.0,,,,,,,23.0,3.0,7.0,-4.0,5.0,3.0,2.0,21.0,832.0,0.0,575.0,9.0,,,0.0,0.0,0.0,88.0,,,,0.0,160.0,832.0,171.0,,,,60.0,347.0,254.0,,,,,,,,,,,,,,34.0,30.0,4.0,20800.0,15890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,25.0,70.0,0.0,,,,,,,,,,110.0,20.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,19.0,4.0,,,,,,,
60,426400  ,2010JJ00,42.0,1347.0,69.0,37.0,0.0,32.0,,,,,1278.0,,1221.0,57.0,1343.0,887.0,719.0,169.0,42.0,,414.0,97.0,32.0,65.0,317.0,,,,,,,4.0,3.0,8.0,-5.0,6.0,1.0,5.0,4.0,958.0,0.0,680.0,7.0,,,0.0,0.0,0.0,84.0,,,,0.0,187.0,958.0,159.0,0.0,33.0,127.0,70.0,456.0,273.0,,,,,,,,,,,,,,37.0,36.0,2.0,21463.0,16464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,52.0,21.0,79.0,0.0,6.0,0.0,0.0,1.0,5.0,11.0,27.0,4.0,10.0,120.0,20.0,48.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,56.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0
61,426400  ,2011JJ00,41.0,1328.0,85.0,51.0,0.0,34.0,,,,,1243.0,,1179.0,65.0,1324.0,854.0,691.0,164.0,40.0,,430.0,96.0,31.0,65.0,334.0,,,,,,,4.0,4.0,9.0,-5.0,8.0,2.0,6.0,5.0,914.0,,630.0,5.0,,,0.0,0.0,0.0,82.0,,,,0.0,196.0,914.0,155.0,0.0,47.0,108.0,72.0,428.0,259.0,,,,,,,,,,,,,,45.0,45.0,0.0,20000.0,15527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,426400  ,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,427700  ,2006JJ00,16.0,406.0,,0.0,0.0,,,,,,,,,,385.0,289.0,237.0,52.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,125.0,0.0,34.0,1.0,,,0.0,0.0,0.0,20.0,,0.0,,0.0,69.0,125.0,30.0,,,,12.0,8.0,75.0,,,,0.0,,,,,,,,,,0.0,0.0,0.0,7570.0,6360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
64,427700  ,2007JJ00,16.0,468.0,8.0,0.0,0.0,8.0,,,,,460.0,,,,472.0,333.0,269.0,63.0,9.0,0.0,130.0,39.0,19.0,19.0,91.0,,,,,,,-4.0,,,1.0,,,0.0,-3.0,124.0,0.0,38.0,1.0,,,0.0,0.0,0.0,22.0,,0.0,,0.0,63.0,124.0,29.0,,,,11.0,8.0,76.0,,,,0.0,,,,,,,,,,0.0,0.0,0.0,8220.0,6920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
65,427700  ,2008JJ00,16.0,515.0,8.0,0.0,0.0,8.0,,,,,507.0,,,,526.0,378.0,303.0,74.0,11.0,0.0,138.0,45.0,22.0,23.0,93.0,,,,,,,-11.0,,,2.0,6.0,1.0,5.0,-5.0,148.0,0.0,42.0,1.0,,,0.0,0.0,0.0,29.0,,0.0,,0.0,76.0,148.0,34.0,,,,11.0,8.0,95.0,,,,0.0,,,,,,,,,,0.0,0.0,0.0,8860.0,7460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
66,427700  ,2009JJ00,16.0,580.0,6.0,0.0,0.0,6.0,,,,,574.0,,,,574.0,413.0,337.0,76.0,11.0,0.0,150.0,49.0,23.0,26.0,101.0,,,,,,,6.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,138.0,0.0,42.0,1.0,,,0.0,0.0,0.0,32.0,,0.0,,0.0,63.0,138.0,33.0,,,,10.0,9.0,85.0,,,,0.0,,,,,,,,,,0.0,0.0,0.0,9110.0,7860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
67,427700  ,2010JJ00,16.0,586.0,5.0,0.0,0.0,5.0,,,,,581.0,,,,585.0,436.0,353.0,82.0,12.0,0.0,138.0,42.0,16.0,26.0,95.0,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,142.0,0.0,41.0,1.0,,,0.0,0.0,0.0,24.0,,0.0,,0.0,76.0,142.0,37.0,0.0,11.0,27.0,9.0,10.0,86.0,,,,0.0,,,,,,,,,,0.0,0.0,0.0,9120.0,7770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,427700  ,2011JJ00,16.0,587.0,6.0,0.0,0.0,6.0,,,,,581.0,,,,584.0,434.0,353.0,82.0,11.0,0.0,139.0,40.0,12.0,27.0,99.0,,,,,,,3.0,2.0,0.0,1.0,1.0,2.0,-1.0,3.0,154.0,0.0,37.0,1.0,,,0.0,0.0,0.0,34.0,,0.0,,0.0,83.0,154.0,40.0,0.0,13.0,27.0,16.0,8.0,90.0,,,,0.0,,,,,,,,,,0.0,0.0,0.0,8903.0,7529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,427700  ,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,14      ,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.0,,,,,90.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,475.0,0.0,,,,,,,,,,0.0,110.0,,,,,,,,,,,,,,,,,,,,240.0,730.0,,,,,,,,,,,,,650.0,637.0,221.0,714.0,1.0,,,,,,,
71,14      ,2007JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.0,,,,,90.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,398.0,0.0,,,,,,,,,,0.0,10.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,59.0,104.0,22.0,258.0,0.0,,,,,,,
72,14      ,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.0,,,,,90.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,939.0,0.0,,,,,,,,,,0.0,20.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,515.0,229.0,76.0,531.0,4.0,,,,,,,
