ID,RegioS,Perioden,TotaleOppervlakte_1,TotaalAgrarischGebruik_2,Glastuinbouw_3,OverigAgrarischGebruik_4,Bossen_5,TotaalBebouwdeGrond_6,Woongebied_7,Delfstoffenwinning_8,Bedrijfsterreinen_9,DienstverlenendeSector_10,OverigeOpenbareVoorzieningen_11,SociaalCultureleVoorzieningen_12,TotaalVerkeer_13,SpoorTramEnMetrowegen_14,VerhardeWegen_15,OnverhardeEnHalfverhardeWegen_16,Vliegvelden_17,TotaalRecreatie_18,ParkenEnPlantsoenen_19,Sportterreinen_20,Dagrecreatie_21,Volkstuinen_22,Verblijfsrecreatie_23,TotaalNatuurlijkTerrein_24,DroogNatuurlijkTerrein_25,NatNatuurlijkTerrein_26,TotaalOverigeGronden_27,Stortplaatsen_28,Wrakkenopslagplaatsen_29,Begraafplaatsen_30,BouwterreinVoorBedrijfsterreinen_31,BouwterreinVoorOverigeBestemmingen_32,OverigeGronden_33,TotaalWater_34,IJsselmeer_35,SpaarbekkensWaterreservoirs_36,WaterMetRecreatieveHoofdfunctie_37,OverigWaterBrederDan6Meter_38,WaddenzeeEemsDollard_39,OosterEnWesterschelde_40,Noordzee_41
0,NL1   ,1989JJ00,39857942.0,23991364.0,127083.0,23864281.0,3098206.0,2969623.0,2101305.0,64554.0,477806.0,69876.0,97778.0,158304.0,1305530.0,101315.0,1068212.0,104140.0,31863.0,760993.0,147878.0,268724.0,121500.0,43967.0,178924.0,1406571.0,866684.0,539887.0,346324.0,22005.0,4290.0,37450.0,119467.0,95233.0,67879.0,5979335.0,169200.0,11749.0,38340.0,1577769.0,2593443.0,644005.0,944829.0
1,NL1   ,1993JJ00,41027851.0,23755282.0,141631.0,23613651.0,3108145.0,3093237.0,2168207.0,66171.0,526355.0,72658.0,98869.0,160977.0,1331256.0,101234.0,1096418.0,100720.0,32884.0,809427.0,154226.0,293792.0,127972.0,46524.0,186913.0,1409176.0,865907.0,543269.0,373542.0,26591.0,4257.0,37798.0,123877.0,112997.0,68022.0,7147834.0,1339239.0,12131.0,46428.0,1574905.0,2590400.0,643690.0,941041.0
2,NL1   ,1996JJ00,41526179.0,23508133.0,143441.0,23364692.0,3233348.0,3200964.0,2242331.0,50914.0,567057.0,83004.0,99601.0,158057.0,1340332.0,99256.0,1131644.0,80964.0,28468.0,827049.0,158375.0,308589.0,120830.0,42757.0,196498.0,1378500.0,839053.0,539447.0,385170.0,30765.0,4055.0,38377.0,117545.0,117072.0,77356.0,7652683.0,1834868.0,11952.0,51738.0,1580396.0,2590570.0,642478.0,940681.0
3,PV20  ,1989JJ00,2967659.0,1962343.0,1057.0,1961286.0,38205.0,151997.0,105452.0,5836.0,24454.0,2471.0,7610.0,6174.0,74164.0,6137.0,61417.0,6410.0,200.0,31992.0,8688.0,12211.0,6632.0,1928.0,2533.0,59240.0,15143.0,44097.0,24543.0,966.0,116.0,3057.0,13110.0,3590.0,3704.0,625177.0,0.0,0.0,1936.0,59067.0,528422.0,0.0,35752.0
4,PV20  ,1993JJ00,2967112.0,1950960.0,918.0,1950042.0,38864.0,154014.0,106872.0,5808.0,24876.0,2664.0,7124.0,6670.0,76588.0,6106.0,64540.0,5742.0,200.0,32964.0,9412.0,12406.0,6599.0,1877.0,2670.0,59049.0,15416.0,43633.0,27840.0,958.0,121.0,3033.0,14513.0,4838.0,4377.0,626832.0,0.0,0.0,2729.0,59025.0,527055.0,0.0,38023.0
5,PV20  ,1996JJ00,2967095.0,1934089.0,886.0,1933203.0,52207.0,155686.0,107950.0,6015.0,25617.0,2642.0,6517.0,6945.0,75496.0,6083.0,65313.0,3900.0,200.0,33507.0,9211.0,12907.0,6444.0,1667.0,3278.0,60907.0,16693.0,44214.0,27707.0,1599.0,131.0,3064.0,13691.0,5720.0,3502.0,627496.0,0.0,0.0,2788.0,59758.0,526926.0,0.0,38024.0
6,PV21  ,1989JJ00,5315202.0,2705565.0,777.0,2704788.0,100464.0,141649.0,109963.0,4083.0,16972.0,1723.0,3348.0,5560.0,100877.0,5388.0,87665.0,6363.0,1461.0,41035.0,4938.0,14168.0,7720.0,2063.0,12146.0,255771.0,148472.0,107299.0,15612.0,1152.0,299.0,2189.0,4208.0,2972.0,4792.0,1954222.0,33126.0,112.0,1062.0,177252.0,1559189.0,0.0,183481.0
7,PV21  ,1993JJ00,5740738.0,2685378.0,907.0,2684471.0,102523.0,145723.0,111847.0,4539.0,18818.0,1850.0,2902.0,5767.0,100851.0,5223.0,88497.0,5569.0,1562.0,42087.0,4750.0,14752.0,8167.0,1825.0,12593.0,264909.0,148766.0,116143.0,19215.0,1080.0,352.0,2196.0,4599.0,5641.0,5347.0,2380072.0,458125.0,0.0,1331.0,177973.0,1557586.0,0.0,185057.0
8,PV21  ,1996JJ00,5740749.0,2665426.0,911.0,2664515.0,108532.0,150175.0,114749.0,3284.0,20892.0,2481.0,2964.0,5805.0,101528.0,5214.0,91198.0,3356.0,1760.0,43029.0,4519.0,15377.0,7764.0,1492.0,13877.0,270196.0,146216.0,123980.0,18494.0,1578.0,311.0,2135.0,3044.0,6787.0,4639.0,2383369.0,457906.0,0.0,1639.0,181271.0,1557926.0,0.0,184627.0
9,PV22  ,1989JJ00,2680473.0,1986267.0,2050.0,1984217.0,280698.0,140081.0,97860.0,13635.0,14439.0,2838.0,5291.0,6018.0,89819.0,3282.0,70574.0,15229.0,734.0,40228.0,3132.0,12424.0,5006.0,1120.0,18546.0,106079.0,74878.0,31201.0,8832.0,2030.0,314.0,2115.0,1433.0,2614.0,326.0,28467.0,0.0,267.0,2047.0,26153.0,0.0,0.0,0.0
10,PV22  ,1993JJ00,2680473.0,1979250.0,3275.0,1975975.0,281368.0,144220.0,100407.0,13611.0,15677.0,3119.0,5378.0,6028.0,90878.0,3300.0,72728.0,14115.0,735.0,42365.0,3475.0,13515.0,5104.0,1326.0,18945.0,103729.0,75003.0,28726.0,9806.0,2380.0,216.0,2160.0,2138.0,2781.0,131.0,28869.0,0.0,267.0,2122.0,26480.0,0.0,0.0,0.0
11,PV22  ,1996JJ00,2680485.0,1959260.0,2818.0,1956442.0,296576.0,139216.0,100547.0,6621.0,18030.0,3525.0,4435.0,6058.0,88167.0,3299.0,73137.0,11006.0,725.0,43564.0,3642.0,14085.0,4742.0,1249.0,19846.0,106299.0,68432.0,37867.0,15999.0,2346.0,191.0,2303.0,2460.0,8613.0,86.0,31404.0,0.0,248.0,1899.0,29257.0,0.0,0.0,0.0
12,PV23  ,1989JJ00,3420081.0,2501027.0,324.0,2500703.0,333936.0,203120.0,146463.0,3053.0,34047.0,4640.0,5439.0,9478.0,114866.0,9335.0,91295.0,13426.0,810.0,53712.0,9030.0,18684.0,4852.0,2983.0,18163.0,113747.0,34378.0,79369.0,16381.0,1333.0,401.0,3183.0,6601.0,3969.0,894.0,83296.0,0.0,209.0,1400.0,81687.0,0.0,0.0,0.0
13,PV23  ,1993JJ00,3420080.0,2480434.0,523.0,2479911.0,335061.0,214978.0,152261.0,3795.0,38656.0,4819.0,5736.0,9711.0,117595.0,9400.0,93734.0,13294.0,1167.0,56585.0,9679.0,20154.0,4925.0,3004.0,18823.0,113738.0,33803.0,79935.0,18315.0,1402.0,366.0,3239.0,6042.0,6388.0,878.0,83380.0,0.0,285.0,1507.0,81588.0,0.0,0.0,0.0
14,PV23  ,1996JJ00,3420060.0,2456667.0,684.0,2455983.0,342398.0,225748.0,158334.0,4192.0,42881.0,4734.0,5758.0,9849.0,119910.0,9445.0,97000.0,12289.0,1176.0,58863.0,9839.0,21910.0,4961.0,2446.0,19707.0,114975.0,36170.0,78805.0,17181.0,2095.0,423.0,3299.0,5098.0,5254.0,1012.0,84318.0,0.0,285.0,1569.0,82464.0,0.0,0.0,0.0
15,PV24  ,1989JJ00,1636693.0,1078185.0,712.0,1077473.0,149331.0,45813.0,30048.0,0.0,8042.0,3650.0,1679.0,2394.0,48194.0,1588.0,46205.0,87.0,314.0,25657.0,5636.0,6659.0,6495.0,2119.0,4748.0,57519.0,3272.0,54247.0,20439.0,1577.0,0.0,360.0,4017.0,11114.0,3371.0,211553.0,74748.0,0.0,47.0,136758.0,0.0,0.0,0.0
16,PV24  ,1993JJ00,1930767.0,1060912.0,1094.0,1059818.0,153691.0,53074.0,34637.0,1123.0,9480.0,3737.0,1595.0,2502.0,48911.0,1589.0,46760.0,65.0,497.0,30224.0,6601.0,7469.0,8763.0,2167.0,5224.0,50258.0,2732.0,47526.0,24967.0,1577.0,0.0,370.0,4588.0,16034.0,2398.0,508735.0,368676.0,0.0,643.0,139416.0,0.0,0.0,0.0
17,PV24  ,1996JJ00,2412302.0,1042469.0,1515.0,1040954.0,165681.0,59012.0,39543.0,0.0,9494.0,5698.0,1709.0,2568.0,48695.0,1661.0,46286.0,218.0,530.0,34379.0,7273.0,9175.0,9246.0,2076.0,6609.0,45459.0,1651.0,43808.0,25428.0,1539.0,0.0,370.0,4345.0,15959.0,3215.0,991179.0,848356.0,0.0,665.0,142158.0,0.0,0.0,0.0
18,PV25  ,1989JJ00,5143371.0,3164059.0,6177.0,3157882.0,885036.0,392997.0,277180.0,8194.0,57220.0,7746.0,16524.0,26133.0,191286.0,14663.0,155937.0,18875.0,1811.0,107504.0,15900.0,33028.0,15991.0,3056.0,39529.0,227687.0,206784.0,20903.0,27061.0,2972.0,501.0,5979.0,5973.0,5456.0,6180.0,147749.0,0.0,12.0,11628.0,136109.0,0.0,0.0,0.0
19,PV25  ,1993JJ00,5143353.0,3133822.0,6858.0,3126964.0,885188.0,407538.0,284956.0,8334.0,62962.0,7830.0,16990.0,26466.0,194186.0,14657.0,158915.0,18782.0,1832.0,113711.0,15925.0,36376.0,17105.0,3348.0,40957.0,227515.0,206705.0,20810.0,31850.0,3492.0,542.0,5999.0,7021.0,9468.0,5328.0,149558.0,0.0,12.0,12582.0,136964.0,0.0,0.0,0.0
20,PV25  ,1996JJ00,5143365.0,3107316.0,6682.0,3100634.0,900364.0,423530.0,295668.0,7712.0,69095.0,8450.0,17654.0,24951.0,193238.0,13998.0,164306.0,13677.0,1257.0,113265.0,13132.0,38641.0,16240.0,2978.0,42274.0,218826.0,200978.0,17848.0,33067.0,3680.0,495.0,6027.0,5713.0,11322.0,5830.0,153759.0,0.0,12.0,14915.0,138832.0,0.0,0.0,0.0
21,PV26  ,1989JJ00,1434230.0,859488.0,2531.0,856957.0,174245.0,186722.0,132460.0,1308.0,22823.0,6021.0,7802.0,16308.0,57591.0,7758.0,47864.0,1271.0,698.0,43464.0,9752.0,16440.0,6883.0,2628.0,7761.0,26033.0,12081.0,13952.0,11187.0,607.0,145.0,2267.0,3090.0,4093.0,985.0,75497.0,0.0,1391.0,1328.0,72778.0,0.0,0.0,0.0
22,PV26  ,1993JJ00,1434257.0,849817.0,2922.0,846895.0,173902.0,195822.0,137995.0,1914.0,25730.0,6119.0,7770.0,16294.0,58296.0,7760.0,48569.0,1269.0,698.0,45041.0,10015.0,17153.0,6824.0,2995.0,8054.0,25391.0,12070.0,13321.0,10320.0,819.0,131.0,2267.0,1807.0,4351.0,945.0,75670.0,0.0,1391.0,1366.0,72913.0,0.0,0.0,0.0
23,PV26  ,1996JJ00,1434252.0,843091.0,2718.0,840373.0,178360.0,201279.0,141702.0,1944.0,26522.0,6673.0,8135.0,16303.0,58610.0,7841.0,49181.0,890.0,698.0,43556.0,9768.0,16895.0,6160.0,2841.0,7892.0,20694.0,12756.0,7938.0,12644.0,780.0,129.0,2322.0,1915.0,6465.0,1033.0,76018.0,0.0,1311.0,1491.0,73216.0,0.0,0.0,0.0
24,PV27  ,1989JJ00,3517883.0,1708896.0,14798.0,1694098.0,106105.0,376828.0,276823.0,141.0,58805.0,10002.0,11568.0,19489.0,126877.0,12287.0,95538.0,1695.0,17357.0,108397.0,25439.0,38207.0,19693.0,9920.0,15138.0,174232.0,139882.0,34350.0,55360.0,3299.0,616.0,4868.0,18278.0,17609.0,10690.0,861184.0,61326.0,753.0,5525.0,176703.0,505832.0,0.0,111045.0
25,PV27  ,1993JJ00,4042185.0,1682634.0,17328.0,1665306.0,108802.0,395868.0,287773.0,163.0,64856.0,10917.0,12438.0,19721.0,130418.0,12483.0,98823.0,1730.0,17382.0,114377.0,26486.0,41575.0,20155.0,10333.0,15828.0,172696.0,137889.0,34807.0,53343.0,3439.0,604.0,4882.0,18333.0,15921.0,10164.0,1384029.0,512438.0,1171.0,6457.0,176112.0,505759.0,0.0,182092.0
26,PV27  ,1996JJ00,4059081.0,1654766.0,17710.0,1637056.0,118000.0,417642.0,298780.0,161.0,73595.0,12684.0,12286.0,20136.0,131380.0,12966.0,103061.0,2496.0,12857.0,115553.0,28139.0,43109.0,17845.0,9776.0,16684.0,171571.0,135849.0,35722.0,48183.0,4656.0,434.0,4836.0,14499.0,14578.0,9180.0,1401986.0,528606.0,1171.0,6493.0,177926.0,505718.0,0.0,182072.0
27,PV28  ,1989JJ00,3333844.0,1883028.0,83189.0,1799839.0,50574.0,460935.0,314105.0,1935.0,98012.0,15042.0,9131.0,22710.0,139426.0,18034.0,117132.0,2364.0,1896.0,125545.0,37222.0,42183.0,22817.0,11917.0,11406.0,134472.0,94815.0,39657.0,65130.0,1253.0,414.0,5077.0,24806.0,21493.0,12087.0,474727.0,0.0,2039.0,3701.0,400619.0,0.0,0.0,68368.0
28,PV28  ,1993JJ00,3445746.0,1854891.0,89756.0,1765135.0,50735.0,477743.0,322590.0,2336.0,104867.0,15310.0,9354.0,23286.0,141569.0,18058.0,119263.0,2352.0,1896.0,134175.0,38001.0,47649.0,23736.0,12910.0,11879.0,137263.0,94631.0,42632.0,70622.0,3763.0,500.0,5189.0,25250.0,24188.0,11732.0,578741.0,0.0,2039.0,4727.0,396579.0,0.0,0.0,175396.0
29,PV28  ,1996JJ00,3445739.0,1820851.0,90127.0,1730724.0,68179.0,501055.0,339396.0,1612.0,109396.0,18956.0,9800.0,21895.0,143070.0,16267.0,123842.0,998.0,1963.0,138889.0,42631.0,49673.0,21790.0,12167.0,12628.0,128558.0,90089.0,38469.0,66417.0,3947.0,585.0,5518.0,28839.0,16709.0,10819.0,578720.0,0.0,1934.0,5273.0,396102.0,0.0,0.0,175411.0
30,PV29  ,1989JJ00,3117349.0,1453081.0,581.0,1452500.0,26184.0,91164.0,65341.0,0.0,19780.0,784.0,2415.0,2844.0,72226.0,3183.0,66295.0,2316.0,432.0,29994.0,3337.0,6959.0,3934.0,1234.0,14530.0,85865.0,35417.0,50448.0,30359.0,352.0,65.0,1587.0,10199.0,2835.0,15321.0,1328482.0,0.0,762.0,156.0,137376.0,0.0,644005.0,546183.0
31,PV29  ,1993JJ00,2931913.0,1443739.0,672.0,1443067.0,27168.0,94118.0,66216.0,0.0,21461.0,919.0,2613.0,2909.0,73559.0,3182.0,67844.0,2089.0,444.0,32486.0,3676.0,8462.0,3278.0,1339.0,15731.0,86894.0,35698.0,51196.0,32244.0,587.0,85.0,1633.0,10402.0,4552.0,14985.0,1141715.0,0.0,762.0,156.0,136634.0,0.0,643690.0,360473.0
32,PV29  ,1996JJ00,2931914.0,1434107.0,696.0,1433411.0,29937.0,96238.0,67458.0,0.0,22728.0,1188.0,2422.0,2442.0,79303.0,3065.0,72830.0,2969.0,439.0,34223.0,3533.0,9201.0,3299.0,1114.0,17076.0,84342.0,33596.0,50746.0,47380.0,570.0,78.0,1681.0,11282.0,2611.0,31158.0,1126384.0,0.0,778.0,119.0,122462.0,0.0,642478.0,360547.0
33,PV30  ,1989JJ00,5082710.0,3296030.0,7831.0,3288199.0,663367.0,503169.0,356791.0,8917.0,81127.0,9551.0,21202.0,25581.0,195110.0,10816.0,157540.0,22015.0,4739.0,100618.0,17061.0,45003.0,12358.0,3766.0,22430.0,124037.0,72475.0,51562.0,52982.0,4418.0,788.0,3897.0,21661.0,15705.0,6513.0,147408.0,0.0,6204.0,5760.0,135444.0,0.0,0.0,0.0
34,PV30  ,1993JJ00,5081863.0,3256120.0,9403.0,3246717.0,662029.0,526265.0,370663.0,6859.0,91977.0,9855.0,21077.0,25834.0,200370.0,10638.0,162925.0,21767.0,5040.0,107939.0,17405.0,48979.0,13986.0,4081.0,23488.0,126489.0,74075.0,52414.0,53357.0,4973.0,782.0,3909.0,21967.0,15153.0,6573.0,149297.0,0.0,6204.0,7430.0,135663.0,0.0,0.0,0.0
35,PV30  ,1996JJ00,5081841.0,3219848.0,10461.0,3209387.0,676220.0,548893.0,383806.0,5365.0,101815.0,10271.0,21730.0,25906.0,203526.0,10554.0,169784.0,17786.0,5402.0,110093.0,17584.0,51789.0,13351.0,3811.0,23558.0,121524.0,70796.0,50728.0,49255.0,5226.0,828.0,3926.0,17521.0,16616.0,5138.0,152482.0,0.0,6204.0,7570.0,138708.0,0.0,0.0,0.0
36,PV31  ,1989JJ00,2208447.0,1393395.0,7056.0,1386339.0,290061.0,275148.0,188819.0,17452.0,42085.0,5408.0,5769.0,15615.0,95094.0,8844.0,70750.0,14089.0,1411.0,52847.0,7743.0,22758.0,9119.0,1233.0,11994.0,41889.0,29087.0,12802.0,18438.0,2046.0,631.0,2871.0,6091.0,3783.0,3016.0,41573.0,0.0,0.0,3750.0,37823.0,0.0,0.0,0.0
37,PV31  ,1993JJ00,2209364.0,1377325.0,7975.0,1369350.0,288814.0,283874.0,191990.0,17689.0,46995.0,5519.0,5892.0,15789.0,98035.0,8838.0,73820.0,13946.0,1431.0,57473.0,8801.0,25302.0,9330.0,1319.0,12721.0,41245.0,29119.0,12126.0,21663.0,2121.0,558.0,2921.0,7217.0,3682.0,5164.0,40936.0,0.0,0.0,5378.0,35558.0,0.0,0.0,0.0
38,PV31  ,1996JJ00,2209296.0,1370243.0,8233.0,1362010.0,296894.0,282490.0,194398.0,14008.0,46992.0,5702.0,6191.0,15199.0,97409.0,8863.0,75706.0,11379.0,1461.0,58128.0,9104.0,25827.0,8988.0,1140.0,13069.0,35149.0,25827.0,9322.0,23415.0,2749.0,450.0,2896.0,9138.0,6438.0,1744.0,45568.0,0.0,9.0,7317.0,38242.0,0.0,0.0,0.0
39,GM0738,1989JJ00,53129.0,44612.0,21.0,44591.0,802.0,2647.0,2426.0,4.0,115.0,0.0,70.0,32.0,1908.0,0.0,1905.0,3.0,0.0,204.0,13.0,174.0,0.0,0.0,17.0,0.0,0.0,0.0,188.0,0.0,0.0,30.0,0.0,26.0,132.0,2767.0,0.0,0.0,0.0,2767.0,0.0,0.0,0.0
40,GM0738,1993JJ00,53129.0,44554.0,64.0,44490.0,802.0,2679.0,2434.0,4.0,131.0,0.0,78.0,32.0,1933.0,0.0,1930.0,3.0,0.0,298.0,13.0,174.0,65.0,29.0,17.0,0.0,0.0,0.0,162.0,0.0,0.0,30.0,0.0,0.0,132.0,2700.0,0.0,0.0,0.0,2700.0,0.0,0.0,0.0
41,GM0738,1996JJ00,53129.0,44290.0,81.0,44209.0,885.0,2757.0,2469.0,35.0,143.0,0.0,78.0,32.0,1901.0,0.0,1901.0,0.0,0.0,309.0,13.0,174.0,76.0,29.0,17.0,0.0,0.0,0.0,295.0,0.0,0.0,30.0,0.0,133.0,132.0,2692.0,0.0,0.0,0.0,2692.0,0.0,0.0,0.0
42,GM0358,1989JJ00,34000.0,12835.0,5930.0,6905.0,2240.0,4416.0,3140.0,0.0,1127.0,24.0,1.0,124.0,484.0,0.0,484.0,0.0,0.0,1968.0,142.0,464.0,1274.0,18.0,70.0,859.0,0.0,859.0,160.0,0.0,0.0,39.0,4.0,1.0,116.0,11039.0,0.0,0.0,0.0,11039.0,0.0,0.0,0.0
43,GM0358,1993JJ00,33906.0,12620.0,6257.0,6363.0,2252.0,4577.0,3188.0,0.0,1140.0,24.0,101.0,124.0,467.0,0.0,467.0,0.0,0.0,1943.0,142.0,438.0,1275.0,18.0,70.0,809.0,0.0,809.0,214.0,0.0,0.0,39.0,68.0,47.0,60.0,11024.0,0.0,0.0,0.0,11024.0,0.0,0.0,0.0
44,GM0358,1996JJ00,33904.0,11712.0,5360.0,6352.0,1643.0,5370.0,3551.0,0.0,1286.0,156.0,198.0,179.0,649.0,0.0,619.0,30.0,0.0,2287.0,143.0,443.0,1608.0,12.0,81.0,927.0,0.0,927.0,229.0,0.0,0.0,31.0,0.0,84.0,114.0,11087.0,0.0,0.0,0.0,11087.0,0.0,0.0,0.0
45,GM0197,1989JJ00,83384.0,71223.0,9.0,71214.0,3383.0,3614.0,2723.0,210.0,471.0,14.0,64.0,132.0,3931.0,114.0,2664.0,1153.0,0.0,684.0,46.0,281.0,13.0,16.0,328.0,39.0,21.0,18.0,185.0,0.0,10.0,82.0,42.0,30.0,21.0,325.0,0.0,0.0,18.0,307.0,0.0,0.0,0.0
46,GM0197,1993JJ00,83382.0,70629.0,9.0,70620.0,3427.0,3638.0,2849.0,30.0,549.0,14.0,64.0,132.0,3990.0,114.0,2722.0,1154.0,0.0,950.0,46.0,289.0,258.0,29.0,328.0,39.0,21.0,18.0,204.0,0.0,10.0,114.0,50.0,30.0,0.0,505.0,0.0,0.0,198.0,307.0,0.0,0.0,0.0
47,GM0197,1996JJ00,83382.0,71229.0,0.0,71229.0,3651.0,3815.0,3058.0,0.0,584.0,14.0,53.0,106.0,3057.0,114.0,2649.0,294.0,0.0,945.0,46.0,273.0,253.0,21.0,352.0,39.0,21.0,18.0,141.0,0.0,10.0,114.0,17.0,0.0,0.0,505.0,0.0,0.0,198.0,307.0,0.0,0.0,0.0
48,GM0480,1989JJ00,19921.0,15582.0,1325.0,14257.0,44.0,1507.0,1222.0,0.0,261.0,0.0,24.0,0.0,529.0,0.0,502.0,27.0,0.0,229.0,21.0,121.0,0.0,34.0,53.0,33.0,0.0,33.0,29.0,0.0,0.0,4.0,0.0,0.0,25.0,1966.0,0.0,0.0,0.0,1966.0,0.0,0.0,0.0
49,GM0480,1993JJ00,21708.0,16840.0,1332.0,15508.0,150.0,1535.0,1250.0,0.0,261.0,0.0,24.0,0.0,544.0,0.0,517.0,27.0,0.0,234.0,21.0,121.0,0.0,39.0,53.0,39.0,0.0,39.0,44.0,0.0,0.0,4.0,0.0,15.0,25.0,2321.0,0.0,0.0,0.0,2321.0,0.0,0.0,0.0
50,GM0480,1996JJ00,21705.0,16741.0,1244.0,15497.0,155.0,1632.0,1287.0,0.0,325.0,0.0,20.0,0.0,544.0,0.0,517.0,27.0,0.0,241.0,55.0,118.0,0.0,15.0,53.0,33.0,0.0,33.0,32.0,0.0,0.0,7.0,0.0,0.0,25.0,2327.0,0.0,0.0,0.0,2327.0,0.0,0.0,0.0
51,GM0648,1989JJ00,49744.0,46382.0,0.0,46382.0,382.0,1141.0,1110.0,0.0,31.0,0.0,0.0,0.0,1205.0,0.0,1192.0,13.0,0.0,216.0,16.0,99.0,94.0,7.0,0.0,35.0,0.0,35.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0
52,GM0648,1993JJ00,49737.0,46318.0,0.0,46318.0,382.0,1141.0,1110.0,0.0,31.0,0.0,0.0,0.0,1207.0,0.0,1194.0,13.0,0.0,230.0,16.0,99.0,94.0,7.0,14.0,76.0,0.0,76.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0
53,GM0648,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,GM0739,1989JJ00,16765.0,12572.0,18.0,12554.0,1571.0,1523.0,1191.0,0.0,148.0,0.0,166.0,18.0,569.0,0.0,320.0,249.0,0.0,96.0,0.0,48.0,24.0,24.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,5.0,4.0,197.0,0.0,229.0,0.0,0.0,9.0,220.0,0.0,0.0,0.0
55,GM0739,1993JJ00,16764.0,12161.0,80.0,12081.0,1696.0,1585.0,1210.0,0.0,152.0,0.0,181.0,42.0,580.0,0.0,331.0,249.0,0.0,96.0,0.0,48.0,24.0,24.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,5.0,0.0,220.0,0.0,421.0,0.0,0.0,9.0,412.0,0.0,0.0,0.0
56,GM0739,1996JJ00,16768.0,12247.0,76.0,12171.0,1595.0,1529.0,1233.0,0.0,145.0,0.0,125.0,26.0,749.0,0.0,595.0,154.0,0.0,101.0,0.0,50.0,32.0,19.0,0.0,31.0,0.0,31.0,98.0,0.0,0.0,5.0,0.0,93.0,0.0,418.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0
57,GM0305,1989JJ00,32106.0,26384.0,0.0,26384.0,147.0,1413.0,1255.0,0.0,24.0,0.0,134.0,0.0,1288.0,238.0,1050.0,0.0,0.0,228.0,30.0,149.0,0.0,34.0,15.0,789.0,0.0,789.0,104.0,0.0,0.0,14.0,0.0,68.0,22.0,1754.0,0.0,0.0,0.0,1754.0,0.0,0.0,0.0
58,GM0305,1993JJ00,32104.0,26341.0,0.0,26341.0,146.0,1421.0,1263.0,0.0,24.0,0.0,134.0,0.0,1292.0,238.0,1054.0,0.0,0.0,247.0,32.0,145.0,0.0,37.0,33.0,789.0,0.0,789.0,114.0,0.0,0.0,14.0,0.0,78.0,22.0,1754.0,0.0,0.0,0.0,1754.0,0.0,0.0,0.0
59,GM0305,1996JJ00,32104.0,26190.0,0.0,26190.0,239.0,1485.0,1307.0,0.0,45.0,0.0,133.0,0.0,1213.0,236.0,967.0,10.0,0.0,236.0,36.0,129.0,0.0,38.0,33.0,787.0,0.0,787.0,194.0,0.0,0.0,14.0,0.0,150.0,30.0,1760.0,0.0,0.0,0.0,1760.0,0.0,0.0,0.0
60,GM0059,1989JJ00,103475.0,88901.0,10.0,88891.0,176.0,8158.0,6812.0,77.0,975.0,133.0,62.0,99.0,2769.0,263.0,2291.0,215.0,0.0,991.0,56.0,852.0,0.0,83.0,0.0,701.0,14.0,687.0,620.0,58.0,21.0,117.0,309.0,115.0,0.0,1159.0,0.0,0.0,0.0,1159.0,0.0,0.0,0.0
61,GM0059,1993JJ00,103978.0,88714.0,30.0,88684.0,176.0,8571.0,7038.0,74.0,1165.0,133.0,62.0,99.0,2837.0,263.0,2349.0,225.0,0.0,1024.0,56.0,868.0,17.0,83.0,0.0,676.0,14.0,662.0,761.0,58.0,21.0,117.0,287.0,278.0,0.0,1218.0,0.0,0.0,0.0,1218.0,0.0,0.0,0.0
62,GM0059,1996JJ00,103984.0,89224.0,30.0,89194.0,228.0,8065.0,6354.0,134.0,1269.0,133.0,76.0,99.0,2914.0,263.0,2432.0,219.0,0.0,1133.0,170.0,872.0,17.0,74.0,0.0,608.0,14.0,594.0,575.0,58.0,15.0,124.0,182.0,196.0,0.0,1237.0,0.0,0.0,0.0,1237.0,0.0,0.0,0.0
63,GM0001,1989JJ00,18708.0,17430.0,0.0,17430.0,0.0,464.0,464.0,0.0,0.0,0.0,0.0,0.0,481.0,179.0,277.0,25.0,0.0,117.0,0.0,98.0,0.0,19.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,21.0,0.0,18.0,0.0,175.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0
64,GM0001,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,GM0001,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,GM0002,1989JJ00,30771.0,28139.0,0.0,28139.0,0.0,583.0,467.0,0.0,116.0,0.0,0.0,0.0,1026.0,104.0,877.0,45.0,0.0,160.0,0.0,132.0,0.0,28.0,0.0,261.0,0.0,261.0,70.0,0.0,0.0,26.0,44.0,0.0,0.0,531.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0
67,GM0002,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
