ID,RegioS,Perioden,TotaleOppervlakte_1,TotaalAgrarischGebruik_2,Glastuinbouw_3,OverigAgrarischGebruik_4,Bossen_5,TotaalBebouwdeGrond_6,Woongebied_7,Delfstoffenwinning_8,Bedrijfsterreinen_9,DienstverlenendeSector_10,OverigeOpenbareVoorzieningen_11,SociaalCultureleVoorzieningen_12,TotaalVerkeer_13,SpoorTramEnMetrowegen_14,VerhardeWegen_15,OnverhardeEnHalfverhardeWegen_16,Vliegvelden_17,TotaalRecreatie_18,ParkenEnPlantsoenen_19,Sportterreinen_20,Dagrecreatie_21,Volkstuinen_22,Verblijfsrecreatie_23,TotaalNatuurlijkTerrein_24,DroogNatuurlijkTerrein_25,NatNatuurlijkTerrein_26,TotaalOverigeGronden_27,Stortplaatsen_28,Wrakkenopslagplaatsen_29,Begraafplaatsen_30,BouwterreinVoorBedrijfsterreinen_31,BouwterreinVoorOverigeBestemmingen_32,OverigeGronden_33,TotaalWater_34,IJsselmeer_35,SpaarbekkensWaterreservoirs_36,WaterMetRecreatieveHoofdfunctie_37,OverigWaterBrederDan6Meter_38,WaddenzeeEemsDollard_39,OosterEnWesterschelde_40,Noordzee_41
634,GM0906,1993JJ00,24709.0,6731.0,0.0,6731.0,914.0,13732.0,5519.0,0.0,7487.0,232.0,97.0,397.0,2233.0,374.0,1792.0,67.0,0.0,678.0,42.0,397.0,134.0,76.0,29.0,0.0,0.0,0.0,366.0,0.0,0.0,147.0,219.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
635,GM0906,1996JJ00,24720.0,7027.0,0.0,7027.0,1057.0,12091.0,5373.0,0.0,6002.0,222.0,97.0,397.0,2237.0,374.0,1819.0,44.0,0.0,573.0,0.0,410.0,82.0,52.0,29.0,0.0,0.0,0.0,1622.0,192.0,0.0,136.0,1263.0,31.0,0.0,113.0,0.0,0.0,51.0,62.0,0.0,0.0,0.0
636,GM0782,1989JJ00,57181.0,43454.0,62.0,43392.0,6812.0,3488.0,2985.0,73.0,308.0,0.0,0.0,122.0,1756.0,0.0,1223.0,533.0,0.0,866.0,33.0,368.0,99.0,14.0,352.0,555.0,555.0,0.0,212.0,60.0,7.0,12.0,133.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
637,GM0782,1993JJ00,57181.0,42948.0,62.0,42886.0,6978.0,3640.0,2982.0,73.0,463.0,0.0,0.0,122.0,1784.0,0.0,1251.0,533.0,0.0,952.0,56.0,465.0,65.0,14.0,352.0,603.0,603.0,0.0,165.0,60.0,7.0,15.0,0.0,83.0,0.0,112.0,0.0,0.0,70.0,42.0,0.0,0.0,0.0
638,GM0782,1996JJ00,57185.0,42127.0,65.0,42062.0,7243.0,3890.0,3121.0,70.0,575.0,0.0,0.0,124.0,2140.0,0.0,1786.0,354.0,0.0,923.0,60.0,433.0,70.0,9.0,351.0,623.0,623.0,0.0,105.0,0.0,0.0,17.0,0.0,88.0,0.0,134.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0
639,GM0237,1989JJ00,65108.0,55462.0,0.0,55462.0,1130.0,4707.0,3462.0,423.0,732.0,53.0,0.0,37.0,1880.0,0.0,1880.0,0.0,0.0,1013.0,299.0,477.0,101.0,21.0,115.0,321.0,0.0,321.0,152.0,0.0,0.0,48.0,2.0,102.0,0.0,444.0,0.0,0.0,32.0,412.0,0.0,0.0,0.0
640,GM0237,1993JJ00,65109.0,54991.0,12.0,54979.0,1209.0,4794.0,3521.0,423.0,760.0,53.0,0.0,37.0,1946.0,0.0,1946.0,0.0,0.0,1096.0,299.0,525.0,101.0,35.0,136.0,294.0,0.0,294.0,336.0,0.0,0.0,48.0,167.0,121.0,0.0,442.0,0.0,0.0,32.0,410.0,0.0,0.0,0.0
641,GM0237,1996JJ00,65107.0,54664.0,9.0,54655.0,1237.0,5339.0,3672.0,601.0,963.0,66.0,0.0,37.0,1943.0,0.0,1943.0,0.0,0.0,1097.0,299.0,525.0,0.0,35.0,238.0,132.0,0.0,132.0,108.0,39.0,0.0,48.0,9.0,12.0,0.0,587.0,0.0,0.0,32.0,555.0,0.0,0.0,0.0
642,GM0238,1989JJ00,14986.0,10129.0,158.0,9971.0,10.0,1252.0,951.0,0.0,301.0,0.0,0.0,0.0,419.0,0.0,414.0,5.0,0.0,255.0,0.0,213.0,0.0,7.0,35.0,362.0,170.0,192.0,167.0,0.0,0.0,20.0,121.0,0.0,26.0,2391.0,0.0,0.0,0.0,2391.0,0.0,0.0,0.0
643,GM0238,1993JJ00,14987.0,10059.0,233.0,9826.0,10.0,1324.0,951.0,0.0,336.0,0.0,37.0,0.0,420.0,0.0,415.0,5.0,0.0,260.0,0.0,213.0,0.0,7.0,40.0,377.0,170.0,207.0,151.0,0.0,0.0,20.0,105.0,0.0,26.0,2385.0,0.0,0.0,0.0,2385.0,0.0,0.0,0.0
644,GM0238,1996JJ00,14987.0,10109.0,234.0,9875.0,43.0,1494.0,1068.0,0.0,389.0,0.0,37.0,0.0,421.0,0.0,416.0,5.0,0.0,272.0,0.0,225.0,0.0,7.0,40.0,163.0,81.0,82.0,128.0,0.0,0.0,24.0,78.0,0.0,26.0,2357.0,0.0,0.0,0.0,2357.0,0.0,0.0,0.0
645,GM0154,1989JJ00,29803.0,24970.0,0.0,24970.0,13.0,1430.0,787.0,0.0,611.0,0.0,10.0,22.0,724.0,0.0,720.0,4.0,0.0,389.0,169.0,124.0,37.0,59.0,0.0,218.0,29.0,189.0,246.0,14.0,0.0,13.0,139.0,54.0,26.0,1814.0,0.0,0.0,0.0,1814.0,0.0,0.0,0.0
646,GM0154,1993JJ00,29805.0,24661.0,0.0,24661.0,29.0,1731.0,858.0,0.0,811.0,0.0,40.0,22.0,727.0,0.0,727.0,0.0,0.0,486.0,265.0,117.0,46.0,58.0,0.0,196.0,0.0,196.0,172.0,14.0,0.0,13.0,119.0,0.0,26.0,1801.0,0.0,0.0,0.0,1801.0,0.0,0.0,0.0
647,GM0154,1996JJ00,29804.0,24483.0,0.0,24483.0,29.0,1822.0,943.0,0.0,858.0,0.0,21.0,0.0,732.0,0.0,732.0,0.0,0.0,440.0,215.0,117.0,46.0,62.0,0.0,136.0,0.0,136.0,363.0,14.0,0.0,13.0,153.0,157.0,26.0,1799.0,0.0,0.0,0.0,1799.0,0.0,0.0,0.0
648,GM0907,1989JJ00,49488.0,33226.0,0.0,33226.0,4554.0,5631.0,3227.0,219.0,1071.0,13.0,237.0,864.0,2098.0,0.0,1908.0,190.0,0.0,1470.0,0.0,363.0,1.0,9.0,1097.0,236.0,236.0,0.0,620.0,0.0,20.0,21.0,290.0,185.0,104.0,1654.0,0.0,0.0,52.0,1602.0,0.0,0.0,0.0
649,GM0907,1993JJ00,50397.0,33427.0,0.0,33427.0,4503.0,5975.0,3244.0,277.0,1340.0,13.0,237.0,864.0,2287.0,0.0,2079.0,208.0,0.0,1568.0,66.0,375.0,1.0,9.0,1117.0,236.0,236.0,0.0,495.0,0.0,20.0,21.0,264.0,62.0,128.0,1907.0,0.0,0.0,52.0,1855.0,0.0,0.0,0.0
650,GM0907,1996JJ00,50409.0,33374.0,0.0,33374.0,4552.0,6319.0,3317.0,420.0,1411.0,12.0,286.0,873.0,2249.0,0.0,2154.0,95.0,0.0,1515.0,29.0,363.0,1.0,9.0,1113.0,243.0,236.0,7.0,251.0,0.0,20.0,21.0,117.0,0.0,93.0,1906.0,0.0,0.0,52.0,1854.0,0.0,0.0,0.0
651,GM0689,1989JJ00,65121.0,56958.0,0.0,56958.0,78.0,2631.0,2108.0,0.0,457.0,0.0,66.0,0.0,2885.0,163.0,2646.0,76.0,0.0,828.0,15.0,438.0,244.0,39.0,92.0,82.0,0.0,82.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,1631.0,0.0,0.0,0.0,1631.0,0.0,0.0,0.0
652,GM0689,1993JJ00,65123.0,56876.0,0.0,56876.0,78.0,2657.0,2134.0,0.0,457.0,0.0,66.0,0.0,2894.0,163.0,2656.0,75.0,0.0,828.0,15.0,448.0,197.0,76.0,92.0,82.0,0.0,82.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,1679.0,0.0,0.0,47.0,1632.0,0.0,0.0,0.0
653,GM0689,1996JJ00,65119.0,56718.0,0.0,56718.0,144.0,2641.0,2133.0,0.0,435.0,18.0,55.0,0.0,2895.0,163.0,2692.0,40.0,0.0,745.0,0.0,463.0,141.0,49.0,92.0,120.0,1.0,119.0,143.0,0.0,3.0,28.0,57.0,55.0,0.0,1713.0,0.0,0.0,96.0,1617.0,0.0,0.0,0.0
654,GM0116,1989JJ00,41474.0,33078.0,0.0,33078.0,3579.0,1970.0,1599.0,89.0,237.0,0.0,45.0,0.0,1713.0,0.0,1408.0,305.0,0.0,416.0,129.0,117.0,39.0,16.0,115.0,408.0,408.0,0.0,111.0,35.0,0.0,21.0,0.0,55.0,0.0,197.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0
655,GM0116,1993JJ00,41473.0,32882.0,0.0,32882.0,3804.0,2124.0,1723.0,87.0,250.0,19.0,45.0,0.0,1662.0,0.0,1413.0,249.0,0.0,404.0,113.0,183.0,25.0,15.0,68.0,192.0,192.0,0.0,219.0,35.0,0.0,21.0,142.0,21.0,0.0,186.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0
656,GM0116,1996JJ00,41470.0,32863.0,0.0,32863.0,3809.0,2217.0,1747.0,87.0,319.0,19.0,45.0,0.0,1669.0,0.0,1464.0,205.0,0.0,398.0,113.0,177.0,25.0,15.0,68.0,192.0,192.0,0.0,135.0,35.0,0.0,21.0,0.0,79.0,0.0,187.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0
657,GM0784,1989JJ00,71080.0,44732.0,52.0,44680.0,15494.0,5478.0,3431.0,186.0,1098.0,45.0,689.0,29.0,3541.0,213.0,2568.0,158.0,602.0,1490.0,22.0,836.0,70.0,22.0,540.0,120.0,120.0,0.0,159.0,0.0,0.0,19.0,0.0,140.0,0.0,67.0,0.0,0.0,44.0,23.0,0.0,0.0,0.0
658,GM0784,1993JJ00,71131.0,43975.0,79.0,43896.0,15398.0,5741.0,3510.0,186.0,1282.0,45.0,689.0,29.0,3761.0,213.0,2644.0,155.0,749.0,1842.0,22.0,1188.0,70.0,22.0,540.0,217.0,217.0,0.0,132.0,0.0,0.0,19.0,39.0,74.0,0.0,67.0,0.0,0.0,44.0,23.0,0.0,0.0,0.0
659,GM0784,1996JJ00,71118.0,43646.0,82.0,43564.0,15456.0,6027.0,3666.0,186.0,1412.0,45.0,373.0,345.0,3742.0,213.0,2633.0,148.0,748.0,1859.0,22.0,1172.0,70.0,15.0,580.0,149.0,149.0,0.0,172.0,0.0,0.0,19.0,18.0,135.0,0.0,67.0,0.0,0.0,44.0,23.0,0.0,0.0,0.0
660,GM0511,1989JJ00,120360.0,35037.0,0.0,35037.0,1596.0,3102.0,2763.0,0.0,191.0,37.0,101.0,10.0,2775.0,0.0,2724.0,51.0,0.0,3629.0,75.0,181.0,780.0,84.0,2509.0,24119.0,22096.0,2023.0,1884.0,25.0,0.0,53.0,121.0,530.0,1155.0,48219.0,0.0,0.0,0.0,36916.0,0.0,0.0,11303.0
661,GM0511,1993JJ00,153840.0,34921.0,0.0,34921.0,1598.0,3628.0,2760.0,0.0,207.0,37.0,101.0,523.0,2779.0,0.0,2728.0,51.0,0.0,3651.0,75.0,181.0,780.0,94.0,2521.0,24103.0,22096.0,2007.0,1436.0,25.0,0.0,53.0,105.0,98.0,1155.0,81725.0,0.0,0.0,0.0,36942.0,0.0,0.0,44783.0
662,GM0511,1996JJ00,153847.0,35082.0,0.0,35082.0,3572.0,3662.0,2777.0,0.0,224.0,33.0,105.0,523.0,2948.0,0.0,2948.0,0.0,0.0,3834.0,72.0,144.0,857.0,102.0,2659.0,21878.0,19779.0,2099.0,857.0,26.0,0.0,53.0,88.0,12.0,678.0,82014.0,0.0,0.0,0.0,37207.0,0.0,0.0,44807.0
663,GM0664,1989JJ00,102077.0,75148.0,0.0,75148.0,1371.0,7125.0,5264.0,0.0,1386.0,0.0,68.0,407.0,4358.0,619.0,3550.0,189.0,0.0,1756.0,663.0,460.0,353.0,85.0,195.0,2902.0,237.0,2665.0,765.0,0.0,17.0,103.0,227.0,109.0,309.0,8652.0,0.0,0.0,0.0,5328.0,0.0,3324.0,0.0
664,GM0664,1993JJ00,102075.0,73279.0,0.0,73279.0,1355.0,7572.0,5543.0,0.0,1554.0,0.0,68.0,407.0,4459.0,619.0,3651.0,189.0,0.0,1905.0,691.0,480.0,353.0,105.0,276.0,2857.0,298.0,2559.0,1987.0,0.0,37.0,115.0,193.0,1333.0,309.0,8658.0,0.0,0.0,0.0,5334.0,0.0,3324.0,0.0
665,GM0664,1996JJ00,102083.0,72805.0,0.0,72805.0,1433.0,8077.0,6020.0,0.0,1542.0,138.0,41.0,336.0,4910.0,608.0,4090.0,212.0,0.0,2584.0,580.0,1083.0,544.0,101.0,276.0,2291.0,120.0,2171.0,804.0,0.0,15.0,118.0,20.0,345.0,306.0,9179.0,0.0,0.0,0.0,5855.0,0.0,3324.0,0.0
666,GM0785,1989JJ00,25701.0,11248.0,7.0,11241.0,6311.0,4138.0,2895.0,472.0,459.0,49.0,0.0,263.0,1049.0,0.0,724.0,325.0,0.0,478.0,153.0,260.0,0.0,65.0,0.0,2430.0,2395.0,35.0,29.0,0.0,15.0,14.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
667,GM0785,1993JJ00,25701.0,10798.0,7.0,10791.0,6260.0,3856.0,3046.0,0.0,487.0,60.0,0.0,263.0,1097.0,0.0,785.0,312.0,0.0,503.0,167.0,258.0,0.0,78.0,0.0,2415.0,2380.0,35.0,458.0,0.0,15.0,14.0,210.0,219.0,0.0,315.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0
668,GM0785,1996JJ00,25702.0,10655.0,7.0,10648.0,6500.0,4192.0,3168.0,0.0,700.0,61.0,0.0,263.0,1079.0,0.0,802.0,277.0,0.0,527.0,167.0,292.0,0.0,68.0,0.0,2321.0,2286.0,35.0,113.0,0.0,15.0,14.0,1.0,83.0,0.0,315.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0
669,GM0156,1989JJ00,8038.0,3174.0,25.0,3149.0,220.0,3430.0,2442.0,0.0,856.0,13.0,61.0,58.0,490.0,120.0,349.0,21.0,0.0,382.0,65.0,285.0,0.0,32.0,0.0,0.0,0.0,0.0,184.0,0.0,3.0,58.0,100.0,23.0,0.0,159.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0
670,GM0156,1993JJ00,8035.0,3060.0,25.0,3035.0,163.0,3584.0,2526.0,0.0,926.0,13.0,61.0,58.0,499.0,120.0,360.0,19.0,0.0,381.0,65.0,284.0,0.0,32.0,0.0,0.0,0.0,0.0,190.0,0.0,3.0,58.0,98.0,31.0,0.0,159.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0
671,GM0156,1996JJ00,9534.0,4222.0,33.0,4189.0,170.0,3798.0,2588.0,0.0,1068.0,13.0,71.0,58.0,721.0,120.0,580.0,21.0,0.0,387.0,65.0,290.0,0.0,32.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,58.0,0.0,19.0,0.0,159.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0
672,GM0512,1989JJ00,21991.0,10417.0,0.0,10417.0,345.0,4997.0,3386.0,0.0,1367.0,37.0,0.0,207.0,2197.0,262.0,1935.0,0.0,0.0,659.0,61.0,498.0,0.0,75.0,25.0,60.0,0.0,60.0,300.0,0.0,20.0,33.0,0.0,130.0,117.0,3015.0,0.0,0.0,0.0,3015.0,0.0,0.0,0.0
673,GM0512,1993JJ00,21988.0,9493.0,0.0,9493.0,314.0,5459.0,3647.0,0.0,1543.0,37.0,28.0,204.0,2196.0,262.0,1934.0,0.0,0.0,791.0,135.0,528.0,22.0,81.0,25.0,49.0,0.0,49.0,682.0,0.0,20.0,42.0,85.0,418.0,117.0,3003.0,0.0,0.0,0.0,3003.0,0.0,0.0,0.0
674,GM0512,1996JJ00,21990.0,9091.0,0.0,9091.0,346.0,5853.0,3862.0,0.0,1659.0,57.0,28.0,247.0,2217.0,262.0,1955.0,0.0,0.0,1043.0,478.0,500.0,33.0,32.0,0.0,124.0,0.0,124.0,387.0,0.0,20.0,71.0,54.0,155.0,87.0,2929.0,0.0,0.0,0.0,2929.0,0.0,0.0,0.0
675,GM0239,1989JJ00,89351.0,63906.0,0.0,63906.0,14791.0,4800.0,3954.0,146.0,86.0,25.0,159.0,430.0,2915.0,598.0,1786.0,531.0,0.0,873.0,0.0,471.0,19.0,23.0,360.0,347.0,314.0,33.0,234.0,0.0,12.0,50.0,36.0,39.0,97.0,1488.0,0.0,0.0,0.0,1488.0,0.0,0.0,0.0
676,GM0239,1993JJ00,89355.0,63786.0,0.0,63786.0,14793.0,4877.0,4031.0,146.0,86.0,25.0,159.0,430.0,2946.0,598.0,1818.0,530.0,0.0,901.0,0.0,484.0,19.0,23.0,375.0,347.0,314.0,33.0,217.0,0.0,12.0,50.0,36.0,22.0,97.0,1490.0,0.0,0.0,0.0,1490.0,0.0,0.0,0.0
677,GM0239,1996JJ00,89348.0,63944.0,0.0,63944.0,14267.0,4462.0,3797.0,0.0,84.0,26.0,194.0,361.0,3520.0,611.0,2357.0,552.0,0.0,993.0,16.0,475.0,19.0,0.0,483.0,337.0,304.0,33.0,165.0,0.0,13.0,49.0,0.0,10.0,93.0,1660.0,0.0,0.0,0.0,1660.0,0.0,0.0,0.0
678,GM0513,1989JJ00,16312.0,3549.0,43.0,3506.0,52.0,8666.0,6362.0,0.0,1281.0,268.0,284.0,471.0,1112.0,365.0,738.0,9.0,0.0,1224.0,464.0,446.0,160.0,123.0,31.0,14.0,0.0,14.0,734.0,0.0,2.0,64.0,0.0,618.0,50.0,962.0,0.0,0.0,0.0,962.0,0.0,0.0,0.0
679,GM0513,1993JJ00,16418.0,3047.0,36.0,3011.0,52.0,9210.0,6911.0,0.0,1274.0,270.0,284.0,471.0,1205.0,367.0,829.0,9.0,0.0,1236.0,464.0,458.0,160.0,123.0,31.0,14.0,0.0,14.0,683.0,0.0,2.0,64.0,361.0,206.0,50.0,970.0,0.0,0.0,0.0,970.0,0.0,0.0,0.0
680,GM0513,1996JJ00,18104.0,4032.0,19.0,4013.0,133.0,9593.0,7571.0,0.0,1207.0,316.0,284.0,215.0,1312.0,352.0,951.0,9.0,0.0,1387.0,467.0,691.0,71.0,128.0,30.0,14.0,0.0,14.0,520.0,0.0,2.0,64.0,222.0,182.0,50.0,1113.0,0.0,0.0,0.0,1113.0,0.0,0.0,0.0
681,GM0693,1989JJ00,69318.0,61770.0,0.0,61770.0,805.0,1362.0,1264.0,0.0,77.0,0.0,21.0,0.0,2177.0,0.0,2166.0,11.0,0.0,295.0,0.0,60.0,142.0,22.0,71.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,0.0,2870.0,0.0,0.0,16.0,2854.0,0.0,0.0,0.0
682,GM0693,1993JJ00,69324.0,61702.0,0.0,61702.0,805.0,1418.0,1302.0,0.0,95.0,0.0,21.0,0.0,2179.0,0.0,2168.0,11.0,0.0,269.0,0.0,62.0,102.0,34.0,71.0,0.0,0.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,0.0,2912.0,0.0,0.0,56.0,2856.0,0.0,0.0,0.0
683,GM0693,1996JJ00,69326.0,61815.0,0.0,61815.0,836.0,1293.0,1150.0,0.0,122.0,0.0,21.0,0.0,2182.0,0.0,2171.0,11.0,0.0,243.0,0.0,62.0,71.0,39.0,71.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,2917.0,0.0,0.0,56.0,2861.0,0.0,0.0,0.0
684,GM0365,1989JJ00,15131.0,11674.0,0.0,11674.0,0.0,857.0,805.0,0.0,52.0,0.0,0.0,0.0,525.0,0.0,525.0,0.0,0.0,348.0,0.0,127.0,0.0,47.0,174.0,108.0,0.0,108.0,23.0,0.0,0.0,11.0,12.0,0.0,0.0,1596.0,0.0,0.0,0.0,1596.0,0.0,0.0,0.0
685,GM0365,1993JJ00,21753.0,17366.0,0.0,17366.0,12.0,1000.0,917.0,0.0,83.0,0.0,0.0,0.0,832.0,0.0,832.0,0.0,0.0,560.0,0.0,186.0,56.0,38.0,280.0,136.0,18.0,118.0,53.0,0.0,0.0,11.0,26.0,0.0,16.0,1794.0,0.0,0.0,0.0,1794.0,0.0,0.0,0.0
686,GM0365,1996JJ00,21753.0,17280.0,0.0,17280.0,19.0,1089.0,934.0,0.0,83.0,0.0,0.0,72.0,837.0,0.0,837.0,0.0,0.0,561.0,0.0,186.0,57.0,38.0,280.0,136.0,18.0,118.0,38.0,0.0,0.0,11.0,27.0,0.0,0.0,1793.0,0.0,0.0,0.0,1793.0,0.0,0.0,0.0
687,GM0157,1989JJ00,58813.0,51409.0,0.0,51409.0,2231.0,1936.0,938.0,57.0,917.0,0.0,10.0,14.0,1976.0,153.0,1764.0,59.0,0.0,382.0,80.0,119.0,10.0,30.0,143.0,65.0,0.0,65.0,51.0,0.0,3.0,28.0,0.0,0.0,20.0,765.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0
688,GM0157,1993JJ00,58815.0,51228.0,0.0,51228.0,2198.0,2102.0,1029.0,132.0,917.0,0.0,10.0,14.0,1984.0,153.0,1772.0,59.0,0.0,442.0,81.0,132.0,0.0,46.0,183.0,39.0,0.0,39.0,58.0,0.0,3.0,35.0,0.0,0.0,20.0,766.0,0.0,0.0,0.0,766.0,0.0,0.0,0.0
689,GM0157,1996JJ00,58831.0,50972.0,0.0,50972.0,2308.0,2165.0,1070.0,154.0,917.0,0.0,10.0,14.0,1965.0,153.0,1764.0,48.0,0.0,451.0,67.0,132.0,14.0,38.0,200.0,39.0,0.0,39.0,165.0,0.0,0.0,35.0,0.0,110.0,20.0,766.0,0.0,0.0,0.0,766.0,0.0,0.0,0.0
690,GM0909,1989JJ00,21186.0,17544.0,44.0,17500.0,1256.0,804.0,647.0,0.0,135.0,0.0,0.0,22.0,1166.0,50.0,1041.0,75.0,0.0,147.0,31.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,5.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0
691,GM0909,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,GM0909,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,GM0786,1989JJ00,21125.0,15190.0,0.0,15190.0,1140.0,2508.0,1573.0,0.0,157.0,27.0,171.0,580.0,698.0,0.0,554.0,144.0,0.0,806.0,422.0,322.0,21.0,40.0,1.0,74.0,0.0,74.0,58.0,0.0,0.0,11.0,0.0,44.0,3.0,650.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0
694,GM0786,1993JJ00,21125.0,14810.0,0.0,14810.0,1188.0,2558.0,1598.0,0.0,157.0,27.0,171.0,605.0,710.0,0.0,594.0,116.0,0.0,855.0,422.0,371.0,21.0,40.0,1.0,36.0,0.0,36.0,313.0,0.0,0.0,11.0,0.0,299.0,3.0,656.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0
695,GM0786,1996JJ00,28040.0,20457.0,0.0,20457.0,1742.0,3033.0,2061.0,0.0,182.0,27.0,172.0,591.0,979.0,0.0,849.0,130.0,0.0,947.0,419.0,413.0,21.0,40.0,54.0,60.0,24.0,36.0,50.0,0.0,0.0,18.0,0.0,29.0,3.0,772.0,0.0,0.0,0.0,772.0,0.0,0.0,0.0
696,GM0390,1989JJ00,29239.0,10341.0,68.0,10273.0,5064.0,1639.0,1317.0,0.0,192.0,35.0,95.0,0.0,339.0,0.0,339.0,0.0,0.0,580.0,0.0,315.0,108.0,143.0,14.0,3390.0,0.0,3390.0,190.0,162.0,11.0,11.0,0.0,0.0,6.0,7693.0,0.0,0.0,0.0,7693.0,0.0,0.0,0.0
697,GM0390,1993JJ00,29235.0,10277.0,68.0,10209.0,5065.0,1648.0,1326.0,0.0,192.0,35.0,95.0,0.0,354.0,0.0,354.0,0.0,0.0,598.0,0.0,329.0,108.0,147.0,14.0,3375.0,0.0,3375.0,227.0,162.0,11.0,11.0,0.0,37.0,6.0,7688.0,0.0,0.0,0.0,7688.0,0.0,0.0,0.0
698,GM0390,1996JJ00,29236.0,10858.0,98.0,10760.0,5539.0,1699.0,1358.0,0.0,179.0,35.0,127.0,0.0,472.0,0.0,472.0,0.0,0.0,597.0,0.0,328.0,108.0,147.0,14.0,2322.0,0.0,2322.0,179.0,162.0,0.0,11.0,0.0,0.0,6.0,7570.0,0.0,0.0,0.0,7570.0,0.0,0.0,0.0
699,GM0517,1989JJ00,20685.0,15702.0,30.0,15672.0,73.0,1884.0,1257.0,0.0,587.0,0.0,40.0,0.0,658.0,0.0,614.0,44.0,0.0,266.0,0.0,99.0,0.0,66.0,101.0,194.0,0.0,194.0,302.0,0.0,0.0,16.0,117.0,82.0,87.0,1605.0,0.0,0.0,0.0,1605.0,0.0,0.0,0.0
700,GM0517,1993JJ00,20686.0,15630.0,44.0,15586.0,73.0,1970.0,1311.0,0.0,597.0,0.0,40.0,22.0,692.0,0.0,648.0,44.0,0.0,270.0,0.0,99.0,0.0,70.0,101.0,194.0,0.0,194.0,251.0,0.0,0.0,16.0,117.0,31.0,87.0,1605.0,0.0,0.0,0.0,1605.0,0.0,0.0,0.0
701,GM0517,1996JJ00,20687.0,15600.0,44.0,15556.0,77.0,1967.0,1334.0,0.0,563.0,0.0,48.0,22.0,688.0,0.0,688.0,0.0,0.0,270.0,0.0,99.0,0.0,70.0,101.0,194.0,0.0,194.0,252.0,0.0,0.0,24.0,79.0,62.0,87.0,1639.0,0.0,0.0,0.0,1639.0,0.0,0.0,0.0
702,GM0518,1989JJ00,71012.0,2495.0,1185.0,1310.0,3917.0,39597.0,29788.0,0.0,2664.0,3326.0,970.0,2849.0,2995.0,1402.0,1593.0,0.0,0.0,8678.0,3466.0,3079.0,800.0,773.0,560.0,6062.0,6062.0,0.0,1146.0,0.0,0.0,579.0,253.0,136.0,178.0,6124.0,0.0,0.0,188.0,956.0,0.0,0.0,4980.0
703,GM0518,1993JJ00,79584.0,2461.0,1159.0,1302.0,3921.0,39758.0,29816.0,0.0,2798.0,3326.0,968.0,2850.0,3015.0,1402.0,1613.0,0.0,0.0,8638.0,3464.0,3018.0,800.0,796.0,560.0,6067.0,6067.0,0.0,1038.0,0.0,0.0,579.0,118.0,231.0,110.0,14686.0,0.0,0.0,188.0,956.0,0.0,0.0,13542.0
704,GM0518,1996JJ00,82604.0,4890.0,2294.0,2596.0,3998.0,39650.0,30177.0,0.0,1452.0,4354.0,986.0,2681.0,3160.0,1406.0,1754.0,0.0,0.0,9094.0,3468.0,3214.0,842.0,1010.0,560.0,5734.0,5734.0,0.0,1397.0,0.0,65.0,579.0,330.0,316.0,107.0,14681.0,0.0,0.0,188.0,961.0,0.0,0.0,13532.0
705,GM0787,1989JJ00,5247.0,4405.0,92.0,4313.0,0.0,550.0,526.0,0.0,24.0,0.0,0.0,0.0,115.0,0.0,115.0,0.0,0.0,66.0,13.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
