ID,Sectoren,COFOGOverheidsfuncties,Perioden,Overheidsconsumptie_1
281,10,11800 ,2006JJ00,1145.0
282,10,11800 ,2007JJ00,1758.0
283,10,11800 ,2008JJ00,2062.0
284,10,11800 ,2009JJ00,2269.0
285,10,11800 ,2010JJ00,2095.0
286,10,11800 ,2011JJ00,2122.0
287,10,11800 ,2012JJ00,2089.0
288,10,11900 ,1995JJ00,4112.0
289,10,11900 ,1996JJ00,4294.0
290,10,11900 ,1997JJ00,4562.0
291,10,11900 ,1998JJ00,4969.0
292,10,11900 ,1999JJ00,5270.0
293,10,11900 ,2000JJ00,5813.0
294,10,11900 ,2001JJ00,6575.0
295,10,11900 ,2002JJ00,7336.0
296,10,11900 ,2003JJ00,7857.0
297,10,11900 ,2004JJ00,8243.0
298,10,11900 ,2005JJ00,8447.0
299,10,11900 ,2006JJ00,9126.0
300,10,11900 ,2007JJ00,9769.0
301,10,11900 ,2008JJ00,10588.0
302,10,11900 ,2009JJ00,11060.0
303,10,11900 ,2010JJ00,10904.0
304,10,11900 ,2011JJ00,10783.0
305,10,11900 ,2012JJ00,10874.0
306,10,12000 ,1995JJ00,2099.0
307,10,12000 ,1996JJ00,2137.0
308,10,12000 ,1997JJ00,2234.0
309,10,12000 ,1998JJ00,2406.0
310,10,12000 ,1999JJ00,2553.0
311,10,12000 ,2000JJ00,2785.0
312,10,12000 ,2001JJ00,3068.0
313,10,12000 ,2002JJ00,3336.0
314,10,12000 ,2003JJ00,3576.0
315,10,12000 ,2004JJ00,3769.0
316,10,12000 ,2005JJ00,3885.0
317,10,12000 ,2006JJ00,4200.0
318,10,12000 ,2007JJ00,4453.0
319,10,12000 ,2008JJ00,4808.0
320,10,12000 ,2009JJ00,5063.0
321,10,12000 ,2010JJ00,4987.0
322,10,12000 ,2011JJ00,4955.0
323,10,12000 ,2012JJ00,5002.0
324,10,12100 ,1995JJ00,553.0
325,10,12100 ,1996JJ00,551.0
326,10,12100 ,1997JJ00,572.0
327,10,12100 ,1998JJ00,612.0
328,10,12100 ,1999JJ00,642.0
329,10,12100 ,2000JJ00,694.0
330,10,12100 ,2001JJ00,788.0
331,10,12100 ,2002JJ00,886.0
332,10,12100 ,2003JJ00,978.0
333,10,12100 ,2004JJ00,1032.0
334,10,12100 ,2005JJ00,1090.0
335,10,12100 ,2006JJ00,1238.0
336,10,12100 ,2007JJ00,1263.0
337,10,12100 ,2008JJ00,1307.0
338,10,12100 ,2009JJ00,1339.0
339,10,12100 ,2010JJ00,1306.0
340,10,12100 ,2011JJ00,1223.0
341,10,12100 ,2012JJ00,1238.0
342,10,12200 ,1995JJ00,471.0
343,10,12200 ,1996JJ00,505.0
344,10,12200 ,1997JJ00,554.0
345,10,12200 ,1998JJ00,636.0
346,10,12200 ,1999JJ00,669.0
347,10,12200 ,2000JJ00,796.0
348,10,12200 ,2001JJ00,947.0
349,10,12200 ,2002JJ00,1132.0
350,10,12200 ,2003JJ00,1206.0
351,10,12200 ,2004JJ00,1242.0
352,10,12200 ,2005JJ00,1277.0
353,10,12200 ,2006JJ00,1325.0
354,10,12200 ,2007JJ00,1423.0
355,10,12200 ,2008JJ00,1467.0
356,10,12200 ,2009JJ00,1525.0
357,10,12200 ,2010JJ00,1573.0
358,10,12200 ,2011JJ00,1608.0
359,10,12200 ,2012JJ00,1571.0
360,10,12300 ,1995JJ00,720.0
361,10,12300 ,1996JJ00,817.0
362,10,12300 ,1997JJ00,890.0
363,10,12300 ,1998JJ00,981.0
364,10,12300 ,1999JJ00,1035.0
365,10,12300 ,2000JJ00,1119.0
366,10,12300 ,2001JJ00,1234.0
367,10,12300 ,2002JJ00,1410.0
368,10,12300 ,2003JJ00,1476.0
369,10,12300 ,2004JJ00,1512.0
370,10,12300 ,2005JJ00,1555.0
371,10,12300 ,2006JJ00,1701.0
372,10,12300 ,2007JJ00,1871.0
373,10,12300 ,2008JJ00,2175.0
374,10,12300 ,2009JJ00,2257.0
375,10,12300 ,2010JJ00,2129.0
376,10,12300 ,2011JJ00,2099.0
377,10,12300 ,2012JJ00,2154.0
378,10,12400 ,1995JJ00,26.0
379,10,12400 ,1996JJ00,24.0
380,10,12400 ,1997JJ00,20.0
381,10,12400 ,1998JJ00,18.0
382,10,12400 ,1999JJ00,19.0
383,10,12400 ,2000JJ00,20.0
384,10,12400 ,2001JJ00,23.0
385,10,12400 ,2002JJ00,23.0
386,10,12400 ,2003JJ00,24.0
387,10,12400 ,2004JJ00,27.0
388,10,12400 ,2005JJ00,26.0
389,10,12400 ,2006JJ00,24.0
390,10,12400 ,2007JJ00,25.0
391,10,12400 ,2008JJ00,23.0
392,10,12400 ,2009JJ00,22.0
393,10,12400 ,2010JJ00,23.0
394,10,12400 ,2011JJ00,17.0
395,10,12400 ,2012JJ00,16.0
396,10,12500 ,1995JJ00,243.0
397,10,12500 ,1996JJ00,260.0
398,10,12500 ,1997JJ00,292.0
399,10,12500 ,1998JJ00,316.0
400,10,12500 ,1999JJ00,352.0
401,10,12500 ,2000JJ00,399.0
402,10,12500 ,2001JJ00,515.0
403,10,12500 ,2002JJ00,549.0
404,10,12500 ,2003JJ00,597.0
405,10,12500 ,2004JJ00,661.0
406,10,12500 ,2005JJ00,614.0
407,10,12500 ,2006JJ00,638.0
408,10,12500 ,2007JJ00,734.0
409,10,12500 ,2008JJ00,808.0
410,10,12500 ,2009JJ00,854.0
411,10,12500 ,2010JJ00,886.0
412,10,12500 ,2011JJ00,881.0
413,10,12500 ,2012JJ00,893.0
414,10,12600 ,1995JJ00,8751.0
415,10,12600 ,1996JJ00,9042.0
416,10,12600 ,1997JJ00,9436.0
417,10,12600 ,1998JJ00,9702.0
418,10,12600 ,1999JJ00,10108.0
419,10,12600 ,2000JJ00,10524.0
420,10,12600 ,2001JJ00,12340.0
421,10,12600 ,2002JJ00,12811.0
422,10,12600 ,2003JJ00,13589.0
423,10,12600 ,2004JJ00,13613.0
424,10,12600 ,2005JJ00,13736.0
425,10,12600 ,2006JJ00,13960.0
426,10,12600 ,2007JJ00,15090.0
427,10,12600 ,2008JJ00,15968.0
428,10,12600 ,2009JJ00,16857.0
429,10,12600 ,2010JJ00,16806.0
430,10,12600 ,2011JJ00,16903.0
431,10,12600 ,2012JJ00,16937.0
432,10,12700 ,1995JJ00,2185.0
433,10,12700 ,1996JJ00,2124.0
434,10,12700 ,1997JJ00,2293.0
435,10,12700 ,1998JJ00,2336.0
436,10,12700 ,1999JJ00,2366.0
437,10,12700 ,2000JJ00,2572.0
438,10,12700 ,2001JJ00,3051.0
439,10,12700 ,2002JJ00,3211.0
440,10,12700 ,2003JJ00,3461.0
441,10,12700 ,2004JJ00,3497.0
442,10,12700 ,2005JJ00,3467.0
443,10,12700 ,2006JJ00,3420.0
444,10,12700 ,2007JJ00,3656.0
445,10,12700 ,2008JJ00,3926.0
446,10,12700 ,2009JJ00,4237.0
447,10,12700 ,2010JJ00,3913.0
448,10,12700 ,2011JJ00,3792.0
449,10,12700 ,2012JJ00,3831.0
450,10,12800 ,1995JJ00,446.0
451,10,12800 ,1996JJ00,437.0
452,10,12800 ,1997JJ00,550.0
453,10,12800 ,1998JJ00,499.0
454,10,12800 ,1999JJ00,546.0
455,10,12800 ,2000JJ00,569.0
456,10,12800 ,2001JJ00,835.0
457,10,12800 ,2002JJ00,802.0
458,10,12800 ,2003JJ00,887.0
459,10,12800 ,2004JJ00,695.0
460,10,12800 ,2005JJ00,696.0
461,10,12800 ,2006JJ00,771.0
462,10,12800 ,2007JJ00,765.0
463,10,12800 ,2008JJ00,818.0
464,10,12800 ,2009JJ00,836.0
465,10,12800 ,2010JJ00,801.0
466,10,12800 ,2011JJ00,779.0
467,10,12800 ,2012JJ00,639.0
468,10,12900 ,1995JJ00,29.0
469,10,12900 ,1996JJ00,26.0
470,10,12900 ,1997JJ00,13.0
471,10,12900 ,1998JJ00,24.0
472,10,12900 ,1999JJ00,15.0
473,10,12900 ,2000JJ00,8.0
474,10,12900 ,2001JJ00,17.0
475,10,12900 ,2002JJ00,-4.0
476,10,12900 ,2003JJ00,-5.0
477,10,12900 ,2004JJ00,-1.0
478,10,12900 ,2005JJ00,-13.0
479,10,12900 ,2006JJ00,-36.0
480,10,12900 ,2007JJ00,-13.0
481,10,12900 ,2008JJ00,0.0
482,10,12900 ,2009JJ00,5.0
483,10,12900 ,2010JJ00,-1.0
484,10,12900 ,2011JJ00,8.0
485,10,12900 ,2012JJ00,11.0
486,10,13000 ,1995JJ00,47.0
487,10,13000 ,1996JJ00,54.0
488,10,13000 ,1997JJ00,54.0
489,10,13000 ,1998JJ00,82.0
490,10,13000 ,1999JJ00,111.0
491,10,13000 ,2000JJ00,75.0
492,10,13000 ,2001JJ00,97.0
493,10,13000 ,2002JJ00,118.0
494,10,13000 ,2003JJ00,137.0
495,10,13000 ,2004JJ00,130.0
496,10,13000 ,2005JJ00,121.0
497,10,13000 ,2006JJ00,73.0
498,10,13000 ,2007JJ00,75.0
499,10,13000 ,2008JJ00,52.0
500,10,13000 ,2009JJ00,205.0
501,10,13000 ,2010JJ00,236.0
502,10,13000 ,2011JJ00,221.0
503,10,13000 ,2012JJ00,209.0
504,10,13100 ,1995JJ00,3823.0
505,10,13100 ,1996JJ00,4088.0
506,10,13100 ,1997JJ00,4217.0
507,10,13100 ,1998JJ00,4768.0
508,10,13100 ,1999JJ00,4937.0
509,10,13100 ,2000JJ00,5111.0
510,10,13100 ,2001JJ00,5919.0
511,10,13100 ,2002JJ00,6195.0
512,10,13100 ,2003JJ00,6492.0
513,10,13100 ,2004JJ00,6663.0
514,10,13100 ,2005JJ00,6956.0
515,10,13100 ,2006JJ00,7251.0
516,10,13100 ,2007JJ00,8053.0
517,10,13100 ,2008JJ00,8497.0
518,10,13100 ,2009JJ00,8819.0
519,10,13100 ,2010JJ00,9013.0
520,10,13100 ,2011JJ00,9198.0
521,10,13100 ,2012JJ00,9292.0
522,10,13200 ,1995JJ00,11.0
523,10,13200 ,1996JJ00,17.0
524,10,13200 ,1997JJ00,15.0
525,10,13200 ,1998JJ00,13.0
526,10,13200 ,1999JJ00,20.0
527,10,13200 ,2000JJ00,34.0
528,10,13200 ,2001JJ00,93.0
529,10,13200 ,2002JJ00,61.0
530,10,13200 ,2003JJ00,66.0
531,10,13200 ,2004JJ00,65.0
532,10,13200 ,2005JJ00,71.0
533,10,13200 ,2006JJ00,71.0
534,10,13200 ,2007JJ00,13.0
535,10,13200 ,2008JJ00,36.0
536,10,13200 ,2009JJ00,40.0
537,10,13200 ,2010JJ00,50.0
538,10,13200 ,2011JJ00,43.0
539,10,13200 ,2012JJ00,46.0
540,10,13300 ,1995JJ00,714.0
541,10,13300 ,1996JJ00,736.0
542,10,13300 ,1997JJ00,773.0
543,10,13300 ,1998JJ00,812.0
544,10,13300 ,1999JJ00,845.0
545,10,13300 ,2000JJ00,886.0
546,10,13300 ,2001JJ00,940.0
547,10,13300 ,2002JJ00,972.0
548,10,13300 ,2003JJ00,1055.0
549,10,13300 ,2004JJ00,1092.0
550,10,13300 ,2005JJ00,1086.0
551,10,13300 ,2006JJ00,1104.0
552,10,13300 ,2007JJ00,1180.0
553,10,13300 ,2008JJ00,1283.0
554,10,13300 ,2009JJ00,1362.0
555,10,13300 ,2010JJ00,1445.0
556,10,13300 ,2011JJ00,1491.0
557,10,13300 ,2012JJ00,1509.0
558,10,13400 ,1995JJ00,769.0
559,10,13400 ,1996JJ00,809.0
560,10,13400 ,1997JJ00,745.0
561,10,13400 ,1998JJ00,730.0
562,10,13400 ,1999JJ00,730.0
563,10,13400 ,2000JJ00,743.0
564,10,13400 ,2001JJ00,764.0
565,10,13400 ,2002JJ00,802.0
566,10,13400 ,2003JJ00,820.0
567,10,13400 ,2004JJ00,845.0
568,10,13400 ,2005JJ00,841.0
569,10,13400 ,2006JJ00,901.0
570,10,13400 ,2007JJ00,955.0
571,10,13400 ,2008JJ00,946.0
572,10,13400 ,2009JJ00,945.0
573,10,13400 ,2010JJ00,980.0
574,10,13400 ,2011JJ00,985.0
575,10,13400 ,2012JJ00,1074.0
576,10,13500 ,1995JJ00,727.0
577,10,13500 ,1996JJ00,751.0
578,10,13500 ,1997JJ00,776.0
579,10,13500 ,1998JJ00,438.0
580,10,13500 ,1999JJ00,538.0
581,10,13500 ,2000JJ00,526.0
582,10,13500 ,2001JJ00,624.0
583,10,13500 ,2002JJ00,654.0
584,10,13500 ,2003JJ00,676.0
585,10,13500 ,2004JJ00,627.0
586,10,13500 ,2005JJ00,511.0
587,10,13500 ,2006JJ00,405.0
588,10,13500 ,2007JJ00,406.0
589,10,13500 ,2008JJ00,410.0
590,10,13500 ,2009JJ00,408.0
591,10,13500 ,2010JJ00,369.0
592,10,13500 ,2011JJ00,386.0
593,10,13500 ,2012JJ00,326.0
594,10,13600 ,1995JJ00,2382.0
595,10,13600 ,1996JJ00,2443.0
596,10,13600 ,1997JJ00,2427.0
597,10,13600 ,1998JJ00,2601.0
598,10,13600 ,1999JJ00,2656.0
599,10,13600 ,2000JJ00,2898.0
600,10,13600 ,2001JJ00,3150.0
601,10,13600 ,2002JJ00,3462.0
602,10,13600 ,2003JJ00,3786.0
603,10,13600 ,2004JJ00,3759.0
604,10,13600 ,2005JJ00,3735.0
605,10,13600 ,2006JJ00,4298.0
606,10,13600 ,2007JJ00,4514.0
607,10,13600 ,2008JJ00,4644.0
608,10,13600 ,2009JJ00,5012.0
609,10,13600 ,2010JJ00,5119.0
610,10,13600 ,2011JJ00,5053.0
611,10,13600 ,2012JJ00,4986.0
612,10,13700 ,1995JJ00,34.0
613,10,13700 ,1996JJ00,35.0
614,10,13700 ,1997JJ00,-46.0
615,10,13700 ,1998JJ00,10.0
616,10,13700 ,1999JJ00,-44.0
617,10,13700 ,2000JJ00,-7.0
618,10,13700 ,2001JJ00,82.0
619,10,13700 ,2002JJ00,171.0
620,10,13700 ,2003JJ00,229.0
621,10,13700 ,2004JJ00,126.0
622,10,13700 ,2005JJ00,68.0
623,10,13700 ,2006JJ00,294.0
624,10,13700 ,2007JJ00,275.0
625,10,13700 ,2008JJ00,231.0
626,10,13700 ,2009JJ00,289.0
627,10,13700 ,2010JJ00,300.0
628,10,13700 ,2011JJ00,173.0
629,10,13700 ,2012JJ00,99.0
630,10,13800 ,1995JJ00,1321.0
631,10,13800 ,1996JJ00,1386.0
632,10,13800 ,1997JJ00,1457.0
633,10,13800 ,1998JJ00,1543.0
634,10,13800 ,1999JJ00,1611.0
635,10,13800 ,2000JJ00,1726.0
636,10,13800 ,2001JJ00,1741.0
637,10,13800 ,2002JJ00,1847.0
638,10,13800 ,2003JJ00,2006.0
639,10,13800 ,2004JJ00,2043.0
640,10,13800 ,2005JJ00,2083.0
641,10,13800 ,2006JJ00,2238.0
642,10,13800 ,2007JJ00,2347.0
643,10,13800 ,2008JJ00,2502.0
644,10,13800 ,2009JJ00,2688.0
645,10,13800 ,2010JJ00,2779.0
646,10,13800 ,2011JJ00,2866.0
647,10,13800 ,2012JJ00,2850.0
648,10,13900 ,1995JJ00,730.0
649,10,13900 ,1996JJ00,734.0
650,10,13900 ,1997JJ00,722.0
651,10,13900 ,1998JJ00,713.0
652,10,13900 ,1999JJ00,750.0
653,10,13900 ,2000JJ00,829.0
654,10,13900 ,2001JJ00,951.0
655,10,13900 ,2002JJ00,1052.0
656,10,13900 ,2003JJ00,1129.0
657,10,13900 ,2004JJ00,1178.0
658,10,13900 ,2005JJ00,1172.0
659,10,13900 ,2006JJ00,1333.0
660,10,13900 ,2007JJ00,1443.0
661,10,13900 ,2008JJ00,1484.0
662,10,13900 ,2009JJ00,1536.0
663,10,13900 ,2010JJ00,1578.0
664,10,13900 ,2011JJ00,1478.0
665,10,13900 ,2012JJ00,1456.0
666,10,14000 ,1995JJ00,136.0
667,10,14000 ,1996JJ00,133.0
668,10,14000 ,1997JJ00,137.0
669,10,14000 ,1998JJ00,180.0
670,10,14000 ,1999JJ00,175.0
671,10,14000 ,2000JJ00,180.0
672,10,14000 ,2001JJ00,192.0
673,10,14000 ,2002JJ00,202.0
674,10,14000 ,2003JJ00,210.0
675,10,14000 ,2004JJ00,239.0
676,10,14000 ,2005JJ00,233.0
677,10,14000 ,2006JJ00,242.0
678,10,14000 ,2007JJ00,261.0
679,10,14000 ,2008JJ00,308.0
680,10,14000 ,2009JJ00,353.0
681,10,14000 ,2010JJ00,355.0
682,10,14000 ,2011JJ00,320.0
683,10,14000 ,2012JJ00,352.0
684,10,14100 ,1995JJ00,50.0
685,10,14100 ,1996JJ00,52.0
686,10,14100 ,1997JJ00,48.0
687,10,14100 ,1998JJ00,45.0
688,10,14100 ,1999JJ00,50.0
689,10,14100 ,2000JJ00,54.0
690,10,14100 ,2001JJ00,54.0
691,10,14100 ,2002JJ00,76.0
692,10,14100 ,2003JJ00,74.0
693,10,14100 ,2004JJ00,73.0
694,10,14100 ,2005JJ00,84.0
695,10,14100 ,2006JJ00,89.0
696,10,14100 ,2007JJ00,87.0
697,10,14100 ,2008JJ00,94.0
698,10,14100 ,2009JJ00,97.0
699,10,14100 ,2010JJ00,94.0
700,10,14100 ,2011JJ00,74.0
701,10,14100 ,2012JJ00,74.0
702,10,14200 ,1995JJ00,111.0
703,10,14200 ,1996JJ00,103.0
704,10,14200 ,1997JJ00,109.0
705,10,14200 ,1998JJ00,110.0
706,10,14200 ,1999JJ00,114.0
707,10,14200 ,2000JJ00,116.0
708,10,14200 ,2001JJ00,130.0
709,10,14200 ,2002JJ00,114.0
710,10,14200 ,2003JJ00,138.0
711,10,14200 ,2004JJ00,100.0
712,10,14200 ,2005JJ00,95.0
713,10,14200 ,2006JJ00,102.0
714,10,14200 ,2007JJ00,101.0
715,10,14200 ,2008JJ00,25.0
716,10,14200 ,2009JJ00,49.0
717,10,14200 ,2010JJ00,13.0
718,10,14200 ,2011JJ00,142.0
719,10,14200 ,2012JJ00,155.0
720,10,14300 ,1995JJ00,1505.0
721,10,14300 ,1996JJ00,1511.0
722,10,14300 ,1997JJ00,1530.0
723,10,14300 ,1998JJ00,1651.0
724,10,14300 ,1999JJ00,1706.0
725,10,14300 ,2000JJ00,1855.0
726,10,14300 ,2001JJ00,2096.0
727,10,14300 ,2002JJ00,2122.0
728,10,14300 ,2003JJ00,2408.0
729,10,14300 ,2004JJ00,2205.0
730,10,14300 ,2005JJ00,2211.0
731,10,14300 ,2006JJ00,2120.0
732,10,14300 ,2007JJ00,2186.0
733,10,14300 ,2008JJ00,2402.0
734,10,14300 ,2009JJ00,2638.0
735,10,14300 ,2010JJ00,2609.0
736,10,14300 ,2011JJ00,2538.0
737,10,14300 ,2012JJ00,2433.0
738,10,14400 ,1995JJ00,761.0
739,10,14400 ,1996JJ00,774.0
740,10,14400 ,1997JJ00,779.0
741,10,14400 ,1998JJ00,833.0
742,10,14400 ,1999JJ00,881.0
743,10,14400 ,2000JJ00,958.0
744,10,14400 ,2001JJ00,1057.0
745,10,14400 ,2002JJ00,1148.0
746,10,14400 ,2003JJ00,1371.0
747,10,14400 ,2004JJ00,1183.0
748,10,14400 ,2005JJ00,1193.0
749,10,14400 ,2006JJ00,1093.0
750,10,14400 ,2007JJ00,1109.0
751,10,14400 ,2008JJ00,1160.0
752,10,14400 ,2009JJ00,1337.0
753,10,14400 ,2010JJ00,1279.0
754,10,14400 ,2011JJ00,1351.0
755,10,14400 ,2012JJ00,1275.0
756,10,14500 ,1995JJ00,518.0
757,10,14500 ,1996JJ00,511.0
758,10,14500 ,1997JJ00,525.0
759,10,14500 ,1998JJ00,548.0
760,10,14500 ,1999JJ00,563.0
761,10,14500 ,2000JJ00,593.0
762,10,14500 ,2001JJ00,647.0
763,10,14500 ,2002JJ00,657.0
764,10,14500 ,2003JJ00,720.0
765,10,14500 ,2004JJ00,722.0
766,10,14500 ,2005JJ00,709.0
767,10,14500 ,2006JJ00,683.0
768,10,14500 ,2007JJ00,735.0
769,10,14500 ,2008JJ00,881.0
770,10,14500 ,2009JJ00,907.0
771,10,14500 ,2010JJ00,962.0
772,10,14500 ,2011JJ00,872.0
773,10,14500 ,2012JJ00,851.0
774,10,14600 ,1995JJ00,-2.0
775,10,14600 ,1996JJ00,-2.0
776,10,14600 ,1997JJ00,-2.0
777,10,14600 ,1998JJ00,-1.0
778,10,14600 ,1999JJ00,-2.0
779,10,14600 ,2000JJ00,-2.0
780,10,14600 ,2001JJ00,-2.0
781,10,14600 ,2002JJ00,-1.0
782,10,14600 ,2003JJ00,-2.0
783,10,14600 ,2004JJ00,-2.0
784,10,14600 ,2005JJ00,-2.0
785,10,14600 ,2006JJ00,-3.0
786,10,14600 ,2007JJ00,0.0
787,10,14600 ,2008JJ00,1.0
788,10,14600 ,2009JJ00,1.0
789,10,14600 ,2010JJ00,0.0
790,10,14600 ,2011JJ00,1.0
791,10,14600 ,2012JJ00,1.0
792,10,14700 ,1995JJ00,53.0
793,10,14700 ,1996JJ00,51.0
794,10,14700 ,1997JJ00,52.0
795,10,14700 ,1998JJ00,56.0
796,10,14700 ,1999JJ00,58.0
797,10,14700 ,2000JJ00,61.0
798,10,14700 ,2001JJ00,63.0
799,10,14700 ,2002JJ00,65.0
800,10,14700 ,2003JJ00,70.0
801,10,14700 ,2004JJ00,70.0
802,10,14700 ,2005JJ00,68.0
803,10,14700 ,2006JJ00,76.0
804,10,14700 ,2007JJ00,80.0
805,10,14700 ,2008JJ00,88.0
806,10,14700 ,2009JJ00,91.0
807,10,14700 ,2010JJ00,99.0
808,10,14700 ,2011JJ00,91.0
809,10,14700 ,2012JJ00,89.0
810,10,14800 ,1995JJ00,51.0
811,10,14800 ,1996JJ00,54.0
812,10,14800 ,1997JJ00,55.0
813,10,14800 ,1998JJ00,66.0
814,10,14800 ,1999JJ00,76.0
815,10,14800 ,2000JJ00,81.0
816,10,14800 ,2001JJ00,89.0
817,10,14800 ,2002JJ00,67.0
818,10,14800 ,2003JJ00,63.0
819,10,14800 ,2004JJ00,62.0
820,10,14800 ,2005JJ00,65.0
821,10,14800 ,2006JJ00,63.0
822,10,14800 ,2007JJ00,62.0
823,10,14800 ,2008JJ00,54.0
824,10,14800 ,2009JJ00,53.0
825,10,14800 ,2010JJ00,54.0
826,10,14800 ,2011JJ00,57.0
827,10,14800 ,2012JJ00,50.0
828,10,14900 ,1995JJ00,124.0
829,10,14900 ,1996JJ00,123.0
830,10,14900 ,1997JJ00,121.0
831,10,14900 ,1998JJ00,149.0
832,10,14900 ,1999JJ00,130.0
833,10,14900 ,2000JJ00,164.0
834,10,14900 ,2001JJ00,242.0
835,10,14900 ,2002JJ00,186.0
836,10,14900 ,2003JJ00,186.0
837,10,14900 ,2004JJ00,170.0
838,10,14900 ,2005JJ00,178.0
839,10,14900 ,2006JJ00,208.0
840,10,14900 ,2007JJ00,200.0
841,10,14900 ,2008JJ00,218.0
842,10,14900 ,2009JJ00,249.0
843,10,14900 ,2010JJ00,215.0
844,10,14900 ,2011JJ00,166.0
845,10,14900 ,2012JJ00,167.0
846,10,15000 ,1995JJ00,14735.0
847,10,15000 ,1996JJ00,14549.0
848,10,15000 ,1997JJ00,16290.0
849,10,15000 ,1998JJ00,17022.0
850,10,15000 ,1999JJ00,18012.0
851,10,15000 ,2000JJ00,19777.0
852,10,15000 ,2001JJ00,21716.0
853,10,15000 ,2002JJ00,24353.0
854,10,15000 ,2003JJ00,26335.0
855,10,15000 ,2004JJ00,27106.0
856,10,15000 ,2005JJ00,28110.0
857,10,15000 ,2006JJ00,37727.0
858,10,15000 ,2007JJ00,39651.0
859,10,15000 ,2008JJ00,41098.0
860,10,15000 ,2009JJ00,45024.0
861,10,15000 ,2010JJ00,46613.0
862,10,15000 ,2011JJ00,47662.0
863,10,15000 ,2012JJ00,50787.0
864,10,15100 ,1995JJ00,2481.0
865,10,15100 ,1996JJ00,1918.0
866,10,15100 ,1997JJ00,2003.0
867,10,15100 ,1998JJ00,2199.0
868,10,15100 ,1999JJ00,2394.0
869,10,15100 ,2000JJ00,3194.0
870,10,15100 ,2001JJ00,3514.0
871,10,15100 ,2002JJ00,3785.0
872,10,15100 ,2003JJ00,4063.0
873,10,15100 ,2004JJ00,4100.0
874,10,15100 ,2005JJ00,4235.0
875,10,15100 ,2006JJ00,5951.0
876,10,15100 ,2007JJ00,6481.0
877,10,15100 ,2008JJ00,6342.0
878,10,15100 ,2009JJ00,7081.0
879,10,15100 ,2010JJ00,7356.0
880,10,15100 ,2011JJ00,7465.0
881,10,15100 ,2012JJ00,7209.0
882,10,15200 ,1995JJ00,4915.0
883,10,15200 ,1996JJ00,5094.0
884,10,15200 ,1997JJ00,6059.0
885,10,15200 ,1998JJ00,6216.0
886,10,15200 ,1999JJ00,6701.0
887,10,15200 ,2000JJ00,6592.0
888,10,15200 ,2001JJ00,7421.0
889,10,15200 ,2002JJ00,8481.0
890,10,15200 ,2003JJ00,9665.0
891,10,15200 ,2004JJ00,7981.0
892,10,15200 ,2005JJ00,9567.0
893,10,15200 ,2006JJ00,10422.0
894,10,15200 ,2007JJ00,11005.0
895,10,15200 ,2008JJ00,11368.0
896,10,15200 ,2009JJ00,12967.0
897,10,15200 ,2010JJ00,13257.0
898,10,15200 ,2011JJ00,13929.0
899,10,15200 ,2012JJ00,14524.0
900,10,15300 ,1995JJ00,6503.0
901,10,15300 ,1996JJ00,6721.0
902,10,15300 ,1997JJ00,7408.0
903,10,15300 ,1998JJ00,7771.0
904,10,15300 ,1999JJ00,7986.0
905,10,15300 ,2000JJ00,8918.0
906,10,15300 ,2001JJ00,9702.0
907,10,15300 ,2002JJ00,10952.0
908,10,15300 ,2003JJ00,11394.0
909,10,15300 ,2004JJ00,13825.0
910,10,15300 ,2005JJ00,12806.0
911,10,15300 ,2006JJ00,19785.0
912,10,15300 ,2007JJ00,20553.0
913,10,15300 ,2008JJ00,21731.0
914,10,15300 ,2009JJ00,23130.0
915,10,15300 ,2010JJ00,24100.0
916,10,15300 ,2011JJ00,24565.0
917,10,15300 ,2012JJ00,27170.0
918,10,15400 ,1995JJ00,348.0
919,10,15400 ,1996JJ00,339.0
920,10,15400 ,1997JJ00,350.0
921,10,15400 ,1998JJ00,351.0
922,10,15400 ,1999JJ00,363.0
923,10,15400 ,2000JJ00,375.0
924,10,15400 ,2001JJ00,394.0
925,10,15400 ,2002JJ00,428.0
926,10,15400 ,2003JJ00,456.0
927,10,15400 ,2004JJ00,440.0
928,10,15400 ,2005JJ00,457.0
929,10,15400 ,2006JJ00,502.0
930,10,15400 ,2007JJ00,540.0
931,10,15400 ,2008JJ00,572.0
932,10,15400 ,2009JJ00,630.0
933,10,15400 ,2010JJ00,645.0
934,10,15400 ,2011JJ00,664.0
935,10,15400 ,2012JJ00,657.0
936,10,15500 ,1995JJ00,290.0
937,10,15500 ,1996JJ00,294.0
938,10,15500 ,1997JJ00,271.0
939,10,15500 ,1998JJ00,258.0
940,10,15500 ,1999JJ00,309.0
941,10,15500 ,2000JJ00,357.0
942,10,15500 ,2001JJ00,365.0
943,10,15500 ,2002JJ00,358.0
944,10,15500 ,2003JJ00,376.0
945,10,15500 ,2004JJ00,375.0
946,10,15500 ,2005JJ00,377.0
947,10,15500 ,2006JJ00,379.0
948,10,15500 ,2007JJ00,381.0
949,10,15500 ,2008JJ00,376.0
950,10,15500 ,2009JJ00,382.0
951,10,15500 ,2010JJ00,385.0
952,10,15500 ,2011JJ00,369.0
953,10,15500 ,2012JJ00,395.0
954,10,15600 ,1995JJ00,198.0
955,10,15600 ,1996JJ00,183.0
956,10,15600 ,1997JJ00,199.0
957,10,15600 ,1998JJ00,227.0
958,10,15600 ,1999JJ00,259.0
959,10,15600 ,2000JJ00,341.0
960,10,15600 ,2001JJ00,320.0
961,10,15600 ,2002JJ00,349.0
962,10,15600 ,2003JJ00,381.0
