ID,CentraleDecentraleProductie,Energiedragers,Perioden,TotaalElektriciteitEnWarmteTJ_1,ElektriciteitMWh_2,ElektriciteitTJ_3,Elektriciteit_4,WarmteTJ_5,InzetTJ_6
303,E007022,E006602,2004JJ00,13759.0,3822018.0,13759.0,3.7,,39420.0
304,E007022,E006602,2005JJ00,14391.0,3997456.0,14391.0,4.0,,41296.0
305,E007022,E006602,2006JJ00,12490.0,3469439.0,12490.0,3.5,,35913.0
306,E007022,E006602,2007JJ00,15121.0,4200313.0,15121.0,4.0,,40962.0
307,E007022,E006602,2008JJ00,15008.0,4168889.0,15008.0,3.9,,40116.0
308,E007022,E006602,2009JJ00,15294.0,4248333.0,15294.0,3.7,,41030.0
309,E007022,E006602,2010JJ00,14289.0,3969167.0,14289.0,3.4,,38410.0
310,E007022,E006602,2011JJ00,14907.0,4140775.0,14907.0,3.7,,40164.0
311,E007022,E006602,2012JJ00,14093.0,3914710.0,14093.0,3.8,,38516.0
312,E007022,E006602,2013JJ00,10407.0,2890859.0,10407.0,2.9,,27604.0
313,E007022,E006602,2014JJ00,14729.0,4091306.0,14729.0,4.0,,39410.0
314,E007022,E006602,2015JJ00,14681.0,4078041.0,14681.0,3.7,,39245.0
315,E007022,E006602,2016JJ00,14257.0,3960278.0,14257.0,3.4,,38357.0
316,E007022,E006602,2017JJ00,12249.0,3402478.0,12249.0,2.9,,33056.0
317,E007022,E006602,2018JJ00,12653.0,3514770.0,12653.0,3.1,,34008.0
318,E007022,E006602,2019JJ00,14075.0,3909748.0,14075.0,3.2,,38113.0
319,E007022,E006602,2020JJ00,14715.0,4087363.0,14715.0,3.3,,40021.0
320,E007022,E006602,2021JJ00,13781.0,3827956.0,13781.0,3.1,,37281.0
321,E007022,E006602,2022JJ00,14963.0,4156313.0,14963.0,3.4,,40439.0
322,E007022,E006602,2023JJ00,14347.0,3985293.0,14347.0,3.3,,38959.0
323,E007022,E006602,2024JJ00,12865.0,3573592.0,12865.0,2.9,,34712.0
324,E007022,E006622,1998JJ00,22362.0,2627322.0,9459.0,2.9,12902.0,44099.0
325,E007022,E006622,1999JJ00,21652.0,2571139.0,9257.0,2.9,12395.0,39946.0
326,E007022,E006622,2000JJ00,23482.0,2488862.0,8959.0,2.8,14523.0,40031.0
327,E007022,E006622,2001JJ00,22228.0,2419770.0,8712.0,2.6,13516.0,37813.0
328,E007022,E006622,2002JJ00,21170.0,2383033.0,8579.0,2.5,12592.0,37063.0
329,E007022,E006622,2003JJ00,23061.0,2868908.0,10327.0,2.9,12733.0,40803.0
330,E007022,E006622,2004JJ00,24114.0,2959420.0,10655.0,2.9,13459.0,39952.0
331,E007022,E006622,2005JJ00,22321.0,2808798.0,10112.0,2.8,12209.0,42197.0
332,E007022,E006622,2006JJ00,23323.0,2784016.0,10022.0,2.8,13300.0,43803.0
333,E007022,E006622,2007JJ00,21497.0,2620529.0,9434.0,2.5,12063.0,41880.0
334,E007022,E006622,2008JJ00,22752.0,2604768.0,9377.0,2.4,13375.0,40724.0
335,E007022,E006622,2009JJ00,21678.0,2798166.0,10073.0,2.5,11604.0,42670.0
336,E007022,E006622,2010JJ00,18715.0,3139444.0,11302.0,2.7,7413.0,43780.0
337,E007022,E006622,2011JJ00,21018.0,3246429.0,11686.0,2.9,9332.0,45356.0
338,E007022,E006622,2012JJ00,26408.0,3481510.0,12533.0,3.4,13875.0,50934.0
339,E007022,E006622,2013JJ00,27311.0,3074110.0,11067.0,3.0,16244.0,52641.0
340,E007022,E006622,2014JJ00,30403.0,3327250.0,11978.0,3.2,18425.0,53691.0
341,E007022,E006622,2015JJ00,25363.0,3084957.0,11106.0,2.8,14258.0,51785.0
342,E007022,E006622,2016JJ00,24447.0,3085325.0,11107.0,2.7,13340.0,52022.0
343,E007022,E006622,2017JJ00,24984.0,3302809.0,11890.0,2.8,13094.0,52810.0
344,E007022,E006622,2018JJ00,17957.0,2643273.0,9516.0,2.3,8441.0,43912.0
345,E007022,E006622,2019JJ00,16593.0,2503099.0,9011.0,2.1,7582.0,41631.0
346,E007022,E006622,2020JJ00,15962.0,2483845.0,8942.0,2.0,7020.0,40271.0
347,E007022,E006622,2021JJ00,17290.0,2511048.0,9040.0,2.1,8250.0,41905.0
348,E007022,E006622,2022JJ00,17316.0,2586742.0,9312.0,2.1,8004.0,42422.0
349,E007022,E006622,2023JJ00,16224.0,2376557.0,8556.0,2.0,7668.0,39136.0
350,E007022,E006622,2024JJ00,16299.0,2423744.0,8725.0,2.0,7573.0,36105.0
351,E007042,T001027,1998JJ00,250308.0,62254411.0,224116.0,67.7,26192.0,518988.0
352,E007042,T001027,1999JJ00,222434.0,55125987.0,198454.0,62.9,23980.0,459323.0
353,E007042,T001027,2000JJ00,236202.0,56545363.0,203563.0,62.7,32638.0,479735.0
354,E007042,T001027,2001JJ00,256720.0,62373818.0,224546.0,66.3,32174.0,535691.0
355,E007042,T001027,2002JJ00,263024.0,64008232.0,230430.0,67.3,32594.0,549080.0
356,E007042,T001027,2003JJ00,274083.0,66524178.0,239487.0,67.8,34596.0,572064.0
357,E007042,T001027,2004JJ00,295750.0,70428790.0,253544.0,69.0,42206.0,600631.0
358,E007042,T001027,2005JJ00,292292.0,69237110.0,249254.0,68.7,43038.0,592663.0
359,E007042,T001027,2006JJ00,284117.0,67128659.0,241663.0,67.9,42453.0,563187.0
360,E007042,T001027,2007JJ00,292668.0,70394116.0,253419.0,66.9,39249.0,581703.0
361,E007042,T001027,2008JJ00,281869.0,67570833.0,243255.0,62.4,38614.0,568986.0
362,E007042,T001027,2009JJ00,300599.0,72071944.0,259459.0,63.5,41140.0,593506.0
363,E007042,T001027,2010JJ00,317305.0,75823056.0,272963.0,64.2,44342.0,619071.0
364,E007042,T001027,2011JJ00,293706.0,70554654.0,253997.0,62.5,39709.0,563489.0
365,E007042,T001027,2012JJ00,269332.0,64030993.0,230512.0,62.5,38820.0,530688.0
366,E007042,T001027,2013JJ00,264915.0,63063994.0,227030.0,62.5,37884.0,514365.0
367,E007042,T001027,2014JJ00,280698.0,67534143.0,243123.0,65.3,37575.0,555357.0
368,E007042,T001027,2015JJ00,294097.0,72359637.0,260495.0,65.7,33602.0,597238.0
369,E007042,T001027,2016JJ00,308260.0,76645222.0,275923.0,66.6,32337.0,608978.0
370,E007042,T001027,2017JJ00,305072.0,76102543.0,273969.0,65.0,31103.0,593181.0
371,E007042,T001027,2018JJ00,282755.0,71129176.0,256065.0,62.2,26690.0,539103.0
372,E007042,T001027,2019JJ00,290422.0,74735323.0,269047.0,61.6,21375.0,545055.0
373,E007042,T001027,2020JJ00,269840.0,69619816.0,250631.0,56.5,19209.0,498210.0
374,E007042,T001027,2021JJ00,242897.0,62447730.0,224812.0,51.1,18085.0,467916.0
375,E007042,T001027,2022JJ00,222113.0,56999205.0,205197.0,46.9,16916.0,434236.0
376,E007042,T001027,2023JJ00,180665.0,46374210.0,166947.0,38.1,13718.0,350669.0
377,E007042,T001027,2024JJ00,165884.0,43246926.0,155689.0,34.9,10195.0,320099.0
378,E007042,E006620,1998JJ00,232329.0,57738693.0,207859.0,62.8,24469.0,473222.0
379,E007042,E006620,1999JJ00,203856.0,50521283.0,181877.0,57.7,21980.0,412841.0
380,E007042,E006620,2000JJ00,216689.0,51902724.0,186850.0,57.6,29840.0,432075.0
381,E007042,E006620,2001JJ00,237074.0,57433493.0,206761.0,61.1,30314.0,485864.0
382,E007042,E006620,2002JJ00,242294.0,58642723.0,211114.0,61.7,31181.0,496137.0
383,E007042,E006620,2003JJ00,251414.0,60944831.0,219401.0,62.1,32013.0,517162.0
384,E007042,E006620,2004JJ00,270713.0,64229574.0,231226.0,62.9,39487.0,540422.0
385,E007042,E006620,2005JJ00,259708.0,61042030.0,219751.0,60.6,39956.0,513712.0
386,E007042,E006620,2006JJ00,253310.0,59548402.0,214374.0,60.3,38936.0,490082.0
387,E007042,E006620,2007JJ00,266138.0,63667717.0,229204.0,60.5,36935.0,518917.0
388,E007042,E006620,2008JJ00,251445.0,60319581.0,217150.0,55.7,34295.0,501885.0
389,E007042,E006620,2009JJ00,270012.0,64498774.0,232196.0,56.8,37817.0,523351.0
390,E007042,E006620,2010JJ00,286521.0,67884444.0,244384.0,57.5,42137.0,545431.0
391,E007042,E006620,2011JJ00,261700.0,62369773.0,224532.0,55.2,37168.0,487563.0
392,E007042,E006620,2012JJ00,238375.0,56216888.0,202381.0,54.8,35994.0,456637.0
393,E007042,E006620,2013JJ00,242658.0,57558378.0,207210.0,57.1,35447.0,463147.0
394,E007042,E006620,2014JJ00,255456.0,61618703.0,221827.0,59.6,33629.0,498105.0
395,E007042,E006620,2015JJ00,271215.0,66916221.0,240898.0,60.7,30317.0,543749.0
396,E007042,E006620,2016JJ00,286601.0,71428343.0,257142.0,62.0,29459.0,556943.0
397,E007042,E006620,2017JJ00,284646.0,71111542.0,256002.0,60.7,28644.0,544358.0
398,E007042,E006620,2018JJ00,265692.0,66919881.0,240912.0,58.5,24780.0,497755.0
399,E007042,E006620,2019JJ00,268223.0,68918581.0,248107.0,56.8,20116.0,491120.0
400,E007042,E006620,2020JJ00,235289.0,60704783.0,218537.0,49.2,16751.0,417183.0
401,E007042,E006620,2021JJ00,201068.0,51762807.0,186346.0,42.4,14722.0,373426.0
402,E007042,E006620,2022JJ00,184580.0,47235782.0,170049.0,38.9,14532.0,347190.0
403,E007042,E006620,2023JJ00,150832.0,38582298.0,138896.0,31.7,11935.0,279484.0
404,E007042,E006620,2024JJ00,139704.0,36331749.0,130794.0,29.3,8909.0,257665.0
405,E007042,E006560,1998JJ00,123558.0,29077967.0,104681.0,31.6,18877.0,222360.0
406,E007042,E006560,1999JJ00,113175.0,26810779.0,96519.0,30.6,16656.0,200871.0
407,E007042,E006560,2000JJ00,116798.0,25821834.0,92959.0,28.6,23839.0,197962.0
408,E007042,E006560,2001JJ00,130814.0,29578363.0,106482.0,31.4,24332.0,235737.0
409,E007042,E006560,2002JJ00,136549.0,30888234.0,111198.0,32.5,25351.0,243039.0
410,E007042,E006560,2003JJ00,141402.0,31898956.0,114836.0,32.5,26566.0,259072.0
411,E007042,E006560,2004JJ00,166422.0,36615402.0,131815.0,35.8,34607.0,293048.0
412,E007042,E006560,2005JJ00,160342.0,34712112.0,124964.0,34.4,35379.0,279019.0
413,E007042,E006560,2006JJ00,156460.0,33928854.0,122144.0,34.3,34317.0,263322.0
414,E007042,E006560,2007JJ00,160747.0,35769797.0,128771.0,34.0,31976.0,278081.0
415,E007042,E006560,2008JJ00,155380.0,34792548.0,125253.0,32.2,30127.0,272770.0
416,E007042,E006560,2009JJ00,174023.0,39025605.0,140492.0,34.4,33531.0,296607.0
417,E007042,E006560,2010JJ00,192917.0,43044722.0,154961.0,36.4,37956.0,324232.0
418,E007042,E006560,2011JJ00,172756.0,38604444.0,138976.0,34.2,33780.0,278398.0
419,E007042,E006560,2012JJ00,136365.0,28963663.0,104269.0,28.3,32096.0,218028.0
420,E007042,E006560,2013JJ00,138050.0,30105407.0,108379.0,29.8,29671.0,216567.0
421,E007042,E006560,2014JJ00,136801.0,29643686.0,106717.0,28.7,30084.0,213713.0
422,E007042,E006560,2015JJ00,115237.0,24667967.0,88805.0,22.4,26432.0,180801.0
423,E007042,E006560,2016JJ00,140272.0,31906479.0,114863.0,27.7,25409.0,227959.0
424,E007042,E006560,2017JJ00,158170.0,37025712.0,133293.0,31.6,24877.0,262521.0
425,E007042,E006560,2018JJ00,153389.0,36560193.0,131617.0,32.0,21772.0,252451.0
426,E007042,E006560,2019JJ00,193202.0,48879003.0,175964.0,40.3,17238.0,321426.0
427,E007042,E006560,2020JJ00,197280.0,50656978.0,182365.0,41.1,14914.0,331908.0
428,E007042,E006560,2021JJ00,136758.0,34426876.0,123937.0,28.2,12821.0,230896.0
429,E007042,E006560,2022JJ00,120460.0,29876447.0,107555.0,24.6,12905.0,203419.0
430,E007042,E006560,2023JJ00,111637.0,27913666.0,100489.0,22.9,11148.0,190450.0
431,E007042,E006560,2024JJ00,102870.0,26288015.0,94637.0,21.2,8233.0,174453.0
432,E007042,E006461,1998JJ00,97660.0,25782450.0,92817.0,28.0,4843.0,225639.0
433,E007042,E006461,1999JJ00,79748.0,20809658.0,74915.0,23.8,4833.0,186545.0
434,E007042,E006461,2000JJ00,89792.0,23428151.0,84341.0,26.0,5450.0,210759.0
435,E007042,E006461,2001JJ00,94984.0,24910476.0,89678.0,26.5,5306.0,224740.0
436,E007042,E006461,2002JJ00,94835.0,24954185.0,89835.0,26.2,5000.0,227583.0
437,E007042,E006461,2003JJ00,97721.0,25881089.0,93172.0,26.4,4549.0,230580.0
438,E007042,E006461,2004JJ00,92308.0,24420741.0,87915.0,23.9,4393.0,221237.0
439,E007042,E006461,2005JJ00,86913.0,23059152.0,83013.0,22.9,3900.0,207063.0
440,E007042,E006461,2006JJ00,87276.0,23125407.0,83251.0,23.4,4024.0,204795.0
441,E007042,E006461,2007JJ00,92686.0,24599968.0,88560.0,23.4,4126.0,212644.0
442,E007042,E006461,2008JJ00,84796.0,22539960.0,81144.0,20.8,3652.0,202868.0
443,E007042,E006461,2009JJ00,88304.0,23434488.0,84364.0,20.6,3940.0,208481.0
444,E007042,E006461,2010JJ00,82201.0,21893333.0,78816.0,18.5,3385.0,195440.0
445,E007042,E006461,2011JJ00,77558.0,20766667.0,74760.0,18.4,2798.0,182128.0
446,E007042,E006461,2012JJ00,90346.0,24222999.0,87203.0,23.6,3143.0,211422.0
447,E007042,E006461,2013JJ00,91180.0,24560150.0,88417.0,24.3,2763.0,220710.0
448,E007042,E006461,2014JJ00,106657.0,28760067.0,103536.0,27.8,3121.0,255106.0
449,E007042,E006461,2015JJ00,145249.0,39390589.0,141806.0,35.7,3443.0,336632.0
450,E007042,E006461,2016JJ00,136051.0,36816731.0,132540.0,32.0,3511.0,304662.0
451,E007042,E006461,2017JJ00,116331.0,31378986.0,112964.0,26.8,3367.0,256496.0
452,E007042,E006461,2018JJ00,101646.0,27577792.0,99280.0,24.1,2366.0,221465.0
453,E007042,E006461,2019JJ00,66353.0,17693631.0,63697.0,14.6,2656.0,146631.0
454,E007042,E006461,2020JJ00,29063.0,7617252.0,27422.0,6.2,1641.0,63862.0
455,E007042,E006461,2021JJ00,54263.0,14599848.0,52559.0,11.9,1704.0,118464.0
456,E007042,E006461,2022JJ00,54738.0,14802201.0,53288.0,12.2,1450.0,120442.0
457,E007042,E006461,2023JJ00,32112.0,8711754.0,31362.0,7.2,750.0,71330.0
458,E007042,E006461,2024JJ00,27475.0,7467010.0,26881.0,6.0,593.0,60422.0
459,E007042,E006534,1998JJ00,94.0,15867.0,57.0,0.0,37.0,153.0
460,E007042,E006534,1999JJ00,88.0,17982.0,65.0,0.0,23.0,160.0
461,E007042,E006534,2000JJ00,39.0,6184.0,22.0,0.0,17.0,59.0
462,E007042,E006534,2001JJ00,379.0,94080.0,339.0,0.1,40.0,879.0
463,E007042,E006534,2002JJ00,299.0,83007.0,299.0,0.1,,738.0
464,E007042,E006534,2003JJ00,721.0,169308.0,610.0,0.2,112.0,1549.0
465,E007042,E006534,2004JJ00,217.0,60299.0,217.0,0.1,,567.0
466,E007042,E006534,2005JJ00,284.0,76318.0,275.0,0.1,9.0,707.0
467,E007042,E006534,2006JJ00,205.0,55584.0,200.0,0.1,4.0,494.0
468,E007042,E006534,2007JJ00,91.0,25107.0,90.0,0.0,1.0,222.0
469,E007042,E006534,2008JJ00,81.0,21647.0,78.0,0.0,3.0,194.0
470,E007042,E006534,2009JJ00,85.0,23621.0,85.0,0.0,0.0,214.0
471,E007042,E006534,2010JJ00,68.0,18889.0,68.0,0.0,0.0,167.0
472,E007042,E006534,2011JJ00,30.0,8242.0,30.0,0.0,,73.0
473,E007042,E006534,2012JJ00,32.0,8871.0,32.0,0.0,,79.0
474,E007042,E006534,2013JJ00,297.0,82585.0,297.0,0.1,,800.0
475,E007042,E006534,2014JJ00,1212.0,336609.0,1212.0,0.3,,3226.0
476,E007042,E006534,2015JJ00,318.0,87282.0,314.0,0.1,4.0,698.0
477,E007042,E006534,2016JJ00,203.0,53574.0,193.0,0.0,10.0,406.0
478,E007042,E006534,2017JJ00,185.0,43584.0,157.0,0.0,28.0,369.0
479,E007042,E006534,2018JJ00,155.0,34101.0,123.0,0.0,32.0,283.0
480,E007042,E006534,2019JJ00,222.0,60424.0,218.0,0.1,4.0,536.0
481,E007042,E006534,2020JJ00,70.0,18795.0,68.0,0.0,3.0,159.0
482,E007042,E006534,2021JJ00,114.0,30921.0,111.0,0.0,2.0,268.0
483,E007042,E006534,2022JJ00,86.0,23358.0,84.0,0.0,2.0,195.0
484,E007042,E006534,2023JJ00,79.0,21722.0,78.0,0.0,1.0,180.0
485,E007042,E006534,2024JJ00,164.0,44915.0,162.0,0.0,2.0,393.0
486,E007042,E006621,1998JJ00,11017.0,2862409.0,10305.0,3.1,712.0,25070.0
487,E007042,E006621,1999JJ00,10845.0,2882864.0,10378.0,3.3,467.0,25265.0
488,E007042,E006621,2000JJ00,10060.0,2646555.0,9528.0,2.9,533.0,23295.0
489,E007042,E006621,2001JJ00,10897.0,2850573.0,10262.0,3.0,635.0,24508.0
490,E007042,E006621,2002JJ00,10612.0,2717297.0,9782.0,2.9,830.0,24777.0
491,E007042,E006621,2003JJ00,11570.0,2995479.0,10784.0,3.1,786.0,25961.0
492,E007042,E006621,2004JJ00,11766.0,3133131.0,11279.0,3.1,487.0,25570.0
493,E007042,E006621,2005JJ00,12168.0,3194448.0,11500.0,3.2,668.0,26923.0
494,E007042,E006621,2006JJ00,9369.0,2438557.0,8779.0,2.5,590.0,21471.0
495,E007042,E006621,2007JJ00,12614.0,3272845.0,11782.0,3.1,832.0,27970.0
496,E007042,E006621,2008JJ00,11188.0,2965426.0,10676.0,2.7,513.0,26053.0
497,E007042,E006621,2009JJ00,7600.0,2015060.0,7254.0,1.8,346.0,18049.0
498,E007042,E006621,2010JJ00,11335.0,2927500.0,10539.0,2.5,796.0,25592.0
499,E007042,E006621,2011JJ00,11356.0,2990420.0,10766.0,2.6,590.0,26964.0
500,E007042,E006621,2012JJ00,11632.0,3021355.0,10877.0,2.9,755.0,27108.0
501,E007042,E006621,2013JJ00,13130.0,2810237.0,10117.0,2.8,3013.0,25070.0
502,E007042,E006621,2014JJ00,10786.0,2878341.0,10362.0,2.8,424.0,26059.0
503,E007042,E006621,2015JJ00,10411.0,2770384.0,9973.0,2.5,438.0,25618.0
504,E007042,E006621,2016JJ00,10075.0,2651559.0,9546.0,2.3,530.0,23916.0
505,E007042,E006621,2017JJ00,9959.0,2663260.0,9588.0,2.3,372.0,24973.0
506,E007042,E006621,2018JJ00,10502.0,2747795.0,9892.0,2.4,610.0,23556.0
507,E007042,E006621,2019JJ00,8446.0,2285522.0,8228.0,1.9,218.0,22526.0
508,E007042,E006621,2020JJ00,8876.0,2411759.0,8682.0,2.0,193.0,21255.0
509,E007042,E006621,2021JJ00,9934.0,2705161.0,9739.0,2.2,195.0,23799.0
510,E007042,E006621,2022JJ00,9296.0,2533776.0,9122.0,2.1,175.0,23133.0
511,E007042,E006621,2023JJ00,7004.0,1935156.0,6967.0,1.6,37.0,17525.0
512,E007042,E006621,2024JJ00,9196.0,2531809.0,9115.0,2.0,81.0,22397.0
513,E007042,E006565,1998JJ00,394.0,100800.0,363.0,0.1,31.0,906.0
514,E007042,E006565,1999JJ00,608.0,164850.0,593.0,0.2,15.0,1403.0
515,E007042,E006565,2000JJ00,763.0,207900.0,748.0,0.2,15.0,1755.0
516,E007042,E006565,2001JJ00,2186.0,591150.0,2128.0,0.6,58.0,5408.0
517,E007042,E006565,2002JJ00,4306.0,1134480.0,4084.0,1.2,222.0,9866.0
518,E007042,E006565,2003JJ00,2942.0,794790.0,2861.0,0.8,81.0,7127.0
519,E007042,E006565,2004JJ00,6116.0,1608610.0,5791.0,1.6,325.0,14123.0
520,E007042,E006565,2005JJ00,13109.0,3448760.0,12416.0,3.4,693.0,30522.0
521,E007042,E006565,2006JJ00,12230.0,3243870.0,11678.0,3.3,552.0,29444.0
522,E007042,E006565,2007JJ00,7357.0,1815690.0,6536.0,1.7,821.0,15702.0
523,E007042,E006565,2008JJ00,8876.0,2276209.0,8194.0,2.1,682.0,19692.0
524,E007042,E006565,2009JJ00,10353.0,2615000.0,9414.0,2.3,939.0,22788.0
525,E007042,E006565,2010JJ00,12920.0,3236944.0,11653.0,2.7,1267.0,28545.0
526,E007042,E006565,2011JJ00,12377.0,3182448.0,11457.0,2.8,920.0,27855.0
527,E007042,E006565,2012JJ00,11290.0,2953335.0,10632.0,2.9,658.0,26295.0
528,E007042,E006565,2013JJ00,6948.0,1814304.0,6531.0,1.8,417.0,15691.0
529,E007042,E006565,2014JJ00,3576.0,933000.0,3359.0,0.9,217.0,8173.0
530,E007042,E006565,2015JJ00,1887.0,513278.0,1848.0,0.5,40.0,4675.0
531,E007042,E006565,2016JJ00,1662.0,446324.0,1607.0,0.4,55.0,4083.0
532,E007042,E006565,2017JJ00,2272.0,534118.0,1923.0,0.5,349.0,4883.0
533,E007042,E006565,2018JJ00,3047.0,640783.0,2307.0,0.6,740.0,5674.0
534,E007042,E006565,2019JJ00,7978.0,1872686.0,6742.0,1.5,1237.0,15525.0
535,E007042,E006565,2020JJ00,19543.0,4750242.0,17101.0,3.9,2442.0,40359.0
536,E007042,E006565,2021JJ00,27712.0,6770373.0,24373.0,5.5,3339.0,56488.0
537,E007042,E006565,2022JJ00,22312.0,5540886.0,19947.0,4.6,2365.0,46035.0
538,E007042,E006565,2023JJ00,15372.0,3775672.0,13592.0,3.1,1779.0,31971.0
539,E007042,E006565,2024JJ00,13233.0,3319489.0,11950.0,2.7,1282.0,27551.0
540,E007042,E006590,1998JJ00,,,,,,
541,E007042,E006590,1999JJ00,,,,,,
542,E007042,E006590,2000JJ00,,,,,,
543,E007042,E006590,2001JJ00,,,,,,
544,E007042,E006590,2002JJ00,,,,,,
545,E007042,E006590,2003JJ00,,,,,,
546,E007042,E006590,2004JJ00,,,,,,
547,E007042,E006590,2005JJ00,,,,,,
548,E007042,E006590,2006JJ00,,,,,,
549,E007042,E006590,2007JJ00,,,,,,
550,E007042,E006590,2008JJ00,,,,,,
551,E007042,E006590,2009JJ00,,,,,,
552,E007042,E006590,2010JJ00,,,,,,
553,E007042,E006590,2011JJ00,,,,,,
554,E007042,E006590,2012JJ00,,,,,,
555,E007042,E006590,2013JJ00,,,,,,
556,E007042,E006590,2014JJ00,,,,,,
557,E007042,E006590,2015JJ00,,,,,,
558,E007042,E006590,2016JJ00,,,,,,
559,E007042,E006590,2017JJ00,,,,,,
560,E007042,E006590,2018JJ00,,,,,,
561,E007042,E006590,2019JJ00,,,,,,
562,E007042,E006590,2020JJ00,,,,,,
563,E007042,E006590,2021JJ00,,,,,,
564,E007042,E006590,2022JJ00,,,,,,
565,E007042,E006590,2023JJ00,,,,,,
566,E007042,E006590,2024JJ00,,,,,,
567,E007042,E006588,1998JJ00,,,,,,
568,E007042,E006588,1999JJ00,,,,,,
569,E007042,E006588,2000JJ00,,,,,,
570,E007042,E006588,2001JJ00,,,,,,
571,E007042,E006588,2002JJ00,,,,,,
572,E007042,E006588,2003JJ00,,,,,,
573,E007042,E006588,2004JJ00,,,,,,
574,E007042,E006588,2005JJ00,,,,,,
575,E007042,E006588,2006JJ00,,,,,,
576,E007042,E006588,2007JJ00,,,,,,
577,E007042,E006588,2008JJ00,,,,,,
578,E007042,E006588,2009JJ00,,,,,,
579,E007042,E006588,2010JJ00,,,,,,
580,E007042,E006588,2011JJ00,,,,,,
581,E007042,E006588,2012JJ00,,,,,,
582,E007042,E006588,2013JJ00,,,,,,
583,E007042,E006588,2014JJ00,,,,,,
584,E007042,E006588,2015JJ00,,,,,,
585,E007042,E006588,2016JJ00,,,,,,
586,E007042,E006588,2017JJ00,,,,,,
587,E007042,E006588,2018JJ00,,,,,,
588,E007042,E006588,2019JJ00,,,,,,
589,E007042,E006588,2020JJ00,,,,,,
590,E007042,E006588,2021JJ00,,,,,,
591,E007042,E006588,2022JJ00,,,,,,
592,E007042,E006588,2023JJ00,,,,,,
593,E007042,E006588,2024JJ00,,,,,,
594,E007042,E006587,1998JJ00,,,,,,
595,E007042,E006587,1999JJ00,,,,,,
596,E007042,E006587,2000JJ00,,,,,,
597,E007042,E006587,2001JJ00,,,,,,
598,E007042,E006587,2002JJ00,,,,,,
599,E007042,E006587,2003JJ00,,,,,,
600,E007042,E006587,2004JJ00,,,,,,
601,E007042,E006587,2005JJ00,,,,,,
602,E007042,E006587,2006JJ00,,,,,,
603,E007042,E006587,2007JJ00,,,,,,
604,E007042,E006587,2008JJ00,,,,,,
605,E007042,E006587,2009JJ00,,,,,,
606,E007042,E006587,2010JJ00,,,,,,
607,E007042,E006587,2011JJ00,,,,,,
608,E007042,E006587,2012JJ00,,,,,,
609,E007042,E006587,2013JJ00,,,,,,
610,E007042,E006587,2014JJ00,,,,,,
611,E007042,E006587,2015JJ00,,,,,,
612,E007042,E006587,2016JJ00,,,,,,
613,E007042,E006587,2017JJ00,,,,,,
614,E007042,E006587,2018JJ00,,,,,,
615,E007042,E006587,2019JJ00,,,,,,
616,E007042,E006587,2020JJ00,,,,,,
617,E007042,E006587,2021JJ00,,,,,,
618,E007042,E006587,2022JJ00,,,,,,
619,E007042,E006587,2023JJ00,,,,,,
620,E007042,E006587,2024JJ00,,,,,,
621,E007042,E006566,1998JJ00,394.0,100800.0,363.0,0.1,31.0,906.0
622,E007042,E006566,1999JJ00,608.0,164850.0,593.0,0.2,15.0,1403.0
623,E007042,E006566,2000JJ00,763.0,207900.0,748.0,0.2,15.0,1755.0
624,E007042,E006566,2001JJ00,2186.0,591150.0,2128.0,0.6,58.0,5408.0
625,E007042,E006566,2002JJ00,4306.0,1134480.0,4084.0,1.2,222.0,9866.0
626,E007042,E006566,2003JJ00,2942.0,794790.0,2861.0,0.8,81.0,7127.0
627,E007042,E006566,2004JJ00,6116.0,1608610.0,5791.0,1.6,325.0,14123.0
628,E007042,E006566,2005JJ00,13109.0,3448760.0,12416.0,3.4,693.0,30522.0
629,E007042,E006566,2006JJ00,12230.0,3243870.0,11678.0,3.3,552.0,29444.0
630,E007042,E006566,2007JJ00,7357.0,1815690.0,6536.0,1.7,821.0,15702.0
631,E007042,E006566,2008JJ00,8876.0,2276209.0,8194.0,2.1,682.0,19692.0
632,E007042,E006566,2009JJ00,10353.0,2615000.0,9414.0,2.3,939.0,22788.0
633,E007042,E006566,2010JJ00,12920.0,3236944.0,11653.0,2.7,1267.0,28545.0
634,E007042,E006566,2011JJ00,12377.0,3182448.0,11457.0,2.8,920.0,27855.0
635,E007042,E006566,2012JJ00,11290.0,2953335.0,10632.0,2.9,658.0,26295.0
636,E007042,E006566,2013JJ00,6948.0,1814304.0,6531.0,1.8,417.0,15691.0
637,E007042,E006566,2014JJ00,3576.0,933000.0,3359.0,0.9,217.0,8173.0
638,E007042,E006566,2015JJ00,1887.0,513278.0,1848.0,0.5,40.0,4675.0
639,E007042,E006566,2016JJ00,1662.0,446324.0,1607.0,0.4,55.0,4083.0
640,E007042,E006566,2017JJ00,2272.0,534118.0,1923.0,0.5,349.0,4883.0
641,E007042,E006566,2018JJ00,3047.0,640783.0,2307.0,0.6,740.0,5674.0
642,E007042,E006566,2019JJ00,7978.0,1872686.0,6742.0,1.5,1237.0,15525.0
643,E007042,E006566,2020JJ00,19543.0,4750242.0,17101.0,3.9,2442.0,40359.0
644,E007042,E006566,2021JJ00,27712.0,6770373.0,24373.0,5.5,3339.0,56488.0
645,E007042,E006566,2022JJ00,22312.0,5540886.0,19947.0,4.6,2365.0,46035.0
646,E007042,E006566,2023JJ00,15372.0,3775672.0,13592.0,3.1,1779.0,31971.0
