ID,BestemmingVanInvoer,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12
773,334800,2011JJ00,1730.0,1318.0,2.7,131.2,1652.0,1244.0,2.4,132.8,78.0,76.0,10.1,102.6
774,334800,2012JJ00,1652.0,1249.0,-5.3,132.3,1574.0,1174.0,-5.6,134.0,78.0,77.0,1.3,101.3
775,336500,1988JJ00,2264.0,2428.0,,93.2,2111.0,2186.0,,96.6,153.0,226.0,,67.7
776,336500,1989JJ00,2610.0,2695.0,11.0,96.8,2416.0,2407.0,10.1,100.4,194.0,278.0,22.9,69.9
777,336500,1990JJ00,2911.0,2973.0,10.3,97.9,2721.0,2688.0,11.7,101.2,190.0,259.0,-6.7,73.4
778,336500,1991JJ00,2952.0,2934.0,-1.3,100.6,2748.0,2639.0,-1.8,104.1,204.0,275.0,6.3,74.1
779,336500,1992JJ00,3196.0,3140.0,7.0,101.8,2986.0,2836.0,7.5,105.3,210.0,278.0,1.0,75.6
780,336500,1993JJ00,3074.0,3012.0,-4.1,102.1,2845.0,2700.0,-4.8,105.4,229.0,295.0,6.2,77.6
781,336500,1994JJ00,3238.0,3122.0,3.6,103.7,3045.0,2844.0,5.3,107.1,193.0,244.0,-17.5,79.2
782,336500,1995JJ00,3516.0,3388.0,8.5,103.8,3308.0,3082.0,8.4,107.3,208.0,270.0,10.9,77.0
783,336500,1996JJ00,3849.0,3701.0,9.2,104.0,3559.0,3318.0,7.6,107.3,290.0,364.0,34.6,79.8
784,336500,1997JJ00,4378.0,4167.0,12.6,105.1,4049.0,3736.0,12.6,108.4,329.0,410.0,12.8,80.2
785,336500,1998JJ00,4558.0,4372.0,4.9,104.3,4201.0,3916.0,4.8,107.3,357.0,435.0,6.1,82.1
786,336500,1999JJ00,4624.0,4470.0,2.2,103.4,4250.0,4006.0,2.3,106.1,374.0,441.0,1.4,84.8
787,336500,2000JJ00,4906.0,4678.0,4.6,104.9,4470.0,4170.0,4.1,107.2,436.0,489.0,11.0,89.1
788,336500,2001JJ00,4829.0,4633.0,-1.0,104.2,4359.0,4102.0,-1.6,106.3,470.0,519.0,6.0,90.6
789,336500,2002JJ00,4494.0,4570.0,-1.3,98.3,3938.0,3973.0,-3.1,99.1,556.0,598.0,15.3,93.0
790,336500,2003JJ00,4202.0,4294.0,-6.1,97.9,3643.0,3717.0,-6.4,98.0,559.0,579.0,-3.2,96.6
791,336500,2004JJ00,4873.0,4942.0,15.1,98.6,4317.0,4383.0,17.9,98.5,556.0,559.0,-3.4,99.5
792,336500,2005JJ00,4890.0,4890.0,-1.0,100.0,4324.0,4324.0,-1.3,100.0,566.0,566.0,1.3,100.0
793,336500,2006JJ00,5460.0,5429.0,11.0,100.6,4846.0,4829.0,11.7,100.4,614.0,600.0,6.0,102.3
794,336500,2007JJ00,5888.0,5776.0,6.4,101.9,5252.0,5169.0,7.0,101.6,636.0,608.0,1.3,104.6
795,336500,2008JJ00,5687.0,5478.0,-5.2,103.8,5057.0,4900.0,-5.2,103.2,630.0,578.0,-4.9,109.0
796,336500,2009JJ00,4762.0,4582.0,-16.4,103.9,4199.0,4077.0,-16.8,103.0,563.0,504.0,-12.9,111.7
797,336500,2010JJ00,5781.0,5449.0,18.9,106.1,5136.0,4881.0,19.7,105.2,645.0,570.0,13.1,113.1
798,336500,2011JJ00,6795.0,6320.0,16.0,107.5,6066.0,5686.0,16.5,106.7,729.0,637.0,11.8,114.4
799,336500,2012JJ00,6643.0,6110.0,-3.3,108.7,5896.0,5461.0,-4.0,108.0,747.0,649.0,1.9,115.0
800,339200,1988JJ00,1787.0,2262.0,,79.0,1742.0,2211.0,,78.8,45.0,52.0,,86.0
801,339200,1989JJ00,2057.0,2556.0,13.0,80.5,2004.0,2494.0,12.8,80.4,53.0,63.0,20.0,84.4
802,339200,1990JJ00,2077.0,2532.0,-0.9,82.0,2025.0,2471.0,-0.9,81.9,52.0,62.0,-1.9,84.4
803,339200,1991JJ00,1984.0,2339.0,-7.7,84.8,1925.0,2269.0,-8.2,84.8,59.0,70.0,13.5,84.4
804,339200,1992JJ00,1900.0,2221.0,-5.0,85.6,1839.0,2149.0,-5.3,85.6,61.0,72.0,3.4,84.4
805,339200,1993JJ00,1380.0,1647.0,-25.8,83.8,1324.0,1583.0,-26.3,83.6,56.0,64.0,-11.5,87.6
806,339200,1994JJ00,1794.0,2106.0,27.9,85.2,1725.0,2032.0,28.3,84.9,69.0,75.0,17.9,91.6
807,339200,1995JJ00,2170.0,2492.0,18.3,87.1,2095.0,2411.0,18.7,86.9,75.0,83.0,10.1,90.4
808,339200,1996JJ00,2492.0,2739.0,9.9,91.0,2401.0,2642.0,9.6,90.9,91.0,99.0,18.7,92.4
809,339200,1997JJ00,2859.0,3104.0,13.3,92.1,2793.0,3034.0,14.8,92.1,66.0,73.0,-26.4,91.0
810,339200,1998JJ00,3460.0,3712.0,19.6,93.2,3393.0,3640.0,20.0,93.2,67.0,75.0,3.0,89.7
811,339200,1999JJ00,3643.0,3936.0,6.0,92.6,3578.0,3865.0,6.2,92.6,65.0,72.0,-3.0,89.7
812,339200,2000JJ00,3618.0,3808.0,-3.2,95.0,3553.0,3737.0,-3.3,95.1,65.0,74.0,1.5,88.3
813,339200,2001JJ00,3547.0,3609.0,-5.2,98.3,3477.0,3535.0,-5.4,98.4,70.0,77.0,4.6,90.9
814,339200,2002JJ00,3494.0,3547.0,-1.7,98.5,3437.0,3489.0,-1.3,98.5,57.0,59.0,-22.9,96.0
815,339200,2003JJ00,3469.0,3543.0,-0.1,97.9,3401.0,3483.0,-0.2,97.7,68.0,61.0,3.5,110.6
816,339200,2004JJ00,3553.0,3559.0,0.5,99.8,3483.0,3499.0,0.5,99.5,70.0,61.0,0.0,113.8
817,339200,2005JJ00,3306.0,3306.0,-7.1,100.0,3241.0,3241.0,-7.4,100.0,65.0,65.0,5.7,100.0
818,339200,2006JJ00,3635.0,3590.0,8.6,101.3,3565.0,3518.0,8.5,101.3,70.0,72.0,10.8,97.2
819,339200,2007JJ00,4261.0,4109.0,14.5,103.7,4188.0,4032.0,14.6,103.9,73.0,77.0,7.1,94.6
820,339200,2008JJ00,4196.0,3985.0,-3.0,105.3,4119.0,3911.0,-3.0,105.3,77.0,74.0,-4.1,104.1
821,339200,2009JJ00,1982.0,1903.0,-52.2,104.1,1931.0,1861.0,-52.4,103.8,51.0,42.0,-42.9,120.7
822,339200,2010JJ00,2631.0,2433.0,27.9,108.1,2573.0,2389.0,28.4,107.7,58.0,46.0,7.8,127.2
823,339200,2011JJ00,3616.0,3244.0,33.3,111.5,3551.0,3200.0,33.9,111.0,65.0,49.0,6.9,133.4
824,339200,2012JJ00,3181.0,2802.0,-13.6,113.5,3120.0,2757.0,-13.8,113.2,61.0,47.0,-3.1,129.2
825,339205,1988JJ00,2387.0,2836.0,,84.2,2323.0,2754.0,,84.3,64.0,80.0,,80.0
826,339205,1989JJ00,2774.0,3239.0,14.2,85.6,2699.0,3141.0,14.0,85.9,75.0,96.0,20.3,78.0
827,339205,1990JJ00,2940.0,3385.0,4.5,86.8,2858.0,3279.0,4.4,87.2,82.0,104.0,8.0,78.9
828,339205,1991JJ00,2908.0,3260.0,-3.7,89.2,2810.0,3141.0,-4.2,89.5,98.0,118.0,13.4,83.2
829,339205,1992JJ00,2819.0,3141.0,-3.6,89.8,2711.0,3011.0,-4.2,90.1,108.0,131.0,11.2,82.4
830,339205,1993JJ00,2231.0,2528.0,-19.5,88.2,2126.0,2402.0,-20.2,88.5,105.0,129.0,-1.9,81.6
831,339205,1994JJ00,2591.0,2913.0,15.2,88.9,2478.0,2779.0,15.7,89.2,113.0,136.0,5.7,83.1
832,339205,1995JJ00,3010.0,3332.0,14.4,90.3,2889.0,3182.0,14.5,90.8,121.0,152.0,11.5,79.8
833,339205,1996JJ00,3216.0,3479.0,4.4,92.4,3073.0,3309.0,4.0,92.9,143.0,174.0,14.9,82.1
834,339205,1997JJ00,3658.0,3918.0,12.6,93.4,3516.0,3746.0,13.2,93.9,142.0,174.0,0.0,81.5
835,339205,1998JJ00,4417.0,4661.0,19.0,94.8,4235.0,4446.0,18.7,95.3,182.0,220.0,26.1,82.9
836,339205,1999JJ00,4590.0,4873.0,4.5,94.2,4411.0,4668.0,5.0,94.5,179.0,205.0,-6.6,87.3
837,339205,2000JJ00,4632.0,4816.0,-1.2,96.2,4444.0,4606.0,-1.3,96.5,188.0,212.0,3.4,88.7
838,339205,2001JJ00,4608.0,4630.0,-3.9,99.5,4409.0,4413.0,-4.2,99.9,199.0,220.0,3.7,90.5
839,339205,2002JJ00,4554.0,4573.0,-1.2,99.6,4369.0,4382.0,-0.7,99.7,185.0,191.0,-13.1,96.8
840,339205,2003JJ00,4472.0,4538.0,-0.8,98.6,4281.0,4353.0,-0.7,98.3,191.0,185.0,-3.2,103.3
841,339205,2004JJ00,4575.0,4581.0,1.0,99.9,4390.0,4403.0,1.1,99.7,185.0,179.0,-3.1,103.3
842,339205,2005JJ00,4321.0,4321.0,-5.7,100.0,4138.0,4138.0,-6.0,100.0,183.0,183.0,2.2,100.0
843,339205,2006JJ00,4686.0,4629.0,7.1,101.2,4502.0,4445.0,7.4,101.3,184.0,184.0,0.5,100.0
844,339205,2007JJ00,5528.0,5356.0,15.7,103.2,5302.0,5135.0,15.5,103.2,226.0,221.0,20.1,102.3
845,339205,2008JJ00,5585.0,5335.0,-0.4,104.7,5344.0,5107.0,-0.5,104.6,241.0,228.0,3.1,105.8
846,339205,2009JJ00,3313.0,3190.0,-40.2,103.8,3096.0,2993.0,-41.4,103.4,217.0,197.0,-13.7,110.4
847,339205,2010JJ00,3914.0,3658.0,14.7,107.0,3697.0,3470.0,15.9,106.5,217.0,190.0,-3.2,114.0
848,339205,2011JJ00,4928.0,4489.0,22.7,109.8,4703.0,4299.0,23.9,109.4,225.0,195.0,2.3,115.6
849,339205,2012JJ00,4551.0,4084.0,-9.0,111.4,4324.0,3888.0,-9.6,111.2,227.0,199.0,2.2,114.1
850,340200,1988JJ00,600.0,591.0,,101.4,581.0,554.0,,104.9,19.0,24.0,,77.7
851,340200,1989JJ00,717.0,697.0,17.8,102.9,695.0,652.0,17.7,106.6,22.0,30.0,21.1,74.3
852,340200,1990JJ00,863.0,837.0,20.1,103.1,833.0,781.0,19.7,106.7,30.0,39.0,31.8,76.9
853,340200,1991JJ00,924.0,885.0,5.8,104.4,885.0,824.0,5.5,107.4,39.0,44.0,13.3,88.2
854,340200,1992JJ00,919.0,880.0,-0.6,104.5,872.0,810.0,-1.7,107.7,47.0,54.0,23.1,86.4
855,340200,1993JJ00,851.0,823.0,-6.4,103.4,802.0,750.0,-7.3,106.9,49.0,60.0,10.6,81.4
856,340200,1994JJ00,797.0,780.0,-5.3,102.2,753.0,712.0,-5.1,105.8,44.0,55.0,-8.2,79.6
857,340200,1995JJ00,840.0,822.0,5.4,102.2,794.0,747.0,4.9,106.3,46.0,63.0,13.6,73.2
858,340200,1996JJ00,724.0,742.0,-9.8,97.6,672.0,666.0,-10.8,100.9,52.0,68.0,8.7,76.2
859,340200,1997JJ00,799.0,817.0,10.2,97.8,723.0,716.0,7.4,101.0,76.0,100.0,46.2,76.2
860,340200,1998JJ00,957.0,954.0,16.8,100.3,842.0,814.0,13.7,103.5,115.0,146.0,46.1,78.9
861,340200,1999JJ00,947.0,946.0,-0.8,100.1,833.0,816.0,0.2,102.1,114.0,133.0,-8.7,85.7
862,340200,2000JJ00,1014.0,1011.0,6.9,100.3,891.0,874.0,7.2,101.9,123.0,139.0,4.4,88.5
863,340200,2001JJ00,1061.0,1021.0,1.0,103.9,932.0,880.0,0.7,105.9,129.0,143.0,3.3,89.9
864,340200,2002JJ00,1060.0,1025.0,0.4,103.4,932.0,893.0,1.5,104.3,128.0,132.0,-7.8,96.7
865,340200,2003JJ00,1003.0,995.0,-2.9,100.8,880.0,871.0,-2.5,101.0,123.0,124.0,-6.3,99.2
866,340200,2004JJ00,1022.0,1022.0,2.7,100.0,907.0,904.0,3.8,100.3,115.0,118.0,-4.9,97.5
867,340200,2005JJ00,1015.0,1015.0,-0.7,100.0,897.0,897.0,-0.8,100.0,118.0,118.0,0.0,100.0
868,340200,2006JJ00,1051.0,1039.0,2.4,101.2,937.0,927.0,3.3,101.1,114.0,112.0,-5.1,101.8
869,340200,2007JJ00,1267.0,1247.0,20.0,101.6,1114.0,1103.0,19.0,101.0,153.0,143.0,28.1,106.7
870,340200,2008JJ00,1389.0,1352.0,8.4,102.7,1225.0,1199.0,8.7,102.2,164.0,153.0,6.5,107.3
871,340200,2009JJ00,1331.0,1300.0,-3.8,102.4,1165.0,1147.0,-4.3,101.5,166.0,153.0,0.0,108.6
872,340200,2010JJ00,1283.0,1236.0,-5.0,103.8,1124.0,1093.0,-4.7,102.8,159.0,143.0,-6.6,111.4
873,340200,2011JJ00,1312.0,1247.0,0.9,105.2,1152.0,1104.0,1.0,104.4,160.0,144.0,0.6,111.4
874,340200,2012JJ00,1370.0,1293.0,3.7,106.0,1204.0,1143.0,3.6,105.3,166.0,150.0,4.4,110.8
875,341600,1988JJ00,540.0,626.0,,86.3,488.0,559.0,,87.3,52.0,66.0,,78.3
876,341600,1989JJ00,583.0,642.0,2.6,90.8,524.0,569.0,1.8,92.1,59.0,73.0,9.6,81.0
877,341600,1990JJ00,644.0,708.0,10.3,90.9,582.0,631.0,10.9,92.3,62.0,77.0,5.1,81.0
878,341600,1991JJ00,659.0,726.0,2.5,90.8,595.0,647.0,2.6,91.9,64.0,78.0,1.6,82.3
879,341600,1992JJ00,678.0,743.0,2.4,91.2,608.0,661.0,2.2,91.9,70.0,81.0,4.7,86.0
880,341600,1993JJ00,648.0,730.0,-1.8,88.7,572.0,647.0,-2.1,88.4,76.0,83.0,1.4,92.1
881,341600,1994JJ00,659.0,714.0,-2.2,92.2,585.0,632.0,-2.3,92.5,74.0,81.0,-1.3,90.8
882,341600,1995JJ00,702.0,771.0,7.9,91.1,621.0,682.0,7.9,91.0,81.0,88.0,8.1,92.0
883,341600,1996JJ00,722.0,784.0,1.7,92.1,653.0,709.0,3.9,92.2,69.0,75.0,-14.8,92.0
884,341600,1997JJ00,740.0,780.0,-0.6,94.9,671.0,706.0,-0.3,95.0,69.0,73.0,-2.9,94.7
885,341600,1998JJ00,810.0,841.0,7.8,96.3,742.0,770.0,8.9,96.4,68.0,71.0,-2.9,96.1
886,341600,1999JJ00,841.0,882.0,4.9,95.3,776.0,814.0,5.8,95.3,65.0,68.0,-4.4,96.1
887,341600,2000JJ00,875.0,892.0,1.1,98.1,809.0,819.0,0.6,98.7,66.0,72.0,6.2,91.9
888,341600,2001JJ00,832.0,817.0,-8.3,101.8,773.0,757.0,-7.7,102.2,59.0,60.0,-16.7,98.6
889,341600,2002JJ00,759.0,745.0,-8.9,101.9,697.0,680.0,-10.1,102.5,62.0,64.0,6.8,97.1
890,341600,2003JJ00,668.0,668.0,-10.3,100.0,602.0,604.0,-11.2,99.7,66.0,64.0,0.0,103.3
891,341600,2004JJ00,660.0,659.0,-1.3,100.1,600.0,599.0,-0.8,100.2,60.0,60.0,-6.1,100.0
892,341600,2005JJ00,711.0,711.0,7.9,100.0,652.0,652.0,8.8,100.0,59.0,59.0,-1.7,100.0
893,341600,2006JJ00,747.0,735.0,3.4,101.6,692.0,679.0,4.1,101.9,55.0,56.0,-5.1,98.2
894,341600,2007JJ00,814.0,773.0,5.2,105.3,758.0,714.0,5.2,106.1,56.0,59.0,5.5,94.8
895,341600,2008JJ00,813.0,754.0,-2.5,107.8,756.0,696.0,-2.5,108.6,57.0,58.0,-1.8,98.3
896,341600,2009JJ00,637.0,610.0,-19.2,104.5,584.0,558.0,-19.8,104.6,53.0,52.0,-10.5,102.1
897,341600,2010JJ00,649.0,612.0,0.5,106.0,591.0,558.0,0.0,105.9,58.0,55.0,5.7,105.8
898,341600,2011JJ00,681.0,619.0,1.1,110.0,625.0,567.0,1.5,110.3,56.0,53.0,-3.4,105.8
899,341600,2012JJ00,687.0,609.0,-1.6,112.8,627.0,555.0,-2.1,113.0,60.0,55.0,3.6,109.4
900,999993,1988JJ00,1002.0,928.0,,108.0,908.0,824.0,,110.1,94.0,104.0,,90.3
901,999993,1989JJ00,1085.0,973.0,4.9,111.5,977.0,860.0,4.3,113.6,108.0,115.0,10.6,93.7
902,999993,1990JJ00,1213.0,1117.0,14.7,108.6,1097.0,995.0,15.8,110.2,116.0,122.0,5.6,95.4
903,999993,1991JJ00,1273.0,1177.0,5.4,108.1,1149.0,1051.0,5.6,109.3,124.0,127.0,4.3,97.8
904,999993,1992JJ00,1271.0,1191.0,1.2,106.7,1141.0,1062.0,1.0,107.5,130.0,130.0,2.4,100.1
905,999993,1993JJ00,1242.0,1202.0,0.9,103.4,1097.0,1065.0,0.4,103.0,145.0,137.0,5.4,105.9
906,999993,1994JJ00,1260.0,1224.0,1.9,103.0,1120.0,1081.0,1.5,103.6,140.0,144.0,4.8,97.5
907,999993,1995JJ00,1289.0,1273.0,4.0,101.2,1152.0,1123.0,3.8,102.6,137.0,152.0,5.7,90.3
908,999993,1996JJ00,1371.0,1349.0,6.0,101.6,1245.0,1207.0,7.6,103.1,126.0,141.0,-7.3,89.6
909,999993,1997JJ00,1451.0,1403.0,3.9,103.5,1335.0,1267.0,5.0,105.3,116.0,132.0,-6.3,88.1
910,999993,1998JJ00,1556.0,1489.0,6.1,104.5,1425.0,1341.0,5.8,106.2,131.0,144.0,9.5,90.8
911,999993,1999JJ00,1587.0,1539.0,3.4,103.1,1452.0,1389.0,3.6,104.5,135.0,146.0,1.5,92.2
912,999993,2000JJ00,1684.0,1572.0,2.1,107.1,1547.0,1418.0,2.1,109.1,137.0,151.0,3.0,90.9
913,999993,2001JJ00,1632.0,1493.0,-5.0,109.3,1487.0,1341.0,-5.4,110.9,145.0,150.0,-0.7,96.9
914,999993,2002JJ00,1491.0,1415.0,-5.2,105.4,1336.0,1259.0,-6.1,106.1,155.0,156.0,4.1,99.5
915,999993,2003JJ00,1416.0,1394.0,-1.5,101.6,1258.0,1241.0,-1.4,101.4,158.0,153.0,-1.9,103.4
916,999993,2004JJ00,1426.0,1410.0,1.1,101.1,1283.0,1270.0,2.3,101.0,143.0,140.0,-8.2,102.0
917,999993,2005JJ00,1502.0,1502.0,6.5,100.0,1349.0,1349.0,6.2,100.0,153.0,153.0,9.1,100.0
918,999993,2006JJ00,1539.0,1536.0,2.3,100.2,1382.0,1380.0,2.3,100.1,157.0,156.0,2.0,100.6
919,999993,2007JJ00,1640.0,1626.0,5.8,100.9,1474.0,1461.0,5.9,100.9,166.0,165.0,5.7,100.6
920,999993,2008JJ00,1671.0,1649.0,1.4,101.4,1495.0,1477.0,1.1,101.2,176.0,172.0,4.2,102.4
921,999993,2009JJ00,1408.0,1444.0,-12.4,97.5,1236.0,1281.0,-13.2,96.5,172.0,163.0,-5.1,105.5
922,999993,2010JJ00,1479.0,1492.0,3.3,99.2,1296.0,1322.0,3.2,98.1,183.0,170.0,4.1,107.8
923,999993,2011JJ00,1524.0,1490.0,-0.1,102.3,1338.0,1319.0,-0.2,101.5,186.0,171.0,0.5,109.0
924,999993,2012JJ00,1552.0,1501.0,0.8,103.4,1353.0,1322.0,0.3,102.3,199.0,178.0,4.3,111.8
925,341605,1988JJ00,2085.0,2141.0,,97.4,1916.0,1925.0,,99.6,169.0,211.0,,79.9
926,341605,1989JJ00,2334.0,2331.0,8.9,100.1,2138.0,2085.0,8.4,102.5,196.0,243.0,14.8,80.8
927,341605,1990JJ00,2685.0,2680.0,15.0,100.2,2467.0,2411.0,15.6,102.3,218.0,261.0,7.7,83.4
928,341605,1991JJ00,2836.0,2805.0,4.7,101.1,2600.0,2525.0,4.7,103.0,236.0,273.0,4.6,86.4
929,341605,1992JJ00,2829.0,2805.0,0.0,100.8,2576.0,2517.0,-0.3,102.4,253.0,283.0,3.4,89.5
930,341605,1993JJ00,2686.0,2703.0,-3.6,99.4,2448.0,2438.0,-3.1,100.4,238.0,258.0,-8.7,92.3
931,341605,1994JJ00,2587.0,2616.0,-3.2,98.9,2356.0,2346.0,-3.8,100.4,231.0,263.0,2.1,87.7
932,341605,1995JJ00,2689.0,2737.0,4.6,98.2,2456.0,2450.0,4.4,100.3,233.0,282.0,6.9,82.7
933,341605,1996JJ00,2593.0,2636.0,-3.7,98.4,2355.0,2347.0,-4.2,100.3,238.0,286.0,1.7,83.1
934,341605,1997JJ00,2776.0,2783.0,5.6,99.8,2533.0,2485.0,5.9,101.9,243.0,292.0,2.1,83.1
935,341605,1998JJ00,2955.0,2960.0,6.4,99.8,2678.0,2635.0,6.0,101.6,277.0,321.0,9.9,86.2
936,341605,1999JJ00,2987.0,3027.0,2.3,98.7,2705.0,2702.0,2.5,100.1,282.0,320.0,-0.4,88.1
937,341605,2000JJ00,3258.0,3181.0,5.1,102.4,2955.0,2835.0,4.9,104.2,303.0,342.0,6.7,88.7
938,341605,2001JJ00,3224.0,3067.0,-3.6,105.1,2896.0,2713.0,-4.3,106.7,328.0,353.0,3.3,92.9
939,341605,2002JJ00,3273.0,3226.0,5.2,101.5,2916.0,2853.0,5.1,102.2,357.0,372.0,5.5,95.9
940,341605,2003JJ00,3104.0,3137.0,-2.7,98.9,2739.0,2771.0,-2.9,98.9,365.0,366.0,-1.7,99.7
941,341605,2004JJ00,3209.0,3209.0,2.3,100.0,2865.0,2867.0,3.5,99.9,344.0,342.0,-6.6,100.6
942,341605,2005JJ00,3298.0,3298.0,2.8,100.0,2939.0,2939.0,2.5,100.0,359.0,359.0,4.9,100.0
943,341605,2006JJ00,3561.0,3526.0,6.9,101.0,3174.0,3149.0,7.1,100.8,387.0,377.0,5.0,102.7
944,341605,2007JJ00,3858.0,3782.0,7.3,102.0,3460.0,3395.0,7.8,101.9,398.0,388.0,2.8,102.7
945,341605,2008JJ00,3897.0,3778.0,-0.1,103.2,3478.0,3383.0,-0.3,102.8,419.0,395.0,1.8,106.2
946,341605,2009JJ00,3485.0,3439.0,-9.0,101.3,3069.0,3054.0,-9.7,100.5,416.0,384.0,-2.6,108.3
947,341605,2010JJ00,3521.0,3413.0,-0.8,103.2,3087.0,3015.0,-1.3,102.4,434.0,396.0,3.1,109.5
948,341605,2011JJ00,3730.0,3535.0,3.6,105.5,3277.0,3118.0,3.4,105.1,453.0,414.0,4.6,109.3
949,341605,2012JJ00,3814.0,3586.0,1.4,106.4,3332.0,3147.0,0.9,105.9,482.0,436.0,5.3,110.4
950,342400,1988JJ00,462.0,339.0,,136.3,420.0,299.0,,140.2,42.0,38.0,,109.6
951,342400,1989JJ00,502.0,365.0,7.6,137.7,453.0,321.0,7.1,141.2,49.0,43.0,11.9,114.3
952,342400,1990JJ00,569.0,437.0,19.9,130.1,515.0,390.0,21.4,132.2,54.0,45.0,6.1,118.7
953,342400,1991JJ00,614.0,476.0,8.8,129.1,554.0,424.0,8.9,130.5,60.0,49.0,7.4,122.8
954,342400,1992JJ00,593.0,475.0,-0.2,124.9,533.0,424.0,-0.2,125.8,60.0,49.0,0.0,122.8
955,342400,1993JJ00,594.0,493.0,3.9,120.4,525.0,437.0,3.2,120.1,69.0,54.0,10.0,128.4
956,342400,1994JJ00,601.0,524.0,6.2,114.7,535.0,461.0,5.5,116.0,66.0,60.0,11.6,110.0
957,342400,1995JJ00,587.0,523.0,-0.2,112.2,531.0,459.0,-0.6,115.8,56.0,62.0,3.0,90.6
958,342400,1996JJ00,649.0,581.0,11.1,111.7,592.0,513.0,11.9,115.4,57.0,64.0,3.6,89.0
959,342400,1997JJ00,711.0,633.0,8.9,112.3,664.0,569.0,10.8,116.8,47.0,57.0,-10.5,82.1
960,342400,1998JJ00,746.0,661.0,4.4,112.9,683.0,584.0,2.7,117.0,63.0,73.0,27.7,86.2
961,342400,1999JJ00,746.0,672.0,1.7,111.0,676.0,591.0,1.2,114.4,70.0,79.0,7.9,88.7
962,342400,2000JJ00,809.0,695.0,3.4,116.5,738.0,613.0,3.7,120.5,71.0,79.0,0.0,90.0
963,342400,2001JJ00,800.0,684.0,-1.5,116.9,714.0,594.0,-3.0,120.1,86.0,90.0,14.1,95.5
964,342400,2002JJ00,732.0,675.0,-1.4,108.5,639.0,584.0,-1.8,109.5,93.0,92.0,2.3,100.9
965,342400,2003JJ00,748.0,727.0,7.7,103.0,656.0,637.0,9.2,102.9,92.0,89.0,-3.2,103.2
966,342400,2004JJ00,766.0,751.0,3.3,102.0,683.0,670.0,5.2,101.9,83.0,80.0,-9.8,103.2
967,342400,2005JJ00,791.0,791.0,5.4,100.0,697.0,697.0,4.0,100.0,94.0,94.0,16.9,100.0
968,342400,2006JJ00,792.0,801.0,1.3,98.9,690.0,701.0,0.6,98.4,102.0,100.0,6.4,102.0
969,342400,2007JJ00,826.0,853.0,6.4,96.9,716.0,747.0,6.5,95.9,110.0,106.0,5.9,103.9
970,342400,2008JJ00,858.0,897.0,5.2,95.7,739.0,783.0,4.9,94.4,119.0,114.0,7.3,104.8
971,342400,2009JJ00,771.0,844.0,-5.9,91.4,652.0,732.0,-6.5,89.0,119.0,111.0,-2.5,107.5
972,342400,2010JJ00,830.0,891.0,5.6,93.2,705.0,776.0,6.0,90.8,125.0,114.0,3.4,109.2
973,342400,2011JJ00,843.0,881.0,-1.1,95.7,713.0,763.0,-1.7,93.5,130.0,117.0,2.4,110.9
974,342400,2012JJ00,865.0,905.0,2.7,95.6,726.0,781.0,2.4,92.9,139.0,123.0,4.6,113.4
975,344400,1988JJ00,1083.0,1211.0,,89.4,1008.0,1096.0,,92.0,75.0,106.0,,70.6
976,344400,1989JJ00,1249.0,1363.0,12.6,91.6,1161.0,1227.0,12.0,94.6,88.0,127.0,20.0,69.0
977,344400,1990JJ00,1472.0,1569.0,15.1,93.8,1370.0,1417.0,15.5,96.7,102.0,140.0,10.2,72.6
978,344400,1991JJ00,1563.0,1633.0,4.1,95.7,1451.0,1474.0,4.0,98.4,112.0,147.0,4.9,76.0
979,344400,1992JJ00,1558.0,1617.0,-1.0,96.3,1435.0,1454.0,-1.4,98.7,123.0,154.0,4.5,79.9
980,344400,1993JJ00,1444.0,1499.0,-7.3,96.3,1351.0,1368.0,-5.9,98.8,93.0,118.0,-23.6,79.0
981,344400,1994JJ00,1327.0,1385.0,-7.6,95.8,1236.0,1259.0,-8.0,98.2,91.0,115.0,-2.2,79.0
982,344400,1995JJ00,1400.0,1457.0,5.2,96.1,1304.0,1321.0,4.9,98.7,96.0,125.0,8.8,76.7
983,344400,1996JJ00,1222.0,1274.0,-12.6,95.9,1110.0,1128.0,-14.6,98.4,112.0,144.0,14.6,78.0
984,344400,1997JJ00,1325.0,1368.0,7.4,96.9,1198.0,1207.0,6.9,99.3,127.0,160.0,11.6,79.3
985,344400,1998JJ00,1399.0,1458.0,6.6,95.9,1253.0,1282.0,6.3,97.7,146.0,177.0,10.2,82.7
986,344400,1999JJ00,1400.0,1473.0,1.0,95.0,1253.0,1299.0,1.4,96.4,147.0,173.0,-2.1,85.0
987,344400,2000JJ00,1574.0,1597.0,8.4,98.5,1408.0,1406.0,8.2,100.1,166.0,191.0,10.2,87.1
988,344400,2001JJ00,1592.0,1565.0,-2.0,101.7,1409.0,1363.0,-3.1,103.4,183.0,203.0,6.6,90.1
989,344400,2002JJ00,1782.0,1812.0,15.8,98.3,1580.0,1596.0,17.0,99.0,202.0,217.0,6.6,93.3
