ID,BestemmingVanInvoer,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12
0,300025,1988JJ00,60332.0,76588.0,,78.8,47769.0,57966.0,,82.4,12563.0,18147.0,,69.2
1,300025,1989JJ00,68156.0,82393.0,7.6,82.7,53267.0,61207.0,5.6,87.0,14889.0,20894.0,15.1,71.3
2,300025,1990JJ00,70343.0,85836.0,4.2,82.0,54932.0,64141.0,4.8,85.6,15411.0,21308.0,2.0,72.3
3,300025,1991JJ00,73357.0,89612.0,4.4,81.9,55567.0,65665.0,2.4,84.6,17790.0,23781.0,11.6,74.8
4,300025,1992JJ00,74228.0,92267.0,3.0,80.4,54812.0,66891.0,1.9,81.9,19416.0,25300.0,6.4,76.7
5,300025,1993JJ00,72761.0,92196.0,-0.1,78.9,52341.0,66148.0,-1.1,79.1,20420.0,26019.0,2.8,78.5
6,300025,1994JJ00,77549.0,97713.0,6.0,79.4,56012.0,70781.0,7.0,79.1,21537.0,26896.0,3.4,80.1
7,300025,1995JJ00,83292.0,103753.0,6.2,80.3,60444.0,75393.0,6.5,80.2,22848.0,28323.0,5.3,80.7
8,300025,1996JJ00,88222.0,107545.0,3.7,82.0,63724.0,77680.0,3.0,82.0,24498.0,29825.0,5.3,82.1
9,300025,1997JJ00,97224.0,116595.0,8.4,83.4,70104.0,83550.0,7.6,83.9,27120.0,33000.0,10.6,82.2
10,300025,1998JJ00,99631.0,122468.0,5.0,81.4,70053.0,86822.0,3.9,80.7,29578.0,35619.0,7.9,83.0
11,300025,1999JJ00,104979.0,127668.0,4.2,82.2,72659.0,89524.0,3.1,81.2,32320.0,38088.0,6.9,84.9
12,300025,2000JJ00,124407.0,136461.0,6.9,91.2,86562.0,93092.0,4.0,93.0,37845.0,43196.0,13.4,87.6
13,300025,2001JJ00,127367.0,139055.0,1.9,91.6,85392.0,92435.0,-0.7,92.4,41975.0,46592.0,7.9,90.1
14,300025,2002JJ00,126149.0,139722.0,0.5,90.3,83111.0,93050.0,0.7,89.3,43038.0,46640.0,0.1,92.3
15,300025,2003JJ00,124694.0,137533.0,-1.6,90.7,80610.0,91869.0,-1.3,87.7,44084.0,45642.0,-2.1,96.6
16,300025,2004JJ00,132555.0,140872.0,2.4,94.1,87406.0,95422.0,3.9,91.6,45149.0,45548.0,-0.2,99.1
17,300025,2005JJ00,143923.0,143923.0,2.2,100.0,96171.0,96171.0,0.8,100.0,47752.0,47752.0,4.8,100.0
18,300025,2006JJ00,159315.0,150802.0,4.8,105.6,109832.0,101313.0,5.3,108.4,49483.0,49489.0,3.6,100.0
19,300025,2007JJ00,168985.0,155744.0,3.3,108.5,118292.0,105072.0,3.7,112.6,50693.0,50635.0,2.3,100.1
20,300025,2008JJ00,183048.0,155521.0,-0.1,117.7,128522.0,103481.0,-1.5,124.2,54526.0,52182.0,3.1,104.5
21,300025,2009JJ00,159133.0,147292.0,-5.3,108.0,102196.0,96441.0,-6.8,106.0,56937.0,51281.0,-1.7,111.0
22,300025,2010JJ00,180860.0,153015.0,3.9,118.2,122470.0,101430.0,5.2,120.7,58390.0,52089.0,1.6,112.1
23,300025,2011JJ00,201747.0,155557.0,1.7,129.7,142304.0,103756.0,2.3,137.2,59443.0,52264.0,0.3,113.7
24,300025,2012JJ00,208669.0,155584.0,0.0,134.1,148457.0,103652.0,-0.1,143.2,60212.0,52419.0,0.3,114.9
25,301000,1988JJ00,1062.0,1111.0,,95.6,886.0,858.0,,103.3,176.0,262.0,,67.2
26,301000,1989JJ00,1133.0,1137.0,2.4,99.7,944.0,872.0,1.7,108.2,189.0,277.0,5.7,68.3
27,301000,1990JJ00,1102.0,1119.0,-1.6,98.5,914.0,872.0,-0.1,104.9,188.0,252.0,-9.0,74.7
28,301000,1991JJ00,1149.0,1192.0,6.5,96.4,950.0,931.0,6.8,102.1,199.0,265.0,5.3,75.1
29,301000,1992JJ00,1194.0,1221.0,2.4,97.8,998.0,967.0,3.9,103.2,196.0,253.0,-4.5,77.4
30,301000,1993JJ00,1116.0,1147.0,-6.0,97.3,909.0,896.0,-7.3,101.4,207.0,254.0,0.5,81.4
31,301000,1994JJ00,1173.0,1226.0,6.9,95.6,956.0,973.0,8.6,98.2,217.0,253.0,-0.5,85.7
32,301000,1995JJ00,1252.0,1336.0,9.0,93.7,1031.0,1064.0,9.3,96.9,221.0,272.0,7.4,81.3
33,301000,1996JJ00,1340.0,1395.0,4.4,96.1,1116.0,1113.0,4.7,100.2,224.0,280.0,3.2,79.9
34,301000,1997JJ00,1322.0,1361.0,-2.5,97.2,1089.0,1072.0,-3.7,101.6,233.0,291.0,3.6,80.2
35,301000,1998JJ00,1377.0,1436.0,5.5,95.9,1137.0,1143.0,6.6,99.5,240.0,292.0,0.4,82.3
36,301000,1999JJ00,1456.0,1519.0,5.8,95.8,1193.0,1213.0,6.1,98.4,263.0,305.0,4.6,86.2
37,301000,2000JJ00,1554.0,1586.0,4.4,98.0,1274.0,1259.0,3.9,101.2,280.0,326.0,6.8,85.9
38,301000,2001JJ00,1612.0,1609.0,1.5,100.2,1308.0,1271.0,0.9,102.9,304.0,339.0,3.9,89.7
39,301000,2002JJ00,1829.0,1824.0,13.3,100.3,1488.0,1461.0,14.9,101.9,341.0,361.0,6.6,94.4
40,301000,2003JJ00,1705.0,1679.0,-7.9,101.5,1335.0,1317.0,-9.8,101.3,370.0,362.0,0.3,102.2
41,301000,2004JJ00,1637.0,1631.0,-2.9,100.4,1270.0,1277.0,-3.1,99.5,367.0,354.0,-2.2,103.6
42,301000,2005JJ00,1649.0,1649.0,1.1,100.0,1285.0,1285.0,0.6,100.0,364.0,364.0,2.7,100.0
43,301000,2006JJ00,1766.0,1735.0,5.2,101.8,1393.0,1364.0,6.1,102.1,373.0,371.0,1.9,100.5
44,301000,2007JJ00,1867.0,1683.0,-3.0,110.9,1501.0,1322.0,-3.1,113.5,366.0,361.0,-2.7,101.4
45,301000,2008JJ00,2114.0,1737.0,3.2,121.7,1724.0,1372.0,3.8,125.6,390.0,364.0,0.8,107.1
46,301000,2009JJ00,2103.0,1827.0,5.2,115.1,1673.0,1460.0,6.4,114.6,430.0,363.0,-0.3,118.4
47,301000,2010JJ00,2170.0,1915.0,4.9,113.3,1724.0,1539.0,5.4,112.0,446.0,372.0,2.6,119.8
48,301000,2011JJ00,2320.0,1908.0,-0.4,121.6,1867.0,1532.0,-0.5,121.9,453.0,372.0,0.0,121.7
49,301000,2012JJ00,2478.0,2006.0,5.1,123.5,2011.0,1630.0,6.4,123.3,467.0,372.0,-0.2,125.7
50,301100,1988JJ00,1007.0,1047.0,,96.2,843.0,817.0,,103.2,164.0,235.0,,69.8
51,301100,1989JJ00,1075.0,1073.0,2.5,100.2,897.0,830.0,1.5,108.1,178.0,252.0,7.3,70.6
52,301100,1990JJ00,1057.0,1070.0,-0.3,98.8,880.0,839.0,1.1,104.9,177.0,234.0,-7.3,75.7
53,301100,1991JJ00,1104.0,1145.0,7.0,96.4,916.0,899.0,7.2,101.9,188.0,248.0,6.2,75.7
54,301100,1992JJ00,1149.0,1174.0,2.5,97.9,966.0,934.0,3.9,103.4,183.0,238.0,-4.3,77.0
55,301100,1993JJ00,1073.0,1098.0,-6.4,97.7,878.0,861.0,-7.9,102.0,195.0,240.0,1.1,81.1
56,301100,1994JJ00,1122.0,1165.0,6.1,96.3,919.0,927.0,7.6,99.2,203.0,238.0,-1.0,85.3
57,301100,1995JJ00,1185.0,1253.0,7.6,94.6,979.0,998.0,7.7,98.1,206.0,254.0,6.9,81.0
58,301100,1996JJ00,1257.0,1309.0,4.5,96.0,1047.0,1045.0,4.7,100.2,210.0,263.0,3.4,79.9
59,301100,1997JJ00,1268.0,1299.0,-0.8,97.6,1048.0,1025.0,-1.9,102.2,220.0,275.0,4.8,79.9
60,301100,1998JJ00,1308.0,1370.0,5.5,95.5,1082.0,1093.0,6.6,99.0,226.0,277.0,0.5,81.7
61,301100,1999JJ00,1387.0,1451.0,5.9,95.6,1138.0,1159.0,6.1,98.2,249.0,290.0,4.9,85.8
62,301100,2000JJ00,1465.0,1511.0,4.1,97.0,1199.0,1199.0,3.4,100.0,266.0,311.0,7.2,85.5
63,301100,2001JJ00,1520.0,1511.0,0.0,100.6,1230.0,1189.0,-0.8,103.4,290.0,323.0,3.8,89.8
64,301100,2002JJ00,1756.0,1743.0,15.4,100.7,1432.0,1398.0,17.6,102.4,324.0,343.0,6.2,94.5
65,301100,2003JJ00,1639.0,1607.0,-7.8,102.0,1282.0,1259.0,-9.9,101.8,357.0,348.0,1.5,102.5
66,301100,2004JJ00,1573.0,1558.0,-3.1,101.0,1219.0,1217.0,-3.4,100.2,354.0,341.0,-2.0,103.7
67,301100,2005JJ00,1577.0,1577.0,1.2,100.0,1226.0,1226.0,0.7,100.0,351.0,351.0,2.8,100.0
68,301100,2006JJ00,1684.0,1650.0,4.6,102.1,1324.0,1292.0,5.4,102.5,360.0,358.0,2.0,100.6
69,301100,2007JJ00,1777.0,1592.0,-3.5,111.6,1424.0,1244.0,-3.7,114.5,353.0,348.0,-2.8,101.4
70,301100,2008JJ00,2019.0,1645.0,3.3,122.7,1643.0,1293.0,3.9,127.1,376.0,351.0,0.8,107.1
71,301100,2009JJ00,2021.0,1736.0,5.5,116.4,1604.0,1381.0,6.8,116.1,417.0,351.0,0.0,118.8
72,301100,2010JJ00,2072.0,1821.0,4.9,113.8,1641.0,1457.0,5.5,112.6,431.0,360.0,2.6,119.6
73,301100,2011JJ00,2217.0,1819.0,-0.1,121.9,1778.0,1453.0,-0.2,122.3,439.0,361.0,0.2,121.6
74,301100,2012JJ00,2366.0,1909.0,5.0,123.9,1914.0,1545.0,6.3,123.9,452.0,359.0,-0.5,125.7
75,304300,1988JJ00,3.0,2.0,,,0.0,0.0,,,3.0,5.0,,
76,304300,1989JJ00,3.0,2.0,,,0.0,0.0,,,3.0,5.0,,
77,304300,1990JJ00,3.0,2.0,,,0.0,0.0,,,3.0,5.0,,
78,304300,1991JJ00,3.0,2.0,,,0.0,0.0,,,3.0,5.0,,
79,304300,1992JJ00,3.0,2.0,,,0.0,0.0,,,3.0,5.0,,
80,304300,1993JJ00,4.0,2.0,,,1.0,1.0,,,3.0,5.0,,
81,304300,1994JJ00,4.0,3.0,,,1.0,1.0,,,3.0,5.0,,
82,304300,1995JJ00,3.0,3.0,,,0.0,0.0,,,3.0,5.0,,
83,304300,1996JJ00,4.0,4.0,,,1.0,1.0,,,3.0,5.0,,
84,304300,1997JJ00,4.0,4.0,,,1.0,1.0,,,3.0,5.0,,
85,304300,1998JJ00,4.0,3.0,,,1.0,1.0,,,3.0,3.0,,
86,304300,1999JJ00,5.0,4.0,,,2.0,2.0,,,3.0,3.0,,
87,304300,2000JJ00,4.0,4.0,,,1.0,1.0,,,3.0,3.0,,
88,304300,2001JJ00,5.0,5.0,,,2.0,2.0,,,3.0,3.0,,
89,304300,2002JJ00,6.0,5.0,,,3.0,3.0,,,3.0,3.0,,
90,304300,2003JJ00,6.0,5.0,,,2.0,2.0,,,4.0,4.0,,
91,304300,2004JJ00,6.0,6.0,,,2.0,2.0,,,4.0,4.0,,
92,304300,2005JJ00,6.0,6.0,,,2.0,2.0,,,4.0,4.0,,
93,304300,2006JJ00,9.0,9.0,,,4.0,4.0,,,5.0,5.0,,
94,304300,2007JJ00,9.0,9.0,,,4.0,4.0,,,5.0,5.0,,
95,304300,2008JJ00,9.0,10.0,,,3.0,3.0,,,6.0,6.0,,
96,304300,2009JJ00,10.0,11.0,,,4.0,4.0,,,6.0,6.0,,
97,304300,2010JJ00,9.0,9.0,,,3.0,3.0,,,6.0,5.0,,
98,304300,2011JJ00,7.0,7.0,,,3.0,3.0,,,4.0,3.0,,
99,304300,2012JJ00,8.0,9.0,,,3.0,3.0,,,5.0,4.0,,
100,305000,1988JJ00,52.0,67.0,,77.9,43.0,43.0,,101.0,9.0,39.0,,23.3
101,305000,1989JJ00,55.0,67.0,0.0,82.4,47.0,45.0,4.7,105.5,8.0,30.0,-22.2,26.7
102,305000,1990JJ00,42.0,49.0,-27.3,86.5,34.0,34.0,-23.4,99.7,8.0,15.0,-50.0,53.3
103,305000,1991JJ00,42.0,46.0,-4.8,90.9,34.0,33.0,-2.9,102.7,8.0,13.0,-12.5,60.9
104,305000,1992JJ00,42.0,46.0,0.0,90.9,32.0,34.0,2.9,93.9,10.0,11.0,-12.5,87.1
105,305000,1993JJ00,39.0,48.0,4.8,80.5,30.0,37.0,9.4,80.5,9.0,10.0,-10.0,87.1
106,305000,1994JJ00,47.0,62.0,28.2,75.7,36.0,50.0,33.3,72.4,11.0,11.0,11.1,95.8
107,305000,1995JJ00,64.0,88.0,42.6,72.3,52.0,75.0,50.0,69.7,12.0,14.0,18.2,88.4
108,305000,1996JJ00,79.0,90.0,1.6,87.9,68.0,76.0,1.9,89.5,11.0,14.0,0.0,81.0
109,305000,1997JJ00,50.0,64.0,-29.1,78.5,40.0,53.0,-30.9,76.1,10.0,11.0,-18.2,90.0
110,305000,1998JJ00,65.0,69.0,8.0,94.5,54.0,56.0,7.5,95.6,11.0,12.0,10.0,90.0
111,305000,1999JJ00,64.0,70.0,1.5,91.6,53.0,58.0,1.9,92.1,11.0,12.0,0.0,90.0
112,305000,2000JJ00,85.0,78.0,10.9,109.7,74.0,65.0,13.2,113.7,11.0,12.0,0.0,90.0
113,305000,2001JJ00,87.0,98.0,25.9,89.2,76.0,84.0,28.4,90.9,11.0,13.0,9.1,82.5
114,305000,2002JJ00,67.0,76.0,-21.8,87.9,53.0,60.0,-27.6,87.6,14.0,16.0,18.2,88.9
115,305000,2003JJ00,60.0,67.0,-11.9,89.3,51.0,57.0,-5.7,89.4,9.0,10.0,-35.7,88.9
116,305000,2004JJ00,58.0,67.0,0.0,86.4,49.0,58.0,2.0,84.2,9.0,9.0,-11.1,100.0
117,305000,2005JJ00,66.0,66.0,-1.7,100.0,57.0,57.0,-2.0,100.0,9.0,9.0,0.0,100.0
118,305000,2006JJ00,73.0,76.0,15.2,96.1,65.0,68.0,19.3,95.6,8.0,8.0,-11.1,100.0
119,305000,2007JJ00,81.0,82.0,8.2,98.5,73.0,74.0,9.2,98.3,8.0,8.0,0.0,100.0
120,305000,2008JJ00,86.0,82.0,0.0,104.6,78.0,75.0,1.4,103.6,8.0,7.0,-12.5,114.3
121,305000,2009JJ00,72.0,78.0,-4.7,91.8,65.0,72.0,-3.8,89.8,7.0,6.0,-12.5,114.3
122,305000,2010JJ00,89.0,84.0,6.9,106.1,80.0,77.0,6.2,104.1,9.0,7.0,14.3,128.6
123,305000,2011JJ00,96.0,81.0,-3.4,118.5,86.0,73.0,-5.0,117.8,10.0,8.0,11.1,128.6
124,305000,2012JJ00,104.0,87.0,7.3,119.6,94.0,79.0,8.1,119.1,10.0,8.0,0.0,128.6
125,300002,1988JJ00,39937.0,52702.0,,75.8,37078.0,48646.0,,76.2,2859.0,4020.0,,71.1
126,300002,1989JJ00,45139.0,56031.0,6.3,80.6,41722.0,51301.0,5.5,81.3,3417.0,4721.0,17.5,72.4
127,300002,1990JJ00,46303.0,58325.0,4.1,79.4,42820.0,53608.0,4.5,79.9,3483.0,4683.0,-0.8,74.4
128,300002,1991JJ00,47035.0,59854.0,2.6,78.6,42997.0,54510.0,1.7,78.9,4038.0,5346.0,14.2,75.5
129,300002,1992JJ00,46222.0,60756.0,1.5,76.1,41883.0,55165.0,1.2,75.9,4339.0,5601.0,4.8,77.5
130,300002,1993JJ00,44222.0,60119.0,-1.0,73.6,39658.0,54315.0,-1.5,73.0,4564.0,5808.0,3.7,78.6
131,300002,1994JJ00,47125.0,63819.0,6.2,73.8,42471.0,57985.0,6.8,73.2,4654.0,5861.0,0.9,79.4
132,300002,1995JJ00,51167.0,68074.0,6.7,75.2,46138.0,61762.0,6.5,74.7,5029.0,6335.0,8.1,79.4
133,300002,1996JJ00,53864.0,69950.0,2.8,77.0,48359.0,63122.0,2.2,76.6,5505.0,6831.0,7.8,80.6
134,300002,1997JJ00,59840.0,75736.0,8.3,79.0,53682.0,68207.0,8.1,78.7,6158.0,7524.0,10.2,81.8
135,300002,1998JJ00,59361.0,78491.0,3.6,75.6,52818.0,70661.0,3.6,74.7,6543.0,7825.0,4.0,83.6
136,300002,1999JJ00,61059.0,79516.0,1.3,76.8,54104.0,71352.0,1.0,75.8,6955.0,8134.0,3.9,85.5
137,300002,2000JJ00,74169.0,82820.0,4.2,89.6,66301.0,73733.0,3.3,89.9,7868.0,8990.0,10.5,87.5
138,300002,2001JJ00,73560.0,82341.0,-0.6,89.3,64992.0,72794.0,-1.3,89.3,8568.0,9464.0,5.3,90.5
139,300002,2002JJ00,70586.0,81355.0,-1.2,86.8,61849.0,71915.0,-1.2,86.0,8737.0,9358.0,-1.1,93.4
140,300002,2003JJ00,69331.0,80732.0,-0.8,85.9,60346.0,71353.0,-0.8,84.6,8985.0,9297.0,-0.7,96.6
141,300002,2004JJ00,75974.0,83821.0,3.8,90.6,66934.0,74671.0,4.6,89.6,9040.0,9138.0,-1.7,98.9
142,300002,2005JJ00,84564.0,84564.0,0.9,100.0,75460.0,75460.0,1.1,100.0,9104.0,9104.0,-0.4,100.0
143,300002,2006JJ00,96236.0,88044.0,4.1,109.3,86902.0,78888.0,4.5,110.2,9334.0,9156.0,0.6,101.9
144,300002,2007JJ00,103540.0,90948.0,3.3,113.8,94076.0,81821.0,3.7,115.0,9464.0,9100.0,-0.6,104.0
145,300002,2008JJ00,112749.0,88942.0,-2.2,126.8,103181.0,79997.0,-2.2,129.0,9568.0,8921.0,-2.0,107.2
146,300002,2009JJ00,87801.0,82041.0,-7.8,107.0,78417.0,73475.0,-8.2,106.7,9384.0,8607.0,-3.5,109.0
147,300002,2010JJ00,108234.0,87880.0,7.1,123.2,97895.0,78575.0,6.9,124.6,10339.0,9346.0,8.6,110.6
148,300002,2011JJ00,126802.0,89889.0,2.3,141.1,115884.0,80217.0,2.1,144.5,10918.0,9735.0,4.2,112.2
149,300002,2012JJ00,133475.0,90569.0,0.8,147.4,121983.0,80544.0,0.4,151.4,11492.0,10168.0,4.5,113.0
150,305700,1988JJ00,407.0,542.0,,75.2,245.0,259.0,,94.7,162.0,242.0,,67.0
151,305700,1989JJ00,449.0,595.0,9.8,75.5,261.0,274.0,6.1,95.1,188.0,279.0,15.4,67.3
152,305700,1990JJ00,471.0,607.0,2.0,77.6,273.0,279.0,1.5,98.0,198.0,287.0,2.7,69.1
153,305700,1991JJ00,555.0,683.0,12.5,81.3,305.0,290.0,4.0,105.2,250.0,356.0,24.2,70.2
154,305700,1992JJ00,575.0,718.0,5.2,80.0,327.0,322.0,11.1,101.5,248.0,349.0,-2.0,71.0
155,305700,1993JJ00,519.0,760.0,5.7,68.3,260.0,352.0,9.2,73.9,259.0,353.0,1.2,73.3
156,305700,1994JJ00,524.0,910.0,19.8,57.6,269.0,503.0,43.1,53.4,255.0,341.0,-3.5,74.8
157,305700,1995JJ00,559.0,964.0,5.9,58.0,272.0,507.0,0.7,53.6,287.0,380.0,11.4,75.6
158,305700,1996JJ00,715.0,1176.0,22.0,60.8,418.0,738.0,45.6,56.6,297.0,379.0,-0.3,78.5
159,305700,1997JJ00,837.0,1288.0,9.5,65.0,527.0,851.0,15.3,61.9,310.0,384.0,1.3,80.8
160,305700,1998JJ00,857.0,1301.0,1.0,65.9,546.0,882.0,3.6,61.9,311.0,370.0,-3.5,84.0
161,305700,1999JJ00,886.0,1446.0,11.2,61.3,590.0,1077.0,22.2,54.8,296.0,340.0,-8.0,87.0
162,305700,2000JJ00,1359.0,1797.0,24.3,75.6,1032.0,1430.0,32.7,72.2,327.0,366.0,7.4,89.5
163,305700,2001JJ00,1601.0,1892.0,5.3,84.6,1248.0,1508.0,5.4,82.8,353.0,383.0,4.9,92.1
164,305700,2002JJ00,1469.0,1914.0,1.1,76.8,1181.0,1614.0,7.1,73.2,288.0,307.0,-19.8,93.7
165,305700,2003JJ00,1494.0,1829.0,-4.4,81.7,1187.0,1510.0,-6.4,78.6,307.0,319.0,3.8,96.2
166,305700,2004JJ00,1569.0,1889.0,3.3,83.1,1225.0,1539.0,1.9,79.6,344.0,346.0,8.5,99.4
167,305700,2005JJ00,1806.0,1806.0,-4.4,100.0,1489.0,1489.0,-3.3,100.0,317.0,317.0,-8.4,100.0
168,305700,2006JJ00,2254.0,1824.0,1.0,123.6,1955.0,1535.0,3.1,127.4,299.0,289.0,-8.8,103.5
169,305700,2007JJ00,2143.0,1811.0,-0.7,118.3,1846.0,1528.0,-0.5,120.8,297.0,282.0,-2.3,105.2
170,305700,2008JJ00,2427.0,1692.0,-6.6,143.4,2107.0,1399.0,-8.5,150.6,320.0,296.0,5.1,107.9
171,305700,2009JJ00,2328.0,2025.0,19.7,115.0,2009.0,1721.0,23.0,116.7,319.0,290.0,-2.2,110.0
172,305700,2010JJ00,1988.0,1853.0,-8.5,107.3,1628.0,1518.0,-11.8,107.3,360.0,325.0,12.2,110.6
173,305700,2011JJ00,2004.0,1653.0,-10.8,121.2,1649.0,1329.0,-12.5,124.1,355.0,316.0,-3.1,112.5
174,305700,2012JJ00,2161.0,1647.0,-0.4,131.2,1788.0,1308.0,-1.5,136.7,373.0,331.0,4.8,112.8
175,305800,1988JJ00,348.0,479.0,,72.7,189.0,195.0,,97.0,159.0,244.0,,65.1
176,305800,1989JJ00,381.0,531.0,10.9,71.7,200.0,212.0,9.0,94.2,181.0,277.0,13.2,65.4
177,305800,1990JJ00,412.0,552.0,3.9,74.6,219.0,221.0,4.0,99.2,193.0,287.0,3.9,67.2
178,305800,1991JJ00,500.0,629.0,13.8,79.6,255.0,230.0,4.1,110.9,245.0,359.0,24.9,68.3
179,305800,1992JJ00,511.0,652.0,3.8,78.3,268.0,253.0,10.2,105.8,243.0,349.0,-2.9,69.7
180,305800,1993JJ00,465.0,697.0,6.8,66.7,209.0,282.0,11.2,74.2,256.0,356.0,2.1,72.0
181,305800,1994JJ00,468.0,844.0,21.1,55.4,216.0,426.0,51.2,50.7,252.0,343.0,-3.5,73.4
182,305800,1995JJ00,496.0,887.0,5.1,55.9,215.0,422.0,-0.9,51.0,281.0,379.0,10.3,74.2
183,305800,1996JJ00,657.0,1113.0,25.4,59.0,368.0,675.0,60.0,54.5,289.0,375.0,-1.1,77.2
184,305800,1997JJ00,781.0,1231.0,10.7,63.4,477.0,794.0,17.7,60.1,304.0,381.0,1.7,79.8
185,305800,1998JJ00,802.0,1242.0,0.9,64.6,499.0,826.0,4.0,60.4,303.0,366.0,-3.9,82.8
186,305800,1999JJ00,822.0,1366.0,10.0,60.2,535.0,1001.0,21.2,53.4,287.0,335.0,-8.6,85.8
187,305800,2000JJ00,1293.0,1720.0,25.9,75.2,975.0,1359.0,35.7,71.8,318.0,360.0,7.7,88.3
188,305800,2001JJ00,1532.0,1825.0,6.1,83.9,1187.0,1447.0,6.5,82.1,345.0,378.0,5.0,91.2
189,305800,2002JJ00,1395.0,1838.0,0.7,75.9,1119.0,1550.0,7.2,72.2,276.0,297.0,-21.4,92.9
190,305800,2003JJ00,1420.0,1751.0,-4.7,81.1,1125.0,1445.0,-6.8,77.9,295.0,308.0,3.6,95.8
191,305800,2004JJ00,1495.0,1816.0,3.7,82.3,1160.0,1474.0,2.0,78.7,335.0,338.0,9.8,99.0
192,305800,2005JJ00,1733.0,1733.0,-4.5,100.0,1421.0,1421.0,-3.6,100.0,312.0,312.0,-7.8,100.0
193,305800,2006JJ00,2165.0,1738.0,0.3,124.6,1872.0,1455.0,2.4,128.7,293.0,283.0,-9.3,103.5
194,305800,2007JJ00,2035.0,1716.0,-1.2,118.6,1744.0,1439.0,-1.1,121.2,291.0,276.0,-2.4,105.3
195,305800,2008JJ00,2314.0,1600.0,-6.8,144.6,2000.0,1313.0,-8.8,152.3,314.0,290.0,5.2,108.1
196,305800,2009JJ00,2248.0,1943.0,21.4,115.7,1935.0,1643.0,25.2,117.7,313.0,284.0,-2.2,110.2
197,305800,2010JJ00,1907.0,1769.0,-8.9,107.8,1553.0,1440.0,-12.4,107.9,354.0,319.0,12.5,110.8
198,305800,2011JJ00,1909.0,1559.0,-11.9,122.5,1563.0,1242.0,-13.7,125.8,346.0,307.0,-4.0,112.8
199,305800,2012JJ00,2076.0,1559.0,0.1,133.1,1713.0,1230.0,-1.0,139.2,363.0,321.0,4.6,113.1
200,306300,1988JJ00,59.0,45.0,,130.5,56.0,46.0,,122.2,3.0,1.0,,209.0
201,306300,1989JJ00,68.0,47.0,3.4,145.4,61.0,44.0,-3.6,138.1,7.0,3.0,133.3,209.0
202,306300,1990JJ00,59.0,43.0,-8.8,138.4,54.0,41.0,-6.6,130.8,5.0,2.0,-28.6,209.0
203,306300,1991JJ00,55.0,44.0,3.4,124.8,50.0,43.0,3.7,116.8,5.0,2.0,0.0,209.0
204,306300,1992JJ00,64.0,52.0,18.2,122.9,59.0,50.0,16.0,118.8,5.0,3.0,40.0,149.3
205,306300,1993JJ00,54.0,50.0,-3.1,107.0,51.0,50.0,0.0,102.7,3.0,2.0,-40.0,149.3
206,306300,1994JJ00,56.0,55.0,9.3,101.6,53.0,55.0,9.8,97.2,3.0,2.0,0.0,149.3
207,306300,1995JJ00,63.0,62.0,12.5,101.6,57.0,59.0,7.5,97.2,6.0,4.0,100.0,149.3
208,306300,1996JJ00,58.0,59.0,-4.8,98.2,50.0,54.0,-8.8,93.5,8.0,5.0,33.3,149.3
209,306300,1997JJ00,56.0,57.0,-3.4,98.2,50.0,52.0,-2.0,95.4,6.0,5.0,-12.5,128.0
210,306300,1998JJ00,55.0,58.0,1.8,94.7,47.0,52.0,0.0,89.6,8.0,5.0,16.7,146.3
211,306300,1999JJ00,64.0,75.0,29.1,85.4,55.0,69.0,31.9,79.5,9.0,6.0,12.5,146.3
212,306300,2000JJ00,66.0,77.0,3.1,85.4,57.0,72.0,3.6,79.5,9.0,6.0,0.0,146.3
213,306300,2001JJ00,69.0,69.0,-10.6,99.9,61.0,63.0,-12.3,97.0,8.0,6.0,0.0,130.0
214,306300,2002JJ00,74.0,76.0,10.1,97.2,62.0,66.0,4.9,94.0,12.0,9.0,50.0,130.0
215,306300,2003JJ00,74.0,77.0,1.4,95.9,62.0,66.0,0.0,94.0,12.0,10.0,8.3,120.0
216,306300,2004JJ00,74.0,74.0,-4.1,100.0,65.0,66.0,0.0,98.5,9.0,8.0,-25.0,120.0
217,306300,2005JJ00,73.0,73.0,-1.4,100.0,68.0,68.0,3.1,100.0,5.0,5.0,-33.3,100.0
218,306300,2006JJ00,89.0,86.0,17.8,103.5,83.0,80.0,17.6,103.8,6.0,6.0,20.0,100.0
219,306300,2007JJ00,108.0,97.0,12.4,111.8,102.0,91.0,13.3,112.6,6.0,6.0,0.0,100.0
220,306300,2008JJ00,113.0,94.0,-2.8,120.3,107.0,88.0,-2.9,121.7,6.0,6.0,0.0,100.0
221,306300,2009JJ00,80.0,79.0,-15.9,101.3,74.0,73.0,-16.8,101.2,6.0,6.0,0.0,100.0
222,306300,2010JJ00,81.0,82.0,3.8,98.9,75.0,76.0,4.1,98.5,6.0,6.0,0.0,100.0
223,306300,2011JJ00,95.0,95.0,16.0,99.9,86.0,86.0,13.3,99.7,9.0,9.0,50.0,100.0
224,306300,2012JJ00,85.0,86.0,-9.5,98.7,75.0,76.0,-11.6,98.4,10.0,10.0,11.1,100.0
225,307000,1988JJ00,,,,,,,,,,,,
