ID,BronTechniek,Perioden,Elektriciteitsproductie_1,AandeelInTotaalElektriciteitsverbruik_2,Elektriciteitsproductie_3,AandeelInTotaalElektriciteitsverbruik_4,Elektriciteitsproductie_5,AandeelInTotaalElektriciteitsverbruik_6,Elektriciteit_7,AandeelInTotaalElektriciteitsverbruik_8,Elektriciteit_9,AandeelInTotaalElektriciteitsverbruik_10
448,13210,2002JJ00,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,
449,13210,2003KW01,,,,,,,0.0,0.0,,
450,13210,2003KW02,,,,,,,0.0,0.0,,
451,13210,2003KW03,,,,,,,0.0,0.0,,
452,13210,2003KW04,,,,,,,0.0,0.0,,
453,13210,2003JJ00,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,
454,13210,2004KW01,,,,,,,0.0,0.0,,
455,13210,2004KW02,,,,,,,0.0,0.0,,
456,13210,2004KW03,,,,,,,0.0,0.0,,
457,13210,2004KW04,,,,,,,0.0,0.0,,
458,13210,2004JJ00,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,
459,13210,2005KW01,,,,,,,0.0,0.0,,
460,13210,2005KW02,,,,,,,0.0,0.0,,
461,13210,2005KW03,,,,,,,0.0,0.0,,
462,13210,2005KW04,,,,,,,0.0,0.0,,
463,13210,2005JJ00,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,
464,13210,2006KW01,,,,,,,0.0,0.0,,
465,13210,2006KW02,,,,,,,0.0,0.0,,
