ID,Leeftijd,Marges,RegioS,Perioden,ErvarenGezondheidGoedZeerGoed_1,EenOfMeerLangdurigeAandoeningen_2,BeperktVanwegeProblemenMetGezondheid_3,EenOfMeerLichamelijkeBeperkingen_4,BeperkingInHoren_5,BeperkingInZien_6,BeperkingInBewegen_7,Ondergewicht_8,NormaalGewicht_9,Overgewicht_10,MatigOvergewicht_11,ErnstigOvergewicht_12,VoldoetAanBeweegrichtlijn_13,VoldoetAanNormGezondBewegen_14,VoldoetAanFitnorm_15,VoldoetAanTenMinste1Bewegingsnorm_16,WekelijkseSporters_17,Mantelzorger_18,ZwaarBelasteMantelzorgers_19,UrenMantelzorgPerWeek_20,Mantelzorgontvanger_21,UrenOntvangenMantelzorgPerWeek_22
0,10000,MW00000,NL01  ,2016JJ00,75.6,33.9,32.9,14.8,4.5,5.5,9.6,1.7,49.4,48.9,35.0,13.8,51.7,63.0,26.2,64.9,51.3,14.2,14.2,11.0,9.9,20.5
1,10000,MW00000,LD01  ,2016JJ00,77.3,34.6,32.6,14.0,4.3,4.6,9.1,1.5,47.5,50.9,36.4,14.5,50.5,64.2,27.5,66.0,46.6,13.9,14.1,11.2,9.4,21.6
2,10000,MW00000,LD02  ,2016JJ00,77.2,34.6,34.6,14.7,4.8,5.2,9.3,1.6,48.4,50.0,36.1,13.9,52.6,63.9,27.2,65.9,52.4,14.9,13.4,10.7,10.3,18.7
3,10000,MW00000,LD03  ,2016JJ00,75.6,33.6,32.1,14.4,4.2,5.7,9.6,1.9,50.7,47.4,34.0,13.5,52.6,62.7,25.6,64.8,51.9,13.2,14.9,11.0,9.3,20.8
4,10000,MW00000,LD04  ,2016JJ00,73.4,33.2,33.4,16.0,5.0,6.0,10.2,1.6,48.5,49.9,35.7,14.2,49.4,62.1,25.9,63.9,51.3,16.2,13.8,11.2,10.9,21.0
5,10000,MW00000,PV20  ,2016JJ00,75.9,36.3,34.0,14.2,4.1,5.2,9.3,1.7,48.4,49.9,35.2,14.7,50.3,63.4,25.2,65.3,48.1,13.3,13.0,12.0,8.9,25.1
6,10000,MW00000,PV21  ,2016JJ00,78.9,33.4,30.7,12.0,3.4,3.8,7.7,1.3,48.3,50.4,37.0,13.4,52.2,65.1,28.7,66.9,46.5,13.9,11.9,9.9,8.2,21.3
7,10000,MW00000,PV22  ,2016JJ00,77.0,34.2,33.5,16.5,5.7,5.0,10.8,1.6,45.5,52.9,37.2,15.7,48.4,63.9,28.7,65.8,44.9,14.6,18.1,11.8,11.3,19.1
8,10000,MW00000,PV23  ,2016JJ00,77.6,34.3,34.4,15.5,5.2,5.5,9.7,1.5,48.1,50.4,36.7,13.7,54.9,66.5,29.1,68.6,52.3,15.5,12.1,10.5,10.2,17.9
9,10000,MW00000,PV24  ,2016JJ00,74.3,34.3,32.9,14.1,3.8,4.5,9.4,1.7,45.9,52.4,37.5,14.9,45.8,55.5,20.7,57.5,48.1,14.3,16.3,14.5,11.3,16.6
10,10000,MW00000,PV25  ,2016JJ00,77.4,34.8,35.0,14.4,4.8,5.2,9.0,1.6,49.1,49.4,35.5,13.8,52.7,64.1,27.4,66.0,53.4,14.7,13.6,10.0,10.3,19.5
11,10000,MW00000,PV26  ,2016JJ00,77.6,31.4,30.0,12.1,3.6,4.4,7.9,2.1,53.9,44.0,31.9,12.2,54.3,63.5,26.7,65.6,56.3,14.1,14.7,9.4,9.7,21.0
12,10000,MW00000,PV27  ,2016JJ00,76.7,32.4,31.1,13.4,3.7,5.5,8.8,2.0,52.9,45.2,32.8,12.4,55.3,64.7,26.4,66.7,54.5,12.2,15.1,10.8,8.8,21.6
13,10000,MW00000,PV28  ,2016JJ00,74.2,35.5,33.3,15.9,4.7,6.2,10.8,1.8,48.2,50.0,35.3,14.7,50.1,60.6,24.4,62.6,49.2,13.0,15.4,11.7,9.4,20.3
14,10000,MW00000,PV29  ,2016JJ00,73.2,32.8,34.6,16.0,4.9,5.7,10.4,1.4,47.6,51.0,37.0,14.0,51.0,66.1,28.7,67.7,44.0,18.9,11.2,10.5,9.9,20.9
15,10000,MW00000,PV30  ,2016JJ00,74.2,31.5,32.0,15.9,5.1,6.0,9.7,1.6,49.3,49.1,35.5,13.6,50.4,63.3,26.8,65.1,53.2,16.2,13.8,11.2,10.9,20.8
16,10000,MW00000,PV31  ,2016JJ00,71.6,36.7,36.3,16.3,4.9,6.1,11.1,1.6,46.7,51.7,36.3,15.4,47.2,59.5,23.7,61.2,47.0,16.2,13.7,11.2,10.9,21.5
17,10000,MW00000,GM1680,2016JJ00,79.5,33.5,31.4,17.1,6.2,4.7,10.9,1.4,43.7,54.9,40.0,14.9,49.9,65.4,28.6,67.3,46.3,17.0,15.1,12.8,10.2,
18,10000,MW00000,GM0738,2016JJ00,78.7,24.9,29.2,14.1,5.3,3.3,8.5,0.4,47.4,52.2,36.8,15.4,37.4,51.7,21.2,54.2,38.3,18.3,14.2,9.7,17.2,
19,10000,MW00000,GM0358,2016JJ00,80.5,31.3,28.9,11.5,3.2,4.1,7.4,1.9,49.0,49.2,36.1,13.1,53.3,62.1,26.9,64.5,54.3,13.4,18.5,8.0,9.0,
20,10000,MW00000,GM0197,2016JJ00,75.6,35.0,33.2,13.3,4.2,4.4,8.4,1.1,45.8,53.2,39.2,14.0,56.0,70.4,31.7,71.8,47.9,20.1,11.9,8.4,13.5,
21,10000,MW00000,GM0059,2016JJ00,81.3,35.9,30.1,13.9,4.2,4.2,9.1,0.9,40.8,58.3,40.3,17.9,50.0,63.8,26.1,67.2,41.7,14.1,,,9.2,
22,10000,MW00000,GM0482,2016JJ00,75.3,33.4,30.2,15.1,5.0,5.5,10.3,1.6,47.9,50.5,37.2,13.3,41.7,57.4,19.9,58.6,42.3,12.6,,,11.5,
23,10000,MW00000,GM0613,2016JJ00,77.9,32.1,31.2,10.9,3.2,3.4,6.3,0.6,47.8,51.6,39.8,11.8,45.6,57.2,22.3,58.6,50.1,11.6,8.5,,6.4,
24,10000,MW00000,GM0361,2016JJ00,72.6,36.2,33.9,13.5,4.0,5.1,8.9,1.7,52.7,45.6,32.3,13.3,55.9,65.7,28.2,66.8,53.3,15.5,11.1,8.7,8.9,
25,10000,MW00000,GM0141,2016JJ00,72.3,38.2,38.6,19.0,5.2,7.4,12.5,2.1,42.9,55.0,36.3,18.7,52.9,66.7,32.0,70.8,47.1,16.1,17.8,10.2,10.4,
26,10000,MW00000,GM0034,2016JJ00,73.2,34.1,31.7,16.1,2.9,5.3,11.1,1.6,44.0,54.4,39.2,15.2,45.4,52.4,18.7,54.7,49.7,14.8,14.5,16.4,11.9,
27,10000,MW00000,GM0484,2016JJ00,76.7,36.6,36.1,14.4,4.6,4.9,9.6,1.9,46.9,51.2,37.5,13.7,51.5,62.6,28.7,65.2,51.1,14.0,16.3,9.1,10.2,22.3
28,10000,MW00000,GM1723,2016JJ00,79.1,29.4,31.4,13.5,6.1,4.1,6.0,1.6,50.3,48.2,36.5,11.6,47.8,67.6,31.6,70.6,54.7,20.6,10.5,12.2,11.9,
29,10000,MW00000,GM0060,2016JJ00,79.3,31.2,27.5,15.2,4.6,3.3,10.4,0.9,43.3,55.8,46.3,9.5,57.5,74.5,34.1,76.9,39.0,13.5,,,,
30,10000,MW00000,GM0307,2016JJ00,77.1,31.7,30.5,11.3,3.2,4.2,7.5,2.0,53.8,44.2,31.5,12.7,54.6,62.4,27.5,64.9,57.1,15.3,13.7,8.7,11.3,27.3
31,10000,MW00000,GM0362,2016JJ00,80.2,29.6,26.7,11.4,3.2,4.8,6.8,2.0,55.9,42.2,32.9,9.3,54.6,63.3,25.1,64.9,56.3,12.8,14.1,12.7,8.0,
32,10000,MW00000,GM0363,2016JJ00,75.6,31.3,30.7,14.0,4.0,6.3,9.8,2.5,57.8,39.7,28.1,11.6,59.6,64.9,21.9,67.1,56.0,9.0,17.4,12.8,8.8,19.6
33,10000,MW00000,GM0200,2016JJ00,78.3,35.8,34.4,13.6,4.3,5.1,9.9,0.8,49.7,49.5,37.1,12.4,53.0,64.3,28.4,66.8,57.0,14.9,13.0,13.1,11.5,
34,10000,MW00000,GM0003,2016JJ00,67.9,48.9,41.2,21.1,5.1,6.7,16.6,0.6,40.0,59.4,34.9,24.5,44.9,57.2,26.7,58.2,36.8,16.2,15.1,14.7,15.2,
35,10000,MW00000,GM0202,2016JJ00,76.2,38.0,36.8,17.3,6.1,6.6,10.2,3.4,53.3,43.3,29.1,14.2,51.3,60.4,20.2,62.2,52.8,10.5,,,9.3,
36,10000,MW00000,GM0106,2016JJ00,74.4,34.8,32.5,15.8,4.9,5.4,10.7,2.2,51.7,46.1,33.4,12.8,53.1,71.1,32.8,72.7,49.1,15.0,19.9,10.5,9.0,
37,10000,MW00000,GM0743,2016JJ00,75.8,30.3,33.0,15.5,5.3,6.9,7.3,0.5,51.1,48.4,38.1,10.3,50.8,65.1,29.2,66.9,52.5,18.5,10.9,8.5,7.1,
38,10000,MW00000,GM0744,2016JJ00,71.5,32.3,32.1,16.1,4.1,5.5,10.0,1.0,45.7,53.3,37.4,15.8,42.6,58.0,24.1,59.7,46.0,15.6,7.0,10.1,10.6,
39,10000,MW00000,GM0308,2016JJ00,77.5,33.3,32.2,13.3,3.6,4.9,8.1,1.3,54.4,44.3,30.0,14.3,51.4,61.3,30.2,64.0,54.1,15.2,7.9,8.2,11.4,
40,10000,MW00000,GM0489,2016JJ00,80.9,28.5,26.5,9.4,2.1,3.6,5.1,1.5,51.4,47.1,35.2,12.0,48.5,55.4,25.2,56.6,47.8,12.4,17.3,10.6,7.9,
41,10000,MW00000,GM0203,2016JJ00,81.4,31.1,33.9,12.2,4.2,5.1,6.2,1.4,50.4,48.2,33.6,14.6,50.3,62.3,28.5,64.6,50.0,14.6,14.2,10.0,7.9,
42,10000,MW00000,GM0005,2016JJ00,79.3,36.4,33.0,11.9,4.0,4.0,7.7,1.7,46.0,52.3,39.0,13.3,50.8,63.5,28.9,66.2,45.0,18.0,11.4,7.1,8.7,
43,10000,MW00000,GM0888,2016JJ00,71.4,37.3,36.0,16.9,6.1,5.5,9.9,3.0,49.0,48.0,32.9,15.2,44.5,59.9,24.4,62.3,47.0,18.8,12.9,12.2,11.5,
44,10000,MW00000,GM0370,2016JJ00,83.0,30.5,30.8,11.9,3.3,4.1,6.4,1.3,49.2,49.5,38.7,10.8,52.1,61.1,25.3,62.9,50.4,15.2,9.7,8.1,10.3,
45,10000,MW00000,GM0889,2016JJ00,71.0,37.1,37.8,15.6,5.7,5.0,10.1,2.6,45.0,52.4,36.1,16.2,52.8,62.8,27.4,64.3,47.3,21.5,15.4,14.9,9.8,
46,10000,MW00000,GM0007,2016JJ00,73.5,38.8,36.8,18.3,7.4,6.0,11.6,1.1,43.2,55.7,38.1,17.6,42.8,59.1,20.3,59.9,38.8,15.8,7.4,,9.6,
47,10000,MW00000,GM1945,2016JJ00,75.9,35.2,39.7,14.7,5.2,6.1,8.3,1.0,47.5,51.5,38.0,13.5,52.5,66.1,28.0,68.0,55.3,16.6,11.6,9.7,8.9,18.6
48,10000,MW00000,GM1724,2016JJ00,79.0,31.0,30.5,18.2,4.5,6.7,10.3,1.1,44.8,54.1,40.6,13.5,46.7,61.8,27.1,64.7,53.7,18.1,11.9,7.0,11.2,
49,10000,MW00000,GM0893,2016JJ00,73.1,37.6,34.1,14.6,5.4,3.9,8.4,1.3,42.0,56.8,39.8,16.9,51.9,63.4,26.6,65.1,48.6,20.5,11.4,10.1,11.4,
50,10000,MW00000,GM0373,2016JJ00,76.1,35.8,34.5,13.9,4.6,4.1,8.9,2.0,55.4,42.6,35.1,7.6,57.1,76.0,38.3,76.9,53.9,16.9,13.7,11.4,8.2,
51,10000,MW00000,GM0748,2016JJ00,71.5,32.9,31.5,19.5,7.1,7.0,11.8,0.8,45.7,53.5,37.2,16.4,46.6,63.7,25.9,65.3,49.1,14.1,12.0,11.3,11.9,
52,10000,MW00000,GM1859,2016JJ00,78.6,35.3,35.2,14.8,5.1,4.2,9.9,1.0,44.8,54.2,39.4,14.8,48.2,64.4,28.9,66.5,53.5,14.8,16.1,9.3,10.6,
53,10000,MW00000,GM1721,2016JJ00,72.1,34.2,36.5,17.6,5.0,7.5,10.4,1.8,52.0,46.2,34.3,11.9,51.6,62.6,34.1,65.2,57.2,16.0,8.6,7.5,12.3,
54,10000,MW00000,GM0753,2016JJ00,72.8,33.7,33.7,13.1,3.2,5.5,8.2,1.1,44.8,54.0,39.7,14.3,54.3,65.8,25.8,66.8,55.9,18.7,22.5,13.8,8.3,
55,10000,MW00000,GM0209,2016JJ00,77.1,29.8,34.7,14.1,4.4,5.2,7.7,0.6,47.5,51.9,37.6,14.3,48.0,63.5,27.6,65.2,58.0,15.6,9.6,9.5,10.2,
56,10000,MW00000,GM0375,2016JJ00,73.5,35.1,34.8,16.5,4.4,6.2,11.0,1.3,45.8,52.9,37.8,15.1,50.8,64.3,26.3,65.3,50.8,13.5,13.0,8.7,9.3,
57,10000,MW00000,GM0063,2016JJ00,76.6,31.1,28.2,11.8,4.5,4.2,6.5,1.2,46.9,51.8,37.2,14.6,45.8,60.0,23.3,62.1,40.0,10.6,,,0.6,
58,10000,MW00000,GM0310,2016JJ00,75.9,32.5,33.3,11.8,2.8,3.9,8.1,2.5,57.3,40.2,29.1,11.0,54.5,67.7,33.0,69.7,61.4,15.9,14.2,9.3,8.5,
59,10000,MW00000,GM0585,2016JJ00,80.4,29.9,26.3,11.9,3.5,2.5,8.9,1.0,40.5,58.5,39.8,18.7,42.3,55.9,25.0,58.3,44.8,16.4,19.1,13.4,12.4,
60,10000,MW00000,GM1728,2016JJ00,76.8,27.7,29.4,13.6,4.6,5.6,7.4,1.7,44.6,53.7,38.0,15.7,50.4,65.7,25.0,67.7,54.2,14.2,13.1,8.1,10.4,
61,10000,MW00000,GM0376,2016JJ00,75.9,34.9,30.3,12.5,3.7,4.8,6.6,2.2,58.5,39.3,31.8,7.5,48.8,61.3,33.5,64.8,54.3,15.3,17.5,11.0,5.7,
62,10000,MW00000,GM0377,2016JJ00,84.2,30.7,26.3,8.3,2.1,2.9,6.2,1.3,61.6,37.1,30.0,7.1,55.8,72.9,42.9,74.6,66.4,15.7,18.9,8.8,6.2,
63,10000,MW00000,GM1901,2016JJ00,81.2,36.2,32.4,13.0,3.9,5.0,8.0,1.6,50.2,48.2,35.1,13.1,51.1,65.6,29.2,68.1,50.5,16.7,7.0,7.3,9.6,
64,10000,MW00000,GM0755,2016JJ00,79.6,27.4,28.0,14.3,5.1,4.7,8.9,0.7,52.0,47.3,35.1,12.2,54.9,62.8,30.8,65.4,57.7,16.5,8.9,6.1,14.7,
65,10000,MW00000,GM0009,2016JJ00,81.1,35.6,32.0,12.8,3.4,5.8,6.5,1.5,39.6,58.9,42.2,16.7,50.5,64.4,27.2,65.5,45.7,16.9,,,6.7,
66,10000,MW00000,GM1681,2016JJ00,77.7,35.9,34.3,14.4,3.9,4.1,9.4,2.0,40.4,57.6,42.4,15.2,46.6,60.1,24.7,62.8,43.7,13.9,,,10.8,
67,10000,MW00000,GM0147,2016JJ00,79.8,31.8,32.0,12.8,4.9,4.3,7.4,0.9,45.3,53.9,40.3,13.5,58.2,66.9,35.3,68.5,57.5,15.8,12.0,9.3,10.5,
68,10000,MW00000,GM0654,2016JJ00,76.9,27.4,31.4,12.7,3.5,3.3,8.7,0.4,53.7,45.9,31.2,14.7,48.8,65.3,27.0,66.2,44.2,21.3,11.4,9.0,12.8,
69,10000,MW00000,GM0756,2016JJ00,76.1,31.5,29.9,15.7,4.6,6.3,8.2,1.8,54.5,43.8,32.0,11.7,57.3,66.5,30.2,68.2,58.8,18.0,11.4,10.9,8.6,
70,10000,MW00000,GM0757,2016JJ00,78.8,29.6,31.2,16.9,5.8,7.0,9.2,1.1,48.8,50.1,34.6,15.5,56.0,70.7,33.7,72.3,54.2,16.1,8.1,8.3,15.7,
71,10000,MW00000,GM0758,2016JJ00,73.5,29.6,28.8,14.7,4.3,6.5,9.8,2.0,52.9,45.1,33.2,11.9,50.4,61.0,25.4,62.7,55.4,15.1,14.8,11.6,10.6,18.1
72,10000,MW00000,GM0501,2016JJ00,74.6,35.3,33.8,10.5,2.9,3.6,7.0,0.7,42.4,56.9,40.6,16.3,51.8,63.3,29.9,66.3,58.3,11.5,,,7.3,
73,10000,MW00000,GM1876,2016JJ00,78.3,34.8,33.9,13.3,3.7,3.3,9.2,1.2,44.1,54.7,39.6,15.1,51.5,64.8,29.6,66.3,57.5,17.6,8.0,7.2,12.5,
74,10000,MW00000,GM0213,2016JJ00,79.8,36.3,35.0,13.6,4.1,4.7,7.9,1.3,45.2,53.5,38.0,15.5,54.1,67.3,31.0,68.6,52.7,17.4,12.2,9.9,9.6,
75,10000,MW00000,GM0899,2016JJ00,65.6,42.2,42.9,21.2,5.9,9.1,15.1,1.4,40.5,58.1,38.4,19.7,37.8,51.1,16.8,52.3,42.5,15.8,15.5,14.2,12.2,
76,10000,MW00000,GM0312,2016JJ00,81.3,29.5,28.1,9.9,2.7,3.3,5.8,1.0,57.7,41.3,31.0,10.3,56.7,71.8,31.8,73.4,57.2,17.6,9.6,8.2,8.9,
77,10000,MW00000,GM0313,2016JJ00,78.6,28.5,28.7,11.3,3.9,4.0,7.0,2.1,47.0,50.9,35.5,15.4,53.1,62.1,27.1,64.1,49.8,13.5,14.3,5.4,11.1,
78,10000,MW00000,GM0214,2016JJ00,74.8,34.9,35.9,14.1,4.7,4.8,7.4,0.7,47.7,51.6,37.0,14.6,40.9,58.0,22.0,60.2,42.9,14.0,11.7,12.9,11.6,
79,10000,MW00000,GM0502,2016JJ00,73.5,35.5,35.6,16.0,5.4,6.1,10.1,1.7,46.2,52.0,36.8,15.2,45.4,57.5,23.7,60.0,50.8,13.0,11.4,9.8,10.2,
80,10000,MW00000,GM0383,2016JJ00,79.9,33.3,30.1,11.9,4.4,4.0,7.2,1.3,57.7,41.0,31.6,9.4,61.1,69.7,39.7,72.5,58.6,16.7,11.2,8.8,7.6,
81,10000,MW00000,GM0109,2016JJ00,74.4,35.5,36.9,19.4,6.7,6.1,13.0,1.5,45.4,53.1,38.6,14.5,45.5,63.6,29.2,65.1,43.0,11.7,,,11.4,
82,10000,MW00000,GM1706,2016JJ00,73.4,31.6,33.0,14.6,5.5,5.2,7.1,1.8,53.2,45.1,34.6,10.5,53.5,60.1,26.4,61.7,55.3,16.9,17.3,11.0,9.0,
83,10000,MW00000,GM0611,2016JJ00,81.9,32.3,29.9,12.2,3.0,4.1,8.9,1.7,44.3,54.0,37.5,16.6,43.6,58.1,25.6,58.6,47.9,17.7,23.0,,8.0,
84,10000,MW00000,GM1684,2016JJ00,70.9,37.9,39.1,16.4,5.3,5.6,10.1,1.0,48.1,50.9,37.0,13.9,57.2,66.1,28.8,68.9,53.0,17.1,16.8,10.0,10.8,
85,10000,MW00000,GM0216,2016JJ00,76.3,34.3,32.8,14.1,3.3,6.7,9.4,1.2,50.5,48.2,36.4,11.8,51.9,60.0,27.8,63.4,52.5,13.9,15.7,10.9,12.4,
86,10000,MW00000,GM0148,2016JJ00,82.0,31.4,31.8,11.9,4.2,3.2,7.2,0.6,52.2,47.2,36.4,10.8,53.5,63.8,26.9,65.8,50.7,14.1,11.4,12.5,12.5,
87,10000,MW00000,GM1891,2016JJ00,77.1,35.0,33.5,13.4,4.1,4.5,9.2,0.7,45.2,54.2,36.9,17.3,47.1,64.3,25.0,65.6,38.9,17.4,,,,
88,10000,MW00000,GM0503,2016JJ00,78.3,33.5,30.9,12.6,2.8,5.3,8.2,2.8,55.4,41.8,30.4,11.4,58.8,63.8,25.3,66.3,57.9,10.1,14.7,9.1,9.6,
89,10000,MW00000,GM0010,2016JJ00,68.7,44.9,37.7,18.3,5.1,6.6,13.9,1.0,40.7,58.2,37.7,20.5,43.3,58.6,26.1,60.5,40.9,14.0,15.3,,9.1,
90,10000,MW00000,GM0762,2016JJ00,77.0,32.1,33.9,16.5,5.6,5.4,10.0,2.0,49.5,48.5,37.2,11.3,53.8,61.9,29.2,64.0,50.2,18.4,5.6,8.3,11.7,
91,10000,MW00000,GM0150,2016JJ00,77.4,37.4,38.0,16.3,5.2,6.5,10.0,2.0,49.5,48.5,35.3,13.2,58.9,67.9,28.3,69.5,54.5,15.0,9.9,9.3,8.3,
92,10000,MW00000,GM0384,2016JJ00,78.3,29.3,26.7,11.7,3.2,3.9,7.3,3.7,50.5,45.8,32.9,12.9,57.3,65.5,25.3,67.1,54.5,11.6,18.3,15.9,7.2,
93,10000,MW00000,GM1774,2016JJ00,85.0,28.5,28.0,11.8,4.0,5.1,7.3,0.8,51.0,48.2,38.3,10.0,54.3,65.3,29.2,67.7,59.0,16.1,4.4,7.4,10.9,
94,10000,MW00000,GM0221,2016JJ00,71.7,38.3,37.4,17.6,7.8,5.9,9.3,0.6,39.6,59.8,40.4,19.4,50.0,58.2,26.4,59.6,45.4,15.5,15.5,13.2,7.7,
95,10000,MW00000,GM0222,2016JJ00,74.6,39.1,40.7,13.1,4.4,4.1,8.7,0.3,45.2,54.5,40.1,14.4,53.9,65.0,32.7,66.8,54.2,18.1,16.9,8.6,11.7,
96,10000,MW00000,GM0766,2016JJ00,77.4,30.3,30.5,13.9,4.8,5.1,8.0,2.4,46.3,51.2,37.1,14.1,50.4,61.5,27.7,63.4,54.9,16.1,16.6,9.2,9.8,
97,10000,MW00000,GM0058,2016JJ00,80.2,32.2,33.2,11.4,1.8,3.2,8.0,1.7,49.6,48.7,32.1,16.6,53.1,63.7,31.0,66.1,38.3,14.0,,,11.4,
98,10000,MW00000,GM0505,2016JJ00,74.3,33.3,29.8,16.6,4.7,6.4,11.7,2.1,48.8,49.1,32.4,16.7,47.8,61.0,24.3,63.1,41.9,13.4,14.4,14.4,9.9,
99,10000,MW00000,GM0498,2016JJ00,78.7,32.1,31.9,12.4,3.9,4.3,6.1,1.0,52.3,46.7,36.4,10.3,53.5,71.9,32.5,73.9,51.8,14.2,7.3,7.1,6.8,
100,10000,MW00000,GM1719,2016JJ00,73.4,31.3,33.3,15.6,5.5,4.1,10.2,1.5,44.9,53.6,39.2,14.4,46.9,64.8,24.5,66.1,52.5,14.2,15.1,10.4,12.7,
101,10000,MW00000,GM0303,2016JJ00,80.6,28.9,27.8,11.1,5.2,4.5,8.0,3.2,49.7,47.1,32.7,14.4,41.2,59.7,22.6,60.8,45.7,13.4,17.6,9.4,8.5,
102,10000,MW00000,GM0225,2016JJ00,76.6,33.8,33.1,15.8,4.7,5.6,9.1,1.3,41.6,57.1,39.3,17.7,47.6,56.6,24.3,58.7,49.1,15.6,11.9,7.9,11.1,
103,10000,MW00000,GM0226,2016JJ00,78.2,37.0,39.1,16.4,4.7,5.8,10.1,1.2,45.3,53.6,36.9,16.7,50.9,64.1,28.8,65.2,54.3,14.3,12.5,8.5,11.8,
104,10000,MW00000,GM1711,2016JJ00,68.9,36.4,37.3,16.8,4.9,6.9,11.7,1.7,44.5,53.8,37.7,16.1,46.2,60.0,25.8,61.6,43.4,16.5,19.4,10.9,13.7,
105,10000,MW00000,GM0385,2016JJ00,79.9,29.9,29.4,12.4,3.4,5.8,6.5,1.6,53.4,45.0,34.5,10.5,53.9,64.7,29.2,66.3,55.1,14.1,13.5,9.1,9.4,
106,10000,MW00000,GM0228,2016JJ00,77.1,34.0,35.8,14.9,5.2,6.2,10.2,3.6,52.2,44.3,30.3,13.9,55.5,62.6,27.4,64.5,52.4,14.6,15.1,8.4,10.6,
107,10000,MW00000,GM0317,2016JJ00,80.0,33.4,28.6,11.8,3.8,3.9,7.9,1.9,48.6,49.5,37.5,12.0,50.0,65.0,32.8,66.8,53.3,14.6,12.7,8.3,8.6,
108,10000,MW00000,GM1651,2016JJ00,74.8,38.4,35.4,14.2,3.5,4.0,10.0,1.6,41.6,56.9,39.3,17.6,45.3,60.5,25.8,62.4,37.7,16.6,17.6,10.3,6.9,
109,10000,MW00000,GM0770,2016JJ00,79.7,25.3,28.1,11.8,4.7,3.2,6.3,1.8,51.1,47.2,38.5,8.7,53.3,65.8,33.8,69.1,61.9,18.0,12.9,10.2,9.5,
110,10000,MW00000,GM1903,2016JJ00,75.0,33.3,32.2,12.0,3.9,4.2,8.2,1.5,48.5,50.0,36.4,13.6,45.3,59.6,21.8,60.9,49.3,16.6,17.4,10.3,8.8,
111,10000,MW00000,GM0772,2016JJ00,72.1,31.5,32.0,15.8,4.1,7.1,9.7,2.1,56.7,41.2,30.1,11.1,55.0,66.5,23.5,67.8,56.0,12.8,15.9,13.3,11.7,20.3
112,10000,MW00000,GM0230,2016JJ00,79.7,36.1,35.9,10.7,3.3,3.3,6.5,2.1,44.5,53.4,39.0,14.4,53.3,61.1,24.7,62.1,49.7,15.8,11.8,10.4,9.3,
113,10000,MW00000,GM0114,2016JJ00,73.5,34.5,37.0,17.6,6.7,4.5,12.8,1.0,41.7,57.2,36.6,20.6,44.2,59.9,25.1,61.8,36.8,15.1,,,13.0,
114,10000,MW00000,GM0388,2016JJ00,79.6,32.5,30.2,12.4,4.5,4.3,6.9,1.3,51.9,46.7,33.5,13.3,56.5,63.4,32.1,66.0,48.9,13.5,9.4,,7.4,
115,10000,MW00000,GM0153,2016JJ00,72.4,37.0,36.0,19.3,6.2,7.1,12.7,2.0,47.3,50.6,35.6,15.1,55.5,68.9,28.1,71.1,52.3,14.1,11.3,11.4,9.1,18.4
116,10000,MW00000,GM0232,2016JJ00,76.5,37.0,36.0,15.0,4.5,5.3,9.2,0.8,45.1,54.1,39.9,14.2,52.9,70.2,30.2,70.6,52.4,14.4,13.8,13.8,10.3,
117,10000,MW00000,GM0233,2016JJ00,79.4,38.1,35.5,12.6,5.2,4.2,7.6,0.9,49.9,49.2,38.2,11.0,53.1,68.4,33.0,70.2,52.4,18.9,14.2,13.8,9.8,
118,10000,MW00000,GM0777,2016JJ00,75.6,32.1,32.3,16.6,4.5,6.9,9.9,1.8,52.5,45.6,33.9,11.7,50.7,62.3,25.3,64.0,54.0,18.6,13.7,10.1,10.6,
119,10000,MW00000,GM1722,2016JJ00,74.9,31.3,32.2,15.1,4.8,4.3,10.8,2.0,41.4,56.6,39.8,16.8,54.0,61.6,29.3,62.4,43.9,15.0,,,11.6,
120,10000,MW00000,GM0070,2016JJ00,78.5,35.7,34.4,13.6,3.8,4.9,9.3,1.2,48.2,50.6,34.5,16.1,50.0,58.2,29.4,59.0,44.7,13.4,,,6.3,
121,10000,MW00000,GM1940,2016JJ00,83.3,26.5,25.7,11.2,3.6,3.6,7.7,0.8,52.3,46.8,33.1,13.7,49.0,63.0,26.7,65.6,44.0,13.8,9.8,8.4,8.8,
122,10000,MW00000,GM0779,2016JJ00,73.5,30.2,29.4,16.3,5.0,4.3,10.5,1.8,45.0,53.2,36.2,16.9,42.9,60.9,25.4,63.3,44.5,16.3,14.3,6.6,10.1,
123,10000,MW00000,GM0236,2016JJ00,82.5,31.7,33.3,13.3,5.9,4.4,7.8,2.5,49.1,48.3,35.3,13.0,51.5,56.7,25.3,58.5,47.3,15.9,8.6,10.3,7.7,
124,10000,MW00000,GM1771,2016JJ00,73.4,36.0,34.6,14.8,5.1,4.8,9.3,2.3,47.5,50.2,39.3,11.0,56.9,69.7,31.8,70.8,54.5,15.1,15.7,12.9,6.9,
125,10000,MW00000,GM1652,2016JJ00,74.8,32.7,37.0,18.0,4.2,8.4,11.8,1.3,50.2,48.5,37.1,11.4,50.0,66.1,29.2,67.8,57.3,16.9,13.6,10.5,10.0,
126,10000,MW00000,GM0907,2016JJ00,76.4,35.0,30.8,12.7,4.3,5.2,7.5,0.7,49.7,49.6,37.6,12.0,55.5,67.3,27.9,69.1,53.0,22.4,7.1,8.7,10.3,
