ID,Leeftijd,Marges,RegioS,Perioden,ErvarenGezondheidGoedZeerGoed_1,EenOfMeerLangdurigeAandoeningen_2,BeperktVanwegeProblemenMetGezondheid_3,EenOfMeerLichamelijkeBeperkingen_4,BeperkingInHoren_5,BeperkingInZien_6,BeperkingInBewegen_7,Ondergewicht_8,NormaalGewicht_9,Overgewicht_10,MatigOvergewicht_11,ErnstigOvergewicht_12,VoldoetAanBeweegrichtlijn_13,VoldoetAanNormGezondBewegen_14,VoldoetAanFitnorm_15,VoldoetAanTenMinste1Bewegingsnorm_16,WekelijkseSporters_17,Mantelzorger_18,ZwaarBelasteMantelzorgers_19,UrenMantelzorgPerWeek_20,Mantelzorgontvanger_21,UrenOntvangenMantelzorgPerWeek_22
2077,53155,MOG0095,GM0717,2016JJ00,79.2,19.9,19.3,6.1,1.8,1.7,2.2,0.6,47.1,40.4,30.0,7.9,58.7,61.8,21.8,64.7,47.7,15.9,,,,
2078,53155,MOG0095,GM0860,2016JJ00,76.5,22.8,20.1,8.6,2.8,2.0,3.4,0.3,47.5,40.2,25.7,11.6,48.6,55.0,21.5,56.9,53.5,16.1,,,,
2079,53155,MOG0095,GM0861,2016JJ00,74.7,17.1,18.4,4.8,1.5,1.4,1.6,0.4,45.8,41.8,31.6,7.4,43.6,57.8,16.8,59.7,56.4,12.5,,,,
2080,53155,MOG0095,GM0453,2016JJ00,76.6,26.8,23.8,9.3,2.0,4.4,4.7,0.7,46.3,46.8,33.3,11.9,50.6,61.4,22.2,63.9,55.8,12.7,9.4,5.7,,
2081,53155,MOG0095,GM0983,2016JJ00,74.5,25.0,26.1,9.6,2.5,3.4,5.5,0.9,45.3,44.4,30.0,12.2,52.8,56.8,22.1,58.9,47.2,11.2,10.2,6.3,,
2082,53155,MOG0095,GM0984,2016JJ00,74.0,28.1,23.2,8.0,2.6,3.2,4.5,0.4,47.0,42.9,29.5,11.0,52.0,55.6,20.7,56.9,51.8,11.3,3.1,2.7,,
2083,53155,MOG0095,GM0620,2016JJ00,74.7,25.0,21.7,5.6,1.0,1.4,2.3,1.6,39.5,46.6,30.7,12.9,46.5,52.1,18.3,54.5,47.4,10.5,,,,
2084,53155,MOG0095,GM0622,2016JJ00,67.9,28.2,27.2,9.0,1.8,2.8,5.7,0.5,42.0,44.6,31.7,9.7,46.4,47.6,12.6,49.6,43.8,11.5,,,,
2085,53155,MOG0095,GM0048,2016JJ00,73.5,27.7,24.4,7.2,1.0,2.3,3.9,1.1,32.6,53.7,34.6,15.4,38.0,45.2,14.3,46.5,39.0,10.3,,,,
2086,53155,MOG0095,GM0096,2016JJ00,,,,,,,,,,,,,,,,,,,,,,
2087,53155,MOG0095,GM0718,2016JJ00,66.0,26.8,27.7,10.9,3.4,4.2,4.8,0.2,41.8,45.5,29.1,12.9,50.6,63.2,18.2,64.7,41.7,13.2,,,,
2088,53155,MOG0095,GM0986,2016JJ00,73.7,29.3,26.6,7.9,1.8,1.0,4.5,1.0,46.2,40.4,29.3,8.5,34.6,47.7,12.7,49.6,49.4,12.6,,,,
2089,53155,MOG0095,GM0626,2016JJ00,81.3,27.9,28.1,4.9,1.3,2.2,1.0,0.1,50.8,36.4,27.8,6.1,62.6,70.9,20.6,72.8,56.7,12.9,,,,
2090,53155,MOG0095,GM0285,2016JJ00,81.2,28.0,24.0,7.8,1.8,3.6,2.5,0.7,46.0,43.0,30.3,10.2,51.9,62.0,21.9,63.9,60.1,14.0,5.6,,,
2091,53155,MOG0095,GM0865,2016JJ00,75.9,20.9,19.8,9.9,2.5,5.3,3.8,0.3,46.0,42.3,31.6,8.1,46.8,52.2,19.6,54.4,55.5,14.5,,,,
2092,53155,MOG0095,GM0866,2016JJ00,75.6,19.6,22.2,6.2,2.3,2.6,1.3,0.4,54.6,33.2,25.7,5.4,53.0,60.3,21.8,61.9,56.0,14.7,,,,
2093,53155,MOG0095,GM0867,2016JJ00,72.2,21.7,21.6,7.3,1.6,1.5,3.8,0.3,42.3,43.9,28.6,11.9,42.2,49.3,15.4,49.9,48.8,10.4,,,,
2094,53155,MOG0095,GM0627,2016JJ00,76.2,27.8,26.8,11.1,4.1,4.1,5.1,0.2,42.4,45.4,33.4,9.1,44.0,53.3,14.9,54.4,43.3,12.6,,,,
2095,53155,MOG0095,GM0289,2016JJ00,78.2,26.3,27.6,5.7,1.4,2.5,1.8,1.9,60.4,28.0,19.7,6.6,68.0,66.7,20.6,67.7,66.4,8.7,,,,
2096,53155,MOG0095,GM0629,2016JJ00,80.1,22.1,19.7,8.8,0.7,5.0,3.0,1.8,49.7,34.8,24.8,7.5,51.0,60.4,23.9,62.8,51.3,12.0,,,,
2097,53155,MOG0095,GM0852,2016JJ00,81.4,20.5,19.9,5.4,0.9,2.2,2.1,1.1,47.8,40.6,29.9,8.5,56.8,57.8,20.2,60.1,61.7,12.9,,,,
2098,53155,MOG0095,GM0988,2016JJ00,77.6,24.3,22.9,8.3,2.2,2.2,5.0,1.0,46.1,43.1,29.7,10.9,51.4,49.2,21.7,52.2,47.6,15.9,4.3,3.8,,
2099,53155,MOG0095,GM0457,2016JJ00,71.2,24.8,20.3,8.5,0.7,2.6,4.8,0.2,52.7,33.8,26.6,5.0,54.0,42.9,18.8,46.6,54.8,9.2,,,,
2100,53155,MOG0095,GM0870,2016JJ00,79.1,21.1,18.5,7.1,2.4,2.0,2.5,0.6,42.2,42.7,30.6,9.0,44.8,47.2,12.9,49.7,38.5,12.5,,,,
2101,53155,MOG0095,GM0668,2016JJ00,82.7,22.3,23.4,7.9,2.2,3.0,1.8,0.5,44.1,44.2,30.4,11.0,46.6,51.0,13.3,52.9,50.1,9.1,,,,
2102,53155,MOG0095,GM1701,2016JJ00,74.8,24.3,20.5,7.4,3.7,1.9,1.5,0.1,41.6,44.8,28.5,12.6,44.5,53.5,16.5,54.6,41.8,13.7,,,,
2103,53155,MOG0095,GM0293,2016JJ00,74.7,26.7,27.7,6.6,1.0,1.9,3.7,0.8,38.0,48.8,31.7,13.7,47.3,56.0,19.4,59.1,49.1,12.2,,,,
2104,53155,MOG0095,GM1783,2016JJ00,79.3,25.3,23.7,4.7,1.0,1.8,2.2,1.0,50.0,39.3,27.1,10.0,49.1,54.4,22.8,57.1,54.8,13.5,13.0,5.3,,
2105,53155,MOG0095,GM0098,2016JJ00,73.1,27.0,27.4,6.4,1.2,3.1,3.8,1.1,42.9,42.7,27.0,12.4,44.9,49.3,15.6,49.7,42.2,11.5,,,,
2106,53155,MOG0095,GM0614,2016JJ00,79.4,26.0,18.6,4.9,0.8,2.6,1.5,0.4,44.0,43.6,31.7,8.9,54.8,54.6,24.7,56.3,48.1,9.1,,,,
2107,53155,MOG0095,GM0189,2016JJ00,84.9,15.6,16.2,5.9,1.7,2.5,1.7,0.4,46.4,42.6,30.6,9.5,54.8,62.1,20.8,64.6,59.4,14.2,,,,
2108,53155,MOG0095,GM0296,2016JJ00,76.5,28.4,25.5,8.3,0.8,1.9,4.9,1.1,41.3,45.8,30.0,12.7,50.7,57.6,17.3,60.5,51.7,8.9,,,,
2109,53155,MOG0095,GM1696,2016JJ00,78.5,18.9,16.0,7.2,1.5,3.7,2.8,0.2,48.1,39.3,27.4,8.9,51.1,53.9,18.1,56.0,53.3,11.2,,,,
2110,53155,MOG0095,GM0352,2016JJ00,81.7,22.8,18.6,5.0,1.5,1.8,1.3,1.1,45.4,43.4,31.4,9.7,50.5,53.8,20.0,56.7,51.1,13.9,4.0,4.4,,
2111,53155,MOG0095,GM0053,2016JJ00,78.0,27.7,24.5,7.1,1.7,1.7,3.7,0.5,49.5,38.3,29.7,6.3,48.1,57.1,16.1,57.5,45.8,15.9,,,,
2112,53155,MOG0095,GM0294,2016JJ00,72.7,30.5,29.2,8.6,2.0,3.0,5.3,0.7,44.9,43.0,28.5,11.8,53.7,62.6,22.9,64.8,53.4,14.8,,,,
2113,53155,MOG0095,GM0873,2016JJ00,71.5,19.5,20.4,9.8,2.5,4.0,3.7,0.3,40.4,45.1,32.5,9.6,40.9,53.8,16.8,56.3,51.9,11.3,,,,
2114,53155,MOG0095,GM0632,2016JJ00,81.1,22.8,20.1,5.3,1.6,2.0,2.0,0.8,51.5,40.0,28.5,9.7,58.1,56.9,20.3,59.5,58.6,12.3,5.2,4.7,,
2115,53155,MOG0095,GM1690,2016JJ00,86.7,19.3,17.7,5.1,2.0,1.5,1.9,0.2,47.3,39.9,27.2,9.7,47.3,48.7,17.1,50.8,46.2,13.5,,,,
2116,53155,MOG0095,GM0880,2016JJ00,80.6,24.3,17.9,6.1,1.7,1.8,2.0,0.7,46.5,42.4,32.2,7.9,52.0,59.0,18.6,61.4,56.5,11.8,,,,
2117,53155,MOG0095,GM0351,2016JJ00,80.2,18.7,19.0,3.7,0.3,1.1,2.1,0.8,50.7,37.7,26.6,8.7,50.7,54.2,16.0,56.5,44.4,13.1,,,,
2118,53155,MOG0095,GM0874,2016JJ00,73.1,18.5,20.7,5.1,2.1,0.6,2.1,0.2,46.9,39.1,28.7,7.6,42.5,45.6,16.7,47.4,51.2,10.8,,,,
2119,53155,MOG0095,GM0479,2016JJ00,76.5,30.4,28.9,11.2,2.7,5.5,6.1,1.4,47.8,47.0,32.2,13.8,55.6,59.7,19.0,61.8,51.3,12.7,14.7,7.9,,
2120,53155,MOG0095,GM0297,2016JJ00,76.1,24.2,26.5,7.7,2.3,2.2,4.3,0.9,41.1,45.5,33.7,8.8,43.5,51.4,14.1,52.4,44.2,11.4,,,,
2121,53155,MOG0095,GM0473,2016JJ00,74.0,26.8,25.6,8.9,2.7,4.5,4.2,2.1,43.9,39.2,28.6,7.8,49.0,53.5,15.9,55.4,47.5,11.2,,,,
2122,53155,MOG0095,GM0707,2016JJ00,80.3,19.4,18.5,5.5,1.6,1.7,2.6,0.3,51.9,35.3,23.2,9.4,44.8,53.1,14.6,54.6,42.4,15.7,,,,
2123,53155,MOG0095,GM0050,2016JJ00,74.8,22.8,22.3,2.5,1.2,0.0,1.0,0.4,46.5,38.9,28.5,7.6,43.0,50.2,14.7,51.6,49.9,12.4,,,,
2124,53155,MOG0095,GM0355,2016JJ00,79.6,24.2,21.7,5.8,0.7,1.9,3.5,2.0,49.4,38.2,26.5,9.6,52.3,58.4,19.4,59.7,54.1,13.6,,,,
2125,53155,MOG0095,GM0299,2016JJ00,71.1,26.7,26.1,14.7,2.6,6.0,8.3,0.7,43.5,43.8,30.1,10.8,52.0,56.4,17.0,58.8,51.5,8.1,,,,
2126,53155,MOG0095,GM0637,2016JJ00,73.2,31.6,28.4,10.6,2.0,3.2,7.1,1.8,42.6,48.0,31.2,14.8,49.3,51.8,16.4,53.7,50.9,12.3,10.7,7.1,,
2127,53155,MOG0095,GM0638,2016JJ00,83.9,23.1,23.7,4.1,0.5,1.7,1.3,0.8,43.3,43.9,30.1,10.8,60.8,65.0,23.4,66.6,50.6,16.9,,,,
2128,53155,MOG0095,GM0056,2016JJ00,79.3,24.0,22.2,5.0,0.6,1.4,2.1,0.6,46.0,42.2,32.5,7.5,49.6,54.7,15.5,55.9,47.8,13.1,,,,
2129,53155,MOG0095,GM1892,2016JJ00,81.8,26.8,22.4,7.2,1.6,2.2,4.1,0.9,45.8,43.1,29.9,10.7,46.6,50.9,17.7,54.8,52.0,13.2,8.3,4.2,,
2130,53155,MOG0095,GM0879,2016JJ00,71.7,20.8,21.8,8.5,5.8,3.5,3.8,0.1,37.0,49.0,31.2,13.8,44.5,51.6,15.0,53.3,48.8,13.5,,,,
2131,53155,MOG0095,GM0301,2016JJ00,72.8,27.4,27.8,7.3,1.4,3.7,3.1,0.4,43.0,47.5,32.2,12.7,53.9,61.5,20.9,63.3,52.0,13.4,10.7,5.1,,
2132,53155,MOG0095,GM1896,2016JJ00,83.4,20.2,19.1,3.8,1.7,0.6,1.0,0.5,46.4,41.1,30.1,8.4,49.8,57.6,15.4,59.0,46.0,9.7,,,,
2133,53155,MOG0095,GM0642,2016JJ00,70.5,27.1,21.2,9.2,2.9,3.7,5.3,0.4,43.4,43.2,29.4,10.6,38.0,47.5,17.5,52.0,48.4,10.9,,,,
2134,53155,MOG0095,GM0193,2016JJ00,75.7,25.2,26.4,9.6,3.1,3.5,5.0,0.7,54.0,35.4,25.0,8.3,56.8,60.9,17.4,62.9,52.3,11.9,13.9,,,
2135,53155,MOG0095,GG0111,2016JJ00,78.7,30.3,28.3,9.1,2.2,3.9,5.0,1.6,50.1,45.1,31.5,12.8,53.9,60.4,18.8,62.3,52.2,12.2,11.1,9.3,,
2136,53155,MOG0095,GG0706,2016JJ00,79.6,27.3,25.9,10.7,3.4,3.2,5.8,1.3,46.0,47.8,33.1,13.3,50.8,58.6,20.6,60.6,47.8,13.4,13.9,7.3,,
2137,53155,MOG0095,GG1009,2016JJ00,80.8,28.4,28.1,9.1,3.1,3.3,4.4,1.1,51.3,43.5,31.6,10.9,58.2,61.9,20.2,63.9,54.6,14.2,10.9,7.9,,
2138,53155,MOG0095,GG1106,2016JJ00,79.4,27.8,26.9,11.5,3.4,4.5,6.2,1.3,47.8,47.3,34.4,12.0,56.2,63.3,21.9,65.9,55.8,14.9,9.0,7.7,,
2139,53155,MOG0095,GG1413,2016JJ00,80.5,29.8,28.2,9.0,2.6,3.6,4.9,0.9,48.5,47.7,34.8,12.1,56.0,62.1,21.8,63.9,58.7,16.2,11.0,7.1,,
2140,53155,MOG0095,GG1911,2016JJ00,79.7,29.6,29.1,10.4,3.2,4.1,5.1,1.9,51.4,42.4,29.2,12.2,55.2,59.4,19.3,61.2,55.8,12.3,12.6,6.6,,
2141,53155,MOG0095,GG2014,2016JJ00,80.1,27.1,27.5,9.4,2.5,3.8,4.8,1.4,52.3,43.2,31.3,11.2,54.0,58.2,18.7,60.1,56.0,12.4,10.5,7.3,,
2142,53155,MOG0095,GG2209,2016JJ00,74.4,27.5,25.9,9.5,2.1,2.8,5.4,1.2,44.5,46.9,33.1,11.9,45.1,49.4,14.5,51.6,48.4,12.1,11.1,9.1,,
2143,53155,MOG0095,GG2514,2016JJ00,80.7,25.6,24.0,7.9,2.3,3.3,4.4,2.0,55.8,40.0,28.8,10.7,57.4,60.1,20.5,62.3,60.0,13.0,12.7,7.0,,
2144,53155,MOG0095,GG2707,2016JJ00,78.6,27.0,25.6,8.8,2.4,3.7,4.4,1.3,51.1,44.6,32.2,11.6,57.3,62.7,21.0,64.2,56.3,13.3,9.6,6.9,,
2145,53155,MOG0095,GG3109,2016JJ00,80.7,25.8,24.4,8.0,1.7,3.5,4.5,1.7,51.5,43.5,32.0,10.8,55.9,60.8,21.2,63.0,60.0,11.8,12.0,7.0,,
2146,53155,MOG0095,GG3406,2016JJ00,78.8,25.5,24.8,9.5,2.6,4.7,5.8,2.2,58.0,36.4,25.8,9.8,61.9,62.3,18.4,64.5,58.8,8.5,14.3,9.5,,
2147,53155,MOG0095,GG3606,2016JJ00,80.0,25.1,21.5,8.2,1.7,3.5,4.4,1.2,56.7,37.4,28.2,8.2,55.1,52.9,20.7,55.6,58.1,11.0,12.8,6.5,,
2148,53155,MOG0095,GG4506,2016JJ00,81.3,29.5,27.1,9.4,2.9,3.9,4.6,1.4,51.0,44.9,32.3,11.9,56.9,61.4,20.9,63.7,57.4,13.3,12.0,7.2,,
2149,53155,MOG0095,GG4607,2016JJ00,74.3,30.3,28.5,12.5,3.4,5.7,7.6,1.5,48.4,47.8,33.0,14.0,52.5,54.2,17.1,55.9,50.4,10.8,13.1,9.0,,
2150,53155,MOG0095,GG4816,2016JJ00,80.2,25.5,21.8,9.2,2.7,3.6,5.2,1.3,47.5,46.9,32.2,13.6,47.1,53.9,17.4,56.3,46.8,13.7,12.9,8.2,,
2151,53155,MOG0095,GG5006,2016JJ00,76.2,26.5,27.4,10.4,3.0,4.0,5.5,1.2,48.6,46.2,33.0,12.2,54.2,60.4,19.9,62.0,47.5,18.4,9.0,7.9,,
2152,53155,MOG0095,GG5206,2016JJ00,76.1,25.7,24.9,11.1,3.3,4.8,5.7,1.2,49.3,46.1,32.8,12.5,49.9,56.2,18.8,57.9,53.2,15.2,11.9,8.4,,
2153,53155,MOG0095,GG5406,2016JJ00,77.6,27.1,25.7,10.8,3.5,4.5,5.1,1.5,50.9,44.9,31.6,12.6,53.0,58.2,20.8,60.3,57.8,15.1,12.3,8.1,,
2154,53155,MOG0095,GG5608,2016JJ00,77.0,25.7,26.0,10.3,2.6,4.6,5.0,1.5,52.8,42.8,31.6,10.5,55.4,61.9,19.7,63.5,58.4,15.1,12.6,7.8,,
2155,53155,MOG0095,GG6011,2016JJ00,78.4,27.9,26.6,9.6,2.8,3.7,5.6,1.4,49.2,46.4,33.2,12.4,54.1,57.2,20.9,59.2,51.5,15.9,10.5,7.0,,
2156,53155,MOG0095,GG6106,2016JJ00,74.8,32.4,30.7,12.1,3.4,5.0,7.2,1.6,48.5,47.7,32.3,14.7,47.6,52.8,16.8,54.7,50.2,14.9,13.3,9.2,,
2157,53155,MOG0095,GG7014,2016JJ00,74.9,31.5,28.3,12.6,3.2,5.4,8.2,2.2,50.1,44.5,31.5,12.2,55.1,57.6,19.1,60.0,54.5,11.2,15.0,9.2,,
2158,53155,MOG0095,GG7206,2016JJ00,81.2,27.6,24.3,7.4,2.0,2.8,3.7,1.1,49.9,45.8,33.5,11.5,54.9,59.7,19.9,61.5,49.9,12.6,10.3,6.9,,
2159,53155,MOG0095,GG7306,2016JJ00,78.8,29.0,28.0,10.4,2.4,5.0,5.4,1.3,48.2,47.3,32.9,13.5,54.9,59.3,19.3,61.3,53.7,12.7,15.4,8.2,,
2160,53155,MBG0095,NL01  ,2016JJ00,79.8,29.5,28.0,11.1,3.4,4.9,6.3,2.0,52.6,46.1,33.2,13.1,56.3,60.6,20.8,62.6,56.6,14.2,15.0,9.8,,
2161,53155,MBG0095,LD01  ,2016JJ00,81.9,30.7,28.4,10.4,3.3,4.3,5.8,2.0,51.5,48.7,35.1,14.2,56.0,62.3,21.7,64.1,52.8,14.4,16.5,10.9,,
2162,53155,MBG0095,LD02  ,2016JJ00,81.5,30.7,30.0,11.4,3.8,4.7,6.4,2.0,52.0,47.8,34.8,13.4,57.1,62.2,21.7,64.2,58.0,15.5,14.8,10.0,,
2163,53155,MBG0095,LD03  ,2016JJ00,79.7,29.3,27.5,11.1,3.3,5.1,6.6,2.2,53.8,45.0,32.4,12.9,57.7,60.7,20.7,62.8,57.2,13.0,15.9,10.0,,
2164,53155,MBG0095,LD04  ,2016JJ00,78.4,29.2,28.2,12.0,3.8,5.3,6.5,2.0,52.2,47.2,33.9,13.6,54.0,59.4,21.0,61.3,56.8,16.5,15.1,9.9,,
2165,53155,MBG0095,PV20  ,2016JJ00,81.0,32.9,30.9,10.8,3.1,5.1,6.2,2.5,53.0,47.9,34.2,14.6,56.8,63.3,21.1,65.1,55.2,14.0,16.3,12.5,,
2166,53155,MBG0095,PV21  ,2016JJ00,83.3,30.1,26.7,9.0,2.8,3.8,4.8,1.9,52.8,48.6,36.2,13.3,57.8,62.5,22.2,64.3,52.8,14.4,15.0,9.7,,
2167,53155,MBG0095,PV22  ,2016JJ00,83.0,31.2,29.8,13.6,5.1,4.8,8.0,2.5,50.4,52.2,37.3,16.5,55.3,63.0,24.0,64.9,52.3,16.4,23.5,13.0,,
2168,53155,MBG0095,PV23  ,2016JJ00,82.3,30.6,30.0,12.3,4.4,5.2,6.8,2.0,52.3,48.5,35.8,13.3,60.0,65.5,23.5,67.8,58.2,16.5,14.2,10.0,,
2169,53155,MBG0095,PV24  ,2016JJ00,80.1,33.4,31.8,14.0,4.4,5.4,9.2,3.1,51.2,53.6,39.5,16.5,51.9,56.3,19.1,58.4,55.3,16.5,23.3,19.0,,
2170,53155,MBG0095,PV25  ,2016JJ00,82.0,31.1,30.5,11.0,3.7,4.8,6.1,2.1,53.0,47.1,34.2,13.4,57.6,62.5,21.9,64.4,59.4,15.3,15.3,9.0,,
2171,53155,MBG0095,PV26  ,2016JJ00,82.1,27.2,25.6,8.9,2.9,4.0,5.2,2.6,57.7,41.9,30.5,11.9,59.3,62.1,22.0,64.2,61.9,14.2,16.2,8.6,,
2172,53155,MBG0095,PV27  ,2016JJ00,81.1,28.2,26.9,10.4,3.0,5.1,6.1,2.4,56.3,43.0,31.5,12.0,60.7,63.2,21.6,65.3,60.1,12.1,16.9,10.3,,
2173,53155,MBG0095,PV28  ,2016JJ00,78.4,31.6,29.0,12.7,3.9,5.8,7.9,2.2,51.3,48.0,34.2,14.3,55.5,58.7,20.0,60.9,54.7,13.0,16.9,11.0,,
2174,53155,MBG0095,PV29  ,2016JJ00,79.2,29.7,30.7,12.7,4.4,5.8,7.3,2.3,52.2,49.7,36.3,14.5,57.8,63.9,22.8,65.4,51.2,21.3,13.6,10.9,,
2175,53155,MBG0095,PV30  ,2016JJ00,78.8,28.1,27.4,12.1,3.9,5.5,6.2,2.0,53.1,46.6,33.8,13.3,55.0,60.8,21.5,62.7,58.8,16.6,15.5,10.1,,
2176,53155,MBG0095,PV31  ,2016JJ00,78.0,32.0,30.5,12.1,3.8,5.2,7.4,2.1,50.8,49.0,34.5,15.0,52.5,56.7,20.2,58.7,52.8,16.7,15.2,10.2,,
2177,53155,MBG0095,GM1680,2016JJ00,88.6,35.6,31.5,16.9,8.0,7.0,10.4,5.2,53.4,57.3,43.2,18.8,61.6,68.5,26.8,70.0,57.0,23.2,,,,
2178,53155,MBG0095,GM0738,2016JJ00,87.7,26.7,31.1,14.4,7.0,6.7,7.2,2.2,59.3,55.3,41.6,20.0,48.6,55.9,22.9,58.5,49.2,25.2,,,,
2179,53155,MBG0095,GM0358,2016JJ00,88.1,30.6,27.6,11.4,4.1,6.0,7.1,3.8,55.7,51.4,38.9,16.1,62.6,64.1,24.4,66.5,63.7,16.4,,,,
2180,53155,MBG0095,GM0197,2016JJ00,83.7,35.8,30.8,12.3,4.4,5.1,7.7,3.2,55.3,53.3,39.8,16.9,65.1,72.8,29.5,74.1,59.5,26.3,19.1,7.1,,
2181,53155,MBG0095,GM0059,2016JJ00,89.7,37.0,30.0,14.4,6.0,6.8,9.4,5.2,48.2,63.5,47.2,21.9,61.3,67.6,24.4,70.8,53.5,18.0,,,,
2182,53155,MBG0095,GM0482,2016JJ00,84.5,35.3,29.9,15.1,7.9,8.4,10.1,5.5,56.3,54.2,41.3,17.2,53.4,60.2,17.3,61.3,51.8,16.9,,,,
2183,53155,MBG0095,GM0613,2016JJ00,85.9,32.5,31.2,10.8,5.3,5.3,5.4,1.2,57.2,55.1,44.3,15.7,55.6,60.0,22.4,61.6,62.3,14.9,,,,
2184,53155,MBG0095,GM0361,2016JJ00,77.8,35.8,32.8,13.0,4.8,5.7,8.8,3.2,58.9,47.1,34.2,15.6,63.9,66.5,23.4,67.2,62.2,18.0,19.9,10.6,,
2185,53155,MBG0095,GM0141,2016JJ00,80.8,38.6,39.5,20.5,5.8,10.1,14.3,5.0,50.0,59.1,39.9,24.0,63.3,71.4,32.2,75.9,56.5,21.3,,,,
2186,53155,MBG0095,GM0034,2016JJ00,80.7,36.1,33.3,18.7,5.1,8.0,13.3,4.5,51.3,58.6,44.0,19.1,53.5,56.5,20.2,58.9,59.2,19.1,,,,
2187,53155,MBG0095,GM0484,2016JJ00,82.7,36.2,34.4,12.6,5.1,5.6,8.2,3.7,52.8,52.1,39.1,15.3,58.9,62.1,25.2,64.8,59.5,15.9,25.8,9.0,,
2188,53155,MBG0095,GM1723,2016JJ00,87.7,31.7,33.4,14.0,8.9,6.0,5.3,5.5,58.9,51.2,39.8,15.6,56.6,70.2,33.1,72.9,67.6,27.3,,,,
2189,53155,MBG0095,GM0060,2016JJ00,90.5,35.2,31.3,17.9,10.4,8.5,12.5,8.2,58.0,61.2,52.7,15.4,70.7,79.8,32.7,82.0,55.1,21.2,,,,
2190,53155,MBG0095,GM0307,2016JJ00,82.4,29.9,28.8,9.4,3.6,4.5,5.5,3.2,59.2,44.6,32.1,14.3,61.0,63.1,24.9,65.6,64.2,16.9,18.5,8.9,,
2191,53155,MBG0095,GM0362,2016JJ00,87.1,26.7,23.7,10.4,3.9,6.2,5.3,3.7,63.2,41.8,33.3,10.7,64.6,64.5,23.0,65.9,65.3,14.7,20.4,16.0,,
2192,53155,MBG0095,GM0363,2016JJ00,80.6,28.6,28.4,11.9,4.0,6.3,8.0,3.3,62.0,38.7,28.0,11.7,65.7,66.0,20.7,68.3,61.9,9.6,23.1,15.1,,
2193,53155,MBG0095,GM0200,2016JJ00,86.0,34.0,32.5,11.4,4.0,5.5,8.8,2.3,56.9,51.7,40.1,14.5,62.4,66.2,25.2,68.5,68.4,17.6,,,,
2194,53155,MBG0095,GM0003,2016JJ00,77.7,49.8,41.5,19.8,7.1,9.2,14.8,2.3,47.5,63.7,38.2,30.8,57.6,59.5,26.1,60.2,48.3,22.0,,,,
2195,53155,MBG0095,GM0202,2016JJ00,83.7,40.0,38.6,19.0,8.7,9.2,11.2,6.8,61.0,46.0,32.6,17.1,59.7,63.8,20.2,65.6,61.3,13.6,,,,
2196,53155,MBG0095,GM0106,2016JJ00,82.6,36.7,33.7,16.5,8.1,7.6,11.3,5.8,62.2,48.3,36.5,16.3,63.7,76.1,32.8,77.4,59.7,19.2,,,,
2197,53155,MBG0095,GM0743,2016JJ00,84.0,33.0,34.2,17.1,8.2,9.3,7.4,2.6,60.3,51.2,43.1,11.7,60.7,66.7,27.5,68.3,63.9,23.5,,,,
2198,53155,MBG0095,GM0744,2016JJ00,81.8,33.4,31.0,16.6,4.6,8.6,10.1,4.9,56.4,55.3,40.2,19.9,53.4,58.8,22.5,60.3,58.3,20.8,,,,
2199,53155,MBG0095,GM0308,2016JJ00,85.7,31.3,27.6,12.3,4.7,7.1,5.7,3.6,59.8,48.8,33.9,18.4,61.7,61.9,27.4,64.8,66.1,18.6,,,,
2200,53155,MBG0095,GM0489,2016JJ00,87.5,27.7,25.6,9.5,2.8,6.2,4.0,3.7,59.2,49.2,38.3,14.4,57.5,56.4,25.1,57.7,58.0,15.0,,,,
2201,53155,MBG0095,GM0203,2016JJ00,87.9,33.4,34.8,12.8,5.5,7.6,5.3,4.3,58.7,50.6,36.9,17.5,58.3,65.6,27.4,68.1,59.6,19.4,,,,
2202,53155,MBG0095,GM0005,2016JJ00,86.6,37.0,34.3,10.0,5.0,5.2,6.5,4.2,53.6,55.7,42.2,17.7,59.3,66.3,25.7,68.9,55.6,22.5,,,,
2203,53155,MBG0095,GM0888,2016JJ00,83.9,36.3,32.6,15.4,7.9,7.7,6.7,7.5,58.3,48.8,33.5,19.2,55.6,63.0,27.0,65.6,59.4,25.2,,,,
2204,53155,MBG0095,GM0370,2016JJ00,90.8,28.0,28.3,10.9,4.1,5.7,4.7,3.9,55.7,52.5,43.2,12.4,60.7,60.5,23.0,62.5,59.3,18.8,,,,
2205,53155,MBG0095,GM0889,2016JJ00,80.6,37.2,37.2,15.4,6.2,7.0,10.0,6.0,52.5,55.2,39.4,20.1,63.0,63.2,24.2,64.3,56.4,27.6,,,,
2206,53155,MBG0095,GM0007,2016JJ00,82.7,37.6,38.3,19.8,11.2,8.8,12.1,3.2,52.9,57.2,41.0,20.6,54.7,61.9,21.3,62.9,51.6,22.3,,,,
2207,53155,MBG0095,GM1945,2016JJ00,84.8,34.5,38.5,12.6,5.3,6.2,6.7,2.3,55.6,51.8,39.3,15.6,62.3,67.1,27.2,68.9,66.3,20.5,17.1,8.1,,
2208,53155,MBG0095,GM1724,2016JJ00,88.7,32.2,29.8,18.8,5.1,10.5,9.9,4.0,52.1,59.0,46.8,17.0,56.1,64.0,26.1,67.1,64.3,25.2,,,,
