ID,Sectors,TypeOfNonFinancialAsset,Periods,OpeningBalanceSheet_1,Revaluation_2,CapitalFormation_3,OtherChangesInVolume_4,StatisticalDiscrepancy_5,ClosingBalanceSheet_6,VolumeIndices2010100_7
0,totaal  ,NFA   ,1995JJ00,,,,,,1317586.0,81.3
1,totaal  ,NFA   ,1996JJ00,1317586.0,99714.0,22854.0,1045.0,1179.0,1442378.0,82.7
2,totaal  ,NFA   ,1997JJ00,1442378.0,107235.0,27520.0,1583.0,-139.0,1578577.0,84.2
3,totaal  ,NFA   ,1998JJ00,1578577.0,97173.0,30248.0,5642.0,2126.0,1713766.0,86.2
4,totaal  ,NFA   ,1999JJ00,1713766.0,155727.0,34390.0,6875.0,-63.0,1910694.0,88.1
5,totaal  ,NFA   ,2000JJ00,1910694.0,258109.0,33063.0,4854.0,-517.0,2206202.0,89.6
6,totaal  ,NFA   ,2001JJ00,2206202.0,206678.0,33176.0,4764.0,-63.0,2450757.0,91.0
7,totaal  ,NFA   ,2002JJ00,2450757.0,87152.0,24593.0,5874.0,-1467.0,2566909.0,92.0
8,totaal  ,NFA   ,2003JJ00,2566909.0,72142.0,21877.0,6078.0,-2484.0,2664522.0,92.9
9,totaal  ,NFA   ,2004JJ00,2664522.0,77106.0,22380.0,5312.0,-843.0,2768477.0,93.8
10,totaal  ,NFA   ,2005JJ00,2768477.0,107145.0,25073.0,2196.0,-2254.0,2900637.0,94.6
11,totaal  ,NFA   ,2006JJ00,2900637.0,150879.0,32050.0,2524.0,3291.0,3089381.0,95.8
12,totaal  ,NFA   ,2007JJ00,3089381.0,107843.0,39812.0,7259.0,-2210.0,3242085.0,97.1
13,totaal  ,NFA   ,2008JJ00,3242085.0,152614.0,41426.0,3685.0,2006.0,3441817.0,98.5
14,totaal  ,NFA   ,2009JJ00,3441817.0,-111074.0,24585.0,16687.0,-9154.0,3362860.0,99.4
15,totaal  ,NFA   ,2010JJ00,3362860.0,-33568.0,21571.0,-3005.0,-1.0,3347858.0,100.0
16,totaal  ,NFA   ,2011JJ00,3347858.0,-13346.0,24509.0,458.0,1008.0,3360487.0,100.8
17,totaal  ,NFA   ,2012JJ00,3360487.0,-91842.0,15317.0,-4656.0,2342.0,3281650.0,101.2
18,totaal  ,NFA   ,2013JJ00,3281650.0,-121217.0,9232.0,-1796.0,-2413.0,3165456.0,101.3
19,totaal  ,NFA   ,2014JJ00,3165455.0,-8393.0,11968.0,-5460.0,-1661.0,3161910.0,101.5
20,totaal  ,NFA   ,2015JJ00,3161910.0,20436.0,24058.0,5034.0,-594.0,3210844.0,102.4
21,totaal  ,NFA   ,2016JJ00,3210844.0,23193.0,26245.0,-62.0,-161.0,3260059.0,103.2
22,totaal  ,AMT   ,1995JJ00,,,,,,1000326.0,75.6
23,totaal  ,AMT   ,1996JJ00,1000326.0,24281.0,20678.0,-242.0,751.0,1045795.0,77.2
24,totaal  ,AMT   ,1997JJ00,1045795.0,17931.0,24539.0,-611.0,974.0,1088629.0,79.0
25,totaal  ,AMT   ,1998JJ00,1088629.0,23563.0,27365.0,-218.0,1287.0,1140625.0,81.0
26,totaal  ,AMT   ,1999JJ00,1140625.0,32043.0,32943.0,471.0,-262.0,1205820.0,83.3
27,totaal  ,AMT   ,2000JJ00,1205820.0,55188.0,32677.0,-215.0,174.0,1293645.0,85.5
28,totaal  ,AMT   ,2001JJ00,1293645.0,62528.0,31519.0,-240.0,-316.0,1387136.0,87.4
29,totaal  ,AMT   ,2002JJ00,1387136.0,63223.0,25318.0,-134.0,-953.0,1474590.0,88.9
30,totaal  ,AMT   ,2003JJ00,1474590.0,49576.0,22328.0,-131.0,-1017.0,1545346.0,90.1
31,totaal  ,AMT   ,2004JJ00,1545346.0,31668.0,21740.0,-174.0,-2119.0,1596461.0,91.2
32,totaal  ,AMT   ,2005JJ00,1596461.0,31955.0,23577.0,-173.0,-2246.0,1649574.0,92.4
33,totaal  ,AMT   ,2006JJ00,1649574.0,48998.0,30855.0,-155.0,-1601.0,1727671.0,94.0
34,totaal  ,AMT   ,2007JJ00,1727671.0,38036.0,37297.0,-182.0,-1825.0,1800997.0,95.9
35,totaal  ,AMT   ,2008JJ00,1800997.0,54435.0,41330.0,-150.0,-3159.0,1893453.0,97.8
36,totaal  ,AMT   ,2009JJ00,1893453.0,47066.0,27115.0,2441.0,-3736.0,1966339.0,99.1
37,totaal  ,AMT   ,2010JJ00,1966339.0,28848.0,17704.0,-194.0,0.0,2012697.0,100.0
38,totaal  ,AMT   ,2011JJ00,2012697.0,-20006.0,23335.0,-160.0,0.0,2015866.0,101.2
39,totaal  ,AMT   ,2012JJ00,2015866.0,-10393.0,14030.0,-159.0,0.0,2019344.0,101.9
40,totaal  ,AMT   ,2013JJ00,2019344.0,-3603.0,7744.0,-189.0,0.0,2023296.0,102.2
41,totaal  ,AMT   ,2014JJ00,2023296.0,-20913.0,9335.0,-186.0,506.0,2012039.0,102.7
42,totaal  ,AMT   ,2015JJ00,2012039.0,-32383.0,20709.0,-205.0,832.0,2000991.0,103.8
43,totaal  ,AMT   ,2016JJ00,2000991.0,2395.0,25660.0,-184.0,-121.0,2028742.0,105.2
44,totaal  ,A01   ,1995JJ00,,,,,,407678.0,72.8
45,totaal  ,A01   ,1996JJ00,407678.0,13947.0,10098.0,48.0,-136.0,431635.0,74.5
46,totaal  ,A01   ,1997JJ00,431635.0,9930.0,11236.0,74.0,-207.0,452667.0,76.4
47,totaal  ,A01   ,1998JJ00,452667.0,12746.0,11584.0,100.0,71.0,477170.0,78.3
48,totaal  ,A01   ,1999JJ00,477170.0,19872.0,12438.0,52.0,191.0,509722.0,80.3
49,totaal  ,A01   ,2000JJ00,509722.0,29722.0,13237.0,133.0,273.0,553087.0,82.4
50,totaal  ,A01   ,2001JJ00,553087.0,34532.0,14596.0,115.0,175.0,602504.0,84.4
51,totaal  ,A01   ,2002JJ00,602504.0,36080.0,13491.0,89.0,-127.0,652037.0,86.2
52,totaal  ,A01   ,2003JJ00,652037.0,30243.0,12505.0,123.0,-62.0,694846.0,87.8
53,totaal  ,A01   ,2004JJ00,694846.0,21258.0,13802.0,50.0,-118.0,729838.0,89.5
54,totaal  ,A01   ,2005JJ00,729838.0,17884.0,15424.0,65.0,-137.0,763074.0,91.3
55,totaal  ,A01   ,2006JJ00,763074.0,27166.0,17561.0,78.0,23.0,807902.0,93.4
56,totaal  ,A01   ,2007JJ00,807902.0,14518.0,19254.0,90.0,-60.0,841704.0,95.6
57,totaal  ,A01   ,2008JJ00,841704.0,23500.0,19462.0,55.0,-224.0,884497.0,97.7
58,totaal  ,A01   ,2009JJ00,884497.0,29421.0,13688.0,77.0,-94.0,927589.0,99.1
59,totaal  ,A01   ,2010JJ00,927589.0,8921.0,8031.0,25.0,0.0,944566.0,100.0
60,totaal  ,A01   ,2011JJ00,944566.0,-27303.0,6347.0,71.0,0.0,923681.0,100.7
61,totaal  ,A01   ,2012JJ00,923681.0,-18762.0,2872.0,58.0,0.0,907849.0,101.0
62,totaal  ,A01   ,2013JJ00,907849.0,-14236.0,-6.0,49.0,0.0,893656.0,101.0
63,totaal  ,A01   ,2014JJ00,893656.0,-25418.0,991.0,73.0,0.0,869302.0,101.2
64,totaal  ,A01   ,2015JJ00,869302.0,-27402.0,4827.0,58.0,0.0,846785.0,101.7
65,totaal  ,A01   ,2016JJ00,846785.0,223.0,9037.0,298.0,85.0,856427.0,102.9
66,totaal  ,A02   ,1995JJ00,,,,,,192992.0,85.6
67,totaal  ,A02   ,1996JJ00,192992.0,7976.0,1185.0,-48.0,-290.0,201815.0,85.9
68,totaal  ,A02   ,1997JJ00,201815.0,4737.0,1569.0,-74.0,-282.0,207766.0,86.4
69,totaal  ,A02   ,1998JJ00,207766.0,4682.0,2324.0,-100.0,-256.0,214415.0,87.2
70,totaal  ,A02   ,1999JJ00,214415.0,6342.0,3529.0,-52.0,-265.0,223969.0,88.5
71,totaal  ,A02   ,2000JJ00,223969.0,11064.0,4586.0,-133.0,-387.0,239098.0,90.0
72,totaal  ,A02   ,2001JJ00,239098.0,13319.0,4929.0,-115.0,-698.0,256533.0,91.5
73,totaal  ,A02   ,2002JJ00,256533.0,12078.0,4900.0,-89.0,-1100.0,272322.0,92.8
74,totaal  ,A02   ,2003JJ00,272322.0,6644.0,4294.0,-123.0,-1179.0,281958.0,93.8
75,totaal  ,A02   ,2004JJ00,281958.0,5126.0,3166.0,-50.0,-1260.0,288940.0,94.4
76,totaal  ,A02   ,2005JJ00,288940.0,7296.0,2925.0,-65.0,-1367.0,297729.0,94.9
77,totaal  ,A02   ,2006JJ00,297729.0,9565.0,3501.0,-78.0,-1461.0,309256.0,95.5
78,totaal  ,A02   ,2007JJ00,309256.0,7974.0,5813.0,-90.0,-1664.0,321289.0,96.7
79,totaal  ,A02   ,2008JJ00,321289.0,11310.0,7336.0,-55.0,-1967.0,337913.0,98.2
80,totaal  ,A02   ,2009JJ00,337913.0,13188.0,6047.0,73.0,-2525.0,354696.0,99.2
81,totaal  ,A02   ,2010JJ00,354696.0,9299.0,2822.0,-25.0,0.0,366792.0,100.0
82,totaal  ,A02   ,2011JJ00,366792.0,-550.0,3149.0,-71.0,0.0,369321.0,100.8
83,totaal  ,A02   ,2012JJ00,369321.0,-1938.0,1215.0,-58.0,0.0,368540.0,101.2
84,totaal  ,A02   ,2013JJ00,368540.0,4937.0,159.0,-49.0,0.0,373587.0,101.2
85,totaal  ,A02   ,2014JJ00,373587.0,910.0,-110.0,-73.0,0.0,374313.0,101.1
86,totaal  ,A02   ,2015JJ00,374313.0,-7580.0,579.0,-58.0,0.0,367254.0,101.3
87,totaal  ,A02   ,2016JJ00,367254.0,-1236.0,919.0,-298.0,-36.0,366604.0,101.4
88,totaal  ,A03   ,1995JJ00,,,,,,169363.0,78.9
89,totaal  ,A03   ,1996JJ00,169363.0,3035.0,2505.0,0.0,-107.0,174796.0,80.0
90,totaal  ,A03   ,1997JJ00,174796.0,3050.0,2112.0,0.0,-171.0,179788.0,80.9
91,totaal  ,A03   ,1998JJ00,179788.0,4146.0,2392.0,0.0,-306.0,186020.0,81.8
92,totaal  ,A03   ,1999JJ00,186020.0,4299.0,3017.0,726.0,-944.0,193118.0,83.0
93,totaal  ,A03   ,2000JJ00,193118.0,7840.0,4057.0,0.0,-323.0,204691.0,84.6
94,totaal  ,A03   ,2001JJ00,204691.0,9848.0,4392.0,0.0,-383.0,218549.0,86.2
95,totaal  ,A03   ,2002JJ00,218549.0,8831.0,4132.0,0.0,-322.0,231190.0,87.6
96,totaal  ,A03   ,2003JJ00,231190.0,11306.0,3649.0,0.0,-243.0,245902.0,88.8
97,totaal  ,A03   ,2004JJ00,245902.0,2239.0,2766.0,0.0,-312.0,250595.0,89.7
98,totaal  ,A03   ,2005JJ00,250595.0,2781.0,3815.0,0.0,-459.0,256732.0,90.9
99,totaal  ,A03   ,2006JJ00,256732.0,7642.0,4737.0,0.0,-276.0,268835.0,92.4
100,totaal  ,A03   ,2007JJ00,268835.0,9571.0,4948.0,0.0,-56.0,283298.0,94.1
101,totaal  ,A03   ,2008JJ00,283298.0,12968.0,5713.0,0.0,-260.0,301719.0,95.8
102,totaal  ,A03   ,2009JJ00,301719.0,-735.0,5916.0,2350.0,-478.0,308772.0,98.3
103,totaal  ,A03   ,2010JJ00,308772.0,7258.0,5562.0,0.0,0.0,321592.0,100.0
104,totaal  ,A03   ,2011JJ00,321592.0,8115.0,7439.0,0.0,0.0,337145.0,102.3
105,totaal  ,A03   ,2012JJ00,337145.0,7650.0,5489.0,0.0,0.0,350285.0,103.9
106,totaal  ,A03   ,2013JJ00,350285.0,3906.0,5646.0,0.0,0.0,359837.0,105.5
107,totaal  ,A03   ,2014JJ00,359837.0,1082.0,5358.0,0.0,0.0,366277.0,107.1
108,totaal  ,A03   ,2015JJ00,366277.0,-3626.0,6067.0,0.0,0.0,368718.0,108.9
109,totaal  ,A03   ,2016JJ00,368718.0,-399.0,5714.0,0.0,-30.0,374002.0,110.6
110,totaal  ,A14   ,1995JJ00,,,,,,7679.0,81.0
111,totaal  ,A14   ,1996JJ00,7679.0,383.0,464.0,0.0,29.0,8555.0,85.9
112,totaal  ,A14   ,1997JJ00,8555.0,283.0,357.0,0.0,52.0,9247.0,89.9
113,totaal  ,A14   ,1998JJ00,9247.0,893.0,310.0,0.0,126.0,10576.0,93.8
114,totaal  ,A14   ,1999JJ00,10576.0,483.0,401.0,0.0,11.0,11471.0,97.3
115,totaal  ,A14   ,2000JJ00,11471.0,1143.0,430.0,0.0,277.0,13321.0,102.7
116,totaal  ,A14   ,2001JJ00,13321.0,1290.0,137.0,0.0,182.0,14931.0,105.0
117,totaal  ,A14   ,2002JJ00,14931.0,192.0,-61.0,0.0,210.0,15272.0,106.0
118,totaal  ,A14   ,2003JJ00,15272.0,501.0,-308.0,0.0,15.0,15480.0,104.0
119,totaal  ,A14   ,2004JJ00,15480.0,329.0,-75.0,0.0,-8.0,15726.0,103.5
120,totaal  ,A14   ,2005JJ00,15726.0,258.0,127.0,0.0,-69.0,16042.0,103.9
121,totaal  ,A14   ,2006JJ00,16042.0,432.0,189.0,0.0,-91.0,16572.0,104.5
122,totaal  ,A14   ,2007JJ00,16572.0,421.0,67.0,0.0,13.0,17073.0,105.0
123,totaal  ,A14   ,2008JJ00,17073.0,505.0,-149.0,0.0,-295.0,17134.0,102.3
124,totaal  ,A14   ,2009JJ00,17134.0,226.0,-395.0,0.0,65.0,17030.0,100.4
125,totaal  ,A14   ,2010JJ00,17030.0,52.0,-62.0,0.0,0.0,17020.0,100.0
126,totaal  ,A14   ,2011JJ00,17020.0,-1590.0,160.0,0.0,0.0,15589.0,101.0
127,totaal  ,A14   ,2012JJ00,15589.0,-1862.0,256.0,0.0,0.0,13984.0,102.9
128,totaal  ,A14   ,2013JJ00,13984.0,-85.0,76.0,0.0,0.0,13975.0,103.5
129,totaal  ,A14   ,2014JJ00,13975.0,499.0,519.0,0.0,0.0,14993.0,107.2
130,totaal  ,A14   ,2015JJ00,14993.0,693.0,731.0,0.0,0.0,16417.0,112.2
131,totaal  ,A14   ,2016JJ00,16417.0,345.0,1134.0,0.0,-79.0,17817.0,119.3
132,totaal  ,A04_08,1995JJ00,,,,,,37916.0,83.9
133,totaal  ,A04_08,1996JJ00,37916.0,280.0,510.0,0.0,466.0,39172.0,86.0
134,totaal  ,A04_08,1997JJ00,39172.0,56.0,232.0,0.0,729.0,40189.0,88.1
135,totaal  ,A04_08,1998JJ00,40189.0,930.0,1006.0,0.0,586.0,42711.0,91.5
136,totaal  ,A04_08,1999JJ00,42711.0,508.0,939.0,0.0,1055.0,45213.0,95.8
137,totaal  ,A04_08,2000JJ00,45213.0,948.0,642.0,0.0,890.0,47694.0,98.9
138,totaal  ,A04_08,2001JJ00,47694.0,73.0,-317.0,0.0,873.0,48322.0,100.1
139,totaal  ,A04_08,2002JJ00,48322.0,962.0,-1391.0,0.0,818.0,48711.0,98.9
140,totaal  ,A04_08,2003JJ00,48711.0,503.0,-457.0,0.0,709.0,49466.0,99.4
141,totaal  ,A04_08,2004JJ00,49466.0,419.0,-364.0,0.0,300.0,49820.0,99.3
142,totaal  ,A04_08,2005JJ00,49820.0,977.0,-1034.0,0.0,584.0,50347.0,98.4
143,totaal  ,A04_08,2006JJ00,50347.0,681.0,36.0,0.0,617.0,51681.0,99.7
144,totaal  ,A04_08,2007JJ00,51681.0,851.0,138.0,0.0,489.0,53159.0,100.9
145,totaal  ,A04_08,2008JJ00,53159.0,251.0,1128.0,0.0,446.0,54984.0,103.8
146,totaal  ,A04_08,2009JJ00,54984.0,413.0,-1409.0,0.0,188.0,54176.0,101.6
147,totaal  ,A04_08,2010JJ00,54176.0,36.0,-830.0,0.0,0.0,53382.0,100.0
148,totaal  ,A04_08,2011JJ00,53382.0,-459.0,932.0,0.0,0.0,53856.0,101.8
149,totaal  ,A04_08,2012JJ00,53856.0,591.0,1045.0,0.0,0.0,55491.0,103.7
150,totaal  ,A04_08,2013JJ00,55491.0,258.0,306.0,0.0,0.0,56055.0,104.3
151,totaal  ,A04_08,2014JJ00,56055.0,417.0,-636.0,0.0,506.0,56342.0,104.0
152,totaal  ,A04_08,2015JJ00,56342.0,549.0,2129.0,0.0,832.0,59852.0,109.5
153,totaal  ,A04_08,2016JJ00,59852.0,637.0,2035.0,0.0,135.0,62659.0,113.4
154,totaal  ,A04   ,1995JJ00,,,,,,11085.0,59.6
155,totaal  ,A04   ,1996JJ00,11085.0,100.0,435.0,0.0,454.0,12073.0,64.4
156,totaal  ,A04   ,1997JJ00,12073.0,-73.0,714.0,0.0,517.0,13232.0,71.0
157,totaal  ,A04   ,1998JJ00,13232.0,113.0,841.0,0.0,583.0,14770.0,78.5
158,totaal  ,A04   ,1999JJ00,14770.0,0.0,1025.0,0.0,727.0,16522.0,87.9
159,totaal  ,A04   ,2000JJ00,16522.0,508.0,582.0,0.0,752.0,18365.0,94.7
160,totaal  ,A04   ,2001JJ00,18365.0,274.0,229.0,0.0,773.0,19640.0,99.8
161,totaal  ,A04   ,2002JJ00,19640.0,147.0,-479.0,0.0,654.0,19962.0,100.7
162,totaal  ,A04   ,2003JJ00,19962.0,97.0,-691.0,0.0,578.0,19946.0,100.1
163,totaal  ,A04   ,2004JJ00,19946.0,129.0,38.0,0.0,123.0,20236.0,101.0
164,totaal  ,A04   ,2005JJ00,20236.0,312.0,-268.0,0.0,507.0,20787.0,102.1
165,totaal  ,A04   ,2006JJ00,20787.0,272.0,203.0,0.0,494.0,21756.0,105.5
166,totaal  ,A04   ,2007JJ00,21756.0,209.0,613.0,0.0,504.0,23082.0,110.9
167,totaal  ,A04   ,2008JJ00,23082.0,-576.0,178.0,0.0,386.0,23072.0,113.7
168,totaal  ,A04   ,2009JJ00,23072.0,-56.0,-1780.0,0.0,191.0,21427.0,105.8
169,totaal  ,A04   ,2010JJ00,21427.0,-76.0,-1172.0,0.0,0.0,20178.0,100.0
170,totaal  ,A04   ,2011JJ00,20178.0,-413.0,298.0,0.0,0.0,20063.0,101.5
171,totaal  ,A04   ,2012JJ00,20063.0,35.0,876.0,0.0,0.0,20974.0,105.9
172,totaal  ,A04   ,2013JJ00,20974.0,-99.0,319.0,0.0,0.0,21194.0,107.6
173,totaal  ,A04   ,2014JJ00,21194.0,-86.0,-371.0,0.0,506.0,21243.0,108.2
174,totaal  ,A04   ,2015JJ00,21243.0,161.0,1028.0,0.0,-111.0,22321.0,112.9
175,totaal  ,A04   ,2016JJ00,22321.0,294.0,-382.0,0.0,97.0,22330.0,111.5
176,totaal  ,A05   ,1995JJ00,,,,,,7709.0,111.0
177,totaal  ,A05   ,1996JJ00,7709.0,54.0,-219.0,0.0,293.0,7837.0,112.1
178,totaal  ,A05   ,1997JJ00,7837.0,-4.0,-282.0,0.0,266.0,7817.0,111.9
179,totaal  ,A05   ,1998JJ00,7817.0,-39.0,79.0,0.0,221.0,8077.0,116.2
180,totaal  ,A05   ,1999JJ00,8077.0,6.0,265.0,0.0,180.0,8528.0,122.5
181,totaal  ,A05   ,2000JJ00,8528.0,170.0,-115.0,0.0,129.0,8712.0,122.7
182,totaal  ,A05   ,2001JJ00,8712.0,41.0,-174.0,0.0,102.0,8681.0,121.7
183,totaal  ,A05   ,2002JJ00,8681.0,54.0,-419.0,0.0,23.0,8339.0,116.2
184,totaal  ,A05   ,2003JJ00,8339.0,23.0,-384.0,0.0,99.0,8077.0,112.3
185,totaal  ,A05   ,2004JJ00,8077.0,48.0,-144.0,0.0,115.0,8096.0,111.9
186,totaal  ,A05   ,2005JJ00,8096.0,95.0,-418.0,0.0,130.0,7903.0,107.9
187,totaal  ,A05   ,2006JJ00,7903.0,42.0,-190.0,0.0,-14.0,7741.0,105.2
188,totaal  ,A05   ,2007JJ00,7741.0,188.0,-168.0,0.0,32.0,7793.0,103.3
189,totaal  ,A05   ,2008JJ00,7793.0,231.0,559.0,0.0,13.0,8596.0,110.7
190,totaal  ,A05   ,2009JJ00,8596.0,-15.0,-266.0,0.0,-17.0,8298.0,107.1
191,totaal  ,A05   ,2010JJ00,8298.0,252.0,-564.0,0.0,0.0,7986.0,100.0
192,totaal  ,A05   ,2011JJ00,7986.0,86.0,68.0,0.0,0.0,8140.0,100.8
193,totaal  ,A05   ,2012JJ00,8140.0,55.0,35.0,0.0,0.0,8229.0,101.3
194,totaal  ,A05   ,2013JJ00,8229.0,86.0,-126.0,0.0,0.0,8190.0,99.7
195,totaal  ,A05   ,2014JJ00,8190.0,-96.0,122.0,0.0,0.0,8216.0,101.2
196,totaal  ,A05   ,2015JJ00,8216.0,-16.0,457.0,0.0,0.0,8656.0,106.9
197,totaal  ,A05   ,2016JJ00,8656.0,59.0,1028.0,0.0,34.0,9778.0,119.9
198,totaal  ,A06   ,1995JJ00,,,,,,3014.0,71.6
199,totaal  ,A06   ,1996JJ00,3014.0,75.0,63.0,0.0,1.0,3153.0,73.1
200,totaal  ,A06   ,1997JJ00,3153.0,43.0,-19.0,0.0,2.0,3178.0,72.7
201,totaal  ,A06   ,1998JJ00,3178.0,102.0,-32.0,0.0,1.0,3249.0,72.0
202,totaal  ,A06   ,1999JJ00,3249.0,63.0,-144.0,0.0,5.0,3173.0,69.0
203,totaal  ,A06   ,2000JJ00,3173.0,107.0,-40.0,0.0,1.0,3241.0,68.2
204,totaal  ,A06   ,2001JJ00,3241.0,124.0,-20.0,0.0,1.0,3346.0,67.8
205,totaal  ,A06   ,2002JJ00,3346.0,133.0,40.0,0.0,3.0,3522.0,68.6
206,totaal  ,A06   ,2003JJ00,3522.0,79.0,286.0,0.0,3.0,3890.0,74.1
207,totaal  ,A06   ,2004JJ00,3890.0,236.0,209.0,0.0,2.0,4337.0,77.9
208,totaal  ,A06   ,2005JJ00,4337.0,109.0,139.0,0.0,2.0,4587.0,80.4
209,totaal  ,A06   ,2006JJ00,4587.0,51.0,88.0,0.0,2.0,4728.0,82.0
210,totaal  ,A06   ,2007JJ00,4728.0,65.0,-6.0,0.0,3.0,4790.0,81.9
211,totaal  ,A06   ,2008JJ00,4790.0,126.0,89.0,0.0,9.0,5014.0,83.5
212,totaal  ,A06   ,2009JJ00,5014.0,165.0,234.0,0.0,-1.0,5412.0,87.3
213,totaal  ,A06   ,2010JJ00,5412.0,-81.0,775.0,0.0,0.0,6106.0,100.0
214,totaal  ,A06   ,2011JJ00,6106.0,70.0,55.0,0.0,0.0,6231.0,100.9
215,totaal  ,A06   ,2012JJ00,6231.0,71.0,117.0,0.0,0.0,6419.0,102.8
216,totaal  ,A06   ,2013JJ00,6419.0,103.0,80.0,0.0,0.0,6602.0,104.0
217,totaal  ,A06   ,2014JJ00,6602.0,109.0,14.0,0.0,0.0,6724.0,104.2
218,totaal  ,A06   ,2015JJ00,6724.0,-46.0,-1.0,0.0,0.0,6678.0,104.2
219,totaal  ,A06   ,2016JJ00,6678.0,128.0,-34.0,0.0,19.0,6792.0,104.0
220,totaal  ,A07   ,1995JJ00,,,,,,9404.0,88.3
221,totaal  ,A07   ,1996JJ00,9404.0,-67.0,242.0,0.0,-42.0,9537.0,90.2
222,totaal  ,A07   ,1997JJ00,9537.0,-14.0,-49.0,0.0,43.0,9517.0,90.1
223,totaal  ,A07   ,1998JJ00,9517.0,706.0,171.0,0.0,-71.0,10323.0,91.0
224,totaal  ,A07   ,1999JJ00,10323.0,357.0,241.0,0.0,1.0,10921.0,93.1
225,totaal  ,A07   ,2000JJ00,10921.0,82.0,-56.0,0.0,-3.0,10944.0,92.6
226,totaal  ,A07   ,2001JJ00,10944.0,-352.0,-156.0,0.0,0.0,10436.0,91.2
227,totaal  ,A07   ,2002JJ00,10436.0,572.0,-167.0,0.0,73.0,10914.0,90.4
228,totaal  ,A07   ,2003JJ00,10914.0,400.0,-79.0,0.0,13.0,11248.0,89.9
229,totaal  ,A07   ,2004JJ00,11248.0,-29.0,-176.0,0.0,28.0,11071.0,88.7
230,totaal  ,A07   ,2005JJ00,11071.0,198.0,-135.0,0.0,-21.0,11113.0,87.5
231,totaal  ,A07   ,2006JJ00,11113.0,230.0,103.0,0.0,80.0,11526.0,88.9
232,totaal  ,A07   ,2007JJ00,11526.0,238.0,356.0,0.0,-57.0,12063.0,91.1
233,totaal  ,A07   ,2008JJ00,12063.0,219.0,603.0,0.0,-1.0,12884.0,95.6
234,totaal  ,A07   ,2009JJ00,12884.0,144.0,174.0,0.0,-17.0,13185.0,96.8
235,totaal  ,A07   ,2010JJ00,13185.0,-149.0,436.0,0.0,0.0,13472.0,100.0
236,totaal  ,A07   ,2011JJ00,13472.0,-215.0,589.0,0.0,0.0,13846.0,104.4
237,totaal  ,A07   ,2012JJ00,13846.0,-64.0,27.0,0.0,0.0,13809.0,104.6
238,totaal  ,A07   ,2013JJ00,13809.0,234.0,210.0,0.0,0.0,14253.0,106.2
239,totaal  ,A07   ,2014JJ00,14253.0,325.0,-65.0,0.0,0.0,14513.0,105.7
240,totaal  ,A07   ,2015JJ00,14513.0,282.0,-63.0,0.0,0.0,14732.0,105.3
241,totaal  ,A07   ,2016JJ00,14732.0,72.0,-30.0,0.0,0.0,14774.0,105.1
242,totaal  ,A08   ,1995JJ00,,,,,,6705.0,150.7
243,totaal  ,A08   ,1996JJ00,6705.0,118.0,-11.0,0.0,-240.0,6572.0,145.2
244,totaal  ,A08   ,1997JJ00,6572.0,104.0,-132.0,0.0,-99.0,6445.0,140.2
245,totaal  ,A08   ,1998JJ00,6445.0,47.0,-53.0,0.0,-148.0,6292.0,135.8
246,totaal  ,A08   ,1999JJ00,6292.0,83.0,-449.0,0.0,142.0,6068.0,129.3
247,totaal  ,A08   ,2000JJ00,6068.0,82.0,271.0,0.0,11.0,6432.0,135.2
248,totaal  ,A08   ,2001JJ00,6432.0,-14.0,-197.0,0.0,-3.0,6219.0,131.0
249,totaal  ,A08   ,2002JJ00,6219.0,56.0,-366.0,0.0,64.0,5973.0,124.7
250,totaal  ,A08   ,2003JJ00,5973.0,-96.0,409.0,0.0,18.0,6304.0,133.8
251,totaal  ,A08   ,2004JJ00,6304.0,34.0,-292.0,0.0,34.0,6080.0,128.3
252,totaal  ,A08   ,2005JJ00,6080.0,264.0,-353.0,0.0,-33.0,5958.0,120.5
253,totaal  ,A08   ,2006JJ00,5958.0,85.0,-168.0,0.0,54.0,5929.0,118.3
254,totaal  ,A08   ,2007JJ00,5929.0,152.0,-657.0,0.0,6.0,5430.0,105.6
255,totaal  ,A08   ,2008JJ00,5430.0,250.0,-301.0,0.0,39.0,5418.0,100.7
256,totaal  ,A08   ,2009JJ00,5418.0,176.0,230.0,0.0,30.0,5854.0,105.4
257,totaal  ,A08   ,2010JJ00,5854.0,91.0,-305.0,0.0,0.0,5640.0,100.0
258,totaal  ,A08   ,2011JJ00,5640.0,14.0,-77.0,0.0,0.0,5577.0,98.6
259,totaal  ,A08   ,2012JJ00,5577.0,494.0,-11.0,0.0,0.0,6060.0,98.5
260,totaal  ,A08   ,2013JJ00,6060.0,-66.0,-177.0,0.0,0.0,5816.0,95.5
261,totaal  ,A08   ,2014JJ00,5816.0,167.0,-336.0,0.0,0.0,5647.0,90.2
262,totaal  ,A08   ,2015JJ00,5647.0,167.0,709.0,0.0,943.0,7465.0,115.8
263,totaal  ,A08   ,2016JJ00,7465.0,84.0,1452.0,0.0,-16.0,8986.0,137.8
264,totaal  ,A09   ,1995JJ00,,,,,,6317.0,8.2
265,totaal  ,A09   ,1996JJ00,6317.0,-1220.0,1364.0,0.0,6.0,6466.0,10.4
266,totaal  ,A09   ,1997JJ00,6466.0,-1188.0,1550.0,0.0,2.0,6830.0,13.4
267,totaal  ,A09   ,1998JJ00,6830.0,-1428.0,1733.0,0.0,37.0,7172.0,17.8
