ID,Sectors,TypeOfNonFinancialAsset,Periods,OpeningBalanceSheet_1,Revaluation_2,CapitalFormation_3,OtherChangesInVolume_4,StatisticalDiscrepancy_5,ClosingBalanceSheet_6,VolumeIndices2010100_7
1159,Sector11,A18   ,2010JJ00,18857.0,,,,,19889.0,100.0
1160,Sector11,A18   ,2011JJ00,19889.0,,,,,20338.0,104.4
1161,Sector11,A18   ,2012JJ00,20338.0,,,,,21057.0,108.7
1162,Sector11,A18   ,2013JJ00,21057.0,,,,,22000.0,112.7
1163,Sector11,A18   ,2014JJ00,22000.0,,,,,23200.0,118.8
1164,Sector11,A18   ,2015JJ00,23200.0,,,,,25169.0,127.0
1165,Sector11,A18   ,2016JJ00,25169.0,,,,,26834.0,134.2
1166,Sector11,A17_21,1995JJ00,,,,,,3281.0,85.5
1167,Sector11,A17_21,1996JJ00,3281.0,,,,,3609.0,91.0
1168,Sector11,A17_21,1997JJ00,3609.0,,,,,3993.0,96.4
1169,Sector11,A17_21,1998JJ00,3993.0,,,,,4344.0,101.8
1170,Sector11,A17_21,1999JJ00,4344.0,,,,,4542.0,103.4
1171,Sector11,A17_21,2000JJ00,4542.0,,,,,4624.0,103.1
1172,Sector11,A17_21,2001JJ00,4624.0,,,,,4907.0,104.7
1173,Sector11,A17_21,2002JJ00,4907.0,,,,,5158.0,106.1
1174,Sector11,A17_21,2003JJ00,5158.0,,,,,5115.0,105.0
1175,Sector11,A17_21,2004JJ00,5115.0,,,,,5080.0,103.7
1176,Sector11,A17_21,2005JJ00,5080.0,,,,,4993.0,100.0
1177,Sector11,A17_21,2006JJ00,4993.0,,,,,5154.0,98.8
1178,Sector11,A17_21,2007JJ00,5154.0,,,,,5178.0,97.4
1179,Sector11,A17_21,2008JJ00,5178.0,,,,,5260.0,95.5
1180,Sector11,A17_21,2009JJ00,5260.0,,,,,5381.0,96.1
1181,Sector11,A17_21,2010JJ00,5381.0,,,,,5649.0,100.0
1182,Sector11,A17_21,2011JJ00,5649.0,,,,,5899.0,102.5
1183,Sector11,A17_21,2012JJ00,5899.0,,,,,6324.0,108.2
1184,Sector11,A17_21,2013JJ00,6324.0,,,,,6757.0,113.0
1185,Sector11,A17_21,2014JJ00,6757.0,,,,,7183.0,117.7
1186,Sector11,A17_21,2015JJ00,7183.0,,,,,7492.0,121.3
1187,Sector11,A17_21,2016JJ00,7492.0,,,,,7647.0,122.2
1188,Sector11,VR    ,1995JJ00,,,,,,48026.0,72.0
1189,Sector11,VR    ,1996JJ00,48026.0,,,,,50718.0,75.8
1190,Sector11,VR    ,1997JJ00,50718.0,,,,,53595.0,78.5
1191,Sector11,VR    ,1998JJ00,53595.0,,,,,56522.0,83.4
1192,Sector11,VR    ,1999JJ00,56522.0,,,,,57686.0,85.5
1193,Sector11,VR    ,2000JJ00,57686.0,,,,,60616.0,85.2
1194,Sector11,VR    ,2001JJ00,60616.0,,,,,63195.0,88.0
1195,Sector11,VR    ,2002JJ00,63195.0,,,,,61480.0,86.2
1196,Sector11,VR    ,2003JJ00,61480.0,,,,,59813.0,83.8
1197,Sector11,VR    ,2004JJ00,59813.0,,,,,62711.0,86.2
1198,Sector11,VR    ,2005JJ00,62711.0,,,,,65993.0,88.2
1199,Sector11,VR    ,2006JJ00,65993.0,,,,,73785.0,95.5
1200,Sector11,VR    ,2007JJ00,73785.0,,,,,78004.0,98.1
1201,Sector11,VR    ,2008JJ00,78004.0,,,,,86155.0,104.0
1202,Sector11,VR    ,2009JJ00,86155.0,,,,,75521.0,96.0
1203,Sector11,VR    ,2010JJ00,75521.0,,,,,82742.0,100.0
1204,Sector11,VR    ,2011JJ00,82742.0,,,,,89524.0,101.8
1205,Sector11,VR    ,2012JJ00,89524.0,,,,,93813.0,104.9
1206,Sector11,VR    ,2013JJ00,93813.0,,,,,93276.0,104.7
1207,Sector11,VR    ,2014JJ00,93276.0,,,,,92196.0,104.7
1208,Sector11,VR    ,2015JJ00,92196.0,,,,,93117.0,107.5
1209,Sector11,VR    ,2016JJ00,93117.0,,,,,92322.0,108.2
1210,Sector11,GR_T  ,1995JJ00,,,,,,55867.0,93.5
1211,Sector11,GR_T  ,1996JJ00,55867.0,,,,,73619.0,93.6
1212,Sector11,GR_T  ,1997JJ00,73619.0,,,,,98891.0,94.8
1213,Sector11,GR_T  ,1998JJ00,98891.0,,,,,122467.0,95.2
1214,Sector11,GR_T  ,1999JJ00,122467.0,,,,,159027.0,95.7
1215,Sector11,GR_T  ,2000JJ00,159027.0,,,,,197440.0,95.6
1216,Sector11,GR_T  ,2001JJ00,197440.0,,,,,217576.0,95.8
1217,Sector11,GR_T  ,2002JJ00,217576.0,,,,,227768.0,96.5
1218,Sector11,GR_T  ,2003JJ00,227768.0,,,,,233633.0,96.9
1219,Sector11,GR_T  ,2004JJ00,233633.0,,,,,246172.0,97.0
1220,Sector11,GR_T  ,2005JJ00,246172.0,,,,,256379.0,97.0
1221,Sector11,GR_T  ,2006JJ00,256379.0,,,,,267164.0,97.0
1222,Sector11,GR_T  ,2007JJ00,267164.0,,,,,284739.0,97.4
1223,Sector11,GR_T  ,2008JJ00,284739.0,,,,,294100.0,97.8
1224,Sector11,GR_T  ,2009JJ00,294100.0,,,,,273797.0,99.1
1225,Sector11,GR_T  ,2010JJ00,273797.0,,,,,261995.0,100.0
1226,Sector11,GR_T  ,2011JJ00,261995.0,,,,,258175.0,101.2
1227,Sector11,GR_T  ,2012JJ00,258175.0,,,,,232619.0,102.3
1228,Sector11,GR_T  ,2013JJ00,232619.0,,,,,208790.0,103.8
1229,Sector11,GR_T  ,2014JJ00,208790.0,,,,,210449.0,105.1
1230,Sector11,GR_T  ,2015JJ00,210449.0,,,,,223734.0,105.2
1231,Sector11,GR_T  ,2016JJ00,223734.0,,,,,234844.0,105.1
1232,Sector11,GR_W  ,1995JJ00,,,,,,30245.0,115.1
1233,Sector11,GR_W  ,1996JJ00,30245.0,,,,,40262.0,113.9
1234,Sector11,GR_W  ,1997JJ00,40262.0,,,,,53694.0,111.8
1235,Sector11,GR_W  ,1998JJ00,53694.0,,,,,67198.0,111.2
1236,Sector11,GR_W  ,1999JJ00,67198.0,,,,,89696.0,110.0
1237,Sector11,GR_W  ,2000JJ00,89696.0,,,,,117051.0,107.9
1238,Sector11,GR_W  ,2001JJ00,117051.0,,,,,134178.0,106.8
1239,Sector11,GR_W  ,2002JJ00,134178.0,,,,,142365.0,106.1
1240,Sector11,GR_W  ,2003JJ00,142365.0,,,,,144591.0,105.0
1241,Sector11,GR_W  ,2004JJ00,144591.0,,,,,150820.0,103.9
1242,Sector11,GR_W  ,2005JJ00,150820.0,,,,,156477.0,102.5
1243,Sector11,GR_W  ,2006JJ00,156477.0,,,,,163135.0,101.3
1244,Sector11,GR_W  ,2007JJ00,163135.0,,,,,171513.0,100.1
1245,Sector11,GR_W  ,2008JJ00,171513.0,,,,,174927.0,99.1
1246,Sector11,GR_W  ,2009JJ00,174927.0,,,,,159056.0,99.5
1247,Sector11,GR_W  ,2010JJ00,159056.0,,,,,151083.0,100.0
1248,Sector11,GR_W  ,2011JJ00,151083.0,,,,,148758.0,101.3
1249,Sector11,GR_W  ,2012JJ00,148758.0,,,,,132711.0,102.5
1250,Sector11,GR_W  ,2013JJ00,132711.0,,,,,118179.0,104.2
1251,Sector11,GR_W  ,2014JJ00,118179.0,,,,,125941.0,104.8
1252,Sector11,GR_W  ,2015JJ00,125941.0,,,,,138172.0,104.5
1253,Sector11,GR_W  ,2016JJ00,138172.0,,,,,152638.0,104.5
1254,Sector11,GR_BG ,1995JJ00,,,,,,20168.0,67.5
1255,Sector11,GR_BG ,1996JJ00,20168.0,,,,,27235.0,68.8
1256,Sector11,GR_BG ,1997JJ00,27235.0,,,,,38468.0,73.0
1257,Sector11,GR_BG ,1998JJ00,38468.0,,,,,47825.0,74.6
1258,Sector11,GR_BG ,1999JJ00,47825.0,,,,,60386.0,77.0
1259,Sector11,GR_BG ,2000JJ00,60386.0,,,,,70016.0,79.8
1260,Sector11,GR_BG ,2001JJ00,70016.0,,,,,72669.0,81.8
1261,Sector11,GR_BG ,2002JJ00,72669.0,,,,,74743.0,84.1
1262,Sector11,GR_BG ,2003JJ00,74743.0,,,,,78583.0,86.0
1263,Sector11,GR_BG ,2004JJ00,78583.0,,,,,85430.0,87.8
1264,Sector11,GR_BG ,2005JJ00,85430.0,,,,,89679.0,89.5
1265,Sector11,GR_BG ,2006JJ00,89679.0,,,,,93169.0,91.0
1266,Sector11,GR_BG ,2007JJ00,93169.0,,,,,100703.0,93.4
1267,Sector11,GR_BG ,2008JJ00,100703.0,,,,,104069.0,95.7
1268,Sector11,GR_BG ,2009JJ00,104069.0,,,,,97989.0,97.6
1269,Sector11,GR_BG ,2010JJ00,97989.0,,,,,94832.0,100.0
1270,Sector11,GR_BG ,2011JJ00,94832.0,,,,,93927.0,101.9
1271,Sector11,GR_BG ,2012JJ00,93927.0,,,,,83954.0,103.3
1272,Sector11,GR_BG ,2013JJ00,83954.0,,,,,74595.0,104.8
1273,Sector11,GR_BG ,2014JJ00,74595.0,,,,,67048.0,106.2
1274,Sector11,GR_BG ,2015JJ00,67048.0,,,,,66913.0,107.2
1275,Sector11,GR_BG ,2016JJ00,66913.0,,,,,62805.0,106.5
1276,Sector11,GR_LB ,1995JJ00,,,,,,5454.0,76.1
1277,Sector11,GR_LB ,1996JJ00,5454.0,,,,,6122.0,76.1
1278,Sector11,GR_LB ,1997JJ00,6122.0,,,,,6730.0,76.3
1279,Sector11,GR_LB ,1998JJ00,6730.0,,,,,7444.0,75.8
1280,Sector11,GR_LB ,1999JJ00,7444.0,,,,,8945.0,74.4
1281,Sector11,GR_LB ,2000JJ00,8945.0,,,,,10373.0,72.8
1282,Sector11,GR_LB ,2001JJ00,10373.0,,,,,10729.0,72.3
1283,Sector11,GR_LB ,2002JJ00,10729.0,,,,,10660.0,75.4
1284,Sector11,GR_LB ,2003JJ00,10660.0,,,,,10459.0,80.6
1285,Sector11,GR_LB ,2004JJ00,10459.0,,,,,9922.0,83.1
1286,Sector11,GR_LB ,2005JJ00,9922.0,,,,,10223.0,86.9
1287,Sector11,GR_LB ,2006JJ00,10223.0,,,,,10860.0,90.0
1288,Sector11,GR_LB ,2007JJ00,10860.0,,,,,12522.0,93.9
1289,Sector11,GR_LB ,2008JJ00,12522.0,,,,,15104.0,97.6
1290,Sector11,GR_LB ,2009JJ00,15104.0,,,,,16751.0,104.1
1291,Sector11,GR_LB ,2010JJ00,16751.0,,,,,16080.0,100.0
1292,Sector11,GR_LB ,2011JJ00,16080.0,,,,,15489.0,96.9
1293,Sector11,GR_LB ,2012JJ00,15489.0,,,,,15954.0,95.8
1294,Sector11,GR_LB ,2013JJ00,15954.0,,,,,16017.0,95.2
1295,Sector11,GR_LB ,2014JJ00,16017.0,,,,,17460.0,100.5
1296,Sector11,GR_LB ,2015JJ00,17460.0,,,,,18649.0,101.6
1297,Sector11,GR_LB ,2016JJ00,18649.0,,,,,19402.0,102.1
1298,Sector11,MR_OG ,1995JJ00,,,,,,0.0,100.0
1299,Sector11,MR_OG ,1996JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1300,Sector11,MR_OG ,1997JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1301,Sector11,MR_OG ,1998JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1302,Sector11,MR_OG ,1999JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1303,Sector11,MR_OG ,2000JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1304,Sector11,MR_OG ,2001JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1305,Sector11,MR_OG ,2002JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1306,Sector11,MR_OG ,2003JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1307,Sector11,MR_OG ,2004JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1308,Sector11,MR_OG ,2005JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1309,Sector11,MR_OG ,2006JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1310,Sector11,MR_OG ,2007JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1311,Sector11,MR_OG ,2008JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1312,Sector11,MR_OG ,2009JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1313,Sector11,MR_OG ,2010JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1314,Sector11,MR_OG ,2011JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1315,Sector11,MR_OG ,2012JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1316,Sector11,MR_OG ,2013JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1317,Sector11,MR_OG ,2014JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1318,Sector11,MR_OG ,2015JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1319,Sector11,MR_OG ,2016JJ00,0.0,0.0,,0.0,0.0,0.0,100.0
1320,Sector11,DC_T  ,1995JJ00,,,,,,,
1321,Sector11,DC_T  ,1996JJ00,,,,,,,
1322,Sector11,DC_T  ,1997JJ00,,,,,,,
1323,Sector11,DC_T  ,1998JJ00,,,,,,,
1324,Sector11,DC_T  ,1999JJ00,,,,,,,
1325,Sector11,DC_T  ,2000JJ00,,,,,,,
1326,Sector11,DC_T  ,2001JJ00,,,,,,,
1327,Sector11,DC_T  ,2002JJ00,,,,,,,
1328,Sector11,DC_T  ,2003JJ00,,,,,,,
1329,Sector11,DC_T  ,2004JJ00,,,,,,,
1330,Sector11,DC_T  ,2005JJ00,,,,,,,
1331,Sector11,DC_T  ,2006JJ00,,,,,,,
1332,Sector11,DC_T  ,2007JJ00,,,,,,,
1333,Sector11,DC_T  ,2008JJ00,,,,,,,
1334,Sector11,DC_T  ,2009JJ00,,,,,,,
1335,Sector11,DC_T  ,2010JJ00,,,,,,,
1336,Sector11,DC_T  ,2011JJ00,,,,,,,
1337,Sector11,DC_T  ,2012JJ00,,,,,,,
1338,Sector11,DC_T  ,2013JJ00,,,,,,,
1339,Sector11,DC_T  ,2014JJ00,,,,,,,
1340,Sector11,DC_T  ,2015JJ00,,,,,,,
1341,Sector11,DC_T  ,2016JJ00,,,,,,,
1342,Sector11,DC_TX ,1995JJ00,,,,,,,
1343,Sector11,DC_TX ,1996JJ00,,,,,,,
1344,Sector11,DC_TX ,1997JJ00,,,,,,,
1345,Sector11,DC_TX ,1998JJ00,,,,,,,
1346,Sector11,DC_TX ,1999JJ00,,,,,,,
1347,Sector11,DC_TX ,2000JJ00,,,,,,,
1348,Sector11,DC_TX ,2001JJ00,,,,,,,
1349,Sector11,DC_TX ,2002JJ00,,,,,,,
1350,Sector11,DC_TX ,2003JJ00,,,,,,,
1351,Sector11,DC_TX ,2004JJ00,,,,,,,
1352,Sector11,DC_TX ,2005JJ00,,,,,,,
1353,Sector11,DC_TX ,2006JJ00,,,,,,,
1354,Sector11,DC_TX ,2007JJ00,,,,,,,
1355,Sector11,DC_TX ,2008JJ00,,,,,,,
1356,Sector11,DC_TX ,2009JJ00,,,,,,,
1357,Sector11,DC_TX ,2010JJ00,,,,,,,
1358,Sector11,DC_TX ,2011JJ00,,,,,,,
1359,Sector11,DC_TX ,2012JJ00,,,,,,,
1360,Sector11,DC_TX ,2013JJ00,,,,,,,
1361,Sector11,DC_TX ,2014JJ00,,,,,,,
1362,Sector11,DC_TX ,2015JJ00,,,,,,,
1363,Sector11,DC_TX ,2016JJ00,,,,,,,
1364,Sector11,DC_LW ,1995JJ00,,,,,,,
1365,Sector11,DC_LW ,1996JJ00,,,,,,,
1366,Sector11,DC_LW ,1997JJ00,,,,,,,
1367,Sector11,DC_LW ,1998JJ00,,,,,,,
1368,Sector11,DC_LW ,1999JJ00,,,,,,,
1369,Sector11,DC_LW ,2000JJ00,,,,,,,
1370,Sector11,DC_LW ,2001JJ00,,,,,,,
1371,Sector11,DC_LW ,2002JJ00,,,,,,,
1372,Sector11,DC_LW ,2003JJ00,,,,,,,
1373,Sector11,DC_LW ,2004JJ00,,,,,,,
1374,Sector11,DC_LW ,2005JJ00,,,,,,,
1375,Sector11,DC_LW ,2006JJ00,,,,,,,
1376,Sector11,DC_LW ,2007JJ00,,,,,,,
1377,Sector11,DC_LW ,2008JJ00,,,,,,,
1378,Sector11,DC_LW ,2009JJ00,,,,,,,
1379,Sector11,DC_LW ,2010JJ00,,,,,,,
1380,Sector11,DC_LW ,2011JJ00,,,,,,,
1381,Sector11,DC_LW ,2012JJ00,,,,,,,
1382,Sector11,DC_LW ,2013JJ00,,,,,,,
1383,Sector11,DC_LW ,2014JJ00,,,,,,,
1384,Sector11,DC_LW ,2015JJ00,,,,,,,
1385,Sector11,DC_LW ,2016JJ00,,,,,,,
1386,Sector11,DC_WI ,1995JJ00,,,,,,,
1387,Sector11,DC_WI ,1996JJ00,,,,,,,
1388,Sector11,DC_WI ,1997JJ00,,,,,,,
1389,Sector11,DC_WI ,1998JJ00,,,,,,,
1390,Sector11,DC_WI ,1999JJ00,,,,,,,
1391,Sector11,DC_WI ,2000JJ00,,,,,,,
1392,Sector11,DC_WI ,2001JJ00,,,,,,,
1393,Sector11,DC_WI ,2002JJ00,,,,,,,
1394,Sector11,DC_WI ,2003JJ00,,,,,,,
1395,Sector11,DC_WI ,2004JJ00,,,,,,,
1396,Sector11,DC_WI ,2005JJ00,,,,,,,
1397,Sector11,DC_WI ,2006JJ00,,,,,,,
1398,Sector11,DC_WI ,2007JJ00,,,,,,,
1399,Sector11,DC_WI ,2008JJ00,,,,,,,
1400,Sector11,DC_WI ,2009JJ00,,,,,,,
1401,Sector11,DC_WI ,2010JJ00,,,,,,,
1402,Sector11,DC_WI ,2011JJ00,,,,,,,
1403,Sector11,DC_WI ,2012JJ00,,,,,,,
1404,Sector11,DC_WI ,2013JJ00,,,,,,,
1405,Sector11,DC_WI ,2014JJ00,,,,,,,
1406,Sector11,DC_WI ,2015JJ00,,,,,,,
1407,Sector11,DC_WI ,2016JJ00,,,,,,,
1408,Sector11,DC_HAP,1995JJ00,,,,,,,
1409,Sector11,DC_HAP,1996JJ00,,,,,,,
1410,Sector11,DC_HAP,1997JJ00,,,,,,,
1411,Sector11,DC_HAP,1998JJ00,,,,,,,
1412,Sector11,DC_HAP,1999JJ00,,,,,,,
1413,Sector11,DC_HAP,2000JJ00,,,,,,,
1414,Sector11,DC_HAP,2001JJ00,,,,,,,
1415,Sector11,DC_HAP,2002JJ00,,,,,,,
1416,Sector11,DC_HAP,2003JJ00,,,,,,,
1417,Sector11,DC_HAP,2004JJ00,,,,,,,
1418,Sector11,DC_HAP,2005JJ00,,,,,,,
1419,Sector11,DC_HAP,2006JJ00,,,,,,,
1420,Sector11,DC_HAP,2007JJ00,,,,,,,
1421,Sector11,DC_HAP,2008JJ00,,,,,,,
1422,Sector11,DC_HAP,2009JJ00,,,,,,,
1423,Sector11,DC_HAP,2010JJ00,,,,,,,
1424,Sector11,DC_HAP,2011JJ00,,,,,,,
1425,Sector11,DC_HAP,2012JJ00,,,,,,,
1426,Sector11,DC_HAP,2013JJ00,,,,,,,
1427,Sector11,DC_HAP,2014JJ00,,,,,,,
1428,Sector11,DC_HAP,2015JJ00,,,,,,,
1429,Sector11,DC_HAP,2016JJ00,,,,,,,
1430,Sector11,DC_HAR,1995JJ00,,,,,,,
1431,Sector11,DC_HAR,1996JJ00,,,,,,,
1432,Sector11,DC_HAR,1997JJ00,,,,,,,
1433,Sector11,DC_HAR,1998JJ00,,,,,,,
1434,Sector11,DC_HAR,1999JJ00,,,,,,,
1435,Sector11,DC_HAR,2000JJ00,,,,,,,
1436,Sector11,DC_HAR,2001JJ00,,,,,,,
1437,Sector11,DC_HAR,2002JJ00,,,,,,,
1438,Sector11,DC_HAR,2003JJ00,,,,,,,
1439,Sector11,DC_HAR,2004JJ00,,,,,,,
1440,Sector11,DC_HAR,2005JJ00,,,,,,,
1441,Sector11,DC_HAR,2006JJ00,,,,,,,
1442,Sector11,DC_HAR,2007JJ00,,,,,,,
1443,Sector11,DC_HAR,2008JJ00,,,,,,,
1444,Sector11,DC_HAR,2009JJ00,,,,,,,
1445,Sector11,DC_HAR,2010JJ00,,,,,,,
1446,Sector11,DC_HAR,2011JJ00,,,,,,,
1447,Sector11,DC_HAR,2012JJ00,,,,,,,
1448,Sector11,DC_HAR,2013JJ00,,,,,,,
1449,Sector11,DC_HAR,2014JJ00,,,,,,,
1450,Sector11,DC_HAR,2015JJ00,,,,,,,
1451,Sector11,DC_HAR,2016JJ00,,,,,,,
1452,Sector11,DC_V  ,1995JJ00,,,,,,,
1453,Sector11,DC_V  ,1996JJ00,,,,,,,
1454,Sector11,DC_V  ,1997JJ00,,,,,,,
1455,Sector11,DC_V  ,1998JJ00,,,,,,,
1456,Sector11,DC_V  ,1999JJ00,,,,,,,
1457,Sector11,DC_V  ,2000JJ00,,,,,,,
1458,Sector11,DC_V  ,2001JJ00,,,,,,,
1459,Sector11,DC_V  ,2002JJ00,,,,,,,
1460,Sector11,DC_V  ,2003JJ00,,,,,,,
1461,Sector11,DC_V  ,2004JJ00,,,,,,,
1462,Sector11,DC_V  ,2005JJ00,,,,,,,
1463,Sector11,DC_V  ,2006JJ00,,,,,,,
1464,Sector11,DC_V  ,2007JJ00,,,,,,,
1465,Sector11,DC_V  ,2008JJ00,,,,,,,
1466,Sector11,DC_V  ,2009JJ00,,,,,,,
1467,Sector11,DC_V  ,2010JJ00,,,,,,,
1468,Sector11,DC_V  ,2011JJ00,,,,,,,
1469,Sector11,DC_V  ,2012JJ00,,,,,,,
1470,Sector11,DC_V  ,2013JJ00,,,,,,,
1471,Sector11,DC_V  ,2014JJ00,,,,,,,
1472,Sector11,DC_V  ,2015JJ00,,,,,,,
1473,Sector11,DC_V  ,2016JJ00,,,,,,,
1474,Sector11,DC_OV ,1995JJ00,,,,,,,
1475,Sector11,DC_OV ,1996JJ00,,,,,,,
1476,Sector11,DC_OV ,1997JJ00,,,,,,,
1477,Sector11,DC_OV ,1998JJ00,,,,,,,
1478,Sector11,DC_OV ,1999JJ00,,,,,,,
1479,Sector11,DC_OV ,2000JJ00,,,,,,,
1480,Sector11,DC_OV ,2001JJ00,,,,,,,
1481,Sector11,DC_OV ,2002JJ00,,,,,,,
1482,Sector11,DC_OV ,2003JJ00,,,,,,,
1483,Sector11,DC_OV ,2004JJ00,,,,,,,
1484,Sector11,DC_OV ,2005JJ00,,,,,,,
1485,Sector11,DC_OV ,2006JJ00,,,,,,,
1486,Sector11,DC_OV ,2007JJ00,,,,,,,
1487,Sector11,DC_OV ,2008JJ00,,,,,,,
1488,Sector11,DC_OV ,2009JJ00,,,,,,,
1489,Sector11,DC_OV ,2010JJ00,,,,,,,
1490,Sector11,DC_OV ,2011JJ00,,,,,,,
1491,Sector11,DC_OV ,2012JJ00,,,,,,,
1492,Sector11,DC_OV ,2013JJ00,,,,,,,
1493,Sector11,DC_OV ,2014JJ00,,,,,,,
1494,Sector11,DC_OV ,2015JJ00,,,,,,,
1495,Sector11,DC_OV ,2016JJ00,,,,,,,
1496,Sector12,NFA   ,1995JJ00,,,,,,45906.0,116.8
1497,Sector12,NFA   ,1996JJ00,45906.0,,,,,50407.0,117.8
1498,Sector12,NFA   ,1997JJ00,50407.0,,,,,55106.0,118.0
1499,Sector12,NFA   ,1998JJ00,55106.0,,,,,61804.0,122.0
1500,Sector12,NFA   ,1999JJ00,61804.0,,,,,69607.0,122.8
1501,Sector12,NFA   ,2000JJ00,69607.0,,,,,81029.0,126.5
1502,Sector12,NFA   ,2001JJ00,81029.0,,,,,88927.0,128.8
1503,Sector12,NFA   ,2002JJ00,88927.0,,,,,91791.0,127.6
1504,Sector12,NFA   ,2003JJ00,91791.0,,,,,91338.0,124.0
1505,Sector12,NFA   ,2004JJ00,91338.0,,,,,88976.0,117.2
1506,Sector12,NFA   ,2005JJ00,88976.0,,,,,87688.0,112.1
1507,Sector12,NFA   ,2006JJ00,87688.0,,,,,88452.0,109.1
1508,Sector12,NFA   ,2007JJ00,88452.0,,,,,87836.0,104.1
1509,Sector12,NFA   ,2008JJ00,87836.0,,,,,89163.0,102.2
1510,Sector12,NFA   ,2009JJ00,89163.0,,,,,86330.0,100.5
1511,Sector12,NFA   ,2010JJ00,86330.0,,,,,84997.0,100.0
1512,Sector12,NFA   ,2011JJ00,84997.0,,,,,80711.0,97.0
1513,Sector12,NFA   ,2012JJ00,80711.0,,,,,75551.0,95.2
1514,Sector12,NFA   ,2013JJ00,75551.0,,,,,70999.0,93.2
1515,Sector12,NFA   ,2014JJ00,70999.0,,,,,68699.0,89.8
1516,Sector12,NFA   ,2015JJ00,68699.0,,,,,68042.0,87.1
1517,Sector12,NFA   ,2016JJ00,68042.0,,,,,69546.0,85.9
1518,Sector12,AMT   ,1995JJ00,,,,,,36004.0,109.1
1519,Sector12,AMT   ,1996JJ00,36004.0,,,,,37530.0,110.4
1520,Sector12,AMT   ,1997JJ00,37530.0,,,,,38495.0,111.5
1521,Sector12,AMT   ,1998JJ00,38495.0,,,,,41002.0,116.0
1522,Sector12,AMT   ,1999JJ00,41002.0,,,,,42893.0,118.1
1523,Sector12,AMT   ,2000JJ00,42893.0,,,,,46944.0,123.0
1524,Sector12,AMT   ,2001JJ00,46944.0,,,,,50628.0,125.9
1525,Sector12,AMT   ,2002JJ00,50628.0,,,,,52157.0,124.5
1526,Sector12,AMT   ,2003JJ00,52157.0,,,,,52291.0,121.2
1527,Sector12,AMT   ,2004JJ00,52291.0,,,,,49811.0,113.1
1528,Sector12,AMT   ,2005JJ00,49811.0,,,,,48999.0,109.1
1529,Sector12,AMT   ,2006JJ00,48999.0,,,,,49292.0,106.6
1530,Sector12,AMT   ,2007JJ00,49292.0,,,,,48372.0,102.6
1531,Sector12,AMT   ,2008JJ00,48372.0,,,,,49297.0,101.9
1532,Sector12,AMT   ,2009JJ00,49297.0,,,,,50131.0,100.8
1533,Sector12,AMT   ,2010JJ00,50131.0,,,,,50426.0,100.0
1534,Sector12,AMT   ,2011JJ00,50426.0,,,,,47568.0,96.2
1535,Sector12,AMT   ,2012JJ00,47568.0,,,,,45874.0,94.4
1536,Sector12,AMT   ,2013JJ00,45874.0,,,,,44477.0,91.9
1537,Sector12,AMT   ,2014JJ00,44477.0,,,,,42198.0,88.1
1538,Sector12,AMT   ,2015JJ00,42198.0,,,,,40139.0,85.1
1539,Sector12,AMT   ,2016JJ00,40139.0,,,,,39695.0,83.3
1540,Sector12,A01   ,1995JJ00,,,,,,16084.0,107.9
1541,Sector12,A01   ,1996JJ00,16084.0,,,,,17001.0,110.5
1542,Sector12,A01   ,1997JJ00,17001.0,,,,,17459.0,111.1
1543,Sector12,A01   ,1998JJ00,17459.0,,,,,18349.0,113.8
1544,Sector12,A01   ,1999JJ00,18349.0,,,,,19051.0,113.8
1545,Sector12,A01   ,2000JJ00,19051.0,,,,,21006.0,118.9
1546,Sector12,A01   ,2001JJ00,21006.0,,,,,22596.0,120.5
1547,Sector12,A01   ,2002JJ00,22596.0,,,,,24197.0,121.8
1548,Sector12,A01   ,2003JJ00,24197.0,,,,,24821.0,119.6
1549,Sector12,A01   ,2004JJ00,24821.0,,,,,24693.0,115.7
1550,Sector12,A01   ,2005JJ00,24693.0,,,,,24079.0,110.2
1551,Sector12,A01   ,2006JJ00,24079.0,,,,,24341.0,107.6
1552,Sector12,A01   ,2007JJ00,24341.0,,,,,23556.0,102.4
1553,Sector12,A01   ,2008JJ00,23556.0,,,,,23755.0,100.4
1554,Sector12,A01   ,2009JJ00,23755.0,,,,,24197.0,98.6
1555,Sector12,A01   ,2010JJ00,24197.0,,,,,24822.0,100.0
