ID,Geslacht,Leeftijd,TypeZorg,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
3640,2,13, 3,2004JJ00,4125,1.8,153,37,0.67
3641,2,13, 3,2005JJ00,3675,1.61,69,19,0.3
3642,2,13, 3,2006JJ00,3910,1.71,73,19,0.32
3643,2,13, 3,2007JJ00,3250,1.43,64,20,0.28
3644,2,13, 3,2008JJ00,2590,1.13,48,18,0.21
3645,2,13, 3,2009JJ00,2180,0.95,43,20,0.19
3646,2,13, 3,2010JJ00,2155,0.93,46,21,0.2
3647,2,13, 4,2004JJ00,20865,9.08,3188,153,13.88
3648,2,13, 4,2005JJ00,12765,5.58,2264,177,9.9
3649,2,13, 4,2006JJ00,11420,5.0,2206,193,9.65
3650,2,13, 4,2007JJ00,12810,5.62,2690,210,11.8
3651,2,13, 4,2008JJ00,17350,7.59,3961,228,17.32
3652,2,13, 4,2009JJ00,20655,9.01,5094,247,22.22
3653,2,13, 4,2010JJ00,21725,9.33,5624,259,24.15
3654,2,13, 5,2004JJ00,3530,1.54,456,129,1.99
3655,2,13, 5,2005JJ00,4370,1.91,600,137,2.62
3656,2,13, 5,2006JJ00,4865,2.13,702,144,3.07
3657,2,13, 5,2007JJ00,3650,1.6,546,149,2.39
3658,2,13, 5,2008JJ00,2385,1.04,354,148,1.55
3659,2,13, 5,2009JJ00,1800,0.79,272,151,1.19
3660,2,13, 5,2010JJ00,1615,0.69,260,161,1.12
3661,2,13, 6,2004JJ00,8830,3.84,1176,133,5.12
3662,2,13, 6,2005JJ00,7380,3.23,827,112,3.61
3663,2,13, 6,2006JJ00,7080,3.1,833,118,3.64
3664,2,13, 6,2007JJ00,8035,3.52,1072,133,4.7
3665,2,13, 6,2008JJ00,7410,3.24,1023,138,4.47
3666,2,13, 6,2009JJ00,6480,2.83,914,141,3.99
3667,2,13, 6,2010JJ00,6575,2.82,959,146,4.12
3668,2,13, 7,2004JJ00,25955,11.3,7216,278,31.42
3669,2,13, 7,2005JJ00,25965,11.36,7735,298,33.83
3670,2,13, 7,2006JJ00,25655,11.23,8064,314,35.29
3671,2,13, 7,2007JJ00,22100,9.69,7183,325,31.5
3672,2,13, 7,2008JJ00,17485,7.65,5845,334,25.56
3673,2,13, 7,2009JJ00,14240,6.21,4917,345,21.45
3674,2,13, 7,2010JJ00,12500,5.37,4369,350,18.76
3675,2,13, 8,2004JJ00,82140,35.77,8100,99,35.27
3676,2,13, 8,2005JJ00,83260,36.41,9895,119,43.28
3677,2,13, 8,2006JJ00,84625,37.04,10486,124,45.9
3678,2,13, 8,2007JJ00,81580,35.77,10323,127,45.27
3679,2,13, 8,2008JJ00,79935,34.96,10206,128,44.63
3680,2,13, 8,2009JJ00,78960,34.44,10445,132,45.56
3681,2,13, 8,2010JJ00,76375,32.79,10332,135,44.36
3682,2,13, 9,2004JJ00,60205,26.21,6780,113,29.52
3683,2,13, 9,2005JJ00,49975,21.86,5340,107,23.36
3684,2,13, 9,2006JJ00,48285,21.13,5349,111,23.41
3685,2,13, 9,2007JJ00,49305,21.62,5522,112,24.22
3686,2,13, 9,2008JJ00,51230,22.4,5998,117,26.23
3687,2,13, 9,2009JJ00,51945,22.66,6102,117,26.62
3688,2,13, 9,2010JJ00,53300,22.89,6316,119,27.12
3689,2,13,10,2004JJ00,42435,18.48,1765,42,7.69
3690,2,13,10,2005JJ00,41390,18.1,1607,39,7.03
3691,2,13,10,2006JJ00,41510,18.17,1702,41,7.45
3692,2,13,10,2007JJ00,37040,16.24,1529,41,6.7
3693,2,13,10,2008JJ00,29865,13.06,1037,35,4.53
3694,2,13,10,2009JJ00,24700,10.77,831,34,3.63
3695,2,13,10,2010JJ00,22845,9.81,768,34,3.3
3696,2,14, 0,2004JJ00,58635,46.01,11952,204,93.79
3697,2,14, 0,2005JJ00,62775,46.64,13022,207,96.75
3698,2,14, 0,2006JJ00,67570,47.96,14334,212,101.74
3699,2,14, 0,2007JJ00,71485,48.84,14995,210,102.46
3700,2,14, 0,2008JJ00,75320,49.01,15528,206,101.04
3701,2,14, 0,2009JJ00,77905,49.08,16286,209,102.6
3702,2,14, 0,2010JJ00,77975,48.76,16328,209,102.11
3703,2,14, 1,2004JJ00,13910,10.91,1508,108,11.83
3704,2,14, 1,2005JJ00,19785,14.7,2317,117,17.21
3705,2,14, 1,2006JJ00,22225,15.78,2643,119,18.76
3706,2,14, 1,2007JJ00,23725,16.21,2821,119,19.28
3707,2,14, 1,2008JJ00,24790,16.13,2967,120,19.31
3708,2,14, 1,2009JJ00,25500,16.06,3136,123,19.75
3709,2,14, 1,2010JJ00,24460,15.3,3113,127,19.47
3710,2,14, 2,2004JJ00,3045,2.39,1089,357,8.54
3711,2,14, 2,2005JJ00,2990,2.22,996,333,7.4
3712,2,14, 2,2006JJ00,3250,2.31,750,231,5.32
3713,2,14, 2,2007JJ00,5135,3.51,832,162,5.68
3714,2,14, 2,2008JJ00,7660,4.98,1024,134,6.66
3715,2,14, 2,2009JJ00,9580,6.04,1283,134,8.08
3716,2,14, 2,2010JJ00,11255,7.04,1301,116,8.14
3717,2,14, 3,2004JJ00,2355,1.85,110,47,0.86
3718,2,14, 3,2005JJ00,2205,1.64,57,26,0.42
3719,2,14, 3,2006JJ00,2290,1.63,51,22,0.36
3720,2,14, 3,2007JJ00,2040,1.39,47,23,0.32
3721,2,14, 3,2008JJ00,1660,1.08,37,22,0.24
3722,2,14, 3,2009JJ00,1435,0.91,29,20,0.18
3723,2,14, 3,2010JJ00,1550,0.97,33,22,0.21
3724,2,14, 4,2004JJ00,11605,9.11,1974,170,15.49
3725,2,14, 4,2005JJ00,8560,6.36,1673,196,12.43
3726,2,14, 4,2006JJ00,8545,6.07,1805,211,12.81
3727,2,14, 4,2007JJ00,10455,7.14,2286,219,15.62
3728,2,14, 4,2008JJ00,15535,10.11,3804,245,24.75
3729,2,14, 4,2009JJ00,19505,12.29,5199,267,32.75
3730,2,14, 4,2010JJ00,21040,13.16,5915,281,36.99
3731,2,14, 5,2004JJ00,1850,1.45,258,140,2.03
3732,2,14, 5,2005JJ00,2490,1.85,346,139,2.57
3733,2,14, 5,2006JJ00,3085,2.19,458,148,3.25
3734,2,14, 5,2007JJ00,2500,1.71,376,151,2.57
3735,2,14, 5,2008JJ00,1785,1.16,271,152,1.77
3736,2,14, 5,2009JJ00,1375,0.87,213,155,1.34
3737,2,14, 5,2010JJ00,1135,0.71,179,158,1.12
3738,2,14, 6,2004JJ00,6710,5.27,1038,155,8.14
3739,2,14, 6,2005JJ00,5825,4.33,756,130,5.61
3740,2,14, 6,2006JJ00,5770,4.09,796,138,5.65
3741,2,14, 6,2007JJ00,6945,4.75,1165,168,7.96
3742,2,14, 6,2008JJ00,6590,4.29,1121,170,7.3
3743,2,14, 6,2009JJ00,6015,3.79,1048,174,6.6
3744,2,14, 6,2010JJ00,6130,3.83,1099,179,6.87
3745,2,14, 7,2004JJ00,19165,15.04,5976,312,46.89
3746,2,14, 7,2005JJ00,20930,15.55,6877,329,51.09
3747,2,14, 7,2006JJ00,22405,15.91,7831,350,55.59
3748,2,14, 7,2007JJ00,20685,14.13,7467,361,51.02
3749,2,14, 7,2008JJ00,17295,11.26,6303,364,41.02
3750,2,14, 7,2009JJ00,14495,9.13,5380,371,33.89
3751,2,14, 7,2010JJ00,12405,7.76,4686,378,29.31
3752,2,14, 8,2004JJ00,46525,36.51,4681,101,36.73
3753,2,14, 8,2005JJ00,51760,38.46,6378,123,47.39
3754,2,14, 8,2006JJ00,56265,39.94,7284,129,51.7
3755,2,14, 8,2007JJ00,57365,39.2,7556,132,51.63
3756,2,14, 8,2008JJ00,59410,38.66,7831,132,50.95
3757,2,14, 8,2009JJ00,60875,38.35,8253,136,51.99
3758,2,14, 8,2010JJ00,59045,36.92,8219,139,51.4
3759,2,14, 9,2004JJ00,40525,31.8,5870,145,46.06
3760,2,14, 9,2005JJ00,38300,28.45,5244,137,38.96
3761,2,14, 9,2006JJ00,39970,28.37,5488,137,38.96
3762,2,14, 9,2007JJ00,43220,29.53,5958,138,40.71
3763,2,14, 9,2008JJ00,47080,30.63,6675,142,43.44
3764,2,14, 9,2009JJ00,49595,31.24,7231,146,45.55
3765,2,14, 9,2010JJ00,50830,31.79,7377,145,46.13
3766,2,14,10,2004JJ00,30080,23.6,1402,47,11.0
3767,2,14,10,2005JJ00,31445,23.36,1400,45,10.4
3768,2,14,10,2006JJ00,33550,23.82,1562,47,11.09
3769,2,14,10,2007JJ00,32170,21.98,1481,46,10.12
3770,2,14,10,2008JJ00,27335,17.79,1022,37,6.65
3771,2,14,10,2009JJ00,23320,14.69,803,34,5.06
3772,2,14,10,2010JJ00,21220,13.27,732,34,4.58
3773,2,15, 0,2004JJ00,23375,39.33,6129,262,103.11
3774,2,15, 0,2005JJ00,24270,40.14,6258,258,103.5
3775,2,15, 0,2006JJ00,25575,41.58,6857,268,111.47
3776,2,15, 0,2007JJ00,26560,42.65,7043,265,113.09
3777,2,15, 0,2008JJ00,27440,43.56,7075,258,112.32
3778,2,15, 0,2009JJ00,28405,44.44,7262,256,113.63
3779,2,15, 0,2010JJ00,30930,44.97,7902,255,114.88
3780,2,15, 1,2004JJ00,3515,5.91,388,110,6.53
3781,2,15, 1,2005JJ00,4940,8.17,584,118,9.66
3782,2,15, 1,2006JJ00,5450,8.86,664,122,10.79
3783,2,15, 1,2007JJ00,5745,9.23,702,122,11.27
3784,2,15, 1,2008JJ00,5960,9.47,737,124,11.7
3785,2,15, 1,2009JJ00,6095,9.54,763,125,11.94
3786,2,15, 1,2010JJ00,6410,9.32,830,129,12.06
3787,2,15, 2,2004JJ00,1555,2.62,773,497,13.01
3788,2,15, 2,2005JJ00,1460,2.41,501,343,8.28
3789,2,15, 2,2006JJ00,1555,2.53,484,312,7.87
3790,2,15, 2,2007JJ00,2235,3.59,500,224,8.03
3791,2,15, 2,2008JJ00,3280,5.2,583,178,9.25
3792,2,15, 2,2009JJ00,4025,6.3,674,167,10.55
3793,2,15, 2,2010JJ00,4945,7.19,755,153,10.98
3794,2,15, 3,2004JJ00,1000,1.68,40,40,0.67
3795,2,15, 3,2005JJ00,865,1.43,23,27,0.38
3796,2,15, 3,2006JJ00,820,1.33,19,23,0.31
3797,2,15, 3,2007JJ00,720,1.15,19,26,0.3
3798,2,15, 3,2008JJ00,605,0.96,14,23,0.22
3799,2,15, 3,2009JJ00,535,0.84,16,30,0.25
3800,2,15, 3,2010JJ00,535,0.77,12,23,0.18
3801,2,15, 4,2004JJ00,4060,6.83,747,184,12.56
3802,2,15, 4,2005JJ00,3320,5.49,719,216,11.89
3803,2,15, 4,2006JJ00,3375,5.49,749,222,12.17
3804,2,15, 4,2007JJ00,3930,6.31,950,242,15.26
3805,2,15, 4,2008JJ00,5865,9.31,1595,272,25.32
3806,2,15, 4,2009JJ00,7760,12.14,2277,294,35.63
3807,2,15, 4,2010JJ00,9335,13.57,2899,311,42.14
3808,2,15, 5,2004JJ00,615,1.03,95,155,1.6
3809,2,15, 5,2005JJ00,785,1.3,117,148,1.93
3810,2,15, 5,2006JJ00,900,1.47,140,155,2.28
3811,2,15, 5,2007JJ00,765,1.23,115,150,1.85
3812,2,15, 5,2008JJ00,530,0.84,81,153,1.28
3813,2,15, 5,2009JJ00,440,0.69,71,161,1.11
3814,2,15, 5,2010JJ00,405,0.59,65,159,0.94
3815,2,15, 6,2004JJ00,3520,5.92,688,196,11.58
3816,2,15, 6,2005JJ00,3030,5.01,541,179,8.95
3817,2,15, 6,2006JJ00,2860,4.65,507,177,8.24
3818,2,15, 6,2007JJ00,3410,5.47,704,207,11.31
3819,2,15, 6,2008JJ00,3140,4.99,691,220,10.97
3820,2,15, 6,2009JJ00,2875,4.5,595,207,9.31
3821,2,15, 6,2010JJ00,2940,4.27,627,213,9.12
3822,2,15, 7,2004JJ00,9110,15.33,3398,373,57.17
3823,2,15, 7,2005JJ00,9870,16.32,3773,382,62.4
3824,2,15, 7,2006JJ00,10610,17.25,4294,405,69.81
3825,2,15, 7,2007JJ00,9755,15.66,4052,415,65.07
3826,2,15, 7,2008JJ00,8060,12.8,3374,419,53.57
3827,2,15, 7,2009JJ00,6675,10.44,2865,429,44.83
3828,2,15, 7,2010JJ00,6360,9.25,2714,427,39.45
3829,2,15, 8,2004JJ00,17300,29.1,1759,102,29.6
3830,2,15, 8,2005JJ00,18915,31.28,2375,126,39.29
3831,2,15, 8,2006JJ00,20340,33.07,2710,133,44.06
3832,2,15, 8,2007JJ00,20200,32.43,2748,136,44.13
3833,2,15, 8,2008JJ00,20415,32.41,2801,137,44.46
3834,2,15, 8,2009JJ00,20970,32.81,2949,141,46.14
3835,2,15, 8,2010JJ00,22510,32.73,3225,143,46.89
3836,2,15, 9,2004JJ00,18245,30.7,3569,196,60.05
3837,2,15, 9,2005JJ00,17680,29.24,3136,177,51.86
3838,2,15, 9,2006JJ00,18400,29.92,3328,181,54.11
3839,2,15, 9,2007JJ00,19330,31.04,3520,182,56.53
3840,2,15, 9,2008JJ00,20345,32.3,3755,185,59.61
3841,2,15, 9,2009JJ00,21330,33.37,3908,183,61.15
3842,2,15, 9,2010JJ00,23580,34.28,4300,182,62.51
3843,2,15,10,2004JJ00,14245,23.96,801,56,13.47
3844,2,15,10,2005JJ00,14550,24.06,746,51,12.35
3845,2,15,10,2006JJ00,15195,24.7,818,54,13.3
3846,2,15,10,2007JJ00,14650,23.52,774,53,12.43
3847,2,15,10,2008JJ00,12335,19.58,520,42,8.25
3848,2,15,10,2009JJ00,10525,16.47,405,38,6.34
3849,2,15,10,2010JJ00,10240,14.89,377,37,5.48
3850,2,16, 0,2004JJ00,4610,27.7,1591,345,95.6
3851,2,16, 0,2005JJ00,5065,29.35,1810,357,104.93
3852,2,16, 0,2006JJ00,5510,31.03,1910,347,107.59
3853,2,16, 0,2007JJ00,5880,31.92,2028,345,110.06
3854,2,16, 0,2008JJ00,6450,32.91,2120,329,108.15
3855,2,16, 0,2009JJ00,6960,34.06,2250,323,110.15
3856,2,16, 0,2010JJ00,7250,34.45,2344,323,111.37
3857,2,16, 1,2004JJ00,355,2.13,42,118,2.51
3858,2,16, 1,2005JJ00,565,3.28,69,123,4.02
3859,2,16, 1,2006JJ00,645,3.62,77,120,4.34
3860,2,16, 1,2007JJ00,680,3.69,80,117,4.32
3861,2,16, 1,2008JJ00,755,3.84,93,123,4.74
3862,2,16, 1,2009JJ00,865,4.24,114,131,5.56
3863,2,16, 1,2010JJ00,870,4.12,114,131,5.41
3864,2,16, 2,2004JJ00,355,2.13,133,375,7.97
3865,2,16, 2,2005JJ00,350,2.03,184,524,10.67
3866,2,16, 2,2006JJ00,360,2.02,142,396,8.01
3867,2,16, 2,2007JJ00,520,2.81,148,286,8.05
3868,2,16, 2,2008JJ00,785,3.99,172,219,8.76
3869,2,16, 2,2009JJ00,1045,5.11,227,217,11.09
3870,2,16, 2,2010JJ00,1205,5.73,204,170,9.71
3871,2,16, 3,2004JJ00,220,1.33,12,54,0.72
3872,2,16, 3,2005JJ00,220,1.27,8,36,0.46
3873,2,16, 3,2006JJ00,205,1.15,6,30,0.34
3874,2,16, 3,2007JJ00,150,0.83,5,36,0.3
3875,2,16, 3,2008JJ00,160,0.81,3,20,0.16
3876,2,16, 3,2009JJ00,145,0.7,2,14,0.1
3877,2,16, 3,2010JJ00,150,0.72,4,29,0.21
3878,2,16, 4,2004JJ00,665,4.01,168,252,10.08
3879,2,16, 4,2005JJ00,610,3.54,158,259,9.16
3880,2,16, 4,2006JJ00,670,3.76,168,252,9.48
3881,2,16, 4,2007JJ00,785,4.25,201,257,10.93
3882,2,16, 4,2008JJ00,1250,6.37,389,311,19.84
3883,2,16, 4,2009JJ00,1855,9.09,626,337,30.62
3884,2,16, 4,2010JJ00,2125,10.1,783,368,37.2
3885,2,16, 5,2004JJ00,90,0.53,14,160,0.85
3886,2,16, 5,2005JJ00,125,0.72,19,155,1.12
3887,2,16, 5,2006JJ00,145,0.82,20,141,1.15
3888,2,16, 5,2007JJ00,115,0.64,20,169,1.07
3889,2,16, 5,2008JJ00,90,0.46,14,156,0.71
3890,2,16, 5,2009JJ00,65,0.31,10,152,0.47
3891,2,16, 5,2010JJ00,70,0.33,13,187,0.62
3892,2,16, 6,2004JJ00,910,5.46,239,264,14.39
3893,2,16, 6,2005JJ00,815,4.74,194,237,11.24
3894,2,16, 6,2006JJ00,770,4.34,193,250,10.86
3895,2,16, 6,2007JJ00,970,5.25,256,264,13.88
3896,2,16, 6,2008JJ00,1040,5.31,285,274,14.55
3897,2,16, 6,2009JJ00,980,4.79,272,278,13.32
3898,2,16, 6,2010JJ00,985,4.68,285,289,13.52
3899,2,16, 7,2004JJ00,2015,12.12,983,488,59.08
3900,2,16, 7,2005JJ00,2375,13.77,1177,495,68.25
3901,2,16, 7,2006JJ00,2720,15.31,1303,479,73.4
3902,2,16, 7,2007JJ00,2660,14.45,1317,495,71.5
3903,2,16, 7,2008JJ00,2380,12.13,1164,490,59.39
3904,2,16, 7,2009JJ00,2005,9.81,1001,499,48.99
3905,2,16, 7,2010JJ00,1845,8.77,941,510,44.69
3906,2,16, 8,2004JJ00,3125,18.78,330,106,19.84
3907,2,16, 8,2005JJ00,3675,21.31,492,134,28.52
3908,2,16, 8,2006JJ00,4175,23.51,571,137,32.16
3909,2,16, 8,2007JJ00,4240,23.03,597,141,32.39
3910,2,16, 8,2008JJ00,4470,22.8,624,140,31.82
3911,2,16, 8,2009JJ00,4790,23.45,690,144,33.77
3912,2,16, 8,2010JJ00,4910,23.32,743,151,35.3
3913,2,16, 9,2004JJ00,3945,23.71,1004,254,60.31
3914,2,16, 9,2005JJ00,4155,24.08,1077,259,62.42
3915,2,16, 9,2006JJ00,4515,25.44,1090,241,61.38
3916,2,16, 9,2007JJ00,4930,26.77,1189,241,64.56
3917,2,16, 9,2008JJ00,5450,27.8,1325,243,67.6
3918,2,16, 9,2009JJ00,5885,28.8,1425,242,69.74
3919,2,16, 9,2010JJ00,6160,29.27,1472,239,69.95
3920,2,16,10,2004JJ00,3235,19.44,257,80,15.45
3921,2,16,10,2005JJ00,3535,20.51,241,68,13.99
3922,2,16,10,2006JJ00,3840,21.62,249,65,14.05
3923,2,16,10,2007JJ00,3900,21.16,242,62,13.11
3924,2,16,10,2008JJ00,3665,18.71,171,47,8.74
3925,2,16,10,2009JJ00,3190,15.62,136,43,6.64
3926,2,16,10,2010JJ00,3050,14.5,129,42,6.12
