ID,Geslacht,Leeftijd,TypeZorg,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
2787,2, 2, 2,2005JJ00,185,0.04,8,42,0.02
2788,2, 2, 2,2006JJ00,160,0.03,10,61,0.02
2789,2, 2, 2,2007JJ00,150,0.03,11,73,0.02
2790,2, 2, 2,2008JJ00,195,0.04,14,74,0.03
2791,2, 2, 2,2009JJ00,195,0.04,21,108,0.04
2792,2, 2, 2,2010JJ00,230,0.05,19,81,0.04
2793,2, 2, 3,2004JJ00,470,0.1,5,12,0.01
2794,2, 2, 3,2005JJ00,475,0.1,5,11,0.01
2795,2, 2, 3,2006JJ00,495,0.1,6,12,0.01
2796,2, 2, 3,2007JJ00,485,0.1,7,14,0.01
2797,2, 2, 3,2008JJ00,395,0.08,8,19,0.02
2798,2, 2, 3,2009JJ00,315,0.07,5,14,0.01
2799,2, 2, 3,2010JJ00,245,0.05,3,10,0.01
2800,2, 2, 4,2004JJ00,645,0.13,78,121,0.16
2801,2, 2, 4,2005JJ00,255,0.05,41,159,0.08
2802,2, 2, 4,2006JJ00,160,0.03,30,188,0.06
2803,2, 2, 4,2007JJ00,85,0.02,19,223,0.04
2804,2, 2, 4,2008JJ00,80,0.02,20,252,0.04
2805,2, 2, 4,2009JJ00,85,0.02,21,251,0.04
2806,2, 2, 4,2010JJ00,90,0.02,20,229,0.04
2807,2, 2, 5,2004JJ00,40,0.01,3,66,0.01
2808,2, 2, 5,2005JJ00,75,0.02,9,120,0.02
2809,2, 2, 5,2006JJ00,60,0.01,6,98,0.01
2810,2, 2, 5,2007JJ00,55,0.01,7,129,0.01
2811,2, 2, 5,2008JJ00,35,0.01,5,136,0.01
2812,2, 2, 5,2009JJ00,25,0.0,4,179,0.01
2813,2, 2, 5,2010JJ00,10,0.0,1,115,0.0
2814,2, 2, 6,2004JJ00,140,0.03,16,113,0.03
2815,2, 2, 6,2005JJ00,135,0.03,12,88,0.02
2816,2, 2, 6,2006JJ00,105,0.02,9,87,0.02
2817,2, 2, 6,2007JJ00,120,0.03,16,134,0.03
2818,2, 2, 6,2008JJ00,140,0.03,20,145,0.04
2819,2, 2, 6,2009JJ00,115,0.02,18,163,0.04
2820,2, 2, 6,2010JJ00,110,0.02,19,180,0.04
2821,2, 2, 7,2004JJ00,130,0.03,37,289,0.08
2822,2, 2, 7,2005JJ00,110,0.02,32,296,0.07
2823,2, 2, 7,2006JJ00,90,0.02,28,310,0.06
2824,2, 2, 7,2007JJ00,65,0.01,22,342,0.05
2825,2, 2, 7,2008JJ00,60,0.01,20,326,0.04
2826,2, 2, 7,2009JJ00,50,0.01,20,421,0.04
2827,2, 2, 7,2010JJ00,40,0.01,18,444,0.04
2828,2, 2, 8,2004JJ00,1605,0.33,100,62,0.21
2829,2, 2, 8,2005JJ00,1500,0.31,119,79,0.24
2830,2, 2, 8,2006JJ00,1390,0.29,118,85,0.24
2831,2, 2, 8,2007JJ00,1200,0.25,110,91,0.23
2832,2, 2, 8,2008JJ00,1165,0.24,109,93,0.23
2833,2, 2, 8,2009JJ00,1150,0.24,121,105,0.25
2834,2, 2, 8,2010JJ00,1205,0.25,124,103,0.26
2835,2, 2, 9,2004JJ00,1500,0.31,101,67,0.21
2836,2, 2, 9,2005JJ00,685,0.14,44,64,0.09
2837,2, 2, 9,2006JJ00,515,0.11,38,75,0.08
2838,2, 2, 9,2007JJ00,420,0.09,39,93,0.08
2839,2, 2, 9,2008JJ00,475,0.1,45,95,0.09
2840,2, 2, 9,2009JJ00,440,0.09,50,114,0.1
2841,2, 2, 9,2010JJ00,465,0.1,50,108,0.1
2842,2, 2,10,2004JJ00,780,0.16,20,25,0.04
2843,2, 2,10,2005JJ00,795,0.16,20,25,0.04
2844,2, 2,10,2006JJ00,750,0.15,18,24,0.04
2845,2, 2,10,2007JJ00,725,0.15,18,25,0.04
2846,2, 2,10,2008JJ00,635,0.13,19,29,0.04
2847,2, 2,10,2009JJ00,500,0.1,14,28,0.03
2848,2, 2,10,2010JJ00,405,0.08,10,24,0.02
2849,2, 3, 0,2004JJ00,7045,1.2,680,96,1.16
2850,2, 3, 0,2005JJ00,5035,0.91,464,92,0.84
2851,2, 3, 0,2006JJ00,4365,0.83,384,88,0.73
2852,2, 3, 0,2007JJ00,3580,0.71,326,91,0.65
2853,2, 3, 0,2008JJ00,3410,0.69,330,97,0.67
2854,2, 3, 0,2009JJ00,3165,0.64,332,105,0.68
2855,2, 3, 0,2010JJ00,3190,0.65,351,110,0.71
2856,2, 3, 1,2004JJ00,2260,0.39,160,71,0.27
2857,2, 3, 1,2005JJ00,2810,0.51,232,83,0.42
2858,2, 3, 1,2006JJ00,2610,0.5,219,84,0.42
2859,2, 3, 1,2007JJ00,2155,0.43,199,92,0.4
2860,2, 3, 1,2008JJ00,2125,0.43,206,97,0.42
2861,2, 3, 1,2009JJ00,2055,0.42,218,106,0.44
2862,2, 3, 1,2010JJ00,2090,0.42,233,111,0.47
2863,2, 3, 2,2004JJ00,1545,0.26,111,72,0.19
2864,2, 3, 2,2005JJ00,300,0.05,24,80,0.04
2865,2, 3, 2,2006JJ00,220,0.04,9,40,0.02
2866,2, 3, 2,2007JJ00,215,0.04,10,48,0.02
2867,2, 3, 2,2008JJ00,230,0.05,12,51,0.02
2868,2, 3, 2,2009JJ00,245,0.05,12,50,0.03
2869,2, 3, 2,2010JJ00,295,0.06,19,64,0.04
2870,2, 3, 3,2004JJ00,710,0.12,8,12,0.01
2871,2, 3, 3,2005JJ00,735,0.13,8,11,0.01
2872,2, 3, 3,2006JJ00,665,0.13,8,11,0.01
2873,2, 3, 3,2007JJ00,590,0.12,9,15,0.02
2874,2, 3, 3,2008JJ00,540,0.11,8,14,0.02
2875,2, 3, 3,2009JJ00,415,0.08,6,16,0.01
2876,2, 3, 3,2010JJ00,365,0.07,5,13,0.01
2877,2, 3, 4,2004JJ00,1840,0.31,269,146,0.46
2878,2, 3, 4,2005JJ00,600,0.11,94,158,0.17
2879,2, 3, 4,2006JJ00,345,0.07,60,174,0.11
2880,2, 3, 4,2007JJ00,175,0.04,34,191,0.07
2881,2, 3, 4,2008JJ00,135,0.03,32,237,0.06
2882,2, 3, 4,2009JJ00,150,0.03,38,256,0.08
2883,2, 3, 4,2010JJ00,160,0.03,33,205,0.07
2884,2, 3, 5,2004JJ00,100,0.02,11,115,0.02
2885,2, 3, 5,2005JJ00,175,0.03,24,138,0.04
2886,2, 3, 5,2006JJ00,180,0.03,20,110,0.04
2887,2, 3, 5,2007JJ00,120,0.02,14,119,0.03
2888,2, 3, 5,2008JJ00,90,0.02,12,141,0.02
2889,2, 3, 5,2009JJ00,60,0.01,8,142,0.02
2890,2, 3, 5,2010JJ00,55,0.01,10,190,0.02
2891,2, 3, 6,2004JJ00,260,0.04,39,150,0.07
2892,2, 3, 6,2005JJ00,190,0.03,21,110,0.04
2893,2, 3, 6,2006JJ00,170,0.03,13,80,0.03
2894,2, 3, 6,2007JJ00,190,0.04,17,89,0.03
2895,2, 3, 6,2008JJ00,180,0.04,20,109,0.04
2896,2, 3, 6,2009JJ00,155,0.03,15,98,0.03
2897,2, 3, 6,2010JJ00,130,0.03,12,92,0.02
2898,2, 3, 7,2004JJ00,330,0.06,81,245,0.14
2899,2, 3, 7,2005JJ00,225,0.04,61,270,0.11
2900,2, 3, 7,2006JJ00,170,0.03,55,321,0.1
2901,2, 3, 7,2007JJ00,135,0.03,43,321,0.09
2902,2, 3, 7,2008JJ00,120,0.02,41,345,0.08
2903,2, 3, 7,2009JJ00,85,0.02,33,391,0.07
2904,2, 3, 7,2010JJ00,95,0.02,40,427,0.08
2905,2, 3, 8,2004JJ00,4535,0.77,318,70,0.54
2906,2, 3, 8,2005JJ00,3805,0.69,343,90,0.62
2907,2, 3, 8,2006JJ00,3310,0.63,303,92,0.58
2908,2, 3, 8,2007JJ00,2585,0.51,250,97,0.5
2909,2, 3, 8,2008JJ00,2465,0.5,253,103,0.51
2910,2, 3, 8,2009JJ00,2345,0.48,265,113,0.54
2911,2, 3, 8,2010JJ00,2400,0.49,277,116,0.56
2912,2, 3, 9,2004JJ00,3980,0.68,321,81,0.55
2913,2, 3, 9,2005JJ00,1315,0.24,90,69,0.16
2914,2, 3, 9,2006JJ00,905,0.17,54,60,0.1
2915,2, 3, 9,2007JJ00,720,0.14,50,70,0.1
2916,2, 3, 9,2008JJ00,660,0.13,52,79,0.11
2917,2, 3, 9,2009JJ00,635,0.13,49,77,0.1
2918,2, 3, 9,2010JJ00,680,0.14,58,86,0.12
2919,2, 3,10,2004JJ00,1400,0.24,41,29,0.07
2920,2, 3,10,2005JJ00,1325,0.24,31,24,0.06
2921,2, 3,10,2006JJ00,1185,0.22,27,22,0.05
2922,2, 3,10,2007JJ00,1035,0.21,26,25,0.05
2923,2, 3,10,2008JJ00,925,0.19,24,26,0.05
2924,2, 3,10,2009JJ00,715,0.15,19,26,0.04
2925,2, 3,10,2010JJ00,645,0.13,16,25,0.03
2926,2, 4, 0,2004JJ00,9530,1.48,950,100,1.48
2927,2, 4, 0,2005JJ00,7380,1.15,754,102,1.18
2928,2, 4, 0,2006JJ00,6775,1.06,717,106,1.13
2929,2, 4, 0,2007JJ00,5975,0.95,631,106,1.01
2930,2, 4, 0,2008JJ00,5635,0.92,624,111,1.02
2931,2, 4, 0,2009JJ00,5125,0.88,590,115,1.01
2932,2, 4, 0,2010JJ00,5000,0.9,597,119,1.08
2933,2, 4, 1,2004JJ00,3150,0.49,243,77,0.38
2934,2, 4, 1,2005JJ00,4110,0.64,388,94,0.6
2935,2, 4, 1,2006JJ00,4240,0.67,408,96,0.64
2936,2, 4, 1,2007JJ00,3770,0.6,381,101,0.61
2937,2, 4, 1,2008JJ00,3550,0.58,376,106,0.62
2938,2, 4, 1,2009JJ00,3430,0.59,388,113,0.66
2939,2, 4, 1,2010JJ00,3510,0.63,407,116,0.73
2940,2, 4, 2,2004JJ00,1905,0.3,135,71,0.21
2941,2, 4, 2,2005JJ00,440,0.07,18,41,0.03
2942,2, 4, 2,2006JJ00,250,0.04,9,37,0.01
2943,2, 4, 2,2007JJ00,285,0.05,12,43,0.02
2944,2, 4, 2,2008JJ00,320,0.05,13,41,0.02
2945,2, 4, 2,2009JJ00,350,0.06,14,42,0.02
2946,2, 4, 2,2010JJ00,340,0.06,14,42,0.03
2947,2, 4, 3,2004JJ00,905,0.14,12,14,0.02
2948,2, 4, 3,2005JJ00,910,0.14,12,13,0.02
2949,2, 4, 3,2006JJ00,880,0.14,11,12,0.02
2950,2, 4, 3,2007JJ00,880,0.14,13,15,0.02
2951,2, 4, 3,2008JJ00,810,0.13,14,17,0.02
2952,2, 4, 3,2009JJ00,610,0.1,10,16,0.02
2953,2, 4, 3,2010JJ00,460,0.08,7,15,0.01
2954,2, 4, 4,2004JJ00,2490,0.39,352,141,0.55
2955,2, 4, 4,2005JJ00,920,0.14,142,154,0.22
2956,2, 4, 4,2006JJ00,540,0.08,106,196,0.17
2957,2, 4, 4,2007JJ00,265,0.04,57,217,0.09
2958,2, 4, 4,2008JJ00,265,0.04,63,237,0.1
2959,2, 4, 4,2009JJ00,230,0.04,55,239,0.09
2960,2, 4, 4,2010JJ00,255,0.05,63,249,0.11
2961,2, 4, 5,2004JJ00,160,0.02,15,93,0.02
2962,2, 4, 5,2005JJ00,250,0.04,30,119,0.05
2963,2, 4, 5,2006JJ00,240,0.04,28,119,0.04
2964,2, 4, 5,2007JJ00,190,0.03,24,126,0.04
2965,2, 4, 5,2008JJ00,155,0.03,24,158,0.04
2966,2, 4, 5,2009JJ00,105,0.02,16,156,0.03
2967,2, 4, 5,2010JJ00,85,0.02,14,164,0.03
2968,2, 4, 6,2004JJ00,400,0.06,51,128,0.08
2969,2, 4, 6,2005JJ00,290,0.05,26,89,0.04
2970,2, 4, 6,2006JJ00,270,0.04,29,108,0.05
2971,2, 4, 6,2007JJ00,290,0.05,35,121,0.06
2972,2, 4, 6,2008JJ00,290,0.05,35,119,0.06
2973,2, 4, 6,2009JJ00,215,0.04,28,128,0.05
2974,2, 4, 6,2010JJ00,205,0.04,24,117,0.04
2975,2, 4, 7,2004JJ00,520,0.08,141,272,0.22
2976,2, 4, 7,2005JJ00,455,0.07,138,304,0.22
2977,2, 4, 7,2006JJ00,365,0.06,125,346,0.2
2978,2, 4, 7,2007JJ00,295,0.05,108,367,0.17
2979,2, 4, 7,2008JJ00,245,0.04,99,404,0.16
2980,2, 4, 7,2009JJ00,185,0.03,78,420,0.13
2981,2, 4, 7,2010JJ00,150,0.03,68,457,0.12
2982,2, 4, 8,2004JJ00,6320,0.98,469,74,0.73
2983,2, 4, 8,2005JJ00,5740,0.89,576,100,0.9
2984,2, 4, 8,2006JJ00,5380,0.84,561,104,0.88
2985,2, 4, 8,2007JJ00,4520,0.72,489,108,0.78
2986,2, 4, 8,2008JJ00,4215,0.69,484,115,0.79
2987,2, 4, 8,2009JJ00,3950,0.68,469,119,0.8
2988,2, 4, 8,2010JJ00,4000,0.72,487,122,0.88
2989,2, 4, 9,2004JJ00,5315,0.83,414,78,0.64
2990,2, 4, 9,2005JJ00,2110,0.33,127,60,0.2
2991,2, 4, 9,2006JJ00,1420,0.22,100,71,0.16
2992,2, 4, 9,2007JJ00,1135,0.18,93,82,0.15
2993,2, 4, 9,2008JJ00,1125,0.18,94,84,0.15
2994,2, 4, 9,2009JJ00,980,0.17,88,90,0.15
2995,2, 4, 9,2010JJ00,945,0.17,83,88,0.15
2996,2, 4,10,2004JJ00,1985,0.31,66,33,0.1
2997,2, 4,10,2005JJ00,1905,0.3,51,27,0.08
2998,2, 4,10,2006JJ00,1750,0.27,55,32,0.09
2999,2, 4,10,2007JJ00,1655,0.26,49,30,0.08
3000,2, 4,10,2008JJ00,1495,0.25,46,31,0.08
3001,2, 4,10,2009JJ00,1115,0.19,32,29,0.06
3002,2, 4,10,2010JJ00,895,0.16,27,30,0.05
3003,2, 5, 0,2004JJ00,10115,1.57,1083,107,1.68
3004,2, 5, 0,2005JJ00,8280,1.28,929,112,1.44
3005,2, 5, 0,2006JJ00,7760,1.21,853,110,1.33
3006,2, 5, 0,2007JJ00,7175,1.12,793,110,1.24
3007,2, 5, 0,2008JJ00,7080,1.11,767,108,1.2
3008,2, 5, 0,2009JJ00,6835,1.07,810,119,1.27
3009,2, 5, 0,2010JJ00,6965,1.09,860,123,1.35
3010,2, 5, 1,2004JJ00,3505,0.55,293,84,0.46
3011,2, 5, 1,2005JJ00,4440,0.69,460,104,0.71
3012,2, 5, 1,2006JJ00,4565,0.71,480,105,0.75
3013,2, 5, 1,2007JJ00,4255,0.67,453,107,0.71
3014,2, 5, 1,2008JJ00,4280,0.67,465,109,0.73
3015,2, 5, 1,2009JJ00,4365,0.68,507,116,0.8
3016,2, 5, 1,2010JJ00,4680,0.73,565,121,0.88
3017,2, 5, 2,2004JJ00,1440,0.22,101,70,0.16
3018,2, 5, 2,2005JJ00,385,0.06,18,46,0.03
3019,2, 5, 2,2006JJ00,290,0.05,9,31,0.01
3020,2, 5, 2,2007JJ00,340,0.05,15,45,0.02
3021,2, 5, 2,2008JJ00,405,0.06,20,49,0.03
3022,2, 5, 2,2009JJ00,465,0.07,19,41,0.03
3023,2, 5, 2,2010JJ00,495,0.08,21,43,0.03
3024,2, 5, 3,2004JJ00,1165,0.18,21,18,0.03
3025,2, 5, 3,2005JJ00,1120,0.17,15,13,0.02
3026,2, 5, 3,2006JJ00,1105,0.17,14,13,0.02
3027,2, 5, 3,2007JJ00,1095,0.17,17,15,0.03
3028,2, 5, 3,2008JJ00,1070,0.17,17,16,0.03
3029,2, 5, 3,2009JJ00,815,0.13,15,18,0.02
3030,2, 5, 3,2010JJ00,655,0.1,10,15,0.02
3031,2, 5, 4,2004JJ00,2585,0.4,369,143,0.57
3032,2, 5, 4,2005JJ00,995,0.15,165,166,0.26
3033,2, 5, 4,2006JJ00,530,0.08,95,180,0.15
3034,2, 5, 4,2007JJ00,335,0.05,61,183,0.1
3035,2, 5, 4,2008JJ00,340,0.05,71,211,0.11
3036,2, 5, 4,2009JJ00,355,0.06,85,240,0.13
3037,2, 5, 4,2010JJ00,390,0.06,98,249,0.15
3038,2, 5, 5,2004JJ00,215,0.03,25,117,0.04
3039,2, 5, 5,2005JJ00,320,0.05,41,128,0.06
3040,2, 5, 5,2006JJ00,305,0.05,41,136,0.06
3041,2, 5, 5,2007JJ00,250,0.04,37,148,0.06
3042,2, 5, 5,2008JJ00,160,0.02,22,140,0.03
3043,2, 5, 5,2009JJ00,135,0.02,19,143,0.03
3044,2, 5, 5,2010JJ00,120,0.02,18,152,0.03
3045,2, 5, 6,2004JJ00,485,0.08,66,137,0.1
3046,2, 5, 6,2005JJ00,405,0.06,39,96,0.06
3047,2, 5, 6,2006JJ00,430,0.07,43,100,0.07
3048,2, 5, 6,2007JJ00,470,0.07,54,115,0.08
3049,2, 5, 6,2008JJ00,490,0.08,50,103,0.08
3050,2, 5, 6,2009JJ00,385,0.06,48,125,0.08
3051,2, 5, 6,2010JJ00,365,0.06,45,123,0.07
3052,2, 5, 7,2004JJ00,720,0.11,207,286,0.32
3053,2, 5, 7,2005JJ00,615,0.1,192,312,0.3
3054,2, 5, 7,2006JJ00,535,0.08,170,319,0.26
3055,2, 5, 7,2007JJ00,430,0.07,155,358,0.24
3056,2, 5, 7,2008JJ00,340,0.05,121,356,0.19
3057,2, 5, 7,2009JJ00,310,0.05,116,372,0.18
3058,2, 5, 7,2010JJ00,260,0.04,103,396,0.16
3059,2, 5, 8,2004JJ00,7030,1.09,557,79,0.87
3060,2, 5, 8,2005JJ00,6370,0.99,690,108,1.07
3061,2, 5, 8,2006JJ00,5935,0.92,658,111,1.02
3062,2, 5, 8,2007JJ00,5270,0.83,593,113,0.93
3063,2, 5, 8,2008JJ00,5115,0.8,581,114,0.91
3064,2, 5, 8,2009JJ00,5170,0.81,627,121,0.98
3065,2, 5, 8,2010JJ00,5450,0.85,684,125,1.07
3066,2, 5, 9,2004JJ00,5230,0.81,426,81,0.66
3067,2, 5, 9,2005JJ00,2400,0.37,156,65,0.24
3068,2, 5, 9,2006JJ00,1785,0.28,121,68,0.19
3069,2, 5, 9,2007JJ00,1575,0.25,125,79,0.2
3070,2, 5, 9,2008JJ00,1570,0.25,127,81,0.2
3071,2, 5, 9,2009JJ00,1520,0.24,129,85,0.2
3072,2, 5, 9,2010JJ00,1515,0.24,134,88,0.21
3073,2, 5,10,2004JJ00,2585,0.4,100,39,0.16
3074,2, 5,10,2005JJ00,2460,0.38,83,34,0.13
3075,2, 5,10,2006JJ00,2370,0.37,73,31,0.11
3076,2, 5,10,2007JJ00,2245,0.35,74,33,0.12
3077,2, 5,10,2008JJ00,2055,0.32,59,29,0.09
3078,2, 5,10,2009JJ00,1645,0.26,54,33,0.08
3079,2, 5,10,2010JJ00,1400,0.22,42,30,0.07
3080,2, 6, 0,2004JJ00,10445,1.75,1155,111,1.94
3081,2, 6, 0,2005JJ00,9120,1.51,1040,114,1.73
3082,2, 6, 0,2006JJ00,8970,1.47,1043,116,1.7
3083,2, 6, 0,2007JJ00,8770,1.42,987,112,1.59
3084,2, 6, 0,2008JJ00,8755,1.39,999,114,1.59
3085,2, 6, 0,2009JJ00,8695,1.37,1042,120,1.64
3086,2, 6, 0,2010JJ00,8890,1.39,1107,125,1.73
3087,2, 6, 1,2004JJ00,3515,0.59,308,88,0.52
3088,2, 6, 1,2005JJ00,4395,0.73,468,107,0.78
3089,2, 6, 1,2006JJ00,4690,0.77,502,107,0.82
3090,2, 6, 1,2007JJ00,4755,0.77,519,109,0.84
3091,2, 6, 1,2008JJ00,4910,0.78,536,109,0.85
3092,2, 6, 1,2009JJ00,5060,0.79,581,115,0.91
3093,2, 6, 1,2010JJ00,5350,0.83,634,118,0.99
3094,2, 6, 2,2004JJ00,1090,0.18,80,73,0.13
3095,2, 6, 2,2005JJ00,390,0.06,20,51,0.03
3096,2, 6, 2,2006JJ00,305,0.05,14,46,0.02
3097,2, 6, 2,2007JJ00,450,0.07,25,55,0.04
3098,2, 6, 2,2008JJ00,560,0.09,37,66,0.06
3099,2, 6, 2,2009JJ00,650,0.1,34,53,0.05
3100,2, 6, 2,2010JJ00,785,0.12,43,56,0.07
3101,2, 6, 3,2004JJ00,1475,0.25,30,20,0.05
3102,2, 6, 3,2005JJ00,1425,0.24,20,14,0.03
3103,2, 6, 3,2006JJ00,1525,0.25,21,14,0.03
3104,2, 6, 3,2007JJ00,1455,0.24,23,16,0.04
3105,2, 6, 3,2008JJ00,1310,0.21,20,15,0.03
3106,2, 6, 3,2009JJ00,1045,0.16,16,15,0.02
3107,2, 6, 3,2010JJ00,950,0.15,14,15,0.02
3108,2, 6, 4,2004JJ00,2540,0.43,367,144,0.62
3109,2, 6, 4,2005JJ00,1000,0.17,161,161,0.27
3110,2, 6, 4,2006JJ00,665,0.11,119,180,0.19
3111,2, 6, 4,2007JJ00,465,0.08,100,216,0.16
3112,2, 6, 4,2008JJ00,475,0.08,105,221,0.17
3113,2, 6, 4,2009JJ00,550,0.09,126,228,0.2
3114,2, 6, 4,2010JJ00,595,0.09,146,245,0.23
3115,2, 6, 5,2004JJ00,270,0.05,32,119,0.05
3116,2, 6, 5,2005JJ00,395,0.07,53,133,0.09
3117,2, 6, 5,2006JJ00,385,0.06,50,131,0.08
3118,2, 6, 5,2007JJ00,295,0.05,37,126,0.06
3119,2, 6, 5,2008JJ00,215,0.03,28,129,0.04
3120,2, 6, 5,2009JJ00,195,0.03,27,137,0.04
3121,2, 6, 5,2010JJ00,165,0.03,27,162,0.04
3122,2, 6, 6,2004JJ00,645,0.11,83,128,0.14
3123,2, 6, 6,2005JJ00,625,0.1,54,86,0.09
3124,2, 6, 6,2006JJ00,575,0.09,55,95,0.09
3125,2, 6, 6,2007JJ00,700,0.11,66,95,0.11
3126,2, 6, 6,2008JJ00,735,0.12,70,96,0.11
3127,2, 6, 6,2009JJ00,690,0.11,73,105,0.11
3128,2, 6, 6,2010JJ00,605,0.09,79,131,0.12
3129,2, 6, 7,2004JJ00,900,0.15,255,283,0.43
3130,2, 6, 7,2005JJ00,890,0.15,265,298,0.44
3131,2, 6, 7,2006JJ00,830,0.14,282,339,0.46
3132,2, 6, 7,2007JJ00,650,0.1,217,334,0.35
3133,2, 6, 7,2008JJ00,545,0.09,203,373,0.32
3134,2, 6, 7,2009JJ00,505,0.08,186,367,0.29
3135,2, 6, 7,2010JJ00,435,0.07,164,377,0.26
3136,2, 6, 8,2004JJ00,7230,1.21,598,83,1.0
3137,2, 6, 8,2005JJ00,6680,1.11,730,109,1.21
3138,2, 6, 8,2006JJ00,6570,1.07,746,114,1.22
3139,2, 6, 8,2007JJ00,6165,1.0,713,116,1.15
3140,2, 6, 8,2008JJ00,6150,0.98,712,116,1.13
3141,2, 6, 8,2009JJ00,6310,0.99,761,121,1.2
3142,2, 6, 8,2010JJ00,6550,1.02,812,124,1.27
3143,2, 6, 9,2004JJ00,5180,0.87,411,79,0.69
3144,2, 6, 9,2005JJ00,2900,0.48,190,65,0.31
3145,2, 6, 9,2006JJ00,2375,0.39,182,76,0.3
3146,2, 6, 9,2007JJ00,2265,0.37,174,77,0.28
3147,2, 6, 9,2008JJ00,2315,0.37,202,87,0.32
3148,2, 6, 9,2009JJ00,2400,0.38,207,86,0.32
3149,2, 6, 9,2010JJ00,2420,0.38,225,93,0.35
3150,2, 6,10,2004JJ00,3295,0.55,147,45,0.25
3151,2, 6,10,2005JJ00,3335,0.55,121,36,0.2
3152,2, 6,10,2006JJ00,3310,0.54,115,35,0.19
3153,2, 6,10,2007JJ00,3100,0.5,100,32,0.16
3154,2, 6,10,2008JJ00,2805,0.45,86,31,0.14
3155,2, 6,10,2009JJ00,2435,0.38,75,31,0.12
3156,2, 6,10,2010JJ00,2160,0.34,71,33,0.11
3157,2, 7, 0,2004JJ00,12765,2.32,1448,113,2.63
3158,2, 7, 0,2005JJ00,11410,2.05,1344,118,2.42
3159,2, 7, 0,2006JJ00,11300,2.01,1327,117,2.36
3160,2, 7, 0,2007JJ00,11075,1.95,1296,117,2.28
3161,2, 7, 0,2008JJ00,11375,1.97,1339,118,2.32
3162,2, 7, 0,2009JJ00,11240,1.92,1386,123,2.36
3163,2, 7, 0,2010JJ00,11425,1.92,1467,128,2.47
3164,2, 7, 1,2004JJ00,4170,0.76,368,88,0.67
3165,2, 7, 1,2005JJ00,5100,0.92,559,110,1.01
3166,2, 7, 1,2006JJ00,5380,0.96,588,109,1.04
3167,2, 7, 1,2007JJ00,5425,0.96,590,109,1.04
3168,2, 7, 1,2008JJ00,5615,0.97,623,111,1.08
3169,2, 7, 1,2009JJ00,5880,1.0,674,115,1.15
3170,2, 7, 1,2010JJ00,6170,1.04,734,119,1.23
3171,2, 7, 2,2004JJ00,1045,0.19,65,62,0.12
3172,2, 7, 2,2005JJ00,450,0.08,19,43,0.03
3173,2, 7, 2,2006JJ00,465,0.08,20,43,0.04
3174,2, 7, 2,2007JJ00,665,0.12,26,39,0.05
3175,2, 7, 2,2008JJ00,810,0.14,40,49,0.07
3176,2, 7, 2,2009JJ00,940,0.16,56,60,0.1
3177,2, 7, 2,2010JJ00,1050,0.18,57,54,0.1
3178,2, 7, 3,2004JJ00,2040,0.37,44,21,0.08
3179,2, 7, 3,2005JJ00,1900,0.34,29,15,0.05
3180,2, 7, 3,2006JJ00,1955,0.35,28,14,0.05
3181,2, 7, 3,2007JJ00,1850,0.33,31,17,0.06
3182,2, 7, 3,2008JJ00,1815,0.31,34,19,0.06
3183,2, 7, 3,2009JJ00,1475,0.25,26,18,0.04
3184,2, 7, 3,2010JJ00,1245,0.21,18,14,0.03
3185,2, 7, 4,2004JJ00,2905,0.53,403,139,0.73
3186,2, 7, 4,2005JJ00,1200,0.22,186,155,0.33
3187,2, 7, 4,2006JJ00,820,0.15,142,173,0.25
3188,2, 7, 4,2007JJ00,630,0.11,134,213,0.24
3189,2, 7, 4,2008JJ00,760,0.13,158,208,0.27
3190,2, 7, 4,2009JJ00,825,0.14,195,236,0.33
3191,2, 7, 4,2010JJ00,965,0.16,235,243,0.39
3192,2, 7, 5,2004JJ00,380,0.07,45,117,0.08
3193,2, 7, 5,2005JJ00,490,0.09,57,116,0.1
3194,2, 7, 5,2006JJ00,510,0.09,69,134,0.12
3195,2, 7, 5,2007JJ00,385,0.07,55,142,0.1
3196,2, 7, 5,2008JJ00,310,0.05,44,141,0.08
3197,2, 7, 5,2009JJ00,275,0.05,41,150,0.07
3198,2, 7, 5,2010JJ00,240,0.04,34,143,0.06
3199,2, 7, 6,2004JJ00,885,0.16,123,139,0.22
3200,2, 7, 6,2005JJ00,925,0.17,76,82,0.14
3201,2, 7, 6,2006JJ00,955,0.17,83,87,0.15
3202,2, 7, 6,2007JJ00,1115,0.2,113,101,0.2
3203,2, 7, 6,2008JJ00,1130,0.2,113,100,0.2
3204,2, 7, 6,2009JJ00,1060,0.18,108,101,0.18
3205,2, 7, 6,2010JJ00,1010,0.17,105,104,0.18
3206,2, 7, 7,2004JJ00,1340,0.24,400,299,0.73
3207,2, 7, 7,2005JJ00,1345,0.24,417,310,0.75
3208,2, 7, 7,2006JJ00,1215,0.22,398,327,0.71
3209,2, 7, 7,2007JJ00,1000,0.18,347,347,0.61
3210,2, 7, 7,2008JJ00,930,0.16,326,351,0.57
3211,2, 7, 7,2009JJ00,780,0.13,285,366,0.49
3212,2, 7, 7,2010JJ00,745,0.13,283,380,0.48
3213,2, 7, 8,2004JJ00,8795,1.6,735,84,1.33
3214,2, 7, 8,2005JJ00,8135,1.46,905,111,1.63
