ID,BelastingschijfElektriciteit,SBI2008,Perioden,AantalDoorDeSchijfGehaaldeEenheden_1,LeveringVoorEigenGebruik_2,ElektriciteitsproductieTotaal_3,ElektriciteitsproductieAflevering_4,ElektriciteitsproductieVerbruik_5
596,A050895,320000 ,2022JJ00,10,75500.0,24800.0,24800.0,0.0
597,A050895,320705 ,2019JJ00,785,1521200.0,108000.0,101200.0,6700.0
598,A050895,320705 ,2020JJ00,805,1525900.0,143700.0,109700.0,34000.0
599,A050895,320705 ,2022JJ00,810,1600600.0,147100.0,106500.0,40600.0
600,A050895,B000645,2019JJ00,250,821700.0,53500.0,,
601,A050895,B000645,2020JJ00,240,807700.0,75600.0,,
602,A050895,B000645,2022JJ00,240,849400.0,86500.0,57400.0,29100.0
603,A050895,321100 ,2019JJ00,20,99100.0,33300.0,33300.0,0.0
604,A050895,321100 ,2020JJ00,15,116200.0,49800.0,39800.0,10000.0
605,A050895,321100 ,2022JJ00,20,112700.0,,,
606,A050895,800046 ,2019JJ00,515,600500.0,21200.0,,
607,A050895,800046 ,2020JJ00,545,602000.0,18300.0,,
608,A050895,800046 ,2022JJ00,550,638500.0,,,
609,A050895,323700 ,2019JJ00,1050,1108900.0,,,5500.0
610,A050895,323700 ,2020JJ00,1040,1114400.0,,,12300.0
611,A050895,323700 ,2022JJ00,1070,1148800.0,37800.0,12000.0,25800.0
612,A050895,324600 ,2019JJ00,910,435000.0,15400.0,1700.0,13700.0
613,A050895,324600 ,2020JJ00,690,409300.0,28000.0,2600.0,25400.0
614,A050895,324600 ,2022JJ00,890,434600.0,38200.0,13100.0,25200.0
615,A050895,B000646,2019JJ00,260,188100.0,4100.0,,
616,A050895,B000646,2020JJ00,55,171800.0,7900.0,,
617,A050895,B000646,2022JJ00,245,197000.0,10100.0,5200.0,4900.0
618,A050895,B000647,2019JJ00,650,246900.0,11300.0,,
619,A050895,B000647,2020JJ00,630,237600.0,20100.0,,
620,A050895,B000647,2022JJ00,645,237500.0,27000.0,8100.0,18900.0
621,A050895,328100 ,2019JJ00,260,406400.0,,,900.0
622,A050895,328100 ,2020JJ00,185,394500.0,,,1600.0
623,A050895,328100 ,2022JJ00,225,339500.0,22000.0,20400.0,1700.0
624,A050895,800047 ,2019JJ00,155,188200.0,,,300.0
625,A050895,800047 ,2020JJ00,150,203400.0,,,
626,A050895,800047 ,2022JJ00,135,147900.0,21900.0,20400.0,1500.0
627,A050895,800048 ,2019JJ00,105,218300.0,,,600.0
628,A050895,800048 ,2020JJ00,35,191000.0,1200.0,800.0,400.0
629,A050895,800048 ,2022JJ00,90,191600.0,100.0,0.0,100.0
630,A050895,330300 ,2019JJ00,6575,1084500.0,38400.0,2000.0,36300.0
631,A050895,330300 ,2020JJ00,6660,1022900.0,59900.0,13300.0,46500.0
632,A050895,330300 ,2022JJ00,6870,998200.0,118800.0,46100.0,72700.0
633,A050895,332905 ,2019JJ00,1340,851200.0,10000.0,2100.0,7900.0
634,A050895,332905 ,2020JJ00,1195,752100.0,16100.0,1400.0,14700.0
635,A050895,332905 ,2022JJ00,1160,741900.0,53600.0,23400.0,30100.0
636,A050895,339200 ,2019JJ00,490,173400.0,10100.0,4800.0,5200.0
637,A050895,339200 ,2020JJ00,120,155500.0,3400.0,1400.0,2000.0
638,A050895,339200 ,2022JJ00,110,126600.0,16900.0,7800.0,9100.0
639,A050895,339205 ,2019JJ00,1100,328500.0,12300.0,4800.0,7500.0
640,A050895,339205 ,2020JJ00,705,324800.0,5800.0,1800.0,4000.0
641,A050895,339205 ,2022JJ00,695,311500.0,22900.0,9700.0,13200.0
642,A050895,340200 ,2019JJ00,610,155100.0,2200.0,0.0,2200.0
643,A050895,340200 ,2020JJ00,590,169300.0,2400.0,300.0,2000.0
644,A050895,340200 ,2022JJ00,585,184900.0,6000.0,1900.0,4100.0
645,A050895,300023 ,2019JJ00,505,257800.0,5700.0,1000.0,4700.0
646,A050895,300023 ,2020JJ00,505,236000.0,10100.0,2300.0,7800.0
647,A050895,300023 ,2022JJ00,490,202200.0,16900.0,5400.0,11500.0
648,A050895,341600 ,2019JJ00,150,76200.0,3600.0,600.0,3000.0
649,A050895,341600 ,2020JJ00,145,73200.0,5900.0,1200.0,4700.0
650,A050895,341600 ,2022JJ00,170,74000.0,12200.0,4400.0,7800.0
651,A050895,342400 ,2019JJ00,105,69700.0,700.0,0.0,700.0
652,A050895,342400 ,2020JJ00,100,62800.0,1300.0,100.0,1300.0
653,A050895,342400 ,2022JJ00,95,50600.0,800.0,100.0,700.0
654,A050895,344400 ,2019JJ00,255,111900.0,1300.0,400.0,900.0
655,A050895,344400 ,2020JJ00,260,100000.0,2800.0,1000.0,1800.0
656,A050895,344400 ,2022JJ00,220,77600.0,4000.0,1000.0,3000.0
657,A050895,346600 ,2019JJ00,15,121300.0,,,
658,A050895,346600 ,2020JJ00,15,109600.0,,,
659,A050895,346600 ,2022JJ00,15,104100.0,,,
660,A050895,348000 ,2019JJ00,910,1213900.0,536300.0,253600.0,282600.0
661,A050895,348000 ,2020JJ00,895,1225100.0,530800.0,234500.0,296300.0
662,A050895,348000 ,2022JJ00,920,1159500.0,575900.0,280700.0,295200.0
663,A050895,350000 ,2019JJ00,2305,,,,
664,A050895,350000 ,2020JJ00,2395,,,,
665,A050895,350000 ,2022JJ00,2575,,,,
666,A050895,354200 ,2019JJ00,26665,4703500.0,,,
667,A050895,354200 ,2020JJ00,25520,4568100.0,,,
668,A050895,354200 ,2022JJ00,24095,4545200.0,,,
669,A050895,383100 ,2019JJ00,4135,2250000.0,,,
670,A050895,383100 ,2020JJ00,4110,2223800.0,,,
671,A050895,383100 ,2022JJ00,4090,2243200.0,,,
672,A050895,389100 ,2019JJ00,14330,1697400.0,,,
673,A050895,389100 ,2020JJ00,13100,1424300.0,,,
674,A050895,389100 ,2022JJ00,13330,1672400.0,,,
675,A050895,391600 ,2019JJ00,2355,1337200.0,,,
676,A050895,391600 ,2020JJ00,2140,1282700.0,,,
677,A050895,391600 ,2022JJ00,1940,1266500.0,,,
678,A050895,396300 ,2019JJ00,2655,789600.0,,,
679,A050895,396300 ,2020JJ00,2555,717100.0,,,
680,A050895,396300 ,2022JJ00,2420,686100.0,,,
681,A050895,402000 ,2019JJ00,2785,695300.0,,,
682,A050895,402000 ,2020JJ00,2690,,,,
683,A050895,402000 ,2022JJ00,2780,,,,
684,A050895,403300 ,2019JJ00,3010,773500.0,,,
685,A050895,403300 ,2020JJ00,3020,774800.0,,,
686,A050895,403300 ,2022JJ00,3250,882100.0,,,
687,A050895,410200 ,2019JJ00,1260,329100.0,,,
688,A050895,410200 ,2020JJ00,1170,315100.0,,,
689,A050895,410200 ,2022JJ00,1090,296700.0,,,
690,A050895,417400 ,2019JJ00,5490,1864000.0,,,
691,A050895,417400 ,2020JJ00,5315,1783200.0,,,
692,A050895,417400 ,2022JJ00,4890,1720600.0,,,
693,A050895,419000 ,2019JJ00,4000,879800.0,,,
694,A050895,419000 ,2020JJ00,3860,824800.0,,,
695,A050895,419000 ,2022JJ00,4210,893700.0,,,
696,A050895,422400 ,2019JJ00,6515,1998000.0,,,
697,A050895,422400 ,2020JJ00,6305,1951700.0,,,
698,A050895,422400 ,2022JJ00,6040,1878300.0,,,
699,A050895,428100 ,2019JJ00,4445,,,,
700,A050895,428100 ,2020JJ00,4025,,,,
701,A050895,428100 ,2022JJ00,4055,,,,
702,A050895,435500 ,2019JJ00,1320,207500.0,,,
703,A050895,435500 ,2020JJ00,1160,175400.0,,,
704,A050895,435500 ,2022JJ00,1145,184800.0,,,
705,A050895,440900 ,2019JJ00,40,,,,
706,A050895,440900 ,2020JJ00,40,,,,
707,A050895,440900 ,2022JJ00,40,,,,
708,A050896,T001081,2019JJ00,740,32614000.0,,,
709,A050896,T001081,2020JJ00,710,31118900.0,,,
710,A050896,T001081,2022JJ00,680,30314600.0,,,
711,A050896,301000 ,2019JJ00,60,1541600.0,,,
712,A050896,301000 ,2020JJ00,60,1590600.0,,,
713,A050896,301000 ,2022JJ00,20,492800.0,,,
714,A050896,305700 ,2019JJ00,30,1865600.0,,,
715,A050896,305700 ,2020JJ00,30,1536300.0,,,
716,A050896,305700 ,2022JJ00,30,1600300.0,,,
717,A050896,307500 ,2019JJ00,415,21724100.0,6488500.0,2171800.0,4316700.0
718,A050896,307500 ,2020JJ00,390,20481600.0,9342300.0,4074700.0,5267600.0
719,A050896,307500 ,2022JJ00,395,19478900.0,8427600.0,3705700.0,4721900.0
720,A050896,307610 ,2019JJ00,135,2509200.0,1093000.0,170600.0,922400.0
721,A050896,307610 ,2020JJ00,130,2406500.0,1202200.0,212000.0,990200.0
722,A050896,307610 ,2022JJ00,125,2609600.0,1135600.0,257200.0,878400.0
723,A050896,307700 ,2019JJ00,25,226000.0,,0.0,
724,A050896,307700 ,2020JJ00,20,189900.0,3800.0,0.0,3800.0
725,A050896,307700 ,2022JJ00,20,265700.0,,,
726,A050896,308300 ,2019JJ00,20,304200.0,,3800.0,
727,A050896,308300 ,2020JJ00,20,273000.0,,,
728,A050896,308300 ,2022JJ00,20,312000.0,,0.0,
729,A050896,308700 ,2019JJ00,10,78300.0,247300.0,,
730,A050896,308700 ,2020JJ00,5,68100.0,247700.0,,
731,A050896,308700 ,2022JJ00,5,79400.0,235500.0,44800.0,190800.0
732,A050896,309000 ,2019JJ00,20,734200.0,65200.0,0.0,65200.0
733,A050896,309000 ,2020JJ00,20,735700.0,156000.0,25600.0,130400.0
734,A050896,309000 ,2022JJ00,15,753500.0,142400.0,37400.0,105000.0
735,A050896,309300 ,2019JJ00,10,255600.0,490500.0,,
736,A050896,309300 ,2020JJ00,10,312900.0,525800.0,,
737,A050896,309300 ,2022JJ00,10,334400.0,447900.0,147800.0,300200.0
738,A050896,310000 ,2019JJ00,25,334900.0,122600.0,0.0,122600.0
739,A050896,310000 ,2020JJ00,25,335400.0,117000.0,0.0,117000.0
740,A050896,310000 ,2022JJ00,35,347800.0,123600.0,0.0,123600.0
741,A050896,311000 ,2019JJ00,15,386600.0,,24800.0,
742,A050896,311000 ,2020JJ00,15,295800.0,,,1000.0
743,A050896,311000 ,2022JJ00,15,319500.0,,,1900.0
744,A050896,312200 ,2019JJ00,10,189400.0,71600.0,0.0,71600.0
745,A050896,312200 ,2020JJ00,10,195900.0,61900.0,0.0,61900.0
746,A050896,312200 ,2022JJ00,10,197300.0,76400.0,0.0,76400.0
747,A050896,312500 ,2019JJ00,5,42500.0,0.0,0.0,0.0
748,A050896,312500 ,2020JJ00,5,65500.0,0.0,0.0,0.0
749,A050896,312500 ,2022JJ00,5,48500.0,0.0,0.0,0.0
750,A050896,312505 ,2019JJ00,5,42500.0,0.0,0.0,0.0
751,A050896,312505 ,2020JJ00,5,65500.0,0.0,0.0,0.0
752,A050896,312505 ,2022JJ00,5,48500.0,0.0,0.0,0.0
753,A050896,314000 ,2019JJ00,0,0.0,0.0,0.0,0.0
754,A050896,314000 ,2020JJ00,0,0.0,0.0,0.0,0.0
755,A050896,314000 ,2022JJ00,0,0.0,,0.0,
756,A050896,315200 ,2019JJ00,0,0.0,0.0,0.0,0.0
757,A050896,315200 ,2020JJ00,0,0.0,0.0,0.0,0.0
758,A050896,315200 ,2022JJ00,0,0.0,,0.0,
759,A050896,315800 ,2019JJ00,0,0.0,3000.0,0.0,3000.0
760,A050896,315800 ,2020JJ00,0,0.0,4200.0,0.0,4200.0
761,A050896,315800 ,2022JJ00,0,0.0,0.0,0.0,0.0
762,A050896,317105 ,2019JJ00,20,922600.0,660100.0,163500.0,496600.0
763,A050896,317105 ,2020JJ00,20,848900.0,592800.0,98500.0,494300.0
764,A050896,317105 ,2022JJ00,25,827200.0,563200.0,145600.0,417600.0
765,A050896,317100 ,2019JJ00,20,882000.0,660100.0,163500.0,496600.0
766,A050896,317100 ,2020JJ00,15,817500.0,592800.0,98500.0,494300.0
767,A050896,317100 ,2022JJ00,20,792200.0,563200.0,145600.0,417600.0
768,A050896,318600 ,2019JJ00,5,40600.0,0.0,0.0,0.0
769,A050896,318600 ,2020JJ00,5,31500.0,0.0,0.0,0.0
770,A050896,318600 ,2022JJ00,5,35000.0,0.0,0.0,0.0
771,A050896,320000 ,2019JJ00,5,1572700.0,1700800.0,452800.0,1248100.0
772,A050896,320000 ,2020JJ00,5,1202300.0,1776200.0,438600.0,1337600.0
773,A050896,320000 ,2022JJ00,5,1468200.0,1589700.0,414500.0,1175100.0
774,A050896,320705 ,2019JJ00,100,9665600.0,2902600.0,1266100.0,1636500.0
775,A050896,320705 ,2020JJ00,95,9509300.0,5634800.0,3207800.0,2427000.0
776,A050896,320705 ,2022JJ00,100,9546400.0,4871700.0,2650800.0,2220900.0
777,A050896,B000645,2019JJ00,60,7025300.0,1816400.0,845500.0,970800.0
778,A050896,B000645,2020JJ00,55,6757000.0,4673900.0,2759800.0,1914100.0
779,A050896,B000645,2022JJ00,60,6909400.0,3849000.0,2155800.0,1693200.0
780,A050896,321100 ,2019JJ00,10,1868500.0,1056700.0,420600.0,636200.0
781,A050896,321100 ,2020JJ00,10,1984800.0,939800.0,448000.0,491800.0
782,A050896,321100 ,2022JJ00,10,1821300.0,,,
783,A050896,800046 ,2019JJ00,30,771900.0,29500.0,0.0,29500.0
784,A050896,800046 ,2020JJ00,30,767500.0,21100.0,0.0,21100.0
785,A050896,800046 ,2022JJ00,35,815600.0,,,
786,A050896,323700 ,2019JJ00,45,535400.0,1500.0,0.0,1500.0
787,A050896,323700 ,2020JJ00,45,524100.0,4600.0,0.0,4600.0
788,A050896,323700 ,2022JJ00,40,456900.0,4900.0,0.0,4900.0
789,A050896,324600 ,2019JJ00,20,645400.0,5900.0,0.0,5900.0
790,A050896,324600 ,2020JJ00,20,596400.0,6600.0,0.0,6600.0
791,A050896,324600 ,2022JJ00,20,654400.0,12900.0,0.0,12900.0
792,A050896,B000646,2019JJ00,10,398100.0,1100.0,0.0,1100.0
793,A050896,B000646,2020JJ00,10,390700.0,2700.0,0.0,2700.0
794,A050896,B000646,2022JJ00,10,461600.0,7900.0,0.0,7900.0
795,A050896,B000647,2019JJ00,10,247300.0,4800.0,0.0,4800.0
796,A050896,B000647,2020JJ00,10,205700.0,3900.0,0.0,3900.0
797,A050896,B000647,2022JJ00,10,192800.0,6200.0,0.0,6200.0
798,A050896,328100 ,2019JJ00,25,4737600.0,118800.0,118800.0,0.0
799,A050896,328100 ,2020JJ00,25,4415600.0,117900.0,117900.0,0.0
800,A050896,328100 ,2022JJ00,20,2909000.0,235900.0,235100.0,800.0
801,A050896,800047 ,2019JJ00,10,2263700.0,118800.0,118800.0,0.0
802,A050896,800047 ,2020JJ00,10,2001300.0,117900.0,117900.0,0.0
803,A050896,800047 ,2022JJ00,5,2019000.0,235900.0,235100.0,800.0
804,A050896,800048 ,2019JJ00,15,2473800.0,0.0,0.0,0.0
805,A050896,800048 ,2020JJ00,10,2414200.0,0.0,0.0,0.0
806,A050896,800048 ,2022JJ00,10,890100.0,,0.0,
807,A050896,330300 ,2019JJ00,15,240900.0,0.0,0.0,0.0
808,A050896,330300 ,2020JJ00,10,150100.0,0.0,0.0,0.0
809,A050896,330300 ,2022JJ00,15,180200.0,3500.0,0.0,3500.0
810,A050896,332905 ,2019JJ00,25,549900.0,500.0,0.0,500.0
811,A050896,332905 ,2020JJ00,20,511000.0,800.0,0.0,800.0
812,A050896,332905 ,2022JJ00,20,539400.0,1500.0,0.0,1500.0
813,A050896,339200 ,2019JJ00,5,263200.0,1100.0,0.0,1100.0
814,A050896,339200 ,2020JJ00,5,216600.0,700.0,0.0,700.0
815,A050896,339200 ,2022JJ00,5,185600.0,1000.0,0.0,1000.0
816,A050896,339205 ,2019JJ00,10,282700.0,2000.0,0.0,2000.0
817,A050896,339205 ,2020JJ00,10,238700.0,1900.0,0.0,1900.0
818,A050896,339205 ,2022JJ00,5,224100.0,2500.0,0.0,2500.0
819,A050896,340200 ,2019JJ00,5,19400.0,1000.0,0.0,1000.0
820,A050896,340200 ,2020JJ00,5,22200.0,1200.0,0.0,1200.0
821,A050896,340200 ,2022JJ00,5,38500.0,1500.0,0.0,1500.0
822,A050896,300023 ,2019JJ00,0,19600.0,400.0,0.0,400.0
823,A050896,300023 ,2020JJ00,0,13300.0,300.0,0.0,300.0
824,A050896,300023 ,2022JJ00,0,15000.0,1900.0,0.0,1900.0
825,A050896,341600 ,2019JJ00,0,700.0,400.0,0.0,400.0
826,A050896,341600 ,2020JJ00,0,600.0,300.0,0.0,300.0
827,A050896,341600 ,2022JJ00,0,0.0,1900.0,0.0,1900.0
828,A050896,342400 ,2019JJ00,0,0.0,0.0,0.0,0.0
829,A050896,342400 ,2020JJ00,0,0.0,0.0,0.0,0.0
830,A050896,342400 ,2022JJ00,0,0.0,0.0,0.0,0.0
831,A050896,344400 ,2019JJ00,0,18900.0,0.0,0.0,0.0
832,A050896,344400 ,2020JJ00,0,12700.0,0.0,0.0,0.0
833,A050896,344400 ,2022JJ00,0,15000.0,0.0,0.0,0.0
834,A050896,346600 ,2019JJ00,10,435800.0,,,
835,A050896,346600 ,2020JJ00,10,178600.0,,,
836,A050896,346600 ,2022JJ00,5,169700.0,,,
837,A050896,348000 ,2019JJ00,35,912000.0,4167800.0,3407000.0,760800.0
838,A050896,348000 ,2020JJ00,35,881900.0,4269100.0,3540600.0,728500.0
839,A050896,348000 ,2022JJ00,35,929400.0,4590800.0,3676900.0,914000.0
840,A050896,350000 ,2019JJ00,0,,,,
841,A050896,350000 ,2020JJ00,0,,,,
842,A050896,350000 ,2022JJ00,0,,,,
843,A050896,354200 ,2019JJ00,10,56800.0,,,
844,A050896,354200 ,2020JJ00,10,73700.0,,,
845,A050896,354200 ,2022JJ00,15,88700.0,,,
846,A050896,383100 ,2019JJ00,45,2929800.0,,,
847,A050896,383100 ,2020JJ00,40,2839900.0,,,
848,A050896,383100 ,2022JJ00,40,2948500.0,,,
849,A050896,389100 ,2019JJ00,0,0.0,,,
850,A050896,389100 ,2020JJ00,0,0.0,,,
851,A050896,389100 ,2022JJ00,0,0.0,,,
852,A050896,391600 ,2019JJ00,45,2063300.0,,,
853,A050896,391600 ,2020JJ00,45,2470700.0,,,
854,A050896,391600 ,2022JJ00,50,3526800.0,,,
855,A050896,396300 ,2019JJ00,10,37600.0,,,
856,A050896,396300 ,2020JJ00,5,27300.0,,,
857,A050896,396300 ,2022JJ00,5,17600.0,,,
858,A050896,402000 ,2019JJ00,5,8900.0,,,
859,A050896,402000 ,2020JJ00,0,,,,
860,A050896,402000 ,2022JJ00,0,,,,
861,A050896,403300 ,2019JJ00,5,128000.0,,,
862,A050896,403300 ,2020JJ00,5,125100.0,,,
863,A050896,403300 ,2022JJ00,5,114400.0,,,
864,A050896,410200 ,2019JJ00,10,103900.0,,,
865,A050896,410200 ,2020JJ00,5,87200.0,,,
866,A050896,410200 ,2022JJ00,10,84700.0,,,
867,A050896,417400 ,2019JJ00,20,182500.0,,,
868,A050896,417400 ,2020JJ00,20,193300.0,,,
869,A050896,417400 ,2022JJ00,20,172900.0,,,
870,A050896,419000 ,2019JJ00,10,164000.0,,,
871,A050896,419000 ,2020JJ00,10,147600.0,,,
872,A050896,419000 ,2022JJ00,10,180900.0,,,
873,A050896,422400 ,2019JJ00,35,439000.0,,,
874,A050896,422400 ,2020JJ00,35,460800.0,,,
875,A050896,422400 ,2022JJ00,35,483700.0,,,
876,A050896,428100 ,2019JJ00,0,,,,
877,A050896,428100 ,2020JJ00,0,,,,
878,A050896,428100 ,2022JJ00,0,,,,
879,A050896,435500 ,2019JJ00,0,0.0,,,
880,A050896,435500 ,2020JJ00,0,0.0,,,
881,A050896,435500 ,2022JJ00,0,0.0,,,
882,A050896,440900 ,2019JJ00,0,,,,
883,A050896,440900 ,2020JJ00,0,,,,
884,A050896,440900 ,2022JJ00,0,,,,
