ID,Energiedragers,NederlandseEconomie,Perioden,Winning_1,IntermediairEnHuishoudelijkVerbruik_2,Invoer_3,Productie_4,NettoEnergieverbruik_5,Uitvoer_6
21315,E006607,B000608,2019JJ00,,47.1,,,,
21316,E006607,B000608,2020JJ00,,47.9,,,,
21317,E006607,B000608,2021JJ00,,49.0,,,,
21318,E006607,B000608,2022JJ00,,48.8,,,,
21319,E006607,B000608,2023JJ00,,46.5,,,,
21320,E006608,B000579,2014JJ00,,234.4,,234.4,,0.0
21321,E006608,B000579,2015JJ00,,210.3,,210.3,,0.0
21322,E006608,B000579,2016JJ00,,202.5,,202.5,,0.0
21323,E006608,B000579,2017JJ00,,205.3,,205.3,,0.0
21324,E006608,B000579,2018JJ00,,191.2,,191.2,,0.0
21325,E006608,B000579,2019JJ00,,200.4,,200.4,,0.0
21326,E006608,B000579,2020JJ00,,201.6,,201.6,,0.0
21327,E006608,B000579,2021JJ00,,206.7,,206.7,,0.0
21328,E006608,B000579,2022JJ00,,185.0,,185.0,,0.0
21329,E006608,B000579,2023JJ00,,172.4,,172.4,,0.0
21330,E006608,T001081,2014JJ00,,220.9,,234.4,,0.0
21331,E006608,T001081,2015JJ00,,198.3,,210.3,,0.0
21332,E006608,T001081,2016JJ00,,190.3,,202.5,,0.0
21333,E006608,T001081,2017JJ00,,193.4,,205.3,,0.0
21334,E006608,T001081,2018JJ00,,178.7,,191.2,,0.0
21335,E006608,T001081,2019JJ00,,188.3,,200.4,,0.0
21336,E006608,T001081,2020JJ00,,189.8,,201.6,,0.0
21337,E006608,T001081,2021JJ00,,193.4,,206.7,,0.0
21338,E006608,T001081,2022JJ00,,174.3,,185.0,,0.0
21339,E006608,T001081,2023JJ00,,162.5,,172.4,,0.0
21340,E006608,301000 ,2014JJ00,,52.1,,48.2,,
21341,E006608,301000 ,2015JJ00,,46.7,,43.2,,
21342,E006608,301000 ,2016JJ00,,42.7,,39.0,,
21343,E006608,301000 ,2017JJ00,,46.7,,43.0,,
21344,E006608,301000 ,2018JJ00,,47.8,,44.3,,
21345,E006608,301000 ,2019JJ00,,51.4,,47.9,,
21346,E006608,301000 ,2020JJ00,,50.5,,47.2,,
21347,E006608,301000 ,2021JJ00,,55.2,,51.7,,
21348,E006608,301000 ,2022JJ00,,40.7,,37.3,,
21349,E006608,301000 ,2023JJ00,,42.6,,40.6,,
21350,E006608,301100 ,2014JJ00,,52.1,,48.2,,
21351,E006608,301100 ,2015JJ00,,46.7,,43.2,,
21352,E006608,301100 ,2016JJ00,,42.7,,39.0,,
21353,E006608,301100 ,2017JJ00,,46.7,,43.0,,
21354,E006608,301100 ,2018JJ00,,47.8,,44.3,,
21355,E006608,301100 ,2019JJ00,,51.4,,47.9,,
21356,E006608,301100 ,2020JJ00,,50.5,,47.2,,
21357,E006608,301100 ,2021JJ00,,55.2,,51.7,,
21358,E006608,301100 ,2022JJ00,,40.7,,37.3,,
21359,E006608,301100 ,2023JJ00,,42.6,,40.6,,
21360,E006608,304300 ,2014JJ00,,,,,,
21361,E006608,304300 ,2015JJ00,,,,,,
21362,E006608,304300 ,2016JJ00,,,,,,
21363,E006608,304300 ,2017JJ00,,,,,,
21364,E006608,304300 ,2018JJ00,,,,,,
21365,E006608,304300 ,2019JJ00,,,,,,
21366,E006608,304300 ,2020JJ00,,,,,,
21367,E006608,304300 ,2021JJ00,,,,,,
21368,E006608,304300 ,2022JJ00,,,,,,
21369,E006608,304300 ,2023JJ00,,,,,,
21370,E006608,305000 ,2014JJ00,,,,,,
21371,E006608,305000 ,2015JJ00,,,,,,
21372,E006608,305000 ,2016JJ00,,,,,,
21373,E006608,305000 ,2017JJ00,,,,,,
21374,E006608,305000 ,2018JJ00,,,,,,
21375,E006608,305000 ,2019JJ00,,,,,,
21376,E006608,305000 ,2020JJ00,,,,,,
21377,E006608,305000 ,2021JJ00,,,,,,
21378,E006608,305000 ,2022JJ00,,,,,,
21379,E006608,305000 ,2023JJ00,,,,,,
21380,E006608,305700 ,2014JJ00,,2.0,,,,
21381,E006608,305700 ,2015JJ00,,1.8,,,,
21382,E006608,305700 ,2016JJ00,,1.8,,,,
21383,E006608,305700 ,2017JJ00,,1.7,,,,
21384,E006608,305700 ,2018JJ00,,1.7,,,,
21385,E006608,305700 ,2019JJ00,,1.5,,,,
21386,E006608,305700 ,2020JJ00,,1.5,,,,
21387,E006608,305700 ,2021JJ00,,1.7,,,,
21388,E006608,305700 ,2022JJ00,,1.9,,,,
21389,E006608,305700 ,2023JJ00,,2.0,,,,
21390,E006608,307500 ,2014JJ00,,130.3,,61.4,,
21391,E006608,307500 ,2015JJ00,,116.9,,55.1,,
21392,E006608,307500 ,2016JJ00,,112.6,,58.1,,
21393,E006608,307500 ,2017JJ00,,109.1,,63.5,,
21394,E006608,307500 ,2018JJ00,,102.8,,57.2,,
21395,E006608,307500 ,2019JJ00,,107.3,,61.9,,
21396,E006608,307500 ,2020JJ00,,108.5,,76.2,,
21397,E006608,307500 ,2021JJ00,,107.9,,72.7,,
21398,E006608,307500 ,2022JJ00,,103.7,,71.8,,
21399,E006608,307500 ,2023JJ00,,91.3,,61.9,,
21400,E006608,307610 ,2014JJ00,,18.1,,13.9,,
21401,E006608,307610 ,2015JJ00,,16.3,,12.4,,
21402,E006608,307610 ,2016JJ00,,14.3,,11.1,,
21403,E006608,307610 ,2017JJ00,,14.3,,10.4,,
21404,E006608,307610 ,2018JJ00,,13.8,,10.1,,
21405,E006608,307610 ,2019JJ00,,12.2,,12.1,,
21406,E006608,307610 ,2020JJ00,,13.9,,13.5,,
21407,E006608,307610 ,2021JJ00,,13.3,,12.6,,
21408,E006608,307610 ,2022JJ00,,12.2,,11.3,,
21409,E006608,307610 ,2023JJ00,,11.0,,9.9,,
21410,E006608,312505 ,2014JJ00,,0.2,,,,
21411,E006608,312505 ,2015JJ00,,0.2,,,,
21412,E006608,312505 ,2016JJ00,,0.2,,,,
21413,E006608,312505 ,2017JJ00,,0.2,,,,
21414,E006608,312505 ,2018JJ00,,0.3,,,,
21415,E006608,312505 ,2019JJ00,,0.3,,,,
21416,E006608,312505 ,2020JJ00,,0.3,,,,
21417,E006608,312505 ,2021JJ00,,0.1,,,,
21418,E006608,312505 ,2022JJ00,,0.3,,,,
21419,E006608,312505 ,2023JJ00,,0.3,,,,
21420,E006608,315800 ,2014JJ00,,0.2,,0.3,,
21421,E006608,315800 ,2015JJ00,,0.2,,0.3,,
21422,E006608,315800 ,2016JJ00,,0.3,,0.3,,
21423,E006608,315800 ,2017JJ00,,0.2,,0.3,,
21424,E006608,315800 ,2018JJ00,,0.7,,0.8,,
21425,E006608,315800 ,2019JJ00,,0.7,,0.8,,
21426,E006608,315800 ,2020JJ00,,0.9,,0.9,,
21427,E006608,315800 ,2021JJ00,,1.0,,1.0,,
21428,E006608,315800 ,2022JJ00,,0.7,,0.8,,
21429,E006608,315800 ,2023JJ00,,0.4,,0.5,,
21430,E006608,317100 ,2014JJ00,,9.4,,7.7,,
21431,E006608,317100 ,2015JJ00,,8.4,,6.9,,
21432,E006608,317100 ,2016JJ00,,8.1,,6.3,,
21433,E006608,317100 ,2017JJ00,,7.1,,5.3,,
21434,E006608,317100 ,2018JJ00,,6.8,,5.2,,
21435,E006608,317100 ,2019JJ00,,5.7,,4.8,,
21436,E006608,317100 ,2020JJ00,,6.0,,4.3,,
21437,E006608,317100 ,2021JJ00,,4.4,,4.3,,
21438,E006608,317100 ,2022JJ00,,3.8,,3.8,,
21439,E006608,317100 ,2023JJ00,,2.5,,2.5,,
21440,E006608,318600 ,2014JJ00,,0.0,,,,
21441,E006608,318600 ,2015JJ00,,0.0,,,,
21442,E006608,318600 ,2016JJ00,,0.1,,,,
21443,E006608,318600 ,2017JJ00,,0.0,,,,
21444,E006608,318600 ,2018JJ00,,0.0,,,,
21445,E006608,318600 ,2019JJ00,,0.0,,,,
21446,E006608,318600 ,2020JJ00,,0.0,,,,
21447,E006608,318600 ,2021JJ00,,0.0,,,,
21448,E006608,318600 ,2022JJ00,,0.0,,,,
21449,E006608,318600 ,2023JJ00,,0.0,,,,
21450,E006608,320000 ,2014JJ00,,16.3,,14.6,,
21451,E006608,320000 ,2015JJ00,,14.7,,13.1,,
21452,E006608,320000 ,2016JJ00,,13.7,,11.7,,
21453,E006608,320000 ,2017JJ00,,14.4,,11.6,,
21454,E006608,320000 ,2018JJ00,,12.7,,8.8,,
21455,E006608,320000 ,2019JJ00,,13.5,,10.1,,
21456,E006608,320000 ,2020JJ00,,12.5,,10.1,,
21457,E006608,320000 ,2021JJ00,,12.3,,10.1,,
21458,E006608,320000 ,2022JJ00,,12.9,,11.4,,
21459,E006608,320000 ,2023JJ00,,11.9,,9.8,,
21460,E006608,320700 ,2014JJ00,,81.8,,21.6,,
21461,E006608,320700 ,2015JJ00,,73.4,,19.4,,
21462,E006608,320700 ,2016JJ00,,71.9,,25.7,,
21463,E006608,320700 ,2017JJ00,,69.1,,32.5,,
21464,E006608,320700 ,2018JJ00,,65.2,,29.8,,
21465,E006608,320700 ,2019JJ00,,71.7,,31.6,,
21466,E006608,320700 ,2020JJ00,,71.7,,44.7,,
21467,E006608,320700 ,2021JJ00,,72.7,,42.1,,
21468,E006608,320700 ,2022JJ00,,69.4,,41.8,,
21469,E006608,320700 ,2023JJ00,,61.4,,36.8,,
21470,E006608,323200 ,2014JJ00,,0.4,,0.2,,
21471,E006608,323200 ,2015JJ00,,0.4,,0.2,,
21472,E006608,323200 ,2016JJ00,,0.5,,0.3,,
21473,E006608,323200 ,2017JJ00,,0.5,,0.3,,
21474,E006608,323200 ,2018JJ00,,0.4,,0.2,,
21475,E006608,323200 ,2019JJ00,,0.3,,0.1,,
21476,E006608,323200 ,2020JJ00,,0.3,,0.1,,
21477,E006608,323200 ,2021JJ00,,0.2,,0.1,,
21478,E006608,323200 ,2022JJ00,,0.2,,0.3,,
21479,E006608,323200 ,2023JJ00,,0.5,,0.3,,
21480,E006608,323700 ,2014JJ00,,0.0,,,,
21481,E006608,323700 ,2015JJ00,,0.0,,,,
21482,E006608,323700 ,2016JJ00,,0.0,,,,
21483,E006608,323700 ,2017JJ00,,0.0,,,,
21484,E006608,323700 ,2018JJ00,,0.2,,,,
21485,E006608,323700 ,2019JJ00,,0.1,,,,
21486,E006608,323700 ,2020JJ00,,0.1,,,,
21487,E006608,323700 ,2021JJ00,,0.3,,,,
21488,E006608,323700 ,2022JJ00,,0.4,,0.0,,
21489,E006608,323700 ,2023JJ00,,0.4,,0.0,,
21490,E006608,324600 ,2014JJ00,,0.2,,0.2,,
21491,E006608,324600 ,2015JJ00,,0.2,,0.2,,
21492,E006608,324600 ,2016JJ00,,0.2,,0.2,,
21493,E006608,324600 ,2017JJ00,,0.2,,0.2,,
21494,E006608,324600 ,2018JJ00,,0.1,,0.1,,
21495,E006608,324600 ,2019JJ00,,0.1,,0.1,,
21496,E006608,324600 ,2020JJ00,,0.1,,0.1,,
21497,E006608,324600 ,2021JJ00,,0.1,,0.1,,
21498,E006608,324600 ,2022JJ00,,0.1,,0.1,,
21499,E006608,324600 ,2023JJ00,,0.1,,0.1,,
21500,E006608,328100 ,2014JJ00,,3.4,,3.1,,
21501,E006608,328100 ,2015JJ00,,3.0,,2.8,,
21502,E006608,328100 ,2016JJ00,,3.2,,2.5,,
21503,E006608,328100 ,2017JJ00,,3.1,,2.8,,
21504,E006608,328100 ,2018JJ00,,2.4,,2.2,,
21505,E006608,328100 ,2019JJ00,,2.6,,2.4,,
21506,E006608,328100 ,2020JJ00,,2.5,,2.4,,
21507,E006608,328100 ,2021JJ00,,3.3,,2.4,,
21508,E006608,328100 ,2022JJ00,,3.3,,2.2,,
21509,E006608,328100 ,2023JJ00,,2.5,,2.0,,
21510,E006608,330300 ,2014JJ00,,0.0,,,,
21511,E006608,330300 ,2015JJ00,,0.0,,,,
21512,E006608,330300 ,2016JJ00,,0.0,,,,
21513,E006608,330300 ,2017JJ00,,0.0,,,,
21514,E006608,330300 ,2018JJ00,,0.0,,,,
21515,E006608,330300 ,2019JJ00,,0.0,,,,
21516,E006608,330300 ,2020JJ00,,0.0,,,,
21517,E006608,330300 ,2021JJ00,,0.0,,,,
21518,E006608,330300 ,2022JJ00,,0.0,,,,
21519,E006608,330300 ,2023JJ00,,0.0,,,,
21520,E006608,332900 ,2014JJ00,,0.0,,,,
21521,E006608,332900 ,2015JJ00,,0.0,,,,
21522,E006608,332900 ,2016JJ00,,0.0,,,,
21523,E006608,332900 ,2017JJ00,,0.0,,,,
21524,E006608,332900 ,2018JJ00,,0.0,,,,
21525,E006608,332900 ,2019JJ00,,0.0,,,,
21526,E006608,332900 ,2020JJ00,,0.0,,,,
21527,E006608,332900 ,2021JJ00,,0.0,,,,
21528,E006608,332900 ,2022JJ00,,0.0,,,,
21529,E006608,332900 ,2023JJ00,,0.0,,,,
21530,E006608,334800 ,2014JJ00,,,,,,
21531,E006608,334800 ,2015JJ00,,,,,,
21532,E006608,334800 ,2016JJ00,,,,,,
21533,E006608,334800 ,2017JJ00,,,,,,
21534,E006608,334800 ,2018JJ00,,0.0,,,,
21535,E006608,334800 ,2019JJ00,,0.0,,,,
21536,E006608,334800 ,2020JJ00,,0.0,,,,
21537,E006608,334800 ,2021JJ00,,0.0,,,,
21538,E006608,334800 ,2022JJ00,,0.0,,,,
21539,E006608,334800 ,2023JJ00,,0.0,,,,
21540,E006608,336500 ,2014JJ00,,0.0,,,,
21541,E006608,336500 ,2015JJ00,,0.0,,,,
21542,E006608,336500 ,2016JJ00,,0.0,,,,
21543,E006608,336500 ,2017JJ00,,0.0,,,,
21544,E006608,336500 ,2018JJ00,,0.0,,,,
21545,E006608,336500 ,2019JJ00,,0.0,,,,
21546,E006608,336500 ,2020JJ00,,0.1,,,,
21547,E006608,336500 ,2021JJ00,,0.0,,,,
21548,E006608,336500 ,2022JJ00,,0.1,,,,
21549,E006608,336500 ,2023JJ00,,0.0,,,,
21550,E006608,339200 ,2014JJ00,,,,,,
21551,E006608,339200 ,2015JJ00,,,,,,
21552,E006608,339200 ,2016JJ00,,,,,,
21553,E006608,339200 ,2017JJ00,,,,,,
21554,E006608,339200 ,2018JJ00,,,,,,
21555,E006608,339200 ,2019JJ00,,0.0,,,,
21556,E006608,339200 ,2020JJ00,,0.0,,,,
21557,E006608,339200 ,2021JJ00,,0.0,,,,
21558,E006608,339200 ,2022JJ00,,0.0,,,,
21559,E006608,339200 ,2023JJ00,,0.0,,,,
21560,E006608,340200 ,2014JJ00,,0.0,,,,
21561,E006608,340200 ,2015JJ00,,0.0,,,,
21562,E006608,340200 ,2016JJ00,,0.0,,,,
21563,E006608,340200 ,2017JJ00,,0.0,,,,
21564,E006608,340200 ,2018JJ00,,0.0,,,,
21565,E006608,340200 ,2019JJ00,,0.0,,,,
21566,E006608,340200 ,2020JJ00,,0.0,,,,
21567,E006608,340200 ,2021JJ00,,0.1,,,,
21568,E006608,340200 ,2022JJ00,,0.0,,,,
21569,E006608,340200 ,2023JJ00,,0.0,,,,
21570,E006608,900046 ,2014JJ00,,0.0,,,,
21571,E006608,900046 ,2015JJ00,,0.0,,,,
21572,E006608,900046 ,2016JJ00,,0.0,,,,
21573,E006608,900046 ,2017JJ00,,0.0,,,,
21574,E006608,900046 ,2018JJ00,,0.0,,,,
21575,E006608,900046 ,2019JJ00,,0.0,,,,
21576,E006608,900046 ,2020JJ00,,0.0,,,,
21577,E006608,900046 ,2021JJ00,,0.0,,,,
21578,E006608,900046 ,2022JJ00,,0.0,,,,
21579,E006608,900046 ,2023JJ00,,0.0,,,,
21580,E006608,344400 ,2014JJ00,,0.0,,,,
21581,E006608,344400 ,2015JJ00,,0.0,,,,
21582,E006608,344400 ,2016JJ00,,0.0,,,,
21583,E006608,344400 ,2017JJ00,,0.0,,,,
21584,E006608,344400 ,2018JJ00,,0.0,,,,
21585,E006608,344400 ,2019JJ00,,0.0,,,,
21586,E006608,344400 ,2020JJ00,,0.0,,,,
21587,E006608,344400 ,2021JJ00,,0.0,,,,
21588,E006608,344400 ,2022JJ00,,0.0,,,,
21589,E006608,344400 ,2023JJ00,,0.0,,,,
21590,E006608,346600 ,2014JJ00,,25.3,,94.8,,
21591,E006608,346600 ,2015JJ00,,22.7,,85.1,,
21592,E006608,346600 ,2016JJ00,,23.1,,80.1,,
21593,E006608,346600 ,2017JJ00,,23.5,,72.0,,
21594,E006608,346600 ,2018JJ00,,14.6,,69.3,,
21595,E006608,346600 ,2019JJ00,,14.9,,68.8,,
21596,E006608,346600 ,2020JJ00,,16.1,,57.2,,
21597,E006608,346600 ,2021JJ00,,16.5,,57.8,,
21598,E006608,346600 ,2022JJ00,,16.2,,53.3,,
21599,E006608,346600 ,2023JJ00,,14.7,,49.0,,
21600,E006608,348000 ,2014JJ00,,2.1,,27.0,,
21601,E006608,348000 ,2015JJ00,,1.9,,24.2,,
21602,E006608,348000 ,2016JJ00,,1.7,,22.9,,
21603,E006608,348000 ,2017JJ00,,1.8,,24.3,,
21604,E006608,348000 ,2018JJ00,,1.8,,17.7,,
21605,E006608,348000 ,2019JJ00,,1.9,,19.0,,
21606,E006608,348000 ,2020JJ00,,2.1,,18.5,,
21607,E006608,348000 ,2021JJ00,,2.0,,21.4,,
21608,E006608,348000 ,2022JJ00,,1.9,,19.7,,
21609,E006608,348000 ,2023JJ00,,1.6,,18.5,,
21610,E006608,348100 ,2014JJ00,,0.0,,,,
21611,E006608,348100 ,2015JJ00,,0.0,,,,
21612,E006608,348100 ,2016JJ00,,0.0,,,,
21613,E006608,348100 ,2017JJ00,,0.0,,,,
21614,E006608,348100 ,2018JJ00,,0.0,,,,
21615,E006608,348100 ,2019JJ00,,0.0,,,,
21616,E006608,348100 ,2020JJ00,,0.0,,,,
21617,E006608,348100 ,2021JJ00,,0.0,,,,
21618,E006608,348100 ,2022JJ00,,0.0,,,,
21619,E006608,348100 ,2023JJ00,,0.0,,,,
21620,E006608,800018 ,2014JJ00,,2.1,,27.0,,
21621,E006608,800018 ,2015JJ00,,1.9,,24.2,,
21622,E006608,800018 ,2016JJ00,,1.7,,22.9,,
21623,E006608,800018 ,2017JJ00,,1.8,,24.3,,
21624,E006608,800018 ,2018JJ00,,1.8,,17.7,,
21625,E006608,800018 ,2019JJ00,,1.9,,19.0,,
21626,E006608,800018 ,2020JJ00,,2.1,,18.5,,
21627,E006608,800018 ,2021JJ00,,2.0,,21.4,,
21628,E006608,800018 ,2022JJ00,,1.9,,19.7,,
21629,E006608,800018 ,2023JJ00,,1.6,,18.5,,
21630,E006608,350000 ,2014JJ00,,,,,,
21631,E006608,350000 ,2015JJ00,,,,,,
21632,E006608,350000 ,2016JJ00,,,,,,
21633,E006608,350000 ,2017JJ00,,,,,,
21634,E006608,350000 ,2018JJ00,,0.0,,0.0,,
21635,E006608,350000 ,2019JJ00,,,,,,
21636,E006608,350000 ,2020JJ00,,,,,,
21637,E006608,350000 ,2021JJ00,,,,,,
21638,E006608,350000 ,2022JJ00,,,,,,
21639,E006608,350000 ,2023JJ00,,,,,,
21640,E006608,354200 ,2014JJ00,,1.3,,,,
21641,E006608,354200 ,2015JJ00,,1.2,,,,
21642,E006608,354200 ,2016JJ00,,1.2,,,,
21643,E006608,354200 ,2017JJ00,,1.6,,,,
21644,E006608,354200 ,2018JJ00,,1.6,,0.0,,
21645,E006608,354200 ,2019JJ00,,1.9,,0.1,,
21646,E006608,354200 ,2020JJ00,,2.0,,0.1,,
21647,E006608,354200 ,2021JJ00,,1.8,,0.1,,
21648,E006608,354200 ,2022JJ00,,0.4,,0.1,,
21649,E006608,354200 ,2023JJ00,,0.4,,0.0,,
21650,E006608,354300 ,2014JJ00,,0.2,,,,
21651,E006608,354300 ,2015JJ00,,0.1,,,,
21652,E006608,354300 ,2016JJ00,,0.2,,,,
21653,E006608,354300 ,2017JJ00,,0.2,,,,
21654,E006608,354300 ,2018JJ00,,0.2,,0.0,,
21655,E006608,354300 ,2019JJ00,,0.3,,0.0,,
21656,E006608,354300 ,2020JJ00,,0.3,,0.0,,
21657,E006608,354300 ,2021JJ00,,0.3,,0.0,,
21658,E006608,354300 ,2022JJ00,,0.1,,0.0,,
21659,E006608,354300 ,2023JJ00,,0.1,,0.0,,
21660,E006608,356900 ,2014JJ00,,0.5,,,,
21661,E006608,356900 ,2015JJ00,,0.4,,,,
21662,E006608,356900 ,2016JJ00,,0.5,,,,
21663,E006608,356900 ,2017JJ00,,0.7,,,,
21664,E006608,356900 ,2018JJ00,,0.7,,0.0,,
21665,E006608,356900 ,2019JJ00,,0.9,,0.0,,
21666,E006608,356900 ,2020JJ00,,0.9,,0.0,,
21667,E006608,356900 ,2021JJ00,,0.9,,0.0,,
21668,E006608,356900 ,2022JJ00,,0.2,,0.0,,
21669,E006608,356900 ,2023JJ00,,0.2,,0.0,,
21670,E006608,371600 ,2014JJ00,,0.7,,,,
21671,E006608,371600 ,2015JJ00,,0.6,,,,
21672,E006608,371600 ,2016JJ00,,0.5,,,,
21673,E006608,371600 ,2017JJ00,,0.7,,,,
21674,E006608,371600 ,2018JJ00,,0.7,,0.0,,
21675,E006608,371600 ,2019JJ00,,0.7,,0.1,,
21676,E006608,371600 ,2020JJ00,,0.8,,0.1,,
21677,E006608,371600 ,2021JJ00,,0.7,,0.1,,
21678,E006608,371600 ,2022JJ00,,0.2,,0.0,,
21679,E006608,371600 ,2023JJ00,,0.2,,0.0,,
21680,E006608,383100 ,2014JJ00,,,,,,
21681,E006608,383100 ,2015JJ00,,,,,,
21682,E006608,383100 ,2016JJ00,,,,,,
21683,E006608,383100 ,2017JJ00,,,,,,
21684,E006608,383100 ,2018JJ00,,,,,,
21685,E006608,383100 ,2019JJ00,,,,,,
21686,E006608,383100 ,2020JJ00,,,,,,
21687,E006608,383100 ,2021JJ00,,,,,,
21688,E006608,383100 ,2022JJ00,,0.1,,,,
21689,E006608,383100 ,2023JJ00,,0.1,,,,
21690,E006608,383200 ,2014JJ00,,,,,,
21691,E006608,383200 ,2015JJ00,,,,,,
21692,E006608,383200 ,2016JJ00,,,,,,
21693,E006608,383200 ,2017JJ00,,,,,,
21694,E006608,383200 ,2018JJ00,,,,,,
21695,E006608,383200 ,2019JJ00,,,,,,
21696,E006608,383200 ,2020JJ00,,,,,,
21697,E006608,383200 ,2021JJ00,,,,,,
21698,E006608,383200 ,2022JJ00,,0.1,,,,
21699,E006608,383200 ,2023JJ00,,0.1,,,,
21700,E006608,384900 ,2014JJ00,,,,,,
21701,E006608,384900 ,2015JJ00,,,,,,
21702,E006608,384900 ,2016JJ00,,,,,,
21703,E006608,384900 ,2017JJ00,,,,,,
21704,E006608,384900 ,2018JJ00,,,,,,
21705,E006608,384900 ,2019JJ00,,,,,,
21706,E006608,384900 ,2020JJ00,,,,,,
21707,E006608,384900 ,2021JJ00,,,,,,
21708,E006608,384900 ,2022JJ00,,,,,,
21709,E006608,384900 ,2023JJ00,,,,,,
21710,E006608,386300 ,2014JJ00,,,,,,
21711,E006608,386300 ,2015JJ00,,,,,,
21712,E006608,386300 ,2016JJ00,,,,,,
21713,E006608,386300 ,2017JJ00,,,,,,
21714,E006608,386300 ,2018JJ00,,,,,,
21715,E006608,386300 ,2019JJ00,,,,,,
21716,E006608,386300 ,2020JJ00,,,,,,
21717,E006608,386300 ,2021JJ00,,,,,,
21718,E006608,386300 ,2022JJ00,,,,,,
21719,E006608,386300 ,2023JJ00,,,,,,
21720,E006608,386800 ,2014JJ00,,,,,,
21721,E006608,386800 ,2015JJ00,,,,,,
21722,E006608,386800 ,2016JJ00,,,,,,
21723,E006608,386800 ,2017JJ00,,,,,,
21724,E006608,386800 ,2018JJ00,,,,,,
21725,E006608,386800 ,2019JJ00,,,,,,
21726,E006608,386800 ,2020JJ00,,,,,,
21727,E006608,386800 ,2021JJ00,,,,,,
21728,E006608,386800 ,2022JJ00,,,,,,
21729,E006608,386800 ,2023JJ00,,,,,,
21730,E006608,388400 ,2014JJ00,,,,,,
21731,E006608,388400 ,2015JJ00,,,,,,
21732,E006608,388400 ,2016JJ00,,,,,,
21733,E006608,388400 ,2017JJ00,,,,,,
21734,E006608,388400 ,2018JJ00,,,,,,
21735,E006608,388400 ,2019JJ00,,,,,,
21736,E006608,388400 ,2020JJ00,,,,,,
21737,E006608,388400 ,2021JJ00,,,,,,
21738,E006608,388400 ,2022JJ00,,,,,,
21739,E006608,388400 ,2023JJ00,,,,,,
21740,E006608,389100 ,2014JJ00,,0.3,,0.0,,
21741,E006608,389100 ,2015JJ00,,0.2,,0.0,,
21742,E006608,389100 ,2016JJ00,,0.3,,0.0,,
21743,E006608,389100 ,2017JJ00,,0.4,,0.0,,
21744,E006608,389100 ,2018JJ00,,0.4,,0.0,,
21745,E006608,389100 ,2019JJ00,,0.4,,0.0,,
21746,E006608,389100 ,2020JJ00,,0.4,,0.0,,
21747,E006608,389100 ,2021JJ00,,0.4,,0.0,,
21748,E006608,389100 ,2022JJ00,,0.6,,0.0,,
21749,E006608,389100 ,2023JJ00,,0.6,,0.0,,
21750,E006608,391600 ,2014JJ00,,0.3,,,,
21751,E006608,391600 ,2015JJ00,,0.2,,,,
21752,E006608,391600 ,2016JJ00,,0.3,,,,
21753,E006608,391600 ,2017JJ00,,0.4,,,,
21754,E006608,391600 ,2018JJ00,,0.4,,,,
21755,E006608,391600 ,2019JJ00,,0.4,,,,
21756,E006608,391600 ,2020JJ00,,0.5,,,,
21757,E006608,391600 ,2021JJ00,,0.4,,,,
21758,E006608,391600 ,2022JJ00,,0.2,,,,
21759,E006608,391600 ,2023JJ00,,0.3,,,,
21760,E006608,391700 ,2014JJ00,,0.0,,,,
21761,E006608,391700 ,2015JJ00,,0.0,,,,
21762,E006608,391700 ,2016JJ00,,0.0,,,,
21763,E006608,391700 ,2017JJ00,,0.0,,,,
21764,E006608,391700 ,2018JJ00,,0.0,,,,
21765,E006608,391700 ,2019JJ00,,0.0,,,,
21766,E006608,391700 ,2020JJ00,,0.0,,,,
21767,E006608,391700 ,2021JJ00,,0.0,,,,
21768,E006608,391700 ,2022JJ00,,0.0,,,,
21769,E006608,391700 ,2023JJ00,,0.0,,,,
21770,E006608,800021 ,2014JJ00,,0.0,,,,
21771,E006608,800021 ,2015JJ00,,0.0,,,,
21772,E006608,800021 ,2016JJ00,,0.0,,,,
21773,E006608,800021 ,2017JJ00,,0.0,,,,
21774,E006608,800021 ,2018JJ00,,0.0,,,,
21775,E006608,800021 ,2019JJ00,,0.0,,,,
21776,E006608,800021 ,2020JJ00,,0.0,,,,
21777,E006608,800021 ,2021JJ00,,0.0,,,,
21778,E006608,800021 ,2022JJ00,,0.0,,,,
21779,E006608,800021 ,2023JJ00,,0.0,,,,
21780,E006608,394100 ,2014JJ00,,0.1,,,,
21781,E006608,394100 ,2015JJ00,,0.1,,,,
21782,E006608,394100 ,2016JJ00,,0.1,,,,
21783,E006608,394100 ,2017JJ00,,0.2,,,,
21784,E006608,394100 ,2018JJ00,,0.1,,,,
21785,E006608,394100 ,2019JJ00,,0.1,,,,
21786,E006608,394100 ,2020JJ00,,0.2,,,,
21787,E006608,394100 ,2021JJ00,,0.1,,,,
21788,E006608,394100 ,2022JJ00,,0.1,,,,
21789,E006608,394100 ,2023JJ00,,0.1,,,,
21790,E006608,395005 ,2014JJ00,,0.1,,,,
21791,E006608,395005 ,2015JJ00,,0.1,,,,
21792,E006608,395005 ,2016JJ00,,0.1,,,,
21793,E006608,395005 ,2017JJ00,,0.2,,,,
21794,E006608,395005 ,2018JJ00,,0.2,,,,
21795,E006608,395005 ,2019JJ00,,0.3,,,,
21796,E006608,395005 ,2020JJ00,,0.3,,,,
21797,E006608,395005 ,2021JJ00,,0.3,,,,
21798,E006608,395005 ,2022JJ00,,0.2,,,,
