ID,Ziekenhuizen,Perioden,TotaalWerkzPersExclVrijeBeroepers_1,TotaalPersoneelInLoondienst_2,AlgemeneEnAdministratieveFuncties_3,Hotelfuncties_4,PatientEnBewonergebondenfuncties_5,LeerlingverplVerzOpvPersoneel_6,TerreinEnGebouwgebondenFuncties_7,Stagiaires_8,PersoneelNietInLoondienst_9,TotaalFulltimers_10,TotaalFulltimersInLoondienst_11,AlgemeneEnAdministratieveFuncties_12,Hotelfuncties_13,PatientEnBewonergebondenfuncties_14,LeerlingverplVerzOpvPersoneel_15,TerreinEnGebouwgebondenFuncties_16,Stagiaires_17,FulltimersNietInLoondienst_18,TotaalParttimers_19,TotaalParttimersInLoondienst_20,AlgemeneEnAdministratieveFuncties_21,Hotelfuncties_22,PatientEnBewonergebondenfuncties_23,LeerlingverplVerzOpvPersoneel_24,TerreinEnGebouwgebondenFuncties_25,Stagiaires_26,ParttimersNietInLoondienst_27,InclusiefMediciInVrijeBeroepen_28,ExclusiefMediciInVrijeBeroepen_29,TotaalPersoneelInLoondienst_30,AlgemeneEnAdministratieveFuncties_31,Hotelfuncties_32,PatientEnBewonergebondenfuncties_33,LeerlingverplVerzOpvPersoneel_34,TerreinEnGebouwgebondenFuncties_35,Stagiaires_36,PersoneelNietInLoondienst_37,MediciInVrijeBeroepen_38,TotaalOmgerekendeParttimers_39,TotaalPersoneelInLoondienst_40,AlgemeneEnAdministratieveFuncties_41,Hotelfuncties_42,PatientEnBewonergebondenFuncties_43,LeerlingverplVerzOpvPersoneel_44,TerreinEnGebouwgebondenFuncties_45,Stagiaires_46,PersoneelNietInLoondienst_47,AantalInstellingen_48,ToegelBeddenKlinischeEnDagbeh_49,FeitelBeddenKlinischeEnDagbeh_50,AantalOpnamen_51,AantalOntslagen_52,AantalOverledenen_53,TotaalOntslagenEnOverledenPatienten_54,PatientenPupillenPer31December_55,Verpleegdagen_56,KlinischeRBU_57,Dagbehandeling_58,PoliklinischeRBU_59,AantalEerstePolikliniekbezoeken_60,TotaalBedrijfsopbrengsten_61,TotaalWettBudgetAanvaardbareKosten_62,VergoedingenTerDekkingWettBudget_63,NogInTarievenTeVerrekenen_64,OverigeOpbrengsten_65,TotaalBedrijfslasten_66,PersoneleKosten_67,KostenVanVoeding_68,AndereHotelmatigeKosten_69,AlgemeneKosten_70,PatientBewonergebondenKosten_71,TerreinGebouwgebondenKosten_72,Afschrijvingen_73,Interest_74,OverigeKosten_75,Exploitatiesaldo_76
48,4,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,1994JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4,1995JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4,1997JJ00,40370.0,39890.0,8860.0,3970.0,25460.0,880.0,600.0,120.0,480.0,18080.0,18050.0,3970.0,1820.0,10930.0,780.0,550.0,0.0,30.0,22290.0,21840.0,4890.0,2150.0,14530.0,100.0,50.0,120.0,450.0,,32120.0,31680.0,6810.0,2850.0,20590.0,850.0,580.0,0.0,440.0,,14030.0,13610.0,2840.0,1030.0,9650.0,60.0,30.0,0.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4,1998JJ00,44830.0,43790.0,9720.0,4270.0,28220.0,870.0,650.0,60.0,1040.0,18120.0,18090.0,3980.0,1730.0,11370.0,470.0,540.0,0.0,30.0,26710.0,25700.0,5740.0,2540.0,16850.0,400.0,110.0,60.0,1010.0,,33400.0,32670.0,7080.0,2880.0,21430.0,670.0,590.0,20.0,730.0,,15290.0,14580.0,3100.0,1140.0,10070.0,200.0,50.0,20.0,710.0,8.0,,7721.0,200.0,195.0,5.0,200.0,4.0,2032.0,,70.0,,648.0,2341.0,1680.0,1568.0,112.0,661.0,2329.0,1408.0,27.0,58.0,116.0,346.0,119.0,121.0,90.0,44.0,12.0
54,4,1999JJ00,48260.0,46840.0,10150.0,4420.0,30440.0,1060.0,630.0,140.0,1420.0,19730.0,19720.0,4220.0,1850.0,12560.0,540.0,530.0,20.0,10.0,28530.0,27120.0,5930.0,2570.0,17880.0,520.0,100.0,120.0,1410.0,,35990.0,35080.0,7510.0,3070.0,23120.0,740.0,590.0,50.0,910.0,,16250.0,15360.0,3290.0,1220.0,10560.0,200.0,60.0,30.0,890.0,8.0,,7715.0,200.0,195.0,6.0,201.0,3.0,1914.0,,74.0,,923.0,2562.0,1846.0,1763.0,83.0,716.0,2561.0,1589.0,27.0,62.0,126.0,383.0,111.0,131.0,93.0,40.0,2.0
55,4,2000JJ00,52350.0,50720.0,11950.0,4670.0,32240.0,1030.0,670.0,160.0,1630.0,20450.0,20430.0,4340.0,1760.0,13210.0,550.0,530.0,40.0,20.0,31900.0,30290.0,7610.0,2910.0,19030.0,480.0,140.0,120.0,1610.0,37760.0,37760.0,36750.0,8120.0,2970.0,24260.0,730.0,600.0,70.0,1010.0,0.0,17330.0,16340.0,3780.0,1220.0,11050.0,180.0,70.0,40.0,990.0,8.0,,7704.0,197.0,191.0,6.0,197.0,3.0,1842.0,,76.0,,802.0,2756.0,2027.0,1938.0,89.0,729.0,2781.0,1757.0,28.0,65.0,158.0,417.0,107.0,132.0,85.0,29.0,-25.0
56,4,2001JJ00,55900.0,54920.0,13030.0,4740.0,35030.0,990.0,780.0,350.0,980.0,22420.0,22420.0,4660.0,1920.0,14590.0,500.0,610.0,140.0,0.0,33480.0,32500.0,8370.0,2820.0,20440.0,490.0,170.0,210.0,980.0,41020.0,41020.0,40420.0,8920.0,3160.0,26730.0,730.0,700.0,180.0,600.0,0.0,18580.0,17980.0,4250.0,1230.0,12140.0,230.0,90.0,40.0,600.0,8.0,,7933.0,192.0,187.0,6.0,193.0,3.0,1805.0,,94.0,,892.0,3194.0,2250.0,2159.0,92.0,944.0,3174.0,1989.0,30.0,72.0,215.0,464.0,133.0,151.0,83.0,37.0,20.0
57,4,2002JJ00,55800.0,54830.0,12190.0,4540.0,36250.0,900.0,730.0,220.0,970.0,23540.0,23540.0,4900.0,1850.0,15370.0,650.0,620.0,150.0,0.0,32260.0,31290.0,7290.0,2690.0,20880.0,250.0,110.0,70.0,970.0,42120.0,42120.0,41550.0,9210.0,3020.0,27710.0,740.0,690.0,180.0,570.0,0.0,18580.0,18010.0,4310.0,1170.0,12340.0,90.0,70.0,30.0,570.0,8.0,,7721.0,193.0,187.0,6.0,193.0,3.0,1820.0,,112.0,,1010.0,3663.0,2537.0,,,1126.0,3644.0,2330.0,32.0,82.0,233.0,566.0,116.0,170.0,82.0,32.0,19.0
58,4,2003JJ00,59230.0,58590.0,12950.0,4660.0,39060.0,820.0,730.0,370.0,640.0,28250.0,28170.0,5720.0,2090.0,18870.0,650.0,620.0,220.0,80.0,30980.0,30420.0,7230.0,2570.0,20190.0,170.0,110.0,150.0,560.0,45830.0,45830.0,45330.0,9850.0,3120.0,30670.0,760.0,670.0,260.0,500.0,0.0,17580.0,17160.0,4130.0,1030.0,11800.0,110.0,50.0,40.0,420.0,8.0,,7723.0,199.0,194.0,5.0,200.0,3.0,1837.0,,127.0,,1019.0,4012.0,2733.0,2720.0,13.0,1279.0,3997.0,2573.0,33.0,86.0,266.0,612.0,123.0,182.0,71.0,53.0,14.0
59,4,2004JJ00,59550.0,58720.0,13800.0,4640.0,38350.0,780.0,640.0,510.0,830.0,29600.0,29510.0,6330.0,2130.0,19640.0,620.0,560.0,230.0,90.0,29950.0,29210.0,7470.0,2510.0,18710.0,160.0,80.0,280.0,740.0,47000.0,47000.0,46570.0,10680.0,3180.0,31160.0,680.0,610.0,260.0,430.0,0.0,17400.0,17060.0,4350.0,1050.0,11520.0,60.0,50.0,30.0,340.0,8.0,,8021.0,211.0,205.0,5.0,210.0,3.0,1830.0,,142.0,,1067.0,4224.0,2881.0,2953.0,-72.0,1343.0,4175.0,2712.0,32.0,87.0,283.0,653.0,98.0,196.0,67.0,47.0,49.0
60,5,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,5,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,5,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,5,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,5,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,5,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,5,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,5,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,5,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,5,1994JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,5,1995JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,5,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,5,1997JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,5,1998JJ00,,12290.0,1960.0,1650.0,8320.0,50.0,230.0,80.0,,,,,,,,,,,,,,,,,,,,,,8780.0,1490.0,1040.0,5920.0,50.0,210.0,70.0,,,,,,,,,,,,28.0,,3469.0,27.0,27.0,0.0,27.0,2.0,990.0,,13.0,,116.0,410.0,384.0,372.0,13.0,26.0,410.0,270.0,8.0,12.0,22.0,27.0,13.0,30.0,23.0,5.0,0.0
74,5,1999JJ00,,12520.0,2170.0,1630.0,8340.0,70.0,230.0,80.0,,,,,,,,,,,,,,,,,,,,,,8970.0,1600.0,1030.0,6000.0,50.0,200.0,90.0,,,,,,,,,,,,27.0,,3438.0,25.0,25.0,0.0,25.0,2.0,955.0,,16.0,,136.0,427.0,402.0,394.0,8.0,25.0,430.0,287.0,8.0,12.0,24.0,28.0,13.0,31.0,23.0,5.0,-2.0
75,5,2000JJ00,,12390.0,2160.0,1460.0,8400.0,70.0,200.0,100.0,,,,,,,,,,,,,,,,,,,,,,8770.0,1570.0,910.0,5960.0,50.0,180.0,100.0,,,,,,,,,,,,27.0,,3439.0,24.0,24.0,0.0,24.0,2.0,946.0,,18.0,,132.0,464.0,431.0,425.0,6.0,34.0,464.0,309.0,9.0,13.0,27.0,30.0,14.0,34.0,23.0,5.0,1.0
76,5,2001JJ00,,11570.0,2160.0,1260.0,7750.0,70.0,200.0,130.0,,,,,,,,,,,,,,,,,,,,,,8460.0,1630.0,800.0,5690.0,50.0,160.0,130.0,,,,,,,,,,,,28.0,,3210.0,22.0,22.0,0.0,22.0,2.0,866.0,,23.0,,140.0,526.0,488.0,476.0,12.0,38.0,521.0,351.0,10.0,13.0,29.0,35.0,19.0,34.0,25.0,5.0,5.0
77,5,2002JJ00,,11740.0,2280.0,1250.0,7790.0,70.0,190.0,160.0,,,,,,,,,,,,,,,,,,,,,,8800.0,1750.0,830.0,5880.0,50.0,170.0,120.0,,,,,,,,,,,,32.0,,3188.0,23.0,,,,,965.0,,,,169.0,605.0,564.0,,,41.0,590.0,398.0,11.0,14.0,36.0,40.0,20.0,36.0,23.0,13.0,15.0
78,5,2003JJ00,13560.0,13080.0,2250.0,1440.0,8680.0,80.0,190.0,440.0,480.0,,,,,,,,,,,,,,,,,,,,9410.0,9130.0,1610.0,860.0,6120.0,60.0,160.0,320.0,280.0,,,,,,,,,,,32.0,,3170.0,23.0,,,,,957.0,,,,168.0,673.0,592.0,,,82.0,660.0,443.0,11.0,16.0,42.0,47.0,25.0,43.0,20.0,13.0,13.0
79,5,2004JJ00,13790.0,13170.0,2420.0,1360.0,8910.0,50.0,190.0,240.0,620.0,,,,,,,,,,,,,,,,,,,,9490.0,9240.0,1760.0,820.0,6280.0,30.0,180.0,170.0,250.0,,,,,,,,,,,32.0,,3159.0,24.0,,,,,982.0,,,,173.0,695.0,625.0,633.0,-8.0,70.0,687.0,465.0,11.0,17.0,47.0,59.0,19.0,45.0,22.0,2.0,8.0
80,6,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,6,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,6,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,6,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,6,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,6,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,6,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,6,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,6,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,6,1994JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,6,1995JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,6,1997JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,6,1998JJ00,,6000.0,1040.0,680.0,4120.0,10.0,90.0,60.0,,,,,,,,,,,,,,,,,,,,,,4300.0,790.0,430.0,2930.0,10.0,80.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,6,1999JJ00,,6170.0,1180.0,680.0,4130.0,30.0,90.0,60.0,,,,,,,,,,,,,,,,,,,,,,4440.0,870.0,430.0,2970.0,20.0,80.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,215.0,204.0,200.0,4.0,11.0,216.0,152.0,3.0,6.0,12.0,6.0,6.0,15.0,13.0,3.0,-1.0
95,6,2000JJ00,,6610.0,1240.0,710.0,4460.0,40.0,90.0,70.0,,,,,,,,,,,,,,,,,,,,,,4680.0,900.0,440.0,3160.0,30.0,80.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,229.0,213.0,206.0,7.0,16.0,229.0,163.0,4.0,6.0,13.0,6.0,7.0,16.0,13.0,3.0,-2.0
96,6,2001JJ00,,6300.0,1210.0,630.0,4240.0,40.0,100.0,80.0,,,,,,,,,,,,,,,,,,,,,,4610.0,910.0,400.0,3110.0,30.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,277.0,255.0,240.0,15.0,22.0,277.0,198.0,5.0,7.0,16.0,7.0,8.0,18.0,16.0,2.0,0.0
97,6,2002JJ00,,6210.0,1250.0,610.0,4150.0,30.0,90.0,80.0,,,,,,,,,,,,,,,,,,,,,,4760.0,970.0,420.0,3200.0,20.0,80.0,70.0,,,,,,,,,,,,23.0,,1549.0,6.0,,,,,456.0,664.0,,1028.0,34.0,321.0,297.0,,,24.0,317.0,231.0,5.0,7.0,19.0,8.0,9.0,17.0,12.0,10.0,4.0
98,6,2003JJ00,7410.0,7030.0,1370.0,630.0,4640.0,30.0,80.0,280.0,380.0,,,,,,,,,,,,,,,,,,,,5050.0,4810.0,950.0,370.0,3190.0,20.0,70.0,210.0,240.0,,,,,,,,,,,23.0,,1499.0,6.0,,,,,455.0,651.0,,1141.0,35.0,336.0,316.0,,,21.0,332.0,241.0,4.0,8.0,19.0,9.0,9.0,22.0,13.0,7.0,4.0
99,6,2004JJ00,7500.0,7060.0,1430.0,650.0,4790.0,30.0,80.0,80.0,440.0,,,,,,,,,,,,,,,,,,,,5060.0,4890.0,1040.0,390.0,3300.0,20.0,80.0,60.0,170.0,,,,,,,,,,,23.0,,1488.0,7.0,,,,,456.0,714.0,,1233.0,38.0,352.0,337.0,341.0,-4.0,15.0,348.0,255.0,5.0,9.0,21.0,9.0,9.0,23.0,13.0,4.0,4.0
100,7,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,7,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,7,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,7,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,7,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,7,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,7,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,7,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,7,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,7,1994JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,7,1995JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,7,1996JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,7,1997JJ00,6050.0,5740.0,820.0,930.0,3840.0,30.0,120.0,0.0,310.0,1720.0,1720.0,290.0,280.0,1020.0,30.0,100.0,0.0,0.0,4330.0,4020.0,530.0,650.0,2820.0,0.0,20.0,0.0,310.0,,4170.0,4120.0,600.0,590.0,2790.0,30.0,110.0,0.0,50.0,,2480.0,2430.0,320.0,310.0,1790.0,0.0,10.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,7,1998JJ00,6700.0,6290.0,920.0,970.0,4200.0,40.0,140.0,20.0,410.0,1890.0,1840.0,360.0,280.0,1030.0,40.0,120.0,10.0,50.0,4810.0,4450.0,560.0,690.0,3170.0,0.0,20.0,10.0,360.0,,4600.0,4480.0,700.0,610.0,2990.0,40.0,130.0,10.0,120.0,,2720.0,2650.0,330.0,330.0,1980.0,0.0,10.0,0.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,7,1999JJ00,6690.0,6350.0,990.0,950.0,4210.0,40.0,140.0,20.0,340.0,1890.0,1820.0,360.0,260.0,1040.0,20.0,120.0,20.0,70.0,4800.0,4530.0,630.0,690.0,3170.0,20.0,20.0,0.0,270.0,,4650.0,4530.0,730.0,600.0,3030.0,30.0,120.0,20.0,120.0,,2790.0,2730.0,370.0,350.0,1990.0,10.0,10.0,0.0,60.0,,,,,,,,,,,,,,212.0,198.0,194.0,4.0,14.0,214.0,135.0,5.0,6.0,12.0,22.0,7.0,16.0,10.0,2.0,-2.0
115,7,2000JJ00,6070.0,5780.0,920.0,750.0,3940.0,30.0,110.0,30.0,290.0,1650.0,1570.0,310.0,210.0,930.0,0.0,90.0,30.0,80.0,4420.0,4210.0,610.0,540.0,3010.0,30.0,20.0,0.0,210.0,,4210.0,4090.0,670.0,470.0,2800.0,20.0,100.0,30.0,120.0,,2580.0,2530.0,360.0,270.0,1870.0,20.0,10.0,0.0,50.0,,,,,,,,,,,,,,235.0,218.0,219.0,-1.0,18.0,235.0,146.0,5.0,7.0,14.0,24.0,7.0,18.0,10.0,2.0,3.0
116,7,2001JJ00,5430.0,5270.0,950.0,630.0,3510.0,30.0,100.0,50.0,160.0,1690.0,1680.0,370.0,180.0,1030.0,0.0,70.0,30.0,10.0,3740.0,3590.0,580.0,450.0,2480.0,30.0,30.0,20.0,150.0,,3910.0,3850.0,720.0,400.0,2580.0,20.0,80.0,50.0,60.0,,2220.0,2170.0,350.0,230.0,1550.0,20.0,10.0,10.0,50.0,,,,,,,,,,,,,,249.0,233.0,236.0,-3.0,16.0,244.0,153.0,5.0,6.0,13.0,28.0,11.0,16.0,9.0,3.0,5.0
117,7,2002JJ00,5720.0,5530.0,1030.0,640.0,3640.0,40.0,100.0,80.0,190.0,1710.0,1700.0,380.0,180.0,1040.0,10.0,70.0,20.0,10.0,4010.0,3830.0,650.0,460.0,2600.0,30.0,30.0,60.0,180.0,,4110.0,4040.0,780.0,410.0,2680.0,30.0,90.0,50.0,70.0,,2400.0,2340.0,400.0,230.0,1640.0,20.0,20.0,30.0,60.0,9.0,,1639.0,17.0,,,17.0,,508.0,,28.0,,135.0,284.0,267.0,,,17.0,273.0,167.0,6.0,7.0,17.0,32.0,11.0,19.0,11.0,3.0,11.0
118,7,2003JJ00,6150.0,6050.0,880.0,810.0,4040.0,50.0,110.0,160.0,100.0,1580.0,1580.0,280.0,180.0,950.0,20.0,70.0,80.0,0.0,4570.0,4470.0,600.0,630.0,3090.0,30.0,40.0,80.0,100.0,,4360.0,4320.0,660.0,490.0,2930.0,40.0,90.0,110.0,40.0,,2780.0,2740.0,380.0,310.0,1980.0,20.0,20.0,30.0,40.0,9.0,,1671.0,17.0,,,17.0,,502.0,,30.0,,133.0,337.0,276.0,288.0,-12.0,61.0,328.0,202.0,7.0,8.0,23.0,38.0,16.0,21.0,7.0,6.0,9.0
119,7,2004JJ00,6290.0,6110.0,990.0,710.0,4120.0,20.0,110.0,160.0,180.0,1610.0,1590.0,300.0,150.0,980.0,0.0,80.0,80.0,20.0,4680.0,4520.0,690.0,560.0,3140.0,20.0,30.0,80.0,160.0,,4430.0,4350.0,720.0,430.0,2980.0,10.0,100.0,110.0,80.0,,4680.0,4520.0,690.0,560.0,3140.0,20.0,30.0,80.0,160.0,9.0,,1671.0,17.0,,,17.0,,527.0,,35.0,,136.0,343.0,288.0,292.0,-4.0,55.0,339.0,210.0,6.0,8.0,26.0,50.0,10.0,22.0,9.0,-2.0,4.0
