ID,Milieuactiviteiten,Milieudomein,Perioden,ArbeidsvolumeWerkzamePersonen_1,ProductieBasisprijzen_2,BrutoToegevoegdeWaardeBasisprijzen_3
2265,10700 ,10100 ,2004JJ00,5.1,1213.0,311.0
2266,10700 ,10100 ,2005JJ00,5.7,1424.0,344.0
2267,10700 ,10100 ,2006JJ00,5.8,1438.0,365.0
2268,10700 ,10100 ,2007JJ00,5.8,1471.0,363.0
2269,10700 ,10100 ,2008JJ00,5.9,1520.0,337.0
2270,10700 ,10100 ,2009JJ00,5.7,1180.0,359.0
2271,10700 ,10100 ,2010JJ00,5.8,1247.0,386.0
2272,10700 ,10200 ,1995JJ00,,,
2273,10700 ,10200 ,1996JJ00,,,
2274,10700 ,10200 ,1997JJ00,,,
2275,10700 ,10200 ,1998JJ00,,,
2276,10700 ,10200 ,1999JJ00,,,
2277,10700 ,10200 ,2000JJ00,,,
2278,10700 ,10200 ,2001JJ00,,,
2279,10700 ,10200 ,2002JJ00,,,
2280,10700 ,10200 ,2003JJ00,,,
2281,10700 ,10200 ,2004JJ00,,,
2282,10700 ,10200 ,2005JJ00,,,
2283,10700 ,10200 ,2006JJ00,,,
2284,10700 ,10200 ,2007JJ00,,,
2285,10700 ,10200 ,2008JJ00,,,
2286,10700 ,10200 ,2009JJ00,,,
2287,10700 ,10200 ,2010JJ00,,,
2288,10700 ,10300 ,1995JJ00,,,
2289,10700 ,10300 ,1996JJ00,,,
2290,10700 ,10300 ,1997JJ00,,,
2291,10700 ,10300 ,1998JJ00,,,
2292,10700 ,10300 ,1999JJ00,,,
2293,10700 ,10300 ,2000JJ00,0.4,76.0,26.0
2294,10700 ,10300 ,2001JJ00,0.4,77.0,26.0
2295,10700 ,10300 ,2002JJ00,0.6,99.0,35.0
2296,10700 ,10300 ,2003JJ00,0.6,101.0,35.0
2297,10700 ,10300 ,2004JJ00,0.5,99.0,34.0
2298,10700 ,10300 ,2005JJ00,0.4,85.0,28.0
2299,10700 ,10300 ,2006JJ00,0.4,88.0,29.0
2300,10700 ,10300 ,2007JJ00,0.4,86.0,27.0
2301,10700 ,10300 ,2008JJ00,0.5,98.0,30.0
2302,10700 ,10300 ,2009JJ00,0.5,93.0,30.0
2303,10700 ,10300 ,2010JJ00,0.4,88.0,30.0
2304,10700 ,10400 ,1995JJ00,,,
2305,10700 ,10400 ,1996JJ00,,,
2306,10700 ,10400 ,1997JJ00,,,
2307,10700 ,10400 ,1998JJ00,,,
2308,10700 ,10400 ,1999JJ00,,,
2309,10700 ,10400 ,2000JJ00,,,
2310,10700 ,10400 ,2001JJ00,,,
2311,10700 ,10400 ,2002JJ00,,,
2312,10700 ,10400 ,2003JJ00,,,
2313,10700 ,10400 ,2004JJ00,,,
2314,10700 ,10400 ,2005JJ00,,,
2315,10700 ,10400 ,2006JJ00,,,
2316,10700 ,10400 ,2007JJ00,,,
2317,10700 ,10400 ,2008JJ00,,,
2318,10700 ,10400 ,2009JJ00,,,
2319,10700 ,10400 ,2010JJ00,,,
2320,10700 ,10500 ,1995JJ00,2.2,424.0,137.0
2321,10700 ,10500 ,1996JJ00,1.9,380.0,127.0
2322,10700 ,10500 ,1997JJ00,1.9,371.0,120.0
2323,10700 ,10500 ,1998JJ00,2.1,413.0,134.0
2324,10700 ,10500 ,1999JJ00,2.5,511.0,165.0
2325,10700 ,10500 ,2000JJ00,2.5,513.0,164.0
2326,10700 ,10500 ,2001JJ00,2.6,555.0,175.0
2327,10700 ,10500 ,2002JJ00,2.6,553.0,170.0
2328,10700 ,10500 ,2003JJ00,2.7,559.0,177.0
2329,10700 ,10500 ,2004JJ00,2.0,459.0,129.0
2330,10700 ,10500 ,2005JJ00,2.6,648.0,161.0
2331,10700 ,10500 ,2006JJ00,2.4,573.0,156.0
2332,10700 ,10500 ,2007JJ00,2.5,599.0,161.0
2333,10700 ,10500 ,2008JJ00,2.4,605.0,141.0
2334,10700 ,10500 ,2009JJ00,2.4,558.0,183.0
2335,10700 ,10500 ,2010JJ00,2.5,515.0,173.0
2336,10700 ,10600 ,1995JJ00,0.9,240.0,46.0
2337,10700 ,10600 ,1996JJ00,0.8,232.0,40.0
2338,10700 ,10600 ,1997JJ00,0.8,241.0,39.0
2339,10700 ,10600 ,1998JJ00,0.8,243.0,41.0
2340,10700 ,10600 ,1999JJ00,0.9,252.0,48.0
2341,10700 ,10600 ,2000JJ00,0.9,254.0,47.0
2342,10700 ,10600 ,2001JJ00,1.1,313.0,59.0
2343,10700 ,10600 ,2002JJ00,1.1,315.0,59.0
2344,10700 ,10600 ,2003JJ00,1.2,320.0,61.0
2345,10700 ,10600 ,2004JJ00,1.2,323.0,62.0
2346,10700 ,10600 ,2005JJ00,1.3,354.0,70.0
2347,10700 ,10600 ,2006JJ00,1.4,389.0,78.0
2348,10700 ,10600 ,2007JJ00,1.3,398.0,74.0
2349,10700 ,10600 ,2008JJ00,1.4,401.0,65.0
2350,10700 ,10600 ,2009JJ00,1.5,256.0,67.0
2351,10700 ,10600 ,2010JJ00,1.5,287.0,83.0
2352,10700 ,10700 ,1995JJ00,,,
2353,10700 ,10700 ,1996JJ00,,,
2354,10700 ,10700 ,1997JJ00,,,
2355,10700 ,10700 ,1998JJ00,0.3,53.0,16.0
2356,10700 ,10700 ,1999JJ00,,,
2357,10700 ,10700 ,2000JJ00,,,
2358,10700 ,10700 ,2001JJ00,,,
2359,10700 ,10700 ,2002JJ00,,,
2360,10700 ,10700 ,2003JJ00,,,
2361,10700 ,10700 ,2004JJ00,,,
2362,10700 ,10700 ,2005JJ00,,,
2363,10700 ,10700 ,2006JJ00,,,
2364,10700 ,10700 ,2007JJ00,0.4,91.0,26.0
2365,10700 ,10700 ,2008JJ00,0.4,100.0,28.0
2366,10700 ,10700 ,2009JJ00,0.4,90.0,28.0
2367,10700 ,10700 ,2010JJ00,0.4,97.0,40.0
2368,10700 ,10800 ,1995JJ00,,,
2369,10700 ,10800 ,1996JJ00,,,
2370,10700 ,10800 ,1997JJ00,,,
2371,10700 ,10800 ,1998JJ00,,,
2372,10700 ,10800 ,1999JJ00,,,
2373,10700 ,10800 ,2000JJ00,,,
2374,10700 ,10800 ,2001JJ00,,,
2375,10700 ,10800 ,2002JJ00,,,
2376,10700 ,10800 ,2003JJ00,,,
2377,10700 ,10800 ,2004JJ00,,,
2378,10700 ,10800 ,2005JJ00,,,
2379,10700 ,10800 ,2006JJ00,,,
2380,10700 ,10800 ,2007JJ00,,,
2381,10700 ,10800 ,2008JJ00,,,
2382,10700 ,10800 ,2009JJ00,,,
2383,10700 ,10800 ,2010JJ00,,,
2384,10700 ,10900 ,1995JJ00,,,
2385,10700 ,10900 ,1996JJ00,,,
2386,10700 ,10900 ,1997JJ00,0.3,50.0,15.0
2387,10700 ,10900 ,1998JJ00,0.3,53.0,16.0
2388,10700 ,10900 ,1999JJ00,,,
2389,10700 ,10900 ,2000JJ00,,,
2390,10700 ,10900 ,2001JJ00,,,
2391,10700 ,10900 ,2002JJ00,,,
2392,10700 ,10900 ,2003JJ00,,,
2393,10700 ,10900 ,2004JJ00,,,
2394,10700 ,10900 ,2005JJ00,,,
2395,10700 ,10900 ,2006JJ00,,,
2396,10700 ,10900 ,2007JJ00,0.4,91.0,26.0
2397,10700 ,10900 ,2008JJ00,0.4,100.0,28.0
2398,10700 ,10900 ,2009JJ00,0.4,90.0,28.0
2399,10700 ,10900 ,2010JJ00,0.4,97.0,40.0
2400,11100 ,10000 ,1995JJ00,2.1,84.0,28.0
2401,11100 ,10000 ,1996JJ00,2.5,103.0,33.0
2402,11100 ,10000 ,1997JJ00,2.7,105.0,35.0
2403,11100 ,10000 ,1998JJ00,2.8,114.0,42.0
2404,11100 ,10000 ,1999JJ00,2.6,150.0,50.0
2405,11100 ,10000 ,2000JJ00,3.5,204.0,68.0
2406,11100 ,10000 ,2001JJ00,3.1,190.0,63.0
2407,11100 ,10000 ,2002JJ00,3.6,244.0,73.0
2408,11100 ,10000 ,2003JJ00,4.3,261.0,81.0
2409,11100 ,10000 ,2004JJ00,3.4,255.0,74.0
2410,11100 ,10000 ,2005JJ00,4.3,252.0,85.0
2411,11100 ,10000 ,2006JJ00,3.5,208.0,70.0
2412,11100 ,10000 ,2007JJ00,3.2,203.0,71.0
2413,11100 ,10000 ,2008JJ00,4.1,234.0,75.0
2414,11100 ,10000 ,2009JJ00,4.8,246.0,81.0
2415,11100 ,10000 ,2010JJ00,5.0,229.0,72.0
2416,11100 ,10100 ,1995JJ00,,,
2417,11100 ,10100 ,1996JJ00,,,
2418,11100 ,10100 ,1997JJ00,,,
2419,11100 ,10100 ,1998JJ00,,,
2420,11100 ,10100 ,1999JJ00,,,
2421,11100 ,10100 ,2000JJ00,,,
2422,11100 ,10100 ,2001JJ00,,,
2423,11100 ,10100 ,2002JJ00,,,
2424,11100 ,10100 ,2003JJ00,,,
2425,11100 ,10100 ,2004JJ00,,,
2426,11100 ,10100 ,2005JJ00,,,
2427,11100 ,10100 ,2006JJ00,,,
2428,11100 ,10100 ,2007JJ00,,,
2429,11100 ,10100 ,2008JJ00,,,
2430,11100 ,10100 ,2009JJ00,,,
2431,11100 ,10100 ,2010JJ00,,,
2432,11100 ,10200 ,1995JJ00,,,
2433,11100 ,10200 ,1996JJ00,,,
2434,11100 ,10200 ,1997JJ00,,,
2435,11100 ,10200 ,1998JJ00,,,
2436,11100 ,10200 ,1999JJ00,,,
2437,11100 ,10200 ,2000JJ00,,,
2438,11100 ,10200 ,2001JJ00,,,
2439,11100 ,10200 ,2002JJ00,,,
2440,11100 ,10200 ,2003JJ00,,,
2441,11100 ,10200 ,2004JJ00,,,
2442,11100 ,10200 ,2005JJ00,,,
2443,11100 ,10200 ,2006JJ00,,,
2444,11100 ,10200 ,2007JJ00,,,
2445,11100 ,10200 ,2008JJ00,,,
2446,11100 ,10200 ,2009JJ00,,,
2447,11100 ,10200 ,2010JJ00,,,
2448,11100 ,10300 ,1995JJ00,,,
2449,11100 ,10300 ,1996JJ00,,,
2450,11100 ,10300 ,1997JJ00,,,
2451,11100 ,10300 ,1998JJ00,,,
2452,11100 ,10300 ,1999JJ00,,,
2453,11100 ,10300 ,2000JJ00,,,
2454,11100 ,10300 ,2001JJ00,,,
2455,11100 ,10300 ,2002JJ00,,,
2456,11100 ,10300 ,2003JJ00,,,
2457,11100 ,10300 ,2004JJ00,,,
2458,11100 ,10300 ,2005JJ00,,,
2459,11100 ,10300 ,2006JJ00,,,
2460,11100 ,10300 ,2007JJ00,,,
2461,11100 ,10300 ,2008JJ00,,,
2462,11100 ,10300 ,2009JJ00,,,
2463,11100 ,10300 ,2010JJ00,,,
2464,11100 ,10400 ,1995JJ00,,,
2465,11100 ,10400 ,1996JJ00,,,
2466,11100 ,10400 ,1997JJ00,,,
2467,11100 ,10400 ,1998JJ00,,,
2468,11100 ,10400 ,1999JJ00,,,
2469,11100 ,10400 ,2000JJ00,,,
2470,11100 ,10400 ,2001JJ00,,,
2471,11100 ,10400 ,2002JJ00,,,
2472,11100 ,10400 ,2003JJ00,,,
2473,11100 ,10400 ,2004JJ00,,,
2474,11100 ,10400 ,2005JJ00,,,
2475,11100 ,10400 ,2006JJ00,,,
2476,11100 ,10400 ,2007JJ00,,,
2477,11100 ,10400 ,2008JJ00,,,
2478,11100 ,10400 ,2009JJ00,,,
2479,11100 ,10400 ,2010JJ00,,,
2480,11100 ,10500 ,1995JJ00,,,
2481,11100 ,10500 ,1996JJ00,,,
2482,11100 ,10500 ,1997JJ00,,,
2483,11100 ,10500 ,1998JJ00,,,
2484,11100 ,10500 ,1999JJ00,,,
2485,11100 ,10500 ,2000JJ00,,,
2486,11100 ,10500 ,2001JJ00,,,
2487,11100 ,10500 ,2002JJ00,,,
2488,11100 ,10500 ,2003JJ00,,,
2489,11100 ,10500 ,2004JJ00,,,
2490,11100 ,10500 ,2005JJ00,,,
2491,11100 ,10500 ,2006JJ00,,,
2492,11100 ,10500 ,2007JJ00,,,
2493,11100 ,10500 ,2008JJ00,,,
2494,11100 ,10500 ,2009JJ00,,,
2495,11100 ,10500 ,2010JJ00,,,
2496,11100 ,10600 ,1995JJ00,,,
2497,11100 ,10600 ,1996JJ00,,,
2498,11100 ,10600 ,1997JJ00,,,
2499,11100 ,10600 ,1998JJ00,,,
2500,11100 ,10600 ,1999JJ00,,,
2501,11100 ,10600 ,2000JJ00,,,
2502,11100 ,10600 ,2001JJ00,,,
2503,11100 ,10600 ,2002JJ00,,,
2504,11100 ,10600 ,2003JJ00,,,
2505,11100 ,10600 ,2004JJ00,,,
2506,11100 ,10600 ,2005JJ00,,,
2507,11100 ,10600 ,2006JJ00,,,
2508,11100 ,10600 ,2007JJ00,,,
2509,11100 ,10600 ,2008JJ00,,,
2510,11100 ,10600 ,2009JJ00,,,
2511,11100 ,10600 ,2010JJ00,,,
2512,11100 ,10700 ,1995JJ00,2.1,84.0,28.0
2513,11100 ,10700 ,1996JJ00,2.5,103.0,33.0
2514,11100 ,10700 ,1997JJ00,2.7,105.0,35.0
2515,11100 ,10700 ,1998JJ00,2.8,114.0,42.0
2516,11100 ,10700 ,1999JJ00,2.6,150.0,50.0
2517,11100 ,10700 ,2000JJ00,3.5,204.0,68.0
2518,11100 ,10700 ,2001JJ00,3.1,190.0,63.0
2519,11100 ,10700 ,2002JJ00,3.6,244.0,73.0
2520,11100 ,10700 ,2003JJ00,4.3,261.0,81.0
2521,11100 ,10700 ,2004JJ00,3.4,255.0,74.0
2522,11100 ,10700 ,2005JJ00,4.3,252.0,85.0
2523,11100 ,10700 ,2006JJ00,3.5,208.0,70.0
2524,11100 ,10700 ,2007JJ00,3.2,203.0,71.0
2525,11100 ,10700 ,2008JJ00,4.1,234.0,75.0
2526,11100 ,10700 ,2009JJ00,4.8,246.0,81.0
2527,11100 ,10700 ,2010JJ00,5.0,229.0,72.0
2528,11100 ,10800 ,1995JJ00,,,
2529,11100 ,10800 ,1996JJ00,,,
2530,11100 ,10800 ,1997JJ00,,,
2531,11100 ,10800 ,1998JJ00,,,
2532,11100 ,10800 ,1999JJ00,,,
2533,11100 ,10800 ,2000JJ00,,,
2534,11100 ,10800 ,2001JJ00,,,
2535,11100 ,10800 ,2002JJ00,,,
2536,11100 ,10800 ,2003JJ00,,,
2537,11100 ,10800 ,2004JJ00,,,
2538,11100 ,10800 ,2005JJ00,,,
2539,11100 ,10800 ,2006JJ00,,,
2540,11100 ,10800 ,2007JJ00,,,
2541,11100 ,10800 ,2008JJ00,,,
2542,11100 ,10800 ,2009JJ00,,,
2543,11100 ,10800 ,2010JJ00,,,
2544,11100 ,10900 ,1995JJ00,2.1,84.0,28.0
2545,11100 ,10900 ,1996JJ00,2.5,103.0,33.0
2546,11100 ,10900 ,1997JJ00,2.7,105.0,35.0
2547,11100 ,10900 ,1998JJ00,2.8,114.0,42.0
2548,11100 ,10900 ,1999JJ00,2.6,150.0,50.0
2549,11100 ,10900 ,2000JJ00,3.5,204.0,68.0
2550,11100 ,10900 ,2001JJ00,3.1,190.0,63.0
2551,11100 ,10900 ,2002JJ00,3.6,244.0,73.0
2552,11100 ,10900 ,2003JJ00,4.3,261.0,81.0
2553,11100 ,10900 ,2004JJ00,3.4,255.0,74.0
2554,11100 ,10900 ,2005JJ00,4.3,252.0,85.0
2555,11100 ,10900 ,2006JJ00,3.5,208.0,70.0
2556,11100 ,10900 ,2007JJ00,3.2,203.0,71.0
2557,11100 ,10900 ,2008JJ00,4.1,234.0,75.0
2558,11100 ,10900 ,2009JJ00,4.8,246.0,81.0
2559,11100 ,10900 ,2010JJ00,5.0,229.0,72.0
2560,11000 ,10000 ,1995JJ00,1.4,325.0,72.0
2561,11000 ,10000 ,1996JJ00,1.7,400.0,88.0
2562,11000 ,10000 ,1997JJ00,2.2,495.0,109.0
2563,11000 ,10000 ,1998JJ00,2.6,518.0,105.0
2564,11000 ,10000 ,1999JJ00,2.4,726.0,188.0
2565,11000 ,10000 ,2000JJ00,2.4,745.0,175.0
2566,11000 ,10000 ,2001JJ00,2.6,760.0,169.0
2567,11000 ,10000 ,2002JJ00,2.8,765.0,159.0
2568,11000 ,10000 ,2003JJ00,2.9,795.0,178.0
2569,11000 ,10000 ,2004JJ00,2.7,908.0,222.0
2570,11000 ,10000 ,2005JJ00,2.7,956.0,235.0
2571,11000 ,10000 ,2006JJ00,2.7,1094.0,310.0
2572,11000 ,10000 ,2007JJ00,2.7,1151.0,312.0
2573,11000 ,10000 ,2008JJ00,2.7,1243.0,279.0
2574,11000 ,10000 ,2009JJ00,2.9,1002.0,180.0
2575,11000 ,10000 ,2010JJ00,2.9,1183.0,230.0
2576,11000 ,10100 ,1995JJ00,,,
2577,11000 ,10100 ,1996JJ00,,,
2578,11000 ,10100 ,1997JJ00,,,
2579,11000 ,10100 ,1998JJ00,,,
2580,11000 ,10100 ,1999JJ00,,,
2581,11000 ,10100 ,2000JJ00,,,
2582,11000 ,10100 ,2001JJ00,,,
2583,11000 ,10100 ,2002JJ00,,,
2584,11000 ,10100 ,2003JJ00,,,
2585,11000 ,10100 ,2004JJ00,,,
2586,11000 ,10100 ,2005JJ00,,,
2587,11000 ,10100 ,2006JJ00,,,
2588,11000 ,10100 ,2007JJ00,,,
2589,11000 ,10100 ,2008JJ00,,,
2590,11000 ,10100 ,2009JJ00,,,
2591,11000 ,10100 ,2010JJ00,,,
2592,11000 ,10200 ,1995JJ00,,,
2593,11000 ,10200 ,1996JJ00,,,
2594,11000 ,10200 ,1997JJ00,,,
2595,11000 ,10200 ,1998JJ00,,,
2596,11000 ,10200 ,1999JJ00,,,
2597,11000 ,10200 ,2000JJ00,,,
2598,11000 ,10200 ,2001JJ00,,,
2599,11000 ,10200 ,2002JJ00,,,
2600,11000 ,10200 ,2003JJ00,,,
2601,11000 ,10200 ,2004JJ00,,,
2602,11000 ,10200 ,2005JJ00,,,
2603,11000 ,10200 ,2006JJ00,,,
2604,11000 ,10200 ,2007JJ00,,,
2605,11000 ,10200 ,2008JJ00,,,
2606,11000 ,10200 ,2009JJ00,,,
2607,11000 ,10200 ,2010JJ00,,,
2608,11000 ,10300 ,1995JJ00,,,
2609,11000 ,10300 ,1996JJ00,,,
2610,11000 ,10300 ,1997JJ00,,,
2611,11000 ,10300 ,1998JJ00,,,
2612,11000 ,10300 ,1999JJ00,,,
2613,11000 ,10300 ,2000JJ00,,,
2614,11000 ,10300 ,2001JJ00,,,
2615,11000 ,10300 ,2002JJ00,,,
2616,11000 ,10300 ,2003JJ00,,,
2617,11000 ,10300 ,2004JJ00,,,
2618,11000 ,10300 ,2005JJ00,,,
2619,11000 ,10300 ,2006JJ00,,,
2620,11000 ,10300 ,2007JJ00,,,
2621,11000 ,10300 ,2008JJ00,,,
2622,11000 ,10300 ,2009JJ00,,,
2623,11000 ,10300 ,2010JJ00,,,
2624,11000 ,10400 ,1995JJ00,,,
2625,11000 ,10400 ,1996JJ00,,,
2626,11000 ,10400 ,1997JJ00,,,
2627,11000 ,10400 ,1998JJ00,,,
2628,11000 ,10400 ,1999JJ00,,,
2629,11000 ,10400 ,2000JJ00,,,
2630,11000 ,10400 ,2001JJ00,,,
2631,11000 ,10400 ,2002JJ00,,,
2632,11000 ,10400 ,2003JJ00,,,
2633,11000 ,10400 ,2004JJ00,,,
2634,11000 ,10400 ,2005JJ00,,,
2635,11000 ,10400 ,2006JJ00,,,
2636,11000 ,10400 ,2007JJ00,,,
2637,11000 ,10400 ,2008JJ00,,,
2638,11000 ,10400 ,2009JJ00,,,
2639,11000 ,10400 ,2010JJ00,,,
2640,11000 ,10500 ,1995JJ00,,,
2641,11000 ,10500 ,1996JJ00,,,
2642,11000 ,10500 ,1997JJ00,,,
2643,11000 ,10500 ,1998JJ00,,,
2644,11000 ,10500 ,1999JJ00,,,
2645,11000 ,10500 ,2000JJ00,,,
2646,11000 ,10500 ,2001JJ00,,,
2647,11000 ,10500 ,2002JJ00,,,
2648,11000 ,10500 ,2003JJ00,,,
2649,11000 ,10500 ,2004JJ00,,,
2650,11000 ,10500 ,2005JJ00,,,
2651,11000 ,10500 ,2006JJ00,,,
2652,11000 ,10500 ,2007JJ00,,,
2653,11000 ,10500 ,2008JJ00,,,
2654,11000 ,10500 ,2009JJ00,,,
2655,11000 ,10500 ,2010JJ00,,,
2656,11000 ,10600 ,1995JJ00,,,
2657,11000 ,10600 ,1996JJ00,,,
2658,11000 ,10600 ,1997JJ00,,,
2659,11000 ,10600 ,1998JJ00,,,
2660,11000 ,10600 ,1999JJ00,,,
2661,11000 ,10600 ,2000JJ00,,,
2662,11000 ,10600 ,2001JJ00,,,
2663,11000 ,10600 ,2002JJ00,,,
2664,11000 ,10600 ,2003JJ00,,,
2665,11000 ,10600 ,2004JJ00,,,
2666,11000 ,10600 ,2005JJ00,,,
2667,11000 ,10600 ,2006JJ00,,,
2668,11000 ,10600 ,2007JJ00,,,
2669,11000 ,10600 ,2008JJ00,,,
2670,11000 ,10600 ,2009JJ00,,,
2671,11000 ,10600 ,2010JJ00,,,
2672,11000 ,10700 ,1995JJ00,1.4,325.0,72.0
2673,11000 ,10700 ,1996JJ00,1.7,400.0,88.0
2674,11000 ,10700 ,1997JJ00,2.2,495.0,109.0
2675,11000 ,10700 ,1998JJ00,2.6,518.0,105.0
2676,11000 ,10700 ,1999JJ00,2.4,726.0,188.0
2677,11000 ,10700 ,2000JJ00,2.4,745.0,175.0
2678,11000 ,10700 ,2001JJ00,2.6,760.0,169.0
2679,11000 ,10700 ,2002JJ00,2.8,765.0,159.0
2680,11000 ,10700 ,2003JJ00,2.9,795.0,178.0
2681,11000 ,10700 ,2004JJ00,2.7,908.0,222.0
2682,11000 ,10700 ,2005JJ00,2.7,956.0,235.0
2683,11000 ,10700 ,2006JJ00,2.7,1094.0,310.0
2684,11000 ,10700 ,2007JJ00,2.7,1151.0,312.0
2685,11000 ,10700 ,2008JJ00,2.7,1243.0,279.0
2686,11000 ,10700 ,2009JJ00,2.9,1002.0,180.0
2687,11000 ,10700 ,2010JJ00,2.9,1183.0,230.0
2688,11000 ,10800 ,1995JJ00,,,
2689,11000 ,10800 ,1996JJ00,,,
2690,11000 ,10800 ,1997JJ00,,,
2691,11000 ,10800 ,1998JJ00,,,
2692,11000 ,10800 ,1999JJ00,,,
2693,11000 ,10800 ,2000JJ00,,,
2694,11000 ,10800 ,2001JJ00,,,
2695,11000 ,10800 ,2002JJ00,,,
2696,11000 ,10800 ,2003JJ00,,,
2697,11000 ,10800 ,2004JJ00,,,
2698,11000 ,10800 ,2005JJ00,,,
2699,11000 ,10800 ,2006JJ00,,,
2700,11000 ,10800 ,2007JJ00,,,
2701,11000 ,10800 ,2008JJ00,,,
2702,11000 ,10800 ,2009JJ00,,,
2703,11000 ,10800 ,2010JJ00,,,
2704,11000 ,10900 ,1995JJ00,1.4,325.0,72.0
2705,11000 ,10900 ,1996JJ00,1.7,400.0,88.0
2706,11000 ,10900 ,1997JJ00,2.2,495.0,109.0
2707,11000 ,10900 ,1998JJ00,2.6,518.0,105.0
2708,11000 ,10900 ,1999JJ00,2.4,726.0,188.0
2709,11000 ,10900 ,2000JJ00,2.4,745.0,175.0
2710,11000 ,10900 ,2001JJ00,2.6,760.0,169.0
2711,11000 ,10900 ,2002JJ00,2.8,765.0,159.0
2712,11000 ,10900 ,2003JJ00,2.9,795.0,178.0
2713,11000 ,10900 ,2004JJ00,2.7,908.0,222.0
2714,11000 ,10900 ,2005JJ00,2.7,956.0,235.0
2715,11000 ,10900 ,2006JJ00,2.7,1094.0,310.0
2716,11000 ,10900 ,2007JJ00,2.7,1151.0,312.0
2717,11000 ,10900 ,2008JJ00,2.7,1243.0,279.0
2718,11000 ,10900 ,2009JJ00,2.9,1002.0,180.0
2719,11000 ,10900 ,2010JJ00,2.9,1183.0,230.0
2720,11500 ,10000 ,1995JJ00,3.6,513.0,294.0
2721,11500 ,10000 ,1996JJ00,3.6,541.0,312.0
2722,11500 ,10000 ,1997JJ00,3.7,554.0,329.0
2723,11500 ,10000 ,1998JJ00,3.5,582.0,342.0
2724,11500 ,10000 ,1999JJ00,3.0,605.0,337.0
2725,11500 ,10000 ,2000JJ00,3.0,633.0,357.0
2726,11500 ,10000 ,2001JJ00,3.4,697.0,393.0
2727,11500 ,10000 ,2002JJ00,4.1,736.0,450.0
2728,11500 ,10000 ,2003JJ00,4.0,920.0,468.0
2729,11500 ,10000 ,2004JJ00,4.0,947.0,483.0
2730,11500 ,10000 ,2005JJ00,3.9,952.0,496.0
2731,11500 ,10000 ,2006JJ00,4.0,993.0,513.0
2732,11500 ,10000 ,2007JJ00,3.7,1036.0,523.0
2733,11500 ,10000 ,2008JJ00,3.7,1104.0,559.0
2734,11500 ,10000 ,2009JJ00,3.8,1195.0,594.0
2735,11500 ,10000 ,2010JJ00,4.0,1238.0,630.0
2736,11500 ,10100 ,1995JJ00,,,
2737,11500 ,10100 ,1996JJ00,,,
2738,11500 ,10100 ,1997JJ00,,,
2739,11500 ,10100 ,1998JJ00,,,
2740,11500 ,10100 ,1999JJ00,,,
2741,11500 ,10100 ,2000JJ00,,,
2742,11500 ,10100 ,2001JJ00,,,
2743,11500 ,10100 ,2002JJ00,,,
2744,11500 ,10100 ,2003JJ00,,,
2745,11500 ,10100 ,2004JJ00,,,
2746,11500 ,10100 ,2005JJ00,,,
2747,11500 ,10100 ,2006JJ00,,,
2748,11500 ,10100 ,2007JJ00,,,
2749,11500 ,10100 ,2008JJ00,,,
2750,11500 ,10100 ,2009JJ00,,,
2751,11500 ,10100 ,2010JJ00,,,
2752,11500 ,10200 ,1995JJ00,,,
2753,11500 ,10200 ,1996JJ00,,,
2754,11500 ,10200 ,1997JJ00,,,
2755,11500 ,10200 ,1998JJ00,,,
2756,11500 ,10200 ,1999JJ00,,,
2757,11500 ,10200 ,2000JJ00,,,
2758,11500 ,10200 ,2001JJ00,,,
2759,11500 ,10200 ,2002JJ00,,,
2760,11500 ,10200 ,2003JJ00,,,
2761,11500 ,10200 ,2004JJ00,,,
2762,11500 ,10200 ,2005JJ00,,,
2763,11500 ,10200 ,2006JJ00,,,
2764,11500 ,10200 ,2007JJ00,,,
2765,11500 ,10200 ,2008JJ00,,,
2766,11500 ,10200 ,2009JJ00,,,
2767,11500 ,10200 ,2010JJ00,,,
2768,11500 ,10300 ,1995JJ00,,,
2769,11500 ,10300 ,1996JJ00,,,
2770,11500 ,10300 ,1997JJ00,,,
2771,11500 ,10300 ,1998JJ00,,,
2772,11500 ,10300 ,1999JJ00,,,
2773,11500 ,10300 ,2000JJ00,,,
2774,11500 ,10300 ,2001JJ00,,,
2775,11500 ,10300 ,2002JJ00,,,
2776,11500 ,10300 ,2003JJ00,,,
2777,11500 ,10300 ,2004JJ00,,,
2778,11500 ,10300 ,2005JJ00,,,
2779,11500 ,10300 ,2006JJ00,,,
2780,11500 ,10300 ,2007JJ00,,,
2781,11500 ,10300 ,2008JJ00,,,
2782,11500 ,10300 ,2009JJ00,,,
2783,11500 ,10300 ,2010JJ00,,,
2784,11500 ,10400 ,1995JJ00,,,
2785,11500 ,10400 ,1996JJ00,,,
2786,11500 ,10400 ,1997JJ00,,,
2787,11500 ,10400 ,1998JJ00,,,
2788,11500 ,10400 ,1999JJ00,,,
2789,11500 ,10400 ,2000JJ00,,,
2790,11500 ,10400 ,2001JJ00,,,
2791,11500 ,10400 ,2002JJ00,,,
2792,11500 ,10400 ,2003JJ00,,,
2793,11500 ,10400 ,2004JJ00,,,
2794,11500 ,10400 ,2005JJ00,,,
2795,11500 ,10400 ,2006JJ00,,,
2796,11500 ,10400 ,2007JJ00,,,
2797,11500 ,10400 ,2008JJ00,,,
2798,11500 ,10400 ,2009JJ00,,,
2799,11500 ,10400 ,2010JJ00,,,
2800,11500 ,10500 ,1995JJ00,,,
