ID,Persoonskenmerken,Perioden,k_20UurOfMeerPerWeek_1,k_10Tot20UurPerWeek_2,k_5Tot10UurPerWeek_3,k_1Tot5UurPerWeek_4,MinderDan1UurPerWeek_5,KijktDagelijksTelevisiejournaal_6,AbonnementDagblad_7,LeestDagelijksDeKrant_8,LeestWelEensEenBoek_9,JaEnGeleendAfgelopen2Maanden_10,JaEnNietGeleendAfgelopen2Maanden_11,HuishoudensMetPcMetInternet_12,HuishoudensMetPcZonderInternet_13,HuishoudensZonderPc_14,PersonenMetThuisPcMetInternet_15,PersonenMetThuisPcZonderInternet_16,PersonenZonderPc_17,HuishoudensMetToegangTotInternet_18,PCEnOpAndereWijze_19,AlleenViaPc_20,AlleenOpAndereWijze_21,ViaDesktopMinitower_22,ViaLaptop_23,OpAndereWijze_24,AnaloogModem_25,ISDN_26,BreedbandKabel_27,AndereBreedband_28,OpAndereWijze_29,PersonenMetThuisToegangTotInternet_30,ViaPcEnOpAnderWijze_31,AlleenViaPc_32,AlleenOpAndereWijze_33,ViaDesktopMinitower_34,ViaLaptop_35,ViaMobieleTelefoon_36,OpAndereWijze_37,AnaloogModem_38,ISDN_39,Kabel_40,AndereBreedband_41,OpAndereWijze_42,GeenInteresseNietZinvol_43,GeenPcGeenGeschiktePcVoorInternet_44,InternetgebruikTeDuur_45,BenodigdeApparatuurTeDuur_46,GeenKennisVaardigheden_47,VoeltZichTeOud_48,GeenTijdOmDezeTeGebruiken_49,HeeftMogelijkheidEldersTeInternetten_50,BezorgdOmPrivacyEnOfVeiligheid_51,GeenSpecialeReden_52,AndereReden_53,HeeftEenPersonalComputerGebruikt_54,VanAlleInwonersNederlandVanaf12Jr_55,VanDePersonalComputerGebruikers_56,VanAlleInwonersNederlandVanaf12Jr_57,VanDegenenDieThuisEenPcBezitten_58,VoorPriveDoeleinden_59,VoorHetWerk_60,ZowelVoorPriveEnWerkDoeleinden_61,Dagelijks_62,EenKeerPerWeek_63,EenKeerPerMaand_64,HelemaalNiet_65,HeeftEldersPcGebruikt_66,HeeftPcBijOpleidingsinstGebruikt_67,Dagelijks_68,EenKeerPerWeek_69,EenKeerPerMaand_70,HelemaalNiet_71,HeeftPcErgensAndersGebruikt_72,HeeftOoitGeinternetEnOfGeeMaild_73,HeeftInternetInDeAfg4WknGebruikt_74,VanAlleInwonersNederlandVanaf12Jr_75,VanDeInternetgebruikers_76,VanAlleInwonersNederlandVanaf12Jr_77,VanDegeneDieThuisInternetBezitten_78,VoorPriveDoeleinden_79,VoorHetWerk_80,ZowelVoorPriveAlsWerkDoeleinden_81,Dagelijks_82,EenKeerPerWeek_83,EenKeerPerMaand_84,HelemaalNiet_85,SurfenHalenVanGratisInformatie_86,EMailen_87,DownloadenSoftware_88,ElektronischWinkelen_89,AndereActiviteiten_90,HeeftEldersInternetGebruikt_91,HeeftInternetBijOplInstGebruikt_92,Dagelijks_93,EenKeerPerWeek_94,EenKeerPerMaand_95,HelemaalNiet_96,HeeftInternetErgensAndersGebruikt_97,BijEenCommercieleInstelling_98,BijEenOpenbaarGebouw_99,BijBurenVriendenOfFamilie_100,AnderePlaats_101,Dagelijks_102,EenKeerPerWeek_103,EenKeerPerMaand_104,EMailen_105,ChattenTelefoneren_106,ZomaarWatSurfen_107,HeeftSpecifiekeInformatieGezocht_108,OnderwijsOpleiding_109,ActualiteitNieuws_110,Gezondheid_111,CommercieleProductenDiensten_112,WerkVacatures_113,IetsAnders_114,HeeftGratisSoftwareGedownload_115,Spelletjes_116,Muziek_117,AndereSoftware_118,HeeftSiteSVanDeOverheidBezocht_119,VanAlleInwonersNederlandVanaf12Jr_120,VanDegenenDieThuisInternetHebben_121,VanDeInternetgebruikers_122,VanAlleInwonersNederlandVanaf12Jr_123,VanDegenenDieThuisInternetHebben_124,VanDeInternetgebruikers_125,ReizenVakantiesAccommodaties_126,VideoSDvdSMuziek_127,LiteratuurBoekenTijdschriften_128,Levensmiddelen_129,AandFinanDienstverlVerzekering_130,Software_131,HardwareElektronischeApparaten_132,KledingSportartikelen_133,KaartjesVoorEvenemConcVoorstel_134,AndereGoederen_135,AfgelopenVierWeken_136,LangerDan4WknKorterDan2MndGel_137,TweeADrieMaandenGeleden_138,GemiddeldBedragLaatsteAankoop_139,HeeftCreditcardGegevensDoorgegeven_140,GeenBehoefte_141,WilHetProductZelfZien_142,UitGewoonte_143,VanwegeVeiligheidPrivacy_144,NietVerkrijgbaarGeenVertrOngerust_145,HeeftErGeenErvaringMee_146,GeenComputerInternetverbinding_147,AndereRedenen_148
702,144,2003JJ00,30.0,39.0,19.0,10.0,1.0,72.0,44.0,47.0,41.0,31.0,15.0,,,,76.0,12.0,12.0,,,,,,,,,,,,,78.0,13.0,85.0,1.0,93.0,19.0,9.0,1.0,52.0,18.0,23.0,7.0,2.0,19.0,33.0,21.0,10.0,6.0,0.0,3.0,13.0,3.0,6.0,19.0,83.0,11.0,13.0,71.0,81.0,58.0,6.0,36.0,27.0,42.0,12.0,19.0,59.0,23.0,4.0,16.0,3.0,77.0,14.0,80.0,70.0,4.0,5.0,60.0,77.0,71.0,4.0,26.0,22.0,43.0,12.0,23.0,,,,,,42.0,12.0,3.0,8.0,2.0,88.0,10.0,13.0,10.0,79.0,14.0,10.0,40.0,51.0,80.0,12.0,26.0,84.0,21.0,35.0,34.0,47.0,24.0,50.0,12.0,4.0,8.0,4.0,19.0,40.0,48.0,54.0,21.0,26.0,29.0,34.0,21.0,32.0,4.0,6.0,5.0,9.0,37.0,20.0,25.0,54.0,28.0,18.0,203.0,20.0,52.0,43.0,8.0,30.0,11.0,11.0,5.0,4.0
703,144,2004JJ00,29.0,41.0,19.0,10.0,2.0,73.0,44.0,47.0,,30.0,11.0,,,,82.0,10.0,9.0,,,,,,,,,,,,,83.0,16.0,83.0,2.0,92.0,20.0,12.0,2.0,37.0,16.0,28.0,16.0,4.0,15.0,35.0,22.0,7.0,7.0,0.0,2.0,17.0,0.0,7.0,17.0,85.0,12.0,14.0,78.0,85.0,58.0,5.0,38.0,32.0,41.0,11.0,15.0,62.0,24.0,8.0,12.0,5.0,76.0,15.0,84.0,77.0,5.0,6.0,67.0,81.0,73.0,3.0,24.0,28.0,43.0,9.0,19.0,,,,,,47.0,16.0,4.0,7.0,5.0,84.0,11.0,19.0,9.0,81.0,12.0,9.0,46.0,45.0,83.0,16.0,32.0,88.0,25.0,38.0,36.0,50.0,25.0,50.0,13.0,5.0,10.0,4.0,19.0,51.0,57.0,63.0,28.0,32.0,35.0,37.0,20.0,29.0,3.0,3.0,4.0,6.0,36.0,22.0,26.0,59.0,24.0,17.0,203.0,23.0,45.0,39.0,8.0,33.0,13.0,13.0,5.0,4.0
704,144,2005JJ00,27.0,44.0,17.0,11.0,2.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,144,2006JJ00,30.0,39.0,21.0,9.0,2.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,144,2007JJ00,25.0,41.0,21.0,11.0,2.0,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,144,2008JJ00,26.0,42.0,19.0,11.0,2.0,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,145,1997JJ00,30.0,39.0,19.0,11.0,1.0,84.0,75.0,82.0,,21.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,145,1998JJ00,32.0,39.0,19.0,10.0,1.0,86.0,76.0,82.0,,20.0,8.0,,,,17.0,44.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,145,1999JJ00,31.0,38.0,18.0,11.0,1.0,85.0,75.0,79.0,,19.0,8.0,,,,28.0,38.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,145,2000JJ00,31.0,39.0,19.0,10.0,1.0,83.0,74.0,80.0,,20.0,8.0,,,,46.0,26.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,145,2001JJ00,33.0,39.0,17.0,10.0,1.0,82.0,71.0,77.0,,17.0,8.0,,,,57.0,19.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,145,2002JJ00,32.0,39.0,18.0,9.0,1.0,84.0,71.0,79.0,,17.0,10.0,,,,67.0,14.0,19.0,,,,,,,,,,,,,70.0,12.0,87.0,1.0,95.0,16.0,8.0,1.0,58.0,20.0,23.0,3.0,1.0,44.0,23.0,12.0,5.0,10.0,2.0,2.0,8.0,3.0,4.0,12.0,74.0,13.0,17.0,66.0,80.0,46.0,7.0,47.0,39.0,34.0,7.0,20.0,54.0,22.0,7.0,11.0,4.0,78.0,14.0,66.0,60.0,4.0,6.0,53.0,76.0,58.0,6.0,37.0,31.0,37.0,7.0,24.0,,,,,,39.0,12.0,1.0,8.0,3.0,88.0,7.0,17.0,14.0,49.0,38.0,20.0,47.0,33.0,79.0,6.0,28.0,83.0,19.0,42.0,20.0,53.0,14.0,57.0,23.0,4.0,10.0,16.0,24.0,27.0,37.0,43.0,16.0,22.0,26.0,37.0,23.0,28.0,3.0,14.0,20.0,15.0,13.0,16.0,28.0,55.0,26.0,19.0,444.0,38.0,47.0,32.0,6.0,30.0,10.0,8.0,3.0,4.0
714,145,2003JJ00,34.0,39.0,17.0,9.0,1.0,85.0,70.0,80.0,,19.0,10.0,,,,72.0,11.0,17.0,,,,,,,,,,,,,73.0,13.0,86.0,1.0,95.0,18.0,8.0,2.0,47.0,20.0,25.0,10.0,2.0,42.0,26.0,12.0,4.0,10.0,2.0,3.0,7.0,3.0,6.0,13.0,75.0,13.0,17.0,68.0,82.0,44.0,8.0,48.0,44.0,32.0,6.0,18.0,54.0,20.0,8.0,7.0,4.0,80.0,11.0,69.0,63.0,4.0,6.0,57.0,79.0,56.0,7.0,37.0,35.0,37.0,7.0,21.0,,,,,,40.0,15.0,7.0,5.0,2.0,85.0,6.0,15.0,7.0,43.0,45.0,21.0,38.0,42.0,82.0,6.0,27.0,84.0,19.0,48.0,20.0,59.0,14.0,53.0,24.0,4.0,13.0,15.0,28.0,31.0,42.0,49.0,17.0,23.0,27.0,43.0,21.0,35.0,3.0,17.0,21.0,21.0,12.0,17.0,29.0,61.0,20.0,18.0,384.0,34.0,50.0,32.0,9.0,33.0,13.0,11.0,3.0,4.0
715,145,2004JJ00,32.0,41.0,18.0,8.0,1.0,83.0,69.0,77.0,,15.0,10.0,,,,80.0,7.0,13.0,,,,,,,,,,,,,82.0,14.0,85.0,1.0,96.0,21.0,8.0,2.0,34.0,16.0,30.0,21.0,2.0,37.0,31.0,9.0,5.0,12.0,1.0,2.0,11.0,2.0,7.0,14.0,78.0,14.0,18.0,72.0,82.0,44.0,4.0,52.0,49.0,29.0,4.0,18.0,56.0,9.0,4.0,5.0,0.0,91.0,11.0,76.0,69.0,5.0,7.0,65.0,79.0,54.0,6.0,41.0,40.0,35.0,5.0,21.0,,,,,,43.0,7.0,2.0,4.0,1.0,93.0,5.0,13.0,17.0,53.0,37.0,26.0,32.0,42.0,82.0,6.0,29.0,87.0,18.0,47.0,26.0,62.0,15.0,49.0,25.0,4.0,12.0,15.0,34.0,41.0,49.0,58.0,23.0,28.0,34.0,45.0,28.0,31.0,3.0,21.0,21.0,19.0,11.0,21.0,33.0,63.0,22.0,14.0,384.0,38.0,50.0,34.0,10.0,34.0,15.0,10.0,1.0,4.0
716,145,2005JJ00,36.0,39.0,15.0,8.0,2.0,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,145,2006JJ00,33.0,40.0,17.0,9.0,1.0,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,145,2007JJ00,34.0,38.0,18.0,8.0,2.0,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,145,2008JJ00,35.0,38.0,16.0,9.0,1.0,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,146,1997JJ00,37.0,35.0,17.0,9.0,1.0,83.0,73.0,73.0,,33.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,146,1998JJ00,38.0,37.0,16.0,8.0,1.0,88.0,74.0,77.0,,33.0,8.0,,,,13.0,40.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,146,1999JJ00,37.0,36.0,16.0,9.0,2.0,85.0,73.0,76.0,,32.0,7.0,,,,22.0,37.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,146,2000JJ00,37.0,38.0,16.0,8.0,1.0,85.0,71.0,79.0,,32.0,9.0,,,,40.0,25.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,146,2001JJ00,36.0,39.0,16.0,8.0,1.0,85.0,70.0,74.0,,32.0,8.0,,,,52.0,19.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,146,2002JJ00,39.0,36.0,16.0,8.0,2.0,87.0,70.0,75.0,,29.0,9.0,,,,61.0,14.0,25.0,,,,,,,,,,,,,65.0,8.0,90.0,2.0,93.0,16.0,6.0,1.0,60.0,21.0,18.0,2.0,1.0,40.0,27.0,11.0,7.0,8.0,2.0,3.0,5.0,2.0,5.0,13.0,55.0,6.0,10.0,47.0,61.0,54.0,10.0,36.0,21.0,30.0,11.0,39.0,33.0,20.0,3.0,10.0,7.0,80.0,7.0,48.0,40.0,2.0,4.0,35.0,54.0,70.0,5.0,25.0,14.0,28.0,12.0,46.0,,,,,,18.0,8.0,3.0,4.0,2.0,92.0,2.0,,,,,,,,77.0,6.0,20.0,69.0,18.0,32.0,33.0,37.0,14.0,59.0,11.0,3.0,4.0,5.0,12.0,13.0,20.0,31.0,8.0,12.0,19.0,34.0,7.0,39.0,9.0,7.0,5.0,5.0,18.0,19.0,19.0,50.0,28.0,22.0,246.0,29.0,49.0,34.0,4.0,26.0,8.0,9.0,3.0,4.0
726,146,2003JJ00,37.0,38.0,16.0,8.0,1.0,85.0,69.0,73.0,,31.0,11.0,,,,66.0,11.0,23.0,,,,,,,,,,,,,67.0,9.0,91.0,1.0,95.0,15.0,6.0,1.0,50.0,21.0,24.0,6.0,1.0,37.0,33.0,12.0,5.0,11.0,3.0,2.0,6.0,2.0,6.0,11.0,58.0,6.0,11.0,52.0,67.0,56.0,7.0,37.0,26.0,31.0,9.0,33.0,35.0,19.0,3.0,13.0,3.0,81.0,6.0,52.0,44.0,2.0,4.0,40.0,60.0,70.0,4.0,27.0,18.0,31.0,11.0,40.0,,,,,,21.0,9.0,2.0,4.0,3.0,91.0,3.0,16.0,14.0,60.0,18.0,15.0,36.0,48.0,78.0,7.0,19.0,77.0,20.0,34.0,33.0,41.0,14.0,47.0,8.0,2.0,4.0,4.0,13.0,19.0,27.0,40.0,10.0,14.0,21.0,34.0,13.0,33.0,3.0,4.0,9.0,9.0,22.0,23.0,22.0,57.0,24.0,19.0,293.0,32.0,55.0,40.0,9.0,30.0,10.0,13.0,4.0,3.0
727,146,2004JJ00,40.0,37.0,16.0,7.0,1.0,85.0,65.0,72.0,,26.0,11.0,,,,73.0,8.0,19.0,,,,,,,,,,,,,73.0,14.0,86.0,0.0,97.0,19.0,9.0,1.0,38.0,18.0,28.0,14.0,2.0,43.0,28.0,15.0,4.0,11.0,3.0,3.0,5.0,2.0,5.0,11.0,62.0,7.0,11.0,56.0,69.0,61.0,7.0,33.0,31.0,29.0,9.0,31.0,35.0,19.0,7.0,9.0,3.0,81.0,7.0,58.0,50.0,2.0,4.0,45.0,62.0,71.0,4.0,25.0,22.0,32.0,8.0,38.0,,,,,,24.0,13.0,4.0,7.0,2.0,87.0,4.0,12.0,13.0,70.0,24.0,6.0,41.0,53.0,81.0,12.0,25.0,83.0,20.0,42.0,38.0,44.0,11.0,51.0,10.0,4.0,5.0,4.0,15.0,24.0,31.0,45.0,14.0,18.0,27.0,44.0,14.0,30.0,3.0,5.0,6.0,8.0,27.0,22.0,31.0,57.0,27.0,16.0,250.0,28.0,57.0,41.0,9.0,28.0,12.0,11.0,2.0,2.0
728,146,2005JJ00,38.0,38.0,14.0,8.0,1.0,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,146,2006JJ00,37.0,35.0,18.0,8.0,1.0,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,146,2007JJ00,34.0,40.0,16.0,9.0,1.0,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,146,2008JJ00,38.0,37.0,15.0,8.0,2.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,147,1997JJ00,52.0,31.0,9.0,6.0,2.0,97.0,79.0,85.0,,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,147,1998JJ00,52.0,30.0,11.0,5.0,2.0,95.0,77.0,81.0,,18.0,8.0,,,,3.0,14.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,147,1999JJ00,53.0,29.0,11.0,5.0,2.0,92.0,76.0,81.0,,23.0,5.0,,,,6.0,14.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,147,2000JJ00,51.0,31.0,11.0,5.0,2.0,93.0,77.0,86.0,,20.0,9.0,,,,13.0,14.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,147,2001JJ00,54.0,29.0,10.0,5.0,2.0,92.0,78.0,82.0,,20.0,8.0,,,,20.0,13.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,147,2002JJ00,50.0,32.0,11.0,5.0,2.0,94.0,76.0,80.0,,16.0,8.0,,,,25.0,12.0,63.0,,,,,,,,,,,,,26.0,6.0,92.0,2.0,92.0,10.0,3.0,0.0,78.0,11.0,9.0,1.0,2.0,50.0,19.0,2.0,1.0,7.0,22.0,1.0,1.0,1.0,4.0,10.0,29.0,2.0,8.0,28.0,73.0,,,,40.0,27.0,6.0,27.0,7.0,,,,,,5.0,23.0,19.0,1.0,4.0,18.0,68.0,,,,24.0,34.0,10.0,32.0,,,,,,3.0,,,,,,2.0,,,,,,,,74.0,7.0,27.0,76.0,5.0,41.0,26.0,32.0,1.0,52.0,14.0,2.0,8.0,8.0,17.0,5.0,17.0,24.0,2.0,6.0,9.0,,,,,,,,,,,,,,,,45.0,29.0,4.0,31.0,10.0,6.0,4.0,2.0
738,147,2003JJ00,49.0,32.0,11.0,6.0,2.0,90.0,76.0,83.0,,17.0,6.0,,,,30.0,10.0,60.0,,,,,,,,,,,,,30.0,6.0,94.0,0.0,94.0,10.0,3.0,0.0,70.0,12.0,15.0,3.0,0.0,45.0,29.0,4.0,3.0,9.0,22.0,1.0,2.0,1.0,3.0,6.0,31.0,2.0,8.0,30.0,76.0,,,,38.0,31.0,8.0,24.0,6.0,,,,,,5.0,26.0,22.0,1.0,4.0,22.0,72.0,,,,26.0,36.0,10.0,28.0,,,,,,4.0,,,,,,2.0,,,,,,,,80.0,8.0,27.0,73.0,6.0,42.0,24.0,44.0,2.0,45.0,18.0,3.0,4.0,13.0,16.0,7.0,24.0,31.0,3.0,11.0,14.0,,,,,,,,,,,,,,,,55.0,33.0,8.0,28.0,13.0,15.0,2.0,1.0
739,147,2004JJ00,52.0,32.0,9.0,5.0,1.0,93.0,74.0,83.0,,16.0,9.0,,,,34.0,10.0,56.0,,,,,,,,,,,,,34.0,12.0,87.0,1.0,90.0,9.0,4.0,2.0,57.0,15.0,13.0,11.0,4.0,42.0,35.0,3.0,3.0,16.0,22.0,3.0,2.0,1.0,4.0,7.0,32.0,3.0,9.0,31.0,72.0,,,,38.0,29.0,5.0,28.0,7.0,23.0,0.0,20.0,3.0,77.0,4.0,28.0,22.0,1.0,4.0,22.0,64.0,,,,25.0,30.0,8.0,36.0,,,,,,4.0,13.0,0.0,13.0,0.0,87.0,2.0,33.0,65.0,62.0,23.0,23.0,54.0,23.0,85.0,4.0,34.0,72.0,5.0,53.0,37.0,53.0,3.0,46.0,20.0,7.0,6.0,10.0,13.0,7.0,20.0,30.0,4.0,12.0,20.0,42.0,11.0,42.0,7.0,10.0,30.0,9.0,6.0,26.0,18.0,54.0,14.0,32.0,160.0,26.0,64.0,30.0,7.0,26.0,12.0,7.0,2.0,2.0
740,147,2005JJ00,53.0,31.0,11.0,4.0,1.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,147,2006JJ00,51.0,31.0,11.0,6.0,2.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,147,2007JJ00,55.0,27.0,13.0,4.0,2.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,147,2008JJ00,55.0,28.0,11.0,6.0,0.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,148,1997JJ00,56.0,28.0,10.0,3.0,3.0,91.0,69.0,70.0,,28.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
