ID,NECSectoren,EmissiesNaarLucht,Perioden,EmissiesNaarLucht_1
1657,320800   ,A044112,2008JJ00,12.5
1658,320800   ,A044112,2009JJ00,11.1
1659,320800   ,A044112,2010JJ00,11.7
1660,320800   ,A044112,2011JJ00,11.5
1661,320800   ,A044112,2012JJ00,10.8
1662,320800   ,A044112,2013JJ00,9.4
1663,320800   ,A044112,2014JJ00,8.9
1664,320800   ,A044112,2015JJ00,8.4
1665,320800   ,A044112,2016JJ00,8.9
1666,320800   ,A044112,2017JJ00,8.6
1667,320800   ,A044112,2018JJ00,8.5
1668,320800   ,A044112,2019JJ00,8.3
1669,320800   ,A044112,2020JJ00,8.6
1670,320800   ,A044112,2021JJ00,8.3
1671,320800   ,A044112,2022JJ00,7.4
1672,320800   ,A044112,2023JJ00,7.0
1673,320800   ,A044112,2024JJ00,7.1
1674,320800   ,A044114,1990JJ00,19.7
1675,320800   ,A044114,1995JJ00,10.5
1676,320800   ,A044114,2000JJ00,2.4
1677,320800   ,A044114,2001JJ00,3.7
1678,320800   ,A044114,2002JJ00,3.6
1679,320800   ,A044114,2003JJ00,3.3
1680,320800   ,A044114,2004JJ00,4.2
1681,320800   ,A044114,2005JJ00,3.6
1682,320800   ,A044114,2006JJ00,4.0
1683,320800   ,A044114,2007JJ00,3.9
1684,320800   ,A044114,2008JJ00,3.3
1685,320800   ,A044114,2009JJ00,2.2
1686,320800   ,A044114,2010JJ00,2.1
1687,320800   ,A044114,2011JJ00,2.3
1688,320800   ,A044114,2012JJ00,2.1
1689,320800   ,A044114,2013JJ00,1.6
1690,320800   ,A044114,2014JJ00,1.7
1691,320800   ,A044114,2015JJ00,1.5
1692,320800   ,A044114,2016JJ00,1.4
1693,320800   ,A044114,2017JJ00,1.6
1694,320800   ,A044114,2018JJ00,1.6
1695,320800   ,A044114,2019JJ00,1.4
1696,320800   ,A044114,2020JJ00,1.4
1697,320800   ,A044114,2021JJ00,1.5
1698,320800   ,A044114,2022JJ00,1.1
1699,320800   ,A044114,2023JJ00,1.0
1700,320800   ,A044114,2024JJ00,0.8
1701,320800   ,A044118,1990JJ00,24.9
1702,320800   ,A044118,1995JJ00,14.5
1703,320800   ,A044118,2000JJ00,10.1
1704,320800   ,A044118,2001JJ00,9.1
1705,320800   ,A044118,2002JJ00,7.8
1706,320800   ,A044118,2003JJ00,7.5
1707,320800   ,A044118,2004JJ00,8.2
1708,320800   ,A044118,2005JJ00,6.1
1709,320800   ,A044118,2006JJ00,6.4
1710,320800   ,A044118,2007JJ00,5.7
1711,320800   ,A044118,2008JJ00,5.7
1712,320800   ,A044118,2009JJ00,4.6
1713,320800   ,A044118,2010JJ00,4.7
1714,320800   ,A044118,2011JJ00,5.2
1715,320800   ,A044118,2012JJ00,7.3
1716,320800   ,A044118,2013JJ00,5.3
1717,320800   ,A044118,2014JJ00,4.7
1718,320800   ,A044118,2015JJ00,4.1
1719,320800   ,A044118,2016JJ00,3.5
1720,320800   ,A044118,2017JJ00,3.7
1721,320800   ,A044118,2018JJ00,3.4
1722,320800   ,A044118,2019JJ00,3.4
1723,320800   ,A044118,2020JJ00,3.3
1724,320800   ,A044118,2021JJ00,3.2
1725,320800   ,A044118,2022JJ00,2.4
1726,320800   ,A044118,2023JJ00,2.1
1727,320800   ,A044118,2024JJ00,2.1
1728,320800   ,A051771,1990JJ00,2.7
1729,320800   ,A051771,1995JJ00,2.2
1730,320800   ,A051771,2000JJ00,0.9
1731,320800   ,A051771,2001JJ00,0.6
1732,320800   ,A051771,2002JJ00,0.8
1733,320800   ,A051771,2003JJ00,0.6
1734,320800   ,A051771,2004JJ00,0.7
1735,320800   ,A051771,2005JJ00,0.6
1736,320800   ,A051771,2006JJ00,0.6
1737,320800   ,A051771,2007JJ00,0.4
1738,320800   ,A051771,2008JJ00,0.4
1739,320800   ,A051771,2009JJ00,0.7
1740,320800   ,A051771,2010JJ00,0.8
1741,320800   ,A051771,2011JJ00,0.7
1742,320800   ,A051771,2012JJ00,0.7
1743,320800   ,A051771,2013JJ00,0.8
1744,320800   ,A051771,2014JJ00,0.7
1745,320800   ,A051771,2015JJ00,0.6
1746,320800   ,A051771,2016JJ00,0.7
1747,320800   ,A051771,2017JJ00,0.8
1748,320800   ,A051771,2018JJ00,0.6
1749,320800   ,A051771,2019JJ00,0.6
1750,320800   ,A051771,2020JJ00,0.4
1751,320800   ,A051771,2021JJ00,0.4
1752,320800   ,A051771,2022JJ00,0.3
1753,320800   ,A051771,2023JJ00,0.4
1754,320800   ,A051771,2024JJ00,0.4
1755,800046   ,A044111,1990JJ00,0.0
1756,800046   ,A044111,1995JJ00,0.0
1757,800046   ,A044111,2000JJ00,0.1
1758,800046   ,A044111,2001JJ00,0.0
1759,800046   ,A044111,2002JJ00,0.0
1760,800046   ,A044111,2003JJ00,0.0
1761,800046   ,A044111,2004JJ00,0.2
1762,800046   ,A044111,2005JJ00,0.2
1763,800046   ,A044111,2006JJ00,0.0
1764,800046   ,A044111,2007JJ00,0.0
1765,800046   ,A044111,2008JJ00,0.0
1766,800046   ,A044111,2009JJ00,0.0
1767,800046   ,A044111,2010JJ00,0.0
1768,800046   ,A044111,2011JJ00,0.0
1769,800046   ,A044111,2012JJ00,0.0
1770,800046   ,A044111,2013JJ00,0.0
1771,800046   ,A044111,2014JJ00,0.0
1772,800046   ,A044111,2015JJ00,0.0
1773,800046   ,A044111,2016JJ00,0.0
1774,800046   ,A044111,2017JJ00,0.0
1775,800046   ,A044111,2018JJ00,0.0
1776,800046   ,A044111,2019JJ00,0.0
1777,800046   ,A044111,2020JJ00,0.0
1778,800046   ,A044111,2021JJ00,0.0
1779,800046   ,A044111,2022JJ00,0.0
1780,800046   ,A044111,2023JJ00,0.0
1781,800046   ,A044111,2024JJ00,0.0
1782,800046   ,A044112,1990JJ00,2.3
1783,800046   ,A044112,1995JJ00,2.2
1784,800046   ,A044112,2000JJ00,1.7
1785,800046   ,A044112,2001JJ00,1.3
1786,800046   ,A044112,2002JJ00,1.1
1787,800046   ,A044112,2003JJ00,0.8
1788,800046   ,A044112,2004JJ00,0.6
1789,800046   ,A044112,2005JJ00,0.8
1790,800046   ,A044112,2006JJ00,0.8
1791,800046   ,A044112,2007JJ00,0.7
1792,800046   ,A044112,2008JJ00,0.6
1793,800046   ,A044112,2009JJ00,0.4
1794,800046   ,A044112,2010JJ00,0.6
1795,800046   ,A044112,2011JJ00,0.4
1796,800046   ,A044112,2012JJ00,0.6
1797,800046   ,A044112,2013JJ00,0.5
1798,800046   ,A044112,2014JJ00,0.6
1799,800046   ,A044112,2015JJ00,0.6
1800,800046   ,A044112,2016JJ00,0.5
1801,800046   ,A044112,2017JJ00,0.4
1802,800046   ,A044112,2018JJ00,0.5
1803,800046   ,A044112,2019JJ00,0.4
1804,800046   ,A044112,2020JJ00,0.5
1805,800046   ,A044112,2021JJ00,0.4
1806,800046   ,A044112,2022JJ00,0.5
1807,800046   ,A044112,2023JJ00,0.4
1808,800046   ,A044112,2024JJ00,0.3
1809,800046   ,A044114,1990JJ00,0.3
1810,800046   ,A044114,1995JJ00,0.8
1811,800046   ,A044114,2000JJ00,0.6
1812,800046   ,A044114,2001JJ00,0.6
1813,800046   ,A044114,2002JJ00,0.5
1814,800046   ,A044114,2003JJ00,0.3
1815,800046   ,A044114,2004JJ00,0.0
1816,800046   ,A044114,2005JJ00,0.3
1817,800046   ,A044114,2006JJ00,0.0
1818,800046   ,A044114,2007JJ00,0.0
1819,800046   ,A044114,2008JJ00,0.0
1820,800046   ,A044114,2009JJ00,0.0
1821,800046   ,A044114,2010JJ00,0.0
1822,800046   ,A044114,2011JJ00,0.0
1823,800046   ,A044114,2012JJ00,0.0
1824,800046   ,A044114,2013JJ00,0.0
1825,800046   ,A044114,2014JJ00,0.1
1826,800046   ,A044114,2015JJ00,0.1
1827,800046   ,A044114,2016JJ00,0.1
1828,800046   ,A044114,2017JJ00,0.1
1829,800046   ,A044114,2018JJ00,0.1
1830,800046   ,A044114,2019JJ00,0.1
1831,800046   ,A044114,2020JJ00,0.0
1832,800046   ,A044114,2021JJ00,0.1
1833,800046   ,A044114,2022JJ00,0.1
1834,800046   ,A044114,2023JJ00,0.1
1835,800046   ,A044114,2024JJ00,0.0
1836,800046   ,A044118,1990JJ00,9.3
1837,800046   ,A044118,1995JJ00,4.9
1838,800046   ,A044118,2000JJ00,3.3
1839,800046   ,A044118,2001JJ00,2.8
1840,800046   ,A044118,2002JJ00,3.0
1841,800046   ,A044118,2003JJ00,2.9
1842,800046   ,A044118,2004JJ00,2.3
1843,800046   ,A044118,2005JJ00,2.1
1844,800046   ,A044118,2006JJ00,2.0
1845,800046   ,A044118,2007JJ00,2.1
1846,800046   ,A044118,2008JJ00,2.0
1847,800046   ,A044118,2009JJ00,2.0
1848,800046   ,A044118,2010JJ00,2.0
1849,800046   ,A044118,2011JJ00,2.1
1850,800046   ,A044118,2012JJ00,1.9
1851,800046   ,A044118,2013JJ00,1.9
1852,800046   ,A044118,2014JJ00,2.2
1853,800046   ,A044118,2015JJ00,1.9
1854,800046   ,A044118,2016JJ00,2.1
1855,800046   ,A044118,2017JJ00,1.9
1856,800046   ,A044118,2018JJ00,2.1
1857,800046   ,A044118,2019JJ00,1.6
1858,800046   ,A044118,2020JJ00,1.9
1859,800046   ,A044118,2021JJ00,1.9
1860,800046   ,A044118,2022JJ00,1.8
1861,800046   ,A044118,2023JJ00,1.5
1862,800046   ,A044118,2024JJ00,1.5
1863,800046   ,A051771,1990JJ00,0.1
1864,800046   ,A051771,1995JJ00,0.2
1865,800046   ,A051771,2000JJ00,0.1
1866,800046   ,A051771,2001JJ00,0.1
1867,800046   ,A051771,2002JJ00,0.2
1868,800046   ,A051771,2003JJ00,0.2
1869,800046   ,A051771,2004JJ00,0.2
1870,800046   ,A051771,2005JJ00,0.2
1871,800046   ,A051771,2006JJ00,0.2
1872,800046   ,A051771,2007JJ00,0.2
1873,800046   ,A051771,2008JJ00,0.2
1874,800046   ,A051771,2009JJ00,0.2
1875,800046   ,A051771,2010JJ00,0.2
1876,800046   ,A051771,2011JJ00,0.2
1877,800046   ,A051771,2012JJ00,0.2
1878,800046   ,A051771,2013JJ00,0.2
1879,800046   ,A051771,2014JJ00,0.2
1880,800046   ,A051771,2015JJ00,0.2
1881,800046   ,A051771,2016JJ00,0.2
1882,800046   ,A051771,2017JJ00,0.2
1883,800046   ,A051771,2018JJ00,0.2
1884,800046   ,A051771,2019JJ00,0.2
1885,800046   ,A051771,2020JJ00,0.2
1886,800046   ,A051771,2021JJ00,0.2
1887,800046   ,A051771,2022JJ00,0.2
1888,800046   ,A051771,2023JJ00,0.2
1889,800046   ,A051771,2024JJ00,0.2
1890,324600   ,A044111,1990JJ00,0.6
1891,324600   ,A044111,1995JJ00,0.6
1892,324600   ,A044111,2000JJ00,0.5
1893,324600   ,A044111,2001JJ00,0.5
1894,324600   ,A044111,2002JJ00,0.5
1895,324600   ,A044111,2003JJ00,0.4
1896,324600   ,A044111,2004JJ00,0.4
1897,324600   ,A044111,2005JJ00,0.4
1898,324600   ,A044111,2006JJ00,0.4
1899,324600   ,A044111,2007JJ00,0.4
1900,324600   ,A044111,2008JJ00,0.5
1901,324600   ,A044111,2009JJ00,0.5
1902,324600   ,A044111,2010JJ00,0.4
1903,324600   ,A044111,2011JJ00,0.4
1904,324600   ,A044111,2012JJ00,0.4
1905,324600   ,A044111,2013JJ00,0.3
1906,324600   ,A044111,2014JJ00,0.3
1907,324600   ,A044111,2015JJ00,0.3
1908,324600   ,A044111,2016JJ00,0.3
1909,324600   ,A044111,2017JJ00,0.3
1910,324600   ,A044111,2018JJ00,0.4
1911,324600   ,A044111,2019JJ00,0.4
1912,324600   ,A044111,2020JJ00,0.3
1913,324600   ,A044111,2021JJ00,0.4
1914,324600   ,A044111,2022JJ00,0.4
1915,324600   ,A044111,2023JJ00,0.2
1916,324600   ,A044111,2024JJ00,0.2
1917,324600   ,A044112,1990JJ00,16.1
1918,324600   ,A044112,1995JJ00,7.9
1919,324600   ,A044112,2000JJ00,5.0
1920,324600   ,A044112,2001JJ00,6.8
1921,324600   ,A044112,2002JJ00,6.2
1922,324600   ,A044112,2003JJ00,5.6
1923,324600   ,A044112,2004JJ00,5.5
1924,324600   ,A044112,2005JJ00,5.7
1925,324600   ,A044112,2006JJ00,5.2
1926,324600   ,A044112,2007JJ00,5.6
1927,324600   ,A044112,2008JJ00,5.8
1928,324600   ,A044112,2009JJ00,5.7
1929,324600   ,A044112,2010JJ00,5.2
1930,324600   ,A044112,2011JJ00,5.2
1931,324600   ,A044112,2012JJ00,4.4
1932,324600   ,A044112,2013JJ00,3.9
1933,324600   ,A044112,2014JJ00,3.9
1934,324600   ,A044112,2015JJ00,3.9
1935,324600   ,A044112,2016JJ00,3.9
1936,324600   ,A044112,2017JJ00,3.7
1937,324600   ,A044112,2018JJ00,3.6
1938,324600   ,A044112,2019JJ00,3.1
1939,324600   ,A044112,2020JJ00,2.9
1940,324600   ,A044112,2021JJ00,3.1
1941,324600   ,A044112,2022JJ00,2.9
1942,324600   ,A044112,2023JJ00,2.8
1943,324600   ,A044112,2024JJ00,2.4
1944,324600   ,A044114,1990JJ00,10.0
1945,324600   ,A044114,1995JJ00,4.8
1946,324600   ,A044114,2000JJ00,2.6
1947,324600   ,A044114,2001JJ00,3.2
1948,324600   ,A044114,2002JJ00,3.3
1949,324600   ,A044114,2003JJ00,1.2
1950,324600   ,A044114,2004JJ00,2.6
1951,324600   ,A044114,2005JJ00,2.4
1952,324600   ,A044114,2006JJ00,3.1
1953,324600   ,A044114,2007JJ00,3.0
1954,324600   ,A044114,2008JJ00,2.9
1955,324600   ,A044114,2009JJ00,2.8
1956,324600   ,A044114,2010JJ00,3.0
1957,324600   ,A044114,2011JJ00,3.0
1958,324600   ,A044114,2012JJ00,2.8
1959,324600   ,A044114,2013JJ00,2.5
1960,324600   ,A044114,2014JJ00,2.6
1961,324600   ,A044114,2015JJ00,2.6
1962,324600   ,A044114,2016JJ00,2.5
1963,324600   ,A044114,2017JJ00,2.3
1964,324600   ,A044114,2018JJ00,2.4
1965,324600   ,A044114,2019JJ00,2.4
1966,324600   ,A044114,2020JJ00,2.4
1967,324600   ,A044114,2021JJ00,2.6
1968,324600   ,A044114,2022JJ00,2.5
1969,324600   ,A044114,2023JJ00,2.0
1970,324600   ,A044114,2024JJ00,1.9
1971,324600   ,A044118,1990JJ00,1.3
1972,324600   ,A044118,1995JJ00,0.5
1973,324600   ,A044118,2000JJ00,0.3
1974,324600   ,A044118,2001JJ00,0.4
1975,324600   ,A044118,2002JJ00,0.6
1976,324600   ,A044118,2003JJ00,0.2
1977,324600   ,A044118,2004JJ00,0.3
1978,324600   ,A044118,2005JJ00,0.2
1979,324600   ,A044118,2006JJ00,0.2
1980,324600   ,A044118,2007JJ00,0.3
1981,324600   ,A044118,2008JJ00,0.3
1982,324600   ,A044118,2009JJ00,0.5
1983,324600   ,A044118,2010JJ00,0.6
1984,324600   ,A044118,2011JJ00,0.6
1985,324600   ,A044118,2012JJ00,0.2
1986,324600   ,A044118,2013JJ00,0.1
1987,324600   ,A044118,2014JJ00,0.2
1988,324600   ,A044118,2015JJ00,0.2
1989,324600   ,A044118,2016JJ00,0.2
1990,324600   ,A044118,2017JJ00,0.2
1991,324600   ,A044118,2018JJ00,0.2
1992,324600   ,A044118,2019JJ00,0.1
1993,324600   ,A044118,2020JJ00,0.2
1994,324600   ,A044118,2021JJ00,0.2
1995,324600   ,A044118,2022JJ00,0.2
1996,324600   ,A044118,2023JJ00,0.2
1997,324600   ,A044118,2024JJ00,0.1
1998,324600   ,A051771,1990JJ00,2.2
1999,324600   ,A051771,1995JJ00,1.8
2000,324600   ,A051771,2000JJ00,1.1
2001,324600   ,A051771,2001JJ00,1.2
2002,324600   ,A051771,2002JJ00,1.2
2003,324600   ,A051771,2003JJ00,1.0
2004,324600   ,A051771,2004JJ00,1.1
2005,324600   ,A051771,2005JJ00,1.1
2006,324600   ,A051771,2006JJ00,1.1
2007,324600   ,A051771,2007JJ00,1.1
2008,324600   ,A051771,2008JJ00,1.1
2009,324600   ,A051771,2009JJ00,1.1
2010,324600   ,A051771,2010JJ00,1.1
2011,324600   ,A051771,2011JJ00,1.1
2012,324600   ,A051771,2012JJ00,1.0
2013,324600   ,A051771,2013JJ00,1.0
2014,324600   ,A051771,2014JJ00,1.0
2015,324600   ,A051771,2015JJ00,1.1
2016,324600   ,A051771,2016JJ00,1.1
2017,324600   ,A051771,2017JJ00,1.1
2018,324600   ,A051771,2018JJ00,1.2
2019,324600   ,A051771,2019JJ00,1.3
2020,324600   ,A051771,2020JJ00,1.3
2021,324600   ,A051771,2021JJ00,1.4
2022,324600   ,A051771,2022JJ00,1.5
2023,324600   ,A051771,2023JJ00,1.2
2024,324600   ,A051771,2024JJ00,1.1
2025,328100   ,A044111,1990JJ00,0.1
2026,328100   ,A044111,1995JJ00,0.0
2027,328100   ,A044111,2000JJ00,0.0
2028,328100   ,A044111,2001JJ00,0.0
2029,328100   ,A044111,2002JJ00,0.0
2030,328100   ,A044111,2003JJ00,0.0
2031,328100   ,A044111,2004JJ00,0.0
2032,328100   ,A044111,2005JJ00,0.1
2033,328100   ,A044111,2006JJ00,0.1
2034,328100   ,A044111,2007JJ00,0.0
2035,328100   ,A044111,2008JJ00,0.0
2036,328100   ,A044111,2009JJ00,0.0
2037,328100   ,A044111,2010JJ00,0.0
2038,328100   ,A044111,2011JJ00,0.0
2039,328100   ,A044111,2012JJ00,0.0
2040,328100   ,A044111,2013JJ00,0.0
2041,328100   ,A044111,2014JJ00,0.0
2042,328100   ,A044111,2015JJ00,0.0
2043,328100   ,A044111,2016JJ00,0.0
2044,328100   ,A044111,2017JJ00,0.0
2045,328100   ,A044111,2018JJ00,0.0
2046,328100   ,A044111,2019JJ00,0.0
2047,328100   ,A044111,2020JJ00,0.0
2048,328100   ,A044111,2021JJ00,0.0
2049,328100   ,A044111,2022JJ00,0.0
2050,328100   ,A044111,2023JJ00,0.0
2051,328100   ,A044111,2024JJ00,0.0
2052,328100   ,A044112,1990JJ00,7.8
2053,328100   ,A044112,1995JJ00,9.8
2054,328100   ,A044112,2000JJ00,6.6
2055,328100   ,A044112,2001JJ00,7.5
2056,328100   ,A044112,2002JJ00,7.3
2057,328100   ,A044112,2003JJ00,7.6
2058,328100   ,A044112,2004JJ00,7.9
2059,328100   ,A044112,2005JJ00,7.5
2060,328100   ,A044112,2006JJ00,7.0
2061,328100   ,A044112,2007JJ00,7.1
2062,328100   ,A044112,2008JJ00,6.7
2063,328100   ,A044112,2009JJ00,4.9
2064,328100   ,A044112,2010JJ00,6.5
2065,328100   ,A044112,2011JJ00,6.3
2066,328100   ,A044112,2012JJ00,6.5
2067,328100   ,A044112,2013JJ00,6.0
2068,328100   ,A044112,2014JJ00,5.7
2069,328100   ,A044112,2015JJ00,6.4
2070,328100   ,A044112,2016JJ00,6.3
2071,328100   ,A044112,2017JJ00,6.2
2072,328100   ,A044112,2018JJ00,6.1
2073,328100   ,A044112,2019JJ00,6.4
2074,328100   ,A044112,2020JJ00,5.5
2075,328100   ,A044112,2021JJ00,5.6
2076,328100   ,A044112,2022JJ00,5.3
2077,328100   ,A044112,2023JJ00,4.5
2078,328100   ,A044112,2024JJ00,5.3
2079,328100   ,A044114,1990JJ00,14.6
2080,328100   ,A044114,1995JJ00,11.9
2081,328100   ,A044114,2000JJ00,6.9
2082,328100   ,A044114,2001JJ00,6.4
2083,328100   ,A044114,2002JJ00,6.5
2084,328100   ,A044114,2003JJ00,6.5
2085,328100   ,A044114,2004JJ00,7.3
2086,328100   ,A044114,2005JJ00,7.7
2087,328100   ,A044114,2006JJ00,6.9
2088,328100   ,A044114,2007JJ00,7.3
2089,328100   ,A044114,2008JJ00,7.1
2090,328100   ,A044114,2009JJ00,4.0
2091,328100   ,A044114,2010JJ00,6.1
2092,328100   ,A044114,2011JJ00,6.4
2093,328100   ,A044114,2012JJ00,4.4
2094,328100   ,A044114,2013JJ00,3.4
2095,328100   ,A044114,2014JJ00,3.8
2096,328100   ,A044114,2015JJ00,3.7
2097,328100   ,A044114,2016JJ00,3.6
2098,328100   ,A044114,2017JJ00,3.9
2099,328100   ,A044114,2018JJ00,3.9
2100,328100   ,A044114,2019JJ00,4.5
2101,328100   ,A044114,2020JJ00,4.2
2102,328100   ,A044114,2021JJ00,3.6
2103,328100   ,A044114,2022JJ00,3.2
2104,328100   ,A044114,2023JJ00,3.1
2105,328100   ,A044114,2024JJ00,3.0
2106,328100   ,A044118,1990JJ00,5.2
2107,328100   ,A044118,1995JJ00,3.8
2108,328100   ,A044118,2000JJ00,2.2
2109,328100   ,A044118,2001JJ00,1.7
2110,328100   ,A044118,2002JJ00,1.9
2111,328100   ,A044118,2003JJ00,1.6
2112,328100   ,A044118,2004JJ00,1.2
2113,328100   ,A044118,2005JJ00,1.5
2114,328100   ,A044118,2006JJ00,1.5
2115,328100   ,A044118,2007JJ00,1.6
2116,328100   ,A044118,2008JJ00,1.6
2117,328100   ,A044118,2009JJ00,1.4
2118,328100   ,A044118,2010JJ00,1.6
2119,328100   ,A044118,2011JJ00,1.7
2120,328100   ,A044118,2012JJ00,1.6
2121,328100   ,A044118,2013JJ00,1.3
2122,328100   ,A044118,2014JJ00,1.4
2123,328100   ,A044118,2015JJ00,1.5
2124,328100   ,A044118,2016JJ00,1.6
2125,328100   ,A044118,2017JJ00,1.7
2126,328100   ,A044118,2018JJ00,1.7
2127,328100   ,A044118,2019JJ00,1.7
2128,328100   ,A044118,2020JJ00,1.5
2129,328100   ,A044118,2021JJ00,1.2
2130,328100   ,A044118,2022JJ00,1.5
2131,328100   ,A044118,2023JJ00,0.9
2132,328100   ,A044118,2024JJ00,1.5
2133,328100   ,A051771,1990JJ00,7.0
2134,328100   ,A051771,1995JJ00,4.3
2135,328100   ,A051771,2000JJ00,2.0
2136,328100   ,A051771,2001JJ00,1.8
2137,328100   ,A051771,2002JJ00,1.7
2138,328100   ,A051771,2003JJ00,1.6
2139,328100   ,A051771,2004JJ00,1.7
2140,328100   ,A051771,2005JJ00,1.5
2141,328100   ,A051771,2006JJ00,1.4
2142,328100   ,A051771,2007JJ00,1.5
2143,328100   ,A051771,2008JJ00,1.3
2144,328100   ,A051771,2009JJ00,1.1
2145,328100   ,A051771,2010JJ00,1.3
2146,328100   ,A051771,2011JJ00,1.4
2147,328100   ,A051771,2012JJ00,0.8
2148,328100   ,A051771,2013JJ00,0.8
2149,328100   ,A051771,2014JJ00,0.8
2150,328100   ,A051771,2015JJ00,0.9
2151,328100   ,A051771,2016JJ00,0.9
2152,328100   ,A051771,2017JJ00,0.9
2153,328100   ,A051771,2018JJ00,0.8
2154,328100   ,A051771,2019JJ00,0.9
2155,328100   ,A051771,2020JJ00,0.7
2156,328100   ,A051771,2021JJ00,0.7
2157,328100   ,A051771,2022JJ00,0.6
2158,328100   ,A051771,2023JJ00,0.5
2159,328100   ,A051771,2024JJ00,0.5
2160,800049   ,A044111,1990JJ00,0.3
2161,800049   ,A044111,1995JJ00,0.0
2162,800049   ,A044111,2000JJ00,0.0
2163,800049   ,A044111,2001JJ00,0.0
2164,800049   ,A044111,2002JJ00,0.0
2165,800049   ,A044111,2003JJ00,0.0
2166,800049   ,A044111,2004JJ00,0.0
2167,800049   ,A044111,2005JJ00,0.0
2168,800049   ,A044111,2006JJ00,0.0
2169,800049   ,A044111,2007JJ00,0.0
2170,800049   ,A044111,2008JJ00,0.0
2171,800049   ,A044111,2009JJ00,0.0
2172,800049   ,A044111,2010JJ00,0.0
2173,800049   ,A044111,2011JJ00,0.0
2174,800049   ,A044111,2012JJ00,0.0
2175,800049   ,A044111,2013JJ00,0.0
2176,800049   ,A044111,2014JJ00,0.0
2177,800049   ,A044111,2015JJ00,0.0
2178,800049   ,A044111,2016JJ00,0.0
2179,800049   ,A044111,2017JJ00,0.0
2180,800049   ,A044111,2018JJ00,0.0
2181,800049   ,A044111,2019JJ00,0.0
2182,800049   ,A044111,2020JJ00,0.0
2183,800049   ,A044111,2021JJ00,0.0
2184,800049   ,A044111,2022JJ00,0.0
2185,800049   ,A044111,2023JJ00,0.0
2186,800049   ,A044111,2024JJ00,0.0
2187,800049   ,A044112,1990JJ00,3.7
2188,800049   ,A044112,1995JJ00,1.2
2189,800049   ,A044112,2000JJ00,0.7
2190,800049   ,A044112,2001JJ00,0.8
2191,800049   ,A044112,2002JJ00,0.9
2192,800049   ,A044112,2003JJ00,0.5
2193,800049   ,A044112,2004JJ00,0.6
2194,800049   ,A044112,2005JJ00,0.6
2195,800049   ,A044112,2006JJ00,0.6
2196,800049   ,A044112,2007JJ00,0.6
2197,800049   ,A044112,2008JJ00,0.6
2198,800049   ,A044112,2009JJ00,0.7
2199,800049   ,A044112,2010JJ00,0.8
2200,800049   ,A044112,2011JJ00,1.1
2201,800049   ,A044112,2012JJ00,1.0
2202,800049   ,A044112,2013JJ00,0.9
2203,800049   ,A044112,2014JJ00,0.7
2204,800049   ,A044112,2015JJ00,0.8
2205,800049   ,A044112,2016JJ00,0.8
2206,800049   ,A044112,2017JJ00,0.8
2207,800049   ,A044112,2018JJ00,0.7
2208,800049   ,A044112,2019JJ00,0.8
2209,800049   ,A044112,2020JJ00,0.6
2210,800049   ,A044112,2021JJ00,0.5
2211,800049   ,A044112,2022JJ00,0.3
2212,800049   ,A044112,2023JJ00,0.3
2213,800049   ,A044112,2024JJ00,0.3
2214,800049   ,A044114,1990JJ00,3.4
2215,800049   ,A044114,1995JJ00,0.4
2216,800049   ,A044114,2000JJ00,0.0
2217,800049   ,A044114,2001JJ00,0.3
2218,800049   ,A044114,2002JJ00,0.0
2219,800049   ,A044114,2003JJ00,0.0
2220,800049   ,A044114,2004JJ00,0.4
2221,800049   ,A044114,2005JJ00,0.3
2222,800049   ,A044114,2006JJ00,0.3
2223,800049   ,A044114,2007JJ00,0.3
2224,800049   ,A044114,2008JJ00,0.5
2225,800049   ,A044114,2009JJ00,0.4
2226,800049   ,A044114,2010JJ00,0.5
2227,800049   ,A044114,2011JJ00,0.6
2228,800049   ,A044114,2012JJ00,0.5
2229,800049   ,A044114,2013JJ00,0.8
2230,800049   ,A044114,2014JJ00,0.8
2231,800049   ,A044114,2015JJ00,0.8
2232,800049   ,A044114,2016JJ00,0.8
2233,800049   ,A044114,2017JJ00,0.8
2234,800049   ,A044114,2018JJ00,0.8
2235,800049   ,A044114,2019JJ00,0.7
2236,800049   ,A044114,2020JJ00,0.5
2237,800049   ,A044114,2021JJ00,0.4
2238,800049   ,A044114,2022JJ00,0.0
2239,800049   ,A044114,2023JJ00,0.0
2240,800049   ,A044114,2024JJ00,0.0
2241,800049   ,A044118,1990JJ00,45.1
2242,800049   ,A044118,1995JJ00,28.5
2243,800049   ,A044118,2000JJ00,12.4
2244,800049   ,A044118,2001JJ00,12.1
2245,800049   ,A044118,2002JJ00,10.5
2246,800049   ,A044118,2003JJ00,8.6
2247,800049   ,A044118,2004JJ00,8.2
2248,800049   ,A044118,2005JJ00,8.2
2249,800049   ,A044118,2006JJ00,7.5
2250,800049   ,A044118,2007JJ00,8.0
2251,800049   ,A044118,2008JJ00,7.2
2252,800049   ,A044118,2009JJ00,6.5
2253,800049   ,A044118,2010JJ00,11.1
2254,800049   ,A044118,2011JJ00,9.6
2255,800049   ,A044118,2012JJ00,9.3
2256,800049   ,A044118,2013JJ00,8.3
2257,800049   ,A044118,2014JJ00,7.8
2258,800049   ,A044118,2015JJ00,7.8
2259,800049   ,A044118,2016JJ00,6.1
2260,800049   ,A044118,2017JJ00,7.3
2261,800049   ,A044118,2018JJ00,7.4
2262,800049   ,A044118,2019JJ00,7.4
