ID,NECSectoren,EmissiesNaarLucht,Perioden,EmissiesNaarLucht_1
3419,350000   ,A044112,2015JJ00,0.6
3420,350000   ,A044112,2016JJ00,0.5
3421,350000   ,A044112,2017JJ00,0.5
3422,350000   ,A044112,2018JJ00,0.4
3423,350000   ,A044112,2019JJ00,0.5
3424,350000   ,A044112,2020JJ00,0.4
3425,350000   ,A044112,2021JJ00,0.5
3426,350000   ,A044112,2022JJ00,0.5
3427,350000   ,A044112,2023JJ00,0.3
3428,350000   ,A044112,2024JJ00,0.4
3429,350000   ,A044114,1990JJ00,0.6
3430,350000   ,A044114,1995JJ00,0.5
3431,350000   ,A044114,2000JJ00,0.7
3432,350000   ,A044114,2001JJ00,0.4
3433,350000   ,A044114,2002JJ00,0.6
3434,350000   ,A044114,2003JJ00,0.1
3435,350000   ,A044114,2004JJ00,0.2
3436,350000   ,A044114,2005JJ00,0.1
3437,350000   ,A044114,2006JJ00,0.2
3438,350000   ,A044114,2007JJ00,0.1
3439,350000   ,A044114,2008JJ00,0.1
3440,350000   ,A044114,2009JJ00,0.1
3441,350000   ,A044114,2010JJ00,0.1
3442,350000   ,A044114,2011JJ00,0.1
3443,350000   ,A044114,2012JJ00,0.1
3444,350000   ,A044114,2013JJ00,0.1
3445,350000   ,A044114,2014JJ00,0.1
3446,350000   ,A044114,2015JJ00,0.1
3447,350000   ,A044114,2016JJ00,0.1
3448,350000   ,A044114,2017JJ00,0.1
3449,350000   ,A044114,2018JJ00,0.0
3450,350000   ,A044114,2019JJ00,0.0
3451,350000   ,A044114,2020JJ00,0.0
3452,350000   ,A044114,2021JJ00,0.0
3453,350000   ,A044114,2022JJ00,0.0
3454,350000   ,A044114,2023JJ00,0.0
3455,350000   ,A044114,2024JJ00,0.0
3456,350000   ,A044118,1990JJ00,22.0
3457,350000   ,A044118,1995JJ00,17.3
3458,350000   ,A044118,2000JJ00,15.2
3459,350000   ,A044118,2001JJ00,12.4
3460,350000   ,A044118,2002JJ00,12.1
3461,350000   ,A044118,2003JJ00,9.5
3462,350000   ,A044118,2004JJ00,7.6
3463,350000   ,A044118,2005JJ00,9.3
3464,350000   ,A044118,2006JJ00,8.8
3465,350000   ,A044118,2007JJ00,9.0
3466,350000   ,A044118,2008JJ00,6.0
3467,350000   ,A044118,2009JJ00,7.9
3468,350000   ,A044118,2010JJ00,8.2
3469,350000   ,A044118,2011JJ00,7.2
3470,350000   ,A044118,2012JJ00,6.6
3471,350000   ,A044118,2013JJ00,6.1
3472,350000   ,A044118,2014JJ00,6.9
3473,350000   ,A044118,2015JJ00,6.0
3474,350000   ,A044118,2016JJ00,5.0
3475,350000   ,A044118,2017JJ00,4.9
3476,350000   ,A044118,2018JJ00,4.9
3477,350000   ,A044118,2019JJ00,4.8
3478,350000   ,A044118,2020JJ00,5.0
3479,350000   ,A044118,2021JJ00,5.3
3480,350000   ,A044118,2022JJ00,5.3
3481,350000   ,A044118,2023JJ00,4.6
3482,350000   ,A044118,2024JJ00,4.6
3483,350000   ,A051771,1990JJ00,0.4
3484,350000   ,A051771,1995JJ00,0.4
3485,350000   ,A051771,2000JJ00,0.5
3486,350000   ,A051771,2001JJ00,0.6
3487,350000   ,A051771,2002JJ00,0.5
3488,350000   ,A051771,2003JJ00,0.6
3489,350000   ,A051771,2004JJ00,0.4
3490,350000   ,A051771,2005JJ00,0.4
3491,350000   ,A051771,2006JJ00,0.4
3492,350000   ,A051771,2007JJ00,0.5
3493,350000   ,A051771,2008JJ00,0.5
3494,350000   ,A051771,2009JJ00,0.5
3495,350000   ,A051771,2010JJ00,0.4
3496,350000   ,A051771,2011JJ00,0.4
3497,350000   ,A051771,2012JJ00,0.4
3498,350000   ,A051771,2013JJ00,0.4
3499,350000   ,A051771,2014JJ00,0.4
3500,350000   ,A051771,2015JJ00,0.4
3501,350000   ,A051771,2016JJ00,0.4
3502,350000   ,A051771,2017JJ00,0.4
3503,350000   ,A051771,2018JJ00,0.4
3504,350000   ,A051771,2019JJ00,0.4
3505,350000   ,A051771,2020JJ00,0.4
3506,350000   ,A051771,2021JJ00,0.5
3507,350000   ,A051771,2022JJ00,0.5
3508,350000   ,A051771,2023JJ00,0.5
3509,350000   ,A051771,2024JJ00,0.6
3510,A025421  ,A044111,1990JJ00,1.0
3511,A025421  ,A044111,1995JJ00,2.5
3512,A025421  ,A044111,2000JJ00,4.5
3513,A025421  ,A044111,2001JJ00,4.9
3514,A025421  ,A044111,2002JJ00,5.2
3515,A025421  ,A044111,2003JJ00,5.3
3516,A025421  ,A044111,2004JJ00,5.3
3517,A025421  ,A044111,2005JJ00,5.0
3518,A025421  ,A044111,2006JJ00,4.9
3519,A025421  ,A044111,2007JJ00,4.6
3520,A025421  ,A044111,2008JJ00,4.4
3521,A025421  ,A044111,2009JJ00,4.1
3522,A025421  ,A044111,2010JJ00,4.0
3523,A025421  ,A044111,2011JJ00,3.9
3524,A025421  ,A044111,2012JJ00,3.7
3525,A025421  ,A044111,2013JJ00,3.6
3526,A025421  ,A044111,2014JJ00,3.5
3527,A025421  ,A044111,2015JJ00,3.6
3528,A025421  ,A044111,2016JJ00,3.6
3529,A025421  ,A044111,2017JJ00,3.8
3530,A025421  ,A044111,2018JJ00,3.9
3531,A025421  ,A044111,2019JJ00,3.9
3532,A025421  ,A044111,2020JJ00,3.4
3533,A025421  ,A044111,2021JJ00,3.5
3534,A025421  ,A044111,2022JJ00,3.5
3535,A025421  ,A044111,2023JJ00,3.8
3536,A025421  ,A044111,2024JJ00,3.8
3537,A025421  ,A044112,1990JJ00,394.4
3538,A025421  ,A044112,1995JJ00,334.3
3539,A025421  ,A044112,2000JJ00,298.5
3540,A025421  ,A044112,2001JJ00,287.2
3541,A025421  ,A044112,2002JJ00,276.5
3542,A025421  ,A044112,2003JJ00,271.8
3543,A025421  ,A044112,2004JJ00,270.3
3544,A025421  ,A044112,2005JJ00,263.1
3545,A025421  ,A044112,2006JJ00,258.8
3546,A025421  ,A044112,2007JJ00,247.8
3547,A025421  ,A044112,2008JJ00,236.8
3548,A025421  ,A044112,2009JJ00,209.9
3549,A025421  ,A044112,2010JJ00,206.4
3550,A025421  ,A044112,2011JJ00,205.7
3551,A025421  ,A044112,2012JJ00,192.4
3552,A025421  ,A044112,2013JJ00,178.8
3553,A025421  ,A044112,2014JJ00,166.0
3554,A025421  ,A044112,2015JJ00,157.6
3555,A025421  ,A044112,2016JJ00,151.1
3556,A025421  ,A044112,2017JJ00,148.0
3557,A025421  ,A044112,2018JJ00,150.8
3558,A025421  ,A044112,2019JJ00,143.3
3559,A025421  ,A044112,2020JJ00,121.7
3560,A025421  ,A044112,2021JJ00,116.7
3561,A025421  ,A044112,2022JJ00,111.0
3562,A025421  ,A044112,2023JJ00,107.3
3563,A025421  ,A044112,2024JJ00,103.3
3564,A025421  ,A044114,1990JJ00,26.9
3565,A025421  ,A044114,1995JJ00,26.7
3566,A025421  ,A044114,2000JJ00,15.0
3567,A025421  ,A044114,2001JJ00,11.7
3568,A025421  ,A044114,2002JJ00,10.5
3569,A025421  ,A044114,2003JJ00,10.0
3570,A025421  ,A044114,2004JJ00,10.0
3571,A025421  ,A044114,2005JJ00,9.7
3572,A025421  ,A044114,2006JJ00,9.6
3573,A025421  ,A044114,2007JJ00,8.7
3574,A025421  ,A044114,2008JJ00,5.5
3575,A025421  ,A044114,2009JJ00,4.2
3576,A025421  ,A044114,2010JJ00,3.2
3577,A025421  ,A044114,2011JJ00,1.7
3578,A025421  ,A044114,2012JJ00,1.8
3579,A025421  ,A044114,2013JJ00,1.8
3580,A025421  ,A044114,2014JJ00,2.1
3581,A025421  ,A044114,2015JJ00,1.0
3582,A025421  ,A044114,2016JJ00,0.8
3583,A025421  ,A044114,2017JJ00,0.8
3584,A025421  ,A044114,2018JJ00,0.8
3585,A025421  ,A044114,2019JJ00,0.9
3586,A025421  ,A044114,2020JJ00,0.7
3587,A025421  ,A044114,2021JJ00,0.6
3588,A025421  ,A044114,2022JJ00,0.6
3589,A025421  ,A044114,2023JJ00,0.6
3590,A025421  ,A044114,2024JJ00,0.7
3591,A025421  ,A044118,1990JJ00,201.6
3592,A025421  ,A044118,1995JJ00,139.7
3593,A025421  ,A044118,2000JJ00,85.5
3594,A025421  ,A044118,2001JJ00,79.2
3595,A025421  ,A044118,2002JJ00,72.0
3596,A025421  ,A044118,2003JJ00,66.6
3597,A025421  ,A044118,2004JJ00,60.9
3598,A025421  ,A044118,2005JJ00,55.9
3599,A025421  ,A044118,2006JJ00,53.4
3600,A025421  ,A044118,2007JJ00,50.1
3601,A025421  ,A044118,2008JJ00,47.3
3602,A025421  ,A044118,2009JJ00,43.3
3603,A025421  ,A044118,2010JJ00,41.9
3604,A025421  ,A044118,2011JJ00,42.3
3605,A025421  ,A044118,2012JJ00,40.7
3606,A025421  ,A044118,2013JJ00,39.7
3607,A025421  ,A044118,2014JJ00,37.6
3608,A025421  ,A044118,2015JJ00,36.7
3609,A025421  ,A044118,2016JJ00,36.4
3610,A025421  ,A044118,2017JJ00,36.5
3611,A025421  ,A044118,2018JJ00,36.3
3612,A025421  ,A044118,2019JJ00,35.3
3613,A025421  ,A044118,2020JJ00,31.6
3614,A025421  ,A044118,2021JJ00,31.1
3615,A025421  ,A044118,2022JJ00,29.9
3616,A025421  ,A044118,2023JJ00,29.9
3617,A025421  ,A044118,2024JJ00,28.9
3618,A025421  ,A051771,1990JJ00,25.3
3619,A025421  ,A051771,1995JJ00,20.6
3620,A025421  ,A051771,2000JJ00,16.9
3621,A025421  ,A051771,2001JJ00,16.1
3622,A025421  ,A051771,2002JJ00,15.0
3623,A025421  ,A051771,2003JJ00,14.2
3624,A025421  ,A051771,2004JJ00,13.7
3625,A025421  ,A051771,2005JJ00,12.9
3626,A025421  ,A051771,2006JJ00,12.0
3627,A025421  ,A051771,2007JJ00,11.0
3628,A025421  ,A051771,2008JJ00,9.6
3629,A025421  ,A051771,2009JJ00,8.1
3630,A025421  ,A051771,2010JJ00,7.5
3631,A025421  ,A051771,2011JJ00,7.0
3632,A025421  ,A051771,2012JJ00,6.4
3633,A025421  ,A051771,2013JJ00,6.0
3634,A025421  ,A051771,2014JJ00,5.7
3635,A025421  ,A051771,2015JJ00,5.3
3636,A025421  ,A051771,2016JJ00,5.0
3637,A025421  ,A051771,2017JJ00,4.8
3638,A025421  ,A051771,2018JJ00,4.8
3639,A025421  ,A051771,2019JJ00,4.4
3640,A025421  ,A051771,2020JJ00,4.2
3641,A025421  ,A051771,2021JJ00,3.9
3642,A025421  ,A051771,2022JJ00,3.7
3643,A025421  ,A051771,2023JJ00,3.5
3644,A025421  ,A051771,2024JJ00,3.4
3645,A025422  ,A044111,1990JJ00,1.0
3646,A025422  ,A044111,1995JJ00,2.5
3647,A025422  ,A044111,2000JJ00,4.4
3648,A025422  ,A044111,2001JJ00,4.9
3649,A025422  ,A044111,2002JJ00,5.2
3650,A025422  ,A044111,2003JJ00,5.3
3651,A025422  ,A044111,2004JJ00,5.3
3652,A025422  ,A044111,2005JJ00,5.0
3653,A025422  ,A044111,2006JJ00,4.9
3654,A025422  ,A044111,2007JJ00,4.6
3655,A025422  ,A044111,2008JJ00,4.4
3656,A025422  ,A044111,2009JJ00,4.1
3657,A025422  ,A044111,2010JJ00,4.0
3658,A025422  ,A044111,2011JJ00,3.9
3659,A025422  ,A044111,2012JJ00,3.7
3660,A025422  ,A044111,2013JJ00,3.6
3661,A025422  ,A044111,2014JJ00,3.5
3662,A025422  ,A044111,2015JJ00,3.5
3663,A025422  ,A044111,2016JJ00,3.6
3664,A025422  ,A044111,2017JJ00,3.7
3665,A025422  ,A044111,2018JJ00,3.8
3666,A025422  ,A044111,2019JJ00,3.8
3667,A025422  ,A044111,2020JJ00,3.3
3668,A025422  ,A044111,2021JJ00,3.4
3669,A025422  ,A044111,2022JJ00,3.4
3670,A025422  ,A044111,2023JJ00,3.7
3671,A025422  ,A044111,2024JJ00,3.7
3672,A025422  ,A044112,1990JJ00,326.2
3673,A025422  ,A044112,1995JJ00,262.1
3674,A025422  ,A044112,2000JJ00,224.8
3675,A025422  ,A044112,2001JJ00,215.1
3676,A025422  ,A044112,2002JJ00,211.1
3677,A025422  ,A044112,2003JJ00,209.4
3678,A025422  ,A044112,2004JJ00,210.0
3679,A025422  ,A044112,2005JJ00,202.5
3680,A025422  ,A044112,2006JJ00,200.7
3681,A025422  ,A044112,2007JJ00,192.3
3682,A025422  ,A044112,2008JJ00,182.9
3683,A025422  ,A044112,2009JJ00,157.8
3684,A025422  ,A044112,2010JJ00,156.0
3685,A025422  ,A044112,2011JJ00,155.7
3686,A025422  ,A044112,2012JJ00,146.4
3687,A025422  ,A044112,2013JJ00,132.0
3688,A025422  ,A044112,2014JJ00,118.2
3689,A025422  ,A044112,2015JJ00,113.3
3690,A025422  ,A044112,2016JJ00,109.4
3691,A025422  ,A044112,2017JJ00,109.9
3692,A025422  ,A044112,2018JJ00,112.3
3693,A025422  ,A044112,2019JJ00,105.5
3694,A025422  ,A044112,2020JJ00,83.9
3695,A025422  ,A044112,2021JJ00,82.5
3696,A025422  ,A044112,2022JJ00,78.7
3697,A025422  ,A044112,2023JJ00,76.9
3698,A025422  ,A044112,2024JJ00,74.3
3699,A025422  ,A044114,1990JJ00,18.0
3700,A025422  ,A044114,1995JJ00,16.9
3701,A025422  ,A044114,2000JJ00,5.8
3702,A025422  ,A044114,2001JJ00,3.0
3703,A025422  ,A044114,2002JJ00,2.9
3704,A025422  ,A044114,2003JJ00,2.6
3705,A025422  ,A044114,2004JJ00,2.8
3706,A025422  ,A044114,2005JJ00,2.3
3707,A025422  ,A044114,2006JJ00,2.4
3708,A025422  ,A044114,2007JJ00,2.4
3709,A025422  ,A044114,2008JJ00,1.5
3710,A025422  ,A044114,2009JJ00,1.3
3711,A025422  ,A044114,2010JJ00,0.9
3712,A025422  ,A044114,2011JJ00,0.5
3713,A025422  ,A044114,2012JJ00,0.5
3714,A025422  ,A044114,2013JJ00,0.4
3715,A025422  ,A044114,2014JJ00,0.4
3716,A025422  ,A044114,2015JJ00,0.4
3717,A025422  ,A044114,2016JJ00,0.5
3718,A025422  ,A044114,2017JJ00,0.5
3719,A025422  ,A044114,2018JJ00,0.5
3720,A025422  ,A044114,2019JJ00,0.5
3721,A025422  ,A044114,2020JJ00,0.3
3722,A025422  ,A044114,2021JJ00,0.3
3723,A025422  ,A044114,2022JJ00,0.4
3724,A025422  ,A044114,2023JJ00,0.4
3725,A025422  ,A044114,2024JJ00,0.4
3726,A025422  ,A044118,1990JJ00,182.9
3727,A025422  ,A044118,1995JJ00,122.7
3728,A025422  ,A044118,2000JJ00,69.9
3729,A025422  ,A044118,2001JJ00,64.0
3730,A025422  ,A044118,2002JJ00,57.7
3731,A025422  ,A044118,2003JJ00,53.1
3732,A025422  ,A044118,2004JJ00,48.1
3733,A025422  ,A044118,2005JJ00,43.5
3734,A025422  ,A044118,2006JJ00,41.7
3735,A025422  ,A044118,2007JJ00,38.9
3736,A025422  ,A044118,2008JJ00,36.6
3737,A025422  ,A044118,2009JJ00,33.1
3738,A025422  ,A044118,2010JJ00,32.1
3739,A025422  ,A044118,2011JJ00,32.4
3740,A025422  ,A044118,2012JJ00,31.4
3741,A025422  ,A044118,2013JJ00,30.4
3742,A025422  ,A044118,2014JJ00,28.4
3743,A025422  ,A044118,2015JJ00,28.0
3744,A025422  ,A044118,2016JJ00,28.1
3745,A025422  ,A044118,2017JJ00,28.7
3746,A025422  ,A044118,2018JJ00,28.6
3747,A025422  ,A044118,2019JJ00,27.9
3748,A025422  ,A044118,2020JJ00,24.3
3749,A025422  ,A044118,2021JJ00,24.2
3750,A025422  ,A044118,2022JJ00,23.4
3751,A025422  ,A044118,2023JJ00,23.8
3752,A025422  ,A044118,2024JJ00,23.3
3753,A025422  ,A051771,1990JJ00,19.1
3754,A025422  ,A051771,1995JJ00,14.7
3755,A025422  ,A051771,2000JJ00,11.4
3756,A025422  ,A051771,2001JJ00,10.7
3757,A025422  ,A051771,2002JJ00,10.0
3758,A025422  ,A051771,2003JJ00,9.5
3759,A025422  ,A051771,2004JJ00,9.2
3760,A025422  ,A051771,2005JJ00,8.4
3761,A025422  ,A051771,2006JJ00,7.7
3762,A025422  ,A051771,2007JJ00,7.0
3763,A025422  ,A051771,2008JJ00,6.1
3764,A025422  ,A051771,2009JJ00,4.9
3765,A025422  ,A051771,2010JJ00,4.6
3766,A025422  ,A051771,2011JJ00,4.2
3767,A025422  ,A051771,2012JJ00,3.9
3768,A025422  ,A051771,2013JJ00,3.5
3769,A025422  ,A051771,2014JJ00,3.2
3770,A025422  ,A051771,2015JJ00,3.1
3771,A025422  ,A051771,2016JJ00,2.9
3772,A025422  ,A051771,2017JJ00,2.9
3773,A025422  ,A051771,2018JJ00,2.8
3774,A025422  ,A051771,2019JJ00,2.6
3775,A025422  ,A051771,2020JJ00,2.3
3776,A025422  ,A051771,2021JJ00,2.3
3777,A025422  ,A051771,2022JJ00,2.2
3778,A025422  ,A051771,2023JJ00,2.2
3779,A025422  ,A051771,2024JJ00,2.1
3780,A025424  ,A044111,1990JJ00,0.9
3781,A025424  ,A044111,1995JJ00,2.4
3782,A025424  ,A044111,2000JJ00,4.4
3783,A025424  ,A044111,2001JJ00,4.8
3784,A025424  ,A044111,2002JJ00,5.1
3785,A025424  ,A044111,2003JJ00,5.3
3786,A025424  ,A044111,2004JJ00,5.3
3787,A025424  ,A044111,2005JJ00,5.0
3788,A025424  ,A044111,2006JJ00,4.8
3789,A025424  ,A044111,2007JJ00,4.6
3790,A025424  ,A044111,2008JJ00,4.3
3791,A025424  ,A044111,2009JJ00,4.0
3792,A025424  ,A044111,2010JJ00,3.9
3793,A025424  ,A044111,2011JJ00,3.9
3794,A025424  ,A044111,2012JJ00,3.7
3795,A025424  ,A044111,2013JJ00,3.6
3796,A025424  ,A044111,2014JJ00,3.5
3797,A025424  ,A044111,2015JJ00,3.5
3798,A025424  ,A044111,2016JJ00,3.6
3799,A025424  ,A044111,2017JJ00,3.7
3800,A025424  ,A044111,2018JJ00,3.8
3801,A025424  ,A044111,2019JJ00,3.8
3802,A025424  ,A044111,2020JJ00,3.3
3803,A025424  ,A044111,2021JJ00,3.3
3804,A025424  ,A044111,2022JJ00,3.3
3805,A025424  ,A044111,2023JJ00,3.6
3806,A025424  ,A044111,2024JJ00,3.6
3807,A025424  ,A044112,1990JJ00,292.3
3808,A025424  ,A044112,1995JJ00,232.1
3809,A025424  ,A044112,2000JJ00,192.2
3810,A025424  ,A044112,2001JJ00,182.7
3811,A025424  ,A044112,2002JJ00,179.6
3812,A025424  ,A044112,2003JJ00,178.2
3813,A025424  ,A044112,2004JJ00,177.6
3814,A025424  ,A044112,2005JJ00,170.6
3815,A025424  ,A044112,2006JJ00,168.9
3816,A025424  ,A044112,2007JJ00,160.0
3817,A025424  ,A044112,2008JJ00,151.3
3818,A025424  ,A044112,2009JJ00,131.7
3819,A025424  ,A044112,2010JJ00,128.1
3820,A025424  ,A044112,2011JJ00,125.9
3821,A025424  ,A044112,2012JJ00,116.9
3822,A025424  ,A044112,2013JJ00,104.0
3823,A025424  ,A044112,2014JJ00,89.5
3824,A025424  ,A044112,2015JJ00,83.9
3825,A025424  ,A044112,2016JJ00,79.6
3826,A025424  ,A044112,2017JJ00,79.9
3827,A025424  ,A044112,2018JJ00,82.0
3828,A025424  ,A044112,2019JJ00,76.1
3829,A025424  ,A044112,2020JJ00,58.8
3830,A025424  ,A044112,2021JJ00,56.8
3831,A025424  ,A044112,2022JJ00,52.9
3832,A025424  ,A044112,2023JJ00,51.9
3833,A025424  ,A044112,2024JJ00,48.8
3834,A025424  ,A044114,1990JJ00,15.8
3835,A025424  ,A044114,1995JJ00,14.8
3836,A025424  ,A044114,2000JJ00,3.6
3837,A025424  ,A044114,2001JJ00,0.8
3838,A025424  ,A044114,2002JJ00,0.8
3839,A025424  ,A044114,2003JJ00,0.6
3840,A025424  ,A044114,2004JJ00,0.6
3841,A025424  ,A044114,2005JJ00,0.3
3842,A025424  ,A044114,2006JJ00,0.3
3843,A025424  ,A044114,2007JJ00,0.3
3844,A025424  ,A044114,2008JJ00,0.2
3845,A025424  ,A044114,2009JJ00,0.2
3846,A025424  ,A044114,2010JJ00,0.2
3847,A025424  ,A044114,2011JJ00,0.2
3848,A025424  ,A044114,2012JJ00,0.2
3849,A025424  ,A044114,2013JJ00,0.2
3850,A025424  ,A044114,2014JJ00,0.2
3851,A025424  ,A044114,2015JJ00,0.2
3852,A025424  ,A044114,2016JJ00,0.2
3853,A025424  ,A044114,2017JJ00,0.2
3854,A025424  ,A044114,2018JJ00,0.2
3855,A025424  ,A044114,2019JJ00,0.2
3856,A025424  ,A044114,2020JJ00,0.2
3857,A025424  ,A044114,2021JJ00,0.2
3858,A025424  ,A044114,2022JJ00,0.2
3859,A025424  ,A044114,2023JJ00,0.2
3860,A025424  ,A044114,2024JJ00,0.2
3861,A025424  ,A044118,1990JJ00,175.9
3862,A025424  ,A044118,1995JJ00,114.1
3863,A025424  ,A044118,2000JJ00,62.7
3864,A025424  ,A044118,2001JJ00,56.4
3865,A025424  ,A044118,2002JJ00,50.9
3866,A025424  ,A044118,2003JJ00,46.1
3867,A025424  ,A044118,2004JJ00,41.2
3868,A025424  ,A044118,2005JJ00,36.9
3869,A025424  ,A044118,2006JJ00,34.8
3870,A025424  ,A044118,2007JJ00,32.3
3871,A025424  ,A044118,2008JJ00,30.2
3872,A025424  ,A044118,2009JJ00,26.9
3873,A025424  ,A044118,2010JJ00,25.9
3874,A025424  ,A044118,2011JJ00,26.4
3875,A025424  ,A044118,2012JJ00,25.4
3876,A025424  ,A044118,2013JJ00,24.5
3877,A025424  ,A044118,2014JJ00,23.3
3878,A025424  ,A044118,2015JJ00,22.8
3879,A025424  ,A044118,2016JJ00,22.7
3880,A025424  ,A044118,2017JJ00,23.2
3881,A025424  ,A044118,2018JJ00,23.1
3882,A025424  ,A044118,2019JJ00,22.8
3883,A025424  ,A044118,2020JJ00,19.7
3884,A025424  ,A044118,2021JJ00,19.4
3885,A025424  ,A044118,2022JJ00,18.5
3886,A025424  ,A044118,2023JJ00,19.0
3887,A025424  ,A044118,2024JJ00,18.4
3888,A025424  ,A051771,1990JJ00,17.6
3889,A025424  ,A051771,1995JJ00,13.1
3890,A025424  ,A051771,2000JJ00,9.8
3891,A025424  ,A051771,2001JJ00,9.1
3892,A025424  ,A051771,2002JJ00,8.5
3893,A025424  ,A051771,2003JJ00,8.0
3894,A025424  ,A051771,2004JJ00,7.7
3895,A025424  ,A051771,2005JJ00,7.0
3896,A025424  ,A051771,2006JJ00,6.3
3897,A025424  ,A051771,2007JJ00,5.6
3898,A025424  ,A051771,2008JJ00,4.8
3899,A025424  ,A051771,2009JJ00,3.8
3900,A025424  ,A051771,2010JJ00,3.4
3901,A025424  ,A051771,2011JJ00,3.0
3902,A025424  ,A051771,2012JJ00,2.7
3903,A025424  ,A051771,2013JJ00,2.4
3904,A025424  ,A051771,2014JJ00,2.1
3905,A025424  ,A051771,2015JJ00,1.9
3906,A025424  ,A051771,2016JJ00,1.8
3907,A025424  ,A051771,2017JJ00,1.8
3908,A025424  ,A051771,2018JJ00,1.8
3909,A025424  ,A051771,2019JJ00,1.6
3910,A025424  ,A051771,2020JJ00,1.3
3911,A025424  ,A051771,2021JJ00,1.3
3912,A025424  ,A051771,2022JJ00,1.2
3913,A025424  ,A051771,2023JJ00,1.2
3914,A025424  ,A051771,2024JJ00,1.2
3915,A048112  ,A044111,1990JJ00,0.9
3916,A048112  ,A044111,1995JJ00,2.3
3917,A048112  ,A044111,2000JJ00,4.3
3918,A048112  ,A044111,2001JJ00,4.7
3919,A048112  ,A044111,2002JJ00,5.0
3920,A048112  ,A044111,2003JJ00,5.1
3921,A048112  ,A044111,2004JJ00,5.2
3922,A048112  ,A044111,2005JJ00,4.9
3923,A048112  ,A044111,2006JJ00,4.7
3924,A048112  ,A044111,2007JJ00,4.4
3925,A048112  ,A044111,2008JJ00,4.1
3926,A048112  ,A044111,2009JJ00,3.8
3927,A048112  ,A044111,2010JJ00,3.7
3928,A048112  ,A044111,2011JJ00,3.6
3929,A048112  ,A044111,2012JJ00,3.4
3930,A048112  ,A044111,2013JJ00,3.3
3931,A048112  ,A044111,2014JJ00,3.2
3932,A048112  ,A044111,2015JJ00,3.1
3933,A048112  ,A044111,2016JJ00,3.1
3934,A048112  ,A044111,2017JJ00,3.2
3935,A048112  ,A044111,2018JJ00,3.2
3936,A048112  ,A044111,2019JJ00,3.1
3937,A048112  ,A044111,2020JJ00,2.6
3938,A048112  ,A044111,2021JJ00,2.6
3939,A048112  ,A044111,2022JJ00,2.6
3940,A048112  ,A044111,2023JJ00,2.9
3941,A048112  ,A044111,2024JJ00,2.9
3942,A048112  ,A044112,1990JJ00,141.6
3943,A048112  ,A044112,1995JJ00,96.3
3944,A048112  ,A044112,2000JJ00,62.9
3945,A048112  ,A044112,2001JJ00,58.1
3946,A048112  ,A044112,2002JJ00,53.7
3947,A048112  ,A044112,2003JJ00,49.9
3948,A048112  ,A044112,2004JJ00,46.7
3949,A048112  ,A044112,2005JJ00,43.3
3950,A048112  ,A044112,2006JJ00,40.9
3951,A048112  ,A044112,2007JJ00,37.9
3952,A048112  ,A044112,2008JJ00,34.3
3953,A048112  ,A044112,2009JJ00,30.3
3954,A048112  ,A044112,2010JJ00,29.7
3955,A048112  ,A044112,2011JJ00,29.4
3956,A048112  ,A044112,2012JJ00,29.1
3957,A048112  ,A044112,2013JJ00,28.8
3958,A048112  ,A044112,2014JJ00,28.3
3959,A048112  ,A044112,2015JJ00,27.9
3960,A048112  ,A044112,2016JJ00,28.4
3961,A048112  ,A044112,2017JJ00,28.4
3962,A048112  ,A044112,2018JJ00,29.0
3963,A048112  ,A044112,2019JJ00,27.1
3964,A048112  ,A044112,2020JJ00,19.6
3965,A048112  ,A044112,2021JJ00,18.8
3966,A048112  ,A044112,2022JJ00,18.2
3967,A048112  ,A044112,2023JJ00,18.1
3968,A048112  ,A044112,2024JJ00,17.3
3969,A048112  ,A044114,1990JJ00,4.6
3970,A048112  ,A044114,1995JJ00,3.6
3971,A048112  ,A044114,2000JJ00,1.2
3972,A048112  ,A044114,2001JJ00,0.5
3973,A048112  ,A044114,2002JJ00,0.5
3974,A048112  ,A044114,2003JJ00,0.3
3975,A048112  ,A044114,2004JJ00,0.3
3976,A048112  ,A044114,2005JJ00,0.2
3977,A048112  ,A044114,2006JJ00,0.2
3978,A048112  ,A044114,2007JJ00,0.2
3979,A048112  ,A044114,2008JJ00,0.1
3980,A048112  ,A044114,2009JJ00,0.1
3981,A048112  ,A044114,2010JJ00,0.1
3982,A048112  ,A044114,2011JJ00,0.1
3983,A048112  ,A044114,2012JJ00,0.1
3984,A048112  ,A044114,2013JJ00,0.1
3985,A048112  ,A044114,2014JJ00,0.1
3986,A048112  ,A044114,2015JJ00,0.1
3987,A048112  ,A044114,2016JJ00,0.1
3988,A048112  ,A044114,2017JJ00,0.1
3989,A048112  ,A044114,2018JJ00,0.1
3990,A048112  ,A044114,2019JJ00,0.1
3991,A048112  ,A044114,2020JJ00,0.1
3992,A048112  ,A044114,2021JJ00,0.1
3993,A048112  ,A044114,2022JJ00,0.1
3994,A048112  ,A044114,2023JJ00,0.1
3995,A048112  ,A044114,2024JJ00,0.1
3996,A048112  ,A044118,1990JJ00,133.1
3997,A048112  ,A044118,1995JJ00,79.2
3998,A048112  ,A044118,2000JJ00,38.1
3999,A048112  ,A044118,2001JJ00,33.6
4000,A048112  ,A044118,2002JJ00,29.5
4001,A048112  ,A044118,2003JJ00,26.2
4002,A048112  ,A044118,2004JJ00,23.3
4003,A048112  ,A044118,2005JJ00,19.9
