ID,HerkomstVanUitvoer,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12
555,323200,1993JJ00,1897.0,2044.0,-0.4,92.8,1875.0,2013.0,-0.1,93.2,22.0,29.0,-22.2,76.9
556,323200,1994JJ00,2038.0,2138.0,4.6,95.3,2012.0,2102.0,4.4,95.7,26.0,34.0,18.2,76.9
557,323200,1995JJ00,2178.0,2290.0,7.1,95.1,2155.0,2255.0,7.3,95.5,23.0,31.0,-7.7,73.7
558,323200,1996JJ00,2182.0,2295.0,0.2,95.1,2162.0,2265.0,0.4,95.5,20.0,26.0,-17.4,77.6
559,323200,1997JJ00,2613.0,2676.0,16.6,97.6,2595.0,2645.0,16.8,98.1,18.0,24.0,-5.0,73.5
560,323200,1998JJ00,2748.0,2883.0,7.7,95.3,2725.0,2848.0,7.7,95.7,23.0,29.0,16.7,80.5
561,323200,1999JJ00,3054.0,3268.0,13.4,93.4,3028.0,3231.0,13.4,93.7,26.0,30.0,4.3,87.2
562,323200,2000JJ00,3577.0,3570.0,9.2,100.2,3550.0,3531.0,9.3,100.5,27.0,30.0,0.0,90.6
563,323200,2001JJ00,3724.0,3716.0,4.1,100.2,3694.0,3675.0,4.1,100.5,30.0,32.0,7.4,93.7
564,323200,2002JJ00,3913.0,3926.0,5.7,99.7,3880.0,3883.0,5.7,99.9,33.0,34.0,6.7,96.6
565,323200,2003JJ00,4053.0,4106.0,4.6,98.7,3980.0,4021.0,3.6,99.0,73.0,77.0,124.2,95.3
566,323200,2004JJ00,4096.0,4120.0,0.3,99.4,3828.0,3848.0,-4.3,99.5,268.0,271.0,253.4,99.0
567,323200,2005JJ00,4301.0,4301.0,4.4,100.0,3677.0,3677.0,-4.4,100.0,624.0,624.0,130.6,100.0
568,323200,2006JJ00,4287.0,4284.0,-0.4,100.1,3852.0,3852.0,4.8,100.0,435.0,432.0,-30.8,100.7
569,323200,2007JJ00,4765.0,4699.0,9.7,101.4,4330.0,4273.0,10.9,101.3,435.0,426.0,-1.4,102.1
570,323200,2008JJ00,4439.0,4163.0,-11.4,106.6,3976.0,3727.0,-12.8,106.7,463.0,436.0,2.3,106.2
571,323200,2009JJ00,4210.0,4074.0,-2.1,103.3,3745.0,3656.0,-1.9,102.4,465.0,418.0,-4.1,111.3
572,323200,2010JJ00,4491.0,4154.0,2.0,108.1,3949.0,3664.0,0.2,107.8,542.0,485.0,16.1,111.7
573,323200,2011JJ00,4865.0,4271.0,2.8,113.9,4278.0,3747.0,2.3,114.2,587.0,518.0,6.6,113.4
574,323200,2012JJ00,5067.0,4457.0,4.4,113.7,4438.0,3904.0,4.2,113.7,629.0,547.0,5.6,115.1
575,323700,1988JJ00,1826.0,2043.0,,89.4,1820.0,2032.0,,89.6,6.0,14.0,,44.1
576,323700,1989JJ00,2176.0,2395.0,17.3,90.8,2168.0,2381.0,17.2,91.0,8.0,18.0,33.3,44.1
577,323700,1990JJ00,2338.0,2564.0,7.0,91.2,2328.0,2548.0,7.0,91.4,10.0,20.0,12.5,49.0
578,323700,1991JJ00,2418.0,2636.0,2.8,91.7,2408.0,2622.0,2.9,91.9,10.0,18.0,-10.0,54.4
579,323700,1992JJ00,2547.0,2826.0,7.2,90.1,2537.0,2811.0,7.2,90.3,10.0,18.0,0.0,54.4
580,323700,1993JJ00,2519.0,2855.0,1.0,88.2,2508.0,2840.0,1.0,88.3,11.0,18.0,0.0,59.9
581,323700,1994JJ00,2723.0,3155.0,10.5,86.3,2711.0,3140.0,10.6,86.3,12.0,18.0,0.0,65.3
582,323700,1995JJ00,2927.0,3302.0,4.7,88.6,2916.0,3287.0,4.7,88.7,11.0,18.0,0.0,59.9
583,323700,1996JJ00,2939.0,3293.0,-0.3,89.2,2931.0,3284.0,-0.1,89.3,8.0,10.0,-45.5,79.8
584,323700,1997JJ00,3184.0,3575.0,8.6,89.1,3175.0,3566.0,8.6,89.0,9.0,10.0,0.0,89.8
585,323700,1998JJ00,3231.0,3618.0,1.2,89.3,3218.0,3603.0,1.0,89.3,13.0,16.0,55.6,83.4
586,323700,1999JJ00,3352.0,3732.0,3.2,89.8,3341.0,3720.0,3.3,89.8,11.0,12.0,-23.1,91.7
587,323700,2000JJ00,3680.0,3900.0,4.5,94.3,3669.0,3890.0,4.5,94.3,11.0,11.0,-9.1,100.9
588,323700,2001JJ00,3793.0,3924.0,0.6,96.7,3780.0,3911.0,0.5,96.7,13.0,13.0,18.2,100.9
589,323700,2002JJ00,3915.0,4055.0,3.3,96.5,3900.0,4040.0,3.3,96.5,15.0,15.0,15.4,100.9
590,323700,2003JJ00,3674.0,3790.0,-6.5,96.9,3650.0,3767.0,-6.8,96.9,24.0,23.0,53.3,105.3
591,323700,2004JJ00,3797.0,3948.0,4.2,96.2,3784.0,3936.0,4.5,96.1,13.0,12.0,-45.8,105.3
592,323700,2005JJ00,4033.0,4033.0,2.2,100.0,4014.0,4014.0,2.0,100.0,19.0,19.0,53.8,100.0
593,323700,2006JJ00,4305.0,4195.0,4.0,102.6,4289.0,4178.0,4.1,102.7,16.0,17.0,-10.5,94.1
594,323700,2007JJ00,4588.0,4395.0,4.8,104.4,4571.0,4377.0,4.8,104.4,17.0,18.0,6.3,94.1
595,323700,2008JJ00,4488.0,4189.0,-4.7,107.1,4468.0,4169.0,-4.7,107.2,20.0,20.0,11.8,99.1
596,323700,2009JJ00,4079.0,3885.0,-7.2,105.0,4060.0,3868.0,-7.2,105.0,19.0,18.0,-10.0,104.6
597,323700,2010JJ00,4455.0,4170.0,7.3,106.8,4436.0,4152.0,7.4,106.8,19.0,18.0,0.0,104.6
598,323700,2011JJ00,4791.0,4239.0,1.6,113.0,4771.0,4220.0,1.6,113.1,20.0,19.0,5.3,104.6
599,323700,2012JJ00,4743.0,4125.0,-2.7,115.0,4722.0,4106.0,-2.7,115.0,21.0,19.0,0.0,109.8
600,323705,1988JJ00,2885.0,3233.0,,89.2,2862.0,3200.0,,89.4,23.0,34.0,,67.8
601,323705,1989JJ00,3307.0,3654.0,13.0,90.5,3281.0,3617.0,13.0,90.7,26.0,37.0,8.7,70.5
602,323705,1990JJ00,3625.0,3959.0,8.3,91.6,3593.0,3918.0,8.3,91.7,32.0,41.0,11.5,77.8
603,323705,1991JJ00,3675.0,3976.0,0.4,92.4,3646.0,3940.0,0.6,92.5,29.0,36.0,-12.5,80.5
604,323705,1992JJ00,3740.0,4103.0,3.2,91.2,3711.0,4066.0,3.2,91.3,29.0,36.0,0.0,80.5
605,323705,1993JJ00,3642.0,4064.0,-0.9,89.6,3610.0,4026.0,-1.0,89.7,32.0,38.0,6.9,83.1
606,323705,1994JJ00,3896.0,4429.0,9.0,88.0,3863.0,4389.0,9.0,88.0,33.0,40.0,3.1,83.1
607,323705,1995JJ00,4165.0,4638.0,4.7,89.8,4130.0,4598.0,4.8,89.8,35.0,40.0,0.0,88.2
608,323705,1996JJ00,4170.0,4625.0,-0.3,90.2,4134.0,4585.0,-0.3,90.2,36.0,40.0,0.0,90.7
609,323705,1997JJ00,4494.0,4985.0,7.8,90.1,4458.0,4944.0,7.8,90.2,36.0,41.0,2.8,88.2
610,323705,1998JJ00,4638.0,5100.0,2.3,90.9,4596.0,5052.0,2.2,91.0,42.0,48.0,16.7,88.2
611,323705,1999JJ00,4787.0,5228.0,2.5,91.6,4737.0,5174.0,2.4,91.6,50.0,54.0,14.3,91.9
612,323705,2000JJ00,5213.0,5479.0,4.8,95.1,5160.0,5423.0,4.8,95.1,53.0,57.0,4.0,93.7
613,323705,2001JJ00,5200.0,5300.0,-3.3,98.1,5151.0,5250.0,-3.2,98.1,49.0,50.0,-11.3,97.7
614,323705,2002JJ00,5257.0,5358.0,1.1,98.1,5214.0,5315.0,1.2,98.1,43.0,43.0,-14.3,100.0
615,323705,2003JJ00,4922.0,5028.0,-6.2,97.9,4871.0,4976.0,-6.4,97.9,51.0,51.0,18.6,100.0
616,323705,2004JJ00,5069.0,5228.0,4.0,97.0,5029.0,5188.0,4.2,96.9,40.0,40.0,-21.6,100.0
617,323705,2005JJ00,5332.0,5332.0,2.0,100.0,5288.0,5288.0,1.9,100.0,44.0,44.0,10.0,100.0
618,323705,2006JJ00,5772.0,5641.0,5.8,102.3,5726.0,5595.0,5.8,102.3,46.0,46.0,4.5,100.0
619,323705,2007JJ00,6183.0,5897.0,4.5,104.8,6133.0,5848.0,4.5,104.9,50.0,49.0,6.5,102.0
620,323705,2008JJ00,5967.0,5542.0,-6.0,107.7,5913.0,5490.0,-6.1,107.7,54.0,52.0,6.0,104.0
621,323705,2009JJ00,5348.0,5021.0,-9.4,106.5,5298.0,4973.0,-9.4,106.5,50.0,48.0,-7.4,104.0
622,323705,2010JJ00,5780.0,5358.0,6.7,107.9,5728.0,5310.0,6.8,107.9,52.0,48.0,0.0,108.1
623,323705,2011JJ00,6275.0,5566.0,3.9,112.7,6222.0,5517.0,3.9,112.8,53.0,49.0,1.9,108.1
624,323705,2012JJ00,6228.0,5430.0,-2.4,114.7,6173.0,5382.0,-2.4,114.7,55.0,48.0,-1.9,114.4
625,324600,1988JJ00,1059.0,1176.0,,90.0,1042.0,1154.0,,90.3,17.0,23.0,,74.7
626,324600,1989JJ00,1131.0,1243.0,5.7,91.0,1113.0,1220.0,5.8,91.2,18.0,23.0,0.0,79.1
627,324600,1990JJ00,1287.0,1378.0,10.9,93.4,1265.0,1353.0,10.9,93.5,22.0,25.0,11.1,87.0
628,324600,1991JJ00,1257.0,1325.0,-3.9,94.9,1238.0,1303.0,-3.7,95.0,19.0,22.0,-13.6,87.0
629,324600,1992JJ00,1193.0,1265.0,-4.5,94.3,1174.0,1243.0,-4.6,94.5,19.0,22.0,0.0,87.0
630,324600,1993JJ00,1123.0,1200.0,-5.1,93.6,1102.0,1176.0,-5.4,93.7,21.0,24.0,10.5,87.0
631,324600,1994JJ00,1173.0,1266.0,5.5,92.6,1152.0,1241.0,5.5,92.8,21.0,25.0,4.8,83.0
632,324600,1995JJ00,1238.0,1328.0,4.9,93.2,1214.0,1303.0,4.9,93.2,24.0,25.0,0.0,94.9
633,324600,1996JJ00,1231.0,1323.0,-0.3,93.0,1203.0,1293.0,-0.7,93.0,28.0,31.0,20.8,91.6
634,324600,1997JJ00,1310.0,1402.0,5.9,93.4,1283.0,1370.0,6.0,93.6,27.0,32.0,3.6,85.3
635,324600,1998JJ00,1407.0,1472.0,5.0,95.6,1378.0,1439.0,5.0,95.8,29.0,33.0,3.7,88.3
636,324600,1999JJ00,1435.0,1487.0,1.1,96.5,1396.0,1445.0,0.4,96.6,39.0,43.0,31.0,90.7
637,324600,2000JJ00,1533.0,1569.0,5.5,97.7,1491.0,1524.0,5.4,97.9,42.0,46.0,7.7,90.7
638,324600,2001JJ00,1407.0,1372.0,-12.6,102.6,1371.0,1335.0,-12.4,102.7,36.0,38.0,-19.0,96.0
639,324600,2002JJ00,1342.0,1303.0,-5.0,103.0,1314.0,1275.0,-4.4,103.0,28.0,28.0,-25.0,99.6
640,324600,2003JJ00,1248.0,1237.0,-5.1,100.9,1221.0,1209.0,-5.2,101.0,27.0,28.0,0.0,96.0
641,324600,2004JJ00,1272.0,1280.0,3.4,99.4,1245.0,1252.0,3.5,99.5,27.0,28.0,0.0,96.0
642,324600,2005JJ00,1299.0,1299.0,1.5,100.0,1274.0,1274.0,1.8,100.0,25.0,25.0,-11.1,100.0
643,324600,2006JJ00,1467.0,1446.0,11.3,101.5,1437.0,1417.0,11.2,101.4,30.0,29.0,16.0,103.4
644,324600,2007JJ00,1595.0,1502.0,3.9,106.2,1562.0,1471.0,3.8,106.2,33.0,31.0,6.7,106.7
645,324600,2008JJ00,1479.0,1354.0,-9.8,109.2,1445.0,1322.0,-10.1,109.3,34.0,32.0,3.0,106.7
646,324600,2009JJ00,1269.0,1138.0,-16.0,111.5,1238.0,1108.0,-16.2,111.7,31.0,30.0,-5.9,103.3
647,324600,2010JJ00,1325.0,1192.0,4.7,111.2,1292.0,1162.0,4.8,111.2,33.0,30.0,0.0,110.0
648,324600,2011JJ00,1484.0,1328.0,11.4,111.8,1451.0,1298.0,11.7,111.8,33.0,30.0,0.0,110.0
649,324600,2012JJ00,1485.0,1306.0,-1.6,113.7,1451.0,1277.0,-1.6,113.6,34.0,29.0,-3.0,116.9
650,328100,1988JJ00,3421.0,3954.0,,86.5,3398.0,3927.0,,86.5,23.0,29.0,,78.0
651,328100,1989JJ00,3913.0,4028.0,1.9,97.2,3890.0,4001.0,1.9,97.2,23.0,29.0,0.0,78.0
652,328100,1990JJ00,3489.0,3941.0,-2.1,88.5,3464.0,3912.0,-2.2,88.5,25.0,32.0,8.7,78.0
653,328100,1991JJ00,3174.0,3835.0,-2.7,82.8,3152.0,3810.0,-2.6,82.7,22.0,28.0,-12.0,78.0
654,328100,1992JJ00,3211.0,4094.0,6.7,78.4,3189.0,4068.0,6.8,78.4,22.0,28.0,0.0,78.0
655,328100,1993JJ00,3197.0,4133.0,1.0,77.4,3181.0,4116.0,1.2,77.3,16.0,21.0,-27.3,78.0
656,328100,1994JJ00,3633.0,4538.0,9.8,80.1,3608.0,4509.0,9.6,80.0,25.0,32.0,56.3,78.0
657,328100,1995JJ00,4230.0,4919.0,8.4,86.0,4204.0,4889.0,8.4,86.0,26.0,33.0,4.0,78.0
658,328100,1996JJ00,3825.0,4804.0,-2.3,79.6,3802.0,4777.0,-2.3,79.6,23.0,29.0,-11.5,78.0
659,328100,1997JJ00,4139.0,4806.0,0.1,86.1,4123.0,4790.0,0.3,86.1,16.0,19.0,-34.8,83.2
660,328100,1998JJ00,4209.0,4941.0,2.8,85.2,4202.0,4935.0,3.0,85.1,7.0,8.0,-56.3,83.2
661,328100,1999JJ00,3569.0,4805.0,-2.8,74.3,3563.0,4800.0,-2.7,74.2,6.0,7.0,-14.3,83.2
662,328100,2000JJ00,4302.0,4873.0,1.4,88.3,4293.0,4866.0,1.4,88.2,9.0,10.0,33.3,93.6
663,328100,2001JJ00,4261.0,5114.0,5.0,83.3,4248.0,5103.0,4.9,83.2,13.0,14.0,44.4,93.6
664,328100,2002JJ00,4282.0,5319.0,4.0,80.5,4265.0,5302.0,3.9,80.4,17.0,18.0,30.8,93.6
665,328100,2003JJ00,4287.0,5321.0,0.0,80.6,4259.0,5291.0,-0.2,80.5,28.0,30.0,64.7,93.6
666,328100,2004JJ00,5234.0,5733.0,7.7,91.3,5205.0,5703.0,7.8,91.3,29.0,30.0,0.0,97.0
667,328100,2005JJ00,5663.0,5663.0,-1.2,100.0,5630.0,5630.0,-1.3,100.0,33.0,33.0,10.3,100.0
668,328100,2006JJ00,6564.0,5840.0,3.1,112.4,6527.0,5803.0,3.1,112.5,37.0,37.0,12.1,100.0
669,328100,2007JJ00,7329.0,6303.0,7.9,116.3,7296.0,6271.0,8.1,116.4,33.0,31.0,-16.2,106.5
670,328100,2008JJ00,6882.0,6033.0,-4.3,114.1,6850.0,6003.0,-4.3,114.1,32.0,30.0,-3.0,106.5
671,328100,2009JJ00,4685.0,4739.0,-21.4,98.9,4656.0,4712.0,-21.5,98.8,29.0,27.0,-9.4,106.5
672,328100,2010JJ00,5816.0,5306.0,12.0,109.6,5787.0,5278.0,12.0,109.6,29.0,27.0,0.0,106.5
673,328100,2011JJ00,6512.0,5489.0,3.5,118.6,6479.0,5456.0,3.4,118.7,33.0,33.0,20.7,100.4
674,328100,2012JJ00,5992.0,5290.0,-3.6,113.3,5959.0,5257.0,-3.7,113.4,33.0,33.0,0.0,100.4
675,328105,1988JJ00,5817.0,7276.0,,79.9,5618.0,7036.0,,79.8,199.0,264.0,,75.4
676,328105,1989JJ00,6458.0,7435.0,2.2,86.9,6258.0,7194.0,2.2,87.0,200.0,265.0,0.5,75.4
677,328105,1990JJ00,6328.0,7669.0,3.1,82.5,6137.0,7440.0,3.4,82.5,191.0,251.0,-5.5,76.2
678,328105,1991JJ00,6053.0,7554.0,-1.5,80.1,5914.0,7391.0,-0.7,80.0,139.0,180.0,-28.3,77.3
679,328105,1992JJ00,5982.0,7703.0,2.0,77.7,5825.0,7521.0,1.8,77.5,157.0,200.0,11.5,78.3
680,328105,1993JJ00,5839.0,7593.0,-1.4,76.9,5682.0,7411.0,-1.5,76.7,157.0,199.0,-0.6,78.8
681,328105,1994JJ00,6282.0,7988.0,5.2,78.6,6091.0,7767.0,4.8,78.4,191.0,238.0,19.7,80.1
682,328105,1995JJ00,7168.0,8654.0,8.3,82.8,6963.0,8420.0,8.4,82.7,205.0,253.0,6.3,80.9
683,328105,1996JJ00,6667.0,8368.0,-3.3,79.7,6474.0,8151.0,-3.2,79.4,193.0,235.0,-7.3,82.2
684,328105,1997JJ00,7297.0,8693.0,3.9,83.9,7120.0,8503.0,4.3,83.7,177.0,211.0,-10.4,84.1
685,328105,1998JJ00,7680.0,9108.0,4.8,84.3,7522.0,8943.0,5.2,84.1,158.0,186.0,-11.9,85.1
686,328105,1999JJ00,7452.0,9281.0,1.9,80.3,7270.0,9093.0,1.7,80.0,182.0,209.0,12.7,87.1
687,328105,2000JJ00,8365.0,9432.0,1.6,88.7,8172.0,9237.0,1.6,88.5,193.0,216.0,3.3,89.4
688,328105,2001JJ00,8262.0,9428.0,0.0,87.6,8060.0,9230.0,-0.1,87.3,202.0,219.0,1.6,92.1
689,328105,2002JJ00,8555.0,9882.0,4.8,86.6,8180.0,9498.0,2.9,86.1,375.0,397.0,81.2,94.4
690,328105,2003JJ00,8219.0,9509.0,-3.8,86.4,7842.0,9131.0,-3.9,85.9,377.0,390.0,-1.9,96.7
691,328105,2004JJ00,9313.0,9906.0,4.2,94.0,8893.0,9490.0,3.9,93.7,420.0,426.0,9.3,98.6
692,328105,2005JJ00,10120.0,10120.0,2.2,100.0,9493.0,9493.0,0.0,100.0,627.0,627.0,47.1,100.0
693,328105,2006JJ00,11539.0,10696.0,5.7,107.9,10857.0,10025.0,5.6,108.3,682.0,671.0,7.0,101.6
694,328105,2007JJ00,13334.0,11946.0,11.7,111.6,12677.0,11308.0,12.8,112.1,657.0,630.0,-6.2,104.3
695,328105,2008JJ00,12998.0,11636.0,-2.6,111.7,12319.0,10997.0,-2.8,112.0,679.0,634.0,0.6,107.2
696,328105,2009JJ00,9745.0,9584.0,-17.6,101.7,9082.0,8978.0,-18.4,101.2,663.0,605.0,-4.6,109.7
697,328105,2010JJ00,11619.0,10833.0,13.0,107.3,11010.0,10297.0,14.7,106.9,609.0,546.0,-9.7,111.5
698,328105,2011JJ00,12742.0,11301.0,4.3,112.8,12074.0,10719.0,4.1,112.6,668.0,591.0,8.2,113.0
699,328105,2012JJ00,12250.0,11086.0,-1.9,110.5,11591.0,10519.0,-1.9,110.2,659.0,577.0,-2.4,114.2
700,330300,1988JJ00,2396.0,3238.0,,74.0,2220.0,3004.0,,73.9,176.0,236.0,,74.7
701,330300,1989JJ00,2545.0,3323.0,2.6,76.6,2368.0,3088.0,2.8,76.7,177.0,237.0,0.6,74.7
702,330300,1990JJ00,2839.0,3698.0,11.3,76.8,2673.0,3479.0,12.7,76.8,166.0,219.0,-7.3,75.6
703,330300,1991JJ00,2879.0,3696.0,0.0,77.9,2762.0,3544.0,1.9,77.9,117.0,152.0,-30.7,77.0
704,330300,1992JJ00,2771.0,3576.0,-3.3,77.5,2636.0,3403.0,-4.0,77.5,135.0,173.0,13.7,78.1
705,330300,1993JJ00,2642.0,3425.0,-4.2,77.1,2501.0,3245.0,-4.6,77.1,141.0,179.0,3.7,78.7
706,330300,1994JJ00,2649.0,3413.0,-0.3,77.6,2483.0,3205.0,-1.2,77.5,166.0,207.0,15.6,80.1
707,330300,1995JJ00,2938.0,3695.0,8.3,79.5,2759.0,3474.0,8.4,79.4,179.0,221.0,6.6,81.0
708,330300,1996JJ00,2842.0,3522.0,-4.7,80.7,2672.0,3315.0,-4.6,80.6,170.0,206.0,-6.7,82.5
709,330300,1997JJ00,3158.0,3840.0,9.0,82.2,2997.0,3649.0,10.1,82.1,161.0,192.0,-7.1,84.0
710,330300,1998JJ00,3471.0,4122.0,7.3,84.2,3320.0,3946.0,8.1,84.1,151.0,177.0,-7.5,85.2
711,330300,1999JJ00,3883.0,4433.0,7.5,87.6,3707.0,4232.0,7.3,87.6,176.0,202.0,13.9,87.2
712,330300,2000JJ00,4063.0,4513.0,1.8,90.0,3879.0,4308.0,1.8,90.1,184.0,207.0,2.3,89.1
713,330300,2001JJ00,4001.0,4273.0,-5.3,93.6,3812.0,4069.0,-5.5,93.7,189.0,205.0,-0.5,92.0
714,330300,2002JJ00,4273.0,4517.0,5.7,94.6,3915.0,4141.0,1.8,94.5,358.0,379.0,84.7,94.4
715,330300,2003JJ00,3932.0,4173.0,-7.6,94.2,3583.0,3817.0,-7.8,93.9,349.0,360.0,-5.0,96.9
716,330300,2004JJ00,4079.0,4185.0,0.3,97.5,3688.0,3791.0,-0.7,97.3,391.0,396.0,10.0,98.7
717,330300,2005JJ00,4457.0,4457.0,6.5,100.0,3863.0,3863.0,1.9,100.0,594.0,594.0,49.9,100.0
718,330300,2006JJ00,4975.0,4856.0,9.0,102.5,4330.0,4222.0,9.3,102.6,645.0,634.0,6.7,101.7
719,330300,2007JJ00,6005.0,5664.0,16.6,106.0,5381.0,5064.0,20.0,106.3,624.0,599.0,-5.6,104.2
720,330300,2008JJ00,6116.0,5634.0,-0.5,108.6,5469.0,5030.0,-0.7,108.7,647.0,603.0,0.8,107.2
721,330300,2009JJ00,5060.0,4881.0,-13.4,103.7,4426.0,4304.0,-14.4,102.8,634.0,577.0,-4.3,109.8
722,330300,2010JJ00,5803.0,5566.0,14.0,104.3,5223.0,5057.0,17.5,103.3,580.0,519.0,-10.1,111.7
723,330300,2011JJ00,6230.0,5855.0,5.2,106.4,5595.0,5305.0,4.9,105.5,635.0,558.0,7.6,113.7
724,330300,2012JJ00,6258.0,5850.0,-0.1,107.0,5632.0,5316.0,0.2,105.9,626.0,544.0,-2.5,115.0
725,332900,1988JJ00,3537.0,3406.0,,103.8,3019.0,2500.0,,120.8,518.0,785.0,,66.0
726,332900,1989JJ00,3728.0,3587.0,5.3,103.9,3093.0,2567.0,2.7,120.5,635.0,947.0,20.7,67.1
727,332900,1990JJ00,3988.0,3886.0,8.3,102.6,3367.0,2850.0,11.0,118.1,621.0,900.0,-4.9,69.0
728,332900,1991JJ00,3908.0,3815.0,-1.8,102.4,3183.0,2727.0,-4.3,116.7,725.0,1006.0,11.8,72.0
729,332900,1992JJ00,3934.0,3850.0,0.9,102.2,3156.0,2737.0,0.3,115.3,778.0,1040.0,3.3,74.8
730,332900,1993JJ00,3963.0,3941.0,2.4,100.6,3124.0,2790.0,1.9,112.0,839.0,1082.0,4.1,77.5
731,332900,1994JJ00,4053.0,4028.0,2.2,100.6,3153.0,2825.0,1.3,111.6,900.0,1144.0,5.7,78.7
732,332900,1995JJ00,4216.0,4322.0,7.3,97.5,3338.0,3108.0,10.0,107.4,878.0,1119.0,-2.2,78.5
733,332900,1996JJ00,5004.0,5125.0,18.6,97.6,4083.0,3813.0,22.7,107.1,921.0,1152.0,3.0,80.0
734,332900,1997JJ00,6324.0,6477.0,26.4,97.6,5055.0,4702.0,23.3,107.5,1269.0,1612.0,40.0,78.7
735,332900,1998JJ00,6254.0,6397.0,-1.2,97.8,4945.0,4621.0,-1.7,107.0,1309.0,1625.0,0.8,80.6
736,332900,1999JJ00,7091.0,7304.0,14.2,97.1,5186.0,4948.0,7.1,104.8,1905.0,2292.0,41.0,83.1
737,332900,2000JJ00,8520.0,8664.0,18.6,98.3,5774.0,5453.0,10.2,105.9,2746.0,3242.0,41.5,84.7
738,332900,2001JJ00,8108.0,7986.0,-7.8,101.5,5621.0,5179.0,-5.0,108.5,2487.0,2797.0,-13.7,88.9
739,332900,2002JJ00,7364.0,7405.0,-7.3,99.4,5041.0,4847.0,-6.4,104.0,2323.0,2539.0,-9.2,91.5
740,332900,2003JJ00,6885.0,6963.0,-6.0,98.9,4454.0,4383.0,-9.6,101.6,2431.0,2586.0,1.9,94.0
741,332900,2004JJ00,6784.0,6871.0,-1.3,98.7,4394.0,4414.0,0.7,99.6,2390.0,2456.0,-5.0,97.3
742,332900,2005JJ00,7002.0,7002.0,1.9,100.0,4451.0,4451.0,0.8,100.0,2551.0,2551.0,3.8,100.0
743,332900,2006JJ00,7201.0,7262.0,3.7,99.2,4734.0,4842.0,8.8,97.8,2467.0,2420.0,-5.1,101.9
744,332900,2007JJ00,6983.0,6995.0,-3.7,99.8,4499.0,4635.0,-4.3,97.1,2484.0,2358.0,-2.6,105.3
745,332900,2008JJ00,7091.0,7084.0,1.3,100.1,4540.0,4723.0,1.9,96.1,2551.0,2362.0,0.2,108.0
746,332900,2009JJ00,6387.0,6333.0,-10.6,100.9,3977.0,4084.0,-13.5,97.4,2410.0,2234.0,-5.4,107.9
747,332900,2010JJ00,7667.0,7482.0,18.1,102.5,4859.0,4896.0,19.9,99.3,2808.0,2576.0,15.3,109.0
748,332900,2011JJ00,8179.0,7902.0,5.6,103.5,5197.0,5178.0,5.8,100.4,2982.0,2715.0,5.4,109.8
749,332900,2012JJ00,8305.0,7964.0,0.8,104.3,5215.0,5130.0,-0.9,101.7,3090.0,2817.0,3.8,109.7
750,334800,1988JJ00,1470.0,1601.0,,91.8,1448.0,1570.0,,92.2,22.0,32.0,,68.4
751,334800,1989JJ00,1488.0,1605.0,0.3,92.7,1460.0,1568.0,-0.1,93.1,28.0,41.0,27.3,68.4
752,334800,1990JJ00,1595.0,1716.0,6.9,92.9,1564.0,1674.0,6.8,93.4,31.0,47.0,14.3,66.3
753,334800,1991JJ00,1700.0,1829.0,6.6,92.9,1667.0,1784.0,6.6,93.4,33.0,50.0,6.5,66.3
754,334800,1992JJ00,1733.0,1879.0,2.7,92.2,1709.0,1844.0,3.4,92.7,24.0,35.0,-30.3,69.1
755,334800,1993JJ00,1616.0,1747.0,-7.0,92.5,1594.0,1716.0,-7.0,92.9,22.0,30.0,-12.5,72.4
756,334800,1994JJ00,1643.0,1776.0,1.7,92.5,1617.0,1744.0,1.6,92.7,26.0,32.0,4.5,81.9
757,334800,1995JJ00,1674.0,1842.0,3.7,90.9,1632.0,1793.0,2.8,91.0,42.0,51.0,61.5,81.9
758,334800,1996JJ00,1969.0,2160.0,17.3,91.2,1923.0,2106.0,17.5,91.3,46.0,56.0,9.5,81.9
759,334800,1997JJ00,2292.0,2358.0,9.2,97.2,2246.0,2305.0,9.5,97.4,46.0,55.0,-2.2,83.7
760,334800,1998JJ00,2332.0,2382.0,1.0,97.9,2295.0,2339.0,1.5,98.1,37.0,43.0,-21.7,86.0
761,334800,1999JJ00,2272.0,2338.0,-1.8,97.2,2239.0,2299.0,-1.7,97.4,33.0,38.0,-10.8,86.0
762,334800,2000JJ00,2482.0,2513.0,7.5,98.8,2448.0,2475.0,7.6,98.9,34.0,37.0,-3.0,91.4
763,334800,2001JJ00,2590.0,2598.0,3.4,99.7,2555.0,2559.0,3.4,99.8,35.0,37.0,0.0,94.1
764,334800,2002JJ00,2229.0,2235.0,-14.0,99.7,2179.0,2184.0,-14.7,99.8,50.0,51.0,37.1,98.0
765,334800,2003JJ00,2162.0,2207.0,-1.3,98.0,2106.0,2152.0,-1.5,97.9,56.0,55.0,8.0,101.6
766,334800,2004JJ00,2238.0,2258.0,2.3,99.1,2192.0,2213.0,2.8,99.0,46.0,45.0,-17.9,101.6
