ID,BedrijfstakkenBranches,Seizoencorrectie,Perioden,ProductieBedrAfgelopen3Mnd_1,ProductieBedrKomende3Mnd_2,OmzetAfgelopen3Mnd_3,OmzetKomende3Mnd_4,BuitenlandseOmzetAfgelopen3Mnd_5,BuitenlandseOmzetKomende3Mnd_6,VerkoopprijzenTarievenKomende3Mnd_7,PersoneelssterkteAfgelopen3Mnd_8,PersoneelssterkteKomende3Mnd_9,EconomischKlimaatAfgelopen3Mnd_10,WinstgevendheidAfgelopen3Mnd_11
411,317105,A042501,2017KW02,5.9,13.7,0.6,13.3,0.2,7.6,4.9,1.6,2.0,0.0,-2.2
412,317105,A042501,2017KW03,15.1,-3.7,14.8,3.0,10.1,4.7,8.1,14.0,0.1,4.5,-5.8
413,317105,A042501,2017KW04,0.4,26.2,2.4,31.3,1.3,12.3,7.1,-0.2,-2.3,4.4,-4.7
414,317105,A042501,2018KW01,21.5,10.0,23.4,10.0,5.3,8.4,28.9,-0.8,3.1,12.2,2.4
415,317105,A042501,2018KW02,-10.1,15.7,2.4,20.5,0.4,6.5,16.1,-7.2,12.5,5.8,-11.1
416,317105,A042501,2018KW03,7.0,-3.2,13.4,2.6,9.1,2.3,13.8,8.1,2.8,7.6,-2.2
417,317105,A042501,2018KW04,-2.0,10.9,-3.9,10.3,-0.6,-2.3,20.4,1.2,3.1,-2.5,-9.7
418,317105,A042501,2019KW01,22.9,-8.7,21.8,2.1,8.4,5.8,20.5,-1.4,-0.8,-0.3,-1.2
419,317105,A042501,2019KW02,-7.9,5.7,-4.8,8.1,-2.3,6.6,0.5,0.3,-5.0,2.5,6.9
420,317105,A042501,2019KW03,-4.4,-7.1,-1.4,-5.9,-2.3,-1.0,-6.9,-9.1,0.5,-2.2,3.7
421,317105,A042501,2019KW04,-3.6,21.1,0.6,22.3,0.8,12.3,-4.4,3.8,2.5,4.4,0.8
422,317105,A042501,2020KW01,12.2,10.6,15.6,3.8,6.3,3.7,-6.7,2.5,-2.6,-5.2,9.6
423,317105,A042501,2020KW02,-12.2,-42.1,-14.2,-49.2,-14.6,-42.0,-12.7,-10.7,-18.9,-34.9,-21.7
424,317105,A042501,2020KW03,-46.3,11.0,-47.6,3.5,-32.0,1.0,-14.1,-17.5,-7.0,-50.6,-52.7
425,317105,A042501,2020KW04,5.3,16.6,1.0,24.8,3.0,12.0,-5.2,-20.1,-9.7,-18.3,-33.1
426,317105,A042501,2021KW01,30.8,-14.6,31.6,-14.1,11.6,-9.2,7.2,3.0,-8.2,6.1,9.2
427,317105,A042501,2021KW02,3.9,16.6,5.2,21.5,7.6,12.0,34.3,4.5,7.9,-0.6,-21.3
428,317105,A042501,2021KW03,25.6,4.0,32.5,9.8,14.1,7.5,43.5,3.8,12.9,7.7,7.2
429,317105,A042501,2021KW04,18.9,18.0,24.2,26.5,6.3,4.0,54.3,6.9,22.1,3.2,8.2
430,317105,A042501,2022KW01,30.6,2.5,50.1,6.1,23.2,3.4,64.7,19.9,23.0,4.6,22.2
431,317105,A042501,2022KW02,11.7,20.9,26.4,35.0,16.1,16.6,72.2,8.7,20.6,-10.3,1.6
432,317105,A042501,2022KW03,20.7,-9.1,39.7,-1.0,22.5,-13.8,48.2,5.1,16.3,-10.8,-3.3
433,317105,A042501,2022KW04,-14.5,9.5,0.5,16.6,-0.8,-0.1,49.9,9.2,19.7,-34.3,-13.4
434,317105,A042501,2023KW01,-3.4,-0.3,13.2,-2.3,-6.1,-0.4,20.9,6.8,5.3,-23.6,-5.9
435,317105,A042500,2016KW01,18.1,14.0,8.1,12.4,12.5,5.7,7.5,3.2,-0.2,6.7,4.0
436,317105,A042500,2016KW02,8.2,3.1,15.4,6.3,4.3,3.4,-10.4,8.1,-6.4,1.0,6.7
437,317105,A042500,2016KW03,14.0,9.7,11.9,6.2,-0.7,3.1,-7.4,-0.8,-9.9,0.0,6.6
438,317105,A042500,2016KW04,4.8,-0.3,1.9,-1.1,6.9,2.8,-1.3,-9.0,-5.6,-1.9,4.1
439,317105,A042500,2017KW01,9.8,14.0,14.1,13.9,5.7,5.9,6.3,6.3,-6.0,4.0,7.8
440,317105,A042500,2017KW02,10.8,8.3,7.3,11.0,3.9,5.3,6.7,4.3,0.9,-0.2,-3.1
441,317105,A042500,2017KW03,19.6,12.4,15.9,19.9,11.9,9.7,10.2,14.3,2.1,4.3,-4.4
442,317105,A042500,2017KW04,3.9,3.1,6.6,5.5,0.5,6.1,4.2,-2.4,-5.3,7.1,-0.8
443,317105,A042500,2018KW01,8.5,18.3,2.4,21.2,-4.6,11.9,28.0,-1.5,5.2,9.9,-16.0
444,317105,A042500,2018KW02,-5.3,14.3,18.1,18.2,9.4,4.2,17.9,-4.6,11.3,5.6,2.0
445,317105,A042500,2018KW03,11.5,12.9,14.5,19.5,10.9,7.3,15.9,8.3,4.9,7.5,-0.9
446,317105,A042500,2018KW04,1.6,-12.2,0.3,-15.5,-1.4,-8.5,17.4,-1.1,0.1,0.2,-5.7
447,317105,A042500,2019KW01,10.0,3.8,9.8,13.3,3.8,9.3,19.6,-2.0,1.4,-2.6,-5.6
448,317105,A042500,2019KW02,-3.0,0.2,1.9,5.8,1.4,4.3,2.3,2.9,-6.2,2.3,6.1
449,317105,A042500,2019KW03,0.1,9.0,-0.3,11.0,-0.5,4.0,-4.8,-8.8,2.6,-2.4,5.1
450,317105,A042500,2019KW04,0.0,-2.0,4.8,-3.5,0.0,6.0,-7.4,1.5,-0.5,7.1,4.7
451,317105,A042500,2020KW01,-2.7,21.9,1.5,13.9,2.5,7.5,-8.2,2.0,-1.3,-7.7,4.5
452,317105,A042500,2020KW02,-5.6,-47.5,-6.8,-52.3,-12.1,-45.4,-10.5,-8.7,-19.7,-35.4,-24.3
453,317105,A042500,2020KW03,-41.7,25.9,-46.3,19.7,-30.6,6.9,-11.5,-16.9,-5.2,-50.4,-50.8
454,317105,A042500,2020KW04,9.0,-4.2,6.4,1.4,2.9,5.8,-8.4,-22.2,-12.0,-15.5,-27.3
455,317105,A042500,2021KW01,16.0,-3.4,12.7,-3.9,7.8,-5.5,5.7,2.5,-7.0,3.6,-4.6
456,317105,A042500,2021KW02,10.5,11.2,17.4,18.4,10.2,8.6,36.5,6.5,7.1,-1.1,-15.1
457,317105,A042500,2021KW03,30.2,18.9,33.8,26.0,15.5,13.4,46.0,4.3,14.6,7.9,9.1
458,317105,A042500,2021KW04,22.6,-2.8,29.6,3.2,6.2,-2.2,51.1,4.8,19.8,6.0,14.0
459,317105,A042500,2022KW01,16.1,13.6,33.5,18.5,19.3,7.5,64.5,,25.2,-0.3,21.1
460,317105,A042500,2022KW02,20.2,13.9,39.2,28.2,20.3,14.4,71.8,,20.3,-8.5,-1.9
461,317105,A042500,2022KW03,22.7,-3.8,40.9,6.3,22.8,-9.9,51.4,,19.0,-9.0,-1.8
462,317105,A042500,2022KW04,-10.6,-0.3,3.1,3.5,-1.4,-6.0,47.4,,15.2,-33.0,-10.2
463,317105,A042500,2023KW01,-15.8,8.9,-1.4,10.4,-10.5,2.0,18.7,,6.1,-28.4,-19.7
464,320005,A042501,2016KW01,4.3,12.7,1.9,11.3,4.4,13.2,,-0.4,0.4,0.6,3.6
465,320005,A042501,2016KW02,9.7,16.9,9.1,14.0,6.9,8.7,,4.5,3.4,7.2,11.7
466,320005,A042501,2016KW03,16.5,7.4,22.7,8.9,10.9,6.8,,9.0,6.5,-1.4,12.6
467,320005,A042501,2016KW04,11.2,3.6,8.5,2.1,0.8,3.5,,7.9,0.5,3.8,2.6
468,320005,A042501,2017KW01,10.0,21.5,4.4,21.7,1.5,21.3,,13.7,6.7,11.3,10.9
469,320005,A042501,2017KW02,18.8,16.3,25.5,14.5,21.6,10.0,,10.9,8.8,12.7,13.3
470,320005,A042501,2017KW03,15.4,1.4,14.4,4.9,13.0,4.8,,10.7,7.3,8.4,5.9
471,320005,A042501,2017KW04,2.0,6.0,3.2,11.6,8.6,7.2,,14.7,4.6,9.4,3.3
472,320005,A042501,2018KW01,10.2,22.9,10.1,19.1,14.2,17.0,,12.4,12.3,9.4,3.1
473,320005,A042501,2018KW02,10.4,17.5,13.0,14.6,11.4,9.8,,16.2,13.3,6.1,-0.1
474,320005,A042501,2018KW03,16.1,10.7,22.5,6.5,14.9,2.3,,5.6,11.9,6.5,4.7
475,320005,A042501,2018KW04,5.1,-0.3,2.6,3.9,-0.8,5.0,,4.6,8.8,1.4,-1.5
476,320005,A042501,2019KW01,-4.4,15.4,-9.4,24.5,-8.2,20.7,,9.5,18.9,-2.8,-7.0
477,320005,A042501,2019KW02,15.1,11.2,20.1,13.7,17.8,11.1,,11.5,6.1,0.6,3.4
478,320005,A042501,2019KW03,6.9,-3.9,6.8,-0.1,3.5,0.4,,8.9,-0.5,-1.4,0.7
479,320005,A042501,2019KW04,-2.2,1.5,-4.6,6.1,-1.4,5.6,,3.9,1.6,-9.9,-5.1
480,320005,A042501,2020KW01,-5.7,9.6,-3.9,16.5,-7.2,15.8,,8.9,9.7,-4.1,-0.1
481,320005,A042501,2020KW02,-7.4,-47.4,-3.4,-49.2,-7.1,-48.3,,-10.0,-19.1,-20.7,-9.0
482,320005,A042501,2020KW03,-22.5,3.4,-27.9,2.1,-34.7,3.8,,-10.5,-5.5,-36.5,-30.8
483,320005,A042501,2020KW04,3.4,-2.8,6.2,-2.9,0.6,-4.1,,-6.0,-2.8,1.2,-1.1
484,320005,A042501,2021KW01,6.1,11.2,15.6,6.8,11.0,6.3,,-4.5,1.0,3.1,7.9
485,320005,A042501,2021KW02,14.0,13.4,19.8,21.1,17.3,15.8,,-0.2,7.7,8.5,6.8
486,320005,A042501,2021KW03,18.7,7.8,25.3,15.2,20.5,12.5,,9.4,11.8,11.3,11.9
487,320005,A042501,2021KW04,10.7,8.4,16.7,10.0,16.6,13.1,,9.4,13.5,4.5,1.5
488,320005,A042501,2022KW01,0.3,14.0,13.6,13.7,11.8,10.8,,6.1,16.1,-2.7,-3.0
489,320005,A042501,2022KW02,8.0,6.4,21.5,20.8,14.6,14.2,,3.7,10.9,-9.2,-11.0
490,320005,A042501,2022KW03,5.4,-0.1,14.4,-0.6,5.2,-2.4,,0.7,8.8,-10.3,-6.8
491,320005,A042501,2022KW04,-17.0,-15.7,-2.4,-10.1,-8.2,-6.7,,1.3,2.5,-26.4,-17.5
492,320005,A042501,2023KW01,-22.5,9.8,-15.4,11.0,-20.6,9.9,,-4.1,7.7,-22.0,-16.9
493,320005,A042500,2016KW01,13.7,6.2,5.8,6.3,9.0,6.9,,1.3,-0.4,3.1,7.6
494,320005,A042500,2016KW02,6.8,11.7,8.1,8.0,7.2,7.7,,4.8,3.3,4.6,8.8
495,320005,A042500,2016KW03,9.4,13.5,17.7,13.7,5.9,11.1,,9.5,7.7,-2.7,11.5
496,320005,A042500,2016KW04,11.9,9.2,10.5,8.3,0.9,6.6,,5.5,0.1,5.3,2.6
497,320005,A042500,2017KW01,22.7,15.0,20.8,16.7,14.0,15.1,,15.4,6.0,13.7,15.0
498,320005,A042500,2017KW02,12.6,11.1,12.1,8.5,14.1,8.9,,11.1,8.8,10.0,10.4
499,320005,A042500,2017KW03,8.2,7.6,9.4,9.8,8.0,9.1,,11.2,8.5,7.1,4.8
500,320005,A042500,2017KW04,2.7,11.6,5.2,17.7,8.7,10.2,,12.3,4.2,10.9,3.3
501,320005,A042500,2018KW01,19.7,16.4,14.0,14.1,18.8,10.8,,14.1,11.6,11.9,7.1
502,320005,A042500,2018KW02,7.4,12.2,12.0,8.6,11.7,8.7,,16.4,13.3,3.5,-3.0
503,320005,A042500,2018KW03,9.0,16.9,17.6,11.3,9.9,6.6,,6.1,13.1,5.2,3.6
504,320005,A042500,2018KW04,5.7,5.2,4.6,10.0,-0.7,8.0,,2.1,8.4,2.9,-1.5
505,320005,A042500,2019KW01,8.4,8.9,7.0,19.5,4.3,14.5,,11.2,18.2,-0.4,-3.0
506,320005,A042500,2019KW02,8.9,5.9,6.7,7.7,10.2,10.0,,11.8,6.1,-2.0,0.5
507,320005,A042500,2019KW03,-0.2,2.3,1.8,4.8,-1.6,4.6,,9.3,0.7,-2.7,-0.4
508,320005,A042500,2019KW04,-1.6,7.0,-2.6,12.2,-1.3,8.7,,1.4,1.1,-8.4,-5.2
509,320005,A042500,2020KW01,5.9,2.6,11.6,10.1,4.0,8.8,,9.4,8.4,-0.3,3.6
510,320005,A042500,2020KW02,-14.9,-52.5,-16.9,-54.9,-15.6,-49.4,,-10.2,-19.2,-23.0,-12.6
511,320005,A042500,2020KW03,-27.8,9.4,-32.6,7.6,-39.6,8.7,,-9.7,-3.9,-39.0,-31.3
512,320005,A042500,2020KW04,4.6,3.3,9.0,3.6,2.8,-0.8,,-7.2,-2.9,2.3,-0.7
513,320005,A042500,2021KW01,15.6,4.2,23.3,0.5,22.2,-0.7,,-4.0,-0.3,6.8,11.6
514,320005,A042500,2021KW02,8.5,8.3,14.0,15.4,8.8,14.7,,-0.4,7.6,6.2,3.2
515,320005,A042500,2021KW03,13.5,13.9,20.6,20.8,15.7,17.4,,10.2,13.4,8.8,11.4
516,320005,A042500,2021KW04,11.9,14.5,19.5,16.5,18.7,16.4,,8.3,13.4,5.6,1.9
517,320005,A042500,2022KW01,10.3,8.8,27.3,8.2,21.6,4.1,,6.5,14.8,-0.5,-2.5
518,320005,A042500,2022KW02,2.3,1.1,10.4,14.8,7.4,13.0,,4.0,10.6,-9.2,-12.3
519,320005,A042500,2022KW03,1.1,4.8,10.9,4.2,1.1,2.2,,1.4,9.9,-12.6,-6.3
520,320005,A042500,2022KW04,-17.0,-10.0,-1.5,-3.6,-6.6,-3.5,,-0.2,3.1,-26.3,-17.1
521,320005,A042500,2023KW01,-14.7,4.4,-5.6,5.5,-13.7,4.2,,-3.7,6.0,-19.6,-16.8
522,328105,A042501,2016KW01,11.8,11.7,5.2,,-7.2,-7.9,,-3.8,-9.7,-9.3,-6.9
523,328105,A042501,2016KW02,9.2,13.4,13.4,,5.9,10.9,,-3.0,-5.9,-6.0,-10.7
524,328105,A042501,2016KW03,19.9,5.9,10.5,,2.1,12.9,,14.7,-1.6,14.5,8.9
525,328105,A042501,2016KW04,6.6,14.8,16.2,,14.7,-5.1,,11.2,-9.0,5.0,9.5
526,328105,A042501,2017KW01,6.4,16.9,23.7,,12.3,14.5,,3.1,-8.1,8.2,-3.4
527,328105,A042501,2017KW02,21.3,19.8,29.2,,22.5,18.9,,6.4,10.3,25.7,19.3
528,328105,A042501,2017KW03,19.9,4.7,5.0,,-1.4,-13.8,,14.1,14.3,12.5,2.7
529,328105,A042501,2017KW04,12.1,16.2,17.2,,12.7,17.7,,14.5,10.5,13.5,-7.9
530,328105,A042501,2018KW01,10.3,15.9,24.4,,15.2,17.4,,2.8,13.5,16.6,12.0
531,328105,A042501,2018KW02,23.8,18.7,33.7,,19.9,-1.8,,23.0,10.7,17.9,13.2
532,328105,A042501,2018KW03,20.9,4.0,36.9,,20.5,-11.3,,27.4,11.8,12.1,25.2
533,328105,A042501,2018KW04,2.0,11.8,-9.1,,-9.1,3.7,,20.4,13.0,6.2,-5.6
534,328105,A042501,2019KW01,1.2,6.3,5.4,,-3.4,3.0,,7.7,17.5,-0.8,3.4
535,328105,A042501,2019KW02,5.6,13.0,5.0,,1.3,1.0,,4.3,8.1,-9.1,-12.0
536,328105,A042501,2019KW03,5.2,-1.3,1.1,,-2.7,-5.4,,1.5,4.0,-11.9,-8.3
537,328105,A042501,2019KW04,-8.6,8.5,-10.6,,-10.3,-1.0,,5.0,-2.3,-17.3,-15.8
538,328105,A042501,2020KW01,-1.1,10.5,-5.7,,-8.1,5.7,,-3.9,4.7,-6.8,-12.3
539,328105,A042501,2020KW02,-15.8,-56.6,-8.4,,-9.4,-43.9,,-6.6,-27.3,-35.7,-12.1
540,328105,A042501,2020KW03,-53.1,-14.6,-51.9,,-43.8,-15.0,,-22.2,-14.6,-61.1,-62.2
541,328105,A042501,2020KW04,-1.7,-3.6,-7.8,,-7.0,-6.4,,-15.1,-9.1,-11.5,-8.6
542,328105,A042501,2021KW01,12.5,18.4,12.9,,4.5,5.5,,-4.5,-0.9,8.4,9.8
543,328105,A042501,2021KW02,18.6,17.5,22.2,,23.3,9.1,,5.6,11.4,12.6,10.2
544,328105,A042501,2021KW03,23.3,7.8,27.1,,11.9,0.1,,8.0,12.3,23.3,19.0
545,328105,A042501,2021KW04,10.2,18.9,24.1,,13.3,7.9,,14.0,17.6,19.6,17.8
546,328105,A042501,2022KW01,17.8,14.1,29.0,,8.6,7.4,,15.0,22.8,7.4,21.8
547,328105,A042501,2022KW02,17.1,8.1,26.5,,13.7,1.6,,8.5,13.0,-16.1,10.4
548,328105,A042501,2022KW03,7.7,-1.8,13.0,,5.6,-5.1,,13.5,20.1,-10.3,14.6
549,328105,A042501,2022KW04,-5.3,8.7,-0.1,,-6.4,-3.2,,3.1,8.6,-28.9,-26.0
550,328105,A042501,2023KW01,5.7,17.8,14.6,,1.5,1.8,,6.7,17.5,-4.1,-9.7
551,328105,A042500,2016KW01,15.8,13.4,5.1,,-5.5,-6.6,,0.8,-7.4,-7.8,-10.8
552,328105,A042500,2016KW02,13.3,7.8,14.9,,5.4,8.0,,1.5,-5.8,-6.0,-6.4
553,328105,A042500,2016KW03,12.6,11.6,9.7,,2.9,15.5,,9.9,-3.3,12.4,8.2
554,328105,A042500,2016KW04,5.8,12.9,15.7,,12.9,-6.2,,6.9,-9.6,5.6,9.8
555,328105,A042500,2017KW01,10.4,18.6,23.6,,13.6,15.8,,7.8,-5.8,9.7,2.6
556,328105,A042500,2017KW02,25.4,14.2,30.7,,22.3,16.0,,10.8,10.4,25.7,13.8
557,328105,A042500,2017KW03,12.7,10.4,4.1,,-0.3,-11.2,,9.3,12.6,10.4,2.0
558,328105,A042500,2017KW04,11.2,14.3,16.7,,10.7,16.7,,10.3,9.9,14.0,-7.6
559,328105,A042500,2018KW01,14.4,17.6,24.3,,16.0,18.7,,7.5,15.8,18.1,8.1
560,328105,A042500,2018KW02,28.0,13.2,35.2,,20.0,-4.7,,27.5,10.8,17.9,17.5
561,328105,A042500,2018KW03,13.6,9.7,36.1,,21.8,-8.7,,22.6,10.1,10.0,24.4
562,328105,A042500,2018KW04,1.1,9.9,-9.6,,-11.2,2.6,,16.1,12.3,6.8,-5.4
563,328105,A042500,2019KW01,5.3,8.1,5.3,,-2.8,4.3,,12.4,19.8,0.7,9.3
564,328105,A042500,2019KW02,9.7,7.4,6.4,,1.5,-1.9,,8.7,8.1,-9.1,-17.5
565,328105,A042500,2019KW03,-2.1,4.4,0.2,,-1.2,-2.7,,-3.4,2.2,-14.0,-9.1
566,328105,A042500,2019KW04,-9.5,6.6,-11.2,,-12.5,-2.0,,0.7,-3.0,-16.8,-15.5
567,328105,A042500,2020KW01,2.1,12.5,-5.9,,-7.5,6.1,,1.6,6.7,-5.7,-7.8
568,328105,A042500,2020KW02,-12.9,-62.1,-8.4,,-11.2,-44.8,,-3.6,-27.0,-35.9,-15.6
569,328105,A042500,2020KW03,-60.8,-9.1,-54.8,,-43.8,-11.0,,-26.8,-16.4,-62.9,-64.5
570,328105,A042500,2020KW04,0.0,-5.5,-4.7,,-5.6,-10.0,,-19.0,-9.5,-10.5,-7.4
571,328105,A042500,2021KW01,15.7,20.4,12.8,,4.8,5.8,,0.9,1.1,9.5,8.2
572,328105,A042500,2021KW02,21.6,12.0,22.2,,21.7,8.2,,8.6,11.6,12.4,12.8
573,328105,A042500,2021KW03,15.6,13.3,24.2,,11.7,4.1,,3.5,10.5,21.5,16.8
574,328105,A042500,2021KW04,11.9,17.0,27.2,,14.8,4.3,,10.1,17.2,20.6,19.0
575,328105,A042500,2022KW01,20.4,14.5,28.4,,10.4,7.2,,17.8,24.0,7.8,21.8
576,328105,A042500,2022KW02,19.5,3.3,26.6,,10.1,-2.5,,10.7,12.7,-14.8,10.3
577,328105,A042500,2022KW03,1.5,4.2,9.0,,6.6,0.6,,12.1,19.8,-12.5,13.1
578,328105,A042500,2022KW04,-4.2,7.1,4.3,,-5.5,-4.6,,-0.5,8.1,-28.3,-24.2
579,328105,A042500,2023KW01,6.2,17.8,14.0,,3.4,-0.8,,8.0,16.1,-3.8,-10.1
580,332905,A042501,2016KW01,16.7,5.1,23.4,4.2,17.1,5.7,14.1,3.1,7.9,5.5,14.5
581,332905,A042501,2016KW02,8.6,15.3,5.7,16.3,3.7,15.2,4.4,3.2,1.5,2.2,3.7
582,332905,A042501,2016KW03,15.4,10.1,19.5,8.9,14.0,4.3,-1.9,10.5,0.0,4.2,6.6
583,332905,A042501,2016KW04,12.6,22.8,9.6,25.0,6.0,14.4,3.0,5.2,0.6,2.7,8.7
584,332905,A042501,2017KW01,21.5,11.1,26.6,9.3,16.0,8.2,15.4,11.6,12.6,16.7,16.8
585,332905,A042501,2017KW02,21.1,15.3,14.1,18.8,9.8,15.6,1.5,18.2,20.9,12.6,5.6
586,332905,A042501,2017KW03,18.2,14.4,20.5,13.5,15.3,14.9,4.3,19.2,24.9,14.2,14.7
587,332905,A042501,2017KW04,20.2,33.2,22.8,41.6,18.4,31.1,8.4,26.8,19.8,17.4,12.3
588,332905,A042501,2018KW01,20.4,14.1,25.8,13.5,19.9,11.8,19.8,21.0,20.4,18.8,18.4
589,332905,A042501,2018KW02,15.1,10.3,17.9,23.7,9.2,16.0,4.9,18.5,18.4,12.7,12.4
590,332905,A042501,2018KW03,21.4,2.2,20.7,7.7,8.1,5.0,8.4,13.9,22.2,12.7,13.7
591,332905,A042501,2018KW04,11.8,26.1,11.2,33.9,7.8,28.5,10.0,12.5,23.4,8.3,8.1
592,332905,A042501,2019KW01,22.3,12.3,25.5,8.5,18.6,10.8,24.7,22.6,21.0,5.5,16.3
593,332905,A042501,2019KW02,4.2,20.5,1.8,12.4,0.7,11.5,4.5,23.1,21.2,0.8,11.6
594,332905,A042501,2019KW03,11.5,3.5,20.2,10.0,15.7,14.2,7.0,18.4,8.5,0.3,11.5
595,332905,A042501,2019KW04,1.4,21.1,0.6,23.3,10.2,14.2,10.7,7.2,9.2,-3.5,0.0
596,332905,A042501,2020KW01,25.7,-4.1,25.2,-2.3,21.4,-2.8,23.8,4.3,16.2,-2.5,16.4
597,332905,A042501,2020KW02,-7.0,-60.9,-18.3,-39.7,-8.8,-30.1,1.3,7.0,-7.0,-36.6,-29.5
598,332905,A042501,2020KW03,-23.1,-2.2,-12.7,8.0,-16.2,4.0,-1.5,-16.5,-9.4,-39.5,-30.1
599,332905,A042501,2020KW04,-3.6,9.8,-4.6,22.1,-5.2,16.5,0.4,5.8,7.7,-23.7,-22.2
600,332905,A042501,2021KW01,25.4,13.0,29.6,4.3,20.0,1.3,18.2,9.7,15.5,-2.3,2.1
601,332905,A042501,2021KW02,23.0,25.1,18.5,18.2,21.4,17.4,10.3,23.2,24.4,10.0,22.2
602,332905,A042501,2021KW03,24.9,26.0,27.2,29.5,11.8,25.2,20.6,31.6,36.1,16.5,10.7
603,332905,A042501,2021KW04,24.9,37.0,29.5,43.7,22.5,33.8,30.0,30.5,34.7,22.4,24.7
604,332905,A042501,2022KW01,26.1,7.4,29.2,4.6,21.0,6.3,41.6,29.0,39.3,9.3,17.8
605,332905,A042501,2022KW02,22.9,20.4,-3.5,34.4,-5.9,28.3,44.8,35.6,40.1,-9.4,2.4
606,332905,A042501,2022KW03,25.4,16.2,24.7,22.4,22.6,20.6,41.0,38.0,37.9,-10.4,-9.1
607,332905,A042501,2022KW04,17.5,30.1,14.9,30.1,16.8,31.5,52.7,29.7,30.3,-9.5,-10.1
608,332905,A042501,2023KW01,40.2,17.0,40.4,7.1,33.5,13.0,60.0,28.5,29.5,-6.9,6.9
609,332905,A042500,2016KW01,12.9,11.4,14.1,15.2,10.8,13.1,6.4,4.4,2.0,5.1,10.5
610,332905,A042500,2016KW02,13.8,13.6,16.4,15.2,11.0,13.1,6.0,4.6,4.3,2.0,7.2
611,332905,A042500,2016KW03,15.1,14.9,19.2,12.8,13.1,7.5,2.7,11.1,0.4,4.0,7.2
612,332905,A042500,2016KW04,11.5,13.4,8.5,11.3,6.0,5.8,4.7,1.8,3.3,3.5,8.7
613,332905,A042500,2017KW01,17.7,17.4,17.3,20.3,9.7,15.6,7.6,12.9,12.3,16.3,12.8
614,332905,A042500,2017KW02,26.3,13.6,24.9,17.8,17.0,13.5,3.1,19.7,18.1,12.4,9.1
615,332905,A042500,2017KW03,17.9,19.2,20.3,17.4,14.4,18.1,8.8,19.8,25.3,14.1,15.3
616,332905,A042500,2017KW04,19.1,23.8,21.6,27.8,18.3,22.6,10.0,23.4,22.5,18.1,12.2
617,332905,A042500,2018KW01,16.6,20.4,16.5,24.5,13.6,19.2,12.0,22.3,14.5,18.4,14.4
618,332905,A042500,2018KW02,20.2,8.6,28.7,22.6,16.4,13.9,6.5,20.0,21.2,12.5,15.9
619,332905,A042500,2018KW03,21.1,7.0,20.4,11.5,7.2,8.3,12.9,14.5,22.6,12.5,14.3
620,332905,A042500,2018KW04,10.7,16.7,10.0,20.1,7.8,20.0,11.7,9.1,26.1,9.0,8.1
621,332905,A042500,2019KW01,18.5,18.6,16.2,19.5,12.3,18.2,16.9,24.0,20.7,5.0,12.3
622,332905,A042500,2019KW02,9.4,18.8,12.5,11.3,8.0,9.4,6.1,24.5,18.4,0.6,15.1
623,332905,A042500,2019KW03,11.3,8.3,19.9,13.8,14.8,17.5,11.6,18.9,8.9,0.2,12.1
624,332905,A042500,2019KW04,0.3,11.7,-0.6,9.6,10.1,5.7,12.3,3.9,11.9,-2.8,0.0
625,332905,A042500,2020KW01,21.3,1.2,15.9,6.4,15.2,3.2,15.6,4.7,15.4,-3.0,12.7
626,332905,A042500,2020KW02,-0.9,-62.9,-8.1,-40.8,-1.8,-31.7,4.4,7.2,-10.4,-36.8,-27.0
627,332905,A042500,2020KW03,-25.3,3.9,-14.0,11.9,-17.3,7.7,2.2,-16.7,-7.5,-39.9,-29.9
628,332905,A042500,2020KW04,-3.1,0.5,-4.2,10.8,-5.1,8.5,1.9,5.4,10.1,-22.6,-21.3
629,332905,A042500,2021KW01,20.9,18.3,20.3,12.9,13.9,7.3,10.0,10.2,11.6,-2.8,-1.7
630,332905,A042500,2021KW02,29.2,23.0,28.7,17.1,28.4,15.8,13.3,23.4,24.0,9.7,24.7
631,332905,A042500,2021KW03,22.6,32.1,26.0,33.4,10.7,28.8,24.3,31.3,38.0,16.1,10.9
632,332905,A042500,2021KW04,25.4,27.7,29.9,32.4,22.7,25.7,31.5,30.2,37.1,23.5,25.7
633,332905,A042500,2022KW01,16.7,12.8,14.5,15.8,12.4,13.4,32.0,30.9,38.5,5.7,13.2
634,332905,A042500,2022KW02,27.5,18.4,9.5,33.2,-0.5,27.1,49.8,35.6,40.6,-7.6,3.8
635,332905,A042500,2022KW03,28.0,21.6,25.3,25.7,24.6,23.3,44.5,36.4,38.5,-9.4,-7.3
636,332905,A042500,2022KW04,19.6,21.2,16.0,16.8,18.1,22.8,53.6,29.4,29.9,-8.7,-8.7
637,332905,A042500,2023KW01,34.3,24.0,26.3,19.6,26.5,22.3,50.5,31.0,28.4,-9.1,0.9
638,339205,A042501,2016KW01,-4.4,3.9,19.3,-2.2,16.6,-7.1,13.5,-5.8,-9.4,-4.3,-4.9
639,339205,A042501,2016KW02,27.9,8.9,13.8,16.2,18.4,12.9,2.6,3.1,1.7,7.0,7.2
640,339205,A042501,2016KW03,0.3,-20.5,9.4,-11.7,14.3,-8.1,3.1,-7.8,-11.3,-5.7,-7.0
641,339205,A042501,2016KW04,-9.7,22.3,-3.2,28.7,-5.9,21.2,-1.2,10.2,8.1,-3.7,-9.7
642,339205,A042501,2017KW01,23.2,20.5,31.2,22.7,25.2,18.6,7.7,19.3,9.8,1.4,-6.0
