ID,BedrijfstakkenBranches,Seizoencorrectie,Perioden,ProductieBedrAfgelopen3Mnd_1,ProductieBedrKomende3Mnd_2,OmzetAfgelopen3Mnd_3,OmzetKomende3Mnd_4,BuitenlandseOmzetAfgelopen3Mnd_5,BuitenlandseOmzetKomende3Mnd_6,VerkoopprijzenTarievenKomende3Mnd_7,PersoneelssterkteAfgelopen3Mnd_8,PersoneelssterkteKomende3Mnd_9,EconomischKlimaatAfgelopen3Mnd_10,WinstgevendheidAfgelopen3Mnd_11
190,307500,A042501,2020KW01,8.6,3.6,8.3,4.2,1.1,3.1,21.4,4.5,8.4,-4.3,-0.3
191,307500,A042501,2020KW02,-12.0,-54.2,-10.1,-50.3,-8.3,-40.2,-5.4,-3.5,-21.4,-30.2,-20.2
192,307500,A042501,2020KW03,-31.5,-1.9,-32.2,-1.9,-30.4,0.1,-1.4,-16.6,-7.1,-42.0,-42.3
193,307500,A042501,2020KW04,-0.3,3.1,-3.1,6.9,-5.2,2.4,0.5,-4.8,-1.8,-14.8,-13.8
194,307500,A042501,2021KW01,13.4,4.4,17.9,0.3,9.1,-0.1,17.3,-2.3,2.0,-3.4,0.3
195,307500,A042501,2021KW02,11.9,18.2,11.9,18.5,13.4,11.5,21.8,4.9,11.1,4.5,6.1
196,307500,A042501,2021KW03,20.8,12.0,26.2,14.0,14.1,10.1,29.4,11.5,17.6,14.5,9.1
197,307500,A042501,2021KW04,11.3,21.7,18.1,24.1,12.9,15.2,38.7,12.7,21.4,12.0,6.9
198,307500,A042501,2022KW01,15.6,7.7,25.9,9.0,15.4,7.1,51.6,15.1,22.1,3.3,8.6
199,307500,A042501,2022KW02,12.2,16.7,13.5,25.4,7.7,15.4,53.2,13.9,20.4,-14.4,-5.3
200,307500,A042501,2022KW03,13.5,1.3,25.3,6.6,17.0,5.3,39.9,13.4,18.8,-10.8,-0.9
201,307500,A042501,2022KW04,-2.3,8.4,6.6,10.3,5.6,7.4,48.6,8.2,11.4,-21.6,-16.6
202,307500,A042501,2023KW01,10.8,6.3,21.2,4.4,10.6,7.6,45.6,8.6,13.4,-11.0,-1.0
203,307500,A042500,2016KW01,12.6,7.3,14.6,8.0,10.2,6.3,3.6,4.0,-0.5,1.6,4.9
204,307500,A042500,2016KW02,9.8,8.9,9.3,8.8,5.5,8.2,3.4,4.1,0.0,-0.4,0.8
205,307500,A042500,2016KW03,14.3,8.8,13.9,12.1,8.3,7.4,6.9,5.1,-1.3,3.7,5.2
206,307500,A042500,2016KW04,11.2,13.7,12.0,5.7,5.2,4.0,5.5,4.4,0.2,3.2,4.0
207,307500,A042500,2017KW01,14.6,11.9,17.2,15.2,13.5,12.0,10.2,14.6,5.2,12.1,10.0
208,307500,A042500,2017KW02,18.5,13.4,19.9,13.9,14.5,8.5,9.9,10.9,7.2,13.1,8.9
209,307500,A042500,2017KW03,14.4,10.9,12.2,11.9,8.9,7.6,9.0,11.1,12.1,9.0,6.0
210,307500,A042500,2017KW04,11.5,15.3,14.4,16.6,9.1,13.0,11.7,12.4,11.6,12.1,4.3
211,307500,A042500,2018KW01,15.2,17.2,16.9,19.9,15.2,13.9,14.7,15.0,13.0,13.0,10.2
212,307500,A042500,2018KW02,17.7,14.1,20.0,14.1,11.0,6.9,10.2,15.4,15.3,10.1,6.3
213,307500,A042500,2018KW03,14.3,9.5,19.3,12.6,10.6,6.0,15.0,12.8,12.5,10.7,10.3
214,307500,A042500,2018KW04,8.2,10.9,7.3,9.5,1.4,7.4,12.6,10.5,13.7,6.7,-0.3
215,307500,A042500,2019KW01,9.6,10.6,9.9,16.5,6.9,11.9,16.2,16.3,16.2,3.0,5.2
216,307500,A042500,2019KW02,7.1,8.1,8.2,7.3,4.8,4.5,9.2,11.7,6.7,-0.7,4.0
217,307500,A042500,2019KW03,3.6,3.9,5.9,5.6,3.7,5.0,7.7,4.2,4.0,-3.1,0.0
218,307500,A042500,2019KW04,2.2,8.0,1.3,4.9,-0.9,2.1,7.6,2.5,3.5,-6.3,-6.5
219,307500,A042500,2020KW01,6.1,7.4,3.0,10.5,-0.5,6.0,13.0,7.6,9.8,-4.3,-1.5
220,307500,A042500,2020KW02,-9.5,-60.2,-7.1,-56.7,-7.5,-43.5,-2.4,-2.4,-23.9,-30.5,-19.4
221,307500,A042500,2020KW03,-35.3,4.6,-36.8,5.9,-31.6,3.4,3.3,-18.7,-6.8,-42.6,-43.8
222,307500,A042500,2020KW04,3.5,-1.2,3.8,-0.8,-3.2,-0.6,1.2,-6.8,-1.1,-13.8,-11.9
223,307500,A042500,2021KW01,11.0,8.2,12.7,6.6,7.6,2.8,8.8,0.7,1.7,-3.4,-0.9
224,307500,A042500,2021KW02,14.4,12.1,14.9,12.1,14.2,8.2,24.9,5.9,10.3,4.2,7.0
225,307500,A042500,2021KW03,17.0,18.6,21.6,21.8,12.9,13.5,34.1,9.4,18.0,13.9,7.6
226,307500,A042500,2021KW04,15.1,17.4,25.0,16.3,14.8,12.3,39.4,10.7,22.1,13.0,8.8
227,307500,A042500,2022KW01,12.7,11.2,20.3,15.1,13.2,9.3,43.3,16.7,22.7,-0.1,6.0
228,307500,A042500,2022KW02,15.4,10.9,18.0,19.2,8.9,12.4,57.6,15.2,19.2,-13.1,-3.5
229,307500,A042500,2022KW03,9.7,7.6,20.4,13.4,15.7,8.8,43.3,11.7,19.2,-7.7,-2.5
230,307500,A042500,2022KW04,1.3,4.5,12.6,3.5,8.0,4.6,49.1,7.0,11.5,-19.3,-14.3
231,307500,A042500,2023KW01,8.0,10.3,15.5,10.7,8.8,10.3,37.5,9.9,13.9,-11.9,-4.0
232,307610,A042501,2016KW01,31.1,-6.9,40.9,-3.5,20.4,6.6,5.3,4.7,-0.4,4.5,7.2
233,307610,A042501,2016KW02,3.7,17.1,-0.2,21.6,2.3,16.1,-4.2,3.0,1.9,-7.2,-1.0
234,307610,A042501,2016KW03,22.8,-0.4,23.9,2.7,15.7,3.0,0.6,5.2,0.4,-1.1,3.5
235,307610,A042501,2016KW04,4.9,21.0,6.2,21.2,3.9,18.0,15.9,4.1,2.3,0.9,-0.5
236,307610,A042501,2017KW01,19.1,-13.4,29.1,-11.1,19.7,-5.2,18.3,14.1,-6.5,17.2,19.9
237,307610,A042501,2017KW02,4.1,22.1,12.7,17.8,8.5,10.6,7.7,2.7,3.0,11.4,-0.3
238,307610,A042501,2017KW03,9.1,8.3,21.2,14.2,18.4,12.9,4.6,7.8,3.9,2.6,7.1
239,307610,A042501,2017KW04,4.0,11.0,4.6,18.4,6.4,10.9,8.6,11.3,7.9,3.0,1.1
240,307610,A042501,2018KW01,20.2,-3.6,21.6,-5.6,10.4,1.1,-2.3,6.1,5.1,4.4,2.5
241,307610,A042501,2018KW02,18.4,25.4,7.7,20.6,2.7,12.1,-5.2,12.1,13.0,0.4,4.4
242,307610,A042501,2018KW03,7.7,0.9,8.7,11.7,3.0,14.2,12.0,10.6,8.1,5.0,-3.6
243,307610,A042501,2018KW04,-0.5,20.5,-0.5,20.6,3.7,11.9,15.6,13.8,13.3,4.5,-8.4
244,307610,A042501,2019KW01,11.8,-0.9,18.8,-2.0,11.8,3.8,25.9,15.3,4.1,1.1,-11.2
245,307610,A042501,2019KW02,-4.1,11.8,-9.2,16.6,1.9,13.0,6.2,3.6,11.0,-4.0,-1.4
246,307610,A042501,2019KW03,5.3,3.7,10.2,5.4,6.5,4.3,0.8,12.5,12.2,-1.8,-4.2
247,307610,A042501,2019KW04,5.3,14.5,-3.4,14.8,-2.9,7.3,8.7,13.4,7.1,-2.6,-11.2
248,307610,A042501,2020KW01,21.6,2.8,14.7,2.9,1.0,3.5,17.6,17.0,9.6,-0.2,-2.6
249,307610,A042501,2020KW02,-6.0,-32.6,7.2,-33.0,2.1,-30.0,-6.6,1.2,-15.5,-16.8,-14.4
250,307610,A042501,2020KW03,-16.6,9.2,-24.6,7.4,-27.0,9.7,0.6,-8.9,1.5,-32.6,-35.0
251,307610,A042501,2020KW04,3.0,5.6,-5.4,1.6,-11.3,-2.9,0.4,0.2,-1.4,-17.6,-11.7
252,307610,A042501,2021KW01,2.5,-12.7,10.1,-11.5,3.0,-4.2,11.0,-6.9,1.1,-20.1,-13.3
253,307610,A042501,2021KW02,2.7,18.2,6.1,19.7,4.7,9.0,17.4,-5.2,6.4,-4.7,-1.8
254,307610,A042501,2021KW03,18.9,14.6,29.2,16.8,17.6,10.0,16.8,0.4,13.1,15.0,4.5
255,307610,A042501,2021KW04,11.3,21.0,18.2,22.7,16.2,12.9,39.2,-1.5,15.2,10.5,-8.6
256,307610,A042501,2022KW01,13.5,0.3,28.9,5.9,24.4,10.4,69.5,9.8,8.6,-1.7,-3.2
257,307610,A042501,2022KW02,7.9,20.6,17.7,33.4,15.6,24.1,70.7,5.8,14.5,-20.7,-11.7
258,307610,A042501,2022KW03,13.3,-4.5,47.0,11.5,35.4,10.6,56.6,7.1,10.4,-11.1,5.9
259,307610,A042501,2022KW04,-4.1,3.2,19.2,13.8,17.5,5.7,65.8,-0.8,0.1,-30.1,-18.7
260,307610,A042501,2023KW01,13.5,-14.1,37.3,0.3,25.0,4.6,47.4,3.2,-3.7,-16.7,9.5
261,307610,A042500,2016KW01,22.9,4.5,26.2,15.0,17.5,13.2,0.7,5.1,1.2,1.5,6.9
262,307610,A042500,2016KW02,10.2,13.6,10.6,13.4,7.3,13.5,-0.8,3.9,3.4,-7.4,-2.2
263,307610,A042500,2016KW03,23.8,2.0,21.1,4.9,9.7,3.5,3.5,4.4,-1.6,-0.6,2.4
264,307610,A042500,2016KW04,5.6,10.7,13.0,8.8,7.7,13.5,14.2,3.5,1.0,3.5,2.0
265,307610,A042500,2017KW01,10.9,3.8,20.5,7.3,16.8,1.4,13.7,14.6,-1.4,14.2,19.7
266,307610,A042500,2017KW02,10.5,12.8,17.4,9.6,13.5,7.9,11.1,3.4,1.1,11.3,-1.4
267,307610,A042500,2017KW03,10.1,10.6,18.4,16.4,12.4,13.4,7.5,7.3,1.9,3.2,5.9
268,307610,A042500,2017KW04,4.7,0.6,11.3,6.1,10.3,6.4,6.9,10.7,6.6,5.6,3.6
269,307610,A042500,2018KW01,12.0,7.8,6.8,12.9,7.5,7.7,-6.9,6.5,6.8,1.3,2.2
270,307610,A042500,2018KW02,24.9,22.0,18.6,12.3,7.7,9.5,-1.9,12.7,14.5,0.3,3.3
271,307610,A042500,2018KW03,8.7,3.3,5.8,13.9,-3.0,14.7,14.9,10.4,6.2,5.6,-4.8
272,307610,A042500,2018KW04,0.2,10.2,6.3,8.3,7.6,7.4,13.9,13.1,12.1,7.1,-5.9
273,307610,A042500,2019KW01,3.7,16.3,10.2,16.5,8.9,10.4,21.2,15.7,9.2,-2.0,-11.5
274,307610,A042500,2019KW02,2.4,2.6,-4.5,8.4,6.9,10.4,9.6,4.0,9.1,-4.2,-2.5
275,307610,A042500,2019KW03,6.3,6.0,7.3,7.6,0.5,4.8,3.7,12.4,10.2,-1.2,-5.3
276,307610,A042500,2019KW04,6.0,4.1,3.4,2.4,1.0,2.8,7.0,12.7,5.9,0.1,-8.7
277,307610,A042500,2020KW01,13.8,18.9,5.8,20.7,-2.7,9.2,12.9,17.6,14.6,-0.8,-2.2
278,307610,A042500,2020KW02,-0.9,-41.6,10.8,-41.1,6.8,-32.8,-2.4,2.1,-16.5,-16.3,-15.7
279,307610,A042500,2020KW03,-15.1,12.1,-26.3,9.6,-32.0,10.1,3.4,-9.1,-1.2,-33.6,-36.9
280,307610,A042500,2020KW04,4.3,-4.5,1.7,-10.3,-7.2,-6.2,-1.9,-1.0,-2.6,-16.6,-9.0
281,307610,A042500,2021KW01,-5.4,3.5,1.1,6.3,-0.7,1.5,6.3,-6.3,4.2,-20.6,-12.9
282,307610,A042500,2021KW02,7.8,9.3,9.8,11.6,9.4,6.2,21.7,-4.5,7.3,-4.2,-3.0
283,307610,A042500,2021KW03,20.4,17.5,27.4,19.0,12.5,10.4,19.6,0.3,10.3,14.0,2.5
284,307610,A042500,2021KW04,12.6,11.0,25.3,10.8,20.2,9.6,37.0,-2.6,14.0,11.5,-5.9
285,307610,A042500,2022KW01,5.9,15.0,20.0,22.9,20.9,17.1,64.7,8.7,11.6,-2.5,-3.5
286,307610,A042500,2022KW02,13.8,13.0,23.0,25.5,18.8,20.7,75.0,8.5,13.1,-19.7,-13.7
287,307610,A042500,2022KW03,14.8,-1.9,43.5,12.1,31.7,9.8,60.3,7.3,8.8,-12.5,5.3
288,307610,A042500,2022KW04,-3.8,-6.4,26.2,4.2,21.6,3.3,62.6,-2.7,0.1,-28.9,-15.7
289,307610,A042500,2023KW01,5.8,0.1,29.9,14.9,21.6,10.6,40.0,1.5,-1.0,-16.4,9.2
290,312505,A042501,2016KW01,17.6,9.9,14.1,7.4,13.7,9.0,19.0,-14.3,-6.3,-3.0,-3.5
291,312505,A042501,2016KW02,-4.6,8.9,-3.2,17.8,-1.9,13.0,-0.9,2.2,-4.9,-0.4,1.7
292,312505,A042501,2016KW03,9.3,-24.1,9.5,-20.4,-9.1,-19.5,6.2,-5.0,-5.4,-6.8,-5.1
293,312505,A042501,2016KW04,-8.9,13.2,-22.3,16.0,-11.4,9.0,3.3,2.3,-16.7,-3.1,-6.3
294,312505,A042501,2017KW01,5.7,18.8,24.5,7.1,18.9,10.4,18.9,-2.1,13.9,17.2,18.2
295,312505,A042501,2017KW02,23.5,24.1,21.5,22.2,17.1,20.0,12.6,32.1,12.4,11.6,14.4
296,312505,A042501,2017KW03,24.6,-6.6,23.2,-2.9,19.9,-1.0,9.2,27.6,5.8,15.8,5.5
297,312505,A042501,2017KW04,3.4,11.3,6.2,10.8,8.7,11.0,11.1,14.9,7.4,10.5,0.7
298,312505,A042501,2018KW01,-3.3,14.9,4.1,16.9,6.2,18.8,17.9,6.6,8.5,5.9,11.4
299,312505,A042501,2018KW02,5.7,28.8,-1.5,24.0,8.4,21.3,2.6,13.5,5.0,1.6,-2.5
300,312505,A042501,2018KW03,10.0,-4.1,17.5,-9.2,20.1,-3.3,8.2,9.4,4.4,2.7,15.7
301,312505,A042501,2018KW04,-2.9,5.0,-8.9,12.6,2.9,10.4,15.5,9.4,-2.6,2.2,-3.7
302,312505,A042501,2019KW01,6.1,12.4,-0.1,15.5,1.7,6.7,23.8,-12.9,4.0,-1.4,-7.8
303,312505,A042501,2019KW02,10.2,26.5,15.3,22.2,7.3,15.3,2.4,16.0,6.1,-8.5,5.3
304,312505,A042501,2019KW03,4.2,-3.3,-0.3,-4.6,-2.7,-5.4,2.8,0.8,-1.9,0.7,-1.8
305,312505,A042501,2019KW04,0.9,2.6,-1.8,-0.6,-2.9,2.5,14.3,-8.1,-3.1,-1.9,-7.2
306,312505,A042501,2020KW01,-8.4,14.0,-8.6,10.5,-12.3,9.7,29.9,1.5,3.6,-16.3,-11.4
307,312505,A042501,2020KW02,-13.6,-84.7,-16.2,-89.9,-15.4,-84.1,-0.1,-7.3,-36.6,-21.3,-18.3
308,312505,A042501,2020KW03,-56.3,9.1,-60.2,-0.8,-61.6,6.1,-2.5,-8.7,-22.2,-55.0,-64.1
309,312505,A042501,2020KW04,9.7,6.1,10.7,-5.9,-0.8,-19.0,9.5,9.8,-10.2,-11.8,-6.8
310,312505,A042501,2021KW01,14.0,-7.5,5.1,-8.4,1.5,-13.3,27.1,-17.5,-10.3,-9.7,-2.2
311,312505,A042501,2021KW02,0.6,16.1,-1.3,18.8,4.9,5.5,38.4,-11.2,5.7,-8.2,-1.3
312,312505,A042501,2021KW03,28.5,7.3,42.3,6.0,31.8,2.9,36.7,22.4,18.3,11.7,11.3
313,312505,A042501,2021KW04,5.1,12.4,6.9,11.0,1.5,8.1,50.3,15.6,14.8,1.1,-13.6
314,312505,A042501,2022KW01,10.8,5.1,21.0,0.7,18.6,-1.8,61.7,13.5,6.8,-3.0,6.9
315,312505,A042501,2022KW02,8.9,18.5,33.7,24.0,24.7,17.0,54.0,14.1,14.0,-19.1,0.7
316,312505,A042501,2022KW03,9.6,-12.0,14.8,-22.7,10.0,-17.0,43.5,1.7,-7.1,-12.3,1.8
317,312505,A042501,2022KW04,-29.6,11.0,-14.3,17.8,-5.1,3.9,50.3,-3.6,2.1,-15.7,-18.0
318,312505,A042501,2023KW01,-0.9,4.3,27.6,13.8,6.0,8.6,42.3,-2.6,15.1,-2.2,-5.7
319,312505,A042500,2016KW01,9.5,5.1,18.5,3.3,8.9,7.1,11.3,-9.2,-7.2,-3.7,-4.5
320,312505,A042500,2016KW02,3.3,1.4,-9.7,8.5,1.5,4.0,2.9,-0.3,-6.0,-2.0,-3.3
321,312505,A042500,2016KW03,2.8,-8.1,5.0,-4.1,-9.4,-4.3,9.6,-6.6,-3.0,-5.6,-5.7
322,312505,A042500,2016KW04,-2.2,9.5,-15.8,13.1,-9.8,4.6,3.6,1.3,-17.0,-2.1,0.3
323,312505,A042500,2017KW01,13.5,14.1,28.9,3.0,23.6,8.5,11.3,3.0,12.9,16.5,17.2
324,312505,A042500,2017KW02,15.5,16.6,15.1,13.0,11.0,11.1,16.3,29.5,11.3,10.0,9.3
325,312505,A042500,2017KW03,18.1,9.4,18.7,13.4,19.6,14.3,12.7,26.0,8.2,16.9,4.8
326,312505,A042500,2017KW04,10.0,7.6,12.8,7.9,10.3,6.7,11.5,13.9,7.1,11.5,7.3
327,312505,A042500,2018KW01,-11.4,10.1,8.5,12.7,1.4,16.8,10.3,11.7,7.6,5.2,10.4
328,312505,A042500,2018KW02,13.6,21.3,-8.0,14.8,11.9,12.4,6.3,11.0,3.8,0.0,-7.6
329,312505,A042500,2018KW03,3.5,11.8,13.0,7.2,19.8,11.9,11.7,7.8,6.8,3.9,15.1
330,312505,A042500,2018KW04,3.7,1.3,-2.3,9.6,4.5,6.0,15.9,8.4,-2.9,3.3,2.9
331,312505,A042500,2019KW01,13.9,7.6,4.3,11.4,6.4,4.8,16.2,-7.8,3.0,-2.1,-8.8
332,312505,A042500,2019KW02,2.2,19.0,8.8,13.0,1.2,6.3,6.2,13.5,4.9,-10.0,0.3
333,312505,A042500,2019KW03,-2.3,12.7,-4.8,11.7,-2.9,9.8,6.3,-0.8,0.5,1.9,-2.5
334,312505,A042500,2019KW04,7.6,-1.1,4.8,-3.5,-1.3,-1.9,14.7,-9.1,-3.4,-0.9,-0.6
335,312505,A042500,2020KW01,-2.1,8.9,-3.8,6.1,-7.5,6.1,21.4,8.2,2.3,-16.9,-5.0
336,312505,A042500,2020KW02,-21.9,-94.0,-22.8,,-22.4,-93.5,4.1,-10.8,-37.8,-22.1,-24.2
337,312505,A042500,2020KW03,-61.4,24.6,-64.1,15.3,-61.7,20.4,1.7,-10.6,-20.1,-54.3,-67.6
338,312505,A042500,2020KW04,16.9,4.9,16.3,-7.7,1.3,-20.3,9.5,8.6,-9.8,-11.1,-3.7
339,312505,A042500,2021KW01,20.3,-12.6,9.9,-12.9,6.3,-16.9,18.7,-10.8,-11.5,-10.4,4.2
340,312505,A042500,2021KW02,-7.7,6.9,-7.8,9.0,-2.0,-3.9,42.7,-14.8,4.5,-9.0,-7.3
341,312505,A042500,2021KW03,23.3,22.8,38.4,22.0,31.8,17.2,40.9,20.5,20.3,12.4,7.8
342,312505,A042500,2021KW04,12.2,11.2,12.6,9.3,3.6,6.8,50.3,14.3,15.2,1.8,-10.5
343,312505,A042500,2022KW01,17.0,1.6,24.3,-3.3,22.0,-3.3,53.0,20.6,4.9,-2.7,8.2
344,312505,A042500,2022KW02,3.6,8.4,34.5,12.9,22.9,9.9,58.5,11.9,13.3,-19.4,-2.1
345,312505,A042500,2022KW03,3.9,1.3,9.0,-7.4,6.6,-6.1,47.9,-0.2,-5.3,-12.5,-2.5
346,312505,A042500,2022KW04,-24.8,11.3,-12.7,17.5,-3.2,1.6,50.2,-6.5,3.0,-15.4,-12.2
347,312505,A042500,2023KW01,-0.5,3.2,28.6,12.2,5.5,9.0,32.8,3.0,13.3,-1.5,-5.3
348,315805,A042501,2016KW01,4.6,10.0,8.6,4.4,-6.6,1.4,21.3,-1.1,2.2,6.5,9.8
349,315805,A042501,2016KW02,6.7,16.6,9.5,18.8,1.6,10.5,7.9,4.6,6.0,11.9,8.7
350,315805,A042501,2016KW03,21.0,-4.2,23.8,0.0,8.4,0.2,12.3,11.5,-7.9,19.4,21.2
351,315805,A042501,2016KW04,8.2,12.1,3.4,15.8,-0.7,-4.0,10.6,8.1,-2.2,7.5,8.3
352,315805,A042501,2017KW01,11.2,2.4,15.0,1.7,5.4,-0.3,19.4,5.5,0.3,15.2,24.9
353,315805,A042501,2017KW02,11.3,33.0,21.4,30.5,14.9,16.5,14.2,13.6,6.5,19.0,20.9
354,315805,A042501,2017KW03,20.7,-0.1,21.2,-8.4,0.6,-8.8,12.1,15.3,9.2,14.8,14.1
355,315805,A042501,2017KW04,-2.3,11.5,-2.4,8.6,-1.1,4.6,22.9,6.5,3.4,13.3,10.5
356,315805,A042501,2018KW01,21.0,5.9,27.2,3.0,10.1,-5.3,42.4,20.1,8.7,22.6,34.5
357,315805,A042501,2018KW02,16.5,27.0,18.9,33.3,7.4,7.4,22.1,3.1,18.1,16.0,15.4
358,315805,A042501,2018KW03,29.7,1.8,32.4,-0.4,6.2,-0.4,19.1,17.0,10.3,15.5,14.2
359,315805,A042501,2018KW04,13.3,11.0,8.2,21.9,1.6,10.6,22.1,5.7,9.1,10.9,5.8
360,315805,A042501,2019KW01,23.5,7.1,26.1,11.4,1.1,1.8,40.3,10.2,8.7,14.6,21.3
361,315805,A042501,2019KW02,8.6,17.9,13.3,28.0,-0.4,7.6,22.8,6.4,7.3,10.3,13.4
362,315805,A042501,2019KW03,13.4,-9.6,18.2,-6.2,4.2,-6.1,9.3,-2.5,1.1,2.3,12.8
363,315805,A042501,2019KW04,-4.8,15.2,-2.9,19.8,-7.6,4.2,13.2,1.1,-2.3,-11.5,-1.0
364,315805,A042501,2020KW01,-4.7,-14.6,-0.2,-8.6,-3.4,-2.0,29.8,-5.7,2.5,-22.2,-3.4
365,315805,A042501,2020KW02,-17.0,-54.3,-8.3,-54.3,0.8,-32.2,-2.9,-11.4,-26.4,-26.5,-15.3
366,315805,A042501,2020KW03,-18.1,-23.6,-8.3,-20.0,-14.0,-7.9,0.4,-7.6,-6.9,-29.7,-26.2
367,315805,A042501,2020KW04,-16.3,-3.4,-15.0,1.2,-9.4,-5.6,2.8,-4.6,-7.0,-12.6,-10.3
368,315805,A042501,2021KW01,7.6,-1.5,8.1,-1.7,-0.8,-4.6,31.0,-7.4,-2.4,-5.4,1.2
369,315805,A042501,2021KW02,11.6,32.7,-2.6,36.8,5.2,10.5,24.1,0.2,2.8,7.7,4.8
370,315805,A042501,2021KW03,32.3,-7.9,37.3,-7.5,5.3,-4.6,38.3,2.3,8.7,9.0,6.9
371,315805,A042501,2021KW04,-10.7,29.0,-2.6,25.7,-3.0,8.4,52.0,7.7,13.2,-1.9,-10.2
372,315805,A042501,2022KW01,18.0,6.7,24.9,11.2,1.1,-0.7,65.2,9.1,16.1,7.0,-8.0
373,315805,A042501,2022KW02,10.5,22.6,17.4,27.4,4.7,3.5,72.0,7.4,16.6,-17.3,-17.7
374,315805,A042501,2022KW03,20.7,-19.9,36.8,-14.3,16.2,-6.7,55.1,11.2,8.1,-25.9,-8.1
375,315805,A042501,2022KW04,-27.0,-12.2,-31.6,-11.7,-10.8,-13.8,62.6,-5.2,-4.5,-35.7,-28.8
376,315805,A042501,2023KW01,-2.3,-5.4,6.5,4.3,-0.6,0.8,59.4,-4.2,-0.5,-17.8,-7.4
377,315805,A042500,2016KW01,10.5,17.6,17.5,15.4,-4.5,6.5,15.3,5.9,4.8,10.2,8.3
378,315805,A042500,2016KW02,15.2,-3.7,8.4,-0.9,2.9,3.2,10.3,7.1,1.7,12.9,10.8
379,315805,A042500,2016KW03,3.3,8.7,5.2,13.4,4.5,4.3,15.7,6.1,-5.9,15.7,15.7
380,315805,A042500,2016KW04,11.4,11.9,14.1,11.1,-0.3,-5.9,10.7,4.0,-2.5,6.4,13.1
381,315805,A042500,2017KW01,21.7,10.0,24.0,12.8,7.5,4.7,9.8,12.5,3.0,18.9,23.4
382,315805,A042500,2017KW02,15.2,12.8,20.3,10.8,16.2,9.2,20.3,16.1,2.2,20.0,23.1
383,315805,A042500,2017KW03,3.1,12.7,2.6,5.0,-3.3,-4.6,15.5,10.0,11.2,11.1,8.6
384,315805,A042500,2017KW04,1.0,11.3,8.3,4.0,-0.7,2.6,23.0,2.4,3.1,12.3,15.3
385,315805,A042500,2018KW01,26.8,13.5,36.2,14.0,12.3,-0.2,36.5,27.1,11.4,26.3,33.0
386,315805,A042500,2018KW02,25.0,6.7,17.9,13.6,8.7,0.1,24.5,5.5,13.8,17.0,17.6
387,315805,A042500,2018KW03,12.1,14.6,13.8,13.0,2.2,3.7,22.5,11.6,12.3,11.7,8.7
388,315805,A042500,2018KW04,16.5,10.8,18.9,17.2,2.1,8.6,22.2,1.6,8.8,9.9,10.7
389,315805,A042500,2019KW01,34.0,14.7,35.0,22.4,3.2,6.9,30.7,17.2,11.4,18.3,19.8
390,315805,A042500,2019KW02,12.4,-2.3,12.3,8.3,1.0,0.3,28.8,8.9,3.0,11.3,15.5
391,315805,A042500,2019KW03,-4.2,3.3,-0.4,7.1,0.2,-1.9,12.7,-7.8,3.1,-1.4,7.4
392,315805,A042500,2019KW04,-1.5,15.0,7.8,15.1,-7.1,2.3,13.3,-3.0,-2.6,-12.5,3.8
393,315805,A042500,2020KW01,3.0,-7.5,6.5,1.5,-1.9,3.0,16.1,-1.4,4.6,-19.0,-7.1
394,315805,A042500,2020KW02,-11.4,-74.1,-8.4,-74.0,1.9,-38.8,1.9,-9.0,-30.9,-26.8,-13.7
395,315805,A042500,2020KW03,-35.6,-10.5,-24.4,-5.3,-18.0,-3.3,6.9,-12.0,-5.3,-32.0,-30.9
396,315805,A042500,2020KW04,-12.1,-3.8,-5.3,-3.8,-8.0,-8.7,5.1,-7.0,-6.2,-13.2,-3.5
397,315805,A042500,2021KW01,12.9,5.6,14.7,8.4,0.8,0.5,19.3,-3.1,-0.3,-2.1,-2.5
398,315805,A042500,2021KW02,19.7,12.9,-2.7,17.1,6.2,3.9,27.0,2.7,-1.7,7.4,6.4
399,315805,A042500,2021KW03,14.9,5.1,21.2,7.1,1.2,0.0,44.9,-2.1,10.4,6.7,2.2
400,315805,A042500,2021KW04,-6.6,28.6,7.0,20.7,-1.6,5.3,54.2,5.3,14.0,-2.5,-3.4
401,315805,A042500,2022KW01,24.4,11.9,27.4,21.8,2.7,4.0,54.1,13.2,16.9,8.4,-11.4
402,315805,A042500,2022KW02,12.4,5.6,22.4,6.3,4.4,-3.3,77.0,9.5,14.1,-16.1,-15.8
403,315805,A042500,2022KW03,5.7,-6.7,19.1,0.8,14.2,-1.9,60.5,8.0,9.1,-29.2,-11.2
404,315805,A042500,2022KW04,-20.3,-13.7,-21.4,-16.3,-10.1,-16.6,63.4,-8.2,-3.8,-34.9,-24.3
405,315805,A042500,2023KW01,-4.3,0.2,1.0,12.7,0.3,4.7,48.2,-1.6,0.0,-17.2,-8.9
406,317105,A042501,2016KW01,31.1,5.6,29.1,1.2,22.4,2.3,8.3,3.9,-2.3,9.0,22.3
407,317105,A042501,2016KW02,3.4,4.5,-0.3,8.6,-4.7,5.7,-12.2,5.5,-5.2,1.2,-6.3
408,317105,A042501,2016KW03,9.5,-6.4,10.8,-10.7,-2.5,-1.9,-9.5,-1.0,-12.0,0.2,5.3
409,317105,A042501,2016KW04,1.2,22.8,-2.3,24.6,7.7,9.0,1.7,-6.7,-2.6,-4.6,0.2
410,317105,A042501,2017KW01,22.8,1.5,26.1,2.7,10.3,2.4,7.2,6.9,-8.1,6.3,12.2
