ID,Kredietverstrekkers,Perioden,VerstrekteLeningen_1,UitstaandeContracten_2,VerstrektKrediet_3,Rente_4,Aflossingen_5,UitstaandSaldo_6,UitstaandSaldoExclusiefRente_7,UitstaandeContracten_8,ToegezegdeLimieten_9,NieuweToegezegdeLimieten_10,VerstrektKrediet_11,Rente_12,Aflossingen_13,UitstaandSaldo_14,ToegezegdeLimieten_15,NieuweToegezegdeLimieten_16,UitstaandeContracten_17,ToegezegdeLimieten_18,NieuweToegezegdeLimieten_19,VerstrektKrediet_20,Rente_21,Aflossingen_22,UitstaandSaldo_23,ToegezegdeLimieten_24,NieuweToegezegdeLimieten_25
802,70,2000MM07,13.0,409.0,74.0,13.0,78.0,1950.0,1610.0,,1848.0,31.0,222.0,29.0,202.0,4026.0,6095.0,172.0,,72.0,3.0,52.0,8.0,37.0,1142.0,1188.0,52.0
803,70,2000MM08,13.0,405.0,70.0,14.0,101.0,1933.0,1593.0,,1866.0,32.0,249.0,29.0,205.0,4098.0,6170.0,183.0,,74.0,3.0,56.0,8.0,38.0,1169.0,1220.0,56.0
804,70,2000MM09,12.0,409.0,63.0,11.0,70.0,1938.0,1593.0,,1878.0,26.0,212.0,32.0,179.0,4163.0,6225.0,166.0,,74.0,3.0,45.0,9.0,45.0,1178.0,1230.0,53.0
805,70,2000MM10,14.0,415.0,76.0,16.0,83.0,1947.0,1604.0,,1878.0,35.0,215.0,34.0,202.0,4209.0,6257.0,181.0,,72.0,3.0,46.0,9.0,40.0,1193.0,1246.0,43.0
806,70,2000MM11,12.0,417.0,67.0,14.0,82.0,1946.0,1605.0,,1887.0,29.0,219.0,35.0,209.0,4254.0,6295.0,184.0,,75.0,3.0,41.0,10.0,42.0,1202.0,1256.0,43.0
807,70,2000MM12,8.0,417.0,48.0,12.0,75.0,1930.0,1593.0,,1878.0,19.0,189.0,35.0,219.0,4259.0,6260.0,131.0,,75.0,2.0,33.0,10.0,23.0,1221.0,1284.0,27.0
808,70,2001MM01,12.0,409.0,75.0,16.0,110.0,1911.0,1573.0,,1887.0,33.0,238.0,34.0,109.0,4421.0,6458.0,168.0,,75.0,1.0,29.0,9.0,71.0,1189.0,1248.0,26.0
809,70,2001MM02,10.0,409.0,65.0,14.0,77.0,1914.0,1572.0,,1877.0,29.0,220.0,35.0,215.0,4462.0,6490.0,174.0,,75.0,2.0,32.0,9.0,43.0,1187.0,1245.0,29.0
810,70,2001MM03,12.0,407.0,72.0,16.0,100.0,1902.0,1559.0,,1873.0,32.0,245.0,35.0,222.0,4519.0,6537.0,191.0,,75.0,2.0,35.0,9.0,43.0,1188.0,1246.0,32.0
811,70,2001MM04,12.0,408.0,73.0,15.0,76.0,1913.0,1566.0,,1863.0,29.0,209.0,36.0,216.0,4548.0,6547.0,161.0,,75.0,2.0,31.0,8.0,40.0,1187.0,1245.0,29.0
812,70,2001MM05,14.0,409.0,94.0,16.0,92.0,1931.0,1580.0,,1920.0,28.0,217.0,36.0,223.0,4578.0,6567.0,171.0,,74.0,1.0,27.0,8.0,28.0,1194.0,1246.0,26.0
813,70,2001MM06,12.0,410.0,76.0,15.0,81.0,1941.0,1587.0,,1875.0,28.0,218.0,36.0,226.0,4607.0,6583.0,153.0,,74.0,1.0,16.0,8.0,47.0,1171.0,1227.0,16.0
814,70,2001MM07,12.0,409.0,76.0,15.0,100.0,1932.0,1577.0,,1870.0,31.0,241.0,38.0,250.0,4634.0,6619.0,173.0,,74.0,1.0,17.0,9.0,33.0,1165.0,1218.0,20.0
815,70,2001MM08,9.0,410.0,61.0,15.0,51.0,1957.0,1601.0,,1861.0,31.0,219.0,38.0,181.0,4710.0,6674.0,159.0,,74.0,1.0,29.0,9.0,32.0,1170.0,1211.0,25.0
816,70,2001MM09,8.0,404.0,54.0,13.0,90.0,1934.0,1569.0,,1850.0,29.0,205.0,38.0,247.0,4706.0,6642.0,138.0,,73.0,1.0,27.0,9.0,40.0,1166.0,1207.0,21.0
817,70,2001MM10,10.0,406.0,68.0,15.0,89.0,1927.0,1567.0,,1864.0,34.0,238.0,38.0,234.0,4747.0,6701.0,168.0,,73.0,2.0,38.0,9.0,45.0,1168.0,1208.0,29.0
818,70,2001MM11,9.0,408.0,59.0,13.0,82.0,1918.0,1555.0,,1855.0,53.0,209.0,38.0,198.0,4796.0,6789.0,152.0,,72.0,1.0,29.0,8.0,48.0,1157.0,1205.0,23.0
819,70,2001MM12,7.0,406.0,41.0,11.0,91.0,1879.0,1520.0,,1907.0,21.0,175.0,37.0,223.0,4785.0,6767.0,108.0,,71.0,0.0,12.0,7.0,38.0,1138.0,1204.0,9.0
820,70,2002MM01,10.0,395.0,72.0,13.0,132.0,1832.0,1477.0,,1917.0,43.0,206.0,37.0,260.0,4769.0,6724.0,141.0,,70.0,0.0,14.0,8.0,39.0,1122.0,1161.0,13.0
821,70,2002MM02,9.0,396.0,62.0,13.0,76.0,1832.0,1467.0,,1909.0,28.0,223.0,38.0,237.0,4793.0,6801.0,133.0,,69.0,0.0,10.0,8.0,31.0,1109.0,1157.0,8.0
822,70,2002MM03,10.0,398.0,69.0,14.0,86.0,1828.0,1469.0,,1893.0,32.0,214.0,38.0,226.0,4818.0,6853.0,163.0,,68.0,0.0,11.0,8.0,32.0,1097.0,1268.0,9.0
823,70,2002MM04,10.0,398.0,72.0,15.0,92.0,1823.0,1463.0,,1891.0,36.0,229.0,38.0,239.0,4846.0,6878.0,161.0,,67.0,1.0,14.0,8.0,33.0,1086.0,1259.0,14.0
824,70,2002MM05,10.0,400.0,70.0,14.0,79.0,1828.0,1469.0,,1885.0,28.0,212.0,38.0,229.0,4866.0,6911.0,159.0,,67.0,1.0,14.0,8.0,30.0,1078.0,1271.0,15.0
825,70,2002MM06,10.0,403.0,71.0,13.0,80.0,1832.0,1472.0,,1884.0,30.0,209.0,38.0,207.0,4906.0,6939.0,148.0,,67.0,1.0,14.0,8.0,23.0,1076.0,1271.0,12.0
826,70,2002MM07,11.0,405.0,79.0,14.0,91.0,1834.0,1474.0,,1879.0,33.0,244.0,38.0,253.0,4935.0,7002.0,176.0,,67.0,1.0,16.0,8.0,36.0,1064.0,1271.0,16.0
827,70,2002MM08,8.0,394.0,61.0,12.0,73.0,1833.0,1472.0,,1852.0,29.0,203.0,38.0,216.0,4959.0,6984.0,150.0,,66.0,1.0,16.0,8.0,27.0,1060.0,1268.0,17.0
828,70,2002MM09,9.0,391.0,59.0,11.0,73.0,1830.0,1469.0,,1885.0,34.0,204.0,38.0,183.0,5019.0,7032.0,146.0,,65.0,1.0,15.0,8.0,25.0,1058.0,1269.0,16.0
829,70,2002MM10,12.0,394.0,76.0,13.0,86.0,1833.0,1471.0,,1929.0,34.0,255.0,39.0,276.0,5037.0,7165.0,169.0,,65.0,1.0,15.0,8.0,27.0,1055.0,1265.0,17.0
830,70,2002MM11,10.0,396.0,62.0,12.0,77.0,1830.0,1468.0,,1953.0,31.0,220.0,39.0,219.0,5077.0,7218.0,151.0,,65.0,2.0,16.0,8.0,34.0,1044.0,1257.0,16.0
831,70,2002MM12,9.0,400.0,55.0,10.0,74.0,1821.0,1461.0,,1963.0,26.0,207.0,39.0,242.0,5081.0,7260.0,129.0,,65.0,1.0,15.0,8.0,25.0,1041.0,1258.0,15.0
832,70,2003MM01,11.0,388.0,78.0,14.0,89.0,1824.0,1467.0,,1921.0,26.0,184.0,39.0,235.0,5069.0,7187.0,148.0,,64.0,1.0,17.0,7.0,28.0,1037.0,1138.0,21.0
833,70,2003MM02,9.0,380.0,60.0,12.0,76.0,1820.0,1467.0,,1891.0,25.0,196.0,40.0,202.0,5102.0,7218.0,141.0,,64.0,1.0,18.0,7.0,27.0,1035.0,1136.0,23.0
834,70,2003MM03,9.0,372.0,65.0,12.0,82.0,1816.0,1467.0,,1856.0,29.0,219.0,42.0,224.0,5139.0,7235.0,159.0,,64.0,1.0,18.0,7.0,28.0,1033.0,1135.0,25.0
835,70,2003MM04,10.0,366.0,65.0,13.0,89.0,1805.0,1463.0,,1825.0,26.0,233.0,41.0,242.0,5171.0,7254.0,149.0,,64.0,1.0,18.0,7.0,28.0,1030.0,1135.0,27.0
836,70,2003MM05,9.0,357.0,66.0,12.0,73.0,1811.0,1469.0,,1795.0,25.0,217.0,42.0,221.0,5209.0,7262.0,160.0,,64.0,1.0,16.0,7.0,31.0,1022.0,1128.0,25.0
837,70,2003MM06,10.0,350.0,67.0,12.0,69.0,1821.0,1482.0,,1764.0,25.0,201.0,41.0,221.0,5231.0,7247.0,146.0,,64.0,1.0,14.0,7.0,30.0,1014.0,1121.0,22.0
838,70,2003MM07,12.0,344.0,93.0,14.0,93.0,1835.0,1499.0,,1735.0,28.0,235.0,42.0,246.0,5262.0,7244.0,163.0,,64.0,1.0,18.0,7.0,29.0,1009.0,1118.0,25.0
839,70,2003MM08,9.0,335.0,65.0,13.0,70.0,1842.0,1505.0,,1705.0,26.0,198.0,41.0,205.0,5295.0,7238.0,136.0,,63.0,1.0,14.0,7.0,27.0,1002.0,1112.0,19.0
840,70,2003MM09,9.0,326.0,67.0,14.0,84.0,1839.0,1503.0,,1682.0,31.0,230.0,42.0,232.0,5335.0,7229.0,156.0,,64.0,1.0,17.0,7.0,31.0,994.0,1107.0,21.0
841,70,2003MM10,12.0,315.0,75.0,14.0,91.0,1836.0,1505.0,,1650.0,30.0,223.0,41.0,243.0,5356.0,7227.0,164.0,,63.0,1.0,17.0,7.0,28.0,990.0,1098.0,21.0
842,70,2003MM11,9.0,303.0,68.0,12.0,86.0,1831.0,1505.0,,1616.0,26.0,211.0,41.0,245.0,5363.0,7185.0,144.0,,63.0,1.0,12.0,6.0,32.0,977.0,1091.0,16.0
843,70,2003MM12,8.0,295.0,52.0,11.0,68.0,1826.0,1503.0,,1576.0,24.0,192.0,42.0,236.0,5361.0,7140.0,139.0,,62.0,1.0,12.0,6.0,23.0,971.0,1082.0,17.0
844,70,2004MM01,12.0,291.0,67.0,13.0,88.0,1817.0,1496.0,,1568.0,33.0,180.0,39.0,219.0,5361.0,7126.0,157.0,,62.0,1.0,11.0,6.0,17.0,971.0,1077.0,18.0
845,70,2004MM02,10.0,288.0,55.0,12.0,77.0,1808.0,1489.0,,1561.0,31.0,199.0,40.0,227.0,5373.0,7078.0,163.0,,62.0,1.0,13.0,6.0,18.0,972.0,1072.0,22.0
846,70,2004MM03,13.0,287.0,65.0,13.0,82.0,1803.0,1476.0,,1574.0,58.0,240.0,41.0,248.0,5406.0,7135.0,233.0,,62.0,1.0,16.0,6.0,20.0,973.0,1068.0,32.0
847,70,2004MM04,12.0,287.0,65.0,13.0,86.0,1795.0,1472.0,,1582.0,42.0,196.0,41.0,218.0,5424.0,7184.0,181.0,,62.0,1.0,14.0,6.0,20.0,973.0,1063.0,23.0
848,70,2004MM05,9.0,284.0,53.0,10.0,78.0,1779.0,1454.0,,1579.0,33.0,174.0,42.0,204.0,5437.0,7205.0,158.0,,62.0,1.0,13.0,6.0,20.0,972.0,1056.0,21.0
849,70,2004MM06,12.0,284.0,67.0,11.0,86.0,1772.0,1448.0,,1573.0,36.0,190.0,41.0,247.0,5421.0,7216.0,171.0,,62.0,0.0,9.0,6.0,19.0,968.0,1045.0,13.0
850,70,2004MM07,11.0,281.0,61.0,11.0,89.0,1755.0,1437.0,,1575.0,36.0,208.0,39.0,226.0,5442.0,7245.0,169.0,,61.0,0.0,9.0,6.0,22.0,960.0,1033.0,12.0
851,70,2004MM08,9.0,280.0,50.0,10.0,83.0,1731.0,1420.0,,1580.0,33.0,192.0,44.0,213.0,5464.0,7296.0,158.0,,61.0,1.0,12.0,6.0,19.0,959.0,1026.0,19.0
852,70,2004MM09,11.0,278.0,55.0,11.0,83.0,1714.0,1407.0,,1590.0,37.0,215.0,41.0,241.0,5478.0,7314.0,170.0,,60.0,1.0,14.0,5.0,22.0,957.0,1019.0,16.0
853,70,2004MM10,10.0,276.0,57.0,10.0,82.0,1699.0,1396.0,,1617.0,32.0,197.0,41.0,214.0,5502.0,7376.0,154.0,,60.0,1.0,10.0,5.0,14.0,957.0,1011.0,11.0
854,70,2004MM11,12.0,274.0,61.0,11.0,89.0,1682.0,1382.0,,1618.0,32.0,200.0,40.0,235.0,5506.0,7384.0,153.0,,59.0,0.0,8.0,5.0,22.0,949.0,998.0,6.0
855,70,2004MM12,12.0,275.0,61.0,8.0,73.0,1678.0,1381.0,,1608.0,28.0,161.0,42.0,231.0,5479.0,7368.0,139.0,,58.0,0.0,6.0,5.0,21.0,939.0,985.0,7.0
856,70,2005MM01,11.0,273.0,78.0,10.0,87.0,1679.0,1385.0,1290.0,1566.0,35.0,147.0,42.0,205.0,5463.0,7338.0,150.0,57.0,57.0,0.0,5.0,6.0,33.0,916.0,963.0,4.0
857,70,2005MM02,9.0,272.0,54.0,9.0,92.0,1650.0,1365.0,1279.0,1536.0,34.0,164.0,40.0,244.0,5423.0,7310.0,147.0,56.0,56.0,0.0,4.0,6.0,35.0,891.0,941.0,3.0
858,70,2005MM03,11.0,272.0,63.0,10.0,90.0,1633.0,1356.0,1269.0,1510.0,42.0,203.0,41.0,241.0,5426.0,7290.0,185.0,55.0,55.0,0.0,5.0,6.0,39.0,863.0,919.0,3.0
859,70,2005MM04,11.0,274.0,75.0,10.0,83.0,1635.0,1362.0,1263.0,1489.0,40.0,204.0,40.0,228.0,5443.0,7337.0,191.0,54.0,54.0,0.0,5.0,6.0,28.0,845.0,897.0,4.0
860,70,2005MM05,10.0,273.0,56.0,8.0,81.0,1618.0,1352.0,1252.0,1462.0,35.0,178.0,41.0,225.0,5437.0,7322.0,167.0,53.0,52.0,0.0,4.0,5.0,32.0,823.0,877.0,3.0
861,70,2005MM06,10.0,272.0,64.0,9.0,79.0,1612.0,1352.0,1244.0,1437.0,35.0,173.0,41.0,224.0,5427.0,7337.0,167.0,52.0,52.0,0.0,4.0,5.0,32.0,800.0,856.0,3.0
862,70,2005MM07,10.0,272.0,63.0,9.0,71.0,1612.0,1353.0,1235.0,1411.0,36.0,174.0,41.0,209.0,5434.0,7317.0,167.0,51.0,51.0,0.0,4.0,5.0,35.0,773.0,838.0,3.0
863,70,2005MM08,10.0,270.0,58.0,8.0,79.0,1598.0,1345.0,1225.0,1385.0,41.0,189.0,40.0,237.0,5426.0,7264.0,197.0,50.0,50.0,0.0,4.0,5.0,30.0,752.0,814.0,3.0
864,70,2005MM09,12.0,270.0,55.0,8.0,97.0,1565.0,1318.0,1216.0,1360.0,38.0,187.0,40.0,215.0,5437.0,7289.0,172.0,48.0,48.0,0.0,4.0,5.0,27.0,733.0,797.0,7.0
865,70,2005MM10,10.0,270.0,61.0,8.0,82.0,1552.0,1316.0,1207.0,1333.0,36.0,174.0,39.0,218.0,5433.0,7303.0,163.0,47.0,47.0,0.0,4.0,5.0,26.0,716.0,781.0,4.0
866,70,2005MM11,11.0,271.0,66.0,8.0,68.0,1558.0,1325.0,1189.0,1298.0,38.0,187.0,39.0,233.0,5426.0,7300.0,189.0,46.0,46.0,0.0,4.0,4.0,26.0,698.0,762.0,3.0
867,70,2005MM12,10.0,271.0,56.0,7.0,70.0,1550.0,1322.0,1182.0,1275.0,34.0,163.0,39.0,214.0,5413.0,7310.0,159.0,46.0,46.0,0.0,3.0,4.0,24.0,681.0,746.0,3.0
868,70,2006X000,11.0,270.0,74.0,11.0,78.0,1557.0,1329.0,1178.0,1269.0,23.0,171.0,41.0,276.0,5349.0,7292.0,150.0,46.0,46.0,,4.0,4.0,15.0,675.0,744.0,
869,70,2006MM01,10.0,305.0,71.0,10.0,9.0,1622.0,1379.0,1246.0,1370.0,20.0,168.0,41.0,-401.0,6024.0,8463.0,132.0,,,,,,,,,
870,70,2006MM02,9.0,302.0,67.0,10.0,52.0,1646.0,1406.0,1232.0,1374.0,22.0,185.0,40.0,216.0,6033.0,8445.0,145.0,,,,,,,,,
871,70,2006MM03,10.0,301.0,74.0,10.0,67.0,1664.0,1425.0,1217.0,1379.0,25.0,201.0,41.0,240.0,6035.0,8454.0,169.0,,,,,,,,,
872,70,2006MM04,10.0,299.0,79.0,9.0,66.0,1686.0,1447.0,1212.0,1391.0,22.0,185.0,41.0,212.0,6049.0,8446.0,151.0,,,,,,,,,
873,70,2006MM05,10.0,297.0,67.0,9.0,80.0,1682.0,1450.0,1192.0,1388.0,23.0,187.0,41.0,252.0,6025.0,8423.0,160.0,,,,,,,,,
874,70,2006MM06,9.0,300.0,60.0,9.0,64.0,1688.0,1456.0,1178.0,1391.0,21.0,180.0,41.0,218.0,6028.0,8412.0,154.0,,,,,,,,,
875,70,2006MM07,9.0,303.0,67.0,10.0,76.0,1689.0,1460.0,1164.0,1395.0,20.0,187.0,40.0,214.0,6040.0,8413.0,155.0,,,,,,,,,
876,70,2006MM08,8.0,294.0,54.0,8.0,80.0,1671.0,1454.0,1146.0,1394.0,21.0,196.0,40.0,227.0,6049.0,8427.0,164.0,,,,,,,,,
877,70,2006MM09,7.0,289.0,46.0,7.0,60.0,1664.0,1450.0,1087.0,1348.0,21.0,203.0,40.0,275.0,6017.0,8388.0,162.0,,,,,,,,,
878,70,2006MM10,9.0,284.0,62.0,10.0,76.0,1661.0,1439.0,1073.0,1352.0,24.0,208.0,41.0,236.0,6030.0,8397.0,174.0,,,,,,,,,
879,70,2006MM11,9.0,277.0,61.0,9.0,77.0,1656.0,1437.0,1063.0,1359.0,23.0,211.0,40.0,224.0,6058.0,8414.0,186.0,,,,,,,,,
880,70,2006MM12,6.0,272.0,44.0,8.0,66.0,1641.0,1432.0,1054.0,1368.0,19.0,186.0,39.0,213.0,6070.0,8420.0,159.0,,,,,,,,,
881,70,2007MM01,10.0,268.0,86.0,16.0,95.0,1647.0,1441.0,1078.0,1397.0,35.0,229.0,47.0,245.0,6101.0,8511.0,179.0,,,,,,,,,
882,70,2007MM02,7.0,266.0,63.0,12.0,80.0,1642.0,1437.0,1096.0,1419.0,35.0,217.0,46.0,212.0,6153.0,8615.0,182.0,,,,,,,,,
883,70,2007MM03,8.0,263.0,66.0,12.0,77.0,1644.0,1439.0,1103.0,1450.0,42.0,240.0,48.0,242.0,6198.0,8708.0,203.0,,,,,,,,,
884,70,2007MM04,8.0,264.0,64.0,11.0,61.0,1657.0,1451.0,1138.0,1501.0,29.0,210.0,48.0,190.0,6266.0,8904.0,169.0,,,,,,,,,
885,70,2007MM05,8.0,263.0,75.0,11.0,79.0,1664.0,1457.0,1158.0,1493.0,32.0,220.0,49.0,248.0,6287.0,9004.0,185.0,,,,,,,,,
886,70,2007MM06,10.0,262.0,82.0,11.0,66.0,1691.0,1481.0,1180.0,1489.0,34.0,218.0,49.0,216.0,6337.0,9149.0,189.0,,,,,,,,,
887,70,2007MM07,10.0,264.0,91.0,12.0,77.0,1717.0,1504.0,1210.0,1522.0,29.0,248.0,49.0,242.0,6392.0,9288.0,198.0,,,,,,,,,
888,70,2007MM08,10.0,264.0,75.0,11.0,66.0,1737.0,1521.0,1222.0,1550.0,28.0,240.0,51.0,236.0,6446.0,9414.0,198.0,,,,,,,,,
889,70,2007MM09,9.0,264.0,63.0,10.0,70.0,1741.0,1525.0,1256.0,1568.0,29.0,217.0,51.0,239.0,6475.0,9464.0,178.0,,,,,,,,,
890,70,2007MM10,10.0,262.0,74.0,13.0,77.0,1750.0,1534.0,1272.0,1599.0,32.0,252.0,51.0,273.0,6504.0,9565.0,214.0,,,,,,,,,
891,70,2007MM11,9.0,260.0,73.0,12.0,72.0,1764.0,1544.0,1304.0,1627.0,33.0,241.0,51.0,224.0,6572.0,9677.0,210.0,,,,,,,,,
892,70,2007MM12,7.0,257.0,53.0,10.0,70.0,1756.0,1536.0,1328.0,1656.0,36.0,204.0,49.0,214.0,6612.0,9770.0,171.0,,,,,,,,,
893,70,2008MM01,10.0,257.0,91.0,16.0,67.0,1795.0,1568.0,1313.0,1653.0,24.0,220.0,53.0,254.0,6631.0,9790.0,163.0,,,,,,,,,
894,70,2008MM02,10.0,257.0,93.0,15.0,79.0,1824.0,1590.0,1315.0,1658.0,26.0,240.0,56.0,263.0,6664.0,9848.0,196.0,,,,,,,,,
895,70,2008MM03,10.0,258.0,90.0,14.0,81.0,1846.0,1632.0,1305.0,1671.0,25.0,233.0,53.0,265.0,6685.0,9847.0,199.0,,,,,,,,,
896,70,2008MM04,11.0,260.0,112.0,17.0,79.0,1896.0,1675.0,1295.0,1680.0,23.0,252.0,55.0,292.0,6700.0,9908.0,199.0,,,,,,,,,
897,70,2008MM05,10.0,261.0,105.0,14.0,74.0,1940.0,1713.0,1286.0,1688.0,20.0,226.0,54.0,276.0,6705.0,9953.0,176.0,,,,,,,,,
898,70,2008MM06,10.0,262.0,105.0,15.0,95.0,1965.0,1732.0,1286.0,1701.0,23.0,237.0,56.0,258.0,6740.0,9980.0,195.0,,,,,,,,,
899,70,2008MM07,10.0,264.0,105.0,16.0,77.0,2009.0,1772.0,1276.0,1709.0,25.0,274.0,55.0,334.0,6735.0,10029.0,218.0,,,,,,,,,
900,70,2008MM08,8.0,264.0,79.0,14.0,73.0,2029.0,1786.0,1262.0,1712.0,21.0,242.0,56.0,299.0,6735.0,10020.0,185.0,,,,,,,,,
901,70,2008MM09,8.0,265.0,80.0,16.0,80.0,2045.0,1797.0,1245.0,1724.0,21.0,252.0,57.0,254.0,6790.0,10145.0,187.0,,,,,,,,,
902,70,2008MM10,8.0,264.0,74.0,14.0,76.0,2058.0,1803.0,1243.0,1731.0,23.0,236.0,57.0,259.0,6824.0,10208.0,194.0,,,,,,,,,
903,70,2008MM11,7.0,263.0,63.0,13.0,68.0,2065.0,1807.0,1236.0,1736.0,20.0,193.0,59.0,222.0,6853.0,10235.0,150.0,,,,,,,,,
904,70,2008MM12,6.0,261.0,54.0,11.0,75.0,2055.0,1796.0,1228.0,1744.0,20.0,193.0,58.0,211.0,6894.0,10268.0,145.0,,,,,,,,,
905,70,2009MM01,7.0,260.0,72.0,14.0,77.0,2064.0,1803.0,1215.0,1760.0,18.0,181.0,57.0,207.0,6925.0,10393.0,129.0,,,,,,,,,
906,70,2009MM02,6.0,257.0,59.0,12.0,80.0,2056.0,1795.0,1213.0,1765.0,18.0,198.0,56.0,251.0,6928.0,10410.0,156.0,,,,,,,,,
907,70,2009MM03,7.0,253.0,68.0,14.0,91.0,2047.0,1786.0,1204.0,1772.0,22.0,230.0,55.0,268.0,6944.0,10440.0,179.0,,,,,,,,,
908,70,2009MM04,7.0,252.0,65.0,12.0,85.0,2039.0,1779.0,1196.0,1777.0,19.0,214.0,57.0,259.0,6957.0,10471.0,153.0,,,,,,,,,
909,70,2009MM05,6.0,248.0,57.0,12.0,86.0,2021.0,1762.0,1183.0,1780.0,15.0,194.0,56.0,247.0,6960.0,10478.0,138.0,,,,,,,,,
910,70,2009MM06,6.0,245.0,63.0,13.0,101.0,1995.0,1737.0,1180.0,1782.0,15.0,203.0,57.0,275.0,6945.0,10473.0,139.0,,,,,,,,,
911,70,2009MM07,6.0,248.0,67.0,13.0,39.0,2036.0,1769.0,1175.0,1796.0,18.0,212.0,54.0,173.0,7038.0,10579.0,155.0,,,,,,,,,
912,70,2009MM08,5.0,245.0,51.0,11.0,90.0,2009.0,1749.0,1166.0,1797.0,16.0,185.0,54.0,233.0,7043.0,10579.0,131.0,,,,,,,,,
913,70,2009MM09,6.0,243.0,56.0,12.0,92.0,1986.0,1727.0,1170.0,1797.0,15.0,199.0,54.0,249.0,7047.0,10583.0,136.0,,,,,,,,,
914,70,2009MM10,6.0,239.0,63.0,13.0,88.0,1973.0,1716.0,1153.0,1801.0,19.0,196.0,53.0,181.0,7115.0,10590.0,136.0,,,,,,,,,
915,70,2009MM11,6.0,237.0,62.0,13.0,84.0,1964.0,1707.0,1140.0,1809.0,17.0,198.0,53.0,298.0,7068.0,10602.0,141.0,,,,,,,,,
916,70,2009MM12,6.0,235.0,51.0,12.0,92.0,1936.0,1680.0,1148.0,1809.0,17.0,202.0,52.0,342.0,6980.0,10535.0,138.0,,,,,,,,,
917,70,2010MM01,7.0,234.0,73.0,14.0,92.0,1930.0,1674.0,1147.0,1816.0,19.0,163.0,54.0,215.0,6982.0,10564.0,126.0,,,,,,,,,
918,70,2010MM02,7.0,235.0,68.0,12.0,76.0,1933.0,1674.0,1131.0,1821.0,18.0,179.0,53.0,222.0,6992.0,10585.0,138.0,,,,,,,,,
919,70,2010MM03,8.0,237.0,76.0,15.0,88.0,1937.0,1676.0,1148.0,1831.0,19.0,216.0,51.0,255.0,7004.0,10640.0,166.0,,,,,,,,,
920,70,2010MM04,7.0,238.0,71.0,13.0,66.0,1955.0,1691.0,1138.0,1830.0,19.0,182.0,53.0,206.0,7032.0,10682.0,138.0,,,,,,,,,
921,70,2010MM05,6.0,238.0,59.0,11.0,79.0,1946.0,1691.0,1138.0,1833.0,13.0,161.0,53.0,223.0,7023.0,10711.0,118.0,,,,,,,,,
922,70,2010MM06,9.0,240.0,85.0,15.0,91.0,1954.0,1698.0,1124.0,1837.0,16.0,184.0,53.0,259.0,7001.0,10740.0,137.0,,,,,,,,,
923,70,2010MM07,8.0,242.0,82.0,15.0,77.0,1975.0,1715.0,1121.0,1844.0,16.0,180.0,52.0,190.0,7043.0,10771.0,135.0,,,,,,,,,
924,70,2010MM08,8.0,244.0,76.0,14.0,82.0,1983.0,1723.0,1121.0,1850.0,17.0,191.0,53.0,238.0,7049.0,10831.0,135.0,,,,,,,,,
925,70,2010MM09,8.0,244.0,72.0,13.0,78.0,1990.0,1729.0,1118.0,1857.0,16.0,170.0,53.0,205.0,7067.0,10872.0,126.0,,,,,,,,,
926,70,2010MM10,8.0,244.0,77.0,13.0,75.0,2006.0,1741.0,1149.0,1862.0,14.0,155.0,51.0,202.0,7071.0,10906.0,116.0,,,,,,,,,
927,70,2010MM11,8.0,250.0,82.0,15.0,82.0,2021.0,1756.0,1117.0,1870.0,19.0,175.0,51.0,226.0,7071.0,10928.0,128.0,,,,,,,,,
928,70,2010MM12,6.0,252.0,60.0,12.0,74.0,2019.0,1754.0,1113.0,1876.0,15.0,151.0,51.0,208.0,7064.0,10953.0,115.0,,,,,,,,,
929,70,2011MM01,9.0,253.0,93.0,15.0,78.0,2050.0,1780.0,1111.0,1882.0,18.0,157.0,51.0,205.0,7067.0,10970.0,124.0,,,,,,,,,
930,70,2011MM02,9.0,255.0,91.0,15.0,79.0,2077.0,1804.0,1112.0,1886.0,16.0,176.0,47.0,214.0,7076.0,10996.0,138.0,,,,,,,,,
931,70,2011MM03,12.0,258.0,114.0,17.0,85.0,2124.0,1847.0,1109.0,1891.0,18.0,196.0,52.0,228.0,7095.0,11036.0,154.0,,,,,,,,,
932,70,2011MM04,10.0,260.0,96.0,15.0,74.0,2161.0,1880.0,1115.0,1900.0,20.0,169.0,51.0,191.0,7124.0,11069.0,130.0,,,,,,,,,
933,70,2011MM05,10.0,261.0,103.0,16.0,86.0,2195.0,1910.0,1105.0,1901.0,14.0,177.0,50.0,233.0,7118.0,11095.0,138.0,,,,,,,,,
934,70,2011MM06,9.0,262.0,88.0,14.0,81.0,2216.0,1928.0,1100.0,1902.0,13.0,155.0,50.0,213.0,7111.0,11102.0,124.0,,,,,,,,,
935,70,2011MM07,9.0,264.0,90.0,14.0,74.0,2246.0,1953.0,1095.0,1905.0,13.0,163.0,50.0,194.0,7130.0,11131.0,130.0,,,,,,,,,
936,70,2011MM08,10.0,265.0,90.0,15.0,89.0,2262.0,1969.0,1093.0,1909.0,16.0,183.0,51.0,215.0,7149.0,11158.0,142.0,,,,,,,,,
937,70,2011MM09,9.0,267.0,83.0,15.0,72.0,2288.0,1990.0,1092.0,1915.0,15.0,172.0,51.0,188.0,7184.0,11199.0,132.0,,,,,,,,,
