ID,Kredietverstrekkers,Perioden,VerstrekteLeningen_1,UitstaandeContracten_2,VerstrektKrediet_3,Rente_4,Aflossingen_5,UitstaandSaldo_6,UitstaandSaldoExclusiefRente_7,UitstaandeContracten_8,ToegezegdeLimieten_9,NieuweToegezegdeLimieten_10,VerstrektKrediet_11,Rente_12,Aflossingen_13,UitstaandSaldo_14,ToegezegdeLimieten_15,NieuweToegezegdeLimieten_16,UitstaandeContracten_17,ToegezegdeLimieten_18,NieuweToegezegdeLimieten_19,VerstrektKrediet_20,Rente_21,Aflossingen_22,UitstaandSaldo_23,ToegezegdeLimieten_24,NieuweToegezegdeLimieten_25
325,20,2008MM12,2.0,82.0,30.0,10.0,26.0,795.0,617.0,617.0,830.0,6.0,190.0,44.0,262.0,6121.0,10105.0,78.0,,,,,,,,,
326,20,2009MM01,3.0,83.0,31.0,10.0,23.0,813.0,630.0,610.0,805.0,6.0,166.0,43.0,235.0,6095.0,9963.0,70.0,,,,,,,,,
327,20,2009MM02,3.0,84.0,44.0,13.0,27.0,844.0,652.0,608.0,803.0,6.0,167.0,42.0,218.0,6087.0,9952.0,75.0,,,,,,,,,
328,20,2009MM03,4.0,85.0,49.0,15.0,28.0,880.0,679.0,606.0,801.0,7.0,196.0,42.0,244.0,6082.0,9949.0,94.0,,,,,,,,,
329,20,2009MM04,3.0,86.0,38.0,11.0,26.0,903.0,696.0,604.0,796.0,6.0,180.0,42.0,223.0,6081.0,9912.0,74.0,,,,,,,,,
330,20,2009MM05,2.0,87.0,27.0,7.0,27.0,910.0,701.0,599.0,790.0,5.0,159.0,42.0,262.0,6020.0,9867.0,67.0,,,,,,,,,
331,20,2009MM06,2.0,87.0,20.0,5.0,25.0,910.0,701.0,594.0,787.0,5.0,163.0,42.0,236.0,5988.0,9847.0,67.0,,,,,,,,,
332,20,2009MM07,2.0,87.0,20.0,4.0,26.0,908.0,700.0,592.0,781.0,6.0,187.0,40.0,227.0,5988.0,9765.0,74.0,,,,,,,,,
333,20,2009MM08,2.0,87.0,18.0,4.0,26.0,905.0,698.0,591.0,777.0,5.0,168.0,41.0,195.0,6002.0,9743.0,64.0,,,,,,,,,
334,20,2009MM09,2.0,86.0,17.0,3.0,25.0,899.0,694.0,589.0,775.0,5.0,170.0,41.0,201.0,6012.0,9735.0,65.0,,,,,,,,,
335,20,2009MM10,1.0,85.0,11.0,1.0,25.0,887.0,685.0,585.0,770.0,4.0,151.0,41.0,218.0,5985.0,9677.0,50.0,,,,,,,,,
336,20,2009MM11,1.0,85.0,11.0,1.0,23.0,875.0,676.0,582.0,763.0,4.0,151.0,40.0,207.0,5969.0,9615.0,49.0,,,,,,,,,
337,20,2009MM12,1.0,83.0,9.0,2.0,25.0,861.0,667.0,576.0,756.0,4.0,152.0,40.0,237.0,5925.0,9555.0,47.0,,,,,,,,,
338,20,2010MM01,2.0,83.0,11.0,2.0,24.0,849.0,659.0,571.0,753.0,6.0,126.0,39.0,225.0,5864.0,9512.0,72.0,,,,,,,,,
339,20,2010MM02,2.0,82.0,12.0,2.0,24.0,839.0,652.0,567.0,749.0,7.0,134.0,39.0,210.0,5827.0,9469.0,72.0,,,,,,,,,
340,20,2010MM03,2.0,82.0,15.0,2.0,24.0,832.0,646.0,564.0,745.0,9.0,160.0,38.0,232.0,5793.0,9431.0,87.0,,,,,,,,,
341,20,2010MM04,2.0,82.0,13.0,2.0,24.0,823.0,640.0,561.0,742.0,6.0,147.0,38.0,214.0,5763.0,9397.0,70.0,,,,,,,,,
342,20,2010MM05,1.0,81.0,11.0,2.0,23.0,812.0,632.0,556.0,738.0,6.0,149.0,37.0,258.0,5692.0,9410.0,72.0,,,,,,,,,
343,20,2010MM06,2.0,81.0,13.0,2.0,24.0,802.0,639.0,551.0,735.0,7.0,138.0,37.0,245.0,5621.0,9367.0,65.0,,,,,,,,,
344,20,2010MM07,2.0,80.0,12.0,2.0,23.0,792.0,631.0,547.0,731.0,6.0,159.0,36.0,216.0,5601.0,9278.0,58.0,,,,,,,,,
345,20,2010MM08,2.0,80.0,14.0,2.0,24.0,785.0,626.0,544.0,727.0,7.0,152.0,36.0,209.0,5581.0,9282.0,70.0,,,,,,,,,
346,20,2010MM09,1.0,78.0,11.0,2.0,31.0,766.0,611.0,548.0,727.0,7.0,140.0,36.0,194.0,5563.0,9311.0,76.0,,,,,,,,,
347,20,2010MM10,1.0,71.0,10.0,2.0,39.0,739.0,587.0,545.0,728.0,7.0,133.0,36.0,212.0,5520.0,9248.0,71.0,,,,,,,,,
348,20,2010MM11,1.0,68.0,9.0,1.0,41.0,708.0,561.0,543.0,726.0,6.0,145.0,35.0,203.0,5497.0,9222.0,66.0,,,,,,,,,
349,20,2010MM12,1.0,65.0,8.0,1.0,21.0,697.0,552.0,539.0,722.0,5.0,141.0,36.0,234.0,5440.0,9181.0,60.0,,,,,,,,,
350,20,2011MM01,1.0,65.0,8.0,1.0,19.0,687.0,545.0,534.0,715.0,3.0,127.0,32.0,209.0,5390.0,9098.0,34.0,,,,,,,,,
351,20,2011MM02,1.0,65.0,10.0,1.0,19.0,679.0,538.0,529.0,710.0,4.0,125.0,31.0,191.0,5355.0,9048.0,41.0,,,,,,,,,
352,20,2011MM03,2.0,79.0,12.0,1.0,-53.0,745.0,597.0,526.0,705.0,5.0,143.0,31.0,201.0,5328.0,9001.0,48.0,,,,,,,,,
353,20,2011MM04,1.0,78.0,9.0,1.0,18.0,738.0,591.0,522.0,701.0,5.0,135.0,31.0,193.0,5301.0,8959.0,43.0,,,,,,,,,
354,20,2011MM05,1.0,78.0,10.0,1.0,18.0,731.0,586.0,517.0,697.0,5.0,143.0,31.0,240.0,5235.0,8917.0,47.0,,,,,,,,,
355,20,2011MM06,1.0,77.0,9.0,1.0,17.0,724.0,581.0,520.0,703.0,4.0,128.0,31.0,161.0,5233.0,8965.0,41.0,,,,,,,,,
356,20,2011MM07,1.0,77.0,11.0,1.0,17.0,719.0,577.0,515.0,699.0,5.0,141.0,31.0,196.0,5209.0,8930.0,46.0,,,,,,,,,
357,20,2011MM08,1.0,76.0,11.0,2.0,18.0,714.0,574.0,512.0,694.0,5.0,158.0,32.0,195.0,5204.0,8886.0,50.0,,,,,,,,,
358,20,2011MM09,1.0,76.0,10.0,1.0,17.0,708.0,569.0,509.0,687.0,5.0,143.0,31.0,189.0,5189.0,8810.0,48.0,,,,,,,,,
359,20,2011MM10,1.0,76.0,10.0,1.0,17.0,702.0,565.0,506.0,682.0,5.0,145.0,32.0,192.0,5173.0,8760.0,48.0,,,,,,,,,
360,20,2011MM11,1.0,75.0,9.0,1.0,19.0,693.0,558.0,501.0,676.0,4.0,136.0,35.0,221.0,5124.0,8689.0,44.0,,,,,,,,,
361,20,2011MM12,1.0,74.0,8.0,2.0,19.0,684.0,550.0,494.0,671.0,3.0,129.0,38.0,234.0,5057.0,8614.0,33.0,,,,,,,,,
362,20,2012MM01,1.0,74.0,9.0,1.0,14.0,680.0,548.0,490.0,668.0,4.0,119.0,33.0,202.0,5007.0,8578.0,35.0,,,,,,,,,
363,20,2012MM02,1.0,74.0,9.0,1.0,10.0,681.0,548.0,479.0,650.0,4.0,113.0,33.0,220.0,4932.0,8426.0,39.0,,,,,,,,,
364,20,2012MM03,1.0,74.0,10.0,1.0,8.0,684.0,551.0,485.0,659.0,4.0,127.0,32.0,131.0,4959.0,8486.0,44.0,,,,,,,,,
365,20,2012MM04,1.0,74.0,9.0,1.0,13.0,681.0,549.0,483.0,656.0,3.0,131.0,32.0,166.0,4956.0,8466.0,37.0,,,,,,,,,
366,20,2012MM05,1.0,74.0,9.0,1.0,14.0,678.0,546.0,480.0,653.0,3.0,125.0,32.0,209.0,4904.0,8436.0,38.0,,,,,,,,,
367,20,2012MM06,1.0,73.0,9.0,1.0,15.0,673.0,543.0,476.0,650.0,3.0,111.0,32.0,197.0,4849.0,8407.0,34.0,,,,,,,,,
368,20,2012MM07,1.0,73.0,11.0,1.0,15.0,670.0,540.0,474.0,650.0,3.0,132.0,31.0,174.0,4839.0,8397.0,34.0,,,,,,,,,
369,20,2012MM08,2.0,73.0,12.0,1.0,15.0,669.0,540.0,472.0,642.0,4.0,126.0,31.0,164.0,4833.0,8328.0,36.0,,,,,,,,,
370,20,2012MM09,1.0,73.0,9.0,1.0,13.0,667.0,538.0,472.0,639.0,3.0,119.0,31.0,155.0,4828.0,8301.0,32.0,,,,,,,,,
371,20,2012MM10,1.0,73.0,11.0,1.0,9.0,670.0,541.0,475.0,636.0,4.0,138.0,31.0,172.0,4825.0,8274.0,36.0,,,,,,,,,
372,20,2012MM11,1.0,73.0,10.0,1.0,15.0,666.0,538.0,474.0,578.0,3.0,132.0,31.0,172.0,4816.0,7803.0,27.0,,,,,,,,,
373,20,2012MM12,1.0,74.0,9.0,1.0,3.0,673.0,543.0,470.0,574.0,3.0,121.0,31.0,197.0,4771.0,7764.0,31.0,,,,,,,,,
374,20,2013MM01,1.0,74.0,11.0,1.0,11.0,674.0,545.0,464.0,559.0,3.0,121.0,31.0,171.0,4752.0,7715.0,35.0,,,,,,,,,
375,20,2013MM02,1.0,74.0,12.0,1.0,9.0,679.0,549.0,457.0,538.0,3.0,104.0,30.0,181.0,4705.0,7447.0,30.0,,,,,,,,,
376,20,2013MM03,1.0,74.0,11.0,1.0,5.0,686.0,554.0,454.0,537.0,4.0,106.0,30.0,163.0,4678.0,7425.0,35.0,,,,,,,,,
377,20,2013MM04,1.0,74.0,12.0,1.0,8.0,690.0,558.0,452.0,535.0,3.0,125.0,30.0,173.0,4660.0,7403.0,31.0,,,,,,,,,
378,20,2013MM05,1.0,75.0,12.0,1.0,10.0,693.0,560.0,448.0,532.0,3.0,113.0,30.0,203.0,4600.0,7367.0,28.0,,,,,,,,,
379,20,2013MM06,1.0,74.0,11.0,1.0,14.0,692.0,559.0,443.0,529.0,3.0,101.0,29.0,179.0,4550.0,7337.0,24.0,,,,,,,,,
380,20,2013MM07,1.0,74.0,11.0,1.0,11.0,693.0,559.0,440.0,523.0,2.0,122.0,29.0,162.0,4540.0,7252.0,28.0,,,,,,,,,
381,20,2013MM08,2.0,74.0,15.0,1.0,14.0,695.0,563.0,440.0,523.0,2.0,115.0,29.0,150.0,4535.0,7239.0,26.0,,,,,,,,,
382,20,2013MM09,1.0,70.0,13.0,1.0,11.0,693.0,560.0,436.0,518.0,3.0,130.0,29.0,165.0,4520.0,7191.0,30.0,,,,,,,,,
383,20,2013MM10,1.0,71.0,14.0,1.0,7.0,702.0,565.0,434.0,516.0,3.0,126.0,29.0,183.0,4491.0,7156.0,29.0,,,,,,,,,
384,20,2013MM11,1.0,71.0,14.0,1.0,9.0,708.0,566.0,430.0,514.0,2.0,116.0,29.0,183.0,4453.0,7123.0,28.0,,,,,,,,,
385,20,2013MM12,1.0,72.0,12.0,1.0,5.0,716.0,570.0,428.0,512.0,2.0,129.0,29.0,185.0,4430.0,7092.0,22.0,,,,,,,,,
386,40,1998MM01,4.0,161.0,10.0,2.0,15.0,295.0,250.0,,18.0,0.0,4.0,1.0,4.0,89.0,132.0,3.0,,,,,,,,,
387,40,1998MM02,5.0,160.0,13.0,2.0,18.0,292.0,248.0,,18.0,1.0,6.0,1.0,6.0,90.0,137.0,5.0,,,,,,,,,
388,40,1998MM03,5.0,158.0,14.0,2.0,19.0,289.0,245.0,,19.0,1.0,6.0,1.0,5.0,92.0,141.0,5.0,,,,,,,,,
389,40,1998MM04,4.0,157.0,12.0,2.0,17.0,286.0,242.0,,19.0,1.0,5.0,1.0,5.0,92.0,142.0,4.0,,,,,,,,,
390,40,1998MM05,4.0,158.0,12.0,2.0,16.0,284.0,241.0,,19.0,1.0,4.0,1.0,6.0,92.0,144.0,4.0,,,,,,,,,
391,40,1998MM06,6.0,154.0,14.0,2.0,17.0,284.0,240.0,,19.0,1.0,5.0,1.0,6.0,92.0,143.0,4.0,,,,,,,,,
392,40,1998MM07,6.0,152.0,15.0,2.0,24.0,277.0,235.0,,19.0,1.0,6.0,1.0,6.0,92.0,143.0,4.0,,,,,,,,,
393,40,1998MM08,5.0,152.0,13.0,2.0,15.0,277.0,235.0,,20.0,1.0,6.0,1.0,5.0,94.0,145.0,5.0,,,,,,,,,
394,40,1998MM09,6.0,151.0,14.0,2.0,15.0,278.0,236.0,,20.0,1.0,5.0,1.0,6.0,94.0,144.0,4.0,,,,,,,,,
395,40,1998MM10,5.0,152.0,13.0,2.0,18.0,275.0,233.0,,20.0,1.0,5.0,1.0,5.0,95.0,145.0,6.0,,,,,,,,,
396,40,1998MM11,5.0,151.0,14.0,2.0,17.0,274.0,233.0,,20.0,1.0,6.0,1.0,6.0,96.0,146.0,5.0,,,,,,,,,
397,40,1998MM12,5.0,149.0,12.0,2.0,18.0,271.0,229.0,,21.0,1.0,6.0,1.0,7.0,96.0,144.0,4.0,,,,,,,,,
398,40,1999MM01,4.0,148.0,10.0,2.0,16.0,267.0,225.0,,20.0,1.0,7.0,1.0,7.0,96.0,143.0,3.0,,,,,,,,,
399,40,1999MM02,5.0,147.0,11.0,2.0,15.0,265.0,224.0,,21.0,1.0,6.0,1.0,6.0,97.0,145.0,4.0,,,,,,,,,
400,40,1999MM03,5.0,147.0,13.0,2.0,17.0,263.0,222.0,,21.0,1.0,6.0,1.0,7.0,97.0,146.0,4.0,,,,,,,,,
401,40,1999MM04,4.0,147.0,11.0,2.0,15.0,260.0,219.0,,21.0,1.0,5.0,1.0,5.0,97.0,146.0,4.0,,,,,,,,,
402,40,1999MM05,4.0,144.0,9.0,1.0,13.0,257.0,217.0,,22.0,0.0,5.0,1.0,6.0,97.0,148.0,4.0,,,,,,,,,
403,40,1999MM06,5.0,143.0,12.0,2.0,16.0,255.0,215.0,,21.0,1.0,5.0,1.0,6.0,97.0,148.0,4.0,,,,,,,,,
404,40,1999MM07,5.0,144.0,14.0,2.0,15.0,255.0,215.0,,21.0,1.0,7.0,1.0,7.0,97.0,148.0,5.0,,,,,,,,,
405,40,1999MM08,5.0,140.0,11.0,2.0,15.0,254.0,217.0,,21.0,1.0,6.0,1.0,6.0,98.0,149.0,4.0,,,,,,,,,
406,40,1999MM09,5.0,140.0,13.0,2.0,14.0,254.0,218.0,,21.0,1.0,6.0,1.0,6.0,98.0,149.0,4.0,,,,,,,,,
407,40,1999MM10,4.0,140.0,13.0,2.0,16.0,253.0,217.0,,22.0,0.0,5.0,1.0,5.0,98.0,150.0,4.0,,,,,,,,,
408,40,1999MM11,5.0,138.0,13.0,2.0,16.0,253.0,217.0,,22.0,1.0,5.0,1.0,6.0,99.0,150.0,4.0,,,,,,,,,
409,40,1999MM12,4.0,137.0,11.0,2.0,15.0,250.0,214.0,,22.0,1.0,5.0,1.0,6.0,99.0,151.0,4.0,,,,,,,,,
410,40,2000MM01,4.0,145.0,9.0,1.0,12.0,248.0,212.0,,22.0,0.0,5.0,1.0,5.0,99.0,153.0,3.0,,,,,,,,,
411,40,2000MM02,4.0,142.0,10.0,2.0,13.0,247.0,211.0,,21.0,0.0,5.0,1.0,5.0,99.0,153.0,3.0,,,,,,,,,
412,40,2000MM03,4.0,141.0,10.0,1.0,14.0,244.0,209.0,,21.0,0.0,6.0,1.0,5.0,101.0,155.0,4.0,,,,,,,,,
413,40,2000MM04,3.0,140.0,9.0,1.0,13.0,242.0,206.0,,20.0,0.0,5.0,1.0,5.0,101.0,157.0,3.0,,,,,,,,,
414,40,2000MM05,4.0,137.0,10.0,1.0,15.0,238.0,205.0,,21.0,0.0,5.0,1.0,5.0,101.0,159.0,4.0,,,,,,,,,
415,40,2000MM06,4.0,136.0,12.0,2.0,16.0,235.0,203.0,,21.0,0.0,4.0,1.0,4.0,101.0,160.0,3.0,,,,,,,,,
416,40,2000MM07,4.0,135.0,10.0,2.0,14.0,233.0,201.0,,21.0,0.0,5.0,1.0,5.0,102.0,162.0,4.0,,,,,,,,,
417,40,2000MM08,4.0,134.0,10.0,2.0,14.0,231.0,200.0,,20.0,0.0,4.0,1.0,4.0,102.0,163.0,3.0,,,,,,,,,
418,40,2000MM09,4.0,132.0,10.0,2.0,14.0,228.0,198.0,,20.0,1.0,5.0,1.0,6.0,102.0,163.0,3.0,,,,,,,,,
419,40,2000MM10,3.0,130.0,10.0,2.0,12.0,228.0,199.0,,20.0,0.0,6.0,1.0,7.0,102.0,164.0,3.0,,,,,,,,,
420,40,2000MM11,3.0,129.0,8.0,2.0,13.0,225.0,194.0,,20.0,0.0,3.0,1.0,5.0,100.0,161.0,3.0,,,,,,,,,
421,40,2000MM12,3.0,122.0,7.0,2.0,12.0,222.0,193.0,,20.0,0.0,2.0,1.0,4.0,99.0,160.0,2.0,,,,,,,,,
422,40,2001MM01,3.0,120.0,10.0,2.0,13.0,221.0,191.0,,19.0,1.0,4.0,1.0,6.0,98.0,153.0,6.0,,,,,,,,,
423,40,2001MM02,3.0,116.0,9.0,1.0,10.0,221.0,192.0,,19.0,0.0,4.0,1.0,4.0,98.0,150.0,3.0,,,,,,,,,
424,40,2001MM03,3.0,110.0,11.0,2.0,12.0,221.0,192.0,,19.0,0.0,4.0,1.0,5.0,98.0,147.0,3.0,,,,,,,,,
425,40,2001MM04,3.0,108.0,9.0,2.0,12.0,221.0,192.0,,19.0,0.0,4.0,1.0,5.0,97.0,143.0,2.0,,,,,,,,,
426,40,2001MM05,3.0,104.0,8.0,2.0,11.0,220.0,191.0,,19.0,0.0,4.0,1.0,5.0,97.0,139.0,2.0,,,,,,,,,
427,40,2001MM06,3.0,101.0,8.0,2.0,9.0,220.0,191.0,,19.0,0.0,4.0,1.0,6.0,96.0,136.0,3.0,,,,,,,,,
428,40,2001MM07,3.0,118.0,9.0,2.0,13.0,218.0,184.0,,18.0,0.0,4.0,1.0,10.0,91.0,126.0,3.0,,,,,,,,,
429,40,2001MM08,3.0,114.0,9.0,2.0,11.0,217.0,180.0,,18.0,0.0,4.0,1.0,6.0,90.0,121.0,3.0,,,,,,,,,
430,40,2001MM09,3.0,111.0,8.0,1.0,9.0,217.0,183.0,,17.0,0.0,4.0,1.0,5.0,89.0,115.0,3.0,,,,,,,,,
431,40,2001MM10,3.0,114.0,7.0,1.0,4.0,221.0,186.0,,16.0,0.0,4.0,1.0,7.0,87.0,107.0,4.0,,,,,,,,,
432,40,2001MM11,2.0,111.0,7.0,1.0,15.0,215.0,181.0,,15.0,0.0,4.0,1.0,3.0,87.0,114.0,2.0,,,,,,,,,
433,40,2001MM12,2.0,108.0,5.0,1.0,14.0,206.0,173.0,,15.0,1.0,4.0,1.0,3.0,88.0,127.0,2.0,,,,,,,,,
434,40,2002MM01,2.0,106.0,6.0,1.0,10.0,204.0,170.0,,15.0,0.0,2.0,0.0,3.0,88.0,126.0,2.0,,,,,,,,,
435,40,2002MM02,2.0,104.0,6.0,1.0,11.0,199.0,166.0,,15.0,0.0,2.0,1.0,1.0,90.0,126.0,3.0,,,,,,,,,
436,40,2002MM03,2.0,100.0,5.0,1.0,13.0,193.0,160.0,,15.0,0.0,2.0,1.0,2.0,91.0,124.0,2.0,,,,,,,,,
437,40,2002MM04,2.0,99.0,5.0,1.0,9.0,190.0,157.0,,15.0,0.0,2.0,0.0,1.0,93.0,122.0,3.0,,,,,,,,,
438,40,2002MM05,2.0,95.0,5.0,1.0,15.0,181.0,149.0,,14.0,0.0,2.0,1.0,9.0,86.0,119.0,2.0,,,,,,,,,
439,40,2002MM06,2.0,92.0,5.0,1.0,7.0,179.0,148.0,,14.0,0.0,3.0,1.0,4.0,85.0,105.0,3.0,,,,,,,,,
440,40,2002MM07,3.0,90.0,7.0,1.0,12.0,176.0,144.0,,14.0,0.0,5.0,0.0,5.0,86.0,122.0,5.0,,,,,,,,,
441,40,2002MM08,2.0,90.0,6.0,1.0,11.0,172.0,145.0,,14.0,0.0,3.0,0.0,5.0,84.0,122.0,3.0,,,,,,,,,
442,40,2002MM09,2.0,86.0,6.0,1.0,10.0,169.0,140.0,,13.0,0.0,4.0,0.0,4.0,84.0,116.0,2.0,,,,,,,,,
443,40,2002MM10,2.0,85.0,5.0,1.0,10.0,166.0,137.0,,13.0,0.0,4.0,1.0,5.0,84.0,110.0,4.0,,,,,,,,,
444,40,2002MM11,2.0,88.0,7.0,1.0,6.0,168.0,140.0,,13.0,0.0,3.0,0.0,4.0,83.0,108.0,3.0,,,,,,,,,
445,40,2002MM12,2.0,86.0,5.0,1.0,9.0,165.0,137.0,,12.0,0.0,3.0,0.0,4.0,82.0,106.0,2.0,,,,,,,,,
446,40,2003MM01,1.0,84.0,4.0,1.0,18.0,152.0,128.0,,14.0,0.0,3.0,1.0,2.0,83.0,106.0,2.0,,,,,,,,,
447,40,2003MM02,2.0,82.0,4.0,1.0,7.0,150.0,128.0,,14.0,0.0,4.0,0.0,5.0,83.0,107.0,3.0,,,,,,,,,
448,40,2003MM03,1.0,80.0,4.0,1.0,9.0,146.0,124.0,,14.0,0.0,3.0,0.0,5.0,81.0,105.0,2.0,,,,,,,,,
449,40,2003MM04,1.0,78.0,4.0,1.0,7.0,143.0,124.0,,14.0,0.0,4.0,0.0,5.0,80.0,106.0,3.0,,,,,,,,,
450,40,2003MM05,2.0,77.0,4.0,1.0,7.0,140.0,123.0,,14.0,0.0,3.0,0.0,5.0,79.0,106.0,2.0,,,,,,,,,
451,40,2003MM06,2.0,75.0,4.0,1.0,9.0,137.0,121.0,,14.0,0.0,3.0,1.0,5.0,77.0,107.0,2.0,,,,,,,,,
452,40,2003MM07,2.0,74.0,5.0,1.0,9.0,134.0,120.0,,15.0,0.0,4.0,0.0,4.0,77.0,108.0,3.0,,,,,,,,,
453,40,2003MM08,1.0,72.0,3.0,1.0,3.0,135.0,121.0,,15.0,0.0,3.0,0.0,4.0,77.0,109.0,2.0,,,,,,,,,
454,40,2003MM09,2.0,71.0,5.0,1.0,9.0,132.0,120.0,,13.0,0.0,3.0,0.0,4.0,76.0,110.0,2.0,,,,,,,,,
455,40,2003MM10,2.0,69.0,5.0,1.0,7.0,130.0,120.0,,13.0,0.0,2.0,0.0,5.0,75.0,111.0,1.0,,,,,,,,,
456,40,2003MM11,2.0,68.0,4.0,1.0,7.0,128.0,120.0,,13.0,0.0,2.0,0.0,4.0,73.0,112.0,2.0,,,,,,,,,
457,40,2003MM12,2.0,67.0,5.0,1.0,9.0,124.0,118.0,,12.0,0.0,3.0,0.0,4.0,73.0,112.0,2.0,,,,,,,,,
458,40,2004MM01,1.0,67.0,4.0,1.0,4.0,125.0,118.0,,12.0,0.0,1.0,0.0,4.0,71.0,111.0,1.0,,,,,,,,,
459,40,2004MM02,2.0,65.0,4.0,1.0,6.0,124.0,117.0,,12.0,0.0,2.0,0.0,3.0,70.0,110.0,1.0,,,,,,,,,
460,40,2004MM03,2.0,65.0,5.0,1.0,7.0,123.0,116.0,,12.0,0.0,3.0,0.0,5.0,69.0,108.0,2.0,,,,,,,,,
461,40,2004MM04,1.0,64.0,5.0,1.0,6.0,123.0,115.0,,12.0,0.0,3.0,0.0,5.0,68.0,105.0,2.0,,,,,,,,,
462,40,2004MM05,1.0,64.0,4.0,1.0,6.0,121.0,113.0,,13.0,0.0,3.0,0.0,4.0,67.0,105.0,1.0,,,,,,,,,
463,40,2004MM06,2.0,63.0,5.0,1.0,6.0,120.0,112.0,,12.0,0.0,2.0,0.0,4.0,66.0,103.0,1.0,,,,,,,,,
464,40,2004MM07,2.0,62.0,5.0,1.0,7.0,119.0,111.0,,13.0,0.0,3.0,0.0,3.0,66.0,102.0,2.0,,,,,,,,,
465,40,2004MM08,1.0,62.0,4.0,1.0,5.0,119.0,111.0,,12.0,0.0,3.0,0.0,3.0,67.0,103.0,2.0,,,,,,,,,
466,40,2004MM09,2.0,62.0,5.0,1.0,6.0,119.0,110.0,,13.0,0.0,3.0,0.0,4.0,67.0,103.0,2.0,,,,,,,,,
467,40,2004MM10,2.0,61.0,5.0,1.0,7.0,118.0,108.0,,12.0,0.0,3.0,0.0,3.0,66.0,102.0,2.0,,,,,,,,,
468,40,2004MM11,1.0,61.0,4.0,1.0,5.0,118.0,108.0,,12.0,0.0,3.0,0.0,3.0,66.0,103.0,2.0,,,,,,,,,
469,40,2004MM12,1.0,59.0,4.0,1.0,7.0,115.0,105.0,,12.0,0.0,3.0,0.0,4.0,65.0,101.0,2.0,,,,,,,,,
470,40,2005MM01,1.0,58.0,3.0,1.0,4.0,115.0,105.0,12.0,12.0,0.0,3.0,0.0,3.0,65.0,101.0,2.0,,,,,,,,,
471,40,2005MM02,1.0,57.0,3.0,0.0,7.0,111.0,101.0,12.0,12.0,0.0,2.0,0.0,3.0,65.0,100.0,1.0,,,,,,,,,
472,40,2005MM03,1.0,57.0,3.0,1.0,7.0,107.0,99.0,12.0,12.0,0.0,3.0,0.0,4.0,64.0,99.0,2.0,,,,,,,,,
473,40,2005MM04,1.0,56.0,3.0,1.0,7.0,104.0,96.0,12.0,12.0,0.0,2.0,0.0,3.0,63.0,99.0,1.0,,,,,,,,,
474,40,2005MM05,1.0,55.0,3.0,1.0,6.0,101.0,93.0,12.0,12.0,0.0,2.0,0.0,4.0,62.0,98.0,1.0,,,,,,,,,
475,40,2005MM06,1.0,54.0,3.0,1.0,7.0,98.0,90.0,11.0,11.0,0.0,2.0,0.0,3.0,61.0,96.0,1.0,,,,,,,,,
476,40,2005MM07,1.0,53.0,3.0,0.0,5.0,96.0,89.0,11.0,11.0,0.0,2.0,0.0,3.0,61.0,96.0,1.0,,,,,,,,,
477,40,2005MM08,1.0,52.0,4.0,1.0,7.0,93.0,86.0,11.0,11.0,0.0,2.0,0.0,3.0,60.0,94.0,1.0,,,,,,,,,
478,40,2005MM09,3.0,53.0,5.0,1.0,6.0,93.0,86.0,11.0,11.0,0.0,1.0,0.0,3.0,59.0,93.0,1.0,,,,,,,,,
479,40,2005MM10,1.0,52.0,4.0,1.0,7.0,90.0,84.0,11.0,11.0,0.0,2.0,0.0,3.0,58.0,93.0,1.0,,,,,,,,,
480,40,2005MM11,1.0,51.0,4.0,1.0,6.0,88.0,83.0,11.0,11.0,0.0,2.0,0.0,3.0,58.0,91.0,1.0,,,,,,,,,
481,40,2005MM12,1.0,49.0,3.0,1.0,7.0,84.0,79.0,11.0,11.0,0.0,2.0,0.0,3.0,57.0,89.0,1.0,,,,,,,,,
482,40,2006X000,1.0,50.0,3.0,1.0,4.0,84.0,79.0,10.0,10.0,0.0,1.0,0.0,5.0,53.0,85.0,1.0,,,,,,,,,
483,40,2006MM01,1.0,50.0,3.0,1.0,4.0,84.0,79.0,10.0,10.0,0.0,1.0,0.0,5.0,53.0,85.0,1.0,,,,,,,,,
484,40,2006MM02,1.0,50.0,3.0,1.0,3.0,85.0,79.0,10.0,10.0,0.0,1.0,0.0,5.0,49.0,80.0,1.0,,,,,,,,,
485,40,2006MM03,1.0,50.0,3.0,1.0,4.0,84.0,78.0,9.0,9.0,0.0,1.0,0.0,6.0,46.0,76.0,1.0,,,,,,,,,
486,40,2006MM04,1.0,50.0,3.0,1.0,3.0,85.0,78.0,9.0,9.0,0.0,1.0,0.0,5.0,42.0,71.0,0.0,,,,,,,,,
487,40,2006MM05,1.0,50.0,3.0,1.0,4.0,84.0,77.0,8.0,8.0,0.0,1.0,0.0,6.0,38.0,66.0,0.0,,,,,,,,,
488,40,2006MM06,1.0,50.0,3.0,1.0,4.0,84.0,77.0,8.0,8.0,0.0,1.0,0.0,5.0,35.0,61.0,0.0,,,,,,,,,
489,40,2006MM07,1.0,51.0,4.0,1.0,4.0,85.0,77.0,7.0,7.0,0.0,1.0,0.0,5.0,31.0,49.0,0.0,,,,,,,,,
490,40,2006MM08,1.0,50.0,3.0,1.0,4.0,85.0,77.0,7.0,7.0,0.0,1.0,0.0,5.0,28.0,43.0,0.0,,,,,,,,,
