ID,ArbeidspositieEindePeriode,LangdurigeAandoening,Geslacht,KinderenInHuishouden,Perioden,Personen15Tot65JaarBeginPeriode_1,WerkzameBeroepsbevolkingBeginPeriode_2,WerklozenNietActievenBeginPeriode_3
0,1,1, 1,10,2003kw01,10893,6945,3948
1,1,1, 1,10,2003kw02,10906,6959,3948
2,1,1, 1,10,2003kw03,10906,7022,3884
3,1,1, 1,10,2003kw04,10913,6945,3968
4,1,1, 1,10,2003JJ00,10903,6969,3934
5,1,1, 1,10,2004kw01,10919,6894,4025
6,1,1, 1,10,2004kw02,10923,6933,3990
7,1,1, 1,10,2004kw03,10927,7004,3923
8,1,1, 1,10,2004kw04,10931,6933,3998
9,1,1, 1,10,2004JJ00,10925,6941,3984
10,1,1, 1,10,2005kw01,10935,6881,4054
11,1,1, 1,10,2005kw02,10938,6959,3979
12,1,1, 1,10,2005kw03,10941,7042,3900
13,1,1, 1,10,2005kw04,10945,7010,3934
14,1,1, 1,10,2005JJ00,10940,6973,3967
15,1,1, 1,10,2006kw01,10948,6994,3953
16,1,1, 1,10,2006kw02,10950,7060,3890
17,1,1, 1,10,2006kw03,10951,7170,3781
18,1,1, 1,10,2006kw04,10956,7165,3791
19,1,1, 1,10,2006JJ00,10952,7097,3854
20,1,1, 1,10,2008kw01,10984,7396,3588
21,1,1, 1,10,2008kw02,10992,7495,3497
22,1,1, 1,10,2008kw03,11001,7578,3423
23,1,1, 1,10,2008kw04,11010,7534,3476
24,1,1, 1,10,2008JJ00,10997,7501,3496
25,1,1, 1,10,2009kw01,11014,7500,3514
26,1,1, 1,10,2009kw02,11014,7495,3518
27,1,1, 1,10,2009kw03,11014,7499,3514
28,1,1, 1,10,2009kw04,11013,7382,3631
29,1,1, 1,10,2009JJ00,11014,7469,3545
30,1,1, 1,10,2010kw01,11014,7312,3702
31,1,1, 1,10,2010kw02,11016,7370,3646
32,1,1, 1,10,2010kw03,11018,7455,3563
33,1,1, 1,10,2010kw04,11020,7426,3595
34,1,1, 1,11,2003kw01,6199,3969,2230
35,1,1, 1,11,2003kw02,6202,3996,2206
36,1,1, 1,11,2003kw03,6178,4047,2131
37,1,1, 1,11,2003kw04,6202,3984,2218
38,1,1, 1,11,2003JJ00,6104,3944,2160
39,1,1, 1,11,2004kw01,6236,3969,2267
40,1,1, 1,11,2004kw02,6245,3986,2259
41,1,1, 1,11,2004kw03,6221,4032,2189
42,1,1, 1,11,2004kw04,6236,3966,2270
43,1,1, 1,11,2004JJ00,6166,3928,2238
44,1,1, 1,11,2005kw01,6206,3936,2270
45,1,1, 1,11,2005kw02,6201,3988,2213
46,1,1, 1,11,2005kw03,6199,4054,2145
47,1,1, 1,11,2005kw04,6210,4032,2177
48,1,1, 1,11,2005JJ00,6143,3959,2184
49,1,1, 1,11,2006kw01,6213,4022,2191
50,1,1, 1,11,2006kw02,6190,4042,2148
51,1,1, 1,11,2006kw03,6160,4100,2060
52,1,1, 1,11,2006kw04,6193,4117,2077
53,1,1, 1,11,2006JJ00,6110,4019,2091
54,1,1, 1,11,2008kw01,6239,4270,1969
55,1,1, 1,11,2008kw02,6246,4310,1936
56,1,1, 1,11,2008kw03,6266,4393,1873
57,1,1, 1,11,2008kw04,6280,4347,1933
58,1,1, 1,11,2008JJ00,6201,4305,1896
59,1,1, 1,11,2009kw01,6272,4299,1974
60,1,1, 1,11,2009kw02,6287,4334,1953
61,1,1, 1,11,2009kw03,6278,4350,1928
62,1,1, 1,11,2009kw04,6238,4216,2022
63,1,1, 1,11,2009JJ00,6173,4235,1938
64,1,1, 1,11,2010kw01,6219,4175,2044
65,1,1, 1,11,2010kw02,6226,4211,2014
66,1,1, 1,11,2010kw03,6175,4221,1954
67,1,1, 1,11,2010kw04,6171,4183,1987
68,1,1, 1,12,2003kw01,4711,3034,1677
69,1,1, 1,12,2003kw02,4712,3055,1657
70,1,1, 1,12,2003kw03,4708,3108,1601
71,1,1, 1,12,2003kw04,4706,3047,1659
72,1,1, 1,12,2003JJ00,4629,3020,1609
73,1,1, 1,12,2004kw01,4716,3029,1687
74,1,1, 1,12,2004kw02,4677,3010,1667
75,1,1, 1,12,2004kw03,4670,3057,1613
76,1,1, 1,12,2004kw04,4689,3009,1680
77,1,1, 1,12,2004JJ00,4640,2995,1646
78,1,1, 1,12,2005kw01,4695,2994,1701
79,1,1, 1,12,2005kw02,4671,3021,1650
80,1,1, 1,12,2005kw03,4659,3063,1596
81,1,1, 1,12,2005kw04,4686,3065,1622
82,1,1, 1,12,2005JJ00,4635,3012,1623
83,1,1, 1,12,2006kw01,4702,3077,1625
84,1,1, 1,12,2006kw02,4672,3079,1594
85,1,1, 1,12,2006kw03,4662,3136,1526
86,1,1, 1,12,2006kw04,4670,3139,1531
87,1,1, 1,12,2006JJ00,4619,3068,1551
88,1,1, 1,12,2008kw01,4623,3191,1431
89,1,1, 1,12,2008kw02,4621,3213,1407
90,1,1, 1,12,2008kw03,4634,3275,1359
91,1,1, 1,12,2008kw04,4636,3249,1387
92,1,1, 1,12,2008JJ00,4627,3261,1366
93,1,1, 1,12,2009kw01,4641,3226,1415
94,1,1, 1,12,2009kw02,4624,3229,1394
95,1,1, 1,12,2009kw03,4613,3240,1374
96,1,1, 1,12,2009kw04,4604,3156,1448
97,1,1, 1,12,2009JJ00,4629,3220,1409
98,1,1, 1,12,2010kw01,4594,3133,1461
99,1,1, 1,12,2010kw02,4571,3157,1414
100,1,1, 1,12,2010kw03,4576,3194,1382
101,1,1, 1,12,2010kw04,4508,3113,1395
102,1,1, 1,13,2003kw01,1488,935,553
103,1,1, 1,13,2003kw02,1490,941,549
104,1,1, 1,13,2003kw03,1470,939,530
105,1,1, 1,13,2003kw04,1495,937,558
106,1,1, 1,13,2003JJ00,1474,924,551
107,1,1, 1,13,2004kw01,1520,940,580
108,1,1, 1,13,2004kw02,1569,977,592
109,1,1, 1,13,2004kw03,1551,975,576
110,1,1, 1,13,2004kw04,1547,957,591
111,1,1, 1,13,2004JJ00,1525,933,592
112,1,1, 1,13,2005kw01,1511,942,568
113,1,1, 1,13,2005kw02,1530,967,563
114,1,1, 1,13,2005kw03,1540,991,549
115,1,1, 1,13,2005kw04,1523,968,555
116,1,1, 1,13,2005JJ00,1508,947,562
117,1,1, 1,13,2006kw01,1511,945,566
118,1,1, 1,13,2006kw02,1518,963,554
119,1,1, 1,13,2006kw03,1498,964,534
120,1,1, 1,13,2006kw04,1523,978,545
121,1,1, 1,13,2006JJ00,1491,951,540
122,1,1, 1,13,2008kw01,1616,1078,537
123,1,1, 1,13,2008kw02,1626,1097,529
124,1,1, 1,13,2008kw03,1632,1118,514
125,1,1, 1,13,2008kw04,1645,1098,547
126,1,1, 1,13,2008JJ00,1575,1044,530
127,1,1, 1,13,2009kw01,1631,1072,559
128,1,1, 1,13,2009kw02,1663,1105,559
129,1,1, 1,13,2009kw03,1664,1110,554
130,1,1, 1,13,2009kw04,1634,1059,574
131,1,1, 1,13,2009JJ00,1544,1015,529
132,1,1, 1,13,2010kw01,1625,1042,582
133,1,1, 1,13,2010kw02,1655,1054,600
134,1,1, 1,13,2010kw03,1599,1027,573
135,1,1, 1,13,2010kw04,1662,1070,592
136,1,1, 1,14,2003kw01,4694,2976,1718
137,1,1, 1,14,2003kw02,4705,2963,1742
138,1,1, 1,14,2003kw03,4728,2975,1753
139,1,1, 1,14,2003kw04,4711,2961,1750
140,1,1, 1,14,2003JJ00,4799,3026,1774
141,1,1, 1,14,2004kw01,4683,2925,1758
142,1,1, 1,14,2004kw02,4678,2947,1731
143,1,1, 1,14,2004kw03,4706,2972,1734
144,1,1, 1,14,2004kw04,4695,2967,1728
145,1,1, 1,14,2004JJ00,4759,3013,1746
146,1,1, 1,14,2005kw01,4730,2945,1784
147,1,1, 1,14,2005kw02,4737,2971,1766
148,1,1, 1,14,2005kw03,4743,2987,1755
149,1,1, 1,14,2005kw04,4735,2978,1757
150,1,1, 1,14,2005JJ00,4797,3014,1783
151,1,1, 1,14,2006kw01,4734,2972,1762
152,1,1, 1,14,2006kw02,4760,3019,1742
153,1,1, 1,14,2006kw03,4791,3070,1721
154,1,1, 1,14,2006kw04,4762,3048,1714
155,1,1, 1,14,2006JJ00,4842,3078,1763
156,1,1, 1,14,2008kw01,4745,3126,1619
157,1,1, 1,14,2008kw02,4746,3185,1561
158,1,1, 1,14,2008kw03,4735,3185,1550
159,1,1, 1,14,2008kw04,4730,3187,1542
160,1,1, 1,14,2008JJ00,4795,3196,1599
161,1,1, 1,14,2009kw01,4742,3201,1541
162,1,1, 1,14,2009kw02,4727,3162,1565
163,1,1, 1,14,2009kw03,4736,3149,1586
164,1,1, 1,14,2009kw04,4776,3167,1609
165,1,1, 1,14,2009JJ00,4840,3234,1606
166,1,1, 1,14,2010kw01,4796,3137,1658
167,1,1, 1,14,2010kw02,4791,3159,1632
168,1,1, 1,14,2010kw03,4843,3235,1609
169,1,1, 1,14,2010kw04,4850,3243,1607
170,1,1, 2,10,2003kw01,5507,4109,1398
171,1,1, 2,10,2003kw02,5513,4119,1394
172,1,1, 2,10,2003kw03,5512,4146,1366
173,1,1, 2,10,2003kw04,5514,4109,1405
174,1,1, 2,10,2003JJ00,5512,4138,1373
175,1,1, 2,10,2004kw01,5516,4086,1430
176,1,1, 2,10,2004kw02,5517,4076,1441
177,1,1, 2,10,2004kw03,5516,4110,1407
178,1,1, 2,10,2004kw04,5515,4058,1457
179,1,1, 2,10,2004JJ00,5516,4095,1421
180,1,1, 2,10,2005kw01,5516,4041,1474
181,1,1, 2,10,2005kw02,5517,4074,1443
182,1,1, 2,10,2005kw03,5518,4084,1434
183,1,1, 2,10,2005kw04,5518,4072,1446
184,1,1, 2,10,2005JJ00,5517,4078,1439
185,1,1, 2,10,2006kw01,5518,4060,1458
186,1,1, 2,10,2006kw02,5519,4088,1431
187,1,1, 2,10,2006kw03,5510,4147,1363
188,1,1, 2,10,2006kw04,5517,4134,1383
189,1,1, 2,10,2006JJ00,5517,4122,1396
190,1,1, 2,10,2008kw01,5527,4224,1303
191,1,1, 2,10,2008kw02,5531,4286,1245
192,1,1, 2,10,2008kw03,5535,4317,1218
193,1,1, 2,10,2008kw04,5539,4281,1258
194,1,1, 2,10,2008JJ00,5533,4285,1248
195,1,1, 2,10,2009kw01,5540,4253,1288
196,1,1, 2,10,2009kw02,5538,4234,1304
197,1,1, 2,10,2009kw03,5536,4218,1318
198,1,1, 2,10,2009kw04,5534,4156,1377
199,1,1, 2,10,2009JJ00,5537,4217,1320
200,1,1, 2,10,2010kw01,5533,4087,1446
201,1,1, 2,10,2010kw02,5533,4121,1412
202,1,1, 2,10,2010kw03,5533,4168,1364
203,1,1, 2,10,2010kw04,5532,4148,1385
204,1,1, 2,11,2003kw01,3108,2385,724
205,1,1, 2,11,2003kw02,3111,2403,708
206,1,1, 2,11,2003kw03,3089,2419,670
207,1,1, 2,11,2003kw04,3101,2386,714
208,1,1, 2,11,2003JJ00,3055,2371,684
209,1,1, 2,11,2004kw01,3118,2370,748
210,1,1, 2,11,2004kw02,3125,2364,761
211,1,1, 2,11,2004kw03,3122,2394,728
212,1,1, 2,11,2004kw04,3120,2356,764
213,1,1, 2,11,2004JJ00,3089,2342,748
214,1,1, 2,11,2005kw01,3099,2342,757
215,1,1, 2,11,2005kw02,3089,2356,733
216,1,1, 2,11,2005kw03,3083,2365,718
217,1,1, 2,11,2005kw04,3090,2358,731
218,1,1, 2,11,2005JJ00,3062,2336,726
219,1,1, 2,11,2006kw01,3102,2360,743
220,1,1, 2,11,2006kw02,3090,2356,734
221,1,1, 2,11,2006kw03,3075,2385,689
222,1,1, 2,11,2006kw04,3088,2379,709
223,1,1, 2,11,2006JJ00,3046,2345,701
224,1,1, 2,11,2008kw01,3101,2425,676
225,1,1, 2,11,2008kw02,3098,2453,645
226,1,1, 2,11,2008kw03,3118,2481,637
227,1,1, 2,11,2008kw04,3134,2454,680
228,1,1, 2,11,2008JJ00,3087,2437,651
229,1,1, 2,11,2009kw01,3125,2426,699
230,1,1, 2,11,2009kw02,3131,2429,702
231,1,1, 2,11,2009kw03,3121,2428,693
232,1,1, 2,11,2009kw04,3089,2351,738
233,1,1, 2,11,2009JJ00,3057,2368,688
234,1,1, 2,11,2010kw01,3079,2313,766
235,1,1, 2,11,2010kw02,3082,2336,746
236,1,1, 2,11,2010kw03,3052,2337,715
237,1,1, 2,11,2010kw04,3051,2322,729
238,1,1, 2,12,2003kw01,2293,1796,497
239,1,1, 2,12,2003kw02,2296,1808,488
240,1,1, 2,12,2003kw03,2284,1826,458
241,1,1, 2,12,2003kw04,2288,1793,495
242,1,1, 2,12,2003JJ00,2255,1783,472
243,1,1, 2,12,2004kw01,2295,1781,514
244,1,1, 2,12,2004kw02,2272,1758,514
245,1,1, 2,12,2004kw03,2276,1784,492
246,1,1, 2,12,2004kw04,2278,1759,520
247,1,1, 2,12,2004JJ00,2262,1757,505
248,1,1, 2,12,2005kw01,2282,1750,532
249,1,1, 2,12,2005kw02,2265,1752,513
250,1,1, 2,12,2005kw03,2256,1754,502
251,1,1, 2,12,2005kw04,2272,1760,511
252,1,1, 2,12,2005JJ00,2252,1743,509
253,1,1, 2,12,2006kw01,2287,1778,509
254,1,1, 2,12,2006kw02,2272,1766,506
255,1,1, 2,12,2006kw03,2268,1794,474
256,1,1, 2,12,2006kw04,2267,1785,482
257,1,1, 2,12,2006JJ00,2241,1756,485
258,1,1, 2,12,2008kw01,2235,1784,451
259,1,1, 2,12,2008kw02,2235,1795,441
260,1,1, 2,12,2008kw03,2247,1812,435
261,1,1, 2,12,2008kw04,2250,1793,457
262,1,1, 2,12,2008JJ00,2244,1804,440
263,1,1, 2,12,2009kw01,2252,1785,467
264,1,1, 2,12,2009kw02,2240,1774,466
265,1,1, 2,12,2009kw03,2234,1776,458
266,1,1, 2,12,2009kw04,2228,1729,499
267,1,1, 2,12,2009JJ00,2238,1769,469
268,1,1, 2,12,2010kw01,2218,1702,516
269,1,1, 2,12,2010kw02,2215,1719,496
270,1,1, 2,12,2010kw03,2213,1737,476
271,1,1, 2,12,2010kw04,2171,1693,478
272,1,1, 2,13,2003kw01,815,589,227
273,1,1, 2,13,2003kw02,815,595,220
274,1,1, 2,13,2003kw03,805,593,212
275,1,1, 2,13,2003kw04,813,594,219
276,1,1, 2,13,2003JJ00,800,588,213
277,1,1, 2,13,2004kw01,823,589,234
278,1,1, 2,13,2004kw02,853,606,247
279,1,1, 2,13,2004kw03,846,610,236
280,1,1, 2,13,2004kw04,842,597,245
281,1,1, 2,13,2004JJ00,828,585,243
282,1,1, 2,13,2005kw01,817,592,225
283,1,1, 2,13,2005kw02,824,605,220
284,1,1, 2,13,2005kw03,827,611,216
285,1,1, 2,13,2005kw04,818,598,220
286,1,1, 2,13,2005JJ00,810,592,217
287,1,1, 2,13,2006kw01,815,582,233
288,1,1, 2,13,2006kw02,818,590,227
289,1,1, 2,13,2006kw03,807,591,216
290,1,1, 2,13,2006kw04,821,595,226
291,1,1, 2,13,2006JJ00,804,588,216
292,1,1, 2,13,2008kw01,866,641,225
293,1,1, 2,13,2008kw02,863,658,205
294,1,1, 2,13,2008kw03,871,669,202
295,1,1, 2,13,2008kw04,884,661,224
296,1,1, 2,13,2008JJ00,843,633,211
297,1,1, 2,13,2009kw01,872,640,232
298,1,1, 2,13,2009kw02,891,655,236
299,1,1, 2,13,2009kw03,887,651,235
300,1,1, 2,13,2009kw04,861,623,238
301,1,1, 2,13,2009JJ00,819,599,220
302,1,1, 2,13,2010kw01,862,611,250
303,1,1, 2,13,2010kw02,866,617,249
304,1,1, 2,13,2010kw03,840,601,239
305,1,1, 2,13,2010kw04,880,629,251
306,1,1, 2,14,2003kw01,2399,1725,675
307,1,1, 2,14,2003kw02,2402,1717,686
308,1,1, 2,14,2003kw03,2423,1727,696
309,1,1, 2,14,2003kw04,2413,1722,690
310,1,1, 2,14,2003JJ00,2457,1768,689
311,1,1, 2,14,2004kw01,2397,1716,681
312,1,1, 2,14,2004kw02,2392,1712,680
313,1,1, 2,14,2004kw03,2394,1716,678
314,1,1, 2,14,2004kw04,2395,1703,693
315,1,1, 2,14,2004JJ00,2427,1753,673
316,1,1, 2,14,2005kw01,2417,1699,718
317,1,1, 2,14,2005kw02,2427,1718,710
318,1,1, 2,14,2005kw03,2435,1718,717
319,1,1, 2,14,2005kw04,2428,1714,715
320,1,1, 2,14,2005JJ00,2455,1742,713
321,1,1, 2,14,2006kw01,2415,1700,716
322,1,1, 2,14,2006kw02,2429,1732,697
323,1,1, 2,14,2006kw03,2435,1762,674
324,1,1, 2,14,2006kw04,2429,1755,675
325,1,1, 2,14,2006JJ00,2471,1777,694
326,1,1, 2,14,2008kw01,2426,1799,627
327,1,1, 2,14,2008kw02,2433,1833,600
328,1,1, 2,14,2008kw03,2417,1836,581
329,1,1, 2,14,2008kw04,2405,1827,578
330,1,1, 2,14,2008JJ00,2446,1849,597
331,1,1, 2,14,2009kw01,2415,1827,588
332,1,1, 2,14,2009kw02,2408,1805,603
333,1,1, 2,14,2009kw03,2415,1790,625
334,1,1, 2,14,2009kw04,2445,1805,640
335,1,1, 2,14,2009JJ00,2480,1849,631
336,1,1, 2,14,2010kw01,2454,1774,680
337,1,1, 2,14,2010kw02,2451,1784,667
338,1,1, 2,14,2010kw03,2480,1831,649
339,1,1, 2,14,2010kw04,2482,1826,656
340,1,1, 3,10,2003kw01,5385,2836,2550
341,1,1, 3,10,2003kw02,5393,2839,2554
342,1,1, 3,10,2003kw03,5394,2876,2518
343,1,1, 3,10,2003kw04,5399,2836,2563
344,1,1, 3,10,2003JJ00,5391,2831,2560
345,1,1, 3,10,2004kw01,5403,2808,2595
346,1,1, 3,10,2004kw02,5406,2857,2549
347,1,1, 3,10,2004kw03,5411,2895,2516
348,1,1, 3,10,2004kw04,5416,2875,2541
349,1,1, 3,10,2004JJ00,5409,2846,2563
350,1,1, 3,10,2005kw01,5419,2840,2580
351,1,1, 3,10,2005kw02,5422,2885,2536
352,1,1, 3,10,2005kw03,5423,2958,2465
353,1,1, 3,10,2005kw04,5427,2938,2488
354,1,1, 3,10,2005JJ00,5423,2896,2527
355,1,1, 3,10,2006kw01,5430,2935,2495
356,1,1, 3,10,2006kw02,5431,2973,2459
357,1,1, 3,10,2006kw03,5441,3023,2418
358,1,1, 3,10,2006kw04,5438,3030,2408
359,1,1, 3,10,2006JJ00,5434,2976,2458
360,1,1, 3,10,2008kw01,5457,3172,2285
361,1,1, 3,10,2008kw02,5461,3209,2252
362,1,1, 3,10,2008kw03,5466,3261,2205
363,1,1, 3,10,2008kw04,5471,3253,2217
364,1,1, 3,10,2008JJ00,5464,3215,2248
365,1,1, 3,10,2009kw01,5474,3247,2227
366,1,1, 3,10,2009kw02,5476,3262,2214
367,1,1, 3,10,2009kw03,5478,3281,2196
368,1,1, 3,10,2009kw04,5480,3226,2253
369,1,1, 3,10,2009JJ00,5477,3252,2225
370,1,1, 3,10,2010kw01,5482,3226,2256
371,1,1, 3,10,2010kw02,5484,3249,2234
372,1,1, 3,10,2010kw03,5486,3287,2199
373,1,1, 3,10,2010kw04,5488,3278,2210
374,1,1, 3,11,2003kw01,3090,1584,1506
375,1,1, 3,11,2003kw02,3091,1593,1498
376,1,1, 3,11,2003kw03,3089,1628,1461
377,1,1, 3,11,2003kw04,3101,1598,1503
378,1,1, 3,11,2003JJ00,3049,1573,1476
379,1,1, 3,11,2004kw01,3118,1599,1518
380,1,1, 3,11,2004kw02,3120,1622,1498
381,1,1, 3,11,2004kw03,3099,1638,1461
382,1,1, 3,11,2004kw04,3116,1610,1506
383,1,1, 3,11,2004JJ00,3076,1586,1490
384,1,1, 3,11,2005kw01,3107,1594,1513
385,1,1, 3,11,2005kw02,3112,1632,1480
386,1,1, 3,11,2005kw03,3116,1689,1427
387,1,1, 3,11,2005kw04,3120,1674,1446
388,1,1, 3,11,2005JJ00,3081,1623,1458
389,1,1, 3,11,2006kw01,3111,1662,1448
390,1,1, 3,11,2006kw02,3100,1686,1414
391,1,1, 3,11,2006kw03,3086,1715,1371
392,1,1, 3,11,2006kw04,3105,1737,1368
393,1,1, 3,11,2006JJ00,3064,1674,1390
394,1,1, 3,11,2008kw01,3138,1845,1293
395,1,1, 3,11,2008kw02,3148,1858,1291
396,1,1, 3,11,2008kw03,3148,1912,1236
397,1,1, 3,11,2008kw04,3146,1893,1253
398,1,1, 3,11,2008JJ00,3114,1868,1246
399,1,1, 3,11,2009kw01,3147,1873,1274
400,1,1, 3,11,2009kw02,3156,1905,1251
401,1,1, 3,11,2009kw03,3157,1922,1235
402,1,1, 3,11,2009kw04,3149,1864,1285
403,1,1, 3,11,2009JJ00,3116,1867,1250
404,1,1, 3,11,2010kw01,3140,1862,1277
405,1,1, 3,11,2010kw02,3144,1875,1269
406,1,1, 3,11,2010kw03,3123,1884,1239
407,1,1, 3,11,2010kw04,3120,1861,1258
408,1,1, 3,12,2003kw01,2418,1238,1180
409,1,1, 3,12,2003kw02,2416,1247,1169
410,1,1, 3,12,2003kw03,2424,1282,1142
411,1,1, 3,12,2003kw04,2418,1254,1164
412,1,1, 3,12,2003JJ00,2375,1237,1138
413,1,1, 3,12,2004kw01,2421,1248,1173
414,1,1, 3,12,2004kw02,2405,1252,1153
415,1,1, 3,12,2004kw03,2394,1274,1120
416,1,1, 3,12,2004kw04,2411,1251,1160
417,1,1, 3,12,2004JJ00,2379,1238,1141
418,1,1, 3,12,2005kw01,2413,1244,1169
419,1,1, 3,12,2005kw02,2406,1270,1137
420,1,1, 3,12,2005kw03,2403,1309,1094
421,1,1, 3,12,2005kw04,2415,1304,1110
422,1,1, 3,12,2005JJ00,2383,1269,1114
423,1,1, 3,12,2006kw01,2415,1299,1116
424,1,1, 3,12,2006kw02,2400,1313,1087
425,1,1, 3,12,2006kw03,2394,1341,1052
426,1,1, 3,12,2006kw04,2403,1354,1049
427,1,1, 3,12,2006JJ00,2378,1312,1066
428,1,1, 3,12,2008kw01,2388,1407,981
429,1,1, 3,12,2008kw02,2385,1419,967
430,1,1, 3,12,2008kw03,2387,1463,924
431,1,1, 3,12,2008kw04,2386,1456,930
432,1,1, 3,12,2008JJ00,2383,1457,926
433,1,1, 3,12,2009kw01,2389,1441,948
434,1,1, 3,12,2009kw02,2384,1455,929
435,1,1, 3,12,2009kw03,2379,1463,916
436,1,1, 3,12,2009kw04,2376,1428,949
437,1,1, 3,12,2009JJ00,2391,1451,941
438,1,1, 3,12,2010kw01,2376,1431,945
439,1,1, 3,12,2010kw02,2356,1438,917
440,1,1, 3,12,2010kw03,2363,1458,905
441,1,1, 3,12,2010kw04,2337,1420,917
442,1,1, 3,13,2003kw01,672,346,326
443,1,1, 3,13,2003kw02,675,346,329
444,1,1, 3,13,2003kw03,665,346,318
445,1,1, 3,13,2003kw04,683,343,339
446,1,1, 3,13,2003JJ00,674,336,338
447,1,1, 3,13,2004kw01,697,351,346
448,1,1, 3,13,2004kw02,715,370,345
449,1,1, 3,13,2004kw03,705,365,340
450,1,1, 3,13,2004kw04,705,359,346
451,1,1, 3,13,2004JJ00,698,348,350
452,1,1, 3,13,2005kw01,694,350,344
453,1,1, 3,13,2005kw02,705,362,343
454,1,1, 3,13,2005kw03,713,380,333
455,1,1, 3,13,2005kw04,705,370,335
456,1,1, 3,13,2005JJ00,698,354,344
457,1,1, 3,13,2006kw01,696,364,332
458,1,1, 3,13,2006kw02,700,373,327
459,1,1, 3,13,2006kw03,692,374,318
460,1,1, 3,13,2006kw04,702,383,319
461,1,1, 3,13,2006JJ00,686,362,324
462,1,1, 3,13,2008kw01,750,437,312
463,1,1, 3,13,2008kw02,763,439,324
464,1,1, 3,13,2008kw03,761,449,312
465,1,1, 3,13,2008kw04,760,437,323
466,1,1, 3,13,2008JJ00,732,412,320
467,1,1, 3,13,2009kw01,759,432,327
468,1,1, 3,13,2009kw02,773,450,322
469,1,1, 3,13,2009kw03,778,459,319
470,1,1, 3,13,2009kw04,773,437,336
471,1,1, 3,13,2009JJ00,725,416,309
472,1,1, 3,13,2010kw01,763,431,332
473,1,1, 3,13,2010kw02,788,437,351
474,1,1, 3,13,2010kw03,760,426,334
475,1,1, 3,13,2010kw04,783,441,341
476,1,1, 3,14,2003kw01,2295,1252,1043
477,1,1, 3,14,2003kw02,2302,1246,1056
478,1,1, 3,14,2003kw03,2305,1248,1057
479,1,1, 3,14,2003kw04,2298,1239,1060
480,1,1, 3,14,2003JJ00,2343,1258,1085
481,1,1, 3,14,2004kw01,2285,1208,1077
482,1,1, 3,14,2004kw02,2286,1235,1051
483,1,1, 3,14,2004kw03,2312,1256,1055
484,1,1, 3,14,2004kw04,2300,1265,1035
485,1,1, 3,14,2004JJ00,2333,1260,1073
486,1,1, 3,14,2005kw01,2313,1246,1067
487,1,1, 3,14,2005kw02,2310,1254,1056
488,1,1, 3,14,2005kw03,2307,1269,1039
489,1,1, 3,14,2005kw04,2307,1264,1043
490,1,1, 3,14,2005JJ00,2342,1272,1069
491,1,1, 3,14,2006kw01,2319,1272,1047
492,1,1, 3,14,2006kw02,2331,1287,1044
493,1,1, 3,14,2006kw03,2355,1308,1047
494,1,1, 3,14,2006kw04,2333,1293,1040
495,1,1, 3,14,2006JJ00,2370,1302,1069
496,1,1, 3,14,2008kw01,2319,1327,992
497,1,1, 3,14,2008kw02,2313,1351,961
498,1,1, 3,14,2008kw03,2318,1350,969
499,1,1, 3,14,2008kw04,2325,1360,965
500,1,1, 3,14,2008JJ00,2350,1347,1002
501,1,1, 3,14,2009kw01,2327,1374,952
502,1,1, 3,14,2009kw02,2319,1356,963
503,1,1, 3,14,2009kw03,2321,1359,961
504,1,1, 3,14,2009kw04,2330,1362,969
505,1,1, 3,14,2009JJ00,2360,1385,975
506,1,1, 3,14,2010kw01,2342,1364,978
507,1,1, 3,14,2010kw02,2340,1374,965
508,1,1, 3,14,2010kw03,2363,1404,959
509,1,1, 3,14,2010kw04,2368,1417,952
510,1,2, 1,10,2003kw01,2685,1328,1357
511,1,2, 1,10,2003kw02,2680,1304,1377
512,1,2, 1,10,2003kw03,2705,1334,1372
513,1,2, 1,10,2003kw04,2711,1317,1394
514,1,2, 1,10,2003JJ00,2735,1343,1392
515,1,2, 1,10,2004kw01,2673,1282,1391
516,1,2, 1,10,2004kw02,2678,1294,1383
517,1,2, 1,10,2004kw03,2684,1331,1354
518,1,2, 1,10,2004kw04,2707,1319,1388
519,1,2, 1,10,2004JJ00,2717,1337,1380
520,1,2, 1,10,2005kw01,2707,1299,1408
521,1,2, 1,10,2005kw02,2725,1323,1402
522,1,2, 1,10,2005kw03,2706,1314,1392
523,1,2, 1,10,2005kw04,2685,1308,1377
524,1,2, 1,10,2005JJ00,2739,1339,1400
525,1,2, 1,10,2006kw01,2675,1304,1371
526,1,2, 1,10,2006kw02,2696,1307,1388
527,1,2, 1,10,2006kw03,2666,1300,1366
528,1,2, 1,10,2006kw04,2628,1274,1354
529,1,2, 1,10,2006JJ00,2656,1288,1368
530,1,2, 1,10,2008kw01,3020,1687,1333
531,1,2, 1,10,2008kw02,2827,1569,1258
532,1,2, 1,10,2008kw03,2612,1395,1217
533,1,2, 1,10,2008kw04,2474,1288,1186
534,1,2, 1,10,2008JJ00,2523,1298,1225
535,1,2, 1,10,2009kw01,2469,1273,1196
536,1,2, 1,10,2009kw02,2513,1293,1219
537,1,2, 1,10,2009kw03,2530,1297,1232
538,1,2, 1,10,2009kw04,2547,1288,1259
539,1,2, 1,10,2009JJ00,2585,1333,1253
540,1,2, 1,10,2010kw01,2530,1276,1254
541,1,2, 1,10,2010kw02,2317,1148,1169
542,1,2, 1,10,2010kw03,2191,1069,1122
543,1,2, 1,10,2010kw04,2021,958,1063
544,1,2, 1,11,2003kw01,1273,691,583
