ID,ArbeidspositieEindePeriode,LangdurigeAandoening,Geslacht,KinderenInHuishouden,Perioden,Personen15Tot65JaarBeginPeriode_1,WerkzameBeroepsbevolkingBeginPeriode_2,WerklozenNietActievenBeginPeriode_3
3583,5,2, 1,10,2005kw04,1386,53,1334
3584,5,2, 1,10,2005JJ00,1408,113,1295
3585,5,2, 1,10,2006kw01,1373,41,1332
3586,5,2, 1,10,2006kw02,1372,38,1333
3587,5,2, 1,10,2006kw03,1367,46,1321
3588,5,2, 1,10,2006kw04,1352,40,1312
3589,5,2, 1,10,2006JJ00,1351,94,1256
3590,5,2, 1,10,2008kw01,1316,47,1269
3591,5,2, 1,10,2008kw02,1257,50,1207
3592,5,2, 1,10,2008kw03,1219,51,1168
3593,5,2, 1,10,2008kw04,1202,54,1148
3594,5,2, 1,10,2008JJ00,1263,124,1139
3595,5,2, 1,10,2009kw01,1211,50,1161
3596,5,2, 1,10,2009kw02,1226,55,1171
3597,5,2, 1,10,2009kw03,1262,67,1195
3598,5,2, 1,10,2009kw04,1276,59,1217
3599,5,2, 1,10,2009JJ00,1300,142,1158
3600,5,2, 1,10,2010kw01,1255,49,1207
3601,5,2, 1,10,2010kw02,1172,46,1125
3602,5,2, 1,10,2010kw03,1129,44,1085
3603,5,2, 1,10,2010kw04,1085,49,1036
3604,5,2, 1,11,2003kw01,583,22,561
3605,5,2, 1,11,2003kw02,575,23,552
3606,5,2, 1,11,2003kw03,576,33,543
3607,5,2, 1,11,2003kw04,593,27,566
3608,5,2, 1,11,2003JJ00,594,60,534
3609,5,2, 1,11,2004kw01,597,21,576
3610,5,2, 1,11,2004kw02,588,20,568
3611,5,2, 1,11,2004kw03,588,33,555
3612,5,2, 1,11,2004kw04,605,26,580
3613,5,2, 1,11,2004JJ00,598,54,544
3614,5,2, 1,11,2005kw01,575,20,556
3615,5,2, 1,11,2005kw02,572,20,552
3616,5,2, 1,11,2005kw03,580,27,553
3617,5,2, 1,11,2005kw04,563,19,543
3618,5,2, 1,11,2005JJ00,568,40,528
3619,5,2, 1,11,2006kw01,570,19,551
3620,5,2, 1,11,2006kw02,566,17,549
3621,5,2, 1,11,2006kw03,551,24,528
3622,5,2, 1,11,2006kw04,546,16,530
3623,5,2, 1,11,2006JJ00,535,36,499
3624,5,2, 1,11,2008kw01,541,23,517
3625,5,2, 1,11,2008kw02,515,23,492
3626,5,2, 1,11,2008kw03,501,27,473
3627,5,2, 1,11,2008kw04,494,26,468
3628,5,2, 1,11,2008JJ00,493,54,439
3629,5,2, 1,11,2009kw01,513,25,487
3630,5,2, 1,11,2009kw02,506,24,482
3631,5,2, 1,11,2009kw03,520,33,487
3632,5,2, 1,11,2009kw04,535,28,507
3633,5,2, 1,11,2009JJ00,536,70,465
3634,5,2, 1,11,2010kw01,509,22,487
3635,5,2, 1,11,2010kw02,455,20,435
3636,5,2, 1,11,2010kw03,438,22,416
3637,5,2, 1,11,2010kw04,423,20,403
3638,5,2, 1,12,2003kw01,397,16,381
3639,5,2, 1,12,2003kw02,388,16,372
3640,5,2, 1,12,2003kw03,396,24,372
3641,5,2, 1,12,2003kw04,406,20,387
3642,5,2, 1,12,2003JJ00,403,42,361
3643,5,2, 1,12,2004kw01,409,15,393
3644,5,2, 1,12,2004kw02,394,13,381
3645,5,2, 1,12,2004kw03,392,24,369
3646,5,2, 1,12,2004kw04,409,16,393
3647,5,2, 1,12,2004JJ00,399,37,362
3648,5,2, 1,12,2005kw01,390,15,376
3649,5,2, 1,12,2005kw02,389,15,374
3650,5,2, 1,12,2005kw03,394,19,375
3651,5,2, 1,12,2005kw04,382,14,368
3652,5,2, 1,12,2005JJ00,382,29,353
3653,5,2, 1,12,2006kw01,380,12,368
3654,5,2, 1,12,2006kw02,373,12,361
3655,5,2, 1,12,2006kw03,359,17,342
3656,5,2, 1,12,2006kw04,354,10,344
3657,5,2, 1,12,2006JJ00,344,22,322
3658,5,2, 1,12,2008kw01,353,15,338
3659,5,2, 1,12,2008kw02,340,17,323
3660,5,2, 1,12,2008kw03,321,17,303
3661,5,2, 1,12,2008kw04,312,17,295
3662,5,2, 1,12,2008JJ00,305,34,270
3663,5,2, 1,12,2009kw01,326,17,310
3664,5,2, 1,12,2009kw02,324,16,309
3665,5,2, 1,12,2009kw03,323,20,303
3666,5,2, 1,12,2009kw04,340,17,323
3667,5,2, 1,12,2009JJ00,344,43,301
3668,5,2, 1,12,2010kw01,322,13,308
3669,5,2, 1,12,2010kw02,286,13,272
3670,5,2, 1,12,2010kw03,277,17,260
3671,5,2, 1,12,2010kw04,256,12,245
3672,5,2, 1,13,2003kw01,185,6,180
3673,5,2, 1,13,2003kw02,188,8,180
3674,5,2, 1,13,2003kw03,180,9,171
3675,5,2, 1,13,2003kw04,187,8,179
3676,5,2, 1,13,2003JJ00,192,18,173
3677,5,2, 1,13,2004kw01,188,5,183
3678,5,2, 1,13,2004kw02,194,7,187
3679,5,2, 1,13,2004kw03,196,10,186
3680,5,2, 1,13,2004kw04,197,10,187
3681,5,2, 1,13,2004JJ00,199,17,183
3682,5,2, 1,13,2005kw01,185,5,180
3683,5,2, 1,13,2005kw02,182,5,177
3684,5,2, 1,13,2005kw03,186,8,178
3685,5,2, 1,13,2005kw04,181,6,175
3686,5,2, 1,13,2005JJ00,186,11,175
3687,5,2, 1,13,2006kw01,189,7,183
3688,5,2, 1,13,2006kw02,193,5,189
3689,5,2, 1,13,2006kw03,192,7,185
3690,5,2, 1,13,2006kw04,191,5,186
3691,5,2, 1,13,2006JJ00,191,14,177
3692,5,2, 1,13,2008kw01,188,8,179
3693,5,2, 1,13,2008kw02,175,6,168
3694,5,2, 1,13,2008kw03,180,10,170
3695,5,2, 1,13,2008kw04,182,10,172
3696,5,2, 1,13,2008JJ00,189,20,169
3697,5,2, 1,13,2009kw01,186,9,178
3698,5,2, 1,13,2009kw02,182,8,174
3699,5,2, 1,13,2009kw03,197,13,184
3700,5,2, 1,13,2009kw04,195,11,184
3701,5,2, 1,13,2009JJ00,191,28,164
3702,5,2, 1,13,2010kw01,187,9,178
3703,5,2, 1,13,2010kw02,169,7,162
3704,5,2, 1,13,2010kw03,162,5,156
3705,5,2, 1,13,2010kw04,166,8,158
3706,5,2, 1,14,2003kw01,783,27,756
3707,5,2, 1,14,2003kw02,799,24,775
3708,5,2, 1,14,2003kw03,820,29,791
3709,5,2, 1,14,2003kw04,827,32,795
3710,5,2, 1,14,2003JJ00,841,71,770
3711,5,2, 1,14,2004kw01,802,25,777
3712,5,2, 1,14,2004kw02,787,23,765
3713,5,2, 1,14,2004kw03,780,23,758
3714,5,2, 1,14,2004kw04,814,36,778
3715,5,2, 1,14,2004JJ00,818,79,739
3716,5,2, 1,14,2005kw01,825,22,803
3717,5,2, 1,14,2005kw02,823,21,802
3718,5,2, 1,14,2005kw03,819,22,798
3719,5,2, 1,14,2005kw04,824,33,790
3720,5,2, 1,14,2005JJ00,840,73,767
3721,5,2, 1,14,2006kw01,804,22,781
3722,5,2, 1,14,2006kw02,806,22,784
3723,5,2, 1,14,2006kw03,815,22,793
3724,5,2, 1,14,2006kw04,807,25,782
3725,5,2, 1,14,2006JJ00,815,58,758
3726,5,2, 1,14,2008kw01,775,24,752
3727,5,2, 1,14,2008kw02,742,27,715
3728,5,2, 1,14,2008kw03,718,24,694
3729,5,2, 1,14,2008kw04,708,27,681
3730,5,2, 1,14,2008JJ00,769,69,700
3731,5,2, 1,14,2009kw01,699,25,674
3732,5,2, 1,14,2009kw02,720,31,689
3733,5,2, 1,14,2009kw03,742,34,708
3734,5,2, 1,14,2009kw04,741,31,710
3735,5,2, 1,14,2009JJ00,764,72,692
3736,5,2, 1,14,2010kw01,747,27,720
3737,5,2, 1,14,2010kw02,717,26,691
3738,5,2, 1,14,2010kw03,690,21,669
3739,5,2, 1,14,2010kw04,662,29,634
3740,5,2, 2,10,2003kw01,509,25,484
3741,5,2, 2,10,2003kw02,512,25,487
3742,5,2, 2,10,2003kw03,511,31,480
3743,5,2, 2,10,2003kw04,520,33,487
3744,5,2, 2,10,2003JJ00,523,66,458
3745,5,2, 2,10,2004kw01,509,26,483
3746,5,2, 2,10,2004kw02,506,23,483
3747,5,2, 2,10,2004kw03,503,28,475
3748,5,2, 2,10,2004kw04,532,34,499
3749,5,2, 2,10,2004JJ00,526,69,457
3750,5,2, 2,10,2005kw01,525,20,505
3751,5,2, 2,10,2005kw02,520,19,500
3752,5,2, 2,10,2005kw03,537,24,513
3753,5,2, 2,10,2005kw04,530,28,502
3754,5,2, 2,10,2005JJ00,538,55,483
3755,5,2, 2,10,2006kw01,520,19,501
3756,5,2, 2,10,2006kw02,518,16,502
3757,5,2, 2,10,2006kw03,505,20,485
3758,5,2, 2,10,2006kw04,505,22,483
3759,5,2, 2,10,2006JJ00,498,44,454
3760,5,2, 2,10,2008kw01,484,20,464
3761,5,2, 2,10,2008kw02,462,24,438
3762,5,2, 2,10,2008kw03,446,25,421
3763,5,2, 2,10,2008kw04,440,30,410
3764,5,2, 2,10,2008JJ00,476,71,406
3765,5,2, 2,10,2009kw01,445,27,418
3766,5,2, 2,10,2009kw02,462,31,431
3767,5,2, 2,10,2009kw03,484,32,453
3768,5,2, 2,10,2009kw04,489,31,458
3769,5,2, 2,10,2009JJ00,494,76,418
3770,5,2, 2,10,2010kw01,491,25,465
3771,5,2, 2,10,2010kw02,457,22,435
3772,5,2, 2,10,2010kw03,443,20,423
3773,5,2, 2,10,2010kw04,430,25,405
3774,5,2, 2,11,2003kw01,180,10,170
3775,5,2, 2,11,2003kw02,182,11,171
3776,5,2, 2,11,2003kw03,186,19,167
3777,5,2, 2,11,2003kw04,190,15,175
3778,5,2, 2,11,2003JJ00,188,29,159
3779,5,2, 2,11,2004kw01,194,10,184
3780,5,2, 2,11,2004kw02,196,12,184
3781,5,2, 2,11,2004kw03,192,14,177
3782,5,2, 2,11,2004kw04,202,14,188
3783,5,2, 2,11,2004JJ00,196,23,173
3784,5,2, 2,11,2005kw01,186,8,177
3785,5,2, 2,11,2005kw02,180,8,171
3786,5,2, 2,11,2005kw03,188,12,176
3787,5,2, 2,11,2005kw04,183,9,174
3788,5,2, 2,11,2005JJ00,183,16,167
3789,5,2, 2,11,2006kw01,191,11,180
3790,5,2, 2,11,2006kw02,188,6,182
3791,5,2, 2,11,2006kw03,181,10,171
3792,5,2, 2,11,2006kw04,185,8,177
3793,5,2, 2,11,2006JJ00,176,15,161
3794,5,2, 2,11,2008kw01,170,9,162
3795,5,2, 2,11,2008kw02,160,11,149
3796,5,2, 2,11,2008kw03,164,12,152
3797,5,2, 2,11,2008kw04,163,12,150
3798,5,2, 2,11,2008JJ00,165,28,137
3799,5,2, 2,11,2009kw01,171,14,157
3800,5,2, 2,11,2009kw02,170,11,159
3801,5,2, 2,11,2009kw03,181,15,166
3802,5,2, 2,11,2009kw04,184,13,171
3803,5,2, 2,11,2009JJ00,184,35,149
3804,5,2, 2,11,2010kw01,179,10,169
3805,5,2, 2,11,2010kw02,153,9,144
3806,5,2, 2,11,2010kw03,154,11,143
3807,5,2, 2,11,2010kw04,150,11,139
3808,5,2, 2,12,2003kw01,111,8,104
3809,5,2, 2,12,2003kw02,109,6,102
3810,5,2, 2,12,2003kw03,116,13,103
3811,5,2, 2,12,2003kw04,121,10,111
3812,5,2, 2,12,2003JJ00,117,19,98
3813,5,2, 2,12,2004kw01,124,7,117
3814,5,2, 2,12,2004kw02,117,6,111
3815,5,2, 2,12,2004kw03,114,10,104
3816,5,2, 2,12,2004kw04,120,8,112
3817,5,2, 2,12,2004JJ00,115,13,102
3818,5,2, 2,12,2005kw01,116,6,110
3819,5,2, 2,12,2005kw02,116,6,110
3820,5,2, 2,12,2005kw03,125,8,117
3821,5,2, 2,12,2005kw04,119,5,113
3822,5,2, 2,12,2005JJ00,117,10,107
3823,5,2, 2,12,2006kw01,118,6,111
3824,5,2, 2,12,2006kw02,111,3,108
3825,5,2, 2,12,2006kw03,106,7,99
3826,5,2, 2,12,2006kw04,108,5,104
3827,5,2, 2,12,2006JJ00,101,8,93
3828,5,2, 2,12,2008kw01,99,5,94
3829,5,2, 2,12,2008kw02,99,8,91
3830,5,2, 2,12,2008kw03,100,7,93
3831,5,2, 2,12,2008kw04,96,6,90
3832,5,2, 2,12,2008JJ00,94,15,79
3833,5,2, 2,12,2009kw01,102,9,94
3834,5,2, 2,12,2009kw02,102,7,96
3835,5,2, 2,12,2009kw03,103,8,95
3836,5,2, 2,12,2009kw04,111,7,104
3837,5,2, 2,12,2009JJ00,112,19,92
3838,5,2, 2,12,2010kw01,110,6,104
3839,5,2, 2,12,2010kw02,90,6,84
3840,5,2, 2,12,2010kw03,88,8,80
3841,5,2, 2,12,2010kw04,81,6,75
3842,5,2, 2,13,2003kw01,69,3,66
3843,5,2, 2,13,2003kw02,73,5,69
3844,5,2, 2,13,2003kw03,70,6,64
3845,5,2, 2,13,2003kw04,69,5,64
3846,5,2, 2,13,2003JJ00,70,9,61
3847,5,2, 2,13,2004kw01,70,3,67
3848,5,2, 2,13,2004kw02,79,6,73
3849,5,2, 2,13,2004kw03,78,5,74
3850,5,2, 2,13,2004kw04,82,6,75
3851,5,2, 2,13,2004JJ00,81,9,72
3852,5,2, 2,13,2005kw01,70,2,68
3853,5,2, 2,13,2005kw02,64,2,62
3854,5,2, 2,13,2005kw03,63,4,59
3855,5,2, 2,13,2005kw04,64,3,61
3856,5,2, 2,13,2005JJ00,66,6,60
3857,5,2, 2,13,2006kw01,73,4,68
3858,5,2, 2,13,2006kw02,76,3,74
3859,5,2, 2,13,2006kw03,75,3,72
3860,5,2, 2,13,2006kw04,77,3,74
3861,5,2, 2,13,2006JJ00,75,7,68
3862,5,2, 2,13,2008kw01,71,4,67
3863,5,2, 2,13,2008kw02,61,3,58
3864,5,2, 2,13,2008kw03,63,4,59
3865,5,2, 2,13,2008kw04,67,6,60
3866,5,2, 2,13,2008JJ00,71,14,58
3867,5,2, 2,13,2009kw01,69,5,64
3868,5,2, 2,13,2009kw02,68,4,64
3869,5,2, 2,13,2009kw03,78,7,71
3870,5,2, 2,13,2009kw04,72,5,67
3871,5,2, 2,13,2009JJ00,72,15,57
3872,5,2, 2,13,2010kw01,69,4,65
3873,5,2, 2,13,2010kw02,64,3,60
3874,5,2, 2,13,2010kw03,66,3,63
3875,5,2, 2,13,2010kw04,69,5,64
3876,5,2, 2,14,2003kw01,329,15,314
3877,5,2, 2,14,2003kw02,330,14,316
3878,5,2, 2,14,2003kw03,326,12,314
3879,5,2, 2,14,2003kw04,330,18,312
3880,5,2, 2,14,2003JJ00,336,37,299
3881,5,2, 2,14,2004kw01,316,17,299
3882,5,2, 2,14,2004kw02,311,11,299
3883,5,2, 2,14,2004kw03,311,13,298
3884,5,2, 2,14,2004kw04,331,20,311
3885,5,2, 2,14,2004JJ00,330,46,283
3886,5,2, 2,14,2005kw01,340,12,328
3887,5,2, 2,14,2005kw02,340,11,329
3888,5,2, 2,14,2005kw03,348,12,337
3889,5,2, 2,14,2005kw04,347,20,328
3890,5,2, 2,14,2005JJ00,355,39,316
3891,5,2, 2,14,2006kw01,330,9,321
3892,5,2, 2,14,2006kw02,331,10,321
3893,5,2, 2,14,2006kw03,324,10,314
3894,5,2, 2,14,2006kw04,320,14,306
3895,5,2, 2,14,2006JJ00,322,29,293
3896,5,2, 2,14,2008kw01,314,11,303
3897,5,2, 2,14,2008kw02,302,13,289
3898,5,2, 2,14,2008kw03,283,14,269
3899,5,2, 2,14,2008kw04,278,18,260
3900,5,2, 2,14,2008JJ00,311,42,269
3901,5,2, 2,14,2009kw01,274,13,261
3902,5,2, 2,14,2009kw02,292,20,272
3903,5,2, 2,14,2009kw03,303,16,287
3904,5,2, 2,14,2009kw04,305,19,287
3905,5,2, 2,14,2009JJ00,311,41,269
3906,5,2, 2,14,2010kw01,312,15,297
3907,5,2, 2,14,2010kw02,303,12,291
3908,5,2, 2,14,2010kw03,288,9,279
3909,5,2, 2,14,2010kw04,279,14,265
3910,5,2, 3,10,2003kw01,857,23,834
3911,5,2, 3,10,2003kw02,862,22,840
3912,5,2, 3,10,2003kw03,885,31,853
3913,5,2, 3,10,2003kw04,900,26,874
3914,5,2, 3,10,2003JJ00,911,66,845
3915,5,2, 3,10,2004kw01,890,20,870
3916,5,2, 3,10,2004kw02,869,20,849
3917,5,2, 3,10,2004kw03,865,28,837
3918,5,2, 3,10,2004kw04,888,28,859
3919,5,2, 3,10,2004JJ00,891,64,827
3920,5,2, 3,10,2005kw01,875,22,853
3921,5,2, 3,10,2005kw02,875,22,854
3922,5,2, 3,10,2005kw03,863,25,838
3923,5,2, 3,10,2005kw04,856,24,832
3924,5,2, 3,10,2005JJ00,870,57,813
3925,5,2, 3,10,2006kw01,853,21,832
3926,5,2, 3,10,2006kw02,853,22,831
3927,5,2, 3,10,2006kw03,862,26,836
3928,5,2, 3,10,2006kw04,847,18,829
3929,5,2, 3,10,2006JJ00,852,50,803
3930,5,2, 3,10,2008kw01,832,27,805
3931,5,2, 3,10,2008kw02,795,26,769
3932,5,2, 3,10,2008kw03,772,26,747
3933,5,2, 3,10,2008kw04,761,24,738
3934,5,2, 3,10,2008JJ00,786,53,733
3935,5,2, 3,10,2009kw01,766,23,743
3936,5,2, 3,10,2009kw02,764,24,740
3937,5,2, 3,10,2009kw03,777,35,742
3938,5,2, 3,10,2009kw04,787,28,760
3939,5,2, 3,10,2009JJ00,806,66,739
3940,5,2, 3,10,2010kw01,765,23,741
3941,5,2, 3,10,2010kw02,715,25,690
3942,5,2, 3,10,2010kw03,686,24,663
3943,5,2, 3,10,2010kw04,655,23,632
3944,5,2, 3,11,2003kw01,403,12,391
3945,5,2, 3,11,2003kw02,393,12,381
3946,5,2, 3,11,2003kw03,390,14,376
3947,5,2, 3,11,2003kw04,403,12,391
3948,5,2, 3,11,2003JJ00,406,31,375
3949,5,2, 3,11,2004kw01,403,11,392
3950,5,2, 3,11,2004kw02,392,9,384
3951,5,2, 3,11,2004kw03,396,19,377
3952,5,2, 3,11,2004kw04,404,12,392
3953,5,2, 3,11,2004JJ00,402,31,371
3954,5,2, 3,11,2005kw01,390,11,378
3955,5,2, 3,11,2005kw02,392,12,380
3956,5,2, 3,11,2005kw03,392,15,377
3957,5,2, 3,11,2005kw04,380,11,369
3958,5,2, 3,11,2005JJ00,385,24,361
3959,5,2, 3,11,2006kw01,379,8,371
3960,5,2, 3,11,2006kw02,378,11,367
3961,5,2, 3,11,2006kw03,371,14,357
3962,5,2, 3,11,2006kw04,360,8,353
3963,5,2, 3,11,2006JJ00,359,21,338
3964,5,2, 3,11,2008kw01,371,15,356
3965,5,2, 3,11,2008kw02,355,12,343
3966,5,2, 3,11,2008kw03,337,15,321
3967,5,2, 3,11,2008kw04,331,14,317
3968,5,2, 3,11,2008JJ00,328,26,302
3969,5,2, 3,11,2009kw01,341,11,330
3970,5,2, 3,11,2009kw02,336,13,323
3971,5,2, 3,11,2009kw03,339,17,321
3972,5,2, 3,11,2009kw04,352,15,337
3973,5,2, 3,11,2009JJ00,352,35,316
3974,5,2, 3,11,2010kw01,330,12,318
3975,5,2, 3,11,2010kw02,301,11,291
3976,5,2, 3,11,2010kw03,284,11,273
3977,5,2, 3,11,2010kw04,272,9,263
3978,5,2, 3,12,2003kw01,286,9,277
3979,5,2, 3,12,2003kw02,279,9,270
3980,5,2, 3,12,2003kw03,281,11,269
3981,5,2, 3,12,2003kw04,285,9,276
3982,5,2, 3,12,2003JJ00,285,22,263
3983,5,2, 3,12,2004kw01,285,8,276
3984,5,2, 3,12,2004kw02,277,7,270
3985,5,2, 3,12,2004kw03,278,14,265
3986,5,2, 3,12,2004kw04,289,8,281
3987,5,2, 3,12,2004JJ00,284,24,260
3988,5,2, 3,12,2005kw01,275,9,266
3989,5,2, 3,12,2005kw02,274,9,264
3990,5,2, 3,12,2005kw03,269,11,258
3991,5,2, 3,12,2005kw04,263,8,255
3992,5,2, 3,12,2005JJ00,265,19,246
3993,5,2, 3,12,2006kw01,263,6,257
3994,5,2, 3,12,2006kw02,261,9,252
3995,5,2, 3,12,2006kw03,253,9,243
3996,5,2, 3,12,2006kw04,246,6,241
3997,5,2, 3,12,2006JJ00,243,14,229
3998,5,2, 3,12,2008kw01,254,10,244
3999,5,2, 3,12,2008kw02,241,9,232
4000,5,2, 3,12,2008kw03,220,10,210
4001,5,2, 3,12,2008kw04,216,11,205
4002,5,2, 3,12,2008JJ00,211,19,191
4003,5,2, 3,12,2009kw01,224,8,216
4004,5,2, 3,12,2009kw02,222,9,213
4005,5,2, 3,12,2009kw03,220,12,208
4006,5,2, 3,12,2009kw04,229,9,220
4007,5,2, 3,12,2009JJ00,233,23,209
4008,5,2, 3,12,2010kw01,212,8,204
4009,5,2, 3,12,2010kw02,196,8,188
4010,5,2, 3,12,2010kw03,188,8,180
4011,5,2, 3,12,2010kw04,175,6,170
4012,5,2, 3,13,2003kw01,117,3,114
4013,5,2, 3,13,2003kw02,114,3,111
4014,5,2, 3,13,2003kw03,110,3,107
4015,5,2, 3,13,2003kw04,118,3,115
4016,5,2, 3,13,2003JJ00,121,9,112
4017,5,2, 3,13,2004kw01,118,3,116
4018,5,2, 3,13,2004kw02,115,2,113
4019,5,2, 3,13,2004kw03,118,5,112
4020,5,2, 3,13,2004kw04,115,4,112
4021,5,2, 3,13,2004JJ00,119,7,111
4022,5,2, 3,13,2005kw01,115,3,112
4023,5,2, 3,13,2005kw02,118,2,116
4024,5,2, 3,13,2005kw03,123,5,118
4025,5,2, 3,13,2005kw04,117,3,114
4026,5,2, 3,13,2005JJ00,120,5,115
4027,5,2, 3,13,2006kw01,116,2,114
4028,5,2, 3,13,2006kw02,117,2,115
4029,5,2, 3,13,2006kw03,118,4,114
4030,5,2, 3,13,2006kw04,114,2,112
4031,5,2, 3,13,2006JJ00,116,7,109
4032,5,2, 3,13,2008kw01,117,4,112
4033,5,2, 3,13,2008kw02,114,3,111
4034,5,2, 3,13,2008kw03,117,6,111
4035,5,2, 3,13,2008kw04,115,4,112
4036,5,2, 3,13,2008JJ00,118,7,111
4037,5,2, 3,13,2009kw01,117,3,114
4038,5,2, 3,13,2009kw02,114,4,110
4039,5,2, 3,13,2009kw03,119,5,114
4040,5,2, 3,13,2009kw04,123,6,117
4041,5,2, 3,13,2009JJ00,119,12,107
4042,5,2, 3,13,2010kw01,118,4,113
4043,5,2, 3,13,2010kw02,105,3,102
4044,5,2, 3,13,2010kw03,95,3,93
4045,5,2, 3,13,2010kw04,97,3,94
4046,5,2, 3,14,2003kw01,454,12,442
4047,5,2, 3,14,2003kw02,469,10,459
4048,5,2, 3,14,2003kw03,494,17,477
4049,5,2, 3,14,2003kw04,497,14,483
4050,5,2, 3,14,2003JJ00,505,35,471
4051,5,2, 3,14,2004kw01,487,8,478
4052,5,2, 3,14,2004kw02,477,11,465
4053,5,2, 3,14,2004kw03,469,9,460
4054,5,2, 3,14,2004kw04,484,17,467
4055,5,2, 3,14,2004JJ00,489,33,456
4056,5,2, 3,14,2005kw01,486,11,475
4057,5,2, 3,14,2005kw02,484,10,474
4058,5,2, 3,14,2005kw03,471,10,461
4059,5,2, 3,14,2005kw04,476,13,463
4060,5,2, 3,14,2005JJ00,485,34,451
4061,5,2, 3,14,2006kw01,474,13,461
4062,5,2, 3,14,2006kw02,475,11,463
4063,5,2, 3,14,2006kw03,491,12,479
4064,5,2, 3,14,2006kw04,487,11,476
4065,5,2, 3,14,2006JJ00,493,28,465
4066,5,2, 3,14,2008kw01,462,13,449
4067,5,2, 3,14,2008kw02,440,14,426
4068,5,2, 3,14,2008kw03,435,10,425
4069,5,2, 3,14,2008kw04,430,9,421
4070,5,2, 3,14,2008JJ00,458,27,431
4071,5,2, 3,14,2009kw01,425,12,413
4072,5,2, 3,14,2009kw02,428,11,417
4073,5,2, 3,14,2009kw03,439,18,421
4074,5,2, 3,14,2009kw04,436,12,423
4075,5,2, 3,14,2009JJ00,454,31,423
4076,5,2, 3,14,2010kw01,435,11,424
4077,5,2, 3,14,2010kw02,414,14,400
4078,5,2, 3,14,2010kw03,402,12,390
4079,5,2, 3,14,2010kw04,383,14,368
4080,5,3, 1,10,2003kw01,2568,146,2422
4081,5,3, 1,10,2003kw02,2510,170,2341
4082,5,3, 1,10,2003kw03,2565,229,2336
4083,5,3, 1,10,2003kw04,2599,171,2428
4084,5,3, 1,10,2003JJ00,2527,350,2177
4085,5,3, 1,10,2004kw01,2586,134,2453
4086,5,3, 1,10,2004kw02,2543,149,2395
4087,5,3, 1,10,2004kw03,2626,217,2409
4088,5,3, 1,10,2004kw04,2630,167,2464
4089,5,3, 1,10,2004JJ00,2535,343,2192
4090,5,3, 1,10,2005kw01,2575,118,2457
4091,5,3, 1,10,2005kw02,2501,159,2343
4092,5,3, 1,10,2005kw03,2532,208,2324
4093,5,3, 1,10,2005kw04,2564,162,2402
4094,5,3, 1,10,2005JJ00,2435,301,2133
4095,5,3, 1,10,2006kw01,2514,116,2398
4096,5,3, 1,10,2006kw02,2408,145,2263
4097,5,3, 1,10,2006kw03,2415,201,2215
4098,5,3, 1,10,2006kw04,2426,150,2276
4099,5,3, 1,10,2006JJ00,2292,267,2025
4100,5,3, 1,10,2008kw01,2172,118,2054
4101,5,3, 1,10,2008kw02,2157,154,2003
4102,5,3, 1,10,2008kw03,2248,228,2020
4103,5,3, 1,10,2008kw04,2308,178,2130
4104,5,3, 1,10,2008JJ00,2265,398,1867
4105,5,3, 1,10,2009kw01,2307,167,2141
4106,5,3, 1,10,2009kw02,2288,217,2071
4107,5,3, 1,10,2009kw03,2369,264,2106
4108,5,3, 1,10,2009kw04,2425,210,2215
4109,5,3, 1,10,2009JJ00,2324,420,1904
4110,5,3, 1,10,2010kw01,2389,162,2227
4111,5,3, 1,10,2010kw02,2389,190,2199
4112,5,3, 1,10,2010kw03,2464,239,2224
4113,5,3, 1,10,2010kw04,2577,222,2355
4114,5,3, 1,11,2003kw01,1605,74,1531
4115,5,3, 1,11,2003kw02,1571,101,1470
4116,5,3, 1,11,2003kw03,1605,144,1461
4117,5,3, 1,11,2003kw04,1631,92,1539
4118,5,3, 1,11,2003JJ00,1520,188,1332
4119,5,3, 1,11,2004kw01,1630,74,1556
4120,5,3, 1,11,2004kw02,1599,92,1507
4121,5,3, 1,11,2004kw03,1660,148,1512
4122,5,3, 1,11,2004kw04,1666,88,1578
4123,5,3, 1,11,2004JJ00,1532,174,1358
4124,5,3, 1,11,2005kw01,1628,69,1559
4125,5,3, 1,11,2005kw02,1563,94,1469
4126,5,3, 1,11,2005kw03,1583,133,1450
4127,5,3, 1,11,2005kw04,1604,91,1513
4128,5,3, 1,11,2005JJ00,1461,158,1303
4129,5,3, 1,11,2006kw01,1560,64,1495
4130,5,3, 1,11,2006kw02,1486,91,1395
4131,5,3, 1,11,2006kw03,1512,136,1376
4132,5,3, 1,11,2006kw04,1502,86,1416
4133,5,3, 1,11,2006JJ00,1351,142,1209
4134,5,3, 1,11,2008kw01,1342,64,1278
4135,5,3, 1,11,2008kw02,1338,99,1239
4136,5,3, 1,11,2008kw03,1398,151,1246
4137,5,3, 1,11,2008kw04,1441,102,1339
4138,5,3, 1,11,2008JJ00,1334,222,1112
4139,5,3, 1,11,2009kw01,1439,91,1348
4140,5,3, 1,11,2009kw02,1406,126,1280
4141,5,3, 1,11,2009kw03,1480,178,1302
4142,5,3, 1,11,2009kw04,1506,120,1387
4143,5,3, 1,11,2009JJ00,1378,224,1153
4144,5,3, 1,11,2010kw01,1477,88,1389
4145,5,3, 1,11,2010kw02,1483,117,1367
4146,5,3, 1,11,2010kw03,1534,156,1378
4147,5,3, 1,11,2010kw04,1585,126,1459
4148,5,3, 1,12,2003kw01,1255,55,1200
