ID,BedrijfSector,Perioden,TotaalUitgaven_1,TotaalUitgavenVoorVerwarming_2,Aardgas_3,Warmte_4,OverigeEnergieVoorVerwarming_5,Elektriciteit_6,Motorbrandstoffen_7,TotaalEnergieverbruik_8,TotaalEnergieVoorVerwarming_9,Aardgas_10,Warmte_11,OverigeEnergieVoorVerwarming_12,Elektriciteit_13,Motorbrandstoffen_14,TotaalEnergieverbruik_15,TotaalEnergieVoorVerwarming_16,Aardgas_17,Warmte_18,OverigeEnergieVoorVerwarming_19,Elektriciteit_20,Motorbrandstoffen_21,TotaalPerM2Glas_22,EnergieVoorVerwarming_23,Elektriciteit_24,Motorbrandstoffen_25,TotaalUitgavenPerM2Glas_26,EnergieVoorVerwarming_27,Elektriciteit_28,Motorbrandstoffen_29,TotaalEnergieverbruikPerBedrijf_30,TotaalEnergieVoorVerwarming_31,Aardgas_32,Warmte_33,OverigeEnergieVoorVerwarming_34,Elektriciteit_35,Motorbrandstoffen_36,TotaalUitgavenPerBedrijf_37,TotaalEnergieVoorVerwarming_38,Aardgas_39,Warmte_40,OverigeEnergieVoorVerwarming_41,Elektriciteit_42,Motorbrandstoffen_43,TotaalEnergieverbruikPerBedrijf_44,TotaalEnergieVoorVerwarming_45,Aardgas_46,Warmte_47,OverigeEnergieVoorVerwarming_48,Elektriciteit_49,Motorbrandstoffen_50
78,05,1995JJ00,313.1,256.8,244.9,11.2,0.8,49.1,7.2,78.0,74.7,73.95,0.59,0.16,2.3,0.99,2464.4,2360.2,2336.5,18.7,5.0,640.0,27.7,,,,,,,,,13527.0,12955.0,12825.0,103.0,27.0,399.0,173.0,54317.0,44561.0,42474.0,1951.0,136.0,8486.0,1271.0,427395.0,409328.0,405227.0,3240.0,862.0,110916.0,4808.0
79,05,1996JJ00,371.1,300.1,285.9,12.9,1.3,64.1,6.9,87.8,84.02,79.42,4.35,0.26,3.04,0.74,2774.1,2654.8,2509.2,137.4,8.1,844.0,20.5,,,,,,,,,15620.0,14948.0,14129.0,774.0,46.0,541.0,131.0,66025.0,53410.0,50869.0,2314.0,227.0,11390.0,1225.0,493520.0,472296.0,446406.0,24446.0,1445.0,150170.0,3654.0
80,05,1997JJ00,374.6,292.0,275.6,15.9,0.5,74.7,7.9,78.77,74.42,69.06,5.29,0.06,3.43,0.92,2488.6,2351.3,2182.1,167.2,2.0,952.0,25.6,,,,,,,,,14279.0,13492.0,12521.0,960.0,11.0,621.0,167.0,67886.0,52911.0,49961.0,2859.0,91.0,13568.0,1407.0,451167.0,426277.0,395603.0,30318.0,356.0,172510.0,4646.0
81,05,1998JJ00,394.4,301.9,282.3,19.4,0.2,85.3,7.2,82.05,77.64,71.37,6.24,0.03,3.46,0.95,2592.5,2453.0,2254.8,197.2,0.9,962.0,26.6,,,,,,,,,15047.0,14237.0,13087.0,1145.0,5.0,635.0,175.0,72333.0,55361.0,51776.0,3539.0,45.0,15655.0,1316.0,475421.0,449836.0,413504.0,36169.0,163.0,176367.0,4873.0
82,05,1999JJ00,356.9,272.2,255.2,16.5,0.5,76.5,8.2,77.77,73.19,67.74,5.38,0.07,3.76,0.82,2457.2,2312.5,2140.4,170.0,1.9,1044.0,22.9,,,,,,,,,14223.0,13385.0,12389.0,984.0,12.0,687.0,150.0,65272.0,49776.0,46667.0,3009.0,100.0,13990.0,1505.0,449377.0,422919.0,391448.0,31086.0,341.0,190840.0,4192.0
83,05,2000JJ00,409.4,312.5,291.5,20.4,0.7,87.0,9.9,76.8,71.81,66.33,5.41,0.08,4.06,0.93,2426.7,2268.9,2095.6,170.9,2.1,1127.0,26.1,,,,,,,,,14590.0,13642.0,12600.0,1028.0,14.0,771.0,178.0,77766.0,59369.0,55369.0,3876.0,124.0,16525.0,1872.0,460994.0,431031.0,398106.0,32469.0,402.0,214088.0,4952.0
84,05,2001JJ00,455.9,341.6,319.2,21.6,0.8,103.1,11.3,73.5,68.38,63.3,5.0,0.08,4.19,0.93,2322.3,2160.4,1999.9,158.0,2.3,1164.0,26.0,,,,,,,,,14869.0,13833.0,12805.0,1012.0,16.0,848.0,189.0,92238.0,64729.0,64568.0,,161.0,20856.0,2283.0,469809.0,437061.0,404583.0,31961.0,456.0,235474.0,5263.0
85,05,2002JJ00,503.6,372.5,348.7,22.8,0.9,118.5,12.6,69.85,64.74,60.27,4.39,0.08,4.2,0.91,2207.0,2045.6,1904.3,138.7,2.3,1165.0,25.4,,,,,,,,,14724.0,13648.0,12705.0,925.0,18.0,884.0,192.0,106148.0,78513.0,73509.0,4804.0,200.0,24969.0,2666.0,465222.0,431207.0,401413.0,29237.0,491.0,245672.0,5357.0
86,05,2003JJ00,,,,,,,,72.15,67.52,61.24,6.16,0.12,4.56,0.07,2279.6,2133.3,1934.8,194.6,3.8,1265.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,05,2004JJ00,,,,,,,,72.27,66.9,64.47,2.39,0.05,5.29,0.07,2283.4,2113.9,2036.9,75.4,1.5,1471.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,05,2005JJ00,,,,,,,,70.43,66.04,62.82,3.13,0.09,4.31,0.09,2225.3,2086.5,1984.7,99.0,2.8,1196.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,05,2006JJ00,,,,,,,,57.08,57.59,55.66,1.83,0.09,-0.55,0.04,1803.4,1819.5,1758.8,57.9,2.9,-154.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,31,1989JJ00,,,,,,,,117.25,115.02,114.73,,0.28,2.16,0.07,3704.6,3634.0,3625.0,,9.0,600.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,31,1990JJ00,,,,,,,,118.99,116.66,116.38,,0.28,2.25,0.07,3759.6,3686.0,3677.0,,9.0,626.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,31,1991JJ00,,,,,,,,136.28,133.06,132.74,,0.32,3.14,0.08,4305.8,4204.0,4194.0,,10.0,871.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,31,1992JJ00,,,,,,,,135.85,132.61,131.98,,0.63,3.14,0.08,4292.3,4190.0,4170.0,,20.0,873.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,31,1993JJ00,,,,,,,,141.58,138.28,137.58,,0.7,3.22,0.09,4473.3,4369.0,4347.0,,22.0,894.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,31,1994JJ00,522.3,438.8,417.9,18.8,2.1,73.8,9.7,138.38,133.31,131.51,1.33,0.47,3.68,1.39,4372.0,4212.1,4155.0,42.0,15.1,1020.0,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,31,1995JJ00,540.4,458.5,432.6,24.5,1.4,71.2,10.6,137.11,132.37,130.84,1.3,0.24,3.27,1.46,4332.1,4182.4,4134.0,41.0,7.4,910.0,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,31,1996JJ00,624.9,528.2,492.2,33.2,2.8,86.5,10.2,153.79,148.73,137.2,11.06,0.48,3.97,1.08,4859.2,4699.5,4334.9,349.5,14.9,1104.0,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,31,1997JJ00,619.2,509.7,465.8,42.4,1.5,98.1,11.3,136.11,130.46,116.64,13.6,0.21,4.32,1.33,4300.4,4121.9,3685.3,429.9,6.8,1200.0,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,31,1998JJ00,646.7,525.2,473.5,51.1,0.5,111.1,10.4,140.62,134.9,118.58,16.23,0.09,4.34,1.38,4443.1,4262.2,3746.4,513.0,2.7,1207.0,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,31,1999JJ00,570.2,459.2,410.5,48.1,0.6,99.5,11.5,134.52,128.66,113.11,15.48,0.08,4.71,1.15,4250.3,4065.2,3573.8,489.0,2.1,1308.0,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,31,2000JJ00,650.9,525.3,465.3,59.3,0.7,112.7,12.9,131.66,125.37,109.86,15.43,0.08,5.07,1.22,4160.0,3961.3,3471.2,487.4,2.4,1407.0,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,31,2001JJ00,725.1,579.5,515.9,62.7,0.9,130.8,14.8,127.22,120.85,106.24,14.53,0.09,5.14,1.22,4019.4,3818.5,3356.6,459.0,2.5,1428.0,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,31,2002JJ00,801.2,632.3,565.1,66.1,1.1,152.7,16.3,120.95,114.56,101.43,13.04,0.09,5.22,1.17,3821.5,3619.7,3204.8,412.0,2.5,1449.0,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,31,2003JJ00,,,,,,,,127.24,121.59,110.52,10.88,0.19,5.53,0.12,4020.1,3841.8,3492.0,343.8,6.0,1535.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,31,2004JJ00,,,,,,,,130.06,123.78,114.35,9.3,0.13,6.16,0.12,4109.4,3910.8,3613.0,293.8,4.0,1712.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,31,2005JJ00,,,,,,,,127.98,122.89,113.53,9.27,0.09,4.96,0.13,4043.6,3882.9,3587.0,292.9,3.0,1378.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,31,2006JJ00,,,,,,,,111.11,111.68,102.99,8.6,0.09,-0.65,0.07,3510.6,3528.7,3254.0,271.7,3.0,-180.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,04,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,04,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,04,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,04,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,04,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,04,1994JJ00,18.9,5.2,4.6,,0.6,9.3,4.4,2.13,1.05,0.98,0.0,0.07,0.45,0.63,67.3,33.1,31.0,0.0,2.1,125.0,17.7,,,,,,,,,891.0,438.0,410.0,,28.0,188.0,265.0,7896.0,2133.0,1906.0,,227.0,3903.0,1860.0,28162.0,13853.0,12960.0,,893.0,52148.0,7389.0
114,04,1995JJ00,20.6,6.3,5.0,,1.2,9.2,5.2,2.37,1.25,1.07,0.0,0.17,0.42,0.7,74.9,39.4,33.9,0.0,5.5,118.0,19.5,,,,,,,,,1009.0,530.0,456.0,,74.0,180.0,298.0,8758.0,2677.0,2133.0,,545.0,3903.0,2178.0,31875.0,16761.0,14419.0,,2342.0,50012.0,8314.0
115,04,1996JJ00,22.5,6.8,6.2,,0.6,9.9,5.8,2.46,1.4,1.34,0.0,0.06,0.44,0.62,77.7,44.3,42.5,0.0,1.8,122.0,17.2,,,,,,,,,1047.0,597.0,572.0,,25.0,188.0,262.0,9575.0,2859.0,2632.0,,227.0,4220.0,2496.0,33081.0,18863.0,18086.0,,777.0,52167.0,7307.0
116,04,1997JJ00,32.3,12.5,12.3,,0.1,14.1,5.6,3.94,2.68,2.66,0.0,0.01,0.6,0.66,124.3,84.6,84.1,0.0,0.4,167.0,18.4,,,,,,,,,1699.0,1155.0,1149.0,,6.0,259.0,285.0,13931.0,5400.0,5355.0,,45.0,6081.0,2450.0,53666.0,36492.0,36299.0,,193.0,71915.0,7933.0
117,04,1998JJ00,26.9,7.4,7.1,,0.4,13.5,6.0,2.72,1.48,1.45,0.0,0.04,0.55,0.68,85.9,46.9,45.7,0.0,1.2,154.0,19.0,,,,,,,,,1190.0,649.0,633.0,,17.0,242.0,299.0,11798.0,3267.0,3086.0,,182.0,5899.0,2632.0,37600.0,20514.0,19992.0,,521.0,67217.0,8328.0
118,04,1999JJ00,31.0,6.4,6.1,,0.3,16.5,8.1,2.69,1.21,1.18,0.0,0.03,0.67,0.81,84.9,38.2,37.2,0.0,0.8,187.0,22.5,,,,,,,,,1132.0,509.0,496.0,,13.0,283.0,339.0,13062.0,2709.0,2572.0,,137.0,6956.0,3397.0,35755.0,16076.0,15671.0,,357.0,78746.0,9461.0
119,04,2000JJ00,35.7,8.9,8.4,,0.5,17.1,9.7,3.22,1.66,1.62,0.0,0.04,0.69,0.86,101.7,52.5,51.3,0.0,1.1,193.0,24.0,,,,,,,,,1415.0,731.0,714.0,,17.0,306.0,379.0,15686.0,3904.0,3698.0,,205.0,7523.0,4260.0,44716.0,23086.0,22559.0,,465.0,84886.0,567.0
120,04,2001JJ00,39.1,10.7,10.2,,0.5,19.3,9.2,2.97,1.51,1.47,0.0,0.04,0.67,0.8,94.0,47.6,46.4,0.0,1.0,185.0,22.3,,,,,,,,,1440.0,729.0,711.0,,18.0,323.0,388.0,18947.0,5186.0,4961.0,,225.0,9325.0,4436.0,45493.0,23035.0,22460.0,,507.0,89689.0,815.0
121,04,2002JJ00,29.8,6.9,6.4,,0.5,17.6,5.4,3.09,1.55,1.51,0.0,0.04,0.71,0.83,97.5,48.9,47.6,0.0,1.1,197.0,23.2,,,,,,,,,1507.0,756.0,736.0,,20.0,345.0,405.0,14566.0,3374.0,3140.0,,234.0,8578.0,2613.0,47602.0,23885.0,23249.0,,561.0,95921.0,1300.0
122,04,2003JJ00,,,,,,,,2.31,1.21,1.16,0.0,0.04,0.53,0.56,72.9,38.1,36.7,0.0,1.4,148.0,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,04,2004JJ00,,,,,,,,2.98,1.44,1.39,0.0,0.06,0.92,0.62,94.1,45.6,43.8,0.0,1.8,256.0,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,04,2005JJ00,,,,,,,,3.04,1.76,1.69,0.0,0.07,0.85,0.43,96.1,55.7,53.4,0.0,2.3,235.0,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,04,2006JJ00,,,,,,,,2.73,1.44,1.37,0.0,0.07,0.73,0.56,86.1,45.6,43.4,0.0,2.2,201.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,06,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,06,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,06,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,06,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,06,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,06,1994JJ00,10.0,4.5,4.1,,0.4,4.8,0.7,1.49,1.11,1.06,0.0,0.05,0.27,0.1,46.9,35.2,33.6,0.0,1.6,76.0,2.8,,,,,,,,,2194.0,1645.0,1569.0,,76.0,403.0,146.0,14748.0,6625.0,6035.0,,590.0,7124.0,998.0,69326.0,51985.0,49586.0,,2399.0,111924.0,4067.0
132,06,1995JJ00,10.6,4.7,4.1,,0.5,5.3,0.6,1.51,1.13,1.06,0.0,0.06,0.29,0.09,47.7,35.6,33.6,0.0,2.0,81.0,2.5,,,,,,,,,2257.0,1686.0,1590.0,,96.0,439.0,132.0,15837.0,7034.0,6217.0,,817.0,7850.0,953.0,71297.0,53262.0,50239.0,,3023.0,121823.0,3685.0
133,06,1996JJ00,10.7,5.2,4.8,,0.4,4.9,0.6,1.53,1.23,1.18,0.0,0.04,0.24,0.06,48.3,38.7,37.4,0.0,1.4,66.0,1.8,,,,,,,,,2440.0,1958.0,1889.0,,69.0,382.0,100.0,17017.0,8304.0,7669.0,,635.0,7760.0,953.0,77084.0,61857.0,59674.0,,2182.0,106006.0,2796.0
134,06,1997JJ00,12.7,5.7,5.3,,0.4,6.1,0.9,1.64,1.24,1.2,0.0,0.04,0.3,0.1,51.7,39.2,38.0,0.0,1.3,82.0,2.7,,,,,,,,,2796.0,2123.0,2055.0,,69.0,504.0,168.0,21691.0,9802.0,9121.0,,681.0,10437.0,1452.0,88343.0,67092.0,64914.0,,2178.0,140104.0,4688.0
135,06,1998JJ00,13.7,6.2,6.0,,0.1,7.0,0.5,1.79,1.39,1.37,0.0,0.02,0.34,0.06,56.4,43.8,43.2,0.0,0.6,94.0,1.7,,,,,,,,,3133.0,2433.0,2401.0,,31.0,594.0,107.0,24050.0,10845.0,10573.0,,272.0,12252.0,953.0,98989.0,76860.0,75876.0,,984.0,164953.0,2970.0
136,06,1999JJ00,11.1,4.7,4.4,,0.3,5.8,0.6,1.44,1.1,1.08,0.0,0.03,0.28,0.06,45.4,34.9,34.0,0.0,0.8,76.0,1.6,,,,,,,,,2720.0,2092.0,2040.0,,52.0,521.0,106.0,20991.0,8884.0,8349.0,,535.0,11041.0,1066.0,85931.0,66092.0,64452.0,,1447.0,144842.0,2969.0
137,06,2000JJ00,13.3,6.5,6.1,,0.4,6.1,0.7,1.81,1.47,1.44,0.0,0.03,0.28,0.06,57.2,46.6,45.5,0.0,0.9,77.0,1.6,,,,,,,,,3507.0,2856.0,2792.0,,64.0,538.0,113.0,25772.0,12553.0,11754.0,,799.0,11909.0,1309.0,110805.0,90237.0,88203.0,,1795.0,149366.0,3158.0
138,06,2001JJ00,15.3,7.8,7.4,,0.4,6.9,0.6,1.61,1.31,1.28,0.0,0.03,0.25,0.05,50.8,41.3,40.3,0.0,0.8,69.0,1.4,,,,,,,,,3340.0,2717.0,2654.0,,63.0,519.0,104.0,31897.0,16187.0,15334.0,,853.0,14382.0,1327.0,105544.0,85851.0,83862.0,,1756.0,144258.0,2898.0
139,06,2002JJ00,11.7,5.1,4.6,,0.4,6.3,0.4,1.3,1.05,1.02,0.0,0.03,0.21,0.04,41.2,33.1,32.3,0.0,0.8,59.0,1.2,,,,,,,,,2977.0,2393.0,2331.0,,62.0,488.0,96.0,26808.0,11545.0,10578.0,,967.0,14411.0,852.0,94054.0,75595.0,73642.0,,1724.0,135494.0,2689.0
140,06,2003JJ00,,,,,,,,1.43,1.1,1.02,0.0,0.08,0.33,0.0,45.3,34.9,32.2,0.0,2.6,91.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,06,2004JJ00,,,,,,,,0.89,0.69,0.55,0.0,0.14,0.19,0.0,28.0,21.8,17.5,0.0,4.3,54.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,06,2005JJ00,,,,,,,,0.89,0.69,0.55,0.0,0.14,0.19,0.0,28.0,21.8,17.5,0.0,4.3,54.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,06,2006JJ00,,,,,,,,0.89,0.69,0.55,0.0,0.14,0.19,0.0,28.0,21.8,17.5,0.0,4.3,54.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,07,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,07,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,07,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,07,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,07,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,07,1994JJ00,7.0,0.0,0.0,,0.0,4.2,2.8,0.57,0.0,0.0,0.0,0.0,0.17,0.4,18.1,0.1,0.0,0.0,0.1,46.0,11.2,,,,,,,,,200.0,1.0,0.0,,1.0,58.0,141.0,2450.0,0.0,0.0,,0.0,1452.0,998.0,6324.0,32.0,0.0,,32.0,16120.0,3933.0
150,07,1995JJ00,7.1,0.0,0.0,,0.0,3.9,3.1,0.6,0.0,0.0,0.0,0.0,0.16,0.43,18.8,0.1,0.0,0.0,0.1,44.0,12.1,,,,,,,,,217.0,1.0,0.0,,1.0,58.0,158.0,2541.0,0.0,0.0,,0.0,1407.0,1134.0,6846.0,30.0,0.0,,30.0,16049.0,4403.0
151,07,1996JJ00,7.3,0.0,0.0,,0.0,4.4,2.9,0.48,0.0,0.0,0.0,0.0,0.16,0.31,15.1,0.1,0.0,0.0,0.1,46.0,8.6,,,,,,,,,179.0,1.0,0.0,,1.0,62.0,116.0,2723.0,0.0,0.0,,0.0,1634.0,1089.0,5667.0,40.0,0.0,,40.0,17240.0,3234.0
152,07,1997JJ00,8.2,0.0,0.0,,0.0,5.2,2.9,0.54,0.0,0.0,0.0,0.0,0.2,0.35,17.1,0.0,0.0,0.0,0.0,54.0,9.6,,,,,,,,,207.0,0.0,0.0,,0.0,75.0,132.0,3131.0,0.0,0.0,,0.0,1997.0,1134.0,6545.0,3.0,0.0,,3.0,20818.0,3682.0
153,07,1998JJ00,7.9,0.0,0.0,,0.0,5.3,2.6,0.49,0.0,0.0,0.0,0.0,0.19,0.3,15.4,0.0,0.0,0.0,0.0,52.0,8.4,,,,,,,,,193.0,0.0,0.0,,0.0,73.0,119.0,3131.0,0.0,0.0,,0.0,2087.0,1044.0,6095.0,8.0,0.0,,8.0,20394.0,3323.0
154,07,1999JJ00,7.4,0.0,0.0,,0.0,4.7,2.6,0.44,0.0,0.0,0.0,0.0,0.17,0.26,13.9,0.1,0.0,0.0,0.1,48.0,7.3,,,,,,,,,184.0,1.0,0.0,,1.0,73.0,110.0,3093.0,11.0,0.0,,11.0,1982.0,1100.0,5798.0,29.0,0.0,,25.0,20199.0,3064.0
155,07,2000JJ00,8.1,0.0,0.0,,0.0,4.9,3.2,0.41,0.0,0.0,0.0,0.0,0.16,0.25,13.0,0.1,0.0,0.0,0.1,44.0,6.9,,,,,,,,,186.0,1.0,0.0,,1.0,72.0,112.0,3666.0,17.0,0.0,,17.0,2223.0,1426.0,5864.0,34.0,0.0,,30.0,20063.0,3130.0
156,07,2001JJ00,8.6,0.0,0.0,,0.0,5.5,3.0,0.37,0.0,0.0,0.0,0.0,0.15,0.22,11.8,0.1,0.0,0.0,0.1,41.0,6.2,,,,,,,,,183.0,1.0,0.0,,1.0,73.0,109.0,4202.0,19.0,0.0,,19.0,2719.0,1464.0,5790.0,35.0,0.0,,31.0,20390.0,3032.0
157,07,2002JJ00,6.8,0.0,0.0,,0.0,5.0,1.7,0.36,0.0,0.0,0.0,0.0,0.14,0.21,11.3,0.1,0.0,0.0,0.1,40.0,5.9,,,,,,,,,179.0,1.0,0.0,,1.0,72.0,106.0,3436.0,20.0,0.0,,20.0,2540.0,875.0,5665.0,36.0,0.0,,32.0,20098.0,2950.0
158,07,2003JJ00,,,,,,,,0.43,0.01,0.01,0.0,0.0,0.23,0.19,13.7,0.4,0.4,0.0,0.0,64.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,07,2004JJ00,,,,,,,,0.35,0.01,0.01,0.0,0.0,0.19,0.16,11.2,0.2,0.2,0.0,0.0,52.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,07,2005JJ00,,,,,,,,0.36,0.01,0.01,0.0,0.0,0.2,0.16,11.5,0.2,0.2,0.0,0.0,54.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,07,2006JJ00,,,,,,,,0.36,0.01,0.01,0.0,0.0,0.18,0.17,11.5,0.4,0.4,0.0,0.0,50.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,08,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,08,1990JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,08,1991JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,08,1992JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,08,1993JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,08,1994JJ00,4.6,1.0,0.5,,0.5,1.0,2.5,0.55,0.14,0.09,0.0,0.06,0.04,0.37,17.2,4.5,2.7,0.0,1.7,10.0,10.2,,,,,,,,,214.0,56.0,34.0,,22.0,15.0,144.0,1815.0,408.0,227.0,,182.0,408.0,998.0,6763.0,1755.0,1070.0,,685.0,4073.0,4008.0
168,08,1995JJ00,5.0,0.8,0.6,,0.2,1.2,3.0,0.59,0.13,0.11,0.0,0.02,0.05,0.42,18.6,4.0,3.4,0.0,0.6,13.0,11.6,,,,,,,,,234.0,50.0,43.0,,7.0,18.0,166.0,1951.0,318.0,227.0,,91.0,454.0,1180.0,7385.0,1578.0,1350.0,,227.0,4981.0,4623.0
169,08,1996JJ00,5.1,0.8,0.6,,0.2,1.0,3.2,0.5,0.13,0.11,0.0,0.02,0.04,0.34,15.9,4.0,3.4,0.0,0.5,10.0,9.5,,,,,,,,,207.0,52.0,45.0,,7.0,15.0,140.0,2087.0,363.0,272.0,,91.0,408.0,1316.0,6540.0,1632.0,1413.0,,219.0,4254.0,3902.0
170,08,1997JJ00,3.9,0.5,0.4,,0.1,0.7,2.8,0.4,0.06,0.05,0.0,0.01,0.02,0.33,12.7,1.7,1.5,0.0,0.2,6.0,9.1,,,,,,,,,162.0,22.0,20.0,,3.0,9.0,131.0,1588.0,182.0,136.0,,45.0,272.0,1134.0,5129.0,705.0,622.0,,83.0,2429.0,3659.0
171,08,1998JJ00,4.9,0.5,0.5,,0.0,0.9,3.5,0.5,0.07,0.06,0.0,0.01,0.03,0.4,15.8,2.1,1.9,0.0,0.2,8.0,11.2,,,,,,,,,203.0,28.0,25.0,,3.0,12.0,164.0,2042.0,227.0,182.0,,45.0,363.0,1452.0,6410.0,871.0,783.0,,87.0,3231.0,4561.0
172,08,1999JJ00,4.9,0.5,0.5,,0.1,0.9,3.5,0.5,0.07,0.06,0.0,0.01,0.03,0.4,15.8,2.1,1.9,0.0,0.2,8.0,11.3,,,,,,,,,203.0,28.0,25.0,,3.0,12.0,164.0,2000.0,218.0,191.0,,27.0,347.0,1436.0,6407.0,881.0,793.0,,77.0,3230.0,4561.0
173,08,2000JJ00,5.9,0.7,0.6,,0.1,0.9,4.3,0.56,0.09,0.08,0.0,0.01,0.03,0.43,17.6,2.9,2.7,0.0,0.2,8.0,12.1,,,,,,,,,229.0,38.0,35.0,,4.0,12.0,179.0,2427.0,307.0,267.0,,40.0,369.0,1751.0,7233.0,1202.0,1091.0,,98.0,3415.0,4979.0
174,08,2001JJ00,5.9,0.9,0.8,,0.1,1.0,4.0,0.64,0.11,0.1,0.0,0.01,0.04,0.5,20.4,3.4,3.1,0.0,0.3,10.0,13.9,,,,,,,,,270.0,45.0,41.0,,4.0,15.0,210.0,2486.0,372.0,332.0,,41.0,424.0,1690.0,8536.0,1427.0,1287.0,,123.0,4212.0,5851.0
175,08,2002JJ00,3.9,0.6,0.5,,0.1,0.9,2.3,0.61,0.1,0.09,0.0,0.01,0.04,0.48,19.3,3.2,2.8,0.0,0.3,10.0,13.3,,,,,,,,,266.0,43.0,39.0,,5.0,15.0,208.0,1681.0,259.0,215.0,,44.0,401.0,1022.0,8417.0,1374.0,1228.0,,129.0,4243.0,5789.0
