ID,NederlandseEconomie,Energiedragers,Perioden,Winning_1,IntermediairEnHuishoudelijkVerbruik_2,Invoer_3,Productie_4,NettoEnergieverbruik_5,Uitvoer_6
40660,417400 ,E006504,2004JJ00,,0.0,,0.0,,
40661,417400 ,E006504,2005JJ00,,0.0,,0.0,,
40662,417400 ,E006504,2006JJ00,,0.0,,0.0,,
40663,417400 ,E006504,2007JJ00,,0.0,,0.0,,
40664,417400 ,E006504,2008JJ00,,0.0,,0.0,,
40665,417400 ,E006504,2009JJ00,,0.0,,0.0,,
40666,417400 ,E006504,2010JJ00,,0.0,,0.0,,
40667,417400 ,E006504,2011JJ00,,0.0,,0.0,,
40668,417400 ,E006504,2012JJ00,,0.0,,0.0,,
40669,417400 ,E006504,2013JJ00,,0.0,,0.0,,
40670,417400 ,E006504,2014JJ00,,0.0,,0.0,,
40671,417400 ,E006504,2015JJ00,,0.0,,0.0,,
40672,417400 ,E006504,2016JJ00,,0.0,,0.0,,
40673,417400 ,E006504,2017JJ00,,0.0,,0.0,,
40674,417400 ,E006504,2018JJ00,,0.0,,0.0,,
40675,417400 ,E006504,2019JJ00,,0.0,,0.0,,
40676,417400 ,E006504,2020JJ00,,0.0,,0.0,,
40677,417400 ,E006529,2000JJ00,,1.8,,0.0,,
40678,417400 ,E006529,2001JJ00,,1.7,,0.0,,
40679,417400 ,E006529,2002JJ00,,1.6,,0.0,,
40680,417400 ,E006529,2003JJ00,,1.7,,0.0,,
40681,417400 ,E006529,2004JJ00,,1.7,,0.0,,
40682,417400 ,E006529,2005JJ00,,1.7,,0.0,,
40683,417400 ,E006529,2006JJ00,,1.9,,0.0,,
40684,417400 ,E006529,2007JJ00,,1.8,,0.0,,
40685,417400 ,E006529,2008JJ00,,1.9,,0.0,,
40686,417400 ,E006529,2009JJ00,,1.7,,0.0,,
40687,417400 ,E006529,2010JJ00,,1.7,,0.0,,
40688,417400 ,E006529,2011JJ00,,1.7,,0.0,,
40689,417400 ,E006529,2012JJ00,,1.6,,0.0,,
40690,417400 ,E006529,2013JJ00,,1.7,,0.0,,
40691,417400 ,E006529,2014JJ00,,1.7,,0.0,,
40692,417400 ,E006529,2015JJ00,,1.8,,0.0,,
40693,417400 ,E006529,2016JJ00,,1.9,,0.0,,
40694,417400 ,E006529,2017JJ00,,1.9,,0.0,,
40695,417400 ,E006529,2018JJ00,,1.8,,0.0,,
40696,417400 ,E006529,2019JJ00,,1.7,,0.0,,
40697,417400 ,E006529,2020JJ00,,1.7,,0.0,,
40698,417400 ,E006533,2000JJ00,,0.1,,0.0,,
40699,417400 ,E006533,2001JJ00,,0.1,,0.0,,
40700,417400 ,E006533,2002JJ00,,0.1,,0.0,,
40701,417400 ,E006533,2003JJ00,,0.1,,0.0,,
40702,417400 ,E006533,2004JJ00,,0.1,,0.0,,
40703,417400 ,E006533,2005JJ00,,0.1,,0.0,,
40704,417400 ,E006533,2006JJ00,,0.1,,0.0,,
40705,417400 ,E006533,2007JJ00,,0.2,,0.0,,
40706,417400 ,E006533,2008JJ00,,0.2,,0.0,,
40707,417400 ,E006533,2009JJ00,,0.1,,0.0,,
40708,417400 ,E006533,2010JJ00,,0.1,,0.0,,
40709,417400 ,E006533,2011JJ00,,0.1,,0.0,,
40710,417400 ,E006533,2012JJ00,,0.1,,0.0,,
40711,417400 ,E006533,2013JJ00,,0.0,,0.0,,
40712,417400 ,E006533,2014JJ00,,0.0,,0.0,,
40713,417400 ,E006533,2015JJ00,,0.0,,0.0,,
40714,417400 ,E006533,2016JJ00,,0.0,,0.0,,
40715,417400 ,E006533,2017JJ00,,0.0,,0.0,,
40716,417400 ,E006533,2018JJ00,,0.0,,0.0,,
40717,417400 ,E006533,2019JJ00,,0.0,,0.0,,
40718,417400 ,E006533,2020JJ00,,0.0,,0.0,,
40719,417400 ,E006534,2000JJ00,,2.9,,0.0,,
40720,417400 ,E006534,2001JJ00,,2.4,,0.0,,
40721,417400 ,E006534,2002JJ00,,2.9,,0.0,,
40722,417400 ,E006534,2003JJ00,,2.3,,0.0,,
40723,417400 ,E006534,2004JJ00,,2.2,,0.0,,
40724,417400 ,E006534,2005JJ00,,2.0,,0.0,,
40725,417400 ,E006534,2006JJ00,,2.1,,0.0,,
40726,417400 ,E006534,2007JJ00,,1.9,,0.0,,
40727,417400 ,E006534,2008JJ00,,1.7,,0.0,,
40728,417400 ,E006534,2009JJ00,,1.8,,0.0,,
40729,417400 ,E006534,2010JJ00,,1.9,,0.0,,
40730,417400 ,E006534,2011JJ00,,2.4,,0.0,,
40731,417400 ,E006534,2012JJ00,,1.7,,0.0,,
40732,417400 ,E006534,2013JJ00,,1.8,,0.0,,
40733,417400 ,E006534,2014JJ00,,2.1,,0.0,,
40734,417400 ,E006534,2015JJ00,,1.9,,0.0,,
40735,417400 ,E006534,2016JJ00,,1.7,,0.0,,
40736,417400 ,E006534,2017JJ00,,1.8,,0.0,,
40737,417400 ,E006534,2018JJ00,,1.9,,0.0,,
40738,417400 ,E006534,2019JJ00,,2.4,,0.0,,
40739,417400 ,E006534,2020JJ00,,0.0,,0.0,,
40740,417400 ,E006526,2000JJ00,,,,,,
40741,417400 ,E006526,2001JJ00,,,,,,
40742,417400 ,E006526,2002JJ00,,,,,,
40743,417400 ,E006526,2003JJ00,,,,,,
40744,417400 ,E006526,2004JJ00,,,,,,
40745,417400 ,E006526,2005JJ00,,,,,,
40746,417400 ,E006526,2006JJ00,,,,,,
40747,417400 ,E006526,2007JJ00,,,,,,
40748,417400 ,E006526,2008JJ00,,,,,,
40749,417400 ,E006526,2009JJ00,,,,,,
40750,417400 ,E006526,2010JJ00,,,,,,
40751,417400 ,E006526,2011JJ00,,,,,,
40752,417400 ,E006526,2012JJ00,,,,,,
40753,417400 ,E006526,2013JJ00,,,,,,
40754,417400 ,E006526,2014JJ00,,,,,,
40755,417400 ,E006526,2015JJ00,,,,,,
40756,417400 ,E006526,2016JJ00,,,,,,
40757,417400 ,E006526,2017JJ00,,,,,,
40758,417400 ,E006526,2018JJ00,,,,,,
40759,417400 ,E006526,2019JJ00,,,,,,
40760,417400 ,E006526,2020JJ00,,,,,,
40761,417400 ,A048082,2000JJ00,,0.2,,0.0,,
40762,417400 ,A048082,2001JJ00,,0.2,,0.0,,
40763,417400 ,A048082,2002JJ00,,0.2,,0.0,,
40764,417400 ,A048082,2003JJ00,,0.2,,0.0,,
40765,417400 ,A048082,2004JJ00,,0.2,,0.0,,
40766,417400 ,A048082,2005JJ00,,0.1,,0.0,,
40767,417400 ,A048082,2006JJ00,,0.2,,0.0,,
40768,417400 ,A048082,2007JJ00,,0.1,,0.0,,
40769,417400 ,A048082,2008JJ00,,0.1,,0.0,,
40770,417400 ,A048082,2009JJ00,,0.1,,0.0,,
40771,417400 ,A048082,2010JJ00,,0.1,,0.0,,
40772,417400 ,A048082,2011JJ00,,0.1,,0.0,,
40773,417400 ,A048082,2012JJ00,,0.1,,0.0,,
40774,417400 ,A048082,2013JJ00,,0.1,,0.0,,
40775,417400 ,A048082,2014JJ00,,0.0,,0.0,,
40776,417400 ,A048082,2015JJ00,,0.1,,0.0,,
40777,417400 ,A048082,2016JJ00,,0.1,,0.0,,
40778,417400 ,A048082,2017JJ00,,0.1,,0.0,,
40779,417400 ,A048082,2018JJ00,,0.1,,0.0,,
40780,417400 ,A048082,2019JJ00,,0.2,,0.0,,
40781,417400 ,A048082,2020JJ00,,0.1,,0.0,,
40782,417400 ,A048083,2000JJ00,,0.0,,0.0,,
40783,417400 ,A048083,2001JJ00,,0.0,,0.0,,
40784,417400 ,A048083,2002JJ00,,0.0,,0.0,,
40785,417400 ,A048083,2003JJ00,,0.0,,0.0,,
40786,417400 ,A048083,2004JJ00,,0.0,,0.0,,
40787,417400 ,A048083,2005JJ00,,0.0,,0.0,,
40788,417400 ,A048083,2006JJ00,,0.0,,0.0,,
40789,417400 ,A048083,2007JJ00,,0.0,,0.0,,
40790,417400 ,A048083,2008JJ00,,0.0,,0.0,,
40791,417400 ,A048083,2009JJ00,,0.0,,0.0,,
40792,417400 ,A048083,2010JJ00,,0.0,,0.0,,
40793,417400 ,A048083,2011JJ00,,0.0,,0.0,,
40794,417400 ,A048083,2012JJ00,,0.0,,0.0,,
40795,417400 ,A048083,2013JJ00,,0.0,,0.0,,
40796,417400 ,A048083,2014JJ00,,0.0,,0.0,,
40797,417400 ,A048083,2015JJ00,,0.0,,0.0,,
40798,417400 ,A048083,2016JJ00,,0.1,,0.0,,
40799,417400 ,A048083,2017JJ00,,0.1,,0.0,,
40800,417400 ,A048083,2018JJ00,,0.1,,0.0,,
40801,417400 ,A048083,2019JJ00,,0.1,,0.0,,
40802,417400 ,A048083,2020JJ00,,0.1,,0.0,,
40803,417400 ,A048084,2000JJ00,,0.0,,0.0,,
40804,417400 ,A048084,2001JJ00,,0.0,,0.0,,
40805,417400 ,A048084,2002JJ00,,0.0,,0.0,,
40806,417400 ,A048084,2003JJ00,,0.0,,0.0,,
40807,417400 ,A048084,2004JJ00,,0.0,,0.0,,
40808,417400 ,A048084,2005JJ00,,0.0,,0.0,,
40809,417400 ,A048084,2006JJ00,,0.0,,0.0,,
40810,417400 ,A048084,2007JJ00,,0.0,,0.0,,
40811,417400 ,A048084,2008JJ00,,0.0,,0.0,,
40812,417400 ,A048084,2009JJ00,,0.0,,0.0,,
40813,417400 ,A048084,2010JJ00,,0.0,,0.0,,
40814,417400 ,A048084,2011JJ00,,0.0,,0.0,,
40815,417400 ,A048084,2012JJ00,,0.0,,0.0,,
40816,417400 ,A048084,2013JJ00,,0.0,,0.0,,
40817,417400 ,A048084,2014JJ00,,0.0,,0.0,,
40818,417400 ,A048084,2015JJ00,,0.0,,0.0,,
40819,417400 ,A048084,2016JJ00,,0.0,,0.0,,
40820,417400 ,A048084,2017JJ00,,0.1,,0.0,,
40821,417400 ,A048084,2018JJ00,,0.1,,0.0,,
40822,417400 ,A048084,2019JJ00,,0.1,,0.0,,
40823,417400 ,A048084,2020JJ00,,0.1,,0.0,,
40824,417400 ,A048085,2000JJ00,,0.0,,0.0,,
40825,417400 ,A048085,2001JJ00,,0.0,,0.0,,
40826,417400 ,A048085,2002JJ00,,0.0,,0.0,,
40827,417400 ,A048085,2003JJ00,,0.0,,0.0,,
40828,417400 ,A048085,2004JJ00,,0.0,,0.0,,
40829,417400 ,A048085,2005JJ00,,0.0,,0.0,,
40830,417400 ,A048085,2006JJ00,,0.0,,0.0,,
40831,417400 ,A048085,2007JJ00,,0.1,,0.0,,
40832,417400 ,A048085,2008JJ00,,0.1,,0.0,,
40833,417400 ,A048085,2009JJ00,,0.1,,0.0,,
40834,417400 ,A048085,2010JJ00,,0.0,,0.0,,
40835,417400 ,A048085,2011JJ00,,0.1,,0.0,,
40836,417400 ,A048085,2012JJ00,,0.1,,0.0,,
40837,417400 ,A048085,2013JJ00,,0.1,,0.0,,
40838,417400 ,A048085,2014JJ00,,0.1,,0.0,,
40839,417400 ,A048085,2015JJ00,,0.1,,0.0,,
40840,417400 ,A048085,2016JJ00,,0.0,,0.0,,
40841,417400 ,A048085,2017JJ00,,0.1,,0.0,,
40842,417400 ,A048085,2018JJ00,,0.1,,0.0,,
40843,417400 ,A048085,2019JJ00,,0.2,,0.0,,
40844,417400 ,A048085,2020JJ00,,0.1,,0.0,,
40845,417400 ,A048086,2000JJ00,,0.2,,1.9,,
40846,417400 ,A048086,2001JJ00,,0.2,,2.1,,
40847,417400 ,A048086,2002JJ00,,0.2,,2.1,,
40848,417400 ,A048086,2003JJ00,,0.2,,2.0,,
40849,417400 ,A048086,2004JJ00,,0.2,,2.0,,
40850,417400 ,A048086,2005JJ00,,0.3,,1.9,,
40851,417400 ,A048086,2006JJ00,,0.3,,2.0,,
40852,417400 ,A048086,2007JJ00,,0.5,,2.0,,
40853,417400 ,A048086,2008JJ00,,0.9,,2.0,,
40854,417400 ,A048086,2009JJ00,,1.0,,2.0,,
40855,417400 ,A048086,2010JJ00,,1.0,,2.1,,
40856,417400 ,A048086,2011JJ00,,1.1,,2.2,,
40857,417400 ,A048086,2012JJ00,,1.1,,2.2,,
40858,417400 ,A048086,2013JJ00,,1.1,,2.4,,
40859,417400 ,A048086,2014JJ00,,1.1,,2.4,,
40860,417400 ,A048086,2015JJ00,,1.2,,2.3,,
40861,417400 ,A048086,2016JJ00,,1.2,,2.4,,
40862,417400 ,A048086,2017JJ00,,1.2,,2.4,,
40863,417400 ,A048086,2018JJ00,,1.1,,2.4,,
40864,417400 ,A048086,2019JJ00,,1.1,,2.6,,
40865,417400 ,A048086,2020JJ00,,1.2,,2.8,,
40866,417400 ,E006607,2000JJ00,,11.3,,0.1,,
40867,417400 ,E006607,2001JJ00,,11.7,,0.1,,
40868,417400 ,E006607,2002JJ00,,12.2,,0.1,,
40869,417400 ,E006607,2003JJ00,,13.1,,0.1,,
40870,417400 ,E006607,2004JJ00,,13.4,,0.1,,
40871,417400 ,E006607,2005JJ00,,13.5,,0.1,,
40872,417400 ,E006607,2006JJ00,,13.5,,0.1,,
40873,417400 ,E006607,2007JJ00,,13.6,,0.2,,
40874,417400 ,E006607,2008JJ00,,13.7,,0.4,,
40875,417400 ,E006607,2009JJ00,,14.4,,0.5,,
40876,417400 ,E006607,2010JJ00,,13.8,,0.5,,
40877,417400 ,E006607,2011JJ00,,17.4,,0.5,,
40878,417400 ,E006607,2012JJ00,,16.9,,0.6,,
40879,417400 ,E006607,2013JJ00,,17.0,,0.6,,
40880,417400 ,E006607,2014JJ00,,11.9,,0.7,,
40881,417400 ,E006607,2015JJ00,,12.6,,0.7,,
40882,417400 ,E006607,2016JJ00,,11.7,,0.7,,
40883,417400 ,E006607,2017JJ00,,11.8,,0.7,,
40884,417400 ,E006607,2018JJ00,,10.7,,0.6,,
40885,417400 ,E006607,2019JJ00,,10.8,,0.6,,
40886,417400 ,E006607,2020JJ00,,9.9,,0.7,,
40887,417400 ,E006608,2000JJ00,,1.3,,0.0,,
40888,417400 ,E006608,2001JJ00,,1.2,,0.0,,
40889,417400 ,E006608,2002JJ00,,1.8,,0.0,,
40890,417400 ,E006608,2003JJ00,,1.6,,0.0,,
40891,417400 ,E006608,2004JJ00,,1.5,,0.0,,
40892,417400 ,E006608,2005JJ00,,1.1,,0.0,,
40893,417400 ,E006608,2006JJ00,,1.3,,0.0,,
40894,417400 ,E006608,2007JJ00,,1.4,,0.0,,
40895,417400 ,E006608,2008JJ00,,1.8,,0.6,,
40896,417400 ,E006608,2009JJ00,,2.3,,0.7,,
40897,417400 ,E006608,2010JJ00,,2.2,,0.9,,
40898,417400 ,E006608,2011JJ00,,2.6,,1.1,,
40899,417400 ,E006608,2012JJ00,,2.2,,1.3,,
40900,417400 ,E006608,2013JJ00,,2.3,,1.4,,
40901,417400 ,E006608,2014JJ00,,0.7,,0.1,,
40902,417400 ,E006608,2015JJ00,,0.6,,0.2,,
40903,417400 ,E006608,2016JJ00,,0.7,,0.2,,
40904,417400 ,E006608,2017JJ00,,0.9,,0.2,,
40905,417400 ,E006608,2018JJ00,,0.8,,0.2,,
40906,417400 ,E006608,2019JJ00,,0.9,,0.2,,
40907,417400 ,E006608,2020JJ00,,0.9,,0.2,,
40908,417400 ,E006567,2000JJ00,,2.3,,,,
40909,417400 ,E006567,2001JJ00,,2.6,,,,
40910,417400 ,E006567,2002JJ00,,2.6,,,,
40911,417400 ,E006567,2003JJ00,,2.4,,,,
40912,417400 ,E006567,2004JJ00,,2.5,,,,
40913,417400 ,E006567,2005JJ00,,2.4,,,,
40914,417400 ,E006567,2006JJ00,,2.6,,,,
40915,417400 ,E006567,2007JJ00,,2.6,,,,
40916,417400 ,E006567,2008JJ00,,2.8,,,,
40917,417400 ,E006567,2009JJ00,,2.7,,,,
40918,417400 ,E006567,2010JJ00,,2.8,,,,
40919,417400 ,E006567,2011JJ00,,2.8,,,,
40920,417400 ,E006567,2012JJ00,,2.8,,,,
40921,417400 ,E006567,2013JJ00,,3.0,,,,
40922,417400 ,E006567,2014JJ00,,2.9,,,,
40923,417400 ,E006567,2015JJ00,,2.8,,,,
40924,417400 ,E006567,2016JJ00,,2.9,,,,
40925,417400 ,E006567,2017JJ00,,2.8,,,,
40926,417400 ,E006567,2018JJ00,,2.9,,,,
40927,417400 ,E006567,2019JJ00,,3.1,,,,
40928,417400 ,E006567,2020JJ00,,3.3,,,,
40929,417400 ,E006613,2000JJ00,,0.4,,,,
40930,417400 ,E006613,2001JJ00,,0.5,,,,
40931,417400 ,E006613,2002JJ00,,0.5,,,,
40932,417400 ,E006613,2003JJ00,,0.5,,,,
40933,417400 ,E006613,2004JJ00,,0.5,,,,
40934,417400 ,E006613,2005JJ00,,0.5,,,,
40935,417400 ,E006613,2006JJ00,,0.6,,,,
40936,417400 ,E006613,2007JJ00,,0.6,,,,
40937,417400 ,E006613,2008JJ00,,0.7,,,,
40938,417400 ,E006613,2009JJ00,,0.7,,,,
40939,417400 ,E006613,2010JJ00,,0.7,,,,
40940,417400 ,E006613,2011JJ00,,0.6,,,,
40941,417400 ,E006613,2012JJ00,,0.5,,,,
40942,417400 ,E006613,2013JJ00,,0.5,,,,
40943,417400 ,E006613,2014JJ00,,0.5,,,,
40944,417400 ,E006613,2015JJ00,,0.4,,,,
40945,417400 ,E006613,2016JJ00,,0.4,,,,
40946,417400 ,E006613,2017JJ00,,0.4,,,,
40947,417400 ,E006613,2018JJ00,,0.5,,,,
40948,417400 ,E006613,2019JJ00,,0.4,,,,
40949,417400 ,E006613,2020JJ00,,0.4,,,,
40950,419000 ,T001027,2000JJ00,,15.4,,0.0,15.4,
40951,419000 ,T001027,2001JJ00,,16.4,,0.0,16.4,
40952,419000 ,T001027,2002JJ00,,16.4,,0.0,16.4,
40953,419000 ,T001027,2003JJ00,,17.8,,0.0,17.8,
40954,419000 ,T001027,2004JJ00,,19.2,,0.0,19.2,
40955,419000 ,T001027,2005JJ00,,18.0,,0.0,18.0,
40956,419000 ,T001027,2006JJ00,,18.1,,0.0,18.1,
40957,419000 ,T001027,2007JJ00,,17.1,,0.0,17.1,
40958,419000 ,T001027,2008JJ00,0.3,18.8,,0.3,18.8,
40959,419000 ,T001027,2009JJ00,0.4,19.6,,0.4,19.6,
40960,419000 ,T001027,2010JJ00,0.4,21.1,,0.4,21.1,
40961,419000 ,T001027,2011JJ00,0.5,19.5,,0.5,19.5,
40962,419000 ,T001027,2012JJ00,0.6,20.7,,0.6,20.7,
40963,419000 ,T001027,2013JJ00,0.7,20.9,,0.7,20.9,
40964,419000 ,T001027,2014JJ00,0.1,16.0,,0.1,16.0,
40965,419000 ,T001027,2015JJ00,0.1,16.3,,0.1,16.3,
40966,419000 ,T001027,2016JJ00,0.1,17.2,,0.1,17.2,
40967,419000 ,T001027,2017JJ00,0.1,15.8,,0.1,15.8,
40968,419000 ,T001027,2018JJ00,0.1,16.2,,0.1,16.2,
40969,419000 ,T001027,2019JJ00,0.1,15.7,,0.1,15.7,
40970,419000 ,T001027,2020JJ00,0.1,14.5,,0.1,14.5,
40971,419000 ,A048076,2000JJ00,0.0,,,,,
40972,419000 ,A048076,2001JJ00,0.0,,,,,
40973,419000 ,A048076,2002JJ00,0.0,,,,,
40974,419000 ,A048076,2003JJ00,0.0,,,,,
40975,419000 ,A048076,2004JJ00,0.0,,,,,
40976,419000 ,A048076,2005JJ00,0.0,,,,,
40977,419000 ,A048076,2006JJ00,0.0,,,,,
40978,419000 ,A048076,2007JJ00,0.0,,,,,
40979,419000 ,A048076,2008JJ00,0.0,,,,,
40980,419000 ,A048076,2009JJ00,0.0,,,,,
40981,419000 ,A048076,2010JJ00,0.0,,,,,
40982,419000 ,A048076,2011JJ00,0.0,,,,,
40983,419000 ,A048076,2012JJ00,0.0,,,,,
40984,419000 ,A048076,2013JJ00,0.0,,,,,
40985,419000 ,A048076,2014JJ00,0.0,,,,,
40986,419000 ,A048076,2015JJ00,0.0,,,,,
40987,419000 ,A048076,2016JJ00,0.0,,,,,
40988,419000 ,A048076,2017JJ00,0.0,,,,,
40989,419000 ,A048076,2018JJ00,0.0,,,,,
40990,419000 ,A048076,2019JJ00,0.0,,,,,
40991,419000 ,A048076,2020JJ00,0.0,,,,,
40992,419000 ,E006602,2000JJ00,,0.0,,0.0,,
40993,419000 ,E006602,2001JJ00,,0.0,,0.0,,
40994,419000 ,E006602,2002JJ00,,0.0,,0.0,,
40995,419000 ,E006602,2003JJ00,,0.0,,0.0,,
40996,419000 ,E006602,2004JJ00,,0.0,,0.0,,
40997,419000 ,E006602,2005JJ00,,0.0,,0.0,,
40998,419000 ,E006602,2006JJ00,,0.0,,0.0,,
40999,419000 ,E006602,2007JJ00,,0.0,,0.0,,
41000,419000 ,E006602,2008JJ00,,0.0,,0.0,,
41001,419000 ,E006602,2009JJ00,,0.0,,0.0,,
41002,419000 ,E006602,2010JJ00,,0.0,,0.0,,
41003,419000 ,E006602,2011JJ00,,0.0,,0.0,,
41004,419000 ,E006602,2012JJ00,,0.0,,0.0,,
41005,419000 ,E006602,2013JJ00,,0.0,,0.0,,
41006,419000 ,E006602,2014JJ00,,0.0,,0.0,,
41007,419000 ,E006602,2015JJ00,,0.0,,0.0,,
41008,419000 ,E006602,2016JJ00,,0.0,,0.0,,
41009,419000 ,E006602,2017JJ00,,0.0,,0.0,,
41010,419000 ,E006602,2018JJ00,,0.0,,0.0,,
41011,419000 ,E006602,2019JJ00,,0.0,,0.0,,
41012,419000 ,E006602,2020JJ00,,0.0,,0.0,,
41013,419000 ,E006587,2000JJ00,0.0,,,,,
41014,419000 ,E006587,2001JJ00,0.0,,,,,
41015,419000 ,E006587,2002JJ00,0.0,,,,,
41016,419000 ,E006587,2003JJ00,0.0,,,,,
41017,419000 ,E006587,2004JJ00,0.0,,,,,
41018,419000 ,E006587,2005JJ00,0.0,,,,,
41019,419000 ,E006587,2006JJ00,0.0,,,,,
41020,419000 ,E006587,2007JJ00,0.0,,,,,
41021,419000 ,E006587,2008JJ00,0.0,,,,,
41022,419000 ,E006587,2009JJ00,0.0,,,,,
41023,419000 ,E006587,2010JJ00,0.0,,,,,
41024,419000 ,E006587,2011JJ00,0.0,,,,,
41025,419000 ,E006587,2012JJ00,0.0,,,,,
41026,419000 ,E006587,2013JJ00,0.0,,,,,
41027,419000 ,E006587,2014JJ00,0.0,,,,,
41028,419000 ,E006587,2015JJ00,0.0,,,,,
41029,419000 ,E006587,2016JJ00,0.0,,,,,
41030,419000 ,E006587,2017JJ00,0.0,,,,,
41031,419000 ,E006587,2018JJ00,0.0,,,,,
41032,419000 ,E006587,2019JJ00,0.0,,,,,
41033,419000 ,E006587,2020JJ00,0.0,,,,,
41034,419000 ,E006588,2000JJ00,0.0,,,,,
41035,419000 ,E006588,2001JJ00,0.0,,,,,
41036,419000 ,E006588,2002JJ00,0.0,,,,,
41037,419000 ,E006588,2003JJ00,0.0,,,,,
41038,419000 ,E006588,2004JJ00,0.0,,,,,
41039,419000 ,E006588,2005JJ00,0.0,,,,,
41040,419000 ,E006588,2006JJ00,0.0,,,,,
41041,419000 ,E006588,2007JJ00,0.0,,,,,
41042,419000 ,E006588,2008JJ00,0.0,,,,,
41043,419000 ,E006588,2009JJ00,0.0,,,,,
41044,419000 ,E006588,2010JJ00,0.0,,,,,
41045,419000 ,E006588,2011JJ00,0.0,,,,,
41046,419000 ,E006588,2012JJ00,0.0,,,,,
41047,419000 ,E006588,2013JJ00,0.0,,,,,
41048,419000 ,E006588,2014JJ00,0.0,,,,,
41049,419000 ,E006588,2015JJ00,0.0,,,,,
41050,419000 ,E006588,2016JJ00,0.0,,,,,
41051,419000 ,E006588,2017JJ00,0.0,,,,,
41052,419000 ,E006588,2018JJ00,0.0,,,,,
41053,419000 ,E006588,2019JJ00,0.0,,,,,
41054,419000 ,E006588,2020JJ00,0.0,,,,,
41055,419000 ,E006589,2000JJ00,0.0,,,,,
41056,419000 ,E006589,2001JJ00,0.0,,,,,
41057,419000 ,E006589,2002JJ00,0.0,,,,,
41058,419000 ,E006589,2003JJ00,0.0,,,,,
41059,419000 ,E006589,2004JJ00,0.0,,,,,
41060,419000 ,E006589,2005JJ00,0.0,,,,,
41061,419000 ,E006589,2006JJ00,0.0,,,,,
41062,419000 ,E006589,2007JJ00,0.0,,,,,
41063,419000 ,E006589,2008JJ00,0.0,,,,,
41064,419000 ,E006589,2009JJ00,0.0,,,,,
41065,419000 ,E006589,2010JJ00,0.0,,,,,
41066,419000 ,E006589,2011JJ00,0.0,,,,,
41067,419000 ,E006589,2012JJ00,0.0,,,,,
41068,419000 ,E006589,2013JJ00,0.0,,,,,
41069,419000 ,E006589,2014JJ00,0.0,,,,,
41070,419000 ,E006589,2015JJ00,0.0,,,,,
41071,419000 ,E006589,2016JJ00,0.0,,,,,
41072,419000 ,E006589,2017JJ00,0.0,,,,,
41073,419000 ,E006589,2018JJ00,0.0,,,,,
41074,419000 ,E006589,2019JJ00,0.0,,,,,
41075,419000 ,E006589,2020JJ00,0.0,,,,,
41076,419000 ,A048077,2000JJ00,0.0,,,,,
41077,419000 ,A048077,2001JJ00,0.0,,,,,
41078,419000 ,A048077,2002JJ00,0.0,,,,,
41079,419000 ,A048077,2003JJ00,0.0,,,,,
41080,419000 ,A048077,2004JJ00,0.0,,,,,
41081,419000 ,A048077,2005JJ00,0.0,,,,,
41082,419000 ,A048077,2006JJ00,0.0,,,,,
41083,419000 ,A048077,2007JJ00,0.0,,,,,
41084,419000 ,A048077,2008JJ00,0.0,,,,,
41085,419000 ,A048077,2009JJ00,0.0,,,,,
41086,419000 ,A048077,2010JJ00,0.0,,,,,
41087,419000 ,A048077,2011JJ00,0.0,,,,,
41088,419000 ,A048077,2012JJ00,0.0,,,,,
41089,419000 ,A048077,2013JJ00,0.0,,,,,
41090,419000 ,A048077,2014JJ00,0.0,,,,,
41091,419000 ,A048077,2015JJ00,0.0,,,,,
41092,419000 ,A048077,2016JJ00,0.0,,,,,
41093,419000 ,A048077,2017JJ00,0.0,,,,,
41094,419000 ,A048077,2018JJ00,0.0,,,,,
41095,419000 ,A048077,2019JJ00,0.0,,,,,
41096,419000 ,A048077,2020JJ00,0.0,,,,,
41097,419000 ,A048078,2000JJ00,0.0,,,,,
41098,419000 ,A048078,2001JJ00,0.0,,,,,
41099,419000 ,A048078,2002JJ00,0.0,,,,,
41100,419000 ,A048078,2003JJ00,0.0,,,,,
41101,419000 ,A048078,2004JJ00,0.0,,,,,
41102,419000 ,A048078,2005JJ00,0.0,,,,,
41103,419000 ,A048078,2006JJ00,0.0,,,,,
41104,419000 ,A048078,2007JJ00,0.0,,,,,
41105,419000 ,A048078,2008JJ00,0.3,,,,,
41106,419000 ,A048078,2009JJ00,0.4,,,,,
41107,419000 ,A048078,2010JJ00,0.4,,,,,
41108,419000 ,A048078,2011JJ00,0.5,,,,,
41109,419000 ,A048078,2012JJ00,0.6,,,,,
41110,419000 ,A048078,2013JJ00,0.7,,,,,
41111,419000 ,A048078,2014JJ00,0.1,,,,,
41112,419000 ,A048078,2015JJ00,0.1,,,,,
41113,419000 ,A048078,2016JJ00,0.1,,,,,
41114,419000 ,A048078,2017JJ00,0.1,,,,,
41115,419000 ,A048078,2018JJ00,0.1,,,,,
41116,419000 ,A048078,2019JJ00,0.1,,,,,
41117,419000 ,A048078,2020JJ00,0.1,,,,,
41118,419000 ,E006461,2000JJ00,,0.0,,0.0,,
41119,419000 ,E006461,2001JJ00,,0.0,,0.0,,
41120,419000 ,E006461,2002JJ00,,0.0,,0.0,,
41121,419000 ,E006461,2003JJ00,,0.0,,0.0,,
41122,419000 ,E006461,2004JJ00,,0.0,,0.0,,
41123,419000 ,E006461,2005JJ00,,0.0,,0.0,,
41124,419000 ,E006461,2006JJ00,,0.0,,0.0,,
