ID,Zorgfuncties,Zorgaanbieders,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
718,A019213,A052820,2023JJ00,0
719,A019213,A052820,2024JJ00,0
720,A019214,A052785,2021JJ00,11177
721,A019214,A052785,2022JJ00,11941
722,A019214,A052785,2023JJ00,12969
723,A019214,A052785,2024JJ00,14303
724,A019214,A052786,2021JJ00,1588
725,A019214,A052786,2022JJ00,1705
726,A019214,A052786,2023JJ00,1935
727,A019214,A052786,2024JJ00,2176
728,A019214,A052787,2021JJ00,75
729,A019214,A052787,2022JJ00,79
730,A019214,A052787,2023JJ00,84
731,A019214,A052787,2024JJ00,93
732,A019214,A052788,2021JJ00,1513
733,A019214,A052788,2022JJ00,1625
734,A019214,A052788,2023JJ00,1849
735,A019214,A052788,2024JJ00,2081
736,A019214,A052789,2021JJ00,0
737,A019214,A052789,2022JJ00,1
738,A019214,A052789,2023JJ00,2
739,A019214,A052789,2024JJ00,2
740,A019214,A052790,2021JJ00,5526
741,A019214,A052790,2022JJ00,5791
742,A019214,A052790,2023JJ00,6195
743,A019214,A052790,2024JJ00,6873
744,A019214,A052791,2021JJ00,1971
745,A019214,A052791,2022JJ00,2162
746,A019214,A052791,2023JJ00,2288
747,A019214,A052791,2024JJ00,2560
748,A019214,A052792,2021JJ00,3555
749,A019214,A052792,2022JJ00,3629
750,A019214,A052792,2023JJ00,3907
751,A019214,A052792,2024JJ00,4312
752,A019214,A052795,2021JJ00,605
753,A019214,A052795,2022JJ00,763
754,A019214,A052795,2023JJ00,995
755,A019214,A052795,2024JJ00,1029
756,A019214,A052796,2021JJ00,0
757,A019214,A052796,2022JJ00,0
758,A019214,A052796,2023JJ00,0
759,A019214,A052796,2024JJ00,0
760,A019214,A052797,2021JJ00,0
761,A019214,A052797,2022JJ00,0
762,A019214,A052797,2023JJ00,0
763,A019214,A052797,2024JJ00,0
764,A019214,A052799,2021JJ00,54
765,A019214,A052799,2022JJ00,80
766,A019214,A052799,2023JJ00,84
767,A019214,A052799,2024JJ00,91
768,A019214,A052798,2021JJ00,155
769,A019214,A052798,2022JJ00,182
770,A019214,A052798,2023JJ00,201
771,A019214,A052798,2024JJ00,239
772,A019214,A052800,2021JJ00,397
773,A019214,A052800,2022JJ00,501
774,A019214,A052800,2023JJ00,710
775,A019214,A052800,2024JJ00,700
776,A019214,A052801,2021JJ00,0
777,A019214,A052801,2022JJ00,0
778,A019214,A052801,2023JJ00,0
779,A019214,A052801,2024JJ00,0
780,A019214,A052802,2021JJ00,0
781,A019214,A052802,2022JJ00,0
782,A019214,A052802,2023JJ00,0
783,A019214,A052802,2024JJ00,0
784,A019214,A052803,2021JJ00,0
785,A019214,A052803,2022JJ00,0
786,A019214,A052803,2023JJ00,0
787,A019214,A052803,2024JJ00,0
788,A019214,A052806,2021JJ00,662
789,A019214,A052806,2022JJ00,694
790,A019214,A052806,2023JJ00,787
791,A019214,A052806,2024JJ00,828
792,A019214,A052807,2021JJ00,0
793,A019214,A052807,2022JJ00,0
794,A019214,A052807,2023JJ00,0
795,A019214,A052807,2024JJ00,0
796,A019214,A052808,2021JJ00,662
797,A019214,A052808,2022JJ00,694
798,A019214,A052808,2023JJ00,787
799,A019214,A052808,2024JJ00,828
800,A019214,A052811,2021JJ00,17
801,A019214,A052811,2022JJ00,12
802,A019214,A052811,2023JJ00,25
803,A019214,A052811,2024JJ00,29
804,A019214,A052812,2021JJ00,472
805,A019214,A052812,2022JJ00,563
806,A019214,A052812,2023JJ00,628
807,A019214,A052812,2024JJ00,696
808,A019214,A052813,2021JJ00,472
809,A019214,A052813,2022JJ00,563
810,A019214,A052813,2023JJ00,628
811,A019214,A052813,2024JJ00,696
812,A019214,A052814,2021JJ00,0
813,A019214,A052814,2022JJ00,0
814,A019214,A052814,2023JJ00,0
815,A019214,A052814,2024JJ00,0
816,A019214,A052815,2021JJ00,0
817,A019214,A052815,2022JJ00,0
818,A019214,A052815,2023JJ00,0
819,A019214,A052815,2024JJ00,0
820,A019214,A052816,2021JJ00,0
821,A019214,A052816,2022JJ00,0
822,A019214,A052816,2023JJ00,0
823,A019214,A052816,2024JJ00,0
824,A019214,A052817,2021JJ00,2306
825,A019214,A052817,2022JJ00,2413
826,A019214,A052817,2023JJ00,2404
827,A019214,A052817,2024JJ00,2673
828,A019214,A052818,2021JJ00,1515
829,A019214,A052818,2022JJ00,1589
830,A019214,A052818,2023JJ00,1729
831,A019214,A052818,2024JJ00,1905
832,A019214,A052819,2021JJ00,790
833,A019214,A052819,2022JJ00,823
834,A019214,A052819,2023JJ00,676
835,A019214,A052819,2024JJ00,768
836,A019214,A052820,2021JJ00,0
837,A019214,A052820,2022JJ00,0
838,A019214,A052820,2023JJ00,0
839,A019214,A052820,2024JJ00,0
840,A019215,A052785,2021JJ00,9452
841,A019215,A052785,2022JJ00,10166
842,A019215,A052785,2023JJ00,11061
843,A019215,A052785,2024JJ00,12228
844,A019215,A052786,2021JJ00,1575
845,A019215,A052786,2022JJ00,1694
846,A019215,A052786,2023JJ00,1923
847,A019215,A052786,2024JJ00,2164
848,A019215,A052787,2021JJ00,75
849,A019215,A052787,2022JJ00,79
850,A019215,A052787,2023JJ00,84
851,A019215,A052787,2024JJ00,93
852,A019215,A052788,2021JJ00,1500
853,A019215,A052788,2022JJ00,1614
854,A019215,A052788,2023JJ00,1837
855,A019215,A052788,2024JJ00,2069
856,A019215,A052789,2021JJ00,0
857,A019215,A052789,2022JJ00,1
858,A019215,A052789,2023JJ00,2
859,A019215,A052789,2024JJ00,2
860,A019215,A052790,2021JJ00,5488
861,A019215,A052790,2022JJ00,5760
862,A019215,A052790,2023JJ00,6169
863,A019215,A052790,2024JJ00,6848
864,A019215,A052791,2021JJ00,1955
865,A019215,A052791,2022JJ00,2148
866,A019215,A052791,2023JJ00,2275
867,A019215,A052791,2024JJ00,2547
868,A019215,A052792,2021JJ00,3534
869,A019215,A052792,2022JJ00,3612
870,A019215,A052792,2023JJ00,3895
871,A019215,A052792,2024JJ00,4301
872,A019215,A052795,2021JJ00,516
873,A019215,A052795,2022JJ00,685
874,A019215,A052795,2023JJ00,918
875,A019215,A052795,2024JJ00,956
876,A019215,A052796,2021JJ00,0
877,A019215,A052796,2022JJ00,0
878,A019215,A052796,2023JJ00,0
879,A019215,A052796,2024JJ00,0
880,A019215,A052797,2021JJ00,0
881,A019215,A052797,2022JJ00,0
882,A019215,A052797,2023JJ00,0
883,A019215,A052797,2024JJ00,0
884,A019215,A052799,2021JJ00,40
885,A019215,A052799,2022JJ00,68
886,A019215,A052799,2023JJ00,72
887,A019215,A052799,2024JJ00,79
888,A019215,A052798,2021JJ00,140
889,A019215,A052798,2022JJ00,169
890,A019215,A052798,2023JJ00,190
891,A019215,A052798,2024JJ00,228
892,A019215,A052800,2021JJ00,336
893,A019215,A052800,2022JJ00,448
894,A019215,A052800,2023JJ00,656
895,A019215,A052800,2024JJ00,649
896,A019215,A052801,2021JJ00,0
897,A019215,A052801,2022JJ00,0
898,A019215,A052801,2023JJ00,0
899,A019215,A052801,2024JJ00,0
900,A019215,A052802,2021JJ00,0
901,A019215,A052802,2022JJ00,0
902,A019215,A052802,2023JJ00,0
903,A019215,A052802,2024JJ00,0
904,A019215,A052803,2021JJ00,0
905,A019215,A052803,2022JJ00,0
906,A019215,A052803,2023JJ00,0
907,A019215,A052803,2024JJ00,0
908,A019215,A052806,2021JJ00,662
909,A019215,A052806,2022JJ00,694
910,A019215,A052806,2023JJ00,787
911,A019215,A052806,2024JJ00,828
912,A019215,A052807,2021JJ00,0
913,A019215,A052807,2022JJ00,0
914,A019215,A052807,2023JJ00,0
915,A019215,A052807,2024JJ00,0
916,A019215,A052808,2021JJ00,662
917,A019215,A052808,2022JJ00,694
918,A019215,A052808,2023JJ00,787
919,A019215,A052808,2024JJ00,828
920,A019215,A052811,2021JJ00,14
921,A019215,A052811,2022JJ00,10
922,A019215,A052811,2023JJ00,23
923,A019215,A052811,2024JJ00,27
924,A019215,A052812,2021JJ00,472
925,A019215,A052812,2022JJ00,563
926,A019215,A052812,2023JJ00,628
927,A019215,A052812,2024JJ00,696
928,A019215,A052813,2021JJ00,472
929,A019215,A052813,2022JJ00,563
930,A019215,A052813,2023JJ00,628
931,A019215,A052813,2024JJ00,696
932,A019215,A052814,2021JJ00,0
933,A019215,A052814,2022JJ00,0
934,A019215,A052814,2023JJ00,0
935,A019215,A052814,2024JJ00,0
936,A019215,A052815,2021JJ00,0
937,A019215,A052815,2022JJ00,0
938,A019215,A052815,2023JJ00,0
939,A019215,A052815,2024JJ00,0
940,A019215,A052816,2021JJ00,0
941,A019215,A052816,2022JJ00,0
942,A019215,A052816,2023JJ00,0
943,A019215,A052816,2024JJ00,0
944,A019215,A052817,2021JJ00,725
945,A019215,A052817,2022JJ00,760
946,A019215,A052817,2023JJ00,613
947,A019215,A052817,2024JJ00,709
948,A019215,A052818,2021JJ00,8
949,A019215,A052818,2022JJ00,0
950,A019215,A052818,2023JJ00,0
951,A019215,A052818,2024JJ00,0
952,A019215,A052819,2021JJ00,716
953,A019215,A052819,2022JJ00,760
954,A019215,A052819,2023JJ00,613
955,A019215,A052819,2024JJ00,709
956,A019215,A052820,2021JJ00,0
957,A019215,A052820,2022JJ00,0
958,A019215,A052820,2023JJ00,0
959,A019215,A052820,2024JJ00,0
960,A019216,A052785,2021JJ00,1725
961,A019216,A052785,2022JJ00,1775
962,A019216,A052785,2023JJ00,1908
963,A019216,A052785,2024JJ00,2076
964,A019216,A052786,2021JJ00,13
965,A019216,A052786,2022JJ00,11
966,A019216,A052786,2023JJ00,12
967,A019216,A052786,2024JJ00,11
968,A019216,A052787,2021JJ00,0
969,A019216,A052787,2022JJ00,0
970,A019216,A052787,2023JJ00,0
971,A019216,A052787,2024JJ00,0
972,A019216,A052788,2021JJ00,13
973,A019216,A052788,2022JJ00,11
974,A019216,A052788,2023JJ00,12
975,A019216,A052788,2024JJ00,11
976,A019216,A052789,2021JJ00,0
977,A019216,A052789,2022JJ00,0
978,A019216,A052789,2023JJ00,0
979,A019216,A052789,2024JJ00,0
980,A019216,A052790,2021JJ00,38
981,A019216,A052790,2022JJ00,31
982,A019216,A052790,2023JJ00,26
983,A019216,A052790,2024JJ00,25
984,A019216,A052791,2021JJ00,16
985,A019216,A052791,2022JJ00,14
986,A019216,A052791,2023JJ00,13
987,A019216,A052791,2024JJ00,13
988,A019216,A052792,2021JJ00,21
989,A019216,A052792,2022JJ00,17
990,A019216,A052792,2023JJ00,12
991,A019216,A052792,2024JJ00,12
992,A019216,A052795,2021JJ00,89
993,A019216,A052795,2022JJ00,78
994,A019216,A052795,2023JJ00,77
995,A019216,A052795,2024JJ00,74
996,A019216,A052796,2021JJ00,0
997,A019216,A052796,2022JJ00,0
998,A019216,A052796,2023JJ00,0
999,A019216,A052796,2024JJ00,0
1000,A019216,A052797,2021JJ00,0
1001,A019216,A052797,2022JJ00,0
1002,A019216,A052797,2023JJ00,0
1003,A019216,A052797,2024JJ00,0
1004,A019216,A052799,2021JJ00,14
1005,A019216,A052799,2022JJ00,13
1006,A019216,A052799,2023JJ00,13
1007,A019216,A052799,2024JJ00,12
1008,A019216,A052798,2021JJ00,14
1009,A019216,A052798,2022JJ00,13
1010,A019216,A052798,2023JJ00,11
1011,A019216,A052798,2024JJ00,10
1012,A019216,A052800,2021JJ00,61
1013,A019216,A052800,2022JJ00,53
1014,A019216,A052800,2023JJ00,53
1015,A019216,A052800,2024JJ00,51
1016,A019216,A052801,2021JJ00,0
1017,A019216,A052801,2022JJ00,0
1018,A019216,A052801,2023JJ00,0
1019,A019216,A052801,2024JJ00,0
1020,A019216,A052802,2021JJ00,0
1021,A019216,A052802,2022JJ00,0
1022,A019216,A052802,2023JJ00,0
1023,A019216,A052802,2024JJ00,0
1024,A019216,A052803,2021JJ00,0
1025,A019216,A052803,2022JJ00,0
1026,A019216,A052803,2023JJ00,0
1027,A019216,A052803,2024JJ00,0
1028,A019216,A052806,2021JJ00,0
1029,A019216,A052806,2022JJ00,0
1030,A019216,A052806,2023JJ00,0
1031,A019216,A052806,2024JJ00,0
1032,A019216,A052807,2021JJ00,0
1033,A019216,A052807,2022JJ00,0
1034,A019216,A052807,2023JJ00,0
1035,A019216,A052807,2024JJ00,0
1036,A019216,A052808,2021JJ00,0
1037,A019216,A052808,2022JJ00,0
1038,A019216,A052808,2023JJ00,0
1039,A019216,A052808,2024JJ00,0
1040,A019216,A052811,2021JJ00,3
1041,A019216,A052811,2022JJ00,2
1042,A019216,A052811,2023JJ00,2
1043,A019216,A052811,2024JJ00,2
1044,A019216,A052812,2021JJ00,0
1045,A019216,A052812,2022JJ00,0
1046,A019216,A052812,2023JJ00,0
1047,A019216,A052812,2024JJ00,0
1048,A019216,A052813,2021JJ00,0
1049,A019216,A052813,2022JJ00,0
1050,A019216,A052813,2023JJ00,0
1051,A019216,A052813,2024JJ00,0
1052,A019216,A052814,2021JJ00,0
1053,A019216,A052814,2022JJ00,0
1054,A019216,A052814,2023JJ00,0
1055,A019216,A052814,2024JJ00,0
1056,A019216,A052815,2021JJ00,0
1057,A019216,A052815,2022JJ00,0
1058,A019216,A052815,2023JJ00,0
1059,A019216,A052815,2024JJ00,0
1060,A019216,A052816,2021JJ00,0
1061,A019216,A052816,2022JJ00,0
1062,A019216,A052816,2023JJ00,0
1063,A019216,A052816,2024JJ00,0
1064,A019216,A052817,2021JJ00,1581
1065,A019216,A052817,2022JJ00,1652
1066,A019216,A052817,2023JJ00,1791
1067,A019216,A052817,2024JJ00,1964
1068,A019216,A052818,2021JJ00,1507
1069,A019216,A052818,2022JJ00,1589
1070,A019216,A052818,2023JJ00,1729
1071,A019216,A052818,2024JJ00,1905
1072,A019216,A052819,2021JJ00,74
1073,A019216,A052819,2022JJ00,63
1074,A019216,A052819,2023JJ00,62
1075,A019216,A052819,2024JJ00,59
1076,A019216,A052820,2021JJ00,0
1077,A019216,A052820,2022JJ00,0
1078,A019216,A052820,2023JJ00,0
1079,A019216,A052820,2024JJ00,0
1080,A019210,A052785,2021JJ00,0
1081,A019210,A052785,2022JJ00,0
1082,A019210,A052785,2023JJ00,0
1083,A019210,A052785,2024JJ00,0
1084,A019210,A052786,2021JJ00,0
1085,A019210,A052786,2022JJ00,0
1086,A019210,A052786,2023JJ00,0
1087,A019210,A052786,2024JJ00,0
1088,A019210,A052787,2021JJ00,0
1089,A019210,A052787,2022JJ00,0
1090,A019210,A052787,2023JJ00,0
1091,A019210,A052787,2024JJ00,0
1092,A019210,A052788,2021JJ00,0
1093,A019210,A052788,2022JJ00,0
1094,A019210,A052788,2023JJ00,0
1095,A019210,A052788,2024JJ00,0
1096,A019210,A052789,2021JJ00,0
1097,A019210,A052789,2022JJ00,0
1098,A019210,A052789,2023JJ00,0
1099,A019210,A052789,2024JJ00,0
1100,A019210,A052790,2021JJ00,0
1101,A019210,A052790,2022JJ00,0
1102,A019210,A052790,2023JJ00,0
1103,A019210,A052790,2024JJ00,0
1104,A019210,A052791,2021JJ00,0
1105,A019210,A052791,2022JJ00,0
1106,A019210,A052791,2023JJ00,0
1107,A019210,A052791,2024JJ00,0
1108,A019210,A052792,2021JJ00,0
1109,A019210,A052792,2022JJ00,0
1110,A019210,A052792,2023JJ00,0
1111,A019210,A052792,2024JJ00,0
1112,A019210,A052795,2021JJ00,0
1113,A019210,A052795,2022JJ00,0
1114,A019210,A052795,2023JJ00,0
1115,A019210,A052795,2024JJ00,0
1116,A019210,A052796,2021JJ00,0
1117,A019210,A052796,2022JJ00,0
1118,A019210,A052796,2023JJ00,0
1119,A019210,A052796,2024JJ00,0
1120,A019210,A052797,2021JJ00,0
1121,A019210,A052797,2022JJ00,0
1122,A019210,A052797,2023JJ00,0
1123,A019210,A052797,2024JJ00,0
1124,A019210,A052799,2021JJ00,0
1125,A019210,A052799,2022JJ00,0
1126,A019210,A052799,2023JJ00,0
1127,A019210,A052799,2024JJ00,0
1128,A019210,A052798,2021JJ00,0
1129,A019210,A052798,2022JJ00,0
1130,A019210,A052798,2023JJ00,0
1131,A019210,A052798,2024JJ00,0
1132,A019210,A052800,2021JJ00,0
1133,A019210,A052800,2022JJ00,0
1134,A019210,A052800,2023JJ00,0
1135,A019210,A052800,2024JJ00,0
1136,A019210,A052801,2021JJ00,0
1137,A019210,A052801,2022JJ00,0
1138,A019210,A052801,2023JJ00,0
1139,A019210,A052801,2024JJ00,0
1140,A019210,A052802,2021JJ00,0
1141,A019210,A052802,2022JJ00,0
1142,A019210,A052802,2023JJ00,0
1143,A019210,A052802,2024JJ00,0
1144,A019210,A052803,2021JJ00,0
1145,A019210,A052803,2022JJ00,0
1146,A019210,A052803,2023JJ00,0
1147,A019210,A052803,2024JJ00,0
1148,A019210,A052806,2021JJ00,0
1149,A019210,A052806,2022JJ00,0
1150,A019210,A052806,2023JJ00,0
1151,A019210,A052806,2024JJ00,0
1152,A019210,A052807,2021JJ00,0
1153,A019210,A052807,2022JJ00,0
1154,A019210,A052807,2023JJ00,0
1155,A019210,A052807,2024JJ00,0
1156,A019210,A052808,2021JJ00,0
1157,A019210,A052808,2022JJ00,0
1158,A019210,A052808,2023JJ00,0
1159,A019210,A052808,2024JJ00,0
1160,A019210,A052811,2021JJ00,0
1161,A019210,A052811,2022JJ00,0
1162,A019210,A052811,2023JJ00,0
1163,A019210,A052811,2024JJ00,0
1164,A019210,A052812,2021JJ00,0
1165,A019210,A052812,2022JJ00,0
1166,A019210,A052812,2023JJ00,0
1167,A019210,A052812,2024JJ00,0
1168,A019210,A052813,2021JJ00,0
1169,A019210,A052813,2022JJ00,0
1170,A019210,A052813,2023JJ00,0
1171,A019210,A052813,2024JJ00,0
1172,A019210,A052814,2021JJ00,0
1173,A019210,A052814,2022JJ00,0
1174,A019210,A052814,2023JJ00,0
1175,A019210,A052814,2024JJ00,0
1176,A019210,A052815,2021JJ00,0
1177,A019210,A052815,2022JJ00,0
1178,A019210,A052815,2023JJ00,0
1179,A019210,A052815,2024JJ00,0
1180,A019210,A052816,2021JJ00,0
1181,A019210,A052816,2022JJ00,0
1182,A019210,A052816,2023JJ00,0
1183,A019210,A052816,2024JJ00,0
1184,A019210,A052817,2021JJ00,0
1185,A019210,A052817,2022JJ00,0
1186,A019210,A052817,2023JJ00,0
1187,A019210,A052817,2024JJ00,0
1188,A019210,A052818,2021JJ00,0
1189,A019210,A052818,2022JJ00,0
1190,A019210,A052818,2023JJ00,0
1191,A019210,A052818,2024JJ00,0
1192,A019210,A052819,2021JJ00,0
1193,A019210,A052819,2022JJ00,0
1194,A019210,A052819,2023JJ00,0
1195,A019210,A052819,2024JJ00,0
1196,A019210,A052820,2021JJ00,0
1197,A019210,A052820,2022JJ00,0
1198,A019210,A052820,2023JJ00,0
1199,A019210,A052820,2024JJ00,0
