ID,SBI93,Grootteklassen,Perioden,Bedrijven_1,WerkzamePersonen_2,Werknemers_3,VerloondeSocialeVerzekeringsdagen_4,GewerkteDagen_5,Totaal_6,ProductieBouwbedrijf_7,OmzetHandelEnOverigeOpbrengsten_8,Totaal_9,Totaal_10,VoorBouwactiviteiten_11,VoorHandelEnOvActiviteiten_12,BetalingenAanOnderaannemers_13,KostenEnergieverbruik_14,OverigeBedrijfskosten_15,Totaal_16,Arbeidskosten_17,SubsidiesEnHeffingen_18,Totaal_19,SaldoInterest_20,SaldoBatenEnLasten_21,SaldoVoorzieningen_22,AfschrijvingenOpVasteActiva_23,SaldoBouwactiviteitenBuitenland_24,ResultaatVoorBelastingen_25,CodeBedrijfsactiviteit_26
632,4542  ,T,1999JJ00,9480,15.0,10.0,2306.0,2111.0,1297.0,1280.0,17.0,764.0,438.0,137.0,1.0,171.0,3.0,154.0,533.0,298.0,-1.0,234.0,-9.0,0.0,-1.0,34.0,8.0,199.0,4542  
633,4542  ,K,1997JJ00,7470,10.0,6.0,1241.0,1147.0,688.0,659.0,29.0,398.0,241.0,0.0,0.0,59.0,2.0,98.0,290.0,143.0,1.0,147.0,-5.0,2.0,0.0,21.0,0.0,123.0,4542  
634,4542  ,K,1998JJ00,8253,11.0,6.0,1397.0,1284.0,783.0,752.0,30.0,445.0,262.0,0.0,0.0,79.0,3.0,104.0,338.0,161.0,1.0,176.0,-7.0,-3.0,0.0,25.0,0.0,141.0,4542  
635,4542  ,K,1999JJ00,9297,11.0,6.0,1382.0,1272.0,864.0,855.0,9.0,481.0,300.0,0.0,0.0,77.0,2.0,104.0,383.0,168.0,-1.0,214.0,-7.0,0.0,0.0,27.0,2.0,182.0,4542  
636,4542  ,G,1997JJ00,155,4.0,3.0,782.0,711.0,353.0,337.0,16.0,235.0,113.0,112.0,1.0,68.0,0.0,54.0,118.0,110.0,0.0,8.0,-3.0,0.0,0.0,9.0,2.0,-3.0,4542  
637,4542  ,G,1998JJ00,172,4.0,4.0,959.0,858.0,424.0,417.0,6.0,271.0,137.0,136.0,2.0,88.0,1.0,46.0,153.0,133.0,0.0,20.0,-2.0,1.0,0.0,7.0,4.0,16.0,4542  
638,4542  ,G,1999JJ00,183,4.0,4.0,925.0,839.0,432.0,425.0,8.0,282.0,139.0,137.0,1.0,93.0,1.0,50.0,151.0,130.0,0.0,20.0,-1.0,0.0,0.0,7.0,6.0,17.0,4542  
639,4542  ,A,1997JJ00,5798,5.0,2.0,434.0,407.0,296.0,286.0,10.0,170.0,102.0,0.0,0.0,23.0,1.0,45.0,127.0,50.0,0.0,77.0,-3.0,1.0,0.0,10.0,0.0,65.0,4542  
640,4542  ,A,1998JJ00,6511,5.0,2.0,527.0,484.0,353.0,341.0,12.0,197.0,113.0,0.0,0.0,35.0,1.0,49.0,157.0,59.0,0.0,98.0,-4.0,-2.0,0.0,12.0,0.0,80.0,4542  
641,4542  ,A,1999JJ00,7398,5.0,2.0,532.0,492.0,398.0,394.0,3.0,216.0,129.0,0.0,0.0,36.0,1.0,50.0,182.0,62.0,0.0,119.0,-4.0,0.0,0.0,13.0,0.0,104.0,4542  
642,4542  ,B,1997JJ00,1672,6.0,4.0,807.0,740.0,392.0,373.0,19.0,228.0,139.0,0.0,0.0,36.0,1.0,53.0,164.0,93.0,1.0,70.0,-3.0,0.0,0.0,11.0,0.0,58.0,4542  
643,4542  ,B,1998JJ00,1742,6.0,4.0,871.0,800.0,429.0,411.0,18.0,248.0,150.0,0.0,0.0,43.0,2.0,54.0,182.0,103.0,1.0,78.0,-4.0,-1.0,0.0,13.0,0.0,61.0,4542  
644,4542  ,B,1999JJ00,1899,6.0,4.0,849.0,780.0,467.0,461.0,6.0,266.0,170.0,0.0,0.0,41.0,2.0,54.0,201.0,106.0,-1.0,94.0,-3.0,0.0,0.0,14.0,1.0,78.0,4542  
645,4542  ,C,1997JJ00,153,,,,,,,,,,,,,,,,,,,,,,,,,4542  
646,4542  ,C,1998JJ00,168,,,,,,,,,,,,,,,,,,,,,,,,,4542  
647,4542  ,C,1999JJ00,178,,,,,,,,,,,,,,,,,,,,,,,,,4542  
648,4542  ,D,1997JJ00,2,,,,,,,,,,,,,,,,,,,,,,,,,4542  
649,4542  ,D,1998JJ00,4,,,,,,,,,,,,,,,,,,,,,,,,,4542  
650,4542  ,D,1999JJ00,5,,,,,,,,,,,,,,,,,,,,,,,,,4542  
651,4543  ,T,1997JJ00,3792,10.0,8.0,1727.0,1560.0,742.0,669.0,73.0,427.0,267.0,111.0,9.0,61.0,2.0,99.0,314.0,207.0,0.0,107.0,-4.0,0.0,-1.0,18.0,5.0,89.0,4543  
652,4543  ,T,1998JJ00,4103,10.0,7.0,1643.0,1490.0,795.0,741.0,53.0,484.0,312.0,131.0,9.0,64.0,1.0,108.0,310.0,204.0,0.0,106.0,-4.0,0.0,-1.0,19.0,5.0,87.0,4543  
653,4543  ,T,1999JJ00,4600,10.0,7.0,1646.0,1514.0,827.0,796.0,31.0,498.0,314.0,126.0,9.0,73.0,2.0,111.0,329.0,211.0,0.0,118.0,-4.0,-1.0,-1.0,20.0,8.0,99.0,4543  
654,4543  ,K,1997JJ00,3622,7.0,4.0,935.0,855.0,422.0,364.0,58.0,227.0,148.0,0.0,0.0,24.0,1.0,55.0,194.0,103.0,0.0,91.0,-3.0,0.0,0.0,13.0,0.0,76.0,4543  
655,4543  ,K,1998JJ00,3915,6.0,4.0,800.0,738.0,446.0,412.0,33.0,264.0,172.0,0.0,0.0,25.0,1.0,68.0,182.0,91.0,0.0,90.0,-2.0,0.0,-1.0,13.0,0.0,73.0,4543  
656,4543  ,K,1999JJ00,4407,6.0,4.0,818.0,758.0,474.0,464.0,10.0,277.0,179.0,0.0,0.0,28.0,1.0,70.0,197.0,96.0,0.0,101.0,-3.0,0.0,0.0,15.0,2.0,85.0,4543  
657,4543  ,G,1997JJ00,170,4.0,4.0,793.0,705.0,320.0,305.0,15.0,200.0,119.0,111.0,9.0,37.0,0.0,44.0,120.0,104.0,0.0,15.0,-1.0,0.0,0.0,5.0,5.0,13.0,4543  
658,4543  ,G,1998JJ00,188,4.0,4.0,842.0,752.0,349.0,329.0,20.0,220.0,140.0,131.0,9.0,40.0,0.0,40.0,129.0,113.0,0.0,16.0,-1.0,0.0,0.0,6.0,5.0,14.0,4543  
659,4543  ,G,1999JJ00,193,4.0,4.0,829.0,756.0,353.0,332.0,21.0,222.0,136.0,126.0,9.0,45.0,0.0,41.0,131.0,115.0,0.0,16.0,-1.0,-1.0,0.0,6.0,6.0,14.0,4543  
660,4543  ,A,1997JJ00,2381,2.0,1.0,198.0,183.0,116.0,100.0,15.0,62.0,40.0,0.0,0.0,5.0,0.0,16.0,54.0,20.0,0.0,34.0,-1.0,0.0,0.0,4.0,0.0,29.0,4543  
661,4543  ,A,1998JJ00,2617,2.0,1.0,162.0,149.0,121.0,112.0,10.0,66.0,44.0,0.0,0.0,5.0,0.0,16.0,55.0,17.0,0.0,38.0,-1.0,0.0,0.0,4.0,0.0,34.0,4543  
662,4543  ,A,1999JJ00,3008,2.0,1.0,176.0,165.0,140.0,138.0,2.0,79.0,54.0,0.0,0.0,5.0,0.0,20.0,62.0,19.0,0.0,43.0,-1.0,0.0,0.0,5.0,0.0,37.0,4543  
663,4543  ,B,1997JJ00,1241,5.0,3.0,737.0,672.0,306.0,263.0,42.0,166.0,108.0,0.0,0.0,19.0,1.0,39.0,140.0,83.0,0.0,57.0,-2.0,0.0,0.0,9.0,0.0,47.0,4543  
664,4543  ,B,1998JJ00,1298,4.0,3.0,639.0,589.0,324.0,301.0,23.0,198.0,127.0,0.0,0.0,19.0,1.0,52.0,126.0,74.0,0.0,52.0,-1.0,0.0,-1.0,10.0,0.0,39.0,4543  
665,4543  ,B,1999JJ00,1399,4.0,3.0,642.0,593.0,334.0,326.0,8.0,198.0,125.0,0.0,0.0,23.0,1.0,50.0,136.0,77.0,0.0,59.0,-1.0,0.0,0.0,10.0,1.0,48.0,4543  
666,4543  ,C,1997JJ00,169,,,,,,,,,,,,,,,,,,,,,,,,,4543  
667,4543  ,C,1998JJ00,188,4.0,4.0,842.0,752.0,349.0,329.0,20.0,220.0,140.0,131.0,9.0,40.0,0.0,40.0,129.0,113.0,0.0,16.0,-1.0,0.0,0.0,6.0,5.0,14.0,4543  
668,4543  ,C,1999JJ00,193,4.0,4.0,829.0,756.0,353.0,332.0,21.0,222.0,136.0,126.0,9.0,45.0,0.0,41.0,131.0,115.0,0.0,16.0,-1.0,-1.0,0.0,6.0,6.0,14.0,4543  
669,4543  ,D,1997JJ00,1,,,,,,,,,,,,,,,,,,,,,,,,,4543  
670,4543  ,D,1998JJ00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
671,4543  ,D,1999JJ00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
672,4544  ,T,1997JJ00,6821,38.0,33.0,6753.0,6240.0,2097.0,2010.0,88.0,902.0,444.0,232.0,8.0,158.0,7.0,300.0,1196.0,936.0,1.0,259.0,-12.0,2.0,0.0,48.0,1.0,202.0,4544  
673,4544  ,T,1998JJ00,7110,39.0,34.0,7043.0,6425.0,2184.0,2104.0,81.0,932.0,456.0,238.0,7.0,174.0,7.0,302.0,1252.0,994.0,0.0,258.0,-10.0,1.0,-1.0,50.0,2.0,201.0,4544  
674,4544  ,T,1999JJ00,7581,39.0,33.0,7005.0,6412.0,2330.0,2261.0,69.0,980.0,458.0,249.0,15.0,182.0,6.0,339.0,1350.0,1038.0,0.0,312.0,-10.0,2.0,-1.0,53.0,2.0,252.0,4544  
675,4544  ,K,1997JJ00,6082,17.0,12.0,2378.0,2204.0,840.0,770.0,70.0,353.0,203.0,0.0,0.0,35.0,4.0,114.0,487.0,306.0,2.0,179.0,-7.0,0.0,-1.0,25.0,0.0,146.0,4544  
676,4544  ,K,1998JJ00,6351,17.0,12.0,2425.0,2255.0,874.0,817.0,56.0,362.0,210.0,0.0,0.0,35.0,4.0,116.0,511.0,320.0,2.0,190.0,-6.0,2.0,0.0,25.0,0.0,161.0,4544  
677,4544  ,K,1999JJ00,6778,17.0,11.0,2305.0,2156.0,911.0,879.0,32.0,363.0,195.0,0.0,0.0,32.0,3.0,135.0,548.0,315.0,-2.0,231.0,-5.0,1.0,-1.0,27.0,0.0,199.0,4544  
678,4544  ,G,1997JJ00,739,22.0,21.0,4375.0,4036.0,1257.0,1240.0,18.0,549.0,240.0,232.0,8.0,123.0,3.0,186.0,708.0,629.0,-1.0,80.0,-5.0,3.0,0.0,23.0,1.0,56.0,4544  
679,4544  ,G,1998JJ00,759,22.0,22.0,4618.0,4171.0,1311.0,1286.0,25.0,570.0,245.0,238.0,7.0,139.0,3.0,186.0,741.0,674.0,-2.0,68.0,-4.0,-1.0,0.0,25.0,2.0,40.0,4544  
680,4544  ,G,1999JJ00,803,22.0,22.0,4700.0,4256.0,1419.0,1383.0,37.0,617.0,263.0,249.0,15.0,150.0,3.0,204.0,802.0,722.0,2.0,82.0,-5.0,1.0,0.0,26.0,1.0,53.0,4544  
681,4544  ,A,1997JJ00,2977,3.0,1.0,270.0,249.0,129.0,120.0,9.0,55.0,31.0,0.0,0.0,6.0,0.0,19.0,74.0,33.0,0.0,40.0,-1.0,0.0,0.0,4.0,0.0,34.0,4544  
682,4544  ,A,1998JJ00,3211,3.0,1.0,284.0,263.0,136.0,128.0,8.0,58.0,33.0,0.0,0.0,6.0,0.0,20.0,78.0,36.0,0.0,42.0,-1.0,0.0,0.0,5.0,0.0,37.0,4544  
683,4544  ,A,1999JJ00,3605,4.0,2.0,305.0,285.0,166.0,163.0,3.0,64.0,34.0,0.0,0.0,4.0,0.0,26.0,102.0,40.0,0.0,61.0,-1.0,0.0,0.0,5.0,0.0,55.0,4544  
684,4544  ,B,1997JJ00,3105,14.0,10.0,2108.0,1956.0,711.0,650.0,61.0,298.0,172.0,0.0,0.0,29.0,3.0,96.0,414.0,273.0,2.0,138.0,-6.0,0.0,-1.0,20.0,0.0,111.0,4544  
685,4544  ,B,1998JJ00,3140,14.0,10.0,2141.0,1992.0,737.0,689.0,48.0,304.0,178.0,0.0,0.0,29.0,3.0,97.0,433.0,284.0,1.0,148.0,-5.0,2.0,0.0,21.0,0.0,124.0,4544  
686,4544  ,B,1999JJ00,3173,14.0,10.0,1999.0,1871.0,745.0,715.0,29.0,298.0,161.0,0.0,0.0,29.0,3.0,109.0,447.0,275.0,-2.0,169.0,-4.0,0.0,-1.0,21.0,0.0,143.0,4544  
687,4544  ,C,1997JJ00,731,,,,,,,,,,,,,,,,,,,,,,,,,4544  
688,4544  ,C,1998JJ00,747,,,,,,,,,,,,,,,,,,,,,,,,,4544  
689,4544  ,C,1999JJ00,791,20.0,19.0,4239.0,3844.0,1268.0,1232.0,35.0,551.0,239.0,225.0,15.0,131.0,3.0,182.0,717.0,644.0,1.0,74.0,-5.0,1.0,0.0,23.0,1.0,48.0,4544  
690,4544  ,D,1997JJ00,8,,,,,,,,,,,,,,,,,,,,,,,,,4544  
691,4544  ,D,1998JJ00,12,,,,,,,,,,,,,,,,,,,,,,,,,4544  
692,4544  ,D,1999JJ00,12,2.0,2.0,461.0,412.0,152.0,150.0,1.0,66.0,24.0,24.0,0.0,19.0,0.0,23.0,86.0,78.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,5.0,4544  
693,4545  ,T,1997JJ00,860,2.0,1.0,315.0,285.0,170.0,166.0,4.0,112.0,63.0,20.0,0.0,25.0,0.0,25.0,58.0,37.0,0.0,20.0,-1.0,-1.0,0.0,5.0,3.0,16.0,4545  
694,4545  ,T,1998JJ00,1003,2.0,2.0,400.0,354.0,212.0,200.0,13.0,137.0,83.0,29.0,1.0,22.0,1.0,32.0,75.0,47.0,0.0,28.0,-1.0,0.0,-1.0,6.0,3.0,22.0,4545  
695,4545  ,T,1999JJ00,1049,2.0,2.0,410.0,370.0,219.0,209.0,10.0,142.0,91.0,25.0,2.0,19.0,1.0,32.0,77.0,49.0,0.0,28.0,-1.0,0.0,0.0,5.0,5.0,26.0,4545  
696,4545  ,K,1997JJ00,823,1.0,1.0,185.0,170.0,111.0,108.0,4.0,72.0,43.0,0.0,0.0,14.0,0.0,15.0,39.0,20.0,0.0,19.0,-1.0,0.0,0.0,3.0,0.0,14.0,4545  
697,4545  ,K,1998JJ00,956,2.0,1.0,224.0,203.0,131.0,120.0,10.0,83.0,53.0,0.0,0.0,9.0,0.0,20.0,48.0,24.0,0.0,24.0,-1.0,0.0,0.0,4.0,0.0,19.0,4545  
698,4545  ,K,1999JJ00,1004,2.0,1.0,219.0,203.0,138.0,132.0,6.0,88.0,64.0,0.0,0.0,6.0,1.0,19.0,50.0,24.0,0.0,26.0,-1.0,0.0,0.0,4.0,0.0,21.0,4545  
699,4545  ,G,1997JJ00,37,1.0,1.0,130.0,115.0,58.0,58.0,0.0,40.0,20.0,20.0,0.0,11.0,0.0,10.0,19.0,17.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4545  
700,4545  ,G,1998JJ00,47,1.0,1.0,177.0,151.0,81.0,79.0,2.0,54.0,30.0,29.0,1.0,13.0,0.0,11.0,27.0,23.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,4545  
701,4545  ,G,1999JJ00,45,1.0,1.0,191.0,167.0,81.0,77.0,4.0,54.0,27.0,25.0,2.0,13.0,0.0,14.0,27.0,25.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,5.0,4545  
702,4545  ,A,1997JJ00,540,0.0,0.0,27.0,26.0,24.0,23.0,0.0,15.0,10.0,0.0,0.0,2.0,0.0,3.0,9.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,5.0,4545  
703,4545  ,A,1998JJ00,604,0.0,0.0,30.0,28.0,29.0,26.0,3.0,19.0,13.0,0.0,0.0,2.0,0.0,5.0,10.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,6.0,4545  
704,4545  ,A,1999JJ00,650,0.0,0.0,37.0,34.0,34.0,32.0,1.0,23.0,16.0,0.0,0.0,1.0,0.0,5.0,11.0,4.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,6.0,4545  
705,4545  ,B,1997JJ00,283,1.0,1.0,158.0,144.0,88.0,84.0,3.0,57.0,33.0,0.0,0.0,11.0,0.0,12.0,31.0,18.0,0.0,13.0,-1.0,0.0,0.0,3.0,0.0,9.0,4545  
706,4545  ,B,1998JJ00,352,1.0,1.0,193.0,175.0,102.0,94.0,8.0,64.0,40.0,0.0,0.0,8.0,0.0,16.0,38.0,21.0,0.0,17.0,-1.0,0.0,0.0,3.0,0.0,13.0,4545  
707,4545  ,B,1999JJ00,354,1.0,1.0,182.0,168.0,104.0,100.0,5.0,65.0,48.0,0.0,0.0,5.0,0.0,13.0,39.0,20.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,15.0,4545  
708,4545  ,C,1997JJ00,37,1.0,1.0,130.0,115.0,58.0,58.0,0.0,40.0,20.0,20.0,0.0,11.0,0.0,10.0,19.0,17.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,4545  
709,4545  ,C,1998JJ00,46,1.0,1.0,177.0,151.0,81.0,79.0,2.0,54.0,30.0,29.0,1.0,13.0,0.0,11.0,27.0,23.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,4545  
710,4545  ,C,1999JJ00,45,1.0,1.0,191.0,167.0,81.0,77.0,4.0,54.0,27.0,25.0,2.0,13.0,0.0,14.0,27.0,25.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,5.0,4545  
711,4545  ,D,1997JJ00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
712,4545  ,D,1998JJ00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4545  
713,4545  ,D,1999JJ00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  Zero
714,455   ,T,1997JJ00,1024,6.0,6.0,1335.0,1222.0,679.0,599.0,80.0,353.0,54.0,19.0,19.0,93.0,5.0,206.0,326.0,189.0,2.0,135.0,-19.0,4.0,-2.0,94.0,30.0,55.0,455   
715,455   ,T,1998JJ00,1063,7.0,6.0,1412.0,1273.0,700.0,634.0,65.0,378.0,53.0,21.0,20.0,110.0,6.0,216.0,321.0,204.0,2.0,116.0,-17.0,7.0,-3.0,85.0,42.0,59.0,455   
716,455   ,T,1999JJ00,1106,7.0,7.0,1597.0,1441.0,827.0,764.0,63.0,448.0,49.0,17.0,19.0,120.0,8.0,279.0,378.0,232.0,-2.0,145.0,-19.0,7.0,1.0,103.0,53.0,83.0,455   
717,455   ,K,1997JJ00,889,2.0,1.0,298.0,277.0,180.0,162.0,19.0,92.0,15.0,0.0,0.0,29.0,1.0,47.0,89.0,37.0,1.0,51.0,-4.0,0.0,0.0,24.0,1.0,24.0,455   
718,455   ,K,1998JJ00,917,2.0,1.0,294.0,270.0,176.0,167.0,10.0,90.0,11.0,0.0,0.0,34.0,1.0,44.0,86.0,39.0,0.0,47.0,-4.0,0.0,0.0,20.0,1.0,24.0,455   
719,455   ,K,1999JJ00,951,2.0,1.0,288.0,266.0,185.0,179.0,6.0,93.0,14.0,0.0,0.0,36.0,1.0,43.0,92.0,38.0,0.0,53.0,-4.0,1.0,0.0,21.0,0.0,30.0,455   
720,455   ,G,1997JJ00,135,4.0,4.0,1037.0,946.0,499.0,438.0,61.0,261.0,38.0,19.0,19.0,64.0,5.0,159.0,237.0,152.0,1.0,84.0,-14.0,4.0,-1.0,70.0,29.0,31.0,455   
721,455   ,G,1998JJ00,146,5.0,5.0,1118.0,1003.0,524.0,467.0,56.0,288.0,41.0,21.0,20.0,75.0,5.0,172.0,236.0,165.0,1.0,69.0,-14.0,6.0,-3.0,64.0,41.0,35.0,455   
722,455   ,G,1999JJ00,155,5.0,5.0,1309.0,1176.0,642.0,585.0,56.0,355.0,36.0,17.0,19.0,84.0,7.0,236.0,286.0,193.0,-1.0,92.0,-16.0,6.0,1.0,82.0,52.0,53.0,455   
723,455   ,A,1997JJ00,541,1.0,0.0,41.0,38.0,40.0,37.0,3.0,21.0,4.0,0.0,0.0,5.0,0.0,12.0,19.0,5.0,0.0,13.0,-1.0,0.0,0.0,5.0,0.0,8.0,455   
724,455   ,A,1998JJ00,584,0.0,0.0,36.0,33.0,36.0,34.0,2.0,20.0,2.0,0.0,0.0,8.0,0.0,10.0,16.0,5.0,0.0,12.0,-1.0,0.0,0.0,5.0,0.0,7.0,455   
725,455   ,A,1999JJ00,631,0.0,0.0,42.0,39.0,46.0,44.0,1.0,25.0,2.0,0.0,0.0,14.0,0.0,9.0,21.0,5.0,0.0,16.0,-1.0,0.0,0.0,5.0,0.0,10.0,455   
726,455   ,B,1997JJ00,348,2.0,1.0,258.0,238.0,141.0,125.0,15.0,70.0,12.0,0.0,0.0,24.0,0.0,34.0,70.0,32.0,1.0,38.0,-4.0,0.0,0.0,19.0,1.0,16.0,455   
727,455   ,B,1998JJ00,333,2.0,1.0,258.0,237.0,140.0,133.0,8.0,70.0,10.0,0.0,0.0,27.0,0.0,34.0,69.0,34.0,0.0,35.0,-3.0,0.0,0.0,16.0,0.0,17.0,455   
728,455   ,B,1999JJ00,320,1.0,1.0,246.0,226.0,139.0,134.0,5.0,69.0,12.0,0.0,0.0,22.0,0.0,34.0,71.0,33.0,0.0,38.0,-3.0,1.0,0.0,16.0,0.0,20.0,455   
729,455   ,C,1997JJ00,127,,,,,,,,,,,,,,,,,,,,,,,,,455   
730,455   ,C,1998JJ00,141,3.0,3.0,835.0,748.0,382.0,361.0,21.0,203.0,27.0,20.0,8.0,62.0,4.0,113.0,179.0,117.0,1.0,61.0,-7.0,4.0,0.0,47.0,13.0,24.0,455   
731,455   ,C,1999JJ00,148,,,,,,,,,,,,,,,,,,,,,,,,,455   
732,455   ,D,1997JJ00,8,,,,,,,,,,,,,,,,,,,,,,,,,455   
733,455   ,D,1998JJ00,5,1.0,1.0,283.0,255.0,142.0,107.0,35.0,85.0,14.0,1.0,12.0,13.0,2.0,58.0,57.0,49.0,0.0,8.0,-7.0,2.0,-3.0,17.0,28.0,11.0,455   
734,455   ,D,1999JJ00,7,,,,,,,,,,,,,,,,,,,,,,,,,455   
735,B&U   ,T,1997JJ00,27599,148.0,137.0,31605.0,28014.0,20983.0,20718.0,265.0,15464.0,6241.0,4988.0,48.0,7376.0,30.0,1847.0,5519.0,4424.0,7.0,1088.0,-7.0,15.0,-3.0,266.0,110.0,937.0,B&U   
736,B&U   ,T,1998JJ00,29262,146.0,135.0,31493.0,27909.0,21865.0,21555.0,310.0,16064.0,6497.0,5253.0,62.0,7740.0,30.0,1828.0,5801.0,4613.0,4.0,1184.0,-5.0,20.0,-3.0,272.0,114.0,1039.0,B&U   
737,B&U   ,T,1999JJ00,31876,153.0,138.0,32124.0,28664.0,23960.0,23602.0,358.0,17616.0,7290.0,5914.0,95.0,8335.0,32.0,1992.0,6343.0,4909.0,-5.0,1431.0,-5.0,46.0,-16.0,285.0,91.0,1261.0,B&U   
738,B&U   ,K,1997JJ00,24702,41.0,31.0,6665.0,6009.0,3865.0,3796.0,69.0,2596.0,1205.0,0.0,0.0,984.0,7.0,407.0,1269.0,817.0,5.0,447.0,-24.0,5.0,-4.0,87.0,20.0,357.0,B&U   
739,B&U   ,K,1998JJ00,26260,39.0,29.0,6262.0,5696.0,3796.0,3734.0,63.0,2482.0,1181.0,0.0,0.0,886.0,7.0,415.0,1314.0,785.0,5.0,525.0,-23.0,3.0,-3.0,82.0,8.0,429.0,B&U   
740,B&U   ,K,1999JJ00,28781,44.0,29.0,6294.0,5787.0,3993.0,3917.0,77.0,2529.0,1281.0,0.0,0.0,795.0,8.0,453.0,1464.0,831.0,-5.0,628.0,-20.0,10.0,0.0,88.0,5.0,535.0,B&U   
741,B&U   ,G,1997JJ00,2897,107.0,106.0,24940.0,22005.0,17118.0,16921.0,196.0,12868.0,5037.0,4988.0,48.0,6392.0,24.0,1439.0,4250.0,3607.0,2.0,640.0,17.0,10.0,1.0,180.0,90.0,580.0,B&U   
742,B&U   ,G,1998JJ00,3002,107.0,107.0,25231.0,22214.0,18069.0,17821.0,248.0,13582.0,5316.0,5253.0,62.0,6854.0,23.0,1413.0,4487.0,3828.0,0.0,659.0,17.0,17.0,0.0,190.0,107.0,609.0,B&U   
743,B&U   ,G,1999JJ00,3095,109.0,109.0,25831.0,22877.0,19966.0,19685.0,281.0,15087.0,6009.0,5914.0,95.0,7540.0,24.0,1539.0,4879.0,4077.0,0.0,802.0,15.0,36.0,-16.0,197.0,86.0,726.0,B&U   
744,B&U   ,A,1997JJ00,16713,10.0,6.0,1161.0,1060.0,876.0,862.0,14.0,588.0,266.0,0.0,0.0,220.0,1.0,102.0,289.0,139.0,0.0,149.0,-6.0,2.0,0.0,20.0,5.0,129.0,B&U   
745,B&U   ,A,1998JJ00,18355,10.0,6.0,1248.0,1146.0,915.0,899.0,16.0,592.0,285.0,0.0,0.0,188.0,1.0,118.0,324.0,154.0,0.0,169.0,-7.0,0.0,0.0,22.0,2.0,142.0,B&U   
746,B&U   ,A,1999JJ00,20724,11.0,5.0,1129.0,1052.0,953.0,925.0,28.0,623.0,311.0,0.0,0.0,184.0,1.0,128.0,330.0,142.0,0.0,188.0,-5.0,6.0,0.0,22.0,1.0,167.0,B&U   
747,B&U   ,B,1997JJ00,7989,32.0,25.0,5504.0,4949.0,2989.0,2934.0,55.0,2008.0,939.0,0.0,0.0,764.0,6.0,306.0,981.0,677.0,5.0,299.0,-18.0,3.0,-4.0,66.0,15.0,228.0,B&U   
748,B&U   ,B,1998JJ00,7905,29.0,23.0,5014.0,4550.0,2881.0,2834.0,47.0,1890.0,896.0,0.0,0.0,698.0,6.0,297.0,991.0,630.0,4.0,357.0,-16.0,3.0,-3.0,60.0,5.0,287.0,B&U   
749,B&U   ,B,1999JJ00,8057,33.0,24.0,5164.0,4735.0,3040.0,2991.0,49.0,1906.0,971.0,0.0,0.0,611.0,7.0,325.0,1134.0,689.0,-4.0,441.0,-14.0,4.0,0.0,66.0,4.0,368.0,B&U   
750,B&U   ,C,1997JJ00,2729,71.0,71.0,16437.0,14449.0,9402.0,9284.0,118.0,6792.0,2757.0,2723.0,34.0,3264.0,14.0,771.0,2610.0,2254.0,1.0,354.0,-4.0,10.0,-1.0,118.0,69.0,309.0,B&U   
751,B&U   ,C,1998JJ00,2822,70.0,70.0,16387.0,14410.0,9737.0,9590.0,147.0,7033.0,2885.0,2848.0,37.0,3350.0,14.0,798.0,2704.0,2336.0,0.0,369.0,-5.0,6.0,-3.0,125.0,79.0,322.0,B&U   
752,B&U   ,C,1999JJ00,2905,70.0,69.0,16274.0,14453.0,10603.0,10467.0,136.0,7680.0,3191.0,3146.0,45.0,3640.0,14.0,850.0,2924.0,2461.0,0.0,462.0,-9.0,25.0,-9.0,131.0,62.0,401.0,B&U   
