ID,SBI93,Grootteklassen,Perioden,Bedrijven_1,WerkzamePersonen_2,Werknemers_3,VerloondeSocialeVerzekeringsdagen_4,GewerkteDagen_5,Totaal_6,ProductieBouwbedrijf_7,OmzetHandelEnOverigeOpbrengsten_8,Totaal_9,Totaal_10,VoorBouwactiviteiten_11,VoorHandelEnOvActiviteiten_12,BetalingenAanOnderaannemers_13,KostenEnergieverbruik_14,OverigeBedrijfskosten_15,Totaal_16,Arbeidskosten_17,SubsidiesEnHeffingen_18,Totaal_19,SaldoInterest_20,SaldoBatenEnLasten_21,SaldoVoorzieningen_22,AfschrijvingenOpVasteActiva_23,SaldoBouwactiviteitenBuitenland_24,ResultaatVoorBelastingen_25,CodeBedrijfsactiviteit_26
753,B&U   ,D,1997JJ00,168,35.0,35.0,8503.0,7555.0,7716.0,7638.0,79.0,6077.0,2280.0,2266.0,14.0,3129.0,10.0,668.0,1639.0,1353.0,0.0,286.0,21.0,1.0,3.0,61.0,21.0,271.0,B&U   
754,B&U   ,D,1998JJ00,180,37.0,37.0,8844.0,7804.0,8331.0,8231.0,101.0,6549.0,2431.0,2405.0,25.0,3504.0,9.0,615.0,1782.0,1492.0,0.0,290.0,22.0,10.0,3.0,65.0,27.0,288.0,B&U   
755,B&U   ,D,1999JJ00,190,39.0,39.0,9557.0,8424.0,9363.0,9217.0,145.0,7407.0,2818.0,2768.0,50.0,3900.0,10.0,689.0,1956.0,1615.0,0.0,340.0,23.0,11.0,-7.0,67.0,24.0,325.0,B&U   
756,GWW   ,T,1997JJ00,5074,67.0,64.0,14480.0,12664.0,7888.0,7557.0,330.0,5492.0,1930.0,1698.0,34.0,1978.0,43.0,1584.0,2396.0,2110.0,0.0,286.0,-31.0,23.0,-31.0,260.0,413.0,399.0,GWW   
757,GWW   ,T,1998JJ00,5286,67.0,64.0,14688.0,12879.0,8296.0,7938.0,359.0,5807.0,2063.0,1873.0,39.0,2137.0,46.0,1607.0,2489.0,2269.0,0.0,221.0,-18.0,37.0,-15.0,279.0,445.0,391.0,GWW   
758,GWW   ,T,1999JJ00,5716,69.0,66.0,15080.0,13289.0,9326.0,9015.0,310.0,6445.0,2405.0,2195.0,49.0,2532.0,42.0,1507.0,2881.0,2423.0,-2.0,457.0,-14.0,41.0,-14.0,289.0,349.0,530.0,GWW   
759,GWW   ,K,1997JJ00,4097,12.0,10.0,1990.0,1746.0,909.0,854.0,55.0,526.0,199.0,0.0,0.0,165.0,2.0,162.0,383.0,228.0,4.0,152.0,-11.0,-1.0,-1.0,58.0,23.0,103.0,GWW   
760,GWW   ,K,1998JJ00,4248,10.0,8.0,1726.0,1546.0,786.0,730.0,56.0,416.0,152.0,0.0,0.0,126.0,2.0,139.0,370.0,210.0,2.0,158.0,9.0,-1.0,-1.0,49.0,7.0,123.0,GWW   
761,GWW   ,K,1999JJ00,4649,10.0,7.0,1638.0,1487.0,854.0,797.0,57.0,446.0,161.0,0.0,0.0,126.0,2.0,158.0,408.0,208.0,-1.0,199.0,11.0,1.0,0.0,55.0,10.0,166.0,GWW   
762,GWW   ,G,1997JJ00,977,55.0,55.0,12491.0,10918.0,6979.0,6704.0,275.0,4966.0,1732.0,1698.0,34.0,1813.0,41.0,1421.0,2013.0,1882.0,-3.0,135.0,-20.0,25.0,-30.0,202.0,390.0,297.0,GWW   
763,GWW   ,G,1998JJ00,1038,56.0,56.0,12962.0,11333.0,7511.0,7207.0,303.0,5391.0,1912.0,1873.0,39.0,2011.0,44.0,1468.0,2119.0,2059.0,-2.0,62.0,-26.0,38.0,-15.0,230.0,438.0,268.0,GWW   
764,GWW   ,G,1999JJ00,1067,58.0,58.0,13442.0,11802.0,8471.0,8218.0,253.0,5999.0,2244.0,2195.0,49.0,2406.0,40.0,1349.0,2472.0,2214.0,-1.0,257.0,-25.0,40.0,-13.0,234.0,339.0,364.0,GWW   
765,GWW   ,A,1997JJ00,2136,2.0,1.0,219.0,195.0,187.0,179.0,8.0,121.0,40.0,0.0,0.0,47.0,0.0,34.0,66.0,25.0,0.0,41.0,-2.0,0.0,0.0,10.0,1.0,29.0,GWW   
766,GWW   ,A,1998JJ00,2318,2.0,1.0,182.0,163.0,151.0,125.0,25.0,75.0,20.0,0.0,0.0,28.0,0.0,27.0,75.0,21.0,0.0,54.0,15.0,0.0,0.0,11.0,0.0,58.0,GWW   
767,GWW   ,A,1999JJ00,2591,2.0,1.0,179.0,163.0,133.0,124.0,9.0,62.0,19.0,0.0,0.0,16.0,0.0,27.0,71.0,21.0,0.0,50.0,3.0,1.0,0.0,10.0,1.0,45.0,GWW   
768,GWW   ,B,1997JJ00,1961,10.0,8.0,1771.0,1550.0,722.0,674.0,47.0,405.0,158.0,0.0,0.0,118.0,2.0,128.0,317.0,203.0,3.0,111.0,-10.0,-2.0,-1.0,48.0,23.0,74.0,GWW   
769,GWW   ,B,1998JJ00,1930,9.0,7.0,1544.0,1383.0,635.0,605.0,31.0,341.0,131.0,0.0,0.0,98.0,2.0,112.0,295.0,188.0,1.0,105.0,-6.0,0.0,0.0,38.0,6.0,65.0,GWW   
770,GWW   ,B,1999JJ00,2058,8.0,7.0,1459.0,1325.0,721.0,673.0,48.0,384.0,142.0,0.0,0.0,110.0,2.0,131.0,337.0,187.0,-1.0,149.0,9.0,0.0,0.0,45.0,9.0,121.0,GWW   
771,GWW   ,C,1997JJ00,900,24.0,24.0,5369.0,4702.0,2468.0,2394.0,74.0,1613.0,588.0,561.0,27.0,584.0,10.0,442.0,855.0,710.0,0.0,144.0,-10.0,6.0,-3.0,79.0,38.0,96.0,GWW   
772,GWW   ,C,1998JJ00,962,24.0,24.0,5535.0,4850.0,2641.0,2531.0,111.0,1712.0,584.0,553.0,30.0,667.0,12.0,461.0,930.0,774.0,0.0,155.0,-14.0,0.0,-4.0,101.0,29.0,65.0,GWW   
773,GWW   ,C,1999JJ00,980,25.0,25.0,5678.0,5032.0,2960.0,2835.0,126.0,1986.0,692.0,650.0,42.0,780.0,15.0,515.0,974.0,834.0,-1.0,139.0,-13.0,13.0,-1.0,103.0,98.0,132.0,GWW   
774,GWW   ,D,1997JJ00,77,31.0,31.0,7121.0,6216.0,4511.0,4310.0,201.0,3352.0,1144.0,1136.0,7.0,1229.0,30.0,980.0,1159.0,1172.0,-4.0,-10.0,-10.0,19.0,-27.0,123.0,352.0,201.0,GWW   
775,GWW   ,D,1998JJ00,76,32.0,32.0,7427.0,6483.0,4869.0,4677.0,192.0,3679.0,1328.0,1320.0,9.0,1344.0,31.0,1007.0,1190.0,1285.0,-3.0,-93.0,-13.0,38.0,-11.0,128.0,410.0,203.0,GWW   
776,GWW   ,D,1999JJ00,87,33.0,33.0,7764.0,6770.0,5511.0,5383.0,128.0,4012.0,1552.0,1545.0,7.0,1626.0,25.0,835.0,1498.0,1381.0,0.0,118.0,-12.0,27.0,-12.0,130.0,241.0,232.0,GWW   
777,OWB   ,T,1997JJ00,36473,208.0,185.0,42635.0,37934.0,17017.0,15830.0,1188.0,10202.0,6296.0,2896.0,380.0,1568.0,47.0,2338.0,6815.0,5212.0,12.0,1591.0,-93.0,31.0,-18.0,443.0,214.0,1283.0,OWB   
778,OWB   ,T,1998JJ00,38326,217.0,193.0,45028.0,39605.0,18754.0,17433.0,1321.0,11260.0,6901.0,3303.0,480.0,1757.0,50.0,2602.0,7495.0,5704.0,7.0,1784.0,-85.0,11.0,-19.0,473.0,168.0,1387.0,OWB   
779,OWB   ,T,1999JJ00,41353,220.0,195.0,45734.0,40731.0,20767.0,19131.0,1636.0,12566.0,7759.0,3563.0,931.0,1926.0,52.0,2881.0,8201.0,6077.0,-7.0,2116.0,-121.0,29.0,-14.0,543.0,180.0,1649.0,OWB   
780,OWB   ,K,1997JJ00,32912,77.0,54.0,11921.0,10879.0,5106.0,4738.0,368.0,2819.0,1802.0,0.0,0.0,309.0,18.0,709.0,2287.0,1315.0,10.0,962.0,-42.0,3.0,-6.0,169.0,15.0,762.0,OWB   
781,OWB   ,K,1998JJ00,34565,75.0,52.0,11576.0,10458.0,5259.0,4916.0,343.0,2912.0,1838.0,0.0,0.0,353.0,19.0,720.0,2347.0,1325.0,9.0,1014.0,-39.0,1.0,-7.0,176.0,8.0,802.0,OWB   
782,OWB   ,K,1999JJ00,37407,75.0,51.0,11274.0,10304.0,5485.0,5258.0,227.0,2994.0,1884.0,0.0,0.0,357.0,17.0,754.0,2490.0,1348.0,-9.0,1134.0,-37.0,7.0,-5.0,180.0,12.0,930.0,OWB   
783,OWB   ,G,1997JJ00,3561,131.0,131.0,30714.0,27055.0,11911.0,11092.0,820.0,7383.0,4494.0,2896.0,380.0,1259.0,29.0,1630.0,4528.0,3897.0,1.0,630.0,-50.0,28.0,-12.0,274.0,199.0,520.0,OWB   
784,OWB   ,G,1998JJ00,3761,142.0,141.0,33452.0,29147.0,13495.0,12517.0,977.0,8348.0,5063.0,3303.0,480.0,1404.0,31.0,1881.0,5147.0,4379.0,-1.0,770.0,-45.0,10.0,-12.0,298.0,160.0,585.0,OWB   
785,OWB   ,G,1999JJ00,3946,145.0,145.0,34460.0,30426.0,15282.0,13873.0,1409.0,9572.0,5875.0,3563.0,931.0,1569.0,35.0,2127.0,5711.0,4730.0,1.0,982.0,-83.0,23.0,-9.0,362.0,168.0,719.0,OWB   
786,OWB   ,A,1997JJ00,19165,16.0,8.0,1619.0,1492.0,1001.0,940.0,61.0,555.0,336.0,0.0,0.0,72.0,3.0,148.0,446.0,174.0,1.0,270.0,-9.0,2.0,0.0,36.0,2.0,229.0,OWB   
787,OWB   ,A,1998JJ00,20742,17.0,8.0,1629.0,1488.0,1076.0,1018.0,58.0,587.0,354.0,0.0,0.0,81.0,4.0,152.0,489.0,180.0,1.0,309.0,-10.0,-1.0,0.0,39.0,1.0,260.0,OWB   
788,OWB   ,A,1999JJ00,23197,18.0,8.0,1726.0,1596.0,1218.0,1183.0,34.0,649.0,396.0,0.0,0.0,83.0,3.0,171.0,569.0,200.0,-1.0,368.0,-10.0,2.0,0.0,43.0,2.0,319.0,OWB   
789,OWB   ,B,1997JJ00,13747,61.0,47.0,10303.0,9387.0,4104.0,3798.0,306.0,2263.0,1466.0,0.0,0.0,237.0,15.0,560.0,1841.0,1140.0,9.0,691.0,-33.0,1.0,-5.0,133.0,12.0,533.0,OWB   
790,OWB   ,B,1998JJ00,13823,59.0,44.0,9947.0,8971.0,4183.0,3898.0,285.0,2325.0,1484.0,0.0,0.0,272.0,15.0,569.0,1858.0,1145.0,8.0,706.0,-29.0,3.0,-6.0,137.0,7.0,543.0,OWB   
791,OWB   ,B,1999JJ00,14210,57.0,43.0,9548.0,8709.0,4267.0,4074.0,192.0,2346.0,1488.0,0.0,0.0,274.0,14.0,584.0,1922.0,1148.0,-8.0,766.0,-28.0,4.0,-4.0,137.0,10.0,611.0,OWB   
792,OWB   ,C,1997JJ00,3417,90.0,90.0,20774.0,18479.0,7360.0,7048.0,313.0,4302.0,2484.0,1213.0,54.0,739.0,20.0,1080.0,3058.0,2558.0,4.0,495.0,-45.0,7.0,-9.0,186.0,54.0,316.0,OWB   
793,OWB   ,C,1998JJ00,3609,95.0,94.0,22125.0,19398.0,7973.0,7660.0,313.0,4659.0,2697.0,1350.0,68.0,813.0,21.0,1149.0,3314.0,2788.0,2.0,524.0,-42.0,7.0,-8.0,204.0,57.0,334.0,OWB   
794,OWB   ,C,1999JJ00,3787,97.0,96.0,22610.0,20039.0,8766.0,8439.0,328.0,5143.0,2944.0,1492.0,71.0,920.0,23.0,1279.0,3623.0,2984.0,-2.0,638.0,-44.0,12.0,-8.0,241.0,61.0,419.0,OWB   
795,OWB   ,D,1997JJ00,144,41.0,41.0,9940.0,8576.0,4551.0,4044.0,507.0,3081.0,2010.0,1684.0,326.0,521.0,9.0,550.0,1471.0,1339.0,-3.0,134.0,-5.0,21.0,-3.0,89.0,146.0,205.0,OWB   
796,OWB   ,D,1998JJ00,152,47.0,47.0,11327.0,9749.0,5522.0,4857.0,664.0,3688.0,2366.0,1954.0,412.0,590.0,11.0,732.0,1833.0,1591.0,-4.0,245.0,-4.0,3.0,-4.0,93.0,103.0,251.0,OWB   
797,OWB   ,D,1999JJ00,159,49.0,49.0,11850.0,10387.0,6516.0,5434.0,1081.0,4428.0,2931.0,2071.0,859.0,649.0,13.0,848.0,2087.0,1746.0,3.0,344.0,-39.0,10.0,-1.0,121.0,107.0,300.0,OWB   
