ID,BedrijfstakkenBranchesSBI2008,Perioden,OutputBasisprijzen_1,IntermediairVerbruik_2,BrutoToegevoegdeWaardeBasisprijzen_3,OutputBasisprijzen_4,IntermediairVerbruik_5,BrutoToegevoegdeWaardeBasisprijzen_6,OutputBasisprijzen_7,IntermediairVerbruik_8,BrutoToegevoegdeWaardeBasisprijzen_9,OutputBasisprijzen_10,IntermediairVerbruik_11,BrutoToegevoegdeWaardeBasisprijzen_12,Totaal_13,Lonen_14,SocialePremiesTLVWerkgevers_15,Bruto_16,VerbruikVanVasteActiva_17,Netto_18,Saldo_19,NietProductgebondenBelastingen_20,NietProductgebondenSubsidies_21,BrutoToegevoegdeWaardeBasisprijzen_22
0,T001081,1995JJ00,592653.0,292906.0,299747.0,944182.0,476339.0,467976.0,,,,62.8,61.5,64.1,165560.0,138950.0,26610.0,133337.0,52832.0,80505.0,850.0,3165.0,2315.0,299747.0
1,T001081,1996JJ00,628103.0,316110.0,311993.0,987407.0,505260.0,482571.0,4.6,6.1,3.1,63.6,62.6,64.7,171981.0,144255.0,27726.0,139952.0,54638.0,85314.0,60.0,3239.0,3179.0,311993.0
2,T001081,1997JJ00,677228.0,343699.0,333529.0,1042208.0,539139.0,503705.0,5.6,6.7,4.4,65.0,63.7,66.2,181634.0,153571.0,28063.0,152477.0,57023.0,95454.0,-582.0,3235.0,3817.0,333529.0
3,T001081,1998JJ00,721160.0,365278.0,355882.0,1101136.0,575106.0,526905.0,5.7,6.7,4.6,65.5,63.5,67.5,194666.0,155070.0,39596.0,162448.0,59843.0,102605.0,-1232.0,3374.0,4606.0,355882.0
4,T001081,1999JJ00,768810.0,392270.0,376540.0,1159772.0,608816.0,552062.0,5.3,5.9,4.8,66.3,64.4,68.2,209646.0,166790.0,42856.0,168589.0,63648.0,104941.0,-1695.0,3790.0,5485.0,376540.0
5,T001081,2000JJ00,844418.0,438445.0,405973.0,1215471.0,640163.0,576584.0,4.8,5.1,4.4,69.5,68.5,70.4,226797.0,178788.0,48009.0,180662.0,69098.0,111564.0,-1486.0,4067.0,5553.0,405973.0
6,T001081,2001JJ00,894163.0,463688.0,430475.0,1242811.0,653933.0,590166.0,2.2,2.2,2.4,71.9,70.9,72.9,239194.0,191543.0,47651.0,192894.0,74565.0,118329.0,-1613.0,4489.0,6102.0,430475.0
7,T001081,2002JJ00,916457.0,467313.0,449144.0,1240742.0,650502.0,591460.0,-0.2,-0.5,0.2,73.9,71.8,75.9,251188.0,198956.0,52232.0,199433.0,79464.0,119969.0,-1477.0,4686.0,6163.0,449144.0
8,T001081,2003JJ00,930561.0,470985.0,459576.0,1237120.0,646398.0,591820.0,-0.3,-0.6,0.1,75.2,72.9,77.7,257981.0,203146.0,54835.0,203038.0,82835.0,120203.0,-1443.0,4725.0,6168.0,459576.0
9,T001081,2004JJ00,964259.0,490687.0,473572.0,1262349.0,659170.0,604274.0,2.0,2.0,2.1,76.4,74.4,78.4,261726.0,205183.0,56543.0,213726.0,85821.0,127905.0,-1880.0,4918.0,6798.0,473572.0
10,T001081,2005JJ00,1014469.0,522228.0,492241.0,1293320.0,677797.0,616768.0,2.5,2.8,2.1,78.4,77.0,79.8,265911.0,209140.0,56771.0,227405.0,88843.0,138562.0,-1075.0,5295.0,6370.0,492241.0
11,T001081,2006JJ00,1075574.0,553517.0,522057.0,1338896.0,702152.0,638049.0,3.5,3.6,3.5,80.3,78.8,81.8,274752.0,218819.0,55933.0,248667.0,92764.0,155903.0,-1362.0,5359.0,6721.0,522057.0
12,T001081,2007JJ00,1144773.0,590120.0,554653.0,1392848.0,730766.0,663451.0,4.0,4.1,4.0,82.2,80.8,83.6,290622.0,232090.0,58532.0,266336.0,97499.0,168837.0,-2305.0,5495.0,7800.0,554653.0
13,T001081,2008JJ00,1204623.0,624453.0,580170.0,1421574.0,743232.0,679650.0,2.1,1.7,2.4,84.7,84.0,85.4,307808.0,242900.0,64908.0,274955.0,102870.0,172085.0,-2593.0,5961.0,8554.0,580170.0
14,T001081,2009JJ00,1153249.0,589069.0,564180.0,1370919.0,715045.0,657110.0,-3.6,-3.8,-3.3,84.1,82.4,85.9,312320.0,246210.0,66110.0,255419.0,106740.0,148679.0,-3559.0,6355.0,9914.0,564180.0
15,T001081,2010JJ00,1192983.0,617278.0,575705.0,1381767.0,715928.0,666890.0,0.8,0.1,1.5,86.3,86.2,86.3,311900.0,247258.0,64642.0,267402.0,109569.0,157833.0,-3597.0,6578.0,10175.0,575705.0
16,T001081,2011JJ00,1262956.0,673787.0,589169.0,1424533.0,744591.0,681034.0,3.1,4.0,2.1,88.7,90.5,86.5,319887.0,252650.0,67237.0,271950.0,109885.0,162065.0,-2668.0,6967.0,9635.0,589169.0
17,T001081,2012JJ00,1284508.0,691393.0,593115.0,1420575.0,745540.0,675985.0,-0.3,0.1,-0.7,90.4,92.7,87.7,324274.0,254221.0,70053.0,270385.0,110836.0,159549.0,-1544.0,7367.0,8911.0,593115.0
18,T001081,2013JJ00,1290536.0,692216.0,598320.0,1426260.0,748720.0,678483.0,0.4,0.4,0.4,90.5,92.5,88.2,325151.0,255087.0,70064.0,273266.0,112776.0,160490.0,-97.0,8281.0,8378.0,598320.0
19,T001081,2014JJ00,1315224.0,705915.0,609309.0,1460247.0,771282.0,689703.0,2.4,3.0,1.7,90.1,91.5,88.3,328743.0,254708.0,74035.0,277894.0,113837.0,164057.0,2672.0,10608.0,7936.0,609309.0
20,T001081,2015JJ00,1357585.0,729959.0,627626.0,1516466.0,813747.0,703025.0,3.8,5.5,1.9,89.5,89.7,89.3,330994.0,260224.0,70770.0,295263.0,115177.0,180086.0,1369.0,9503.0,8134.0,627626.0
21,T001081,2016JJ00,1386436.0,742124.0,644312.0,1561305.0,842791.0,718804.0,3.0,3.6,2.2,88.8,88.1,89.6,342642.0,268961.0,73681.0,299861.0,117405.0,182456.0,1809.0,10265.0,8456.0,644312.0
22,T001081,2017JJ00,1463821.0,791887.0,671934.0,1616149.0,877711.0,738833.0,3.5,4.1,2.8,90.6,90.2,90.9,354478.0,277944.0,76534.0,315751.0,120217.0,195534.0,1705.0,10611.0,8906.0,671934.0
23,T001081,2018JJ00,1558226.0,854669.0,703557.0,1682695.0,928046.0,755173.0,4.1,5.7,2.2,92.6,92.1,93.2,372900.0,290470.0,82430.0,328764.0,125574.0,203190.0,1893.0,11276.0,9383.0,703557.0
24,T001081,2019JJ00,1622350.0,882842.0,739508.0,1716839.0,944115.0,773227.0,2.0,1.7,2.4,94.5,93.5,95.6,393062.0,304577.0,88485.0,344713.0,131355.0,213358.0,1733.0,11603.0,9870.0,739508.0
25,T001081,2020JJ00,1573914.0,847765.0,726149.0,1653756.0,912184.0,742117.0,-3.7,-3.4,-4.0,95.2,92.9,97.8,406330.0,314084.0,92246.0,340593.0,137280.0,203313.0,-20774.0,12928.0,33702.0,726149.0
26,T001081,2021JJ00,1740104.0,948374.0,791730.0,1740104.0,948374.0,791730.0,5.2,4.0,6.7,100.0,100.0,100.0,423799.0,327960.0,95839.0,385948.0,144622.0,241326.0,-18017.0,13356.0,31373.0,791730.0
27,T001081,2022JJ00,2010010.0,1121836.0,888174.0,1823761.0,987065.0,836696.0,4.8,4.1,5.7,110.2,113.7,106.2,454769.0,348914.0,105855.0,441318.0,157385.0,283933.0,-7913.0,12972.0,20885.0,888174.0
28,T001081,2023JJ00,2073763.0,1128962.0,944801.0,1821279.0,989008.0,832039.0,-0.1,0.2,-0.6,113.9,114.2,113.6,489436.0,377681.0,111755.0,457415.0,166573.0,290842.0,-2050.0,12872.0,14922.0,944801.0
29,T001081,2024JJ00,2159506.0,1152168.0,1007338.0,1833919.0,992543.0,841160.0,0.7,0.4,1.1,117.8,116.1,119.8,525311.0,405129.0,120182.0,484675.0,177738.0,306937.0,-2648.0,12941.0,15589.0,1007338.0
30,301000 ,1995JJ00,20986.0,10726.0,10260.0,27031.0,16911.0,10073.0,,,,77.6,63.4,101.9,1816.0,1554.0,262.0,8537.0,2217.0,6320.0,-93.0,293.0,386.0,10260.0
31,301000 ,1996JJ00,21399.0,11447.0,9952.0,26920.0,17509.0,9617.0,-0.4,3.5,-4.5,79.5,65.4,103.5,1881.0,1610.0,271.0,8331.0,2239.0,6092.0,-260.0,269.0,529.0,9952.0
32,301000 ,1997JJ00,22598.0,11603.0,10995.0,27720.0,17378.0,10313.0,3.0,-0.7,7.2,81.5,66.8,106.6,1937.0,1675.0,262.0,9210.0,2270.0,6940.0,-152.0,275.0,427.0,10995.0
33,301000 ,1998JJ00,21747.0,11617.0,10130.0,27450.0,17804.0,9841.0,-1.0,2.4,-4.6,79.2,65.2,102.9,2015.0,1656.0,359.0,8289.0,2308.0,5981.0,-174.0,272.0,446.0,10130.0
34,301000 ,1999JJ00,21529.0,11702.0,9827.0,28688.0,18258.0,10506.0,4.5,2.5,6.8,75.0,64.1,93.5,2154.0,1751.0,403.0,8055.0,2375.0,5680.0,-382.0,272.0,654.0,9827.0
35,301000 ,2000JJ00,22825.0,12376.0,10449.0,29013.0,18473.0,10619.0,1.1,1.2,1.1,78.7,67.0,98.4,2281.0,1816.0,465.0,8353.0,2512.0,5841.0,-185.0,288.0,473.0,10449.0
36,301000 ,2001JJ00,23686.0,12890.0,10796.0,28345.0,18461.0,10093.0,-2.3,-0.1,-5.0,83.6,69.8,107.0,2396.0,1948.0,448.0,8628.0,2647.0,5981.0,-228.0,340.0,568.0,10796.0
37,301000 ,2002JJ00,23483.0,12985.0,10498.0,28572.0,18594.0,10184.0,0.8,0.7,0.9,82.2,69.8,103.1,2551.0,2067.0,484.0,8011.0,2762.0,5249.0,-64.0,340.0,404.0,10498.0
38,301000 ,2003JJ00,23477.0,12830.0,10647.0,28545.0,18166.0,10452.0,-0.1,-2.3,2.6,82.2,70.6,101.9,2572.0,2053.0,519.0,8333.0,2810.0,5523.0,-258.0,312.0,570.0,10647.0
39,301000 ,2004JJ00,23285.0,13320.0,9965.0,29558.0,18509.0,11032.0,3.5,1.9,5.6,78.8,72.0,90.3,2523.0,2030.0,493.0,7691.0,2866.0,4825.0,-249.0,316.0,565.0,9965.0
40,301000 ,2005JJ00,23956.0,13606.0,10350.0,29683.0,18564.0,11097.0,0.4,0.3,0.6,80.7,73.3,93.3,2495.0,2020.0,475.0,8028.0,2923.0,5105.0,-173.0,346.0,519.0,10350.0
41,301000 ,2006JJ00,25992.0,14479.0,11513.0,30080.0,18905.0,11173.0,1.3,1.8,0.7,86.4,76.6,103.0,2539.0,2080.0,459.0,9432.0,2984.0,6448.0,-458.0,343.0,801.0,11513.0
42,301000 ,2007JJ00,27282.0,15874.0,11408.0,31052.0,19599.0,11473.0,3.2,3.7,2.7,87.9,81.0,99.4,2669.0,2182.0,487.0,9390.0,3089.0,6301.0,-651.0,331.0,982.0,11408.0
43,301000 ,2008JJ00,28254.0,17492.0,10762.0,32053.0,20320.0,11769.0,3.2,3.7,2.6,88.1,86.1,91.4,2745.0,2243.0,502.0,8762.0,3240.0,5522.0,-745.0,345.0,1090.0,10762.0
44,301000 ,2009JJ00,26557.0,16689.0,9868.0,32577.0,20465.0,12138.0,1.6,0.7,3.1,81.5,81.5,81.3,2768.0,2252.0,516.0,7804.0,3386.0,4418.0,-704.0,387.0,1091.0,9868.0
45,301000 ,2010JJ00,28817.0,17321.0,11496.0,33011.0,20920.0,12117.0,1.3,2.2,-0.2,87.3,82.8,94.9,2822.0,2285.0,537.0,9412.0,3495.0,5917.0,-738.0,388.0,1126.0,11496.0
46,301000 ,2011JJ00,29650.0,19164.0,10486.0,33254.0,21205.0,12092.0,0.7,1.4,-0.2,89.2,90.4,86.7,2896.0,2316.0,580.0,8453.0,3560.0,4893.0,-863.0,394.0,1257.0,10486.0
47,301000 ,2012JJ00,30948.0,19778.0,11170.0,33316.0,21273.0,12084.0,0.2,0.3,-0.1,92.9,93.0,92.4,2967.0,2349.0,618.0,9045.0,3679.0,5366.0,-842.0,375.0,1217.0,11170.0
48,301000 ,2013JJ00,32762.0,20484.0,12278.0,33963.0,21747.0,12258.0,1.9,2.2,1.4,96.5,94.2,100.2,3017.0,2400.0,617.0,10174.0,3840.0,6334.0,-913.0,349.0,1262.0,12278.0
49,301000 ,2014JJ00,31889.0,19667.0,12222.0,34624.0,21763.0,12880.0,1.9,0.1,5.1,92.1,90.4,94.9,3025.0,2391.0,634.0,10013.0,3940.0,6073.0,-816.0,331.0,1147.0,12222.0
50,301000 ,2015JJ00,31972.0,19345.0,12627.0,35366.0,22082.0,13295.0,2.1,1.5,3.2,90.4,87.6,95.0,3009.0,2398.0,611.0,10400.0,4040.0,6360.0,-782.0,345.0,1127.0,12627.0
51,301000 ,2016JJ00,32776.0,19352.0,13424.0,36388.0,22711.0,13688.0,2.9,2.8,3.0,90.1,85.2,98.1,3102.0,2464.0,638.0,10913.0,4123.0,6790.0,-591.0,358.0,949.0,13424.0
52,301000 ,2017JJ00,35189.0,20413.0,14776.0,37098.0,23266.0,13858.0,2.0,2.4,1.2,94.9,87.7,106.6,3241.0,2590.0,651.0,12103.0,4176.0,7927.0,-568.0,376.0,944.0,14776.0
53,301000 ,2018JJ00,34648.0,20793.0,13855.0,36938.0,23184.0,13783.0,-0.4,-0.4,-0.5,93.8,89.7,100.5,3455.0,2743.0,712.0,11043.0,4323.0,6720.0,-643.0,389.0,1032.0,13855.0
54,301000 ,2019JJ00,36178.0,21584.0,14594.0,37740.0,23599.0,14161.0,2.2,1.8,2.7,95.9,91.5,103.1,3659.0,2877.0,782.0,11602.0,4538.0,7064.0,-667.0,397.0,1064.0,14594.0
55,301000 ,2020JJ00,35640.0,21455.0,14185.0,38120.0,23731.0,14397.0,1.0,0.6,1.7,93.5,90.4,98.5,3809.0,2996.0,813.0,11601.0,4754.0,6847.0,-1225.0,404.0,1629.0,14185.0
56,301000 ,2021JJ00,38802.0,24050.0,14752.0,38802.0,24050.0,14752.0,1.8,1.3,2.5,100.0,100.0,100.0,3937.0,3098.0,839.0,12231.0,4941.0,7290.0,-1416.0,381.0,1797.0,14752.0
57,301000 ,2022JJ00,45171.0,28853.0,16318.0,37705.0,23067.0,14638.0,-2.8,-4.1,-0.8,119.8,125.1,111.5,4120.0,3236.0,884.0,13110.0,5369.0,7741.0,-912.0,360.0,1272.0,16318.0
58,301000 ,2023JJ00,46125.0,27732.0,18393.0,37138.0,22691.0,14451.0,-1.5,-1.6,-1.3,124.2,122.2,127.3,4400.0,3450.0,950.0,14770.0,5647.0,9123.0,-777.0,395.0,1172.0,18393.0
59,301000 ,2024JJ00,46370.0,26955.0,19415.0,36972.0,22875.0,14111.0,-0.4,0.8,-2.3,125.4,117.8,137.6,4773.0,3719.0,1054.0,15431.0,6008.0,9423.0,-789.0,410.0,1199.0,19415.0
60,301100 ,1995JJ00,20339.0,10509.0,9830.0,25978.0,16518.0,9453.0,,,,78.3,63.6,104.0,1640.0,1406.0,234.0,8281.0,2131.0,6150.0,-91.0,289.0,380.0,9830.0
61,301100 ,1996JJ00,20772.0,11231.0,9541.0,25909.0,17121.0,9032.0,-0.3,3.7,-4.5,80.2,65.6,105.6,1716.0,1475.0,241.0,8082.0,2155.0,5927.0,-257.0,265.0,522.0,9541.0
62,301100 ,1997JJ00,21970.0,11382.0,10588.0,26747.0,16992.0,9749.0,3.2,-0.8,7.9,82.1,67.0,108.6,1780.0,1539.0,241.0,8957.0,2187.0,6770.0,-149.0,271.0,420.0,10588.0
63,301100 ,1998JJ00,21069.0,11387.0,9682.0,26434.0,17402.0,9259.0,-1.2,2.4,-5.0,79.7,65.4,104.6,1857.0,1525.0,332.0,7996.0,2222.0,5774.0,-171.0,266.0,437.0,9682.0
64,301100 ,1999JJ00,20806.0,11457.0,9349.0,27637.0,17841.0,9901.0,4.6,2.5,6.9,75.3,64.2,94.4,1986.0,1611.0,375.0,7744.0,2283.0,5461.0,-381.0,265.0,646.0,9349.0
65,301100 ,2000JJ00,22115.0,12116.0,9999.0,28048.0,18062.0,10078.0,1.5,1.2,1.8,78.8,67.1,99.2,2113.0,1683.0,430.0,8067.0,2417.0,5650.0,-181.0,280.0,461.0,9999.0
66,301100 ,2001JJ00,22929.0,12620.0,10309.0,27354.0,18037.0,9544.0,-2.5,-0.1,-5.3,83.8,70.0,108.0,2229.0,1813.0,416.0,8304.0,2552.0,5752.0,-224.0,331.0,555.0,10309.0
67,301100 ,2002JJ00,22777.0,12720.0,10057.0,27659.0,18182.0,9687.0,1.1,0.8,1.5,82.3,70.0,103.8,2394.0,1940.0,454.0,7720.0,2661.0,5059.0,-57.0,332.0,389.0,10057.0
68,301100 ,2003JJ00,22756.0,12548.0,10208.0,27606.0,17741.0,9942.0,-0.2,-2.4,2.6,82.4,70.7,102.7,2405.0,1920.0,485.0,8050.0,2708.0,5342.0,-247.0,305.0,552.0,10208.0
69,301100 ,2004JJ00,22582.0,13027.0,9555.0,28593.0,18074.0,10505.0,3.6,1.9,5.7,79.0,72.1,91.0,2364.0,1905.0,459.0,7431.0,2767.0,4664.0,-240.0,306.0,546.0,9555.0
70,301100 ,2005JJ00,23228.0,13297.0,9931.0,28707.0,18119.0,10569.0,0.4,0.2,0.6,80.9,73.4,94.0,2355.0,1908.0,447.0,7739.0,2824.0,4915.0,-163.0,337.0,500.0,9931.0
71,301100 ,2006JJ00,25240.0,14157.0,11083.0,29136.0,18458.0,10673.0,1.5,1.9,1.0,86.6,76.7,103.8,2403.0,1970.0,433.0,9129.0,2887.0,6242.0,-449.0,334.0,783.0,11083.0
72,301100 ,2007JJ00,26471.0,15523.0,10948.0,29994.0,19114.0,10904.0,2.9,3.6,2.2,88.3,81.2,100.4,2521.0,2062.0,459.0,9073.0,2995.0,6078.0,-646.0,320.0,966.0,10948.0
73,301100 ,2008JJ00,27441.0,17117.0,10324.0,30991.0,19824.0,11206.0,3.3,3.7,2.8,88.5,86.3,92.1,2604.0,2125.0,479.0,8463.0,3147.0,5316.0,-743.0,335.0,1078.0,10324.0
74,301100 ,2009JJ00,25842.0,16340.0,9502.0,31561.0,19984.0,11604.0,1.8,0.8,3.6,81.9,81.8,81.9,2625.0,2134.0,491.0,7582.0,3293.0,4289.0,-705.0,377.0,1082.0,9502.0
75,301100 ,2010JJ00,28050.0,16956.0,11094.0,31964.0,20436.0,11556.0,1.3,2.3,-0.4,87.8,83.0,96.0,2669.0,2160.0,509.0,9160.0,3402.0,5758.0,-735.0,380.0,1115.0,11094.0
76,301100 ,2011JJ00,28890.0,18798.0,10092.0,32279.0,20753.0,11570.0,1.0,1.6,0.1,89.5,90.6,87.2,2744.0,2192.0,552.0,8209.0,3470.0,4739.0,-861.0,386.0,1247.0,10092.0
77,301100 ,2012JJ00,30168.0,19404.0,10764.0,32372.0,20828.0,11587.0,0.3,0.4,0.1,93.2,93.2,92.9,2812.0,2228.0,584.0,8788.0,3590.0,5198.0,-836.0,371.0,1207.0,10764.0
78,301100 ,2013JJ00,32029.0,20106.0,11923.0,33025.0,21292.0,11777.0,2.0,2.2,1.6,97.0,94.4,101.2,2860.0,2274.0,586.0,9971.0,3751.0,6220.0,-908.0,344.0,1252.0,11923.0
79,301100 ,2014JJ00,31159.0,19304.0,11855.0,33711.0,21317.0,12411.0,2.1,0.1,5.4,92.4,90.6,95.5,2863.0,2261.0,602.0,9800.0,3851.0,5949.0,-808.0,330.0,1138.0,11855.0
80,301100 ,2015JJ00,31177.0,18987.0,12190.0,34431.0,21640.0,12801.0,2.1,1.5,3.1,90.5,87.7,95.2,2850.0,2271.0,579.0,10114.0,3950.0,6164.0,-774.0,344.0,1118.0,12190.0
81,301100 ,2016JJ00,31895.0,18981.0,12914.0,35422.0,22261.0,13171.0,2.9,2.9,2.9,90.0,85.3,98.0,2937.0,2332.0,605.0,10562.0,4034.0,6528.0,-585.0,356.0,941.0,12914.0
82,301100 ,2017JJ00,34297.0,20052.0,14245.0,36167.0,22840.0,13352.0,2.1,2.6,1.4,94.8,87.8,106.7,3057.0,2442.0,615.0,11750.0,4088.0,7662.0,-562.0,374.0,936.0,14245.0
83,301100 ,2018JJ00,33688.0,20372.0,13316.0,35903.0,22713.0,13221.0,-0.7,-0.6,-1.0,93.8,89.7,100.7,3259.0,2587.0,672.0,10695.0,4236.0,6459.0,-638.0,385.0,1023.0,13316.0
84,301100 ,2019JJ00,35262.0,21181.0,14081.0,36772.0,23165.0,13629.0,2.4,2.0,3.1,95.9,91.4,103.3,3455.0,2716.0,739.0,11289.0,4451.0,6838.0,-663.0,393.0,1056.0,14081.0
85,301100 ,2020JJ00,34752.0,21062.0,13690.0,37165.0,23306.0,13869.0,1.1,0.6,1.8,93.5,90.4,98.7,3591.0,2824.0,767.0,11305.0,4670.0,6635.0,-1206.0,401.0,1607.0,13690.0
86,301100 ,2021JJ00,37838.0,23609.0,14229.0,37838.0,23609.0,14229.0,1.8,1.3,2.6,100.0,100.0,100.0,3713.0,2922.0,791.0,11909.0,4857.0,7052.0,-1393.0,378.0,1771.0,14229.0
87,301100 ,2022JJ00,44117.0,28347.0,15770.0,36799.0,22668.0,14131.0,-2.7,-4.0,-0.7,119.9,125.1,111.6,3882.0,3050.0,832.0,12786.0,5282.0,7504.0,-898.0,357.0,1255.0,15770.0
88,301100 ,2023JJ00,45177.0,27274.0,17903.0,36285.0,22321.0,13968.0,-1.4,-1.5,-1.2,124.5,122.2,128.2,4148.0,3253.0,895.0,14520.0,5557.0,8963.0,-765.0,392.0,1157.0,17903.0
89,301100 ,2024JJ00,45445.0,26510.0,18935.0,36131.0,22512.0,13636.0,-0.4,0.9,-2.4,125.8,117.8,138.9,4502.0,3506.0,996.0,15201.0,,,-768.0,407.0,1175.0,18935.0
90,304300 ,1995JJ00,122.0,46.0,76.0,204.0,90.0,105.0,,,,59.8,51.0,72.6,61.0,45.0,16.0,20.0,3.0,17.0,-5.0,1.0,6.0,76.0
91,304300 ,1996JJ00,124.0,49.0,75.0,204.0,96.0,101.0,0.0,6.5,-3.9,60.8,51.0,74.6,62.0,42.0,20.0,19.0,3.0,16.0,-6.0,1.0,7.0,75.0
92,304300 ,1997JJ00,127.0,54.0,73.0,202.0,104.0,94.0,-0.8,8.2,-6.7,62.8,51.9,77.8,58.0,45.0,13.0,21.0,3.0,18.0,-6.0,1.0,7.0,73.0
93,304300 ,1998JJ00,131.0,56.0,75.0,202.0,106.0,93.0,0.0,1.9,-1.4,64.7,52.9,81.0,57.0,45.0,12.0,24.0,3.0,21.0,-6.0,3.0,9.0,75.0
94,304300 ,1999JJ00,141.0,62.0,79.0,212.0,115.0,94.0,4.6,8.9,1.3,66.6,53.7,84.2,61.0,49.0,12.0,23.0,7.0,16.0,-5.0,3.0,8.0,79.0
95,304300 ,2000JJ00,143.0,68.0,75.0,212.0,125.0,88.0,0.0,8.1,-6.3,67.6,54.5,85.4,66.0,49.0,17.0,17.0,7.0,10.0,-8.0,4.0,12.0,75.0
96,304300 ,2001JJ00,154.0,70.0,84.0,220.0,130.0,91.0,4.2,4.4,4.0,69.8,53.8,91.9,72.0,55.0,17.0,22.0,7.0,15.0,-10.0,3.0,13.0,84.0
97,304300 ,2002JJ00,159.0,75.0,84.0,225.0,138.0,90.0,1.9,5.7,-1.2,70.7,54.5,93.1,72.0,55.0,17.0,22.0,8.0,14.0,-10.0,4.0,14.0,84.0
98,304300 ,2003JJ00,162.0,83.0,79.0,228.0,149.0,86.0,1.3,8.0,-4.8,71.2,55.8,91.9,78.0,57.0,21.0,14.0,8.0,6.0,-13.0,4.0,17.0,79.0
99,304300 ,2004JJ00,176.0,88.0,88.0,246.0,156.0,96.0,8.0,4.8,11.4,71.6,56.5,91.9,78.0,57.0,21.0,20.0,8.0,12.0,-10.0,7.0,17.0,88.0
100,304300 ,2005JJ00,188.0,94.0,94.0,258.0,166.0,99.0,5.1,6.8,3.4,72.7,56.5,94.9,68.0,51.0,17.0,37.0,9.0,28.0,-11.0,6.0,17.0,94.0
101,304300 ,2006JJ00,201.0,105.0,96.0,274.0,179.0,103.0,5.9,7.4,4.3,73.5,58.7,93.0,69.0,52.0,17.0,37.0,9.0,28.0,-10.0,6.0,16.0,96.0
102,304300 ,2007JJ00,202.0,113.0,89.0,275.0,191.0,97.0,0.5,6.7,-6.3,73.5,59.2,91.9,74.0,56.0,18.0,21.0,9.0,12.0,-6.0,8.0,14.0,89.0
103,304300 ,2008JJ00,219.0,124.0,95.0,294.0,204.0,103.0,6.9,7.1,6.7,74.5,60.7,91.9,72.0,59.0,13.0,27.0,10.0,17.0,-4.0,6.0,10.0,95.0
104,304300 ,2009JJ00,225.0,124.0,101.0,302.0,203.0,111.0,2.7,-0.8,7.4,74.5,61.2,91.0,77.0,61.0,16.0,25.0,10.0,15.0,-1.0,6.0,7.0,101.0
105,304300 ,2010JJ00,236.0,128.0,108.0,315.0,204.0,121.0,4.4,0.8,8.9,74.8,62.7,89.4,87.0,68.0,19.0,25.0,11.0,14.0,-4.0,5.0,9.0,108.0
106,304300 ,2011JJ00,242.0,126.0,116.0,303.0,193.0,119.0,-3.8,-5.5,-1.9,79.8,65.2,97.8,84.0,65.0,19.0,35.0,11.0,24.0,-3.0,5.0,8.0,116.0
107,304300 ,2012JJ00,257.0,134.0,123.0,308.0,195.0,122.0,1.7,0.8,2.6,83.3,68.8,101.1,84.0,63.0,21.0,46.0,11.0,35.0,-7.0,1.0,8.0,123.0
108,304300 ,2013JJ00,271.0,147.0,124.0,324.0,212.0,123.0,5.1,9.0,0.8,83.6,69.3,101.1,84.0,65.0,19.0,44.0,11.0,33.0,-4.0,4.0,8.0,124.0
109,304300 ,2014JJ00,258.0,138.0,120.0,313.0,202.0,121.0,-3.3,-4.8,-1.6,82.4,68.3,99.5,83.0,64.0,19.0,44.0,11.0,33.0,-7.0,1.0,8.0,120.0
110,304300 ,2015JJ00,264.0,136.0,128.0,324.0,199.0,132.0,3.5,-1.4,9.2,81.4,68.3,97.2,83.0,64.0,19.0,52.0,11.0,41.0,-7.0,1.0,8.0,128.0
111,304300 ,2016JJ00,266.0,135.0,131.0,314.0,189.0,131.0,-3.0,-5.1,-0.8,84.6,71.5,100.2,90.0,70.0,20.0,46.0,12.0,34.0,-5.0,2.0,7.0,131.0
112,304300 ,2017JJ00,274.0,134.0,140.0,308.0,175.0,136.0,-1.9,-7.4,3.8,88.8,76.7,103.2,99.0,77.0,22.0,46.0,13.0,33.0,-5.0,2.0,7.0,140.0
113,304300 ,2018JJ00,321.0,163.0,158.0,351.0,197.0,156.0,13.9,12.7,15.0,91.4,82.7,101.3,106.0,81.0,25.0,56.0,13.0,43.0,-4.0,4.0,8.0,158.0
114,304300 ,2019JJ00,351.0,180.0,171.0,368.0,197.0,171.0,4.7,0.0,9.5,95.5,91.4,100.1,112.0,85.0,27.0,63.0,14.0,49.0,-4.0,4.0,8.0,171.0
115,304300 ,2020JJ00,349.0,180.0,169.0,370.0,194.0,176.0,0.6,-1.7,2.9,94.4,92.9,96.1,119.0,90.0,29.0,56.0,14.0,42.0,-6.0,3.0,9.0,169.0
116,304300 ,2021JJ00,392.0,212.0,180.0,392.0,212.0,180.0,6.0,9.4,2.4,100.0,100.0,100.0,121.0,91.0,30.0,65.0,15.0,50.0,-6.0,3.0,9.0,180.0
117,304300 ,2022JJ00,466.0,250.0,216.0,379.0,192.0,187.0,-3.3,-9.4,3.9,123.0,130.2,115.5,130.0,97.0,33.0,94.0,17.0,77.0,-8.0,3.0,11.0,216.0
118,304300 ,2023JJ00,484.0,248.0,236.0,389.0,190.0,200.0,2.6,-1.2,6.9,124.5,130.7,118.0,140.0,106.0,34.0,105.0,19.0,86.0,-9.0,3.0,12.0,236.0
119,304300 ,2024JJ00,496.0,251.0,245.0,400.0,194.0,207.0,2.9,2.4,3.4,124.0,129.2,118.5,155.0,119.0,36.0,106.0,,,-16.0,3.0,19.0,245.0
