ID,BedrijfstakkenBranchesSBI2008,Perioden,OutputBasisprijzen_1,IntermediairVerbruik_2,BrutoToegevoegdeWaardeBasisprijzen_3,OutputBasisprijzen_4,IntermediairVerbruik_5,BrutoToegevoegdeWaardeBasisprijzen_6,OutputBasisprijzen_7,IntermediairVerbruik_8,BrutoToegevoegdeWaardeBasisprijzen_9,OutputBasisprijzen_10,IntermediairVerbruik_11,BrutoToegevoegdeWaardeBasisprijzen_12,Totaal_13,Lonen_14,SocialePremiesTLVWerkgevers_15,Bruto_16,VerbruikVanVasteActiva_17,Netto_18,Saldo_19,NietProductgebondenBelastingen_20,NietProductgebondenSubsidies_21,BrutoToegevoegdeWaardeBasisprijzen_22
774,323700 ,2019JJ00,9309.0,6257.0,3052.0,9997.0,7282.0,2835.0,-0.1,0.9,-2.2,93.1,85.9,107.7,1928.0,1485.0,443.0,1132.0,422.0,710.0,-8.0,12.0,20.0,3052.0
775,323700 ,2020JJ00,9091.0,5954.0,3137.0,9827.0,7298.0,2676.0,-1.7,0.2,-5.6,92.5,81.6,117.2,1968.0,1519.0,449.0,1231.0,426.0,805.0,-62.0,14.0,76.0,3137.0
776,323700 ,2021JJ00,10706.0,7425.0,3281.0,10706.0,7425.0,3281.0,8.9,1.7,22.6,100.0,100.0,100.0,2014.0,1555.0,459.0,1311.0,434.0,877.0,-44.0,13.0,57.0,3281.0
777,323700 ,2022JJ00,11950.0,8417.0,3533.0,10231.0,7096.0,3135.0,-4.4,-4.4,-4.4,116.8,118.6,112.7,2090.0,1583.0,507.0,1454.0,460.0,994.0,-11.0,19.0,30.0,3533.0
778,323700 ,2023JJ00,11000.0,7451.0,3549.0,9271.0,6524.0,2743.0,-9.4,-8.1,-12.5,118.6,114.2,129.4,2195.0,1675.0,520.0,1343.0,472.0,871.0,11.0,44.0,33.0,3549.0
779,323700 ,2024JJ00,10859.0,7257.0,3602.0,9143.0,6450.0,2690.0,-1.4,-1.1,-1.9,118.8,112.5,133.9,2282.0,1737.0,545.0,1300.0,,,20.0,50.0,30.0,3602.0
780,324600 ,1995JJ00,4583.0,2520.0,2063.0,6953.0,3942.0,2987.0,,,,65.9,63.9,69.1,1063.0,876.0,187.0,982.0,204.0,778.0,18.0,20.0,2.0,2063.0
781,324600 ,1996JJ00,4739.0,2719.0,2020.0,7184.0,4198.0,2969.0,3.3,6.5,-0.6,66.0,64.8,68.0,1060.0,873.0,187.0,944.0,208.0,736.0,16.0,19.0,3.0,2020.0
782,324600 ,1997JJ00,4826.0,2953.0,1873.0,7257.0,4504.0,2749.0,1.0,7.3,-7.4,66.5,65.6,68.1,1050.0,893.0,157.0,822.0,213.0,609.0,1.0,7.0,6.0,1873.0
783,324600 ,1998JJ00,4983.0,3134.0,1849.0,7418.0,4720.0,2698.0,2.2,4.8,-1.9,67.2,66.4,68.5,1102.0,866.0,236.0,745.0,221.0,524.0,2.0,9.0,7.0,1849.0
784,324600 ,1999JJ00,5215.0,3326.0,1889.0,7712.0,4972.0,2743.0,4.0,5.3,1.7,67.6,66.9,68.9,1173.0,907.0,266.0,712.0,231.0,481.0,4.0,11.0,7.0,1889.0
785,324600 ,2000JJ00,5472.0,3593.0,1879.0,7903.0,5213.0,2696.0,2.5,4.8,-1.7,69.2,68.9,69.7,1262.0,966.0,296.0,615.0,245.0,370.0,2.0,9.0,7.0,1879.0
786,324600 ,2001JJ00,5535.0,3609.0,1926.0,7676.0,5047.0,2635.0,-2.9,-3.2,-2.3,72.1,71.5,73.1,1249.0,972.0,277.0,676.0,256.0,420.0,1.0,8.0,7.0,1926.0
787,324600 ,2002JJ00,5386.0,3486.0,1900.0,7307.0,4821.0,2492.0,-4.8,-4.5,-5.4,73.7,72.3,76.2,1264.0,984.0,280.0,636.0,267.0,369.0,0.0,9.0,9.0,1900.0
788,324600 ,2003JJ00,5165.0,3410.0,1755.0,6979.0,4616.0,2369.0,-4.5,-4.2,-4.9,74.0,73.9,74.1,1264.0,977.0,287.0,486.0,271.0,215.0,5.0,12.0,7.0,1755.0
789,324600 ,2004JJ00,5185.0,3422.0,1763.0,7132.0,4573.0,2565.0,2.2,-0.9,8.3,72.7,74.8,68.7,1251.0,961.0,290.0,513.0,272.0,241.0,-1.0,9.0,10.0,1763.0
790,324600 ,2005JJ00,5270.0,3543.0,1727.0,7229.0,4612.0,2626.0,1.4,0.8,2.4,72.9,76.8,65.8,1230.0,956.0,274.0,488.0,274.0,214.0,9.0,18.0,9.0,1727.0
791,324600 ,2006JJ00,5807.0,3878.0,1929.0,7722.0,4895.0,2840.0,6.8,6.2,8.2,75.2,79.2,67.9,1252.0,983.0,269.0,671.0,281.0,390.0,6.0,15.0,9.0,1929.0
792,324600 ,2007JJ00,6334.0,4165.0,2169.0,8048.0,5128.0,2930.0,4.2,4.7,3.2,78.7,81.2,74.0,1285.0,1009.0,276.0,878.0,291.0,587.0,6.0,16.0,10.0,2169.0
793,324600 ,2008JJ00,6611.0,4404.0,2207.0,8060.0,5155.0,2914.0,0.2,0.5,-0.6,82.0,85.4,75.7,1330.0,1028.0,302.0,869.0,304.0,565.0,8.0,20.0,12.0,2207.0
794,324600 ,2009JJ00,5787.0,3646.0,2141.0,6855.0,4391.0,2469.0,-15.0,-14.8,-15.3,84.4,83.0,86.7,1297.0,1016.0,281.0,839.0,313.0,526.0,5.0,22.0,17.0,2141.0
795,324600 ,2010JJ00,5421.0,3538.0,1883.0,6431.0,4176.0,2263.0,-6.2,-4.9,-8.4,84.3,84.7,83.2,1236.0,963.0,273.0,647.0,317.0,330.0,0.0,22.0,22.0,1883.0
796,324600 ,2011JJ00,5902.0,3916.0,1986.0,6878.0,4476.0,2410.0,7.0,7.2,6.5,85.8,87.5,82.4,1246.0,968.0,278.0,731.0,314.0,417.0,9.0,23.0,14.0,1986.0
797,324600 ,2012JJ00,5373.0,3632.0,1741.0,6128.0,4083.0,2047.0,-10.9,-8.8,-15.1,87.7,89.0,85.0,1269.0,973.0,296.0,464.0,313.0,151.0,8.0,23.0,15.0,1741.0
798,324600 ,2013JJ00,5246.0,3562.0,1684.0,5993.0,3999.0,1995.0,-2.2,-2.0,-2.6,87.5,89.1,84.4,1258.0,938.0,320.0,415.0,308.0,107.0,11.0,18.0,7.0,1684.0
799,324600 ,2014JJ00,5035.0,3419.0,1616.0,5744.0,3872.0,1870.0,-4.2,-3.2,-6.2,87.7,88.3,86.4,1149.0,865.0,284.0,453.0,303.0,150.0,14.0,19.0,5.0,1616.0
800,324600 ,2015JJ00,5013.0,3393.0,1620.0,5698.0,3849.0,1848.0,-0.8,-0.6,-1.2,88.0,88.2,87.7,1113.0,844.0,269.0,492.0,301.0,191.0,15.0,19.0,4.0,1620.0
801,324600 ,2016JJ00,5291.0,3448.0,1843.0,5992.0,3963.0,2028.0,5.2,3.0,9.8,88.3,87.0,90.9,1130.0,858.0,272.0,702.0,295.0,407.0,11.0,17.0,6.0,1843.0
802,324600 ,2017JJ00,5635.0,3706.0,1929.0,6311.0,4156.0,2153.0,5.3,4.9,6.1,89.3,89.2,89.6,1170.0,905.0,265.0,752.0,291.0,461.0,7.0,14.0,7.0,1929.0
803,324600 ,2018JJ00,6342.0,4234.0,2108.0,6894.0,4591.0,2301.0,9.2,10.5,6.9,92.0,92.2,91.6,1256.0,966.0,290.0,841.0,293.0,548.0,11.0,16.0,5.0,2108.0
804,324600 ,2019JJ00,6568.0,4366.0,2202.0,6929.0,4650.0,2277.0,0.5,1.3,-1.0,94.8,93.9,96.7,1303.0,989.0,314.0,893.0,302.0,591.0,6.0,17.0,11.0,2202.0
805,324600 ,2020JJ00,6518.0,4202.0,2316.0,6713.0,4469.0,2241.0,-3.1,-3.9,-1.6,97.1,94.0,103.3,1339.0,1015.0,324.0,988.0,310.0,678.0,-11.0,23.0,34.0,2316.0
806,324600 ,2021JJ00,7068.0,4737.0,2331.0,7068.0,4737.0,2331.0,5.3,6.0,4.0,100.0,100.0,100.0,1401.0,1061.0,340.0,942.0,318.0,624.0,-12.0,17.0,29.0,2331.0
807,324600 ,2022JJ00,8317.0,5929.0,2388.0,7448.0,4954.0,2494.0,5.4,4.6,7.0,111.7,119.7,95.7,1463.0,1093.0,370.0,910.0,339.0,571.0,15.0,25.0,10.0,2388.0
808,324600 ,2023JJ00,8336.0,5843.0,2493.0,6554.0,4469.0,2057.0,-12.0,-9.8,-17.5,127.2,130.7,121.2,1511.0,1135.0,376.0,964.0,350.0,614.0,18.0,26.0,8.0,2493.0
809,324600 ,2024JJ00,8236.0,5777.0,2459.0,6447.0,4420.0,1999.0,-1.6,-1.1,-2.8,127.7,130.7,123.0,1543.0,1159.0,384.0,898.0,,,18.0,27.0,9.0,2459.0
810,328105 ,1995JJ00,14944.0,9000.0,5944.0,24270.0,16788.0,7339.0,,,,61.6,53.6,81.0,3604.0,3144.0,460.0,2320.0,774.0,1546.0,20.0,33.0,13.0,5944.0
811,328105 ,1996JJ00,15086.0,9226.0,5860.0,24944.0,17451.0,7413.0,2.8,3.9,1.0,60.5,52.9,79.1,3673.0,3204.0,469.0,2189.0,762.0,1427.0,-2.0,29.0,31.0,5860.0
812,328105 ,1997JJ00,16176.0,10122.0,6054.0,26078.0,18761.0,7404.0,4.5,7.5,-0.1,62.0,54.0,81.8,3869.0,3349.0,520.0,2209.0,770.0,1439.0,-24.0,19.0,43.0,6054.0
813,328105 ,1998JJ00,17222.0,10988.0,6234.0,27363.0,20146.0,7465.0,4.9,7.4,0.8,62.9,54.5,83.5,3964.0,3283.0,681.0,2305.0,784.0,1521.0,-35.0,21.0,56.0,6234.0
814,328105 ,1999JJ00,16979.0,10831.0,6148.0,27270.0,20109.0,7418.0,-0.3,-0.2,-0.6,62.3,53.9,82.9,4135.0,3410.0,725.0,2047.0,810.0,1237.0,-34.0,29.0,63.0,6148.0
815,328105 ,2000JJ00,18867.0,11882.0,6985.0,28535.0,20611.0,8043.0,4.6,2.5,8.4,66.1,57.7,86.8,4559.0,3613.0,946.0,2461.0,858.0,1603.0,-35.0,28.0,63.0,6985.0
816,328105 ,2001JJ00,18405.0,11590.0,6815.0,27947.0,19879.0,8081.0,-2.1,-3.6,0.5,65.9,58.3,84.3,4587.0,3723.0,864.0,2263.0,899.0,1364.0,-35.0,36.0,71.0,6815.0
817,328105 ,2002JJ00,17967.0,11269.0,6698.0,27169.0,19251.0,7908.0,-2.8,-3.2,-2.1,66.1,58.5,84.7,4699.0,3792.0,907.0,2065.0,930.0,1135.0,-66.0,40.0,106.0,6698.0
818,328105 ,2003JJ00,17824.0,11210.0,6614.0,26546.0,18906.0,7660.0,-2.3,-1.8,-3.1,67.1,59.3,86.3,4647.0,3752.0,895.0,1999.0,936.0,1063.0,-32.0,29.0,61.0,6614.0
819,328105 ,2004JJ00,19790.0,12584.0,7206.0,27841.0,19950.0,7950.0,4.9,5.5,3.8,71.1,63.1,90.6,4653.0,3736.0,917.0,2596.0,943.0,1653.0,-43.0,29.0,72.0,7206.0
820,328105 ,2005JJ00,21179.0,13461.0,7718.0,28415.0,20227.0,8207.0,2.1,1.4,3.2,74.5,66.5,94.0,4660.0,3778.0,882.0,3076.0,949.0,2127.0,-18.0,42.0,60.0,7718.0
821,328105 ,2006JJ00,23133.0,14991.0,8142.0,29530.0,21127.0,8454.0,3.9,4.4,3.0,78.3,71.0,96.3,4760.0,3865.0,895.0,3406.0,965.0,2441.0,-24.0,35.0,59.0,8142.0
822,328105 ,2007JJ00,25827.0,17101.0,8726.0,31767.0,22762.0,9069.0,7.6,7.7,7.3,81.3,75.1,96.2,5074.0,4119.0,955.0,3682.0,1000.0,2682.0,-30.0,36.0,66.0,8726.0
823,328105 ,2008JJ00,26999.0,18136.0,8863.0,32270.0,22863.0,9416.0,1.6,0.4,3.8,83.7,79.3,94.1,5422.0,4359.0,1063.0,3502.0,1043.0,2459.0,-61.0,45.0,106.0,8863.0
824,328105 ,2009JJ00,21719.0,14236.0,7483.0,27336.0,19269.0,8059.0,-15.3,-15.7,-14.4,79.5,73.9,92.9,5102.0,4083.0,1019.0,2640.0,1072.0,1568.0,-259.0,52.0,311.0,7483.0
825,328105 ,2010JJ00,24779.0,17211.0,7568.0,30235.0,21447.0,8806.0,10.6,11.3,9.3,82.0,80.2,85.9,5014.0,4006.0,1008.0,2636.0,1086.0,1550.0,-82.0,58.0,140.0,7568.0
826,328105 ,2011JJ00,27369.0,19398.0,7971.0,32066.0,22758.0,9329.0,6.1,6.1,5.9,85.4,85.2,85.4,5167.0,4113.0,1054.0,2829.0,1074.0,1755.0,-25.0,60.0,85.0,7971.0
827,328105 ,2012JJ00,25912.0,17819.0,8093.0,30440.0,21260.0,9199.0,-5.1,-6.6,-1.4,85.1,83.8,88.0,5214.0,4115.0,1099.0,2900.0,1076.0,1824.0,-21.0,47.0,68.0,8093.0
828,328105 ,2013JJ00,25349.0,17466.0,7883.0,30178.0,21372.0,8839.0,-0.9,0.5,-3.9,84.0,81.7,89.2,5160.0,4096.0,1064.0,2742.0,1075.0,1667.0,-19.0,42.0,61.0,7883.0
829,328105 ,2014JJ00,25882.0,17416.0,8466.0,30876.0,21756.0,9144.0,2.3,1.8,3.5,83.8,80.1,92.6,5284.0,4117.0,1167.0,3198.0,1076.0,2122.0,-16.0,38.0,54.0,8466.0
830,328105 ,2015JJ00,26110.0,17664.0,8446.0,31400.0,22479.0,8992.0,1.7,3.3,-1.7,83.2,78.6,93.9,5384.0,4238.0,1146.0,3089.0,1091.0,1998.0,-27.0,30.0,57.0,8446.0
831,328105 ,2016JJ00,27047.0,17968.0,9079.0,32567.0,23178.0,9442.0,3.7,3.1,5.0,83.0,77.5,96.2,5545.0,4336.0,1209.0,3560.0,1100.0,2460.0,-26.0,36.0,62.0,9079.0
832,328105 ,2017JJ00,28896.0,19708.0,9188.0,33049.0,23316.0,9746.0,1.5,0.6,3.2,87.4,84.5,94.3,5683.0,4453.0,1230.0,3540.0,1116.0,2424.0,-35.0,27.0,62.0,9188.0
833,328105 ,2018JJ00,30684.0,20749.0,9935.0,34353.0,24040.0,10306.0,3.9,3.1,5.7,89.3,86.3,96.4,5971.0,4639.0,1332.0,4000.0,1150.0,2850.0,-36.0,20.0,56.0,9935.0
834,328105 ,2019JJ00,30892.0,20964.0,9928.0,34400.0,24169.0,10235.0,0.1,0.5,-0.7,89.8,86.7,97.0,6252.0,4832.0,1420.0,3742.0,1192.0,2550.0,-66.0,1.0,67.0,9928.0
835,328105 ,2020JJ00,28591.0,19270.0,9321.0,32022.0,22402.0,9613.0,-6.9,-7.3,-6.1,89.3,86.0,97.0,6392.0,4891.0,1501.0,3250.0,1222.0,2028.0,-321.0,5.0,326.0,9321.0
836,328105 ,2021JJ00,35266.0,24738.0,10528.0,35266.0,24738.0,10528.0,10.1,10.4,9.5,100.0,100.0,100.0,6521.0,4991.0,1530.0,4232.0,1260.0,2972.0,-225.0,-7.0,218.0,10528.0
837,328105 ,2022JJ00,41589.0,29691.0,11898.0,34967.0,24234.0,10733.0,-0.8,-2.0,1.9,118.9,122.5,110.9,6842.0,5211.0,1631.0,5223.0,1351.0,3872.0,-167.0,-57.0,110.0,11898.0
838,328105 ,2023JJ00,38095.0,26444.0,11651.0,33380.0,23139.0,10240.0,-4.5,-4.5,-4.6,114.1,114.3,113.8,7146.0,5457.0,1689.0,4702.0,1427.0,3275.0,-197.0,-92.0,105.0,11651.0
839,328105 ,2024JJ00,37282.0,25732.0,11550.0,33748.0,23272.0,10475.0,1.1,0.6,2.3,110.5,110.6,110.3,7338.0,5590.0,1748.0,4528.0,,,-316.0,-189.0,127.0,11550.0
840,328100 ,1995JJ00,4633.0,2791.0,1842.0,7313.0,6135.0,1334.0,,,,63.3,45.5,138.1,950.0,812.0,138.0,879.0,325.0,554.0,13.0,16.0,3.0,1842.0
841,328100 ,1996JJ00,4324.0,2760.0,1564.0,7249.0,6177.0,1291.0,-0.9,0.7,-3.3,59.7,44.7,121.2,932.0,794.0,138.0,623.0,314.0,309.0,9.0,15.0,6.0,1564.0
842,328100 ,1997JJ00,4871.0,3227.0,1644.0,7846.0,6828.0,1344.0,8.2,10.5,4.2,62.1,47.3,122.3,972.0,838.0,134.0,670.0,312.0,358.0,2.0,9.0,7.0,1644.0
843,328100 ,1998JJ00,5163.0,3498.0,1665.0,8358.0,7421.0,1375.0,6.5,8.7,2.3,61.8,47.1,121.1,997.0,810.0,187.0,665.0,311.0,354.0,3.0,8.0,5.0,1665.0
844,328100 ,1999JJ00,4782.0,3393.0,1389.0,8306.0,7398.0,1358.0,-0.6,-0.3,-1.3,57.6,45.9,102.3,1007.0,809.0,198.0,377.0,312.0,65.0,5.0,13.0,8.0,1389.0
845,328100 ,2000JJ00,5718.0,3799.0,1919.0,8553.0,7589.0,1411.0,3.0,2.6,3.9,66.9,50.1,136.0,1098.0,860.0,238.0,813.0,325.0,488.0,8.0,14.0,6.0,1919.0
846,328100 ,2001JJ00,5428.0,3753.0,1675.0,8514.0,7340.0,1484.0,-0.5,-3.3,5.2,63.8,51.1,112.9,1099.0,894.0,205.0,568.0,336.0,232.0,8.0,15.0,7.0,1675.0
847,328100 ,2002JJ00,5312.0,3587.0,1725.0,8526.0,7177.0,1564.0,0.1,-2.2,5.4,62.3,50.0,110.3,1093.0,881.0,212.0,631.0,340.0,291.0,1.0,14.0,13.0,1725.0
848,328100 ,2003JJ00,5439.0,3624.0,1815.0,8570.0,7245.0,1558.0,0.5,0.9,-0.4,63.5,50.0,116.5,1072.0,859.0,213.0,743.0,336.0,407.0,0.0,8.0,8.0,1815.0
849,328100 ,2004JJ00,6693.0,4355.0,2338.0,9482.0,7993.0,1734.0,10.6,10.3,11.3,70.6,54.5,134.8,1106.0,883.0,223.0,1233.0,334.0,899.0,-1.0,9.0,10.0,2338.0
850,328100 ,2005JJ00,7196.0,4625.0,2571.0,9282.0,7716.0,1741.0,-2.1,-3.5,0.4,77.5,59.9,147.6,1145.0,927.0,218.0,1417.0,330.0,1087.0,9.0,18.0,9.0,2571.0
851,328100 ,2006JJ00,8158.0,5333.0,2825.0,9628.0,7943.0,1831.0,3.7,2.9,5.1,84.7,67.1,154.3,1156.0,936.0,220.0,1666.0,331.0,1335.0,3.0,13.0,10.0,2825.0
852,328100 ,2007JJ00,8958.0,5975.0,2983.0,10274.0,8391.0,1991.0,6.7,5.6,8.7,87.2,71.2,149.8,1272.0,1030.0,242.0,1712.0,340.0,1372.0,-1.0,13.0,14.0,2983.0
853,328100 ,2008JJ00,8816.0,6134.0,2682.0,10154.0,7990.0,2112.0,-1.2,-4.8,6.1,86.8,76.8,127.0,1343.0,1073.0,270.0,1371.0,350.0,1021.0,-32.0,15.0,47.0,2682.0
854,328100 ,2009JJ00,6057.0,4347.0,1710.0,8118.0,6388.0,1688.0,-20.1,-20.1,-20.1,74.6,68.1,101.3,1203.0,971.0,232.0,687.0,358.0,329.0,-180.0,20.0,200.0,1710.0
855,328100 ,2010JJ00,7941.0,6192.0,1749.0,9790.0,7822.0,1956.0,20.6,22.5,15.9,81.1,79.2,89.4,1172.0,938.0,234.0,618.0,362.0,256.0,-41.0,23.0,64.0,1749.0
856,328100 ,2011JJ00,8779.0,7050.0,1729.0,9990.0,8141.0,1855.0,2.0,4.1,-5.2,87.9,86.6,93.2,1228.0,979.0,249.0,494.0,353.0,141.0,7.0,24.0,17.0,1729.0
857,328100 ,2012JJ00,7834.0,5991.0,1843.0,9236.0,7223.0,1996.0,-7.6,-11.3,7.6,84.8,82.9,92.3,1206.0,945.0,261.0,636.0,351.0,285.0,1.0,14.0,13.0,1843.0
858,328100 ,2013JJ00,7391.0,5576.0,1815.0,9122.0,7054.0,2044.0,-1.2,-2.3,2.4,81.0,79.0,88.8,1199.0,950.0,249.0,616.0,347.0,269.0,0.0,10.0,10.0,1815.0
859,328100 ,2014JJ00,7406.0,5302.0,2104.0,9308.0,7076.0,2194.0,2.0,0.3,7.3,79.6,74.9,95.9,1223.0,960.0,263.0,886.0,344.0,542.0,-5.0,6.0,11.0,2104.0
860,328100 ,2015JJ00,7050.0,5221.0,1829.0,9341.0,7316.0,2034.0,0.4,3.4,-7.3,75.5,71.4,89.9,1265.0,1003.0,262.0,579.0,350.0,229.0,-15.0,1.0,16.0,1829.0
861,328100 ,2016JJ00,7197.0,5130.0,2067.0,9690.0,7397.0,2262.0,3.7,1.1,11.2,74.3,69.3,91.4,1271.0,998.0,273.0,811.0,358.0,453.0,-15.0,-3.0,12.0,2067.0
862,328100 ,2017JJ00,8683.0,6577.0,2106.0,10647.0,8270.0,2378.0,9.9,11.8,5.1,81.6,79.5,88.6,1375.0,1087.0,288.0,753.0,370.0,383.0,-22.0,-9.0,13.0,2106.0
863,328100 ,2018JJ00,9252.0,6899.0,2353.0,11064.0,8595.0,2470.0,3.9,3.9,3.8,83.6,80.3,95.3,1467.0,1144.0,323.0,912.0,390.0,522.0,-26.0,-17.0,9.0,2353.0
864,328100 ,2019JJ00,8677.0,6713.0,1964.0,10606.0,8285.0,2329.0,-4.1,-3.6,-5.7,81.8,81.0,84.3,1563.0,1219.0,344.0,456.0,410.0,46.0,-55.0,-38.0,17.0,1964.0
865,328100 ,2020JJ00,7439.0,5773.0,1666.0,9407.0,7197.0,2212.0,-11.3,-13.1,-5.0,79.1,80.2,75.3,1527.0,1172.0,355.0,272.0,421.0,-149.0,-133.0,-35.0,98.0,1666.0
866,328100 ,2021JJ00,10774.0,8265.0,2509.0,10774.0,8265.0,2509.0,14.5,14.8,13.4,100.0,100.0,100.0,1519.0,1168.0,351.0,1080.0,437.0,643.0,-90.0,-44.0,46.0,2509.0
867,328100 ,2022JJ00,12969.0,10295.0,2674.0,10342.0,8006.0,2336.0,-4.0,-3.1,-6.9,125.4,128.6,114.5,1648.0,1258.0,390.0,1166.0,475.0,691.0,-140.0,-103.0,37.0,2674.0
868,328100 ,2023JJ00,10008.0,8122.0,1886.0,9037.0,7160.0,1857.0,-12.6,-10.6,-20.5,110.7,113.4,101.5,1695.0,1294.0,401.0,392.0,515.0,-123.0,-201.0,-151.0,50.0,1886.0
869,328100 ,2024JJ00,9786.0,7944.0,1842.0,9462.0,7375.0,2080.0,4.7,3.0,12.0,103.4,107.7,88.6,1688.0,1275.0,413.0,472.0,,,-318.0,-245.0,73.0,1842.0
870,330300 ,1995JJ00,10311.0,6209.0,4102.0,16728.0,10552.0,6135.0,,,,61.6,58.8,66.9,2654.0,2332.0,322.0,1441.0,449.0,992.0,7.0,17.0,10.0,4102.0
871,330300 ,1996JJ00,10762.0,6466.0,4296.0,17468.0,11123.0,6315.0,4.4,5.4,2.9,61.6,58.1,68.0,2741.0,2410.0,331.0,1566.0,448.0,1118.0,-11.0,14.0,25.0,4296.0
872,330300 ,1997JJ00,11305.0,6895.0,4410.0,18004.0,11815.0,6209.0,3.1,6.2,-1.7,62.8,58.4,71.0,2897.0,2511.0,386.0,1539.0,458.0,1081.0,-26.0,10.0,36.0,4410.0
873,330300 ,1998JJ00,12059.0,7490.0,4569.0,18767.0,12615.0,6226.0,4.2,6.8,0.3,64.3,59.4,73.4,2967.0,2473.0,494.0,1640.0,473.0,1167.0,-38.0,13.0,51.0,4569.0
874,330300 ,1999JJ00,12197.0,7438.0,4759.0,18725.0,12600.0,6201.0,-0.2,-0.1,-0.4,65.1,59.0,76.7,3128.0,2601.0,527.0,1670.0,498.0,1172.0,-39.0,16.0,55.0,4759.0
875,330300 ,2000JJ00,13149.0,8083.0,5066.0,19716.0,12908.0,6806.0,5.3,2.4,9.7,66.7,62.6,74.4,3461.0,2753.0,708.0,1648.0,533.0,1115.0,-43.0,14.0,57.0,5066.0
876,330300 ,2001JJ00,12977.0,7837.0,5140.0,19172.0,12434.0,6717.0,-2.8,-3.7,-1.3,67.7,63.0,76.5,3488.0,2829.0,659.0,1695.0,563.0,1132.0,-43.0,21.0,64.0,5140.0
877,330300 ,2002JJ00,12655.0,7682.0,4973.0,18404.0,11985.0,6408.0,-4.0,-3.6,-4.6,68.8,64.1,77.6,3606.0,2911.0,695.0,1434.0,590.0,844.0,-67.0,26.0,93.0,4973.0
878,330300 ,2003JJ00,12385.0,7586.0,4799.0,17765.0,11617.0,6146.0,-3.5,-3.1,-4.1,69.7,65.3,78.1,3575.0,2893.0,682.0,1256.0,600.0,656.0,-32.0,21.0,53.0,4799.0
879,330300 ,2004JJ00,13097.0,8229.0,4868.0,18181.0,11992.0,6204.0,2.3,3.2,0.9,72.0,68.6,78.5,3547.0,2853.0,694.0,1363.0,609.0,754.0,-42.0,20.0,62.0,4868.0
880,330300 ,2005JJ00,13983.0,8836.0,5147.0,18943.0,12467.0,6488.0,4.2,4.0,4.6,73.8,70.9,79.3,3515.0,2851.0,664.0,1659.0,619.0,1040.0,-27.0,24.0,51.0,5147.0
881,330300 ,2006JJ00,14975.0,9658.0,5317.0,19706.0,13120.0,6614.0,4.0,5.2,1.9,76.0,73.6,80.4,3604.0,2929.0,675.0,1740.0,634.0,1106.0,-27.0,22.0,49.0,5317.0
882,330300 ,2007JJ00,16869.0,11126.0,5743.0,21292.0,14287.0,7044.0,8.0,8.9,6.5,79.2,77.9,81.5,3802.0,3089.0,713.0,1970.0,660.0,1310.0,-29.0,23.0,52.0,5743.0
883,330300 ,2008JJ00,18183.0,12002.0,6181.0,21941.0,14752.0,7231.0,3.0,3.3,2.6,82.9,81.4,85.5,4079.0,3286.0,793.0,2131.0,693.0,1438.0,-29.0,30.0,59.0,6181.0
884,330300 ,2009JJ00,15662.0,9889.0,5773.0,19093.0,12759.0,6366.0,-13.0,-13.5,-12.0,82.0,77.5,90.7,3899.0,3112.0,787.0,1953.0,714.0,1239.0,-79.0,32.0,111.0,5773.0
885,330300 ,2010JJ00,16838.0,11019.0,5819.0,20379.0,13576.0,6832.0,6.7,6.4,7.3,82.6,81.2,85.2,3842.0,3068.0,774.0,2018.0,724.0,1294.0,-41.0,35.0,76.0,5819.0
886,330300 ,2011JJ00,18590.0,12348.0,6242.0,22000.0,14561.0,7466.0,8.0,7.3,9.3,84.5,84.8,83.6,3939.0,3134.0,805.0,2335.0,721.0,1614.0,-32.0,36.0,68.0,6242.0
887,330300 ,2012JJ00,18078.0,11828.0,6250.0,21142.0,13992.0,7175.0,-3.9,-3.9,-3.9,85.5,84.5,87.1,4008.0,3170.0,838.0,2264.0,725.0,1539.0,-22.0,33.0,55.0,6250.0
888,330300 ,2013JJ00,17958.0,11890.0,6068.0,20993.0,14269.0,6761.0,-0.7,2.0,-5.8,85.5,83.3,89.8,3961.0,3146.0,815.0,2126.0,728.0,1398.0,-19.0,32.0,51.0,6068.0
889,330300 ,2014JJ00,18476.0,12114.0,6362.0,21503.0,14626.0,6915.0,2.4,2.5,2.3,85.9,82.8,92.0,4061.0,3157.0,904.0,2312.0,732.0,1580.0,-11.0,32.0,43.0,6362.0
890,330300 ,2015JJ00,19060.0,12443.0,6617.0,21982.0,15107.0,6930.0,2.2,3.3,0.2,86.7,82.4,95.5,4119.0,3235.0,884.0,2510.0,741.0,1769.0,-12.0,29.0,41.0,6617.0
891,330300 ,2016JJ00,19850.0,12838.0,7012.0,22799.0,15703.0,7157.0,3.7,3.9,3.3,87.1,81.8,98.0,4274.0,3338.0,936.0,2749.0,742.0,2007.0,-11.0,39.0,50.0,7012.0
892,330300 ,2017JJ00,20213.0,13131.0,7082.0,22442.0,15094.0,7348.0,-1.6,-3.9,2.7,90.1,87.0,96.4,4308.0,3366.0,942.0,2787.0,746.0,2041.0,-13.0,36.0,49.0,7082.0
893,330300 ,2018JJ00,21432.0,13850.0,7582.0,23330.0,15500.0,7811.0,4.0,2.7,6.3,91.9,89.4,97.1,4504.0,3495.0,1009.0,3088.0,760.0,2328.0,-10.0,37.0,47.0,7582.0
