ID,TypeLozing,IndustrieVolgensSBI93,Perioden,FosforverbindingenAlsP_1,StikstofverbindingenAlsN_2,AntimoonverbindingenAlsSb_3,ArseenverbindingenAlsAs_4,CadmiumverbindingenAlsCd_5,ChroomverbindingenAlsCr_6,KobaltverbindingenAlsCo_7,KoperverbindingenAlsCu_8,KwikverbindingenAlsHg_9,LoodverbindingenAlsPb_10,NikkelverbindingenAlsNi_11,ZinkverbindingenAlsZn_12,Benzeen_13,Ethylbenzeen_14,Isopropylbenzeen_15,SomPAK6VanBorneff_16,Tolueen_17,XyleenTotaal_18,Dichloorethaan12_19,Hexachloorbutadieen_20,TetrachlooretheenPer_21,TetrachloormethaanTetra_22,DrinsAldrinDieldrinEnz_23,Hexachloorbenzenen_24,Pentachloorfenol_25,ChloorverbAnorgChloridenAlsCl_26,Fluoriden_27,CyanidenAnorganischAlsCN_28,CZV_29
461,D         ,DG        ,2000JJ00  ,1325.0,2078.0,223.9,555.9,111.555,2166.3,,4463.0,20.224,1407.0,3258.0,24278.0,68.1,10.2,3.0,7.1,19.3,21.5,2846.0,0.01,25.664,6.9,0.0,0.05,0.0,974443.0,1841.0,4460.0,7920.0
462,D         ,DG        ,2003JJ00  ,175.0,1737.0,72.0,313.2,112.382,1967.5,215.0,1833.0,10.301,1645.0,2807.0,26133.0,11.4,4.3,1.2,0.1,8.3,7.5,667.2,0.025,2.131,1.611,0.0,0.058,0.0,453934.0,1497.0,1078.0,11290.0
463,D         ,DG        ,2004JJ00  ,158.0,1940.0,41.0,368.6,139.918,2062.1,190.4,2461.0,6.093,1948.0,2140.0,24207.0,25.7,4.3,1.0,0.7,9.8,3.9,546.2,0.013,4.249,4.797,0.0,0.01,0.0,483335.0,1467.0,660.0,7138.0
464,D         ,DG        ,2005JJ00  ,137.0,1810.0,37.4,377.7,114.666,2214.6,374.7,2619.0,9.81,997.0,1802.0,15689.0,68.6,53.4,3.0,48.7,29.7,63.3,929.7,0.01,1.718,1.148,0.0,0.01,0.089,510332.0,362.0,664.0,5938.0
465,D         ,DG        ,2006JJ00  ,165.0,1598.0,41.2,346.3,95.849,2503.1,485.0,2589.0,10.34,862.0,2349.0,10760.0,36.1,10.2,0.1,1.2,19.7,23.8,490.1,0.021,1.028,1.208,0.0,0.011,0.0,516184.0,938.0,671.0,5905.0
466,D         ,DG        ,2007JJ00  ,108.0,2006.0,33.29,567.4,217.659,1851.4,451.0,1096.0,5.781,993.0,1675.0,9728.0,17.6,2.8,0.4,0.7,1.3,10.7,493.7,0.035,0.7,1.34,0.0,0.005,0.0,575517.0,946.0,142.0,5168.0
467,D         ,DG        ,2008JJ00  ,101.0,1776.0,31.0,509.0,194.0,1985.0,398.0,998.0,7.0,850.0,1592.0,8623.0,23.0,3.0,1.0,2.0,1.0,2.0,626.0,0.0,0.0,2.0,0.0,0.0,0.0,588247.0,245.0,312.0,4582.0
468,D         ,241       ,1990JJ00  ,10374.0,4750.0,541.0,3098.4,3451.7,14308.0,,7724.0,365.5,12077.0,12250.0,38768.0,8867.5,2930.0,165.0,14.4,5024.2,13100.0,2079.9,0.973,103.7,247.67,8.912,7.795,1.4,637055.0,34640.0,0.0,8054.0
469,D         ,241       ,1995JJ00  ,3093.0,3676.0,281.011,611.6,496.955,6607.0,,6501.0,206.586,4999.0,5630.0,20284.0,542.5,1066.0,37.0,3.8,429.3,4081.7,1297.0,0.185,126.93,114.885,2.812,1.541,0.0,315898.0,250.0,500.0,3627.0
470,D         ,241       ,2000JJ00  ,1311.0,1601.0,223.8,536.4,109.955,2133.2,,4297.0,18.842,1299.0,2873.0,23251.0,68.0,10.0,3.0,7.0,17.0,19.0,2846.0,0.01,25.01,4.4,0.0,0.05,0.0,954784.0,1841.0,4460.0,6485.0
471,D         ,241       ,2003JJ00  ,125.0,1096.0,72.0,288.2,106.139,1871.6,207.0,1591.0,8.386,1576.0,2582.0,25362.0,11.0,4.0,1.2,0.1,2.0,7.0,667.1,0.025,2.104,1.09,0.0,0.058,0.0,447490.0,1497.0,1078.0,8511.0
472,D         ,241       ,2004JJ00  ,116.0,1122.0,38.9,342.2,131.401,2020.5,145.3,2305.0,4.342,1867.0,1968.0,23177.0,25.7,4.1,1.0,0.7,3.2,3.9,546.2,0.013,4.221,1.169,0.0,0.01,0.0,468745.0,1467.0,660.0,4532.0
473,D         ,241       ,2005JJ00  ,93.0,1185.0,37.1,357.5,110.397,2177.4,358.6,2501.0,8.862,939.0,1704.0,15045.0,68.6,53.4,3.0,48.7,29.7,63.2,929.7,0.01,1.69,0.52,0.0,0.01,0.0,498052.0,362.0,646.0,3807.0
474,D         ,241       ,2006JJ00  ,114.0,1020.0,41.1,330.4,92.499,2433.4,483.0,2415.0,8.31,824.0,2087.0,9681.0,36.1,10.1,0.1,1.2,19.6,23.7,490.1,0.021,1.0,0.25,0.0,0.011,0.0,501553.0,171.0,671.0,3494.0
475,D         ,241       ,2007JJ00  ,79.0,1463.0,29.09,548.4,213.64,1799.9,451.0,919.0,4.722,947.0,1497.0,9168.0,17.6,2.8,0.4,0.7,1.3,10.7,493.7,0.035,0.7,0.5,0.0,0.005,0.0,531590.0,169.0,142.0,3243.0
476,D         ,241       ,2008JJ00  ,76.0,1335.0,31.7,496.6,194.502,1946.1,391.0,959.0,6.718,823.0,1532.0,8301.0,23.0,3.0,1.0,2.4,1.3,2.0,625.8,0.009,0.08,0.09,0.0,0.005,0.0,544944.0,245.0,275.0,2960.0
477,D         ,242       ,1990JJ00  ,49.0,62.0,0.0,0.0,0.8,1.0,,0.0,0.3,2.0,4.0,48.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,22601.0,0.0,9.0,336.0
478,D         ,242       ,1995JJ00  ,18.0,11.0,0.0,0.0,1.0,1.0,,0.0,0.3,2.0,4.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,1054.0,0.0,0.0,31.0
479,D         ,242       ,2000JJ00  ,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,2.0
480,D         ,242       ,2003JJ00  ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,2.0
481,D         ,242       ,2004JJ00  ,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,2.0
482,D         ,242       ,2005JJ00  ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,18.0,2.0
483,D         ,242       ,2006JJ00  ,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,2.0
484,D         ,242       ,2007JJ00  ,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,2.0
485,D         ,242       ,2008JJ00  ,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,37.0,4.0
486,D         ,243       ,1990JJ00  ,6.0,5.0,0.0,110.0,10.0,360.0,,195.0,19.0,46.0,861.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,D         ,243       ,1995JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,D         ,243       ,2000JJ00  ,0.0,0.0,0.1,0.0,1.2,0.0,,0.0,0.0,47.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,D         ,243       ,2003JJ00  ,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,33.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,D         ,243       ,2004JJ00  ,0.0,0.0,2.1,0.1,2.0,0.3,0.1,0.0,0.003,56.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
491,D         ,243       ,2005JJ00  ,0.0,0.0,0.3,0.0,1.7,0.0,0.1,0.0,0.0,48.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0
492,D         ,243       ,2006JJ00  ,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.0,27.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0
493,D         ,243       ,2007JJ00  ,0.0,0.0,4.2,0.0,0.2,0.0,0.0,0.0,0.0,27.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,D         ,243       ,2008JJ00  ,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,14.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,D         ,244       ,1990JJ00  ,6.0,962.0,0.0,0.0,0.0,0.2,,127.0,0.0,1.0,1.0,138.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5255.0,0.0,0.0,4450.0
496,D         ,244       ,1995JJ00  ,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,615.0,0.0,0.0,8.0
497,D         ,244       ,2000JJ00  ,6.0,222.0,0.0,0.4,0.0,13.7,,92.0,0.1,0.0,228.0,155.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.637,0.0,0.0,0.0,0.0,1066.0,0.0,0.0,813.0
498,D         ,244       ,2003JJ00  ,45.0,374.0,0.0,0.0,0.0,7.0,0.0,103.0,0.12,1.0,115.0,322.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.027,0.021,0.0,0.0,0.0,1019.0,0.0,0.0,2124.0
499,D         ,244       ,2004JJ00  ,37.0,338.0,0.0,0.0,0.0,5.0,0.0,72.0,0.0,2.0,91.0,324.0,0.0,0.2,0.0,0.0,6.6,0.0,0.0,0.0,0.028,0.028,0.0,0.0,0.0,1053.0,0.0,0.0,1897.0
500,D         ,244       ,2005JJ00  ,39.0,292.0,0.0,5.2,0.0,5.0,0.0,75.0,0.0,3.0,51.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.028,0.0,0.0,0.0,1016.0,0.0,0.0,1650.0
501,D         ,244       ,2006JJ00  ,47.0,303.0,0.0,0.0,0.0,5.0,0.0,74.0,0.0,1.0,64.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.028,0.0,0.0,0.0,968.0,0.0,0.0,1946.0
502,D         ,244       ,2007JJ00  ,26.0,272.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21390.0,0.0,0.0,1459.0
503,D         ,244       ,2008JJ00  ,23.0,257.0,0.0,0.0,0.0,1.0,0.0,5.0,0.008,0.0,8.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21595.0,0.0,0.0,1364.0
504,D         ,245       ,1990JJ00  ,0.0,14.0,0.0,0.7,0.14,5.0,,10.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,0.0,0.0,61.0
505,D         ,245       ,1995JJ00  ,0.0,4.0,0.0,0.5,0.09,3.0,,6.0,0.0,4.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
506,D         ,245       ,2000JJ00  ,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,6.0
507,D         ,245       ,2003JJ00  ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
508,D         ,245       ,2004JJ00  ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
509,D         ,245       ,2005JJ00  ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
510,D         ,245       ,2006JJ00  ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
511,D         ,245       ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,D         ,245       ,2008JJ00  ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
513,D         ,246       ,1990JJ00  ,1.0,82.0,0.0,1.0,0.0,4.0,,389.0,1.903,83.0,41.0,300.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,1118.0
514,D         ,246       ,1995JJ00  ,2.0,69.0,0.0,1.9,1.36,75.2,,165.0,2.2,91.0,84.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3146.0,0.0,0.0,267.0
515,D         ,246       ,2000JJ00  ,5.0,202.0,0.0,18.6,0.4,18.8,,69.0,0.97,60.0,156.0,220.0,0.1,0.2,0.0,0.0,1.0,1.5,0.0,0.0,0.017,0.0,0.0,0.0,0.0,8945.0,0.0,0.0,390.0
516,D         ,246       ,2003JJ00  ,5.0,218.0,0.0,24.9,4.343,82.9,8.0,140.0,1.795,34.0,99.0,429.0,0.4,0.3,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5232.0,0.0,0.0,317.0
517,D         ,246       ,2004JJ00  ,4.0,195.0,0.0,26.3,6.517,26.3,45.0,60.0,1.748,22.0,71.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723.0,0.0,0.0,228.0
518,D         ,246       ,2005JJ00  ,5.0,175.0,0.0,15.0,2.569,25.4,16.0,31.0,0.948,8.0,35.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,1506.0,0.0,0.0,241.0
519,D         ,246       ,2006JJ00  ,4.0,213.0,0.0,15.4,2.65,52.0,2.0,27.0,2.03,9.0,133.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1556.0,0.0,0.0,251.0
520,D         ,246       ,2007JJ00  ,3.0,199.0,0.0,11.0,2.819,36.5,0.0,16.0,1.059,6.0,60.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,0.0,0.0,231.0
521,D         ,246       ,2008JJ00  ,1.0,123.0,0.0,12.2,0.881,26.7,7.0,24.0,0.757,4.0,36.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,72.0
522,D         ,247       ,1990JJ00  ,1.0,40.0,43.0,138.0,0.0,0.0,,0.0,0.0,0.0,0.0,16040.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,2.0,149.0,0.0,0.0,0.0,10358.0,42.0,0.0,802.0
523,D         ,247       ,1995JJ00  ,5.0,91.0,139.7,20.0,0.0,0.0,,0.0,0.855,0.0,0.0,3308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242,0.165,0.0,0.0,0.0,1463.0,4.0,0.0,616.0
524,D         ,247       ,2000JJ00  ,4.0,51.0,0.0,0.5,0.0,0.5,,5.0,0.312,0.0,1.0,629.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,9311.0,0.0,0.0,226.0
525,D         ,247       ,2003JJ00  ,1.0,48.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,9.0,0.0,0.0,333.0
526,D         ,247       ,2004JJ00  ,1.0,283.0,0.0,0.0,0.0,5.0,0.0,24.0,0.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,10612.0,0.0,0.0,473.0
527,D         ,247       ,2005JJ00  ,0.0,156.0,0.0,0.0,0.0,3.7,0.0,12.0,0.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,9549.0,0.0,0.0,231.0
528,D         ,247       ,2006JJ00  ,0.0,61.0,0.0,0.5,0.0,10.7,0.0,74.0,0.0,0.0,64.0,139.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.93,0.0,0.0,0.0,11910.0,767.0,0.0,205.0
529,D         ,247       ,2007JJ00  ,0.0,71.0,0.0,8.0,1.0,10.0,0.0,36.0,0.0,10.0,70.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,21493.0,777.0,0.0,234.0
530,D         ,247       ,2008JJ00  ,1.0,59.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20993.0,0.0,0.0,177.0
531,D         ,DH        ,1990JJ00  ,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,34.0
532,D         ,DH        ,1995JJ00  ,2.0,4.0,0.0,0.2,5.2,0.9,,11.0,0.05,36.0,5.0,45.0,0.7,2.0,0.3,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,104.0
533,D         ,DH        ,2000JJ00  ,5.0,1.0,0.0,0.0,0.0,0.0,,13.0,0.022,0.0,0.0,17.0,0.1,2.3,0.3,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,56.0
534,D         ,DH        ,2003JJ00  ,1.0,0.0,0.0,0.0,0.07,0.6,0.0,1.0,0.005,0.0,1.0,11.0,0.3,1.5,0.1,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,70.0
535,D         ,DH        ,2004JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
536,D         ,DH        ,2005JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
537,D         ,DH        ,2006JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
538,D         ,DH        ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
539,D         ,DH        ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
540,D         ,DI        ,1990JJ00  ,0.0,25.0,0.0,0.0,4.3,12.3,,1.0,0.0,30.0,9.0,124.0,327.2,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,6.0,0.0,207.0
541,D         ,DI        ,1995JJ00  ,0.0,8.0,0.0,4.6,0.0,22.7,,36.0,0.0,14.0,0.0,47.0,0.0,0.0,0.0,0.0,3.6,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,460.0,0.0,134.0
542,D         ,DI        ,2000JJ00  ,0.0,20.0,0.0,1.2,0.034,11.5,,4.0,0.0,12.0,12.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,67.0
543,D         ,DI        ,2003JJ00  ,1.0,7.0,0.0,0.6,0.03,22.4,0.0,21.0,0.0,3.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,2.0,0.0,58.0
544,D         ,DI        ,2004JJ00  ,1.0,10.0,0.0,0.4,0.001,6.6,0.0,13.0,0.007,5.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,1.0,0.0,59.0
545,D         ,DI        ,2005JJ00  ,1.0,8.0,0.0,0.4,0.0,7.0,0.0,8.0,0.0,7.0,4.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1.0,0.0,63.0
546,D         ,DI        ,2006JJ00  ,1.0,7.0,0.0,2.6,0.0,15.0,0.0,16.0,0.001,7.0,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,1.0,0.0,67.0
547,D         ,DI        ,2007JJ00  ,1.0,7.0,0.0,0.0,0.0,18.0,0.0,15.0,0.0,1.0,3.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,2.0,0.0,47.0
548,D         ,DI        ,2008JJ00  ,1.0,5.0,31.0,0.0,0.0,5.0,0.0,14.0,0.0,2.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1.0,0.0,40.0
549,D         ,DJ        ,1990JJ00  ,9.0,1656.0,0.0,223.8,284.473,2782.1,,3234.0,40.6,5279.0,1296.0,46580.0,754.8,0.0,0.0,1297.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33466.0,2454.0,21967.0,4841.0
550,D         ,DJ        ,1995JJ00  ,23.0,1101.0,0.0,874.6,105.63,1929.2,,1177.0,41.5,631.0,2016.0,14103.0,98.1,0.0,0.0,82.3,242.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,5174.0,1025.0,28902.0,3235.0
551,D         ,DJ        ,2000JJ00  ,21.0,504.0,0.0,1005.0,116.62,1619.3,,1625.0,2.641,1128.0,1204.0,5080.0,0.0,0.0,0.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,754.0,11100.0,1381.0
552,D         ,DJ        ,2003JJ00  ,11.0,423.0,0.0,345.2,43.61,799.1,8.0,487.0,5.95,416.0,708.0,3877.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253702.0,681.0,11342.0,1000.0
553,D         ,DJ        ,2004JJ00  ,15.0,437.0,0.0,282.5,39.206,703.3,6.3,426.0,4.556,530.0,830.0,4821.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.0,720.0,15760.0,791.0
554,D         ,DJ        ,2005JJ00  ,17.0,476.0,0.0,216.1,24.595,834.3,1.0,507.0,4.306,399.0,796.0,2886.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,734.0,14338.0,987.0
555,D         ,DJ        ,2006JJ00  ,14.0,452.0,0.0,181.6,35.205,855.4,0.0,477.0,4.7,711.0,842.0,2294.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,600.0,14967.0,620.0
556,D         ,DJ        ,2007JJ00  ,14.0,509.0,0.0,126.8,46.17,484.3,0.0,370.0,2.739,621.0,815.0,1958.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,576.0,11820.0,622.0
557,D         ,DJ        ,2008JJ00  ,14.0,612.0,0.0,170.0,85.0,69.0,0.0,247.0,4.0,1297.0,493.0,2909.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0,580.0,17740.0,588.0
558,D         ,2900a     ,1990JJ00  ,6.0,184.0,55.0,0.0,3.656,71.5,,324.0,1.0,77.0,210.0,380.0,9.3,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.0,6.0,1.0,38.0
559,D         ,2900a     ,1995JJ00  ,0.0,3.0,0.0,0.0,0.0,40.4,,2.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,5.0
