ID,TypeLozing,IndustrieVolgensSBI93,Perioden,FosforverbindingenAlsP_1,StikstofverbindingenAlsN_2,AntimoonverbindingenAlsSb_3,ArseenverbindingenAlsAs_4,CadmiumverbindingenAlsCd_5,ChroomverbindingenAlsCr_6,KobaltverbindingenAlsCo_7,KoperverbindingenAlsCu_8,KwikverbindingenAlsHg_9,LoodverbindingenAlsPb_10,NikkelverbindingenAlsNi_11,ZinkverbindingenAlsZn_12,Benzeen_13,Ethylbenzeen_14,Isopropylbenzeen_15,SomPAK6VanBorneff_16,Tolueen_17,XyleenTotaal_18,Dichloorethaan12_19,Hexachloorbutadieen_20,TetrachlooretheenPer_21,TetrachloormethaanTetra_22,DrinsAldrinDieldrinEnz_23,Hexachloorbenzenen_24,Pentachloorfenol_25,ChloorverbAnorgChloridenAlsCl_26,Fluoriden_27,CyanidenAnorganischAlsCN_28,CZV_29
263,T         ,2900a     ,2000JJ00  ,32.0,639.0,0.0,8.4,5.525,284.9,,2442.0,0.369,2103.0,592.0,2429.0,0.1,0.0,0.0,2.6,1.1,0.1,0.0,0.0,0.023,0.0,0.0,0.0,0.0,1538.0,22.0,30.0,5904.0
264,T         ,2900a     ,2003JJ00  ,23.0,507.0,134.616,8.9,10.251,183.2,53.1,4315.0,0.142,586.0,728.0,860.0,0.1,1.2,0.0,3.7,0.7,36.6,0.0,0.0,0.0,0.495,0.0,0.0,0.0,1428.0,29.0,0.0,3135.0
265,T         ,2900a     ,2004JJ00  ,22.0,1165.0,0.0,10.6,12.374,315.5,0.0,3641.0,0.142,492.0,942.0,4060.0,0.1,0.2,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.0,32.0,0.0,13449.0
266,T         ,2900a     ,2005JJ00  ,16.0,1504.0,0.0,4.5,9.038,134.7,0.0,2568.0,0.2,559.0,423.0,792.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729.0,22.0,0.0,17321.0
267,T         ,2900a     ,2006JJ00  ,66.0,714.0,0.0,5.3,11.819,225.6,0.0,878.0,0.472,407.0,960.0,1215.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.0,22.0,0.0,13786.0
268,T         ,2900a     ,2007JJ00  ,114.0,77.0,0.0,4.8,5.754,128.4,0.0,1840.0,0.301,116.0,473.0,573.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,5.0,0.0,583.0
269,T         ,2900a     ,2008JJ00  ,100.0,4.0,0.0,3.3,13.501,230.8,0.0,477.0,0.0,30.0,40.0,269.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0
270,T         ,DM        ,1990JJ00  ,5.0,2.0,0.0,0.0,11.7,1400.2,,15155.0,0.0,617.0,1762.0,3736.0,166.0,0.0,0.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,7.0
271,T         ,DM        ,1995JJ00  ,3.0,33.0,0.0,0.0,16.088,105.9,,7787.0,0.003,127.0,272.0,563.0,222.7,0.0,0.0,200.0,556.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,2.0,317.0
272,T         ,DM        ,2000JJ00  ,5.0,37.0,0.0,0.0,0.182,45.3,,7592.0,0.008,92.0,290.0,906.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,960.0
273,T         ,DM        ,2003JJ00  ,2.0,43.0,0.0,0.0,0.754,45.2,0.0,7624.0,0.005,79.0,446.0,1220.0,2.0,0.0,0.0,2.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,0.0,883.0
274,T         ,DM        ,2004JJ00  ,2.0,45.0,0.0,0.5,0.031,23.7,0.0,7899.0,0.0,78.0,408.0,930.0,2.0,0.0,0.0,2.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,0.0,867.0
275,T         ,DM        ,2005JJ00  ,2.0,39.0,0.0,0.5,0.204,35.1,0.0,7617.0,0.0,49.0,635.0,668.0,2.0,0.0,0.0,2.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,916.0
276,T         ,DM        ,2006JJ00  ,2.0,43.0,0.0,0.5,0.213,41.3,0.0,7643.0,0.0,52.0,265.0,776.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,0.0,858.0
277,T         ,DM        ,2007JJ00  ,1.0,26.0,0.0,0.0,0.191,6.1,0.0,7579.0,0.0,52.0,59.0,739.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,285.0
278,T         ,DM        ,2008JJ00  ,0.0,33.0,0.0,0.0,0.0,11.3,0.0,7606.0,0.0,20.0,35.0,270.0,2.0,0.0,0.0,2.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,364.0
279,T         ,DN        ,1990JJ00  ,4.0,0.0,0.0,0.0,0.0,72.0,,0.0,0.0,0.0,0.0,88.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,T         ,DN        ,1995JJ00  ,0.0,1.0,0.0,0.0,0.01,1.9,,20.0,0.0,0.0,13.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,9.0
281,T         ,DN        ,2000JJ00  ,0.0,1.0,0.0,0.0,0.015,0.0,,16.0,0.0,4.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,53.0
282,T         ,DN        ,2003JJ00  ,0.0,0.0,0.0,0.0,0.0,0.2,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0
283,T         ,DN        ,2004JJ00  ,0.0,0.0,0.0,0.0,0.005,0.1,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
284,T         ,DN        ,2005JJ00  ,0.0,0.0,0.0,0.0,0.007,0.1,0.0,7.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
285,T         ,DN        ,2006JJ00  ,0.0,0.0,0.0,0.0,0.007,0.1,0.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
286,T         ,DN        ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,T         ,DN        ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,T         ,Dx        ,1990JJ00  ,0.0,0.0,0.0,0.0,0.0,13248.0,,0.0,0.0,0.0,5888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,T         ,Dx        ,1995JJ00  ,0.0,0.0,0.0,0.0,0.0,14043.0,,0.0,0.0,0.0,6241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,T         ,Dx        ,2000JJ00  ,0.0,0.0,0.0,0.0,0.0,14838.0,,0.0,0.0,0.0,6595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,T         ,Dx        ,2003JJ00  ,0.0,0.0,0.0,0.0,0.0,15319.0,0.0,0.0,0.0,0.0,6815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,T         ,Dx        ,2004JJ00  ,0.0,0.0,0.0,0.0,0.0,15478.0,0.0,0.0,0.0,0.0,6886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,T         ,Dx        ,2005JJ00  ,0.0,0.0,0.0,0.0,0.0,15633.0,0.0,0.0,0.0,0.0,6948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,T         ,Dx        ,2006JJ00  ,0.0,0.0,0.0,0.0,0.0,15792.0,0.0,0.0,0.0,0.0,7018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,T         ,Dx        ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,15951.0,0.0,0.0,0.0,0.0,7089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,T         ,Dx        ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,16110.0,0.0,0.0,0.0,0.0,7160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,D         ,D         ,1990JJ00  ,10977.0,12496.0,639.0,3681.9,3773.696,18235.0,,28965.0,486.503,18176.0,16218.0,107896.0,16938.0,2930.0,165.0,1538.8,5192.2,13205.0,2081.6,0.973,106.0,396.67,8.912,23.795,1.4,845638.0,37232.0,21977.0,40666.0
298,D         ,D         ,1995JJ00  ,3467.0,6233.0,420.711,1665.4,625.823,8968.6,,16306.0,274.307,5981.0,8405.0,43918.0,3720.6,1608.0,37.3,309.4,4141.5,10329.9,1297.1,0.185,127.9,115.05,2.816,1.545,0.022,348450.0,1783.0,37385.0,15832.0
299,D         ,D         ,2000JJ00  ,1839.0,4303.0,223.9,1690.9,245.027,4026.5,,16756.0,24.95,2730.0,5157.0,33436.0,89.2,12.5,3.3,58.6,151.6,280.2,2846.0,0.01,25.664,6.9,0.0,0.05,0.0,1009326.0,2649.0,15671.0,18069.0
300,D         ,D         ,2003JJ00  ,457.0,3211.0,72.0,802.7,188.48,3161.3,223.0,10616.0,20.956,2619.0,4219.0,34222.0,28.7,5.8,1.4,17.6,13.8,7.8,667.2,0.025,2.131,1.611,0.0,0.058,0.0,739150.0,2214.0,12513.0,21978.0
301,D         ,D         ,2004JJ00  ,344.0,3734.0,41.0,1020.9,209.114,3621.6,196.7,11146.0,24.166,2720.0,4113.0,34472.0,60.7,4.3,1.0,19.2,14.8,4.9,546.2,0.013,4.249,4.797,0.0,0.01,0.0,511193.0,2223.0,16533.0,21413.0
302,D         ,D         ,2005JJ00  ,340.0,3404.0,37.4,777.5,161.911,3688.3,375.7,11039.0,38.75,1557.0,3633.0,22193.0,70.6,53.4,3.0,71.9,34.7,63.3,929.7,0.01,1.718,1.148,0.0,0.01,0.089,537561.0,1135.0,15154.0,15848.0
303,D         ,D         ,2006JJ00  ,345.0,3156.0,41.2,693.4,152.511,4033.8,485.0,11175.0,30.201,1743.0,4603.0,16994.0,38.1,10.2,0.1,38.1,24.7,23.8,490.1,0.021,1.028,1.208,0.0,0.011,0.0,541752.0,1571.0,15721.0,16460.0
304,D         ,D         ,2007JJ00  ,265.0,3448.0,33.29,872.1,326.569,2912.8,451.0,9520.0,25.821,1727.0,3971.0,14395.0,19.6,2.8,0.4,21.7,6.3,10.7,493.7,0.035,0.7,1.34,0.0,0.005,0.0,604457.0,1555.0,12053.0,12576.0
305,D         ,D         ,2008JJ00  ,258.0,3230.0,63.1,896.7,312.869,2408.1,398.1,9253.0,19.945,2266.0,3265.0,15378.0,512.6,36.8,1.0,41.5,782.9,122.1,625.8,0.009,0.08,2.09,0.0,0.005,0.0,730072.0,869.0,18206.0,12572.0
306,D         ,DA        ,1990JJ00  ,429.0,3899.0,0.0,30.0,2.927,163.0,,1014.0,6.7,273.0,921.0,1926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21753.0,0.0,0.0,10380.0
307,D         ,DA        ,1995JJ00  ,258.0,504.0,0.0,95.2,4.92,89.8,,126.0,3.88,94.0,515.0,1091.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.004,0.004,0.022,9817.0,0.0,0.0,3373.0
308,D         ,DA        ,2000JJ00  ,439.0,880.0,0.0,34.5,9.58,30.3,,396.0,0.36,67.0,245.0,1347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30149.0,0.0,0.0,3569.0
309,D         ,DA        ,2003JJ00  ,148.0,478.0,0.0,17.7,0.288,38.7,0.0,78.0,0.13,12.0,171.0,729.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26197.0,0.0,0.0,3216.0
310,D         ,DA        ,2004JJ00  ,107.0,610.0,0.0,21.8,1.018,24.3,0.0,64.0,0.022,8.0,102.0,1555.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20326.0,0.0,0.0,9273.0
311,D         ,DA        ,2005JJ00  ,106.0,438.0,0.0,22.0,0.878,31.1,0.0,70.0,0.07,11.0,236.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20447.0,0.0,0.0,4187.0
312,D         ,DA        ,2006JJ00  ,111.0,433.0,0.0,27.6,0.992,43.2,0.0,48.0,0.01,20.0,117.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18924.0,0.0,0.0,4240.0
313,D         ,DA        ,2007JJ00  ,91.0,292.0,0.0,22.9,0.0,16.4,0.0,45.0,0.0,0.0,162.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24356.0,0.0,0.0,1639.0
314,D         ,DA        ,2008JJ00  ,98.0,276.0,0.0,5.7,0.3,10.4,0.0,54.0,0.05,14.0,169.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26650.0,0.0,0.0,1825.0
315,D         ,15        ,1990JJ00  ,429.0,3744.0,0.0,30.0,2.927,163.0,,1014.0,6.7,273.0,921.0,1926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21679.0,0.0,0.0,9957.0
316,D         ,15        ,1995JJ00  ,258.0,482.0,0.0,95.2,4.92,89.8,,126.0,3.88,94.0,515.0,1091.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.004,0.004,0.022,9768.0,0.0,0.0,2872.0
317,D         ,15        ,2000JJ00  ,439.0,880.0,0.0,34.5,9.58,30.3,,396.0,0.36,67.0,245.0,1347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30149.0,0.0,0.0,3569.0
318,D         ,15        ,2003JJ00  ,148.0,478.0,0.0,17.7,0.288,38.7,0.0,78.0,0.13,12.0,171.0,729.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26197.0,0.0,0.0,3216.0
319,D         ,15        ,2004JJ00  ,107.0,610.0,0.0,21.8,1.018,24.3,0.0,64.0,0.022,8.0,102.0,1555.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20326.0,0.0,0.0,9273.0
320,D         ,15        ,2005JJ00  ,106.0,438.0,0.0,22.0,0.878,31.1,0.0,70.0,0.07,11.0,236.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20447.0,0.0,0.0,4187.0
321,D         ,15        ,2006JJ00  ,111.0,433.0,0.0,27.6,0.992,43.2,0.0,48.0,0.01,20.0,117.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18924.0,0.0,0.0,4240.0
322,D         ,15        ,2007JJ00  ,91.0,292.0,0.0,22.9,0.0,16.4,0.0,45.0,0.0,0.0,162.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24356.0,0.0,0.0,1639.0
323,D         ,15        ,2008JJ00  ,98.0,276.0,0.0,5.7,0.3,10.4,0.0,54.0,0.05,14.0,169.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26650.0,0.0,0.0,1825.0
324,D         ,151       ,1990JJ00  ,1.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,12.0
325,D         ,151       ,1995JJ00  ,5.0,21.0,0.0,0.0,0.0,0.0,,21.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,117.0
326,D         ,151       ,2000JJ00  ,9.0,27.0,0.0,0.4,0.0,6.8,,14.0,0.0,0.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,137.0
327,D         ,151       ,2003JJ00  ,7.0,30.0,0.0,0.0,0.0,6.2,0.0,21.0,0.0,2.0,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259.0,0.0,0.0,249.0
328,D         ,151       ,2004JJ00  ,8.0,23.0,0.0,0.3,0.04,4.3,0.0,18.0,0.0,1.0,3.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.0,0.0,0.0,444.0
329,D         ,151       ,2005JJ00  ,4.0,30.0,0.0,0.0,0.05,4.6,0.0,25.0,0.0,2.0,2.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0,0.0,118.0
330,D         ,151       ,2006JJ00  ,4.0,14.0,0.0,0.0,0.0,1.1,0.0,13.0,0.01,2.0,2.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,100.0
331,D         ,151       ,2007JJ00  ,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,D         ,151       ,2008JJ00  ,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,D         ,152       ,1990JJ00  ,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,D         ,152       ,1995JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,D         ,152       ,2000JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,D         ,152       ,2003JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,D         ,152       ,2004JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,D         ,152       ,2005JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,D         ,152       ,2006JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,D         ,152       ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,D         ,152       ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,D         ,153       ,1990JJ00  ,0.0,83.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
343,D         ,153       ,1995JJ00  ,33.0,13.0,0.0,0.0,0.31,1.9,,3.0,0.0,7.0,13.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,171.0
344,D         ,153       ,2000JJ00  ,60.0,45.0,0.0,0.5,0.3,2.7,,214.0,0.0,11.0,45.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,143.0
345,D         ,153       ,2003JJ00  ,20.0,59.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,1.0,8.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,256.0
346,D         ,153       ,2004JJ00  ,32.0,71.0,0.0,1.0,0.3,10.6,0.0,4.0,0.0,1.0,12.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,755.0
347,D         ,153       ,2005JJ00  ,30.0,89.0,0.0,2.0,0.616,26.4,0.0,12.0,0.0,2.0,17.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,1224.0
348,D         ,153       ,2006JJ00  ,39.0,83.0,0.0,0.1,0.6,15.2,0.0,6.0,0.0,2.0,14.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,1262.0
349,D         ,153       ,2007JJ00  ,26.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7641.0,0.0,0.0,29.0
350,D         ,153       ,2008JJ00  ,38.0,64.0,0.0,4.5,0.3,6.0,0.0,23.0,0.0,14.0,14.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9308.0,0.0,0.0,106.0
351,D         ,154       ,1990JJ00  ,121.0,99.0,0.0,30.0,0.0,161.5,,825.0,1.0,255.0,901.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,2778.0
352,D         ,154       ,1995JJ00  ,46.0,61.0,0.0,40.4,0.0,10.0,,0.0,1.024,0.0,456.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,0.0,0.0,499.0
353,D         ,154       ,2000JJ00  ,191.0,446.0,0.0,24.4,0.0,12.3,,25.0,0.0,7.0,178.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4734.0,0.0,0.0,806.0
354,D         ,154       ,2003JJ00  ,23.0,44.0,0.0,9.5,0.0,21.0,0.0,6.0,0.0,4.0,129.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,556.0
355,D         ,154       ,2004JJ00  ,3.0,29.0,0.0,4.0,0.4,6.7,0.0,0.0,0.0,1.0,69.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,203.0
356,D         ,154       ,2005JJ00  ,3.0,37.0,0.0,17.0,0.0,0.0,0.0,0.0,0.04,2.0,183.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,552.0
357,D         ,154       ,2006JJ00  ,4.0,27.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,601.0
358,D         ,154       ,2007JJ00  ,9.0,13.0,0.0,21.4,0.0,6.3,0.0,11.0,0.0,0.0,145.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0
359,D         ,154       ,2008JJ00  ,12.0,14.0,0.0,1.2,0.0,4.4,0.0,2.0,0.0,0.0,136.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0
360,D         ,155       ,1990JJ00  ,33.0,165.0,0.0,0.0,0.0,0.0,,21.0,4.7,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12878.0,0.0,0.0,668.0
361,D         ,155       ,1995JJ00  ,76.0,50.0,0.0,0.0,0.0,0.0,,31.0,0.3,45.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,330.0
