ID,Huishoudkenmerken,Perioden,ToegangTotPC_1,Desktop_2,Laptop_3,WelToegangInternet_4,GeenToegangInternet_5,EldersInternetten_6,WilNietGeenInteresse_7,FinancieleRedenen_8,OnvoldoendeKennisFysiekeBeperking_9,PrivacyEnVeiligheid_10,AndereReden_11,TotaalGeenBreedband_12,AnaloogModem_13,ISDN_14,MobieleTelefoonWAPGPRS_15,TotaalBreedband_16,ADSL_17,Kabel_18,TotaalGeenBreedband_19,AnaloogModem_20,ISDN_21,MobieleTelefoonWAPGPRS_22,TotaalBreedband_23,ADSL_24,Kabel_25,PersonalComputer_26,PCDesktop_27,Laptop_28,MobieleTelefoon_29,AndereApparatuur_30,PersonalComputer_31,PCDesktop_32,Laptop_33,MobieleTelefoon_34,AndereApparatuur_35
10,21590,2006JJ00,70.0,58.0,24.0,64.0,36.0,5.0,21.0,5.0,6.0,0.0,4.0,14.0,12.0,2.0,1.0,51.0,32.0,19.0,21.0,19.0,3.0,2.0,79.0,50.0,30.0,64.0,51.0,18.0,7.0,2.0,99.0,80.0,28.0,11.0,4.0
11,21590,2007JJ00,73.0,59.0,31.0,68.0,32.0,4.0,20.0,4.0,5.0,2.0,4.0,9.0,6.0,2.0,1.0,58.0,38.0,21.0,14.0,9.0,3.0,1.0,86.0,57.0,31.0,67.0,53.0,25.0,11.0,4.0,100.0,78.0,36.0,16.0,6.0
12,21590,2008JJ00,73.0,56.0,38.0,71.0,29.0,4.0,18.0,4.0,6.0,0.0,4.0,11.0,5.0,5.0,1.0,60.0,37.0,25.0,15.0,7.0,7.0,1.0,85.0,53.0,35.0,68.0,49.0,34.0,15.0,8.0,96.0,70.0,48.0,21.0,11.0
13,21590,2009JJ00,81.0,60.0,44.0,78.0,22.0,1.0,14.0,5.0,4.0,1.0,2.0,9.0,3.0,3.0,1.0,69.0,48.0,26.0,11.0,4.0,4.0,1.0,89.0,62.0,33.0,78.0,56.0,40.0,18.0,13.0,99.0,72.0,51.0,23.0,16.0
14,21590,2010JJ00,85.0,59.0,51.0,83.0,17.0,3.0,13.0,3.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,77.0,52.0,27.0,7.0,2.0,2.0,2.0,93.0,63.0,33.0,82.0,55.0,48.0,22.0,14.0,99.0,66.0,58.0,26.0,16.0
15,21590,2011JJ00,87.0,58.0,57.0,86.0,14.0,2.0,9.0,2.0,3.0,2.0,1.0,9.0,,,,76.0,,,11.0,,,,89.0,,,85.0,54.0,55.0,32.0,12.0,99.0,63.0,64.0,37.0,14.0
16,21590,2012JJ00,87.0,58.0,58.0,86.0,14.0,2.0,12.0,3.0,2.0,1.0,1.0,13.0,,,,73.0,,,15.0,,,,85.0,,,85.0,53.0,56.0,38.0,21.0,99.0,62.0,66.0,44.0,25.0
17,21590,2013JJ00,88.0,54.0,58.0,88.0,12.0,1.0,7.0,3.0,3.0,1.0,1.0,7.0,,,,81.0,,,7.0,,,,93.0,,,87.0,53.0,56.0,45.0,37.0,99.0,60.0,64.0,51.0,42.0
18,21600,2005JJ00,81.0,76.0,29.0,76.0,24.0,1.0,15.0,2.0,3.0,0.0,5.0,29.0,23.0,6.0,1.0,47.0,30.0,19.0,38.0,30.0,8.0,2.0,62.0,39.0,25.0,76.0,70.0,21.0,9.0,2.0,99.0,92.0,27.0,12.0,3.0
19,21600,2006JJ00,83.0,76.0,33.0,78.0,22.0,2.0,16.0,2.0,3.0,1.0,2.0,16.0,10.0,4.0,2.0,62.0,42.0,21.0,20.0,13.0,6.0,2.0,80.0,54.0,27.0,77.0,71.0,24.0,8.0,5.0,100.0,92.0,30.0,11.0,6.0
20,21600,2007JJ00,86.0,78.0,37.0,82.0,18.0,1.0,12.0,2.0,3.0,0.0,2.0,10.0,6.0,3.0,1.0,72.0,49.0,25.0,12.0,7.0,4.0,2.0,88.0,60.0,31.0,82.0,74.0,31.0,14.0,9.0,99.0,90.0,38.0,17.0,11.0
21,21600,2008JJ00,88.0,79.0,49.0,87.0,13.0,1.0,9.0,1.0,2.0,0.0,2.0,14.0,5.0,6.0,1.0,73.0,47.0,30.0,16.0,5.0,7.0,1.0,84.0,55.0,35.0,85.0,75.0,44.0,16.0,11.0,98.0,87.0,51.0,18.0,12.0
22,21600,2009JJ00,91.0,78.0,58.0,90.0,10.0,0.0,8.0,1.0,1.0,0.0,1.0,14.0,4.0,6.0,1.0,76.0,54.0,28.0,15.0,5.0,6.0,1.0,85.0,61.0,32.0,89.0,74.0,54.0,20.0,16.0,100.0,83.0,60.0,23.0,18.0
23,21600,2010JJ00,91.0,74.0,62.0,89.0,11.0,1.0,9.0,0.0,2.0,0.0,1.0,12.0,3.0,4.0,2.0,78.0,52.0,31.0,13.0,3.0,4.0,2.0,87.0,58.0,35.0,89.0,71.0,58.0,27.0,18.0,99.0,80.0,65.0,31.0,20.0
24,21600,2011JJ00,94.0,76.0,69.0,94.0,6.0,0.0,5.0,0.0,1.0,0.0,1.0,11.0,,,,82.0,,,11.0,,,,88.0,,,93.0,73.0,66.0,39.0,23.0,99.0,78.0,71.0,41.0,24.0
25,21600,2012JJ00,98.0,76.0,85.0,96.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,,,,90.0,,,7.0,,,,93.0,,,96.0,71.0,83.0,76.0,43.0,99.0,73.0,86.0,79.0,45.0
26,21600,2013JJ00,100.0,67.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,98.0,,,2.0,,,,98.0,,,100.0,64.0,82.0,69.0,69.0,100.0,64.0,82.0,69.0,69.0
27,21620,2005JJ00,91.0,85.0,26.0,83.0,17.0,1.0,9.0,5.0,2.0,0.0,4.0,17.0,12.0,4.0,2.0,66.0,38.0,29.0,21.0,14.0,5.0,2.0,79.0,46.0,36.0,82.0,77.0,18.0,11.0,3.0,100.0,93.0,22.0,13.0,4.0
28,21620,2006JJ00,88.0,86.0,34.0,86.0,14.0,4.0,7.0,2.0,2.0,0.0,2.0,11.0,6.0,2.0,5.0,75.0,43.0,34.0,12.0,7.0,3.0,5.0,88.0,50.0,40.0,86.0,84.0,23.0,12.0,5.0,100.0,98.0,26.0,14.0,6.0
29,21620,2007JJ00,95.0,89.0,40.0,93.0,7.0,0.0,4.0,0.0,1.0,0.0,2.0,6.0,2.0,3.0,1.0,86.0,46.0,42.0,7.0,2.0,4.0,2.0,93.0,50.0,46.0,92.0,84.0,36.0,25.0,15.0,100.0,91.0,39.0,27.0,16.0
30,21620,2008JJ00,93.0,89.0,50.0,91.0,9.0,2.0,1.0,2.0,0.0,0.0,4.0,12.0,7.0,5.0,1.0,79.0,45.0,38.0,13.0,7.0,5.0,2.0,87.0,49.0,42.0,90.0,83.0,47.0,20.0,17.0,99.0,91.0,51.0,22.0,19.0
31,21620,2009JJ00,97.0,87.0,63.0,96.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,15.0,5.0,3.0,1.0,81.0,55.0,34.0,15.0,5.0,3.0,1.0,85.0,58.0,35.0,95.0,83.0,56.0,32.0,29.0,100.0,87.0,59.0,34.0,31.0
32,21620,2010JJ00,98.0,84.0,70.0,98.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,95.0,56.0,41.0,3.0,0.0,1.0,2.0,97.0,58.0,42.0,98.0,84.0,67.0,36.0,32.0,100.0,86.0,69.0,37.0,33.0
33,21620,2011JJ00,98.0,76.0,78.0,98.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,,,,88.0,,,10.0,,,,90.0,,,95.0,73.0,74.0,60.0,45.0,97.0,74.0,76.0,61.0,46.0
34,21620,2012JJ00,95.0,76.0,71.0,94.0,6.0,0.0,4.0,1.0,1.0,0.0,1.0,15.0,,,,79.0,,,16.0,,,,84.0,,,93.0,73.0,68.0,40.0,26.0,99.0,77.0,72.0,42.0,27.0
35,21620,2013JJ00,95.0,70.0,76.0,96.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,10.0,,,,86.0,,,10.0,,,,90.0,,,94.0,67.0,74.0,58.0,56.0,98.0,70.0,78.0,61.0,59.0
36,21610,2005JJ00,95.0,93.0,40.0,92.0,8.0,1.0,3.0,1.0,1.0,0.0,2.0,23.0,16.0,7.0,3.0,69.0,43.0,28.0,25.0,18.0,7.0,3.0,75.0,47.0,31.0,92.0,89.0,27.0,12.0,6.0,100.0,96.0,29.0,13.0,6.0
37,21610,2006JJ00,97.0,94.0,46.0,95.0,5.0,1.0,2.0,1.0,0.0,0.0,2.0,14.0,7.0,6.0,2.0,81.0,55.0,29.0,14.0,7.0,6.0,2.0,86.0,58.0,30.0,95.0,90.0,35.0,15.0,7.0,100.0,95.0,37.0,16.0,7.0
38,21610,2007JJ00,98.0,93.0,55.0,96.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,4.0,5.0,1.0,87.0,62.0,28.0,9.0,4.0,5.0,1.0,91.0,64.0,29.0,96.0,90.0,48.0,22.0,15.0,100.0,93.0,49.0,22.0,15.0
39,21610,2008JJ00,99.0,91.0,64.0,98.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,4.0,7.0,1.0,86.0,55.0,35.0,12.0,4.0,7.0,1.0,88.0,56.0,35.0,98.0,88.0,59.0,27.0,19.0,99.0,90.0,60.0,27.0,19.0
40,21610,2009JJ00,99.0,92.0,74.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,7.0,1.0,85.0,61.0,33.0,14.0,3.0,7.0,1.0,86.0,62.0,33.0,98.0,89.0,70.0,34.0,30.0,99.0,90.0,71.0,35.0,30.0
41,21610,2010JJ00,99.0,88.0,82.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,94.0,63.0,33.0,6.0,1.0,2.0,2.0,94.0,64.0,34.0,99.0,87.0,79.0,45.0,35.0,99.0,88.0,80.0,45.0,36.0
42,21610,2011JJ00,99.0,87.0,87.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,,89.0,,,9.0,,,,90.0,,,99.0,84.0,84.0,63.0,44.0,100.0,85.0,85.0,64.0,44.0
43,21610,2012JJ00,99.0,84.0,89.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,90.0,,,10.0,,,,90.0,,,98.0,81.0,88.0,77.0,50.0,99.0,81.0,89.0,77.0,51.0
44,21610,2013JJ00,99.0,76.0,88.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,,91.0,,,9.0,,,,91.0,,,99.0,74.0,88.0,89.0,78.0,99.0,74.0,88.0,90.0,78.0
45,21650,2005JJ00,96.0,93.0,49.0,93.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,19.0,10.0,9.0,4.0,75.0,32.0,43.0,20.0,11.0,10.0,5.0,80.0,35.0,46.0,93.0,90.0,33.0,12.0,6.0,99.0,97.0,35.0,13.0,6.0
46,21650,2006JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,21650,2007JJ00,88.0,84.0,51.0,91.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,88.0,49.0,39.0,,,,,97.0,54.0,43.0,91.0,87.0,46.0,23.0,9.0,,,,,
48,21650,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,21650,2009JJ00,95.0,45.0,91.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,0.0,6.0,69.0,58.0,36.0,28.0,0.0,0.0,6.0,72.0,62.0,38.0,95.0,45.0,91.0,33.0,18.0,100.0,47.0,95.0,35.0,19.0
