ID,WoonlandVanGasten,Sterklassen,Perioden,Gasten_1,Overnachtingen_2
34639,10590,106,2013MM09,7.0,10.0
34640,10590,106,2013KW03,17.0,29.0
34641,10590,106,2013MM10,8.0,11.0
34642,10590,106,2013MM11,6.0,10.0
34643,10590,106,2013MM12,3.0,5.0
34644,10590,106,2013KW04,18.0,26.0
34645,10590,106,2013JJ00,77.0,126.0
34646,10590,106,2014MM01,4.0,7.0
34647,10590,106,2014MM02,5.0,7.0
34648,10590,106,2014MM03,6.0,8.0
34649,10590,106,2014KW01,15.0,22.0
34650,10590,106,2014MM04,9.0,15.0
34651,10590,106,2014MM05,9.0,15.0
34652,10590,106,2014MM06,6.0,9.0
34653,10590,106,2014KW02,23.0,39.0
34654,10590,106,2014MM07,5.0,10.0
34655,10590,106,2014MM08,5.0,7.0
34656,10590,106,2014MM09,6.0,10.0
34657,10590,106,2014KW03,17.0,27.0
34658,10590,106,2014MM10,7.0,10.0
34659,10590,106,2014MM11,6.0,10.0
34660,10590,106,2014MM12,4.0,6.0
34661,10590,106,2014KW04,17.0,26.0
34662,10590,106,2014JJ00,72.0,114.0
34663,10590,106,2015MM01,5.0,7.0
34664,10590,106,2015MM02,5.0,8.0
34665,10590,106,2015MM03,7.0,10.0
34666,10590,106,2015KW01,17.0,25.0
34667,10590,106,2015MM04,11.0,20.0
34668,10590,106,2015MM05,7.0,13.0
34669,10590,106,2015MM06,6.0,10.0
34670,10590,106,2015KW02,25.0,42.0
34671,10590,106,2015MM07,7.0,12.0
34672,10590,106,2015MM08,5.0,8.0
34673,10590,106,2015MM09,8.0,11.0
34674,10590,106,2015KW03,20.0,32.0
34675,10590,106,2015MM10,7.0,11.0
34676,10590,106,2015MM11,6.0,9.0
34677,10590,106,2015MM12,4.0,6.0
34678,10590,106,2015KW04,17.0,26.0
34679,10590,106,2015JJ00,78.0,124.0
34680,10590,107,2012MM01,1.0,1.0
34681,10590,107,2012MM02,1.0,1.0
34682,10590,107,2012MM03,1.0,1.0
34683,10590,107,2012KW01,2.0,2.0
34684,10590,107,2012MM04,1.0,2.0
34685,10590,107,2012MM05,1.0,2.0
34686,10590,107,2012MM06,1.0,1.0
34687,10590,107,2012KW02,3.0,4.0
34688,10590,107,2012MM07,1.0,1.0
34689,10590,107,2012MM08,1.0,1.0
34690,10590,107,2012MM09,1.0,1.0
34691,10590,107,2012KW03,2.0,4.0
34692,10590,107,2012MM10,1.0,1.0
34693,10590,107,2012MM11,1.0,1.0
34694,10590,107,2012MM12,1.0,1.0
34695,10590,107,2012KW04,2.0,3.0
34696,10590,107,2012JJ00,10.0,14.0
34697,10590,107,2013MM01,1.0,1.0
34698,10590,107,2013MM02,1.0,1.0
34699,10590,107,2013MM03,1.0,1.0
34700,10590,107,2013KW01,2.0,3.0
34701,10590,107,2013MM04,1.0,2.0
34702,10590,107,2013MM05,1.0,2.0
34703,10590,107,2013MM06,1.0,1.0
34704,10590,107,2013KW02,3.0,4.0
34705,10590,107,2013MM07,1.0,1.0
34706,10590,107,2013MM08,1.0,1.0
34707,10590,107,2013MM09,1.0,1.0
34708,10590,107,2013KW03,2.0,4.0
34709,10590,107,2013MM10,1.0,1.0
34710,10590,107,2013MM11,1.0,1.0
34711,10590,107,2013MM12,0.0,0.0
34712,10590,107,2013KW04,2.0,4.0
34713,10590,107,2013JJ00,9.0,14.0
34714,10590,107,2014MM01,1.0,1.0
34715,10590,107,2014MM02,1.0,1.0
34716,10590,107,2014MM03,1.0,1.0
34717,10590,107,2014KW01,2.0,3.0
34718,10590,107,2014MM04,1.0,1.0
34719,10590,107,2014MM05,1.0,2.0
34720,10590,107,2014MM06,1.0,1.0
34721,10590,107,2014KW02,3.0,4.0
34722,10590,107,2014MM07,1.0,1.0
34723,10590,107,2014MM08,1.0,1.0
34724,10590,107,2014MM09,1.0,1.0
34725,10590,107,2014KW03,2.0,3.0
34726,10590,107,2014MM10,1.0,1.0
34727,10590,107,2014MM11,1.0,1.0
34728,10590,107,2014MM12,0.0,0.0
34729,10590,107,2014KW04,2.0,3.0
34730,10590,107,2014JJ00,9.0,13.0
34731,10590,107,2015MM01,1.0,1.0
34732,10590,107,2015MM02,1.0,1.0
34733,10590,107,2015MM03,1.0,1.0
34734,10590,107,2015KW01,2.0,3.0
34735,10590,107,2015MM04,1.0,1.0
34736,10590,107,2015MM05,1.0,2.0
34737,10590,107,2015MM06,1.0,1.0
34738,10590,107,2015KW02,3.0,4.0
34739,10590,107,2015MM07,1.0,1.0
34740,10590,107,2015MM08,1.0,1.0
34741,10590,107,2015MM09,1.0,1.0
34742,10590,107,2015KW03,2.0,3.0
34743,10590,107,2015MM10,1.0,1.0
34744,10590,107,2015MM11,1.0,1.0
34745,10590,107,2015MM12,0.0,0.0
34746,10590,107,2015KW04,2.0,3.0
34747,10590,107,2015JJ00,9.0,12.0
34748,10590,108,2012MM01,3.0,5.0
34749,10590,108,2012MM02,3.0,5.0
34750,10590,108,2012MM03,5.0,8.0
34751,10590,108,2012KW01,11.0,18.0
34752,10590,108,2012MM04,8.0,16.0
34753,10590,108,2012MM05,7.0,14.0
34754,10590,108,2012MM06,6.0,12.0
34755,10590,108,2012KW02,21.0,41.0
34756,10590,108,2012MM07,8.0,15.0
34757,10590,108,2012MM08,5.0,10.0
34758,10590,108,2012MM09,6.0,11.0
34759,10590,108,2012KW03,19.0,36.0
34760,10590,108,2012MM10,7.0,12.0
34761,10590,108,2012MM11,6.0,9.0
34762,10590,108,2012MM12,3.0,6.0
34763,10590,108,2012KW04,16.0,27.0
34764,10590,108,2012JJ00,68.0,122.0
34765,10590,108,2013MM01,4.0,6.0
34766,10590,108,2013MM02,3.0,5.0
34767,10590,108,2013MM03,5.0,10.0
34768,10590,108,2013KW01,12.0,22.0
34769,10590,108,2013MM04,7.0,15.0
34770,10590,108,2013MM05,8.0,16.0
34771,10590,108,2013MM06,6.0,12.0
34772,10590,108,2013KW02,21.0,42.0
34773,10590,108,2013MM07,7.0,16.0
34774,10590,108,2013MM08,5.0,10.0
34775,10590,108,2013MM09,6.0,10.0
34776,10590,108,2013KW03,18.0,37.0
34777,10590,108,2013MM10,6.0,11.0
34778,10590,108,2013MM11,5.0,9.0
34779,10590,108,2013MM12,3.0,6.0
34780,10590,108,2013KW04,14.0,25.0
34781,10590,108,2013JJ00,65.0,127.0
34782,10590,108,2014MM01,4.0,6.0
34783,10590,108,2014MM02,4.0,7.0
34784,10590,108,2014MM03,6.0,10.0
34785,10590,108,2014KW01,14.0,23.0
34786,10590,108,2014MM04,8.0,17.0
34787,10590,108,2014MM05,8.0,16.0
34788,10590,108,2014MM06,6.0,11.0
34789,10590,108,2014KW02,22.0,44.0
34790,10590,108,2014MM07,8.0,16.0
34791,10590,108,2014MM08,5.0,11.0
34792,10590,108,2014MM09,6.0,11.0
34793,10590,108,2014KW03,19.0,38.0
34794,10590,108,2014MM10,6.0,12.0
34795,10590,108,2014MM11,6.0,11.0
34796,10590,108,2014MM12,4.0,7.0
34797,10590,108,2014KW04,15.0,29.0
34798,10590,108,2014JJ00,71.0,135.0
34799,10590,108,2015MM01,3.0,6.0
34800,10590,108,2015MM02,4.0,8.0
34801,10590,108,2015MM03,5.0,10.0
34802,10590,108,2015KW01,13.0,23.0
34803,10590,108,2015MM04,10.0,20.0
34804,10590,108,2015MM05,8.0,16.0
34805,10590,108,2015MM06,6.0,12.0
34806,10590,108,2015KW02,24.0,47.0
34807,10590,108,2015MM07,8.0,17.0
34808,10590,108,2015MM08,5.0,12.0
34809,10590,108,2015MM09,7.0,11.0
34810,10590,108,2015KW03,20.0,41.0
34811,10590,108,2015MM10,7.0,13.0
34812,10590,108,2015MM11,6.0,10.0
34813,10590,108,2015MM12,4.0,7.0
34814,10590,108,2015KW04,16.0,30.0
34815,10590,108,2015JJ00,74.0,141.0
34816,10590,109,2012MM01,0.0,0.0
34817,10590,109,2012MM02,0.0,0.0
34818,10590,109,2012MM03,0.0,0.0
34819,10590,109,2012KW01,1.0,2.0
34820,10590,109,2012MM04,1.0,3.0
34821,10590,109,2012MM05,1.0,2.0
34822,10590,109,2012MM06,1.0,2.0
34823,10590,109,2012KW02,3.0,7.0
34824,10590,109,2012MM07,1.0,3.0
34825,10590,109,2012MM08,1.0,2.0
34826,10590,109,2012MM09,1.0,1.0
34827,10590,109,2012KW03,3.0,5.0
34828,10590,109,2012MM10,1.0,2.0
34829,10590,109,2012MM11,1.0,1.0
34830,10590,109,2012MM12,0.0,0.0
34831,10590,109,2012KW04,2.0,3.0
34832,10590,109,2012JJ00,8.0,17.0
34833,10590,109,2013MM01,0.0,0.0
34834,10590,109,2013MM02,0.0,0.0
34835,10590,109,2013MM03,0.0,0.0
34836,10590,109,2013KW01,1.0,2.0
34837,10590,109,2013MM04,1.0,1.0
34838,10590,109,2013MM05,1.0,1.0
34839,10590,109,2013MM06,1.0,2.0
34840,10590,109,2013KW02,2.0,4.0
34841,10590,109,2013MM07,1.0,2.0
34842,10590,109,2013MM08,1.0,1.0
34843,10590,109,2013MM09,1.0,1.0
34844,10590,109,2013KW03,2.0,5.0
34845,10590,109,2013MM10,0.0,0.0
34846,10590,109,2013MM11,0.0,0.0
34847,10590,109,2013MM12,0.0,0.0
34848,10590,109,2013KW04,1.0,3.0
34849,10590,109,2013JJ00,6.0,14.0
34850,10590,109,2014MM01,1.0,1.0
34851,10590,109,2014MM02,0.0,0.0
34852,10590,109,2014MM03,1.0,1.0
34853,10590,109,2014KW01,1.0,3.0
34854,10590,109,2014MM04,1.0,2.0
34855,10590,109,2014MM05,1.0,2.0
34856,10590,109,2014MM06,1.0,2.0
34857,10590,109,2014KW02,2.0,6.0
34858,10590,109,2014MM07,1.0,2.0
34859,10590,109,2014MM08,1.0,2.0
34860,10590,109,2014MM09,1.0,1.0
34861,10590,109,2014KW03,3.0,6.0
34862,10590,109,2014MM10,1.0,1.0
34863,10590,109,2014MM11,1.0,2.0
34864,10590,109,2014MM12,1.0,1.0
34865,10590,109,2014KW04,2.0,4.0
34866,10590,109,2014JJ00,8.0,19.0
34867,10590,109,2015MM01,0.0,0.0
34868,10590,109,2015MM02,0.0,0.0
34869,10590,109,2015MM03,1.0,1.0
34870,10590,109,2015KW01,1.0,3.0
34871,10590,109,2015MM04,1.0,3.0
34872,10590,109,2015MM05,1.0,2.0
34873,10590,109,2015MM06,1.0,2.0
34874,10590,109,2015KW02,3.0,6.0
34875,10590,109,2015MM07,1.0,3.0
34876,10590,109,2015MM08,1.0,4.0
34877,10590,109,2015MM09,1.0,2.0
34878,10590,109,2015KW03,3.0,8.0
34879,10590,109,2015MM10,1.0,1.0
34880,10590,109,2015MM11,1.0,1.0
34881,10590,109,2015MM12,1.0,1.0
34882,10590,109,2015KW04,2.0,4.0
34883,10590,109,2015JJ00,9.0,21.0
34884,10590,110,2012MM01,0.0,0.0
34885,10590,110,2012MM02,0.0,0.0
34886,10590,110,2012MM03,0.0,0.0
34887,10590,110,2012KW01,0.0,0.0
34888,10590,110,2012MM04,0.0,0.0
34889,10590,110,2012MM05,0.0,0.0
34890,10590,110,2012MM06,0.0,0.0
34891,10590,110,2012KW02,0.0,0.0
34892,10590,110,2012MM07,0.0,0.0
34893,10590,110,2012MM08,0.0,0.0
34894,10590,110,2012MM09,0.0,0.0
34895,10590,110,2012KW03,1.0,1.0
34896,10590,110,2012MM10,0.0,0.0
34897,10590,110,2012MM11,0.0,0.0
34898,10590,110,2012MM12,0.0,0.0
34899,10590,110,2012KW04,0.0,0.0
34900,10590,110,2012JJ00,2.0,3.0
34901,10590,110,2013MM01,0.0,0.0
34902,10590,110,2013MM02,0.0,0.0
34903,10590,110,2013MM03,0.0,0.0
34904,10590,110,2013KW01,0.0,0.0
34905,10590,110,2013MM04,0.0,0.0
34906,10590,110,2013MM05,0.0,0.0
34907,10590,110,2013MM06,0.0,0.0
34908,10590,110,2013KW02,1.0,2.0
34909,10590,110,2013MM07,0.0,0.0
34910,10590,110,2013MM08,0.0,0.0
34911,10590,110,2013MM09,0.0,0.0
34912,10590,110,2013KW03,1.0,2.0
34913,10590,110,2013MM10,0.0,0.0
34914,10590,110,2013MM11,0.0,0.0
34915,10590,110,2013MM12,0.0,0.0
34916,10590,110,2013KW04,0.0,0.0
34917,10590,110,2013JJ00,2.0,5.0
34918,10590,110,2014MM01,0.0,0.0
34919,10590,110,2014MM02,0.0,0.0
34920,10590,110,2014MM03,0.0,0.0
34921,10590,110,2014KW01,0.0,0.0
34922,10590,110,2014MM04,0.0,0.0
34923,10590,110,2014MM05,0.0,0.0
34924,10590,110,2014MM06,0.0,0.0
34925,10590,110,2014KW02,1.0,1.0
34926,10590,110,2014MM07,0.0,0.0
34927,10590,110,2014MM08,0.0,0.0
34928,10590,110,2014MM09,0.0,0.0
34929,10590,110,2014KW03,1.0,2.0
34930,10590,110,2014MM10,0.0,0.0
34931,10590,110,2014MM11,0.0,0.0
34932,10590,110,2014MM12,0.0,0.0
34933,10590,110,2014KW04,0.0,0.0
34934,10590,110,2014JJ00,2.0,5.0
34935,10590,110,2015MM01,0.0,0.0
34936,10590,110,2015MM02,0.0,0.0
34937,10590,110,2015MM03,0.0,0.0
34938,10590,110,2015KW01,0.0,0.0
34939,10590,110,2015MM04,0.0,0.0
34940,10590,110,2015MM05,0.0,0.0
34941,10590,110,2015MM06,0.0,0.0
34942,10590,110,2015KW02,1.0,2.0
34943,10590,110,2015MM07,0.0,0.0
34944,10590,110,2015MM08,0.0,0.0
34945,10590,110,2015MM09,0.0,0.0
34946,10590,110,2015KW03,1.0,1.0
34947,10590,110,2015MM10,0.0,0.0
34948,10590,110,2015MM11,0.0,0.0
34949,10590,110,2015MM12,0.0,0.0
34950,10590,110,2015KW04,0.0,0.0
34951,10590,110,2015JJ00,2.0,5.0
34952,10590,111,2012MM01,0.0,0.0
34953,10590,111,2012MM02,0.0,0.0
34954,10590,111,2012MM03,0.0,0.0
34955,10590,111,2012KW01,1.0,2.0
34956,10590,111,2012MM04,1.0,2.0
34957,10590,111,2012MM05,1.0,2.0
34958,10590,111,2012MM06,1.0,1.0
34959,10590,111,2012KW02,2.0,5.0
34960,10590,111,2012MM07,1.0,2.0
34961,10590,111,2012MM08,1.0,1.0
34962,10590,111,2012MM09,0.0,0.0
34963,10590,111,2012KW03,2.0,4.0
34964,10590,111,2012MM10,1.0,1.0
34965,10590,111,2012MM11,0.0,0.0
34966,10590,111,2012MM12,0.0,0.0
34967,10590,111,2012KW04,1.0,2.0
34968,10590,111,2012JJ00,6.0,13.0
34969,10590,111,2013MM01,0.0,0.0
34970,10590,111,2013MM02,0.0,0.0
34971,10590,111,2013MM03,0.0,0.0
34972,10590,111,2013KW01,1.0,2.0
34973,10590,111,2013MM04,0.0,0.0
34974,10590,111,2013MM05,0.0,0.0
34975,10590,111,2013MM06,0.0,0.0
34976,10590,111,2013KW02,1.0,2.0
34977,10590,111,2013MM07,1.0,2.0
34978,10590,111,2013MM08,0.0,0.0
34979,10590,111,2013MM09,0.0,0.0
34980,10590,111,2013KW03,1.0,3.0
34981,10590,111,2013MM10,0.0,0.0
34982,10590,111,2013MM11,0.0,0.0
34983,10590,111,2013MM12,0.0,0.0
34984,10590,111,2013KW04,1.0,2.0
34985,10590,111,2013JJ00,3.0,8.0
34986,10590,111,2014MM01,0.0,0.0
34987,10590,111,2014MM02,0.0,0.0
34988,10590,111,2014MM03,0.0,0.0
34989,10590,111,2014KW01,1.0,1.0
34990,10590,111,2014MM04,0.0,0.0
34991,10590,111,2014MM05,1.0,2.0
34992,10590,111,2014MM06,0.0,0.0
34993,10590,111,2014KW02,1.0,3.0
34994,10590,111,2014MM07,1.0,2.0
34995,10590,111,2014MM08,0.0,0.0
34996,10590,111,2014MM09,0.0,0.0
34997,10590,111,2014KW03,2.0,4.0
34998,10590,111,2014MM10,1.0,1.0
34999,10590,111,2014MM11,1.0,1.0
35000,10590,111,2014MM12,0.0,0.0
35001,10590,111,2014KW04,1.0,3.0
35002,10590,111,2014JJ00,5.0,11.0
35003,10590,111,2015MM01,0.0,0.0
35004,10590,111,2015MM02,0.0,0.0
35005,10590,111,2015MM03,0.0,0.0
35006,10590,111,2015KW01,1.0,1.0
35007,10590,111,2015MM04,1.0,2.0
35008,10590,111,2015MM05,1.0,1.0
35009,10590,111,2015MM06,1.0,1.0
35010,10590,111,2015KW02,2.0,4.0
35011,10590,111,2015MM07,1.0,1.0
35012,10590,111,2015MM08,0.0,0.0
35013,10590,111,2015MM09,0.0,0.0
35014,10590,111,2015KW03,1.0,3.0
35015,10590,111,2015MM10,1.0,1.0
35016,10590,111,2015MM11,0.0,0.0
35017,10590,111,2015MM12,0.0,0.0
35018,10590,111,2015KW04,1.0,3.0
35019,10590,111,2015JJ00,5.0,11.0
35020,10590,112,2012MM01,1.0,1.0
35021,10590,112,2012MM02,1.0,1.0
35022,10590,112,2012MM03,1.0,2.0
35023,10590,112,2012KW01,2.0,4.0
35024,10590,112,2012MM04,2.0,4.0
35025,10590,112,2012MM05,1.0,3.0
35026,10590,112,2012MM06,2.0,3.0
35027,10590,112,2012KW02,5.0,10.0
35028,10590,112,2012MM07,2.0,4.0
35029,10590,112,2012MM08,1.0,2.0
35030,10590,112,2012MM09,1.0,2.0
35031,10590,112,2012KW03,4.0,8.0
35032,10590,112,2012MM10,1.0,2.0
35033,10590,112,2012MM11,1.0,2.0
35034,10590,112,2012MM12,1.0,1.0
35035,10590,112,2012KW04,3.0,5.0
35036,10590,112,2012JJ00,14.0,27.0
35037,10590,112,2013MM01,1.0,2.0
35038,10590,112,2013MM02,1.0,1.0
35039,10590,112,2013MM03,1.0,3.0
35040,10590,112,2013KW01,3.0,6.0
35041,10590,112,2013MM04,2.0,5.0
35042,10590,112,2013MM05,2.0,5.0
35043,10590,112,2013MM06,2.0,4.0
35044,10590,112,2013KW02,6.0,14.0
35045,10590,112,2013MM07,2.0,5.0
35046,10590,112,2013MM08,1.0,3.0
35047,10590,112,2013MM09,2.0,3.0
35048,10590,112,2013KW03,5.0,12.0
35049,10590,112,2013MM10,1.0,3.0
35050,10590,112,2013MM11,1.0,2.0
35051,10590,112,2013MM12,1.0,2.0
35052,10590,112,2013KW04,3.0,7.0
35053,10590,112,2013JJ00,18.0,39.0
35054,10590,112,2014MM01,1.0,2.0
35055,10590,112,2014MM02,1.0,2.0
35056,10590,112,2014MM03,2.0,3.0
35057,10590,112,2014KW01,3.0,6.0
35058,10590,112,2014MM04,3.0,7.0
35059,10590,112,2014MM05,2.0,5.0
35060,10590,112,2014MM06,2.0,4.0
35061,10590,112,2014KW02,7.0,16.0
35062,10590,112,2014MM07,3.0,6.0
35063,10590,112,2014MM08,1.0,3.0
35064,10590,112,2014MM09,2.0,4.0
35065,10590,112,2014KW03,6.0,13.0
35066,10590,112,2014MM10,2.0,4.0
35067,10590,112,2014MM11,1.0,3.0
35068,10590,112,2014MM12,1.0,2.0
35069,10590,112,2014KW04,4.0,8.0
35070,10590,112,2014JJ00,20.0,44.0
35071,10590,112,2015MM01,1.0,2.0
35072,10590,112,2015MM02,1.0,2.0
35073,10590,112,2015MM03,2.0,3.0
35074,10590,112,2015KW01,4.0,7.0
35075,10590,112,2015MM04,3.0,6.0
35076,10590,112,2015MM05,2.0,5.0
35077,10590,112,2015MM06,2.0,3.0
35078,10590,112,2015KW02,7.0,15.0
35079,10590,112,2015MM07,3.0,6.0
35080,10590,112,2015MM08,2.0,4.0
35081,10590,112,2015MM09,2.0,3.0
35082,10590,112,2015KW03,6.0,13.0
35083,10590,112,2015MM10,2.0,4.0
35084,10590,112,2015MM11,1.0,3.0
35085,10590,112,2015MM12,1.0,2.0
35086,10590,112,2015KW04,5.0,9.0
35087,10590,112,2015JJ00,21.0,44.0
35088,10590,113,2012MM01,1.0,2.0
35089,10590,113,2012MM02,2.0,2.0
35090,10590,113,2012MM03,3.0,4.0
35091,10590,113,2012KW01,6.0,9.0
35092,10590,113,2012MM04,3.0,6.0
35093,10590,113,2012MM05,3.0,6.0
35094,10590,113,2012MM06,3.0,4.0
35095,10590,113,2012KW02,9.0,16.0
35096,10590,113,2012MM07,3.0,5.0
35097,10590,113,2012MM08,2.0,4.0
35098,10590,113,2012MM09,3.0,5.0
35099,10590,113,2012KW03,8.0,15.0
35100,10590,113,2012MM10,3.0,5.0
35101,10590,113,2012MM11,3.0,5.0
35102,10590,113,2012MM12,2.0,3.0
35103,10590,113,2012KW04,8.0,13.0
35104,10590,113,2012JJ00,32.0,53.0
35105,10590,113,2013MM01,2.0,3.0
35106,10590,113,2013MM02,2.0,3.0
35107,10590,113,2013MM03,3.0,4.0
35108,10590,113,2013KW01,6.0,9.0
35109,10590,113,2013MM04,3.0,5.0
35110,10590,113,2013MM05,3.0,6.0
35111,10590,113,2013MM06,3.0,4.0
35112,10590,113,2013KW02,9.0,16.0
35113,10590,113,2013MM07,3.0,5.0
35114,10590,113,2013MM08,2.0,3.0
35115,10590,113,2013MM09,3.0,4.0
35116,10590,113,2013KW03,7.0,13.0
35117,10590,113,2013MM10,3.0,5.0
35118,10590,113,2013MM11,3.0,4.0
35119,10590,113,2013MM12,1.0,2.0
35120,10590,113,2013KW04,7.0,11.0
35121,10590,113,2013JJ00,29.0,49.0
35122,10590,113,2014MM01,2.0,3.0
35123,10590,113,2014MM02,2.0,3.0
35124,10590,113,2014MM03,3.0,4.0
35125,10590,113,2014KW01,6.0,10.0
35126,10590,113,2014MM04,4.0,6.0
35127,10590,113,2014MM05,3.0,5.0
35128,10590,113,2014MM06,2.0,4.0
35129,10590,113,2014KW02,9.0,15.0
35130,10590,113,2014MM07,2.0,4.0
35131,10590,113,2014MM08,2.0,3.0
35132,10590,113,2014MM09,2.0,4.0
35133,10590,113,2014KW03,7.0,11.0
35134,10590,113,2014MM10,3.0,5.0
35135,10590,113,2014MM11,2.0,4.0
35136,10590,113,2014MM12,2.0,3.0
35137,10590,113,2014KW04,7.0,11.0
35138,10590,113,2014JJ00,28.0,47.0
35139,10590,113,2015MM01,2.0,3.0
35140,10590,113,2015MM02,2.0,3.0
35141,10590,113,2015MM03,2.0,4.0
35142,10590,113,2015KW01,6.0,10.0
35143,10590,113,2015MM04,4.0,7.0
35144,10590,113,2015MM05,3.0,6.0
35145,10590,113,2015MM06,2.0,4.0
35146,10590,113,2015KW02,10.0,17.0
35147,10590,113,2015MM07,3.0,6.0
35148,10590,113,2015MM08,2.0,3.0
35149,10590,113,2015MM09,3.0,4.0
35150,10590,113,2015KW03,8.0,13.0
35151,10590,113,2015MM10,3.0,4.0
35152,10590,113,2015MM11,2.0,4.0
35153,10590,113,2015MM12,2.0,3.0
35154,10590,113,2015KW04,7.0,11.0
35155,10590,113,2015JJ00,30.0,50.0
35156,10590,114,2012MM01,0.0,0.0
35157,10590,114,2012MM02,0.0,0.0
35158,10590,114,2012MM03,0.0,0.0
35159,10590,114,2012KW01,1.0,1.0
35160,10590,114,2012MM04,1.0,1.0
35161,10590,114,2012MM05,1.0,1.0
35162,10590,114,2012MM06,1.0,1.0
35163,10590,114,2012KW02,2.0,3.0
35164,10590,114,2012MM07,1.0,1.0
35165,10590,114,2012MM08,0.0,0.0
35166,10590,114,2012MM09,1.0,1.0
35167,10590,114,2012KW03,2.0,3.0
35168,10590,114,2012MM10,1.0,1.0
35169,10590,114,2012MM11,1.0,1.0
35170,10590,114,2012MM12,0.0,0.0
35171,10590,114,2012KW04,2.0,2.0
35172,10590,114,2012JJ00,6.0,10.0
35173,10590,114,2013MM01,0.0,0.0
35174,10590,114,2013MM02,0.0,0.0
35175,10590,114,2013MM03,1.0,1.0
35176,10590,114,2013KW01,1.0,2.0
35177,10590,114,2013MM04,1.0,1.0
35178,10590,114,2013MM05,1.0,2.0
35179,10590,114,2013MM06,0.0,0.0
35180,10590,114,2013KW02,2.0,4.0
35181,10590,114,2013MM07,1.0,1.0
35182,10590,114,2013MM08,0.0,0.0
35183,10590,114,2013MM09,1.0,1.0
35184,10590,114,2013KW03,2.0,3.0
35185,10590,114,2013MM10,1.0,1.0
35186,10590,114,2013MM11,1.0,1.0
35187,10590,114,2013MM12,0.0,0.0
35188,10590,114,2013KW04,2.0,3.0
35189,10590,114,2013JJ00,7.0,12.0
35190,10590,114,2014MM01,1.0,1.0
35191,10590,114,2014MM02,1.0,1.0
35192,10590,114,2014MM03,1.0,1.0
35193,10590,114,2014KW01,2.0,2.0
35194,10590,114,2014MM04,1.0,1.0
35195,10590,114,2014MM05,1.0,1.0
35196,10590,114,2014MM06,0.0,0.0
35197,10590,114,2014KW02,2.0,3.0
35198,10590,114,2014MM07,1.0,1.0
35199,10590,114,2014MM08,1.0,1.0
35200,10590,114,2014MM09,0.0,0.0
35201,10590,114,2014KW03,2.0,2.0
35202,10590,114,2014MM10,0.0,0.0
35203,10590,114,2014MM11,1.0,1.0
35204,10590,114,2014MM12,0.0,0.0
35205,10590,114,2014KW04,1.0,2.0
35206,10590,114,2014JJ00,7.0,10.0
35207,10590,114,2015MM01,0.0,0.0
35208,10590,114,2015MM02,0.0,0.0
35209,10590,114,2015MM03,1.0,1.0
35210,10590,114,2015KW01,1.0,2.0
35211,10590,114,2015MM04,1.0,1.0
35212,10590,114,2015MM05,1.0,1.0
35213,10590,114,2015MM06,0.0,0.0
35214,10590,114,2015KW02,2.0,3.0
35215,10590,114,2015MM07,0.0,0.0
35216,10590,114,2015MM08,0.0,0.0
35217,10590,114,2015MM09,1.0,1.0
35218,10590,114,2015KW03,1.0,2.0
35219,10590,114,2015MM10,1.0,1.0
35220,10590,114,2015MM11,0.0,0.0
35221,10590,114,2015MM12,0.0,0.0
35222,10590,114,2015KW04,1.0,2.0
35223,10590,114,2015JJ00,6.0,9.0
35224,10600,101,2012MM01,10.0,18.0
35225,10600,101,2012MM02,10.0,17.0
35226,10600,101,2012MM03,13.0,23.0
35227,10600,101,2012KW01,34.0,57.0
35228,10600,101,2012MM04,28.0,56.0
35229,10600,101,2012MM05,24.0,44.0
35230,10600,101,2012MM06,18.0,35.0
35231,10600,101,2012KW02,70.0,135.0
35232,10600,101,2012MM07,23.0,47.0
35233,10600,101,2012MM08,17.0,34.0
35234,10600,101,2012MM09,18.0,34.0
35235,10600,101,2012KW03,59.0,115.0
35236,10600,101,2012MM10,18.0,34.0
35237,10600,101,2012MM11,14.0,24.0
35238,10600,101,2012MM12,12.0,23.0
35239,10600,101,2012KW04,44.0,81.0
35240,10600,101,2012JJ00,206.0,388.0
35241,10600,101,2013MM01,11.0,19.0
35242,10600,101,2013MM02,10.0,16.0
35243,10600,101,2013MM03,15.0,27.0
35244,10600,101,2013KW01,36.0,62.0
35245,10600,101,2013MM04,25.0,47.0
35246,10600,101,2013MM05,23.0,43.0
35247,10600,101,2013MM06,21.0,39.0
35248,10600,101,2013KW02,69.0,130.0
35249,10600,101,2013MM07,23.0,47.0
35250,10600,101,2013MM08,19.0,37.0
35251,10600,101,2013MM09,18.0,32.0
35252,10600,101,2013KW03,60.0,117.0
35253,10600,101,2013MM10,19.0,36.0
35254,10600,101,2013MM11,14.0,23.0
35255,10600,101,2013MM12,12.0,23.0
35256,10600,101,2013KW04,45.0,82.0
35257,10600,101,2013JJ00,210.0,390.0
35258,10600,101,2014MM01,12.0,22.0
35259,10600,101,2014MM02,12.0,21.0
35260,10600,101,2014MM03,18.0,30.0
35261,10600,101,2014KW01,43.0,74.0
35262,10600,101,2014MM04,28.0,56.0
35263,10600,101,2014MM05,26.0,49.0
35264,10600,101,2014MM06,24.0,44.0
35265,10600,101,2014KW02,77.0,149.0
35266,10600,101,2014MM07,25.0,52.0
35267,10600,101,2014MM08,19.0,40.0
35268,10600,101,2014MM09,20.0,35.0
35269,10600,101,2014KW03,64.0,128.0
35270,10600,101,2014MM10,20.0,38.0
