ID,WoonlandVanGasten,Sterklassen,Perioden,Gasten_1,Overnachtingen_2
17283,10320,103,2012KW03,0.0,0.0
17284,10320,103,2012MM10,0.0,0.0
17285,10320,103,2012MM11,0.0,0.0
17286,10320,103,2012MM12,0.0,0.0
17287,10320,103,2012KW04,0.0,0.0
17288,10320,103,2012JJ00,0.0,0.0
17289,10320,103,2013MM01,0.0,0.0
17290,10320,103,2013MM02,0.0,0.0
17291,10320,103,2013MM03,0.0,0.0
17292,10320,103,2013KW01,0.0,0.0
17293,10320,103,2013MM04,0.0,0.0
17294,10320,103,2013MM05,0.0,0.0
17295,10320,103,2013MM06,0.0,0.0
17296,10320,103,2013KW02,0.0,0.0
17297,10320,103,2013MM07,0.0,0.0
17298,10320,103,2013MM08,0.0,0.0
17299,10320,103,2013MM09,0.0,0.0
17300,10320,103,2013KW03,0.0,0.0
17301,10320,103,2013MM10,0.0,0.0
17302,10320,103,2013MM11,0.0,0.0
17303,10320,103,2013MM12,0.0,0.0
17304,10320,103,2013KW04,0.0,0.0
17305,10320,103,2013JJ00,0.0,0.0
17306,10320,103,2014MM01,0.0,0.0
17307,10320,103,2014MM02,0.0,0.0
17308,10320,103,2014MM03,0.0,0.0
17309,10320,103,2014KW01,0.0,0.0
17310,10320,103,2014MM04,0.0,0.0
17311,10320,103,2014MM05,0.0,0.0
17312,10320,103,2014MM06,0.0,0.0
17313,10320,103,2014KW02,0.0,0.0
17314,10320,103,2014MM07,0.0,0.0
17315,10320,103,2014MM08,0.0,0.0
17316,10320,103,2014MM09,0.0,0.0
17317,10320,103,2014KW03,0.0,0.0
17318,10320,103,2014MM10,0.0,0.0
17319,10320,103,2014MM11,0.0,0.0
17320,10320,103,2014MM12,0.0,0.0
17321,10320,103,2014KW04,0.0,0.0
17322,10320,103,2014JJ00,0.0,0.0
17323,10320,103,2015MM01,0.0,0.0
17324,10320,103,2015MM02,0.0,0.0
17325,10320,103,2015MM03,0.0,0.0
17326,10320,103,2015KW01,0.0,0.0
17327,10320,103,2015MM04,0.0,0.0
17328,10320,103,2015MM05,0.0,0.0
17329,10320,103,2015MM06,0.0,0.0
17330,10320,103,2015KW02,0.0,0.0
17331,10320,103,2015MM07,0.0,0.0
17332,10320,103,2015MM08,0.0,0.0
17333,10320,103,2015MM09,0.0,0.0
17334,10320,103,2015KW03,0.0,0.0
17335,10320,103,2015MM10,0.0,0.0
17336,10320,103,2015MM11,0.0,0.0
17337,10320,103,2015MM12,0.0,0.0
17338,10320,103,2015KW04,0.0,0.0
17339,10320,103,2015JJ00,0.0,0.0
17340,10320,104,2012MM01,0.0,0.0
17341,10320,104,2012MM02,0.0,0.0
17342,10320,104,2012MM03,0.0,0.0
17343,10320,104,2012KW01,0.0,0.0
17344,10320,104,2012MM04,0.0,0.0
17345,10320,104,2012MM05,0.0,0.0
17346,10320,104,2012MM06,0.0,0.0
17347,10320,104,2012KW02,0.0,0.0
17348,10320,104,2012MM07,0.0,0.0
17349,10320,104,2012MM08,0.0,0.0
17350,10320,104,2012MM09,0.0,0.0
17351,10320,104,2012KW03,0.0,0.0
17352,10320,104,2012MM10,0.0,0.0
17353,10320,104,2012MM11,0.0,0.0
17354,10320,104,2012MM12,0.0,0.0
17355,10320,104,2012KW04,0.0,0.0
17356,10320,104,2012JJ00,0.0,0.0
17357,10320,104,2013MM01,0.0,0.0
17358,10320,104,2013MM02,0.0,0.0
17359,10320,104,2013MM03,0.0,0.0
17360,10320,104,2013KW01,0.0,0.0
17361,10320,104,2013MM04,0.0,0.0
17362,10320,104,2013MM05,0.0,0.0
17363,10320,104,2013MM06,0.0,0.0
17364,10320,104,2013KW02,0.0,0.0
17365,10320,104,2013MM07,0.0,0.0
17366,10320,104,2013MM08,0.0,0.0
17367,10320,104,2013MM09,0.0,0.0
17368,10320,104,2013KW03,0.0,0.0
17369,10320,104,2013MM10,0.0,0.0
17370,10320,104,2013MM11,0.0,0.0
17371,10320,104,2013MM12,0.0,0.0
17372,10320,104,2013KW04,0.0,0.0
17373,10320,104,2013JJ00,1.0,1.0
17374,10320,104,2014MM01,0.0,0.0
17375,10320,104,2014MM02,0.0,0.0
17376,10320,104,2014MM03,0.0,0.0
17377,10320,104,2014KW01,0.0,0.0
17378,10320,104,2014MM04,0.0,0.0
17379,10320,104,2014MM05,0.0,0.0
17380,10320,104,2014MM06,0.0,0.0
17381,10320,104,2014KW02,0.0,0.0
17382,10320,104,2014MM07,0.0,0.0
17383,10320,104,2014MM08,0.0,0.0
17384,10320,104,2014MM09,0.0,0.0
17385,10320,104,2014KW03,0.0,0.0
17386,10320,104,2014MM10,0.0,0.0
17387,10320,104,2014MM11,0.0,0.0
17388,10320,104,2014MM12,0.0,0.0
17389,10320,104,2014KW04,0.0,0.0
17390,10320,104,2014JJ00,1.0,1.0
17391,10320,104,2015MM01,0.0,0.0
17392,10320,104,2015MM02,0.0,0.0
17393,10320,104,2015MM03,0.0,0.0
17394,10320,104,2015KW01,0.0,0.0
17395,10320,104,2015MM04,0.0,0.0
17396,10320,104,2015MM05,0.0,0.0
17397,10320,104,2015MM06,0.0,0.0
17398,10320,104,2015KW02,0.0,0.0
17399,10320,104,2015MM07,0.0,0.0
17400,10320,104,2015MM08,0.0,0.0
17401,10320,104,2015MM09,0.0,0.0
17402,10320,104,2015KW03,0.0,0.0
17403,10320,104,2015MM10,0.0,0.0
17404,10320,104,2015MM11,0.0,0.0
17405,10320,104,2015MM12,0.0,0.0
17406,10320,104,2015KW04,0.0,0.0
17407,10320,104,2015JJ00,1.0,1.0
17408,10320,105,2012MM01,0.0,0.0
17409,10320,105,2012MM02,0.0,0.0
17410,10320,105,2012MM03,0.0,0.0
17411,10320,105,2012KW01,1.0,1.0
17412,10320,105,2012MM04,0.0,0.0
17413,10320,105,2012MM05,0.0,0.0
17414,10320,105,2012MM06,0.0,0.0
17415,10320,105,2012KW02,1.0,2.0
17416,10320,105,2012MM07,0.0,0.0
17417,10320,105,2012MM08,0.0,0.0
17418,10320,105,2012MM09,0.0,0.0
17419,10320,105,2012KW03,0.0,0.0
17420,10320,105,2012MM10,0.0,0.0
17421,10320,105,2012MM11,0.0,0.0
17422,10320,105,2012MM12,0.0,0.0
17423,10320,105,2012KW04,0.0,0.0
17424,10320,105,2012JJ00,2.0,4.0
17425,10320,105,2013MM01,0.0,0.0
17426,10320,105,2013MM02,0.0,0.0
17427,10320,105,2013MM03,0.0,0.0
17428,10320,105,2013KW01,1.0,1.0
17429,10320,105,2013MM04,0.0,0.0
17430,10320,105,2013MM05,0.0,0.0
17431,10320,105,2013MM06,0.0,0.0
17432,10320,105,2013KW02,1.0,1.0
17433,10320,105,2013MM07,0.0,0.0
17434,10320,105,2013MM08,0.0,0.0
17435,10320,105,2013MM09,0.0,0.0
17436,10320,105,2013KW03,1.0,1.0
17437,10320,105,2013MM10,0.0,0.0
17438,10320,105,2013MM11,0.0,0.0
17439,10320,105,2013MM12,1.0,1.0
17440,10320,105,2013KW04,1.0,2.0
17441,10320,105,2013JJ00,3.0,6.0
17442,10320,105,2014MM01,0.0,0.0
17443,10320,105,2014MM02,0.0,0.0
17444,10320,105,2014MM03,0.0,0.0
17445,10320,105,2014KW01,1.0,1.0
17446,10320,105,2014MM04,0.0,0.0
17447,10320,105,2014MM05,1.0,1.0
17448,10320,105,2014MM06,0.0,0.0
17449,10320,105,2014KW02,1.0,2.0
17450,10320,105,2014MM07,0.0,0.0
17451,10320,105,2014MM08,0.0,0.0
17452,10320,105,2014MM09,0.0,0.0
17453,10320,105,2014KW03,1.0,1.0
17454,10320,105,2014MM10,0.0,0.0
17455,10320,105,2014MM11,0.0,0.0
17456,10320,105,2014MM12,0.0,0.0
17457,10320,105,2014KW04,1.0,2.0
17458,10320,105,2014JJ00,4.0,7.0
17459,10320,105,2015MM01,0.0,0.0
17460,10320,105,2015MM02,0.0,0.0
17461,10320,105,2015MM03,0.0,0.0
17462,10320,105,2015KW01,1.0,1.0
17463,10320,105,2015MM04,0.0,0.0
17464,10320,105,2015MM05,0.0,0.0
17465,10320,105,2015MM06,0.0,0.0
17466,10320,105,2015KW02,1.0,2.0
17467,10320,105,2015MM07,0.0,0.0
17468,10320,105,2015MM08,0.0,0.0
17469,10320,105,2015MM09,0.0,0.0
17470,10320,105,2015KW03,1.0,2.0
17471,10320,105,2015MM10,0.0,0.0
17472,10320,105,2015MM11,0.0,0.0
17473,10320,105,2015MM12,0.0,0.0
17474,10320,105,2015KW04,1.0,2.0
17475,10320,105,2015JJ00,3.0,6.0
17476,10320,106,2012MM01,0.0,0.0
17477,10320,106,2012MM02,0.0,0.0
17478,10320,106,2012MM03,0.0,0.0
17479,10320,106,2012KW01,1.0,1.0
17480,10320,106,2012MM04,1.0,1.0
17481,10320,106,2012MM05,0.0,0.0
17482,10320,106,2012MM06,0.0,0.0
17483,10320,106,2012KW02,1.0,2.0
17484,10320,106,2012MM07,0.0,0.0
17485,10320,106,2012MM08,0.0,0.0
17486,10320,106,2012MM09,0.0,0.0
17487,10320,106,2012KW03,1.0,1.0
17488,10320,106,2012MM10,0.0,0.0
17489,10320,106,2012MM11,0.0,0.0
17490,10320,106,2012MM12,0.0,0.0
17491,10320,106,2012KW04,1.0,2.0
17492,10320,106,2012JJ00,4.0,6.0
17493,10320,106,2013MM01,0.0,0.0
17494,10320,106,2013MM02,0.0,0.0
17495,10320,106,2013MM03,0.0,0.0
17496,10320,106,2013KW01,1.0,2.0
17497,10320,106,2013MM04,0.0,0.0
17498,10320,106,2013MM05,1.0,1.0
17499,10320,106,2013MM06,0.0,0.0
17500,10320,106,2013KW02,1.0,2.0
17501,10320,106,2013MM07,0.0,0.0
17502,10320,106,2013MM08,0.0,0.0
17503,10320,106,2013MM09,0.0,0.0
17504,10320,106,2013KW03,1.0,1.0
17505,10320,106,2013MM10,0.0,0.0
17506,10320,106,2013MM11,0.0,0.0
17507,10320,106,2013MM12,0.0,0.0
17508,10320,106,2013KW04,1.0,2.0
17509,10320,106,2013JJ00,4.0,7.0
17510,10320,106,2014MM01,0.0,0.0
17511,10320,106,2014MM02,0.0,0.0
17512,10320,106,2014MM03,0.0,0.0
17513,10320,106,2014KW01,1.0,1.0
17514,10320,106,2014MM04,0.0,0.0
17515,10320,106,2014MM05,1.0,1.0
17516,10320,106,2014MM06,0.0,0.0
17517,10320,106,2014KW02,1.0,2.0
17518,10320,106,2014MM07,0.0,0.0
17519,10320,106,2014MM08,0.0,0.0
17520,10320,106,2014MM09,0.0,0.0
17521,10320,106,2014KW03,1.0,1.0
17522,10320,106,2014MM10,0.0,0.0
17523,10320,106,2014MM11,0.0,0.0
17524,10320,106,2014MM12,0.0,0.0
17525,10320,106,2014KW04,1.0,2.0
17526,10320,106,2014JJ00,4.0,6.0
17527,10320,106,2015MM01,0.0,0.0
17528,10320,106,2015MM02,0.0,0.0
17529,10320,106,2015MM03,0.0,0.0
17530,10320,106,2015KW01,1.0,1.0
17531,10320,106,2015MM04,0.0,0.0
17532,10320,106,2015MM05,0.0,0.0
17533,10320,106,2015MM06,0.0,0.0
17534,10320,106,2015KW02,1.0,2.0
17535,10320,106,2015MM07,0.0,0.0
17536,10320,106,2015MM08,0.0,0.0
17537,10320,106,2015MM09,0.0,0.0
17538,10320,106,2015KW03,1.0,2.0
17539,10320,106,2015MM10,0.0,0.0
17540,10320,106,2015MM11,0.0,0.0
17541,10320,106,2015MM12,0.0,0.0
17542,10320,106,2015KW04,1.0,1.0
17543,10320,106,2015JJ00,4.0,6.0
17544,10320,107,2012MM01,0.0,0.0
17545,10320,107,2012MM02,0.0,0.0
17546,10320,107,2012MM03,0.0,0.0
17547,10320,107,2012KW01,0.0,0.0
17548,10320,107,2012MM04,0.0,0.0
17549,10320,107,2012MM05,0.0,0.0
17550,10320,107,2012MM06,0.0,0.0
17551,10320,107,2012KW02,0.0,0.0
17552,10320,107,2012MM07,0.0,0.0
17553,10320,107,2012MM08,0.0,0.0
17554,10320,107,2012MM09,0.0,0.0
17555,10320,107,2012KW03,0.0,0.0
17556,10320,107,2012MM10,0.0,0.0
17557,10320,107,2012MM11,0.0,0.0
17558,10320,107,2012MM12,0.0,0.0
17559,10320,107,2012KW04,0.0,0.0
17560,10320,107,2012JJ00,1.0,1.0
17561,10320,107,2013MM01,0.0,0.0
17562,10320,107,2013MM02,0.0,0.0
17563,10320,107,2013MM03,0.0,0.0
17564,10320,107,2013KW01,0.0,0.0
17565,10320,107,2013MM04,0.0,0.0
17566,10320,107,2013MM05,0.0,0.0
17567,10320,107,2013MM06,0.0,0.0
17568,10320,107,2013KW02,0.0,0.0
17569,10320,107,2013MM07,0.0,0.0
17570,10320,107,2013MM08,0.0,0.0
17571,10320,107,2013MM09,0.0,0.0
17572,10320,107,2013KW03,0.0,0.0
17573,10320,107,2013MM10,0.0,0.0
17574,10320,107,2013MM11,0.0,0.0
17575,10320,107,2013MM12,0.0,0.0
17576,10320,107,2013KW04,0.0,0.0
17577,10320,107,2013JJ00,1.0,1.0
17578,10320,107,2014MM01,0.0,0.0
17579,10320,107,2014MM02,0.0,0.0
17580,10320,107,2014MM03,0.0,0.0
17581,10320,107,2014KW01,0.0,0.0
17582,10320,107,2014MM04,0.0,0.0
17583,10320,107,2014MM05,0.0,0.0
17584,10320,107,2014MM06,0.0,0.0
17585,10320,107,2014KW02,0.0,0.0
17586,10320,107,2014MM07,0.0,0.0
17587,10320,107,2014MM08,0.0,0.0
17588,10320,107,2014MM09,0.0,0.0
17589,10320,107,2014KW03,0.0,0.0
17590,10320,107,2014MM10,0.0,0.0
17591,10320,107,2014MM11,0.0,0.0
17592,10320,107,2014MM12,0.0,0.0
17593,10320,107,2014KW04,0.0,0.0
17594,10320,107,2014JJ00,0.0,0.0
17595,10320,107,2015MM01,0.0,0.0
17596,10320,107,2015MM02,0.0,0.0
17597,10320,107,2015MM03,0.0,0.0
17598,10320,107,2015KW01,0.0,0.0
17599,10320,107,2015MM04,0.0,0.0
17600,10320,107,2015MM05,0.0,0.0
17601,10320,107,2015MM06,0.0,0.0
17602,10320,107,2015KW02,0.0,0.0
17603,10320,107,2015MM07,0.0,0.0
17604,10320,107,2015MM08,0.0,0.0
17605,10320,107,2015MM09,0.0,0.0
17606,10320,107,2015KW03,0.0,0.0
17607,10320,107,2015MM10,0.0,0.0
17608,10320,107,2015MM11,0.0,0.0
17609,10320,107,2015MM12,0.0,0.0
17610,10320,107,2015KW04,0.0,0.0
17611,10320,107,2015JJ00,0.0,0.0
17612,10320,108,2012MM01,0.0,0.0
17613,10320,108,2012MM02,0.0,0.0
17614,10320,108,2012MM03,0.0,0.0
17615,10320,108,2012KW01,1.0,1.0
17616,10320,108,2012MM04,0.0,0.0
17617,10320,108,2012MM05,0.0,0.0
17618,10320,108,2012MM06,0.0,0.0
17619,10320,108,2012KW02,1.0,1.0
17620,10320,108,2012MM07,0.0,0.0
17621,10320,108,2012MM08,0.0,0.0
17622,10320,108,2012MM09,0.0,0.0
17623,10320,108,2012KW03,1.0,1.0
17624,10320,108,2012MM10,0.0,0.0
17625,10320,108,2012MM11,0.0,0.0
17626,10320,108,2012MM12,0.0,0.0
17627,10320,108,2012KW04,1.0,1.0
17628,10320,108,2012JJ00,3.0,5.0
17629,10320,108,2013MM01,0.0,0.0
17630,10320,108,2013MM02,0.0,0.0
17631,10320,108,2013MM03,0.0,0.0
17632,10320,108,2013KW01,1.0,1.0
17633,10320,108,2013MM04,0.0,0.0
17634,10320,108,2013MM05,0.0,0.0
17635,10320,108,2013MM06,0.0,0.0
17636,10320,108,2013KW02,1.0,2.0
17637,10320,108,2013MM07,0.0,0.0
17638,10320,108,2013MM08,0.0,0.0
17639,10320,108,2013MM09,0.0,0.0
17640,10320,108,2013KW03,1.0,1.0
17641,10320,108,2013MM10,0.0,0.0
17642,10320,108,2013MM11,0.0,0.0
17643,10320,108,2013MM12,1.0,1.0
17644,10320,108,2013KW04,1.0,2.0
17645,10320,108,2013JJ00,4.0,7.0
17646,10320,108,2014MM01,0.0,0.0
17647,10320,108,2014MM02,0.0,0.0
17648,10320,108,2014MM03,0.0,0.0
17649,10320,108,2014KW01,1.0,2.0
17650,10320,108,2014MM04,0.0,0.0
17651,10320,108,2014MM05,0.0,0.0
17652,10320,108,2014MM06,0.0,0.0
17653,10320,108,2014KW02,1.0,2.0
17654,10320,108,2014MM07,0.0,0.0
17655,10320,108,2014MM08,0.0,0.0
17656,10320,108,2014MM09,0.0,0.0
17657,10320,108,2014KW03,1.0,2.0
17658,10320,108,2014MM10,0.0,0.0
17659,10320,108,2014MM11,1.0,1.0
17660,10320,108,2014MM12,0.0,0.0
17661,10320,108,2014KW04,1.0,3.0
17662,10320,108,2014JJ00,4.0,8.0
17663,10320,108,2015MM01,0.0,0.0
17664,10320,108,2015MM02,0.0,0.0
17665,10320,108,2015MM03,0.0,0.0
17666,10320,108,2015KW01,1.0,2.0
17667,10320,108,2015MM04,0.0,0.0
17668,10320,108,2015MM05,0.0,0.0
17669,10320,108,2015MM06,0.0,0.0
17670,10320,108,2015KW02,1.0,2.0
17671,10320,108,2015MM07,0.0,0.0
17672,10320,108,2015MM08,0.0,0.0
17673,10320,108,2015MM09,0.0,0.0
17674,10320,108,2015KW03,1.0,2.0
17675,10320,108,2015MM10,0.0,0.0
17676,10320,108,2015MM11,0.0,0.0
17677,10320,108,2015MM12,0.0,0.0
17678,10320,108,2015KW04,1.0,2.0
17679,10320,108,2015JJ00,4.0,7.0
17680,10320,109,2012MM01,0.0,0.0
17681,10320,109,2012MM02,0.0,0.0
17682,10320,109,2012MM03,0.0,0.0
17683,10320,109,2012KW01,0.0,0.0
17684,10320,109,2012MM04,0.0,0.0
17685,10320,109,2012MM05,0.0,0.0
17686,10320,109,2012MM06,0.0,0.0
17687,10320,109,2012KW02,0.0,0.0
17688,10320,109,2012MM07,0.0,0.0
17689,10320,109,2012MM08,0.0,0.0
17690,10320,109,2012MM09,0.0,0.0
17691,10320,109,2012KW03,0.0,0.0
17692,10320,109,2012MM10,0.0,0.0
17693,10320,109,2012MM11,0.0,0.0
17694,10320,109,2012MM12,0.0,0.0
17695,10320,109,2012KW04,0.0,0.0
17696,10320,109,2012JJ00,1.0,1.0
17697,10320,109,2013MM01,0.0,0.0
17698,10320,109,2013MM02,0.0,0.0
17699,10320,109,2013MM03,0.0,0.0
17700,10320,109,2013KW01,0.0,0.0
17701,10320,109,2013MM04,0.0,0.0
17702,10320,109,2013MM05,0.0,0.0
17703,10320,109,2013MM06,0.0,0.0
17704,10320,109,2013KW02,0.0,0.0
17705,10320,109,2013MM07,0.0,0.0
17706,10320,109,2013MM08,0.0,0.0
17707,10320,109,2013MM09,0.0,0.0
17708,10320,109,2013KW03,0.0,0.0
17709,10320,109,2013MM10,0.0,0.0
17710,10320,109,2013MM11,0.0,0.0
17711,10320,109,2013MM12,0.0,0.0
17712,10320,109,2013KW04,0.0,0.0
17713,10320,109,2013JJ00,0.0,0.0
17714,10320,109,2014MM01,0.0,0.0
17715,10320,109,2014MM02,0.0,0.0
17716,10320,109,2014MM03,0.0,0.0
17717,10320,109,2014KW01,0.0,0.0
17718,10320,109,2014MM04,0.0,0.0
17719,10320,109,2014MM05,0.0,0.0
17720,10320,109,2014MM06,0.0,0.0
17721,10320,109,2014KW02,0.0,0.0
17722,10320,109,2014MM07,0.0,0.0
17723,10320,109,2014MM08,0.0,0.0
17724,10320,109,2014MM09,0.0,0.0
17725,10320,109,2014KW03,0.0,0.0
17726,10320,109,2014MM10,0.0,0.0
17727,10320,109,2014MM11,0.0,0.0
17728,10320,109,2014MM12,0.0,0.0
17729,10320,109,2014KW04,0.0,0.0
17730,10320,109,2014JJ00,0.0,0.0
17731,10320,109,2015MM01,0.0,0.0
17732,10320,109,2015MM02,0.0,0.0
17733,10320,109,2015MM03,0.0,0.0
17734,10320,109,2015KW01,0.0,0.0
17735,10320,109,2015MM04,0.0,0.0
17736,10320,109,2015MM05,0.0,0.0
17737,10320,109,2015MM06,0.0,0.0
17738,10320,109,2015KW02,0.0,0.0
17739,10320,109,2015MM07,0.0,0.0
17740,10320,109,2015MM08,0.0,0.0
17741,10320,109,2015MM09,0.0,0.0
17742,10320,109,2015KW03,0.0,0.0
17743,10320,109,2015MM10,0.0,0.0
17744,10320,109,2015MM11,0.0,0.0
17745,10320,109,2015MM12,0.0,0.0
17746,10320,109,2015KW04,0.0,0.0
17747,10320,109,2015JJ00,1.0,1.0
17748,10320,110,2012MM01,0.0,0.0
17749,10320,110,2012MM02,0.0,0.0
17750,10320,110,2012MM03,0.0,0.0
17751,10320,110,2012KW01,0.0,0.0
17752,10320,110,2012MM04,0.0,0.0
17753,10320,110,2012MM05,0.0,0.0
17754,10320,110,2012MM06,0.0,0.0
17755,10320,110,2012KW02,0.0,0.0
17756,10320,110,2012MM07,0.0,0.0
17757,10320,110,2012MM08,0.0,0.0
17758,10320,110,2012MM09,0.0,0.0
17759,10320,110,2012KW03,0.0,0.0
17760,10320,110,2012MM10,0.0,0.0
17761,10320,110,2012MM11,0.0,0.0
17762,10320,110,2012MM12,0.0,0.0
17763,10320,110,2012KW04,0.0,0.0
17764,10320,110,2012JJ00,0.0,0.0
17765,10320,110,2013MM01,0.0,0.0
17766,10320,110,2013MM02,0.0,0.0
17767,10320,110,2013MM03,0.0,0.0
17768,10320,110,2013KW01,0.0,0.0
17769,10320,110,2013MM04,0.0,0.0
17770,10320,110,2013MM05,0.0,0.0
17771,10320,110,2013MM06,0.0,0.0
17772,10320,110,2013KW02,0.0,0.0
17773,10320,110,2013MM07,0.0,0.0
17774,10320,110,2013MM08,0.0,0.0
17775,10320,110,2013MM09,0.0,0.0
17776,10320,110,2013KW03,0.0,0.0
17777,10320,110,2013MM10,0.0,0.0
17778,10320,110,2013MM11,0.0,0.0
17779,10320,110,2013MM12,0.0,0.0
17780,10320,110,2013KW04,0.0,0.0
17781,10320,110,2013JJ00,0.0,0.0
17782,10320,110,2014MM01,0.0,0.0
17783,10320,110,2014MM02,0.0,0.0
17784,10320,110,2014MM03,0.0,0.0
17785,10320,110,2014KW01,0.0,0.0
17786,10320,110,2014MM04,0.0,0.0
17787,10320,110,2014MM05,0.0,0.0
17788,10320,110,2014MM06,0.0,0.0
17789,10320,110,2014KW02,0.0,0.0
17790,10320,110,2014MM07,0.0,0.0
17791,10320,110,2014MM08,0.0,0.0
17792,10320,110,2014MM09,0.0,0.0
17793,10320,110,2014KW03,0.0,0.0
17794,10320,110,2014MM10,0.0,0.0
17795,10320,110,2014MM11,0.0,0.0
17796,10320,110,2014MM12,0.0,0.0
17797,10320,110,2014KW04,0.0,0.0
17798,10320,110,2014JJ00,0.0,0.0
17799,10320,110,2015MM01,0.0,0.0
17800,10320,110,2015MM02,0.0,0.0
17801,10320,110,2015MM03,0.0,0.0
17802,10320,110,2015KW01,0.0,0.0
17803,10320,110,2015MM04,0.0,0.0
17804,10320,110,2015MM05,0.0,0.0
17805,10320,110,2015MM06,0.0,0.0
17806,10320,110,2015KW02,0.0,0.0
17807,10320,110,2015MM07,0.0,0.0
17808,10320,110,2015MM08,0.0,0.0
17809,10320,110,2015MM09,0.0,0.0
17810,10320,110,2015KW03,0.0,0.0
17811,10320,110,2015MM10,0.0,0.0
17812,10320,110,2015MM11,0.0,0.0
17813,10320,110,2015MM12,0.0,0.0
17814,10320,110,2015KW04,0.0,0.0
17815,10320,110,2015JJ00,0.0,0.0
17816,10320,111,2012MM01,0.0,0.0
17817,10320,111,2012MM02,0.0,0.0
17818,10320,111,2012MM03,0.0,0.0
17819,10320,111,2012KW01,0.0,0.0
17820,10320,111,2012MM04,0.0,0.0
17821,10320,111,2012MM05,0.0,0.0
17822,10320,111,2012MM06,0.0,0.0
17823,10320,111,2012KW02,0.0,0.0
17824,10320,111,2012MM07,0.0,0.0
17825,10320,111,2012MM08,0.0,0.0
17826,10320,111,2012MM09,0.0,0.0
17827,10320,111,2012KW03,0.0,0.0
17828,10320,111,2012MM10,0.0,0.0
17829,10320,111,2012MM11,0.0,0.0
17830,10320,111,2012MM12,0.0,0.0
17831,10320,111,2012KW04,0.0,0.0
17832,10320,111,2012JJ00,0.0,0.0
17833,10320,111,2013MM01,0.0,0.0
17834,10320,111,2013MM02,0.0,0.0
17835,10320,111,2013MM03,0.0,0.0
17836,10320,111,2013KW01,0.0,0.0
17837,10320,111,2013MM04,0.0,0.0
17838,10320,111,2013MM05,0.0,0.0
17839,10320,111,2013MM06,0.0,0.0
17840,10320,111,2013KW02,0.0,0.0
17841,10320,111,2013MM07,0.0,0.0
17842,10320,111,2013MM08,0.0,0.0
17843,10320,111,2013MM09,0.0,0.0
17844,10320,111,2013KW03,0.0,0.0
17845,10320,111,2013MM10,0.0,0.0
17846,10320,111,2013MM11,0.0,0.0
17847,10320,111,2013MM12,0.0,0.0
17848,10320,111,2013KW04,0.0,0.0
17849,10320,111,2013JJ00,0.0,0.0
17850,10320,111,2014MM01,0.0,0.0
17851,10320,111,2014MM02,0.0,0.0
17852,10320,111,2014MM03,0.0,0.0
17853,10320,111,2014KW01,0.0,0.0
17854,10320,111,2014MM04,0.0,0.0
17855,10320,111,2014MM05,0.0,0.0
17856,10320,111,2014MM06,0.0,0.0
17857,10320,111,2014KW02,0.0,0.0
17858,10320,111,2014MM07,0.0,0.0
17859,10320,111,2014MM08,0.0,0.0
17860,10320,111,2014MM09,0.0,0.0
17861,10320,111,2014KW03,0.0,0.0
17862,10320,111,2014MM10,0.0,0.0
17863,10320,111,2014MM11,0.0,0.0
17864,10320,111,2014MM12,0.0,0.0
17865,10320,111,2014KW04,0.0,0.0
17866,10320,111,2014JJ00,0.0,0.0
17867,10320,111,2015MM01,0.0,0.0
17868,10320,111,2015MM02,0.0,0.0
17869,10320,111,2015MM03,0.0,0.0
17870,10320,111,2015KW01,0.0,0.0
17871,10320,111,2015MM04,0.0,0.0
17872,10320,111,2015MM05,0.0,0.0
17873,10320,111,2015MM06,0.0,0.0
17874,10320,111,2015KW02,0.0,0.0
17875,10320,111,2015MM07,0.0,0.0
17876,10320,111,2015MM08,0.0,0.0
17877,10320,111,2015MM09,0.0,0.0
17878,10320,111,2015KW03,0.0,0.0
17879,10320,111,2015MM10,0.0,0.0
17880,10320,111,2015MM11,0.0,0.0
17881,10320,111,2015MM12,0.0,0.0
17882,10320,111,2015KW04,0.0,0.0
17883,10320,111,2015JJ00,0.0,0.0
17884,10320,112,2012MM01,0.0,0.0
17885,10320,112,2012MM02,0.0,0.0
17886,10320,112,2012MM03,0.0,0.0
17887,10320,112,2012KW01,0.0,0.0
17888,10320,112,2012MM04,0.0,0.0
17889,10320,112,2012MM05,0.0,0.0
17890,10320,112,2012MM06,0.0,0.0
17891,10320,112,2012KW02,0.0,0.0
17892,10320,112,2012MM07,0.0,0.0
17893,10320,112,2012MM08,0.0,0.0
17894,10320,112,2012MM09,0.0,0.0
17895,10320,112,2012KW03,0.0,0.0
17896,10320,112,2012MM10,0.0,0.0
17897,10320,112,2012MM11,0.0,0.0
17898,10320,112,2012MM12,0.0,0.0
17899,10320,112,2012KW04,0.0,0.0
17900,10320,112,2012JJ00,1.0,1.0
17901,10320,112,2013MM01,0.0,0.0
17902,10320,112,2013MM02,0.0,0.0
17903,10320,112,2013MM03,0.0,0.0
17904,10320,112,2013KW01,0.0,0.0
17905,10320,112,2013MM04,0.0,0.0
17906,10320,112,2013MM05,0.0,0.0
17907,10320,112,2013MM06,0.0,0.0
17908,10320,112,2013KW02,0.0,0.0
17909,10320,112,2013MM07,0.0,0.0
17910,10320,112,2013MM08,0.0,0.0
17911,10320,112,2013MM09,0.0,0.0
17912,10320,112,2013KW03,0.0,0.0
17913,10320,112,2013MM10,0.0,0.0
17914,10320,112,2013MM11,0.0,0.0
