ID,BedrijfstakkenBranchesSBI2008,Milieudomeinen,Perioden,ArbeidsvolumeWerkzamePersonen_1,ProductieBasisprijzen_2,BrutoToegevoegdeWaardeBasisprijzen_3
506,300012,10000 ,2003JJ00,27.7,4826.0,2052.0
507,300012,10000 ,2004JJ00,27.0,4852.0,2096.0
508,300012,10000 ,2005JJ00,26.3,4779.0,2119.0
509,300012,10000 ,2006JJ00,26.5,4966.0,2171.0
510,300012,10000 ,2007JJ00,26.7,5215.0,2240.0
511,300012,10000 ,2008JJ00,25.5,5410.0,2268.0
512,300012,10000 ,2009JJ00,25.1,5680.0,2299.0
513,300012,10000 ,2010JJ00,23.5,5564.0,2304.0
514,300012,10000 ,2011JJ00,23.0,5832.0,2383.0
515,300012,10000 ,2012JJ00,22.6,5854.0,2372.0
516,300012,10100 ,2001JJ00,19.9,3329.0,1332.0
517,300012,10100 ,2002JJ00,20.9,3584.0,1418.0
518,300012,10100 ,2003JJ00,22.7,3847.0,1510.0
519,300012,10100 ,2004JJ00,22.2,3863.0,1538.0
520,300012,10100 ,2005JJ00,21.6,3811.0,1559.0
521,300012,10100 ,2006JJ00,21.9,3979.0,1615.0
522,300012,10100 ,2007JJ00,22.4,4221.0,1699.0
523,300012,10100 ,2008JJ00,21.2,4278.0,1686.0
524,300012,10100 ,2009JJ00,20.6,4458.0,1703.0
525,300012,10100 ,2010JJ00,18.7,4251.0,1633.0
526,300012,10100 ,2011JJ00,18.2,4384.0,1669.0
527,300012,10100 ,2012JJ00,17.7,4357.0,1639.0
528,300012,10700 ,2001JJ00,4.2,764.0,435.0
529,300012,10700 ,2002JJ00,4.7,856.0,490.0
530,300012,10700 ,2003JJ00,5.0,979.0,542.0
531,300012,10700 ,2004JJ00,4.8,990.0,558.0
532,300012,10700 ,2005JJ00,4.6,968.0,560.0
533,300012,10700 ,2006JJ00,4.6,987.0,556.0
534,300012,10700 ,2007JJ00,4.3,994.0,541.0
535,300012,10700 ,2008JJ00,4.3,1132.0,582.0
536,300012,10700 ,2009JJ00,4.5,1222.0,596.0
537,300012,10700 ,2010JJ00,4.8,1312.0,671.0
538,300012,10700 ,2011JJ00,4.8,1448.0,714.0
539,300012,10700 ,2012JJ00,4.9,1497.0,733.0
540,300014,10000 ,2001JJ00,,,
541,300014,10000 ,2002JJ00,,,
542,300014,10000 ,2003JJ00,,,
543,300014,10000 ,2004JJ00,,,
544,300014,10000 ,2005JJ00,,,
545,300014,10000 ,2006JJ00,,,
546,300014,10000 ,2007JJ00,,,
547,300014,10000 ,2008JJ00,,,
548,300014,10000 ,2009JJ00,,,
549,300014,10000 ,2010JJ00,,,
550,300014,10000 ,2011JJ00,,,
551,300014,10000 ,2012JJ00,,,
552,300014,10100 ,2001JJ00,,,
553,300014,10100 ,2002JJ00,,,
554,300014,10100 ,2003JJ00,,,
555,300014,10100 ,2004JJ00,,,
556,300014,10100 ,2005JJ00,,,
557,300014,10100 ,2006JJ00,,,
558,300014,10100 ,2007JJ00,,,
559,300014,10100 ,2008JJ00,,,
560,300014,10100 ,2009JJ00,,,
561,300014,10100 ,2010JJ00,,,
562,300014,10100 ,2011JJ00,,,
563,300014,10100 ,2012JJ00,,,
564,300014,10700 ,2001JJ00,,,
565,300014,10700 ,2002JJ00,,,
566,300014,10700 ,2003JJ00,,,
567,300014,10700 ,2004JJ00,,,
568,300014,10700 ,2005JJ00,,,
569,300014,10700 ,2006JJ00,,,
570,300014,10700 ,2007JJ00,,,
571,300014,10700 ,2008JJ00,,,
572,300014,10700 ,2009JJ00,,,
573,300014,10700 ,2010JJ00,,,
574,300014,10700 ,2011JJ00,,,
575,300014,10700 ,2012JJ00,,,
576,11600 ,10000 ,2001JJ00,5.0,1501.0,0.0
577,11600 ,10000 ,2002JJ00,5.0,1547.0,0.0
578,11600 ,10000 ,2003JJ00,4.9,1528.0,0.0
579,11600 ,10000 ,2004JJ00,4.7,1488.0,0.0
580,11600 ,10000 ,2005JJ00,4.7,1465.0,0.0
581,11600 ,10000 ,2006JJ00,4.4,1473.0,0.0
582,11600 ,10000 ,2007JJ00,4.0,1450.0,0.0
583,11600 ,10000 ,2008JJ00,3.6,1381.0,0.0
584,11600 ,10000 ,2009JJ00,3.3,1337.0,0.0
585,11600 ,10000 ,2010JJ00,3.2,1335.0,0.0
586,11600 ,10000 ,2011JJ00,3.2,1363.0,0.0
587,11600 ,10000 ,2012JJ00,3.3,1344.0,0.0
588,11600 ,10100 ,2001JJ00,5.0,1501.0,0.0
589,11600 ,10100 ,2002JJ00,5.0,1547.0,0.0
590,11600 ,10100 ,2003JJ00,4.9,1528.0,0.0
591,11600 ,10100 ,2004JJ00,4.7,1488.0,0.0
592,11600 ,10100 ,2005JJ00,4.7,1465.0,0.0
593,11600 ,10100 ,2006JJ00,4.4,1473.0,0.0
594,11600 ,10100 ,2007JJ00,4.0,1450.0,0.0
595,11600 ,10100 ,2008JJ00,3.6,1381.0,0.0
596,11600 ,10100 ,2009JJ00,3.3,1337.0,0.0
597,11600 ,10100 ,2010JJ00,3.2,1335.0,0.0
598,11600 ,10100 ,2011JJ00,3.2,1363.0,0.0
599,11600 ,10100 ,2012JJ00,3.3,1344.0,0.0
600,11600 ,10700 ,2001JJ00,,,
601,11600 ,10700 ,2002JJ00,,,
602,11600 ,10700 ,2003JJ00,,,
603,11600 ,10700 ,2004JJ00,,,
604,11600 ,10700 ,2005JJ00,,,
605,11600 ,10700 ,2006JJ00,,,
606,11600 ,10700 ,2007JJ00,,,
607,11600 ,10700 ,2008JJ00,,,
608,11600 ,10700 ,2009JJ00,,,
609,11600 ,10700 ,2010JJ00,,,
610,11600 ,10700 ,2011JJ00,,,
611,11600 ,10700 ,2012JJ00,,,
