ID,Zorgfuncties,FinancieringsvormenZorg,Perioden,UitgavenAanGezondheidszorgIngezetenen_1
1303,A019193,A019161,2024JJ00,0.0
1304,A019193,A019162,2021JJ00,0.0
1305,A019193,A019162,2022JJ00,0.0
1306,A019193,A019162,2023JJ00,0.0
1307,A019193,A019162,2024JJ00,0.0
1308,A019193,A019163,2021JJ00,0.0
1309,A019193,A019163,2022JJ00,0.0
1310,A019193,A019163,2023JJ00,0.0
1311,A019193,A019163,2024JJ00,0.0
1312,A019193,A019164,2021JJ00,0.0
1313,A019193,A019164,2022JJ00,0.0
1314,A019193,A019164,2023JJ00,0.0
1315,A019193,A019164,2024JJ00,0.0
1316,A019193,A019165,2021JJ00,0.0
1317,A019193,A019165,2022JJ00,0.0
1318,A019193,A019165,2023JJ00,0.0
1319,A019193,A019165,2024JJ00,0.0
1320,A019194,A019149,2021JJ00,883.0
1321,A019194,A019149,2022JJ00,906.0
1322,A019194,A019149,2023JJ00,1000.0
1323,A019194,A019149,2024JJ00,1065.0
1324,A019194,A019150,2021JJ00,831.0
1325,A019194,A019150,2022JJ00,854.0
1326,A019194,A019150,2023JJ00,948.0
1327,A019194,A019150,2024JJ00,1012.0
1328,A019194,A019151,2021JJ00,2.0
1329,A019194,A019151,2022JJ00,0.0
1330,A019194,A019151,2023JJ00,0.0
1331,A019194,A019151,2024JJ00,0.0
1332,A019194,A019152,2021JJ00,829.0
1333,A019194,A019152,2022JJ00,854.0
1334,A019194,A019152,2023JJ00,948.0
1335,A019194,A019152,2024JJ00,1012.0
1336,A019194,A019154,2021JJ00,0.0
1337,A019194,A019154,2022JJ00,0.0
1338,A019194,A019154,2023JJ00,0.0
1339,A019194,A019154,2024JJ00,0.0
1340,A019194,A019155,2021JJ00,
1341,A019194,A019155,2022JJ00,
1342,A019194,A019155,2023JJ00,
1343,A019194,A019155,2024JJ00,
1344,A019194,A019156,2021JJ00,829.0
1345,A019194,A019156,2022JJ00,854.0
1346,A019194,A019156,2023JJ00,948.0
1347,A019194,A019156,2024JJ00,1012.0
1348,A019194,A041720,2021JJ00,51.0
1349,A019194,A041720,2022JJ00,52.0
1350,A019194,A041720,2023JJ00,52.0
1351,A019194,A041720,2024JJ00,53.0
1352,A019194,A019157,2021JJ00,3.0
1353,A019194,A019157,2022JJ00,3.0
1354,A019194,A019157,2023JJ00,3.0
1355,A019194,A019157,2024JJ00,3.0
1356,A019194,A019158,2021JJ00,3.0
1357,A019194,A019158,2022JJ00,3.0
1358,A019194,A019158,2023JJ00,3.0
1359,A019194,A019158,2024JJ00,3.0
1360,A019194,A019161,2021JJ00,0.0
1361,A019194,A019161,2022JJ00,0.0
1362,A019194,A019161,2023JJ00,0.0
1363,A019194,A019161,2024JJ00,0.0
1364,A019194,A019162,2021JJ00,0.0
1365,A019194,A019162,2022JJ00,0.0
1366,A019194,A019162,2023JJ00,0.0
1367,A019194,A019162,2024JJ00,0.0
1368,A019194,A019163,2021JJ00,48.0
1369,A019194,A019163,2022JJ00,50.0
1370,A019194,A019163,2023JJ00,50.0
1371,A019194,A019163,2024JJ00,50.0
1372,A019194,A019164,2021JJ00,0.0
1373,A019194,A019164,2022JJ00,0.0
1374,A019194,A019164,2023JJ00,0.0
1375,A019194,A019164,2024JJ00,0.0
1376,A019194,A019165,2021JJ00,48.0
1377,A019194,A019165,2022JJ00,50.0
1378,A019194,A019165,2023JJ00,50.0
1379,A019194,A019165,2024JJ00,50.0
1380,A019195,A019149,2021JJ00,9862.0
1381,A019195,A019149,2022JJ00,10104.0
1382,A019195,A019149,2023JJ00,10284.0
1383,A019195,A019149,2024JJ00,10984.0
1384,A019195,A019150,2021JJ00,6287.0
1385,A019195,A019150,2022JJ00,6461.0
1386,A019195,A019150,2023JJ00,6531.0
1387,A019195,A019150,2024JJ00,7012.0
1388,A019195,A019151,2021JJ00,364.0
1389,A019195,A019151,2022JJ00,152.0
1390,A019195,A019151,2023JJ00,14.0
1391,A019195,A019151,2024JJ00,17.0
1392,A019195,A019152,2021JJ00,5923.0
1393,A019195,A019152,2022JJ00,6309.0
1394,A019195,A019152,2023JJ00,6516.0
1395,A019195,A019152,2024JJ00,6995.0
1396,A019195,A019154,2021JJ00,193.0
1397,A019195,A019154,2022JJ00,198.0
1398,A019195,A019154,2023JJ00,245.0
1399,A019195,A019154,2024JJ00,239.0
1400,A019195,A019155,2021JJ00,
1401,A019195,A019155,2022JJ00,
1402,A019195,A019155,2023JJ00,
1403,A019195,A019155,2024JJ00,
1404,A019195,A019156,2021JJ00,5730.0
1405,A019195,A019156,2022JJ00,6111.0
1406,A019195,A019156,2023JJ00,6272.0
1407,A019195,A019156,2024JJ00,6756.0
1408,A019195,A041720,2021JJ00,3574.0
1409,A019195,A041720,2022JJ00,3642.0
1410,A019195,A041720,2023JJ00,3753.0
1411,A019195,A041720,2024JJ00,3972.0
1412,A019195,A019157,2021JJ00,326.0
1413,A019195,A019157,2022JJ00,257.0
1414,A019195,A019157,2023JJ00,237.0
1415,A019195,A019157,2024JJ00,245.0
1416,A019195,A019158,2021JJ00,272.0
1417,A019195,A019158,2022JJ00,257.0
1418,A019195,A019158,2023JJ00,237.0
1419,A019195,A019158,2024JJ00,245.0
1420,A019195,A019161,2021JJ00,0.0
1421,A019195,A019161,2022JJ00,0.0
1422,A019195,A019161,2023JJ00,0.0
1423,A019195,A019161,2024JJ00,0.0
1424,A019195,A019162,2021JJ00,54.0
1425,A019195,A019162,2022JJ00,0.0
1426,A019195,A019162,2023JJ00,0.0
1427,A019195,A019162,2024JJ00,0.0
1428,A019195,A019163,2021JJ00,3248.0
1429,A019195,A019163,2022JJ00,3385.0
1430,A019195,A019163,2023JJ00,3516.0
1431,A019195,A019163,2024JJ00,3727.0
1432,A019195,A019164,2021JJ00,2130.0
1433,A019195,A019164,2022JJ00,2252.0
1434,A019195,A019164,2023JJ00,2364.0
1435,A019195,A019164,2024JJ00,2529.0
1436,A019195,A019165,2021JJ00,1118.0
1437,A019195,A019165,2022JJ00,1133.0
1438,A019195,A019165,2023JJ00,1152.0
1439,A019195,A019165,2024JJ00,1197.0
1440,A019196,A019149,2021JJ00,6515.0
1441,A019196,A019149,2022JJ00,6654.0
1442,A019196,A019149,2023JJ00,6690.0
1443,A019196,A019149,2024JJ00,7196.0
1444,A019196,A019150,2021JJ00,4462.0
1445,A019196,A019150,2022JJ00,4572.0
1446,A019196,A019150,2023JJ00,4567.0
1447,A019196,A019150,2024JJ00,4932.0
1448,A019196,A019151,2021JJ00,364.0
1449,A019196,A019151,2022JJ00,152.0
1450,A019196,A019151,2023JJ00,14.0
1451,A019196,A019151,2024JJ00,17.0
1452,A019196,A019152,2021JJ00,4098.0
1453,A019196,A019152,2022JJ00,4420.0
1454,A019196,A019152,2023JJ00,4553.0
1455,A019196,A019152,2024JJ00,4915.0
1456,A019196,A019154,2021JJ00,0.0
1457,A019196,A019154,2022JJ00,0.0
1458,A019196,A019154,2023JJ00,0.0
1459,A019196,A019154,2024JJ00,0.0
1460,A019196,A019155,2021JJ00,
1461,A019196,A019155,2022JJ00,
1462,A019196,A019155,2023JJ00,
1463,A019196,A019155,2024JJ00,
1464,A019196,A019156,2021JJ00,4098.0
1465,A019196,A019156,2022JJ00,4420.0
1466,A019196,A019156,2023JJ00,4553.0
1467,A019196,A019156,2024JJ00,4915.0
1468,A019196,A041720,2021JJ00,2053.0
1469,A019196,A041720,2022JJ00,2082.0
1470,A019196,A041720,2023JJ00,2123.0
1471,A019196,A041720,2024JJ00,2264.0
1472,A019196,A019157,2021JJ00,100.0
1473,A019196,A019157,2022JJ00,41.0
1474,A019196,A019157,2023JJ00,42.0
1475,A019196,A019157,2024JJ00,43.0
1476,A019196,A019158,2021JJ00,46.0
1477,A019196,A019158,2022JJ00,41.0
1478,A019196,A019158,2023JJ00,42.0
1479,A019196,A019158,2024JJ00,43.0
1480,A019196,A019161,2021JJ00,0.0
1481,A019196,A019161,2022JJ00,0.0
1482,A019196,A019161,2023JJ00,0.0
1483,A019196,A019161,2024JJ00,0.0
1484,A019196,A019162,2021JJ00,54.0
1485,A019196,A019162,2022JJ00,0.0
1486,A019196,A019162,2023JJ00,0.0
1487,A019196,A019162,2024JJ00,0.0
1488,A019196,A019163,2021JJ00,1953.0
1489,A019196,A019163,2022JJ00,2041.0
1490,A019196,A019163,2023JJ00,2080.0
1491,A019196,A019163,2024JJ00,2220.0
1492,A019196,A019164,2021JJ00,1097.0
1493,A019196,A019164,2022JJ00,1174.0
1494,A019196,A019164,2023JJ00,1204.0
1495,A019196,A019164,2024JJ00,1309.0
1496,A019196,A019165,2021JJ00,856.0
1497,A019196,A019165,2022JJ00,867.0
1498,A019196,A019165,2023JJ00,876.0
1499,A019196,A019165,2024JJ00,911.0
1500,A019197,A019149,2021JJ00,3347.0
1501,A019197,A019149,2022JJ00,3450.0
1502,A019197,A019149,2023JJ00,3594.0
1503,A019197,A019149,2024JJ00,3788.0
1504,A019197,A019150,2021JJ00,1825.0
1505,A019197,A019150,2022JJ00,1889.0
1506,A019197,A019150,2023JJ00,1963.0
1507,A019197,A019150,2024JJ00,2080.0
1508,A019197,A019151,2021JJ00,0.0
1509,A019197,A019151,2022JJ00,0.0
1510,A019197,A019151,2023JJ00,0.0
1511,A019197,A019151,2024JJ00,0.0
1512,A019197,A019152,2021JJ00,1825.0
1513,A019197,A019152,2022JJ00,1889.0
1514,A019197,A019152,2023JJ00,1963.0
1515,A019197,A019152,2024JJ00,2080.0
1516,A019197,A019154,2021JJ00,193.0
1517,A019197,A019154,2022JJ00,198.0
1518,A019197,A019154,2023JJ00,244.0
1519,A019197,A019154,2024JJ00,239.0
1520,A019197,A019155,2021JJ00,
1521,A019197,A019155,2022JJ00,
1522,A019197,A019155,2023JJ00,
1523,A019197,A019155,2024JJ00,
1524,A019197,A019156,2021JJ00,1632.0
1525,A019197,A019156,2022JJ00,1692.0
1526,A019197,A019156,2023JJ00,1719.0
1527,A019197,A019156,2024JJ00,1841.0
1528,A019197,A041720,2021JJ00,1522.0
1529,A019197,A041720,2022JJ00,1560.0
1530,A019197,A041720,2023JJ00,1630.0
1531,A019197,A041720,2024JJ00,1708.0
1532,A019197,A019157,2021JJ00,226.0
1533,A019197,A019157,2022JJ00,216.0
1534,A019197,A019157,2023JJ00,195.0
1535,A019197,A019157,2024JJ00,202.0
1536,A019197,A019158,2021JJ00,226.0
1537,A019197,A019158,2022JJ00,216.0
1538,A019197,A019158,2023JJ00,195.0
1539,A019197,A019158,2024JJ00,202.0
1540,A019197,A019161,2021JJ00,0.0
1541,A019197,A019161,2022JJ00,0.0
1542,A019197,A019161,2023JJ00,0.0
1543,A019197,A019161,2024JJ00,0.0
1544,A019197,A019162,2021JJ00,0.0
1545,A019197,A019162,2022JJ00,0.0
1546,A019197,A019162,2023JJ00,0.0
1547,A019197,A019162,2024JJ00,0.0
1548,A019197,A019163,2021JJ00,1295.0
1549,A019197,A019163,2022JJ00,1344.0
1550,A019197,A019163,2023JJ00,1436.0
1551,A019197,A019163,2024JJ00,1506.0
1552,A019197,A019164,2021JJ00,1033.0
1553,A019197,A019164,2022JJ00,1078.0
1554,A019197,A019164,2023JJ00,1160.0
1555,A019197,A019164,2024JJ00,1220.0
1556,A019197,A019165,2021JJ00,262.0
1557,A019197,A019165,2022JJ00,266.0
1558,A019197,A019165,2023JJ00,276.0
1559,A019197,A019165,2024JJ00,287.0
1560,A019198,A019149,2021JJ00,9662.0
1561,A019198,A019149,2022JJ00,6822.0
1562,A019198,A019149,2023JJ00,5432.0
1563,A019198,A019149,2024JJ00,5424.0
1564,A019198,A019150,2021JJ00,7474.0
1565,A019198,A019150,2022JJ00,4636.0
1566,A019198,A019150,2023JJ00,3039.0
1567,A019198,A019150,2024JJ00,2888.0
1568,A019198,A019151,2021JJ00,7095.0
1569,A019198,A019151,2022JJ00,4247.0
1570,A019198,A019151,2023JJ00,2598.0
1571,A019198,A019151,2024JJ00,2417.0
1572,A019198,A019152,2021JJ00,379.0
1573,A019198,A019152,2022JJ00,389.0
1574,A019198,A019152,2023JJ00,441.0
1575,A019198,A019152,2024JJ00,471.0
1576,A019198,A019154,2021JJ00,0.0
1577,A019198,A019154,2022JJ00,0.0
1578,A019198,A019154,2023JJ00,0.0
1579,A019198,A019154,2024JJ00,0.0
1580,A019198,A019155,2021JJ00,
1581,A019198,A019155,2022JJ00,
1582,A019198,A019155,2023JJ00,
1583,A019198,A019155,2024JJ00,
1584,A019198,A019156,2021JJ00,379.0
1585,A019198,A019156,2022JJ00,389.0
1586,A019198,A019156,2023JJ00,441.0
1587,A019198,A019156,2024JJ00,471.0
1588,A019198,A041720,2021JJ00,2188.0
1589,A019198,A041720,2022JJ00,2186.0
1590,A019198,A041720,2023JJ00,2392.0
1591,A019198,A041720,2024JJ00,2536.0
1592,A019198,A019157,2021JJ00,1653.0
1593,A019198,A019157,2022JJ00,1664.0
1594,A019198,A019157,2023JJ00,1851.0
1595,A019198,A019157,2024JJ00,1959.0
1596,A019198,A019158,2021JJ00,717.0
1597,A019198,A019158,2022JJ00,719.0
1598,A019198,A019158,2023JJ00,787.0
1599,A019198,A019158,2024JJ00,788.0
1600,A019198,A019161,2021JJ00,0.0
1601,A019198,A019161,2022JJ00,0.0
1602,A019198,A019161,2023JJ00,0.0
1603,A019198,A019161,2024JJ00,0.0
1604,A019198,A019162,2021JJ00,936.0
1605,A019198,A019162,2022JJ00,945.0
1606,A019198,A019162,2023JJ00,1064.0
1607,A019198,A019162,2024JJ00,1172.0
1608,A019198,A019163,2021JJ00,535.0
1609,A019198,A019163,2022JJ00,522.0
1610,A019198,A019163,2023JJ00,541.0
1611,A019198,A019163,2024JJ00,576.0
1612,A019198,A019164,2021JJ00,492.0
1613,A019198,A019164,2022JJ00,480.0
1614,A019198,A019164,2023JJ00,514.0
1615,A019198,A019164,2024JJ00,548.0
1616,A019198,A019165,2021JJ00,42.0
1617,A019198,A019165,2022JJ00,42.0
1618,A019198,A019165,2023JJ00,27.0
1619,A019198,A019165,2024JJ00,28.0
1620,A019205,A019149,2021JJ00,3168.0
1621,A019205,A019149,2022JJ00,3170.0
1622,A019205,A019149,2023JJ00,3218.0
1623,A019205,A019149,2024JJ00,3458.0
1624,A019205,A019150,2021JJ00,2707.0
1625,A019205,A019150,2022JJ00,2682.0
1626,A019205,A019150,2023JJ00,2726.0
1627,A019205,A019150,2024JJ00,2972.0
1628,A019205,A019151,2021JJ00,1406.0
1629,A019205,A019151,2022JJ00,1288.0
1630,A019205,A019151,2023JJ00,1291.0
1631,A019205,A019151,2024JJ00,1435.0
1632,A019205,A019152,2021JJ00,1300.0
1633,A019205,A019152,2022JJ00,1394.0
1634,A019205,A019152,2023JJ00,1435.0
1635,A019205,A019152,2024JJ00,1537.0
1636,A019205,A019154,2021JJ00,265.0
1637,A019205,A019154,2022JJ00,291.0
1638,A019205,A019154,2023JJ00,305.0
1639,A019205,A019154,2024JJ00,328.0
1640,A019205,A019155,2021JJ00,
1641,A019205,A019155,2022JJ00,
1642,A019205,A019155,2023JJ00,
1643,A019205,A019155,2024JJ00,
1644,A019205,A019156,2021JJ00,1035.0
1645,A019205,A019156,2022JJ00,1103.0
1646,A019205,A019156,2023JJ00,1130.0
1647,A019205,A019156,2024JJ00,1209.0
1648,A019205,A041720,2021JJ00,462.0
1649,A019205,A041720,2022JJ00,488.0
1650,A019205,A041720,2023JJ00,492.0
1651,A019205,A041720,2024JJ00,487.0
1652,A019205,A019157,2021JJ00,462.0
1653,A019205,A019157,2022JJ00,488.0
1654,A019205,A019157,2023JJ00,492.0
1655,A019205,A019157,2024JJ00,487.0
1656,A019205,A019158,2021JJ00,462.0
1657,A019205,A019158,2022JJ00,488.0
1658,A019205,A019158,2023JJ00,492.0
1659,A019205,A019158,2024JJ00,487.0
1660,A019205,A019161,2021JJ00,0.0
1661,A019205,A019161,2022JJ00,0.0
1662,A019205,A019161,2023JJ00,0.0
1663,A019205,A019161,2024JJ00,0.0
1664,A019205,A019162,2021JJ00,0.0
1665,A019205,A019162,2022JJ00,0.0
1666,A019205,A019162,2023JJ00,0.0
1667,A019205,A019162,2024JJ00,0.0
1668,A019205,A019163,2021JJ00,0.0
1669,A019205,A019163,2022JJ00,0.0
1670,A019205,A019163,2023JJ00,0.0
1671,A019205,A019163,2024JJ00,0.0
1672,A019205,A019164,2021JJ00,0.0
1673,A019205,A019164,2022JJ00,0.0
1674,A019205,A019164,2023JJ00,0.0
1675,A019205,A019164,2024JJ00,0.0
1676,A019205,A019165,2021JJ00,0.0
1677,A019205,A019165,2022JJ00,0.0
1678,A019205,A019165,2023JJ00,0.0
1679,A019205,A019165,2024JJ00,0.0
1680,A019206,A019149,2021JJ00,1016.0
1681,A019206,A019149,2022JJ00,940.0
1682,A019206,A019149,2023JJ00,908.0
1683,A019206,A019149,2024JJ00,1032.0
1684,A019206,A019150,2021JJ00,1016.0
1685,A019206,A019150,2022JJ00,940.0
1686,A019206,A019150,2023JJ00,908.0
1687,A019206,A019150,2024JJ00,1032.0
1688,A019206,A019151,2021JJ00,1016.0
1689,A019206,A019151,2022JJ00,940.0
1690,A019206,A019151,2023JJ00,908.0
1691,A019206,A019151,2024JJ00,1032.0
1692,A019206,A019152,2021JJ00,0.0
1693,A019206,A019152,2022JJ00,0.0
1694,A019206,A019152,2023JJ00,0.0
1695,A019206,A019152,2024JJ00,0.0
1696,A019206,A019154,2021JJ00,0.0
1697,A019206,A019154,2022JJ00,0.0
1698,A019206,A019154,2023JJ00,0.0
1699,A019206,A019154,2024JJ00,0.0
1700,A019206,A019155,2021JJ00,
1701,A019206,A019155,2022JJ00,
1702,A019206,A019155,2023JJ00,
1703,A019206,A019155,2024JJ00,
1704,A019206,A019156,2021JJ00,0.0
1705,A019206,A019156,2022JJ00,0.0
1706,A019206,A019156,2023JJ00,0.0
1707,A019206,A019156,2024JJ00,0.0
1708,A019206,A041720,2021JJ00,0.0
1709,A019206,A041720,2022JJ00,0.0
1710,A019206,A041720,2023JJ00,0.0
1711,A019206,A041720,2024JJ00,0.0
1712,A019206,A019157,2021JJ00,0.0
1713,A019206,A019157,2022JJ00,0.0
1714,A019206,A019157,2023JJ00,0.0
1715,A019206,A019157,2024JJ00,0.0
1716,A019206,A019158,2021JJ00,0.0
1717,A019206,A019158,2022JJ00,0.0
1718,A019206,A019158,2023JJ00,0.0
1719,A019206,A019158,2024JJ00,0.0
1720,A019206,A019161,2021JJ00,0.0
1721,A019206,A019161,2022JJ00,0.0
1722,A019206,A019161,2023JJ00,0.0
1723,A019206,A019161,2024JJ00,0.0
1724,A019206,A019162,2021JJ00,0.0
1725,A019206,A019162,2022JJ00,0.0
1726,A019206,A019162,2023JJ00,0.0
1727,A019206,A019162,2024JJ00,0.0
1728,A019206,A019163,2021JJ00,0.0
1729,A019206,A019163,2022JJ00,0.0
1730,A019206,A019163,2023JJ00,0.0
1731,A019206,A019163,2024JJ00,0.0
1732,A019206,A019164,2021JJ00,0.0
1733,A019206,A019164,2022JJ00,0.0
1734,A019206,A019164,2023JJ00,0.0
1735,A019206,A019164,2024JJ00,0.0
1736,A019206,A019165,2021JJ00,0.0
1737,A019206,A019165,2022JJ00,0.0
1738,A019206,A019165,2023JJ00,0.0
1739,A019206,A019165,2024JJ00,0.0
1740,A019207,A019149,2021JJ00,2153.0
1741,A019207,A019149,2022JJ00,2230.0
1742,A019207,A019149,2023JJ00,2310.0
1743,A019207,A019149,2024JJ00,2426.0
1744,A019207,A019150,2021JJ00,1691.0
1745,A019207,A019150,2022JJ00,1742.0
1746,A019207,A019150,2023JJ00,1818.0
1747,A019207,A019150,2024JJ00,1939.0
1748,A019207,A019151,2021JJ00,391.0
1749,A019207,A019151,2022JJ00,348.0
1750,A019207,A019151,2023JJ00,384.0
1751,A019207,A019151,2024JJ00,403.0
1752,A019207,A019152,2021JJ00,1300.0
1753,A019207,A019152,2022JJ00,1394.0
1754,A019207,A019152,2023JJ00,1435.0
1755,A019207,A019152,2024JJ00,1537.0
1756,A019207,A019154,2021JJ00,265.0
1757,A019207,A019154,2022JJ00,291.0
1758,A019207,A019154,2023JJ00,305.0
1759,A019207,A019154,2024JJ00,328.0
1760,A019207,A019155,2021JJ00,
1761,A019207,A019155,2022JJ00,
1762,A019207,A019155,2023JJ00,
1763,A019207,A019155,2024JJ00,
1764,A019207,A019156,2021JJ00,1035.0
1765,A019207,A019156,2022JJ00,1103.0
1766,A019207,A019156,2023JJ00,1130.0
1767,A019207,A019156,2024JJ00,1209.0
1768,A019207,A041720,2021JJ00,462.0
1769,A019207,A041720,2022JJ00,488.0
1770,A019207,A041720,2023JJ00,492.0
1771,A019207,A041720,2024JJ00,487.0
1772,A019207,A019157,2021JJ00,462.0
1773,A019207,A019157,2022JJ00,488.0
1774,A019207,A019157,2023JJ00,492.0
1775,A019207,A019157,2024JJ00,487.0
1776,A019207,A019158,2021JJ00,462.0
1777,A019207,A019158,2022JJ00,488.0
1778,A019207,A019158,2023JJ00,492.0
1779,A019207,A019158,2024JJ00,487.0
1780,A019207,A019161,2021JJ00,0.0
1781,A019207,A019161,2022JJ00,0.0
1782,A019207,A019161,2023JJ00,0.0
1783,A019207,A019161,2024JJ00,0.0
1784,A019207,A019162,2021JJ00,0.0
1785,A019207,A019162,2022JJ00,0.0
1786,A019207,A019162,2023JJ00,0.0
1787,A019207,A019162,2024JJ00,0.0
1788,A019207,A019163,2021JJ00,0.0
1789,A019207,A019163,2022JJ00,0.0
1790,A019207,A019163,2023JJ00,0.0
1791,A019207,A019163,2024JJ00,0.0
1792,A019207,A019164,2021JJ00,0.0
1793,A019207,A019164,2022JJ00,0.0
1794,A019207,A019164,2023JJ00,0.0
1795,A019207,A019164,2024JJ00,0.0
1796,A019207,A019165,2021JJ00,0.0
1797,A019207,A019165,2022JJ00,0.0
1798,A019207,A019165,2023JJ00,0.0
1799,A019207,A019165,2024JJ00,0.0
1800,A019208,A019149,2021JJ00,1479.0
1801,A019208,A019149,2022JJ00,1664.0
1802,A019208,A019149,2023JJ00,1713.0
1803,A019208,A019149,2024JJ00,1990.0
1804,A019208,A019150,2021JJ00,1316.0
1805,A019208,A019150,2022JJ00,1508.0
1806,A019208,A019150,2023JJ00,1502.0
1807,A019208,A019150,2024JJ00,1737.0
1808,A019208,A019151,2021JJ00,1289.0
1809,A019208,A019151,2022JJ00,1481.0
1810,A019208,A019151,2023JJ00,1467.0
1811,A019208,A019151,2024JJ00,1640.0
1812,A019208,A019152,2021JJ00,26.0
1813,A019208,A019152,2022JJ00,27.0
1814,A019208,A019152,2023JJ00,35.0
1815,A019208,A019152,2024JJ00,97.0
1816,A019208,A019154,2021JJ00,0.0
1817,A019208,A019154,2022JJ00,0.0
1818,A019208,A019154,2023JJ00,0.0
1819,A019208,A019154,2024JJ00,0.0
1820,A019208,A019155,2021JJ00,
1821,A019208,A019155,2022JJ00,
1822,A019208,A019155,2023JJ00,
1823,A019208,A019155,2024JJ00,
1824,A019208,A019156,2021JJ00,26.0
1825,A019208,A019156,2022JJ00,27.0
1826,A019208,A019156,2023JJ00,35.0
1827,A019208,A019156,2024JJ00,97.0
1828,A019208,A041720,2021JJ00,164.0
1829,A019208,A041720,2022JJ00,156.0
1830,A019208,A041720,2023JJ00,211.0
1831,A019208,A041720,2024JJ00,253.0
1832,A019208,A019157,2021JJ00,129.0
1833,A019208,A019157,2022JJ00,120.0
1834,A019208,A019157,2023JJ00,173.0
1835,A019208,A019157,2024JJ00,212.0
1836,A019208,A019158,2021JJ00,0.0
1837,A019208,A019158,2022JJ00,0.0
1838,A019208,A019158,2023JJ00,0.0
1839,A019208,A019158,2024JJ00,0.0
1840,A019208,A019161,2021JJ00,44.0
1841,A019208,A019161,2022JJ00,21.0
1842,A019208,A019161,2023JJ00,69.0
1843,A019208,A019161,2024JJ00,95.0
1844,A019208,A019162,2021JJ00,85.0
1845,A019208,A019162,2022JJ00,99.0
1846,A019208,A019162,2023JJ00,104.0
1847,A019208,A019162,2024JJ00,117.0
1848,A019208,A019163,2021JJ00,35.0
1849,A019208,A019163,2022JJ00,36.0
1850,A019208,A019163,2023JJ00,38.0
1851,A019208,A019163,2024JJ00,41.0
1852,A019208,A019164,2021JJ00,34.0
1853,A019208,A019164,2022JJ00,35.0
1854,A019208,A019164,2023JJ00,37.0
1855,A019208,A019164,2024JJ00,40.0
1856,A019208,A019165,2021JJ00,1.0
1857,A019208,A019165,2022JJ00,1.0
1858,A019208,A019165,2023JJ00,1.0
1859,A019208,A019165,2024JJ00,1.0
1860,A019213,A019149,2021JJ00,11177.0
1861,A019213,A019149,2022JJ00,11941.0
1862,A019213,A019149,2023JJ00,12969.0
1863,A019213,A019149,2024JJ00,14303.0
1864,A019213,A019150,2021JJ00,10811.0
1865,A019213,A019150,2022JJ00,11560.0
1866,A019213,A019150,2023JJ00,12568.0
1867,A019213,A019150,2024JJ00,13876.0
1868,A019213,A019151,2021JJ00,6091.0
1869,A019213,A019151,2022JJ00,6336.0
1870,A019213,A019151,2023JJ00,6757.0
1871,A019213,A019151,2024JJ00,7390.0
1872,A019213,A019152,2021JJ00,4720.0
1873,A019213,A019152,2022JJ00,5224.0
1874,A019213,A019152,2023JJ00,5811.0
1875,A019213,A019152,2024JJ00,6486.0
1876,A019213,A019154,2021JJ00,4720.0
1877,A019213,A019154,2022JJ00,5224.0
1878,A019213,A019154,2023JJ00,5811.0
1879,A019213,A019154,2024JJ00,6486.0
1880,A019213,A019155,2021JJ00,
1881,A019213,A019155,2022JJ00,
1882,A019213,A019155,2023JJ00,
1883,A019213,A019155,2024JJ00,
1884,A019213,A019156,2021JJ00,0.0
1885,A019213,A019156,2022JJ00,0.0
1886,A019213,A019156,2023JJ00,0.0
1887,A019213,A019156,2024JJ00,0.0
1888,A019213,A041720,2021JJ00,365.0
1889,A019213,A041720,2022JJ00,381.0
1890,A019213,A041720,2023JJ00,401.0
1891,A019213,A041720,2024JJ00,427.0
1892,A019213,A019157,2021JJ00,0.0
1893,A019213,A019157,2022JJ00,0.0
1894,A019213,A019157,2023JJ00,0.0
1895,A019213,A019157,2024JJ00,0.0
1896,A019213,A019158,2021JJ00,0.0
1897,A019213,A019158,2022JJ00,0.0
1898,A019213,A019158,2023JJ00,0.0
1899,A019213,A019158,2024JJ00,0.0
1900,A019213,A019161,2021JJ00,0.0
1901,A019213,A019161,2022JJ00,0.0
1902,A019213,A019161,2023JJ00,0.0
1903,A019213,A019161,2024JJ00,0.0
1904,A019213,A019162,2021JJ00,0.0
1905,A019213,A019162,2022JJ00,0.0
1906,A019213,A019162,2023JJ00,0.0
1907,A019213,A019162,2024JJ00,0.0
1908,A019213,A019163,2021JJ00,365.0
1909,A019213,A019163,2022JJ00,381.0
1910,A019213,A019163,2023JJ00,401.0
1911,A019213,A019163,2024JJ00,427.0
1912,A019213,A019164,2021JJ00,0.0
1913,A019213,A019164,2022JJ00,0.0
1914,A019213,A019164,2023JJ00,0.0
1915,A019213,A019164,2024JJ00,0.0
1916,A019213,A019165,2021JJ00,365.0
1917,A019213,A019165,2022JJ00,381.0
1918,A019213,A019165,2023JJ00,401.0
1919,A019213,A019165,2024JJ00,427.0
1920,A019214,A019149,2021JJ00,11177.0
1921,A019214,A019149,2022JJ00,11941.0
1922,A019214,A019149,2023JJ00,12969.0
1923,A019214,A019149,2024JJ00,14303.0
1924,A019214,A019150,2021JJ00,10811.0
1925,A019214,A019150,2022JJ00,11560.0
1926,A019214,A019150,2023JJ00,12568.0
1927,A019214,A019150,2024JJ00,13876.0
1928,A019214,A019151,2021JJ00,6091.0
1929,A019214,A019151,2022JJ00,6336.0
1930,A019214,A019151,2023JJ00,6757.0
1931,A019214,A019151,2024JJ00,7390.0
1932,A019214,A019152,2021JJ00,4720.0
