ID,Geslacht,Leeftijden,TypeZorg,BurgerlijkeStaat,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
2314,1,2, 0,0,2008JJ00,67820,7.66,7842,116,8.86
2315,1,2, 0,0,2009JJ00,67290,7.37,8094,120,8.86
2316,1,2, 0,0,2010JJ00,68405,7.31,8345,122,8.92
2317,1,2, 0,1,2004JJ00,7015,14.8,1048,149,22.11
2318,1,2, 0,1,2005JJ00,7295,14.98,1120,154,23.0
2319,1,2, 0,1,2006JJ00,7650,15.49,1206,158,24.43
2320,1,2, 0,1,2007JJ00,7785,15.48,1199,154,23.85
2321,1,2, 0,1,2008JJ00,7900,15.49,1217,154,23.86
2322,1,2, 0,1,2009JJ00,7990,15.24,1260,158,24.03
2323,1,2, 0,1,2010JJ00,8095,15.1,1282,158,23.91
2324,1,2, 0,2,2004JJ00,35780,5.63,3217,90,5.06
2325,1,2, 0,2,2005JJ00,35505,5.46,3100,87,4.77
2326,1,2, 0,2,2006JJ00,35805,5.41,3210,90,4.85
2327,1,2, 0,2,2007JJ00,35695,5.28,3131,88,4.63
2328,1,2, 0,2,2008JJ00,36305,5.22,3187,88,4.58
2329,1,2, 0,2,2009JJ00,35610,4.97,3300,93,4.6
2330,1,2, 0,2,2010JJ00,36420,4.96,3396,93,4.63
2331,1,2, 0,3,2004JJ00,15795,22.95,2207,140,32.08
2332,1,2, 0,3,2005JJ00,15140,22.03,2166,143,31.52
2333,1,2, 0,3,2006JJ00,15040,21.92,2242,149,32.67
2334,1,2, 0,3,2007JJ00,14700,21.45,2155,147,31.43
2335,1,2, 0,3,2008JJ00,14695,21.3,2186,149,31.68
2336,1,2, 0,3,2009JJ00,14370,20.63,2220,155,31.87
2337,1,2, 0,3,2010JJ00,14020,20.11,2216,158,31.79
2338,1,2, 0,4,2004JJ00,7245,13.23,954,132,17.42
2339,1,2, 0,4,2005JJ00,7490,12.94,1022,136,17.66
2340,1,2, 0,4,2006JJ00,7910,12.99,1119,141,18.37
2341,1,2, 0,4,2007JJ00,8315,12.93,1170,141,18.19
2342,1,2, 0,4,2008JJ00,8920,12.83,1252,140,18.0
2343,1,2, 0,4,2009JJ00,9325,12.6,1314,141,17.75
2344,1,2, 0,4,2010JJ00,9865,12.68,1451,147,18.64
2345,1,2, 1,0,2004JJ00,13390,1.66,1292,96,1.6
2346,1,2, 1,0,2005JJ00,17640,2.14,1888,107,2.29
2347,1,2, 1,0,2006JJ00,18785,2.23,2051,109,2.44
2348,1,2, 1,0,2007JJ00,18960,2.21,2094,110,2.44
2349,1,2, 1,0,2008JJ00,19465,2.2,2164,111,2.45
2350,1,2, 1,0,2009JJ00,19810,2.17,2304,116,2.52
2351,1,2, 1,0,2010JJ00,19960,2.13,2371,119,2.54
2352,1,2, 1,1,2004JJ00,1265,2.66,126,100,2.66
2353,1,2, 1,1,2005JJ00,2050,4.21,226,110,4.64
2354,1,2, 1,1,2006JJ00,2370,4.8,264,111,5.34
2355,1,2, 1,1,2007JJ00,2505,4.98,276,110,5.49
2356,1,2, 1,1,2008JJ00,2525,4.95,282,112,5.53
2357,1,2, 1,1,2009JJ00,2615,4.99,295,113,5.62
2358,1,2, 1,1,2010JJ00,2685,5.0,311,116,5.8
2359,1,2, 1,2,2004JJ00,4905,0.77,408,83,0.64
2360,1,2, 1,2,2005JJ00,5780,0.89,544,94,0.84
2361,1,2, 1,2,2006JJ00,5940,0.9,565,95,0.85
2362,1,2, 1,2,2007JJ00,5855,0.87,568,97,0.84
2363,1,2, 1,2,2008JJ00,6015,0.87,605,101,0.87
2364,1,2, 1,2,2009JJ00,6200,0.86,674,109,0.94
2365,1,2, 1,2,2010JJ00,6515,0.89,717,110,0.98
2366,1,2, 1,3,2004JJ00,5515,8.02,603,109,8.76
2367,1,2, 1,3,2005JJ00,7165,10.43,856,119,12.46
2368,1,2, 1,3,2006JJ00,7500,10.93,916,122,13.35
2369,1,2, 1,3,2007JJ00,7380,10.76,918,124,13.39
2370,1,2, 1,3,2008JJ00,7345,10.64,908,124,13.16
2371,1,2, 1,3,2009JJ00,7210,10.35,933,129,13.39
2372,1,2, 1,3,2010JJ00,6805,9.76,905,133,12.98
2373,1,2, 1,4,2004JJ00,1705,3.12,156,91,2.84
2374,1,2, 1,4,2005JJ00,2645,4.58,261,99,4.52
2375,1,2, 1,4,2006JJ00,2975,4.89,306,103,5.02
2376,1,2, 1,4,2007JJ00,3225,5.01,332,103,5.16
2377,1,2, 1,4,2008JJ00,3585,5.15,369,103,5.31
2378,1,2, 1,4,2009JJ00,3785,5.11,403,106,5.44
2379,1,2, 1,4,2010JJ00,3955,5.09,438,111,5.63
2380,1,2, 2,0,2004JJ00,4165,0.52,385,92,0.48
2381,1,2, 2,0,2005JJ00,4350,0.53,311,71,0.38
2382,1,2, 2,0,2006JJ00,5040,0.6,357,71,0.42
2383,1,2, 2,0,2007JJ00,7610,0.89,444,58,0.52
2384,1,2, 2,0,2008JJ00,10530,1.19,630,60,0.71
2385,1,2, 2,0,2009JJ00,12625,1.38,788,62,0.86
2386,1,2, 2,0,2010JJ00,14535,1.55,922,63,0.99
2387,1,2, 2,1,2004JJ00,470,1.0,53,113,1.13
2388,1,2, 2,1,2005JJ00,395,0.81,67,169,1.37
2389,1,2, 2,1,2006JJ00,380,0.77,76,199,1.54
2390,1,2, 2,1,2007JJ00,640,1.27,75,117,1.48
2391,1,2, 2,1,2008JJ00,935,1.83,79,85,1.55
2392,1,2, 2,1,2009JJ00,1110,2.12,89,80,1.7
2393,1,2, 2,1,2010JJ00,1305,2.43,97,74,1.8
2394,1,2, 2,2,2004JJ00,2475,0.39,209,85,0.33
2395,1,2, 2,2,2005JJ00,3260,0.5,190,58,0.29
2396,1,2, 2,2,2006JJ00,3900,0.59,207,53,0.31
2397,1,2, 2,2,2007JJ00,5745,0.85,279,48,0.41
2398,1,2, 2,2,2008JJ00,7725,1.11,420,54,0.6
2399,1,2, 2,2,2009JJ00,9180,1.28,562,61,0.78
2400,1,2, 2,2,2010JJ00,10490,1.43,657,63,0.9
2401,1,2, 2,3,2004JJ00,765,1.11,74,97,1.07
2402,1,2, 2,3,2005JJ00,435,0.63,17,39,0.25
2403,1,2, 2,3,2006JJ00,455,0.67,23,51,0.34
2404,1,2, 2,3,2007JJ00,745,1.08,29,39,0.42
2405,1,2, 2,3,2008JJ00,1100,1.6,61,55,0.89
2406,1,2, 2,3,2009JJ00,1305,1.87,71,54,1.01
2407,1,2, 2,3,2010JJ00,1570,2.25,95,60,1.36
2408,1,2, 2,4,2004JJ00,450,0.82,48,107,0.88
2409,1,2, 2,4,2005JJ00,260,0.45,37,144,0.65
2410,1,2, 2,4,2006JJ00,300,0.49,51,169,0.83
2411,1,2, 2,4,2007JJ00,480,0.75,62,130,0.97
2412,1,2, 2,4,2008JJ00,770,1.11,70,91,1.01
2413,1,2, 2,4,2009JJ00,1025,1.39,66,64,0.89
2414,1,2, 2,4,2010JJ00,1175,1.51,73,62,0.94
2415,1,2, 3,0,2004JJ00,14540,1.8,343,24,0.42
2416,1,2, 3,0,2005JJ00,11755,1.42,192,16,0.23
2417,1,2, 3,0,2006JJ00,11715,1.39,181,15,0.22
2418,1,2, 3,0,2007JJ00,10765,1.25,179,17,0.21
2419,1,2, 3,0,2008JJ00,9700,1.1,163,17,0.18
2420,1,2, 3,0,2009JJ00,8000,0.88,134,17,0.15
2421,1,2, 3,0,2010JJ00,7465,0.8,124,17,0.13
2422,1,2, 3,1,2004JJ00,940,1.98,29,30,0.6
2423,1,2, 3,1,2005JJ00,810,1.66,24,29,0.48
2424,1,2, 3,1,2006JJ00,920,1.86,25,27,0.5
2425,1,2, 3,1,2007JJ00,820,1.63,25,30,0.5
2426,1,2, 3,1,2008JJ00,735,1.44,24,33,0.47
2427,1,2, 3,1,2009JJ00,650,1.24,23,35,0.43
2428,1,2, 3,1,2010JJ00,560,1.04,15,27,0.28
2429,1,2, 3,2,2004JJ00,11620,1.83,271,23,0.43
2430,1,2, 3,2,2005JJ00,9245,1.42,140,15,0.21
2431,1,2, 3,2,2006JJ00,9040,1.37,125,14,0.19
2432,1,2, 3,2,2007JJ00,8270,1.22,121,15,0.18
2433,1,2, 3,2,2008JJ00,7565,1.09,113,15,0.16
2434,1,2, 3,2,2009JJ00,6150,0.86,90,15,0.13
2435,1,2, 3,2,2010JJ00,5730,0.78,87,15,0.12
2436,1,2, 3,3,2004JJ00,1125,1.64,24,21,0.34
2437,1,2, 3,3,2005JJ00,945,1.38,16,17,0.23
2438,1,2, 3,3,2006JJ00,965,1.4,17,18,0.25
2439,1,2, 3,3,2007JJ00,880,1.28,17,19,0.24
2440,1,2, 3,3,2008JJ00,710,1.03,13,18,0.18
2441,1,2, 3,3,2009JJ00,570,0.82,9,17,0.14
2442,1,2, 3,3,2010JJ00,560,0.8,10,17,0.14
2443,1,2, 3,4,2004JJ00,850,1.56,19,22,0.35
2444,1,2, 3,4,2005JJ00,755,1.3,13,18,0.23
2445,1,2, 3,4,2006JJ00,790,1.3,15,18,0.24
2446,1,2, 3,4,2007JJ00,800,1.25,16,20,0.25
2447,1,2, 3,4,2008JJ00,690,0.99,14,20,0.2
2448,1,2, 3,4,2009JJ00,630,0.85,12,19,0.16
2449,1,2, 3,4,2010JJ00,620,0.79,12,20,0.16
2450,1,2, 4,0,2004JJ00,9625,1.19,1326,138,1.64
2451,1,2, 4,0,2005JJ00,4885,0.59,726,149,0.88
2452,1,2, 4,0,2006JJ00,3785,0.45,606,160,0.72
2453,1,2, 4,0,2007JJ00,3730,0.43,665,178,0.77
2454,1,2, 4,0,2008JJ00,5005,0.57,1021,204,1.15
2455,1,2, 4,0,2009JJ00,6195,0.68,1384,223,1.52
2456,1,2, 4,0,2010JJ00,6835,0.73,1638,240,1.75
2457,1,2, 4,1,2004JJ00,1345,2.84,203,151,4.28
2458,1,2, 4,1,2005JJ00,765,1.58,118,154,2.43
2459,1,2, 4,1,2006JJ00,615,1.24,108,176,2.19
2460,1,2, 4,1,2007JJ00,635,1.26,126,199,2.51
2461,1,2, 4,1,2008JJ00,885,1.73,196,221,3.84
2462,1,2, 4,1,2009JJ00,1185,2.26,284,240,5.41
2463,1,2, 4,1,2010JJ00,1355,2.53,348,257,6.48
2464,1,2, 4,2,2004JJ00,3185,0.5,399,125,0.63
2465,1,2, 4,2,2005JJ00,1755,0.27,245,140,0.38
2466,1,2, 4,2,2006JJ00,1460,0.22,211,144,0.32
2467,1,2, 4,2,2007JJ00,1310,0.19,215,164,0.32
2468,1,2, 4,2,2008JJ00,1565,0.22,297,190,0.43
2469,1,2, 4,2,2009JJ00,1680,0.23,347,206,0.48
2470,1,2, 4,2,2010JJ00,1845,0.25,407,221,0.55
2471,1,2, 4,3,2004JJ00,3595,5.23,523,145,7.6
2472,1,2, 4,3,2005JJ00,1590,2.32,251,158,3.65
2473,1,2, 4,3,2006JJ00,1090,1.59,189,174,2.76
2474,1,2, 4,3,2007JJ00,1105,1.61,210,190,3.06
2475,1,2, 4,3,2008JJ00,1620,2.35,343,212,4.96
2476,1,2, 4,3,2009JJ00,2035,2.92,475,234,6.83
2477,1,2, 4,3,2010JJ00,2090,3.0,520,249,7.46
2478,1,2, 4,4,2004JJ00,1505,2.74,202,134,3.69
2479,1,2, 4,4,2005JJ00,775,1.34,112,145,1.94
2480,1,2, 4,4,2006JJ00,625,1.02,98,156,1.6
2481,1,2, 4,4,2007JJ00,680,1.06,114,167,1.77
2482,1,2, 4,4,2008JJ00,940,1.35,185,197,2.67
2483,1,2, 4,4,2009JJ00,1295,1.75,279,215,3.76
2484,1,2, 4,4,2010JJ00,1545,1.98,363,235,4.67
2485,1,2, 5,0,2004JJ00,2185,0.27,245,112,0.3
2486,1,2, 5,0,2005JJ00,2515,0.3,297,118,0.36
2487,1,2, 5,0,2006JJ00,2750,0.33,336,122,0.4
2488,1,2, 5,0,2007JJ00,2040,0.24,286,140,0.33
2489,1,2, 5,0,2008JJ00,1420,0.16,201,142,0.23
2490,1,2, 5,0,2009JJ00,1105,0.12,167,151,0.18
2491,1,2, 5,0,2010JJ00,935,0.1,141,150,0.15
2492,1,2, 5,1,2004JJ00,235,0.49,27,116,0.57
2493,1,2, 5,1,2005JJ00,355,0.73,43,121,0.89
2494,1,2, 5,1,2006JJ00,465,0.94,62,133,1.25
2495,1,2, 5,1,2007JJ00,375,0.75,57,151,1.13
2496,1,2, 5,1,2008JJ00,255,0.5,38,148,0.74
2497,1,2, 5,1,2009JJ00,215,0.41,34,160,0.66
2498,1,2, 5,1,2010JJ00,195,0.37,32,164,0.6
2499,1,2, 5,2,2004JJ00,1070,0.17,114,107,0.18
2500,1,2, 5,2,2005JJ00,965,0.15,99,102,0.15
2501,1,2, 5,2,2006JJ00,930,0.14,95,102,0.14
2502,1,2, 5,2,2007JJ00,610,0.09,74,121,0.11
2503,1,2, 5,2,2008JJ00,385,0.06,45,117,0.07
2504,1,2, 5,2,2009JJ00,310,0.04,41,132,0.06
2505,1,2, 5,2,2010JJ00,265,0.04,37,139,0.05
2506,1,2, 5,3,2004JJ00,585,0.85,71,121,1.03
2507,1,2, 5,3,2005JJ00,740,1.08,102,139,1.49
2508,1,2, 5,3,2006JJ00,790,1.15,108,137,1.58
2509,1,2, 5,3,2007JJ00,610,0.89,93,152,1.35
2510,1,2, 5,3,2008JJ00,450,0.65,72,160,1.04
2511,1,2, 5,3,2009JJ00,335,0.48,56,167,0.81
2512,1,2, 5,3,2010JJ00,240,0.34,35,148,0.51
2513,1,2, 5,4,2004JJ00,295,0.54,33,113,0.61
2514,1,2, 5,4,2005JJ00,455,0.78,53,117,0.92
2515,1,2, 5,4,2006JJ00,565,0.93,71,125,1.16
2516,1,2, 5,4,2007JJ00,440,0.69,63,142,0.98
2517,1,2, 5,4,2008JJ00,325,0.47,46,142,0.67
2518,1,2, 5,4,2009JJ00,245,0.33,36,146,0.48
2519,1,2, 5,4,2010JJ00,240,0.31,36,152,0.47
2520,1,2, 6,0,2004JJ00,11245,1.39,1158,103,1.43
2521,1,2, 6,0,2005JJ00,13045,1.58,1130,87,1.37
2522,1,2, 6,0,2006JJ00,13270,1.58,1217,92,1.45
2523,1,2, 6,0,2007JJ00,14675,1.71,1451,99,1.69
2524,1,2, 6,0,2008JJ00,14355,1.62,1460,102,1.65
2525,1,2, 6,0,2009JJ00,13450,1.47,1379,103,1.51
2526,1,2, 6,0,2010JJ00,13140,1.41,1365,104,1.46
2527,1,2, 6,1,2004JJ00,1110,2.34,138,124,2.91
2528,1,2, 6,1,2005JJ00,1055,2.17,98,92,2.0
2529,1,2, 6,1,2006JJ00,1035,2.09,106,102,2.14
2530,1,2, 6,1,2007JJ00,1165,2.32,143,122,2.84
2531,1,2, 6,1,2008JJ00,1145,2.25,144,126,2.83
2532,1,2, 6,1,2009JJ00,1005,1.92,128,127,2.43
2533,1,2, 6,1,2010JJ00,940,1.75,116,124,2.16
2534,1,2, 6,2,2004JJ00,8020,1.26,783,98,1.23
2535,1,2, 6,2,2005JJ00,10070,1.55,874,87,1.34
2536,1,2, 6,2,2006JJ00,10280,1.55,947,92,1.43
2537,1,2, 6,2,2007JJ00,11120,1.64,1095,99,1.62
2538,1,2, 6,2,2008JJ00,10815,1.56,1070,99,1.54
2539,1,2, 6,2,2009JJ00,10275,1.43,1028,100,1.43
2540,1,2, 6,2,2010JJ00,10010,1.36,1009,101,1.38
2541,1,2, 6,3,2004JJ00,1275,1.86,148,116,2.15
2542,1,2, 6,3,2005JJ00,1160,1.69,99,85,1.44
2543,1,2, 6,3,2006JJ00,1170,1.71,100,86,1.46
2544,1,2, 6,3,2007JJ00,1380,2.01,117,85,1.71
2545,1,2, 6,3,2008JJ00,1325,1.92,133,100,1.92
2546,1,2, 6,3,2009JJ00,1160,1.67,122,105,1.75
2547,1,2, 6,3,2010JJ00,1150,1.65,127,111,1.83
2548,1,2, 6,4,2004JJ00,835,1.53,89,107,1.63
2549,1,2, 6,4,2005JJ00,760,1.31,59,78,1.02
2550,1,2, 6,4,2006JJ00,790,1.3,63,80,1.04
2551,1,2, 6,4,2007JJ00,1005,1.57,96,95,1.49
2552,1,2, 6,4,2008JJ00,1070,1.54,113,106,1.63
2553,1,2, 6,4,2009JJ00,1010,1.36,102,101,1.38
2554,1,2, 6,4,2010JJ00,1040,1.34,113,108,1.45
2555,1,2, 7,0,2004JJ00,10690,1.32,2677,250,3.32
2556,1,2, 7,0,2005JJ00,11230,1.36,2863,255,3.47
2557,1,2, 7,0,2006JJ00,11065,1.32,3029,274,3.6
2558,1,2, 7,0,2007JJ00,8725,1.01,2536,291,2.95
2559,1,2, 7,0,2008JJ00,7345,0.83,2203,300,2.49
2560,1,2, 7,0,2009JJ00,6105,0.67,1938,317,2.12
2561,1,2, 7,0,2010JJ00,5535,0.59,1784,322,1.91
2562,1,2, 7,1,2004JJ00,1655,3.49,472,286,9.96
2563,1,2, 7,1,2005JJ00,1865,3.83,544,292,11.19
2564,1,2, 7,1,2006JJ00,1870,3.79,566,303,11.47
2565,1,2, 7,1,2007JJ00,1650,3.28,498,302,9.9
2566,1,2, 7,1,2008JJ00,1425,2.79,454,319,8.9
2567,1,2, 7,1,2009JJ00,1205,2.3,408,338,7.79
2568,1,2, 7,1,2010JJ00,1060,1.98,363,343,6.77
2569,1,2, 7,2,2004JJ00,4505,0.71,1033,229,1.62
2570,1,2, 7,2,2005JJ00,4430,0.68,1009,228,1.55
2571,1,2, 7,2,2006JJ00,4255,0.64,1060,249,1.6
2572,1,2, 7,2,2007JJ00,2785,0.41,780,280,1.15
2573,1,2, 7,2,2008JJ00,2230,0.32,638,286,0.92
2574,1,2, 7,2,2009JJ00,1810,0.25,558,308,0.78
2575,1,2, 7,2,2010JJ00,1575,0.21,483,306,0.66
2576,1,2, 7,3,2004JJ00,2930,4.26,765,261,11.12
2577,1,2, 7,3,2005JJ00,3100,4.51,824,266,11.99
2578,1,2, 7,3,2006JJ00,3070,4.47,886,289,12.92
2579,1,2, 7,3,2007JJ00,2610,3.8,771,296,11.25
2580,1,2, 7,3,2008JJ00,2150,3.11,658,306,9.53
2581,1,2, 7,3,2009JJ00,1755,2.52,554,316,7.96
2582,1,2, 7,3,2010JJ00,1605,2.31,524,326,7.52
2583,1,2, 7,4,2004JJ00,1600,2.93,407,254,7.43
2584,1,2, 7,4,2005JJ00,1840,3.18,485,264,8.39
2585,1,2, 7,4,2006JJ00,1870,3.07,516,276,8.47
2586,1,2, 7,4,2007JJ00,1680,2.62,487,289,7.57
2587,1,2, 7,4,2008JJ00,1540,2.22,454,294,6.53
2588,1,2, 7,4,2009JJ00,1335,1.8,417,312,5.64
2589,1,2, 7,4,2010JJ00,1290,1.66,414,321,5.33
2590,1,2, 8,0,2004JJ00,35890,4.45,2983,83,3.7
2591,1,2, 8,0,2005JJ00,36275,4.4,3706,102,4.49
2592,1,2, 8,0,2006JJ00,36380,4.33,3925,108,4.67
2593,1,2, 8,0,2007JJ00,33450,3.89,3799,114,4.42
2594,1,2, 8,0,2008JJ00,33235,3.76,3841,116,4.34
2595,1,2, 8,0,2009JJ00,33220,3.64,4036,122,4.42
2596,1,2, 8,0,2010JJ00,33265,3.56,4131,124,4.42
2597,1,2, 8,1,2004JJ00,4495,9.48,372,83,7.85
2598,1,2, 8,1,2005JJ00,5035,10.35,547,109,11.24
2599,1,2, 8,1,2006JJ00,5315,10.77,615,116,12.46
2600,1,2, 8,1,2007JJ00,5160,10.26,610,118,12.13
2601,1,2, 8,1,2008JJ00,5085,9.97,608,119,11.91
2602,1,2, 8,1,2009JJ00,5225,9.96,646,124,12.32
2603,1,2, 8,1,2010JJ00,5295,9.88,669,126,12.49
2604,1,2, 8,2,2004JJ00,13665,2.15,969,71,1.52
2605,1,2, 8,2,2005JJ00,12930,1.99,1087,84,1.67
2606,1,2, 8,2,2006JJ00,12585,1.9,1109,88,1.68
2607,1,2, 8,2,2007JJ00,10560,1.56,1035,98,1.53
2608,1,2, 8,2,2008JJ00,10200,1.47,1046,103,1.5
2609,1,2, 8,2,2009JJ00,10005,1.39,1108,111,1.55
2610,1,2, 8,2,2010JJ00,10195,1.39,1153,113,1.57
2611,1,2, 8,3,2004JJ00,12625,18.35,1232,98,17.9
2612,1,2, 8,3,2005JJ00,12595,18.33,1493,119,21.73
2613,1,2, 8,3,2006JJ00,12450,18.14,1548,124,22.56
2614,1,2, 8,3,2007JJ00,11700,17.07,1491,127,21.76
2615,1,2, 8,3,2008JJ00,11560,16.75,1477,128,21.4
2616,1,2, 8,3,2009JJ00,11335,16.27,1512,133,21.71
2617,1,2, 8,3,2010JJ00,10745,15.41,1469,137,21.07
2618,1,2, 8,4,2004JJ00,5110,9.33,410,80,7.49
2619,1,2, 8,4,2005JJ00,5715,9.88,579,101,10.0
2620,1,2, 8,4,2006JJ00,6035,9.91,653,108,10.72
2621,1,2, 8,4,2007JJ00,6025,9.37,663,110,10.32
2622,1,2, 8,4,2008JJ00,6390,9.19,710,111,10.21
2623,1,2, 8,4,2009JJ00,6660,9.0,770,116,10.4
2624,1,2, 8,4,2010JJ00,7030,9.04,839,119,10.79
2625,1,2, 9,0,2004JJ00,35725,4.43,2794,78,3.46
2626,1,2, 9,0,2005JJ00,33515,4.06,2312,69,2.8
2627,1,2, 9,0,2006JJ00,33160,3.95,2485,75,2.96
2628,1,2, 9,0,2007JJ00,34735,4.04,2611,75,3.04
2629,1,2, 9,0,2008JJ00,37235,4.21,2985,80,3.37
2630,1,2, 9,0,2009JJ00,38375,4.2,3194,83,3.5
2631,1,2, 9,0,2010JJ00,40045,4.28,3398,85,3.63
2632,1,2, 9,1,2004JJ00,4580,9.66,487,106,10.27
2633,1,2, 9,1,2005JJ00,4080,8.38,384,94,7.88
2634,1,2, 9,1,2006JJ00,3900,7.9,391,100,7.92
2635,1,2, 9,1,2007JJ00,4085,8.13,399,98,7.93
2636,1,2, 9,1,2008JJ00,4390,8.6,453,103,8.89
2637,1,2, 9,1,2009JJ00,4505,8.59,481,107,9.17
2638,1,2, 9,1,2010JJ00,4655,8.69,500,107,9.33
2639,1,2, 9,2,2004JJ00,18185,2.86,1200,66,1.89
2640,1,2, 9,2,2005JJ00,19515,3.0,1200,61,1.85
2641,1,2, 9,2,2006JJ00,19890,3.01,1337,67,2.02
2642,1,2, 9,2,2007JJ00,20965,3.1,1419,68,2.1
2643,1,2, 9,2,2008JJ00,22335,3.21,1583,71,2.28
2644,1,2, 9,2,2009JJ00,22945,3.2,1709,74,2.38
2645,1,2, 9,2,2010JJ00,23920,3.26,1783,75,2.43
2646,1,2, 9,3,2004JJ00,8565,12.45,718,84,10.43
2647,1,2, 9,3,2005JJ00,6285,9.15,443,70,6.45
2648,1,2, 9,3,2006JJ00,5785,8.43,452,78,6.58
2649,1,2, 9,3,2007JJ00,5835,8.51,452,77,6.59
2650,1,2, 9,3,2008JJ00,6195,8.98,548,88,7.93
2651,1,2, 9,3,2009JJ00,6255,8.98,576,92,8.27
2652,1,2, 9,3,2010JJ00,6415,9.2,623,97,8.93
2653,1,2, 9,4,2004JJ00,4390,8.02,390,89,7.12
2654,1,2, 9,4,2005JJ00,3635,6.28,285,78,4.92
2655,1,2, 9,4,2006JJ00,3585,5.88,305,85,5.0
2656,1,2, 9,4,2007JJ00,3850,5.99,341,89,5.3
2657,1,2, 9,4,2008JJ00,4320,6.21,401,93,5.77
2658,1,2, 9,4,2009JJ00,4665,6.3,427,92,5.77
2659,1,2, 9,4,2010JJ00,5055,6.49,493,98,6.33
2660,1,2,10,0,2004JJ00,38655,4.79,1649,43,2.04
2661,1,2,10,0,2005JJ00,38550,4.67,1389,36,1.68
2662,1,2,10,0,2006JJ00,38795,4.62,1367,35,1.63
2663,1,2,10,0,2007JJ00,36205,4.21,1245,34,1.45
2664,1,2,10,0,2008JJ00,32820,3.71,1016,31,1.15
2665,1,2,10,0,2009JJ00,28660,3.14,864,30,0.95
2666,1,2,10,0,2010JJ00,27075,2.9,816,30,0.87
2667,1,2,10,1,2004JJ00,3935,8.3,189,48,3.99
2668,1,2,10,1,2005JJ00,4085,8.39,189,46,3.88
2669,1,2,10,1,2006JJ00,4285,8.68,200,47,4.05
2670,1,2,10,1,2007JJ00,4010,7.97,190,47,3.78
2671,1,2,10,1,2008JJ00,3560,6.98,156,44,3.06
2672,1,2,10,1,2009JJ00,3080,5.87,134,43,2.55
2673,1,2,10,1,2010JJ00,2755,5.14,112,41,2.09
2674,1,2,10,2,2004JJ00,25215,3.96,1049,42,1.65
2675,1,2,10,2,2005JJ00,24710,3.8,813,33,1.25
2676,1,2,10,2,2006JJ00,24500,3.7,764,31,1.15
2677,1,2,10,2,2007JJ00,22785,3.37,677,30,1.0
2678,1,2,10,2,2008JJ00,21000,3.02,558,27,0.8
2679,1,2,10,2,2009JJ00,18545,2.59,482,26,0.67
2680,1,2,10,2,2010JJ00,17575,2.39,460,26,0.63
2681,1,2,10,3,2004JJ00,5915,8.6,257,44,3.74
2682,1,2,10,3,2005JJ00,5945,8.65,229,39,3.34
2683,1,2,10,3,2006JJ00,5995,8.74,242,40,3.53
2684,1,2,10,3,2007JJ00,5475,7.99,212,39,3.09
2685,1,2,10,3,2008JJ00,4635,6.71,162,35,2.34
2686,1,2,10,3,2009JJ00,3820,5.48,131,34,1.89
2687,1,2,10,3,2010JJ00,3555,5.1,125,35,1.79
2688,1,2,10,4,2004JJ00,3585,6.55,154,43,2.8
2689,1,2,10,4,2005JJ00,3805,6.58,158,42,2.73
2690,1,2,10,4,2006JJ00,4015,6.59,161,40,2.65
2691,1,2,10,4,2007JJ00,3935,6.12,166,42,2.58
2692,1,2,10,4,2008JJ00,3625,5.21,140,39,2.02
2693,1,2,10,4,2009JJ00,3215,4.35,117,36,1.58
2694,1,2,10,4,2010JJ00,3190,4.1,119,37,1.53
2695,1,3, 0,0,2004JJ00,62385,30.13,10112,162,48.83
2696,1,3, 0,0,2005JJ00,64420,30.14,10315,160,48.25
2697,1,3, 0,0,2006JJ00,67880,30.77,10897,161,49.4
2698,1,3, 0,0,2007JJ00,69960,30.73,11107,159,48.78
2699,1,3, 0,0,2008JJ00,72520,30.66,11336,156,47.93
2700,1,3, 0,0,2009JJ00,75095,30.64,11930,159,48.69
2701,1,3, 0,0,2010JJ00,78155,30.56,12548,161,49.07
2702,1,3, 0,1,2004JJ00,2825,29.47,511,181,53.32
2703,1,3, 0,1,2005JJ00,2975,30.27,542,182,55.18
2704,1,3, 0,1,2006JJ00,3155,31.51,607,192,60.58
2705,1,3, 0,1,2007JJ00,3305,31.97,612,185,59.23
2706,1,3, 0,1,2008JJ00,3415,31.64,610,179,56.55
2707,1,3, 0,1,2009JJ00,3560,32.06,632,177,56.89
2708,1,3, 0,1,2010JJ00,3805,32.08,699,184,58.93
2709,1,3, 0,2,2004JJ00,30925,24.06,4207,136,32.73
2710,1,3, 0,2,2005JJ00,31860,23.93,4149,130,31.16
2711,1,3, 0,2,2006JJ00,33735,24.44,4345,129,31.47
2712,1,3, 0,2,2007JJ00,34745,24.29,4434,128,30.99
2713,1,3, 0,2,2008JJ00,36200,24.3,4518,125,30.32
2714,1,3, 0,2,2009JJ00,37555,24.2,4778,127,30.79
2715,1,3, 0,2,2010JJ00,39575,24.36,5078,128,31.26
2716,1,3, 0,3,2004JJ00,26335,42.43,5011,190,80.74
2717,1,3, 0,3,2005JJ00,27125,42.73,5183,191,81.64
2718,1,3, 0,3,2006JJ00,28335,43.72,5494,194,84.77
2719,1,3, 0,3,2007JJ00,29015,43.95,5565,192,84.3
2720,1,3, 0,3,2008JJ00,29745,43.92,5666,191,83.67
