ID,Sectoren,Perioden,TotaalBelastingen_1,BTWBelastingOverToegevoegdeWaarde_2,LoonEnInkomstenbelasting_3,Vennootschapsbelasting_4,Accijnzen_5,VerbruiksbelOpMilieugrondslag_6,Milieuheffingen_7,Motorrijtuigenbelasting_8,BPMBelPersonenautoSEnMotorrijw_9,Overdrachtsbelasting_10,Onroerendezaakbelasting_11,Dividendbelasting_12,Vermogensheffingen_13,Assurantiebelasting_14,Kansspelbelasting_15,BankenbelastingInclResolutieheffing_16,Verhuurderheffing_17,Loonkostenheffing_18,OverigeBelastingen_19,TotaalBelastOpProductieEnInvoer_20,TotaalProductgebondenBelastingen_21,BTWBelastingOverToegevoegdeWaarde_22,TotaalAccijnzen_23,Benzineaccijns_24,AccijnsOpOverigeMineraleOlien_25,Tabakaccijns_26,Alcoholaccijns_27,Bieraccijns_28,WijnaccijnsEAMousserendeDranken_29,OverigeAccijnzen_30,VerbruiksbelOpAlcoholvrijeDranken_31,BelastingenOpMilieugrondslag_32,BPMBelOpPersonenautoSEnMotorrijw_33,Kansspelbelasting_34,Overdrachtsbelasting_35,Assurantiebelasting_36,Kapitaalbelasting_37,VoorraadheffingAardolieprodukten_38,TotaalNietProductgebondenBelastingen_39,Onroerendezaakbelasting_40,Motorrijtuigenbelasting_41,TotaalMilieuheffingen_42,Rioolrechten_43,HeffingenOpWaterverontreiniging_44,OmslagheffingWaterschappen_45,OverigeMilieuheffingen_46,BankenbelastingInclResolutieheffing_47,Verhuurderheffing_48,Loonkostenheffing_49,PBOHeffingen_50,InschrijfgeldenKamerVanKoophandel_51,Toeristenbelasting_52,NietProductgebondenOverig_53,TotaalBelastOpInkomenEnVermogen_54,TotaalBelastingenOpInkomen_55,Vennootschapsbelasting_56,Loonbelasting_57,Inkomstenbelasting_58,Dividendbelasting_59,Kansspelbelasting_60,TotaalBelastingenOpVermogen_61,Onroerendezaakbelasting_62,Vermogensbelasting_63,Motorrijtuigenbelasting_64,TotaalMilieuheffingen_65,Rioolrechten_66,HeffingenOpWaterverontreiniging_67,OmslagheffingWaterschappen_68,OverigeBelastingenInkomenEnVermogen_69,Vermogensheffingen_70
35,10,2012KW03,31366.0,10033.0,10703.0,2077.0,2713.0,722.0,1048.0,1249.0,256.0,251.0,852.0,460.0,341.0,233.0,100.0,,,40.0,288.0,16006.0,14326.0,10033.0,2713.0,954.0,858.0,650.0,77.0,100.0,68.0,6.0,46.0,722.0,256.0,50.0,251.0,233.0,0.0,22.0,1680.0,852.0,241.0,420.0,61.0,78.0,179.0,102.0,,,40.0,40.0,40.0,36.0,11.0,15019.0,13290.0,2077.0,10434.0,269.0,460.0,50.0,1729.0,,4.0,1008.0,628.0,308.0,204.0,116.0,89.0,341.0
36,10,2012KW04,32816.0,12556.0,7712.0,2689.0,2908.0,1191.0,1020.0,1227.0,317.0,294.0,827.0,547.0,398.0,274.0,123.0,536.0,,11.0,186.0,19830.0,17665.0,12556.0,2908.0,1006.0,907.0,683.0,116.0,98.0,89.0,9.0,37.0,1191.0,317.0,62.0,294.0,274.0,0.0,26.0,2165.0,827.0,237.0,412.0,48.0,79.0,179.0,106.0,536.0,,11.0,44.0,37.0,45.0,16.0,12588.0,11009.0,2689.0,10246.0,-2534.0,547.0,61.0,1579.0,,0.0,990.0,608.0,289.0,201.0,118.0,-19.0,398.0
37,10,2012JJ00,135482.0,41699.0,44305.0,11854.0,11289.0,4013.0,4174.0,5015.0,1500.0,1128.0,3337.0,2481.0,1383.0,1145.0,459.0,536.0,,165.0,999.0,68466.0,61248.0,41699.0,11289.0,4007.0,3578.0,2653.0,348.0,387.0,289.0,27.0,158.0,4013.0,1500.0,230.0,1128.0,1145.0,0.0,86.0,7218.0,3337.0,968.0,1678.0,227.0,323.0,721.0,407.0,536.0,,165.0,165.0,151.0,159.0,59.0,65633.0,58869.0,11854.0,45207.0,-902.0,2481.0,229.0,6764.0,,2.0,4047.0,2496.0,1192.0,838.0,466.0,219.0,1383.0
38,10,2013KW01,34584.0,9404.0,10554.0,4187.0,2605.0,1712.0,1035.0,1238.0,305.0,242.0,851.0,508.0,356.0,834.0,100.0,126.0,12.0,185.0,330.0,17177.0,15202.0,9404.0,2605.0,987.0,880.0,528.0,57.0,82.0,64.0,7.0,35.0,1712.0,305.0,50.0,242.0,834.0,0.0,15.0,1975.0,851.0,239.0,364.0,59.0,84.0,191.0,30.0,126.0,12.0,185.0,35.0,,32.0,131.0,17051.0,15299.0,4187.0,10613.0,-59.0,508.0,50.0,1752.0,,0.0,999.0,671.0,331.0,217.0,123.0,82.0,356.0
39,10,2013KW02,37997.0,10359.0,14884.0,2706.0,2829.0,1054.0,985.0,1290.0,253.0,236.0,858.0,724.0,434.0,573.0,128.0,127.0,13.0,187.0,357.0,17449.0,15437.0,10359.0,2829.0,1026.0,945.0,588.0,74.0,112.0,78.0,6.0,40.0,1054.0,253.0,64.0,236.0,573.0,0.0,29.0,2012.0,858.0,248.0,350.0,58.0,85.0,190.0,17.0,127.0,13.0,187.0,36.0,,50.0,143.0,20114.0,18378.0,2706.0,13986.0,898.0,724.0,64.0,1736.0,,0.0,1042.0,635.0,296.0,216.0,123.0,59.0,434.0
40,10,2013KW03,33057.0,10223.0,10541.0,2762.0,2701.0,843.0,1009.0,1229.0,237.0,269.0,861.0,588.0,495.0,473.0,130.0,127.0,13.0,207.0,349.0,16894.0,14881.0,10223.0,2701.0,984.0,905.0,548.0,70.0,112.0,76.0,6.0,41.0,843.0,237.0,65.0,269.0,473.0,0.0,29.0,2013.0,861.0,238.0,359.0,58.0,83.0,190.0,28.0,127.0,13.0,207.0,36.0,,36.0,136.0,15668.0,13956.0,2762.0,10480.0,61.0,588.0,65.0,1712.0,,1.0,991.0,650.0,309.0,218.0,123.0,70.0,495.0
41,10,2013KW04,33469.0,12438.0,8230.0,2792.0,2750.0,1388.0,968.0,1210.0,364.0,357.0,869.0,371.0,446.0,463.0,119.0,127.0,10.0,225.0,342.0,19910.0,17886.0,12438.0,2750.0,963.0,900.0,564.0,105.0,107.0,103.0,8.0,38.0,1388.0,364.0,60.0,357.0,463.0,0.0,28.0,2024.0,869.0,234.0,348.0,59.0,75.0,190.0,24.0,127.0,10.0,225.0,32.0,,46.0,133.0,13113.0,11452.0,2792.0,10467.0,-2237.0,371.0,59.0,1661.0,,0.0,976.0,620.0,293.0,204.0,123.0,65.0,446.0
42,10,2013JJ00,139107.0,42424.0,44209.0,12447.0,10885.0,4997.0,3997.0,4967.0,1159.0,1104.0,3439.0,2191.0,1731.0,2343.0,477.0,507.0,48.0,804.0,1378.0,71430.0,63406.0,42424.0,10885.0,3960.0,3630.0,2228.0,306.0,413.0,321.0,27.0,154.0,4997.0,1159.0,239.0,1104.0,2343.0,0.0,101.0,8024.0,3439.0,959.0,1421.0,234.0,327.0,761.0,99.0,507.0,48.0,804.0,139.0,,164.0,543.0,65946.0,59085.0,12447.0,45546.0,-1337.0,2191.0,238.0,6861.0,,1.0,4008.0,2576.0,1229.0,855.0,492.0,276.0,1731.0
43,10,2014KW01,36577.0,9810.0,10264.0,4826.0,2870.0,1503.0,1052.0,1340.0,317.0,315.0,871.0,941.0,317.0,844.0,116.0,362.0,306.0,214.0,309.0,18348.0,15792.0,9810.0,2870.0,1042.0,984.0,621.0,63.0,87.0,67.0,6.0,47.0,1503.0,317.0,58.0,315.0,844.0,0.0,28.0,2556.0,871.0,258.0,389.0,59.0,82.0,196.0,52.0,362.0,306.0,214.0,8.0,,27.0,121.0,17912.0,16089.0,4826.0,10549.0,-285.0,941.0,58.0,1823.0,,0.0,1082.0,663.0,314.0,220.0,129.0,78.0,317.0
44,10,2014KW02,41255.0,10886.0,15415.0,4006.0,2970.0,954.0,1058.0,1386.0,284.0,363.0,891.0,844.0,357.0,506.0,96.0,362.0,306.0,216.0,355.0,18696.0,16094.0,10886.0,2970.0,1004.0,966.0,711.0,76.0,124.0,83.0,6.0,57.0,954.0,284.0,48.0,363.0,506.0,0.0,26.0,2602.0,891.0,266.0,388.0,60.0,82.0,196.0,50.0,362.0,306.0,216.0,8.0,,42.0,123.0,22202.0,20313.0,4006.0,13880.0,1535.0,844.0,48.0,1889.0,,0.0,1120.0,670.0,321.0,220.0,129.0,99.0,357.0
45,10,2014KW03,34952.0,9774.0,11367.0,3309.0,2773.0,860.0,1067.0,1356.0,240.0,365.0,903.0,692.0,368.0,506.0,112.0,362.0,306.0,225.0,367.0,17287.0,14656.0,9774.0,2773.0,942.0,911.0,646.0,72.0,116.0,80.0,6.0,56.0,860.0,240.0,56.0,365.0,506.0,0.0,26.0,2631.0,903.0,261.0,389.0,59.0,81.0,196.0,53.0,362.0,306.0,225.0,9.0,,54.0,122.0,17297.0,15424.0,3309.0,10603.0,764.0,692.0,56.0,1873.0,,0.0,1095.0,678.0,328.0,219.0,131.0,100.0,368.0
46,10,2014KW04,34974.0,12238.0,8420.0,2370.0,2985.0,1493.0,1027.0,1352.0,280.0,523.0,877.0,997.0,483.0,510.0,116.0,367.0,306.0,296.0,334.0,20850.0,18167.0,12238.0,2985.0,1054.0,972.0,654.0,100.0,96.0,100.0,9.0,53.0,1493.0,280.0,58.0,523.0,510.0,0.0,27.0,2683.0,877.0,263.0,387.0,57.0,81.0,190.0,59.0,367.0,306.0,296.0,8.0,,57.0,122.0,13641.0,11845.0,2370.0,10624.0,-2204.0,997.0,58.0,1796.0,,0.0,1089.0,640.0,299.0,213.0,128.0,67.0,483.0
47,10,2014JJ00,147758.0,42708.0,45466.0,14511.0,11598.0,4810.0,4204.0,5434.0,1121.0,1566.0,3542.0,3474.0,1525.0,2366.0,440.0,1453.0,1224.0,951.0,1365.0,75181.0,64709.0,42708.0,11598.0,4042.0,3833.0,2632.0,311.0,423.0,330.0,27.0,213.0,4810.0,1121.0,220.0,1566.0,2366.0,0.0,107.0,10472.0,3542.0,1048.0,1553.0,235.0,326.0,778.0,214.0,1453.0,1224.0,951.0,33.0,,180.0,488.0,71052.0,63671.0,14511.0,45656.0,-190.0,3474.0,220.0,7381.0,,0.0,4386.0,2651.0,1262.0,872.0,517.0,344.0,1525.0
48,10,2015KW01,39832.0,10288.0,12275.0,6115.0,2619.0,1583.0,1075.0,1381.0,354.0,340.0,918.0,887.0,360.0,852.0,126.0,113.0,336.0,39.0,171.0,18277.0,16169.0,10288.0,2619.0,978.0,875.0,508.0,73.0,105.0,73.0,7.0,44.0,1583.0,354.0,63.0,340.0,852.0,0.0,26.0,2108.0,918.0,265.0,404.0,58.0,81.0,210.0,55.0,113.0,336.0,39.0,0.0,,22.0,11.0,21195.0,19340.0,6115.0,12300.0,-25.0,887.0,63.0,1855.0,,0.0,1116.0,671.0,319.0,221.0,131.0,68.0,360.0
49,10,2015KW02,44165.0,10889.0,18893.0,3635.0,2934.0,1058.0,1084.0,1429.0,310.0,394.0,916.0,884.0,369.0,502.0,118.0,113.0,339.0,55.0,243.0,18412.0,16227.0,10889.0,2934.0,1059.0,987.0,598.0,77.0,121.0,86.0,6.0,55.0,1058.0,310.0,59.0,394.0,502.0,0.0,26.0,2185.0,916.0,274.0,410.0,64.0,81.0,210.0,55.0,113.0,339.0,55.0,0.0,,65.0,13.0,25384.0,23471.0,3635.0,15816.0,3077.0,884.0,59.0,1913.0,,0.0,1155.0,674.0,322.0,221.0,131.0,84.0,369.0
50,10,2015KW03,35076.0,10641.0,11089.0,3125.0,2760.0,925.0,1069.0,1338.0,299.0,488.0,917.0,762.0,366.0,482.0,96.0,126.0,338.0,36.0,219.0,17890.0,15729.0,10641.0,2760.0,1011.0,919.0,553.0,75.0,119.0,78.0,5.0,59.0,925.0,299.0,48.0,488.0,482.0,0.0,27.0,2161.0,917.0,256.0,406.0,60.0,82.0,209.0,55.0,126.0,338.0,36.0,0.0,,72.0,10.0,16820.0,15024.0,3125.0,11743.0,-654.0,762.0,48.0,1796.0,,0.0,1082.0,663.0,312.0,221.0,130.0,51.0,366.0
51,10,2015KW04,37227.0,13061.0,9130.0,3233.0,2894.0,1458.0,1073.0,1391.0,499.0,550.0,940.0,583.0,519.0,539.0,136.0,580.0,332.0,78.0,231.0,21802.0,19145.0,13061.0,2894.0,1061.0,976.0,563.0,89.0,106.0,92.0,7.0,49.0,1458.0,499.0,68.0,550.0,539.0,0.0,27.0,2657.0,940.0,274.0,397.0,63.0,84.0,203.0,47.0,580.0,332.0,78.0,0.0,,47.0,9.0,14906.0,13014.0,3233.0,14094.0,-4964.0,583.0,68.0,1892.0,,0.0,1117.0,676.0,333.0,221.0,122.0,99.0,519.0
52,10,2015JJ00,156300.0,44879.0,51387.0,16108.0,11207.0,5024.0,4301.0,5539.0,1462.0,1772.0,3691.0,3116.0,1614.0,2375.0,476.0,932.0,1345.0,208.0,864.0,76381.0,67270.0,44879.0,11207.0,4109.0,3757.0,2222.0,314.0,451.0,329.0,25.0,207.0,5024.0,1462.0,238.0,1772.0,2375.0,0.0,106.0,9111.0,3691.0,1069.0,1617.0,245.0,328.0,832.0,212.0,932.0,1345.0,208.0,0.0,,206.0,43.0,78305.0,70849.0,16108.0,53953.0,-2566.0,3116.0,238.0,7456.0,,0.0,4470.0,2684.0,1286.0,884.0,514.0,302.0,1614.0
53,10,2016KW01,42068.0,10854.0,12292.0,7432.0,2804.0,1691.0,1095.0,1389.0,407.0,513.0,957.0,448.0,381.0,856.0,114.0,228.0,365.0,37.0,205.0,19557.0,17262.0,10854.0,2804.0,1040.0,926.0,567.0,84.0,98.0,82.0,7.0,53.0,1691.0,407.0,57.0,513.0,856.0,0.0,27.0,2295.0,957.0,268.0,404.0,62.0,83.0,204.0,55.0,228.0,365.0,37.0,0.0,,22.0,14.0,22130.0,20229.0,7432.0,12386.0,-94.0,448.0,57.0,1901.0,,0.0,1121.0,691.0,324.0,231.0,136.0,89.0,381.0
54,10,2016KW02,44822.0,11688.0,15329.0,5870.0,2959.0,1095.0,1107.0,1407.0,399.0,503.0,937.0,1578.0,401.0,539.0,118.0,229.0,371.0,37.0,255.0,19671.0,17336.0,11688.0,2959.0,1045.0,969.0,665.0,76.0,120.0,79.0,5.0,67.0,1095.0,399.0,59.0,503.0,539.0,0.0,27.0,2335.0,937.0,272.0,407.0,65.0,82.0,204.0,56.0,229.0,371.0,37.0,0.0,,67.0,15.0,24750.0,22836.0,5870.0,16012.0,-683.0,1578.0,59.0,1914.0,,0.0,1135.0,700.0,333.0,231.0,136.0,79.0,401.0
55,10,2016KW03,38333.0,11449.0,11490.0,4573.0,2880.0,891.0,1080.0,1389.0,399.0,568.0,939.0,516.0,559.0,544.0,114.0,235.0,371.0,34.0,302.0,19225.0,16894.0,11449.0,2880.0,1020.0,933.0,638.0,76.0,125.0,83.0,5.0,78.0,891.0,399.0,57.0,568.0,544.0,0.0,28.0,2331.0,939.0,268.0,400.0,60.0,81.0,204.0,55.0,235.0,371.0,34.0,0.0,,73.0,11.0,18549.0,16636.0,4573.0,11973.0,-483.0,516.0,57.0,1913.0,,0.0,1121.0,680.0,314.0,230.0,136.0,112.0,559.0
56,10,2016KW04,40411.0,14566.0,11067.0,3160.0,3064.0,1654.0,1126.0,1391.0,346.0,708.0,937.0,435.0,504.0,526.0,136.0,229.0,367.0,55.0,140.0,23338.0,21016.0,14566.0,3064.0,1121.0,1034.0,621.0,88.0,103.0,89.0,8.0,58.0,1654.0,346.0,68.0,708.0,526.0,0.0,26.0,2322.0,937.0,268.0,411.0,63.0,82.0,205.0,61.0,229.0,367.0,55.0,0.0,,48.0,7.0,16569.0,14730.0,3160.0,14918.0,-3851.0,435.0,68.0,1839.0,,0.0,1123.0,715.0,347.0,232.0,136.0,1.0,504.0
57,10,2016JJ00,165634.0,48557.0,50178.0,21035.0,11707.0,5331.0,4408.0,5576.0,1551.0,2292.0,3770.0,2977.0,1845.0,2465.0,482.0,921.0,1474.0,163.0,902.0,81791.0,72508.0,48557.0,11707.0,4226.0,3862.0,2491.0,324.0,446.0,333.0,25.0,256.0,5331.0,1551.0,241.0,2292.0,2465.0,0.0,108.0,9283.0,3770.0,1076.0,1622.0,250.0,328.0,817.0,227.0,921.0,1474.0,163.0,0.0,,210.0,47.0,81998.0,74431.0,21035.0,55289.0,-5111.0,2977.0,241.0,7567.0,,0.0,4500.0,2786.0,1318.0,924.0,544.0,281.0,1845.0
58,10,2017KW01,48352.0,10914.0,15637.0,10044.0,2771.0,1761.0,1116.0,1372.0,589.0,570.0,974.0,441.0,361.0,785.0,124.0,230.0,417.0,33.0,213.0,19915.0,17540.0,10914.0,2771.0,1056.0,939.0,516.0,82.0,96.0,76.0,6.0,60.0,1761.0,589.0,62.0,570.0,785.0,0.0,28.0,2375.0,974.0,264.0,416.0,62.0,83.0,208.0,63.0,230.0,417.0,33.0,0.0,,24.0,17.0,28076.0,26184.0,10044.0,13299.0,2338.0,441.0,62.0,1892.0,,0.0,1108.0,700.0,326.0,231.0,143.0,84.0,361.0
59,10,2017KW02,45847.0,12215.0,16656.0,4309.0,3052.0,1130.0,1128.0,1420.0,519.0,669.0,954.0,1674.0,439.0,565.0,142.0,236.0,416.0,37.0,286.0,20750.0,18324.0,12215.0,3052.0,1096.0,1000.0,661.0,79.0,128.0,83.0,5.0,76.0,1130.0,519.0,71.0,669.0,565.0,0.0,27.0,2426.0,954.0,274.0,419.0,65.0,83.0,209.0,62.0,236.0,416.0,37.0,0.0,,72.0,18.0,24658.0,22710.0,4309.0,17658.0,-1002.0,1674.0,71.0,1948.0,,0.0,1146.0,709.0,335.0,231.0,143.0,93.0,439.0
60,10,2017KW03,39654.0,12102.0,12627.0,3946.0,2828.0,952.0,1104.0,1432.0,488.0,706.0,956.0,530.0,341.0,550.0,114.0,243.0,416.0,37.0,282.0,20207.0,17773.0,12102.0,2828.0,1025.0,923.0,605.0,77.0,115.0,78.0,5.0,62.0,952.0,488.0,57.0,706.0,550.0,0.0,28.0,2434.0,956.0,277.0,413.0,60.0,83.0,208.0,62.0,243.0,416.0,37.0,0.0,,79.0,13.0,19106.0,17160.0,3946.0,13220.0,-593.0,530.0,57.0,1946.0,,0.0,1155.0,691.0,316.0,232.0,143.0,100.0,341.0
61,10,2017KW04,46373.0,14583.0,16119.0,3114.0,3036.0,1730.0,1117.0,1421.0,404.0,781.0,954.0,1015.0,500.0,586.0,92.0,239.0,369.0,41.0,272.0,23601.0,21262.0,14583.0,3036.0,1116.0,1012.0,615.0,92.0,109.0,85.0,7.0,68.0,1730.0,404.0,46.0,781.0,586.0,0.0,28.0,2339.0,954.0,273.0,401.0,64.0,85.0,219.0,33.0,239.0,369.0,41.0,0.0,,51.0,11.0,22272.0,20294.0,3114.0,18044.0,-1925.0,1015.0,46.0,1978.0,,0.0,1148.0,716.0,348.0,234.0,134.0,114.0,500.0
62,10,2017JJ00,180226.0,49814.0,61039.0,21413.0,11687.0,5573.0,4465.0,5645.0,2000.0,2726.0,3838.0,3660.0,1641.0,2486.0,472.0,948.0,1618.0,148.0,1053.0,84473.0,74899.0,49814.0,11687.0,4293.0,3874.0,2397.0,330.0,448.0,322.0,23.0,266.0,5573.0,2000.0,236.0,2726.0,2486.0,0.0,111.0,9574.0,3838.0,1088.0,1649.0,251.0,334.0,844.0,220.0,948.0,1618.0,148.0,0.0,,226.0,59.0,94112.0,86348.0,21413.0,62221.0,-1182.0,3660.0,236.0,7764.0,,0.0,4557.0,2816.0,1325.0,928.0,563.0,391.0,1641.0
63,20,1995JJ00,68654.0,19832.0,23079.0,9459.0,6477.0,858.0,85.0,2079.0,1813.0,1254.0,,955.0,773.0,442.0,73.0,,,,1475.0,32074.0,31158.0,19832.0,6477.0,2708.0,1608.0,1327.0,408.0,278.0,109.0,39.0,181.0,858.0,1813.0,46.0,1254.0,442.0,182.0,73.0,916.0,,506.0,85.0,,44.0,,41.0,,,0.0,325.0,,,0.0,35807.0,33520.0,9459.0,20140.0,2939.0,955.0,27.0,2287.0,,671.0,1573.0,,,,,43.0,773.0
64,20,1996JJ00,73900.0,21315.0,22512.0,12500.0,6363.0,1318.0,58.0,2261.0,1892.0,1649.0,,1059.0,885.0,463.0,92.0,,,,1533.0,34472.0,33557.0,21315.0,6363.0,2744.0,1642.0,1418.0,376.0,249.0,-101.0,35.0,185.0,1318.0,1892.0,53.0,1649.0,463.0,252.0,67.0,915.0,,494.0,58.0,,39.0,,19.0,,,0.0,352.0,,,11.0,38543.0,36110.0,12500.0,20007.0,2505.0,1059.0,39.0,2433.0,,648.0,1767.0,,,,,18.0,885.0
65,20,1997JJ00,77627.0,22890.0,20897.0,14673.0,6923.0,1694.0,62.0,1752.0,2061.0,1978.0,,1481.0,946.0,510.0,99.0,,,,1661.0,37380.0,36647.0,22890.0,6923.0,2902.0,1848.0,1346.0,400.0,275.0,114.0,38.0,191.0,1694.0,2061.0,56.0,1978.0,510.0,274.0,70.0,733.0,,338.0,62.0,,40.0,,22.0,,,0.0,333.0,,,0.0,39301.0,37094.0,14673.0,18691.0,2206.0,1481.0,43.0,2207.0,,764.0,1414.0,,,,,29.0,946.0
66,20,1998JJ00,81866.0,24486.0,21121.0,15300.0,7296.0,1714.0,50.0,1873.0,2425.0,2245.0,,1936.0,1120.0,545.0,110.0,,,12.0,1633.0,40066.0,39326.0,24486.0,7296.0,3038.0,2018.0,1348.0,426.0,299.0,129.0,38.0,191.0,1714.0,2425.0,59.0,2245.0,545.0,291.0,74.0,740.0,,362.0,50.0,,31.0,,19.0,,,12.0,316.0,,,0.0,40680.0,38408.0,15300.0,19845.0,1276.0,1936.0,51.0,2272.0,,729.0,1511.0,,,,,32.0,1120.0
67,20,1999JJ00,88889.0,26934.0,21836.0,15651.0,7578.0,2294.0,56.0,2042.0,2840.0,2727.0,,3022.0,1291.0,492.0,130.0,,,289.0,1707.0,44583.0,43529.0,26934.0,7578.0,3127.0,2041.0,1546.0,396.0,297.0,138.0,33.0,217.0,2294.0,2840.0,69.0,2727.0,492.0,316.0,62.0,1054.0,,408.0,56.0,,34.0,,22.0,,,289.0,301.0,,,0.0,43015.0,40570.0,15651.0,23020.0,-1184.0,3022.0,61.0,2445.0,,780.0,1634.0,,,,,31.0,1291.0
68,20,2000JJ00,94983.0,28849.0,23553.0,16736.0,7713.0,2849.0,90.0,2128.0,2875.0,2804.0,,2908.0,1483.0,512.0,126.0,,,331.0,2026.0,47667.0,46545.0,28849.0,7713.0,3151.0,2139.0,1590.0,397.0,263.0,139.0,34.0,216.0,2849.0,2875.0,67.0,2804.0,512.0,592.0,68.0,1122.0,,411.0,90.0,,36.0,,54.0,,,331.0,290.0,,,0.0,45833.0,43256.0,16736.0,24433.0,-880.0,2908.0,59.0,2577.0,,824.0,1717.0,,,,,36.0,1483.0
69,20,2001JJ00,102662.0,32509.0,24607.0,17580.0,7913.0,3352.0,85.0,2021.0,2939.0,3437.0,,4308.0,1307.0,638.0,151.0,,,518.0,1297.0,53022.0,51671.0,32509.0,7913.0,3148.0,2076.0,1817.0,413.0,287.0,140.0,32.0,228.0,3352.0,2939.0,80.0,3437.0,638.0,501.0,74.0,1351.0,,390.0,85.0,,31.0,,54.0,,,518.0,358.0,,,0.0,48333.0,46566.0,17580.0,27172.0,-2565.0,4308.0,71.0,1767.0,,91.0,1631.0,,,,,45.0,1307.0
70,20,2002JJ00,105822.0,33493.0,29502.0,15394.0,8446.0,2953.0,78.0,1983.0,2741.0,3589.0,,3490.0,1695.0,660.0,162.0,,,541.0,1095.0,53942.0,52606.0,33493.0,8446.0,3420.0,2317.0,1719.0,472.0,306.0,175.0,37.0,161.0,2953.0,2741.0,86.0,3589.0,660.0,392.0,85.0,1336.0,,383.0,78.0,,32.0,,46.0,,,541.0,334.0,,,0.0,50185.0,48462.0,15394.0,29577.0,-75.0,3490.0,76.0,1723.0,,49.0,1600.0,,,,,74.0,1695.0
71,20,2003JJ00,104212.0,34754.0,29169.0,13392.0,8586.0,3081.0,69.0,2086.0,2874.0,3449.0,,3128.0,1460.0,746.0,182.0,,,425.0,811.0,55241.0,54095.0,34754.0,8586.0,3506.0,2446.0,1750.0,357.0,300.0,188.0,39.0,146.0,3081.0,2874.0,109.0,3449.0,746.0,261.0,89.0,1146.0,,403.0,69.0,,30.0,,39.0,,,425.0,249.0,,,0.0,47511.0,45762.0,13392.0,28791.0,378.0,3128.0,73.0,1749.0,,38.0,1683.0,,,,,28.0,1460.0
72,20,2004JJ00,106842.0,35811.0,27355.0,14994.0,9358.0,3278.0,61.0,2249.0,3003.0,3794.0,,3388.0,1512.0,740.0,162.0,,,405.0,732.0,57692.0,56548.0,35811.0,9358.0,3901.0,2557.0,1943.0,378.0,346.0,193.0,40.0,148.0,3278.0,3003.0,101.0,3794.0,740.0,228.0,87.0,1144.0,,434.0,61.0,,32.0,,29.0,,,405.0,244.0,,,0.0,47638.0,45798.0,14994.0,27246.0,109.0,3388.0,61.0,1840.0,,44.0,1815.0,,,,,-19.0,1512.0
73,20,2005JJ00,116844.0,36950.0,31224.0,17069.0,9327.0,4128.0,81.0,2412.0,3148.0,4252.0,,4262.0,1709.0,743.0,184.0,,,570.0,785.0,60442.0,59088.0,36950.0,9327.0,3835.0,2585.0,2000.0,373.0,297.0,200.0,37.0,149.0,4128.0,3148.0,99.0,4252.0,743.0,214.0,78.0,1354.0,,466.0,81.0,,32.0,,49.0,,,570.0,237.0,,,0.0,54693.0,52640.0,17069.0,27573.0,3651.0,4262.0,85.0,2053.0,,60.0,1946.0,,,,,47.0,1709.0
74,20,2006JJ00,126126.0,39888.0,35163.0,17907.0,9860.0,4545.0,93.0,2656.0,3452.0,4566.0,,4226.0,1810.0,752.0,196.0,,,511.0,501.0,64828.0,63513.0,39888.0,9860.0,3982.0,2836.0,2144.0,321.0,335.0,207.0,35.0,152.0,4545.0,3452.0,103.0,4566.0,752.0,114.0,81.0,1315.0,,513.0,93.0,,37.0,,56.0,,,511.0,198.0,,,0.0,59488.0,57389.0,17907.0,31646.0,3517.0,4226.0,93.0,2099.0,,-6.0,2143.0,,,,,-38.0,1810.0
75,20,2007JJ00,134496.0,42873.0,40023.0,18552.0,10013.0,3789.0,81.0,2767.0,3647.0,4925.0,,3750.0,1877.0,807.0,247.0,,,497.0,648.0,67739.0,66446.0,42873.0,10013.0,4010.0,2965.0,2136.0,335.0,310.0,222.0,35.0,155.0,3789.0,3647.0,109.0,4925.0,807.0,43.0,85.0,1293.0,,529.0,81.0,,30.0,,51.0,,,497.0,186.0,,,0.0,64880.0,62463.0,18552.0,37729.0,2294.0,3750.0,138.0,2417.0,,30.0,2238.0,,,,,149.0,1877.0
76,20,2008KW01,31263.0,9290.0,9031.0,3931.0,2629.0,1218.0,73.0,844.0,1087.0,1124.0,,1206.0,221.0,273.0,53.0,,,103.0,180.0,16108.0,15705.0,9290.0,2629.0,1034.0,812.0,562.0,82.0,77.0,54.0,8.0,36.0,1218.0,1087.0,28.0,1124.0,273.0,-1.0,21.0,403.0,,163.0,73.0,,5.0,,68.0,,,103.0,45.0,,,19.0,14934.0,14193.0,3931.0,9296.0,-265.0,1206.0,25.0,741.0,,4.0,681.0,,,,,56.0,221.0
77,20,2008KW02,35092.0,11174.0,10412.0,4521.0,2582.0,1035.0,53.0,729.0,829.0,1155.0,,1593.0,481.0,183.0,48.0,,,110.0,187.0,17418.0,17050.0,11174.0,2582.0,994.0,769.0,591.0,71.0,87.0,62.0,8.0,43.0,1035.0,829.0,25.0,1155.0,183.0,3.0,21.0,368.0,,141.0,53.0,,5.0,,48.0,,,110.0,45.0,,,19.0,17193.0,16549.0,4521.0,11954.0,-1542.0,1593.0,23.0,644.0,,2.0,588.0,,,,,54.0,481.0
