ID,Classifications,Periods,OutputBasicPrices_1,IntermediateConsumption_2,ValueAddedBasicPrices_3,ValueAddedBasicPrVolumeChanges_4,ValueAddedBasicPrVolumeIndices_5,ValueAddedBasicPrPricesOf2000_6,ValueAddedMarketPrices_7,TotalTaxesOnProductionAndImports_8,OnProducts_9,OtherOnProduction_10,TotalSubsidies_11,OnProducts_12,OtherOnProduction_13,TotalCompensationOfEmployees_14,WagesAndSalaries_15,EmployersSocialContributions_16,GrossOperatingSurplusMixedIncome_17,ConsumptionOfFixedCapital_18,NetOperatingSurplusMixedIncome_19
1966,RK_74_ED,2008JJ00,17659.0,8494.0,9165.0,2.9,125.2,7368.0,9158.0,32.0,0.0,32.0,168.0,7.0,161.0,6400.0,5168.0,1232.0,2894.0,,
1967,RK_74_ED,2009JJ00,17554.0,8319.0,9235.0,-2.6,122.0,7180.0,9228.0,35.0,0.0,35.0,222.0,7.0,215.0,6720.0,5404.0,1316.0,2695.0,,
1968,RK_75_80,1969JJ00,7768.0,1916.0,5852.0,,58.3,24077.0,5852.0,36.0,0.0,36.0,0.0,0.0,0.0,4888.0,3780.0,1108.0,928.0,928.0,0.0
1969,RK_75_80,1970JJ00,8926.0,2182.0,6744.0,5.1,61.3,25303.0,6744.0,38.0,0.0,38.0,0.0,0.0,0.0,5628.0,4331.0,1297.0,1078.0,1078.0,0.0
1970,RK_75_80,1971JJ00,10546.0,2522.0,8024.0,5.9,64.9,26789.0,8024.0,42.0,0.0,42.0,0.0,0.0,0.0,6708.0,5090.0,1618.0,1274.0,1274.0,0.0
1971,RK_75_80,1972JJ00,11893.0,2682.0,9211.0,2.2,66.4,27383.0,9211.0,50.0,0.0,50.0,0.0,0.0,0.0,7696.0,5801.0,1895.0,1465.0,1465.0,0.0
1972,RK_75_80,1973JJ00,13471.0,2877.0,10594.0,2.8,68.2,28153.0,10594.0,57.0,0.0,57.0,0.0,0.0,0.0,8857.0,6507.0,2350.0,1680.0,1680.0,0.0
1973,RK_75_80,1974JJ00,16101.0,3512.0,12589.0,3.4,70.5,29099.0,12589.0,65.0,0.0,65.0,0.0,0.0,0.0,10561.0,7706.0,2855.0,1963.0,1963.0,0.0
1974,RK_75_80,1975JJ00,18886.0,3938.0,14948.0,5.2,74.2,30624.0,14948.0,72.0,0.0,72.0,0.0,0.0,0.0,12619.0,9203.0,3416.0,2257.0,2257.0,0.0
1975,RK_75_80,1976JJ00,21454.0,4545.0,16909.0,3.8,77.0,31776.0,16909.0,87.0,0.0,87.0,0.0,0.0,0.0,14242.0,10348.0,3894.0,2580.0,2580.0,0.0
1976,RK_75_80,1977JJ00,23819.0,5151.0,18668.0,3.6,79.8,32928.0,18668.0,103.0,0.0,103.0,0.0,0.0,0.0,15680.0,11440.0,4240.0,2885.0,2885.0,0.0
1977,RK_75_80,1978JJ00,26099.0,5655.0,20444.0,2.5,81.8,33750.0,20444.0,114.0,0.0,114.0,0.0,0.0,0.0,17126.0,12484.0,4642.0,3204.0,3204.0,0.0
1978,RK_75_80,1979JJ00,28747.0,6406.0,22341.0,3.6,84.7,34960.0,22341.0,127.0,0.0,127.0,0.0,0.0,0.0,18656.0,13505.0,5151.0,3558.0,3558.0,0.0
1979,RK_75_80,1980JJ00,30792.0,6954.0,23838.0,2.8,87.1,35929.0,23838.0,134.0,0.0,134.0,0.0,0.0,0.0,19729.0,14229.0,5500.0,3975.0,3975.0,0.0
1980,RK_75_80,1981JJ00,32406.0,7583.0,24823.0,2.9,89.6,36962.0,24823.0,144.0,0.0,144.0,0.0,0.0,0.0,20335.0,14678.0,5657.0,4344.0,4344.0,0.0
1981,RK_75_80,1982JJ00,33985.0,8148.0,25837.0,1.5,90.9,37516.0,25837.0,154.0,0.0,154.0,0.0,0.0,0.0,21103.0,15303.0,5800.0,4580.0,4580.0,0.0
1982,RK_75_80,1983JJ00,34924.0,8856.0,26068.0,2.7,93.3,38517.0,26068.0,160.0,0.0,160.0,0.0,0.0,0.0,21231.0,15145.0,6086.0,4677.0,4677.0,0.0
1983,RK_75_80,1984JJ00,34881.0,9112.0,25769.0,0.0,93.4,38529.0,25769.0,159.0,0.0,159.0,0.0,0.0,0.0,20773.0,14872.0,5901.0,4837.0,4837.0,0.0
1984,RK_75_80,1985JJ00,35739.0,9524.0,26215.0,1.2,94.5,38976.0,26215.0,162.0,0.0,162.0,0.0,0.0,0.0,21067.0,15159.0,5908.0,4986.0,4986.0,0.0
1985,RK_75_80,1986JJ00,36231.0,9613.0,26618.0,0.1,94.5,38998.0,26618.0,166.0,0.0,166.0,0.0,0.0,0.0,21408.0,15399.0,6009.0,5044.0,5044.0,0.0
1986,RK_75_80,1987JJ00,38072.0,10764.0,27308.0,1.5,95.9,39585.0,27308.0,183.0,0.0,183.0,0.0,0.0,0.0,21931.0,15859.0,6072.0,5194.0,5194.0,0.0
1987,RK_75_80,1988JJ00,39042.0,11638.0,27404.0,-0.2,95.8,39526.0,27404.0,183.0,0.0,183.0,0.0,0.0,0.0,21819.0,15894.0,5925.0,5402.0,5402.0,0.0
1988,RK_75_80,1989JJ00,39915.0,12093.0,27822.0,1.0,96.7,39914.0,27822.0,202.0,0.0,202.0,0.0,0.0,0.0,21947.0,16335.0,5612.0,5673.0,5673.0,0.0
1989,RK_75_80,1990JJ00,41479.0,12694.0,28785.0,0.3,97.0,40026.0,28785.0,206.0,0.0,206.0,0.0,0.0,0.0,22625.0,18425.0,4200.0,5954.0,5954.0,0.0
1990,RK_75_80,1991JJ00,42896.0,13181.0,29715.0,-0.3,96.7,39899.0,29715.0,219.0,0.0,219.0,0.0,0.0,0.0,23250.0,18954.0,4296.0,6246.0,6246.0,0.0
1991,RK_75_80,1992JJ00,44980.0,13687.0,31293.0,-0.1,96.6,39867.0,31293.0,227.0,0.0,227.0,0.0,0.0,0.0,24605.0,20134.0,4471.0,6461.0,6461.0,0.0
1992,RK_75_80,1993JJ00,46825.0,14458.0,32367.0,1.1,97.7,40325.0,32367.0,250.0,0.0,250.0,0.0,0.0,0.0,25438.0,20846.0,4592.0,6679.0,6679.0,0.0
1993,RK_75_80,1994JJ00,48279.0,15163.0,33116.0,-0.4,97.4,40174.0,33116.0,276.0,0.0,276.0,0.0,0.0,0.0,25984.0,21243.0,4741.0,6856.0,6856.0,0.0
1994,RK_75_80,1995JJ00,49505.0,15770.0,33735.0,-1.3,96.1,39661.0,33735.0,259.0,0.0,259.0,35.0,0.0,35.0,26411.0,20572.0,5839.0,7100.0,7100.0,0.0
1995,RK_75_80,1996JJ00,50393.0,16525.0,33868.0,-0.6,95.5,39417.0,33868.0,279.0,0.0,279.0,170.0,0.0,170.0,26413.0,20506.0,5907.0,7346.0,7346.0,0.0
1996,RK_75_80,1997JJ00,52235.0,17178.0,35057.0,0.9,96.4,39766.0,35057.0,285.0,0.0,285.0,182.0,0.0,182.0,27354.0,21467.0,5887.0,7600.0,7600.0,0.0
1997,RK_75_80,1998JJ00,54607.0,18005.0,36602.0,0.9,97.3,40133.0,36602.0,294.0,0.0,294.0,308.0,0.0,308.0,28724.0,21514.0,7210.0,7892.0,7892.0,0.0
1998,RK_75_80,1999JJ00,58589.0,19841.0,38748.0,1.4,98.6,40703.0,38748.0,330.0,0.0,330.0,377.0,0.0,377.0,30500.0,22882.0,7618.0,8295.0,8295.0,0.0
1999,RK_75_80,2000JJ00,62434.0,21169.0,41265.0,1.4,100.0,41265.0,41265.0,344.0,0.0,344.0,336.0,0.0,336.0,32352.0,24387.0,7965.0,8905.0,8905.0,0.0
2000,RK_75_80,2001JJ00,68900.0,24462.0,44438.0,1.8,101.8,42025.0,44438.0,359.0,0.0,359.0,407.0,0.0,407.0,35047.0,26148.0,8899.0,9439.0,9439.0,0.0
2001,RK_75_80,2002JJ00,73980.0,26434.0,47546.0,2.0,103.8,42851.0,47546.0,374.0,0.0,374.0,462.0,0.0,462.0,37625.0,28079.0,9546.0,10009.0,10009.0,0.0
2002,RK_75_80,2003JJ00,78271.0,28144.0,50127.0,1.9,105.8,43670.0,50127.0,402.0,0.0,402.0,457.0,0.0,457.0,39667.0,29626.0,10041.0,10515.0,10515.0,0.0
2003,RK_75_80,2004JJ00,79809.0,28373.0,51436.0,-0.2,105.6,43593.0,51436.0,410.0,0.0,410.0,361.0,0.0,361.0,40474.0,29399.0,11075.0,10913.0,10913.0,0.0
2004,RK_75_80,2005JJ00,81844.0,29324.0,52520.0,-0.5,105.1,43356.0,52520.0,417.0,0.0,417.0,260.0,0.0,260.0,41056.0,29333.0,11723.0,11307.0,11307.0,0.0
2005,RK_75_80,2006JJ00,85311.0,31695.0,53616.0,0.0,105.0,43342.0,53616.0,419.0,0.0,419.0,246.0,0.0,246.0,41622.0,30176.0,11446.0,11821.0,11821.0,0.0
2006,RK_75_80,2007JJ00,89559.0,33414.0,56145.0,0.6,105.7,43613.0,56145.0,424.0,0.0,424.0,256.0,0.0,256.0,43475.0,31463.0,12012.0,12502.0,12502.0,0.0
2007,RK_75_80,2008JJ00,95007.0,36127.0,58880.0,1.1,106.8,44085.0,58880.0,450.0,0.0,450.0,247.0,0.0,247.0,45426.0,32895.0,12531.0,13251.0,13251.0,0.0
2008,RK_75_80,2009JJ00,101240.0,39444.0,61796.0,1.3,108.2,44662.0,61796.0,467.0,0.0,467.0,240.0,0.0,240.0,47748.0,34510.0,13238.0,13821.0,13821.0,0.0
2009,RK_75_3 ,1969JJ00,3663.0,968.0,2695.0,,42.2,9462.0,2695.0,17.0,0.0,17.0,0.0,0.0,0.0,2085.0,1634.0,451.0,593.0,593.0,0.0
2010,RK_75_3 ,1970JJ00,4232.0,1091.0,3141.0,6.3,44.9,10056.0,3141.0,18.0,0.0,18.0,0.0,0.0,0.0,2433.0,1896.0,537.0,690.0,690.0,0.0
2011,RK_75_3 ,1971JJ00,5021.0,1218.0,3803.0,7.7,48.3,10833.0,3803.0,20.0,0.0,20.0,0.0,0.0,0.0,2972.0,2280.0,692.0,811.0,811.0,0.0
2012,RK_75_3 ,1972JJ00,5753.0,1348.0,4405.0,3.2,49.9,11178.0,4405.0,25.0,0.0,25.0,0.0,0.0,0.0,3442.0,2615.0,827.0,938.0,938.0,0.0
2013,RK_75_3 ,1973JJ00,6624.0,1474.0,5150.0,4.0,51.9,11630.0,5150.0,29.0,0.0,29.0,0.0,0.0,0.0,4036.0,2980.0,1056.0,1085.0,1085.0,0.0
2014,RK_75_3 ,1974JJ00,7996.0,1825.0,6171.0,4.7,54.3,12174.0,6171.0,33.0,0.0,33.0,0.0,0.0,0.0,4870.0,3567.0,1303.0,1268.0,1268.0,0.0
2015,RK_75_3 ,1975JJ00,9350.0,1956.0,7394.0,6.8,58.0,13007.0,7394.0,37.0,0.0,37.0,0.0,0.0,0.0,5896.0,4317.0,1579.0,1461.0,1461.0,0.0
2016,RK_75_3 ,1976JJ00,10712.0,2310.0,8402.0,3.9,60.3,13517.0,8402.0,45.0,0.0,45.0,0.0,0.0,0.0,6682.0,4873.0,1809.0,1675.0,1675.0,0.0
2017,RK_75_3 ,1977JJ00,12060.0,2705.0,9355.0,4.9,63.2,14176.0,9355.0,55.0,0.0,55.0,0.0,0.0,0.0,7413.0,5429.0,1984.0,1887.0,1887.0,0.0
2018,RK_75_3 ,1978JJ00,13213.0,2940.0,10273.0,3.5,65.5,14670.0,10273.0,61.0,0.0,61.0,0.0,0.0,0.0,8109.0,5938.0,2171.0,2103.0,2103.0,0.0
2019,RK_75_3 ,1979JJ00,14691.0,3406.0,11285.0,5.1,68.8,15414.0,11285.0,68.0,0.0,68.0,0.0,0.0,0.0,8870.0,6452.0,2418.0,2347.0,2347.0,0.0
2020,RK_75_3 ,1980JJ00,15890.0,3677.0,12213.0,4.6,71.9,16122.0,12213.0,73.0,0.0,73.0,0.0,0.0,0.0,9504.0,6888.0,2616.0,2636.0,2636.0,0.0
2021,RK_75_3 ,1981JJ00,16863.0,4076.0,12787.0,3.8,74.6,16730.0,12787.0,79.0,0.0,79.0,0.0,0.0,0.0,9826.0,7131.0,2695.0,2882.0,2882.0,0.0
2022,RK_75_3 ,1982JJ00,17856.0,4449.0,13407.0,2.3,76.4,17115.0,13407.0,85.0,0.0,85.0,0.0,0.0,0.0,10276.0,7497.0,2779.0,3046.0,3046.0,0.0
2023,RK_75_3 ,1983JJ00,18606.0,5030.0,13576.0,3.1,78.8,17651.0,13576.0,89.0,0.0,89.0,0.0,0.0,0.0,10356.0,7443.0,2913.0,3131.0,3131.0,0.0
2024,RK_75_3 ,1984JJ00,18808.0,5230.0,13578.0,1.2,79.7,17871.0,13578.0,89.0,0.0,89.0,0.0,0.0,0.0,10219.0,7370.0,2849.0,3270.0,3270.0,0.0
2025,RK_75_3 ,1985JJ00,19598.0,5613.0,13985.0,3.4,82.5,18480.0,13985.0,92.0,0.0,92.0,0.0,0.0,0.0,10491.0,7598.0,2893.0,3402.0,3402.0,0.0
2026,RK_75_3 ,1986JJ00,19765.0,5652.0,14113.0,0.5,82.9,18577.0,14113.0,93.0,0.0,93.0,0.0,0.0,0.0,10565.0,7652.0,2913.0,3455.0,3455.0,0.0
2027,RK_75_3 ,1987JJ00,21176.0,6687.0,14489.0,1.1,83.8,18789.0,14489.0,105.0,0.0,105.0,0.0,0.0,0.0,10833.0,7877.0,2956.0,3551.0,3551.0,0.0
2028,RK_75_3 ,1988JJ00,22034.0,7358.0,14676.0,1.3,84.9,19031.0,14676.0,106.0,0.0,106.0,0.0,0.0,0.0,10864.0,7889.0,2975.0,3706.0,3706.0,0.0
2029,RK_75_3 ,1989JJ00,23005.0,7959.0,15046.0,2.9,87.3,19576.0,15046.0,116.0,0.0,116.0,0.0,0.0,0.0,10996.0,8204.0,2792.0,3934.0,3934.0,0.0
2030,RK_75_3 ,1990JJ00,23869.0,8384.0,15485.0,0.5,87.8,19676.0,15485.0,116.0,0.0,116.0,0.0,0.0,0.0,11210.0,9132.0,2078.0,4159.0,4159.0,0.0
2031,RK_75_3 ,1991JJ00,24737.0,8736.0,16001.0,-0.3,87.5,19614.0,16001.0,124.0,0.0,124.0,0.0,0.0,0.0,11478.0,9385.0,2093.0,4399.0,4399.0,0.0
2032,RK_75_3 ,1992JJ00,25768.0,9068.0,16700.0,0.6,88.1,19739.0,16700.0,122.0,0.0,122.0,0.0,0.0,0.0,12011.0,9853.0,2158.0,4567.0,4567.0,0.0
2033,RK_75_3 ,1993JJ00,27372.0,9873.0,17499.0,2.4,90.2,20208.0,17499.0,140.0,0.0,140.0,0.0,0.0,0.0,12600.0,10365.0,2235.0,4759.0,4759.0,0.0
2034,RK_75_3 ,1994JJ00,28766.0,10760.0,18006.0,0.6,90.7,20328.0,18006.0,170.0,0.0,170.0,0.0,0.0,0.0,12933.0,10604.0,2329.0,4903.0,4903.0,0.0
2035,RK_75_3 ,1995JJ00,29527.0,11365.0,18162.0,-0.7,90.1,20188.0,18162.0,152.0,0.0,152.0,32.0,0.0,32.0,12944.0,10287.0,2657.0,5098.0,5098.0,0.0
2036,RK_75_3 ,1996JJ00,30244.0,11880.0,18364.0,0.6,90.6,20306.0,18364.0,168.0,0.0,168.0,123.0,0.0,123.0,13040.0,10328.0,2712.0,5279.0,5279.0,0.0
2037,RK_75_3 ,1997JJ00,31241.0,12149.0,19092.0,2.5,92.8,20805.0,19092.0,174.0,0.0,174.0,169.0,0.0,169.0,13619.0,10929.0,2690.0,5468.0,5468.0,0.0
2038,RK_75_3 ,1998JJ00,32680.0,12798.0,19882.0,2.2,94.9,21267.0,19882.0,178.0,0.0,178.0,286.0,0.0,286.0,14282.0,10952.0,3330.0,5708.0,5708.0,0.0
2039,RK_75_3 ,1999JJ00,34728.0,13792.0,20936.0,2.5,97.3,21804.0,20936.0,208.0,0.0,208.0,350.0,0.0,350.0,15020.0,11517.0,3503.0,6058.0,6058.0,0.0
2040,RK_75_3 ,2000JJ00,37452.0,15038.0,22414.0,2.8,100.0,22414.0,22414.0,219.0,0.0,219.0,309.0,0.0,309.0,15946.0,12234.0,3712.0,6558.0,6558.0,0.0
2041,RK_75_3 ,2001JJ00,41800.0,17629.0,24171.0,3.2,103.2,23125.0,24171.0,229.0,0.0,229.0,375.0,0.0,375.0,17336.0,13248.0,4088.0,6981.0,6981.0,0.0
2042,RK_75_3 ,2002JJ00,45107.0,19284.0,25823.0,3.1,106.4,23846.0,25823.0,234.0,0.0,234.0,427.0,0.0,427.0,18594.0,14203.0,4391.0,7422.0,7422.0,0.0
2043,RK_75_3 ,2003JJ00,47962.0,20786.0,27176.0,2.3,108.8,24389.0,27176.0,250.0,0.0,250.0,420.0,0.0,420.0,19445.0,14866.0,4579.0,7901.0,7901.0,0.0
2044,RK_75_3 ,2004JJ00,48759.0,20935.0,27824.0,0.0,108.8,24395.0,27824.0,253.0,0.0,253.0,331.0,0.0,331.0,19689.0,14585.0,5104.0,8213.0,8213.0,0.0
2045,RK_75_3 ,2005JJ00,50085.0,21752.0,28333.0,-0.8,108.0,24210.0,28333.0,255.0,0.0,255.0,230.0,0.0,230.0,19788.0,14367.0,5421.0,8520.0,8520.0,0.0
2046,RK_75_3 ,2006JJ00,52295.0,23428.0,28867.0,0.2,108.2,24262.0,28867.0,256.0,0.0,256.0,222.0,0.0,222.0,19939.0,14631.0,5308.0,8894.0,8894.0,0.0
2047,RK_75_3 ,2007JJ00,54822.0,24533.0,30289.0,1.6,110.0,24658.0,30289.0,258.0,0.0,258.0,232.0,0.0,232.0,20854.0,15250.0,5604.0,9409.0,9409.0,0.0
2048,RK_75_3 ,2008JJ00,58501.0,26635.0,31866.0,1.6,111.8,25057.0,31866.0,283.0,0.0,283.0,236.0,0.0,236.0,21835.0,15914.0,5921.0,9984.0,9984.0,0.0
2049,RK_75_3 ,2009JJ00,62558.0,29262.0,33296.0,2.9,115.0,25786.0,33296.0,294.0,0.0,294.0,232.0,0.0,232.0,22863.0,16574.0,6289.0,10371.0,10371.0,0.0
2050,RK_75_2 ,1969JJ00,1317.0,491.0,826.0,,92.2,3370.0,826.0,4.0,0.0,4.0,0.0,0.0,0.0,715.0,500.0,215.0,107.0,107.0,0.0
2051,RK_75_2 ,1970JJ00,1538.0,588.0,950.0,4.2,96.1,3513.0,950.0,5.0,0.0,5.0,0.0,0.0,0.0,826.0,572.0,254.0,119.0,119.0,0.0
2052,RK_75_2 ,1971JJ00,1863.0,735.0,1128.0,4.7,100.7,3679.0,1128.0,5.0,0.0,5.0,0.0,0.0,0.0,981.0,663.0,318.0,142.0,142.0,0.0
2053,RK_75_2 ,1972JJ00,1898.0,694.0,1204.0,-5.1,95.6,3493.0,1204.0,5.0,0.0,5.0,0.0,0.0,0.0,1044.0,701.0,343.0,155.0,155.0,0.0
2054,RK_75_2 ,1973JJ00,2013.0,693.0,1320.0,-3.9,91.9,3357.0,1320.0,5.0,0.0,5.0,0.0,0.0,0.0,1152.0,744.0,408.0,163.0,163.0,0.0
2055,RK_75_2 ,1974JJ00,2312.0,816.0,1496.0,-1.7,90.3,3298.0,1496.0,6.0,0.0,6.0,0.0,0.0,0.0,1314.0,838.0,476.0,176.0,176.0,0.0
2056,RK_75_2 ,1975JJ00,2687.0,930.0,1757.0,4.1,94.0,3435.0,1757.0,6.0,0.0,6.0,0.0,0.0,0.0,1558.0,990.0,568.0,193.0,193.0,0.0
2057,RK_75_2 ,1976JJ00,3000.0,1054.0,1946.0,0.8,94.8,3463.0,1946.0,8.0,0.0,8.0,0.0,0.0,0.0,1725.0,1087.0,638.0,213.0,213.0,0.0
2058,RK_75_2 ,1977JJ00,3267.0,1150.0,2117.0,2.7,97.3,3555.0,2117.0,8.0,0.0,8.0,0.0,0.0,0.0,1881.0,1192.0,689.0,228.0,228.0,0.0
2059,RK_75_2 ,1978JJ00,3638.0,1293.0,2345.0,4.1,101.2,3700.0,2345.0,9.0,0.0,9.0,0.0,0.0,0.0,2085.0,1316.0,769.0,251.0,251.0,0.0
2060,RK_75_2 ,1979JJ00,4047.0,1451.0,2596.0,5.7,107.0,3909.0,2596.0,10.0,0.0,10.0,0.0,0.0,0.0,2300.0,1435.0,865.0,286.0,286.0,0.0
2061,RK_75_2 ,1980JJ00,4298.0,1556.0,2742.0,2.2,109.3,3994.0,2742.0,11.0,0.0,11.0,0.0,0.0,0.0,2397.0,1485.0,912.0,334.0,334.0,0.0
2062,RK_75_2 ,1981JJ00,4584.0,1682.0,2902.0,5.5,115.4,4215.0,2902.0,12.0,0.0,12.0,0.0,0.0,0.0,2504.0,1553.0,951.0,386.0,386.0,0.0
2063,RK_75_2 ,1982JJ00,4873.0,1797.0,3076.0,3.7,119.6,4370.0,3076.0,13.0,0.0,13.0,0.0,0.0,0.0,2632.0,1644.0,988.0,431.0,431.0,0.0
2064,RK_75_2 ,1983JJ00,5234.0,1948.0,3286.0,8.7,130.0,4750.0,3286.0,14.0,0.0,14.0,0.0,0.0,0.0,2814.0,1721.0,1093.0,458.0,458.0,0.0
2065,RK_75_2 ,1984JJ00,5167.0,1965.0,3202.0,-1.0,128.7,4704.0,3202.0,14.0,0.0,14.0,0.0,0.0,0.0,2705.0,1662.0,1043.0,483.0,483.0,0.0
2066,RK_75_2 ,1985JJ00,5066.0,1919.0,3147.0,-0.8,127.7,4665.0,3147.0,13.0,0.0,13.0,0.0,0.0,0.0,2627.0,1627.0,1000.0,507.0,507.0,0.0
2067,RK_75_2 ,1986JJ00,5241.0,1945.0,3296.0,4.4,133.3,4871.0,3296.0,14.0,0.0,14.0,0.0,0.0,0.0,2775.0,1722.0,1053.0,507.0,507.0,0.0
2068,RK_75_2 ,1987JJ00,5393.0,1965.0,3428.0,3.7,138.2,5050.0,3428.0,15.0,0.0,15.0,0.0,0.0,0.0,2881.0,1810.0,1071.0,532.0,532.0,0.0
2069,RK_75_2 ,1988JJ00,5492.0,2022.0,3470.0,4.1,143.8,5255.0,3470.0,14.0,0.0,14.0,0.0,0.0,0.0,2899.0,1897.0,1002.0,557.0,557.0,0.0
2070,RK_75_2 ,1989JJ00,5362.0,1840.0,3522.0,1.0,145.3,5310.0,3522.0,15.0,0.0,15.0,0.0,0.0,0.0,2923.0,1944.0,979.0,584.0,584.0,0.0
2071,RK_75_2 ,1990JJ00,5612.0,1995.0,3617.0,1.6,147.6,5393.0,3617.0,15.0,0.0,15.0,0.0,0.0,0.0,2995.0,2200.0,795.0,607.0,607.0,0.0
2072,RK_75_2 ,1991JJ00,5755.0,2095.0,3660.0,-2.6,143.8,5254.0,3660.0,13.0,0.0,13.0,0.0,0.0,0.0,3025.0,2187.0,838.0,622.0,622.0,0.0
2073,RK_75_2 ,1992JJ00,5985.0,2084.0,3901.0,-1.0,142.4,5202.0,3901.0,15.0,0.0,15.0,0.0,0.0,0.0,3261.0,2367.0,894.0,625.0,625.0,0.0
2074,RK_75_2 ,1993JJ00,5917.0,2023.0,3894.0,-0.9,141.1,5157.0,3894.0,16.0,0.0,16.0,0.0,0.0,0.0,3263.0,2385.0,878.0,615.0,615.0,0.0
2075,RK_75_2 ,1994JJ00,5484.0,1754.0,3730.0,-5.1,133.9,4893.0,3730.0,2.0,0.0,2.0,0.0,0.0,0.0,3120.0,2272.0,848.0,608.0,608.0,0.0
2076,RK_75_2 ,1995JJ00,5366.0,1642.0,3724.0,-11.5,118.5,4332.0,3724.0,1.0,0.0,1.0,0.0,0.0,0.0,3113.0,1972.0,1141.0,610.0,610.0,0.0
2077,RK_75_2 ,1996JJ00,5243.0,1721.0,3522.0,-9.2,107.7,3935.0,3522.0,1.0,0.0,1.0,39.0,0.0,39.0,2937.0,1839.0,1098.0,623.0,623.0,0.0
2078,RK_75_2 ,1997JJ00,5341.0,1799.0,3542.0,-2.2,105.3,3848.0,3542.0,0.0,0.0,0.0,0.0,0.0,0.0,2901.0,1806.0,1095.0,641.0,641.0,0.0
2079,RK_75_2 ,1998JJ00,5298.0,1713.0,3585.0,-1.8,103.4,3777.0,3585.0,0.0,0.0,0.0,0.0,0.0,0.0,2944.0,1753.0,1191.0,641.0,641.0,0.0
2080,RK_75_2 ,1999JJ00,5950.0,2277.0,3673.0,-0.8,102.5,3746.0,3673.0,0.0,0.0,0.0,0.0,0.0,0.0,3033.0,1811.0,1222.0,640.0,640.0,0.0
2081,RK_75_2 ,2000JJ00,5729.0,2075.0,3654.0,-2.5,100.0,3654.0,3654.0,0.0,0.0,0.0,0.0,0.0,0.0,3008.0,1830.0,1178.0,646.0,646.0,0.0
2082,RK_75_2 ,2001JJ00,6092.0,2247.0,3845.0,-1.2,98.8,3609.0,3845.0,0.0,0.0,0.0,0.0,0.0,0.0,3201.0,1877.0,1324.0,644.0,644.0,0.0
2083,RK_75_2 ,2002JJ00,6251.0,2219.0,4032.0,0.6,99.4,3631.0,4032.0,0.0,0.0,0.0,0.0,0.0,0.0,3389.0,1988.0,1401.0,643.0,643.0,0.0
2084,RK_75_2 ,2003JJ00,6559.0,2356.0,4203.0,3.9,103.3,3774.0,4203.0,0.0,0.0,0.0,0.0,0.0,0.0,3585.0,2147.0,1438.0,618.0,618.0,0.0
2085,RK_75_2 ,2004JJ00,6480.0,2280.0,4200.0,-3.6,99.6,3638.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,3597.0,2067.0,1530.0,603.0,603.0,0.0
2086,RK_75_2 ,2005JJ00,6368.0,2161.0,4207.0,-0.6,98.9,3615.0,4207.0,,0.0,0.0,0.0,0.0,0.0,3601.0,2062.0,1539.0,606.0,606.0,0.0
2087,RK_75_2 ,2006JJ00,6754.0,2458.0,4296.0,0.3,99.2,3626.0,4296.0,0.0,0.0,0.0,0.0,0.0,0.0,3672.0,2158.0,1514.0,624.0,624.0,0.0
2088,RK_75_2 ,2007JJ00,6816.0,2509.0,4307.0,-1.2,98.1,3583.0,4307.0,0.0,0.0,0.0,0.0,0.0,0.0,3668.0,2162.0,1506.0,639.0,639.0,0.0
2089,RK_75_2 ,2008JJ00,7161.0,2836.0,4325.0,-1.0,97.1,3548.0,4325.0,0.0,0.0,0.0,0.0,0.0,0.0,3678.0,2199.0,1479.0,647.0,647.0,0.0
2090,RK_75_2 ,2009JJ00,7646.0,3234.0,4412.0,-0.4,96.7,3535.0,4412.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.0,2256.0,1527.0,629.0,629.0,0.0
2091,RK_80_1 ,1969JJ00,2788.0,457.0,2331.0,,80.8,12285.0,2331.0,15.0,0.0,15.0,0.0,0.0,0.0,2088.0,1646.0,442.0,228.0,228.0,0.0
2092,RK_80_1 ,1970JJ00,3156.0,503.0,2653.0,4.0,84.1,12781.0,2653.0,15.0,0.0,15.0,0.0,0.0,0.0,2369.0,1863.0,506.0,269.0,269.0,0.0
2093,RK_80_1 ,1971JJ00,3662.0,569.0,3093.0,4.1,87.5,13301.0,3093.0,17.0,0.0,17.0,0.0,0.0,0.0,2755.0,2147.0,608.0,321.0,321.0,0.0
2094,RK_80_1 ,1972JJ00,4242.0,640.0,3602.0,3.7,90.8,13791.0,3602.0,20.0,0.0,20.0,0.0,0.0,0.0,3210.0,2485.0,725.0,372.0,372.0,0.0
2095,RK_80_1 ,1973JJ00,4834.0,710.0,4124.0,3.6,94.0,14282.0,4124.0,23.0,0.0,23.0,0.0,0.0,0.0,3669.0,2783.0,886.0,432.0,432.0,0.0
2096,RK_80_1 ,1974JJ00,5793.0,871.0,4922.0,3.3,97.1,14759.0,4922.0,26.0,0.0,26.0,0.0,0.0,0.0,4377.0,3301.0,1076.0,519.0,519.0,0.0
2097,RK_80_1 ,1975JJ00,6849.0,1052.0,5797.0,3.6,100.6,15287.0,5797.0,29.0,0.0,29.0,0.0,0.0,0.0,5165.0,3896.0,1269.0,603.0,603.0,0.0
