ID,Classifications,Periods,OutputBasicPrices_1,IntermediateConsumption_2,ValueAddedBasicPrices_3,ValueAddedBasicPrVolumeChanges_4,ValueAddedBasicPrVolumeIndices_5,ValueAddedBasicPrPricesOf2000_6,ValueAddedMarketPrices_7,TotalTaxesOnProductionAndImports_8,OnProducts_9,OtherOnProduction_10,TotalSubsidies_11,OnProducts_12,OtherOnProduction_13,TotalCompensationOfEmployees_14,WagesAndSalaries_15,EmployersSocialContributions_16,GrossOperatingSurplusMixedIncome_17,ConsumptionOfFixedCapital_18,NetOperatingSurplusMixedIncome_19
0,TotTrans,1969JJ00,99728.0,52296.0,47432.0,,41.5,154866.0,51790.0,5332.0,4937.0,395.0,993.0,886.0,107.0,27744.0,22398.0,5346.0,19707.0,5767.0,13940.0
1,TotTrans,1970JJ00,113546.0,60196.0,53350.0,6.0,44.0,164174.0,58073.0,6248.0,5810.0,438.0,1261.0,1122.0,139.0,31770.0,25610.0,6160.0,21316.0,6656.0,14660.0
2,TotTrans,1971JJ00,127241.0,67123.0,60118.0,4.6,46.0,171701.0,65905.0,7123.0,6646.0,477.0,1172.0,1021.0,151.0,36510.0,29194.0,7316.0,23444.0,7764.0,15680.0
3,TotTrans,1972JJ00,138219.0,70712.0,67507.0,3.6,47.6,177879.0,73803.0,8072.0,7493.0,579.0,1422.0,1244.0,178.0,40890.0,32535.0,8355.0,26263.0,8751.0,17512.0
4,TotTrans,1973JJ00,158720.0,81601.0,77119.0,5.6,50.3,187818.0,84421.0,9108.0,8427.0,681.0,1875.0,1682.0,193.0,47392.0,37026.0,10366.0,29796.0,9696.0,20100.0
5,TotTrans,1974JJ00,188141.0,97292.0,90849.0,4.3,52.5,195891.0,98585.0,9673.0,8893.0,780.0,2074.0,1843.0,231.0,55074.0,42796.0,12278.0,35912.0,11291.0,24621.0
6,TotTrans,1975JJ00,202776.0,104831.0,97945.0,0.1,52.5,196023.0,106568.0,10885.0,10089.0,796.0,2361.0,2063.0,298.0,62325.0,48391.0,13934.0,35719.0,13035.0,22684.0
7,TotTrans,1976JJ00,230746.0,119649.0,111097.0,4.4,54.8,204725.0,121328.0,13054.0,12038.0,1016.0,3346.0,2894.0,452.0,69266.0,53595.0,15671.0,42354.0,14630.0,27724.0
8,TotTrans,1977JJ00,248651.0,129066.0,119585.0,2.3,56.1,209487.0,131034.0,15412.0,14204.0,1208.0,3773.0,3411.0,362.0,75741.0,58833.0,16908.0,43654.0,16035.0,27619.0
9,TotTrans,1978JJ00,265481.0,135823.0,129658.0,2.6,57.6,214966.0,141746.0,16530.0,15216.0,1314.0,4257.0,3803.0,454.0,82188.0,63838.0,18350.0,47285.0,17512.0,29773.0
10,TotTrans,1979JJ00,291064.0,152081.0,138983.0,2.2,58.8,219733.0,151500.0,17579.0,16100.0,1479.0,4722.0,4212.0,510.0,88494.0,68370.0,20124.0,50149.0,19283.0,30866.0
11,TotTrans,1980JJ00,318412.0,168558.0,149854.0,1.5,59.7,223042.0,163091.0,18123.0,16534.0,1589.0,4863.0,4307.0,556.0,94001.0,72414.0,21587.0,55830.0,21361.0,34469.0
12,TotTrans,1981JJ00,339656.0,180984.0,158672.0,-0.2,59.6,222551.0,172153.0,18278.0,16534.0,1744.0,4766.0,4194.0,572.0,96120.0,74133.0,21987.0,62521.0,23460.0,39061.0
13,TotTrans,1982JJ00,351912.0,187624.0,164288.0,-1.3,58.8,219643.0,177878.0,19225.0,17355.0,1870.0,5400.0,4699.0,701.0,99040.0,76717.0,22323.0,65013.0,24879.0,40134.0
14,TotTrans,1983JJ00,364407.0,194159.0,170248.0,2.1,60.0,224166.0,184082.0,20131.0,18152.0,1979.0,6000.0,5205.0,795.0,100344.0,76829.0,23515.0,69607.0,25681.0,43926.0
15,TotTrans,1984JJ00,389163.0,209900.0,179263.0,3.3,62.0,231667.0,194095.0,21685.0,19652.0,2033.0,6675.0,5850.0,825.0,100809.0,77456.0,23353.0,78276.0,26736.0,51540.0
16,TotTrans,1985JJ00,405490.0,219672.0,185818.0,2.6,63.7,237679.0,200827.0,22749.0,20653.0,2096.0,7178.0,6390.0,788.0,104641.0,80723.0,23918.0,80615.0,27874.0,52741.0
17,TotTrans,1986JJ00,397861.0,206779.0,191082.0,2.1,65.0,242584.0,206861.0,24251.0,22099.0,2152.0,7474.0,6667.0,807.0,109164.0,84351.0,24813.0,80920.0,28923.0,51997.0
18,TotTrans,1987JJ00,398163.0,205251.0,192912.0,2.2,66.4,248031.0,208647.0,25669.0,23364.0,2305.0,8850.0,7982.0,868.0,112894.0,87380.0,25514.0,78934.0,30517.0,48417.0
19,TotTrans,1988JJ00,417495.0,216632.0,200863.0,3.1,68.5,255827.0,217596.0,26536.0,24167.0,2369.0,8715.0,7820.0,895.0,116037.0,90554.0,25483.0,83738.0,32355.0,51383.0
20,TotTrans,1989JJ00,448007.0,235515.0,212492.0,4.2,71.4,266470.0,230277.0,26437.0,24015.0,2422.0,7775.0,6801.0,974.0,119628.0,94712.0,24916.0,91987.0,34382.0,57605.0
21,TotTrans,1990JJ00,470618.0,246786.0,223832.0,3.9,74.1,276842.0,243652.0,27976.0,25444.0,2532.0,7396.0,6437.0,959.0,127116.0,109225.0,17891.0,95956.0,36596.0,59360.0
22,TotTrans,1991JJ00,497936.0,261007.0,236929.0,2.5,76.0,283672.0,257375.0,30002.0,27366.0,2636.0,7941.0,7273.0,668.0,135023.0,115946.0,19077.0,100291.0,38773.0,61518.0
23,TotTrans,1992JJ00,513027.0,266812.0,246215.0,1.5,77.1,287794.0,268299.0,31030.0,28112.0,2918.0,8115.0,7519.0,596.0,142980.0,122527.0,20453.0,102404.0,40900.0,61504.0
24,TotTrans,1993JJ00,519935.0,267134.0,252801.0,1.2,78.0,291191.0,276013.0,33656.0,30543.0,3113.0,7874.0,7283.0,591.0,147027.0,126702.0,20325.0,103204.0,42437.0,60767.0
25,TotTrans,1994JJ00,545755.0,281274.0,264481.0,2.8,80.2,299325.0,290048.0,34018.0,30740.0,3278.0,7294.0,6654.0,640.0,150603.0,130352.0,20251.0,112721.0,43636.0,69085.0
26,TotTrans,1995JJ00,573963.0,298277.0,275686.0,3.0,82.5,308196.0,305261.0,35973.0,32666.0,3307.0,4938.0,4108.0,830.0,155837.0,133469.0,22368.0,118389.0,45226.0,73163.0
27,TotTrans,1996JJ00,607125.0,320046.0,287079.0,3.0,85.0,317520.0,319755.0,38435.0,35010.0,3425.0,5053.0,3486.0,1567.0,161820.0,138394.0,23426.0,124553.0,47150.0,77403.0
28,TotTrans,1997JJ00,650820.0,344281.0,306539.0,4.2,88.6,330892.0,342237.0,41702.0,38263.0,3439.0,5571.0,3540.0,2031.0,171222.0,146979.0,24243.0,134884.0,49309.0,85575.0
29,TotTrans,1998JJ00,685191.0,361164.0,324027.0,3.8,92.0,343420.0,362464.0,44472.0,40864.0,3608.0,6239.0,3527.0,2712.0,184054.0,148291.0,35763.0,140177.0,52383.0,87794.0
30,TotTrans,1999JJ00,729542.0,385207.0,344335.0,4.6,96.2,359056.0,386193.0,49114.0,45096.0,4018.0,7079.0,3904.0,3175.0,197344.0,159361.0,37983.0,146814.0,56326.0,90488.0
31,TotTrans,2000JJ00,806161.0,432746.0,373415.0,4.0,100.0,373415.0,417960.0,52381.0,48060.0,4321.0,7406.0,4227.0,3179.0,211803.0,170718.0,41085.0,161182.0,61308.0,99874.0
32,TotTrans,2001JJ00,853164.0,455608.0,397556.0,1.9,101.9,380403.0,447731.0,57892.0,53104.0,4788.0,7747.0,3937.0,3810.0,227390.0,182607.0,44783.0,170196.0,65865.0,104331.0
33,TotTrans,2002JJ00,870427.0,456053.0,414374.0,0.2,102.1,381124.0,465214.0,58890.0,53886.0,5004.0,8159.0,4180.0,3979.0,238825.0,189544.0,49281.0,175658.0,69427.0,106231.0
34,TotTrans,2003JJ00,883492.0,458236.0,425256.0,0.5,102.6,382985.0,476945.0,60464.0,55414.0,5050.0,8119.0,4436.0,3683.0,245752.0,193799.0,51953.0,178848.0,71461.0,107387.0
35,TotTrans,2004JJ00,913856.0,476982.0,436874.0,2.3,104.9,391896.0,491184.0,63301.0,58040.0,5261.0,8259.0,4164.0,4095.0,251030.0,195648.0,55382.0,185112.0,73498.0,111614.0
36,TotTrans,2005JJ00,962007.0,505825.0,456182.0,2.1,107.1,400032.0,513407.0,66292.0,60693.0,5599.0,7491.0,4106.0,3385.0,254563.0,199011.0,55552.0,200043.0,75709.0,124334.0
37,TotTrans,2006JJ00,1021783.0,542771.0,479012.0,3.3,110.7,413356.0,540216.0,70859.0,65217.0,5642.0,7671.0,4169.0,3502.0,264925.0,207545.0,57380.0,212103.0,78594.0,133509.0
38,TotTrans,2007JJ00,1085522.0,577872.0,507650.0,4.0,115.1,429776.0,571773.0,74333.0,68385.0,5948.0,8155.0,3667.0,4488.0,280309.0,220159.0,60150.0,225286.0,82072.0,143214.0
39,TotTrans,2008JJ00,1151758.0,622439.0,529319.0,2.0,117.4,438570.0,596226.0,75630.0,69284.0,6346.0,8066.0,3499.0,4567.0,294701.0,230627.0,64074.0,233961.0,85854.0,148107.0
40,TotTrans,2009JJ00,1092462.0,582843.0,509619.0,-3.4,113.4,423533.0,571979.0,69938.0,63277.0,6661.0,9745.0,3676.0,6069.0,298130.0,233178.0,64952.0,213656.0,87857.0,125799.0
41,TotBedrT,1969JJ00,99570.0,52138.0,47432.0,,41.5,154866.0,47902.0,1672.0,1277.0,395.0,914.0,807.0,107.0,27744.0,22398.0,5346.0,19400.0,5767.0,13633.0
42,TotBedrT,1970JJ00,113369.0,60019.0,53350.0,6.0,44.0,164174.0,53676.0,1741.0,1303.0,438.0,1116.0,977.0,139.0,31770.0,25610.0,6160.0,21281.0,6656.0,14625.0
43,TotBedrT,1971JJ00,127045.0,66927.0,60118.0,4.6,46.0,171701.0,60592.0,1812.0,1335.0,477.0,1012.0,861.0,151.0,36510.0,29194.0,7316.0,23282.0,7764.0,15518.0
44,TotBedrT,1972JJ00,137993.0,70486.0,67507.0,3.6,47.6,177879.0,67967.0,2099.0,1520.0,579.0,1238.0,1060.0,178.0,40890.0,32535.0,8355.0,26216.0,8751.0,17465.0
45,TotBedrT,1973JJ00,158471.0,81352.0,77119.0,5.6,50.3,187818.0,77387.0,2350.0,1669.0,681.0,1594.0,1401.0,193.0,47392.0,37026.0,10366.0,29239.0,9696.0,19543.0
46,TotBedrT,1974JJ00,187853.0,97004.0,90849.0,4.3,52.5,195891.0,90929.0,2444.0,1664.0,780.0,1815.0,1584.0,231.0,55074.0,42796.0,12278.0,35226.0,11291.0,23935.0
47,TotBedrT,1975JJ00,202491.0,104546.0,97945.0,0.1,52.5,196023.0,98059.0,2725.0,1929.0,796.0,2113.0,1815.0,298.0,62325.0,48391.0,13934.0,35122.0,13035.0,22087.0
48,TotBedrT,1976JJ00,230421.0,119324.0,111097.0,4.4,54.8,204725.0,110879.0,3312.0,2296.0,1016.0,2966.0,2514.0,452.0,69266.0,53595.0,15671.0,41267.0,14630.0,26637.0
49,TotBedrT,1977JJ00,248262.0,128677.0,119585.0,2.3,56.1,209487.0,119415.0,3993.0,2785.0,1208.0,3317.0,2955.0,362.0,75741.0,58833.0,16908.0,42998.0,16035.0,26963.0
50,TotBedrT,1978JJ00,265058.0,135400.0,129658.0,2.6,57.6,214966.0,129310.0,4272.0,2958.0,1314.0,3760.0,3306.0,454.0,82188.0,63838.0,18350.0,46610.0,17512.0,29098.0
51,TotBedrT,1979JJ00,290669.0,151686.0,138983.0,2.2,58.8,219733.0,138305.0,4396.0,2917.0,1479.0,4105.0,3595.0,510.0,88494.0,68370.0,20124.0,49520.0,19283.0,30237.0
52,TotBedrT,1980JJ00,317970.0,168116.0,149854.0,1.5,59.7,223042.0,149038.0,4485.0,2896.0,1589.0,4268.0,3712.0,556.0,94001.0,72414.0,21587.0,54820.0,21361.0,33459.0
53,TotBedrT,1981JJ00,339153.0,180481.0,158672.0,-0.2,59.6,222551.0,157743.0,4515.0,2771.0,1744.0,4272.0,3700.0,572.0,96120.0,74133.0,21987.0,61380.0,23460.0,37920.0
54,TotBedrT,1982JJ00,351312.0,187024.0,164288.0,-1.3,58.8,219643.0,163151.0,4877.0,3007.0,1870.0,4845.0,4144.0,701.0,99040.0,76717.0,22323.0,64079.0,24879.0,39200.0
55,TotBedrT,1983JJ00,363793.0,193545.0,170248.0,2.1,60.0,224166.0,168813.0,5125.0,3146.0,1979.0,5376.0,4581.0,795.0,100344.0,76829.0,23515.0,68720.0,25681.0,43039.0
56,TotBedrT,1984JJ00,388464.0,209201.0,179263.0,3.3,62.0,231667.0,177281.0,5180.0,3147.0,2033.0,5954.0,5129.0,825.0,100809.0,77456.0,23353.0,77246.0,26736.0,50510.0
57,TotBedrT,1985JJ00,404748.0,218930.0,185818.0,2.6,63.7,237679.0,183281.0,5240.0,3144.0,2096.0,6469.0,5681.0,788.0,104641.0,80723.0,23918.0,79869.0,27874.0,51995.0
58,TotBedrT,1986JJ00,397043.0,205961.0,191082.0,2.1,65.0,242584.0,188699.0,5610.0,3458.0,2152.0,6648.0,5841.0,807.0,109164.0,84351.0,24813.0,80573.0,28923.0,51650.0
59,TotBedrT,1987JJ00,397337.0,204425.0,192912.0,2.2,66.4,248031.0,189341.0,5537.0,3232.0,2305.0,7671.0,6803.0,868.0,112894.0,87380.0,25514.0,78581.0,30517.0,48064.0
60,TotBedrT,1988JJ00,416649.0,215786.0,200863.0,3.1,68.5,255827.0,197553.0,5754.0,3385.0,2369.0,7590.0,6695.0,895.0,116037.0,90554.0,25483.0,83352.0,32355.0,50997.0
61,TotBedrT,1989JJ00,447102.0,234610.0,212492.0,4.2,71.4,266470.0,209954.0,6018.0,3596.0,2422.0,7108.0,6134.0,974.0,119628.0,94712.0,24916.0,91416.0,34382.0,57034.0
62,TotBedrT,1990JJ00,469683.0,245851.0,223832.0,3.9,74.1,276842.0,221775.0,6336.0,3804.0,2532.0,6820.0,5861.0,959.0,127116.0,109225.0,17891.0,95143.0,36596.0,58547.0
63,TotBedrT,1991JJ00,496939.0,260010.0,236929.0,2.5,76.0,283672.0,234283.0,6665.0,4029.0,2636.0,7343.0,6675.0,668.0,135023.0,115946.0,19077.0,99938.0,38773.0,61165.0
64,TotBedrT,1992JJ00,511975.0,265760.0,246215.0,1.5,77.1,287794.0,244056.0,7688.0,4770.0,2918.0,7525.0,6929.0,596.0,142980.0,122527.0,20453.0,100913.0,40900.0,60013.0
65,TotBedrT,1993JJ00,518849.0,266048.0,252801.0,1.2,78.0,291191.0,252588.0,9633.0,6520.0,3113.0,7324.0,6733.0,591.0,147027.0,126702.0,20325.0,103252.0,42437.0,60815.0
66,TotBedrT,1994JJ00,544625.0,280144.0,264481.0,2.8,80.2,299325.0,264926.0,10019.0,6741.0,3278.0,6936.0,6296.0,640.0,150603.0,130352.0,20251.0,111240.0,43636.0,67604.0
67,TotBedrT,1995JJ00,572833.0,297147.0,275686.0,3.0,82.5,308196.0,279599.0,10866.0,7559.0,3307.0,4476.0,3646.0,830.0,155837.0,133469.0,22368.0,117372.0,45226.0,72146.0
68,TotBedrT,1996JJ00,605959.0,318880.0,287079.0,3.0,85.0,317520.0,292271.0,11825.0,8400.0,3425.0,4775.0,3208.0,1567.0,161820.0,138394.0,23426.0,123401.0,47150.0,76251.0
69,TotBedrT,1997JJ00,649628.0,343089.0,306539.0,4.2,88.6,330892.0,313005.0,13150.0,9711.0,3439.0,5276.0,3245.0,2031.0,171222.0,146979.0,24243.0,133909.0,49309.0,84600.0
70,TotBedrT,1998JJ00,683977.0,359950.0,324027.0,3.8,92.0,343420.0,331124.0,13965.0,10357.0,3608.0,5972.0,3260.0,2712.0,184054.0,148291.0,35763.0,139077.0,52383.0,86694.0
71,TotBedrT,1999JJ00,728317.0,383982.0,344335.0,4.6,96.2,359056.0,352599.0,15841.0,11823.0,4018.0,6734.0,3559.0,3175.0,197344.0,159361.0,37983.0,146148.0,56326.0,89822.0
72,TotBedrT,2000JJ00,804906.0,431491.0,373415.0,4.0,100.0,373415.0,381872.0,16677.0,12356.0,4321.0,7078.0,3899.0,3179.0,211803.0,170718.0,41085.0,160470.0,61308.0,99162.0
73,TotBedrT,2001JJ00,851895.0,454339.0,397556.0,1.9,101.9,380403.0,406831.0,17839.0,13051.0,4788.0,7586.0,3776.0,3810.0,227390.0,182607.0,44783.0,169188.0,65865.0,103323.0
74,TotBedrT,2002JJ00,869151.0,454777.0,414374.0,0.2,102.1,381124.0,423957.0,18526.0,13522.0,5004.0,7918.0,3939.0,3979.0,238825.0,189544.0,49281.0,174524.0,69427.0,105097.0
75,TotBedrT,2003JJ00,882248.0,456992.0,425256.0,0.5,102.6,382985.0,435296.0,19258.0,14208.0,5050.0,7851.0,4168.0,3683.0,245752.0,193799.0,51953.0,178137.0,71461.0,106676.0
76,TotBedrT,2004JJ00,912631.0,475757.0,436874.0,2.3,104.9,391896.0,448429.0,20711.0,15450.0,5261.0,7990.0,3895.0,4095.0,251030.0,195648.0,55382.0,184678.0,73498.0,111180.0
77,TotBedrT,2005JJ00,960793.0,504611.0,456182.0,2.1,107.1,400032.0,469287.0,22652.0,17053.0,5599.0,7333.0,3948.0,3385.0,254563.0,199011.0,55552.0,199405.0,75709.0,123696.0
78,TotBedrT,2006JJ00,1020578.0,541566.0,479012.0,3.3,110.7,413356.0,492667.0,23389.0,17747.0,5642.0,7594.0,4092.0,3502.0,264925.0,207545.0,57380.0,211947.0,78594.0,133353.0
79,TotBedrT,2007JJ00,1084270.0,576620.0,507650.0,4.0,115.1,429776.0,521893.0,23831.0,17883.0,5948.0,8128.0,3640.0,4488.0,280309.0,220159.0,60150.0,225881.0,82072.0,143809.0
80,TotBedrT,2008JJ00,1150453.0,621134.0,529319.0,2.0,117.4,438570.0,544439.0,24965.0,18619.0,6346.0,8066.0,3499.0,4567.0,294701.0,230627.0,64074.0,232839.0,85854.0,146985.0
81,TotBedrT,2009JJ00,1091179.0,581560.0,509619.0,-3.4,113.4,423533.0,523353.0,24067.0,17406.0,6661.0,9741.0,3672.0,6069.0,298130.0,233178.0,64952.0,210897.0,87857.0,123040.0
82,RK_01_05,1969JJ00,6566.0,3611.0,2955.0,,19.1,1887.0,2765.0,65.0,3.0,62.0,201.0,193.0,8.0,430.0,331.0,99.0,2471.0,330.0,2141.0
83,RK_01_05,1970JJ00,7121.0,4079.0,3042.0,10.2,21.1,2079.0,2851.0,63.0,2.0,61.0,209.0,193.0,16.0,452.0,349.0,103.0,2545.0,361.0,2184.0
84,RK_01_05,1971JJ00,7568.0,4362.0,3206.0,12.1,23.6,2330.0,3194.0,66.0,2.0,64.0,31.0,14.0,17.0,474.0,362.0,112.0,2685.0,408.0,2277.0
85,RK_01_05,1972JJ00,8217.0,4669.0,3548.0,4.0,24.5,2423.0,3536.0,80.0,3.0,77.0,37.0,15.0,22.0,517.0,394.0,123.0,2976.0,457.0,2519.0
86,RK_01_05,1973JJ00,9567.0,5557.0,4010.0,6.3,26.1,2577.0,3989.0,93.0,3.0,90.0,50.0,24.0,26.0,595.0,449.0,146.0,3351.0,487.0,2864.0
87,RK_01_05,1974JJ00,9830.0,5794.0,4036.0,12.6,29.4,2902.0,4017.0,94.0,3.0,91.0,59.0,22.0,37.0,644.0,488.0,156.0,3338.0,560.0,2778.0
88,RK_01_05,1975JJ00,10973.0,6318.0,4655.0,13.6,33.4,3296.0,4638.0,109.0,4.0,105.0,62.0,21.0,41.0,733.0,547.0,186.0,3858.0,663.0,3195.0
89,RK_01_05,1976JJ00,12515.0,7225.0,5290.0,11.5,37.2,3674.0,5262.0,135.0,4.0,131.0,105.0,32.0,73.0,796.0,591.0,205.0,4436.0,762.0,3674.0
90,RK_01_05,1977JJ00,12902.0,8029.0,4873.0,2.2,38.0,3755.0,4842.0,155.0,9.0,146.0,99.0,40.0,59.0,851.0,642.0,209.0,3935.0,817.0,3118.0
91,RK_01_05,1978JJ00,13342.0,8252.0,5090.0,8.1,41.1,4059.0,5077.0,184.0,31.0,153.0,123.0,44.0,79.0,921.0,707.0,214.0,4095.0,898.0,3197.0
92,RK_01_05,1979JJ00,14113.0,8733.0,5380.0,11.4,45.8,4523.0,5344.0,181.0,18.0,163.0,147.0,54.0,93.0,962.0,738.0,224.0,4348.0,999.0,3349.0
93,RK_01_05,1980JJ00,15001.0,9312.0,5689.0,4.3,47.8,4720.0,5676.0,212.0,40.0,172.0,151.0,53.0,98.0,1006.0,769.0,237.0,4609.0,1105.0,3504.0
94,RK_01_05,1981JJ00,17029.0,10291.0,6738.0,9.1,52.1,5147.0,6780.0,293.0,86.0,207.0,129.0,44.0,85.0,1082.0,816.0,266.0,5534.0,1204.0,4330.0
95,RK_01_05,1982JJ00,17926.0,10778.0,7148.0,4.1,54.3,5360.0,7196.0,320.0,97.0,223.0,159.0,49.0,110.0,1128.0,854.0,274.0,5907.0,1288.0,4619.0
96,RK_01_05,1983JJ00,18460.0,11372.0,7088.0,-2.7,52.8,5214.0,7125.0,310.0,92.0,218.0,191.0,55.0,136.0,1151.0,877.0,274.0,5855.0,1343.0,4512.0
97,RK_01_05,1984JJ00,19037.0,11628.0,7409.0,10.8,58.5,5778.0,7464.0,340.0,118.0,222.0,202.0,63.0,139.0,1165.0,897.0,268.0,6161.0,1398.0,4763.0
98,RK_01_05,1985JJ00,19579.0,11884.0,7695.0,4.0,60.9,6009.0,7788.0,384.0,155.0,229.0,198.0,62.0,136.0,1235.0,962.0,273.0,6367.0,1463.0,4904.0
99,RK_01_05,1986JJ00,19463.0,11287.0,8176.0,10.3,67.2,6629.0,8263.0,405.0,160.0,245.0,196.0,73.0,123.0,1292.0,1015.0,277.0,6762.0,1542.0,5220.0
100,RK_01_05,1987JJ00,18683.0,10564.0,8119.0,-1.4,66.2,6539.0,8103.0,388.0,124.0,264.0,281.0,140.0,141.0,1456.0,1187.0,269.0,6540.0,1610.0,4930.0
101,RK_01_05,1988JJ00,19137.0,10775.0,8362.0,7.7,71.4,7043.0,8255.0,376.0,95.0,281.0,330.0,202.0,128.0,1544.0,1255.0,289.0,6665.0,1697.0,4968.0
102,RK_01_05,1989JJ00,20848.0,11296.0,9552.0,5.6,75.4,7440.0,9500.0,480.0,182.0,298.0,421.0,234.0,187.0,1571.0,1282.0,289.0,7870.0,1797.0,6073.0
103,RK_01_05,1990JJ00,20679.0,10888.0,9791.0,8.8,82.0,8092.0,9644.0,384.0,83.0,301.0,351.0,230.0,121.0,1722.0,1507.0,215.0,7889.0,1874.0,6015.0
104,RK_01_05,1991JJ00,21495.0,11422.0,10073.0,2.5,84.0,8292.0,9878.0,398.0,87.0,311.0,442.0,282.0,160.0,1817.0,1593.0,224.0,8105.0,1970.0,6135.0
105,RK_01_05,1992JJ00,21217.0,11399.0,9818.0,3.5,87.0,8583.0,9622.0,399.0,78.0,321.0,434.0,274.0,160.0,1906.0,1656.0,250.0,7751.0,2038.0,5713.0
106,RK_01_05,1993JJ00,19961.0,11069.0,8892.0,2.8,89.4,8825.0,8611.0,407.0,48.0,359.0,551.0,329.0,222.0,1942.0,1687.0,255.0,6813.0,2091.0,4722.0
107,RK_01_05,1994JJ00,20540.0,11125.0,9415.0,2.6,91.7,9053.0,9077.0,375.0,8.0,367.0,541.0,346.0,195.0,1921.0,1666.0,255.0,7322.0,2114.0,5208.0
108,RK_01_05,1995JJ00,20714.0,11127.0,9587.0,2.0,93.5,9232.0,9234.0,332.0,18.0,314.0,550.0,371.0,179.0,1917.0,1659.0,258.0,7535.0,2176.0,5359.0
109,RK_01_05,1996JJ00,21106.0,11664.0,9442.0,-2.4,91.3,9015.0,9112.0,352.0,33.0,319.0,675.0,363.0,312.0,1992.0,1724.0,268.0,7443.0,2232.0,5211.0
110,RK_01_05,1997JJ00,22370.0,11774.0,10596.0,7.4,98.1,9685.0,10356.0,355.0,30.0,325.0,425.0,270.0,155.0,2075.0,1792.0,283.0,8351.0,2284.0,6067.0
111,RK_01_05,1998JJ00,21382.0,11758.0,9624.0,-5.6,92.6,9138.0,9360.0,332.0,15.0,317.0,438.0,279.0,159.0,2185.0,1771.0,414.0,7281.0,2346.0,4935.0
112,RK_01_05,1999JJ00,21246.0,12064.0,9182.0,5.8,98.0,9671.0,8922.0,362.0,22.0,340.0,621.0,282.0,339.0,2349.0,1887.0,462.0,6832.0,2477.0,4355.0
113,RK_01_05,2000JJ00,22560.0,12690.0,9870.0,2.1,100.0,9870.0,9611.0,367.0,21.0,346.0,427.0,280.0,147.0,2479.0,1972.0,507.0,7192.0,2678.0,4514.0
114,RK_01_05,2001JJ00,23456.0,13279.0,10177.0,-4.5,95.5,9428.0,9837.0,420.0,1.0,419.0,568.0,341.0,227.0,2683.0,2122.0,561.0,7302.0,2823.0,4479.0
115,RK_01_05,2002JJ00,23200.0,13567.0,9633.0,-1.5,94.1,9291.0,9223.0,440.0,20.0,420.0,612.0,430.0,182.0,2910.0,2274.0,636.0,6485.0,2980.0,3505.0
116,RK_01_05,2003JJ00,23242.0,13264.0,9978.0,4.1,98.0,9673.0,9556.0,399.0,8.0,391.0,763.0,430.0,333.0,2990.0,2289.0,701.0,6930.0,3018.0,3912.0
117,RK_01_05,2004JJ00,23248.0,13849.0,9399.0,5.8,103.7,10232.0,9003.0,427.0,20.0,407.0,761.0,416.0,345.0,2986.0,2282.0,704.0,6351.0,3064.0,3287.0
118,RK_01_05,2005JJ00,23723.0,14188.0,9535.0,-0.5,103.2,10185.0,9041.0,482.0,26.0,456.0,832.0,520.0,312.0,2985.0,2288.0,697.0,6406.0,3110.0,3296.0
119,RK_01_05,2006JJ00,25831.0,15281.0,10550.0,-0.5,102.7,10134.0,9955.0,480.0,26.0,454.0,1208.0,621.0,587.0,3055.0,2352.0,703.0,7628.0,3149.0,4479.0
120,RK_01_05,2007JJ00,27078.0,16530.0,10548.0,4.2,106.9,10556.0,10383.0,472.0,27.0,445.0,931.0,192.0,739.0,3217.0,2483.0,734.0,7625.0,3276.0,4349.0
121,RK_01_05,2008JJ00,27687.0,18121.0,9566.0,0.8,107.8,10641.0,9456.0,506.0,53.0,453.0,831.0,163.0,668.0,3399.0,2617.0,782.0,6382.0,3377.0,3005.0
122,RK_01_05,2009JJ00,26084.0,17286.0,8798.0,2.7,110.7,10927.0,8663.0,509.0,56.0,453.0,1056.0,191.0,865.0,3493.0,2688.0,805.0,5717.0,3457.0,2260.0
123,RK_10_14,1969JJ00,742.0,215.0,527.0,,39.5,3590.0,527.0,5.0,0.0,5.0,0.0,0.0,0.0,233.0,184.0,49.0,289.0,62.0,227.0
124,RK_10_14,1970JJ00,953.0,237.0,716.0,26.4,49.9,4537.0,716.0,5.0,0.0,5.0,0.0,0.0,0.0,216.0,170.0,46.0,495.0,70.0,425.0
125,RK_10_14,1971JJ00,1241.0,285.0,956.0,24.7,62.2,5659.0,956.0,3.0,0.0,3.0,0.0,0.0,0.0,208.0,163.0,45.0,745.0,86.0,659.0
126,RK_10_14,1972JJ00,1419.0,288.0,1131.0,21.7,75.6,6884.0,1131.0,3.0,0.0,3.0,0.0,0.0,0.0,209.0,165.0,44.0,919.0,104.0,815.0
127,RK_10_14,1973JJ00,1719.0,328.0,1391.0,6.6,80.7,7341.0,1391.0,2.0,0.0,2.0,0.0,0.0,0.0,192.0,151.0,41.0,1197.0,122.0,1075.0
128,RK_10_14,1974JJ00,2561.0,454.0,2107.0,19.1,96.0,8739.0,2107.0,3.0,0.0,3.0,0.0,0.0,0.0,114.0,88.0,26.0,1990.0,145.0,1845.0
129,RK_10_14,1975JJ00,4233.0,582.0,3651.0,3.4,99.3,9038.0,3651.0,3.0,0.0,3.0,0.0,0.0,0.0,136.0,106.0,30.0,3512.0,175.0,3337.0
