ID,NuttigeToepassingEnEindverwerking,BedrijfstakkenBranchesSBI2008,Perioden,Bedrijfsafval_1
2158,A050137,300002,2005JJ00,
2159,A050137,300002,2006JJ00,
2160,A050137,300002,2007JJ00,1122.0
2161,A050137,300002,2008JJ00,1238.0
2162,A050137,300002,2009JJ00,1194.0
2163,A050137,300002,2010JJ00,1818.0
2164,A050137,300002,2011JJ00,1934.0
2165,A050137,300002,2012JJ00,2385.0
2166,A050137,300002,2013JJ00,2487.0
2167,A050137,300002,2014JJ00,2665.0
2168,A050137,300002,2015JJ00,2712.0
2169,A050137,300002,2016JJ00,2960.0
2170,A050137,300002,2017JJ00,3023.0
2171,A050137,300002,2018JJ00,2825.0
2172,A050137,300002,2019JJ00,2748.0
2173,A050137,300002,2020JJ00,2849.0
2174,A050137,300002,2021JJ00,2943.0
2175,A050137,305700,1994JJ00,
2176,A050137,305700,1996JJ00,
2177,A050137,305700,1998JJ00,
2178,A050137,305700,2000JJ00,
2179,A050137,305700,2001JJ00,
2180,A050137,305700,2002JJ00,
2181,A050137,305700,2003JJ00,
2182,A050137,305700,2004JJ00,0.0
2183,A050137,305700,2005JJ00,0.0
2184,A050137,305700,2006JJ00,0.0
2185,A050137,305700,2007JJ00,2.0
2186,A050137,305700,2008JJ00,0.0
2187,A050137,305700,2009JJ00,2.0
2188,A050137,305700,2010JJ00,2.0
2189,A050137,305700,2011JJ00,1.0
2190,A050137,305700,2012JJ00,5.0
2191,A050137,305700,2013JJ00,5.0
2192,A050137,305700,2014JJ00,4.0
2193,A050137,305700,2015JJ00,3.0
2194,A050137,305700,2016JJ00,3.0
2195,A050137,305700,2017JJ00,3.0
2196,A050137,305700,2018JJ00,3.0
2197,A050137,305700,2019JJ00,2.0
2198,A050137,305700,2020JJ00,2.0
2199,A050137,305700,2021JJ00,1.0
2200,A050137,307500,1994JJ00,
2201,A050137,307500,1996JJ00,
2202,A050137,307500,1998JJ00,
2203,A050137,307500,2000JJ00,
2204,A050137,307500,2001JJ00,
2205,A050137,307500,2002JJ00,
2206,A050137,307500,2003JJ00,
2207,A050137,307500,2004JJ00,871.0
2208,A050137,307500,2005JJ00,791.0
2209,A050137,307500,2006JJ00,862.0
2210,A050137,307500,2007JJ00,849.0
2211,A050137,307500,2008JJ00,937.0
2212,A050137,307500,2009JJ00,878.0
2213,A050137,307500,2010JJ00,918.0
2214,A050137,307500,2011JJ00,1003.0
2215,A050137,307500,2012JJ00,1410.0
2216,A050137,307500,2013JJ00,1497.0
2217,A050137,307500,2014JJ00,1593.0
2218,A050137,307500,2015JJ00,1648.0
2219,A050137,307500,2016JJ00,1825.0
2220,A050137,307500,2017JJ00,1869.0
2221,A050137,307500,2018JJ00,1775.0
2222,A050137,307500,2019JJ00,1686.0
2223,A050137,307500,2020JJ00,1607.0
2224,A050137,307500,2021JJ00,1683.0
2225,A050137,307610,1994JJ00,
2226,A050137,307610,1996JJ00,
2227,A050137,307610,1998JJ00,
2228,A050137,307610,2000JJ00,
2229,A050137,307610,2001JJ00,
2230,A050137,307610,2002JJ00,
2231,A050137,307610,2003JJ00,
2232,A050137,307610,2004JJ00,491.0
2233,A050137,307610,2005JJ00,373.0
2234,A050137,307610,2006JJ00,399.0
2235,A050137,307610,2007JJ00,373.0
2236,A050137,307610,2008JJ00,455.0
2237,A050137,307610,2009JJ00,468.0
2238,A050137,307610,2010JJ00,510.0
2239,A050137,307610,2011JJ00,564.0
2240,A050137,307610,2012JJ00,602.0
2241,A050137,307610,2013JJ00,667.0
2242,A050137,307610,2014JJ00,755.0
2243,A050137,307610,2015JJ00,764.0
2244,A050137,307610,2016JJ00,997.0
2245,A050137,307610,2017JJ00,997.0
2246,A050137,307610,2018JJ00,1015.0
2247,A050137,307610,2019JJ00,953.0
2248,A050137,307610,2020JJ00,869.0
2249,A050137,307610,2021JJ00,906.0
2250,A050137,307600,1994JJ00,
2251,A050137,307600,1996JJ00,
2252,A050137,307600,1998JJ00,
2253,A050137,307600,2000JJ00,
2254,A050137,307600,2001JJ00,
2255,A050137,307600,2002JJ00,
2256,A050137,307600,2003JJ00,
2257,A050137,307600,2004JJ00,490.0
2258,A050137,307600,2005JJ00,371.0
2259,A050137,307600,2006JJ00,398.0
2260,A050137,307600,2007JJ00,372.0
2261,A050137,307600,2008JJ00,452.0
2262,A050137,307600,2009JJ00,465.0
2263,A050137,307600,2010JJ00,507.0
2264,A050137,307600,2011JJ00,560.0
2265,A050137,307600,2012JJ00,594.0
2266,A050137,307600,2013JJ00,659.0
2267,A050137,307600,2014JJ00,742.0
2268,A050137,307600,2015JJ00,752.0
2269,A050137,307600,2016JJ00,978.0
2270,A050137,307600,2017JJ00,978.0
2271,A050137,307600,2018JJ00,985.0
2272,A050137,307600,2019JJ00,928.0
2273,A050137,307600,2020JJ00,834.0
2274,A050137,307600,2021JJ00,871.0
2275,A050137,311300,1994JJ00,
2276,A050137,311300,1996JJ00,
2277,A050137,311300,1998JJ00,
2278,A050137,311300,2000JJ00,
2279,A050137,311300,2001JJ00,
2280,A050137,311300,2002JJ00,
2281,A050137,311300,2003JJ00,
2282,A050137,311300,2004JJ00,0.0
2283,A050137,311300,2005JJ00,0.0
2284,A050137,311300,2006JJ00,0.0
2285,A050137,311300,2007JJ00,0.0
2286,A050137,311300,2008JJ00,1.0
2287,A050137,311300,2009JJ00,1.0
2288,A050137,311300,2010JJ00,0.0
2289,A050137,311300,2011JJ00,0.0
2290,A050137,311300,2012JJ00,4.0
2291,A050137,311300,2013JJ00,4.0
2292,A050137,311300,2014JJ00,11.0
2293,A050137,311300,2015JJ00,12.0
2294,A050137,311300,2016JJ00,18.0
2295,A050137,311300,2017JJ00,18.0
2296,A050137,311300,2018JJ00,29.0
2297,A050137,311300,2019JJ00,24.0
2298,A050137,311300,2020JJ00,34.0
2299,A050137,311300,2021JJ00,34.0
2300,A050137,312200,1994JJ00,
2301,A050137,312200,1996JJ00,
2302,A050137,312200,1998JJ00,
2303,A050137,312200,2000JJ00,
2304,A050137,312200,2001JJ00,
2305,A050137,312200,2002JJ00,
2306,A050137,312200,2003JJ00,
2307,A050137,312200,2004JJ00,1.0
2308,A050137,312200,2005JJ00,1.0
2309,A050137,312200,2006JJ00,1.0
2310,A050137,312200,2007JJ00,1.0
2311,A050137,312200,2008JJ00,2.0
2312,A050137,312200,2009JJ00,2.0
2313,A050137,312200,2010JJ00,3.0
2314,A050137,312200,2011JJ00,4.0
2315,A050137,312200,2012JJ00,4.0
2316,A050137,312200,2013JJ00,4.0
2317,A050137,312200,2014JJ00,2.0
2318,A050137,312200,2015JJ00,1.0
2319,A050137,312200,2016JJ00,1.0
2320,A050137,312200,2017JJ00,1.0
2321,A050137,312200,2018JJ00,1.0
2322,A050137,312200,2019JJ00,1.0
2323,A050137,312200,2020JJ00,1.0
2324,A050137,312200,2021JJ00,1.0
2325,A050137,312505,1994JJ00,
2326,A050137,312505,1996JJ00,
2327,A050137,312505,1998JJ00,
2328,A050137,312505,2000JJ00,
2329,A050137,312505,2001JJ00,
2330,A050137,312505,2002JJ00,
2331,A050137,312505,2003JJ00,
2332,A050137,312505,2004JJ00,3.0
2333,A050137,312505,2005JJ00,3.0
2334,A050137,312505,2006JJ00,3.0
2335,A050137,312505,2007JJ00,3.0
2336,A050137,312505,2008JJ00,2.0
2337,A050137,312505,2009JJ00,2.0
2338,A050137,312505,2010JJ00,7.0
2339,A050137,312505,2011JJ00,7.0
2340,A050137,312505,2012JJ00,31.0
2341,A050137,312505,2013JJ00,32.0
2342,A050137,312505,2014JJ00,15.0
2343,A050137,312505,2015JJ00,15.0
2344,A050137,312505,2016JJ00,13.0
2345,A050137,312505,2017JJ00,14.0
2346,A050137,312505,2018JJ00,9.0
2347,A050137,312505,2019JJ00,10.0
2348,A050137,312505,2020JJ00,21.0
2349,A050137,312505,2021JJ00,15.0
2350,A050137,315805,1994JJ00,
2351,A050137,315805,1996JJ00,
2352,A050137,315805,1998JJ00,
2353,A050137,315805,2000JJ00,
2354,A050137,315805,2001JJ00,
2355,A050137,315805,2002JJ00,
2356,A050137,315805,2003JJ00,
2357,A050137,315805,2004JJ00,66.0
2358,A050137,315805,2005JJ00,70.0
2359,A050137,315805,2006JJ00,84.0
2360,A050137,315805,2007JJ00,88.0
2361,A050137,315805,2008JJ00,85.0
2362,A050137,315805,2009JJ00,73.0
2363,A050137,315805,2010JJ00,70.0
2364,A050137,315805,2011JJ00,73.0
2365,A050137,315805,2012JJ00,83.0
2366,A050137,315805,2013JJ00,77.0
2367,A050137,315805,2014JJ00,94.0
2368,A050137,315805,2015JJ00,99.0
2369,A050137,315805,2016JJ00,65.0
2370,A050137,315805,2017JJ00,67.0
2371,A050137,315805,2018JJ00,72.0
2372,A050137,315805,2019JJ00,77.0
2373,A050137,315805,2020JJ00,102.0
2374,A050137,315805,2021JJ00,105.0
2375,A050137,315800,1994JJ00,
2376,A050137,315800,1996JJ00,
2377,A050137,315800,1998JJ00,
2378,A050137,315800,2000JJ00,
2379,A050137,315800,2001JJ00,
2380,A050137,315800,2002JJ00,
2381,A050137,315800,2003JJ00,
2382,A050137,315800,2004JJ00,65.0
2383,A050137,315800,2005JJ00,69.0
2384,A050137,315800,2006JJ00,83.0
2385,A050137,315800,2007JJ00,87.0
2386,A050137,315800,2008JJ00,81.0
2387,A050137,315800,2009JJ00,70.0
2388,A050137,315800,2010JJ00,68.0
2389,A050137,315800,2011JJ00,71.0
2390,A050137,315800,2012JJ00,65.0
2391,A050137,315800,2013JJ00,61.0
2392,A050137,315800,2014JJ00,70.0
2393,A050137,315800,2015JJ00,74.0
2394,A050137,315800,2016JJ00,40.0
2395,A050137,315800,2017JJ00,41.0
2396,A050137,315800,2018JJ00,52.0
2397,A050137,315800,2019JJ00,58.0
2398,A050137,315800,2020JJ00,84.0
2399,A050137,315800,2021JJ00,86.0
2400,A050137,317105,1994JJ00,
2401,A050137,317105,1996JJ00,
2402,A050137,317105,1998JJ00,
2403,A050137,317105,2000JJ00,
2404,A050137,317105,2001JJ00,
2405,A050137,317105,2002JJ00,
2406,A050137,317105,2003JJ00,
2407,A050137,317105,2004JJ00,255.0
2408,A050137,317105,2005JJ00,288.0
2409,A050137,317105,2006JJ00,280.0
2410,A050137,317105,2007JJ00,291.0
2411,A050137,317105,2008JJ00,302.0
2412,A050137,317105,2009JJ00,258.0
2413,A050137,317105,2010JJ00,228.0
2414,A050137,317105,2011JJ00,230.0
2415,A050137,317105,2012JJ00,258.0
2416,A050137,317105,2013JJ00,268.0
2417,A050137,317105,2014JJ00,303.0
2418,A050137,317105,2015JJ00,311.0
2419,A050137,317105,2016JJ00,286.0
2420,A050137,317105,2017JJ00,305.0
2421,A050137,317105,2018JJ00,307.0
2422,A050137,317105,2019JJ00,280.0
2423,A050137,317105,2020JJ00,280.0
2424,A050137,317105,2021JJ00,300.0
2425,A050137,317100,1994JJ00,
2426,A050137,317100,1996JJ00,
2427,A050137,317100,1998JJ00,
2428,A050137,317100,2000JJ00,
2429,A050137,317100,2001JJ00,
2430,A050137,317100,2002JJ00,
2431,A050137,317100,2003JJ00,
2432,A050137,317100,2004JJ00,255.0
2433,A050137,317100,2005JJ00,288.0
2434,A050137,317100,2006JJ00,279.0
2435,A050137,317100,2007JJ00,290.0
2436,A050137,317100,2008JJ00,301.0
2437,A050137,317100,2009JJ00,257.0
2438,A050137,317100,2010JJ00,227.0
2439,A050137,317100,2011JJ00,229.0
2440,A050137,317100,2012JJ00,233.0
2441,A050137,317100,2013JJ00,244.0
2442,A050137,317100,2014JJ00,290.0
2443,A050137,317100,2015JJ00,298.0
2444,A050137,317100,2016JJ00,274.0
2445,A050137,317100,2017JJ00,294.0
2446,A050137,317100,2018JJ00,300.0
2447,A050137,317100,2019JJ00,274.0
2448,A050137,317100,2020JJ00,270.0
2449,A050137,317100,2021JJ00,286.0
2450,A050137,318600,1994JJ00,
2451,A050137,318600,1996JJ00,
2452,A050137,318600,1998JJ00,
2453,A050137,318600,2000JJ00,
2454,A050137,318600,2001JJ00,
2455,A050137,318600,2002JJ00,
2456,A050137,318600,2003JJ00,
2457,A050137,318600,2004JJ00,0.0
2458,A050137,318600,2005JJ00,0.0
2459,A050137,318600,2006JJ00,1.0
2460,A050137,318600,2007JJ00,1.0
2461,A050137,318600,2008JJ00,1.0
2462,A050137,318600,2009JJ00,1.0
2463,A050137,318600,2010JJ00,1.0
2464,A050137,318600,2011JJ00,1.0
2465,A050137,318600,2012JJ00,24.0
2466,A050137,318600,2013JJ00,24.0
2467,A050137,318600,2014JJ00,13.0
2468,A050137,318600,2015JJ00,13.0
2469,A050137,318600,2016JJ00,12.0
2470,A050137,318600,2017JJ00,12.0
2471,A050137,318600,2018JJ00,7.0
2472,A050137,318600,2019JJ00,7.0
2473,A050137,318600,2020JJ00,10.0
2474,A050137,318600,2021JJ00,15.0
2475,A050137,320005,1994JJ00,
2476,A050137,320005,1996JJ00,
2477,A050137,320005,1998JJ00,
2478,A050137,320005,2000JJ00,
2479,A050137,320005,2001JJ00,
2480,A050137,320005,2002JJ00,
2481,A050137,320005,2003JJ00,
2482,A050137,320005,2004JJ00,22.0
2483,A050137,320005,2005JJ00,22.0
2484,A050137,320005,2006JJ00,32.0
2485,A050137,320005,2007JJ00,25.0
2486,A050137,320005,2008JJ00,31.0
2487,A050137,320005,2009JJ00,28.0
2488,A050137,320005,2010JJ00,37.0
2489,A050137,320005,2011JJ00,60.0
2490,A050137,320005,2012JJ00,170.0
2491,A050137,320005,2013JJ00,184.0
2492,A050137,320005,2014JJ00,182.0
2493,A050137,320005,2015JJ00,199.0
2494,A050137,320005,2016JJ00,207.0
2495,A050137,320005,2017JJ00,225.0
2496,A050137,320005,2018JJ00,181.0
2497,A050137,320005,2019JJ00,175.0
2498,A050137,320005,2020JJ00,193.0
2499,A050137,320005,2021JJ00,220.0
2500,A050137,320000,1994JJ00,
2501,A050137,320000,1996JJ00,
2502,A050137,320000,1998JJ00,
2503,A050137,320000,2000JJ00,
2504,A050137,320000,2001JJ00,
2505,A050137,320000,2002JJ00,
2506,A050137,320000,2003JJ00,
2507,A050137,320000,2004JJ00,0.0
2508,A050137,320000,2005JJ00,
2509,A050137,320000,2006JJ00,0.0
2510,A050137,320000,2007JJ00,0.0
2511,A050137,320000,2008JJ00,1.0
2512,A050137,320000,2009JJ00,1.0
2513,A050137,320000,2010JJ00,4.0
2514,A050137,320000,2011JJ00,4.0
2515,A050137,320000,2012JJ00,51.0
2516,A050137,320000,2013JJ00,58.0
2517,A050137,320000,2014JJ00,67.0
2518,A050137,320000,2015JJ00,70.0
2519,A050137,320000,2016JJ00,22.0
2520,A050137,320000,2017JJ00,16.0
2521,A050137,320000,2018JJ00,16.0
2522,A050137,320000,2019JJ00,15.0
2523,A050137,320000,2020JJ00,8.0
2524,A050137,320000,2021JJ00,18.0
2525,A050137,320705,1994JJ00,
2526,A050137,320705,1996JJ00,
2527,A050137,320705,1998JJ00,
2528,A050137,320705,2000JJ00,
2529,A050137,320705,2001JJ00,
2530,A050137,320705,2002JJ00,
2531,A050137,320705,2003JJ00,
2532,A050137,320705,2004JJ00,10.0
2533,A050137,320705,2005JJ00,10.0
2534,A050137,320705,2006JJ00,13.0
2535,A050137,320705,2007JJ00,13.0
2536,A050137,320705,2008JJ00,7.0
2537,A050137,320705,2009JJ00,7.0
2538,A050137,320705,2010JJ00,22.0
2539,A050137,320705,2011JJ00,44.0
2540,A050137,320705,2012JJ00,88.0
2541,A050137,320705,2013JJ00,95.0
2542,A050137,320705,2014JJ00,92.0
2543,A050137,320705,2015JJ00,105.0
2544,A050137,320705,2016JJ00,140.0
2545,A050137,320705,2017JJ00,160.0
2546,A050137,320705,2018JJ00,138.0
2547,A050137,320705,2019JJ00,128.0
2548,A050137,320705,2020JJ00,159.0
2549,A050137,320705,2021JJ00,176.0
2550,A050137,320700,1994JJ00,
2551,A050137,320700,1996JJ00,
2552,A050137,320700,1998JJ00,
2553,A050137,320700,2000JJ00,
2554,A050137,320700,2001JJ00,
2555,A050137,320700,2002JJ00,
2556,A050137,320700,2003JJ00,
2557,A050137,320700,2004JJ00,
2558,A050137,320700,2005JJ00,
2559,A050137,320700,2006JJ00,
2560,A050137,320700,2007JJ00,
2561,A050137,320700,2008JJ00,6.0
2562,A050137,320700,2009JJ00,6.0
2563,A050137,320700,2010JJ00,22.0
2564,A050137,320700,2011JJ00,44.0
2565,A050137,320700,2012JJ00,85.0
2566,A050137,320700,2013JJ00,92.0
2567,A050137,320700,2014JJ00,86.0
2568,A050137,320700,2015JJ00,99.0
2569,A050137,320700,2016JJ00,136.0
2570,A050137,320700,2017JJ00,155.0
2571,A050137,320700,2018JJ00,134.0
2572,A050137,320700,2019JJ00,124.0
2573,A050137,320700,2020JJ00,147.0
2574,A050137,320700,2021JJ00,162.0
2575,A050137,323200,1994JJ00,
2576,A050137,323200,1996JJ00,
2577,A050137,323200,1998JJ00,
2578,A050137,323200,2000JJ00,
2579,A050137,323200,2001JJ00,
2580,A050137,323200,2002JJ00,
2581,A050137,323200,2003JJ00,
2582,A050137,323200,2004JJ00,
2583,A050137,323200,2005JJ00,
2584,A050137,323200,2006JJ00,
2585,A050137,323200,2007JJ00,
2586,A050137,323200,2008JJ00,1.0
2587,A050137,323200,2009JJ00,1.0
2588,A050137,323200,2010JJ00,0.0
2589,A050137,323200,2011JJ00,0.0
2590,A050137,323200,2012JJ00,3.0
2591,A050137,323200,2013JJ00,3.0
2592,A050137,323200,2014JJ00,6.0
2593,A050137,323200,2015JJ00,6.0
2594,A050137,323200,2016JJ00,4.0
2595,A050137,323200,2017JJ00,4.0
2596,A050137,323200,2018JJ00,3.0
2597,A050137,323200,2019JJ00,4.0
2598,A050137,323200,2020JJ00,12.0
2599,A050137,323200,2021JJ00,13.0
2600,A050137,323700,1994JJ00,
2601,A050137,323700,1996JJ00,
2602,A050137,323700,1998JJ00,
2603,A050137,323700,2000JJ00,
2604,A050137,323700,2001JJ00,
2605,A050137,323700,2002JJ00,
2606,A050137,323700,2003JJ00,
2607,A050137,323700,2004JJ00,12.0
2608,A050137,323700,2005JJ00,12.0
2609,A050137,323700,2006JJ00,19.0
2610,A050137,323700,2007JJ00,12.0
2611,A050137,323700,2008JJ00,23.0
2612,A050137,323700,2009JJ00,20.0
2613,A050137,323700,2010JJ00,11.0
2614,A050137,323700,2011JJ00,12.0
2615,A050137,323700,2012JJ00,31.0
2616,A050137,323700,2013JJ00,31.0
2617,A050137,323700,2014JJ00,23.0
2618,A050137,323700,2015JJ00,24.0
2619,A050137,323700,2016JJ00,45.0
2620,A050137,323700,2017JJ00,49.0
2621,A050137,323700,2018JJ00,26.0
2622,A050137,323700,2019JJ00,32.0
2623,A050137,323700,2020JJ00,25.0
2624,A050137,323700,2021JJ00,26.0
2625,A050137,324600,1994JJ00,
2626,A050137,324600,1996JJ00,
2627,A050137,324600,1998JJ00,
2628,A050137,324600,2000JJ00,
2629,A050137,324600,2001JJ00,
2630,A050137,324600,2002JJ00,
2631,A050137,324600,2003JJ00,
2632,A050137,324600,2004JJ00,1.0
2633,A050137,324600,2005JJ00,1.0
2634,A050137,324600,2006JJ00,1.0
2635,A050137,324600,2007JJ00,1.0
2636,A050137,324600,2008JJ00,4.0
2637,A050137,324600,2009JJ00,3.0
2638,A050137,324600,2010JJ00,2.0
2639,A050137,324600,2011JJ00,2.0
2640,A050137,324600,2012JJ00,17.0
2641,A050137,324600,2013JJ00,16.0
2642,A050137,324600,2014JJ00,25.0
2643,A050137,324600,2015JJ00,25.0
2644,A050137,324600,2016JJ00,24.0
2645,A050137,324600,2017JJ00,25.0
2646,A050137,324600,2018JJ00,20.0
2647,A050137,324600,2019JJ00,19.0
2648,A050137,324600,2020JJ00,18.0
2649,A050137,324600,2021JJ00,18.0
2650,A050137,328110,1994JJ00,
2651,A050137,328110,1996JJ00,
2652,A050137,328110,1998JJ00,
2653,A050137,328110,2000JJ00,
2654,A050137,328110,2001JJ00,
2655,A050137,328110,2002JJ00,
2656,A050137,328110,2003JJ00,
2657,A050137,328110,2004JJ00,
2658,A050137,328110,2005JJ00,
2659,A050137,328110,2006JJ00,
2660,A050137,328110,2007JJ00,
2661,A050137,328110,2008JJ00,23.0
2662,A050137,328110,2009JJ00,18.0
2663,A050137,328110,2010JJ00,30.0
2664,A050137,328110,2011JJ00,32.0
2665,A050137,328110,2012JJ00,131.0
2666,A050137,328110,2013JJ00,142.0
2667,A050137,328110,2014JJ00,125.0
2668,A050137,328110,2015JJ00,128.0
2669,A050137,328110,2016JJ00,136.0
2670,A050137,328110,2017JJ00,143.0
2671,A050137,328110,2018JJ00,95.0
2672,A050137,328110,2019JJ00,100.0
2673,A050137,328110,2020JJ00,111.0
2674,A050137,328110,2021JJ00,105.0
2675,A050137,328105,1994JJ00,
2676,A050137,328105,1996JJ00,
2677,A050137,328105,1998JJ00,
2678,A050137,328105,2000JJ00,
2679,A050137,328105,2001JJ00,
2680,A050137,328105,2002JJ00,
2681,A050137,328105,2003JJ00,
2682,A050137,328105,2004JJ00,1.0
2683,A050137,328105,2005JJ00,3.0
2684,A050137,328105,2006JJ00,5.0
2685,A050137,328105,2007JJ00,5.0
2686,A050137,328105,2008JJ00,16.0
2687,A050137,328105,2009JJ00,12.0
2688,A050137,328105,2010JJ00,4.0
2689,A050137,328105,2011JJ00,4.0
2690,A050137,328105,2012JJ00,39.0
2691,A050137,328105,2013JJ00,39.0
2692,A050137,328105,2014JJ00,47.0
2693,A050137,328105,2015JJ00,48.0
2694,A050137,328105,2016JJ00,45.0
2695,A050137,328105,2017JJ00,47.0
2696,A050137,328105,2018JJ00,29.0
2697,A050137,328105,2019JJ00,41.0
2698,A050137,328105,2020JJ00,54.0
2699,A050137,328105,2021JJ00,49.0
2700,A050137,328100,1994JJ00,
2701,A050137,328100,1996JJ00,
2702,A050137,328100,1998JJ00,
2703,A050137,328100,2000JJ00,
2704,A050137,328100,2001JJ00,
2705,A050137,328100,2002JJ00,
2706,A050137,328100,2003JJ00,
2707,A050137,328100,2004JJ00,0.0
2708,A050137,328100,2005JJ00,2.0
2709,A050137,328100,2006JJ00,2.0
2710,A050137,328100,2007JJ00,2.0
2711,A050137,328100,2008JJ00,14.0
2712,A050137,328100,2009JJ00,11.0
2713,A050137,328100,2010JJ00,2.0
2714,A050137,328100,2011JJ00,2.0
2715,A050137,328100,2012JJ00,9.0
2716,A050137,328100,2013JJ00,9.0
2717,A050137,328100,2014JJ00,10.0
2718,A050137,328100,2015JJ00,10.0
2719,A050137,328100,2016JJ00,6.0
2720,A050137,328100,2017JJ00,6.0
2721,A050137,328100,2018JJ00,6.0
2722,A050137,328100,2019JJ00,18.0
2723,A050137,328100,2020JJ00,15.0
2724,A050137,328100,2021JJ00,5.0
2725,A050137,330300,1994JJ00,
2726,A050137,330300,1996JJ00,
2727,A050137,330300,1998JJ00,
2728,A050137,330300,2000JJ00,
2729,A050137,330300,2001JJ00,
2730,A050137,330300,2002JJ00,
2731,A050137,330300,2003JJ00,
2732,A050137,330300,2004JJ00,1.0
2733,A050137,330300,2005JJ00,1.0
2734,A050137,330300,2006JJ00,3.0
2735,A050137,330300,2007JJ00,3.0
2736,A050137,330300,2008JJ00,2.0
2737,A050137,330300,2009JJ00,1.0
2738,A050137,330300,2010JJ00,2.0
2739,A050137,330300,2011JJ00,2.0
2740,A050137,330300,2012JJ00,30.0
2741,A050137,330300,2013JJ00,30.0
2742,A050137,330300,2014JJ00,38.0
2743,A050137,330300,2015JJ00,39.0
2744,A050137,330300,2016JJ00,39.0
2745,A050137,330300,2017JJ00,41.0
2746,A050137,330300,2018JJ00,23.0
2747,A050137,330300,2019JJ00,23.0
2748,A050137,330300,2020JJ00,38.0
2749,A050137,330300,2021JJ00,44.0
2750,A050137,332910,1994JJ00,
2751,A050137,332910,1996JJ00,
2752,A050137,332910,1998JJ00,
2753,A050137,332910,2000JJ00,
2754,A050137,332910,2001JJ00,
2755,A050137,332910,2002JJ00,
2756,A050137,332910,2003JJ00,
2757,A050137,332910,2004JJ00,0.0
2758,A050137,332910,2005JJ00,0.0
2759,A050137,332910,2006JJ00,0.0
2760,A050137,332910,2007JJ00,1.0
2761,A050137,332910,2008JJ00,4.0
2762,A050137,332910,2009JJ00,3.0
2763,A050137,332910,2010JJ00,4.0
2764,A050137,332910,2011JJ00,4.0
2765,A050137,332910,2012JJ00,22.0
2766,A050137,332910,2013JJ00,34.0
2767,A050137,332910,2014JJ00,25.0
2768,A050137,332910,2015JJ00,26.0
2769,A050137,332910,2016JJ00,23.0
2770,A050137,332910,2017JJ00,23.0
2771,A050137,332910,2018JJ00,13.0
2772,A050137,332910,2019JJ00,7.0
2773,A050137,332910,2020JJ00,12.0
2774,A050137,332910,2021JJ00,13.0
2775,A050137,332905,1994JJ00,
2776,A050137,332905,1996JJ00,
2777,A050137,332905,1998JJ00,
2778,A050137,332905,2000JJ00,
2779,A050137,332905,2001JJ00,
2780,A050137,332905,2002JJ00,
2781,A050137,332905,2003JJ00,
2782,A050137,332905,2004JJ00,2.0
2783,A050137,332905,2005JJ00,2.0
2784,A050137,332905,2006JJ00,2.0
2785,A050137,332905,2007JJ00,3.0
2786,A050137,332905,2008JJ00,6.0
2787,A050137,332905,2009JJ00,5.0
2788,A050137,332905,2010JJ00,17.0
2789,A050137,332905,2011JJ00,18.0
2790,A050137,332905,2012JJ00,52.0
2791,A050137,332905,2013JJ00,64.0
2792,A050137,332905,2014JJ00,44.0
2793,A050137,332905,2015JJ00,45.0
2794,A050137,332905,2016JJ00,49.0
2795,A050137,332905,2017JJ00,52.0
2796,A050137,332905,2018JJ00,25.0
2797,A050137,332905,2019JJ00,18.0
2798,A050137,332905,2020JJ00,25.0
2799,A050137,332905,2021JJ00,28.0
2800,A050137,332900,1994JJ00,
2801,A050137,332900,1996JJ00,
2802,A050137,332900,1998JJ00,
2803,A050137,332900,2000JJ00,
2804,A050137,332900,2001JJ00,
2805,A050137,332900,2002JJ00,
2806,A050137,332900,2003JJ00,
2807,A050137,332900,2004JJ00,0.0
2808,A050137,332900,2005JJ00,0.0
2809,A050137,332900,2006JJ00,0.0
2810,A050137,332900,2007JJ00,1.0
2811,A050137,332900,2008JJ00,0.0
2812,A050137,332900,2009JJ00,0.0
2813,A050137,332900,2010JJ00,0.0
2814,A050137,332900,2011JJ00,0.0
2815,A050137,332900,2012JJ00,10.0
2816,A050137,332900,2013JJ00,10.0
2817,A050137,332900,2014JJ00,5.0
2818,A050137,332900,2015JJ00,5.0
2819,A050137,332900,2016JJ00,5.0
2820,A050137,332900,2017JJ00,6.0
2821,A050137,332900,2018JJ00,2.0
2822,A050137,332900,2019JJ00,2.0
2823,A050137,332900,2020JJ00,5.0
2824,A050137,332900,2021JJ00,7.0
2825,A050137,334800,1994JJ00,
2826,A050137,334800,1996JJ00,
2827,A050137,334800,1998JJ00,
2828,A050137,334800,2000JJ00,
2829,A050137,334800,2001JJ00,
2830,A050137,334800,2002JJ00,
2831,A050137,334800,2003JJ00,
2832,A050137,334800,2004JJ00,0.0
2833,A050137,334800,2005JJ00,0.0
2834,A050137,334800,2006JJ00,0.0
2835,A050137,334800,2007JJ00,0.0
2836,A050137,334800,2008JJ00,4.0
2837,A050137,334800,2009JJ00,3.0
2838,A050137,334800,2010JJ00,4.0
2839,A050137,334800,2011JJ00,4.0
2840,A050137,334800,2012JJ00,11.0
2841,A050137,334800,2013JJ00,24.0
2842,A050137,334800,2014JJ00,21.0
2843,A050137,334800,2015JJ00,22.0
2844,A050137,334800,2016JJ00,17.0
2845,A050137,334800,2017JJ00,17.0
2846,A050137,334800,2018JJ00,11.0
2847,A050137,334800,2019JJ00,5.0
2848,A050137,334800,2020JJ00,6.0
