ID,TypeLozing,BrancheBedrijfstak,Perioden,FosforverbindingenAlsP_1,StikstofverbindingenAlsN_2,AntimoonverbindingenAlsSb_3,ArseenverbindingenAlsAs_4,CadmiumverbindingenAlsCd_5,ChroomverbindingenAlsCr_6,KobaltverbindingenAlsCo_7,KoperverbindingenAlsCu_8,KwikverbindingenAlsHg_9,LoodverbindingenAlsPb_10,NikkelverbindingenAlsNi_11,ZinkverbindingenAlsZn_12,Benzeen_13,Ethylbenzeen_14,Isopropylbenzeen_15,SomPAK6VanBorneff_16,Tolueen_17,Xyleen_18,Dichloorethaan12_19,Hexachloorbutadieen_20,TetrachlooretheenPer_21,TetrachloormethaanTetra_22,DrinsAldrinDieldrinEnz_23,Hexachloorbenzenen_24,CZV_25,TOC_26,ChloridenAnorganischAlsCl_27,Fluoriden_28,CyanidenAnorganischAlsCN_29
200,T         ,322200,2008JJ00,13.0,17.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.0,0.0,419.0,0.0,0.0
201,T         ,322200,2009JJ00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0
202,T         ,322200,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,67.0,0.0,0.0
203,T         ,322200,2011JJ00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,103.0,0.0,0.0
204,T         ,322200,2012JJ00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,95.0,0.0,0.0
205,T         ,322200,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,8.0,0.0,0.0
206,T         ,322200,2014JJ00,0.0,0.0,0.0,0.2,0.0,6.0,0.0,6.0,0.3,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,16.0,0.0,0.0
207,T         ,322200,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,21.0,0.0,0.0
208,T         ,322500,2008JJ00,6.0,686.0,0.0,66.2,1.5,44.0,8.0,138.0,0.9,4.0,47.0,168.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3520.0,0.0,2034.0,0.0,0.0
209,T         ,322500,2009JJ00,8.0,372.0,0.0,35.4,0.0,42.0,0.0,87.0,0.0,9.0,16.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,23084.0,0.0,0.0
210,T         ,322500,2010JJ00,16.0,600.0,0.0,64.1,1.1,21.0,0.0,160.0,0.0,5.0,36.0,131.0,0.0,0.0,4.9,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,25218.0,0.0,0.0
211,T         ,322500,2011JJ00,13.0,648.0,0.0,60.7,0.4,15.0,0.0,153.0,0.0,10.0,21.0,671.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,61765.0,0.0,0.0
212,T         ,322500,2012JJ00,13.0,553.0,0.0,50.9,2.0,20.0,12.0,106.0,1.7,18.0,24.0,488.0,0.0,0.0,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,48413.0,0.0,0.0
213,T         ,322500,2013JJ00,13.0,758.0,0.0,42.9,2.2,29.0,18.0,60.0,0.8,17.0,49.0,245.0,0.0,0.0,1.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,46299.0,0.0,0.0
214,T         ,322500,2014JJ00,8.0,494.0,0.0,43.3,1.8,23.0,21.0,70.0,0.7,14.0,32.0,451.0,0.0,0.0,1.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,53544.0,0.0,0.0
215,T         ,322500,2015JJ00,10.0,575.0,0.0,54.9,1.1,7.0,0.0,55.0,0.9,1.0,21.0,332.0,0.0,0.0,1.3,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,56897.0,0.0,0.0
216,T         ,323000,2008JJ00,1.0,61.0,0.0,0.0,0.0,9.0,0.0,38.0,0.0,11.0,76.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,188.0,0.0,20993.0,652.0,0.0
217,T         ,323000,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,22.0,5320.0,0.0,0.0
218,T         ,323000,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,0.0,0.0
219,T         ,323000,2011JJ00,0.0,0.0,0.0,6.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7630.0,0.0,0.0
220,T         ,323000,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,T         ,323000,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5650.0,0.0,0.0
222,T         ,323000,2014JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6920.0,0.0,0.0
223,T         ,323000,2015JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7309.0,0.0,0.0
224,T         ,323200,2008JJ00,67.0,946.0,0.0,0.0,0.0,3.0,0.0,190.0,0.0,0.0,23.0,886.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5962.0,532.0,62004.0,0.0,0.0
225,T         ,323200,2009JJ00,37.0,334.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,15.0,392.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,11286.0,0.0,0.0
226,T         ,323200,2010JJ00,24.0,248.0,0.0,0.0,0.0,44.0,0.0,136.0,0.0,0.0,16.0,573.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,10461.0,0.0,0.0
227,T         ,323200,2011JJ00,22.0,226.0,0.0,5.0,0.1,14.0,0.0,104.0,0.1,3.0,21.0,396.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.0,10518.0,0.0,0.0
228,T         ,323200,2012JJ00,51.0,310.0,0.0,0.0,0.0,23.0,0.0,7.0,0.0,0.0,12.0,279.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,9939.0,0.0,0.0
229,T         ,323200,2013JJ00,41.0,162.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0,0.0,11.0,316.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,2296.0,0.0,0.0
230,T         ,323200,2014JJ00,81.0,267.0,0.0,0.0,0.0,18.0,0.0,122.0,0.0,0.0,52.0,793.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.0,4730.0,0.0,0.0
231,T         ,323200,2015JJ00,87.0,190.0,0.0,0.0,0.0,23.0,0.0,96.0,0.1,0.0,28.0,650.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,4055.0,0.0,0.0
232,T         ,323700,2008JJ00,5.0,65.0,0.0,0.0,0.3,3.0,0.0,19.0,0.0,10.0,3.0,332.0,0.0,4.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,0.0,174.0,0.0,0.0
233,T         ,323700,2009JJ00,6.0,102.0,0.0,0.0,0.1,1.0,0.0,2.0,0.0,2.0,8.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,0.0,272.0,0.0,0.0
234,T         ,323700,2010JJ00,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,58.0,0.0,0.0
235,T         ,323700,2011JJ00,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,38.0,0.0,0.0
236,T         ,323700,2012JJ00,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,301.0,40.0,0.0,0.0
237,T         ,323700,2013JJ00,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,245.0,44.0,0.0,0.0
238,T         ,323700,2014JJ00,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,226.0,50.0,0.0,0.0
239,T         ,323700,2015JJ00,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,175.0,59.0,0.0,0.0
240,T         ,324600,2008JJ00,2.0,72.0,43.4,0.0,0.2,13.0,0.0,47.0,0.0,18.0,19.0,319.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,625.0,2.0,0.0
241,T         ,324600,2009JJ00,2.0,45.0,5.8,2.0,0.1,11.0,0.0,37.0,0.0,10.0,14.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,413.0,1.0,0.0
242,T         ,324600,2010JJ00,2.0,34.0,0.0,0.8,0.5,8.0,0.0,44.0,0.0,18.0,20.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,388.0,2.0,0.0
243,T         ,324600,2011JJ00,1.0,20.0,0.0,0.8,0.5,5.0,0.0,46.0,0.0,8.0,17.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,120.0,2.0,0.0
244,T         ,324600,2012JJ00,2.0,27.0,0.0,0.6,0.5,6.0,0.0,88.0,0.0,21.0,15.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,327.0,2.0,0.0
245,T         ,324600,2013JJ00,1.0,26.0,5.0,0.3,0.3,4.0,0.0,24.0,0.0,8.0,9.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,296.0,2.0,0.0
246,T         ,324600,2014JJ00,1.0,27.0,13.0,0.4,0.2,3.0,0.0,27.0,0.0,6.0,9.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,298.0,2.0,0.0
247,T         ,324600,2015JJ00,1.0,25.0,0.0,0.4,0.1,4.0,0.0,22.0,0.0,10.0,12.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,301.0,2.0,0.0
248,T         ,328110,2008JJ00,150.0,853.0,0.2,178.8,100.0,2032.0,0.0,8748.0,4.4,1433.0,4181.0,8236.0,2.0,0.0,0.0,29.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1814.0,0.0,1510.0,607.0,17856.0
249,T         ,328110,2009JJ00,41.0,574.0,0.3,115.5,24.7,429.0,1.0,8922.0,2.4,452.0,1353.0,3740.0,2.0,0.0,0.0,11.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,992.0,1149.0,163.0,23947.0
250,T         ,328110,2010JJ00,40.0,615.0,0.3,154.0,25.3,827.0,1.0,8011.0,4.0,565.0,1592.0,5164.0,2.0,0.0,0.0,76.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,469.0,1419.0,297.0,25369.0
251,T         ,328110,2011JJ00,49.0,621.0,0.5,157.5,33.2,261.0,0.0,8052.0,4.5,615.0,1386.0,3225.0,2.0,0.0,0.0,9.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,680.0,1386.0,441.0,21126.0
252,T         ,328110,2012JJ00,67.0,593.0,0.5,72.1,7.6,469.0,0.0,8367.0,4.1,648.0,1311.0,6132.0,2.0,0.0,0.0,18.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,888.0,1199.0,124.0,20981.0
253,T         ,328110,2013JJ00,42.0,612.0,0.3,42.7,7.2,586.0,0.0,8190.0,3.1,609.0,1139.0,6423.0,2.0,0.0,0.0,12.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,883.0,79.0,17215.0
254,T         ,328110,2014JJ00,32.0,618.0,0.4,44.9,8.2,478.0,0.0,8640.0,2.9,438.0,999.0,3539.0,2.0,0.0,0.0,8.8,5.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,1434.0,88.0,9064.0
255,T         ,328110,2015JJ00,21.0,638.0,0.2,30.6,3.4,582.0,1.0,8451.0,2.7,216.0,1087.0,2409.0,2.0,0.0,0.0,27.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,417.0,1501.0,88.0,11689.0
256,T         ,328105,2008JJ00,49.0,817.0,0.2,175.5,86.5,1792.0,0.0,694.0,4.4,1387.0,4107.0,7742.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.0,0.0,1500.0,600.0,17856.0
257,T         ,328105,2009JJ00,27.0,548.0,0.3,112.4,11.4,419.0,1.0,1293.0,2.4,432.0,1255.0,3385.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,1137.0,157.0,23947.0
258,T         ,328105,2010JJ00,20.0,586.0,0.3,151.9,22.7,811.0,1.0,312.0,2.0,537.0,1527.0,4842.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1295.0,295.0,25369.0
259,T         ,328105,2011JJ00,38.0,581.0,0.5,157.5,24.3,244.0,0.0,267.0,4.5,584.0,1290.0,2811.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,1284.0,439.0,21126.0
260,T         ,328105,2012JJ00,52.0,545.0,0.5,72.1,6.7,444.0,0.0,391.0,4.1,634.0,1193.0,5579.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,1073.0,123.0,20981.0
261,T         ,328105,2013JJ00,27.0,569.0,0.3,42.7,7.0,569.0,0.0,299.0,3.1,596.0,1063.0,6014.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,737.0,79.0,17215.0
262,T         ,328105,2014JJ00,31.0,568.0,0.4,42.6,7.9,461.0,0.0,242.0,2.9,420.0,803.0,3208.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,720.0,87.0,9064.0
263,T         ,328105,2015JJ00,20.0,602.0,0.2,30.6,3.1,563.0,1.0,261.0,2.7,209.0,909.0,2147.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,713.0,87.0,11689.0
264,T         ,332905,2008JJ00,100.0,4.0,0.0,3.3,13.5,231.0,0.0,477.0,0.0,30.0,41.0,269.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,0.0
265,T         ,332905,2009JJ00,13.0,2.0,0.0,3.1,13.3,5.0,0.0,54.0,0.0,15.0,84.0,243.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0
266,T         ,332905,2010JJ00,19.0,2.0,0.0,2.0,2.6,5.0,0.0,74.0,2.0,14.0,33.0,126.0,0.0,0.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,123.0,2.0,0.0
267,T         ,332905,2011JJ00,10.0,3.0,0.0,0.0,8.9,7.0,0.0,105.0,0.0,18.0,55.0,149.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,101.0,2.0,0.0
268,T         ,332905,2012JJ00,14.0,4.0,0.0,0.0,0.9,11.0,0.0,121.0,0.0,2.0,52.0,107.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,125.0,0.0,0.0
269,T         ,332905,2013JJ00,14.0,5.0,0.0,0.0,0.2,2.0,0.0,142.0,0.0,2.0,42.0,79.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,146.0,1.0,0.0
270,T         ,332905,2014JJ00,0.0,22.0,0.0,2.3,0.3,6.0,0.0,756.0,0.0,6.0,168.0,77.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,714.0,0.0,0.0
271,T         ,332905,2015JJ00,0.0,16.0,0.0,0.0,0.3,13.0,0.0,600.0,0.0,4.0,153.0,92.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,787.0,0.0,0.0
272,T         ,332910,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,T         ,332910,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,T         ,332910,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,T         ,332910,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,T         ,332910,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,T         ,332910,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,T         ,332910,2014JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,T         ,332910,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,T         ,339205,2008JJ00,1.0,33.0,0.0,0.0,0.0,8.0,0.0,7577.0,0.0,16.0,33.0,225.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,10.0,0.0,0.0
281,T         ,339205,2009JJ00,1.0,24.0,0.0,0.0,0.0,6.0,0.0,7575.0,0.0,5.0,14.0,112.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,45.0,12.0,0.0,0.0
282,T         ,339205,2010JJ00,1.0,27.0,0.0,0.0,0.0,11.0,0.0,7624.0,0.0,14.0,32.0,196.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,80.0,1.0,1.0,0.0
283,T         ,339205,2011JJ00,1.0,38.0,0.0,0.0,0.0,10.0,0.0,7680.0,0.0,13.0,42.0,265.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,127.0,1.0,0.0,0.0
284,T         ,339205,2012JJ00,1.0,44.0,0.0,0.0,0.0,13.0,0.0,7854.0,0.0,12.0,65.0,446.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,148.0,1.0,0.0,0.0
285,T         ,339205,2013JJ00,1.0,38.0,0.0,0.0,0.0,14.0,0.0,7750.0,0.0,11.0,34.0,330.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0
286,T         ,339205,2014JJ00,1.0,28.0,0.0,0.0,0.0,11.0,0.0,7642.0,0.0,12.0,28.0,254.0,2.0,0.0,0.0,2.0,5.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0
287,T         ,339205,2015JJ00,1.0,21.0,0.0,0.0,0.0,6.0,0.0,7590.0,0.0,3.0,25.0,169.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,53.0,1.0,0.0,0.0
288,T         ,341600,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,T         ,341600,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,T         ,341600,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,T         ,341600,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,T         ,341600,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,T         ,341600,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,T         ,341600,2014JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,T         ,341600,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,T         ,342400,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,T         ,342400,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,T         ,342400,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,T         ,342400,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,T         ,342400,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,T         ,342400,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,T         ,342400,2014JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,T         ,342400,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,T         ,344400,2008JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,T         ,344400,2009JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,T         ,344400,2010JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,T         ,344400,2011JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,T         ,344400,2012JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,T         ,344400,2013JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,T         ,344400,2014JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,T         ,344400,2015JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,D         ,307500,2008JJ00,262.0,3298.0,63.1,896.7,312.9,2405.0,398.0,9229.0,19.9,2263.0,3328.0,15268.0,513.0,37.0,1.0,40.7,10589.0,122.0,626.0,0.0,0.1,2.1,0.0,0.0,13025.0,188.0,730934.0,1521.0,18206.0
313,D         ,307500,2009JJ00,208.0,2143.0,11.9,464.7,130.5,1568.0,338.0,9273.0,12.2,2023.0,2442.0,12326.0,372.0,114.0,0.0,13.8,339.0,188.0,196.0,0.1,1.2,60.6,0.0,0.0,0.0,3423.0,469882.0,258.0,23972.0
314,D         ,307500,2010JJ00,229.0,2171.0,13.6,371.0,27.6,785.0,184.0,8623.0,12.3,721.0,2965.0,9413.0,109.0,20.0,0.0,80.1,64.0,116.0,288.0,0.2,3.2,0.1,0.0,0.0,0.0,3741.0,451552.0,478.0,25918.0
315,D         ,307500,2011JJ00,233.0,2280.0,13.7,408.5,37.1,542.0,473.0,8646.0,9.6,786.0,2989.0,12547.0,26.0,2.0,0.0,10.2,11.0,5.0,493.0,0.1,0.7,0.1,0.0,0.0,0.0,3568.0,462007.0,739.0,21643.0
316,D         ,307500,2012JJ00,241.0,2247.0,11.6,343.5,18.2,751.0,477.0,8829.0,19.0,1208.0,1882.0,11871.0,91.0,101.0,0.0,24.2,47.0,246.0,860.0,0.2,0.2,0.2,0.0,0.1,0.0,3488.0,464665.0,536.0,21384.0
317,D         ,307500,2013JJ00,219.0,2238.0,13.6,305.0,14.2,629.0,485.0,8428.0,20.0,883.0,2039.0,10602.0,84.0,307.0,0.0,14.7,194.0,1412.0,954.0,0.1,0.1,0.2,0.0,0.1,0.0,3192.0,455004.0,392.0,18144.0
318,D         ,307500,2014JJ00,185.0,2056.0,22.8,308.0,14.5,653.0,312.0,8201.0,6.7,514.0,1395.0,7459.0,57.0,150.0,0.0,10.6,69.0,1009.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,2784.0,473983.0,232.0,9788.0
319,D         ,307500,2015JJ00,207.0,2222.0,17.2,273.7,19.8,902.0,338.0,8187.0,7.6,301.0,1459.0,6144.0,66.0,19.0,0.0,27.8,12.0,56.0,340.0,0.7,0.0,0.7,0.2,0.1,0.0,2910.0,454334.0,274.0,12417.0
320,D         ,307610,2008JJ00,100.0,294.0,0.0,5.7,0.3,10.0,0.0,54.0,0.1,14.0,169.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835.0,0.0,27065.0,0.0,0.0
321,D         ,307610,2009JJ00,99.0,304.0,0.0,13.5,0.6,11.0,0.0,43.0,0.0,4.0,192.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,26749.0,0.0,0.0
