ID,HerkomstBestemming,Perioden,TotaalZwareMetalenInEquivalenten_1,ArseenverbindingenAlsAs_2,CadmiumverbindingenAlsCd_3,ChroomverbindingenAlsCr_4,KoperverbindingenAlsCu_5,KwikverbindingenAlsHg_6,LoodverbindingenAlsPb_7,NikkelverbindingenAlsNi_8,ZinkverbindingenAlsZn_9,TotaalNutrientenInEquivalenten_10,FosforverbindingenAlsP_11,StikstofverbindingenAlsN_12
253,320700,2008JJ00,3.0,581.0,225.0,3152.0,2508.0,14.0,984.0,2279.0,11108.0,469.0,201649.0,2677781.0
254,320700,2009JJ00,3.2,326.0,120.0,1682.0,5439.0,6.0,1904.0,1993.0,12886.0,409.0,209226.0,1993659.0
255,320700,2010JJ00,2.5,201.0,10.0,564.0,6036.0,3.0,157.0,1087.0,8509.0,344.0,159874.0,1844115.0
256,323200,1995JJ00,0.1,0.0,8.0,1.0,164.0,0.0,271.0,163.0,665.0,76.0,50402.0,251668.0
257,323200,1996JJ00,0.1,0.0,9.0,5.0,161.0,0.0,189.0,180.0,450.0,82.0,50640.0,316407.0
258,323200,1997JJ00,0.1,0.0,9.0,9.0,162.0,0.0,129.0,194.0,501.0,87.0,50983.0,360123.0
259,323200,1998JJ00,0.1,0.0,10.0,12.0,161.0,0.0,80.0,209.0,682.0,92.0,51322.0,404088.0
260,323200,1999JJ00,0.1,1.0,9.0,16.0,159.0,0.0,40.0,224.0,740.0,96.0,51655.0,448302.0
261,323200,2000JJ00,0.1,1.0,8.0,20.0,162.0,0.0,10.0,235.0,910.0,99.0,52101.0,471182.0
262,323200,2001JJ00,0.1,1.0,6.0,19.0,159.0,0.0,9.0,200.0,871.0,98.0,49270.0,486824.0
263,323200,2002JJ00,0.1,1.0,5.0,17.0,157.0,0.0,8.0,166.0,833.0,96.0,47562.0,485301.0
264,323200,2003JJ00,0.1,19.0,2.0,16.0,154.0,0.0,6.0,121.0,772.0,94.0,45779.0,480802.0
265,323200,2004JJ00,0.1,14.0,1.0,14.0,152.0,0.0,5.0,90.0,728.0,91.0,45195.0,462112.0
266,323200,2005JJ00,0.1,7.0,0.0,12.0,149.0,0.0,4.0,52.0,470.0,91.0,50765.0,398168.0
267,323200,2006JJ00,0.1,3.0,0.0,152.0,183.0,0.0,1.0,141.0,933.0,163.0,63020.0,998768.0
268,323200,2007JJ00,0.1,3.0,0.0,150.0,161.0,0.0,2.0,127.0,554.0,91.0,31015.0,603934.0
