ID,Bedrijfsactiviteiten,Grootteklassen,Perioden,Bedrijven_1,WerknemersUltimoSeptember_2,TotaalProductiewaarde_3,IndustrieleVerkopen_4,VoorraadmutatiesProducten_5,MargeHandelOvOpbrengsten_6,TotaalVerbruikswaarde_7,IndustrieleInkopen_8,VoorraadmutatiesGrondEnHulpstoffen_9,Energieverbruik_10,OverigeBedrijfskosten_11,TotaalToegevoegdeWaarde_12,Arbeidskosten_13,HeffingenEnBelastingen_14,TotaalBrutoBedrijfsresultaat_15,SaldoInterest_16,SaldoOverigeBatenEnLasten_17,AfschrijvingenOpVasteActiva_18,ResultaatVoorBelastingen_19,CodeBedrijfsactiviteit_20
0,Dx    ,T,1996JJ00,60838.0,8331.0,156644.0,148092.0,278.0,8274.0,108278.0,85015.0,151.0,3338.0,20076.0,48365.0,27901.0,1687.0,18777.0,-1316.0,137.0,6848.0,10748.0,Dx    
1,Dx    ,T,1997JJ00,62493.0,8281.0,168510.0,158653.0,836.0,9021.0,117188.0,91523.0,294.0,3695.0,22264.0,51322.0,28255.0,1698.0,21369.0,-1223.0,-146.0,6987.0,13014.0,Dx    
2,Dx    ,T,1998JJ00,62152.0,8481.0,174593.0,163114.0,1338.0,10141.0,121884.0,94752.0,46.0,3570.0,23608.0,52709.0,29725.0,1578.0,21406.0,-1271.0,497.0,7419.0,13212.0,Dx    
3,Dx    ,T,1999JJ00,63533.0,8489.0,177748.0,167475.0,38.0,10235.0,124528.0,96872.0,394.0,3402.0,24648.0,53219.0,30427.0,1751.0,21041.0,-1316.0,897.0,7666.0,12993.0,Dx    
4,Dx    ,S,1996JJ00,54626.0,1663.0,17744.0,16636.0,32.0,1076.0,10931.0,8075.0,36.0,246.0,2646.0,6813.0,4093.0,35.0,2685.0,-259.0,-10.0,822.0,1594.0,Dx    
5,Dx    ,S,1997JJ00,56143.0,1675.0,18417.0,17240.0,37.0,1140.0,11459.0,8493.0,33.0,262.0,2737.0,6957.0,3992.0,30.0,2935.0,-241.0,-6.0,859.0,1829.0,Dx    
6,Dx    ,S,1998JJ00,55719.0,1806.0,19886.0,18771.0,69.0,1046.0,12215.0,9074.0,65.0,262.0,2944.0,7671.0,4502.0,-51.0,3220.0,-236.0,29.0,962.0,2052.0,Dx    
7,Dx    ,S,1999JJ00,56942.0,1821.0,20202.0,18861.0,47.0,1294.0,12297.0,8983.0,56.0,277.0,3093.0,7904.0,4718.0,6.0,3180.0,-253.0,42.0,973.0,2031.0,Dx    
8,Dx    ,L,1996JJ00,6212.0,6668.0,138900.0,131456.0,247.0,7197.0,97348.0,76940.0,113.0,3091.0,17430.0,41552.0,23808.0,1652.0,16092.0,-1057.0,147.0,6027.0,9155.0,Dx    
9,Dx    ,L,1997JJ00,6350.0,6607.0,150094.0,141413.0,801.0,7880.0,105729.0,83030.0,262.0,3434.0,19527.0,44365.0,24262.0,1668.0,18435.0,-983.0,-139.0,6128.0,11185.0,Dx    
10,Dx    ,L,1998JJ00,6433.0,6675.0,154707.0,144343.0,1269.0,9095.0,109668.0,85678.0,-17.0,3309.0,20664.0,45039.0,25223.0,1629.0,18187.0,-1036.0,467.0,6457.0,11161.0,Dx    
11,Dx    ,L,1999JJ00,6591.0,6668.0,157546.0,148615.0,-10.0,8941.0,112231.0,87889.0,338.0,3125.0,21555.0,45315.0,25708.0,1746.0,17861.0,-1063.0,856.0,6692.0,10962.0,Dx    
12,DA    ,T,1996JJ00,7029.0,1449.0,40091.0,38551.0,49.0,1491.0,29671.0,25302.0,133.0,547.0,3955.0,10420.0,4576.0,1637.0,4207.0,-234.0,135.0,1270.0,2839.0,DA    
13,DA    ,T,1997JJ00,6974.0,1415.0,41869.0,40125.0,124.0,1620.0,30985.0,26381.0,171.0,587.0,4188.0,10884.0,4576.0,1664.0,4644.0,-171.0,51.0,1292.0,3232.0,DA    
14,DA    ,T,1998JJ00,6812.0,1448.0,43312.0,41228.0,81.0,2003.0,32267.0,27375.0,20.0,589.0,4323.0,11044.0,4759.0,1659.0,4626.0,-142.0,398.0,1398.0,3485.0,DA    
15,DA    ,T,1999JJ00,6680.0,1446.0,43275.0,41365.0,96.0,1814.0,31866.0,26791.0,-14.0,570.0,4491.0,11409.0,4898.0,1817.0,4694.0,-187.0,576.0,1484.0,3599.0,DA    
16,DA    ,S,1996JJ00,6148.0,326.0,2867.0,2727.0,1.0,139.0,1916.0,1521.0,1.0,69.0,327.0,951.0,546.0,6.0,399.0,-49.0,9.0,140.0,219.0,DA    
17,DA    ,S,1997JJ00,6092.0,302.0,2835.0,2673.0,6.0,156.0,1911.0,1511.0,4.0,71.0,333.0,924.0,530.0,4.0,390.0,-48.0,-5.0,141.0,197.0,DA    
18,DA    ,S,1998JJ00,5921.0,328.0,2936.0,2854.0,3.0,79.0,1982.0,1556.0,0.0,68.0,358.0,954.0,602.0,-44.0,396.0,-41.0,15.0,141.0,228.0,DA    
19,DA    ,S,1999JJ00,5785.0,311.0,3028.0,2887.0,3.0,138.0,2055.0,1632.0,-2.0,71.0,350.0,973.0,608.0,2.0,363.0,-38.0,11.0,136.0,200.0,DA    
20,DA    ,L,1996JJ00,881.0,1124.0,37224.0,35825.0,47.0,1352.0,27755.0,23780.0,130.0,477.0,3628.0,9469.0,4030.0,1630.0,3809.0,-185.0,126.0,1130.0,2620.0,DA    
21,DA    ,L,1997JJ00,882.0,1113.0,39034.0,37452.0,119.0,1463.0,29075.0,24871.0,167.0,516.0,3855.0,9960.0,4046.0,1660.0,4254.0,-123.0,55.0,1151.0,3035.0,DA    
22,DA    ,L,1998JJ00,891.0,1120.0,40375.0,38375.0,76.0,1924.0,30285.0,25820.0,21.0,521.0,3965.0,10090.0,4157.0,1703.0,4230.0,-101.0,384.0,1257.0,3257.0,DA    
23,DA    ,L,1999JJ00,895.0,1135.0,40247.0,38478.0,93.0,1676.0,29811.0,25158.0,-13.0,499.0,4141.0,10436.0,4290.0,1816.0,4330.0,-149.0,565.0,1348.0,3399.0,DA    
24,15    ,T,1996JJ00,7000.0,,,,,,,,,,,,,,,,,,,15    
25,15    ,T,1997JJ00,6945.0,,,,,,,,,,,,,,,,,,,15    
26,15    ,T,1998JJ00,6785.0,,,,,,,,,,,,,,,,,,,15    
27,15    ,T,1999JJ00,6653.0,,,,,,,,,,,,,,,,,,,15    
28,15    ,S,1996JJ00,6130.0,325.0,2843.0,2703.0,1.0,139.0,1896.0,1506.0,3.0,69.0,324.0,947.0,544.0,5.0,398.0,-49.0,9.0,138.0,220.0,15    
29,15    ,S,1997JJ00,6074.0,300.0,2804.0,2643.0,6.0,155.0,1885.0,1488.0,3.0,70.0,330.0,919.0,528.0,3.0,388.0,-47.0,-5.0,140.0,196.0,15    
30,15    ,S,1998JJ00,5905.0,327.0,2915.0,2833.0,3.0,79.0,1964.0,1539.0,0.0,68.0,357.0,951.0,601.0,-44.0,394.0,-42.0,14.0,140.0,226.0,15    
31,15    ,S,1999JJ00,5771.0,311.0,3022.0,2882.0,3.0,137.0,2050.0,1629.0,-1.0,71.0,349.0,972.0,607.0,2.0,363.0,-38.0,11.0,136.0,200.0,15    
32,15    ,L,1996JJ00,870.0,,,,,,,,,,,,,,,,,,,15    
33,15    ,L,1997JJ00,871.0,,,,,,,,,,,,,,,,,,,15    
34,15    ,L,1998JJ00,880.0,,,,,,,,,,,,,,,,,,,15    
35,15    ,L,1999JJ00,882.0,,,,,,,,,,,,,,,,,,,15    
36,16    ,T,1996JJ00,29.0,,,,,,,,,,,,,,,,,,,16    
37,16    ,T,1997JJ00,29.0,,,,,,,,,,,,,,,,,,,16    
38,16    ,T,1998JJ00,27.0,,,,,,,,,,,,,,,,,,,16    
39,16    ,T,1999JJ00,27.0,,,,,,,,,,,,,,,,,,,16    
40,16    ,S,1996JJ00,18.0,1.0,24.0,24.0,0.0,0.0,20.0,15.0,-2.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,-1.0,16    
41,16    ,S,1997JJ00,18.0,1.0,31.0,30.0,1.0,0.0,26.0,22.0,-1.0,0.0,3.0,5.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,16    
42,16    ,S,1998JJ00,16.0,1.0,21.0,21.0,0.0,0.0,18.0,17.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,16    
43,16    ,S,1999JJ00,14.0,0.0,6.0,5.0,0.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16    
44,16    ,L,1996JJ00,11.0,,,,,,,,,,,,,,,,,,,16    
45,16    ,L,1997JJ00,11.0,,,,,,,,,,,,,,,,,,,16    
46,16    ,L,1998JJ00,11.0,,,,,,,,,,,,,,,,,,,16    
47,16    ,L,1999JJ00,13.0,,,,,,,,,,,,,,,,,,,16    
48,DB    ,T,1996JJ00,4956.0,271.0,3255.0,3058.0,4.0,193.0,2173.0,1719.0,3.0,48.0,409.0,1082.0,718.0,9.0,355.0,-37.0,-2.0,115.0,200.0,DB    
49,DB    ,T,1997JJ00,4848.0,271.0,3461.0,3276.0,14.0,171.0,2384.0,1915.0,5.0,51.0,423.0,1078.0,717.0,11.0,350.0,-38.0,8.0,114.0,206.0,DB    
50,DB    ,T,1998JJ00,4731.0,273.0,3539.0,3308.0,29.0,202.0,2401.0,1929.0,6.0,54.0,424.0,1139.0,743.0,7.0,389.0,-45.0,-5.0,122.0,217.0,DB    
51,DB    ,T,1999JJ00,4644.0,266.0,3599.0,3426.0,-5.0,178.0,2424.0,1929.0,7.0,53.0,449.0,1175.0,763.0,7.0,405.0,-43.0,-5.0,124.0,233.0,DB    
52,DB    ,S,1996JJ00,4672.0,79.0,735.0,661.0,0.0,74.0,470.0,344.0,2.0,9.0,119.0,265.0,166.0,1.0,98.0,-10.0,-2.0,26.0,60.0,DB    
53,DB    ,S,1997JJ00,4590.0,90.0,807.0,723.0,1.0,83.0,537.0,415.0,4.0,9.0,117.0,271.0,172.0,5.0,94.0,-10.0,1.0,28.0,59.0,DB    
54,DB    ,S,1998JJ00,4476.0,91.0,807.0,688.0,4.0,115.0,504.0,364.0,-3.0,12.0,125.0,304.0,183.0,1.0,120.0,-15.0,1.0,32.0,74.0,DB    
55,DB    ,S,1999JJ00,4391.0,88.0,943.0,863.0,-1.0,81.0,616.0,467.0,2.0,11.0,140.0,328.0,187.0,2.0,139.0,-15.0,2.0,38.0,88.0,DB    
56,DB    ,L,1996JJ00,284.0,192.0,2520.0,2397.0,4.0,119.0,1703.0,1375.0,1.0,39.0,290.0,817.0,552.0,8.0,257.0,-27.0,0.0,89.0,140.0,DB    
57,DB    ,L,1997JJ00,258.0,182.0,2654.0,2553.0,14.0,87.0,1847.0,1501.0,3.0,43.0,306.0,807.0,545.0,7.0,255.0,-28.0,6.0,87.0,147.0,DB    
58,DB    ,L,1998JJ00,255.0,182.0,2733.0,2619.0,26.0,88.0,1897.0,1565.0,10.0,43.0,299.0,835.0,559.0,7.0,269.0,-29.0,-6.0,90.0,143.0,DB    
59,DB    ,L,1999JJ00,253.0,178.0,2656.0,2564.0,-6.0,98.0,1808.0,1462.0,5.0,42.0,309.0,848.0,576.0,7.0,265.0,-28.0,-7.0,87.0,144.0,DB    
60,17    ,T,1996JJ00,1829.0,194.0,2472.0,2346.0,1.0,125.0,1626.0,1283.0,6.0,43.0,306.0,846.0,547.0,7.0,292.0,-29.0,-2.0,96.0,165.0,17    
61,17    ,T,1997JJ00,1883.0,191.0,2635.0,2510.0,12.0,113.0,1783.0,1419.0,3.0,46.0,321.0,851.0,548.0,8.0,295.0,-30.0,5.0,97.0,172.0,17    
62,17    ,T,1998JJ00,1857.0,191.0,2754.0,2622.0,23.0,109.0,1864.0,1517.0,10.0,47.0,310.0,891.0,560.0,7.0,324.0,-32.0,-7.0,102.0,184.0,17    
63,17    ,T,1999JJ00,1829.0,191.0,2818.0,2698.0,-7.0,127.0,1883.0,1496.0,8.0,47.0,348.0,936.0,595.0,7.0,334.0,-34.0,-4.0,105.0,191.0,17    
64,17    ,S,1996JJ00,1628.0,43.0,401.0,366.0,1.0,34.0,250.0,182.0,2.0,5.0,65.0,151.0,94.0,1.0,56.0,-7.0,-1.0,17.0,31.0,17    
65,17    ,S,1997JJ00,1696.0,46.0,400.0,354.0,0.0,46.0,248.0,182.0,2.0,6.0,62.0,152.0,95.0,2.0,55.0,-7.0,0.0,18.0,29.0,17    
66,17    ,S,1998JJ00,1679.0,48.0,475.0,436.0,2.0,37.0,301.0,236.0,2.0,7.0,60.0,174.0,97.0,-1.0,78.0,-7.0,0.0,20.0,50.0,17    
67,17    ,S,1999JJ00,1648.0,49.0,578.0,534.0,0.0,44.0,373.0,284.0,2.0,8.0,83.0,206.0,113.0,0.0,93.0,-10.0,2.0,27.0,57.0,17    
68,17    ,L,1996JJ00,201.0,151.0,2072.0,1979.0,3.0,90.0,1376.0,1101.0,3.0,37.0,241.0,696.0,453.0,7.0,236.0,-22.0,-1.0,79.0,133.0,17    
69,17    ,L,1997JJ00,187.0,145.0,2235.0,2156.0,13.0,66.0,1535.0,1237.0,1.0,40.0,259.0,700.0,453.0,6.0,241.0,-24.0,5.0,78.0,143.0,17    
70,17    ,L,1998JJ00,178.0,143.0,2279.0,2186.0,21.0,72.0,1563.0,1281.0,8.0,40.0,250.0,716.0,463.0,6.0,247.0,-25.0,-7.0,81.0,134.0,17    
71,17    ,L,1999JJ00,181.0,142.0,2240.0,2164.0,-7.0,83.0,1511.0,1212.0,5.0,39.0,265.0,730.0,482.0,7.0,241.0,-24.0,-6.0,79.0,133.0,17    
72,18    ,T,1996JJ00,3127.0,77.0,782.0,712.0,1.0,69.0,547.0,436.0,-3.0,5.0,103.0,236.0,170.0,3.0,63.0,-9.0,0.0,19.0,35.0,18    
73,18    ,T,1997JJ00,2965.0,81.0,827.0,766.0,3.0,58.0,600.0,496.0,3.0,5.0,102.0,226.0,169.0,3.0,54.0,-7.0,3.0,18.0,33.0,18    
74,18    ,T,1998JJ00,2874.0,82.0,785.0,686.0,6.0,93.0,537.0,412.0,-4.0,7.0,114.0,248.0,183.0,1.0,64.0,-13.0,2.0,20.0,33.0,18    
75,18    ,T,1999JJ00,2815.0,75.0,781.0,729.0,1.0,51.0,541.0,433.0,-1.0,6.0,101.0,240.0,168.0,1.0,71.0,-9.0,0.0,20.0,42.0,18    
76,18    ,S,1996JJ00,3044.0,36.0,334.0,295.0,0.0,39.0,220.0,162.0,-1.0,3.0,54.0,114.0,71.0,1.0,42.0,-4.0,-1.0,9.0,29.0,18    
77,18    ,S,1997JJ00,2894.0,44.0,407.0,369.0,1.0,37.0,288.0,232.0,1.0,3.0,54.0,119.0,77.0,3.0,39.0,-3.0,1.0,9.0,29.0,18    
78,18    ,S,1998JJ00,2797.0,44.0,332.0,253.0,1.0,78.0,203.0,129.0,-4.0,5.0,65.0,129.0,87.0,0.0,42.0,-8.0,1.0,11.0,24.0,18    
79,18    ,S,1999JJ00,2743.0,39.0,365.0,329.0,0.0,36.0,243.0,184.0,1.0,3.0,57.0,122.0,75.0,0.0,47.0,-5.0,0.0,11.0,31.0,18    
80,18    ,L,1996JJ00,83.0,41.0,448.0,417.0,2.0,29.0,327.0,274.0,-2.0,2.0,49.0,122.0,99.0,2.0,21.0,-5.0,0.0,10.0,7.0,18    
81,18    ,L,1997JJ00,71.0,36.0,419.0,398.0,1.0,20.0,312.0,264.0,2.0,2.0,48.0,108.0,92.0,1.0,15.0,-5.0,2.0,9.0,4.0,18    
82,18    ,L,1998JJ00,77.0,38.0,454.0,433.0,5.0,16.0,335.0,284.0,1.0,3.0,49.0,119.0,96.0,0.0,23.0,-5.0,1.0,9.0,10.0,18    
83,18    ,L,1999JJ00,72.0,35.0,416.0,400.0,1.0,15.0,298.0,250.0,-1.0,3.0,44.0,118.0,93.0,1.0,24.0,-4.0,0.0,9.0,11.0,18    
84,DC    ,T,1996JJ00,584.0,33.0,340.0,319.0,3.0,18.0,219.0,176.0,2.0,4.0,41.0,121.0,82.0,1.0,38.0,-6.0,0.0,10.0,21.0,DC    
85,DC    ,T,1997JJ00,580.0,36.0,382.0,371.0,-1.0,12.0,256.0,210.0,4.0,5.0,45.0,126.0,82.0,0.0,44.0,-5.0,-1.0,10.0,27.0,DC    
86,DC    ,T,1998JJ00,539.0,34.0,412.0,377.0,4.0,31.0,280.0,226.0,2.0,5.0,51.0,132.0,88.0,4.0,40.0,-5.0,0.0,10.0,25.0,DC    
87,DC    ,T,1999JJ00,545.0,32.0,399.0,369.0,0.0,30.0,275.0,211.0,-1.0,5.0,58.0,124.0,84.0,2.0,38.0,-5.0,-1.0,11.0,20.0,DC    
88,DC    ,S,1996JJ00,538.0,12.0,112.0,98.0,1.0,13.0,67.0,50.0,1.0,1.0,17.0,44.0,26.0,0.0,18.0,-3.0,0.0,4.0,10.0,DC    
89,DC    ,S,1997JJ00,536.0,16.0,126.0,118.0,0.0,8.0,80.0,61.0,2.0,2.0,19.0,46.0,26.0,0.0,20.0,-2.0,0.0,4.0,14.0,DC    
90,DC    ,S,1998JJ00,498.0,13.0,119.0,93.0,0.0,26.0,75.0,54.0,1.0,2.0,20.0,45.0,28.0,2.0,15.0,-1.0,0.0,3.0,10.0,DC    
91,DC    ,S,1999JJ00,504.0,11.0,120.0,97.0,-1.0,24.0,79.0,52.0,1.0,2.0,26.0,41.0,24.0,2.0,15.0,-2.0,0.0,4.0,10.0,DC    
92,DC    ,L,1996JJ00,46.0,21.0,229.0,221.0,3.0,5.0,152.0,126.0,1.0,3.0,24.0,77.0,56.0,1.0,20.0,-3.0,0.0,6.0,11.0,DC    
93,DC    ,L,1997JJ00,44.0,20.0,256.0,252.0,0.0,4.0,176.0,148.0,2.0,3.0,27.0,80.0,56.0,0.0,24.0,-3.0,-1.0,6.0,13.0,DC    
94,DC    ,L,1998JJ00,41.0,21.0,292.0,283.0,4.0,5.0,205.0,172.0,1.0,3.0,31.0,87.0,60.0,1.0,26.0,-3.0,0.0,7.0,16.0,DC    
95,DC    ,L,1999JJ00,41.0,21.0,279.0,272.0,0.0,7.0,196.0,159.0,-2.0,3.0,32.0,83.0,61.0,0.0,22.0,-3.0,-1.0,8.0,10.0,DC    
96,DD    ,T,1996JJ00,3005.0,178.0,2007.0,1934.0,4.0,69.0,1302.0,1052.0,0.0,24.0,226.0,705.0,488.0,9.0,208.0,-23.0,3.0,67.0,122.0,DD    
97,DD    ,T,1997JJ00,3001.0,181.0,2133.0,2035.0,8.0,90.0,1408.0,1147.0,1.0,25.0,237.0,725.0,506.0,2.0,217.0,-20.0,0.0,72.0,125.0,DD    
98,DD    ,T,1998JJ00,2994.0,194.0,2428.0,2315.0,14.0,99.0,1571.0,1286.0,9.0,27.0,267.0,856.0,547.0,2.0,307.0,-21.0,4.0,86.0,203.0,DD    
99,DD    ,T,1999JJ00,3009.0,197.0,2360.0,2246.0,2.0,112.0,1521.0,1235.0,8.0,27.0,267.0,839.0,582.0,2.0,255.0,-21.0,0.0,84.0,150.0,DD    
100,DD    ,S,1996JJ00,2822.0,72.0,788.0,753.0,3.0,32.0,493.0,378.0,-1.0,10.0,104.0,295.0,185.0,8.0,102.0,-10.0,-2.0,29.0,61.0,DD    
101,DD    ,S,1997JJ00,2816.0,74.0,804.0,752.0,1.0,51.0,505.0,388.0,1.0,10.0,108.0,299.0,191.0,1.0,107.0,-10.0,-2.0,33.0,62.0,DD    
102,DD    ,S,1998JJ00,2800.0,82.0,993.0,929.0,9.0,55.0,603.0,469.0,6.0,11.0,129.0,390.0,206.0,2.0,182.0,-12.0,2.0,43.0,129.0,DD    
103,DD    ,S,1999JJ00,2805.0,81.0,886.0,820.0,3.0,63.0,532.0,404.0,5.0,10.0,123.0,354.0,216.0,2.0,136.0,-12.0,-3.0,37.0,84.0,DD    
104,DD    ,L,1996JJ00,183.0,107.0,1219.0,1181.0,1.0,37.0,810.0,673.0,0.0,15.0,122.0,410.0,303.0,1.0,106.0,-13.0,5.0,38.0,61.0,DD    
105,DD    ,L,1997JJ00,185.0,106.0,1330.0,1284.0,8.0,38.0,903.0,759.0,0.0,15.0,129.0,426.0,315.0,1.0,110.0,-10.0,2.0,39.0,64.0,DD    
106,DD    ,L,1998JJ00,194.0,111.0,1434.0,1385.0,6.0,43.0,968.0,817.0,4.0,17.0,138.0,466.0,341.0,1.0,124.0,-9.0,2.0,44.0,74.0,DD    
107,DD    ,L,1999JJ00,204.0,115.0,1473.0,1426.0,-2.0,49.0,989.0,830.0,1.0,16.0,144.0,485.0,365.0,1.0,119.0,-9.0,2.0,47.0,65.0,DD    
108,DE    ,T,1996JJ00,10937.0,1064.0,15327.0,14856.0,-15.0,486.0,9143.0,6539.0,-83.0,246.0,2275.0,6185.0,3743.0,24.0,2418.0,-138.0,-15.0,833.0,1431.0,DE    
109,DE    ,T,1997JJ00,11247.0,1058.0,15806.0,15264.0,22.0,520.0,9361.0,6837.0,14.0,267.0,2271.0,6445.0,3730.0,20.0,2695.0,-117.0,5.0,829.0,1755.0,DE    
110,DE    ,T,1998JJ00,10940.0,1104.0,17098.0,16446.0,27.0,625.0,10265.0,7594.0,13.0,266.0,2418.0,6833.0,3986.0,11.0,2836.0,-135.0,-39.0,867.0,1795.0,DE    
111,DE    ,T,1999JJ00,11094.0,1116.0,17303.0,16846.0,22.0,435.0,10333.0,7571.0,12.0,251.0,2523.0,6971.0,4117.0,14.0,2840.0,-117.0,0.0,892.0,1832.0,DE    
112,DE    ,S,1996JJ00,10104.0,255.0,3003.0,2913.0,0.0,90.0,1768.0,1208.0,0.0,29.0,531.0,1234.0,751.0,0.0,483.0,-43.0,3.0,176.0,268.0,DE    
113,DE    ,S,1997JJ00,10413.0,255.0,3072.0,2977.0,2.0,93.0,1807.0,1242.0,3.0,30.0,538.0,1266.0,694.0,4.0,568.0,-27.0,3.0,166.0,379.0,DE    
114,DE    ,S,1998JJ00,10083.0,290.0,3450.0,3361.0,12.0,77.0,2072.0,1463.0,5.0,29.0,585.0,1378.0,815.0,-5.0,568.0,-37.0,-6.0,188.0,338.0,DE    
115,DE    ,S,1999JJ00,10235.0,295.0,3462.0,3358.0,5.0,99.0,2028.0,1401.0,-2.0,34.0,591.0,1434.0,846.0,-6.0,594.0,-37.0,-5.0,200.0,352.0,DE    
116,DE    ,L,1996JJ00,833.0,808.0,12325.0,11943.0,-13.0,395.0,7374.0,5330.0,-83.0,217.0,1744.0,4950.0,2992.0,23.0,1935.0,-95.0,-19.0,658.0,1163.0,DE    
117,DE    ,L,1997JJ00,834.0,803.0,12734.0,12287.0,21.0,426.0,7555.0,5595.0,9.0,236.0,1733.0,5179.0,3035.0,16.0,2128.0,-90.0,2.0,663.0,1376.0,DE    
118,DE    ,L,1998JJ00,857.0,814.0,13648.0,13085.0,16.0,547.0,8193.0,6131.0,7.0,236.0,1833.0,5455.0,3171.0,16.0,2268.0,-98.0,-33.0,679.0,1458.0,DE    
119,DE    ,L,1999JJ00,859.0,821.0,13841.0,13488.0,17.0,336.0,8305.0,6170.0,13.0,216.0,1932.0,5536.0,3271.0,19.0,2246.0,-79.0,5.0,692.0,1480.0,DE    
120,21    ,T,1996JJ00,445.0,237.0,4218.0,4064.0,-10.0,164.0,2763.0,1978.0,-50.0,164.0,571.0,1455.0,848.0,17.0,590.0,-54.0,3.0,279.0,261.0,21    
121,21    ,T,1997JJ00,481.0,245.0,4601.0,4365.0,15.0,221.0,3029.0,2250.0,15.0,182.0,612.0,1572.0,889.0,11.0,672.0,-55.0,5.0,290.0,332.0,21    
122,21    ,T,1998JJ00,515.0,266.0,4971.0,4687.0,-9.0,293.0,3247.0,2418.0,5.0,185.0,649.0,1723.0,997.0,11.0,715.0,-66.0,-14.0,305.0,329.0,21    
123,21    ,T,1999JJ00,526.0,256.0,4851.0,4714.0,16.0,121.0,3177.0,2413.0,10.0,163.0,611.0,1674.0,986.0,15.0,673.0,-47.0,21.0,307.0,341.0,21    
124,21    ,S,1996JJ00,286.0,12.0,161.0,149.0,-1.0,13.0,105.0,79.0,-1.0,2.0,23.0,56.0,28.0,0.0,28.0,-2.0,-1.0,9.0,15.0,21    
125,21    ,S,1997JJ00,305.0,14.0,207.0,200.0,1.0,6.0,138.0,102.0,1.0,2.0,35.0,69.0,32.0,0.0,37.0,-3.0,1.0,10.0,25.0,21    
126,21    ,S,1998JJ00,312.0,15.0,216.0,207.0,1.0,8.0,145.0,109.0,0.0,2.0,34.0,71.0,39.0,0.0,32.0,-4.0,0.0,12.0,17.0,21    
127,21    ,S,1999JJ00,321.0,15.0,230.0,215.0,-1.0,16.0,155.0,118.0,0.0,2.0,35.0,75.0,39.0,-1.0,37.0,-3.0,-1.0,12.0,21.0,21    
128,21    ,L,1996JJ00,159.0,225.0,4057.0,3915.0,-9.0,151.0,2658.0,1899.0,-47.0,163.0,549.0,1399.0,820.0,17.0,562.0,-51.0,4.0,270.0,245.0,21    
129,21    ,L,1997JJ00,176.0,231.0,4394.0,4166.0,14.0,214.0,2891.0,2148.0,13.0,180.0,576.0,1503.0,856.0,12.0,635.0,-53.0,4.0,280.0,307.0,21    
130,21    ,L,1998JJ00,203.0,251.0,4755.0,4480.0,-10.0,285.0,3102.0,2309.0,4.0,183.0,614.0,1653.0,958.0,13.0,682.0,-62.0,-15.0,294.0,312.0,21    
131,21    ,L,1999JJ00,205.0,241.0,4621.0,4500.0,16.0,105.0,3023.0,2295.0,8.0,161.0,575.0,1598.0,947.0,14.0,637.0,-44.0,22.0,295.0,320.0,21    
132,22    ,T,1996JJ00,10492.0,827.0,11109.0,10792.0,-5.0,322.0,6380.0,4560.0,-35.0,82.0,1703.0,4730.0,2896.0,6.0,1828.0,-85.0,-19.0,555.0,1170.0,22    
133,22    ,T,1997JJ00,10766.0,813.0,11205.0,10899.0,7.0,299.0,6332.0,4587.0,-2.0,84.0,1659.0,4872.0,2841.0,8.0,2023.0,-62.0,0.0,539.0,1423.0,22    
134,22    ,T,1998JJ00,10425.0,837.0,12127.0,11759.0,36.0,332.0,7018.0,5176.0,7.0,81.0,1768.0,5109.0,2989.0,-1.0,2121.0,-69.0,-25.0,562.0,1466.0,22    
135,22    ,T,1999JJ00,10568.0,860.0,12452.0,12131.0,7.0,314.0,7155.0,5159.0,4.0,88.0,1912.0,5297.0,3131.0,-1.0,2167.0,-70.0,-21.0,585.0,1491.0,22    
136,22    ,S,1996JJ00,9818.0,243.0,2842.0,2764.0,0.0,78.0,1664.0,1129.0,1.0,28.0,508.0,1178.0,723.0,-1.0,456.0,-41.0,4.0,167.0,252.0,22    
137,22    ,S,1997JJ00,10108.0,241.0,2865.0,2777.0,1.0,87.0,1669.0,1139.0,1.0,28.0,503.0,1196.0,662.0,3.0,531.0,-24.0,2.0,156.0,353.0,22    
138,22    ,S,1998JJ00,9771.0,274.0,3234.0,3155.0,9.0,70.0,1927.0,1355.0,5.0,27.0,550.0,1307.0,776.0,-5.0,536.0,-33.0,-6.0,177.0,321.0,22    
139,22    ,S,1999JJ00,9914.0,280.0,3232.0,3143.0,6.0,83.0,1873.0,1284.0,-1.0,33.0,555.0,1359.0,807.0,-5.0,557.0,-34.0,-4.0,189.0,330.0,22    
140,22    ,L,1996JJ00,674.0,584.0,8268.0,8028.0,-4.0,244.0,4716.0,3431.0,-36.0,54.0,1195.0,3552.0,2173.0,6.0,1373.0,-44.0,-23.0,388.0,918.0,22    
141,22    ,L,1997JJ00,658.0,571.0,8340.0,8122.0,6.0,212.0,4663.0,3448.0,-3.0,56.0,1156.0,3677.0,2179.0,6.0,1492.0,-38.0,-2.0,383.0,1070.0,22    
