ID,BedrijfstakBranchesSBI2008,NuttigeToepassingEnEindverwerking,Perioden,TotaalBedrijfsafvalstoffen_1,TotaalNietChemischAfval_2,Metaalafval_3,Glasafval_4,PapierKartonafval_5,KunststofRubberafval_6,Houtafval_7,TextielLederafval_8,DierlijkPlantaardigAfval_9,GemengdAfval_10,Slib_11,MineralenSteenachtigAfval_12,OverigNietChemischAfval_13,ChemischAfval_14,TotaalBedrijfsafvalstoffen_15,TotaalNuttigeToepassing_16,InzetAlsBrandstof_17,OverigNuttigeToepassing_18,TotaalEindverwerking_19,Verbranden_20,StortenLozen_21,ScheidenAchteraf_22
371,311300,T001617,2000JJ00,742.0,742.0,2.0,18.0,11.0,5.0,1.0,0.0,564.0,127.0,6.0,8.0,0.0,0.0,742.0,742.0,,742.0,,,,
372,311300,T001617,2001JJ00,725.0,725.0,2.0,17.0,11.0,5.0,0.0,0.0,551.0,123.0,8.0,8.0,0.0,0.0,725.0,725.0,,725.0,,,,
373,311300,T001617,2002JJ00,730.0,730.0,2.0,19.0,10.0,6.0,1.0,0.0,560.0,116.0,10.0,6.0,0.0,0.0,730.0,730.0,,730.0,,,,
374,311300,T001617,2003JJ00,725.0,725.0,2.0,18.0,10.0,6.0,1.0,0.0,559.0,113.0,10.0,6.0,0.0,0.0,725.0,725.0,,725.0,,,,
375,311300,T001617,2004JJ00,713.0,712.0,1.0,21.0,11.0,6.0,0.0,0.0,535.0,120.0,18.0,0.0,0.0,1.0,713.0,713.0,0.0,712.0,,,,
376,311300,T001617,2005JJ00,719.0,718.0,1.0,22.0,11.0,6.0,0.0,0.0,568.0,99.0,11.0,0.0,0.0,1.0,719.0,719.0,0.0,719.0,,,,
377,311300,T001617,2006JJ00,743.0,742.0,2.0,20.0,10.0,5.0,0.0,0.0,612.0,85.0,8.0,0.0,0.0,1.0,743.0,743.0,0.0,743.0,,,,
378,311300,T001617,2007JJ00,751.0,750.0,2.0,20.0,10.0,5.0,0.0,0.0,619.0,85.0,8.0,0.0,0.0,1.0,751.0,751.0,0.0,751.0,,,,
379,311300,T001617,2008JJ00,812.0,811.0,1.0,18.0,9.0,4.0,0.0,0.0,681.0,83.0,14.0,0.0,0.0,1.0,812.0,812.0,1.0,811.0,,,,
380,311300,T001617,2009JJ00,761.0,761.0,1.0,17.0,8.0,4.0,0.0,0.0,638.0,78.0,14.0,0.0,0.0,1.0,761.0,761.0,1.0,760.0,,,,
381,311300,T001617,2010JJ00,810.0,810.0,3.0,18.0,7.0,4.0,0.0,0.0,646.0,80.0,48.0,4.0,0.0,0.0,810.0,810.0,0.0,810.0,,,,
382,311300,T001617,2011JJ00,727.0,727.0,3.0,18.0,7.0,4.0,0.0,0.0,639.0,2.0,50.0,4.0,0.0,0.0,727.0,727.0,0.0,727.0,,,,
383,311300,T001617,2012JJ00,650.0,650.0,4.0,18.0,7.0,4.0,0.0,0.0,590.0,13.0,15.0,0.0,0.0,0.0,650.0,650.0,4.0,647.0,,,,
384,311300,T001617,2013JJ00,686.0,686.0,4.0,19.0,7.0,4.0,0.0,0.0,623.0,13.0,15.0,0.0,0.0,0.0,686.0,686.0,4.0,682.0,,,,
385,311300,T001617,2014JJ00,646.0,646.0,4.0,22.0,6.0,5.0,0.0,0.0,583.0,5.0,21.0,1.0,0.0,0.0,646.0,646.0,11.0,635.0,,,,
386,311300,T001617,2015JJ00,646.0,646.0,4.0,23.0,6.0,5.0,0.0,0.0,583.0,5.0,21.0,1.0,0.0,0.0,646.0,646.0,12.0,635.0,,,,
387,311300,T001617,2016JJ00,672.0,672.0,3.0,23.0,9.0,6.0,0.0,0.0,604.0,6.0,20.0,0.0,0.0,0.0,672.0,672.0,18.0,654.0,,,,
388,311300,T001617,2017JJ00,682.0,682.0,3.0,26.0,9.0,6.0,0.0,0.0,613.0,5.0,20.0,0.0,0.0,0.0,682.0,682.0,18.0,664.0,,,,
389,311300,T001617,2018JJ00,691.0,691.0,3.0,27.0,7.0,5.0,1.0,0.0,614.0,6.0,28.0,0.0,0.0,0.0,691.0,691.0,29.0,663.0,,,,
390,311300,T001617,2019JJ00,680.0,679.0,3.0,27.0,8.0,6.0,1.0,0.0,602.0,6.0,27.0,0.0,0.0,0.0,680.0,680.0,24.0,655.0,,,,
391,311300,T001618,1994JJ00,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,2.0,0.0,0.0,30.0,,,,30.0,5.0,24.0,1.0
392,311300,T001618,1996JJ00,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,27.0,,,,27.0,11.0,15.0,0.0
393,311300,T001618,1998JJ00,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,2.0,0.0,0.0,18.0,,,,18.0,12.0,6.0,0.0
394,311300,T001618,2000JJ00,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,28.0,0.0,0.0,0.0,36.0,,,,36.0,10.0,4.0,21.0
395,311300,T001618,2001JJ00,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,17.0,0.0,0.0,0.0,25.0,,,,25.0,10.0,4.0,11.0
396,311300,T001618,2002JJ00,27.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,18.0,1.0,0.0,0.0,27.0,,,,27.0,12.0,3.0,12.0
397,311300,T001618,2003JJ00,24.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,1.0,0.0,0.0,24.0,,,,24.0,12.0,3.0,10.0
398,311300,T001618,2004JJ00,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,16.0,,,,16.0,11.0,4.0,1.0
399,311300,T001618,2005JJ00,17.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,9.0,0.0,0.0,0.0,17.0,,,,17.0,12.0,4.0,1.0
400,311300,T001618,2006JJ00,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,12.0,,,,12.0,9.0,2.0,0.0
401,311300,T001618,2007JJ00,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,10.0,,,,10.0,8.0,2.0,0.0
402,311300,T001618,2008JJ00,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.0,0.0,0.0,14.0,,,,14.0,7.0,7.0,0.0
403,311300,T001618,2009JJ00,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,0.0,0.0,13.0,,,,13.0,7.0,6.0,0.0
404,311300,T001618,2010JJ00,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,10.0,,,,10.0,7.0,2.0,0.0
405,311300,T001618,2011JJ00,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,8.0,,,,8.0,5.0,2.0,0.0
406,311300,T001618,2012JJ00,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,13.0,,,,13.0,2.0,10.0,0.0
407,311300,T001618,2013JJ00,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,13.0,,,,13.0,2.0,11.0,0.0
408,311300,T001618,2014JJ00,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,,,,4.0,0.0,2.0,2.0
409,311300,T001618,2015JJ00,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,,,,4.0,0.0,2.0,2.0
410,311300,T001618,2016JJ00,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,,,,3.0,0.0,0.0,2.0
411,311300,T001618,2017JJ00,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,,,,3.0,0.0,0.0,2.0
412,311300,T001618,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
413,311300,T001618,2019JJ00,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,2.0,0.0,0.0,1.0
414,312200,T001523,1994JJ00,32.0,32.0,0.0,0.0,9.0,0.0,1.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,32.0,15.0,,15.0,17.0,1.0,16.0,0.0
415,312200,T001523,1996JJ00,28.0,28.0,0.0,0.0,9.0,0.0,1.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,28.0,19.0,,19.0,9.0,2.0,3.0,5.0
416,312200,T001523,1998JJ00,21.0,21.0,0.0,0.0,9.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,21.0,17.0,,17.0,4.0,3.0,1.0,0.0
417,312200,T001523,2000JJ00,23.0,23.0,0.0,0.0,9.0,0.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,23.0,18.0,,18.0,5.0,4.0,1.0,0.0
418,312200,T001523,2001JJ00,24.0,24.0,0.0,0.0,9.0,0.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,24.0,18.0,,18.0,6.0,5.0,1.0,0.0
419,312200,T001523,2002JJ00,22.0,22.0,0.0,0.0,11.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,22.0,18.0,,18.0,4.0,3.0,1.0,0.0
420,312200,T001523,2003JJ00,21.0,21.0,0.0,0.0,10.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,21.0,17.0,,17.0,4.0,3.0,1.0,0.0
421,312200,T001523,2004JJ00,25.0,24.0,0.0,0.0,13.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,25.0,21.0,1.0,20.0,4.0,4.0,0.0,1.0
422,312200,T001523,2005JJ00,24.0,24.0,0.0,0.0,13.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,24.0,20.0,1.0,19.0,4.0,4.0,0.0,1.0
423,312200,T001523,2006JJ00,22.0,22.0,1.0,0.0,13.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,22.0,19.0,1.0,18.0,3.0,2.0,0.0,0.0
424,312200,T001523,2007JJ00,21.0,21.0,1.0,0.0,13.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,21.0,19.0,1.0,17.0,2.0,2.0,0.0,0.0
425,312200,T001523,2008JJ00,21.0,21.0,0.0,0.0,13.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,21.0,18.0,2.0,16.0,3.0,3.0,0.0,0.0
426,312200,T001523,2009JJ00,21.0,21.0,0.0,0.0,13.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,21.0,18.0,2.0,17.0,3.0,3.0,0.0,0.0
427,312200,T001523,2010JJ00,16.0,16.0,0.0,0.0,9.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,16.0,15.0,3.0,12.0,1.0,1.0,0.0,0.0
428,312200,T001523,2011JJ00,16.0,16.0,0.0,0.0,9.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,16.0,16.0,4.0,12.0,1.0,1.0,0.0,0.0
429,312200,T001523,2012JJ00,15.0,15.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,11.0,0.0,0.0,0.0,0.0
430,312200,T001523,2013JJ00,15.0,15.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,10.0,0.0,0.0,0.0,0.0
431,312200,T001523,2014JJ00,13.0,13.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,12.0,2.0,10.0,1.0,1.0,0.0,0.0
432,312200,T001523,2015JJ00,5.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0
433,312200,T001523,2016JJ00,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
434,312200,T001523,2017JJ00,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
435,312200,T001523,2018JJ00,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
436,312200,T001523,2019JJ00,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
437,312200,T001617,1994JJ00,15.0,15.0,0.0,0.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,,15.0,,,,
438,312200,T001617,1996JJ00,19.0,19.0,0.0,0.0,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,,19.0,,,,
439,312200,T001617,1998JJ00,17.0,17.0,0.0,0.0,9.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,,17.0,,,,
440,312200,T001617,2000JJ00,18.0,18.0,0.0,0.0,9.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,,18.0,,,,
441,312200,T001617,2001JJ00,18.0,18.0,0.0,0.0,9.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,,18.0,,,,
442,312200,T001617,2002JJ00,18.0,18.0,0.0,0.0,11.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,,18.0,,,,
443,312200,T001617,2003JJ00,17.0,17.0,0.0,0.0,10.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,,17.0,,,,
444,312200,T001617,2004JJ00,21.0,20.0,0.0,0.0,13.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1.0,20.0,,,,
445,312200,T001617,2005JJ00,20.0,20.0,0.0,0.0,13.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0,19.0,,,,
446,312200,T001617,2006JJ00,19.0,19.0,1.0,0.0,13.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1.0,18.0,,,,
447,312200,T001617,2007JJ00,19.0,19.0,1.0,0.0,13.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1.0,17.0,,,,
448,312200,T001617,2008JJ00,18.0,18.0,0.0,0.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,16.0,,,,
449,312200,T001617,2009JJ00,18.0,18.0,0.0,0.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2.0,17.0,,,,
450,312200,T001617,2010JJ00,15.0,15.0,0.0,0.0,9.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,15.0,15.0,3.0,12.0,,,,
451,312200,T001617,2011JJ00,16.0,16.0,0.0,0.0,9.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,16.0,16.0,4.0,12.0,,,,
452,312200,T001617,2012JJ00,15.0,15.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,11.0,,,,
453,312200,T001617,2013JJ00,15.0,15.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,10.0,,,,
454,312200,T001617,2014JJ00,12.0,12.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,12.0,2.0,10.0,,,,
455,312200,T001617,2015JJ00,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,,,,
456,312200,T001617,2016JJ00,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,3.0,,,,
457,312200,T001617,2017JJ00,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,3.0,,,,
458,312200,T001617,2018JJ00,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,,,,
459,312200,T001617,2019JJ00,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,,,,
460,312200,T001618,1994JJ00,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,17.0,,,,17.0,1.0,16.0,0.0
461,312200,T001618,1996JJ00,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,9.0,,,,9.0,2.0,3.0,5.0
462,312200,T001618,1998JJ00,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,,,,4.0,3.0,1.0,0.0
463,312200,T001618,2000JJ00,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,,,,5.0,4.0,1.0,0.0
464,312200,T001618,2001JJ00,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,,,,6.0,5.0,1.0,0.0
465,312200,T001618,2002JJ00,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,,,4.0,3.0,1.0,0.0
466,312200,T001618,2003JJ00,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,,,4.0,3.0,1.0,0.0
467,312200,T001618,2004JJ00,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,,,4.0,4.0,0.0,1.0
468,312200,T001618,2005JJ00,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,,,4.0,4.0,0.0,1.0
469,312200,T001618,2006JJ00,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,,3.0,2.0,0.0,0.0
470,312200,T001618,2007JJ00,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,,,,2.0,2.0,0.0,0.0
471,312200,T001618,2008JJ00,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,,3.0,3.0,0.0,0.0
472,312200,T001618,2009JJ00,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,,3.0,3.0,0.0,0.0
473,312200,T001618,2010JJ00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,0.0,0.0
474,312200,T001618,2011JJ00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,0.0,0.0
475,312200,T001618,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
476,312200,T001618,2013JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
477,312200,T001618,2014JJ00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,0.0,0.0
478,312200,T001618,2015JJ00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,0.0
479,312200,T001618,2016JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
480,312200,T001618,2017JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
481,312200,T001618,2018JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
482,312200,T001618,2019JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
483,312505,T001523,1994JJ00,72.0,69.0,1.0,0.0,5.0,4.0,0.0,36.0,5.0,11.0,6.0,0.0,0.0,3.0,72.0,24.0,,24.0,48.0,7.0,41.0,0.0
484,312505,T001523,1996JJ00,68.0,64.0,1.0,0.0,4.0,2.0,8.0,34.0,4.0,10.0,0.0,1.0,0.0,3.0,68.0,46.0,,46.0,22.0,4.0,16.0,1.0
485,312505,T001523,1998JJ00,86.0,83.0,1.0,0.0,5.0,1.0,11.0,36.0,4.0,24.0,0.0,0.0,0.0,3.0,86.0,44.0,,44.0,42.0,9.0,33.0,0.0
486,312505,T001523,2000JJ00,74.0,58.0,0.0,0.0,4.0,2.0,9.0,25.0,0.0,18.0,0.0,0.0,0.0,15.0,74.0,29.0,,29.0,45.0,16.0,28.0,0.0
487,312505,T001523,2001JJ00,68.0,58.0,0.0,0.0,4.0,2.0,8.0,25.0,0.0,19.0,0.0,0.0,0.0,10.0,68.0,16.0,,16.0,52.0,20.0,32.0,0.0
488,312505,T001523,2002JJ00,100.0,86.0,0.0,0.0,9.0,8.0,1.0,47.0,0.0,21.0,0.0,0.0,0.0,14.0,100.0,40.0,,40.0,60.0,41.0,17.0,2.0
489,312505,T001523,2003JJ00,92.0,80.0,0.0,0.0,8.0,7.0,0.0,46.0,0.0,19.0,0.0,0.0,0.0,12.0,92.0,44.0,,44.0,48.0,33.0,13.0,2.0
490,312505,T001523,2004JJ00,72.0,67.0,1.0,0.0,5.0,4.0,9.0,37.0,0.0,12.0,0.0,0.0,0.0,4.0,72.0,27.0,3.0,24.0,45.0,37.0,8.0,1.0
491,312505,T001523,2005JJ00,77.0,66.0,1.0,0.0,5.0,3.0,9.0,36.0,0.0,12.0,0.0,0.0,0.0,11.0,77.0,26.0,3.0,25.0,51.0,36.0,13.0,1.0
492,312505,T001523,2006JJ00,81.0,72.0,1.0,0.0,9.0,1.0,4.0,45.0,0.0,12.0,0.0,0.0,0.0,9.0,81.0,31.0,3.0,28.0,50.0,44.0,1.0,4.0
493,312505,T001523,2007JJ00,82.0,70.0,1.0,0.0,9.0,1.0,4.0,43.0,0.0,12.0,0.0,0.0,0.0,12.0,82.0,32.0,3.0,29.0,50.0,45.0,1.0,4.0
494,312505,T001523,2008JJ00,89.0,82.0,1.0,0.0,11.0,2.0,4.0,39.0,0.0,25.0,0.0,0.0,0.0,7.0,89.0,54.0,2.0,52.0,35.0,24.0,7.0,3.0
495,312505,T001523,2009JJ00,78.0,72.0,1.0,0.0,10.0,2.0,4.0,34.0,0.0,22.0,0.0,0.0,0.0,6.0,78.0,47.0,2.0,45.0,31.0,21.0,6.0,3.0
496,312505,T001523,2010JJ00,82.0,66.0,0.0,0.0,8.0,2.0,2.0,25.0,0.0,29.0,1.0,0.0,0.0,16.0,82.0,33.0,7.0,27.0,48.0,25.0,17.0,6.0
497,312505,T001523,2011JJ00,79.0,68.0,0.0,0.0,9.0,2.0,2.0,26.0,0.0,30.0,1.0,0.0,0.0,10.0,79.0,34.0,7.0,28.0,44.0,26.0,12.0,6.0
498,312505,T001523,2012JJ00,101.0,55.0,1.0,0.0,5.0,5.0,1.0,29.0,0.0,13.0,1.0,0.0,0.0,46.0,101.0,47.0,31.0,16.0,54.0,1.0,33.0,19.0
499,312505,T001523,2013JJ00,100.0,55.0,1.0,0.0,5.0,5.0,1.0,29.0,0.0,13.0,1.0,0.0,0.0,46.0,100.0,48.0,32.0,16.0,53.0,1.0,33.0,19.0
500,312505,T001523,2014JJ00,39.0,37.0,1.0,0.0,4.0,2.0,1.0,14.0,0.0,12.0,1.0,0.0,0.0,2.0,39.0,28.0,15.0,12.0,11.0,2.0,3.0,6.0
501,312505,T001523,2015JJ00,39.0,37.0,1.0,0.0,5.0,3.0,1.0,14.0,0.0,12.0,1.0,0.0,0.0,2.0,39.0,28.0,15.0,13.0,11.0,3.0,3.0,6.0
502,312505,T001523,2016JJ00,47.0,45.0,1.0,0.0,7.0,2.0,2.0,11.0,0.0,18.0,3.0,2.0,0.0,2.0,47.0,35.0,13.0,21.0,13.0,5.0,8.0,0.0
503,312505,T001523,2017JJ00,50.0,47.0,1.0,0.0,8.0,2.0,2.0,11.0,0.0,19.0,3.0,2.0,0.0,2.0,50.0,36.0,14.0,22.0,14.0,5.0,8.0,0.0
504,312505,T001523,2018JJ00,53.0,46.0,0.0,0.0,9.0,3.0,1.0,15.0,2.0,14.0,0.0,0.0,0.0,7.0,53.0,38.0,9.0,28.0,15.0,2.0,8.0,6.0
505,312505,T001523,2019JJ00,52.0,45.0,0.0,0.0,9.0,3.0,1.0,15.0,2.0,14.0,0.0,0.0,0.0,7.0,52.0,37.0,10.0,27.0,15.0,2.0,8.0,5.0
506,312505,T001617,1994JJ00,24.0,24.0,1.0,0.0,5.0,4.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,,24.0,,,,
507,312505,T001617,1996JJ00,46.0,46.0,1.0,0.0,4.0,2.0,7.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,,46.0,,,,
508,312505,T001617,1998JJ00,44.0,44.0,1.0,0.0,5.0,1.0,11.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,,44.0,,,,
509,312505,T001617,2000JJ00,29.0,29.0,0.0,0.0,4.0,2.0,9.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,29.0,,29.0,,,,
510,312505,T001617,2001JJ00,16.0,16.0,0.0,0.0,4.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,,16.0,,,,
511,312505,T001617,2002JJ00,40.0,37.0,0.0,0.0,8.0,7.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,3.0,40.0,40.0,,40.0,,,,
512,312505,T001617,2003JJ00,44.0,41.0,0.0,0.0,8.0,7.0,0.0,18.0,0.0,8.0,0.0,0.0,0.0,3.0,44.0,44.0,,44.0,,,,
