ID,BedrijfstakkenBranchesSBI2008,Milieudomein,Perioden,ArbeidsvolumeWerkzamePersonen_1,ProductieBasisprijzen_2,BrutoToegevoegdeWaardeBasisprijzen_3
1085,346600,10700 ,2008JJ00,0.8,495.0,182.0
1086,346600,10700 ,2009JJ00,0.8,569.0,267.0
1087,346600,10700 ,2010JJ00,0.8,570.0,265.0
1088,346600,10800 ,1995JJ00,0.1,31.0,2.0
1089,346600,10800 ,1996JJ00,0.1,36.0,0.0
1090,346600,10800 ,1997JJ00,0.1,39.0,1.0
1091,346600,10800 ,1998JJ00,0.1,46.0,1.0
1092,346600,10800 ,1999JJ00,0.1,43.0,0.0
1093,346600,10800 ,2000JJ00,0.1,65.0,0.0
1094,346600,10800 ,2001JJ00,0.2,89.0,-3.0
1095,346600,10800 ,2002JJ00,0.2,113.0,-10.0
1096,346600,10800 ,2003JJ00,0.2,109.0,-5.0
1097,346600,10800 ,2004JJ00,0.3,158.0,-11.0
1098,346600,10800 ,2005JJ00,0.5,291.0,-80.0
1099,346600,10800 ,2006JJ00,0.6,382.0,-10.0
1100,346600,10800 ,2007JJ00,0.6,347.0,137.0
1101,346600,10800 ,2008JJ00,0.8,495.0,182.0
1102,346600,10800 ,2009JJ00,0.8,569.0,267.0
1103,346600,10800 ,2010JJ00,0.8,570.0,265.0
1104,346600,10900 ,1995JJ00,,,
1105,346600,10900 ,1996JJ00,,,
1106,346600,10900 ,1997JJ00,,,
1107,346600,10900 ,1998JJ00,,,
1108,346600,10900 ,1999JJ00,,,
1109,346600,10900 ,2000JJ00,,,
1110,346600,10900 ,2001JJ00,,,
1111,346600,10900 ,2002JJ00,,,
1112,346600,10900 ,2003JJ00,,,
1113,346600,10900 ,2004JJ00,,,
1114,346600,10900 ,2005JJ00,,,
1115,346600,10900 ,2006JJ00,,,
1116,346600,10900 ,2007JJ00,,,
1117,346600,10900 ,2008JJ00,,,
1118,346600,10900 ,2009JJ00,,,
1119,346600,10900 ,2010JJ00,,,
1120,348000,10000 ,1995JJ00,22.1,4197.0,1627.0
1121,348000,10000 ,1996JJ00,23.2,4545.0,1749.0
1122,348000,10000 ,1997JJ00,25.0,5126.0,1989.0
1123,348000,10000 ,1998JJ00,26.4,5681.0,2111.0
1124,348000,10000 ,1999JJ00,27.0,6368.0,2414.0
1125,348000,10000 ,2000JJ00,27.7,6973.0,2620.0
1126,348000,10000 ,2001JJ00,28.8,7371.0,2727.0
1127,348000,10000 ,2002JJ00,30.0,7952.0,2915.0
1128,348000,10000 ,2003JJ00,31.1,8532.0,3181.0
1129,348000,10000 ,2004JJ00,29.9,8750.0,3179.0
1130,348000,10000 ,2005JJ00,29.5,8526.0,3076.0
1131,348000,10000 ,2006JJ00,29.1,9039.0,3330.0
1132,348000,10000 ,2007JJ00,29.4,9496.0,3491.0
1133,348000,10000 ,2008JJ00,29.7,10414.0,3733.0
1134,348000,10000 ,2009JJ00,30.9,10445.0,3726.0
1135,348000,10000 ,2010JJ00,30.7,10866.0,3851.0
1136,348000,10100 ,1995JJ00,20.4,3822.0,1506.0
1137,348000,10100 ,1996JJ00,21.0,4082.0,1598.0
1138,348000,10100 ,1997JJ00,22.3,4554.0,1804.0
1139,348000,10100 ,1998JJ00,23.3,5084.0,1927.0
1140,348000,10100 ,1999JJ00,24.1,5559.0,2144.0
1141,348000,10100 ,2000JJ00,24.8,6138.0,2356.0
1142,348000,10100 ,2001JJ00,25.8,6518.0,2465.0
1143,348000,10100 ,2002JJ00,26.7,7093.0,2663.0
1144,348000,10100 ,2003JJ00,27.7,7638.0,2905.0
1145,348000,10100 ,2004JJ00,26.6,7749.0,2865.0
1146,348000,10100 ,2005JJ00,26.3,7458.0,2730.0
1147,348000,10100 ,2006JJ00,25.9,7801.0,2876.0
1148,348000,10100 ,2007JJ00,26.2,8187.0,3021.0
1149,348000,10100 ,2008JJ00,26.4,8961.0,3243.0
1150,348000,10100 ,2009JJ00,27.4,9232.0,3336.0
1151,348000,10100 ,2010JJ00,27.2,9458.0,3397.0
1152,348000,10200 ,1995JJ00,,,
1153,348000,10200 ,1996JJ00,,,
1154,348000,10200 ,1997JJ00,,,
1155,348000,10200 ,1998JJ00,,,
1156,348000,10200 ,1999JJ00,,,
1157,348000,10200 ,2000JJ00,,,
1158,348000,10200 ,2001JJ00,,,
1159,348000,10200 ,2002JJ00,,,
1160,348000,10200 ,2003JJ00,,,
1161,348000,10200 ,2004JJ00,,,
1162,348000,10200 ,2005JJ00,,,
1163,348000,10200 ,2006JJ00,,,
1164,348000,10200 ,2007JJ00,,,
1165,348000,10200 ,2008JJ00,,,
1166,348000,10200 ,2009JJ00,,,
1167,348000,10200 ,2010JJ00,,,
1168,348000,10300 ,1995JJ00,1.2,325.0,107.0
1169,348000,10300 ,1996JJ00,1.2,363.0,117.0
1170,348000,10300 ,1997JJ00,1.2,399.0,95.0
1171,348000,10300 ,1998JJ00,1.1,442.0,108.0
1172,348000,10300 ,1999JJ00,1.3,481.0,132.0
1173,348000,10300 ,2000JJ00,1.3,444.0,130.0
1174,348000,10300 ,2001JJ00,1.5,442.0,137.0
1175,348000,10300 ,2002JJ00,1.9,479.0,157.0
1176,348000,10300 ,2003JJ00,2.0,510.0,156.0
1177,348000,10300 ,2004JJ00,1.8,451.0,106.0
1178,348000,10300 ,2005JJ00,2.1,431.0,103.0
1179,348000,10300 ,2006JJ00,2.1,405.0,105.0
1180,348000,10300 ,2007JJ00,2.7,612.0,166.0
1181,348000,10300 ,2008JJ00,3.0,667.0,159.0
1182,348000,10300 ,2009JJ00,3.0,597.0,160.0
1183,348000,10300 ,2010JJ00,2.8,542.0,153.0
1184,348000,10400 ,1995JJ00,15.7,2468.0,927.0
1185,348000,10400 ,1996JJ00,16.3,2665.0,1008.0
1186,348000,10400 ,1997JJ00,17.3,3022.0,1200.0
1187,348000,10400 ,1998JJ00,18.3,3347.0,1256.0
1188,348000,10400 ,1999JJ00,17.9,3559.0,1375.0
1189,348000,10400 ,2000JJ00,18.6,4047.0,1519.0
1190,348000,10400 ,2001JJ00,19.6,4423.0,1617.0
1191,348000,10400 ,2002JJ00,19.8,4701.0,1708.0
1192,348000,10400 ,2003JJ00,20.3,5043.0,1879.0
1193,348000,10400 ,2004JJ00,19.7,5188.0,1880.0
1194,348000,10400 ,2005JJ00,19.1,4876.0,1740.0
1195,348000,10400 ,2006JJ00,18.2,4828.0,1733.0
1196,348000,10400 ,2007JJ00,18.4,4855.0,1779.0
1197,348000,10400 ,2008JJ00,17.9,5299.0,1908.0
1198,348000,10400 ,2009JJ00,18.7,5565.0,1984.0
1199,348000,10400 ,2010JJ00,18.8,5801.0,2026.0
1200,348000,10500 ,1995JJ00,3.5,1029.0,472.0
1201,348000,10500 ,1996JJ00,3.6,1054.0,474.0
1202,348000,10500 ,1997JJ00,3.8,1133.0,509.0
1203,348000,10500 ,1998JJ00,3.9,1295.0,563.0
1204,348000,10500 ,1999JJ00,5.0,1519.0,636.0
1205,348000,10500 ,2000JJ00,4.9,1647.0,706.0
1206,348000,10500 ,2001JJ00,4.7,1653.0,711.0
1207,348000,10500 ,2002JJ00,5.0,1913.0,798.0
1208,348000,10500 ,2003JJ00,5.4,2085.0,871.0
1209,348000,10500 ,2004JJ00,5.1,2110.0,879.0
1210,348000,10500 ,2005JJ00,5.2,2151.0,888.0
1211,348000,10500 ,2006JJ00,5.5,2568.0,1038.0
1212,348000,10500 ,2007JJ00,5.1,2721.0,1076.0
1213,348000,10500 ,2008JJ00,5.5,2995.0,1175.0
1214,348000,10500 ,2009JJ00,5.7,3070.0,1192.0
1215,348000,10500 ,2010JJ00,5.6,3116.0,1219.0
1216,348000,10600 ,1995JJ00,,,
1217,348000,10600 ,1996JJ00,,,
1218,348000,10600 ,1997JJ00,,,
1219,348000,10600 ,1998JJ00,,,
1220,348000,10600 ,1999JJ00,,,
1221,348000,10600 ,2000JJ00,,,
1222,348000,10600 ,2001JJ00,,,
1223,348000,10600 ,2002JJ00,,,
1224,348000,10600 ,2003JJ00,,,
1225,348000,10600 ,2004JJ00,,,
1226,348000,10600 ,2005JJ00,,,
1227,348000,10600 ,2006JJ00,,,
1228,348000,10600 ,2007JJ00,,,
1229,348000,10600 ,2008JJ00,,,
1230,348000,10600 ,2009JJ00,,,
1231,348000,10600 ,2010JJ00,,,
1232,348000,10700 ,1995JJ00,1.7,375.0,121.0
1233,348000,10700 ,1996JJ00,2.2,463.0,151.0
1234,348000,10700 ,1997JJ00,2.7,572.0,185.0
1235,348000,10700 ,1998JJ00,3.0,597.0,184.0
1236,348000,10700 ,1999JJ00,2.9,809.0,270.0
1237,348000,10700 ,2000JJ00,2.9,835.0,264.0
1238,348000,10700 ,2001JJ00,3.1,853.0,262.0
1239,348000,10700 ,2002JJ00,3.3,859.0,252.0
1240,348000,10700 ,2003JJ00,3.4,894.0,276.0
1241,348000,10700 ,2004JJ00,3.2,1001.0,315.0
1242,348000,10700 ,2005JJ00,3.2,1068.0,346.0
1243,348000,10700 ,2006JJ00,3.2,1238.0,454.0
1244,348000,10700 ,2007JJ00,3.3,1309.0,470.0
1245,348000,10700 ,2008JJ00,3.3,1453.0,490.0
1246,348000,10700 ,2009JJ00,3.5,1213.0,390.0
1247,348000,10700 ,2010JJ00,3.5,1408.0,454.0
1248,348000,10800 ,1995JJ00,0.3,50.0,49.0
1249,348000,10800 ,1996JJ00,0.4,63.0,63.0
1250,348000,10800 ,1997JJ00,0.4,77.0,76.0
1251,348000,10800 ,1998JJ00,0.5,79.0,79.0
1252,348000,10800 ,1999JJ00,0.5,83.0,82.0
1253,348000,10800 ,2000JJ00,0.5,90.0,89.0
1254,348000,10800 ,2001JJ00,0.5,93.0,93.0
1255,348000,10800 ,2002JJ00,0.5,94.0,93.0
1256,348000,10800 ,2003JJ00,0.5,99.0,98.0
1257,348000,10800 ,2004JJ00,0.5,93.0,93.0
1258,348000,10800 ,2005JJ00,0.5,112.0,111.0
1259,348000,10800 ,2006JJ00,0.5,144.0,144.0
1260,348000,10800 ,2007JJ00,0.6,158.0,158.0
1261,348000,10800 ,2008JJ00,0.6,210.0,211.0
1262,348000,10800 ,2009JJ00,0.6,211.0,210.0
1263,348000,10800 ,2010JJ00,0.6,225.0,224.0
1264,348000,10900 ,1995JJ00,1.4,325.0,72.0
1265,348000,10900 ,1996JJ00,1.7,400.0,88.0
1266,348000,10900 ,1997JJ00,2.2,495.0,109.0
1267,348000,10900 ,1998JJ00,2.6,518.0,105.0
1268,348000,10900 ,1999JJ00,2.4,726.0,188.0
1269,348000,10900 ,2000JJ00,2.4,745.0,175.0
1270,348000,10900 ,2001JJ00,2.6,760.0,169.0
1271,348000,10900 ,2002JJ00,2.8,765.0,159.0
1272,348000,10900 ,2003JJ00,2.9,795.0,178.0
1273,348000,10900 ,2004JJ00,2.7,908.0,222.0
1274,348000,10900 ,2005JJ00,2.7,956.0,235.0
1275,348000,10900 ,2006JJ00,2.7,1094.0,310.0
1276,348000,10900 ,2007JJ00,2.7,1151.0,312.0
1277,348000,10900 ,2008JJ00,2.7,1243.0,279.0
1278,348000,10900 ,2009JJ00,2.9,1002.0,180.0
1279,348000,10900 ,2010JJ00,2.9,1183.0,230.0
1280,350000,10000 ,1995JJ00,13.3,1628.0,555.0
1281,350000,10000 ,1996JJ00,12.7,1581.0,538.0
1282,350000,10000 ,1997JJ00,12.9,1645.0,564.0
1283,350000,10000 ,1998JJ00,13.3,1754.0,600.0
1284,350000,10000 ,1999JJ00,13.8,1908.0,651.0
1285,350000,10000 ,2000JJ00,14.2,2110.0,719.0
1286,350000,10000 ,2001JJ00,15.6,2403.0,829.0
1287,350000,10000 ,2002JJ00,15.0,2384.0,829.0
1288,350000,10000 ,2003JJ00,16.1,2683.0,910.0
1289,350000,10000 ,2004JJ00,16.8,2840.0,944.0
1290,350000,10000 ,2005JJ00,17.6,3054.0,1000.0
1291,350000,10000 ,2006JJ00,19.0,3434.0,1120.0
1292,350000,10000 ,2007JJ00,20.5,3820.0,1240.0
1293,350000,10000 ,2008JJ00,19.8,3845.0,1238.0
1294,350000,10000 ,2009JJ00,20.0,3950.0,1282.0
1295,350000,10000 ,2010JJ00,18.8,3513.0,1155.0
1296,350000,10100 ,1995JJ00,7.6,1032.0,342.0
1297,350000,10100 ,1996JJ00,7.2,979.0,326.0
1298,350000,10100 ,1997JJ00,7.1,1018.0,338.0
1299,350000,10100 ,1998JJ00,7.2,1064.0,350.0
1300,350000,10100 ,1999JJ00,7.6,1181.0,385.0
1301,350000,10100 ,2000JJ00,7.7,1293.0,418.0
1302,350000,10100 ,2001JJ00,8.5,1504.0,486.0
1303,350000,10100 ,2002JJ00,8.5,1553.0,500.0
1304,350000,10100 ,2003JJ00,10.2,1901.0,602.0
1305,350000,10100 ,2004JJ00,10.3,1978.0,607.0
1306,350000,10100 ,2005JJ00,11.2,2197.0,663.0
1307,350000,10100 ,2006JJ00,11.5,2366.0,704.0
1308,350000,10100 ,2007JJ00,12.2,2592.0,757.0
1309,350000,10100 ,2008JJ00,11.6,2529.0,730.0
1310,350000,10100 ,2009JJ00,10.9,2506.0,716.0
1311,350000,10100 ,2010JJ00,10.9,2343.0,675.0
1312,350000,10200 ,1995JJ00,,,
1313,350000,10200 ,1996JJ00,,,
1314,350000,10200 ,1997JJ00,,,
1315,350000,10200 ,1998JJ00,,,
1316,350000,10200 ,1999JJ00,,,
1317,350000,10200 ,2000JJ00,,,
1318,350000,10200 ,2001JJ00,,,
1319,350000,10200 ,2002JJ00,,,
1320,350000,10200 ,2003JJ00,,,
1321,350000,10200 ,2004JJ00,,,
1322,350000,10200 ,2005JJ00,,,
1323,350000,10200 ,2006JJ00,,,
1324,350000,10200 ,2007JJ00,,,
1325,350000,10200 ,2008JJ00,,,
1326,350000,10200 ,2009JJ00,,,
1327,350000,10200 ,2010JJ00,,,
1328,350000,10300 ,1995JJ00,,,
1329,350000,10300 ,1996JJ00,,,
1330,350000,10300 ,1997JJ00,,,
1331,350000,10300 ,1998JJ00,,,
1332,350000,10300 ,1999JJ00,,,
1333,350000,10300 ,2000JJ00,,,
1334,350000,10300 ,2001JJ00,,,
1335,350000,10300 ,2002JJ00,,,
1336,350000,10300 ,2003JJ00,,,
1337,350000,10300 ,2004JJ00,,,
1338,350000,10300 ,2005JJ00,,,
1339,350000,10300 ,2006JJ00,,,
1340,350000,10300 ,2007JJ00,,,
1341,350000,10300 ,2008JJ00,,,
1342,350000,10300 ,2009JJ00,,,
1343,350000,10300 ,2010JJ00,,,
1344,350000,10400 ,1995JJ00,,,
1345,350000,10400 ,1996JJ00,,,
1346,350000,10400 ,1997JJ00,,,
1347,350000,10400 ,1998JJ00,,,
1348,350000,10400 ,1999JJ00,,,
1349,350000,10400 ,2000JJ00,,,
1350,350000,10400 ,2001JJ00,,,
1351,350000,10400 ,2002JJ00,,,
1352,350000,10400 ,2003JJ00,,,
1353,350000,10400 ,2004JJ00,,,
1354,350000,10400 ,2005JJ00,,,
1355,350000,10400 ,2006JJ00,,,
1356,350000,10400 ,2007JJ00,,,
1357,350000,10400 ,2008JJ00,,,
1358,350000,10400 ,2009JJ00,,,
1359,350000,10400 ,2010JJ00,,,
1360,350000,10500 ,1995JJ00,0.9,165.0,49.0
1361,350000,10500 ,1996JJ00,0.9,168.0,52.0
1362,350000,10500 ,1997JJ00,0.9,174.0,55.0
1363,350000,10500 ,1998JJ00,1.0,202.0,62.0
1364,350000,10500 ,1999JJ00,1.0,210.0,66.0
1365,350000,10500 ,2000JJ00,0.9,204.0,65.0
1366,350000,10500 ,2001JJ00,0.8,181.0,56.0
1367,350000,10500 ,2002JJ00,0.8,186.0,57.0
1368,350000,10500 ,2003JJ00,1.0,246.0,74.0
1369,350000,10500 ,2004JJ00,1.2,298.0,87.0
1370,350000,10500 ,2005JJ00,1.1,270.0,78.0
1371,350000,10500 ,2006JJ00,1.0,260.0,73.0
1372,350000,10500 ,2007JJ00,1.2,314.0,84.0
1373,350000,10500 ,2008JJ00,1.3,336.0,87.0
1374,350000,10500 ,2009JJ00,1.4,387.0,95.0
1375,350000,10500 ,2010JJ00,1.4,301.0,72.0
1376,350000,10600 ,1995JJ00,6.6,831.0,282.0
1377,350000,10600 ,1996JJ00,6.1,779.0,264.0
1378,350000,10600 ,1997JJ00,6.0,808.0,271.0
1379,350000,10600 ,1998JJ00,6.0,823.0,275.0
1380,350000,10600 ,1999JJ00,6.4,929.0,306.0
1381,350000,10600 ,2000JJ00,6.1,965.0,315.0
1382,350000,10600 ,2001JJ00,7.0,1172.0,383.0
1383,350000,10600 ,2002JJ00,7.0,1208.0,395.0
1384,350000,10600 ,2003JJ00,8.1,1391.0,449.0
1385,350000,10600 ,2004JJ00,7.9,1401.0,439.0
1386,350000,10600 ,2005JJ00,9.1,1661.0,509.0
1387,350000,10600 ,2006JJ00,9.3,1794.0,545.0
1388,350000,10600 ,2007JJ00,9.9,1986.0,595.0
1389,350000,10600 ,2008JJ00,9.1,1911.0,567.0
1390,350000,10600 ,2009JJ00,8.4,1823.0,545.0
1391,350000,10600 ,2010JJ00,8.6,1843.0,553.0
1392,350000,10700 ,1995JJ00,5.7,596.0,212.0
1393,350000,10700 ,1996JJ00,5.5,602.0,212.0
1394,350000,10700 ,1997JJ00,5.8,627.0,226.0
1395,350000,10700 ,1998JJ00,6.2,690.0,250.0
1396,350000,10700 ,1999JJ00,6.1,727.0,266.0
1397,350000,10700 ,2000JJ00,6.5,817.0,301.0
1398,350000,10700 ,2001JJ00,7.1,899.0,343.0
1399,350000,10700 ,2002JJ00,6.5,831.0,328.0
1400,350000,10700 ,2003JJ00,5.9,781.0,308.0
1401,350000,10700 ,2004JJ00,6.5,862.0,337.0
1402,350000,10700 ,2005JJ00,6.4,857.0,337.0
1403,350000,10700 ,2006JJ00,7.5,1068.0,416.0
1404,350000,10700 ,2007JJ00,8.3,1228.0,483.0
1405,350000,10700 ,2008JJ00,8.2,1317.0,508.0
1406,350000,10700 ,2009JJ00,9.1,1444.0,566.0
1407,350000,10700 ,2010JJ00,8.0,1170.0,480.0
1408,350000,10800 ,1995JJ00,,,
1409,350000,10800 ,1996JJ00,,,
1410,350000,10800 ,1997JJ00,,,
1411,350000,10800 ,1998JJ00,,,
1412,350000,10800 ,1999JJ00,,,
1413,350000,10800 ,2000JJ00,,,
1414,350000,10800 ,2001JJ00,,,
1415,350000,10800 ,2002JJ00,,,
1416,350000,10800 ,2003JJ00,,,
1417,350000,10800 ,2004JJ00,,,
1418,350000,10800 ,2005JJ00,,,
1419,350000,10800 ,2006JJ00,,,
1420,350000,10800 ,2007JJ00,,,
1421,350000,10800 ,2008JJ00,,,
1422,350000,10800 ,2009JJ00,,,
1423,350000,10800 ,2010JJ00,,,
1424,350000,10900 ,1995JJ00,,,
1425,350000,10900 ,1996JJ00,,,
1426,350000,10900 ,1997JJ00,,,
1427,350000,10900 ,1998JJ00,,,
1428,350000,10900 ,1999JJ00,,,
1429,350000,10900 ,2000JJ00,,,
1430,350000,10900 ,2001JJ00,,,
1431,350000,10900 ,2002JJ00,,,
1432,350000,10900 ,2003JJ00,,,
1433,350000,10900 ,2004JJ00,,,
1434,350000,10900 ,2005JJ00,,,
1435,350000,10900 ,2006JJ00,,,
1436,350000,10900 ,2007JJ00,,,
1437,350000,10900 ,2008JJ00,,,
1438,350000,10900 ,2009JJ00,,,
1439,350000,10900 ,2010JJ00,,,
1440,300006,10000 ,1995JJ00,8.9,1814.0,1384.0
1441,300006,10000 ,1996JJ00,9.4,1648.0,1330.0
1442,300006,10000 ,1997JJ00,10.0,1835.0,1337.0
1443,300006,10000 ,1998JJ00,10.3,1944.0,1445.0
1444,300006,10000 ,1999JJ00,591.0,105110.0,43742.0
1445,300006,10000 ,2000JJ00,11.8,2304.0,1662.0
1446,300006,10000 ,2001JJ00,11.5,2303.0,1654.0
1447,300006,10000 ,2002JJ00,11.4,2367.0,1673.0
1448,300006,10000 ,2003JJ00,12.3,2344.0,1673.0
1449,300006,10000 ,2004JJ00,11.2,2622.0,1945.0
1450,300006,10000 ,2005JJ00,12.3,2713.0,2038.0
1451,300006,10000 ,2006JJ00,11.6,3138.0,2434.0
1452,300006,10000 ,2007JJ00,11.6,3364.0,2635.0
1453,300006,10000 ,2008JJ00,13.1,3603.0,2783.0
1454,300006,10000 ,2009JJ00,13.7,3223.0,2373.0
1455,300006,10000 ,2010JJ00,14.5,3571.0,2738.0
1456,300006,10100 ,1995JJ00,5.7,1595.0,1294.0
1457,300006,10100 ,1996JJ00,5.8,1394.0,1230.0
1458,300006,10100 ,1997JJ00,6.1,1574.0,1232.0
1459,300006,10100 ,1998JJ00,6.0,1600.0,1309.0
1460,300006,10100 ,1999JJ00,6.5,1611.0,1290.0
1461,300006,10100 ,2000JJ00,6.7,1838.0,1491.0
1462,300006,10100 ,2001JJ00,6.7,1835.0,1479.0
1463,300006,10100 ,2002JJ00,6.4,1860.0,1486.0
1464,300006,10100 ,2003JJ00,6.2,1777.0,1448.0
1465,300006,10100 ,2004JJ00,6.3,2097.0,1747.0
1466,300006,10100 ,2005JJ00,6.4,2166.0,1817.0
1467,300006,10100 ,2006JJ00,6.1,2616.0,2205.0
1468,300006,10100 ,2007JJ00,6.3,2806.0,2387.0
1469,300006,10100 ,2008JJ00,6.6,2937.0,2501.0
1470,300006,10100 ,2009JJ00,6.4,2516.0,2089.0
1471,300006,10100 ,2010JJ00,6.9,2883.0,2416.0
1472,300006,10200 ,1995JJ00,0.2,19.0,10.0
1473,300006,10200 ,1996JJ00,0.0,2.0,1.0
1474,300006,10200 ,1997JJ00,1.0,153.0,59.0
1475,300006,10200 ,1998JJ00,0.0,3.0,1.0
1476,300006,10200 ,1999JJ00,0.0,4.0,2.0
1477,300006,10200 ,2000JJ00,0.0,3.0,2.0
1478,300006,10200 ,2001JJ00,0.0,4.0,2.0
1479,300006,10200 ,2002JJ00,0.0,5.0,3.0
1480,300006,10200 ,2003JJ00,0.0,5.0,3.0
1481,300006,10200 ,2004JJ00,0.0,5.0,3.0
1482,300006,10200 ,2005JJ00,0.0,5.0,3.0
1483,300006,10200 ,2006JJ00,0.1,7.0,4.0
1484,300006,10200 ,2007JJ00,0.1,9.0,6.0
1485,300006,10200 ,2008JJ00,0.1,11.0,7.0
1486,300006,10200 ,2009JJ00,0.1,7.0,5.0
1487,300006,10200 ,2010JJ00,0.2,24.0,12.0
1488,300006,10300 ,1995JJ00,0.0,1.0,1.0
1489,300006,10300 ,1996JJ00,0.0,1.0,1.0
1490,300006,10300 ,1997JJ00,0.0,3.0,1.0
1491,300006,10300 ,1998JJ00,0.0,2.0,1.0
1492,300006,10300 ,1999JJ00,0.0,3.0,2.0
1493,300006,10300 ,2000JJ00,0.0,3.0,1.0
1494,300006,10300 ,2001JJ00,0.0,2.0,1.0
1495,300006,10300 ,2002JJ00,0.0,3.0,1.0
1496,300006,10300 ,2003JJ00,0.0,6.0,2.0
1497,300006,10300 ,2004JJ00,0.0,7.0,3.0
1498,300006,10300 ,2005JJ00,0.0,5.0,2.0
1499,300006,10300 ,2006JJ00,0.0,6.0,2.0
1500,300006,10300 ,2007JJ00,0.0,5.0,1.0
1501,300006,10300 ,2008JJ00,0.0,1.0,1.0
1502,300006,10300 ,2009JJ00,0.0,1.0,1.0
1503,300006,10300 ,2010JJ00,0.0,5.0,2.0
1504,300006,10400 ,1995JJ00,4.9,1489.0,1239.0
1505,300006,10400 ,1996JJ00,5.2,1313.0,1187.0
1506,300006,10400 ,1997JJ00,5.6,1501.0,1194.0
1507,300006,10400 ,1998JJ00,5.4,1526.0,1270.0
1508,300006,10400 ,1999JJ00,5.9,1528.0,1246.0
1509,300006,10400 ,2000JJ00,6.1,1747.0,1443.0
1510,300006,10400 ,2001JJ00,6.0,1729.0,1422.0
1511,300006,10400 ,2002JJ00,5.6,1744.0,1423.0
1512,300006,10400 ,2003JJ00,5.5,1666.0,1383.0
1513,300006,10400 ,2004JJ00,5.5,1972.0,1676.0
1514,300006,10400 ,2005JJ00,5.5,2042.0,1744.0
1515,300006,10400 ,2006JJ00,5.1,2454.0,2110.0
1516,300006,10400 ,2007JJ00,5.2,2638.0,2286.0
1517,300006,10400 ,2008JJ00,5.4,2771.0,2399.0
1518,300006,10400 ,2009JJ00,5.4,2362.0,1991.0
1519,300006,10400 ,2010JJ00,5.8,2718.0,2316.0
1520,300006,10500 ,1995JJ00,0.5,71.0,38.0
1521,300006,10500 ,1996JJ00,0.5,68.0,36.0
1522,300006,10500 ,1997JJ00,0.4,55.0,29.0
1523,300006,10500 ,1998JJ00,0.4,53.0,29.0
1524,300006,10500 ,1999JJ00,0.4,57.0,32.0
1525,300006,10500 ,2000JJ00,0.5,65.0,35.0
1526,300006,10500 ,2001JJ00,0.5,74.0,41.0
1527,300006,10500 ,2002JJ00,0.5,84.0,47.0
1528,300006,10500 ,2003JJ00,0.5,81.0,49.0
1529,300006,10500 ,2004JJ00,0.6,82.0,51.0
1530,300006,10500 ,2005JJ00,0.6,88.0,54.0
1531,300006,10500 ,2006JJ00,0.8,120.0,74.0
1532,300006,10500 ,2007JJ00,0.8,126.0,79.0
1533,300006,10500 ,2008JJ00,0.9,129.0,80.0
1534,300006,10500 ,2009JJ00,0.8,121.0,78.0
1535,300006,10500 ,2010JJ00,0.8,111.0,71.0
1536,300006,10600 ,1995JJ00,0.1,14.0,7.0
1537,300006,10600 ,1996JJ00,0.1,11.0,5.0
1538,300006,10600 ,1997JJ00,0.1,13.0,6.0
1539,300006,10600 ,1998JJ00,0.1,16.0,8.0
1540,300006,10600 ,1999JJ00,0.1,19.0,9.0
1541,300006,10600 ,2000JJ00,0.1,20.0,9.0
1542,300006,10600 ,2001JJ00,0.2,25.0,12.0
1543,300006,10600 ,2002JJ00,0.2,25.0,12.0
1544,300006,10600 ,2003JJ00,0.1,19.0,10.0
1545,300006,10600 ,2004JJ00,0.2,31.0,14.0
1546,300006,10600 ,2005JJ00,0.2,26.0,15.0
1547,300006,10600 ,2006JJ00,0.2,29.0,16.0
1548,300006,10600 ,2007JJ00,0.2,28.0,16.0
1549,300006,10600 ,2008JJ00,0.2,25.0,15.0
1550,300006,10600 ,2009JJ00,0.2,25.0,16.0
1551,300006,10600 ,2010JJ00,0.2,25.0,15.0
1552,300006,10700 ,1995JJ00,3.1,220.0,90.0
1553,300006,10700 ,1996JJ00,3.6,254.0,100.0
1554,300006,10700 ,1997JJ00,3.9,261.0,106.0
1555,300006,10700 ,1998JJ00,4.3,344.0,136.0
1556,300006,10700 ,1999JJ00,4.1,388.0,150.0
1557,300006,10700 ,2000JJ00,5.0,465.0,171.0
1558,300006,10700 ,2001JJ00,4.7,468.0,175.0
1559,300006,10700 ,2002JJ00,5.1,507.0,187.0
1560,300006,10700 ,2003JJ00,6.1,567.0,225.0
1561,300006,10700 ,2004JJ00,4.9,525.0,198.0
1562,300006,10700 ,2005JJ00,6.0,547.0,220.0
1563,300006,10700 ,2006JJ00,5.5,521.0,229.0
1564,300006,10700 ,2007JJ00,5.3,558.0,248.0
1565,300006,10700 ,2008JJ00,6.5,666.0,282.0
1566,300006,10700 ,2009JJ00,7.2,706.0,284.0
1567,300006,10700 ,2010JJ00,7.6,688.0,322.0
1568,300006,10800 ,1995JJ00,1.0,132.0,60.0
1569,300006,10800 ,1996JJ00,1.0,146.0,65.0
1570,300006,10800 ,1997JJ00,1.1,151.0,68.0
1571,300006,10800 ,1998JJ00,1.4,225.0,91.0
1572,300006,10800 ,1999JJ00,1.5,232.0,97.0
1573,300006,10800 ,2000JJ00,1.5,257.0,100.0
1574,300006,10800 ,2001JJ00,1.5,273.0,109.0
1575,300006,10800 ,2002JJ00,1.5,256.0,110.0
1576,300006,10800 ,2003JJ00,1.8,299.0,140.0
