ID,ProductgroepenEnOverigePosten,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12,WaardeInWerkelijkePrijzen_13,WaardePrijsniveau2005_14,VolumemutatieTOVVoorafgaandJaar_15,Prijsindexcijfers_16,WaardeInWerkelijkePrijzen_17,WaardePrijsniveau2005_18,VolumemutatieTOVVoorafgaandJaar_19,Prijsindexcijfers_20,WaardeInWerkelijkePrijzen_21,WaardePrijsniveau2005_22,VolumemutatieTOVVoorafgaandJaar_23,Prijsindexcijfers_24,WaardeInWerkelijkePrijzen_25,WaardePrijsniveau2005_26,VolumemutatieTOVVoorafgaandJaar_27,Prijsindexcijfers_28,WaardeInWerkelijkePrijzen_29,WaardeInWerkelijkePrijzen_30,WaardePrijsniveau2005_31,VolumemutatieTOVVoorafgaandJaar_32,Prijsindexcijfers_33
851,3400000,1989JJ00,5267.0,6247.0,16.2,84.3,3266.0,3782.0,14.8,86.4,2001.0,2467.0,18.5,81.1,5537.0,6646.0,15.2,83.3,1142.0,1444.0,-5.9,79.1,595.0,878.0,7.9,67.8,1928.0,2235.0,73.8,86.2,105.0,1767.0,2185.0,6.0,80.9
852,3400000,1990JJ00,6162.0,7275.0,16.5,84.7,3951.0,4634.0,22.5,85.3,2211.0,2628.0,6.5,84.1,6488.0,7739.0,16.4,83.8,1299.0,1594.0,10.4,81.5,689.0,975.0,11.1,70.6,1824.0,2145.0,-4.0,85.0,585.0,2091.0,2582.0,18.2,81.0
853,3400000,1991JJ00,6813.0,7868.0,8.1,86.6,4344.0,4966.0,7.2,87.5,2469.0,2889.0,9.9,85.5,7175.0,8392.0,8.4,85.5,1505.0,1817.0,14.0,82.8,755.0,1035.0,6.1,73.0,2021.0,2335.0,8.9,86.5,387.0,2507.0,3072.0,19.0,81.6
854,3400000,1992JJ00,6863.0,7874.0,0.1,87.2,4463.0,5032.0,1.3,88.7,2400.0,2827.0,-2.1,84.9,7260.0,8417.0,0.3,86.3,1598.0,1924.0,5.8,83.1,822.0,1062.0,2.6,77.4,1681.0,1952.0,-16.4,86.1,450.0,2709.0,3304.0,7.5,82.0
855,3400000,1993JJ00,6128.0,6957.0,-11.6,88.1,3899.0,4315.0,-14.3,90.4,2229.0,2635.0,-6.8,84.6,6558.0,7496.0,-10.9,87.5,1530.0,1848.0,-3.9,82.8,837.0,1025.0,-3.5,81.7,1587.0,1871.0,-4.2,84.8,-617.0,3221.0,3831.0,15.9,84.1
856,3400000,1994JJ00,5983.0,6804.0,-2.2,87.9,3607.0,4109.0,-4.8,87.8,2376.0,2695.0,2.3,88.2,6427.0,7335.0,-2.2,87.6,1465.0,1761.0,-4.7,83.2,890.0,1074.0,4.8,82.9,1854.0,2182.0,16.6,85.0,56.0,2162.0,2556.0,-33.3,84.6
857,3400000,1995JJ00,6305.0,7110.0,4.5,88.7,3725.0,4200.0,2.2,88.7,2580.0,2909.0,8.0,88.7,6765.0,7701.0,5.0,87.8,1513.0,1804.0,2.5,83.9,919.0,1117.0,4.0,82.3,1995.0,2335.0,7.0,85.5,4.0,2334.0,2771.0,8.4,84.2
858,3400000,1996JJ00,5509.0,6448.0,-9.3,85.4,3142.0,3781.0,-10.0,83.1,2367.0,2667.0,-8.3,88.8,6012.0,7041.0,-8.6,85.4,1541.0,1817.0,0.7,84.8,957.0,1134.0,1.5,84.4,1717.0,1995.0,-14.5,86.1,-310.0,2107.0,2472.0,-10.8,85.2
859,3400000,1997JJ00,5851.0,6749.0,4.7,86.7,3336.0,3948.0,4.4,84.5,2515.0,2800.0,5.0,89.8,6411.0,7404.0,5.2,86.6,1720.0,1986.0,9.3,86.6,1111.0,1299.0,14.5,85.5,1518.0,1758.0,-11.9,86.3,113.0,1949.0,2244.0,-9.2,86.9
860,3400000,1998JJ00,6578.0,7308.0,8.3,90.0,3933.0,4428.0,12.1,88.8,2645.0,2889.0,3.2,91.6,7241.0,8050.0,8.7,90.0,1910.0,2124.0,7.0,89.9,1257.0,1429.0,10.0,88.0,1487.0,1647.0,-6.3,90.3,364.0,2223.0,2474.0,10.3,89.8
861,3400000,1999JJ00,6712.0,7327.0,0.3,91.6,3959.0,4357.0,-1.6,90.9,2753.0,2976.0,3.0,92.5,7466.0,8154.0,1.3,91.6,2152.0,2309.0,8.7,93.2,1441.0,1625.0,13.8,88.7,1376.0,1491.0,-9.5,92.3,-17.0,2514.0,2756.0,11.4,91.2
862,3400000,2000JJ00,7923.0,8454.0,15.4,93.7,4105.0,4416.0,1.4,93.0,3818.0,4034.0,35.5,94.7,8734.0,9338.0,14.5,93.5,2322.0,2409.0,4.3,96.4,1561.0,1710.0,5.2,91.3,1817.0,1956.0,31.2,92.9,14.0,3020.0,3251.0,18.0,92.9
863,3400000,2001JJ00,8320.0,8813.0,4.3,94.4,4851.0,5164.0,16.9,93.9,3469.0,3655.0,-9.4,94.9,9149.0,9688.0,3.7,94.4,2525.0,2652.0,10.1,95.2,1591.0,1671.0,-2.2,95.2,1399.0,1526.0,-22.0,91.7,507.0,3127.0,3296.0,1.4,94.9
864,3400000,2002JJ00,7635.0,7950.0,-9.8,96.0,4690.0,4868.0,-5.7,96.3,2945.0,3090.0,-15.5,95.3,8484.0,8817.0,-9.0,96.2,2452.0,2542.0,-4.2,96.5,1711.0,1752.0,4.8,97.6,1350.0,1416.0,-7.2,95.3,43.0,2928.0,3054.0,-7.3,95.9
865,3400000,2003JJ00,8492.0,8833.0,11.1,96.1,4509.0,4630.0,-4.9,97.4,3983.0,4219.0,36.6,94.4,9336.0,9653.0,9.5,96.7,2231.0,2322.0,-8.6,96.1,1590.0,1609.0,-8.2,98.8,2457.0,2556.0,80.5,96.1,187.0,2871.0,2980.0,-2.4,96.3
866,3400000,2004JJ00,7699.0,7898.0,-10.6,97.5,4404.0,4479.0,-3.3,98.3,3295.0,3423.0,-18.9,96.3,8552.0,8744.0,-9.4,97.8,2122.0,2183.0,-6.0,97.2,1623.0,1634.0,1.6,99.3,1576.0,1611.0,-37.0,97.9,139.0,3092.0,3175.0,6.5,97.4
867,3400000,2005JJ00,7951.0,7951.0,0.7,100.0,4710.0,4710.0,5.2,100.0,3241.0,3241.0,-5.3,100.0,8779.0,8779.0,0.4,100.0,2079.0,2079.0,-4.8,100.0,1603.0,1603.0,-1.9,100.0,1540.0,1540.0,-4.4,100.0,129.0,3428.0,3428.0,8.0,100.0
868,3400000,2006JJ00,8845.0,8689.0,9.3,101.8,4952.0,4881.0,3.6,101.5,3893.0,3808.0,17.5,102.2,9746.0,9608.0,9.4,101.4,2287.0,2215.0,6.5,103.3,1758.0,1768.0,10.3,99.4,2138.0,2106.0,36.8,101.5,-202.0,3765.0,3717.0,8.4,101.3
869,3400000,2007JJ00,9659.0,9356.0,7.7,103.2,5945.0,5767.0,18.2,103.1,3714.0,3593.0,-5.7,103.4,10651.0,10359.0,7.8,102.8,2337.0,2247.0,1.4,104.0,1927.0,1909.0,8.0,101.0,1651.0,1601.0,-24.0,103.1,66.0,4670.0,4541.0,22.2,102.8
870,3400000,2008JJ00,11423.0,10824.0,15.7,105.5,6528.0,6149.0,6.6,106.2,4895.0,4677.0,30.2,104.7,12510.0,11921.0,15.1,104.9,2474.0,2313.0,3.0,106.9,2065.0,2033.0,6.5,101.6,2440.0,2309.0,44.3,105.7,368.0,5163.0,4914.0,8.2,105.1
871,3400000,2009JJ00,11583.0,10955.0,1.2,105.7,6196.0,5939.0,-3.4,104.3,5387.0,5023.0,7.4,107.2,12584.0,11982.0,0.5,105.0,2550.0,2402.0,3.8,106.2,1929.0,1861.0,-8.4,103.6,2750.0,2566.0,11.1,107.2,322.0,5033.0,4810.0,-2.1,104.6
872,3400000,2010JJ00,11415.0,10653.0,-2.8,107.2,6005.0,5722.0,-3.7,105.0,5410.0,4936.0,-1.7,109.6,12375.0,11632.0,-2.9,106.4,2574.0,2366.0,-1.5,108.8,1815.0,1707.0,-8.3,106.3,2542.0,2386.0,-7.0,106.5,252.0,5192.0,4899.0,1.8,106.0
873,3400000,2011JJ00,11305.0,10430.0,-2.1,108.4,6262.0,5875.0,2.7,106.6,5043.0,4571.0,-7.4,110.3,12293.0,11370.0,-2.3,108.1,2893.0,2636.0,11.4,109.8,1823.0,1662.0,-2.6,109.7,2724.0,2518.0,5.5,108.2,-302.0,5155.0,4799.0,-2.0,107.4
874,3400000,2012JJ00,11981.0,10669.0,2.3,112.3,6486.0,5995.0,2.0,108.2,5495.0,4691.0,2.6,117.1,12959.0,11595.0,2.0,111.8,2768.0,2439.0,-7.5,113.5,1762.0,1601.0,-3.7,110.1,3082.0,2726.0,8.3,113.1,37.0,5310.0,4769.0,-0.6,111.3
875,3500000,1988JJ00,4856.0,5931.0,,81.9,2572.0,3537.0,,72.7,2284.0,2475.0,,92.3,6814.0,9048.0,,75.3,766.0,1015.0,,75.5,3428.0,4438.0,,77.2,1348.0,1831.0,,73.6,75.0,1197.0,1610.0,,74.3
876,3500000,1989JJ00,5170.0,6198.0,4.5,83.4,2697.0,3645.0,3.1,74.0,2473.0,2626.0,6.1,94.2,7250.0,9467.0,4.6,76.6,801.0,1052.0,3.7,76.2,3640.0,4622.0,4.1,78.8,1498.0,2007.0,9.6,74.6,-49.0,1360.0,1788.0,11.0,76.1
877,3500000,1990JJ00,5500.0,6489.0,4.7,84.8,3002.0,3959.0,8.6,75.8,2498.0,2638.0,0.4,94.7,7788.0,9888.0,4.5,78.8,866.0,1104.0,5.0,78.4,3838.0,4810.0,4.1,79.8,1606.0,2084.0,3.9,77.0,-15.0,1493.0,1843.0,3.1,81.0
878,3500000,1991JJ00,5817.0,6738.0,3.8,86.3,3073.0,3931.0,-0.7,78.2,2744.0,2883.0,9.3,95.2,8335.0,10243.0,3.6,81.4,970.0,1190.0,7.7,81.5,4112.0,4982.0,3.6,82.5,1573.0,1987.0,-4.7,79.2,76.0,1604.0,1919.0,4.2,83.6
879,3500000,1992JJ00,5937.0,6738.0,0.0,88.1,3125.0,3895.0,-0.9,80.2,2812.0,2913.0,1.0,96.5,8530.0,10283.0,0.4,83.0,1039.0,1265.0,6.3,82.2,4253.0,5035.0,1.1,84.5,1554.0,1934.0,-2.7,80.4,-30.0,1714.0,2010.0,4.7,85.3
880,3500000,1993JJ00,5828.0,6661.0,-1.1,87.5,3122.0,3831.0,-1.7,81.5,2706.0,2896.0,-0.6,93.4,8559.0,10120.0,-1.6,84.6,1054.0,1267.0,0.2,83.2,4219.0,4861.0,-3.5,86.8,1579.0,1934.0,0.0,81.6,-14.0,1721.0,2004.0,-0.3,85.9
881,3500000,1994JJ00,6196.0,6986.0,4.9,88.7,3151.0,3813.0,-0.4,82.6,3045.0,3215.0,11.0,94.7,8960.0,10474.0,3.5,85.5,1176.0,1405.0,10.9,83.7,4280.0,4831.0,-0.6,88.6,1591.0,1925.0,-0.4,82.6,-32.0,1945.0,2277.0,13.6,85.4
882,3500000,1995JJ00,6768.0,7617.0,9.0,88.9,3502.0,4178.0,9.6,83.8,3266.0,3488.0,8.5,93.6,9555.0,11209.0,7.0,85.2,1386.0,1645.0,17.1,84.2,4303.0,4929.0,2.0,87.3,1652.0,1975.0,2.6,83.6,-60.0,2274.0,2662.0,16.9,85.4
883,3500000,1996JJ00,7309.0,8116.0,6.5,90.1,3724.0,4406.0,5.5,84.5,3585.0,3758.0,7.7,95.4,10364.0,11948.0,6.6,86.7,1476.0,1725.0,4.8,85.6,4713.0,5342.0,8.4,88.2,1821.0,2140.0,8.4,85.1,-64.0,2418.0,2746.0,3.2,88.0
884,3500000,1997JJ00,8280.0,8958.0,10.4,92.4,3998.0,4656.0,5.7,85.9,4282.0,4330.0,15.2,98.9,11600.0,13110.0,9.7,88.5,1494.0,1730.0,0.3,86.4,5145.0,5765.0,7.9,89.2,2205.0,2548.0,19.1,86.5,202.0,2554.0,2796.0,1.8,91.3
885,3500000,1998JJ00,8952.0,9569.0,6.8,93.6,4361.0,4998.0,7.3,87.3,4591.0,4605.0,6.4,99.7,12729.0,14185.0,8.2,89.7,1577.0,1798.0,3.9,87.7,5885.0,6513.0,13.0,90.4,2420.0,2737.0,7.4,88.4,17.0,2830.0,3066.0,9.6,92.3
886,3500000,1999JJ00,9946.0,10549.0,10.2,94.3,4709.0,5344.0,6.9,88.1,5237.0,5222.0,13.4,100.3,14068.0,15518.0,9.4,90.7,1677.0,1922.0,6.9,87.2,6454.0,7039.0,8.1,91.7,2567.0,2891.0,5.6,88.8,187.0,3183.0,3438.0,12.2,92.6
887,3500000,2000JJ00,10070.0,10575.0,0.3,95.2,4934.0,5480.0,2.5,90.0,5136.0,5127.0,-1.8,100.2,14570.0,15662.0,0.9,93.0,1730.0,1927.0,0.2,89.8,6876.0,7312.0,3.9,94.0,2645.0,2926.0,1.2,90.4,142.0,3177.0,3349.0,-2.6,94.9
888,3500000,2001JJ00,10040.0,10312.0,-2.5,97.4,4846.0,5211.0,-4.9,93.0,5194.0,5118.0,-0.2,101.5,14787.0,15382.0,-1.8,96.1,1749.0,1900.0,-1.4,92.1,7155.0,7339.0,0.4,97.5,2846.0,3059.0,4.5,93.0,-120.0,3157.0,3218.0,-3.9,98.1
889,3500000,2002JJ00,9649.0,9863.0,-4.4,97.8,4645.0,4913.0,-5.7,94.5,5004.0,4960.0,-3.1,100.9,14400.0,14686.0,-4.5,98.1,1676.0,1810.0,-4.7,92.6,6965.0,6939.0,-5.5,100.4,2670.0,2784.0,-9.0,95.9,-56.0,3145.0,3210.0,-0.3,98.0
890,3500000,2003JJ00,9246.0,9479.0,-3.9,97.5,4385.0,4591.0,-6.6,95.5,4861.0,4890.0,-1.4,99.4,13919.0,14132.0,-3.8,98.5,1595.0,1700.0,-6.1,93.8,6635.0,6589.0,-5.0,100.7,2622.0,2722.0,-2.2,96.3,-33.0,3100.0,3155.0,-1.7,98.3
891,3500000,2004JJ00,9265.0,9450.0,-0.3,98.0,4395.0,4535.0,-1.2,96.9,4870.0,4915.0,0.5,99.1,13884.0,14079.0,-0.4,98.6,1601.0,1665.0,-2.1,96.2,6441.0,6460.0,-2.0,99.7,2679.0,2705.0,-0.6,99.1,22.0,3141.0,3226.0,2.3,97.4
892,3500000,2005JJ00,9605.0,9605.0,1.6,100.0,4593.0,4593.0,1.3,100.0,5012.0,5012.0,2.0,100.0,14271.0,14271.0,1.4,100.0,1677.0,1677.0,0.7,100.0,6431.0,6431.0,-0.5,100.0,2754.0,2754.0,1.8,100.0,24.0,3385.0,3385.0,4.9,100.0
893,3500000,2006JJ00,10456.0,10166.0,5.8,102.9,4954.0,4748.0,3.4,104.3,5502.0,5418.0,8.1,101.6,15405.0,15102.0,5.8,102.0,1845.0,1757.0,4.8,105.0,6902.0,6821.0,6.1,101.2,2895.0,2831.0,2.8,102.3,-22.0,3785.0,3715.0,9.7,101.9
894,3500000,2007JJ00,11329.0,10978.0,8.0,103.2,5354.0,5053.0,6.4,106.0,5975.0,5927.0,9.4,100.8,16681.0,16198.0,7.3,103.0,1945.0,1829.0,4.1,106.3,7246.0,7060.0,3.5,102.6,3440.0,3294.0,16.3,104.4,56.0,3994.0,3957.0,6.5,100.9
895,3500000,2008JJ00,11641.0,11179.0,1.8,104.1,5592.0,5197.0,2.9,107.6,6049.0,5982.0,0.9,101.1,17204.0,16465.0,1.6,104.5,1980.0,1873.0,2.4,105.7,7410.0,7075.0,0.2,104.7,3718.0,3488.0,5.9,106.6,53.0,4043.0,3973.0,0.4,101.8
896,3500000,2009JJ00,10003.0,9432.0,-15.6,106.1,4796.0,4395.0,-15.4,109.1,5207.0,5035.0,-15.8,103.4,14977.0,14184.0,-13.9,105.6,1763.0,1716.0,-8.4,102.8,7006.0,6624.0,-6.4,105.8,2927.0,2632.0,-24.5,111.2,-134.0,3415.0,3327.0,-16.3,102.7
897,3500000,2010JJ00,10567.0,9785.0,3.7,108.0,4998.0,4469.0,1.7,111.8,5569.0,5320.0,5.6,104.7,15462.0,14475.0,2.0,106.8,1854.0,1718.0,0.1,107.9,6843.0,6475.0,-2.3,105.7,2899.0,2574.0,-2.2,112.6,210.0,3656.0,3508.0,5.4,104.2
898,3500000,2011JJ00,10300.0,9292.0,-5.0,110.9,5267.0,4578.0,2.4,115.1,5033.0,4695.0,-11.7,107.2,15056.0,13789.0,-4.7,109.2,2070.0,1835.0,6.9,112.8,6767.0,6294.0,-2.8,107.5,2975.0,2608.0,1.3,114.1,68.0,3176.0,2967.0,-15.4,107.1
899,3500000,2012JJ00,9856.0,8709.0,-6.3,113.2,5305.0,4594.0,0.4,115.5,4551.0,4075.0,-13.2,111.7,14404.0,12929.0,-6.2,111.4,2033.0,1788.0,-2.6,113.7,6425.0,5901.0,-6.3,108.9,2932.0,2515.0,-3.6,116.6,-34.0,3048.0,2719.0,-8.3,112.1
900,3600000,1988JJ00,9386.0,15364.0,,61.1,9275.0,15105.0,,61.4,111.0,196.0,,56.5,9386.0,18310.0,,51.3,6245.0,11352.0,,55.0,3078.0,6977.0,,44.1,58.0,117.0,,49.5,5.0,0.0,0.0,,
901,3600000,1989JJ00,9720.0,15900.0,3.5,61.1,9609.0,15633.0,3.5,61.5,111.0,202.0,2.7,55.0,9720.0,18948.0,3.5,51.3,6489.0,11721.0,3.3,55.4,3157.0,7238.0,3.7,43.6,62.0,123.0,5.2,50.3,3.0,9.0,8.0,,109.8
902,3600000,1990JJ00,11006.0,16626.0,4.6,66.2,10826.0,16249.0,3.9,66.6,180.0,320.0,58.6,56.3,11006.0,19813.0,4.6,55.5,7515.0,12547.0,7.0,59.9,3411.0,7196.0,-0.6,47.4,62.0,121.0,-1.6,51.1,4.0,14.0,13.0,55.6,109.8
903,3600000,1991JJ00,12412.0,18138.0,9.1,68.4,12244.0,17749.0,9.2,69.0,168.0,323.0,1.1,52.0,12412.0,21615.0,9.1,57.4,8272.0,13682.0,9.0,60.5,4061.0,7872.0,9.4,51.6,63.0,121.0,0.0,52.0,1.0,15.0,16.0,28.6,91.5
904,3600000,1992JJ00,12398.0,18451.0,1.7,67.2,12243.0,18081.0,1.9,67.7,155.0,294.0,-8.9,52.6,12398.0,21988.0,1.7,56.4,8395.0,14104.0,3.1,59.5,3931.0,7806.0,-0.8,50.4,69.0,131.0,7.9,52.7,-4.0,7.0,9.0,-46.7,80.1
905,3600000,1993JJ00,12895.0,19353.0,4.9,66.6,12738.0,18961.0,4.9,67.2,157.0,313.0,6.5,50.1,12895.0,23063.0,4.9,55.9,8741.0,14717.0,4.3,59.4,4085.0,8292.0,6.2,49.3,65.0,121.0,-7.2,53.6,-1.0,5.0,6.0,-28.6,80.1
906,3600000,1994JJ00,13317.0,19776.0,2.2,67.3,13134.0,19341.0,2.0,67.9,183.0,367.0,17.2,49.8,13317.0,23567.0,2.2,56.5,9072.0,15224.0,3.4,59.6,4170.0,8241.0,-0.6,50.6,71.0,131.0,7.7,54.3,0.0,4.0,6.0,0.0,64.1
907,3600000,1995JJ00,14123.0,20398.0,3.1,69.2,13911.0,19883.0,2.8,70.0,212.0,470.0,27.9,45.1,14123.0,24309.0,3.1,58.1,9623.0,15768.0,3.6,61.0,4410.0,8404.0,2.0,52.5,73.0,129.0,-1.4,56.6,0.0,17.0,28.0,350.0,60.5
908,3600000,1996JJ00,15191.0,21620.0,6.0,70.3,15000.0,21115.0,6.2,71.0,191.0,434.0,-7.5,44.0,15571.0,25765.0,6.0,60.4,10359.0,16446.0,4.3,63.0,5120.0,9227.0,9.8,55.5,75.0,129.0,0.0,58.2,2.0,15.0,25.0,-11.8,60.5
909,3600000,1997JJ00,15547.0,21402.0,-1.0,72.6,15321.0,20870.0,-1.2,73.4,226.0,482.0,11.0,46.9,16318.0,25560.0,-0.8,63.8,11142.0,16840.0,2.4,66.2,5084.0,8562.0,-7.2,59.4,78.0,129.0,0.0,60.5,0.0,14.0,23.0,-6.7,60.5
910,3600000,1998JJ00,15866.0,21909.0,2.4,72.4,15665.0,21410.0,2.6,73.2,201.0,420.0,-12.8,47.8,16645.0,25933.0,1.5,64.2,11453.0,17240.0,2.4,66.4,5106.0,8528.0,-0.4,59.9,82.0,134.0,3.8,61.3,0.0,4.0,7.0,-71.4,60.5
911,3600000,1999JJ00,15671.0,21990.0,0.4,71.3,15405.0,21432.0,0.1,71.9,266.0,510.0,21.4,52.1,17015.0,26040.0,0.4,65.3,11767.0,17361.0,0.7,67.8,5140.0,8486.0,-0.5,60.6,88.0,134.0,0.0,65.8,1.0,19.0,28.0,325.0,67.6
912,3600000,2000JJ00,17484.0,22793.0,3.7,76.7,17014.0,22024.0,2.8,77.3,470.0,792.0,55.3,59.3,19178.0,26628.0,2.3,72.0,13088.0,17765.0,2.3,73.7,5894.0,8534.0,0.6,69.1,93.0,134.0,0.0,69.5,0.0,103.0,149.0,431.6,69.0
913,3600000,2001JJ00,19434.0,23368.0,2.5,83.2,18871.0,22537.0,2.3,83.7,563.0,866.0,9.4,65.0,21645.0,27215.0,2.2,79.5,14307.0,17841.0,0.4,80.2,7093.0,9021.0,5.7,78.6,97.0,125.0,-6.5,77.5,-1.0,149.0,204.0,36.9,72.9
914,3600000,2002JJ00,20290.0,23627.0,1.1,85.9,19850.0,22934.0,1.8,86.6,440.0,686.0,-20.8,64.1,22205.0,27041.0,-0.6,82.1,14594.0,17719.0,-0.7,82.4,7287.0,8895.0,-1.4,81.9,98.0,125.0,0.0,78.3,2.0,224.0,284.0,38.9,78.9
915,3600000,2003JJ00,21875.0,23942.0,1.3,91.4,21396.0,23239.0,1.3,92.1,479.0,697.0,1.6,68.7,23915.0,27426.0,1.4,87.2,15615.0,17783.0,0.4,87.8,7908.0,9166.0,3.0,86.3,100.0,119.0,-5.1,84.2,0.0,292.0,345.0,21.4,84.7
916,3600000,2004JJ00,21325.0,24144.0,0.8,88.3,20817.0,23436.0,0.8,88.8,508.0,701.0,0.6,72.4,24050.0,27657.0,0.8,87.0,15555.0,18003.0,1.2,86.4,8101.0,9115.0,-0.6,88.9,100.0,120.0,1.0,83.3,-1.0,295.0,406.0,17.8,72.6
917,3600000,2005JJ00,25424.0,25424.0,5.3,100.0,24648.0,24648.0,5.2,100.0,776.0,776.0,10.6,100.0,28908.0,28908.0,4.5,100.0,19438.0,19438.0,8.0,100.0,8946.0,8946.0,-1.9,100.0,108.0,108.0,-10.0,100.0,0.0,416.0,416.0,2.4,100.0
918,3600000,2006JJ00,30398.0,25422.0,0.0,119.6,29226.0,24526.0,-0.5,119.2,1172.0,896.0,15.5,130.8,34214.0,28925.0,0.1,118.3,23754.0,19481.0,0.2,121.9,9818.0,8894.0,-0.6,110.4,118.0,96.0,-11.1,122.9,0.0,524.0,454.0,9.1,115.4
919,3600000,2007JJ00,31618.0,25116.0,-1.2,125.9,30625.0,24369.0,-0.6,125.7,993.0,759.0,-15.3,130.8,34726.0,28556.0,-1.3,121.6,24420.0,19550.0,0.4,124.9,9716.0,8448.0,-5.0,115.0,127.0,102.0,5.9,124.9,0.0,463.0,423.0,-6.9,109.5
920,3600000,2008JJ00,36736.0,26147.0,4.1,140.5,35436.0,25336.0,4.0,139.9,1300.0,823.0,8.4,158.0,40551.0,29727.0,4.1,136.4,28551.0,19857.0,1.6,143.8,10896.0,9097.0,7.7,119.8,139.0,94.0,-7.1,147.1,0.0,965.0,701.0,65.9,137.6
921,3600000,2009JJ00,36131.0,25497.0,-2.5,141.7,35432.0,25086.0,-1.0,141.2,699.0,466.0,-43.4,150.1,40020.0,28988.0,-2.5,138.1,27739.0,19083.0,-3.9,145.4,11193.0,9069.0,-0.3,123.4,125.0,76.0,-19.4,164.2,0.0,963.0,821.0,17.0,117.4
922,3600000,2010JJ00,36116.0,27165.0,6.5,133.0,35449.0,26748.0,6.6,132.5,667.0,476.0,2.3,140.0,40338.0,31009.0,7.0,130.1,27776.0,20088.0,5.3,138.3,11334.0,10000.0,10.3,113.3,102.0,64.0,-16.0,159.5,0.0,1126.0,990.0,20.7,113.7
923,3600000,2011JJ00,35324.0,25618.0,-5.7,137.9,34533.0,25128.0,-6.1,137.4,791.0,541.0,13.5,146.3,39386.0,29091.0,-6.2,135.4,27559.0,19349.0,-3.7,142.4,10738.0,8949.0,-10.5,120.0,108.0,68.0,6.9,158.0,0.0,981.0,736.0,-25.7,133.3
924,3600000,2012JJ00,36773.0,25849.0,0.9,142.3,35413.0,24951.0,-0.7,141.9,1360.0,925.0,71.0,147.1,40642.0,29420.0,1.1,138.1,28028.0,19456.0,0.6,144.1,11550.0,9207.0,2.9,125.4,100.0,63.0,-7.4,158.0,0.0,964.0,730.0,-0.8,132.1
925,3700000,1988JJ00,884.0,1469.0,,60.2,884.0,1469.0,,60.2,0.0,0.0,,,897.0,1458.0,,61.5,384.0,517.0,,74.3,513.0,938.0,,54.7,,,,,0.0,,,,
926,3700000,1989JJ00,909.0,1484.0,1.0,61.3,909.0,1484.0,1.0,61.3,0.0,0.0,,,936.0,1495.0,2.6,62.6,390.0,517.0,0.0,75.5,546.0,980.0,4.5,55.7,,,,,0.0,,,,
927,3700000,1990JJ00,922.0,1500.0,1.1,61.5,922.0,1500.0,1.1,61.5,0.0,0.0,,,968.0,1540.0,3.0,62.8,392.0,525.0,1.5,74.7,576.0,1019.0,4.0,56.5,,,,,0.0,,,,
928,3700000,1991JJ00,940.0,1500.0,0.0,62.7,940.0,1500.0,0.0,62.7,0.0,0.0,,,1008.0,1574.0,2.2,64.1,396.0,527.0,0.5,75.1,612.0,1053.0,3.3,58.1,,,,,0.0,,,,
929,3700000,1992JJ00,1036.0,1553.0,3.5,66.7,1036.0,1553.0,3.5,66.7,0.0,0.0,,,1142.0,1680.0,6.7,68.0,423.0,541.0,2.5,78.3,719.0,1152.0,9.5,62.4,,,,,0.0,,,,
930,3700000,1993JJ00,1053.0,1434.0,-7.6,73.4,1053.0,1435.0,-7.6,73.4,0.0,0.0,,,1161.0,1562.0,-7.0,74.3,441.0,528.0,-2.4,83.6,720.0,1040.0,-9.7,69.2,,,,,0.0,,,,
931,3700000,1994JJ00,1137.0,1464.0,2.1,77.6,1137.0,1464.0,2.1,77.6,0.0,0.0,,,1235.0,1573.0,0.7,78.5,449.0,527.0,-0.2,85.3,786.0,1053.0,1.3,74.6,,,,,0.0,,,,
932,3700000,1995JJ00,1205.0,1493.0,1.9,80.7,1205.0,1493.0,1.9,80.7,0.0,0.0,,,1346.0,1651.0,4.9,81.5,477.0,534.0,1.3,89.4,869.0,1127.0,7.0,77.1,,,,,0.0,,,,
933,3700000,1996JJ00,1296.0,1540.0,3.2,84.2,1296.0,1540.0,3.2,84.2,0.0,0.0,,,1442.0,1704.0,3.3,84.6,510.0,556.0,4.2,91.7,932.0,1158.0,2.8,80.5,,,,,0.0,,,,
934,3700000,1997JJ00,1307.0,1516.0,-1.5,86.2,1307.0,1516.0,-1.5,86.2,0.0,0.0,,,1457.0,1686.0,-1.1,86.4,518.0,545.0,-2.0,95.0,939.0,1151.0,-0.6,81.6,,,,,0.0,,,,
935,3700000,1998JJ00,1362.0,1520.0,0.2,89.6,1362.0,1520.0,0.2,89.6,0.0,0.0,,,1514.0,1684.0,-0.1,89.9,546.0,558.0,2.3,97.9,968.0,1135.0,-1.4,85.3,,,,,0.0,,,,
936,3700000,1999JJ00,1443.0,1549.0,1.9,93.2,1443.0,1549.0,1.9,93.2,0.0,0.0,,,1597.0,1716.0,1.8,93.1,615.0,616.0,10.4,99.9,982.0,1101.0,-3.0,89.2,,,,,0.0,,,,
